Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024)
8.027104405094188e-07,0.6867632975847744,3.6047473839727204e-07,3.149018263188744e-08,2.65245687518497e-08,5.246262490968548e-07,0.0,0.0,6.159866819646452e-07,1.0888265614848273e-09,1.171109405829357e-08,7.0533813218972e-10,1.7816774013413306e-09,5.317882260921979e-23,7.123784274027694e-17,1.5607287430256137e-11,2.054151904723919e-08,7.887608653817185e-08,1.2514822269910022e-14,2.3117743409768935e-15,1.5656385338553061e-07,6.384712341562412e-14,6.255648613991191e-12,1.439383624845146e-14,2.746185994182936e-13,4.703825922457869e-09,3.2382781454803624e-09,9.951062031600247e-10,4.2852534760083904e-16,9.07666263527396e-17,2.9597686881988738e-15,1.2942422916626825e-14,1.2041049625760873e-09,6.083939592967137e-11,3.76,0.0,0.751436052203586,0.9995343821353195,1.539991846949378e-07,6.415894228802449e-07,0.038116518061234686,0.03811308252635984,2.9921355102410533e-06,3.2551095229317206e-11,0.00046480637799049823,1.2668600369745502e-10,1.3126515803041997e-13,1.47929257639591e-14,1.756403333040865e-13,6.934714916747497e-08,2.3579560121583413e-11,9.360933676083753e-10,1.1780974765590143e-09,4.450884034794523e-09,9.452073388008816e-10,3.288143882426544e-09,3.237654155482337e-09,2.600814227075488e-18,2.017322182750406e-18,7.428675274401078e-13,4.278220104330744e-15,1.4610017319537244e-09,8.429244325773015e-13,5.32618846173698e-10,6.2853464439429995e-12,3.0686914187982324e-16,9.940845630652707e-13,2.276996970486247e-09,5.872755507060729e-09,1.0881404164159756e-06,3.2077103156497475e-11,1.5699423527385548e-07,3.787084436298983e-10,5.607389617082663e-14,3.507587018551978e-15,1.8203778199522008e-11,1.4002370538180074e-17,4.9367598493027134e-14,1.6657000565379555e-16,6.570006064267708e-07,3.696041791320302e-11,1.772078431522308e-21,2.825115823601416e-22,7.186802286152924e-19,2.354887314946638e-10,1.8924051501953844e-09,4.2944151228895483e-19,1.7541240013355985e-11,1.3081881736007229e-16,6.824585142886563e-17,5.4534290515987494e-09,2.5722240653193232e-14,3.592055902796941e-20,1.7373261914635151e-16,8.116750744381988e-10,1.2155881109090726e-12,5.794028789264094e-17,2.255222960817657e-19,8.69818551857178e-23,2.2534500582490814e-20,8.385682577714254e-19,7.771021487777974e-14,3.9305047738279795e-14,3.746115211270502e-12,5.993101588417389e-19,2.651687523994565e-13,6.165838053234199e-18,1.2298223688593042e-18,7.2723017720168905e-25,1.9922377371096066e-12,4.758686539145743e-12,9.991237792896537e-21
8.206837467691169e-07,0.6868655700749983,3.7028314699432497e-07,3.248018394313192e-08,2.7355239074629687e-08,5.503690200405454e-07,0.0,0.0,6.322785072021051e-07,1.1399469240912007e-09,1.2156641644667059e-08,7.339457057515374e-10,1.7823072277959376e-09,5.77978313408307e-23,7.546185537895101e-17,1.6137487591165597e-11,2.1346337189147512e-08,8.221740593240056e-08,1.3683427918010393e-14,2.4975726542286076e-15,1.634780205968076e-07,6.675368231937749e-14,6.2627743493817666e-12,1.5309219638008835e-14,2.8563677304320954e-13,5.006818316575138e-09,3.236203518073678e-09,1.0206132968185387e-09,4.720226266169384e-16,9.65336863076612e-17,3.094637676721077e-15,1.3605434853204826e-14,1.2062921814311027e-09,6.280840364388122e-11,3.76,0.0,0.7506039372256776,0.9995343567446553,1.625356574128658e-07,6.556591881952579e-07,0.03894857661942695,0.0389451251126569,2.9888389275618848e-06,3.252834109721281e-11,0.0004648063659529489,1.3382835054021117e-10,1.3637303656620974e-13,1.5509250095085546e-14,1.8502633079974932e-13,7.247511268976748e-08,2.4090954816753412e-11,9.853176504325465e-10,1.2384217590931149e-09,4.770745234559883e-09,1.032582013051347e-09,3.4411337453941583e-09,3.3987219052933763e-09,2.688812715063051e-18,2.085545469174219e-18,7.66829895273313e-13,4.484603158451236e-15,1.5610598680945512e-09,9.231887428821665e-13,5.451288622527536e-10,6.540006224505194e-12,3.233859772648101e-16,1.0624348546923292e-12,2.325017408490276e-09,5.97007855960938e-09,1.1334156823190821e-06,3.4703987105355004e-11,1.6058906853443003e-07,3.8738834737540207e-10,6.051961211586257e-14,3.806058949280577e-15,1.9466285964002447e-11,1.510216181650123e-17,5.4231437456749094e-14,1.8329364345492653e-16,6.717007502509398e-07,3.8616203921428787e-11,1.9486334570990526e-21,3.1052299410630727e-22,8.047390410851045e-19,2.355889501146413e-10,1.927882723996245e-09,4.469432416309784e-19,1.873598584006555e-11,1.3524510401961385e-16,7.276474207979606e-17,5.661444732757549e-09,2.626200419723665e-14,3.8251580309726275e-20,1.906325516853022e-16,8.460451554425871e-10,1.3090780149264075e-12,6.419667802205653e-17,2.4283894144075454e-19,9.601905863899128e-23,2.451257690858213e-20,8.756893742307698e-19,8.307165918326546e-14,4.176731732859147e-14,3.976808243804291e-12,6.150161326447764e-19,2.76413743731209e-13,6.670504682426262e-18,1.3139431565007508e-18,7.770999121571872e-25,2.145318593934559e-12,4.863093959621534e-12,1.1413157187211073e-20
8.38657053028815e-07,0.6869677294425848,3.801610441823692e-07,3.3478848131331376e-08,2.8192853823363812e-08,5.767800099051598e-07,0.0,0.0,6.486901371566532e-07,1.1923209899046452e-09,1.2610315309731166e-08,7.634770393612267e-10,1.7827229393510287e-09,6.275625264886199e-23,7.98950268034615e-17,1.6684096385210318e-11,2.2166845999919925e-08,8.562484449374135e-08,1.4930935943591587e-14,2.6936285024178826e-15,1.7053864871545322e-07,6.972373304807652e-14,6.270297372695077e-12,1.6263003441886426e-14,2.96876429988518e-13,5.323447898964174e-09,3.234106196684582e-09,1.0461392869233638e-09,5.189515643379451e-16,1.0254181696466278e-16,3.2330888151689165e-15,1.4288219040340712e-14,1.2081915299806656e-09,6.477831237848527e-11,3.76,0.0,0.7497727426455496,0.9995343310077466,1.7132797086132253e-07,6.697172564939938e-07,0.03977971392314956,0.03977624601118475,2.985545997719054e-06,3.250561218245477e-11,0.0004648063537547352,1.4122845789436207e-10,1.4159250149354514e-13,1.6244864929929323e-14,1.9469078108681487e-13,7.567176356757726e-08,2.4601630959002886e-11,1.0360427030076631e-09,1.3005624478750541e-09,5.106109151535557e-09,1.1260574403317856e-09,3.598079519899933e-09,3.5642062512316352e-09,2.779531883908987e-18,2.1558698272030253e-18,7.915260179419236e-13,4.696732348163133e-15,1.6657692571332986e-09,1.0092332720133654e-12,5.576620053051522e-10,6.799709149307119e-12,3.403997000960359e-16,1.1339698277394212e-12,2.372913247529528e-09,6.067945761033793e-09,1.1796824326863746e-06,3.748455000436451e-11,1.6420389063416267e-07,3.961144268647246e-10,6.521682269337249e-14,4.122728751639181e-15,2.0789826317700744e-11,1.6263294326034947e-17,5.945581416374217e-14,2.0127900357872375e-16,6.864019464388935e-07,4.0307599360695555e-11,2.1384090703291622e-21,3.406219801185423e-22,8.990159454837067e-19,2.3569336944995023e-10,1.9635395476438094e-09,4.648623661192555e-19,1.99833512995842e-11,1.398081080349311e-16,7.748151424019789e-17,5.873332863443541e-09,2.6800201301603958e-14,4.069867798410077e-20,2.0877117484436718e-16,8.811670898373117e-10,1.407361393881506e-12,7.097847231596149e-17,2.61040330400749e-19,1.0580010567400166e-22,2.6613423179078378e-20,9.140509515883016e-19,8.867773809022167e-14,4.432889824105659e-14,4.216636921875551e-12,6.30787972638985e-19,2.88048537148733e-13,7.206544405610013e-18,1.4019259709212202e-18,8.292642341981697e-25,2.306442824151925e-12,4.9674001726040295e-12,1.3005021701222427e-20
8.566303592885131e-07,0.6870697758133953,3.9010861980184486e-07,3.448620664340532e-08,2.9037436424561534e-08,6.038628216689844e-07,0.0,0.0,6.652224400041468e-07,1.2459545315594277e-09,1.3072405801904866e-08,7.939601494093128e-10,1.782951830644886e-09,6.80747511763074e-23,8.454529739834742e-17,1.7247283360654415e-11,2.3003142053114594e-08,8.9098310926538e-08,1.6260754319584666e-14,2.9002727734139123e-15,1.7774561731747567e-07,7.275725579642408e-14,6.278221764879202e-12,1.72560972657153e-14,3.0833908971279286e-13,5.654107380062473e-09,3.231991708603861e-09,1.07168557736111e-09,5.695122382442728e-16,1.0879741919427507e-16,3.3751786669586264e-15,1.4990989882669136e-14,1.2098299340079308e-09,6.67486705121108e-11,3.76,0.0,0.7489424674383671,0.9995343049222415,1.8037782799234067e-07,6.837637092828895e-07,0.040609930991958545,0.040606446239973684,2.9822567166277547e-06,3.248290845665439e-11,0.0004648063413947631,1.4889121139324983e-10,1.4692469104045235e-13,1.6999930154452853e-14,2.0463630369569882e-13,7.893709946655085e-08,2.5111589745775223e-11,1.0882823116923878e-09,1.3645367283580763e-09,5.457356040273733e-09,1.2259199676955552e-09,3.759012921135068e-09,3.7341422863207144e-09,2.872998971859807e-18,2.2283162688567324e-18,8.169638072631588e-13,4.914680843116597e-15,1.7752409899811494e-09,1.101338097836858e-12,5.702181254052972e-10,7.064483366797355e-12,3.579152544631364e-16,1.2087652005394938e-12,2.4206848093537925e-09,6.166357278653392e-09,1.2269461414396849e-06,4.042467484202915e-11,1.678386960548131e-07,4.048866503081734e-10,7.01745641440079e-14,4.458300390248241e-15,2.2176107613675318e-11,1.74878139503046e-17,6.505914710299823e-14,2.2059150633828648e-16,7.011043028958423e-07,4.2034572549770245e-11,2.3420858455276953e-21,3.7291551460212927e-22,1.0021063423236509e-18,2.3580203141637743e-10,1.999375566199777e-09,4.832039998230598e-19,2.1284435058084536e-11,1.4450920028631233e-16,8.240051929435586e-17,6.089112930533932e-09,2.733683656564901e-14,4.326654744350606e-20,2.282122468738685e-16,9.170440288018742e-10,1.5105688099720212e-12,7.831798026063684e-17,2.801503207511865e-19,1.1637044301535265e-22,2.8841551341167346e-20,9.536901345905568e-19,9.453422809009541e-14,4.699176976456838e-14,4.4657795627533254e-12,6.466265045199896e-19,3.0008584494852954e-13,7.775327089357083e-18,1.4938749251082673e-18,8.837850577410766e-25,2.4758484808960006e-12,5.071605347263863e-12,1.4783391695781205e-20
8.746036655482112e-07,0.6871717093131539,4.0012606162213075e-07,3.550229146693941e-08,2.988901087881134e-08,6.316210602766078e-07,0.0,0.0,6.818762878966493e-07,1.300853368328527e-09,1.3543216113769556e-08,8.254233512864153e-10,1.7830179895637578e-09,7.377496181609239e-23,8.942078028739591e-17,1.7827218788800474e-11,2.385532399017173e-08,9.263771452427728e-08,1.7676363018639188e-14,3.117840721003068e-15,1.8509880627330783e-07,7.585423021308486e-14,6.286551624898936e-12,1.828942338331892e-14,3.200263074370238e-13,5.999194502661685e-09,3.2298646880486096e-09,1.097253622265388e-09,6.239128274932366e-16,1.153070585542156e-16,3.5209648758020166e-15,1.571396122437353e-14,1.2112319469991227e-09,6.871906996294833e-11,3.76,0.0,0.7481131105804288,0.999534278485775,1.8968693395279387e-07,6.977986282557392e-07,0.04143922884427898,0.04143572681590634,2.9789710802077517e-06,3.2460229891454427e-11,0.000464806328871936,1.568215366210105e-10,1.52370747877754e-13,1.7774605908343167e-14,2.1486552618950893e-13,8.227111964705058e-08,2.562083237201174e-11,1.1420502928402024e-09,1.4303617843742166e-09,5.824866312107612e-09,1.3324626358440156e-09,3.923965692118751e-09,3.9085651346198975e-09,2.9692413261365122e-18,2.302905889665235e-18,8.431511419182689e-13,5.138522771676594e-15,1.8895860874472677e-09,1.1997900229087807e-12,5.827970733319805e-10,7.334357796554087e-12,3.759375994247173e-16,1.2868966008828808e-12,2.4683324147319955e-09,6.2653133176008764e-09,1.2752122812889645e-06,4.353038395250452e-11,1.7149348076545415e-07,4.137049899933848e-10,7.540204243307599e-14,4.8134916467615585e-15,2.362685282313757e-11,1.877778796586951e-17,7.106040322850348e-14,2.412985329549678e-16,7.158079274946342e-07,4.379709281262053e-11,2.5603646276235058e-21,4.0751374505391365e-22,1.1146357516202437e-18,2.3591497809432235e-10,2.035390758592601e-09,5.019732893472945e-19,2.2640333798762568e-11,1.4934975714638018e-16,8.752611147485418e-17,6.3088044166033795e-09,2.787191457296352e-14,4.596002762189835e-20,2.4902160095619217e-16,9.536791164215542e-10,1.6188316327568008e-12,8.624883188439903e-17,3.001929068892745e-19,1.2777737584000959e-22,3.1201520909466045e-20,9.946444601670588e-19,1.0064692190041629e-13,4.975791514297629e-14,4.724414824794547e-12,6.62532536547366e-19,3.125385715937452e-13,8.378258666968486e-18,1.589896159267483e-18,9.407254990297207e-25,2.653775956766415e-12,5.175709655125834e-12,1.6766082166973755e-20
8.925769718079093e-07,0.6872735300674454,4.1021355563291445e-07,3.652713499928552e-08,3.0747601642083956e-08,6.600583324871478e-07,0.0,0.0,6.98652556662572e-07,1.3570233662188892e-09,1.4023060929734718e-08,8.578952583116133e-10,1.7829426589938784e-09,7.98795213711368e-23,9.452976340857301e-17,1.8424073632434277e-11,2.4723492390705257e-08,9.624296510419264e-08,1.918131435889997e-14,3.34667198050115e-15,1.925980957049782e-07,7.901463544070796e-14,6.295291068888134e-12,1.936391701657937e-14,3.3193967229189793e-13,6.359111966020486e-09,3.2277290199089574e-09,1.1228449197596985e-09,6.823698312472597e-16,1.2207746833802808e-16,3.670506148973591e-15,1.6457346422759276e-14,1.21241994602874e-09,7.068914228184016e-11,3.76,0.0,0.7472846710491676,0.9995342516959702,1.9925699623270667e-07,7.118220953015667e-07,0.04226760849740618,0.04226408875471871,2.975689084383372e-06,3.243757645852977e-11,0.0004648063161851447,1.650243994242671e-10,1.5793181890295986e-13,1.8569052616343658e-14,2.253810876514026e-13,8.567382497450947e-08,2.612936003015805e-11,1.1973604930432254e-09,1.498054803638013e-09,6.209020546474435e-09,1.4459851709315558e-09,4.092969604630662e-09,4.087509952291612e-09,3.0682863976551727e-18,2.3796598632106874e-18,8.700958723889552e-13,5.368333208786032e-15,2.008915500857518e-09,1.3048825612025093e-12,5.953987005680137e-10,7.609362078734253e-12,3.944717180171575e-16,1.3684395665141915e-12,2.51585638345715e-09,6.364814111061463e-09,1.3244863240933404e-06,4.680784124190481e-11,1.7516824190543576e-07,4.2256942144849817e-10,8.090863488167798e-14,5.189034250767685e-15,2.5143799536929862e-11,2.013530481973226e-17,7.747910435698274e-14,2.634694476533111e-16,7.305129280818808e-07,4.5595130485424845e-11,2.79396676009471e-21,4.445300278921885e-22,1.2372607200427481e-18,2.360322517252699e-10,2.071585131050302e-09,5.211754132577072e-19,2.4052142241438653e-11,1.54331160200914e-16,9.286264866357639e-17,6.532426803234821e-09,2.840543989145597e-14,4.878410230731226e-20,2.712671822870494e-16,9.910754900001303e-10,1.7322820410190716e-12,9.48060081397086e-17,3.211922200907317e-19,1.4007011052101245e-22,3.369793756952447e-20,1.0369518566360172e-18,1.0702162817339715e-13,5.262932153645841e-14,4.992721704254603e-12,6.78506780299037e-19,3.2541981414148856e-13,9.016781540160524e-18,1.6900979334049656e-18,1.0001499311631637e-24,2.840467992005197e-12,5.279713270157841e-12,1.8972230557643977e-20
9.105502780676074e-07,0.6873752382017174,4.2037128626484926e-07,3.7560769942640855e-08,3.161323352924205e-08,6.891782467408368e-07,0.0,0.0,7.155521255368979e-07,1.414470438041826e-09,1.4512266132775774e-08,8.914047808526696e-10,1.7827445604973424e-09,8.641210089541042e-23,9.988071159255956e-17,1.9038019518336843e-11,2.560774965284028e-08,9.991397295218512e-08,2.0779233362350758e-14,3.587110584508681e-15,2.002433659501862e-07,8.223845015543503e-14,6.304444229483605e-12,2.048052661203715e-14,3.440808056119513e-13,6.734267356852963e-09,3.22558796046963e-09,1.1484610067092784e-09,7.451082910310569e-16,1.29115552645187e-16,3.82386224275926e-15,1.7221358424490123e-14,1.2134143137360094e-09,7.265855507583766e-11,3.76,0.0,0.7464571478231485,0.9995342245504374,2.0908972477947953e-07,7.258341925118654e-07,0.04309507096750695,0.04309153307100149,2.972410725083512e-06,3.2414948129587e-11,0.00046480630333327674,1.735048062216738e-10,1.6360905504825963e-13,1.9383431009143976e-14,2.361856365303997e-13,8.91452179295897e-08,2.6637173910169974e-11,1.2542267892801247e-09,1.567632982452077e-09,6.610199501804595e-09,1.566793976566427e-09,4.266056459733516e-09,4.271011928215611e-09,3.170161735742191e-18,2.458599438748395e-18,8.97805826402173e-13,5.60418816506886e-15,2.133340113160427e-09,1.416915925058214e-12,6.080228592999731e-10,7.889526527205335e-12,4.135226093084115e-16,1.453469545984898e-12,2.5632570343513136e-09,6.4648599122974985e-09,1.3747737411410554e-06,5.0263354392288267e-11,1.7886297751727397e-07,4.3147992273715884e-10,8.670389180953733e-14,5.585674012246045e-15,2.6728699970554367e-11,2.1562473929937987e-17,8.433533360198989e-14,2.871756198730394e-16,7.452194124827354e-07,4.742865692361586e-11,3.043634314103488e-21,4.84080964278063e-22,1.3706697395095215e-18,2.361538947086443e-10,2.107958711617834e-09,5.40815581614283e-19,2.5520953162109668e-11,1.5945479598906397e-16,9.84144918781505e-17,6.759999573669887e-09,2.893741707343001e-14,5.1743901451170575e-20,2.950190854928987e-16,1.0292362803065846e-09,1.8510530243670647e-12,1.0402587159139398e-16,3.4317252875151136e-19,1.5329979780156547e-22,3.633545181704977e-20,1.0806506435268475e-18,1.1366417122299572e-13,5.560797998418381e-14,5.270879532174003e-12,6.945499180593784e-19,3.387428627409125e-13,9.69237498348328e-18,1.7945907221008844e-18,1.062124040427617e-24,3.0361696822787748e-12,5.383616368861588e-12,2.1422366717020314e-20
9.464968905870035e-07,0.6875783171113012,4.408981881563549e-07,3.9654545951202056e-08,3.3365721310987647e-08,7.49480442863387e-07,0.0,0.0,7.497246962133248e-07,1.5332196889718245e-09,1.552011475031465e-08,9.61653795513886e-10,1.7820439658375187e-09,1.0086137503902483e-22,1.1134325946679216e-16,2.0317874116843408e-11,2.7424948816428802e-08,1.0745290368672089e-07,2.4268840234660507e-14,4.104208040109213e-15,2.1597137114681216e-07,8.88762206282223e-14,6.324008310306062e-12,2.2843955233764712e-14,3.6905301505974413e-13,7.531946350500374e-09,3.221300100719768e-09,1.1997738662547232e-09,8.843738295738541e-16,1.44023233952526e-16,4.142263093288319e-15,1.881211291463622e-14,1.2148946814536904e-09,7.659423416228366e-11,3.76,0.0,0.7448048462067502,0.9995341691825697,2.2955003318798692e-07,7.538246068422501e-07,0.04474724841766192,0.044743672888621654,2.965864899795698e-06,3.236976667062982e-11,0.0004648062771298455,1.9131848217223667e-10,1.7531664572672211e-13,2.1072626937540596e-14,2.5867232576418223e-13,9.629408478082369e-08,2.765066508320532e-11,1.3726833298439456e-09,1.7125136688123464e-09,7.465155565724442e-09,1.831529355054582e-09,4.624606348097706e-09,4.65182827374477e-09,3.382513879441391e-18,2.6231207547945034e-18,9.55552629484924e-13,6.094340296588733e-15,2.3979181346068816e-09,1.663039394466922e-12,6.333381835164083e-10,8.465460298449921e-12,4.531947722951819e-16,1.634291902446775e-12,2.657689653109768e-09,6.666587616575751e-09,1.478410581341299e-06,5.7734510909326216e-11,1.8631236760637102e-07,4.4943905648418596e-10,9.919947533668318e-14,6.445299457645275e-15,3.010944403983041e-11,2.4634310445663853e-17,9.944355433628143e-14,3.3948937513801307e-16,7.746372639372028e-07,5.120206665676018e-11,3.594238996739089e-21,5.7126964293433875e-22,1.6727592467618528e-18,2.3641045910449065e-10,2.1812436932289648e-09,5.814310474317619e-19,2.863394393913407e-11,1.7013433570730955e-16,1.1018155596871139e-16,7.227074218330893e-09,2.9996745159482076e-14,5.809193158142668e-20,3.4733321095677126e-16,1.1078636024932591e-09,2.1050927365422446e-12,1.2460620546512298e-16,3.9017389270131697e-19,1.8278461817230357e-22,4.2052591274662864e-20,1.1723776262523057e-18,1.2777614173554887e-13,6.189503637956179e-14,5.857467013332592e-12,7.268455701395552e-19,3.6676850775378064e-13,1.1160877486340365e-17,2.0169029042846784e-18,1.1939909520855734e-24,3.4555942314530446e-12,5.5911217365221775e-12,2.7144123997512425e-20
9.7884884185446e-07,0.6877607042251217,4.596144323309221e-07,4.156934267332278e-08,3.4967294782337675e-08,8.061232854313195e-07,0.0,0.0,7.809105783693902e-07,1.6445218845514001e-09,1.6462675026106868e-08,1.0287226428580878e-09,1.781139315721918e-09,1.1558937604203147e-22,1.2257568788258768e-16,2.152992919377965e-11,2.9116512755059633e-08,1.1446193930088463e-07,2.7765303994670122e-14,4.6128348021717715e-15,2.3062463320650473e-07,9.506685231860725e-14,6.343072670585788e-12,2.512487279980094e-14,3.923238437283515e-13,8.30615805037116e-09,3.2174456297094496e-09,1.246056290108945e-09,1.0267960092918277e-15,1.58428463232522e-16,4.442491095806773e-15,2.031646556147397e-14,1.2157341245419504e-09,8.013138387673415e-11,3.76,0.0,0.7433208982920207,0.9995341181106866,2.4887983647942857e-07,7.789779228131245e-07,0.046231081527976996,0.04622747061039537,2.959986053202399e-06,3.232918892998896e-11,0.00046480625297093804,2.0835105689709381e-10,1.8626238541861466e-13,2.2662687044570525e-14,2.7992541244603316e-13,1.0296303493996158e-07,2.8560377904609497e-11,1.484755901376408e-09,1.849526350255402e-09,8.296664364761066e-09,2.0979205273407692e-09,4.961584539263661e-09,5.010502151524437e-09,3.583588578209268e-18,2.7788793137092218e-18,1.0102200319105915e-12,6.556930824403495e-15,2.6545749722820233e-09,1.9114365671253664e-12,6.56197564570131e-10,9.001764902942626e-12,4.907175376398173e-16,1.8097127300088982e-12,2.742260441728302e-09,6.850009222995513e-09,1.5752043600367522e-06,6.513380193619541e-11,1.9308512296397387e-07,4.65759648346413e-10,1.1153214258478322e-13,7.298889654564026e-15,3.3402393418727706e-11,2.7658759196582014e-17,1.1475049481756983e-13,3.9258016178189753e-16,8.011194862607724e-07,5.471924075163136e-11,4.152603972437337e-21,6.596454240655086e-22,1.9891154213494694e-18,2.366567387380164e-10,2.247813648793089e-09,6.195359786311169e-19,3.164150773179022e-11,1.80246362300622e-16,1.215520772751749e-16,7.66114726638826e-09,3.094489116200975e-14,6.43238388202911e-20,4.003160851569405e-16,1.181273777559725e-09,2.3532756418981336e-12,1.45789076048721e-16,4.360763988285076e-19,2.1307984025521544e-22,4.772809566168892e-20,1.260082920119442e-18,1.4145165844298673e-13,6.794024142225474e-14,6.420891786668736e-12,7.561536786536537e-19,3.9363986641740596e-13,1.2624920522251817e-17,2.232816242520342e-18,1.32207898926102e-24,3.866396628568093e-12,5.777534627433132e-12,3.336520698245087e-20
9.999999999999997e-07,0.6879427283947331,4.719752748797358e-07,4.2836869564114576e-08,3.602691384051685e-08,8.443801693782109e-07,0.0,0.0,8.015224872900975e-07,1.7195748826055427e-09,1.709815549836275e-08,1.0746278272633092e-09,1.7804394355263927e-09,1.2618355170147313e-22,1.3041528250211629e-16,2.2353680909847622e-11,3.0251469112538066e-08,1.1915879351007499e-07,3.024489829845433e-14,4.968565229499514e-15,2.404594244320936e-07,9.922506835994026e-14,6.35629486813581e-12,2.669780965841638e-14,4.079505684494924e-13,8.842401262979707e-09,3.214932542985413e-09,1.2763714253476486e-09,1.1294239475081647e-15,1.683747733207855e-16,4.645960904115892e-15,2.13378216226901e-14,1.2160704282091037e-09,8.244074909787381e-11,3.76,0.0,0.7423523150441532,0.9995340840781874,2.6199122613114355e-07,7.954034852154686e-07,0.04719958813887297,0.047195953301978844,2.9561488997856053e-06,3.230270363446517e-11,0.0004648062368780465,2.200140087196815e-10,1.9363133772054564e-13,2.3738451543453102e-14,2.9434798589616566e-13,1.0744344986070445e-07,2.915389203323341e-11,1.5608649717303561e-09,1.9425436006368977e-09,8.873177982302712e-09,2.287460599618351e-09,5.189303190735906e-09,5.2532630260659015e-09,3.720228865742537e-18,2.884712346345321e-18,1.0473636532720074e-12,6.870584224908598e-15,2.8321879074570325e-09,2.0885578180589818e-12,6.711809334426833e-10,9.36168723978515e-12,5.161950047358586e-16,1.9311125728849486e-12,2.7973379349277613e-09,6.970883998275641e-09,1.640305493602975e-06,7.033731620851152e-11,1.975480172926858e-07,4.765103245091473e-10,1.201814734245899e-13,7.900230721231608e-15,3.5688719971086664e-11,2.977552818552239e-17,1.2569887072876798e-13,4.3059979843383138e-16,8.184365809434345e-07,5.7080663722030906e-11,4.5522438603071225e-21,7.2287693141741e-22,2.2211425262353117e-18,2.3682574991516357e-10,2.291650374466286e-09,6.45258208147637e-19,3.3716392646996815e-11,1.871178209267371e-16,1.2939820974316932e-16,7.952013089105505e-09,3.156209756960489e-14,6.868052855461316e-20,4.3820829202398026e-16,1.2306320784229716e-09,2.5259409489647816e-12,1.6112421300102987e-16,4.680032857776138e-19,2.349852261784416e-22,5.1724144388087567e-20,1.3201774138278399e-18,1.5090880617853567e-13,7.209645495791441e-14,6.807953901777498e-12,7.754404403429067e-19,4.1209307045199133e-13,1.3659774142319038e-17,2.382436572392646e-18,1.4108478222800637e-24,4.152778551919782e-12,5.8992336409186625e-12,3.806025567491611e-20
