Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024),S(1340),S(8723),CHO3(1596)
1.5335763137020906e-07,0.7108524231867026,1.2711973847853988e-07,6.98369928524756e-09,5.563794157220966e-09,3.908029922937288e-08,0.0,0.0,1.8447997634714056e-07,9.205288454640328e-11,1.984997573364235e-09,2.702652177169478e-10,2.9655307228633123e-09,8.968430078513599e-24,3.3974353593922316e-17,2.1411968294276213e-11,4.3689907352748e-09,1.2882646438229848e-08,1.741283708479811e-16,1.1807392529358807e-16,3.386239523844611e-08,1.8197455501201553e-14,2.1602845657685837e-11,7.152631015297707e-16,5.959172539948373e-14,3.748046728407932e-10,1.1519257526963512e-08,5.707638368069813e-10,3.3223335330892994e-18,7.918714298907716e-18,5.047808306238371e-16,2.2132624221363213e-15,1.5595039860364731e-09,1.2447650717092337e-11,3.76,0.0,0.7750864768467529,0.999381410965111,5.434789272050296e-09,3.467425838860053e-07,0.01664393724003674,0.016637379297979888,6.443117602376687e-06,1.0651516967908693e-10,0.0006183807972256625,1.509622372904574e-11,1.0559662311303282e-13,2.4628328027028234e-15,1.4645207610267123e-14,8.397388284436696e-09,1.481292355446146e-11,2.0267051433622913e-10,2.9057867596820486e-10,2.3494996169353415e-10,1.7293067484674142e-11,5.072275270772096e-10,3.249727063527207e-10,2.792284000790092e-18,2.708215817012999e-18,1.0264338540065578e-12,1.3599335345248063e-15,8.976179551134898e-11,7.434311299247215e-15,3.2685063096841677e-10,7.32814601270183e-13,3.9910873717124284e-17,4.056448562168499e-14,1.2533071810334699e-09,4.385180978341113e-09,1.742094763482128e-07,5.801617410342605e-13,6.313757156300931e-08,9.234211138898902e-11,2.0364274137356373e-15,8.115314353739373e-17,1.3716703147365452e-12,9.124910161867919e-19,3.9489711552619324e-16,7.094988794149098e-19,3.493914695927266e-07,4.087446282190914e-12,1.0359073556287444e-23,1.8507472720870313e-24,5.5921318032237344e-21,1.0444823314896073e-09,1.2550653374698648e-09,1.551847245482855e-19,7.737887012362829e-13,1.3928491735226602e-16,6.884395568201577e-18,1.1865121398930607e-09,1.627676195836813e-14,5.50937859192505e-21,1.2614084866018213e-18,6.88172708971868e-11,1.764057167464758e-14,6.971206842800563e-19,2.795646127391588e-21,5.6642987882382594e-24,3.3822568584637307e-22,8.741461898718824e-19,3.842936545261811e-15,2.882106897924387e-15,2.5537338287350334e-13,7.298329572895188e-19,1.1748418397655773e-13,1.6417835354833568e-19,2.0143184436670268e-19,1.8965136425751236e-25,7.880657335192851e-14,3.9139067577738805e-12,2.5789141895757735e-23,9.261015428181932e-21,2.5304592851004713e-25,1.9726140095382866e-25
1.5778625505436645e-07,0.7109131153035154,1.316991374279934e-07,7.347900938516847e-09,5.876686554575075e-09,4.17481657050855e-08,0.0,0.0,1.8999803758634218e-07,9.746768599374501e-11,2.125622058220571e-09,2.798443240695713e-10,3.0657401160561248e-09,9.683476607545587e-24,3.5377186605039986e-17,2.1480846335664487e-11,4.561602943139006e-09,1.358038626867182e-08,1.9759013198397472e-16,1.3160001292893336e-16,3.578605353477399e-08,1.948449653324468e-14,2.1593763378703083e-11,7.720733835656046e-16,6.246096269618449e-14,4.037665444913176e-10,1.1644605411661681e-08,5.970297333630081e-10,3.7203068787138744e-18,8.618378341873601e-18,5.351164634899936e-16,2.3459676252349703e-15,1.6124307706975375e-09,1.3322305539288336e-11,3.76,0.0,0.77461105364329,0.9993814040786536,5.930582082900094e-09,3.56651345246385e-07,0.017119343643319702,0.01711278425492019,6.4391849511819616e-06,1.0647016504023441e-10,0.0006183807927588503,1.6028277030812225e-11,1.0922429649003573e-13,2.5947357292443707e-15,1.5875212245056884e-14,8.88805111114755e-09,1.5235817120268732e-11,2.1121649954354762e-10,3.040361368532216e-10,2.5049322413986857e-10,1.890457306338696e-11,5.321602645265921e-10,3.4613760319988995e-10,2.800675735521823e-18,2.7166665108380426e-18,1.0318785136084285e-12,1.4392796758603996e-15,9.600780538466693e-11,8.201031493719676e-15,3.363507270858548e-10,7.706342035842928e-13,4.3197627707766296e-17,4.344731183138559e-14,1.2888256983363564e-09,4.417513781872614e-09,1.8200208798940006e-07,6.434014861581072e-13,6.43546749844123e-08,9.416210473362614e-11,2.2234295126134812e-15,9.002714670420645e-17,1.4698556093700235e-12,9.975386296787257e-19,4.41819431129317e-16,7.992816083369706e-19,3.5942418168105784e-07,4.326295245419038e-12,1.1635919127312782e-23,2.075228746819535e-24,6.38908247163158e-21,1.0443784869887364e-09,1.2713303061613374e-09,1.6128939640442932e-19,8.424360811555553e-13,1.397096412998465e-16,7.387017370426953e-18,1.2428336713668655e-09,1.6741216649888017e-14,5.9274104379416674e-21,1.427805698358779e-18,7.210658889632307e-11,1.9674261453639865e-14,7.854547964473481e-19,3.1184710850144437e-21,6.1068986832136656e-24,3.7832642973123825e-22,9.169529026019423e-19,4.1876701518119295e-15,3.108669423255151e-15,2.743732968777429e-13,7.641091188381787e-19,1.2174799558917302e-13,1.7750567449015632e-19,2.189471678532186e-19,2.0635765985072746e-25,8.463009337252245e-14,4.026908724886724e-12,2.972813176068498e-23,1.0694113033347373e-20,2.8720577597105087e-25,2.163215218280654e-25
1.6221487873852383e-07,0.7109737702155373,1.3629408112832368e-07,7.717721667328342e-09,6.195223473359891e-09,4.450915584997111e-08,0.0,0.0,1.9552570370361363e-07,1.030378209489743e-10,2.2709724906617645e-09,2.89474014584434e-10,3.1646070459347913e-09,1.0432105475655965e-23,3.6798337029308544e-17,2.155369742184246e-11,4.757484168636466e-09,1.4294092639015648e-08,2.2339906180398473e-16,1.4625122787297779e-16,3.7760310904907375e-08,2.0815769157911634e-14,2.1584786707915526e-11,8.315920977617531e-16,6.53826409160063e-14,4.339837104904205e-10,1.1763803069661318e-08,6.235634516298652e-10,4.153609230205926e-18,9.356219614833359e-18,5.662511663759606e-16,2.482684128218295e-15,1.6646619679058415e-09,1.422533975322394e-11,3.76,0.0,0.7741359219232588,0.9993813971457852,6.4534631548588965e-09,3.6655435299919386e-07,0.017594458483462277,0.017587897532098426,6.435254714667866e-06,1.0642518804578707e-10,0.0006183807882634769,1.6990868168268138e-11,1.1288027265026873e-13,2.7304008984454287e-15,1.7164728334456943e-14,9.392551629214753e-09,1.56583790790509e-11,2.2009428002065095e-10,3.178673727442725e-10,2.6678819909026724e-10,2.062336336209777e-11,5.576842680982374e-10,3.680029766058144e-10,2.809580241449579e-18,2.725618035494017e-18,1.0374658837867182e-12,1.5208427688269993e-15,1.0253018916555513e-10,9.023611600221453e-15,3.458540751857911e-10,8.092052678752087e-13,4.663680525450303e-17,4.645953587090457e-14,1.3243068664868395e-09,4.450071524414762e-09,1.899242887631434e-07,7.11593365419016e-13,6.557333023263894e-08,9.598267142656268e-11,2.4223308417368933e-15,9.958441133829453e-17,1.5724507925990897e-12,1.0878782787439964e-18,4.928822027702793e-16,8.975042646613157e-19,3.6945329531412477e-07,4.571864385690677e-12,1.3029709506395662e-23,2.319941468075169e-24,7.275249010638276e-21,1.0442757053152036e-09,1.2873721607215296e-09,1.6749670272781188e-19,9.150076680724888e-13,1.4015999277658863e-16,7.913476008719896e-18,1.2998751397609888e-09,1.7205103177315265e-14,6.362214857514889e-21,1.6102635881531904e-18,7.5457392803072e-11,2.1869781217632452e-14,8.825106702263636e-19,3.467011576529488e-21,6.577075082631562e-24,4.218470433155451e-22,9.60351797421562e-19,4.5516244403210455e-15,3.34563462671974e-15,2.9419169437271817e-13,7.986602593300186e-19,1.260407004414156e-13,1.915888642437793e-19,2.374122169139173e-19,2.239816742907663e-25,9.081502986624483e-14,4.1398483233877985e-12,3.414756835562405e-23,1.2303300230265918e-20,3.2505160833881675e-25,2.364908803832382e-25
1.666435024226812e-07,0.7110343879456011,1.40904385608208e-07,8.092960330345118e-09,6.519206302707087e-09,4.7363490400224744e-08,0.0,0.0,2.010629630334424e-07,1.0876332064751331e-10,2.4209940700706913e-09,2.991556372251614e-10,3.2620730584183695e-09,1.1215000768485463e-23,3.823816483612083e-17,2.1630569316978773e-11,4.956624000591109e-09,1.5023647281600636e-08,2.517100850960181e-16,1.6208454139179948e-16,3.978503613321639e-08,2.2191039489696044e-14,2.1575917853768482e-11,8.938697371159414e-16,6.835653467211915e-14,4.6546869341671124e-10,1.1877138213480771e-08,6.503512837554185e-10,4.624369765057603e-18,1.0132998847974383e-17,5.981825404494304e-16,2.623428674356314e-15,1.716166176236403e-09,1.51563222660661e-11,3.76,0.0,0.7736610815070502,0.9993813901665991,7.003883787150721e-09,3.764516153358871e-07,0.018069281939266213,0.018062719308253507,6.4313268913411535e-06,1.0638023867732055e-10,0.0006183807837396009,1.7984221655216512e-11,1.1656487835885616e-13,2.8698478573930323e-15,1.8514368325488014e-14,9.910883387208057e-09,1.608060974088674e-11,2.2931274275560312e-10,3.3207918042917943e-10,2.8386490676499976e-10,2.245442789388774e-11,5.838012313331889e-10,3.9057074792022595e-10,2.819004104145045e-18,2.7350763390553337e-18,1.0431966092603024e-12,1.6046217375417374e-15,1.0933605339051716e-10,9.904782046126984e-15,3.5536065972678756e-10,8.485223548804679e-13,5.0229775193352626e-17,4.960449351292656e-14,1.3597507255575716e-09,4.482851312323358e-09,1.9797633643459074e-07,7.849635055147297e-13,6.679406324158532e-08,9.780479566691477e-11,2.633587656419084e-15,1.0985713861909652e-16,1.6795629151081546e-12,1.183692510386926e-18,5.483342075026161e-16,1.0047066264383417e-18,3.7947881731182565e-07,4.824148848216793e-12,1.4547735712083493e-23,2.586126728760154e-24,8.258023309184242e-21,1.0441740202708266e-09,1.3032229191269952e-09,1.738080327063223e-19,9.916102821626553e-13,1.4063629238447586e-16,8.46438177674727e-18,1.3576273217756183e-09,1.766842228362924e-14,6.813927220034848e-21,1.8097871343471205e-18,7.88697322221434e-11,2.4234292174891487e-14,9.889047021538876e-19,3.842404515086171e-21,7.076358828262097e-24,4.689705787850849e-22,1.0043316428844174e-18,4.93526238189084e-15,3.593168292081915e-15,3.1484083818844866e-13,8.334667030644474e-19,1.3036295350505407e-13,2.0645663332009077e-19,2.5684865455562845e-19,2.425446171993196e-25,9.737694320674923e-14,4.252725594116289e-12,3.9092629514229426e-23,1.4105208214775153e-20,3.6689054048511876e-25,2.5779246201953476e-25
1.710721261068386e-07,0.7110949685165324,1.4552991967517444e-07,8.473426191168723e-09,6.848445244791914e-09,5.031138647976489e-08,0.0,0.0,2.0660980552041998e-07,1.1464421580734116e-10,2.575629672950904e-09,3.0889054651227047e-10,3.3580866625440952e-09,1.2032874690687462e-23,3.9697073055357584e-17,2.17115059421175e-11,5.159012545764649e-09,1.576893696647013e-08,2.826830283768573e-16,1.7915769526350898e-16,4.186010314103379e-08,2.36100704725235e-14,2.1567158653952763e-11,9.58956687042303e-16,7.138243575456947e-14,4.982337889342897e-10,1.1984885096721507e-08,6.773801764208331e-10,5.134791843807234e-18,1.0949458006500956e-17,6.309085885655305e-16,2.768218523791823e-15,1.7669156554313113e-09,1.6114806571148556e-11,3.76,0.0,0.7731865322151947,0.9993813831411797,7.582277746584007e-09,3.8634314042082154e-07,0.01854381418942326,0.018537249762013472,6.427401479709966e-06,1.0633531691622435e-10,0.0006183807791872746,1.9008562381853698e-11,1.2027842251723054e-13,3.01309579297397e-15,1.9924711219507027e-14,1.0443040011779857e-08,1.650250941549237e-11,2.388803780085378e-10,3.466782475101139e-10,3.017538926350563e-10,2.4402929379700353e-11,6.10512930413985e-10,4.138429325105565e-10,2.828953310181347e-18,2.7450468751987237e-18,1.0490713331592472e-12,1.6906156985612676e-15,1.1643261422728625e-10,1.0847371948547096e-14,3.648704652019196e-10,8.885804721883091e-13,5.397783679999675e-17,5.28855737217213e-14,1.3951573155672396e-09,4.5158499168985826e-09,2.0615853478562072e-07,8.637404966775456e-13,6.801732681743873e-08,9.962932856972903e-11,2.857663528629361e-15,1.208781933651074e-16,1.7913006071173815e-12,1.2851663732468943e-18,6.084327616984773e-16,1.1214481221194223e-18,3.8950075551794844e-07,5.083143798081118e-12,1.6197547715701152e-23,2.875069219333525e-24,9.345207336210962e-21,1.0440734626466012e-09,1.318911015806923e-09,1.8022470036886137e-19,1.072350565509473e-12,1.41138832457892e-16,9.040348921493008e-18,1.4160823404061275e-09,1.813117471061095e-14,7.282686356375075e-21,2.0274117232814816e-18,8.234368234045533e-11,2.6775005829590223e-14,1.1052797735331384e-18,4.2457945101685595e-21,7.606348438851567e-24,5.19884229194547e-22,1.0488823626874522e-18,5.3390461829134705e-15,3.851435896961226e-15,3.3633299110678747e-13,8.685101930532982e-19,1.3471541491571508e-13,2.2213845004003823e-19,2.7727798611883143e-19,2.6206753926853276e-25,1.0433153096239827e-13,4.365540577900879e-12,4.461166650914295e-23,1.6117638763715564e-20,4.130489473519356e-25,2.802489811787789e-25
1.7550074979099597e-07,0.7111555119511472,1.501705970741815e-07,8.858938563218564e-09,7.182759140277563e-09,5.335305861101552e-08,0.0,0.0,2.1216622250337917e-07,1.2068053667480072e-10,2.73482016170855e-09,3.1868010350986533e-10,3.4526028567500253e-09,1.2886469343924452e-23,4.1175504986258555e-17,2.1796548084804294e-11,5.364640352508103e-09,1.6529853266385565e-08,3.1648259050743556e-16,1.9752916050419656e-16,4.398539074645305e-08,2.5072623562116323e-14,2.1558510685483808e-11,1.0269032402736026e-15,7.44601506460459e-14,5.3229110678236e-10,1.2087305144570535e-08,7.046376999504693e-10,5.687154011365373e-18,1.180632110555376e-17,6.644276725836514e-16,2.9170714752420494e-15,1.8168860799357893e-09,1.7100332736243784e-11,3.76,0.0,0.7727122738683583,0.9993813760696022,8.189062059130016e-09,3.962289363920349e-07,0.019018055412515285,0.019011489071895524,6.423478478283273e-06,1.062904227457109e-10,0.000618380774606545,2.0064115602835766e-11,1.2402119768407278e-13,3.1601635835461505e-15,2.1396305292151678e-14,1.0989015204199351e-08,1.692407841222183e-11,2.488053036326028e-10,3.61671154202502e-10,3.204861951789278e-10,2.647420655207698e-11,6.378212227280782e-10,4.3782163874957486e-10,2.8394333653482076e-18,2.7555346948855327e-18,1.0550907178865863e-12,1.77882396150031e-15,1.2382719418141112e-10,1.1854311587402194e-14,3.743834761387108e-10,9.293750239239315e-13,5.788222624954082e-17,5.630621701465294e-14,1.4305266764806171e-09,4.549063857249911e-09,2.14471226875521e-07,9.481553224245814e-13,6.924350939404253e-08,1.0145700394570391e-10,3.0950293387048086e-15,1.3268110513357409e-16,1.907774053339116e-12,1.3924874592033284e-18,6.734438154206429e-16,1.2483080535785776e-18,3.995191186575386e-07,5.3488444200472365e-12,1.798695732071659e-23,3.188097504099508e-24,1.0545025928825924e-20,1.0439740607108455e-09,1.3344616795070742e-09,1.8674795028271451e-19,1.157334982643428e-12,1.4166788253623495e-16,9.641995559423447e-18,1.4752335137659635e-09,1.859336119884491e-14,7.768634726997533e-21,2.2642032408573003e-18,8.587934030678427e-11,2.949918072639102e-14,1.2323057021476852e-18,4.6783333410916785e-21,8.168711210290815e-24,5.747792835153472e-22,1.09399497344044e-18,5.763437476300788e-15,4.1206027124491136e-15,3.5868042036644065e-13,9.037737989655469e-19,1.3909875000696118e-13,2.386645476112181e-19,2.9872157112451484e-19,2.825713439926011e-25,1.1169462091269061e-13,4.478293315560385e-12,5.075636830362974e-23,1.835962468889956e-20,4.638733660277015e-25,3.0388293404752184e-25
1.7992937347515335e-07,0.7112160182722526,1.5482636962662913e-07,9.249326446069643e-09,7.52197526734004e-09,5.6488719572935e-08,0.0,0.0,2.1773220653287172e-07,1.2687231306448817e-10,2.89850467240814e-09,3.2852567596537904e-10,3.545582682494288e-09,1.377655834139643e-23,4.2673941517899984e-17,2.188573394787081e-11,5.57349834701002e-09,1.7306292332828623e-08,3.5327831406551606e-16,2.1725809927022949e-16,4.616078243536264e-08,2.6578460182581284e-14,2.154997534133132e-11,1.0977596096551991e-15,7.75894983948952e-14,5.676526092564e-10,1.2184647554768224e-08,7.321120188812457e-10,6.283810989818691e-18,1.2704295030295122e-17,6.98738474425453e-16,3.070005884395618e-15,1.8660563065321875e-09,1.8112429253819356e-11,3.76,0.0,0.7722383062873424,0.9993813689519331,8.824637783046506e-09,4.061090113619198e-07,0.019492005787014353,0.019485437416306123,6.419557885571073e-06,1.0624555614962949e-10,0.0006183807699974534,2.115110692636147e-11,1.2779348151087948e-13,3.311069843662823e-15,2.2929670654564833e-14,1.1548802737183826e-08,1.7345317040067567e-11,2.5909528801134187e-10,3.770643752836293e-10,3.400933157827165e-10,2.8673776803295002e-11,6.65728044600502e-10,4.6250906592571707e-10,2.85044938513484e-18,2.766544517191638e-18,1.0612554591958348e-12,1.8692460294604208e-15,1.3152721887996008e-10,1.2928634748705454e-14,3.838996770990669e-10,9.709017655914636e-13,6.194412265124102e-17,5.986991386037766e-14,1.4658588482086312e-09,4.582489468508878e-09,2.2291478912260787e-07,1.0384412981720978e-12,7.047294280294979e-08,1.0328845231227426e-10,3.3461632699691123e-15,1.4530006932834324e-16,2.029094967763919e-12,1.5058459414605372e-18,7.436420463307983e-16,1.3858858173842454e-18,4.0953391621124446e-07,5.6212459183809906e-12,1.992404102202837e-23,3.526584494436553e-24,1.1866139776789483e-20,1.043875840518988e-09,1.3498972730400533e-09,1.933789629751268e-19,1.2466698210771445e-12,1.422236935661806e-16,1.026994359846148e-17,1.5350752198309105e-09,1.9054982487721084e-14,8.271918568757183e-21,2.5212581811332463e-18,8.947682204522182e-11,3.241411950071897e-14,1.370679692118457e-18,5.1411794798509044e-21,8.765184320717141e-24,6.338510820690329e-22,1.1396615261545372e-18,6.208897493187635e-15,4.400833888972167e-15,3.818954014785522e-13,9.3924182987255e-19,1.4351362941018857e-13,2.5606593097690845e-19,3.212006346586982e-19,3.0407679898544724e-25,1.1948216472994895e-13,4.590983847904419e-12,5.758193175417979e-23,2.0851492460485096e-20,5.197314271949793e-25,3.287166493903919e-25
1.8435799715931073e-07,0.7112764875026455,1.5949722124456128e-07,9.644428156652481e-09,7.865929119365426e-09,5.971858112435175e-08,0.0,0.0,2.2330775121791834e-07,1.3321957439408899e-10,3.066620882668228e-09,3.3842863860696403e-10,3.6369928038104997e-09,1.4703948269552632e-23,4.4192898575732496e-17,2.1979099535224742e-11,5.785577780573598e-09,1.809815468249989e-08,3.9324455764440624e-16,2.384043298587394e-16,4.838616614321276e-08,2.8127342979511365e-14,2.1541553872207245e-11,1.1715759391275697e-15,8.07703088033531e-14,6.043301473088171e-10,1.2277149870366527e-08,7.59791863925285e-10,6.9271946628898476e-18,1.3644070355549607e-17,7.338399607548772e-16,3.2270406792152636e-15,1.9144081553553526e-09,1.9150614761020654e-11,3.76,0.0,0.7717646292930804,0.9993813617882314,9.489390761761975e-09,4.159833734178059e-07,0.019965665491282737,0.019959094973541144,6.415639700084667e-06,1.0620071711093127e-10,0.0006183807653600364,2.2269762304208594e-11,1.3159553809563425e-13,3.46583296284682e-15,2.4525301662349304e-14,1.212239645200906e-08,1.7766225607660988e-11,2.697577716743756e-10,3.928642821621912e-10,3.6060719065886704e-10,3.100733868707217e-11,6.942354083808717e-10,4.879075013014855e-10,2.862006157012484e-18,2.7780807789762555e-18,1.0675662933367685e-12,1.9618815992815946e-15,1.3954021393365267e-10,1.407348094349196e-14,3.9341905267920986e-10,1.0131567636821702e-12,6.616465367504034e-17,6.358020311472273e-14,1.5011538706084313e-09,4.61612295539157e-09,2.314896261204462e-07,1.1348340181303537e-12,7.17059091600537e-08,1.0512421331851916e-10,3.611550806001954e-15,1.5876994830863471e-16,2.1553765684126443e-12,1.625434609227986e-18,8.19310953178972e-16,1.5348011244980256e-18,4.19545158304842e-07,5.900343516687337e-12,2.2017142847134795e-23,3.891947919254585e-24,1.331765860603509e-20,1.0437788260780431e-09,1.365237598693116e-09,2.0011886008059803e-19,1.3404611918356119e-12,1.4280650080848082e-16,1.0924818664867366e-17,1.595602775544582e-09,1.9516039315436877e-14,8.792688023544414e-21,2.7997037712569975e-18,9.313625945626173e-11,3.552716621443339e-14,1.5211267819181192e-18,5.635497660042873e-21,9.397575949160092e-24,6.972989723435552e-22,1.1858750512637466e-18,6.675887216847615e-15,4.69229452995573e-15,4.0599022143265633e-13,9.748997518018868e-19,1.479607292219191e-13,2.74374383425375e-19,3.4473627829280144e-19,3.266045468167839e-25,1.2771023228097666e-13,4.70361221573405e-12,6.514723782921905e-23,2.3614927022258442e-20,5.810128162549889e-25,3.5477233720123612e-25
1.887866208434681e-07,0.7113369196651129,1.6418316271557684e-07,1.0044090958499708e-08,8.21446416610841e-09,6.304285460987887e-08,0.0,0.0,2.2889285109815148e-07,1.3972234971496877e-10,3.2391052608385183e-09,3.483903735198827e-10,3.726805111420223e-09,1.566948001436251e-23,4.573292473556188e-17,2.2076678939082328e-11,6.000870186441151e-09,1.890534499382612e-08,4.365604692284383e-16,2.6102829471853303e-16,5.066143404701704e-08,2.9719036890758594e-14,2.1533247412090142e-11,1.2484023131745947e-15,8.400242089160615e-14,6.42335494395502e-10,1.2365038525587986e-08,7.876665052604333e-10,7.61981505226578e-18,1.4626322159812307e-17,7.69731351169599e-16,3.3881953724334625e-15,1.9619262035840293e-09,2.0214399636970974e-11,3.76,0.0,0.7712912427066375,0.9993813545785484,1.018369235495283e-08,4.258520306224689e-07,0.020439034703573083,0.020432461921785935,6.411723920336519e-06,1.0615590561195448e-10,0.0006183807606943263,2.3420308022668017e-11,1.3542761925189231e-13,3.624471139022074e-15,2.6183669172837772e-14,1.2709790255881472e-08,1.8186804423273067e-11,2.807998876530232e-10,4.0907714504279134e-10,3.820601646616886e-10,3.348077428276787e-11,7.233453990426326e-10,5.140193165202744e-10,2.8741081853732296e-18,2.7901476717623902e-18,1.0740240002471444e-12,2.0567305616264995e-15,1.4787380187844445e-10,1.529209750774747e-14,4.0294158750961333e-10,1.0561363596868548e-12,7.054490078467303e-17,6.74406704950249e-14,1.536411783483457e-09,4.649960436175384e-09,2.4019616610232254e-07,1.237571309916481e-12,7.294264696550021e-08,1.0696474675654642e-10,3.891684730316406e-15,1.7312627249214141e-16,2.286733552181951e-12,1.751448899115745e-18,9.007429489149396e-16,1.6956942185580857e-18,4.2955285561223617e-07,6.186132457760916e-12,2.4274877180943684e-23,4.285650792942902e-24,1.4909154563646604e-20,1.0436830395288749e-09,1.380500172332764e-09,2.0696870920585805e-19,1.4388150299809968e-12,1.4341652595265987e-16,1.1607250034107237e-17,1.656812328862917e-09,1.9976532418999194e-14,9.331097251447848e-21,3.1006981120294176e-18,9.685779796180333e-11,3.884570395726061e-14,1.6844002905609597e-18,6.162458488684842e-21,1.0067766390004085e-23,7.653262651894521e-22,1.2326295069325535e-18,7.164867520453618e-15,4.995149754764245e-15,4.3097718136954106e-13,1.0107341100397762e-18,1.5244073120594753e-13,2.93622472942899e-19,3.693494905965049e-19,3.5017511542185564e-25,1.3639500650485607e-13,4.8161784598424655e-12,7.351503390204533e-23,2.667303881897883e-20,6.4813026437589565e-25,3.8207213492128736e-25
1.932152445276255e-07,0.7113973147824296,1.6888422716204018e-07,1.0448170691877965e-08,8.56743160265159e-09,6.646175146433327e-08,0.0,0.0,2.3448750153777867e-07,1.463806677392569e-10,3.41589329757245e-09,3.5841227052988325e-10,3.814996350052812e-09,1.6674029969642448e-23,4.729459901685907e-17,2.2178504590096022e-11,6.219367344799886e-09,1.9727771912996266e-08,4.834099607740007e-16,2.851910313660601e-16,5.298648236709918e-08,3.135331005478202e-14,2.1525057002006148e-11,1.3282887649914554e-15,8.728568160120839e-14,6.81680378191669e-10,1.2448529366074966e-08,8.157257270843558e-10,8.364261286110563e-18,1.565171082915337e-17,8.064120897748307e-16,3.5534900711820734e-15,2.0085975911177564e-09,2.130328748479083e-11,3.76,0.0,0.7708181463492071,0.999381347322927,1.0907900146531322e-08,4.357149910145779e-07,0.020912113602028406,0.02090553843911542,6.407810544840055e-06,1.0611112163542354e-10,0.0006183807560003497,2.4602970694320106e-11,1.3928996569236717e-13,3.7870024073072475e-15,2.7905222654929114e-14,1.331097811955478e-08,1.8607053794814802e-11,2.922284806382882e-10,4.257091351601082e-10,4.044849668806838e-10,3.6100151430748294e-11,7.530601704380162e-10,5.408469635442257e-10,2.8867597299510184e-18,2.802749173841845e-18,1.080629405621449e-12,2.1537930009086223e-15,1.5653569919723345e-10,1.658784158876236e-14,4.1246726625493736e-10,1.0998371381607762e-12,7.508590409418351e-17,7.145494709347705e-14,1.5716326265835162e-09,4.683997981207328e-09,2.490348569742936e-07,1.3468931963334704e-12,7.418335650693971e-08,1.0881044232083162e-10,4.187065128200611e-15,1.884052414474375e-16,2.423282069896913e-12,1.8840869233709577e-18,9.882394534592422e-16,1.8692260928897502e-18,4.395570192703478e-07,6.478608003449473e-12,2.6706131575824773e-23,4.709201881048591e-24,1.6650675806230714e-20,1.0435885013851814e-09,1.3957004691311188e-09,2.1392952850894708e-19,1.541837095131548e-12,1.4405397893736018e-16,1.2317870564850452e-17,1.718700762397423e-09,2.0436462534226562e-14,9.887304531465752e-21,3.4254303334037133e-18,1.0064159435342727e-10,4.237715269481029e-14,1.8612822620000555e-18,6.72323809783431e-21,1.0777709154172343e-23,8.381401913927424e-22,1.2799197303525367e-18,7.676299290226218e-15,5.309564752288653e-15,4.568685987916895e-13,1.0467324560556662e-18,1.5695432299986756e-13,3.13843558390922e-19,3.950611572611394e-19,3.7480892814825065e-25,1.4555277882423935e-13,4.9286826210156195e-12,8.2752122168831e-23,3.0050433053536494e-20,7.215205696845644e-25,4.106381514077179e-25
