Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986)
7.032753224477871e-06,0.6319923156061056,2.037087659383147e-07,2.1370156800454373e-08,1.6118990931516282e-08,2.526408160536589e-06,0.0,0.0,2.7008330237352357e-06,1.7825652811828655e-08,4.285209338059096e-08,2.564200566790785e-09,7.910542977473509e-11,1.0971013893627873e-23,2.5103065274096153e-17,8.380827616435617e-12,4.280565729085643e-08,3.890196390205379e-07,4.342133175029395e-14,1.4658679812381015e-15,2.986745145370662e-07,3.478853838706505e-14,5.151311463526029e-13,1.6529956705953736e-13,4.967047827467637e-13,3.8078891039024576e-08,1.1475083527595193e-10,3.0427368233872076e-10,2.9311846710230916e-14,2.428767186459455e-16,6.036585751176421e-15,1.259980297708031e-14,9.368267047109868e-11,2.9516157110396426e-11,3.76,0.0,0.6832767010895181,0.9997441034425022,9.932388262237693e-07,5.73499271350175e-07,0.05428653852152834,0.05428483659629878,5.411528514807595e-07,2.4619166053973e-12,0.0002522108357585923,2.222975763278581e-09,9.816706999097009e-15,1.8657335940889702e-14,2.053639138973684e-13,3.8651011811200533e-07,1.5870412884959322e-11,5.350265166430705e-10,7.136562733022957e-10,1.983367426368235e-08,2.300704962571227e-08,6.902392710720548e-09,6.752642817314831e-09,2.4701654070421544e-18,1.1496237052644939e-18,4.0450544087050634e-13,4.0478138922825705e-15,7.918853774689937e-09,6.208638080084496e-11,4.341550399761317e-10,1.622449186474322e-16,3.346428446560724e-11,1.6888626588713079e-09,1.2230000836929018e-11,5.047195166930198e-09,4.856262739368e-06,7.522011502476611e-10,1.5105588940399958e-07,1.3491127332807947e-14,1.0546695562698672e-09,1.043469073067605e-11,9.70084048030768e-11,3.2617323992062753e-17,1.3755489330489646e-13,9.745316738567538e-15,1.1351456595520947e-12,6.06876992383532e-07,2.419273291713291e-10,1.0530077242940084e-14,6.385524104009096e-20,4.420321939961499e-18,1.5008462409593929e-09,2.930570834663589e-19,2.0193485107089174e-10,9.136321275265432e-17,1.3825197258866061e-16,6.612887931935707e-13,2.407535551297614e-13,8.792519823203451e-21,1.6026578353451194e-11,1.416258723715084e-14,3.3081162837510705e-11,4.2007730128778925e-18,3.2687992126921123e-19,8.349285213486102e-17,1.733695729226406e-20,1.4919423663813628e-08,1.5208447936384227e-15,6.086970707590482e-22,1.340085221884767e-11,4.590577553472209e-18,1.6100638376015814e-12,5.950407418363913e-19,1.418069533099701e-19,6.532430574190958e-24,9.000085247493511e-09,6.624052857521639e-13,2.1945507929655e-18,1.279723901704045e-19,4.048972116521645e-17
7.226084728433574e-06,0.6321556298279369,2.0577022257919102e-07,2.1603694581494975e-08,1.6316492571875787e-08,2.6321937817646477e-06,0.0,0.0,2.795697802406391e-06,1.890752945015538e-08,4.6283783478335824e-08,2.7324074361679343e-09,7.936547089072999e-11,1.1592718071206745e-23,2.626453576666207e-17,8.682885855734193e-12,4.426526918952218e-08,4.102612294604562e-07,4.657852071653429e-14,1.5640876161022692e-15,3.1512707779775297e-07,3.672110500360433e-14,5.202513617972456e-13,1.7676283795439824e-13,5.155329251948368e-13,4.0730566425312e-08,1.1478174523515396e-10,3.1591787785622035e-10,3.235605345063428e-14,2.5966341261211995e-16,6.380875694126909e-15,1.307086648463237e-14,9.377055307446134e-11,3.0358158289654684e-11,3.76,0.0,0.6818419871309369,0.9997439600789905,1.0367578237340758e-06,5.893952699057147e-07,0.05572105842296352,0.0557192918857537,5.400227384986101e-07,2.4594290415908157e-12,0.00025221079943095454,2.418242677355243e-09,1.0207253037874317e-14,1.9350597741947013e-14,2.1328984776931147e-13,4.07769666003523e-07,1.628559330086199e-11,5.554609248948185e-10,7.408359836067339e-10,2.0862822279108592e-08,2.491325735780138e-08,7.154578301379689e-09,7.0020645782792326e-09,2.5586048447237297e-18,1.1907522796021053e-18,4.1894937694981913e-13,4.296142222327432e-15,8.355461157537114e-09,6.726295873305816e-11,4.4917385995513206e-10,1.6831028236587064e-16,3.460903240032015e-11,1.7245306689656606e-09,1.2902257273732177e-11,5.081720673257446e-09,5.051405779747481e-06,8.263031851853205e-10,1.5224065126912214e-07,1.4240892609556975e-14,1.0626990309572687e-09,1.048417365368606e-11,1.0381701743728491e-10,3.50213391814058e-17,1.4499044483959268e-13,1.0285751206895082e-14,1.2182646394164694e-12,6.236853210661396e-07,2.5522943156822737e-10,1.1303693527335686e-14,6.853561458795701e-20,4.813716769098014e-18,1.5124917644653232e-09,3.0573737866348544e-19,2.1890986115308356e-10,9.91236621736687e-17,1.436635416535745e-16,7.096861910757147e-13,2.5742522458210634e-13,9.436007506666367e-21,1.7005529279613545e-11,1.4458079844542312e-14,3.535887116633653e-11,4.4562346446968735e-18,3.523490197524043e-19,8.776474087372761e-17,1.7692079449180564e-20,1.5504552246599774e-08,1.708362906947396e-15,6.836919115319291e-22,1.4255414157427974e-11,4.884376485232358e-18,1.6530802264376451e-12,6.548030866700334e-19,1.5081166309971604e-19,7.045185093243056e-24,9.32720651799872e-09,7.080207844695583e-13,2.5342338230638522e-18,1.4797593052938334e-19,4.196272078310649e-17
7.419416232389277e-06,0.6323186013300591,2.0776181254555593e-07,2.182953705096665e-08,1.6509311950994604e-08,2.7388256680233797e-06,0.0,0.0,2.8910091744903e-06,2.0021431607929916e-08,4.9887457491273106e-08,2.9065327368277434e-09,7.963425621680931e-11,1.2225977844761696e-23,2.7438368161732202e-17,8.986103327681417e-12,4.572239357757047e-08,4.3204876684245577e-07,4.9856806444929184e-14,1.6656863047970043e-15,3.320117089498046e-07,3.8705334116196315e-14,5.25394202237781e-13,1.886489935277652e-13,5.344609752519406e-13,4.3479707361380306e-08,1.1481755033804444e-10,3.277584502523613e-10,3.5606745970817004e-14,2.770050211888061e-16,6.737281162441984e-15,1.3543554565909713e-14,9.386305524851558e-11,3.1199042056893776e-11,3.76,0.0,0.6804102840086684,0.9997438153162517,1.0807184501124643e-06,6.052996085477277e-07,0.057152566670804955,0.057150733686075754,5.38895003221334e-07,2.4569467192802687e-12,0.00025221076275073074,2.624726195227422e-09,1.0602119098737388e-14,2.0046712417581096e-14,2.2126818435542735e-13,4.2958325292138566e-07,1.6699687562139473e-11,5.760050188518727e-10,7.681565549800085e-10,2.1904773905112392e-08,2.6904512735681627e-08,7.407509240974597e-09,7.252269265266532e-09,2.6473419278685168e-18,1.2320192095546252e-18,4.3344211787136484e-13,4.552252174634201e-15,8.79937884732361e-09,7.26712712189872e-11,4.643194873280038e-10,1.7439569356846427e-16,3.575132257763515e-11,1.7597142462909457e-09,1.3585513554967693e-11,5.114852319819581e-09,5.248004665823115e-06,9.05401890765758e-10,1.5337343569079692e-07,1.5010321220316008e-14,1.0703599929192171e-09,1.053392007069909e-11,1.1088263955145077e-10,3.752111343900455e-17,1.5256366399952992e-13,1.083641544409685e-14,1.3041766418119193e-12,6.404811439362517e-07,2.6888911742042015e-10,1.2103235609013857e-14,7.337236960654678e-20,5.227186652436788e-18,1.5236899149151423e-09,3.186525222231066e-19,2.3679678185376617e-10,1.0727173645141702e-16,1.491185805598552e-16,7.59994160086709e-13,2.7471005838749375e-13,1.0100953508714457e-20,1.800788664248257e-11,1.4749366054040217e-14,3.771974403245041e-11,4.717699761741631e-18,3.7900896243798895e-19,9.209837777688937e-17,1.8048044079411042e-20,1.6094105988041462e-08,1.912635017508261e-15,7.653842802813596e-22,1.5133501421629725e-11,5.186226588124599e-18,1.696039570543717e-12,7.185996665037036e-19,1.6006066904549547e-19,7.581551207196437e-24,9.654242786252728e-09,7.554318881336904e-13,2.9142434170510973e-18,1.7038138036342768e-19,4.343539102752198e-17
7.61274773634498e-06,0.6324812308277393,2.096887448194604e-07,2.2048262940925505e-08,1.6697871919864477e-08,2.8462658128283663e-06,0.0,0.0,2.986743480687617e-06,2.1167189809557795e-08,5.366596989156152e-08,3.0865967076685973e-09,7.991175963478307e-11,1.2870672613298219e-23,2.862440863691302e-17,9.290472397503032e-12,4.717675458085687e-08,4.5438082584813546e-07,5.325703669437241e-14,1.7706841599533381e-15,3.4932771352923993e-07,4.0741177150093694e-14,5.305595115098402e-13,2.0095927698073133e-13,5.534856052852437e-13,4.632669671081559e-08,1.1485822002714098e-10,3.3979633086322324e-10,3.907025201341601e-14,2.94897117303912e-16,7.106081144760209e-15,1.4017855121051521e-14,9.396015019263792e-11,3.203885118880923e-11,3.76,0.0,0.6789815854609788,0.99974366918443,1.1251070265632717e-06,6.212120903374955e-07,0.05858106958788022,0.05857916831982468,5.377696406737135e-07,2.4544696275278926e-12,0.0002522107257255237,2.8427281336761626e-09,1.10013859657378e-14,2.0745683858658795e-14,2.292995460493152e-13,4.5194980879111433e-07,1.7112699008441575e-11,5.966588282622687e-10,7.956172507854287e-10,2.295885642447853e-08,2.8980814002512125e-08,7.661177138889261e-09,7.50324812176117e-09,2.7363742357504166e-18,1.273423404488157e-18,4.4798327725833363e-13,4.816154494586496e-15,9.250309303917052e-09,7.831120237246351e-11,4.795894363235153e-10,1.805010006693058e-16,3.689092570162788e-11,1.7944195797553327e-09,1.4279300376923601e-11,5.1466961330349025e-09,5.445996148134969e-06,9.896710260373106e-10,1.5445807987966128e-07,1.579937762349503e-14,1.0776796465283433e-09,1.0583936086318036e-11,1.1820665089528463e-10,4.0117189629950415e-17,1.6027253680042203e-13,1.1397137077149372e-14,1.3928408566308947e-12,6.572638088394973e-07,2.8290711742776944e-10,1.2928300595290678e-14,7.836307513677816e-20,5.660997326792713e-18,1.5344737091008548e-09,3.318060224695259e-19,2.556177842312168e-10,1.1581297926825892e-16,1.54616481230764e-16,8.12219044562631e-13,2.9260929674658657e-13,1.0787024192500476e-20,1.9033100819525018e-11,1.503650144916384e-14,4.01639384934577e-11,4.9850201599201086e-18,4.0688117288385097e-19,9.649215377228044e-17,1.8405160880326422e-20,1.66879174894832e-08,2.134603277002186e-15,8.541507334453978e-22,1.6034733688229153e-11,5.495989580427417e-18,1.738942670586295e-12,7.8657249979729025e-19,1.6954977475735508e-19,8.141928754242467e-24,9.98105729609932e-09,8.046565460879212e-13,3.3379550227085632e-18,1.9539266251328435e-19,4.490711589679299e-17
7.806079240300683e-06,0.6326435190350916,2.1155592485766642e-07,2.2260417776000032e-08,1.6882570783279224e-08,2.9544790157272947e-06,0.0,0.0,3.0828787291683054e-06,2.234462561934616e-08,5.7622095861909194e-08,3.2726195237586944e-09,8.019795772858867e-11,1.352673601307412e-23,2.9822577095826716e-17,9.595995514603318e-12,4.862813557530956e-08,4.772559840201974e-07,5.6780116571727733e-14,1.8791032215742764e-15,3.670743974645077e-07,4.282858523230594e-14,5.357473273331405e-13,2.1369485696354354e-13,5.726041187222136e-13,4.927191830806074e-08,1.1490372410322779e-10,3.5203244500864255e-10,4.2752819969565845e-14,3.133355343263782e-16,7.487559470514955e-15,1.4493771725539166e-14,9.40618148605477e-11,3.28776279565756e-11,3.76,0.0,0.6775558852347432,0.9997435217114501,1.169911043169872e-06,6.371325124406171e-07,0.060006573483861333,0.06000460209638297,5.366466458875541e-07,2.4519977554039964e-12,0.00025221068836238,3.072547848496164e-09,1.1405143909501613e-14,2.1447537137549805e-14,2.373847941108002e-13,4.748682716273789e-07,1.75246309667991e-11,6.174230211964669e-10,8.2321817009236e-10,2.4024455862042285e-08,3.114208483528087e-08,7.915581391682451e-09,7.755000279146174e-09,2.825702333206785e-18,1.314965157603993e-18,4.625729546158805e-13,5.087860000424462e-15,9.707973209505412e-09,8.418242585274102e-11,4.949812661733093e-10,1.86626254345042e-16,3.8027660535904486e-11,1.828652773236244e-09,1.4983177147222922e-11,5.177351620921192e-09,5.6453216916646794e-06,1.0792830624326067e-09,1.5549818735564708e-07,1.6608028083612266e-14,1.0846835297642939e-09,1.0634228964505504e-11,1.2579041172954528e-10,4.281009775324394e-17,1.681153853692946e-13,1.1967769456025581e-14,1.4842171267767014e-12,6.740327135520108e-07,2.9728420321706864e-10,1.3778491585389513e-14,8.350533764630186e-20,6.115414636031123e-18,1.5448741509136313e-09,3.4520167497638405e-19,2.753948954563113e-10,1.247528083842156e-16,1.6015679186063384e-16,8.663663331649725e-13,3.111239509920721e-13,1.1493891171974527e-20,2.0080642069371236e-11,1.5319540828973777e-14,4.269158114184046e-11,5.2580530117044814e-18,4.359871506218269e-19,1.0094470893851644e-16,1.8763722206434505e-20,1.7285831788378777e-08,2.3752319837071932e-15,9.503766791678524e-22,1.6958737815469816e-11,5.8135297365792485e-18,1.781790323701159e-12,8.588638695049346e-19,1.7927486481050451e-19,8.726730151948351e-24,1.0307524848867033e-08,8.557127058069374e-13,3.808909886081205e-18,2.2322392064599163e-19,4.637733149982953e-17
7.999410744256386e-06,0.6328054666650591,2.1336796970283438e-07,2.2466515497439467e-08,1.7063783518024698e-08,3.063432710014238e-06,0.0,0.0,3.1793944980770742e-06,2.3553552487966145e-08,6.175853774709558e-08,3.4646214841514404e-09,8.049282959587633e-11,1.4194152917579292e-23,3.103286149793414e-17,9.902684156626094e-12,5.0076374946330505e-08,5.006728219075181e-07,6.04270123807727e-14,1.9909674968133267e-15,3.8525106708225557e-07,4.4967509201804804e-14,5.409578608311649e-13,2.2685684522525456e-13,5.918144150760501e-13,5.231575998504968e-08,1.1495403270334346e-10,3.6446771810110884e-10,4.6660623515022176e-14,3.323164255410661e-16,7.882004572896628e-15,1.497132198852563e-14,9.416802960791124e-11,3.3715414162153867e-11,3.76,0.0,0.676133177085711,0.9997433729231425,1.2151190866428519e-06,6.530606678128936e-07,0.06142908465528618,0.06142704131196793,5.355260139018717e-07,2.449531091987886e-12,0.00025221065066781563,3.3144822073948944e-09,1.1813491617326716e-14,2.215231619592903e-14,2.4552500312110523e-13,4.983375871344618e-07,1.7935486751674868e-11,6.382988355416932e-10,8.509601597442846e-10,2.510101499845873e-08,3.3388182053126025e-08,8.170728332957796e-09,8.007531895754035e-09,2.915329452491178e-18,1.3566459993379445e-18,4.772116838590629e-13,5.367379725694832e-15,1.0172109340779225e-08,9.028442660509552e-11,5.104925804435942e-10,1.9277168653274845e-16,3.9161390436087226e-11,1.8624198468387548e-09,1.569673175815858e-11,5.206912117634436e-09,5.845927186650222e-06,1.1744090568663063e-09,1.5649714020064753e-07,1.7436240634576683e-14,1.0913956022438383e-09,1.0684806995070391e-11,1.336352699842676e-10,4.560035815368399e-17,1.7609085266140878e-13,1.2548190569155057e-14,1.578266280042272e-12,6.907873027580374e-07,3.1202118615381705e-10,1.465342085272834e-14,8.879682008328833e-20,6.590706221632718e-18,1.5549203368652594e-09,3.588435454436017e-19,2.961499989296023e-10,1.340965340247925e-16,1.65739202757467e-16,9.22440723300695e-13,3.302548217018718e-13,1.2221233913512632e-20,2.1150001617713375e-11,1.5598538219955902e-14,4.53027705306681e-11,5.536661143174607e-18,4.663484989610037e-19,1.0545492373560999e-16,1.9124004100022108e-20,1.7887705596514598e-08,2.635507464469075e-15,1.054456330169185e-21,1.790514902625562e-11,6.138714307979446e-18,1.8245833237217852e-12,9.356162988800903e-19,1.8923191713187293e-19,9.336381621590984e-24,1.0633531061768242e-08,9.086183643951579e-13,4.3308173739770815e-18,2.540996680515797e-19,4.7845522712938385e-17
8.192742248212089e-06,0.6329670744293936,2.1512922250456522e-07,2.266704002697929e-08,1.7241862946812365e-08,3.173096799572425e-06,0.0,0.0,3.2762718428927964e-06,2.4793776545124377e-08,6.607793130069979e-08,3.662623179301827e-09,8.079635666451706e-11,1.4872956152670478e-23,3.225531262259434e-17,1.0210557859434499e-11,5.152136208229741e-08,5.246299231992705e-07,6.419875473962804e-14,2.106302982240592e-15,4.0385702911294987e-07,4.715789961924653e-14,5.46191477751388e-13,2.4044631311347826e-13,6.111149565274702e-13,5.5458616266015465e-08,1.1500911628096934e-10,3.771030810822108e-10,5.079976691562521e-14,3.5183631704639796e-16,8.289709263848703e-15,1.545053603326769e-14,9.427877787226442e-11,3.455225117082068e-11,3.76,0.0,0.67471345477875,0.9997432228433659,1.260720771889926e-06,6.689963467501242e-07,0.0628486093855801,0.06284649224964513,5.344077397630959e-07,2.4470696263687603e-12,0.00025221061264784673,3.5688255707093937e-09,1.2226535202407521e-14,2.286008170646656e-14,2.537214371210884e-13,5.223567083423082e-07,1.8345269665016102e-11,6.59288015668014e-10,8.788447329896077e-10,2.6188031217682818e-08,3.571890298169717e-08,8.426630450923706e-09,8.260855364404316e-09,3.005261200567978e-18,1.3984685622120393e-18,4.919003858653339e-13,5.654725046987461e-15,1.0642474339530542e-08,9.66165216305089e-11,5.261210263794093e-10,1.9893769093181343e-16,4.029202007510373e-11,1.8957267381365366e-09,1.6419580198638978e-11,5.23546511335379e-09,6.047762674682296e-06,1.2752185407564298e-09,1.5745811079655726e-07,1.8283985031019608e-14,1.0978383294958423e-09,1.0735679373448971e-11,1.417425677040969e-10,4.8488484429022565e-17,1.8419788678683615e-13,1.3138301913085345e-14,1.6749504198457408e-12,7.075270651853629e-07,3.2711891626515427e-10,1.5552712630452427e-14,9.423525855160433e-20,7.087143060455233e-18,1.5646395571632438e-09,3.727359533413949e-19,3.179048344890081e-10,1.4384937627135954e-16,1.7136353320817002e-16,9.804461815015624e-13,3.50002515627368e-13,1.296874201268997e-20,2.2240692515087217e-11,1.587354688774058e-14,4.799757943974127e-11,5.820713248540194e-18,4.979869507679024e-19,1.1002190971035511e-16,1.948626729199434e-20,1.849340657837334e-08,2.9164379932387084e-15,1.1667926712288342e-21,1.8873611921912628e-11,6.471413883029696e-18,1.867322461449392e-12,1.0169725307295017e-18,1.9941701351868721e-19,9.971324375687174e-24,1.0958971666906926e-08,9.633916154951426e-13,4.907557256846421e-18,2.882549333416713e-19,4.9311220020749257e-17
8.386073752167792e-06,0.633128343038641,2.1684376647011364e-07,2.28624467711901e-08,1.7417140867795963e-08,3.283443504456013e-06,0.0,0.0,3.3734932084567675e-06,2.6065097341307466e-08,7.058285170885673e-08,3.866645639688047e-09,8.110852251968712e-11,1.556322500988476e-23,3.349003881183331e-17,1.0519643269140199e-11,5.296303359238562e-08,5.491258748487205e-07,6.809644103398828e-14,2.2251376714850075e-15,4.2289159069635414e-07,4.9399706776209954e-14,5.514486807179623e-13,2.544643069757628e-13,6.305047360249539e-13,5.870089075575124e-08,1.1506894558799653e-10,3.899394752391516e-10,5.5176290917933024e-14,3.718921544680748e-16,8.710970520366608e-15,1.5931454977603985e-14,9.439404586009503e-11,3.538817994064717e-11,3.76,0.0,0.6732967120880815,0.9997430714941238,1.306706677249747e-06,6.849393383099898e-07,0.06426515394507781,0.06426296117934284,5.33291818525268e-07,2.444613347646527e-12,0.00025221057430802643,3.835869779176322e-09,1.2644387188596786e-14,2.357090902666392e-14,2.6197552501569897e-13,5.469245952793047e-07,1.8753982996306967e-11,6.80392754128467e-10,9.068739942628736e-10,2.728505422777582e-08,3.8133992461985964e-08,8.683305665420711e-09,8.514988580394493e-09,3.095505283025519e-18,1.4404364505419847e-18,5.066403228023803e-13,5.94990779604307e-15,1.1118842396301114e-08,1.0317787975136832e-10,5.418642942618306e-10,2.051248028241351e-16,4.141949235323582e-11,1.9285793033953557e-09,1.7151366033095397e-11,5.263092570051485e-09,6.250782089435427e-06,1.3818794241431249e-09,1.583840730639108e-07,1.9151232726287406e-14,1.1040327636357947e-09,1.0786856080717393e-11,1.5011364683323362e-10,5.147498605375077e-17,1.924357251916192e-13,1.3738027329778668e-14,1.7742331773869355e-12,7.242515308920086e-07,3.425782812647041e-10,1.647600552650189e-14,9.981847677479794e-20,7.605000855427895e-18,1.5740573925170705e-09,3.8688345664219947e-19,3.4068099869922443e-10,1.5401648145359428e-16,1.7702971889787507e-16,1.040385999985423e-12,3.7036746150384787e-13,1.373611717001903e-20,2.3352250288689622e-11,1.6144619348664415e-14,5.077605699129491e-11,6.1100840540889325e-18,5.309243924150358e-19,1.1464499974812415e-16,1.9850758176271384e-20,1.910281266794047e-08,3.2190537461217873e-15,1.2877974412012067e-21,1.9863781340979356e-11,6.811502691744078e-18,1.91000852495798e-12,1.103075509830217e-18,2.0982634860671904e-19,1.0632015627556201e-23,1.1283751849078008e-08,1.0200506918367883e-12,5.543181960732955e-18,3.2593540358038803e-19,5.077399653335733e-17
8.579405256123495e-06,0.6332892732021237,2.185154382571331e-07,2.3053164066906015e-08,1.7589929139075618e-08,3.3944472148350775e-06,0.0,0.0,3.471042345490417e-06,2.736730854131211e-08,7.52758193772748e-08,4.0767104669895555e-09,8.142931274300604e-11,1.6265082273518153e-23,3.4737200815907227e-17,1.082997330218485e-11,5.440136973919765e-08,5.741592671872753e-07,7.212123727039832e-14,2.3475015525750385e-15,4.423540593868742e-07,5.1692880703985635e-14,5.56730092884626e-13,2.689118625131098e-13,6.49983246927494e-13,6.204299824482667e-08,1.1513349165764329e-10,4.0297785644975944e-10,5.979617914726533e-14,3.924813438861496e-16,9.14608928153804e-15,1.6414129643374322e-14,9.451382224329926e-11,3.6223241049109133e-11,3.76,0.0,0.6718829427974964,0.9997429188956726,1.353068283237787e-06,7.008894316137482e-07,0.06567872459104528,0.06567645435786792,5.321782452501872e-07,2.4421622449325626e-12,0.000252210535653465,4.115904148054961e-09,1.3067165679650548e-14,2.4284886398894347e-14,2.702888408476814e-13,5.720402146822212e-07,1.9161630022620494e-11,7.016156379520038e-10,9.350505698448168e-10,2.839168368953921e-08,4.063314949660521e-08,8.940776662235007e-09,8.769954267422931e-09,3.1860712510954225e-18,1.4825541242880386e-18,5.214330573321842e-13,6.2529403586354364e-15,1.1601004860087773e-08,1.0996754035378991e-10,5.577201167784197e-10,2.1133368271764263e-16,4.254378548492205e-11,1.9609833187791466e-09,1.7891759768757805e-11,5.289871223556722e-09,6.4549430114135995e-06,1.494557914066148e-09,1.5927781321347138e-07,2.0037956826108615e-14,1.1099986204911606e-09,1.0838347776674383e-11,1.5874985438864613e-10,5.4560370739869784e-17,2.0080387885828373e-13,1.434731183294405e-14,1.8760799278469083e-12,7.409602686979031e-07,3.5840020567074205e-10,1.7422954593914192e-14,1.0554439846347809e-19,8.144561285567865e-18,1.5831978067904576e-09,4.0129083724831856e-19,3.644999452147259e-10,1.6460293755350098e-16,1.8273780037559708e-16,1.102262849608908e-12,3.913499248069014e-13,1.4523074876804445e-20,2.448423340856977e-11,1.6411807381139966e-14,5.363823062386215e-11,6.40465443278936e-18,5.651828858876968e-19,1.1932373822867888e-16,2.021770967306662e-20,1.9715811422337657e-08,3.54440679270956e-15,1.417891129577693e-21,2.0875323076391818e-11,7.158858859910632e-18,1.9526422999284026e-12,1.1940683682516242e-18,2.204562373013723e-19,1.1318929389247332e-23,1.1607785620622187e-08,1.0786140036834166e-12,6.2419187964286216e-18,3.6739756534760115e-19,5.22334651664113e-17
8.772736760079198e-06,0.6334498656279273,2.2014784081827737e-07,2.3239594569055843e-08,1.776052071979384e-08,3.5060843529360665e-06,0.0,0.0,3.5689042314240476e-06,2.8700198572190713e-08,8.015930547070753e-08,4.2928399492063775e-09,8.17587147609377e-11,1.697869055697076e-23,3.599700743182742e-17,1.1141586404086092e-11,5.583639107687057e-08,5.997286940293577e-07,7.627437939439024e-14,2.473426595070055e-15,4.6224374315877867e-07,5.403737118195393e-14,5.620364433125693e-13,2.8379001813723886e-13,6.69550454063746e-13,6.548536655426636e-08,1.1520272578831972e-10,4.162191989014501e-10,6.466536494071046e-14,4.1360178737147763e-16,9.595370256252335e-15,1.6898619406999924e-14,9.463809787989274e-11,3.705747471677633e-11,3.76,0.0,0.6704721407005597,0.999742765066627,1.3997979146519113e-06,7.168464170351838e-07,0.06708932756770203,0.06708697802892236,5.310670150075758e-07,2.4397163073504767e-12,0.0002522104966888543,4.409215466948283e-09,1.3494993622011573e-14,2.5002113311408518e-14,2.7866308609749125e-13,5.977025397434456e-07,1.9568214008671593e-11,7.2295959917146e-10,9.633775440887917e-10,2.9507566783916988e-08,4.3216033529515026e-08,9.199070283193984e-09,9.025779359825742e-09,3.276970274287429e-18,1.5248267950670887e-18,5.362804160781393e-13,6.563835762552871e-15,1.2088769786102993e-08,1.16984431094294e-10,5.736862684071594e-10,2.1756510180113797e-16,4.366491025445946e-11,1.9929444815386925e-09,1.864045812358483e-11,5.315872872065611e-09,6.66020643609947e-06,1.6134184463595514e-09,1.6014194002280956e-07,2.0944132023071403e-14,1.1157543532576355e-09,1.089016571079356e-11,1.6765254706803882e-10,5.774514655415868e-17,2.0930211665252123e-13,1.4966120440717008e-14,1.980457973269e-12,7.576528837553167e-07,3.745856500095821e-10,1.839323308025205e-14,1.1141105775721812e-19,8.706113122242847e-18,1.5920832355706764e-09,4.15963087035623e-19,3.8938298520875316e-10,1.7561378863795988e-16,1.8848791262277184e-16,1.1660788294135178e-12,4.129500215163137e-13,1.5329345838050088e-20,2.563622358741109e-11,1.667516203685929e-14,5.658410793259843e-11,6.70431147139777e-18,6.007846890578601e-19,1.240578710434946e-16,2.0587342068167248e-20,2.0332299410698525e-08,3.8935711233213344e-15,1.5575029874246673e-21,2.190791446377871e-11,7.513364617208488e-18,1.9952245700059454e-12,1.2900944133413589e-18,2.313031207399438e-19,1.2032557281619453e-23,1.1930995231632897e-08,1.1391001735262773e-12,7.008172173472295e-18,4.1290884420758704e-19,5.368927598161502e-17
