Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986)
0.007241838717198705,0.8157688168729814,0.0001338001932961152,1.1824963798433775e-05,2.4423994785425102e-05,0.12182397503107577,0.0,0.0,0.00023948561657726294,1.237198893750127e-05,1.1085781262794454,0.08288307441809302,4.381236138444083e-06,7.425625190330669e-13,4.193470034188282e-10,1.2627949417032925e-07,0.0009694122162231793,0.0017981418114766596,6.868762364976814e-06,5.0211054061369975e-08,0.008841383199119842,2.4994535007322802e-08,7.355507464455644e-09,0.00025700485266279125,8.619245702233296e-08,0.004569295479599639,2.8358428395666147e-06,0.019643965723764464,0.0033875782354333478,2.832522062664315e-06,1.3326940343789876e-07,2.21480480146296e-09,5.669521805729994e-07,0.0001123605041841114,3.76,0.0,6.184294923914172e-06,0.15841369945884845,0.38403434247845597,0.06684637551379144,1.3607896731241196,0.04229399368229146,2.0917870529366943e-10,9.265217151209317e-14,3.996387622108089e-05,1.9888603479133924e-06,3.324049989329725e-12,6.0716734674322454e-12,1.770522575774586e-10,0.0009400511968356819,1.5179510432479315e-12,2.574917863199235e-06,2.0663012794749666e-06,1.3948755511139353e-05,0.0004856397428418484,2.7625249705355353e-06,2.7800376105270336e-06,4.576030508183017e-15,2.1273885326899604e-15,7.928498305646848e-10,2.2468453011036154e-10,5.183630342856049e-06,1.643966184728087e-07,0.0012915481918863905,8.928767548589968e-14,9.401231227445833e-08,5.60783350288902e-05,9.8549025195558e-10,1.1858887575178386e-06,0.012278950014192382,0.005261539179394605,5.376358574124461e-06,1.7336690228877439e-12,4.624719467435331e-09,2.813611561673763e-08,0.0021167409246467543,7.96108661329013e-10,2.0548380428947518e-06,1.4487577152454394e-07,5.635178821253102e-06,0.0006166664485793862,0.01645419211219268,6.503890747937053e-09,3.9267751346734446e-14,6.445044415292117e-09,3.763678591634159e-07,4.4769526402233025e-09,0.00035475495316192264,5.735803522851109e-09,9.647956978644061e-11,8.356664420289429e-08,1.5437138688261348e-08,5.39155556483409e-15,2.113595400072107e-06,6.677417718265475e-11,1.8618224352935415e-06,6.80158307876892e-14,8.910192634398972e-11,1.6143505499724815e-13,5.496166488711923e-13,0.0001973604233311,0.0001333727074383187,5.330645195762963e-11,5.909774062812504e-07,2.5223451123245382e-14,9.213852702343384e-06,1.7881501589726205e-09,7.679142006341219e-16,2.4790160133103746e-13,9.804403793347243e-07,2.9677185058250616e-07,0.00030175417975892606,5.966546174341989e-07,6.93156385562203e-14
0.007276022108541133,0.815911425870801,0.00013474268777129915,1.1823801601321084e-05,2.4391551498409986e-05,0.12230980092598563,0.0,0.0,0.00023757452793789202,1.2215090324130115e-05,1.1099186484607768,0.08322103537595939,4.36213617304262e-06,7.62054410919826e-13,4.2376648254665864e-10,1.269606127791963e-07,0.0009674167441398029,0.00177616680691519,6.882462501756352e-06,5.0501390508727844e-08,0.008882192697246003,2.508319694013811e-08,7.371059928702337e-09,0.00025524451293605215,8.532179610430784e-08,0.004474240677708316,2.8511328832990328e-06,0.019594427502425887,0.003362699144283002,2.83177833616367e-06,1.32829108510175e-07,2.211405354972405e-09,5.649095839208371e-07,0.0001116402968235691,3.76,0.0,6.192412681530392e-06,0.15705494836755074,0.3848332590100318,0.06665289178339849,1.3613961550247051,0.041734171994475176,2.0648558458953996e-10,9.17587134660613e-14,3.9621096759334275e-05,1.9484871336258496e-06,3.2751822013755673e-12,5.982036626240812e-12,1.7444592913473984e-10,0.0009286145168214616,1.4847517432369177e-12,2.5681946558578005e-06,2.0585263193138504e-06,1.3784211952506262e-05,0.0004839206041215332,2.744799970883441e-06,2.7621983601720027e-06,4.560433254147941e-15,2.1201403539922974e-15,7.896642703781024e-10,2.2019443666738443e-10,5.11883546212142e-06,1.623812146726161e-07,0.001289085946451454,8.867116663524429e-14,9.299783767679408e-08,5.635790317563707e-05,9.646559846885217e-10,1.1901606878993413e-06,0.012242865555892511,0.005222600022435996,5.3982825039195485e-06,1.70603524441125e-12,4.602855307044146e-09,2.803834300834379e-08,0.0021196003224834455,7.971841862783374e-10,2.0587516755672307e-06,1.451300818948171e-07,5.599066390592482e-06,0.0006173083417116019,0.016492500890403623,6.4056640818213925e-09,3.8674699135646186e-14,6.437354123043138e-09,3.7768857915589506e-07,4.519784896786472e-09,0.00035522115638047955,5.676481987560093e-09,9.753538224873148e-11,8.34271191105278e-08,1.5421311912683843e-08,5.3101279905602645e-15,2.086094056727677e-06,6.663683981975962e-11,1.8602872496729791e-06,6.654340368723513e-14,8.948930610748971e-11,1.5798592622955113e-13,5.50272807064816e-13,0.00019668779359599347,0.00013270540856693468,5.303978279801778e-11,5.879761615978748e-07,2.4875782099243583e-14,9.271939299688792e-06,1.792797761884783e-09,7.573289979683422e-16,2.485381986626828e-13,9.708514311639271e-07,2.9332326980454406e-07,0.00030321815666060155,5.990268933460774e-07,6.906423733929294e-14
0.00731020549988356,0.8160526710410704,0.00013567911645746041,1.1821530025034205e-05,2.435751059989204e-05,0.12279489175210304,0.0,0.0,0.00023566800059700226,1.2059542824504148e-05,1.111243400095799,0.0835583713376724,4.342744554297826e-06,7.818962955954596e-13,4.281791564466025e-10,1.2763872285813947e-07,0.0009653940923717649,0.0017544620150251409,6.896265953513974e-06,5.078673279949072e-08,0.008922925594219746,2.5170866233102012e-08,7.386178059095726e-09,0.00025348835479555763,8.445357684020951e-08,0.004381368205983913,2.866218334316776e-06,0.01954413937043069,0.0033379562703596227,2.830798853416378e-06,1.323909707442384e-07,2.20788115871906e-09,5.628103010544012e-07,0.00011091713957878649,3.76,0.0,6.20016114691614e-06,0.15570616124522932,0.38562695561555327,0.06645784485076968,1.3619954705674142,0.04118169069161014,2.0382754953799246e-10,9.087559666436684e-14,3.9280830961666206e-05,1.9088463064823534e-06,3.2267794143202325e-12,5.893304945718142e-12,1.7186636885956545e-10,0.0009172624327537727,1.4522627984859375e-12,2.5613451858640124e-06,2.050651978447176e-06,1.3620667881064949e-05,0.0004821832813633314,2.726933114012415e-06,2.744216517075531e-06,4.5446096584035825e-15,2.1127869373726395e-15,7.8644815359153e-10,2.1580669750498268e-10,5.054484439956657e-06,1.6038097782506074e-07,0.0012866504772806669,8.805984338687401e-14,9.199048672386615e-08,5.663431893274477e-05,9.441851482441577e-10,1.1943393416366457e-06,0.012206795193431479,0.005183896343321724,5.419765613947831e-06,1.6787321518294399e-12,4.580605781251754e-09,2.7940396443469537e-08,0.002122434382269087,7.982501823455856e-10,2.0625626036905465e-06,1.4537708370921894e-07,5.5628192442889884e-06,0.0006179406458049115,0.01653056749709743,6.308447943509454e-09,3.8087748099601774e-14,6.429154526665878e-09,3.789801671969084e-07,4.562513402640954e-09,0.0003556805408346696,5.617761651666268e-09,9.859148214483304e-11,8.328398432166364e-08,1.5404972931840955e-08,5.22953812543095e-15,2.058778928200026e-06,6.649494903852374e-11,1.8586959524084647e-06,6.509682970924812e-14,8.987588038231769e-11,1.5460534466290116e-13,5.509069615182613e-13,0.0001960181408692415,0.00013204578979414923,5.277618237935732e-11,5.84958867165492e-07,2.4531366941862602e-14,9.329412811393072e-06,1.7974145587384804e-09,7.468429087354387e-16,2.491541012658472e-13,9.613026135613847e-07,2.899283438548197e-07,0.00030467536085438817,6.013928372926677e-07,6.880725600207301e-14
0.007340970552091745,0.8161786300248545,0.00013651645536635592,1.1818531096629095e-05,2.432550513176927e-05,0.12323080425208405,0.0,0.0,0.00023395621592261695,1.1920709825992726e-05,1.1124222783830233,0.08386142207814362,4.32504522198051e-06,8.000515580322647e-13,4.321428705107821e-10,1.2824624281741522e-07,0.0009635504860647722,0.001735156687157617,6.9087642814425046e-06,5.103915843787214e-08,0.008959516941242316,2.5248904943501813e-08,7.399403231148053e-09,0.00025191149122558555,8.36743683592223e-08,0.004299613489544486,2.8796161743564437e-06,0.019498255310765853,0.0033158062388127336,2.829714999935025e-06,1.3199831761901875e-07,2.2046033413573682e-09,5.608730438902035e-07,0.00011026397087472359,3.76,0.0,6.206813517922251e-06,0.15450077594175113,0.38633679744540134,0.06628101836307004,1.3625287659387921,0.040690689762270915,2.0146510031194464e-10,9.008950774437173e-14,3.897674191374241e-05,1.8737882240287417e-06,3.1836159260237348e-12,5.8142226152416624e-12,1.69567696723124e-10,0.0009071183396835631,1.4236195068888305e-12,2.5550734270998975e-06,2.043481227304947e-06,1.347434575555148e-05,0.0004806043074386149,2.710735883572282e-06,2.7279151959965753e-06,4.530173848237355e-15,2.10607839427593e-15,7.835273594868006e-10,2.1194358130306862e-10,4.9969526654273225e-06,1.5859381305134714e-07,0.001284479862481612,8.751403995246013e-14,9.108998300949351e-08,5.6880281968113e-05,9.26069079102855e-10,1.1980189758005718e-06,0.012174348372275634,0.005149265775665724,5.4387168212367805e-06,1.6544412259491963e-12,4.560257155146857e-09,2.7852087955719743e-08,0.0021249631318963165,7.992013412795923e-10,2.065903371212635e-06,1.4559305027261458e-07,5.530085979571231e-06,0.0006185012939676558,0.016564619804655633,6.221818359421672e-09,3.7564714341989564e-14,6.421338301927235e-09,3.8011724792494405e-07,4.600868935655906e-09,0.0003560880121276407,5.565424299068273e-09,9.954195446912238e-11,8.315207106618419e-08,1.538982818190559e-08,5.157724266671137e-15,2.0343558260307727e-06,6.636333066252114e-11,1.8572155715577985e-06,6.381677889776012e-14,9.022308853858137e-11,1.5162056631800172e-13,5.514585083474193e-13,0.00019541801068712584,0.00013145873881466183,5.254158152635609e-11,5.822298147902444e-07,2.4224177200809335e-14,9.380588393318457e-06,1.8015432648619648e-09,7.374902255653764e-16,2.496904935616824e-13,9.527439058690008e-07,2.8691794710031575e-07,0.00030598098523630456,6.035165560919571e-07,6.857124229736233e-14
0.00737173560429993,0.816303492582448,0.00013734839891040628,1.1814623256593701e-05,2.4292201840088514e-05,0.12366604560288845,0.0,0.0,0.00023224848248518782,1.1782979822532814e-05,1.1135885426178556,0.08416393440505955,4.307114550981456e-06,8.184867919542353e-13,4.360975735917485e-10,1.288509422315501e-07,0.0009616849169455,0.0017160664200758522,6.921321917706784e-06,5.128733305122676e-08,0.008996041122686805,2.532611184580436e-08,7.412258662240741e-09,0.00025033820814838873,8.289732785259598e-08,0.004219560772803778,2.8928407020667336e-06,0.01945179448979245,0.00329377034089475,2.8284389385952946e-06,1.3160709040730106e-07,2.2012256983131923e-09,5.588909614089495e-07,0.0001096087750156751,3.76,0.0,6.213156838811499e-06,0.15330346813118792,0.3870423704467053,0.06610302295616141,1.3630563288311488,0.04020555253325933,1.9913066638614037e-10,8.931156279034736e-14,3.8674690618432826e-05,1.8393093835925723e-06,3.140831778711218e-12,5.735877663260441e-12,1.6729079090434705e-10,0.000897043627810174,1.3955319797584844e-12,2.5487009116062014e-06,2.0362322087269995e-06,1.3328857548615242e-05,0.00047901092776927626,2.6944317594803093e-06,2.71150643429782e-06,4.5155530085905115e-15,2.0992838201803152e-15,7.805815541665364e-10,2.0816028330647044e-10,4.939789121275324e-06,1.568190857859877e-07,0.0012823280362271835,8.69723516693281e-14,9.01952898712801e-08,5.7123478758311555e-05,9.082417169314364e-10,1.201620502721491e-06,0.012141921223301986,0.005114828563887288,5.457298770035621e-06,1.6304165213616805e-12,4.539606776933408e-09,2.7763625058800275e-08,0.00212747091337873,8.001446146825819e-10,2.0691586675332108e-06,1.458029404789707e-07,5.497251868728791e-06,0.0006190537572140009,0.016598474883987448,6.1360090306486116e-09,3.704663296797188e-14,6.41310802068829e-09,3.8122992955691324e-07,4.639119206834629e-09,0.00035648969405780345,5.513568176453221e-09,1.0049216848690164e-10,8.301722645744857e-08,1.5374265712784016e-08,5.086590384636195e-15,2.0100860645880216e-06,6.622798560375702e-11,1.8556893383234617e-06,6.25572279385165e-14,9.056960700616915e-11,1.4868971282222265e-13,5.519915284736949e-13,0.00019482031450494187,0.00013087797511937194,5.230949287645766e-11,5.794882350731281e-07,2.3919627444496357e-14,9.431218677502792e-06,1.8056468868563175e-09,7.282179549134059e-16,2.5020971567778955e-13,9.442194165992856e-07,2.8394946510767574e-07,0.00030728099668164943,6.056347422660507e-07,6.833078858025703e-14
0.0074025006565081155,0.8164272627407124,0.00013817472438572452,1.180980269131927e-05,2.4257600649564003e-05,0.12410058017834963,0.0,0.0,0.00023054497308206342,1.1646357039051761e-05,1.1147422695534692,0.08446589304024783,4.288955183365424e-06,8.371997453995508e-13,4.400416123809371e-10,1.2945264320964943e-07,0.0009597974339411605,0.0016971894088143524,6.933927394726006e-06,5.153116369280165e-08,0.009032495761759587,2.5402474077169675e-08,7.424736331123483e-09,0.0002487685981139515,8.212254760921915e-08,0.00414117924388294,2.905888509140943e-06,0.019404771518609944,0.00327185024380611,2.826970290536829e-06,1.3121713984839604e-07,2.1977489008821077e-09,5.568646220094054e-07,0.00010895172232647668,3.76,0.0,6.2191868671759605e-06,0.15211424005961074,0.38774365598701765,0.06592390454636478,1.363578194002037,0.03972623946879212,1.9682405342789071e-10,8.854165351577331e-14,3.837467764236808e-05,1.8054031959587163e-06,3.0984282593467955e-12,5.658272066083073e-12,1.6503569101680615e-10,0.0008870387221080989,1.367991071187611e-12,2.5422285578542773e-06,2.0289061242119704e-06,1.3184214971265377e-05,0.0004774033205842897,2.67802469070257e-06,2.6949942048575317e-06,4.500746695846754e-15,2.0924030081948935e-15,7.776106726964948e-10,2.0445535478885408e-10,4.882998005368974e-06,1.550568705564698e-07,0.0012801937009645358,8.643473976010304e-14,8.930642682379888e-08,5.736381267505106e-05,8.907003901178027e-10,1.2051428009693993e-06,0.01210951760092283,0.005080585936925849,5.4755060803858925e-06,1.6066572770719063e-12,4.5186599628608815e-09,2.7675002842770342e-08,0.0021299575207156677,8.010799250631465e-10,2.0723274967901922e-06,1.4600668639299241e-07,5.464321056535709e-06,0.0006195978445037815,0.016632132250253118,6.0510207343428705e-09,3.653350866946986e-14,6.4044637595808695e-09,3.8231785954052514e-07,4.677254259950695e-09,0.0003568854653120579,5.462190544774552e-09,1.0144189160061459e-10,8.28794512108324e-08,1.5358284735252122e-08,5.016137123517716e-15,1.9859709382858253e-06,6.608890334935665e-11,1.854117120188247e-06,6.131797150642446e-14,9.091541815408759e-11,1.4581203987708456e-13,5.525056958603003e-13,0.00019422506359175628,0.00013030352046894465,5.207992511957026e-11,5.767344000801947e-07,2.3617720831375514e-14,9.48128125532315e-06,1.8097253664327954e-09,7.190261919790968e-16,2.5071159256940567e-13,9.357299642204335e-07,2.8102218738250034e-07,0.000308575336383446,6.077472050738271e-07,6.808593847669308e-14
0.007433265708716301,0.8165499446036337,0.00013899521498016585,1.1804066067307596e-05,2.422170253452661e-05,0.12453437255813475,0.0,0.0,0.0002288458621359395,1.1510845726070074e-05,1.1158835365368134,0.08476728269850604,4.270569928582454e-06,8.561883458445126e-13,4.439733512226764e-10,1.3005117273088466e-07,0.0009578880965881326,0.0016785238502106216,6.946569000915826e-06,5.177055888756638e-08,0.009068878515508201,2.5477979257890793e-08,7.43682845478515e-09,0.00024720275418942084,8.135012095283415e-08,0.004064438314866314,2.9187563559389382e-06,0.01935720104783549,0.003250047531282566,2.82530882867504e-06,1.308283214049401e-07,2.1941736691371643e-09,5.547946214876886e-07,0.0001082929821271201,3.76,0.0,6.224899651981209e-06,0.15093309332876015,0.3884406358881234,0.06574370890740634,1.3640943965568195,0.039252710587869395,1.9454506520481318e-10,8.77796719268081e-14,3.807670338963008e-05,1.7720630869981875e-06,3.0564067171635664e-12,5.581407766970315e-12,1.6280243667794493e-10,0.0008771040562436967,1.3409877311605684e-12,2.535657203498411e-06,2.0215041500119127e-06,1.3040429922359419e-05,0.0004757816794890062,2.661518675501602e-06,2.67838253001914e-06,4.485754650286553e-15,2.085435836905352e-15,7.746146801182414e-10,2.0082735753852664e-10,4.826583581560375e-06,1.5330724327961454e-07,0.0012780756074669364,8.590116638005517e-14,8.842341383194969e-08,5.7601189878973906e-05,8.734424221608021e-10,1.2085848180871126e-06,0.012077141321133085,0.005046539113629311,5.493333687498925e-06,1.5831627548631035e-12,4.4974222282620974e-09,2.7586217482371098e-08,0.0021324227511542756,8.020071961512525e-10,2.0754089223466356e-06,1.4620422442238399e-07,5.431297817284439e-06,0.0006201333694249666,0.01666559143439906,5.966854225803792e-09,3.60253460068259e-14,6.3954047273712314e-09,3.8338070674644435e-07,4.715264303102742e-09,0.0003572752078030303,5.411288653525068e-09,1.023908936305111e-10,8.273874875512577e-08,1.534188481883354e-08,4.946365109473651e-15,1.962011807001478e-06,6.594607826650335e-11,1.8524988226136387e-06,6.009880772403652e-14,9.126050438041361e-11,1.429868085719965e-13,5.530006971996315e-13,0.00019363226953850768,0.00012973539079599576,5.185288461670777e-11,5.73968610825746e-07,2.331846126017115e-14,9.530754174091969e-06,1.813778647979331e-09,7.099150545551647e-16,2.511959603041713e-13,9.272763676782022e-07,2.7813541700970506e-07,0.00030986394645334567,6.098537543842331e-07,6.783673852215883e-14
0.007464030760924486,0.8166715423487878,0.00013980965764440358,1.179741106705827e-05,2.4184509819109778e-05,0.1249673875614854,0.0,0.0,0.00022715132464707215,1.1376450140119069e-05,1.1170124215144088,0.08506808810228203,4.251961917705188e-06,8.754508678735351e-13,4.4789111737459115e-10,1.3064635537733368e-07,0.0009559569782823863,0.0016600679429406796,6.959234833615132e-06,5.200543230246135e-08,0.009105187076569592,2.555261489409142e-08,7.448527388544727e-09,0.0002456407698844689,8.058014196016862e-08,0.003989307638022274,2.9314411068158526e-06,0.019309097756502552,0.0032283637033973414,2.823454467009842e-06,1.304404925451247e-07,2.1905007795847276e-09,5.526815978063599e-07,0.00010763272260242217,3.76,0.0,6.230291540161377e-06,0.14976002885607334,0.38913329245789813,0.06556248164016863,1.3646049719548425,0.0387849254644769,1.9229350359276133e-10,8.702551118292197e-14,3.778076809166793e-05,1.7392825033150018e-06,3.0147684096231886e-12,5.505286525279949e-12,1.6059106211909402e-10,0.0008672400696199816,1.3145130041946294e-12,2.528987778795289e-06,2.014027578707945e-06,1.289751429725411e-05,0.00047414621315003635,2.644917873155786e-06,2.6616755940105e-06,4.4705768651265884e-15,2.078382302496997e-15,7.715935818196812e-10,1.9727486461807088e-10,4.77055003813632e-06,1.5157027993957975e-07,0.0012759725544183524,8.537159216024852e-14,8.75462709198473e-08,5.7835519514724626e-05,8.564651277004547e-10,1.2119455621486154e-06,0.012044796159332492,0.00501268930056092,5.510776801201982e-06,1.5599321911265275e-12,4.475899360860162e-09,2.7497266055511274e-08,0.002134866405353113,8.029263529591801e-10,2.07840206162891e-06,1.4639549496710328e-07,5.3981865841073825e-06,0.0006206601505456003,0.01669885198440339,5.8835101261983255e-09,3.552214872969573e-14,6.385932162441171e-09,3.8441815915314445e-07,4.7531395914249415e-09,0.0003576588067989824,5.360859739511789e-09,1.0333894405595576e-10,8.259512528708842e-08,1.5325065905476673e-08,4.877274857276141e-15,1.9382100833220082e-06,6.579950913584323e-11,1.8508343908157926e-06,5.88995341741405e-14,9.160484812812113e-11,1.4021328885790815e-13,5.534762199669683e-13,0.00019304194421982158,0.00012917359637878328,5.162837546965542e-11,5.7119119647084e-07,2.3021852910631015e-14,9.579615962960573e-06,1.8178066787475733e-09,7.0088466891234995e-16,2.5166267161368634e-13,9.188594454865994e-07,2.752884704745222e-07,0.00031114676994726116,6.119542008819839e-07,6.758323994606174e-14
0.007494795813132671,0.8167920602351081,0.00014061784104403568,1.1789836226326403e-05,2.414602574081339e-05,0.12539959027577907,0.0,0.0,0.00022546153704958575,1.1243174503042125e-05,1.118129003042519,0.0853682939974555,4.233134456221643e-06,8.949836030607886e-13,4.517932595040038e-10,1.3123801823140645e-07,0.0009540041726418669,0.0016418198860936165,6.971913845920066e-06,5.2235702357808974e-08,0.009141419173249572,2.5626368548525426e-08,7.459826094147594e-09,0.00024408273910863347,7.981270487459271e-08,0.0039157571120377686,2.9439397065228084e-06,0.019260476339996477,0.0032068001775661147,2.8214072256491746e-06,1.3005350833966664e-07,2.1867310745466917e-09,5.50526220509993e-07,0.000106971110687647,3.76,0.0,6.235359171452853e-06,0.14859504683445976,0.3898216085240828,0.0653802681441845,1.3651099560108895,0.03832284323400621,1.9006916860728218e-10,8.627906767166954e-14,3.7486871797150244e-05,1.7070549034370533e-06,2.97351450226894e-12,5.429910121711842e-12,1.5840160254023197e-10,0.0008574472047114489,1.28855802914254e-12,2.522221769155794e-06,2.0064779873435736e-06,1.2755479766586512e-05,0.000472497142869194,2.6282265436694435e-06,2.6448776823259747e-06,4.455213616087261e-15,2.0712425324894183e-15,7.685474295510617e-10,1.9379646100443667e-10,4.714901553189924e-06,1.4984605704790506e-07,0.0012738833880559745,8.484598063321238e-14,8.667501743240288e-08,5.806671364269349e-05,8.397658348682017e-10,1.2152240834614003e-06,0.012012485848503437,0.0049790376898699445,5.527830820576535e-06,1.5369647741237832e-12,4.454097364577672e-09,2.740814636416009e-08,0.002137288287891051,8.038373219700465e-10,2.0813060845572125e-06,1.4658044217259791e-07,5.3649919030900754e-06,0.0006211780116042804,0.016731913466573586,5.800989057910818e-09,3.502392059647615e-14,6.376046978723392e-09,3.8542991804175507e-07,4.790870368428357e-09,0.0003580361510642965,5.310901028845514e-09,1.0428581069692888e-10,8.244858934871771e-08,1.5307828232620584e-08,4.8088668830222785e-15,1.9145672099021585e-06,6.564919954196651e-11,1.8491238005379343e-06,5.771995188988715e-14,9.194843190256088e-11,1.3749075304466686e-13,5.539319508713774e-13,0.00019245409974811227,0.00012861814217933143,5.140639965613873e-11,5.684025124211954e-07,2.2727900478785808e-14,9.627845655520754e-06,1.8218094089482024e-09,6.919351771092935e-16,2.521115887092704e-13,9.10480014347972e-07,2.7248067745795766e-07,0.00031242375090584953,6.140483562815563e-07,6.732549786119633e-14
0.007522484360120037,0.8168996066355396,0.00014133968414583906,1.1782231198585884e-05,2.411028922999331e-05,0.12578784958462666,0.0,0.0,0.00022394493610365104,1.1124187437417787e-05,1.119123472385553,0.08563795414090272,4.216004913421794e-06,9.12791097144205e-13,4.55290501184479e-10,1.3176737133422272e-07,0.0009522281912618514,0.0016255728596891944,6.983326784573876e-06,5.243894064265523e-08,0.009173960835727699,2.5691982946603765e-08,7.469647041523105e-09,0.00024268396959921458,7.912426403805046e-08,0.0038508879985228394,2.9550268931181515e-06,0.019216286222037405,0.003187496969302772,2.8193999170280606e-06,1.2970583246649184e-07,2.183256292618681e-09,5.485507323744605e-07,0.00010637464056409364,3.76,0.0,6.239640246362076e-06,0.1475534730687328,0.39043736809271656,0.0652154701215437,1.365559690954276,0.03791181107098219,1.8809037907908939e-10,8.56137807536486e-14,3.722410836854006e-05,1.6785174662514086e-06,2.936715755009112e-12,5.362709631285193e-12,1.564498547081911e-10,0.0008486948029303822,1.2656356920840695e-12,2.516050809272201e-06,1.9996221309453276e-06,1.2628411953486728e-05,0.00047100154184295573,2.613130447866608e-06,2.6296852999000773e-06,4.441228416052001e-15,2.0647431449362982e-15,7.657845247916278e-10,1.907280843254513e-10,4.6651506852984635e-06,1.4830521261585688e-07,0.0012720140959800769,8.437628919513421e-14,8.589594182215953e-08,5.827203711262182e-05,8.249719459089871e-10,1.2181037152318203e-06,0.011983439416651252,0.004948921676155783,5.542843180878161e-06,1.5165184863043656e-12,4.434241981610931e-09,2.7327793598111793e-08,0.002139449209323365,8.046501340435434e-10,2.0838428626289653e-06,1.4674144482726944e-07,5.335049173139017e-06,0.0006216363182739937,0.016761498254530986,5.727424238933343e-09,3.4579766615066284e-14,6.3667974485815614e-09,3.86318301024534e-07,4.824696583236657e-09,0.00035837032404362185,5.2663379109726145e-09,1.0513678874073699e-10,8.231422585527975e-08,1.5291956731736743e-08,4.7478834272921785e-15,1.8934256775720723e-06,6.551072921778596e-11,1.8475448094263234e-06,5.667500032493392e-14,9.225699312090054e-11,1.350834681549274e-13,5.543249391332286e-13,0.0001919271710429772,0.0001281236543651219,5.120878745139652e-11,5.658833735746873e-07,2.246561823420299e-14,9.670695021604943e-06,1.8253901954387494e-09,6.839499237616216e-16,2.525002925931272e-13,9.029712532338127e-07,2.699865965051034e-07,0.0003135679929661615,6.159275625685434e-07,6.708994819154081e-14
