Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734)
1e-12,0.8515658317110136,3.078271437663759e-16,3.652117155712222e-16,2.354369007983415e-20,8.922965764326802e-26,0.0,0.0,1.2923187621294008e-18,2.4194787273652225e-32,1.8529958945688444e-24,2.671780022554724e-29,2.5513344410728718e-26,3.583407194822601e-36,7.1777648003566e-24,1.6734647158938394e-25,4.062157108190503e-32,2.513287356778188e-17,7.270601633658383e-32,2.830765708209578e-29,1.6182972540642684e-15,9.108147072326185e-26,6.350587675983344e-30,7.834985734102984e-58,1.3604031835032896e-36,2.3803467396297334e-27,2.134339749080867e-30,7.949220893331987e-46,4.0675696894274116e-70,2.2061022446155922e-63,2.1226656018620602e-35,1.2228209939254901e-43,4.4684782448569326e-34,7.222017634408262e-48,3.76,0.0,0.7935299717449339,0.9999947730839418,2.9590704953194294e-31,1.511793350889969e-45,3.6439485903337422e-06,3.4932895972133214e-06,1.5065898593464175e-07,3.591060131597982e-15,5.226916058121576e-06,4.43115412196752e-19,6.862491231922067e-20,7.434375716804378e-35,3.529276257085293e-33,2.5132872101219385e-17,2.3337158609825353e-17,1.907501648229501e-16,1.1836870853000208e-16,2.4140825523803003e-20,7.241620488483281e-24,6.892096983796298e-24,1.1084675023000494e-24,3.1254957812322757e-37
1.3435492742199007e-12,0.8515658317110136,5.555963555335526e-16,4.909169833246229e-16,4.2627316929042276e-20,2.1646371291166886e-25,0.0,0.0,2.332809940852531e-18,7.932890980576958e-32,4.4724620776386195e-24,6.456419517903735e-29,6.157537134423329e-26,8.643449526470692e-36,1.2955112504147816e-23,4.0383620129651883e-25,1.3355126003803912e-31,4.539446721449763e-17,1.7792331646586486e-31,6.828763585740959e-29,2.9212427975822632e-15,2.1971924314142617e-25,1.5440213205023337e-29,6.672630784637174e-57,4.462808252087254e-36,5.744424552594173e-27,6.997148179714569e-30,4.905565490817072e-45,5.843296025531088e-69,1.9087152821079465e-62,6.963333748212276e-35,5.501639667800769e-43,1.470229253650853e-33,4.523981358137202e-47,3.76,0.0,0.7935287198729027,0.9999929803457813,9.719489903118852e-31,9.46311251003939e-45,4.8958206227630185e-06,4.693441538923304e-06,2.0237907086962147e-07,6.481204628767839e-15,7.019654218490259e-06,8.000741793292525e-19,1.2393148076313637e-19,2.437935774972422e-34,1.1601198657916832e-32,4.5394463674987346e-17,4.2113040593724996e-17,3.4428407616231786e-16,2.1364366817772015e-16,4.4067658931824e-20,1.3109535102936624e-23,1.6627332950231396e-23,2.6765990425408144e-24,1.024543950200147e-36
1.7412926846978783e-12,0.85156605395069,9.331080483876179e-16,6.366041034262041e-16,7.185263244779609e-20,4.73263962190835e-25,0.0,0.0,3.9184892221639335e-18,2.2276138202345563e-31,9.723974035673344e-24,1.4056153983519954e-28,1.3386526726771954e-25,1.8778932023117114e-35,2.17577078356144e-23,8.778278430566689e-25,3.7608062414656324e-31,7.63017893401241e-17,3.9271924034626857e-31,1.4838107093171513e-28,4.906892517209258e-15,4.774241844807372e-25,3.3841662291947755e-29,3.839112844184128e-56,1.2538812914180848e-35,1.248731611568366e-26,1.9646051604816675e-29,2.2422175004361357e-44,5.2429497610307345e-68,1.1100575177637138e-61,1.9564118266922275e-34,1.9775492574089545e-42,4.143419560982794e-33,2.065388137667575e-46,3.76,0.0,0.7935272705233013,0.9999909066984501,2.7355370429584367e-30,4.317561863627081e-44,6.345170226174511e-06,6.082937024817359e-06,2.622331795732748e-07,1.0884428433026154e-14,9.09330154962625e-06,1.3442820246862568e-18,2.0827754705276556e-19,6.847029532978962e-34,3.2663287263871915e-32,7.630178164514694e-17,7.071171256469684e-17,5.7821445571136e-16,3.5880899431725296e-16,7.498196319646433e-20,2.2094173173850752e-23,3.613226493592195e-23,5.822185211223704e-24,2.8769150621206098e-36
2.139036095175856e-12,0.8515662761899603,1.4078637179788515e-15,7.824549622896767e-16,1.088059582933851e-19,8.820349620571567e-25,0.0,0.0,5.913087326973813e-18,5.040076830985054e-31,1.802494595541868e-23,2.608940766336148e-28,2.4812039808405477e-25,3.478508345462882e-35,3.282775813597045e-23,1.626852259927634e-24,8.53221342913596e-31,1.1521881060399746e-16,7.386514436910422e-31,2.7488588714987766e-28,7.404602872869254e-15,8.84460119085843e-25,6.322618113343343e-29,1.5217797997528787e-55,2.838480359909983e-35,2.3143303804466922e-26,4.444470163692772e-29,7.425542975881717e-44,2.9836657007740634e-67,4.44461368277741e-61,4.428786984385301e-34,5.415840667475965e-42,9.407267410687248e-33,6.806122044023827e-46,3.76,0.0,0.7935258211763471,0.9999888350787882,6.2041308234141986e-30,1.4219315568343425e-43,7.794517182916837e-06,7.472456361664494e-06,3.220607883835715e-07,1.6421453147767962e-14,1.1164921211153302e-05,2.0291171500823457e-18,3.1445609793576034e-19,1.5494215784922982e-33,7.40914524604572e-32,1.152187963411866e-16,1.0666500641973389e-16,8.724028721779178e-16,5.413682138655174e-16,1.1460258921753742e-19,3.3452764845127197e-23,6.694285466262867e-23,1.0797305821403319e-23,6.509586247799872e-36
2.934522916131811e-12,0.8515667206672837,2.64893489739149e-15,1.0746499505729347e-15,2.0621131437482558e-19,2.3051059055067783e-24,0.0,0.0,1.1129073543341359e-17,1.7950966329807614e-30,4.657997855277892e-23,6.7605582462197105e-28,6.410810424051238e-25,8.975749899198916e-35,6.176617345726805e-23,4.2022442912188244e-24,3.0574758517772168e-30,2.1714690751399213e-16,1.9667044119533557e-30,7.094783568274111e-28,1.3936241662687012e-14,2.2827836149471102e-24,1.6608174910956647e-28,1.5376473640919996e-54,1.012180980875818e-34,5.978540435857601e-26,1.5825317296574213e-28,5.191264416263849e-43,6.304308745629437e-66,4.6549377311954104e-60,1.5792315790629615e-33,2.7084202763635493e-41,3.3767736658477044e-32,4.825315293273106e-45,3.76,0.0,0.7935229224903801,0.9999846979145559,2.222103596224468e-29,1.0063754423269154e-42,1.0693203156413268e-05,1.025156654156182e-05,4.416365530023451e-07,3.089418546445948e-14,1.5302085443169047e-05,3.821148572772069e-18,5.924452761123748e-19,5.520467959507017e-33,2.6540099725948014e-31,2.171468706618819e-16,2.0060250218097059e-16,1.6414462781592315e-15,1.0186029351447845e-15,2.2116876581089994e-19,6.338844931355659e-23,1.7280807823646072e-22,2.7928964069106063e-23,2.3190969886885776e-35
4.525496558043722e-12,0.8515676096170608,6.29611175488381e-15,1.6610273826302026e-15,4.972193347324732e-19,8.671263775814266e-24,0.0,0.0,2.646844087496484e-17,1.0356431872496002e-29,1.7125796310056897e-22,2.499855456665359e-27,2.3561823437735804e-24,3.289841518217599e-34,1.4680790602708413e-22,1.54359526868331e-23,1.7868239314352825e-29,5.178333013195553e-16,7.672210640235288e-30,2.601781290968264e-27,3.314464477808304e-14,8.371358174627704e-24,6.312597087423766e-28,3.808765557020123e-53,5.854488592724804e-34,2.1964831599935425e-25,9.124781629906594e-28,7.750404448769041e-42,4.053060117254728e-64,1.2397386563285062e-58,9.13381284131707e-33,2.583394119531247e-40,1.9807155993944466e-31,7.443524239238886e-44,3.76,0.0,0.7935171251502122,0.999976447831084,1.2975045693151486e-28,1.5465957631021505e-41,1.6490543343588332e-05,1.5810072599512644e-05,6.804705970432632e-07,7.341534079036246e-14,2.3552168914325297e-05,9.09800500451644e-18,1.4118923878551221e-18,3.1872880715543953e-32,1.549710812353347e-30,5.17833165871621e-16,4.7637070694465125e-16,3.901446473680531e-15,2.421079631870361e-15,5.520433332100047e-19,1.5282695644637287e-22,6.339383487274833e-22,1.0288704244582363e-22,1.3388291643621454e-34
6.116470199955632e-12,0.8515684985603448,1.1494375884625987e-14,2.250082081261889e-15,9.206791547971012e-19,2.191041976665027e-23,0.0,0.0,4.8351448345197484e-17,3.427397090105115e-29,4.238230655839291e-22,6.2194795358512834e-27,5.829053624158752e-24,8.118081831641924e-34,2.6801556289267207e-22,3.816767206809398e-23,5.977693134254388e-29,9.484888081191872e-16,2.0001284675166168e-29,6.4233533139788254e-27,6.054703028923012e-14,2.0667431883189522e-23,1.6098553100631301e-27,2.786114823154047e-52,1.9416998441521214e-33,5.432136745053865e-25,3.018300011985781e-27,4.4224644624961997e-41,4.813606463048143e-63,9.341325310048218e-58,3.029175181441335e-32,1.1370483080203534e-39,6.6457680464245695e-31,4.226928569923059e-43,3.76,0.0,0.7935113278523986,0.9999682299690492,4.337733465030423e-28,8.762918216766572e-41,2.2287841184596895e-05,2.1368958966927517e-05,9.188819491938644e-07,1.3400119795050887e-13,3.177003094793955e-05,1.663827756029686e-17,2.5844164631276713e-18,1.0555053490824525e-31,5.1808608747168975e-30,9.484884730190453e-16,8.688921208559155e-16,7.122565558960852e-15,4.420028300523397e-15,1.0559665795024108e-18,2.8303677630326805e-22,1.565593423714441e-21,2.550857325241674e-22,4.4332674022998495e-34
7.707443841867543e-12,0.8515693874971357,1.824098041768144e-14,2.8418467605280667e-15,1.4816083085888178e-18,4.481838223202531e-23,0.0,0.0,7.677863184701751e-17,8.553466831715866e-29,8.500044540442225e-22,1.2537825200168307e-26,1.1686771423082749e-23,1.6235742306734663e-33,4.253244942368058e-22,7.648429545128501e-23,1.5073747031589573e-28,1.510143769722652e-15,4.208170036470569e-29,1.2852493999633957e-26,9.614397538884858e-14,4.135344419510194e-23,3.321472481863663e-27,1.2969952499793199e-51,4.855884035201436e-33,1.0887581765834964e-24,7.5289099287694e-27,1.6811259387164284e-40,3.3953859742238204e-62,4.477667905104641e-57,7.575133038244738e-32,3.5171051119486246e-39,1.6803630420583347e-30,1.5998849985524536e-42,3.76,0.0,0.7935055305969391,0.999960044202586,1.0931233652800751e-27,3.30970423858159e-40,2.808509667974768e-05,2.692822489909095e-05,1.1568713545228262e-06,2.1260835725327211e-13,3.995579740973573e-05,2.6449560212940798e-17,4.11214946108718e-18,2.6358564493384165e-31,1.305590081956683e-29,1.5101430978549473e-15,1.3776433368028819e-15,1.1303087040877973e-14,7.014405069867306e-15,1.7521811412502307e-18,4.556942317148728e-22,3.1335843403974067e-21,5.124927389099107e-22,1.1069722229777936e-33
9.298417483779454e-12,0.8515702764274335,2.6533183307037245e-14,3.436354036843499e-15,2.1850127513360032e-18,8.040343815300277e-23,0.0,0.0,1.1175052664798722e-16,1.7982651237804934e-28,1.4959625362075018e-21,2.2178445930474984e-26,2.0561523343519906e-23,2.849466079766385e-33,6.186701629377201e-22,1.3449777333231274e-22,3.2019021490260604e-28,2.2038232756544017e-15,7.748744435780371e-29,2.256756016610937e-26,1.3993605617659835e-13,7.261200929017869e-23,6.007867754948952e-27,4.632346999877544e-51,1.0230294198041762e-32,1.914978041009226e-24,1.5821036367234076e-26,5.019029951010627e-40,1.742429759004624e-61,1.6504472582141686e-56,1.5958406418762269e-31,8.838186153954628e-39,3.57866193230005e-30,4.785312723642352e-42,3.76,0.0,0.7934997333838332,0.9999518904063239,2.320490591933586e-27,9.87794041031442e-40,3.388230982934944e-05,3.248786965259587e-05,1.394439556790358e-06,3.091935026409505e-13,4.8109593670036616e-05,3.853940335616464e-17,5.997210654360374e-18,5.545257363348585e-31,2.7714993739754357e-29,2.203822093546743e-15,2.002103277076774e-15,1.644129744168084e-14,1.0203167901327275e-14,2.659892341364428e-18,6.725440975320381e-22,5.503948948260477e-21,9.035315116634186e-22,2.328525545979784e-33
1e-11,0.8515711653512389,3.0680210583306575e-14,3.699397752691799e-15,2.5417559430331355e-18,1.0095605074767473e-22,0.0,0.0,1.2925183738860142e-16,2.400952106899368e-28,1.862686365455478e-21,2.767772363486114e-26,2.5598395059700626e-23,3.543610231209934e-33,7.153640147515083e-22,1.6740785724320622e-22,4.29497568220157e-28,2.5519301664423426e-15,9.837351113575458e-29,2.807105245038941e-26,1.6185124571471438e-13,9.031967109055705e-23,7.570490955896523e-27,7.730704079829188e-51,1.3671955010329044e-32,2.3837814983234807e-24,2.111881815199053e-26,7.738171306882714e-40,3.43617814786726e-61,2.800109973641309e-56,2.1326646678616353e-31,1.2689728139574014e-38,4.805931743886485e-30,7.395276310899681e-42,3.76,0.0,0.7934971769606207,0.9999483048963306,3.111776934026373e-27,1.5249289230689526e-39,3.6438733063921535e-05,3.4939664349183154e-05,1.499067997820215e-06,3.5748608068246725e-13,5.1695103662609576e-05,4.459662591482844e-17,6.942553381947894e-18,7.40600007245018e-31,3.716558441646463e-29,2.5519286947398126e-15,2.3141043695960353e-15,1.9010962702690334e-14,1.1797917101904975e-14,3.1323233869275213e-18,7.826793869815621e-22,6.847134057536242e-21,1.1258933933019374e-21,3.1096795872409365e-33
1.0889391125691365e-11,0.8515711653512389,3.6368247445788416e-14,4.033636427669287e-15,3.0358866506390213e-18,1.318865952967341e-22,0.0,0.0,1.5326766736597874e-16,3.365541267572585e-28,2.4082869924519633e-21,3.588574208131053e-26,3.3090579139044757e-23,4.5745030348376446e-33,8.47988147348981e-22,2.163449126401241e-22,6.054412790293773e-28,3.0305471266832967e-15,1.30238590345533e-28,3.624693970386401e-26,1.919238476341972e-13,1.1662583153367185e-22,9.93316500417196e-27,1.373282775680856e-50,1.918676477313872e-32,3.080994974866777e-24,2.9595502122434277e-26,1.2700719677843683e-39,7.049553158317534e-61,5.054488804287227e-56,2.9928312075658067e-31,1.9307710263189984e-38,6.784103972286189e-30,1.217308665359151e-41,3.76,0.0,0.793493936213081,0.9999437684553933,4.385013118191778e-27,2.5072807543507073e-39,3.967948063371091e-05,3.804789248537563e-05,1.631587298416144e-06,4.2371340356980816e-13,5.623154459878007e-05,5.2915313552907686e-17,8.24170655912106e-18,1.0385222654490742e-30,5.237207664369144e-29,3.0305452242098564e-15,2.74175321308944e-15,2.2535486372842314e-14,1.398527663390179e-14,3.7982673692400785e-18,9.353996847760116e-22,8.842945163074219e-21,1.4570806122077489e-21,4.36027249220328e-33
1.4071338409515186e-11,0.8515729431793706,6.065603419660882e-14,5.236656161070195e-15,5.199964393184045e-18,2.964237265950803e-22,0.0,0.0,2.5593982195849147e-16,9.323554167992688e-28,5.220388701544698e-21,7.857663013946864e-26,7.168427960568373e-23,9.861319314379593e-33,1.4142839179270567e-21,4.682026397598885e-22,1.712180687977546e-27,5.087182456807802e-15,3.0593293777107524e-28,7.821231779657149e-26,3.204888572476128e-13,2.5165042647608285e-22,2.266276217658184e-26,8.455908904133333e-50,5.33799822786902e-32,6.67095033360797e-24,8.190742434808823e-26,5.868562705622737e-39,7.672821617922871e-60,3.364994510971988e-55,8.325598462821768e-31,6.96075077271436e-38,1.928170040356199e-29,5.71725824815701e-41,3.76,0.0,0.7934823419986353,0.9999276195923789,1.2385345376097361e-26,1.1719242202165215e-38,5.127369520794795e-05,4.916906942677533e-05,2.1046243631385993e-06,7.063849505052696e-13,7.238040760857616e-05,8.855515755141272e-17,1.3817369256213506e-17,2.881010064581565e-30,1.4791445896749848e-28,5.087178335235214e-15,4.564559099758832e-15,3.758497275029659e-14,2.332537995797384e-14,6.8434991274102324e-18,1.6067013080868727e-21,1.909288112943082e-20,3.1693445150243722e-21,1.2092085110112204e-32
1.7253285693339007e-11,0.8515747209815314,9.108254105404287e-14,6.451164161037855e-15,8.013563438617334e-18,5.683740427479635e-22,0.0,0.0,3.8479935969226406e-16,2.1015287509945346e-27,9.667418531440847e-21,1.469819426757961e-25,1.3266528648424069e-22,1.816094281994329e-32,2.1236987057965968e-21,8.656365784330726e-22,3.938077687625759e-27,7.688104756829352e-15,6.100546804797675e-28,1.4417631531634121e-25,4.818435820795801e-13,4.638905383213648e-22,4.4069495219573764e-26,3.54562107138908e-49,1.2082973326763231e-31,1.2340240455203882e-23,1.8443655589329245e-25,1.9841799902363541e-38,4.769684003663129e-59,1.4946015184491415e-54,1.8843710076736156e-30,1.947740959842066e-37,4.4562131841224736e-29,1.9604961529019e-40,3.76,0.0,0.7934707479535997,0.999911596624385,2.8452580152403285e-26,4.001592146676276e-38,6.28677404049287e-05,6.029174981314158e-05,2.575988461661318e-06,1.0602788365737396e-12,8.840337559685426e-05,1.3342828829397814e-16,2.085574044540054e-17,6.502890926869941e-30,3.3976583189932604e-28,7.688097128647717e-15,6.841957140846139e-15,5.6437923871863864e-14,3.502643071141123e-14,1.1040464031027381e-17,2.4854524462174214e-21,3.521774305199e-20,5.889235398594085e-21,2.7283777484669493e-32
2.043523297716283e-11,0.8515764987577216,1.2762604576900002e-13,7.677417089766972e-15,1.1516221893951424e-17,9.810062747567902e-22,0.0,0.0,5.39850534334623e-16,4.131377856135808e-27,1.6137138007484156e-20,2.4781040811036043e-25,2.213096311253966e-22,3.0147721534658594e-32,2.9757212192461724e-21,1.4426091104538439e-21,7.896414977371842e-27,1.0841287154864007e-14,1.090418880761688e-27,2.3956712181578513e-25,6.759925824714203e-13,7.708109203772934e-22,7.707380875793814e-26,1.1681613663070602e-48,2.3853918386411045e-31,2.0577607128627947e-23,3.6222378511203007e-25,5.46234032384156e-38,2.1808316281538685e-58,5.1710728423264243e-54,3.719692463857979e-30,4.602349387409876e-37,8.976546175118934e-29,5.472471840026464e-40,3.76,0.0,0.7934591540779717,0.9998956985700257,5.69857165668217e-26,1.1125694536189735e-37,7.446161622712308e-05,7.14159277553185e-05,3.0456854859614757e-06,1.4850522392991317e-12,0.00010430142994951087,1.8759322419700305e-16,2.937322580904475e-17,1.2801966892885903e-29,6.803964924210385e-28,1.0841274428961533e-14,9.56987990103705e-15,7.908076581622902e-14,4.9080173968100703e-14,1.6541153454675168e-17,3.588579719155573e-21,5.855528164548597e-20,9.863798366687334e-21,5.369085555005201e-32
2.3617180260986652e-11,0.8515782765079412,1.7026490222959206e-13,8.91567010153826e-15,1.5747297394323817e-17,1.5708590966092557e-21,0.0,0.0,7.210975894528688e-16,7.367291664023401e-27,2.5023823337646282e-20,3.88108574508675e-25,3.429702592298506e-22,4.649347465085896e-32,3.969841946275562e-21,2.233456956233618e-21,1.4356626261863038e-26,1.455462268502519e-14,1.8016278222420742e-27,3.6981344151517257e-25,9.029404015323103e-13,1.1898778013443292e-21,1.2495759751859784e-25,3.255855658686424e-48,4.271556254875827e-31,3.187905493399894e-23,6.4529789808390905e-25,1.3010868776412652e-37,8.078204326385484e-58,1.5081743333571371e-53,6.660199400638094e-30,9.639075325689017e-37,1.6392599412865878e-28,1.321757736363089e-39,3.76,0.0,0.7934475603717489,0.9998799244555318,1.034916026401599e-25,2.6768971539052417e-37,8.605532267700102e-05,8.254159738480915e-05,3.513721307356017e-06,1.9803636538813046e-12,0.00012007554443565942,2.5110782112554945e-16,3.938603822610698e-17,2.2861470040786473e-29,1.2354428263511849e-27,1.455460296220202e-14,1.2744295605896209e-14,1.0549997227298483e-13,6.547838373902505e-14,2.349697248721699e-17,4.934066598095373e-21,9.044657354521356e-20,1.5347046844704004e-20,9.5837780606717e-32
2.9981074828634294e-11,0.8515818319304717,2.7374246443400856e-13,1.1429189543013571e-14,2.6551236246802772e-17,3.444601711387683e-21,0.0,0.0,1.1621962641655182e-15,1.912957902001027e-26,5.1657291795856704e-20,8.170219421539411e-25,7.071305057011407e-22,9.493662673044996e-32,6.382348840428599e-21,4.595961938311577e-21,3.87303989324539e-26,2.3692931037962303e-14,4.1684746094483976e-27,7.565900265253328e-25,1.455250582432063e-12,2.434323328557431e-21,2.803308941348833e-25,1.8655322947585603e-47,1.1184980729560992e-30,6.569618082782541e-23,1.672179839628358e-24,5.554531158435824e-37,8.004937519634211e-57,9.54660606893497e-53,1.743568266196192e-29,3.307173469402748e-36,4.45972388813096e-28,5.821321684109091e-39,3.76,0.0,0.7934243734675084,0.9998487441886651,2.7859378023844103e-25,1.1694465373066535e-36,0.0001092422274696871,0.00010479738833444341,4.444832723989799e-06,3.181241048749144e-12,0.00015125581128369798,4.064141639950996e-16,6.396154786212365e-17,5.953457595609146e-29,3.324118609465339e-27,2.369289036927671e-14,2.041665453952561e-14,1.696136101646682e-13,1.0527544271938902e-13,4.2376709170691033e-17,8.429304745381004e-21,1.8527105283941443e-19,3.18901435305357e-20,2.493177368107485e-31
3.634496939628194e-11,0.8515853872491255,4.013435740023262e-13,1.3993733933014249e-14,4.073666499720733e-17,6.546815162177023e-21,0.0,0.0,1.7081291269851974e-15,4.131639067505342e-26,9.285031644510485e-20,1.497012842473206e-24,1.2694814893325835e-21,1.6881470549759102e-31,9.357178711070474e-21,8.235180497305984e-21,8.675707722308144e-26,3.5164598411632603e-14,8.281290745540006e-27,1.3479460310822956e-24,2.138810126707855e-12,4.3369862164667625e-21,5.438355090054037e-25,7.497502854061885e-47,2.43571366326166e-30,1.1791281010096804e-22,3.6043876972966276e-24,1.7805226071273103e-36,4.7267469008483255e-56,4.124083064858172e-52,3.79603196156991e-29,8.980720750815897e-36,1.0067012311523787e-27,1.9188277172496646e-38,3.76,0.0,0.7934011872408588,0.9998180481839835,6.228161815588473e-25,3.827854633411836e-36,0.00013242845480274616,0.0001270590761252079,5.369369270932922e-06,4.660205200766643e-12,0.00018195181594259639,5.997971465587869e-16,9.470818467448808e-17,1.2896239144859049e-28,7.42682923584584e-27,3.516452539297122e-14,2.982748247852749e-14,2.486715745779466e-13,1.5435237562442976e-13,6.887926548996238e-17,1.3136054194516138e-20,3.304850106458329e-19,5.768858592323333e-20,5.3942809418512465e-31
4.9072758531577223e-11,0.8515924975748156,7.282358298290859e-13,1.9283826679929498e-14,8.048305180229785e-17,1.8121732856611712e-20,0.0,0.0,3.1146315593655783e-15,1.3735412256638476e-25,2.325447334675917e-19,3.892107991769517e-24,3.1719697129553494e-21,4.139741134246328e-31,1.697778514252312e-20,2.050021154586385e-20,3.094952858947194e-25,6.53481558436791e-14,2.4550703574942345e-26,3.3181973954348934e-24,3.899819953021703e-12,1.067611505914088e-20,1.560429235868337e-24,7.180809928035531e-46,8.232084726902568e-30,2.9469368939066154e-22,1.1933597298316715e-23,1.1308196989441836e-35,9.163318756772426e-55,4.57087672993258e-51,1.2823163802427883e-28,4.3756134339523637e-35,3.6416321543075625e-27,1.2933905928020635e-37,3.76,0.0,0.7933548168202535,0.9997580789901195,2.2136111128180986e-24,2.5439750673163513e-35,0.00017879887716902034,0.00017159995771331735,7.198902362588472e-06,8.441674434593788e-12,0.0002419210097480588,1.1025418297117635e-15,1.7520380331679513e-16,4.313930385649234e-28,2.635368288362884e-26,6.534797335861488e-14,5.374108067394355e-14,4.511951888106013e-13,2.800872189838156e-13,1.4950512417799294e-16,2.692689691115555e-20,8.155087750376358e-19,1.4627394734646832e-19,1.799067215829681e-30
5.948733259384655e-11,0.8515983153235982,1.0660489946944883e-12,2.378113013904919e-14,1.256858899720855e-16,3.5187620732372305e-20,0.0,0.0,4.5777387590979395e-15,2.9668822459443297e-25,4.2000475821960016e-19,7.240219210680577e-24,5.718329594600911e-21,7.351880211414076e-31,2.4852494797718854e-20,3.684806120315382e-20,7.043782184355145e-25,9.74955295258875e-14,4.974050160484901e-26,5.9113685787538225e-24,5.7316228150042685e-12,1.9019326203592293e-20,3.1077698647528063e-24,2.8756154468729695e-45,1.8009437807715366e-29,5.316988942693057e-22,2.5693412784194973e-23,3.6074037042536754e-35,5.18985117893182e-54,1.9533852532926852e-50,2.8041739867145206e-28,1.2037268766632748e-34,8.367627371963974e-27,4.281039054992458e-37,3.76,0.0,0.7933168760188689,0.9997103864499886,5.024783734326828e-24,8.34971208964169e-35,0.0002167396803854864,0.00020806289969139296,8.676755641953655e-06,1.2340530274991031e-11,0.00028961354981816775,1.6308958529567267e-15,2.6046074809860255e-16,9.3649921347065e-28,5.973294685355992e-26,9.749520049326523e-14,7.822058661436546e-14,6.60473367788079e-13,4.100325123817168e-13,2.482778470635256e-16,4.3514557441970335e-20,1.4556459758767243e-18,2.6674843776123573e-19,3.894790279055905e-30
6.990190665611588e-11,0.8516041327942199,1.466379776990088e-12,2.8439246684153157e-14,1.8371143471376181e-16,6.177912951005422e-20,0.0,0.0,6.322022156973424e-15,5.658286092639883e-25,6.907078433659267e-19,1.2252671011226506e-23,9.38696680806898e-21,1.1892371041780091e-30,3.4184011541939397e-20,6.0314411249572e-20,1.4110900791995946e-24,1.3661375665919266e-13,9.035183227934005e-26,9.592136790065355e-24,7.915370395677506e-12,3.086158893918709e-20,5.581841541609844e-24,9.399617374587415e-45,3.477489280551076e-29,8.740046265464522e-22,4.88433979325253e-23,9.580905371967444e-35,2.3470192845077947e-53,6.731080264852144e-50,5.41231051325246e-28,2.826457510619401e-34,1.6905387937202914e-26,1.1770770378086748e-36,3.76,0.0,0.7932789370319385,0.999663900092435,1.0042355060534744e-23,2.278128736140617e-34,0.0002546786694997187,0.00024454106798676637,1.0137567011811851e-05,1.6951280286134895e-11,0.00033609990729943466,2.266458690077543e-15,3.637060139894299e-16,1.7951584084263568e-27,1.191818441387253e-25,1.3661321644735788e-13,1.0698336754931564e-13,9.08469423902396e-13,5.64036891905531e-13,3.8203748465131554e-16,6.598004186220771e-20,2.366519498996038e-18,4.427579753532553e-19,7.442546735829878e-30
8.03164807183852e-11,0.8516099499866939,1.9285067917828286e-12,3.3266399915771943e-14,2.5585208504673826e-16,1.0077441005540882e-19,0.0,0.0,8.347625276773487e-15,9.864502566045094e-25,1.061560617104552e-18,1.936248658615518e-23,1.4401703610475554e-20,1.7984364833140673e-30,4.495534911498484e-20,9.227681979682779e-20,2.5770802043358955e-24,1.829418301163012e-13,1.5153455853607356e-25,1.4551107421684674e-23,1.0451213481745354e-11,4.681602856045625e-20,9.295543531602697e-24,2.629204701935838e-44,6.136152422913168e-29,1.3434414630675996e-21,8.487944396888265e-23,2.225369979908078e-34,8.707238809237604e-53,1.9717624243694543e-49,9.545938396537851e-28,5.914540147546965e-34,3.110797722006628e-26,2.8246373617962015e-36,3.76,0.0,0.7932409998593756,0.9996185894136701,1.8300711943496224e-23,5.428672725659895e-34,0.00029261584459831807,0.0002810342670326115,1.1581532137215868e-05,2.2262600314950098e-11,0.00038141058598018966,3.010948183277958e-15,4.854176750280848e-16,3.145823928551084e-27,2.1680005559235975e-25,1.8294100118338983e-13,1.3990498112623142e-13,1.194732591478217e-12,7.418262171679777e-13,5.558050721589565e-16,9.547423107220902e-20,3.596695600476617e-18,6.865760796306181e-19,1.2997169321902121e-29
