Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734)
3.13813471317339e-06,0.9736200009472846,2.3859287282632844e-06,1.7954096732358322e-06,7.822873426464904e-07,1.2632048946231781e-05,0.0,0.0,2.0995084311150522e-06,1.5349849716774536e-08,5.0833953504528954e-05,1.2014747539398034e-06,9.394175561409455e-08,9.072997780135883e-17,1.969906357531244e-11,3.1172648695126603e-07,1.639460357977344e-06,6.983926580009737e-05,3.29555993640754e-08,2.803652421488494e-10,0.002402164793644589,2.5619039085110326e-08,1.2012748113531274e-08,2.069072139253968e-12,4.2541388721527466e-11,9.6762657721452e-06,8.147848357679646e-10,3.8236944835920056e-11,1.8179733780842539e-12,4.75946183776264e-14,3.941548647416867e-12,2.0522240013696996e-14,3.9257158961172904e-10,8.814884371539738e-12,3.76,0.0,1.2731307922953587e-06,0.9977635702978399,9.637176954338265e-06,6.192702670157529e-08,0.7959633966876839,0.7909997961402596,7.858587127972895e-07,2.7071207665467596e-09,0.0021274494382588285,7.947707809360195e-07,1.091512421623902e-09,4.829264463590905e-13,4.545648951490654e-11,5.730921355927481e-05,3.126013165849633e-09,1.7461724691422864e-06,1.8815132991670035e-06,1.0524781375610317e-05,2.8378708736642618e-05,2.709469014228572e-08,3.721330619370238e-08,8.841359796592288e-14
3.1512555258433667e-06,0.9736217412604313,2.3985539501153136e-06,1.8050987063339547e-06,7.869016956006188e-07,1.2749242229970556e-05,0.0,0.0,2.111476502070648e-06,1.5456818955747296e-08,5.132501292346087e-05,1.2132545330588413e-06,9.43996882315987e-08,9.225913020176019e-17,1.9924668612487262e-11,3.1348099604737766e-07,1.6552728799415684e-06,7.014789970321571e-05,3.333589075775431e-08,2.831530221460561e-10,0.0024129799470263623,2.5737085199001826e-08,1.208055899101811e-08,2.1097346581354195e-12,4.295386464029859e-11,9.766980903239563e-06,8.194909822470657e-10,3.897918910216753e-11,1.860723209892578e-12,4.852272168818051e-14,3.977096857083795e-12,2.0713950001213653e-14,3.9489267135989953e-10,8.902213461115766e-12,3.76,0.0,1.2475346054062186e-06,0.9977629074675373,9.73237589988997e-06,6.279261131804769e-08,0.7959744895875333,0.7909881588051024,7.858427502110331e-07,2.7070804071254494e-09,0.002127448025118166,7.983550246821942e-07,1.0922442582056137e-09,4.857612447682979e-13,4.57238928165479e-11,5.7522071941759966e-05,3.1259595117714424e-09,1.7555755800539955e-06,1.8916744279573608e-06,1.058836319483112e-05,2.8674430282067233e-05,2.7232602924221824e-08,3.740789886618438e-08,8.927868361879749e-14
3.1643763385133435e-06,0.9736234817176832,2.411207091291193e-06,1.8148103140492172e-06,7.915289463249889e-07,1.2867047346509477e-05,0.0,0.0,2.1234658184908026e-06,1.5564025530921797e-08,5.181864761524471e-05,1.2251005047098361e-06,9.485772940531813e-08,9.380818173644613e-17,2.0151931215139618e-11,3.152396250770934e-07,1.6711729202006905e-06,7.045650602550858e-05,3.371889047043449e-08,2.859579514339531e-10,0.0024237949262394497,2.5855130005515356e-08,1.2148528724405951e-08,2.151028945244384e-12,4.336864843281747e-11,9.85818320609238e-06,8.242098688968885e-10,3.973279391032258e-11,1.904291134995252e-12,4.9465024103234916e-14,4.0128615106238215e-12,2.0906705396126077e-14,3.9722014750938326e-10,8.990048807218235e-12,3.76,0.0,1.22343495354227e-06,0.9977622427921261,9.82813362640221e-06,6.366652247380709e-08,0.7959855819144052,0.79097651736393,7.858270409517927e-07,2.7070400648662403e-09,0.002127446608043646,8.019395816283193e-07,1.0929776364763774e-09,4.886037080559678e-13,4.599203648261185e-11,5.7734681288505056e-05,3.12590583546951e-09,1.7650012668072543e-06,1.9018595738081789e-06,1.065208452452114e-05,2.8971899388225544e-05,2.7370816775416833e-08,3.7602916147691936e-08,9.014860952823645e-14
3.1774971511833204e-06,0.973625222333006,2.4238882806409236e-06,1.824544598889593e-06,7.961691446578729e-07,1.2985465549282127e-05,0.0,0.0,2.1354763648478304e-06,1.56714689754697e-08,5.231486119432722e-05,1.2370128245026822e-06,9.531587960365501e-08,9.53773306107336e-17,2.0380858603107785e-11,3.1700239308791767e-07,1.6871606822633282e-06,7.076508484969679e-05,3.4104608082973323e-08,2.8878009246455284e-10,0.002434609731151307,2.5973173504639224e-08,1.2216658050868191e-08,2.192962439483618e-12,4.378574568420092e-11,9.949873803956552e-06,8.289415478626436e-10,4.049789061671359e-11,1.94868937891114e-12,5.0421688266810385e-14,4.048843606657887e-12,2.1100508921038983e-14,3.9955404303939284e-10,9.078391747005653e-12,3.76,0.0,1.2007443310733967e-06,0.9977615762670001,9.924451679137738e-06,6.454880611513522e-08,0.7959966737562115,0.7909648718976914,7.85811570048956e-07,2.706999738221277e-09,0.0021274451870254476,8.055244526986955e-07,1.093712563607284e-09,4.914538643562845e-13,4.626092337171275e-11,5.794704338037472e-05,3.125852137205363e-09,1.7744496293130804e-06,1.9120688446022145e-06,1.0715946007094962e-05,2.927111958484161e-05,2.7509333090524643e-08,3.7798360005006495e-08,9.102338688621896e-14
3.1906179638532972e-06,0.9736269631195845,2.4365976471905885e-06,1.8343016635027494e-06,8.008223405393175e-07,1.310449809754181e-05,0.0,0.0,2.147508125829726e-06,1.5779148828622573e-08,5.281365729961409e-05,1.2489916487652312e-06,9.57741392974147e-08,9.696677671349876e-17,2.061145803740762e-11,3.1876931915156813e-07,1.7032363705495593e-06,7.107363625884332e-05,3.4493053221770686e-08,2.916195079958557e-10,0.002445424361630281,2.6091215696367942e-08,1.22849477085084e-08,2.2355426446097917e-12,4.420516200477337e-11,1.0042053825208472e-05,8.336860714251298e-10,4.1274611700430185e-11,1.993930302919433e-12,5.139287818089802e-14,4.085044149489925e-12,2.129536331141884e-14,4.0189438297918767e-10,9.1672436231623e-12,3.76,0.0,1.1793803490042373e-06,0.9977609078875344,1.0021331609338128e-05,6.54395082948523e-08,0.796007765195759,0.7909532224821877,7.857963234068614e-07,2.706959425731797e-09,0.00212744376205371,8.091096388222418e-07,1.0944490467721508e-09,4.943117418614536e-13,4.653055634799312e-11,5.815915999706405e-05,3.1257984172226006e-09,1.7839207676173128e-06,1.9223023483610747e-06,1.0779948287260177e-05,2.957209441914221e-05,2.7648153265910614e-08,3.7994232407334906e-08,9.190302693641268e-14
3.203738776523274e-06,0.9736287040898685,2.4493353201434884e-06,1.8440816106770216e-06,8.054885840114958e-07,1.3224146256368916e-05,0.0,0.0,2.1595610863399276e-06,1.5887064635596264e-08,5.331503959453541e-05,1.2610371345442122e-06,9.623250895980395e-08,9.857672163192631e-17,2.08437368204615e-11,3.205404223642423e-07,1.719400190392192e-06,7.1382160336352e-05,3.488423555901316e-08,2.9447626109245933e-10,0.002456238817545542,2.6209256580701803e-08,1.2353398436370683e-08,2.278777129689441e-12,4.462690303010614e-11,1.0134724403354427e-05,8.384434920013658e-10,4.206309077113876e-11,2.0400264051489732e-12,5.237875921465696e-14,4.1214641491453646e-12,2.1491271315624536e-14,4.0424119240832205e-10,9.25660578390846e-12,3.76,0.0,1.1592654357939737e-06,0.9977602376490833,1.011877497423528e-05,6.633867517279327e-08,0.7960188563110481,0.7909415691883723,7.857812877536379e-07,2.7069191260229115e-09,0.002127442333118531,8.126951409324813e-07,1.095187093147959e-09,4.971773688219839e-13,4.68009382811519e-11,5.8371032917108926e-05,3.1257446757479394e-09,1.7934147819021244e-06,1.9325601932468714e-06,1.0844092011979279e-05,2.9874827455917166e-05,2.7787278699669697e-08,3.8190535326334407e-08,9.278754097423961e-14
3.216859589193251e-06,0.9736304452556167,2.4621014288813134e-06,1.853884543342412e-06,8.101679252190748e-07,1.3344411296678395e-05,0.0,0.0,2.1716352314970996e-06,1.599521594751676e-08,5.3819011767110006e-05,1.2731494396061683e-06,9.669098906642977e-08,1.0020736866637422e-16,2.1077702296327158e-11,3.223157218468815e-07,1.7356523480380524e-06,7.16906571659663e-05,3.527816481291576e-08,2.9735041512617704e-10,0.0024670530987670014,2.6327296157646556e-08,1.242201097445005e-08,2.3226735295580684e-12,4.505097442105718e-11,1.0227886677037015e-05,8.432138621452237e-10,4.286346257695239e-11,2.08699032167475e-12,5.337949811367588e-14,4.158104621409854e-12,2.1688235694938037e-14,4.0659449645689585e-10,9.346479583010758e-12,3.76,0.0,1.140326555669801e-06,0.9977595655469824,1.0216783337063058e-05,6.724635301628432e-08,0.7960299471755543,0.7909299120826314,7.857664505930317e-07,2.7068788377986956e-09,0.002127440900209964,8.162809599675281e-07,1.0959267099152702e-09,5.000507735469746e-13,4.707207204647313e-11,5.858266391789634e-05,3.1256909129921814e-09,1.802931772487522e-06,1.9428424875638782e-06,1.0908377830432971e-05,3.017932227757862e-05,2.7926710791644466e-08,3.838727073613732e-08,9.367694034694267e-14
3.2299804018632277e-06,0.9736321866279365,2.4748961029653345e-06,1.863710564571588e-06,8.148604144095925e-07,1.3465294495227276e-05,0.0,0.0,2.183730546634902e-06,1.6103602321347428e-08,5.432557753000894e-05,1.2853287224383974e-06,9.714958009529865e-08,1.0185892284535565e-16,2.1313361850926205e-11,3.240952367454354e-07,1.7519930506492723e-06,7.199912683176811e-05,3.567485074796149e-08,3.0024203377666125e-10,0.002477867205165252,2.6445334427213065e-08,1.2490786063702662e-08,2.3672395452823976e-12,4.5477381863811125e-11,1.0321541790041679e-05,8.479972345480618e-10,4.367586301235514e-11,2.1348348276216052e-12,5.439526300929908e-14,4.1949665878681934e-12,2.188625922359531e-14,4.0895432030580793e-10,9.436866379792521e-12,3.76,0.0,1.1224949434111939e-06,0.9977588915765471,1.0315358267068907e-05,6.816258820062059e-08,0.7960410378584939,0.7909182512270505,7.857518001590553e-07,2.7068385598375636e-09,0.002127439463318022,8.198670968700753e-07,1.0966679042586243e-09,5.02931984404404e-13,4.734396052485481e-11,5.879405477567494e-05,3.125637129151146e-09,1.8124718398328304e-06,1.9531493397601523e-06,1.0972806393984774e-05,3.0485582484219204e-05,2.80664509434432e-08,3.858444061337597e-08,9.457123645365287e-14
3.2431012145332046e-06,0.9736339282173225,2.487719472137602e-06,1.8735597775809105e-06,8.195661019338481e-07,1.3586797134622275e-05,0.0,0.0,2.1958470173017745e-06,1.621222331981773e-08,5.483474062061783e-05,1.2975751422499051e-06,9.760828252681639e-08,1.0353159094063864e-16,2.1550722912272665e-11,3.2587898623112266e-07,1.7684225063045973e-06,7.230756941817683e-05,3.6074303175138365e-08,3.031511810320366e-10,0.002488681136611501,2.6563371389417022e-08,1.2559724446056091e-08,2.4124829446258168e-12,4.590613106991977e-11,1.0415690891303258e-05,8.527936620393559e-10,4.450042912618142e-11,2.1835728382752013e-12,5.542622342801704e-14,4.232051075943482e-12,2.208534468881732e-14,4.113206891870122e-10,9.527767539144281e-12,3.76,0.0,1.1057058546418832e-06,0.9977582157330736,1.0414501339525614e-05,6.908742720954424e-08,0.7960521284250728,0.7909065866796632,7.857373253732846e-07,2.7067982909879194e-09,0.002127438022432676,8.234535525873837e-07,1.0974106833669177e-09,5.058210298214203e-13,4.761660660283809e-11,5.9005207265565545e-05,3.125583324406521e-09,1.8220350845381682e-06,1.963480858429157e-06,1.1037378356146927e-05,3.0793611693669216e-05,2.820650055845781e-08,3.87820469372074e-08,9.547044074545725e-14
3.2562220272031814e-06,0.9736356700336934,2.5005716663221814e-06,1.883432285731463e-06,8.242850382463044e-07,1.3708920503327467e-05,0.0,0.0,2.2079846292607213e-06,1.6321078511353214e-08,5.534650480109848e-05,1.3098888589723703e-06,9.806709684378784e-08,1.052255814824645e-16,2.1789792950701247e-11,3.2766698950069267e-07,1.7849409240007006e-06,7.261598500994828e-05,3.647653195217439e-08,3.0607792118953874e-10,0.0024994948929775093,2.668140704427863e-08,1.2628826864419459e-08,2.4584115625170274e-12,4.633722777634283e-11,1.0510335134912652e-05,8.576031975873317e-10,4.5337299129650364e-11,2.2332174102003092e-12,5.647255030092226e-14,4.269359118936467e-12,2.2285494890841125e-14,4.136936283837764e-10,9.619184431534289e-12,3.76,0.0,1.0898983307227792e-06,0.9977575380118379,1.0514214135743073e-05,7.002091663572363e-08,0.7960632189367227,0.7908949184946865,7.857230158046525e-07,2.706758030164058e-09,0.0021274365775438564,8.270403280712723e-07,1.0981550544337678e-09,5.087179382846358e-13,4.789001317263683e-11,5.921612316157192e-05,3.1255294989266843e-09,1.8316216073459042e-06,1.973837152311356e-06,1.1102094372547544e-05,3.110341354155286e-05,2.834686104188166e-08,3.8980091689337946e-08,9.637456472546762e-14
3.2693428398731582e-06,0.9736374120864243,2.5134528156263938e-06,1.893328192530098e-06,8.290172739054987e-07,1.3831665895672042e-05,0.0,0.0,2.220143368489095e-06,1.643016747000699e-08,5.586087385844948e-05,1.322270033261111e-06,9.85260235314175e-08,1.0694110477488607e-16,2.2030579479095633e-11,3.2945926577668476e-07,1.8015485136535062e-06,7.292437369217391e-05,3.688154698377031e-08,3.0902231885616134e-10,0.002510308474135534,2.6799441391822372e-08,1.2698094062693583e-08,2.5050333015219006e-12,4.677067774548902e-11,1.0605475680123506e-05,8.624258942995975e-10,4.618661240445595e-11,2.283781742366458e-12,5.75344159732304e-14,4.306891756065138e-12,2.2486712642951238e-14,4.160731632309433e-10,9.711118433019149e-12,3.76,0.0,1.0750149773920893e-06,0.9977568584080966,1.0614498243080132e-05,7.096310318123312e-08,0.7960743094513205,0.7908832467227431,7.857088616315976e-07,2.706717776342301e-09,0.0021274351286414504,8.306274242781093e-07,1.0989010246578565e-09,5.116227383404247e-13,4.8164183132167373e-11,5.9426804236591585e-05,3.1254756528674717e-09,1.8412315091421092e-06,1.984218330295807e-06,1.1166955100898968e-05,3.141499168134346e-05,2.8487533800727532e-08,3.917857685404806e-08,9.728361994888975e-14
3.282463652543135e-06,0.9736391543843809,2.52636305034208e-06,1.9032476016304928e-06,8.337628595744658e-07,1.3955034611858102e-05,0.0,0.0,2.2323232211783873e-06,1.6539489775392393e-08,5.637785160456605e-05,1.3347188264960714e-06,9.898506307731025e-08,1.0867837291122705e-16,2.2273090053116703e-11,3.3125583430768635e-07,1.818245486099528e-06,7.323273555028006e-05,3.7289358221830225e-08,3.1198443894930957e-10,0.0025211218799582762,2.691747443207676e-08,1.2767526785781043e-08,2.552356132318585e-12,4.720648676525752e-11,1.0701113691359007e-05,8.672618054237749e-10,4.7048509510912804e-11,2.3352791772810055e-12,5.86119942138672e-14,4.344650032504511e-12,2.2689000771510988e-14,4.1845931911519374e-10,9.803570925254505e-12,3.76,0.0,1.0610017563488064e-06,0.9977561769170864,1.0715355254956512e-05,7.191403365803366e-08,0.7960854000233993,0.7908715714110693,7.856948536064217e-07,2.7066775285573734e-09,0.0021274336757153003,8.342148421688028e-07,1.0996486012432647e-09,5.1453545859522e-13,4.8439119385078475e-11,5.963725226242661e-05,3.125421786372898e-09,1.850864890957992e-06,1.9946245014217286e-06,1.1231961200967312e-05,3.1728349784417805e-05,2.8628520243845374e-08,3.9377504418216864e-08,9.819761802309335e-14
3.295584465213112e-06,0.9736408969359469,2.5393025009468763e-06,1.9131906168342203e-06,8.385218460211689e-07,1.4079027957968594e-05,0.0,0.0,2.244524173734025e-06,1.664904501261701e-08,5.6897441876299014e-05,1.3472354007828087e-06,9.944421597147228e-08,1.1043759978966257e-16,2.2517332271430724e-11,3.3305671436859066e-07,1.8350320530972164e-06,7.354107067002718e-05,3.7699975665690375e-08,3.149643466974611e-10,0.00253193511031883,2.7035506165074128e-08,1.2837125779596238e-08,2.6003880941758755e-12,4.76446606490799e-11,1.0797250338218698e-05,8.721109843481332e-10,4.7923132196158347e-11,2.387723202129671e-12,5.970546022512206e-14,4.382634999426657e-12,2.2892362115994153e-14,4.2085212147531217e-10,9.896543295505812e-12,3.76,0.0,1.0478077890227449e-06,0.9977554935340246,1.0816786770864771e-05,7.287375498845401e-08,0.7960964907043427,0.7908598926037106,7.856809830217332e-07,2.7066372858989756e-09,0.0021274322187552117,8.378025827087959e-07,1.1003977913997856e-09,5.174561277158154e-13,4.87148248407816e-11,5.984746900979474e-05,3.125367899575838e-09,1.8605218539713268e-06,2.0050557748800676e-06,1.1297113334543153e-05,3.204349154010968e-05,2.8769821781939975e-08,3.957687637134665e-08,9.91165706076828e-14
3.3087052778830888e-06,0.9736426397490544,2.5522712981055123e-06,1.923157342091828e-06,8.432942841189421e-07,1.4203647245975225e-05,0.0,0.0,2.2567462127751637e-06,1.675883277221798e-08,5.7419648535512986e-05,1.3598199189534952e-06,9.990348270631268e-08,1.1221900112892317e-16,2.2763313775937627e-11,3.348619252608527e-07,1.8519084273283144e-06,7.38493791375092e-05,3.8113409362345667e-08,3.179621076408335e-10,0.0025427481650906335,2.7153536590850407e-08,1.2906891791075346e-08,2.6491372954348506e-12,4.8085205235962165e-11,1.08938867954854e-05,8.7697348460222e-10,4.881062340241129e-11,2.4411274499245956e-12,6.081499065236758e-14,4.420847714040929e-12,2.3096799529016673e-14,4.232515958024546e-10,9.990036936659177e-12,3.76,0.0,1.0353851718185432e-06,0.9977548082541079,1.0918794396382346e-05,7.38423142056731e-08,0.7961075815425696,0.7908482103417072,7.856672416788522e-07,2.706597047508564e-09,0.002127430757750944,8.413906468680573e-07,1.1011486023432307e-09,5.203847744296697e-13,4.899130241448143e-11,6.005745624834032e-05,3.125313992598663e-09,1.8702024995078693e-06,2.0155122600150463e-06,1.1362412165413306e-05,3.236042065576243e-05,2.8911439827588748e-08,3.977669470558747e-08,1.0004048941456848e-13
3.3218260905530656e-06,0.9736443828312099,2.565269572671123e-06,1.9331478815039216e-06,8.480802248469388e-07,1.432889379374653e-05,0.0,0.0,2.268989325134486e-06,1.6868852650098475e-08,5.794447546914385e-05,1.3724725445679285e-06,1.003628637766449e-07,1.1402279448412236e-16,2.3011042251999256e-11,3.3667148631274463e-07,1.8688748223992284e-06,7.415766103915296e-05,3.8529669406674645e-08,3.2097778763205947e-10,0.002553561044147426,2.727156570944494e-08,1.2976825568186298e-08,2.6986119139938287e-12,4.852812639052732e-11,1.0991024243132179e-05,8.818493598574969e-10,4.971112727528721e-11,2.495505700659966e-12,6.194076359384662e-14,4.459289239634438e-12,2.330231587636858e-14,4.256577676404177e-10,1.0084053247232285e-11,3.76,0.0,1.0236888021627342e-06,0.9977541210725139,1.1021379743183643e-05,7.481975845420278e-08,0.796118672583709,0.7908365246632679,7.856536218580645e-07,2.7065568125763176e-09,0.0021274292926922148,8.449790356210783e-07,1.1019010412957207e-09,5.233214275252103e-13,4.926855502720655e-11,6.026721574664557e-05,3.1252600655538485e-09,1.8799069290427667e-06,2.0259940663256994e-06,1.1427858359333697e-05,3.2679140856780765e-05,2.9053375795259427e-08,3.9976961415761786e-08,1.0096938620803875e-13
3.3349469032230424e-06,0.9736461261895198,2.5782974556865674e-06,1.943162339322271e-06,8.528797192905905e-07,1.4454768925055978e-05,0.0,0.0,2.2812534978580053e-06,1.6979104247465483e-08,5.8471926589255535e-05,1.385193441914549e-06,1.0082235967968885e-07,1.1584919926270912e-16,2.3260525428667817e-11,3.3848541687961e-07,1.885931452842407e-06,7.446591646171774e-05,3.894876594166236e-08,3.2401145283686823e-10,0.0025643737473632013,2.738959352090032e-08,1.3046927859938681e-08,2.748820197796624e-12,4.897343000305819e-11,1.1088663866329372e-05,8.867386639279713e-10,5.062478917217108e-11,2.550871882475269e-12,6.308295861052661e-14,4.49796064561274e-12,2.3508914037046015e-14,4.2807066258591047e-10,1.0178593631385376e-11,3.76,0.0,1.012676214722204e-06,0.9977534319843997,1.112454442905222e-05,7.580613499037173e-08,0.796129763870763,0.7908248356039341,7.856401162906133e-07,2.7065165803382903e-09,0.002127427823568701,8.485677499468659e-07,1.102655115485962e-09,5.262661158521402e-13,4.9546585605840315e-11,6.047674927224166e-05,3.125206118544532e-09,1.8896352442019532e-06,2.036501303467407e-06,1.149345258400326e-05,3.299965588668191e-05,2.919563110132764e-08,4.017767849938879e-08,1.0190327280483265e-13
3.3480677158930193e-06,0.9736478698307127,2.5913550783857686e-06,1.9532008199509134e-06,8.576928186420713e-07,1.4581273969590141e-05,0.0,0.0,2.293538718204874e-06,1.7089587170768675e-08,5.900200583309603e-05,1.3979827760114707e-06,1.0128197091507304e-07,1.1769843674054648e-16,2.3511771078914335e-11,3.4030373634411745e-07,1.9030785341177339e-06,7.477414549229477e-05,3.93707091586216e-08,3.2706316973477386e-10,0.00257518627461217,2.7507620025262217e-08,1.3117199416393638e-08,2.79977046532416e-12,4.9421121989540796e-11,1.1186806855451702e-05,8.916414507708319e-10,5.1551755670647575e-11,2.607240072826218e-12,6.424175673602151e-14,4.536863007540749e-12,2.3716596903283507e-14,4.3049030628882706e-10,1.027365949893232e-11,3.76,0.0,1.0023074271992944e-06,0.9977527409849031,1.1228290077893002e-05,7.680149118280961e-08,0.7961408554442614,0.7908131431967342,7.856267181323284e-07,2.7064763500737146e-09,0.0021274263503700346,8.521567908289394e-07,1.1034108321495188e-09,5.292188683217484e-13,4.9825397083151985e-11,6.068605859162017e-05,3.1251521516650666e-09,1.8993875467635444e-06,2.047034081253409e-06,1.1559195509038867e-05,3.332196950714575e-05,2.9338207164094522e-08,4.0378847956708925e-08,1.0284216107421342e-13
3.361188528562996e-06,0.9736496137611635,2.604442572195072e-06,1.9632634279472716e-06,8.625195742007731e-07,1.470841026295695e-05,0.0,0.0,2.3058449736471874e-06,1.7200301031640534e-08,5.953471716315284e-05,1.4108407126075179e-06,1.0174169798483697e-07,1.1957073007811693e-16,2.3764787019857328e-11,3.4212646411651287e-07,1.9203162826139266e-06,7.508234821830685e-05,3.9795509297412386e-08,3.3013300511977055e-10,0.002585998625768724,2.7625645222579236e-08,1.3187640988673682e-08,2.851471106089435e-12,4.987120829170778e-11,1.128545440608542e-05,8.96557774487084e-10,5.2492174576989114e-11,2.6646244996634144e-12,6.541734048658218e-14,4.5759974071839e-12,2.39253673805863e-14,4.329167244525223e-10,1.036925226535177e-11,3.76,0.0,9.92544795143584e-07,0.9977520480691412,1.1332618319744592e-05,7.780587451293271e-08,0.7961519473424065,0.7908014474723275,7.856134209387984e-07,2.7064361211024726e-09,0.0021274248730858065,8.557461592553265e-07,1.1041681985290648e-09,5.3217971390722e-13,5.010499239782804e-11,6.089514547024426e-05,3.125098165001504e-09,1.9091639386592154e-06,2.057592509656315e-06,1.1625087805951234e-05,3.3646085498064475e-05,2.9481105403804377e-08,4.058047179070848e-08,1.0378606293804223e-13
3.374309341232973e-06,0.973651357986913,2.617560068734601e-06,1.9733502680232757e-06,8.673600373737847e-07,1.4836179146694017e-05,0.0,0.0,2.3181722518697948e-06,1.7311245446837568e-08,6.007006456720763e-05,1.4237674181832715e-06,1.0220154139343403e-07,1.2146630433685602e-16,2.401958111299166e-11,3.4395361963487163e-07,1.937644915649955e-06,7.539052472750802e-05,4.022317664665986e-08,3.332210261010345e-10,0.0025968108007073947,2.7743669112902782e-08,1.3258253328972524e-08,2.90393058113587e-12,5.032369487708239e-11,1.1384607719035568e-05,9.014876893221853e-10,5.3446194934702105e-11,2.7230395426187817e-12,6.660989387115523e-14,4.6153649325495125e-12,2.4135228387763e-14,4.353499428340879e-10,1.0465373351798352e-11,3.76,0.0,9.83352875253126e-07,0.9977513532322118,1.1437530790791612e-05,7.881933257542974e-08,0.79616303960121,0.7907897484591422,7.856002186419945e-07,2.7063958927827156e-09,0.002127423391705566,8.593358562185604e-07,1.1049272218746362e-09,5.351486816439459e-13,5.038537449450347e-11,6.110401167256023e-05,3.125044158632076e-09,1.9189645219755775e-06,2.068176698809603e-06,1.1691130148121767e-05,3.3972007657591425e-05,2.9624327242662127e-08,4.0782552007143854e-08,1.0473499037085321e-13
3.38743015390295e-06,0.9736531025136885,2.630707699819637e-06,1.983461445046501e-06,8.72214259676379e-07,1.4964581968277044e-05,0.0,0.0,2.3305205407701164e-06,1.7422420038182657e-08,6.060805205839052e-05,1.4367630599521278e-06,1.0266150164773417e-07,1.233853864956152e-16,2.427616126441761e-11,3.4578522236534946e-07,1.955064651476459e-06,7.569867510798324e-05,4.065372154397041e-08,3.363273001036325e-10,0.0026076227993028244,2.786169169628693e-08,1.332903719056486e-08,2.9571574235390617e-12,5.0778587739022756e-11,1.1484268000333233e-05,9.064312496666823e-10,5.441396703313185e-11,2.782499734199851e-12,6.781960240151093e-14,4.654966677928418e-12,2.434618285695823e-14,4.377899872446302e-10,1.0562024185113984e-11,3.76,0.0,9.74698296668748e-07,0.9977506564691923,1.1543029133377152e-05,7.984191307874893e-08,0.7961741322546219,0.7907780461835043,7.855871055282606e-07,2.706355664508615e-09,0.002127421906218817,8.629258827156765e-07,1.105687909443866e-09,5.381258006298408e-13,5.066654632379365e-11,6.131265896200894e-05,3.1249901326276426e-09,1.9287893989555475e-06,2.078786759009113e-06,1.175732321078035e-05,3.4299739802189295e-05,2.9767874104850898e-08,4.098509061456605e-08,1.0568895539992863e-13
3.4005509665729266e-06,0.9736548473469218,2.6438855974620115e-06,1.993597064041304e-06,8.770822927325073e-07,1.5093620081128269e-05,0.0,0.0,2.342889828457959e-06,1.7533824432508516e-08,6.114868367523358e-05,1.4498278058613629e-06,1.0312157925702727e-07,1.2532820546725465e-16,2.453453542507014e-11,3.4762129180243254e-07,1.972575709277188e-06,7.600679944814819e-05,4.1087154376146466e-08,3.394518948692369e-10,0.0026184346214297312,2.7979712972788306e-08,1.3399993327816116e-08,3.011160238911958e-12,5.12358928967665e-11,1.1584436461242954e-05,9.113885100568502e-10,5.539564241612639e-11,2.8430197609919165e-12,6.904665310244041e-14,4.694803743936801e-12,2.455823373368561e-14,4.402368835495501e-10,1.0659206197839211e-11,3.76,0.0,9.665496397940315e-07,0.9977499577751402,1.1649114996015258e-05,8.087366384558551e-08,0.7961852253346512,0.7907663406697573,7.855740762175907e-07,2.706315435708261e-09,0.002127420416615024,8.665162397482115e-07,1.1064502685022137e-09,5.411111000256555e-13,5.094851084232596e-11,6.152108910103736e-05,3.1249360870521098e-09,1.9386386719997083e-06,2.08942280071453e-06,1.1823667670984034e-05,3.462928576667767e-05,2.9911747416549534e-08,4.118808962434516e-08,1.0664797010537497e-13
