Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73)
1.9512381265190216e-06,0.948880998611293,9.306375468664056e-06,6.88861473485197e-06,3.7653606426017764e-06,3.9955081541905036e-05,0.0,0.0,4.280767771056647e-06,2.2986155200423227e-08,0.00010874844194152957,5.440293284090032e-06,3.878104172252949e-07,2.552600940150658e-15,1.442520038670112e-10,6.483742086069987e-08,3.980824030171813e-06,5.211995308558395e-05,1.5439656473810298e-07,1.4620586425545914e-07,0.002941259593739362,6.109431148350359e-08,3.2450934922991854e-09,1.562730257316532e-11,1.3490803825426205e-10,4.8396141026145266e-05,1.1836609143686818e-07,1.2023576898235151e-07,6.343836041976802e-12,3.80107947763571e-13,1.3746247392686886e-11,1.9280421384575637e-13,5.81279414856917e-09,1.9996864634957386e-10,3.76,0.0,2.956746090689417e-07,0.9967674404405904,3.4270131763604e-05,1.5069541551899515e-07,0.5328036435632982,0.5266103827329331,1.296717755816856e-06,6.51492580816746e-09,0.0030562935737350394,1.6253087312491786e-07,2.8326438263378387e-09,1.9271823111068804e-12,1.3162625170743128e-10,4.8009971476661676e-05,3.6324906521948567e-09,5.478873356619148e-06,4.882093086177669e-06,2.906613315308768e-05,8.501979415809613e-05,4.0273359046953476e-08,5.915715171927002e-08,2.924702658562125e-14,2.4889338834105276e-14,2.503393358852152e-09,2.312875289610745e-09,1.0419251076955456e-06,4.1817415397686305e-09,1.2722591216863555e-07,9.024717099186244e-11,8.068777664811782e-12,6.196906891218032e-11,8.05740493094264e-08,4.313341026681602e-09,1.2395876570490883e-05,1.1407680961905289e-06,1.66466589854542e-11,1.597873311291007e-15,1.251243904329879e-09
1.9660975329705685e-06,0.9488850956944883,9.363552043539403e-06,6.9342809203751035e-06,3.793340539548399e-06,4.042253297084192e-05,0.0,0.0,4.3134813462621425e-06,2.3163929131272212e-08,0.00011043825909358169,5.514411411493077e-06,3.921283309825152e-07,2.614459546989804e-15,1.4682622740327846e-10,6.529367561492861e-08,4.031256582419018e-06,5.251961519600547e-05,1.5714232392170393e-07,1.4840237968823672e-07,0.002964511913065712,6.159476665859266e-08,3.268374809348918e-09,1.603321112641344e-11,1.3662816475208626e-10,4.904728226460201e-05,1.1837671528623616e-07,1.212154608140532e-07,6.544036754879253e-12,3.8983596963543573e-13,1.3976477855711227e-11,1.9523342484072868e-13,5.820379811879207e-09,2.0168986332901875e-10,3.76,0.0,2.9567072225772997e-07,0.9967654174546546,3.473028387476722e-05,1.5355958535852285e-07,0.5328277850612433,0.5265841833463868,1.2966532443726225e-06,6.5146017123379195e-09,0.003056287360687014,1.6263842538738788e-07,2.834436779859189e-09,1.9402342463576937e-12,1.3259716668759e-10,4.8343558612550206e-05,3.6322866222426073e-09,5.516385743487215e-06,4.915406107581504e-06,2.9287932795335605e-05,8.63179792561236e-05,4.051292967676837e-08,5.951527717593285e-08,2.945333784973109e-14,2.5064409650550337e-14,2.5211416215889565e-09,2.335014845405167e-09,1.0491240291989916e-06,4.245787646175307e-09,1.2847192414762993e-07,9.139383988236886e-11,8.123583922283197e-12,6.239694056549193e-11,8.047696743193292e-08,4.31293848329604e-09,1.2447247217784773e-05,1.1612854492726845e-06,1.66921972173777e-11,1.6024763839969547e-15,1.2697016335046858e-09
1.9809569394221154e-06,0.9488891946867162,9.42091612459018e-06,6.980084872003011e-06,3.821437818182904e-06,4.0892867964499706e-05,0.0,0.0,4.346428088040194e-06,2.3342982793144953e-08,0.00011214107864846487,5.589054420569201e-06,3.9647066105547903e-07,2.6774232128451995e-15,1.494273511635362e-10,6.575152286428139e-08,4.082025249535757e-06,5.2919077106604114e-05,1.5991631552510904e-07,1.5061793297785877e-07,0.002987762151747228,6.209518428086249e-08,3.291743603386262e-09,1.6447235347141358e-11,1.38359957366209e-10,4.970269969070249e-05,1.1838742058538553e-07,1.2219516720282073e-07,6.7491785027212425e-12,3.9975283517967574e-13,1.4209554337895252e-11,1.9767908094639954e-13,5.827998212666773e-09,2.0341216522470387e-10,3.76,0.0,2.956670511368281e-07,0.9967633833206744,3.5193826287523646e-05,1.5645984476249035e-07,0.5328519310034279,0.5265579694576773,1.2965886973138896e-06,6.514277437210216e-09,0.0030562811134616525,1.6274626479411676e-07,2.836235252135647e-09,1.953337401587169e-12,1.3357207420289878e-10,4.86767051798922e-05,3.632082654615938e-09,5.554031891000615e-06,4.948835828036851e-06,2.9510216691919152e-05,8.762561646988087e-05,4.075326678390406e-08,5.987454783278896e-08,2.966036262233943e-14,2.5240088993569636e-14,2.538952477267262e-09,2.3572146566218854e-09,1.0563470716687655e-06,4.3103004725760875e-09,1.2974384164999514e-07,9.254815184574556e-11,8.178559785678951e-12,6.282624037086546e-11,8.038003286149338e-08,4.312535914937832e-09,1.249861410475078e-05,1.1820423434303305e-06,1.6738033880793455e-11,1.6071107016077528e-15,1.2883306840392288e-09
1.9958163458736623e-06,0.9488932955922655,9.478469344977354e-06,7.0260278355565096e-06,3.849653307436531e-06,4.136609522389088e-05,0.0,0.0,4.379608744587688e-06,2.3523324907318366e-08,0.00011385693079179282,5.664224171714721e-06,4.008375275417747e-07,2.7415065319220222e-15,1.5205550803660086e-10,6.621097505306076e-08,4.1331312848688905e-06,5.331833901308671e-05,1.62718670213922e-07,1.5285262037608983e-07,0.003011010304847433,6.259556427237003e-08,3.315200568498399e-09,1.686949671612601e-11,1.4010346276599164e-10,5.036240484269682e-05,1.18398207944027e-07,1.231748898739362e-07,6.959352710290501e-12,4.098612505297252e-13,1.4445506465753739e-11,2.0014123872235537e-13,5.83564958567345e-09,2.051355640932466e-10,3.76,0.0,2.95663557017605e-07,0.9967613379976119,3.566077298556169e-05,1.5939643238464342e-07,0.5328760813988007,0.5265317410151741,1.296524114498233e-06,6.5139529821429105e-09,0.0030562748319334296,1.628544173197296e-07,2.8380392957822677e-09,1.9664921454034568e-12,1.3455100246122987e-10,4.900941863829747e-05,3.6318791163775675e-09,5.591812881388443e-06,4.982383204163083e-06,2.973299600785484e-05,8.894272527880341e-05,4.0994377118794664e-08,6.023497377673577e-08,2.986810651769992e-14,2.5416381623361184e-14,2.5568264086379715e-09,2.3794748864626154e-09,1.0635944433422474e-06,4.375280961737552e-09,1.3104207170095305e-07,9.371013517342131e-11,8.233706680623411e-12,6.325698067188063e-11,8.028324599510367e-08,4.312133322322287e-09,1.2549977241779541e-05,1.2030403044889473e-06,1.678417069712688e-11,1.6117764483366451e-15,1.3071321682094645e-09
2.010675752325209e-06,0.948897398415507,9.536213337886727e-06,7.072111056413692e-06,3.8779878381660635e-06,4.184222352678355e-05,0.0,0.0,4.413024070447133e-06,2.370496405696222e-08,0.00011558584625883497,5.739922539620759e-06,4.0522905163432305e-07,2.8067242704632665e-15,1.5471083210155314e-10,6.667204463291558e-08,4.184575951910166e-06,5.371740111302987e-05,1.655495197891181e-07,1.551065389873823e-07,0.0030342563674056436,6.309590655481565e-08,3.3387463994945996e-09,1.730011813564497e-11,1.4185872801391918e-10,5.102640936768868e-05,1.1840907797317083e-07,1.2415463056986322e-07,7.17465203427988e-12,4.201639519439869e-13,1.468436415917822e-11,2.0261995529181132e-13,5.84333416613155e-09,2.0686007208054934e-10,3.76,0.0,2.956602081568469e-07,0.9967592814441235,3.613113805108774e-05,1.623695877592694e-07,0.5329002362564447,0.526505497966814,1.2964594957849265e-06,6.513628346489819e-09,0.003056268515975094,1.629629076635215e-07,2.8398489633359832e-09,1.9796988495670314e-12,1.3553397972909291e-10,4.9341706441527896e-05,3.6316749855821564e-09,5.629729797664469e-06,5.016049193113264e-06,2.9956281730221186e-05,9.02693256189157e-05,4.1236267430241116e-08,6.059656509221294e-08,3.0076575152843625e-14,2.5593292302695243e-14,2.5747638988099285e-09,2.401795699663802e-09,1.0708663524786675e-06,4.440730079116701e-09,1.3236702573498097e-07,9.487981838671764e-11,8.289026032419064e-12,6.368917381283047e-11,8.018660724196645e-08,4.311730706163105e-09,1.2601336639384734e-05,1.224280863048394e-06,1.683060941298918e-11,1.616473810935715e-15,1.326107205387219e-09
2.025535158776756e-06,0.9489015031608996,9.594149736667879e-06,7.118335779608189e-06,3.906442243195365e-06,4.232126172768762e-05,0.0,0.0,4.44667482656242e-06,2.3887908695491665e-08,0.00011732785632650127,5.816151413288034e-06,4.0964535562432644e-07,2.873091368912009e-15,1.5739345864057185e-10,6.713474406375974e-08,4.23636052431444e-06,5.411626360375e-05,1.6840899719884186e-07,1.573797867701409e-07,0.003057500334436702,6.359621104953853e-08,3.3623817919590334e-09,1.7739223948835518e-11,1.4362580056676906e-10,5.169472502151629e-05,1.1842003128516795e-07,1.2513439105042128e-07,7.395170379667869e-12,4.3066370611152664e-13,1.4926157634272463e-11,2.051152883432587e-13,5.851052189776275e-09,2.0858570142221467e-10,3.76,0.0,2.95656978299114e-07,0.9967572136185567,3.6604935665096675e-05,1.653795513103739e-07,0.5329243955855776,0.5264792402601014,1.2963948410343652e-06,6.513303529599897e-09,0.003056262165458754,1.6307175933702048e-07,2.841664307262486e-09,1.992957884913262e-12,1.3652103433478918e-10,4.967357603556587e-05,3.631470179269545e-09,5.667783723697628e-06,5.049834752637811e-06,3.0180084676655047e-05,9.16054378740874e-05,4.1478944465995446e-08,6.0959331862078e-08,3.028577414800058e-14,2.5770825797267313e-14,2.592765431284786e-09,2.4241772625125553e-09,1.0781630073751124e-06,4.506648812419332e-09,1.337191196534987e-07,9.605723023724065e-11,8.344519266156219e-12,6.412283213967286e-11,8.009011702376265e-08,4.311328067172459e-09,1.2652692308204388e-05,1.2457655545680912e-06,1.6877351798232813e-11,1.6212029783560094e-15,1.3452569221049293e-09
2.040394565228303e-06,0.9489056098330104,9.652280175016078e-06,7.164703249908706e-06,3.93501735757874e-06,4.280321876617476e-05,0.0,0.0,4.480561781040548e-06,2.407216714215052e-08,0.00011908299286291166,5.892912697598985e-06,4.1408656302530463e-07,2.9406229610532527e-15,1.6010352428462728e-10,6.759908581557635e-08,4.288486287025356e-06,5.45149266822158e-05,1.71297236677097e-07,1.596724626302319e-07,0.003080742200928016,6.409647767747272e-08,3.3861074423913673e-09,1.8186940120108123e-11,1.4540472831712848e-10,5.236736368042582e-05,1.1843106849389683e-07,1.261141730948873e-07,7.621003055678964e-12,4.413633131815721e-13,1.5170917435573543e-11,2.076272961771897e-13,5.858803892916903e-09,2.103124644537946e-10,3.76,0.0,2.9565384581361453e-07,0.996755134478917,3.708218011842441e-05,1.6842656445926535e-07,0.532948559395569,0.5264529678420621,1.296330150107579e-06,6.512978530816626e-09,0.0030562557802563217,1.6318099463435628e-07,2.8434853799565914e-09,2.006269620626107e-12,1.375121946779836e-10,5.000503485794712e-05,3.631265731103021e-09,5.705975744389528e-06,5.083740841225191e-06,3.0404415486779936e-05,9.295108291454659e-05,4.1722414973525884e-08,6.132328416873498e-08,3.049570912745421e-14,2.5948986876405494e-14,2.6108314900373823e-09,2.446619743032005e-09,1.0854846163893172e-06,4.573038173508724e-09,1.3509877438057866e-07,9.724239973242344e-11,8.400187806859862e-12,6.455796800137329e-11,7.999377577634694e-08,4.310925406060207e-09,1.270404425901605e-05,1.2674959199955763e-06,1.692439964440871e-11,1.6259641418255789e-15,1.3645824529123824e-09
2.05525397167985e-06,0.9489097184363378,9.710606287075613e-06,7.211214711995984e-06,3.963714018398845e-06,4.3288103659913454e-05,0.0,0.0,4.514685708622044e-06,2.425774760074411e-08,0.00012085128827158135,5.97020831203219e-06,4.185527984615486e-07,3.009334337176659e-15,1.6284116688758772e-10,6.806508236797536e-08,4.3409545353695e-06,5.491339054724248e-05,1.7421437363411706e-07,1.6198466628706e-07,0.0031039819618416116,6.459670635916472e-08,3.4099240481199423e-09,1.864339411652494e-11,1.471955595524075e-10,5.304433733111562e-05,1.1844219021453008e-07,1.270939785005407e-07,7.852246671032214e-12,4.522655999184105e-13,1.541867437325177e-11,2.101560376502286e-13,5.866589512395742e-09,2.120403736029464e-10,3.76,0.0,2.956507925381574e-07,0.9967530439828954,3.7562885803034225e-05,1.7151086955236994e-07,0.5329727276959276,0.5264266806592843,1.2962654228659067e-06,6.512653349478369e-09,0.0030562493602379814,1.6329063480817793e-07,2.8453122337581125e-09,2.019634428990166e-12,1.3850748922125405e-10,5.033609034082523e-05,3.6310613503317566e-09,5.7443069456662764e-06,5.117768418114168e-06,3.062928464471201e-05,9.430628204895914e-05,4.196668570063781e-08,6.168843209510545e-08,3.0706385719387254e-14,2.612778031289401e-14,2.6289625594894987e-09,2.4691233108027564e-09,1.0928313879517874e-06,4.639899196029762e-09,1.365064154934013e-07,9.843535611522539e-11,8.456033079669119e-12,6.499459375068929e-11,7.98975839488119e-08,4.310522723534494e-09,1.2755392502726141e-05,1.2894735054000124e-06,1.6971754759854862e-11,1.6307574942757787e-15,1.3840849397404608e-09
2.0701133781313968e-06,0.9489138289758183,9.769129707333555e-06,7.257871410378198e-06,3.992533064316304e-06,4.377592548258439e-05,0.0,0.0,4.549047388806292e-06,2.4444658192335842e-08,0.00012263277534013312,6.048040186539375e-06,4.2304418737155005e-07,3.079240960651337e-15,1.656065252387389e-10,6.853274620944754e-08,4.393766572122478e-06,5.5311655398425106e-05,1.7716054435277042e-07,1.6431649815655446e-07,0.0031272196121211607,6.509689701490554e-08,3.4338323072277564e-09,1.910871449607103e-11,1.4899834287022072e-10,5.372565803951849e-05,1.1845339706349281e-07,1.2807380907766597e-07,8.088998780978116e-12,4.633734245064123e-13,1.5669459545776257e-11,2.1270157212537634e-13,5.8744092854404516e-09,2.1376944136359632e-10,3.76,0.0,2.95647802867184e-07,0.996750942087958,3.8047067183433604e-05,1.7463270959989084e-07,0.5329969004962622,0.5264003786580413,1.2962006591709346e-06,6.5123279849198235e-09,0.0030562429052729593,1.6340070036324197e-07,2.847144920960327e-09,2.033052683449818e-12,1.3950694647206355e-10,5.066674991194447e-05,3.6308563920007905e-09,5.782778414177291e-06,5.151918443065845e-06,3.085470252295236e-05,9.567105690045104e-05,4.2211763394351926e-08,6.205478572295905e-08,3.0917809555192466e-14,2.6307210882573622e-14,2.6471591244451797e-09,2.4916881365258395e-09,1.1002035305427977e-06,4.7072329292073315e-09,1.3794247194474333e-07,9.963612879676104e-11,8.512056509474731e-12,6.54327217426313e-11,7.980154199989909e-08,4.310120020302869e-09,1.2806737050334637e-05,1.3116998605292886e-06,1.7019418972146558e-11,1.6355832305112316e-15,1.4037655299011351e-09
2.0849727845829436e-06,0.9489179414560578,9.827852070926637e-06,7.30467458954083e-06,4.0214753363089644e-06,4.426669339394069e-05,0.0,0.0,4.583647608464865e-06,2.4632906918946587e-08,0.00012442748743857698,6.126410267178957e-06,4.275608564220351e-07,3.1503584887626627e-15,1.683997395054662e-10,6.900208984065969e-08,4.446923711524704e-06,5.570972143516294e-05,1.8013588643181412e-07,1.666680595848556e-07,0.003150455146682033,6.559704956455979e-08,3.4578329188238894e-09,1.958303149884391e-11,1.5081312731027764e-10,5.4411337993210756e-05,1.1846468965877956e-07,1.2905366665661538e-07,8.331358395856325e-12,4.746896785163188e-13,1.592330437828657e-11,2.1526395957695132e-13,5.8822634498797095e-09,2.154996803317167e-10,3.76,0.0,2.9564486423500954e-07,0.996748828751223,3.853473883589496e-05,1.7779232864193854e-07,0.5330210778063363,0.5263740617841237,1.2961358588842577e-06,6.512002436469988e-09,0.0030562364152299567,1.635112107352568e-07,2.8489834938007678e-09,2.046524756399115e-12,1.4051059501263146e-10,5.099702099110334e-05,3.6306511916914845e-09,5.821391237774007e-06,5.18619187673275e-06,3.108067933087849e-05,9.704542956685177e-05,4.24576548028062e-08,6.242235513567326e-08,3.112998627121686e-14,2.648728336574006e-14,2.665421670264541e-09,2.5143143926455313e-09,1.1076012527389377e-06,4.77504044583293e-09,1.394073778923577e-07,1.0084474744797604e-10,8.56825952140378e-12,6.587236433736689e-11,7.970565040330726e-08,4.309717297071077e-09,1.2858077912985392e-05,1.3341765408682423e-06,1.7067394127248936e-11,1.6404415472164246e-15,1.4236253789351593e-09
2.0998321910344905e-06,0.9489220558820178,9.886775013636614e-06,7.351625493942269e-06,4.050541677436903e-06,4.4760416627392835e-05,0.0,0.0,4.618487160812626e-06,2.4822501685071972e-08,0.00012623545843132932,6.20532051380646e-06,4.321029333524512e-07,3.2227027686731963e-15,1.7122095107483264e-10,6.94731257734302e-08,4.500427277641402e-06,5.610758885733457e-05,1.8314053862191613e-07,1.690394527803227e-07,0.0031736885604151245,6.609716392763775e-08,3.481926582985306e-09,2.0066476825835836e-11,1.5263996229490301e-10,5.5101389483822445e-05,1.1847606861990718e-07,1.3003355308509558e-07,8.579425791689374e-12,4.862172861793741e-13,1.6180240615639206e-11,2.1784326050343874e-13,5.8901522440769805e-09,2.1723110319101527e-10,3.76,0.0,2.9564196630366004e-07,0.9967467039295103,3.902591543251595e-05,1.809899716056088e-07,0.5330452596360458,0.5263477299829101,1.2960710218673372e-06,6.511676703452971e-09,0.003056229889976894,1.636221844859405e-07,2.8508280044690057e-09,2.0600510205688335e-12,1.415184634922145e-10,5.132691099206077e-05,3.6304462276061074e-09,5.86014650537541e-06,5.220589680559182e-06,3.1307225142583596e-05,9.842942254773228e-05,4.270436667549479e-08,6.279115041858865e-08,3.1342921508543436e-14,2.666800254682619e-14,2.6837506828150765e-09,2.537002253091505e-09,1.1150247632062236e-06,4.843322838631329e-09,1.4090157201038162e-07,1.0206124196228373e-10,8.624643540781082e-12,6.631353389989765e-11,7.960990964582282e-08,4.309314554543011e-09,1.2909415101946957e-05,1.3569051068631105e-06,1.7115682086639262e-11,1.645332642729921e-15,1.4436656495236239e-09
2.1146915974860374e-06,0.9489261722585802,9.945900172076721e-06,7.398725368159066e-06,4.0797329330395226e-06,4.5257104497974405e-05,0.0,0.0,4.653566846143741e-06,2.5013450293705225e-08,0.0001280567227243932,6.284772901579071e-06,4.3667054707511025e-07,3.2962898374650982e-15,1.7407030266614145e-10,6.994586653239197e-08,4.554278605440827e-06,5.650525786625428e-05,1.8617464094244552e-07,1.7143078084678526e-07,0.0031969198481840554,6.659724002324103e-08,3.506114000844391e-09,2.0559183808266005e-11,1.5447889766812236e-10,5.579582491820867e-05,1.1848753456796456e-07,1.3101347023015692e-07,8.833302654618902e-12,4.979592041217211e-13,1.6440300321508866e-11,2.2043953601440998e-13,5.898075906990352e-09,2.1896372272270362e-10,3.76,0.0,2.956391006803936e-07,0.9967445675793101,3.952061175182748e-05,1.8422588440941446e-07,0.5330694459954325,0.5263213831993209,1.2960061479812865e-06,6.511350785187398e-09,0.0030562233293802274,1.6373363927070846e-07,2.852678505110827e-09,2.073631850894281e-12,1.425305806304766e-10,5.1656427322976003e-05,3.630241158527335e-09,5.899045307151836e-06,5.25511281693317e-06,3.15343498889867e-05,9.982305878096802e-05,4.295190576352758e-08,6.31611816595073e-08,3.155662091359919e-14,2.6849373214904914e-14,2.702146648533015e-09,2.55975189342461e-09,1.1224742707253176e-06,4.9120812220756355e-09,1.4242549801155807e-07,1.0328564248015639e-10,8.681209993233044e-12,6.675624280140406e-11,7.951432022892572e-08,4.3089117934205615e-09,1.2960748628626692e-05,1.379887124530563e-06,1.7164284727820107e-11,1.6502567170076186e-15,1.4638875122667938e-09
2.1295510039375843e-06,0.9489302905908601,1.0005229183528787e-05,7.445975456849381e-06,4.109049950171179e-06,4.5756766379551665e-05,0.0,0.0,4.688887469880737e-06,2.5205760477857208e-08,0.0001298913151112281,6.364769416692647e-06,4.412638273581636e-07,3.3711358979865025e-15,1.769479379905378e-10,7.042032465272453e-08,4.6084790377597565e-06,5.690272866378638e-05,1.8923833434496355e-07,1.738421475818082e-07,0.0032201490048326038,6.709727777018441e-08,3.5303958743796295e-09,2.106128696807794e-11,1.5632998359472974e-10,5.649465678624703e-05,1.1849908812532505e-07,1.3199341997292207e-07,9.093091702069385e-12,5.099184182340399e-13,1.67035158342377e-11,2.230528477537172e-13,5.906034678013549e-09,2.206975517785719e-10,3.76,0.0,2.9563626015996784e-07,0.9967424196568737,4.001884264920844e-05,1.8750031369073716e-07,0.5330936368946458,0.5262950213779484,1.295941237086882e-06,6.511024680987917e-09,0.0030562167333056016,1.6384559212079232e-07,2.8545350478401438e-09,2.087267622968046e-12,1.4354697519612424e-10,5.1985577387573934e-05,3.6300355861849347e-09,5.938088734202753e-06,5.289762248944618e-06,3.176206340096558e-05,0.00010122636151707036,4.320027881849198e-08,6.353245894704842e-08,3.177109013689657e-14,2.7031400162696882e-14,2.7206100542991957e-09,2.5825634903836826e-09,1.129949984165056e-06,4.9813167261241795e-09,1.439796032857239e-07,1.0451797931992509e-10,8.737960304411363e-12,6.720050341756622e-11,7.941888266490218e-08,4.308509014405268e-09,1.301207850453314e-05,1.403124163941158e-06,1.7213203943955e-11,1.6552139714768622e-15,1.4842921435422135e-09
2.144410410389131e-06,0.9489344108837686,1.0064763686579075e-05,7.493377005002076e-06,4.138493578851186e-06,4.625941174881075e-05,0.0,0.0,4.7244498464746245e-06,2.5399439856028552e-08,0.0001317392710550523,6.445312064652393e-06,4.458829054663466e-07,3.4472573848394704e-15,1.7985400246213451e-10,7.089651268668051e-08,4.663029931208396e-06,5.7300001452003763e-05,1.9233176140483152e-07,1.7627365791718925e-07,0.003243376025169651,6.759727708675881e-08,3.5547729069607127e-09,2.157292292557547e-11,1.5819327076183648e-10,5.7197897722805864e-05,1.1851072991639085e-07,1.3297340421928422e-07,9.35889746645297e-12,5.220979529212372e-13,1.696991988232978e-11,2.256832580275908e-13,5.914028797326345e-09,2.2243260333416562e-10,3.76,0.0,2.9563343919508184e-07,0.9967402601180351,4.052062311466809e-05,1.9081350735407874e-07,0.5331178323440201,0.5262686444628084,1.295876289044133e-06,6.510698390162218e-09,0.0030562101016177834,1.6395805904683467e-07,2.856397684727289e-09,2.100958712099186e-12,1.445676760577283e-10,5.231436858131552e-05,3.629829842462279e-09,5.977277879347562e-06,5.324538940997487e-06,3.1990375342525897e-05,0.00010263935454475302,4.344949259635506e-08,6.390499237618243e-08,3.198633483638936e-14,2.7214088189385637e-14,2.739141387772207e-09,2.6054372227812754e-09,1.137452112566977e-06,5.051030507444654e-09,1.4556434170068197e-07,1.0575828311223697e-10,8.794895900813553e-12,6.764632813387896e-11,7.932359748520644e-08,4.308106218195671e-09,1.3063404741352748e-05,1.4266178023406523e-06,1.726244164331015e-11,1.6602046092520096e-15,1.5048807298491816e-09
2.159269816840678e-06,0.9489385331427206,1.0124505320704358e-05,7.540931257803653e-06,4.168064671028229e-06,4.676505014643966e-05,0.0,0.0,4.76025479602338e-06,2.5594495978869704e-08,0.00013360062643284122,6.526402862993228e-06,4.5052791359811e-07,3.52467092191465e-15,1.8278864259453816e-10,7.137444319907475e-08,4.717932650980286e-06,5.7697076433334766e-05,1.954550657263844e-07,1.7872541754946552e-07,0.0032666009039821536,6.809723789094085e-08,3.579245802964407e-09,2.209422962457759e-11,1.600688102021385e-10,5.7905560452978184e-05,1.1852246056703609e-07,1.3395342489069515e-07,9.630825626379446e-12,5.345008657107566e-13,1.7239545506687997e-11,2.2833082961602513e-13,5.9220585055988535e-09,2.2416889044238956e-10,3.76,0.0,2.9563063310255406e-07,0.996738088918367,4.1025968222157845e-05,1.9416571409751013e-07,0.5331420323540051,0.5262422523975587,1.2958113037125105e-06,6.510371912013635e-09,0.0030562034341809186,1.6407105545438895e-07,2.858266467814622e-09,2.1147054937670465e-12,1.455927121465242e-10,5.264280829484221e-05,3.6296244745504272e-09,6.016613836502163e-06,5.359443858335608e-06,3.2219295277207976e-05,0.00010406206198419632,4.369955385561064e-08,6.427879204547929e-08,3.220236067513184e-14,2.7397442098841007e-14,2.7577411371628976e-09,2.6283732707190813e-09,1.144980865086556e-06,5.121223739118261e-09,1.4718017120586708e-07,1.0700658468174539e-10,8.852018209362847e-12,6.809372934216402e-11,7.922846523347074e-08,4.3077034054885636e-09,1.3114727350883892e-05,1.4503696214843637e-06,1.7311999747835545e-11,1.6652288349769346e-15,1.5256544640605957e-09
2.174129223292225e-06,0.9489426573727124,1.0184455726918978e-05,7.588639461060099e-06,4.197764081501458e-06,4.7273691212189346e-05,0.0,0.0,4.7963031474450055e-06,2.5790936300880448e-08,0.0001354754177534723,6.608043847885588e-06,4.5519898537573256e-07,3.6033933280520805e-15,1.857520065213025e-10,7.185412877276386e-08,4.773188575578345e-06,5.809395381213539e-05,1.9860839247554697e-07,1.8119753317682536e-07,0.003289823636023007,6.859716010017521e-08,3.603815268118464e-09,2.2625347067118504e-11,1.619566534547536e-10,5.8617657841376646e-05,1.1853428070493981e-07,1.34933483932814e-07,9.908983637100126e-12,5.471302463312512e-13,1.7512426072980818e-11,2.309956260915177e-13,5.930124044270443e-09,2.2590642627620066e-10,3.76,0.0,2.9562783818851046e-07,0.9967359060130391,4.1534893175934003e-05,1.975571838602666e-07,0.5331662369352301,0.5262158451253035,1.2957462809505206e-06,6.510045245838734e-09,0.003056196730857276,1.6418459588991343e-07,2.860141449120864e-09,2.128508346435445e-12,1.4662211247788833e-10,5.297090391300938e-05,3.629418873166383e-09,6.056097701402e-06,5.394477967622026e-06,3.244883262223353e-05,0.00010549450845925237,4.39504693583156e-08,6.465386805920764e-08,3.241917332371974e-14,2.7581466701330902e-14,2.7764097914483044e-09,2.6513718162700176e-09,1.1525364510805257e-06,5.191897619211241e-09,1.4882755609932056e-07,1.0826291515504542e-10,8.909328657728798e-12,6.854271944526766e-11,7.913348647238343e-08,4.307300576978533e-09,1.3166046345098615e-05,1.4743812102103372e-06,1.736188019514037e-11,1.6702868546785066e-15,1.5466145488694678e-09
