Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73)
3.039711633991379e-10,0.8623771122100083,4.935014156254339e-10,1.1916746894187537e-12,1.3812957286078815e-13,4.0845011772978183e-13,0.0,0.0,7.320818764123369e-09,3.272077258372119e-14,1.4198158358196054e-15,5.04092321171564e-15,7.747923750616538e-18,3.960008042598658e-27,7.576033750412887e-18,3.613413298006625e-12,3.6625669858709886e-10,1.042712207160793e-11,9.553243492430311e-22,2.8283799712087915e-20,8.252053102177433e-10,2.816190708281083e-17,2.8901749107991824e-10,2.0492367405590042e-20,3.5933304355305694e-16,1.029738584206465e-16,5.476812668927738e-15,4.515558730332002e-19,1.4090634934802385e-23,1.6787484937425416e-23,3.394404471549702e-20,6.862581578200939e-25,9.168504480552013e-19,4.7095865761044526e-27,3.76,0.0,0.5277495150958817,0.9984230009192909,4.2556733853373903e-16,5.698517958302156e-14,0.0020585035937294026,0.0019920492242905953,6.645151432456687e-05,1.078909207558134e-09,0.001576991743280992,2.666060775464526e-13,6.436744513872982e-14,1.346495375730153e-16,1.9658808555113046e-18,1.0425020129426353e-11,5.19454195842919e-12,4.822404925087289e-11,3.07985806170794e-11,7.791894350519546e-14,5.156391731221246e-17,2.7492416495749454e-11,3.226922121902584e-12,6.995329065725641e-21,1.0455634799580614e-19,2.5619615965646693e-14,3.8652362192903275e-17,1.1909445574608521e-14,1.9050212345678665e-22,2.926744352318557e-10,1.6286822198969374e-16,1.3176007591581428e-21,5.664889812157395e-20,3.663042264771509e-10,1.5890966507220557e-09,4.1242327557193684e-10,3.468043045799814e-17,5.352991109428324e-09,4.877571191252229e-14,6.180565033918029e-20
3.2503924101446027e-10,0.8624003143913939,5.621313978925378e-10,1.3292095374898219e-12,1.6690147993754141e-13,4.978867827554193e-13,0.0,0.0,7.82676331804258e-09,3.7404797474351546e-14,1.7423380594330638e-15,6.4445694487160025e-15,9.685231732269793e-18,4.825667525327784e-27,8.61708868928508e-18,4.126079810101407e-12,3.915846583763529e-10,1.2111285306678039e-11,1.2812230817725032e-21,3.4591370370440815e-20,9.437692422318454e-10,3.443581394447564e-17,3.087401590008092e-10,2.502335777229468e-20,4.1029248379818565e-16,1.2756543524595273e-16,6.698266719650683e-15,5.904314006144423e-19,1.7224132157153157e-23,2.0512863533328474e-23,4.157500270734025e-20,9.115848600180873e-25,1.19868654893032e-18,7.014191021738224e-27,3.76,0.0,0.5276071375618537,0.9983504333011542,5.371194969970373e-16,6.513952606488401e-14,0.0022008806899331485,0.002130711803450463,7.016563692685e-05,1.219089593892418e-09,0.0016495588530091125,3.072506535394717e-13,7.448038742737413e-14,1.6171365459358103e-16,2.5127369171112656e-18,1.2108822025235255e-11,5.8383974692210376e-12,5.467405991646887e-11,3.492404108904954e-11,9.36470445126858e-14,6.445987245391747e-17,3.119783377818466e-11,3.6800906757618635e-12,8.575179624657103e-21,1.272138350894445e-19,3.100204620397894e-14,4.921163781029341e-17,1.4343090535237868e-14,2.4062394473314565e-22,3.129185228480383e-10,1.8604196234977604e-16,1.6756744849567297e-21,7.259495773193449e-20,3.916389761318392e-10,1.6861540454020674e-09,4.699713679438036e-10,4.0525258216233156e-17,5.7091897614154235e-09,5.5438853154274315e-14,7.538326246242092e-20
3.4610731862978267e-10,0.8624235103152139,6.349492553291662e-10,1.475931581084346e-12,1.9933217581265518e-13,5.992981957021861e-13,0.0,0.0,8.332531262763949e-09,4.240085444550393e-14,2.1110673514367964e-15,8.114360262850642e-15,1.1945989595822178e-17,5.807248535152558e-27,9.719372442372134e-18,4.671983576917305e-12,4.1690523322317394e-10,1.3939610939079798e-11,1.6865450028956944e-21,4.1774972925190214e-20,1.0703137792033536e-09,4.157883770042204e-17,3.284232144169904e-10,3.017273030269212e-20,4.645520100876825e-16,1.5602619696212359e-16,8.089240506290367e-15,7.591236670480672e-19,2.0790210258976058e-23,2.4750374425913587e-23,5.0278706756525396e-20,1.1903266253336767e-24,1.54098117251796e-18,1.0189627374676481e-26,3.76,0.0,0.5274647984385759,0.998281424152766,6.686339244321889e-16,7.383638692203303e-14,0.0023432193832242758,0.002269435357688561,7.378035789819121e-05,1.3659732685230095e-09,0.0017185674929843999,3.5100609956486236e-13,8.541095546789269e-14,1.917967380001611e-16,3.1583263539507367e-18,1.3936749881154718e-11,6.508089934657855e-12,6.14692819620394e-11,3.9271519566643634e-11,1.1126961544041711e-13,7.956552717967169e-17,3.510677691484003e-11,4.161634146961818e-12,1.0379520067370737e-20,1.5284022957636522e-19,3.704643099998966e-14,6.161859588185107e-17,1.7073462595163448e-14,2.9987443785972933e-22,3.331573190122922e-10,2.107315999873896e-16,2.1020393897434634e-21,9.158453794867673e-20,4.169667901597414e-10,1.7816710937344103e-09,5.310656637609946e-10,4.6934974816376154e-17,6.063537540920279e-09,6.248451906213609e-14,9.079133695413025e-20
3.6717539624510506e-10,0.8624466999831499,7.119085380917799e-10,1.632174212280776e-12,2.3562350396849674e-13,7.133860522339978e-13,0.0,0.0,8.83812438630703e-09,4.7708733628348903e-14,2.5292469090572864e-15,1.0079763296386449e-14,1.456095890954924e-17,6.911675708308061e-27,1.0881962365864659e-17,5.250989116529677e-12,4.4221842608416367e-10,1.591465787452285e-11,2.183684494892043e-21,4.989208475210967e-20,1.2048427801431948e-09,4.964742435663306e-17,3.480667360065638e-10,3.597889846209167e-20,5.220978640926788e-16,1.88696819267238e-16,9.66078810841793e-15,9.616242795445464e-19,2.4816688645481323e-23,2.953253689607522e-23,6.012689235705575e-20,1.5309475715531974e-24,1.9518142918286838e-18,1.4480866180403976e-26,3.76,0.0,0.5273224977156872,0.9982157989778635,8.222470373977534e-16,8.307529581201022e-14,0.002485519683965169,0.0024082172761873363,7.72982987128676e-05,1.519277321573234e-09,0.0017841921594662488,3.979013779683065e-13,9.716912130423459e-14,2.249763611082338e-16,3.911578092926979e-18,1.5911361021716936e-11,7.2020935497353645e-12,6.860037730954778e-11,4.383517351564564e-11,1.308755399335693e-13,9.71058655247934e-17,3.921433772320405e-11,4.67129459874833e-12,1.2423934516143875e-20,1.8159714951681032e-19,4.3781348630877676e-14,7.602788756578283e-17,2.0114631299990055e-14,3.692901249932792e-22,3.53390827878474e-10,2.36932712832301e-16,2.6048718167732198e-21,1.1395227351914767e-19,4.4228767079263935e-10,1.8756740279867925e-09,5.95670438799338e-10,5.3931015890065e-17,6.416046449361154e-09,6.990538041848742e-14,1.081397094373447e-19
3.8824347386042746e-10,0.8624698833968828,7.92963589415694e-10,1.7982623548754884e-12,2.759748363334645e-13,8.408438755272847e-13,0.0,0.0,9.34354438931819e-09,5.332822641739544e-14,3.00013860497263e-15,1.237135711130377e-14,1.756190197595698e-17,8.145838328722176e-27,1.2103958796499063e-17,5.862961476893786e-12,4.675242399040711e-10,1.8038805511767e-11,2.7859438622131536e-21,5.900029588941312e-20,1.3473599559521557e-09,5.869802676624987e-17,3.676708020550803e-10,4.248007987191992e-20,5.829163654012965e-16,2.2592810135060373e-16,1.1423966738367283e-14,1.2021757008769548e-18,2.933136015541029e-23,3.489178907581843e-23,7.119135901535668e-20,1.9426771541176615e-24,2.439771278978182e-18,2.0181108275105978e-26,3.76,0.0,0.5271802353828297,0.9981533918367542,1.000189792068363e-15,9.28557867530944e-14,0.0026277816025154456,0.002547055017241975,8.072201172101885e-05,1.6787273588208396e-09,0.0018465987921440856,4.479629452495555e-13,1.0976389318836689e-13,2.613205037195442e-16,4.781365895442048e-18,1.803503325894923e-11,7.918969666605302e-12,7.605825445174685e-11,4.8609314509306443e-11,1.5255113884122895e-13,1.173145068003443e-16,4.3515720628593036e-11,5.208813204152827e-12,1.4724110244852344e-20,2.136428335844561e-19,5.123402143304979e-14,9.259152266494189e-17,2.348025241771141e-14,4.499659788941429e-22,3.7361905347772264e-10,2.646409017140608e-16,3.192786495871508e-21,1.4004412396370118e-19,4.676016202474601e-10,1.9681886176573146e-09,6.637504716048615e-10,6.153476095725735e-17,6.766728345507427e-09,7.769422048878282e-14,1.2753729275082492e-19
4.0931155147574986e-10,0.8624930605580938,8.780695290259977e-10,1.9745128185562524e-12,3.2058313071207075e-13,9.823571550356129e-13,0.0,0.0,9.84879288938605e-09,5.92591254137934e-14,3.527021501813956e-15,1.5020777902503056e-14,2.09815575944752e-17,9.516595487149548e-27,1.3384484458403789e-17,6.507766224837144e-12,4.928226776158872e-10,2.0314265076789204e-11,3.507514264106854e-21,6.915731383983834e-20,1.497868873327791e-09,6.878710359019281e-17,3.872354904692214e-10,4.971429742850273e-20,6.469939093650163e-16,2.6808069197275513e-16,1.3389836015329053e-14,1.485271168555259e-18,3.4361991084348904e-23,4.0860488145402277e-23,8.354394497013166e-20,2.435533375533692e-24,3.0139425006982677e-18,2.763769067614292e-26,3.76,0.0,0.5270380114296475,0.998094044926854,1.2047864394157071e-15,1.0317739412332058e-13,0.0027700051492319565,0.0026859461064382664,8.405398197101331e-05,1.8440572667028988e-09,0.001905945193599126,5.012149253967025e-13,1.2320338286687405e-13,3.0088817479090293e-16,5.776471675823279e-18,2.0309976226952693e-11,8.657361906063957e-12,8.38340619525516e-11,5.358840416620668e-11,1.7638024859406124e-13,1.4043345291807963e-16,4.800624010420277e-11,5.773930381949301e-12,1.729583400849177e-20,2.4913219922867437e-19,5.943037064730368e-14,1.1145831856308727e-16,2.7183581215461143e-14,5.430560407044118e-22,3.938419997229586e-10,2.9385178947040366e-16,3.874824937992016e-21,1.702166179202126e-19,4.929086407268031e-10,2.0592401783298665e-09,7.352710350066015e-10,6.976753424696129e-17,7.1155949497568426e-09,8.584393312003772e-14,1.4909209936965854e-19
4.3037962909107225e-10,0.8625162314684628,9.67182236943569e-10,2.161234634834047e-12,3.6964298603921634e-13,1.1386034823457542e-12,0.0,0.0,1.0353871425144128e-08,6.550122437139184e-14,4.113190453175063e-15,1.8060668365944825e-14,2.4853618325331872e-17,1.1030781036264377e-26,1.472268388558127e-17,7.185269435730795e-12,5.181137421409491e-10,2.2743090278739982e-11,4.363454121189395e-21,8.042096836844152e-20,1.6563729585683918e-09,7.997111828541428e-17,4.0676087878974857e-10,5.771938039573187e-20,7.1431696507315215e-16,3.1552480476822544e-16,1.5569457263753138e-14,1.8156545979437553e-18,3.993632120796837e-23,4.747091053001377e-23,9.725650358796024e-20,3.020345093702318e-24,3.683922884971008e-18,3.725832533844208e-26,3.76,0.0,0.5268958258457875,0.9980376081837986,1.4384533083827923e-15,1.1403965265951786e-13,0.00291219033446878,0.002824888134878507,8.729662898376797e-05,2.015008983620543e-09,0.001962381428193427,5.576792723156847e-13,1.3749486861991478e-13,3.437299999025877e-16,6.905552897046717e-18,2.2738242038245126e-11,9.415991539536908e-12,9.191918211889599e-11,5.876705019528984e-11,2.0244429682953064e-13,1.6671284362002716e-16,5.2681318168816484e-11,6.3663859275623446e-12,2.015498842715315e-20,2.882168996375054e-19,6.839506902708731e-14,1.3277343867297149e-16,3.123748523797369e-14,6.497740147031059e-22,4.140596704132298e-10,3.2456102011165957e-16,4.660443157098816e-21,2.048361297409182e-19,5.182087344194487e-10,2.1488535803281164e-09,8.101978877998677e-10,7.865060549865415e-17,7.462657848222696e-09,9.434752088880278e-14,1.7291126318987373e-19
4.5144770670639465e-10,0.8625393961296703,1.060258337672549e-09,2.3587293758620947e-12,4.2334669558440747e-13,1.3102526842186007e-12,0.0,0.0,1.0858781460172625e-08,7.205431814539965e-14,4.76195478556988e-15,2.1524628619146313e-14,2.921270915111574e-17,1.2695208351552904e-26,1.611772285949255e-17,7.895337683791388e-12,5.433974363890528e-10,2.532718733135576e-11,5.369665477674759e-21,9.284921629614615e-20,1.8228755012774812e-09,9.230653811986174e-17,4.262470442037669e-10,6.653296547336418e-20,7.848720734467505e-16,3.686399259885504e-16,1.7973892835158405e-14,2.1983204699410065e-18,4.6082063805191706e-23,5.475525209598395e-23,1.1240088132171374e-19,3.708773431044335e-24,4.459811459385642e-18,4.9517669337339466e-26,3.76,0.0,0.5267536786209002,0.9979839389019739,1.7036976157861485e-15,1.254420974563666e-13,0.003054337168577226,0.0029638787574538276,9.045230848064415e-05,2.1913322773301707e-09,0.0020160502015379384,6.173759220730267e-13,1.5264485433272875e-13,3.8988877568016897e-16,8.177113699330574e-18,2.532173530553632e-11,1.0193653124806267e-11,1.0030522483827297e-10,6.414000254444251e-11,2.308223754005451e-13,1.9641071926823622e-16,5.753648194043683e-11,6.9859191391072056e-12,2.3317548423917167e-20,3.3104537955388476e-19,7.815159131957154e-14,1.5667801040408367e-16,3.56544566135706e-14,7.713938407273214e-22,4.342720692379117e-10,3.567642580373853e-16,5.559498921262505e-21,2.4427818679896047e-19,5.435019035008506e-10,2.237053257175674e-09,8.884972665941602e-10,8.820519074542122e-17,7.80792849664142e-09,1.0319809329606339e-13,1.9910106070821033e-19
4.72515784321717e-10,0.8625625545433963,1.1572551847609543e-09,2.5672914570195864e-12,4.818842982003363e-13,1.4979669528678697e-12,0.0,0.0,1.1363524386708432e-08,7.8918202643532e-14,5.476637057045068e-15,2.5447169099117176e-14,3.4094367455459766e-17,1.4516674905306372e-26,1.7568787861411423e-17,8.637838032975815e-12,5.68673763258573e-10,2.806832437399421e-11,6.542868698259221e-21,1.0650014628831295e-19,1.997379657971016e-09,1.0584983321357902e-16,4.4569406355633786e-10,7.619249784223149e-20,8.586458454450828e-16,4.2781451721672835e-16,2.0614205452725945e-14,2.638513703681405e-18,5.282690568128493e-23,6.274562834653902e-23,1.290488971437388e-19,4.5133322867295075e-24,5.35221086166088e-18,6.496422543602304e-26,3.76,0.0,0.5266115697446377,0.997932901373598,2.0031163021167138e-15,1.3738426396547413e-13,0.0031964456619058288,0.003102915691161924,9.352331406592944e-05,2.3727845282874643e-09,0.0020670872214126586,6.803229355202473e-13,1.686591248214982e-13,4.3939999282681226e-16,9.599479487010768e-18,2.806222256310441e-11,1.0989210382651348e-11,1.0898402157834024e-10,6.970214965036315e-11,2.615913108660168e-13,2.297927909572528e-16,6.256736124487173e-11,7.632268938685445e-12,2.6799577716916678e-20,3.777629299782137e-19,8.872226270015155e-14,1.8330881463862674e-16,4.044662390669819e-14,9.092502446911728e-22,4.544791997807643e-10,3.9045718730220693e-16,6.582238686860357e-21,2.88926806378013e-19,5.687881501336109e-10,2.323863213867134e-09,9.701358778224195e-10,9.845245307953447e-17,8.151418224108469e-09,1.123888650072726e-13,2.2776693161892983e-19
4.935838619370394e-10,0.86258570671132,1.2581308457268653e-09,2.7872084240619894e-12,5.454436277014657e-13,1.7024009735244322e-12,0.0,0.0,1.1868101529171747e-08,8.609267477953594e-14,6.260571888517613e-15,2.986366536858484e-14,3.953502424540395e-17,1.6501966660412544e-26,1.907508553924219e-17,9.412638028433809e-12,5.939427256365893e-10,3.096814032358894e-11,7.900575829706514e-21,1.2143198363765117e-19,2.179888455589271e-09,1.2065747560542874e-16,4.651020133614726e-10,8.673523218750945e-20,9.356249603784792e-16,4.934457152321272e-16,2.350145757810001e-14,3.141729514711016e-18,6.019850719087434e-23,7.147407461707711e-23,1.4727232337326798e-19,5.447407958056465e-24,6.3722268228349984e-18,8.422757230498433e-26,3.76,0.0,0.5264694992066556,0.9978843665455434,2.3393948924962575e-15,1.4986568799446888e-13,0.0033385158248003476,0.003241996713469272,9.65118788648337e-05,2.559130518821314e-09,0.0021156215409424903,7.465366318201547e-13,1.8554279761654832e-13,4.922923292863529e-16,1.1180774723824142e-17,3.0961341119070685e-11,1.1801592302632597e-11,1.1794761954526872e-10,7.544851478764395e-11,2.948257325530646e-13,2.671322177323583e-16,6.776968627839295e-11,8.30517398905128e-12,3.061722536580786e-20,4.285117417864522e-19,1.0012830523460533e-13,2.1279803962201339e-16,4.562576353436301e-14,1.0647392676121708e-21,4.746810655238512e-10,4.256355109281363e-16,7.739284346343484e-21,3.391738611095385e-19,5.940674764679397e-10,2.4093070349542527e-09,1.0550808899086413e-09,1.09413503401119e-16,8.493138236649686e-09,1.2191315413590257e-13,2.590134988472862e-19
5.146519395523618e-10,0.8626088526351203,1.362844087340541e-09,3.0187612256801826e-12,6.142103604642577e-13,1.9242020493504352e-12,0.0,0.0,1.2372514147518259e-08,9.357753242897931e-14,7.11710486369044e-15,3.481031475347289e-14,4.557198654080881e-17,1.8657862291303754e-26,2.0635842188417375e-17,1.0219605688482772e-11,6.192043263990193e-10,3.402815319027344e-11,9.461062944635225e-21,1.3770309504124912e-19,2.3704047949159133e-09,1.3678593834477837e-16,4.844709698125436e-10,9.819823370128499e-20,1.0157961643210445e-15,5.659390310823884e-16,2.664671079972259e-14,3.713713259151649e-18,6.822450226089217e-23,8.097254626996979e-23,1.6714286781382052e-19,6.525277882611632e-24,7.531467623757141e-18,1.0802592362949635e-25,3.76,0.0,0.5263274669966119,0.9978382116930404,2.7153063819117297e-15,1.6288590570611265e-13,0.0034805476676037666,0.0033811196607166486,9.942017711816813e-05,2.7501422279834623e-09,0.002161775884895164,8.160317134146956e-13,2.0330037141345045e-13,5.485881151502598e-16,1.2928903682041688e-17,3.402060737132425e-11,1.2629789465502642e-11,1.2718827599665402e-10,8.137425251445494e-11,3.3059813829006347e-13,3.087093906633615e-16,7.31392853232662e-11,9.004372805785075e-12,3.4786722372434605e-20,4.8343095829877535e-19,1.1238988245103432e-13,2.452730923145731e-16,5.120331076541138e-14,1.239318773665713e-21,4.94877669851324e-10,4.622949502605229e-16,9.041619912801947e-21,3.9541847180960787e-19,6.193398846420969e-10,2.4934078924525606e-09,1.1432999255899185e-09,1.2110940115063377e-16,8.833099620636051e-09,1.3176438056870485e-13,2.929445880415864e-19
5.357200171676842e-10,0.8626319923164764,1.4713543612519137e-09,3.262224472312047e-12,6.883680613417305e-13,2.164010223774921e-12,0.0,0.0,1.2876763440426089e-08,1.0137257438718613e-13,8.049591493387746e-15,4.032409473197147e-14,5.224342085445068e-17,2.0991137239650177e-26,2.2250303246456876e-17,1.1058609497069697e-11,6.444585684107561e-10,3.724976788939525e-11,1.124334176360277e-20,1.5537199337170588e-19,2.5689314539070087e-09,1.5429169460742774e-16,5.038010087921442e-10,1.1061837906568e-19,1.099146268616839e-15,6.457080502477072e-16,3.006102524198295e-14,4.3604602643790236e-18,7.693249841345207e-23,9.127291888889246e-23,1.8873215711653544e-19,7.76212851701344e-24,8.842043525559046e-18,1.3717401520238783e-25,3.76,0.0,0.5261854731041674,0.9977943201093767,3.1337101437977166e-15,1.764444536174302e-13,0.0036225412006562936,0.0035202824265666947,0.00010225032573498371,2.945598631905757e-09,0.0022056669599812093,8.888213829713655e-13,2.219357714015362e-13,6.083037709320204e-16,1.485153389588643e-17,3.7241424619818705e-11,1.3472850569646926e-11,1.3669845270442666e-10,8.747464521197896e-11,3.689789579126166e-13,3.5481172351130896e-16,7.867208251480343e-11,9.729603865119731e-12,3.932437833523543e-20,5.426567268360901e-19,1.2552614210621652e-13,2.808564605445316e-16,5.71903703220268e-14,1.4345089378361424e-21,5.150690160530771e-10,5.004312443648319e-16,1.0500578253368703e-20,4.580664265313377e-19,6.446053767828226e-10,2.5761885535741642e-09,1.2347610543885303e-09,1.3356115502591591e-16,9.171313346049799e-09,1.4193606433080848e-13,3.296632465465447e-19
5.567880947830066e-10,0.8626551257570662,1.5836217899538866e-09,3.5178666819797423e-12,7.680982279768906e-13,2.422458400315729e-12,0.0,0.0,1.3380850548325812e-08,1.0947760032921028e-13,9.061396240507606e-15,4.644272300189483e-14,5.958833769307948e-17,2.350856761181676e-26,2.3917732800806068e-17,1.1929518396687857e-11,6.69705454525811e-10,4.063428357991135e-11,1.3267130811237468e-20,1.7449734244223876e-19,2.7754710909324507e-09,1.7323121683511441e-16,5.230922058814289e-10,1.2403235741766983e-19,1.1856621484736317e-15,7.331741354995429e-16,3.375545899451565e-14,5.088215646698262e-18,8.63500767886549e-23,1.0240698847268581e-22,2.121117212925822e-19,9.17407237019768e-24,1.0316566174755556e-17,1.7259131908045397e-25,3.76,0.0,0.5260435175189854,0.9977525808107864,3.59755086112864e-15,1.905408685988565e-13,0.0037644964342953553,0.00365948296049234,0.00010500438580433614,3.1452855095111376e-09,0.00224740574996423,9.649174528009701e-13,2.41452391662068e-13,6.714502206967582e-16,1.6956082092552762e-17,4.0625090405233115e-11,1.432987915003302e-11,1.464708105635896e-10,9.374509971499159e-11,4.100366146357192e-13,4.05733449748425e-16,8.436409565871354e-11,1.0480605707554727e-11,4.4246578157028267e-20,6.06322249297694e-19,1.3955525722419493e-13,3.1966561999957325e-16,6.359772660115893e-14,1.6518927136866014e-21,5.35255107328278e-10,5.400401494616659e-16,1.2127827964262045e-20,5.27529624745719e-19,6.698639550057489e-10,2.657671388291912e-09,1.3294327852301538e-09,1.4678972368446231e-16,9.507790269609178e-09,1.5242182398896604e-13,3.6927176187857194e-19
5.77856172398329e-10,0.862678252958568,1.6996071530730035e-09,3.785950513848712e-12,8.53580333590501e-13,2.7001724599439344e-12,0.0,0.0,1.3884776556281187e-08,1.1789241077175085e-13,1.0155891602179188e-14,5.3204619160304214e-14,6.764657701697835e-17,2.621693392442699e-26,2.563741310961402e-17,1.2832201781719346e-11,6.949449875874599e-10,4.4182900556183755e-11,1.5552826321947422e-20,1.9513796176552885e-19,2.990026247932033e-09,1.9366097589800876e-16,5.423446363689655e-10,1.3847667129659719e-19,1.275330741638952e-15,8.287661337770629e-16,3.774106756104422e-14,5.903474116459814e-18,9.650479216732552e-23,1.1440647162874681e-22,2.3735297930564476e-19,1.0778164210672438e-23,1.1968147983599181e-17,2.1531058396382445e-25,3.76,0.0,0.5259016002307323,0.997712888255803,4.10985747928953e-15,2.0517468787340046e-13,0.003906413378855602,0.003798719266305073,0.00010768436406721142,3.348995253441921e-09,0.0022870977963095453,1.0443304471916416e-12,2.6185313480961024e-13,7.380332813843159e-16,1.9249702398339895e-17,4.4172803401017384e-11,1.5200030479329065e-11,1.5649820434308518e-10,1.001811440312754e-10,4.5383758437537677e-13,4.617754257182048e-16,9.021143409768612e-11,1.125711703737958e-11,4.956977880592245e-20,6.745578317886215e-19,1.5449446547713012e-13,3.618129808342614e-16,7.043585353172947e-14,1.8931162817164455e-21,5.554359467887766e-10,5.811174383977143e-16,1.3935360461672295e-20,6.042255456738271e-19,6.951156214157998e-10,2.7378783767394793e-09,1.427284059204811e-09,1.6081601643153812e-16,9.84254113775852e-09,1.632153750914616e-13,4.1187167972120863e-19
5.989242500136514e-10,0.8627013739226597,1.8192718739793667e-09,4.0667329901638545e-12,9.449918683141326e-13,2.997771376045334e-12,0.0,0.0,1.4388542496727729e-08,1.266168070369168e-13,1.1336457245915306e-14,6.064886793233452e-14,7.645879459953864e-17,2.912302470407396e-26,2.7408644135123622e-17,1.3766529492176351e-11,7.201771704283934e-10,4.789672671860516e-11,1.8121473083514784e-20,2.173528313060997e-19,3.2125993534883125e-09,2.1563744027962985e-16,5.615583752591201e-10,1.5398763757531735e-19,1.3681390471534502e-15,9.329200882099265e-16,4.202890332718739e-14,6.81297977104819e-18,1.074241729936823e-22,1.2730300576594824e-22,2.645272256797294e-19,1.2592416468899005e-23,1.3810401486329831e-17,2.6648670101610506e-25,3.76,0.0,0.5257597212290771,0.9976751420783802,4.673742180032951e-15,2.2034544901582553e-13,0.0040482920446689025,0.0039379894007220235,0.00011029221434961483,3.5565266860730534e-09,0.002324843465061271,1.1270696980775462e-12,2.8314044903980295e-13,8.080540295880053e-16,2.1739276631893155e-17,4.788566988425253e-11,1.608250864144845e-11,1.667736775752078e-10,1.067784241476292e-10,5.004464530986276e-13,5.232449397322637e-16,9.621029662616975e-11,1.2058876818224745e-11,5.531050612907397e-20,7.474909333235174e-19,1.7036010697515609e-13,4.0740586917765816e-16,7.771492408261408e-14,2.1598894787660652e-21,5.756115374623963e-10,6.236589001504431e-16,1.5935477350312408e-20,6.885767398392061e-19,7.203603781075765e-10,2.81683111645169e-09,1.5282842424673006e-09,1.7566089389466858e-16,1.0175576589529816e-08,1.7431052864328093e-13,4.575638214578471e-19
6.199923276289738e-10,0.8627244886510181,1.9425780067074722e-09,4.360465707198393e-12,1.0425083791375742e-12,3.315867327035325e-12,0.0,0.0,1.4892149352076085e-08,1.3565059121775124e-13,1.2606479196647717e-14,6.881518388671288e-14,8.606644923040508e-17,3.22336399471396e-26,2.923074308933792e-17,1.473237180781525e-11,7.454020058708705e-10,5.177678364767846e-11,2.0994735387878868e-20,2.4120109622612524e-19,3.4431927258184634e-09,2.3921707528359737e-16,5.807334972800053e-10,1.7060138837587958e-19,1.4640741241768023e-15,1.0460789562756423e-15,4.6630015046640224e-14,7.82372587617648e-18,1.1913572139793993e-22,1.4112814928708595e-22,2.9370561805971093e-19,1.4635813857736354e-23,1.5857438671986087e-17,3.2740589433732764e-25,3.76,0.0,0.5256178805036913,0.9976392468341122,5.292399375829455e-15,2.3605268995184636e-13,0.004190132442064343,0.004077291471970878,0.0001128298389578493,3.767684880475028e-09,0.002360738200623711,1.2131434344463864e-12,3.053163627411412e-13,8.815091470173348e-16,2.443140650530879e-17,5.176470980995132e-11,1.6976563768040077e-11,1.7729045757989565e-10,1.1353270092018175e-10,5.499259722798299e-13,5.904555269007874e-16,1.0235696945226636e-10,1.288562436475945e-11,6.1485351718893e-20,8.252462136338689e-19,1.8716766053121574e-13,4.565465391692055e-16,8.544481943613643e-14,2.4539862089424894e-21,5.957818822961124e-10,6.676603393644365e-16,1.8140778122856595e-20,7.810103429187588e-19,7.45598227165731e-10,2.89455082944952e-09,1.6324031192737446e-09,1.9134516868506e-16,1.0506907159281945e-08,1.857011896151674e-13,5.064483012586262e-19
