Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62)
2.368499689572871e-06,0.9131511326661175,1.3599786666453165e-06,1.1721008419353886e-06,5.270262058561924e-07,4.469067324422705e-06,0.0,0.0,1.2199610081521322e-06,6.411828792529696e-09,2.0469698331944774e-05,4.5955570876409896e-07,5.499871037546339e-08,1.6714619776808763e-17,6.3780867031689964e-12,1.5123878948918818e-07,6.289701028015892e-07,4.233912514497151e-05,1.1515314782616317e-08,1.0173674266326415e-10,0.0013855416943254473,1.4710826854768046e-08,5.880179890146575e-09,4.104794815709671e-13,1.7637015556230183e-11,3.70676374932736e-06,3.6023064933057023e-10,5.648143342243806e-12,2.0617723881407723e-13,7.297432126505669e-15,1.5533401461521678e-12,6.724316624433045e-15,2.0153398035615466e-10,2.7384668030566e-12,3.76,0.0,5.247559979956036e-06,0.9977574468604291,3.836455924485528e-06,1.425761958463737e-08,0.5855486446283201,0.582698090406332,6.19020365408231e-07,2.1889165624888586e-09,0.0021841151231799167,4.993469880231275e-07,9.021229386642103e-10,2.475723377190701e-13,2.383859741404018e-11,3.5887684668496794e-05,2.5526709067397133e-09,8.302630391512051e-07,9.043346615634861e-07,4.993204382327732e-06,1.0006721091545643e-05,1.1809954157072375e-08,1.611158537476943e-08
2.3777239213549364e-06,0.9131521061966188,1.3668104279410015e-06,1.1780517030769104e-06,5.29946891422801e-07,4.508448928059277e-06,0.0,0.0,1.2263858283401857e-06,6.455159741298655e-09,2.0656144677848745e-05,4.638435132648411e-07,5.52550074558383e-08,1.6986143886256004e-17,6.449008734599484e-12,1.5204668900906158e-07,6.34791905440569e-07,4.2516622704894584e-05,1.1644557031380561e-08,1.026897885276105e-10,0.001391456627161803,1.4775507444344553e-08,5.9117187881807884e-09,4.181804440636376e-13,1.7800986494456504e-11,3.7395688546173537e-06,3.621637847174953e-10,5.752273101794444e-12,2.1082955537256412e-13,7.434232350560373e-15,1.5657254558377709e-12,6.783003458478296e-15,2.0265676719710153e-10,2.7644423135016426e-12,3.76,0.0,5.034653049973459e-06,0.9977571355235562,3.872535788103655e-06,1.4448310024373212e-08,0.5855548783841399,0.5826920125982941,6.189749801650755e-07,2.188888796712169e-09,0.0021841144417377827,5.014734509425606e-07,9.024824682629346e-10,2.4893765001882205e-13,2.3970453619082148e-11,3.601656562530006e-05,2.5526407648272826e-09,8.344280748188758e-07,9.088741601226936e-07,5.022633955209002e-06,1.0107354566594252e-05,1.1866235695549754e-08,1.619133080385748e-08
2.3869481531370017e-06,0.9131530783981102,1.3736550182819912e-06,1.1840143415220089e-06,5.328743338533298e-07,4.548024894624314e-06,0.0,0.0,1.2328207902736472e-06,6.4985849642692395e-09,2.0843511916716872e-05,4.681541859318759e-07,5.551133668782739e-08,1.7261039569915795e-17,6.520431535129658e-12,1.5285620537848437e-07,6.406445779773763e-07,4.269410548088773e-05,1.1774699407237193e-08,1.036482490912756e-10,0.0013973714928061179,1.4840187462943537e-08,5.943320689155776e-09,4.2599534678841346e-13,1.796583323558095e-11,3.77253980410391e-06,3.641011742720856e-10,5.857915445659863e-12,2.1556749767660322e-13,7.573043579808262e-15,1.5781741936417126e-12,6.8419864132947474e-15,2.0378211276259132e-10,2.790560011665529e-12,3.76,0.0,4.831241438491713e-06,0.9977568235552402,3.908814779565336e-06,1.4640761332435635e-08,0.5855611030089041,0.5826859244188807,6.189313204904442e-07,2.1888612121399514e-09,0.0021841137589135614,5.036000085198799e-07,9.028426147830661e-10,2.5030603277847003e-13,2.4102612048845857e-11,3.614529720273671e-05,2.552610579601371e-09,8.386016017193971e-07,9.134227868263411e-07,5.052121702726288e-06,1.0208571347077842e-05,1.1922621625712663e-08,1.627122409308587e-08
2.396172384919067e-06,0.9131540493359394,1.3805124777996347e-06,1.189988794024634e-06,5.358085520558362e-07,4.5877955527100265e-06,0.0,0.0,1.2392658878817945e-06,6.542104252123165e-09,2.1031801019475395e-05,4.724877725787662e-07,5.576769818308925e-08,1.753933744033144e-17,6.592356906923561e-12,1.536673438176275e-07,6.465281815878297e-07,4.2871573495501485e-05,1.1905744705458274e-08,1.0461214025669843e-10,0.0014032862911288143,1.4904866909680553e-08,5.974985797083082e-09,4.339254523383745e-13,1.813155755849003e-11,3.8056769222272646e-06,3.660428308783767e-10,5.965086830044602e-12,2.2039229688776725e-13,7.713887751001208e-15,1.5906865889639493e-12,6.901266126117877e-15,2.0491002434827182e-10,2.816820205306002e-12,3.76,0.0,4.636901667576657e-06,0.9977565109541654,3.945293354796608e-06,1.4834982818583353e-08,0.5855673189260145,0.5826798262898658,6.188893093831491e-07,2.18883380053767e-09,0.002184113074704372,5.057266609874291e-07,9.032033808311126e-10,2.516774942491301e-13,2.4235073557385614e-11,3.6273879989435904e-05,2.552580352726405e-09,8.427836464464671e-07,9.179805706085046e-07,5.0816677618839765e-06,1.0310372508361596e-05,1.1979112280138357e-08,1.635126571262046e-08
2.4053966167011322e-06,0.9131550190725471,1.3873828467030224e-06,1.1959750974112447e-06,5.387495649908186e-07,4.627761231960666e-06,0.0,0.0,1.2457211151448403e-06,6.585717397878312e-09,2.1221012961263955e-05,4.768443191665981e-07,5.602409205422916e-08,1.782106832121513e-17,6.664786658438897e-12,1.5448010955309114e-07,6.524427776363109e-07,4.304902677146848e-05,1.203769572833875e-08,1.0558147798623481e-10,0.0014092010220047805,1.4969545783712872e-08,6.006714316222051e-09,4.419720332697429e-13,1.8298161247654727e-11,3.8389805344577806e-06,3.679887674463338e-10,6.0738038389532316e-12,2.2530519721822604e-13,7.856786968704407e-15,1.603262872182109e-12,6.960843236245414e-15,2.0604050926654478e-10,2.843223203111248e-12,3.76,0.0,4.451229145816377e-06,0.9977561977190115,3.9819719710145734e-06,1.5030983811021565e-08,0.5855735265399927,0.5826737186141228,6.188488732760515e-07,2.1888065540376995e-09,0.0021841123891073243,5.078534085797481e-07,9.035647689895323e-10,2.53052042701189e-13,2.4367839000693267e-11,3.640231457374331e-05,2.5525500857920036e-09,8.469742356228255e-07,9.225475404315883e-07,5.111272271039166e-06,1.0412759128413247e-05,1.2035707991796477e-08,1.6431456133219952e-08
2.4146208484831975e-06,0.9131559876675958,1.394266165278755e-06,1.2019732885804844e-06,5.416973916707135e-07,4.667922263073921e-06,0.0,0.0,1.2521864660938532e-06,6.629424196859561e-09,2.1411148721463014e-05,4.812238718041709e-07,5.6280518414776726e-08,1.810626324889505e-17,6.737722604476096e-12,1.552945078179889e-07,6.583884276761364e-07,4.322646533169826e-05,1.2170555285272457e-08,1.06556278302244e-10,0.0014151156853131695,1.5034224084237426e-08,6.038506451083156e-09,4.5013637216008283e-13,1.8465646093141376e-11,3.872450967297347e-06,3.699389969120799e-10,6.184083184929895e-12,2.303074560267772e-13,8.001763506236365e-15,1.6159032746572268e-12,7.0207183850432885e-15,2.0717357484649872e-10,2.869769314701541e-12,3.76,0.0,4.273837326010295e-06,0.9977558838484547,4.018851086730285e-06,1.5228773656456907e-08,0.5855797262373227,0.5826676017764679,6.188099418829097e-07,2.188779465122962e-09,0.0021841117021195178,5.099802515335135e-07,9.039267818179508e-10,2.5442968642423175e-13,2.45009092366898e-11,3.653060154371789e-05,2.5525197803163292e-09,8.511733959009144e-07,9.271237252871199e-07,5.140935369879303e-06,1.0515732287829997e-05,1.2092409094056176e-08,1.651179582624423e-08
2.423845080265263e-06,0.9131569551780958,1.4011624738907322e-06,1.2079834045028825e-06,5.446520511594179e-07,4.708278977802325e-06,0.0,0.0,1.258661934810681e-06,6.673224446670103e-09,2.1602209283720875e-05,4.856264767481907e-07,5.6536977379164764e-08,1.8394953473772124e-17,6.811166566227129e-12,1.5611054385203012e-07,6.64365193449927e-07,4.340388919927255e-05,1.23043261928273e-08,1.075365572871767e-10,0.001421030280937202,1.5098901810488793e-08,6.070362406431289e-09,4.584197616668241e-13,1.8634013890622455e-11,3.906088548280816e-06,3.7189353223811825e-10,6.295941709801995e-12,2.3540034391539385e-13,8.14883980661417e-15,1.628608028739495e-12,7.080892215951516e-15,2.0830922843384534e-10,2.89645885063089e-12,3.76,0.0,4.104356900422331e-06,0.9977555693411668,4.055931161751645e-06,1.5428361720152524e-08,0.5855859183872548,0.5826614761444641,6.187724480520543e-07,2.1887525266112935e-09,0.0021841110137380453,5.121071900874816e-07,9.042894218543257e-10,2.558104337269734e-13,2.4634285125217288e-11,3.6658741487129076e-05,2.5524894377492516e-09,8.553811539635203e-07,9.31709154196527e-07,5.170657199400334e-06,1.0619293069865025e-05,1.214921592069289e-08,1.659228526366243e-08
2.433069312047328e-06,0.9131579216585208,1.4080718129799586e-06,1.2140054822205758e-06,5.476135625718316e-07,4.748831708954695e-06,0.0,0.0,1.265147515427874e-06,6.717117947163223e-09,2.179419563598022e-05,4.900521804034647e-07,5.67934690627091e-08,1.8687170461786345e-17,6.885120371324048e-12,1.5692822290160183e-07,6.703731368899777e-07,4.3581298397440426e-05,1.2439011274819666e-08,1.0852233108366473e-10,0.001426944808763984,1.516357896173736e-08,6.102282387289023e-09,4.668235045861098e-13,1.880326644138737e-11,3.939893605977421e-06,3.738523864135524e-10,6.409396385428032e-12,2.4058514482629103e-13,8.298038483503994e-15,1.6413773677740264e-12,7.141365374490075e-15,2.0944747739086054e-10,2.923292122388695e-12,3.76,0.0,3.942435031924024e-06,0.9977552541958151,4.09321265718628e-06,1.5629757385983392e-08,0.5855921033425752,0.5826553420691911,6.187363276265893e-07,2.188725731640501e-09,0.0021841103239599894,5.142342244824344e-07,9.046526916160589e-10,2.571942929371915e-13,2.476796752803141e-11,3.678673499145401e-05,2.552459059475406e-09,8.595975365244013e-07,9.363038562118899e-07,5.200437901885375e-06,1.0723442560453542e-05,1.2206128805895007e-08,1.6672924918060854e-08
2.4422935438293934e-06,0.9131588871609235,1.4149942230643657e-06,1.2200395588470485e-06,5.505819450734217e-07,4.789580790397566e-06,0.0,0.0,1.2716432021286154e-06,6.761104500414532e-09,2.1987108770504212e-05,4.945010293230995e-07,5.704999358158949e-08,1.8982945895892797e-17,6.959585853887265e-12,1.577475502198488e-07,6.764123201186258e-07,4.375869294961401e-05,1.2574613362388029e-08,1.0951361589461233e-10,0.001432859268684328,1.5228255537287498e-08,6.134266598939797e-09,4.753489139119702e-13,1.897340555235324e-11,3.973866469992226e-06,3.7581557245429835e-10,6.524464314449623e-12,2.4586315613951644e-13,8.449382322176917e-15,1.6542115261066303e-12,7.202138508264768e-15,2.105883290963293e-10,2.9502694424014092e-12,3.76,0.0,3.7877346194282493e-06,0.9977549384110634,4.130696035444403e-06,1.5832970056491748e-08,0.5855982814403402,0.5826491998859799,6.187015193108307e-07,2.188699073654096e-09,0.002184109632782424,5.163613549611289e-07,9.050165936010614e-10,2.58581272401665e-13,2.4901957308794385e-11,3.6914582643875013e-05,2.5524286468170996e-09,8.638225703288959e-07,9.409078604166771e-07,5.230277620883902e-06,1.0828181848238365e-05,1.2263148084270345e-08,1.6753715262650674e-08
2.4515177756114586e-06,0.9131598517350424,1.421929744738649e-06,1.2260856715668916e-06,5.535572178798078e-07,4.830526557056659e-06,0.0,0.0,1.2781489891466532e-06,6.805183910694658e-09,2.218094968390222e-05,4.989730702086973e-07,5.730655105283124e-08,1.928231167754739e-17,7.034564854573583e-12,1.585685310667536e-07,6.824828054486162e-07,4.393607287936416e-05,1.2711135294065827e-08,1.1051042798328881e-10,0.0014387736605925843,1.5292931536475882e-08,6.1663152469310946e-09,4.839973128958269e-13,1.9144433036075632e-11,4.008007470967589e-06,3.7778310340329455e-10,6.641162731047743e-12,2.512356887710659e-13,8.602894280470007e-15,1.667110739089602e-12,7.263212266973082e-15,2.117317909454942e-10,2.977391124034206e-12,3.76,0.0,3.6399335960841807e-06,0.9977546219855706,4.168381760241684e-06,1.603800915294264e-08,0.5856044530025776,0.582643049915115,6.186679645426993e-07,2.1886725463876572e-09,0.0021841089402024135,5.184885817682458e-07,9.053811302887692e-10,2.5997138048611864e-13,2.503625533306844e-11,3.70422850312775e-05,2.5523982010370817e-09,8.680562821545179e-07,9.455211959264609e-07,5.260176501191421e-06,1.0933512024595129e-05,1.2320274090852433e-08,1.683465677127548e-08
2.460742007393524e-06,0.9131608154284048,1.4288784186741208e-06,1.2321438576355832e-06,5.56539400256367e-07,4.871669344918347e-06,0.0,0.0,1.2846648707662334e-06,6.849355984442385e-09,2.237571937715504e-05,5.034683499105598e-07,5.7563141594287924e-08,1.9585299928202416e-17,7.110059220624001e-12,1.593911707092139e-07,6.885846553834677e-07,4.411343821041646e-05,1.284857991585353e-08,1.1151278367342289e-10,0.0014446879843864802,1.535760695866989e-08,6.19842853707755e-09,4.927700351063234e-13,1.9316350710759298e-11,4.042316940584618e-06,3.797549923307069e-10,6.7595090017031556e-12,2.567040672715259e-13,8.75859748975281e-15,1.6800752430875335e-12,7.324587302409997e-15,2.1287787035000774e-10,3.004657481592659e-12,3.76,0.0,3.498724258771671e-06,0.997754304917992,4.206270296602086e-06,1.6244884115379735e-08,0.5856106183369569,0.5826368924625052,6.186356073718057e-07,2.1886461438558032e-09,0.002184108246217013,5.206159051503446e-07,9.057463041411167e-10,2.6136462557516977e-13,2.517086246830975e-11,3.716984274024774e-05,2.552367723341206e-09,8.722986988115358e-07,9.501438918896149e-07,5.290134688829638e-06,1.1039434183657037e-05,1.2377507161106638e-08,1.6915749918418575e-08
2.469966239175589e-06,0.913161778286426,1.435840285618577e-06,1.2382141543792818e-06,5.595285115178577e-07,4.913009491031146e-06,0.0,0.0,1.29119084132204e-06,6.893620530238212e-09,2.25714188556398e-05,5.079869154278893e-07,5.781976532462494e-08,1.9891942990811922e-17,7.186070805911247e-12,1.602154744211204e-07,6.947179326178381e-07,4.4290788966647294e-05,1.2986950081290058e-08,1.1252069934929857e-10,0.0014506022399669645,1.5422281803266038e-08,6.230606675464029e-09,5.016684244894884e-13,1.9489160400268916e-11,4.076795211564661e-06,3.8173125233412943e-10,6.879520625961109e-12,2.6226962992525085e-13,8.916515255899147e-15,1.693105275483131e-12,7.386264268473798e-15,2.140265747378886e-10,3.032068830324423e-12,3.76,0.0,3.3638126274989067e-06,0.9977539872069786,4.244362110860708e-06,1.645360440268124e-08,0.58561677773743,0.5826307278203248,6.186043943429725e-07,2.1886198603397525e-09,0.00218410755082327,5.227433253558173e-07,9.061121176034663e-10,2.6276101607228e-13,2.5305779583862757e-11,3.729725635707112e-05,2.5523372148809662e-09,8.765498471435369e-07,9.547759774879938e-07,5.320152331027083e-06,1.1145949422339217e-05,1.243484763093613e-08,1.6996995179210236e-08
2.4791904709576545e-06,0.913162740352504,1.4428153863961784e-06,1.244296599194642e-06,5.625245710280625e-07,4.9545473335072264e-06,0.0,0.0,1.2977268951991323e-06,6.937977358778343e-09,2.2768049129154432e-05,5.125288139089938e-07,5.807642236330376e-08,2.020227343134694e-17,7.262601470987115e-12,1.6104144748343251e-07,7.008827000378871e-07,4.446812517208024e-05,1.3126248651523406e-08,1.1353419145585225e-10,0.001456516427238061,1.548695606968854e-08,6.2628498684486536e-09,5.10693835429233e-13,1.9662863934139798e-11,4.111442617670786e-06,3.8371189653878013e-10,7.00121523720029e-12,2.67933728850071e-13,9.076671060264321e-15,1.7062010746830563e-12,7.448243821171872e-15,2.1517791155348047e-10,3.0596254864209237e-12,3.76,0.0,3.234917833369933e-06,0.9977536688511772,4.282657670666624e-06,1.666417949261592e-08,0.5856229314848431,0.5826245562676247,6.185742743849508e-07,2.1885936903754216e-09,0.0021841068540182215,5.248708426348457e-07,9.064785731054972e-10,2.641605603997101e-13,2.5441007550954902e-11,3.742452646773046e-05,2.5523066767559117e-09,8.808097540279791e-07,9.594174819375938e-07,5.350229576200211e-06,1.125305884036268e-05,1.2492295836687644e-08,1.7078393029434625e-08
2.4884147027397197e-06,0.913163701668108,1.4498037619073483e-06,1.250391229548641e-06,5.655275981994485e-07,4.9962832115239146e-06,0.0,0.0,1.3042730268328891e-06,6.9824262828491035e-09,2.2965611211941778e-05,5.170940926514952e-07,5.833311283056703e-08,2.0516324040320764e-17,7.339653083129563e-12,1.6186909518425347e-07,7.070790207216388e-07,4.464544685088249e-05,1.3266478495380605e-08,1.1455327649877166e-10,0.0014624305461067258,1.555162975738793e-08,6.295158322665794e-09,5.198476328081812e-13,1.9837463147588594e-11,4.146259493709294e-06,3.856969380976947e-10,7.12461060340606e-12,2.736977300975406e-13,9.239088560667763e-15,1.7193628801237782e-12,7.510526618626504e-15,2.1633188825741537e-10,3.0873277670190596e-12,3.76,0.0,3.1117715338481027e-06,0.9977533498492301,4.321157444985696e-06,1.6876618881899358e-08,0.5856290798475214,0.5826183780709191,6.185451987040999e-07,2.1885676287420763e-09,0.0021841061557988954,5.269984572393626e-07,9.068456730620558e-10,2.6556326699847984e-13,2.5576547242691894e-11,3.755165365790443e-05,2.552276110015969e-09,8.850784463767272e-07,9.640684344891997e-07,5.380366573934937e-06,1.1360763540277895e-05,1.2549852115157212e-08,1.7159943945536736e-08
2.497638934521785e-06,0.9131646622728661,1.4568054531286761e-06,1.256498082978428e-06,5.685376124928456e-07,5.038217465325238e-06,0.0,0.0,1.3108292307089532e-06,7.026967117301762e-09,2.316410612271326e-05,5.216827991025353e-07,5.858983684742445e-08,2.0834127834324127e-17,7.417227516389583e-12,1.6269842281890406e-07,7.133069579393451e-07,4.4822754027361564e-05,1.340764248943699e-08,1.1557797104459585e-10,0.0014683445964827151,1.561630286583972e-08,6.3275322450290145e-09,5.29131192068836e-13,2.0012959881523994e-11,4.181246175531222e-06,3.876863901919151e-10,7.249724627947994e-12,2.795630137537243e-13,9.40379159238106e-15,1.7325909322774473e-12,7.57311332108063e-15,2.1748851232657914e-10,3.1151759902028956e-12,3.76,0.0,2.9941173540980647e-06,0.9977530301997765,4.359861904103405e-06,1.7090932086250336e-08,0.5856352230818275,0.582612193484743,6.185171206828093e-07,2.188541670451469e-09,0.002184105456162312,5.291261694230093e-07,9.072134198739678e-10,2.669691443283308e-13,2.5712399534053203e-11,3.767863851296639e-05,2.552245515663655e-09,8.893559511365777e-07,9.687288644290148e-07,5.410563474968632e-06,1.146906462748799e-05,1.2607516803595611e-08,1.724164840462906e-08
2.5068631663038503e-06,0.9131656222046468,1.4638205011128434e-06,1.2626171970911806e-06,5.715546334171405e-07,5.080350436223459e-06,0.0,0.0,1.3173955013631789e-06,7.071599679027741e-09,2.3363534884672266e-05,5.262949808589883e-07,5.884659453563927e-08,2.115571805757048e-17,7.495326651637881e-12,1.6352943568999603e-07,7.19566575153846e-07,4.5000046725962024e-05,1.3549743518084757e-08,1.1660829172081695e-10,0.0014742585782784548,1.5680975394543144e-08,6.359971842733987e-09,5.385458992750855e-13,2.0189355982557414e-11,4.216403000033866e-06,3.896802660306751e-10,7.376575350361762e-12,2.8553097404052825e-13,9.570804169121516e-15,1.7458854726577831e-12,7.636004590903565e-15,2.1864779125408084e-10,3.143170475005386e-12,3.76,0.0,2.8817103532430883e-06,0.9977527099014497,4.39877151962766e-06,1.7307128640447354e-08,0.5856413614326946,0.5826060027521862,6.184899957824494e-07,2.1885158107374732e-09,0.00218410475510548,5.312539794411014e-07,9.075818159288161e-10,2.6837820086769155e-13,2.5848565301888026e-11,3.780548161798305e-05,2.5522148946561723e-09,8.9364229528977e-07,9.733988010792722e-07,5.440820431172521e-06,1.1577963210271557e-05,1.2665290239713733e-08,1.7323506884498096e-08
2.5160873980859156e-06,0.9131665814996363,1.4708489469885544e-06,1.2687486095639826e-06,5.745786805289883e-07,5.12268246660064e-06,0.0,0.0,1.323971833381582e-06,7.116323786934245e-09,2.356389852553716e-05,5.309306856676732e-07,5.910338601771551e-08,2.148112818345139e-17,7.573952376611337e-12,1.6436213910750338e-07,7.258579360209311e-07,4.517732497126252e-05,1.3692784473600923e-08,1.176442552159831e-10,0.0014801724914089165,1.5745647343020005e-08,6.392477323261339e-09,5.480931511740466e-13,2.0366653303013742e-11,4.251730305162326e-06,3.916785788515822e-10,7.505180947135327e-12,2.916030194175769e-13,9.740150484051163e-15,1.7592467438259808e-12,7.6992010925968e-15,2.198097325492248e-10,3.1713115414100846e-12,3.76,0.0,2.7743165144265055e-06,0.9977523889528808,4.437886764491603e-06,1.7525218098385295e-08,0.5856474951341369,0.5825998061054051,6.184637814506537e-07,2.1884900450461768e-09,0.0021841040526254015,5.333818875505923e-07,9.079508636016835e-10,2.697904451136496e-13,2.5985045424911764e-11,3.793218355771363e-05,2.5521842479074604e-09,8.979375058544856e-07,9.780782737988358e-07,5.471137595534527e-06,1.1687460399805143e-05,1.2723172761687892e-08,1.7405519863610897e-08
2.525311629867981e-06,0.9131675401924159,1.4778908319604815e-06,1.2748923581437124e-06,5.776097734325378e-07,5.165213899910206e-06,0.0,0.0,1.3305582214002895e-06,7.161139261920259e-09,2.37651980775639e-05,5.355899614255669e-07,5.936021141688585e-08,2.1810391916102076e-17,7.653106585959266e-12,1.6519653838883358e-07,7.321811043896999e-07,4.5354588787972784e-05,1.3836768256214571e-08,1.1868587827980265e-10,0.0014860863357915037,1.581031871081351e-08,6.425048894379493e-09,5.577743552582503e-13,2.0544853700942015e-11,4.287228429911033e-06,3.936813419207963e-10,7.635559732499551e-12,2.977805726846389e-13,9.911854910781336e-15,1.7726749893966385e-12,7.762703492799695e-15,2.2097434373748566e-10,3.199599510352871e-12,3.76,0.0,2.671712257615681e-06,0.9977520673526951,4.477208112956407e-06,1.7745210033132304e-08,0.5856536244097363,0.5825936037661077,6.184384370327318e-07,2.188464369026414e-09,0.002184103348719069,5.355098940100392e-07,9.083205652558646e-10,2.712058855819226e-13,2.6121840783702483e-11,3.8058744916608886e-05,2.552153576290092e-09,9.022416098853362e-07,9.827673119837835e-07,5.5015151221425076e-06,1.1797557310185337e-05,1.278116470816488e-08,1.748768782112125e-08
2.534535861650046e-06,0.9131684983160319,1.4849461973092243e-06,1.2810484806469475e-06,5.80647931779174e-07,5.207945080678536e-06,0.0,0.0,1.3371546601054962e-06,7.206045926852942e-09,2.3967434577568365e-05,5.402728561800212e-07,5.961707085710003e-08,2.214354319197726e-17,7.732791181289507e-12,1.6603263885889715e-07,7.38536144302921e-07,4.553183820093092e-05,1.3981697774173484e-08,1.1973317772325023e-10,0.0014920001113459351,1.5874989497487194e-08,6.457686764147447e-09,5.675909298281705e-13,2.0723959040126058e-11,4.322897714325317e-06,3.956885685332052e-10,7.767730159223154e-12,3.0406507108460547e-13,1.0085942004382731e-14,1.7861704540437002e-12,7.826512460295184e-15,2.221416323604862e-10,3.228034703723686e-12,3.76,0.0,2.573683974134269e-06,0.9977517450995148,4.516736040614091e-06,1.7967114036986697e-08,0.5856597494731084,0.5825873959460207,6.184139236870365e-07,2.188438778520723e-09,0.002184102643383464,5.376379990795717e-07,9.086909232435439e-10,2.726245308068348e-13,2.6258952260698123e-11,3.818516627881045e-05,2.5521228806371314e-09,9.065546344738394e-07,9.874659450679785e-07,5.5319531661678975e-06,1.1908255058450541e-05,1.283926641826698e-08,1.7570011236875855e-08
2.5437600934321114e-06,0.9131694559020648,1.4920150843912756e-06,1.2872170149598785e-06,5.836931752672726e-07,5.250876354506551e-06,0.0,0.0,1.3437611442334171e-06,7.251043606544375e-09,2.4170609066948312e-05,5.449794181289802e-07,5.987396446301402e-08,2.248061618143718e-17,7.813008071214284e-12,1.6687044585017706e-07,7.449231199973935e-07,4.570907323510076e-05,1.4127575943810173e-08,1.207861704186736e-10,0.0014979138179941412,1.5939659702623918e-08,6.490391140917516e-09,5.775443040550973e-13,2.0903971190095293e-11,4.358738499502966e-06,3.977002720125971e-10,7.901710819412121e-12,3.104579664070249e-13,1.02624365024011e-14,1.799733383506418e-12,7.89062866601552e-15,2.2331160597597783e-10,3.2566174443682644e-12,3.76,0.0,2.4800275819537006e-06,0.997751422191957,4.5564710243902885e-06,1.8190939721534125e-08,0.5856658705283463,0.5825811828473351,6.183902043041039e-07,2.1884132695567075e-09,0.002184101936615561,5.397662030208598e-07,9.090619399064466e-10,2.740463893412977e-13,2.6396380740193845e-11,3.831144822815028e-05,2.5520921617438954e-09,9.10876606748885e-07,9.921742025236222e-07,5.562451883849736e-06,1.2019554764602418e-05,1.2897478231596845e-08,1.7652490591420376e-08
2.5529843252141767e-06,0.9131704129806938,1.4990975346390007e-06,1.2933979990382393e-06,5.867455236419716e-07,5.294008068071327e-06,0.0,0.0,1.3503776685702492e-06,7.296132127728694e-09,2.4374722591705063e-05,5.497096956211999e-07,6.013089235997945e-08,2.282164529034407e-17,7.893759171395917e-12,1.677099647027961e-07,7.51342095904304e-07,4.58862939155693e-05,1.4274405689607256e-08,1.2184487329990199e-10,0.001503827455660158,1.6004329325824876e-08,6.523162233338049e-09,5.876359180443562e-13,2.1084892026135366e-11,4.3947511275958005e-06,3.997164657118298e-10,8.037520445313515e-12,3.169607250921939e-13,1.0441363325878527e-14,1.8133640245953374e-12,7.955052783047953e-15,2.244842721578242e-10,3.2853480560898867e-12,3.76,0.0,2.3905481008180435e-06,0.9977510986286354,4.596413542547069e-06,1.8416696717704844e-08,0.5856719877704457,0.5825749646631289,6.183672434294013e-07,2.1883878383387815e-09,0.0021841012284123237,5.41894506097086e-07,9.094336175764603e-10,2.754714697567906e-13,2.653412710833964e-11,3.843759134815016e-05,2.5520614203696295e-09,9.152075538771889e-07,9.968921138618046e-07,5.593011432479092e-06,1.2131457551626986e-05,1.2955800488242276e-08,1.7735126366005372e-08
2.562208556996242e-06,0.9131713695807613,1.5061935895606272e-06,1.2995914709072475e-06,5.898049966949529e-07,5.337340569127709e-06,0.0,0.0,1.3570042279521259e-06,7.341311319039579e-09,2.4579776202464838e-05,5.544637371564699e-07,6.038785467403394e-08,2.3166665161668946e-17,7.975046404592358e-12,1.6855120076458416e-07,7.577931366495877e-07,4.6063500267544305e-05,1.4422189944262278e-08,1.2290930336235602e-10,0.0015097410242700326,1.6068998366708683e-08,6.556000250356092e-09,5.978672228988752e-13,2.1266723429298938e-11,4.43093594181126e-06,4.017371630129976e-10,8.17517791012375e-12,3.2357482833581243e-13,1.0622747580380309e-14,1.8270626251982988e-12,8.01978548664042e-15,2.256596384959865e-10,3.3142268636511284e-12,3.76,0.0,2.3050592463176796e-06,0.9977507744081595,4.636564074685701e-06,1.8644394675831112e-08,0.5856781013857109,0.5825687415777756,6.183450071895172e-07,2.1883624812402808e-09,0.0021841005187707096,5.440229085729161e-07,9.098059585762305e-10,2.7689978064334666e-13,2.6672192253138414e-11,3.85635962220214e-05,2.552030657239119e-09,9.195475030637387e-07,1.0016197086330267e-06,5.623631970383833e-06,1.2243964545515393e-05,1.3014233528780868e-08,1.781791904259206e-08
