Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63)
1.6768352352145848e-19,0.7193165462532627,1.0239522125880977e-31,3.592245677970131e-25,1.683970575293262e-36,7.50018276396254e-49,0.0,0.0,2.523082670713896e-34,4.168090366097342e-63,6.421521138489586e-47,1.8979176568405983e-52,4.9620918160374714e-49,8.82970789576325e-61,1.998106583257175e-40,7.713506032286198e-49,1.0949569569613873e-62,1.2144011412340034e-32,6.926686474821158e-56,4.0287982486219777e-54,1.4066802897562604e-31,3.0425996678499087e-49,1.4039878063188628e-53,1.0776283249053418e-110,3.198265253029773e-68,5.748373521056295e-51,2.7810490362620243e-61,1.2667992223703508e-95,1.2451320161393389e-137,2.7907943337930003e-117,7.971595580176242e-67,1.8471983954906107e-81,5.595997869603741e-65,7.85541946222953e-94,3.76,0.0,0.7117551607215234,0.9999999999996643,6.967428716589308e-62,4.3274561728628737e-91,3.0288332239020064e-14,2.899127639489612e-14,1.2970558441239352e-15,7.8131353279376226e-31,3.357130423492493e-13,4.5576196583689327e-35,2.625135952225202e-36,9.773946564033273e-66,1.125587019422019e-63,1.2144011412339971e-32,1.157797024603292e-32,6.514141264502022e-32,3.7506116880781224e-32,1.6839706550283252e-36,1.9981065854847634e-40,2.70789164673379e-47
3.355127321198253e-19,0.7193165462532666,4.098477346532232e-31,7.18761233490349e-25,6.740270897968098e-36,6.004706650139128e-48,0.0,0.0,1.0098906026148319e-33,6.676705606244154e-62,5.1411214733831266e-46,1.519488142608951e-51,3.9726906187014283e-48,7.069135156473469e-60,7.997633548463155e-40,6.17549796482176e-48,1.7539699613061494e-61,4.8607693877630735e-32,5.545561200347109e-55,3.2254882807133054e-53,5.630387073677203e-31,2.4359297651372883e-48,1.1241396861276016e-52,1.3824371183174352e-108,5.123179605419613e-67,4.603360953503359e-50,4.4548567951396226e-60,8.121788421215831e-94,6.396090399993607e-135,3.5801747095205016e-115,1.2769396113972056e-65,5.918144561800131e-80,8.96401645134633e-64,5.0356352688617536e-92,3.76,0.0,0.7117551607214931,0.9999999999993283,1.1158832754477974e-60,2.7740709472862897e-89,6.060297927581339e-14,5.800774069304782e-14,2.5952385827655785e-15,3.12729029270722e-30,6.717177552598518e-13,1.8242356135590911e-34,1.0507385113549766e-35,1.5656513709159116e-64,1.8030350946643282e-62,4.860769387763024e-32,4.6342054032352775e-32,2.607354139814639e-31,1.5012221127373591e-31,6.740271536333428e-36,7.997633566298144e-40,2.1680401120096952e-46
6.711711493165588e-19,0.7193165462532746,1.639924789769748e-30,1.4378345651661225e-24,2.696986354397428e-35,4.80559028386624e-47,0.0,0.0,4.0408778539559007e-33,1.0688941856539234e-60,4.1144596750044384e-45,1.2160523206743414e-50,3.1793598793282715e-47,5.6574565787952885e-59,3.2000951589145397e-39,4.942276432407389e-47,2.807984097397962e-60,1.9449409013313764e-31,4.4381348474412594e-54,2.5813709163136614e-52,2.2528882213643365e-30,1.9494841408992913e-47,8.996917138763798e-52,1.7714887487313384e-106,8.201854659152402e-66,3.6845545295633744e-49,7.131916256769313e-59,5.202516620921769e-92,3.280189168965875e-132,4.587723468446785e-113,2.0442916128263508e-64,1.8949446299516346e-78,1.4350767826774292e-62,3.2254225566139773e-90,3.76,0.0,0.7117551607214325,0.9999999999986563,1.7862895084566337e-59,1.7768465175097601e-87,1.212322733493949e-13,1.1604066929000895e-13,5.191604059385915e-15,1.2513234652686936e-29,1.3437271804911443e-12,7.299318633160942e-34,4.2043226980455025e-35,2.506499092422166e-63,2.8865339673670624e-61,1.944940901331337e-31,1.8542857934579714e-31,1.0432812793751533e-30,6.0068438824344315e-31,2.696986865283703e-35,3.200095173188246e-39,1.7351231108726426e-45
1.3424879837100258e-18,0.7193165462532904,6.56076701205556e-30,2.875981229674076e-24,1.0789701863829017e-34,3.845202381592316e-46,0.0,0.0,1.616614267802274e-32,1.7107278908845674e-59,3.292192877529986e-44,9.730266223986188e-50,2.5439709635296485e-46,4.5268248271000794e-58,1.2802464408627053e-38,3.954572533812235e-46,4.494080794279029e-59,7.781030088330884e-31,3.551182950600561e-53,2.06548893355839e-51,9.013019878284022e-30,1.5598835075293943e-46,7.199054183197703e-51,2.2687667860069086e-104,1.3126782559198358e-64,2.9483901137777495e-48,1.1414383402730388e-57,3.3310744227788566e-90,1.680838395922021e-129,5.875552198381787e-111,3.2718174839524165e-63,6.065644973573348e-77,2.2967904400577534e-61,2.065108006306398e-88,3.76,0.0,0.7117551607213113,0.9999999999973123,2.8587644601067517e-58,1.13764317439861e-85,2.424908614965373e-13,2.321065264865624e-13,1.0384335009974781e-14,5.0061086720725126e-29,2.687746028594079e-12,2.9202027579498013e-33,1.682002850138654e-34,4.01156447463502e-62,4.619797123314317e-60,7.78103008833057e-31,7.418350603879209e-31,4.173804460231864e-30,2.4031286944608522e-30,1.0789705951695432e-34,1.2802464522839588e-38,1.3883749581860837e-44
2.6851216524969603e-18,0.7193165462533223,2.6245203894774e-29,5.752274563315611e-24,4.316232224335559e-34,3.0764540190570884e-45,0.0,0.0,6.466983361463896e-32,2.7375624458283203e-58,2.6340043924455458e-43,7.784952181522747e-49,2.0353700204621224e-45,3.6218037223639407e-57,5.12140254541e-38,3.163958619220631e-45,7.191574698918013e-58,3.1126653581026167e-30,2.8412173362793685e-52,1.6525480438237763e-50,3.605501370844318e-29,1.24802529661487e-45,5.759852034201684e-50,2.9048290325347376e-102,2.1005904750443067e-63,2.3590107253512674e-47,1.826566778509722e-56,2.1323561697569882e-88,8.60943165680037e-127,7.522798138145794e-109,5.235668835410105e-62,1.9412980685321882e-75,3.675399017810161e-60,1.3219372680195283e-86,3.76,0.0,0.7117551607210688,0.9999999999946242,4.574584300306452e-57,7.282393436710446e-84,4.850080377907393e-13,4.642382408901938e-13,2.0769796900545306e-14,2.0026064414885723e-28,5.375783715361347e-12,1.1681761718473401e-32,6.728558992596881e-34,6.419436135867938e-61,7.392750059318698e-59,3.112665358102365e-30,2.9675817397492413e-30,1.6696576615711608e-29,9.613297112350081e-30,4.316235494939208e-34,5.121402636789205e-38,1.1108105670183806e-43
5.370388990070829e-18,0.7193165462533861,1.0498508733228433e-28,1.1504861249101191e-23,1.7265633196299808e-33,2.4612801002503046e-44,0.0,0.0,2.5868986066535103e-31,4.380418196323967e-57,2.1073035693826616e-42,6.228257537849487e-48,1.6283733283035835e-44,2.8975805268324045e-56,2.048644375671868e-37,2.531287146501162e-44,1.150735678090632e-56,1.2451168161031207e-29,2.273083733784763e-51,1.3221011972240048e-49,1.4422592343895218e-28,9.984676360756403e-45,4.608125804269339e-49,3.7186983864122905e-100,3.361189015614779e-62,1.8873280442170394e-46,2.922719207860851e-55,1.3648579146532914e-86,4.408935752441026e-124,9.63052104136182e-107,8.377678919321962e-61,6.21262105912989e-74,5.881066413742712e-59,8.461257394419357e-85,3.76,0.0,0.7117551607205838,0.9999999999892482,7.319784115069767e-56,4.661204878567884e-82,9.700423903788128e-13,9.285016697395543e-13,4.1540720639257513e-14,8.01075171371269e-28,1.0751859051141474e-11,4.6728948391767987e-32,2.69153312831216e-33,1.0271844522909533e-59,1.1829260744981352e-57,1.2451168161029195e-29,1.1870809932509224e-29,6.67890240496483e-29,3.8454753140685626e-29,1.7265659362371116e-33,2.0486444487789396e-37,8.886926971020277e-43
1.0740923665218567e-17,0.7193165462535137,4.1994889225148795e-28,2.3010034694682407e-23,6.906395193881268e-33,1.969070888651804e-43,0.0,0.0,1.0347804956650909e-30,7.00892375287795e-56,1.685882901008806e-41,4.98272450394103e-47,1.3027296009620678e-43,2.318119438225641e-55,8.194744205855179e-37,2.025077831466968e-43,1.8412443412424496e-55,4.980568663973474e-29,1.8185132839706182e-50,1.0577060633509865e-48,5.769154312200257e-28,7.987930689054233e-44,3.6865994179036297e-48,4.76026577963339e-98,5.3780979112960536e-61,1.509910227066806e-45,4.676520621639556e-54,8.735570765127197e-85,2.2576077822677482e-121,1.2327926173456535e-104,1.3404773457625509e-59,1.9881138306186103e-72,9.410050261878237e-58,5.415480503185319e-83,3.76,0.0,0.7117551607196136,0.999999999978496,1.1712014849945519e-54,2.983322955193782e-80,1.9401110955536386e-12,1.8570285276066672e-12,8.30825679469665e-14,3.2043658688640814e-27,2.1504009571684106e-11,1.8691959728512808e-31,1.0766351651418962e-32,1.6435549467893002e-58,1.892750846042014e-56,4.980568663971865e-29,4.748420537361099e-29,2.6716153099272593e-28,1.5382214173350067e-28,6.90641612723514e-33,8.194744790727168e-37,7.109718569598963e-42
2.1481993015514043e-17,0.7193165462537685,1.67981264911374e-27,4.602038188188513e-23,2.762587303329643e-32,1.5752755196743134e-42,0.0,0.0,4.1391640907650094e-30,1.1214481725974132e-54,1.3487223748436183e-40,3.986227238770191e-46,1.0421960766143735e-42,1.854517550720526e-54,3.2779310114195574e-36,1.620081531187084e-42,2.946045624273618e-54,1.9922477873083296e-28,1.4548329060011858e-49,8.461748931001943e-48,2.307685200376739e-27,6.390420392837437e-43,2.9493208062309484e-47,6.093354620104274e-96,8.605113286730985e-60,1.2079473060790726e-44,7.482568884046218e-53,5.590919173729599e-83,1.155955286726753e-118,1.5780300400923786e-102,2.1448027739586473e-58,6.362086519629737e-71,1.5056360737140595e-56,3.4659969394850514e-81,3.76,0.0,0.7117551607176735,0.9999999999569916,1.8739514745805323e-53,1.9093758403872354e-78,3.8802485058980014e-12,3.71408224401446e-12,1.6616626188352277e-13,1.2817593784708843e-26,4.300831000869889e-11,7.476860015611829e-31,4.3065845459708453e-32,2.6297360438992125e-57,3.028457526745528e-55,1.9922477873070427e-28,1.8993875023360128e-28,1.0686569898460607e-27,6.152948231910304e-28,2.7626040502114157e-32,3.277931479324257e-36,5.687845676134019e-41
4.2964131716104994e-17,0.7193165462542787,6.719284709710535e-27,9.204107744045226e-23,1.1050414404760667e-31,1.26022807548673e-41,0.0,0.0,1.6556740593424008e-29,1.7943333760134406e-53,1.0789843785271277e-39,3.189001238223287e-45,8.337618522254452e-42,1.4836228297188252e-53,1.311179060930714e-35,1.296072963486662e-41,4.713719532791485e-53,7.969032125862375e-28,1.1638812520840885e-48,6.769439315653092e-47,9.230787755583174e-27,5.112366651752968e-42,2.3594759723591336e-46,7.79963635032836e-94,1.3768307319478839e-58,9.663655066225512e-44,1.1972218848375095e-51,3.578237826723115e-81,5.91865039308031e-116,2.0199152359574944e-100,3.431715799256919e-57,2.035888600236338e-69,2.4090417796570488e-55,2.2182681504605486e-79,3.76,0.0,0.7117551607137933,0.999999999913983,2.998346524155539e-52,1.2220169839240324e-76,7.760523326565578e-12,7.428189679524313e-12,3.3233364704118883e-13,5.127063528917243e-26,8.601690846644667e-11,2.9907592704886325e-30,1.7226426414113795e-31,4.207617036449165e-56,4.845579767229288e-54,7.969032125852081e-28,7.597588379084062e-28,4.274649660752355e-27,2.4611917882122867e-27,1.105054838060865e-31,1.31117943525882e-35,4.550304905077601e-40
8.59284091172869e-17,0.7193165462552991,2.6877206688608544e-26,1.8408247329423805e-22,4.420184191927657e-31,1.0081857422122013e-40,0.0,0.0,6.622713094503786e-29,2.8709464486463385e-52,8.631901854829122e-39,2.551209398020999e-44,6.670115302613832e-41,1.186901761887981e-52,5.244729480620031e-35,1.0368615175427165e-40,7.541997412565935e-52,3.187621312097396e-27,9.311205977208195e-48,5.415567522365931e-46,3.6923244953686006e-26,4.089905457464695e-41,1.8875930184615072e-45,1.4384628401638617e-91,2.202939518981621e-57,7.730954891025773e-43,1.9155636817855067e-50,3.0259540060667843e-79,9.252658879297066e-113,3.725265020732122e-98,5.490770836963925e-56,6.514885636926875e-68,3.854491333238137e-54,1.4197031663229388e-77,3.76,0.0,0.7117551607060327,0.9999999998279658,4.7973766055625574e-51,7.820970523652691e-75,1.552107296781613e-11,1.4856404561321083e-11,6.64668406494735e-13,2.050830577038959e-25,1.7203409571681615e-10,1.1963067925188876e-29,6.890588578957712e-31,6.732221513450341e-55,7.752974722947096e-53,3.1876213120891613e-27,3.0390428614267474e-27,1.7098641802010684e-26,9.844792006828354e-27,4.420291372922133e-31,5.244732475286317e-35,3.640255327040077e-39
1.718569639196507e-16,0.7193165462573392,1.0750895943894473e-25,3.6816528394845384e-22,1.768081676145917e-30,8.065502551631167e-40,0.0,0.0,2.649088618051231e-28,4.5935247764272216e-51,6.905533673593267e-38,2.040971887053843e-43,5.336101269641692e-40,9.495227806686334e-52,2.097894378943789e-34,8.294905548628602e-40,1.2067261368666125e-50,1.2750504303180797e-26,7.449181168085092e-47,4.3324604481595924e-45,1.476931678615952e-25,3.2719292220505633e-40,1.5100865263687826e-44,1.845648090512229e-89,3.5247123021312346e-56,6.184776553489117e-42,3.0649087435108245e-49,1.943975708172397e-77,4.743635056257056e-110,4.779771299440473e-96,8.785255268010331e-55,2.0847756800325095e-66,6.167222475790544e-53,9.086161725704894e-76,3.76,0.0,0.7117551606905116,0.9999999996559314,7.6758293730132555e-50,5.0054526879043327e-73,3.104217224997881e-11,2.9712834368022885e-11,1.3293378819546869e-12,8.203332338741306e-25,3.440684315570597e-10,4.78523359047221e-29,2.756239328031046e-30,1.077159066017046e-53,1.2404825758620837e-51,1.2750504303114918e-26,1.2156185151934142e-26,6.839465157548838e-26,3.937921663954494e-26,1.7681674210656304e-30,2.09789677473188e-34,2.9122089144646674e-38
3.4371407352437826e-16,0.7193165462614202,4.300360790035597e-25,7.363309810437652e-22,7.072377210272551e-30,6.452414265476712e-39,0.0,0.0,1.0596361303261136e-27,7.349648076966339e-50,5.524434149278006e-37,1.632780866147738e-42,4.268885960516916e-39,7.596187280558488e-51,8.391582203676723e-34,6.63593111622551e-39,1.930776205606752e-49,5.100207237246178e-26,5.959677892299887e-46,3.4659709343465357e-44,5.907730490117762e-25,2.6175453227068332e-39,1.2080856103255056e-43,2.362498534751779e-87,5.6395495017819424e-55,4.947826787748424e-41,4.903859215620476e-48,1.244221139130667e-75,2.428783544399897e-107,6.1182772346922e-94,1.4056430724139338e-53,6.67133725940429e-65,9.867638649029911e-52,5.8151945355884715e-74,3.76,0.0,0.7117551606594694,0.9999999993118629,1.2281377466491674e-48,3.2035148816724948e-71,6.208437081295056e-11,5.942569415385951e-11,2.6586766590860506e-12,3.2813347013186015e-24,6.881369485956341e-10,1.9140949216632127e-28,1.1024967455275774e-29,1.7234602319419762e-52,1.984786545907778e-50,5.100207237193475e-26,4.862475751320268e-26,2.735787594317143e-25,1.5751695501643872e-25,7.073063170089973e-30,8.391601370817479e-34,2.329769139320133e-37
