Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56)
5.690828977394549e-09,0.8822010081709124,1.956528716109101e-16,1.1321593636666634e-11,5.706147199074662e-19,5.257072285709781e-23,0.0,0.0,4.4261732530150645e-17,9.175087267095882e-36,7.353990420027305e-17,1.0586112641677245e-22,6.459100220083594e-15,1.7558803714164673e-34,3.708491832702972e-24,2.84029435910864e-20,6.634683735002453e-29,4.5760824731522774e-23,1.0812436549544213e-19,1.668657762522865e-16,2.970584779844304e-07,1.7847598219616327e-13,1.071606852404987e-22,1.780360356659358e-46,2.7729909936701737e-34,1.8055253920532948e-28,1.0656740242851588e-24,7.333787717669051e-40,2.0013531585187272e-60,2.185504484900224e-59,1.3729353333514355e-37,3.2688077036469156e-33,2.1343456722981845e-27,4.224570989405843e-46,3.76,0.0,0.5944106529939103,0.9999999999943361,1.4871862679376397e-23,8.648061200413977e-41,0.040318687044143715,0.04031809292682392
6.5176925299727584e-09,0.8831166696311501,3.081860467347043e-16,1.2966593825641852e-11,1.0144365786913323e-18,1.0303563728419547e-22,0.0,0.0,8.362093214517375e-17,3.6053077164118097e-35,1.4313516518105665e-16,2.0759687742025791e-22,1.1040401703356947e-14,4.058123810692971e-34,7.244502033574578e-24,4.864935723021878e-20,1.7028199296912714e-28,8.966939103111995e-23,1.8546920659837626e-19,2.4954978675743805e-16,3.8870031276380884e-07,2.667259790144737e-13,2.0781100978684586e-22,7.386406160623098e-46,7.933840977133315e-34,4.6961190791189045e-28,2.0860826204005566e-24,2.4125253463686825e-39,1.443320316961871e-59,1.2688059012161507e-58,4.419102815704351e-37,8.277499579317757e-33,4.7438682596651926e-27,2.040713778648429e-45,3.76,0.0,0.5887695543660226,0.9999999999935113,2.9141664181966586e-23,3.232650690928894e-40,0.04595987731395686,0.04595909991278621
7.344556082550968e-09,0.8840236433383786,4.640394348002669e-16,1.461159420669609e-11,1.695333112002256e-18,1.8626057221493353e-22,0.0,0.0,1.472121777276062e-16,1.2243564808256831e-34,2.572521183293156e-16,3.754782500920443e-22,1.76857024132803e-14,8.546252743112328e-34,1.3052826712780379e-23,7.809407955898536e-20,3.9152488071650236e-28,1.6205994342032554e-22,2.9815466009792523e-19,3.554754066682718e-16,4.923723526096364e-07,3.796767677735925e-13,3.717230568329317e-22,2.6151321907057312e-45,2.005004128479397e-33,1.095311621226984e-27,3.766558910551528e-24,6.903592351317128e-39,8.379578124899218e-59,6.1830789095582176e-58,1.2393737302004731e-36,1.875204689822113e-32,9.574924642288246e-27,8.272270238010554e-45,3.76,0.0,0.5831819911128949,0.9999999999926853,5.266771975104882e-23,1.0422787059986274e-39,0.05154754423924078,0.051546559493757554
8.171419635129178e-09,0.8849220117473119,6.74412199153147e-16,1.6256594854248792e-11,2.6995900006041436e-18,3.1599241378173175e-22,0.0,0.0,2.448263160210856e-16,3.6922003859975257e-34,4.342480958794079e-16,6.373239059445647e-22,2.6922011815399898e-14,1.6735889311821332e-33,2.2070563007422493e-23,1.1912694843523113e-19,8.261618151275486e-28,2.7486492255052986e-22,4.554672400704691e-19,4.873547476243494e-16,6.079840109521328e-07,5.201717633892944e-13,6.240366377103708e-22,8.153391558555809e-45,4.6005356097097525e-33,2.3461320965569255e-27,6.3827678512334146e-24,1.7694241036133225e-38,4.07519081456884e-58,2.600007038300283e-57,3.123990976173668e-36,3.8939885005029143e-32,1.7919426122045643e-26,2.910474281324976e-44,3.76,0.0,0.5776474551721661,0.9999999999918581,8.932786710635787e-23,2.9866731620234666e-39,0.05708219579177332,0.057080979822682745
9.825146740285597e-09,0.8866932585759899,1.3134506943352762e-15,1.9546597350451368e-11,6.1338952472496054e-18,7.868493604471267e-22,0.0,0.0,5.928673736110951e-16,2.6316581390321047e-33,1.072185717991328e-15,1.5884619696841092e-21,5.554021873295865e-14,5.44626632294958e-33,5.458785709973475e-23,2.467920283541457e-19,3.0347574523188875e-27,6.840274688768311e-22,9.462582627462299e-19,8.395694304706185e-16,8.746655563694225e-07,8.948591310668557e-13,1.5217175253394234e-21,6.208979044561379e-44,1.9583686508925363e-32,8.903107055575013e-27,1.5862336461461662e-23,9.143489069933362e-38,7.494811535839945e-57,3.6941343979315247e-56,1.5842892559134822e-35,1.3790152522946092e-31,5.283348391176603e-26,2.7810386491717178e-43,3.76,0.0,0.5667354570494887,0.9999999999901981,2.2229986674629217e-22,1.9288493284433982e-38,0.06799446059638563,0.06799271126342488
9.999999999999999e-09,0.8884310541929459,1.4020345218797218e-15,1.9894458775863458e-11,6.643498249772976e-18,8.585946313377518e-22,0.0,0.0,6.454236843742775e-16,3.183696184826673e-33,1.1690000693691926e-15,1.7334553041395836e-21,5.951872811973357e-14,6.1056770852515334e-33,5.952224205567766e-23,2.6458809166053974e-19,3.439839967068108e-27,7.463446508238469e-22,1.0147939123736407e-18,8.84354318675207e-16,9.056037473455378e-07,9.424552188097481e-13,1.6568076855932775e-21,7.551473832097429e-44,2.2513046847475628e-32,1.0127590729529956e-26,1.7305522858531383e-23,1.0705997984773303e-37,1.0022668658035655e-56,4.798137329762658e-56,1.8528239034384948e-35,1.5565829419741993e-31,5.858771433727011e-26,3.4617888907446476e-43,3.76,0.0,0.5655938186792475,0.9999999999900219,2.4255202760192045e-22,2.3093531541377832e-38,0.06913612990486769,0.06913431869542565
1.1478873845442017e-08,0.8884310541929459,2.3573716809586447e-15,2.2836602377093177e-11,1.2501447416560612e-17,1.6980351004340646e-21,0.0,0.0,1.2554871185338582e-15,1.360208610636326e-32,2.2971820397981522e-15,3.4306620501625614e-21,1.0214132768708303e-13,1.5016158220792486e-32,1.1699582354010344e-22,4.557812638870718e-19,9.172081617953423e-27,1.4750801957868312e-21,1.7524552919192508e-18,1.326887182983435e-15,1.1880272643907248e-06,1.412315092298852e-12,3.2163228370936204e-21,3.3251528093117926e-43,6.671282578461079e-32,2.7807452478628775e-26,3.4179684541697126e-23,3.6260671511334133e-37,7.623345301835671e-56,3.1452934049234718e-55,6.233219723616517e-35,4.005782260455053e-31,1.3134863559742435e-25,1.7738541067281183e-42,3.76,0.0,0.5560295911047876,0.9999999999885284,4.79379997151933e-22,9.165395879340747e-38,0.0787006399033369,0.07869826384587641
1.3132600950598436e-08,0.8901360305902477,3.978109355634239e-15,2.6126611505797534e-11,2.3515615174613725e-17,3.30091051600572e-21,0.0,0.0,2.406614632647142e-15,5.619464841021794e-32,4.436817389879581e-15,6.673404876859273e-21,1.7273466741612755e-13,3.662557994411517e-32,2.2585305316994737e-22,7.74060565361199e-19,2.4040303908529124e-26,2.8650394992228956e-21,2.984410362752097e-18,1.9692227108064146e-15,1.5473573354258356e-06,2.0931243642305147e-12,6.1246633937033575e-21,1.4046363246393782e-42,1.9308385197270325e-31,7.530896114281178e-26,6.638092850907132e-23,1.1883350714906198e-36,5.638873434749474e-55,2.0086796730847608e-54,2.038237568783904e-34,1.0062219908840353e-30,2.8828701415863947e-25,8.733297123256743e-42,3.76,0.0,0.5455259634130274,0.999999999986846,9.310955230171007e-22,3.5170408837801815e-37,0.08920462692588596,0.08920153220684773
1.4786328055754855e-08,0.8918088076752918,6.39256693827545e-15,2.9416626963783246e-11,4.1565339222828803e-17,5.92583388986558e-21,0.0,0.0,4.2721076558731266e-15,1.9641764784451272e-31,7.916990450088024e-15,1.1986002197693849e-20,2.740378784980052e-13,8.126760927141153e-32,4.0258123459060124e-22,1.2332585343719824e-18,5.656541733882788e-26,5.1381607144632604e-21,4.767740234743859e-18,2.7857342367883043e-15,1.9519500936397083e-06,2.9569603554456363e-12,1.0771904926643946e-20,5.021200837434614e-42,4.941174929096263e-31,1.8301576965288776e-25,1.1913097661364898e-22,3.375132891379643e-36,3.3756312716276664e-54,1.0623800472966951e-53,5.800465468217606e-34,2.26271054005071e-30,5.754548601657918e-25,3.5857679816142697e-41,3.76,0.0,0.5352207536097645,0.9999999999851465,1.6698272531966238e-21,1.1567606936666751e-36,0.09951024132282413,0.09950633741643541
1.6440055160911274e-08,0.8934499938065639,9.867317273900551e-15,3.2706651797138584e-11,6.987790186772372e-17,9.992047505327517e-21,0.0,0.0,7.135015288950222e-15,6.024650529339102e-31,1.3272023090211377e-14,2.0216766224883956e-20,4.134249093601115e-13,1.671962030099809e-31,6.739171021008813e-22,1.8685070149780702e-18,1.2231625653216167e-25,8.65366236427823e-21,7.242865056346943e-18,3.794845061166537e-15,2.4011062036182217e-06,4.022615201320832e-12,1.7796796019529625e-20,1.5767650109171381e-41,1.1487892237771618e-30,4.084308915169164e-25,2.00958049623673e-22,8.57368212752214e-36,1.7021353259534808e-53,4.819671769162325e-53,1.4818263609984744e-33,4.664301554561582e-30,1.0661274339084891e-24,1.2777177387957963e-40,3.76,0.0,0.5251102135036114,0.9999999999834263,2.8123223994821378e-21,3.376115020726953e-36,0.10962123058622623,0.10961642836533952
1.8093782266067693e-08,0.8950601857404079,1.472294882489197e-14,3.599669004841625e-11,1.1269602991079772e-16,1.6017513791341058e-20,0.0,0.0,1.1340423402602126e-14,1.6620862093719205e-30,2.1154008177383002e-14,3.2411461046662137e-20,5.988764104109862e-13,3.2325927476394045e-31,1.0723199003600925e-21,2.718287824763566e-18,2.470983699341964e-25,1.3853086471363366e-20,1.0564558995776972e-17,5.014264570078216e-15,2.8941328680186806e-06,5.308028932960744e-12,2.795551504034203e-20,4.4601387947776486e-41,2.472809104782276e-30,8.505718739814428e-25,3.2252330691971072e-22,1.99053430278172e-35,7.464562662624663e-53,1.9274942474600613e-52,3.471826876625828e-33,8.963448078192217e-30,1.860009795445582e-24,4.0594930194987404e-40,3.76,0.0,0.5151906657091154,0.9999999999816803,4.502090881797023e-21,8.949323576653798e-36,0.11954127140877,0.11953548313178786
1.9747509371224112e-08,0.8966399690002129,2.1338059399287598e-14,3.9286746947133094e-11,1.7546791609877662e-16,2.4628766966590066e-20,0.0,0.0,1.7299889512495175e-14,4.198636305181148e-30,3.234140811729191e-14,4.983101572698977e-20,8.389325992442583e-13,5.931800551663354e-31,1.6363358966841614e-21,3.824285908743859e-18,4.719304714459095e-25,2.1267291547587233e-20,1.490151433762657e-17,6.461008624593326e-15,3.430344006831109e-06,6.830317692460993e-12,4.2124298176248773e-20,1.1570343319177767e-40,4.995866712128822e-30,1.672274321179978e-24,4.969228558584268e-22,4.2904720864977115e-35,2.9140409749570822e-52,6.933959246759682e-52,7.57564237867131e-33,1.6258080541578623e-29,3.088726812714162e-24,1.1725647521370098e-39,3.76,0.0,0.5054585023062756,0.9999999999799036,6.91168458377965e-21,2.190596413507691e-35,0.12927397102439808,0.1292671103218396
2.140123647638053e-08,0.8981899180382984,3.01528933602266e-14,4.257682911229205e-11,2.6504927794207047e-16,3.657084521645438e-20,0.0,0.0,2.54954650985416e-14,9.8448924052906e-30,4.7746896998461546e-14,7.396846980907718e-20,1.142648654976517e-12,1.040916345604628e-30,2.4109203682960005e-21,5.231249059112787e-18,8.597738351538912e-25,3.1523068985478166e-20,2.0435919798461468e-17,8.151419301125544e-15,4.0090604181670074e-06,8.60580095289998e-12,6.130094092261279e-20,2.7900186164617514e-40,9.570509274078032e-30,3.1310971276956888e-24,7.4002958070174215e-22,8.68799716597361e-35,1.0307285320344022e-51,2.2792601481581495e-51,1.557255057784783e-32,2.8096205145483935e-29,4.921926985477692e-24,3.124701904005409e-39,3.76,0.0,0.4959101835287761,0.9999999999780906,1.0244857263445696e-20,5.013337757998668e-35,0.1388228685202456,0.138814850380991
2.305496358153695e-08,0.8997105964561396,4.167264085904685e-14,4.5866944765895265e-11,3.899164211693574e-16,5.2717404200559475e-20,0.0,0.0,3.6483329493012866e-14,2.1657468749981264e-29,6.842448792599532e-14,1.0656518959498699e-19,1.5195524887687427e-12,1.7572192012443564e-30,3.4477201557416835e-21,6.98685370614184e-18,1.5044424168355808e-24,4.534940353391431e-20,2.736305218327143e-17,1.010118403181287e-14,4.6296099214682385e-06,1.0650027811743396e-11,8.660534251758561e-20,6.3200659821584e-40,1.7521746165936315e-29,5.621046655365539e-24,1.0708829363436009e-21,1.668103192627058e-34,3.3500645397296376e-51,6.933637506886266e-51,3.042368495846282e-32,4.659991915121343e-29,7.574098819039528e-24,7.771504960211886e-39,3.76,0.0,0.48654223647811834,0.9999999999762358,1.473861267278641e-20,1.0831630826725154e-34,0.14819143612265162,0.14818217687990046
2.470869068669337e-08,0.9012025572084719,5.64704297073409e-14,4.915710395616182e-11,5.603890208448915e-16,7.408112796195921e-20,0.0,0.0,5.089707345946238e-14,4.508398809324236e-29,9.557601293518331e-14,1.496264244424449e-19,1.9796046621372e-12,2.8674985545589557e-30,4.805321314149787e-21,9.14157610551837e-18,2.5421718715201466e-24,6.358341290222655e-20,3.5890880204756507e-17,1.2325354205749469e-14,5.291327484748412e-06,1.2977802448295996e-11,1.192793012575398e-19,1.356351362972711e-39,3.084802638643918e-29,9.727602106111855e-24,1.51213500093662e-21,3.059184029725115e-34,1.0118326781906054e-50,1.9722995665301164e-50,5.688518151359068e-32,7.461112265938093e-29,1.1312209676192251e-23,1.8207337150097602e-38,3.76,0.0,0.4773512538608577,0.9999999999743328,2.066515320905881e-20,2.2265056349512583e-34,0.15738308046004923,0.15737249777702422
2.636241779184979e-08,0.9026663428032574,7.519003265373009e-14,5.2447318789236914e-11,7.888614059861561e-16,1.0182453982903181e-19,0.0,0.0,6.945066120182087e-14,8.94304663570199e-29,1.305570057511604e-13,2.054362480179094e-19,2.533160308686962e-12,4.541091172442924e-30,6.549465340360928e-21,1.1748568538954315e-17,4.1663789164550475e-24,8.717599072410887e-20,4.623968000983809e-17,1.48383632562777e-14,5.993555337221126e-06,1.5603208786809472e-11,1.606857154520863e-19,2.776805936025503e-39,5.248582574774575e-29,1.629879811778093e-23,2.090560586740096e-21,5.390742896044807e-34,2.86584239874201e-50,5.290244571877958e-50,1.0236504047856917e-31,1.158615125656853e-28,1.6464294044966812e-23,4.048457137382803e-38,3.76,0.0,0.4683338927486612,0.9999999999723748,2.833373800839887e-20,4.381629932762841e-34,0.16640114380302032,0.166389156658446
2.9669872002162627e-08,0.9055115074846941,1.2733667321359249e-13,5.902797555698795e-11,1.4812126541235735e-15,1.8191945704991006e-19,0.0,0.0,1.2224998656631794e-13,3.133005597598126e-28,2.3022796388488695e-13,3.659160356179143e-19,3.963965350789288e-12,1.0544929589143636e-29,1.1497148610121403e-20,1.8544656328914962e-17,1.0360170290025001e-23,1.548404599923414e-19,7.334064244807872e-17,2.0785645573246458e-14,7.516947676648335e-06,2.1799791463930147e-11,2.757436667777546e-19,1.0439362663161773e-38,1.395274494920894e-28,4.2157364759603897e-23,3.79040097250061e-21,1.5157882182367728e-33,2.0763241126445284e-49,3.4465572983061685e-49,3.018289385247947e-31,2.5875432456421665e-28,3.2690569831795e-23,1.7845721104916324e-37,3.76,0.0,0.45080697793800606,0.9999999999682659,5.0329700140245303e-20,1.5309258884921306e-33,0.18392958201298268,0.1839145480697939
3.264658079144418e-08,0.907981032109822,1.9566634768084055e-13,6.49509291297184e-11,2.4780906486143764e-15,2.9096692580170694e-19,0.0,0.0,1.928232700482756e-13,8.58197068516687e-28,3.6363014576821686e-13,5.830648223761398e-19,5.682196745384016e-12,2.0888499153052645e-29,1.8084072357213136e-20,2.6791812627449555e-17,2.1813239120410418e-23,2.4611699693745555e-19,1.0640811066853015e-16,2.725878283273428e-14,9.020099084385385e-06,2.8521986550099876e-11,4.2525789116022656e-19,3.0473841783417455e-38,3.0938199087221837e-28,9.146886574217502e-23,6.164778565796493e-21,3.489989767898089e-33,9.969533069067885e-49,1.5439809125998956e-48,7.269948872862128e-31,4.96026743573215e-28,5.704416798276806e-23,5.894038859775759e-37,3.76,0.0,0.43559427925154737,0.9999999999643077,8.000594624085734e-20,4.2259657025966955e-33,0.19914378385850365,0.19912574359719037
3.563029829148629e-08,0.9103727716403419,2.904327645046573e-13,7.088831881115038e-11,3.9806188179133404e-15,4.473074563203724e-19,0.0,0.0,2.921103535375224e-13,2.1460605549399662e-27,5.515279393299086e-13,8.920934835219818e-19,7.884618781575673e-12,3.906048373449575e-29,2.731511770789681e-20,3.746938274114112e-17,4.333962707981914e-23,3.7563876239743865e-19,1.4943955669997775e-16,3.488508978974441e-14,1.0648580506018144e-05,3.6417017277327143e-11,6.301730930940528e-19,8.122344917860965e-38,6.432775868265021e-28,1.864479335393959e-22,9.668540890936183e-21,7.468688223210292e-33,4.198407324645807e-48,6.139478253504137e-48,1.6287546729951423e-30,9.006101658874278e-28,9.515211261272817e-23,1.7561350105160875e-36,3.76,0.0,0.4208609228784896,0.9999999999600437,1.2212492783587413e-19,1.072307455406115e-32,0.21387876872208086,0.2138574714797286
3.86140157915284e-08,0.912683642187148,4.181211550956646e-13,7.682637857703765e-11,6.1683827427118985e-15,6.646758705325985e-19,0.0,0.0,4.273831899632744e-13,4.9692403028283926e-27,8.078063699024822e-13,1.3179266469364555e-18,1.0638505176856688e-11,6.94528074705298e-29,3.984302535427358e-20,5.0955407824870086e-17,8.184845364792948e-23,5.536080922240809e-19,2.0406269478099056e-16,4.37150930425078e-14,1.2395410271476381e-05,4.5529847041580074e-11,9.023524929087003e-19,2.005030388197959e-37,1.26483713965245e-27,3.598680594797071e-22,1.4702085022142625e-20,1.501580803395515e-32,1.5884578270343212e-47,2.213941621964136e-47,3.4280638617399526e-30,1.5611281924968935e-27,1.5274876003132187e-22,4.8021575042938356e-36,3.76,0.0,0.4066259015817309,0.9999999999554332,1.800130356759045e-19,2.5325265951233873e-32,0.22811553685923192,0.22809074593609505
4.159773329157051e-08,0.9149163789343122,5.86232507809178e-13,8.276533013294565e-11,9.265485220625382e-15,9.597162540992242e-19,0.0,0.0,6.070471390572912e-13,1.0784072366595472e-26,1.1485353166515736e-12,1.889875761803163e-18,1.401639475673797e-11,1.1826038016603403e-28,5.641787680720265e-20,6.766475748313773e-17,1.4796768050655371e-22,7.919747007330303e-19,2.720761082438856e-16,5.3808018127986185e-14,1.425708158538686e-05,5.591405515070512e-11,1.2550510891307388e-18,4.640280779413689e-37,2.3708567830976476e-27,6.627634888469637e-22,2.178539996023399e-20,2.864011396122842e-32,5.493167451725583e-47,7.353100904999543e-47,6.84150776086958e-30,2.6027395300601523e-27,2.3747014459718918e-22,1.221676046662258e-35,3.76,0.0,0.39287235989415287,0.999999999950423,2.5757092772631866e-19,5.628613521234724e-32,0.24187094023037756,0.24184242594010555
4.458145079161262e-08,0.9170736247880797,8.03163019440199e-13,8.870544285961067e-11,1.354384529554215e-14,1.3521196171936934e-18,0.0,0.0,8.405185654565599e-13,2.2134689597630138e-26,1.5917436026927733e-12,2.641416357242043e-18,1.8092102596529633e-11,1.9393087326292718e-28,7.78746380067063e-20,8.803058969838747e-17,2.5749555637637895e-22,1.1043261680898833e-18,3.5537623764604907e-16,6.521810249803138e-14,1.6230169698205485e-05,6.761767463863981e-11,1.7025620417100516e-18,1.0160086428718411e-36,4.2632076800823565e-27,1.1717460879732505e-21,3.1579805090292006e-20,5.221586623120981e-32,1.757196593308866e-46,2.273345495876141e-46,1.3040048333814258e-29,4.197986528851905e-27,3.5928158788395214e-22,2.9202341112263673e-35,3.76,0.0,0.37958401247024937,0.9999999999449579,3.5924061473366026e-19,1.1869729426476531e-31,0.2551612607563684,0.25512880026192164
4.756516829165473e-08,0.9191579331980554,1.0782126309150391e-12,9.464703903307608e-11,1.9328412602576473e-14,1.865014316087134e-18,0.0,0.0,1.1382343663738231e-12,4.3280460972037813e-26,2.1574420201254393e-12,3.6103728272832094e-18,2.2940308773525287e-11,3.0769413075408595e-28,1.0513312208720306e-19,1.1250280763175884e-16,4.332804280885219e-22,1.5059498377353584e-18,4.559521992330239e-16,7.79948525117937e-14,1.831133194553554e-05,8.068352797286903e-11,2.2601575451811984e-18,2.1195433468291276e-36,7.391037478874235e-27,1.998480734058748e-21,4.491840768357834e-20,9.15470671132273e-32,5.246264046043616e-46,6.594195766864391e-46,2.3872444697825353e-29,6.580865971799983e-27,5.310448217884435e-22,6.609198913169376e-35,3.76,0.0,0.366745124781168,0.9999999999389796,4.900290436130449e-19,2.390401925871986e-31,0.26800222962348286,0.26796560677297
5.054888579169684e-08,0.9211717712328958,1.421588277827966e-12,1.005904990637759e-10,2.700240102843312e-14,2.525402232516581e-18,0.0,0.0,1.5116559459799805e-12,8.10947383231005e-26,2.867635548322893e-12,4.839089726119018e-18,2.8636187866723226e-11,4.741534566347446e-28,1.3919752333566895e-19,1.4154663223688609e-16,7.075813132972632e-22,2.0138889878657397e-18,5.758809389651206e-16,9.218328792626645e-14,2.0497307545550178e-05,9.5149543835062e-11,2.9440287912899775e-18,4.236849180958395e-36,1.2405004584500333e-26,3.3015971530705182e-21,6.28409857164042e-20,1.551065196118271e-31,1.4725442105173666e-45,1.8059883240131563e-45,4.217046908845888e-29,1.0064267635445522e-26,7.691912794354386e-22,1.4250809661614809e-34,3.76,0.0,0.3543404944860741,0.9999999999324275,6.555307264791986e-19,4.621240785537e-31,0.28040904591186,0.2803680510747805
5.353260329173895e-08,0.9231175225086734,1.8444025662008916e-12,1.0653626672157493e-10,3.7012508682949445e-14,3.3646436821722006e-18,0.0,0.0,1.973268439083899e-12,1.4631688974362418e-25,3.7463262444765714e-12,6.374590927746683e-18,3.5255074679905553e-11,7.119355385960171e-28,1.8115561044395903e-19,1.7564128218433316e-16,1.1249800158348889e-21,2.646994012422892e-18,7.173227078104605e-16,1.0782417486039474e-13,2.2784917190133502e-05,1.11049056545544e-10,3.771226626098635e-18,8.153495915336393e-36,2.0225632220166457e-26,5.301391743566616e-21,8.663338432148181e-20,2.54988985216715e-31,3.9099642413633044e-45,4.695534012335991e-45,7.215633972419561e-29,1.50613715380088e-26,1.094511424213699e-21,2.942610977389597e-34,3.76,0.0,0.3423554334429192,0.9999999999252391,8.61949786734639e-19,8.61369130923976e-31,0.2923963945843237,0.2923508244886267
5.651632079178106e-08,0.9249974900233792,2.3586685610146062e-12,1.1248485431700382e-10,4.987409440799274e-14,4.418993493749454e-18,0.0,0.0,2.5365759529050746e-12,2.552548585630165e-25,4.819508231989855e-12,8.268728013714418e-18,4.287216175095937e-11,1.0443950209662657e-27,2.321776607606596e-19,2.1527875297752866e-16,1.745917831389957e-21,3.42596933953806e-18,8.825168437739397e-16,1.2495424821998605e-13,2.5171062464722542e-05,1.284110897123011e-10,4.759604106614813e-18,1.5166073556651156e-35,3.2127960932636886e-26,8.2976826628478e-21,1.178714547632538e-19,4.081243307947713e-31,9.873932019027184e-45,1.1644454945381652e-44,1.1997559593181235e-28,2.211164271050556e-26,1.5330687554675731e-21,5.84426673606064e-34,3.76,0.0,0.33077575031999235,0.9999999999173497,1.1161217950302175e-18,1.553665715376246e-30,0.30397846387424954,0.3039281214445545
5.950003829182317e-08,0.9268138988731333,2.9772911013078517e-12,1.1843684781988938e-10,6.617629202013732e-14,5.730190455613189e-18,0.0,0.0,3.2160932805136804e-12,4.32052034256091e-25,6.115155634729268e-12,1.0578318732857211e-17,5.15622260231929e-11,1.500370353123974e-27,2.9351518290941826e-19,2.6096269172337823e-16,2.6509342236467203e-21,4.373416550268361e-18,1.0737778556172017e-15,1.436064241495613e-13,2.7652725119285406e-05,1.4726062501743628e-10,5.927761277483907e-18,2.735957433581203e-35,4.984479192874193e-26,1.2691201970435564e-20,1.584695591748307e-19,6.378047060747477e-31,2.3825045871874543e-44,2.7656782598092033e-44,1.9438148720667463e-28,3.1912119064495106e-26,2.1172463221998257e-21,1.1206214925118415e-33,3.76,0.0,0.31958773378781047,0.9999999999086931,1.4255356897395833e-18,2.720364487207388e-30,0.3151689620929473,0.3151136562902204
6.248375579186528e-08,0.9285688988855566,3.714054909837856e-12,1.243929119023103e-10,8.658704921966408e-14,7.346102036023106e-18,0.0,0.0,4.027334369948013e-12,7.116495027974071e-25,7.663203995737807e-12,1.3365276104354393e-17,6.139938304384374e-11,2.114987571462188e-27,3.664994578178507e-19,3.1320736636200054e-16,3.945687955391803e-21,5.513874021676486e-18,1.293491808511692e-15,1.6381000284537467e-13,3.0226966205291687e-05,1.6761885669105362e-10,7.294992166334776e-18,4.8009636156393387e-35,7.569092675044326e-26,1.9008923033799726e-20,2.1073364239407237e-19,9.755887338165489e-31,5.515112589356231e-44,6.313881902333949e-44,3.075997428980416e-28,4.5354734042586666e-26,2.88693271425846e-21,2.0812515116726543e-33,3.76,0.0,0.30877813628020434,0.9999999998992009,1.798356037132599e-18,4.6363313183235045e-30,0.3259811338677107,0.32592067953066933
6.54674732919074e-08,0.9302645671694829,4.583609806527326e-12,1.3035379489193888e-10,1.1185807722760652e-13,9.32142585795524e-18,0.0,0.0,4.986797875783343e-12,1.1435925884506574e-24,9.49552580206853e-12,1.669672884420718e-17,7.245686678926736e-11,2.930507895518256e-27,4.525399334285579e-19,3.725367273249135e-16,5.766842082117258e-21,6.8738534686506565e-18,1.5441130103748998e-15,1.8559086213498713e-13,3.289092509428425e-05,1.8950343233905933e-10,8.881234212814722e-18,8.215614428114348e-35,1.1271089338809777e-25,2.7933724736741477e-20,2.7741882064539284e-19,1.4636552358632925e-30,1.2290868898880885e-43,1.3898965235276796e-43,4.76405327966713e-28,6.357044699972212e-26,3.8908533371257505e-21,3.754463689195824e-33,3.76,0.0,0.29833415830891924,0.9999999998888034,2.2434459042348024e-18,7.709436089726728e-30,0.33642777582623634,0.33636199351471396
6.845119079194952e-08,0.9319029105772821,5.601453391564947e-12,1.3632033362075237e-10,1.4282969613268218e-13,1.1718448957218542e-17,0.0,0.0,6.1119501810764285e-12,1.7968489991670565e-24,1.1645900854002078e-11,2.06451339433828e-17,8.480683282248482e-11,3.9972142999597394e-27,5.531225146652097e-19,4.394835585049491e-16,8.288894335469091e-21,8.481873826608398e-18,1.8281609952623234e-15,2.0897164233603328e-13,3.5641818395673434e-05,2.1292868096064093e-10,1.0707020502355134e-17,1.3740910706078255e-34,1.648526972336698e-25,4.033879341605833e-20,3.6179138334553357e-19,2.157689515327285e-30,2.6452307086426078e-43,2.9585712085696473e-43,7.234454683320246e-28,8.79809777507583e-26,5.188051416259921e-21,6.594726058555676e-33,3.76,0.0,0.2882434333101824,0.9999999998774292,2.770390639401547e-18,1.253333791397266e-29,0.34652125174897364,0.34644996758945024
7.143490829199163e-08,0.9334858680806194,6.78391153395211e-12,1.4229345815619703e-10,1.8043556303017643e-13,1.4607865463083625e-17,0.0,0.0,7.42120624162458e-12,2.765824731420207e-24,1.4149982152977838e-11,2.5288382201672252e-17,9.85201826602077e-11,5.3743320280831566e-27,6.698077857814327e-19,5.145887147813951e-16,1.1732034816892586e-20,1.0368492898315685e-17,2.1482178007123682e-15,2.339719228802418e-13,3.847693878995674e-05,2.3790582894541254e-10,1.2793435039188103e-17,2.250659439624638e-34,2.371701624265231e-25,5.732716450851946e-20,4.676950675433196e-19,3.1303969457833335e-30,5.512973359072617e-43,6.104979553997655e-43,1.0788457972378106e-27,1.2035896193261501e-25,6.849521819411855e-21,1.130343007551057e-32,3.76,0.0,0.27849401300224763,0.9999999998650057,3.38952285026487e-18,1.995698537107378e-29,0.35627350721041406,0.3561965527438796
