Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49)
0.026084342438012307,0.4694716748557571,7.478435442279423e-10,2.033845220945153e-10,3.0013396279441924e-09,4.584479369148729e-06,0.0,0.0,6.421289737158679e-05,4.987561689101694e-05,1.8739245105175876e-05,1.9696878271434208e-08,7.080500044556188e-12,1.0918289411351145e-30,6.59403001310974e-22,3.1152926922780553e-14,2.2628898894855846e-08,2.4243297001024345e-05,5.3958712208473896e-14,1.2398477966518132e-19,1.1909841845124218e-07,2.6840471576135325e-17,2.0744629973162072e-16,5.802710173569441e-10,8.779812289529343e-12,4.441634287001978e-06,4.26104545794689e-16,2.396777659118881e-11,4.009688275149716e-11,1.0688651301494284e-15,2.1391058949020643e-13,1.983766230266755e-15,4.3230981402236826e-13,4.535729600671311e-14,3.76,0.0,0.7436983533341639,0.9997538089904878,0.00015140006857220645,2.478113054319127e-06,0.048120158285920395,0.0480389467017616,1.3929009731512972e-10,1.4913739116721273e-17,1.3001186836165854e-05,2.6534077621902057e-05,5.177371924887962e-15,7.191552148554927e-15,1.321946261676125e-13,1.2672983712777677e-05,4.963613884835904e-13,1.0002909330508156e-11,1.022749944721949e-11,1.0545189544035172e-08,1.1831666009011811e-09,4.546210772631269e-09,2.8743657784924055e-09,5.722731077758681e-17,1.0212572189155617e-18,1.939367940428113e-15,2.4424260496314523e-16,5.826799139560036e-08,3.957931989352382e-10,6.32481461686985e-11,1.2507908837311046e-09,1.1035782625586196e-19,4.547900793092158e-09,6.0690619489388286e-12,6.241970261831157e-10,0.0002380320453240009,1.0801298599467537e-08,5.2535624658772676e-09,6.169513688273743e-09,1.0285891479826325e-13,2.615247072855494e-15,1.2924212174216803e-09,1.1147675616098342e-18,8.155778263432759e-10,9.219613725661491e-10,4.637620184890907e-09,2.644348481058795e-08
0.026431497342371893,0.4695240286639905,7.726810313844347e-10,2.1254243981618218e-10,3.141745621171488e-09,4.79351496682271e-06,0.0,0.0,6.606989554962306e-05,5.222635835653082e-05,1.9507383197431324e-05,2.1110344072804122e-08,7.459633044983979e-12,1.2566822312590245e-30,7.224210945754161e-22,3.297251452890196e-14,2.3951425181931597e-08,2.4884981574489865e-05,5.947587476628951e-14,1.3292765706298538e-19,1.2226182460937362e-07,2.75566828078141e-17,2.2006584632940213e-16,6.39654452393644e-10,9.558390755569078e-12,4.745934856244277e-06,4.4153062159056835e-16,2.6706182090713974e-11,4.546261006993432e-11,1.2055003179775954e-15,2.26367879604516e-13,2.180362738801505e-15,4.615839411894724e-13,5.0595652561534127e-14,3.76,0.0,0.7430663756540344,0.9997435454745085,0.0001599845076971774,2.65091295748994e-06,0.04874096743474362,0.048656100596189494,1.3917278016413148e-10,1.4930821940834057e-17,1.3001053364431653e-05,2.7985589588857856e-05,5.460898394056246e-15,7.610074787117098e-15,1.400653668675509e-13,1.3025738990636543e-05,5.026769001749145e-13,1.0545843009906504e-11,1.0718756547546281e-11,1.1122302995755367e-08,1.2457273062493828e-09,4.738234584026183e-09,2.995936076359522e-09,6.056277525806015e-17,1.0807805624154871e-18,2.052360695127239e-15,2.6073813639444843e-16,6.11173252861039e-08,4.166711936444579e-10,6.937310293670712e-11,1.3237342586148421e-09,1.167971788723096e-19,4.769716752745463e-09,6.669529628328796e-12,6.535210594486303e-10,0.0002501222245913141,1.1514998931091344e-08,5.477787530199578e-09,6.432408402250322e-09,1.1275521949335244e-13,2.866893242381472e-15,1.37072397519003e-09,1.1823311687451175e-18,8.978133786883851e-10,1.0148072336112392e-09,4.579059371920788e-09,2.7230283528955175e-08
0.02677865224673148,0.46957635541920006,7.979291255755591e-10,2.219908180283145e-10,3.286890301916077e-09,5.0092602459175765e-06,0.0,0.0,6.794588805883522e-05,5.4658850357406415e-05,2.030068200628231e-05,2.260736310353602e-08,7.853829631038127e-12,1.4609336381853581e-30,7.905278229086458e-22,3.4873213977675005e-14,2.533219215042821e-08,2.5535218529364237e-05,6.547169924880843e-14,1.423908753346048e-19,1.2546589805430293e-07,2.8282250391632556e-17,2.3330438648196974e-16,7.04230070754194e-10,1.0392982991150195e-11,5.066884212714363e-06,4.573747996275608e-16,2.971695978131586e-11,5.146847115129997e-11,1.3575428935401145e-15,2.393604452973141e-13,2.3932558530490355e-15,4.925252788391245e-13,5.6375721259967694e-14,3.76,0.0,0.742434433682731,0.9997329268155835,0.00016896046531691402,2.833649702210829e-06,0.04936128337993088,0.04927262692097457,1.3905547024829593e-10,1.4947877148949494e-17,1.300091527428191e-05,2.9494176796198516e-05,5.755598722299422e-15,8.04733640413572e-15,1.4829794346304813e-13,1.3387947974463047e-05,5.089842384571819e-13,1.1111019013997493e-11,1.1226517185673615e-11,1.172326524119891e-08,1.3107438296378633e-09,4.93499391390691e-09,3.1205139453632126e-09,6.404640237541903e-17,1.1429479506190688e-18,2.1703703647152935e-15,2.7812982940809417e-16,6.406437291552849e-08,4.383653726465499e-10,7.610707683456408e-11,1.3998781903002894e-09,1.2352299518992472e-19,4.99910220643978e-09,7.323551546927372e-12,6.838882398052208e-10,0.00026270366313774283,1.2267030564273209e-08,5.709165732106299e-09,6.70367339652901e-09,1.2348480707844773e-13,3.1397314165537412e-15,1.4527414921650914e-09,1.2531013562471945e-18,9.873718958207854e-10,1.115907660263667e-09,4.533100905986817e-09,2.803461725333639e-08
0.027125807151091065,0.46962865569797213,8.23584623683062e-10,2.3173428183113962e-10,3.4368436236078784e-09,5.231816490937417e-06,0.0,0.0,6.984022432301276e-05,5.717433982802532e-05,2.111991658033137e-05,2.4191782583840705e-08,8.263455940704153e-12,1.596292016657856e-30,8.640569518565263e-22,3.6857399492103046e-14,2.6772692444405248e-08,2.6194053958866997e-05,7.197982588970357e-14,1.523968755441659e-19,1.287106051805489e-07,2.901717216837051e-17,2.4718514461338905e-16,7.743651100073778e-10,1.1286528855768305e-11,5.4051410943374845e-06,4.73644497278414e-16,3.302280161224967e-11,5.8180799659731994e-11,1.5264826355382674e-15,2.5290303487636293e-13,2.6235100596869685e-15,5.252080470959368e-13,6.274647469088702e-14,3.76,0.0,0.7418025136046286,0.9997219446003802,0.00017834059612995408,3.0267529279118115e-06,0.04998110726629455,0.049888523091732424,1.3893816497067291e-10,1.496490438747402e-17,1.3000772456306675e-05,3.1060994128752765e-05,6.0617009347646754e-15,8.503864387006489e-15,1.5690286354767592e-13,1.375993933635411e-05,5.152833689102066e-13,1.169899455370673e-11,1.1751058534192016e-11,1.2348681932183493e-08,1.3782732592124886e-09,5.136489046791439e-09,3.2481000845645265e-09,6.768249508743064e-17,1.2078361719848513e-18,2.293542556046218e-15,2.9645306079518994e-16,6.711079989495145e-08,4.608945061635304e-10,8.350479119170972e-11,1.4793039131737385e-09,1.3054361098638568e-19,5.23618408541491e-09,8.035193981894314e-12,7.153191973801501e-10,0.0002757901486667524,1.3058946584162311e-08,5.9478280343852e-09,6.9834613967957896e-09,1.351065923849288e-13,3.4352601345441896e-15,1.538595595866093e-09,1.3271833378418503e-18,1.0848086386402938e-09,1.2258871532965473e-09,4.499750144552425e-09,2.885879164111286e-08
0.02747296205545065,0.469680930085485,8.496430547917718e-10,2.41777298339871e-10,3.591673719907714e-09,5.461283608074742e-06,0.0,0.0,7.175227253445843e-05,5.977403399828117e-05,2.1965885219596905e-05,2.5867575802816296e-08,8.688883951936662e-12,1.801204421048791e-30,9.433638275488174e-22,3.8927497327043815e-14,2.8274413986797064e-08,2.686153771621946e-05,7.90356651264044e-14,1.629688553410596e-19,1.319959122187681e-07,2.9761446054426005e-17,2.617321449997343e-16,8.50445643797919e-10,1.224205375332686e-11,5.761378136157537e-06,4.903473329558631e-16,3.664788690932532e-11,6.567165103519309e-11,1.7139276082416323e-15,2.670106938633534e-13,2.87223866165859e-15,5.597087214265868e-13,6.976062162916224e-14,3.76,0.0,0.7411706014848981,0.9997105903396496,0.00018813771403363124,3.2306629219405834e-06,0.05060044025694963,0.050503786489602576,1.3882086171196272e-10,1.498190329925023e-17,1.300062480010823e-05,3.268718380737967e-05,6.379430765035493e-15,8.980188414496263e-15,1.658906825813806e-13,1.4142047403165592e-05,5.215742564913392e-13,1.2310329095425644e-11,1.229265773974093e-11,1.2999162521450367e-08,1.448372954657082e-09,5.342719356644809e-09,3.378694697684882e-09,7.147544990257618e-17,1.2755236846148286e-18,2.4220260516443245e-15,3.1574395362939663e-16,7.025826906161888e-08,4.84277443608262e-10,9.162516883677428e-11,1.5620923520525485e-09,1.3786754528712855e-19,5.481089018642282e-09,8.808769408938117e-12,7.478345101536673e-10,0.0002893955994175029,1.3892340309536058e-08,6.193905827890562e-09,7.271925610551517e-09,1.4768274204190407e-13,3.755060754205635e-15,1.6284099624972686e-09,1.404683924834478e-18,1.1907124500511815e-09,1.3454078462822385e-09,4.478980608577636e-09,2.9705305929268555e-08
0.02778540146937428,0.46972795538739637,8.734387601985588e-10,2.5107603695249903e-10,3.735245403845851e-09,5.673794492645783e-06,0.0,0.0,7.34877534277639e-05,6.218671989399118e-05,2.2750793396667904e-05,2.7457301498153254e-08,9.08559157327615e-12,2.017099527376909e-30,1.0199803180826992e-21,4.086603340131794e-14,2.9679532171240536e-08,2.7469711741683115e-05,8.588494775495303e-14,1.7298696213176939e-19,1.3498737343539486e-07,3.043928694623082e-17,2.754142377188473e-16,9.243362004489496e-10,1.3157582475126883e-11,6.097931553659447e-06,5.057563573993811e-16,4.0204653636238814e-11,7.314351732422195e-11,1.8998793006868034e-15,2.802034041552695e-13,3.112850402708194e-15,5.923786499245567e-13,7.667020920570688e-14,3.76,0.0,0.7406018757718585,0.9997000463295509,0.000197322358730928,3.423794143270942e-06,0.05115742120882103,0.051056980334741604,1.3871528832308843e-10,1.4997177802445416e-17,1.3000487680822968e-05,3.4202451509051523e-05,6.675513755879959e-15,9.426244829819576e-15,1.7431585268394356e-13,1.4494875182499209e-05,5.272289781954116e-13,1.2880965612939086e-11,1.2794910092624868e-11,1.3606529284790588e-08,1.5137077272523723e-09,5.5323736551631906e-09,3.4988014956929e-09,7.502683588739663e-17,1.3389002538170369e-18,2.5423244749630106e-15,3.3396356003774375e-16,7.317875475117448e-08,5.060676802812685e-10,9.960367323332626e-11,1.6395436326697465e-09,1.447254121711336e-19,5.708296604946952e-09,9.5617108049998e-12,7.780424256929091e-10,0.0003020958255344188,1.4679207687892046e-08,6.421825737045966e-09,7.539089421252888e-09,1.598713296661814e-13,4.065009234964114e-15,1.7127326139339506e-09,1.4774469178844846e-18,1.2937800709331434e-09,1.4617130064037898e-09,4.471004448500689e-09,3.048849144876504e-08
0.028066596941905546,0.4697702610009706,8.95129998241351e-10,2.596582833135248e-10,3.867922423195073e-09,5.869967869727469e-06,0.0,0.0,7.506117131336468e-05,6.441794459563124e-05,2.347680285812628e-05,2.8956718879818196e-08,9.454064941970253e-12,2.206375501314131e-30,1.0934254191789856e-21,4.2673388994578997e-14,3.0988453044819334e-08,2.802312952377018e-05,9.247787743349347e-14,1.8242623397814007e-19,1.377077619634214e-07,3.1055817999762576e-17,2.8822173295566175e-16,9.954911786866332e-10,1.4028551445679595e-11,6.414178246779814e-06,5.199343011855004e-16,4.366105287587794e-11,8.051212485638611e-11,2.0823683124750892e-15,2.924882557370086e-13,3.343729961821794e-15,6.231438414136799e-13,8.341010883003927e-14,3.76,0.0,0.7400900098858472,0.9996902879293492,0.0002058941987452137,3.605686177861589e-06,0.051658365635871874,0.05155441311374999,1.3862027023988315e-10,1.501090476867154e-17,1.3000360778003252e-05,3.560876610644681e-05,6.950328983141364e-15,9.842095246193595e-15,1.8217743494145064e-13,1.4819869485339174e-05,5.323124726004597e-13,1.3411444022598382e-11,1.3259109537704095e-11,1.4171310317111159e-08,1.5743635978871911e-09,5.706339298366655e-09,3.608980212788975e-09,7.833746526447595e-17,1.3979803764719584e-18,2.6544659166481535e-15,3.510795028398871e-16,7.587931816272869e-08,5.262946691645407e-10,1.0736947026902075e-10,1.7116827269716773e-09,1.5111869050739236e-19,5.918364811194268e-09,1.0288312818281418e-11,8.060071487786216e-10,0.0003139036938460277,1.5418252192602276e-08,6.632261236771121e-09,7.78574608658804e-09,1.7158877842347412e-13,4.362979623312069e-15,1.7915292232689425e-09,1.5454424103767153e-18,1.3932325996635045e-09,1.5739259632699568e-09,4.47246671037404e-09,3.121242515775932e-08
0.028319672867183683,0.46980832243222176,9.148737360134794e-10,2.67557232647409e-10,3.990165320709081e-09,6.050548077042713e-06,0.0,0.0,7.648628773308021e-05,6.647499272069386e-05,2.4146475063001743e-05,3.03637895016675e-08,9.795132334475363e-12,2.4172231446765044e-30,1.163347075676635e-21,4.4351909909185176e-14,3.2203047673912594e-08,2.8526142804663935e-05,9.877717811356968e-14,1.9127548055045979e-19,1.4017883551118342e-07,3.161593924327109e-17,3.001600672722162e-16,1.063500995200841e-09,1.4851973358144546e-11,6.70993667544264e-06,5.329489160020137e-16,4.69916772281459e-11,8.770644012493542e-11,2.2597651904827e-15,3.0388514675458076e-13,3.563700031606188e-15,6.51973746660163e-13,8.992754555055642e-14,3.76,0.0,0.7396293137708161,0.9996812836842943,0.00021386247091125698,3.7761429891657886e-06,0.05210894204588331,0.05200174361525188,1.385347510973492e-10,1.502324260088234e-17,1.3000243682590092e-05,3.6909438383613314e-05,7.204518383699626e-15,1.02282685459148e-14,1.894836609074504e-13,1.5118557481743352e-05,5.368829391460912e-13,1.3902825848183648e-11,1.3686875174764638e-11,1.4694597004415711e-08,1.6304825102635052e-09,5.86556121741915e-09,3.709827359588201e-09,8.14117377639265e-17,1.4528425683840496e-18,2.758599772301111e-15,3.6708307327382574e-16,7.836900424398316e-08,5.450064073650955e-10,1.1486544179955923e-10,1.7786150248988673e-09,1.5705579175732956e-19,6.1120046252588106e-09,1.0984209529072118e-11,8.31814631744872e-10,0.00032484318547929637,1.6109170306998397e-08,6.826013488323611e-09,8.012837866786167e-09,1.8277286715421436e-13,4.6473892101573755e-15,1.8648589145517123e-09,1.608721179227089e-18,1.4884743420324103e-09,1.6813767744813394e-09,4.480749780460439e-09,3.188079590428713e-08
0.02857274879246182,0.4698463712058251,9.348264278492777e-10,2.756237414963035e-10,4.115117647691378e-09,6.234979138125864e-06,0.0,0.0,7.791974399419462e-05,6.857884093843994e-05,2.4831909895261733e-05,3.182720886126004e-08,1.0145303075551979e-11,2.6384311728539225e-30,1.2370564212493068e-21,4.608060810786108e-14,3.3452872421805885e-08,2.903385926767976e-05,1.0543984241400453e-13,2.0047014026846405e-19,1.4267142313536774e-07,3.2181027099803245e-17,3.124989012173953e-16,1.1354558618645622e-09,1.5714196441707993e-11,7.016535139304447e-06,5.46207723421554e-16,5.054265937614271e-11,9.547211094443963e-11,2.4504647758693167e-15,3.1561116562843764e-13,3.795728344830255e-15,6.81918876731292e-13,9.690002585390546e-14,3.76,0.0,0.7391685959691205,0.9996720659073358,0.00022207636909808562,3.953190238566239e-06,0.05255925977386816,0.05244873291082281,1.3844922815656385e-10,1.503556471248255e-17,1.3000123810325727e-05,3.824369844643716e-05,7.46528983469728e-15,1.0625938557533041e-14,1.970128390136002e-13,1.5423254492235656e-05,5.414489585387158e-13,1.4407652101420239e-11,1.4124212795727812e-11,1.5232327615942737e-08,1.688072939785936e-09,6.027294957606533e-09,3.8122713923219864e-09,8.457755696671709e-17,1.5093384606246385e-18,2.8658331376325232e-15,3.8366988862324307e-16,8.09154215149264e-08,5.642065415670738e-10,1.228720364456249e-10,1.847480744434583e-09,1.6316993627079783e-19,6.310032551890641e-09,1.1721971241713524e-11,8.582359675160627e-10,0.00033608440858449187,1.6825208771839096e-08,7.023950764662987e-09,8.244825162238546e-09,1.945917437439746e-13,4.947943744537147e-15,1.9405266499974836e-09,1.674018310322304e-18,1.5894379154626127e-09,1.795271707018568e-09,4.495604279134918e-09,3.2566396356176874e-08
0.028825824717739958,0.4698844075617649,9.54986782578455e-10,2.83859545937472e-10,4.242803039382108e-09,6.423297996609063e-06,0.0,0.0,7.936132965537524e-05,7.072989356781365e-05,2.553345673456879e-05,3.334873818783532e-08,1.0504732790864297e-11,2.798786947561505e-30,1.3147231545449629e-21,4.7860475029771005e-14,3.4738492543431994e-08,2.9546304988776938e-05,1.124828059040826e-13,2.1002023543499504e-19,1.4518551147818574e-07,3.2751080901503567e-17,3.2524871022031346e-16,1.211539025274847e-09,1.6616530204985415e-11,7.334256941098899e-06,5.597138009650057e-16,5.432615644554116e-11,1.0384834546172232e-10,2.6553196321071903e-15,3.276727182737961e-13,4.040332775619354e-15,7.130127977845981e-13,1.0435525724342676e-13,3.76,0.0,0.7387078509029777,0.9996626311890291,0.00023054109946469892,4.137016022289653e-06,0.05300931930124252,0.052895379928852175,1.3836370036916217e-10,1.5047870959492666e-17,1.3000001116872688e-05,3.961196687019897e-05,7.732726709269785e-15,1.1035313935652601e-14,2.0476913011143935e-13,1.573409871842612e-05,5.46010516165914e-13,1.492614309669544e-11,1.4571230289384213e-11,1.578474162862702e-08,1.7471573498260536e-09,6.1915391476454995e-09,3.916311680292643e-09,8.783671146668132e-17,1.5674999739559906e-18,2.976226703896327e-15,4.0085516327328914e-16,8.351921293123604e-08,5.839024341914748e-10,1.3142027955995142e-10,1.9183105353193734e-09,1.6946459791420202e-19,6.512497401932751e-09,1.2503725736698659e-11,8.852791287145551e-10,0.00034763295376222584,1.756705387637039e-08,7.2261256045733575e-09,8.481769219497513e-09,2.0707545343921722e-13,5.265407353391782e-15,2.0185833702498526e-09,1.741377799512429e-18,1.6964137872019855e-09,1.915937081696274e-09,4.517003381305423e-09,3.327052461334455e-08
0.029078900643018095,0.4699224317421219,9.753540262187708e-10,2.9226642568413034e-10,4.37324472791442e-09,6.615541251023284e-06,0.0,0.0,8.081084022295406e-05,7.29285448240797e-05,2.6251471964536937e-05,3.4930178608642664e-08,1.0873579455383403e-11,3.018094063780255e-30,1.3965234391597764e-21,4.969250701923848e-14,3.606047178018768e-08,3.006350726723345e-05,1.1992359444740967e-13,2.1993593389387992e-19,1.4772108713480728e-07,3.332610000666348e-17,3.3842015899705724e-16,1.291939800282529e-09,1.7560311693590476e-11,7.663389162095143e-06,5.734702057948513e-16,5.835485092055048e-11,1.1287657454116764e-10,2.8752275861267715e-15,3.40076331632669e-13,4.298046693853486e-15,7.452897939335699e-13,1.1232237009669835e-13,3.76,0.0,0.7382470729673839,0.999652976100538,0.00023926190548930303,4.327811362046462e-06,0.053459121114687404,0.053341683588077796,1.3827816668167399e-10,1.5060161197032157e-17,1.2999875557641231e-05,4.1014660447411743e-05,8.006911664237798e-15,1.1456604188240184e-14,2.1275671238152396e-13,1.6051229719367703e-05,5.50567597238846e-13,1.5458520124813592e-11,1.5028035933033635e-11,1.6352079794179496e-08,1.8077583045096173e-09,6.358292290401005e-09,4.02194749041072e-09,9.119100040946005e-17,1.6273592157192372e-18,3.0898414016580423e-15,4.186543145159571e-16,8.618102192294787e-08,6.041014785946183e-10,1.4054279680401232e-10,1.991134946394421e-09,1.759432635228007e-19,6.719447999106983e-09,1.333168608419343e-11,9.129521050310368e-10,0.00035949444214420517,1.83354039794611e-08,7.432590989013868e-09,8.723731793970689e-09,2.202551583890576e-13,5.6005726354997936e-15,2.0990805208842846e-09,1.8108440789209037e-18,1.8097040613652202e-09,2.0437122378777377e-09,4.544922417339281e-09,3.3994537371026486e-08
0.029331976568296232,0.4699604439908148,9.95927264890816e-10,3.0084613827622397e-10,4.506465499884677e-09,6.811745290999594e-06,0.0,0.0,8.226807719928605e-05,7.517517903727398e-05,2.6986319025245724e-05,3.657337150023723e-08,1.1252003205975575e-11,3.433672611516223e-30,1.4826382881476384e-21,5.157769882352378e-14,3.7419372308845794e-08,3.058549464809332e-05,1.2778032893251829e-13,2.302275483636358e-19,1.502781366534616e-07,3.390608380053233e-17,3.5202405777157124e-16,1.3768536764885485e-09,1.8546900103590132e-11,8.004222632538422e-06,5.874800341609981e-16,6.264196642371316e-11,1.2260054551067501e-10,3.111133159678367e-15,3.528286391756528e-13,4.5694190256650115e-15,7.787848203024438e-13,1.2083197446041392e-13,3.76,0.0,0.7377862565307575,0.9996430971938558,0.00024824406698607825,4.525770190253411e-06,0.05390866570615057,0.05378764279759241,1.3819262603564615e-10,1.507243527933667e-17,1.29997470877914e-05,4.245219218195821e-05,8.287926624231492e-15,1.1890018498830607e-14,2.2097975805364483e-13,1.6374788372561992e-05,5.551201867924379e-13,1.6005004044648317e-11,1.5494737520566183e-11,1.6934586133200113e-08,1.869898643871421e-09,6.527552657600949e-09,4.129177946982886e-09,9.46422347109909e-17,1.6889484962472099e-18,3.2067380737328268e-15,4.37082960975356e-16,8.890149254903975e-08,6.248111571569074e-10,1.502738781777918e-10,2.0659844302630807e-09,1.8260941354202088e-19,6.930933189129091e-09,1.420815291766396e-11,9.412628975661788e-10,0.00037167452476546335,1.9130969548730563e-08,7.643400213238163e-09,8.970774983634456e-09,2.3416311947268354e-13,5.95426067943222e-15,2.1820700496194255e-09,1.8824620145879524e-18,1.929622791117482e-09,2.178949880062729e-09,4.579340317241912e-09,3.473985078315361e-08
0.02958505249357437,0.46999844455417916,1.0167054446041078e-09,3.0960042522955697e-10,4.642487702683528e-09,7.011946215213566e-06,0.0,0.0,8.373284789288624e-05,7.747017092487659e-05,2.7738368477249775e-05,3.828019938598892e-08,1.1640166512583872e-11,3.70298796065202e-30,1.5732505748679521e-21,5.3517054380307364e-14,3.881575235274481e-08,3.111229694290089e-05,1.3607174358178334e-13,2.409055795572533e-19,1.5285664653518736e-07,3.449103169495184e-17,3.660714229763865e-16,1.4664824198475323e-09,1.9577667564538434e-11,8.357051916214042e-06,6.01746442097262e-16,6.720128407124591e-11,1.330664255240124e-10,3.3640277420402013e-15,3.6593637557003627e-13,4.8550146872302935e-15,8.135334986654606e-13,1.299162237920262e-13,3.76,0.0,0.7373253959357875,0.999632991002141,0.0002574928992055606,4.731089337978447e-06,0.0543579535728624,0.054233256456810854,1.3810707736779822e-10,1.508469305977106e-17,1.299961566223889e-05,4.3924971304677884e-05,8.575852816734099e-15,1.2335765754881021e-14,2.2944243366474803e-13,1.6704916851884654e-05,5.596682696862724e-13,1.6565815336984546e-11,1.5971442531331844e-11,1.7532502940409223e-08,1.9336010746537446e-09,6.699318431744133e-09,4.238002134878665e-09,9.81922291585767e-17,1.7523002021115056e-18,3.3269781890687507e-15,4.561569218002825e-16,9.168126932367307e-08,6.460389016653e-10,1.60649549702155e-10,2.1428892126623853e-09,1.8946656410420348e-19,7.147001822026853e-09,1.513551692960297e-11,9.7021951954016e-10,0.000384178881726945,1.9954473335286663e-08,7.858606898089502e-09,9.222961281001764e-09,2.4883271158467574e-13,6.327320625728845e-15,2.267604404625442e-09,1.9562769052059406e-18,2.056496307414105e-09,2.3220164426580796e-09,4.620240127608594e-09,3.5507942527622154e-08
0.029812820826324693,0.47003263527513156,1.0355804840823989e-09,3.1763001419637003e-10,4.767321161307771e-09,7.195574039773004e-06,0.0,0.0,8.50574283085927e-05,7.957731155410268e-05,2.8430233079389635e-05,3.987234188888286e-08,1.1997977985956615e-11,3.88302156036921e-30,1.6588145784419052e-21,5.5309656340658776e-14,4.010499947852473e-08,3.159056143615565e-05,1.4392168146019868e-13,2.508551726143867e-19,1.5519564284423873e-07,3.502172864209013e-17,3.7910272921470153e-16,1.5513513968861998e-09,2.054429356724245e-11,8.685101137790745e-06,6.148082052444872e-16,7.154925503537893e-11,1.4316023227477875e-10,3.6070185556854715e-15,3.7804293383763623e-13,5.124692037084464e-15,8.459093588632805e-13,1.3861123561517922e-13,3.76,0.0,0.7369105789489875,0.999623698220543,0.0002660492725142186,4.922334650338101e-06,0.05476209356846268,0.054634012387167086,1.3803007582548751e-10,1.5095711002179797e-17,1.2999494814660387e-05,4.528094421701691e-05,8.840962151035746e-15,1.2747658888380378e-14,2.3726723376689843e-13,1.7007768213048592e-05,5.637576784403982e-13,1.7082981683593076e-11,1.640912126461113e-11,1.8084002416400016e-08,1.9922874375929624e-09,6.856048620183474e-09,4.337306024599489e-09,1.0147320971456984e-16,1.8108512067711543e-18,3.4381061534442717e-15,4.738884653563627e-16,9.423430859407617e-08,6.655929019728963e-10,1.7057000488474402e-10,2.2138856803177754e-09,1.9580435179138043e-19,7.34542285039834e-09,1.6015711969218454e-11,9.968393097541264e-10,0.0003957147750309647,2.072012124377936e-08,8.056097490994973e-09,9.45437848306234e-09,2.627151908863421e-13,6.680365264469271e-15,2.346804900638285e-09,2.0246264895395936e-18,2.176908680052792e-09,2.457784281855831e-09,4.662582470396375e-09,3.6219972153735025e-08
0.030040589159075017,0.4700668169140695,1.0546203823781975e-09,3.258037198734952e-10,4.8944573897957396e-09,7.382494413798847e-06,0.0,0.0,8.638782741728827e-05,8.172417787412096e-05,2.913661786419886e-05,4.151901885693023e-08,1.2363934954708994e-11,4.16973326227576e-30,1.7483285264120654e-21,5.714771085552706e-14,4.142546106060035e-08,3.2072774760694714e-05,1.5215396003469017e-13,2.6113439943118293e-19,1.575520011676837e-07,3.555644566880348e-17,3.9251080508420133e-16,1.6403641502503383e-09,2.1548885645785406e-11,9.023328516253094e-06,6.280826892275151e-16,7.614020301157513e-11,1.5393168606931935e-10,3.865411149729128e-15,3.904480739646477e-13,5.406795868931508e-15,8.793572541934616e-13,1.4782479397016685e-13,3.76,0.0,0.7364957174322734,0.9996142159614748,0.0002748299051756065,5.1198511361384125e-06,0.05516602639398984,0.05503448670648558,1.3795306613878496e-10,1.5106715512504297e-17,1.2999371503043272e-05,4.66660889453346e-05,9.11179306885676e-15,1.316986642880549e-14,2.452926109424047e-13,1.731616272508624e-05,5.678434131054384e-13,1.7612096505345115e-11,1.6855070318168765e-11,1.864835839480551e-08,2.052274104739801e-09,7.014805478568732e-09,4.437899470873409e-09,1.0483704366660695e-16,1.8708807700036405e-18,3.552038832712182e-15,4.921675003399882e-16,9.683637980210937e-08,6.85577988576313e-10,1.8107206639284712e-10,2.286593239267582e-09,2.0230237123445643e-19,7.547631755214466e-09,1.6941019535571786e-11,1.0239946097095553e-09,0.00040752213471824134,2.1509538920973564e-08,8.25723355460786e-09,9.690058928317977e-09,2.7726869872754696e-13,7.0504776868991406e-15,2.4281485280944964e-09,2.0948262761489703e-18,2.303484835223875e-09,2.600488989787165e-09,4.710161912931105e-09,3.695286612703713e-08
