Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49)
0.029287605775253914,0.4699537806443988,9.923642934132526e-10,2.9932920089342795e-10,4.4828098765555525e-09,6.777344058837662e-06,0.0,0.0,8.201300192354207e-05,7.477933445745926e-05,2.6859384134348077e-05,3.63608909147989e-08,1.1237654237607139e-11,3.2656341279976e-30,1.4702152239778002e-21,5.135381996470116e-14,3.717833840784749e-08,3.0493636680847554e-05,1.2636038664746605e-13,2.2863097612961238e-19,1.4982880249678285e-07,3.3804992689278475e-17,3.501837388059071e-16,1.3615600711026732e-09,1.8370943109128337e-11,7.942807138201859e-06,5.895145894548299e-16,1.2713423424591307e-10,1.2084137341635601e-10,3.0754095314447996e-15,3.505707679236651e-13,4.77381214273674e-15,7.758090319070619e-13,1.149322748928635e-11,3.76,0.0,0.7378670561618283,0.9996448483320016,0.00024664610268529597,4.490510538229291e-06,0.05382986716095327,0.05370948395662342,1.3820776841036087e-10,1.5068802217399823e-17,1.2999769860396632e-05,4.219296514834659e-05,8.131404376647431e-15,1.1812894544144764e-14,2.1951547851029542e-13,1.631805530038465e-05,5.543227326029158e-13,1.590800888397846e-11,1.541560294548648e-11,1.6836182627186814e-08,1.859382910128723e-09,6.49777903011257e-09,4.110317053591135e-09,9.423258697654434e-17,1.6816435081484439e-18,3.1929023109267513e-15,4.3376282116110036e-16,8.84391983564891e-08,6.213071796817735e-10,1.7227559710380197e-10,1.814366228291294e-19,2.0527087692393182e-09,1.6339674509391212e-11,6.8950038477791634e-09,9.362987385971337e-10,0.00036951224508832914,1.899288058756319e-08,7.606111042220544e-09,4.994896983301197e-16,8.927077637412637e-09,1.3626721798079174e-14,2.1676436417846726e-09,1.870012383279339e-18,2.316889024680349e-13,5.891214994294449e-15,2.221150353251999e-09,5.116647203303386e-09,3.58794996151832e-08
0.029524944272319234,0.46998942042410774,1.011813057046167e-09,3.075055457237943e-10,4.6098309785449056e-09,6.964331310866679e-06,0.0,0.0,8.338530716337694e-05,7.692231857641393e-05,2.756148197405073e-05,3.795230364318206e-08,1.1602756213755671e-11,3.501727959509634e-30,1.5544627809708452e-21,5.3165511682930614e-14,3.848061070180812e-08,3.098674562703007e-05,1.3404991399674855e-13,2.3858210779464363e-19,1.522428354870021e-07,3.4352637770922586e-17,3.6328913880148653e-16,1.4446813629477376e-09,1.932898513984365e-11,8.271318094394523e-06,6.028757788959726e-16,1.335698207738752e-10,1.3050889559947918e-10,3.3095584333141064e-15,3.627943775053981e-13,5.04776047029368e-15,8.082571611005473e-13,1.199968766519339e-11,3.76,0.0,0.7374348629648706,0.9996354148402631,0.0002552677439339164,4.681621834508599e-06,0.05425126588637825,0.054127454413791846,1.3812754109758662e-10,1.508029994581499e-17,1.2999647182940513e-05,4.356716295632223e-05,8.396371532986158e-15,1.22285209495393e-14,2.274052017575783e-13,1.662639216507143e-05,5.585888724322339e-13,1.6431162957054984e-11,1.586088037069076e-11,1.7394079992924524e-08,1.9188382385905806e-09,6.658384841395612e-09,4.212069538157112e-09,9.754896042460108e-17,1.7408263022572956e-18,3.3052322842712584e-15,4.515227699460428e-16,9.103548747324991e-08,6.411201404011532e-10,1.8332067949780063e-10,1.8783062823150074e-19,2.1244323858429877e-09,1.7318207432652693e-11,7.096815567144045e-09,9.633316783704834e-10,0.0003811758336437651,1.9759859013480368e-08,7.807086004921362e-09,5.126336166221027e-16,9.162588711076541e-09,1.4120423877700302e-14,2.2473789850243163e-09,1.938822654236474e-18,2.4529769418405566e-13,6.237289756651498e-15,2.3549946106650723e-09,5.1785497151304726e-09,3.6685345562828765e-08
0.02973854891967802,0.47002148757628803,1.0294707345882988e-09,3.149965268903867e-10,4.726268956774768e-09,7.135645528206168e-06,0.0,0.0,8.462594606825874e-05,7.888757402770938e-05,2.8206520279003085e-05,3.9433567860424834e-08,1.193888445082207e-11,3.8018879216021235e-30,1.6337851245307709e-21,5.483741278423774e-14,3.968114794875391e-08,3.143418136289215e-05,1.4130793353915434e-13,2.478351404485279e-19,1.5443159580297601e-07,3.484925160580997e-17,3.7542414500223168e-16,1.523149675413266e-09,2.0225215478911688e-11,8.57616138031958e-06,6.150966902565902e-16,1.3962090175831674e-10,1.3979411642929933e-10,3.533648062750886e-15,3.740666876564595e-13,5.30553074575711e-15,8.384256228725949e-13,1.247121551174114e-11,3.76,0.0,0.7370458527488097,0.9996267518638113,0.00026323069662938654,4.859266478622668e-06,0.05463033196569497,0.05450336737316555,1.380553298950842e-10,1.5090635562832773e-17,1.2999534525631667e-05,4.4830667178653676e-05,8.640001225408257e-15,1.2611975658056657e-14,2.346884787096419e-13,1.6908915156234368e-05,5.624250009995058e-13,1.6912899285897653e-11,1.626921772704912e-11,1.7907911623863174e-08,1.973535540518647e-09,6.804813425173434e-09,4.304844948736972e-09,1.0060910494904115e-16,1.7954365363289305e-18,3.4088831588983886e-15,4.68000731114332e-16,9.341712932169009e-08,6.593455916907729e-10,1.938310990189766e-10,1.9373091162814224e-19,2.1905458677163604e-09,1.824276601680206e-11,7.2819219715731866e-09,9.88151492167393e-10,0.00039192005522359054,2.047155650791241e-08,7.991300430273977e-09,5.246435751634142e-16,9.378451378045554e-09,1.457632783549498e-14,2.321084172472839e-09,2.0024296327489e-18,2.581373823333393e-13,6.563807953368546e-15,2.4814485779887217e-09,5.239884283142576e-09,3.7433271172554586e-08
0.02995215356703681,0.4700535466897195,1.0472736283264253e-09,3.226139187971031e-10,4.844727990856504e-09,7.309848469135325e-06,0.0,0.0,8.587174223666268e-05,8.088769866700869e-05,2.886425551485684e-05,4.096246532766074e-08,1.2282261120332953e-11,4.063252254870058e-30,1.716544064007704e-21,5.6549139699774326e-14,4.090902436542311e-08,3.188508325827847e-05,1.4889798874554806e-13,2.573762915298223e-19,1.5663562930670404e-07,3.5349401886863994e-17,3.878884553226222e-16,1.605216997576408e-09,2.1154540738538455e-11,8.889892256351756e-06,6.275051672141722e-16,1.4592715538479232e-10,1.4966445776857888e-10,3.771063529345755e-15,3.8560015271249626e-13,5.574299843193856e-15,8.695315240393898e-13,1.2958013292690706e-11,3.76,0.0,0.7366568045525661,0.9996179229686191,0.0002713897659885865,5.04238425283959e-06,0.05500921573296599,0.05487903289208928,1.3798311175209807e-10,1.510095939837354e-17,1.2999419710651581e-05,4.6119742238487486e-05,8.888567373345988e-15,1.3004458857200973e-14,2.4214730394477046e-13,1.719628373669372e-05,5.662579014665884e-13,1.740509905304838e-11,1.6684811584635204e-11,1.8433003001621193e-08,2.029372137434514e-09,6.953025187551801e-09,4.398754933509328e-09,1.0374185066606534e-16,1.851342377230742e-18,3.514991779950648e-15,4.8495676875156055e-16,9.58417889013406e-08,6.779487708173924e-10,2.0490814712891857e-10,1.9977139103483006e-19,2.258158094036083e-09,1.9210590255944744e-11,7.470351854663433e-09,1.0134407061927021e-09,0.00040290184075235077,2.1204007373658693e-08,8.178710086754397e-09,5.368250610501006e-16,9.59805079368495e-09,1.5043366889059882e-14,2.3966636978379296e-09,2.067654755106336e-18,2.7155980325696e-13,6.905147419377091e-15,2.6138126691046198e-09,5.306557169837767e-09,3.820386440734756e-08
0.030165758214395596,0.47008559791542853,1.065221303236733e-09,3.3035877873614286e-10,4.965220971549302e-09,7.4869615027350975e-06,0.0,0.0,8.712258863638825e-05,8.292290395787075e-05,2.9534921749833692e-05,4.2540193905584015e-08,1.2632992137784925e-11,4.339278042632837e-30,1.80286429031187e-21,5.830132131662382e-14,4.2164573304129655e-08,3.233947122325068e-05,1.5683231799831956e-13,2.672122123940299e-19,1.5885492781882e-07,3.585308831317322e-17,4.0068910562922787e-16,1.6910144585027863e-09,2.211782448660159e-11,9.212693446152936e-06,6.401031766249113e-16,1.5249830016271733e-10,1.6015162735818337e-10,4.022480402319752e-15,3.9739902331975404e-13,5.85443537729254e-15,9.015974694456387e-13,1.3460456496287261e-11,3.76,0.0,0.7362677149366399,0.9996089260417241,0.000279748199960748,5.231097890448512e-06,0.055387917495231274,0.05525445029398572,1.3791088602219375e-10,1.5111271362967725e-17,1.2999302710522517e-05,4.7434628486099637e-05,9.14211663025924e-15,1.340609747186731e-14,2.497842092128851e-13,1.7488585305494107e-05,5.700875644593968e-13,1.7907896467915028e-11,1.7107727470506054e-11,1.8969502293906275e-08,2.086361888898233e-09,7.103019012330005e-09,4.493798931035536e-09,1.069483218357932e-16,1.908563893247178e-18,3.6235965600153676e-15,5.024006957838607e-16,9.830985585610645e-08,6.969342136535846e-10,2.165787077068902e-10,2.0595426196799173e-19,2.32728708652396e-09,2.0223366847952255e-11,7.662134713965683e-09,1.0392041786501706e-09,0.00041412464854312836,2.195766526021065e-08,8.369347910311821e-09,5.491786382042175e-16,9.821425351161618e-09,1.552170719452662e-14,2.4741498751926956e-09,2.1345259307481307e-18,2.855868852648935e-13,7.261866005241344e-15,2.752317067145604e-09,5.378583499881398e-09,3.899832024718449e-08
0.030379362861754383,0.47011764140541723,1.0833133521270138e-09,3.382321654795106e-10,5.087760607195932e-09,7.667005898604418e-06,0.0,0.0,8.837838106488295e-05,8.499339691140636e-05,3.0218756772130927e-05,4.416797349798381e-08,1.2991185052015573e-11,4.635395185836582e-30,1.8928733513486192e-21,6.009458499300672e-14,4.344812628831e-08,3.2797365848134364e-05,1.6512349778845042e-13,2.7734963151908407e-19,1.6108948313596504e-07,3.6360310598925146e-17,4.138332136457823e-16,1.7806765527995376e-09,2.3115943223280094e-11,9.544749529219227e-06,6.528927058426967e-16,1.5934436673799445e-10,1.7128874341069359e-10,4.288601969473091e-15,4.0946762275167646e-13,6.146313515226994e-15,9.346464499310952e-13,1.3978926373354172e-11,3.76,0.0,0.7358785804496721,0.999599758961034,0.00028830926294018085,5.4255315721222105e-06,0.055766437562225414,0.05562961889732999,1.3783865205671102e-10,1.5121571366724578e-17,1.2999183497647955e-05,4.877556437465453e-05,9.40069528466276e-15,1.381701870414981e-14,2.5760173178482464e-13,1.7785907870403485e-05,5.739139805137739e-13,1.8421426076967504e-11,1.7538031095506053e-11,1.9517556332939956e-08,2.1445185424192635e-09,7.254793787928666e-09,4.589976377950362e-09,1.1022965048455656e-16,1.967121286153579e-18,3.734735823168617e-15,5.203424248046874e-16,1.0082172036716919e-07,7.163064139389834e-10,2.2887073486763538e-10,2.122817139260924e-19,2.397950756861108e-09,2.128283338106163e-11,7.857300074490865e-09,1.0654467827838288e-09,0.00042559195048325635,2.2732990241775972e-08,8.563247051584027e-09,5.617048668024193e-16,1.0048613674248865e-08,1.6011515374552143e-14,2.5535752696226745e-09,2.2030712860561018e-18,3.0024119535550504e-13,7.634537627256776e-15,2.8971988882311364e-09,5.455982156392511e-09,3.981787516266651e-08
0.03059296750911317,0.4701496773126279,1.1015493964877636e-09,3.4623513770417096e-10,5.212359430136104e-09,7.850002828110365e-06,0.0,0.0,8.963901809857227e-05,8.709938019160061e-05,3.0916002111541444e-05,4.5847046369203876e-08,1.3356949007663285e-11,4.946835419789836e-30,1.9867019475321084e-21,6.192956330184518e-14,4.47600136320185e-08,3.325878841215846e-05,1.7378444775611354e-13,2.8779537995126705e-19,1.6333928703073696e-07,3.687106847368681e-17,4.273280198458004e-16,1.874341183024429e-09,2.414978527769808e-11,9.886246932066159e-06,6.658757616757531e-16,1.6647570531519014e-10,1.8311038185218102e-10,4.5701607471793986e-15,4.2181034475757994e-13,6.450319051160919e-15,9.68701850287803e-13,1.4513809964509676e-11,3.76,0.0,0.7354893976287344,0.9995904195954387,0.00029707623540975903,5.625810919301524e-06,0.056144776246381284,0.05600453801563874,1.3776640920481875e-10,1.5131859319335047e-17,1.2999062044314111e-05,5.014278646711217e-05,9.664349268448226e-15,1.4237350025585585e-14,2.656024143324222e-13,1.8088340034325746e-05,5.777371400753385e-13,1.8945822765286343e-11,1.7975788330988497e-11,2.0077312478319352e-08,2.2038558863771325e-09,7.408348391572588e-09,4.687286704463533e-09,1.1358697831306778e-16,2.0270349301943533e-18,3.8484482093317646e-15,5.387919676029401e-16,1.0337777316277413e-07,7.360698761859016e-10,2.418132864473647e-10,2.1875595423578573e-19,2.4701669416135374e-09,2.239077926636853e-11,8.055877489534901e-09,1.0921734076465877e-09,0.00043730723174689056,2.353044886095705e-08,8.760440893615612e-09,5.744043033176575e-16,1.0279654653384512e-08,1.6512958598630554e-14,2.6349726963877565e-09,2.273319163535186e-18,3.155459518342569e-13,8.02375298963516e-15,3.0487023205780223e-09,5.538776006211591e-09,4.066380823391127e-08
0.030806572156471958,0.47018170579094715,1.119929086270415e-09,3.5436875536938745e-10,5.339029802499703e-09,8.035973363866391e-06,0.0,0.0,9.09044010472928e-05,8.924105221709502e-05,3.162690306203369e-05,4.7578677458102846e-08,1.3730394774091135e-11,5.2771091844649686e-30,2.084485670997726e-21,6.380689287364645e-14,4.610056473909938e-08,3.372376089215962e-05,1.8282843482317235e-13,2.985563813991328e-19,1.65604331251638e-07,3.7385361682709767e-17,4.411808790493973e-16,1.972149703136975e-09,2.5220250771493418e-11,1.0237373919292414e-05,6.790543704320897e-16,1.739029931506733e-10,1.9565262439295156e-10,4.867919048346551e-15,4.3443165466411725e-13,6.7668454972188124e-15,1.0037874402231408e-12,1.506550012728364e-11,3.76,0.0,0.7351001629996196,0.9995809058049206,0.0003060524135906693,5.832062987688361e-06,0.056522933862833226,0.056379206957460036,1.3769415681356921e-10,1.51421351300758e-17,1.2998938322691375e-05,5.153652944263048e-05,9.933124156570469e-15,1.4667219077016886e-14,2.737888029268811e-13,1.8395970982901355e-05,5.815570334993591e-13,1.9481221643671173e-11,1.8421065153859834e-11,2.0648919304411276e-08,2.264387814403451e-09,7.563681691300676e-09,4.78572933607349e-09,1.1702145361514537e-16,2.08832531731543e-18,3.964772585412601e-15,5.577594346831473e-16,1.0597840552748666e-07,7.562291391630833e-10,2.5543655796615336e-10,2.253792028081637e-19,2.5439534201204334e-09,2.3549046731119253e-11,8.257896541315948e-09,1.1193889600690629e-09,0.0004492739905104647,2.4350514176756213e-08,8.960963066647328e-09,5.872775003724537e-16,1.0514587464621767e-08,1.7026204436233034e-14,2.7183752200443055e-09,2.3452981211368342e-18,3.315250289843263e-13,8.430119420275297e-15,3.2070787632414784e-09,5.6269921098267275e-09,4.153744229976806e-08
0.031020176803830745,0.4702137269951916,1.1384520987141481e-09,3.626340783245202e-10,5.467783918860647e-09,8.224938483960439e-06,0.0,0.0,9.217443390286838e-05,9.141860726704437e-05,3.235170870575185e-05,4.936415469156486e-08,1.4111634803596446e-11,5.624702245888708e-30,2.18636325438713e-21,6.572721535021208e-14,4.747010778855913e-08,3.4192305971299885e-05,1.922690805270731e-13,3.0963966181333423e-19,1.6788460752302948e-07,3.790318998723177e-17,4.553992690168468e-16,2.0742469618231864e-09,2.6328251018583484e-11,1.0598320584499394e-05,6.924305789135804e-16,1.8163724220012588e-10,2.0895310770658557e-10,5.182669678874415e-15,4.47336091151373e-13,7.0962951873732934e-15,1.0399273857462471e-12,1.5634395564065154e-11,3.76,0.0,0.7347108730771099,0.9995712154406572,0.0003152411091066533,6.044416261392855e-06,0.056900910729420155,0.05675362502636174,1.3762189422794844e-10,1.515239870781379e-17,1.299881230483561e-05,5.295702610484092e-05,1.0207065169972244e-14,1.510675374157673e-14,2.821634484824871e-13,1.8708890474622615e-05,5.853736510506086e-13,2.002775813507421e-11,1.887392769625999e-11,2.1232525493167265e-08,2.326128229336411e-09,7.720792551233898e-09,4.885303696496121e-09,1.2053423358740431e-16,2.1510130983841677e-18,4.083748123477284e-15,5.772550347789949e-16,1.086240093399955e-07,7.767887426379009e-10,2.697719173854701e-10,2.3215369670044206e-19,2.619327896259565e-09,2.475953189510988e-11,8.463386843740055e-09,1.1470983650087515e-09,0.00046149573768776295,2.519366582026658e-08,9.16484744664464e-09,6.003250073253748e-16,1.0753451566886192e-08,1.7551420963027422e-14,2.803816153604167e-09,2.4190369315218217e-18,3.4820297519465237e-13,8.854261362871388e-15,3.3725869672929784e-09,5.720661883699066e-09,4.244014518403095e-08
0.031233781451189532,0.4702457410810874,1.1571181383091291e-09,3.710321675268412e-10,5.598633810631115e-09,8.416919079030745e-06,0.0,0.0,9.344902327823098e-05,9.36322355901405e-05,3.309067193570176e-05,5.1204789301345255e-08,1.450078326899452e-11,5.9956104956483976e-30,2.292478003254627e-21,6.769117676650502e-14,4.8868969593024005e-08,3.466444704768006e-05,2.021203664352546e-13,3.2105234412371595e-19,1.7018010754508973e-07,3.842455316477852e-17,4.699907872746088e-16,2.1807813454085777e-09,2.74747088777284e-11,1.0969278841157998e-05,7.0600645485178305e-16,1.896898069069008e-10,2.2305107385880684e-10,5.5152371298360374e-15,4.605282681360182e-13,7.439079370609576e-15,1.0771462508192648e-12,1.6220900850660492e-11,3.76,0.0,0.7343215243652323,0.9995613463451221,0.00032464564866044614,6.263000646865831e-06,0.057278707166688064,0.057127791520918306,1.3754962079092388e-10,1.5162649961009844e-17,1.2998683962689526e-05,5.44045073919176e-05,1.0486217176604631e-14,1.555608209674937e-14,2.907289057961801e-13,1.90271888302587e-05,5.891869829032092e-13,2.05855679237054e-11,1.9334442221760235e-11,2.1828279692483582e-08,2.389091031656745e-09,7.879679833195645e-09,4.9860092089293605e-09,1.241264830140689e-16,2.2151190596025546e-18,4.205414248348492e-15,5.972890743632679e-16,1.1131497710985227e-07,7.977532231311095e-10,2.8485194078467435e-10,2.3908168702555575e-19,2.696307990462557e-09,2.6024185815417765e-11,8.672378045112334e-09,1.175306566919702e-09,0.00047397599667873966,2.6060390046354264e-08,9.372128162995646e-09,6.135473702027815e-16,1.0996286710851687e-08,1.8088776696658405e-14,2.8913290577132506e-09,2.494564581331904e-18,3.656050225890354e-13,9.296820704189342e-15,3.545493178791341e-09,5.81982121332907e-09,4.3373331004959573e-08
0.03144738609854832,0.4702777482052583,1.1759269363988885e-09,3.7956408417755187e-10,5.731591353398432e-09,8.611935958087229e-06,0.0,0.0,9.472807834392757e-05,9.588212351204307e-05,3.384404947750585e-05,5.3101916150617904e-08,1.489795611161855e-11,6.387658714739232e-30,2.4029772725046323e-21,6.969942802193345e-14,5.02974757774073e-08,3.514020824287233e-05,2.1239664043421248e-13,3.3280165286379235e-19,1.7249082299376872e-07,3.8949451009469787e-17,4.849631562521018e-16,2.291904820649113e-09,2.8660558749609088e-11,1.1350442413650495e-05,7.19784087599969e-16,1.9807239210906248e-10,2.379874219314812e-10,5.866478549734691e-15,4.740128767347022e-13,7.795618310822652e-15,1.11546900194751e-12,1.6825426465221674e-11,3.76,0.0,0.7339321133575089,0.9995512963521861,0.0003342693737189163,6.487947466440178e-06,0.057656323497892736,0.05750170573469715,1.3747733584349119e-10,1.5172888797722426e-17,1.2998553268083925e-05,5.58792023870702e-05,1.0770624694045076e-14,1.6015332433122826e-14,2.9948773391550604e-13,1.9350956921708894e-05,5.92997019140473e-13,2.1154786975817727e-11,1.98026751388507e-11,2.2436331138418305e-08,2.453290172692475e-09,8.040342399334766e-09,5.087845297664228e-09,1.277993750691422e-16,2.2806641369500106e-18,4.329810673528853e-15,6.178719571676355e-16,1.1405170199741622e-07,8.191271321926813e-10,3.0071044888226054e-10,2.461654410251911e-19,2.7749112497379995e-09,2.7345015514625777e-11,8.884899829534528e-09,1.2040185313450474e-09,0.0004867183031229265,2.6951179783501564e-08,9.58283960735469e-09,6.269451320157709e-16,1.124313294910847e-08,1.8638440620576238e-14,2.9809477398208596e-09,2.571910270484265e-18,3.837571007922626e-13,9.758457054013509e-15,3.726071282876813e-09,5.924510535490103e-09,4.4338461544643794e-08
0.031660990745907114,0.4703097485252161,1.1948782508398342e-09,3.8823089079378836e-10,5.866668271815922e-09,8.810009852306607e-06,0.0,0.0,9.60115107674325e-05,9.81684535394471e-05,3.461210191169923e-05,5.505689406589873e-08,1.5303271086035262e-11,6.801410301316374e-30,2.518012811689977e-21,7.17526244780456e-14,5.175595082421103e-08,3.5619614410378164e-05,2.2311262285980433e-13,3.44894911522243e-19,1.7481674552074082e-07,3.9477883332326644e-17,5.003242214258775e-16,2.4077729775055284e-09,2.988674641359522e-11,1.1742006828396029e-05,7.33765588680481e-16,2.0679706103291918e-10,2.538047605804088e-10,6.237284634718408e-15,4.877946869260942e-13,8.166341381249358e-15,1.1549210127534619e-12,1.744838881762161e-11,3.76,0.0,0.7335426365372029,0.9995410632872169,0.0003441156402064381,6.719389452013637e-06,0.058033760049002264,0.057875366956245275,1.3740503872472017e-10,1.5183115125611315e-17,1.2998420192739058e-05,5.738133832883986e-05,1.1060331890980697e-14,1.648463324803514e-14,3.0844249600704866e-13,1.9680286161829335e-05,5.968037497547505e-13,2.1735551536746618e-11,2.0278693001844976e-11,2.305682959019372e-08,2.5187396489341437e-09,8.202779114209143e-09,5.190811389376484e-09,1.3155409068006376e-16,2.3476694047313285e-18,4.456977373123638e-15,6.390141837065655e-16,1.1683457782513115e-07,8.409150346368676e-10,3.17382544234891e-10,2.534072404079301e-19,2.85515515025422e-09,2.8724085043717973e-11,9.100981917613426e-09,1.2332392461719592e-09,0.0004997262046566726,2.786653468762415e-08,9.797016440503273e-09,6.405188327836734e-16,1.1494030644018785e-08,1.9200582179047446e-14,3.0727062533347314e-09,2.6511034114416986e-18,4.026858493518076e-13,1.0239848086630104e-14,3.914602948617292e-09,6.034774900972948e-09,4.5337047662644737e-08
0.031874595393265905,0.47034174219934716,1.2139718651012147e-09,3.9703365011602123e-10,6.003876143141743e-09,9.011161418488096e-06,0.0,0.0,9.729923465286733e-05,0.00010049140446224688,3.539509369608673e-05,5.707110617435361e-08,1.571684780549468e-11,7.2389536057512e-30,2.637740771990508e-21,7.38514263799559e-14,5.324471796548284e-08,3.6102691143961806e-05,2.3428341262029186e-13,3.573395464075527e-19,1.7715786675335605e-07,4.000984996157937e-17,5.160819553179408e-16,2.528545071545434e-09,3.11542289220768e-11,1.2144169405047454e-05,7.479530924778332e-16,2.1587624336229318e-10,2.7054746140240834e-10,6.628580611870867e-15,5.018785492959012e-13,8.55168716259487e-15,1.1955280676550295e-12,1.8090210279244437e-11,3.76,0.0,0.7331530903775602,0.9995306449671724,0.0003541878182065978,6.957460738922717e-06,0.058411017148699645,0.05824877446907585,1.3733272877180028e-10,1.5193328851941168e-17,1.2998284708265786e-05,5.891114062155614e-05,1.1355382589676037e-14,1.6964113238323606e-14,3.1759575920731837e-13,2.0015268494743962e-05,6.006071646472752e-13,2.2327998123394073e-11,2.0762562509393903e-11,2.368992501477045e-08,2.585453475350168e-09,8.36698884675361e-09,5.294906914411775e-09,1.3539181920643027e-16,2.4161560877555312e-18,4.586954609393269e-15,6.607263508053994e-16,1.1966399908954128e-07,8.6312149928408e-10,3.349046491009471e-10,2.608093829341418e-19,2.937057091214274e-09,3.016351655548897e-11,9.320654067231096e-09,1.262973722572185e-09,0.0005130032606765565,2.880696119771145e-08,1.0014693596589135e-08,6.542690097930602e-16,1.1749020472376505e-08,1.977537126785518e-14,3.166638896763009e-09,2.7321736284683055e-18,4.2241863017480036e-13,1.0741689857995066e-14,4.111377774496141e-09,6.1506640159831465e-09,4.6370650756702045e-08
0.032088200040624695,0.4703737293869003,1.2332075881742936e-09,4.0597342639161366e-10,6.143226402820712e-09,9.215411243297927e-06,0.0,0.0,9.859116647841617e-05,0.00010285115145503196,3.619329318744952e-05,5.9145960243576155e-08,1.613880778780747e-11,7.70060833844987e-30,2.7623219101429614e-21,7.59964984372869e-14,5.476409917564264e-08,3.6589464785899057e-05,2.459244934912048e-13,3.701430839493094e-19,1.795141782945929e-07,4.054535074297667e-17,5.322444565454637e-16,2.6543840661164253e-09,3.246397470107967e-11,1.2557129247657765e-05,7.623487568164282e-16,2.2532274342363902e-10,2.882617133609462e-10,7.041327349062482e-15,5.162693970469015e-13,8.952103536436009e-15,1.2373163664505665e-12,1.8751319213354917e-11,3.76,0.0,0.7327634713420389,0.9995200392006941,0.0003644892916727642,7.202296859721225e-06,0.05878809512838504,0.05862192755165445,1.372604053200832e-10,1.5203529883584877e-17,1.2998146786166841e-05,6.046883284633511e-05,1.1655820267599014e-14,1.7453901305364404e-14,3.269500947196805e-13,2.035599638596021e-05,6.044072536280127e-13,2.2932263531759438e-11,2.1254350509862657e-11,2.43357676830603e-08,2.653445693792048e-09,8.532970471770377e-09,5.400131307710437e-09,1.3931375772998165e-16,2.4861455486132266e-18,4.7197829052333614e-15,6.830191511264627e-16,1.225403609768747e-07,8.857511016990803e-10,3.5331454410989185e-10,2.6837418078255616e-19,3.020634394318814e-09,3.166549137007678e-11,9.543946074591914e-09,1.2932269963225543e-09,0.0005265530421107185,2.97729725897958e-08,1.0235906290161886e-08,6.681961975825466e-16,1.2008143433401882e-08,2.0362978240621425e-14,3.262780212853941e-09,2.8151507568877067e-18,4.429835410552564e-13,1.126469714291311e-14,4.316693435350434e-09,6.272232258373094e-09,4.744088427703383e-08
0.032301804687983486,0.47040571024797545,1.2525852537810544e-09,4.1505128417105404e-10,6.284730349447866e-09,9.422779847901769e-06,0.0,0.0,9.988722503214197e-05,0.00010524786617749602,3.700697266301254e-05,6.12828890287257e-08,1.656927450198186e-11,8.188594051503065e-30,2.8919216239528974e-21,7.818851034120376e-14,5.631441522934396e-08,3.707996243519441e-05,2.5805174039724047e-13,3.83313155350042e-19,1.8188567172301085e-07,4.1084385540097797e-17,5.488199545346721e-16,2.7854566745480643e-09,3.3816963521538705e-11,1.2981087235950704e-05,7.769547636795195e-16,2.3514974850694833e-10,3.069955784397324e-10,7.476522403667798e-15,5.30972247865149e-13,9.368047783402206e-15,1.2803125285917051e-12,1.943215000615312e-11,3.76,0.0,0.7323737758845363,0.9995092437881997,0.0003750234581478107,7.454034737871701e-06,0.05916499432217808,0.05899482547738475,1.3718806770312544e-10,1.5213718127026846e-17,1.2998006397837999e-05,6.205463677252667e-05,1.1961688060173033e-14,1.7954126553153615e-14,3.3650807777287147e-13,2.0702562812760022e-05,6.082040064155035e-13,2.3548484836257905e-11,2.1754124002740458e-11,2.4994508324633684e-08,2.7227303859625083e-09,8.700722871320516e-09,5.506484009729693e-09,1.4332111193306125e-16,2.557659303402695e-18,4.855503077282211e-15,7.05903372701165e-16,1.2546405937862991e-07,9.088084286930669e-10,3.7265140778708333e-10,2.76103962458206e-19,3.1059043070035897e-09,3.323225105407704e-11,9.77088777526545e-09,1.324004128995022e-09,0.0005403791311976757,3.0765089031783717e-08,1.0460690022296535e-08,6.823009281912938e-16,1.2271440855657575e-08,2.096357391076724e-14,3.361164987736095e-09,2.9000648423406968e-18,4.64409428620609e-13,1.1809603769426127e-14,4.530855831045164e-09,6.399538670742229e-09,4.854941529312351e-08
