Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72)
3.0456229329614873e-05,1.0228683912600827,0.0003022405923670673,0.00015725282604927643,0.00012863847367272158,0.009397598447301501,0.0,0.0,0.0003895443140917149,4.889572173213458e-06,0.0380258575636325,0.0016414565077694462,2.5936035306616717e-05,2.6907902627403956e-11,4.401331376042437e-08,2.7921761899434618e-06,0.0011715241649302745,0.0009927916116099496,6.262813469576508e-05,1.7870184221403476e-05,0.027050301506173793,3.221259622412269e-07,2.1503776483876658e-07,1.422658365025895e-06,5.961606474724467e-08,0.014492238872649782,3.531791953432166e-07,2.6376726760387422e-05,4.8251614729461485e-06,3.6608707214558604e-08,8.8792538443881e-08,1.1559054850452199e-10,8.187794896421622e-08,4.358924304693551e-08,3.76,0.0,1.0536374547113263e-06,0.9618714643684991,0.010518556755562502,0.0004476094978668764,0.9682896442242085,0.8442567254701496,8.404417298162467e-07,2.897949934234124e-09,0.0020526206305454537,2.911584232554718e-06,1.2127573037720682e-08,1.211626211654423e-10,7.599796598537975e-09,0.002510172071047119,3.0653721150562377e-09,0.00021585683700846932,0.00018784310989802087,0.0010945178659584713,0.018924624290869625,3.3618879538598454e-06,4.739621407227442e-06,1.9244269797144024e-12,1.2153299967637387e-12,9.299108547728892e-08,9.747563246581549e-08,6.366583839445212e-05,1.3930508866869138e-06,0.00297790969235292,3.702941021534811e-08,1.7899255573024347e-10,5.049064941781623e-09,0.0001832188014782256,2.2977482082850317e-08,0.00018430586706662014,0.002106387169565764,3.5642765213603968e-09,5.693856833480297e-13,9.23632115905529e-07,1.2681780596892715e-07
3.060926945052143e-05,1.0229824210591199,0.00030566965718428155,0.0001589418328802742,0.0001301957828159886,0.009554310221805685,0.0,0.0,0.00039472728029399124,4.97126738232882e-06,0.03867562595786394,0.0016713661402803098,2.628503826438459e-05,2.78215685575653e-11,4.4968104149416965e-08,2.828021363283268e-06,0.0011904821461660336,0.0010053068563852876,6.385658663644681e-05,1.8126733418114688e-05,0.02716029870688467,3.2378170340296315e-07,2.1920733043150616e-07,1.4719301766370923e-06,6.098872202272547e-08,0.014753348225776073,3.5622800291083355e-07,2.7170024550031115e-05,5.0013168858190716e-06,3.785108294529208e-08,9.145224481438921e-08,1.1889162493563166e-10,8.2820611886139e-08,4.498957680276809e-08,3.76,0.0,1.0532697136402602e-06,0.9612573637104379,0.010707387679347435,0.0004589618907580452,0.9687314002537044,0.8433062933107253,8.394958688897332e-07,2.8946885020238624e-09,0.002051310167051432,2.9456850294015646e-06,1.2232370385947529e-08,1.2242442514855175e-10,7.682286973476913e-09,0.002543804974350946,3.059625404763315e-09,0.00021823840539661224,0.0001898111088490765,0.0011035596161956692,0.019148715730344615,3.395802086651485e-06,4.787419738711225e-06,1.94769906219582e-12,1.230012253957907e-12,9.411521139379653e-08,9.913427180958683e-08,6.429113403214054e-05,1.4085018852129785e-06,0.0030616165315030383,3.7600801753608535e-08,1.8086413913838926e-10,5.0948386612122985e-09,0.0001915460219334661,2.4017207045230258e-08,0.00018728111381548427,0.002153113222277013,3.662307778596588e-09,5.84744340566014e-13,9.493197608606445e-07,1.3034253151840207e-07
3.076230957142798e-05,1.0230973538906265,0.00030909722687827657,0.00016062699667690513,0.00013175339953884707,0.009712621119305717,0.0,0.0,0.0003999170641284759,5.053586679892968e-06,0.03933238919504349,0.0017016509694733073,2.663531902912911e-05,2.875715691990832e-11,4.5934770731162665e-08,2.8639821289290744e-06,0.0012095820240660715,0.0010180227110442204,6.509965988346117e-05,1.8383879398630318e-05,0.027269957658055247,3.2544116974362964e-07,2.234333550767629e-07,1.5225360257268938e-06,6.238191552417327e-08,0.015017339474574516,3.5929660486924174e-07,2.798347928524182e-05,5.182626186261589e-06,3.9125372912839275e-08,9.416784472154329e-08,1.2226670965597926e-10,8.376532608777934e-08,4.6433327110979856e-08,3.76,0.0,1.052896443763233e-06,0.9606367526312648,0.010898384171019527,0.00047058323277905005,0.9691765513760203,0.8423480231772971,8.385422112449505e-07,2.8914001684834503e-09,0.002049985810452316,2.979732020040873e-06,1.2336472226438483e-08,1.236806219465699e-10,7.764490986211383e-09,0.0025775565155615266,3.0538325725475534e-09,0.00022061573515158128,0.00019177297660059477,0.0011125130041521219,0.019372552340815075,3.4295709934409106e-06,4.835012707969936e-06,1.9709992982172836e-12,1.2447120747616581e-12,9.524068840970648e-08,1.0081079090712731e-07,6.491290631235689e-05,1.4238989710223308e-06,0.0031468437384859524,3.817549867565934e-08,1.8273008105271336e-10,5.140220548450742e-09,0.00020017009861600921,2.511310583672953e-08,0.0001903612208312707,0.0022006749353025924,3.763697875919973e-09,6.006171516691804e-13,9.758246326838622e-07,1.339791960766197e-07
3.0915349692334535e-05,1.0232131865253893,0.00031252296252936294,0.00016230807503193583,0.00013331108407417744,0.009872525957069639,0.0,0.0,0.000405112542289703,5.136517826824569e-06,0.03999613915851503,0.0017323119172386037,2.6986858396487377e-05,2.971489815452882e-11,4.6913257529492475e-08,2.9000553095844366e-06,0.0012288208725508179,0.0010309398333231484,6.63573459139908e-05,1.8641581529094298e-05,0.027379280607591545,3.2710446629810553e-07,2.277160376015978e-07,1.574496868567689e-06,6.379555314267516e-08,0.015284192802024083,3.6238501637328454e-07,2.881740531825833e-05,5.36918195008588e-06,4.043196867438604e-08,9.69396969707485e-08,1.2571668173155088e-10,8.471198988931515e-08,4.792157934588779e-08,3.76,0.0,1.0525175684844087e-06,0.9600096507877737,0.011091543971524155,0.0004824790137392939,0.9696250942269391,0.8413819575119562,8.375807992642132e-07,2.8880850791604196e-09,0.00204864760268878,3.0137156111060066e-06,1.2439859418633685e-08,1.2493097068558247e-10,7.846392201432112e-09,0.002611418912768766,3.0479940007394643e-09,0.00022298848598023059,0.00019372843638145484,0.0011213769926514872,0.019596075842716623,3.4631900554518753e-06,4.882393810753355e-06,1.994324802376136e-12,1.259427647190277e-12,9.636737855997308e-08,1.0250506578998799e-07,6.553104628226801e-05,1.4392375706601758e-06,0.003233590762684712,3.875338602581684e-08,1.8459008401108616e-10,5.185201650232407e-09,0.00020909721002737038,2.6267543426729353e-08,0.0001935506908410657,0.002249080735846202,3.868599496594586e-09,6.170271541426964e-13,1.0031813799666769e-06,1.3773253908137268e-07
3.106838981324109e-05,1.0233299156415223,0.00031594655959610123,0.00016398484162835126,0.00013486860759842674,0.010034019383277198,0.0,0.0,0.0004103126115138878,5.220048526596862e-06,0.04066686710645584,0.0017633498663617835,2.7339639053136716e-05,3.069502309360801e-11,4.790350898912616e-08,2.9362379270090586e-06,0.001248195719917304,0.0010440587628745364,6.762963664817703e-05,1.889980076730967e-05,0.02748826980541015,3.287716979969449e-07,2.3205557941997543e-07,1.6278335030606744e-06,6.522953228236543e-08,0.015553887230641349,3.6549327637037675e-07,2.9672116054757282e-05,5.561076107051395e-06,4.1771252352033224e-08,9.976814502418128e-08,1.2924241160326806e-10,8.566050801116697e-08,4.945543447964523e-08,3.76,0.0,1.0521330169427415e-06,0.9593760788977911,0.01128686449229172,0.0004946547839063479,0.9700770247198678,0.8404081400704446,8.366116766408141e-07,2.884743384118881e-09,0.002047295587966055,3.047626386730722e-06,1.2542514114200847e-08,1.261752435754726e-10,7.9279749330975e-09,0.0026453843489090928,3.0421100805218222e-09,0.0002253563391128818,0.00019567723144428944,0.0011301506876939147,0.019819228666551985,3.4966550691370587e-06,4.929557128756177e-06,2.017672834311092e-12,1.2741572509477213e-12,9.74951508966521e-08,1.0421696524334116e-07,6.614545231109367e-05,1.4545131802661187e-06,0.0033218562803484556,3.933434759898895e-08,1.8644386725525824e-10,5.2297736432950015e-09,0.0002183334554915509,2.7482940358263467e-08,0.00019685420361421161,0.0022983389380601027,3.977172668981388e-09,6.339984738549936e-13,1.0314263956858071e-06,1.4160753882316906e-07
3.122142993414764e-05,1.0234475378341579,0.0003193677482566787,0.00016565708640919058,0.00013642575249138832,0.010197095896061277,0.0,0.0,0.0004155161898769116,5.304166448029011e-06,0.04134456373575696,0.0017947656625965638,2.769364556895557e-05,3.169776353031086e-11,4.8905470347694397e-08,2.9725272061817298e-06,0.0012677035534949933,0.0010573799207527267,6.891652467540606e-05,1.915849971197315e-05,0.027596927498511486,3.304429696178779e-07,2.3645218547353487e-07,1.6825665578911927e-06,6.668374017465215e-08,0.015826400647478072,3.686214480370678e-07,3.0547923858042345e-05,5.758399854747442e-06,4.3143596382668326e-08,1.0265351737920074e-07,1.3284476103060259e-10,8.661079172443492e-08,5.1036009006156104e-08,3.76,0.0,1.0517427242330332e-06,0.9587360586799497,0.011484342832311463,0.0005071161523670796,0.9705323380646691,0.8394266158318582,8.356348882891464e-07,2.8813752376298857e-09,0.002045929812625409,3.081455119420622e-06,1.2644419763168286e-08,1.2741322605356443e-10,8.009224256748916e-09,0.0026794449807844073,3.0361812113193878e-09,0.00022771899754091496,0.0001976191251915378,0.0011388333372198958,0.020041954014640425,3.5299622477556114e-06,4.976497331817238e-06,2.0410408012713455e-12,1.2888992590173302e-12,9.862388160750176e-08,1.0594635096108698e-07,6.675603013081486e-05,1.4697213702156e-06,0.003411638203258707,3.991826610178475e-08,1.8829116684997786e-10,5.273928835813191e-09,0.000227884845315515,2.8761771529020756e-08,0.00020027662034210602,0.0023484577379690027,4.089585038110049e-09,6.515563629503543e-13,1.0605978933292787e-06,1.4560942290790887e-07
3.1374470055054194e-05,1.0235660496251073,0.00032278629363900383,0.0001673246156952265,0.00013798231255911215,0.010361749862592654,0.0,0.0,0.0004207222180091064,5.388859247757851e-06,0.042029219245965206,0.001826560116776079,2.804886438278344e-05,3.272335280703956e-11,4.9919088000713295e-08,3.008920578769836e-06,0.0012873413243955686,0.0010709036091276053,7.021800347473321e-05,1.9417642645604626e-05,0.027705255926178937,3.321183857395448e-07,2.409060651666918e-07,1.7387164822205952e-06,6.815805421734028e-08,0.01610170983030331,3.717696191479153e-07,3.144513995837256e-05,5.961243573301509e-06,4.454936329711856e-08,1.0559612798635021e-07,1.365245830625783e-10,8.756275898054147e-08,5.266443486501157e-08,3.76,0.0,1.0513466316023758e-06,0.958089612792921,0.011683975795478625,0.0005198687853236141,0.9709910287871513,0.8384374309079844,8.346504802544603e-07,2.877980797860495e-09,0.002044550325014477,3.115192780237364e-06,1.2745561115997998e-08,1.2864471688561326e-10,8.090126019366557e-09,0.0027135929480329663,3.030207800188085e-09,0.00023007618618419134,0.00019955390123857503,0.0011474243294794953,0.020264195920498877,3.5631082216058648e-06,5.023209678221816e-06,2.0644262601690828e-12,1.303652138926394e-12,9.975345410964606e-08,1.0769307770836886e-07,6.736269285392442e-05,1.4848577895499495e-06,0.0035029336887493416,4.0505023315808414e-08,1.9013173574614976e-10,5.3176601669069895e-09,0.0002377572909767691,3.010656482361542e-08,0.00020382298792927944,0.0023994452084856338,4.206012140794566e-09,6.697272379987252e-13,1.0907359846056458e-06,1.4974367894007286e-07
3.152751017596075e-05,1.0236854474724761,0.0003262019959395028,0.00016898725225061303,0.00013953809321958635,0.010527975538148467,0.0,0.0,0.00042592966022392736,5.474114592305074e-06,0.0427208234030924,0.0018587340069552486,2.8405283781933126e-05,3.3772026420076885e-11,5.094430985778776e-08,3.045415685899149e-06,0.0013071059523437464,0.001084630011224277,7.153406762841865e-05,1.9677195571077766e-05,0.02781325731531651,3.337980506975365e-07,2.454174332915961e-07,1.79630353593718e-06,6.965234233728739e-08,0.016379790474863234,3.7493790237578856e-07,3.236407436749765e-05,6.169696741156472e-06,4.598890552948971e-08,1.0859627670403147e-07,1.4028272203533368e-10,8.851633451977286e-08,5.434185936604426e-08,3.76,0.0,1.0509446866210815e-06,0.9574367647742973,0.011885759908159816,0.0005329184043279784,0.9714530907491442,0.8374406324525597,8.336584996225316e-07,2.874560226562552e-09,0.00204315717535684,3.148830548270516e-06,1.284592422164392e-08,1.2986952822434614e-10,8.17066684676502e-09,0.0027478203820285488,3.0241902612054354e-09,0.00023242765198851046,0.0002014813634144895,0.0011559231910190611,0.020485899305734637,3.5960900369255292e-06,5.069690013124468e-06,2.0878269191134046e-12,1.3184144536834627e-12,1.0088375911822759e-07,1.0945699349083508e-07,6.796536096846041e-05,1.4999181701867044e-06,0.0035957391510201835,4.109450026268743e-08,1.919653437885402e-10,5.360961204254181e-09,0.00024795659536638805,3.151989959736793e-08,0.00020749854318302105,0.002451309294523713,4.3266376840205695e-09,6.885387183479174e-13,1.121882758642307e-06,1.5401606541365126e-07
3.16805502968673e-05,1.0238057277801966,0.0003296146904311182,0.00017064483529686552,0.00014109291165100439,0.010695767085105166,0.0,0.0,0.0004311375055579927,5.559920179657004e-06,0.043419365603100474,0.0018912880805766945,2.8762893875631313e-05,3.4844022637590985e-11,5.1981085688383304e-08,3.0820103802209704e-06,0.0013269943305757685,0.001098559191486039,7.28647130275748e-05,1.9937126241689586e-05,0.027920933875936856,3.3548206854281674e-07,2.4998651093850893e-07,1.8553477804862735e-06,7.11664633751183e-08,0.016660617223109978,3.7812643552301976e-07,3.330503579844523e-05,6.383847852159216e-06,4.746256525745572e-08,1.1165424978675647e-07,1.4412001359529298e-10,8.947144995850606e-08,5.606944511507797e-08,3.76,0.0,1.0505368433273616e-06,0.95677753897932,0.012089691436921535,0.0005462707844594905,0.9719185171690896,0.8364362685707312,8.326589944295299e-07,2.8711136887621223e-09,0.0020417504156212693,3.1823598193753553e-06,1.2945496421658896e-08,1.3108748562595476e-10,8.250834148539323e-09,0.0027821194146847826,3.018129014864173e-09,0.00023477316395362476,0.0002034013357013601,0.001164329584299028,0.020707010034340344,3.628905153477912e-06,5.11593476511867e-06,2.111240638426087e-12,1.3331848623888213e-12,1.0201469469009741e-07,1.1123793972996718e-07,6.856396231066803e-05,1.5148983309027946e-06,0.0036900502736795173,4.168657737037609e-08,1.9379177766879005e-10,5.4038261398459576e-09,0.0002584884431158195,3.300440501241045e-08,0.0002113087168888148,0.0025040578082135855,4.451653826324653e-09,7.08019664622243e-13,1.154082362570449e-06,1.5843262279687703e-07
3.1833590417773853e-05,1.023926886907454,0.00033302424736152467,0.00017229722047577037,0.0001426465969026023,0.010865118591797757,0.0,0.0,0.0004363447687203738,5.646263760276589e-06,0.044124834934874665,0.0019242230566526599,2.9121686562584767e-05,3.5939583127918666e-11,5.302936745557137e-08,3.1187027272768275e-06,0.0013470033307919076,0.0011126910959570891,7.420993706895814e-05,2.019740418473703e-05,0.028028287796810714,3.3717054300258187e-07,2.5461352638722424e-07,1.9158690702968782e-06,7.270026749042466e-08,0.01694416369228893,3.813353816831342e-07,3.426833159058265e-05,6.603784334201577e-06,4.89706742741198e-08,1.1477032040370033e-07,1.4803728474688166e-10,9.042804385500205e-08,5.784836994143123e-08,3.76,0.0,1.0501230623451769e-06,0.9561119605196435,0.012295766406366777,0.0005599317524491434,0.9723873006430702,0.8354243882289963,8.316520135723585e-07,2.8676413524505406e-09,0.002040330099391055,3.215772214158338e-06,1.304426634043156e-08,1.3229842802513372e-10,8.330616120583142e-09,0.00281648218714212,3.012024487470736e-09,0.00023711251309264676,0.000205313662113153,0.0011726433049578516,0.020927474964294163,3.661551440848711e-06,5.161940940988009e-06,2.1346654311420443e-12,1.3479621205200652e-12,1.0314616624270227e-07,1.1303575144379132e-07,6.9158432015734e-05,1.529794181084226e-06,0.003785862023446671,4.228113464026852e-08,1.9561084082474858e-10,5.44624978393292e-09,0.00026935839103564346,3.4562758227500826e-08,0.0002152591377588894,0.002557698424225489,4.5812614618786135e-09,7.282002173104074e-13,1.187381083385858e-06,1.6299968479568177e-07
3.1986630538680406e-05,1.0240489211779809,0.00033643057174307056,0.00017394427976205132,0.00014419898996821946,0.011036024091188082,0.0,0.0,0.0004415504909494258,5.733133157470159e-06,0.04483722024250068,0.001957539627955428,2.9481655492889722e-05,3.705895359491608e-11,5.4089109636227504e-08,3.1554910061641337e-06,0.0013671298081490118,0.0011270255528806118,7.556973884197421e-05,2.045800071860015e-05,0.028135321241287887,3.388635774436051e-07,2.592987159752352e-07,1.977887044819673e-06,7.425359658577984e-08,0.01723040250477325,3.845649293331769e-07,3.525426763995477e-05,6.829592469651641e-06,5.0513553891918366e-08,1.1794474918412167e-07,1.5203535392358585e-10,9.13860617537373e-08,5.967982682770833e-08,3.76,0.0,1.0497033109748591e-06,0.9554400552023259,0.012503980617025325,0.000573907184755415,0.9728594331662079,0.8344050411658939,8.306376067197374e-07,2.864143388278011e-09,0.00203889628173381,3.2490595851954946e-06,1.3142223871651221e-08,1.3350220766943848e-10,8.410001745211685e-09,0.0028509008583156954,3.0058771105504425e-09,0.0002394455123239891,0.00020721820651561874,0.0011808642787384115,0.02114724199637938,3.694027173483699e-06,5.2077061186817985e-06,2.1580994629996687e-12,1.3627450798961836e-12,1.0427808654844319e-07,1.1485025743227633e-07,6.974871244713206e-05,1.5446017242368523e-06,0.003883168664942081,4.287805181464998e-08,1.974223532873756e-10,5.488227557216359e-09,0.0002805718586941774,3.619768244350037e-08,0.00021935563624128152,0.002612238675204998,4.715670506984804e-09,7.491118353846259e-13,1.2218274309666769e-06,1.6772388977966145e-07
3.229271078049352e-05,1.024295600320469,0.0003432333144835386,0.00017722198923543763,0.0001472993233324531,0.011382473032470293,0.0,0.0,0.00045195361444644956,5.908401173779355e-06,0.046282693302194734,0.0020253202092514297,3.0205105160491693e-05,3.937013121160516e-11,5.624280747691769e-08,3.229349540904352e-06,0.001407722562344697,0.0011563008536310405,7.833308141515737e-05,2.0980043828080148e-05,0.02834843520403823,3.4226373773806285e-07,2.6884460803750615e-07,2.1064904891005633e-06,7.741815867577939e-08,0.01781084285945911,3.9108670980657163e-07,3.7295276509799325e-05,7.2991626450972574e-06,5.37048574424034e-08,1.2446966441675723e-07,1.602771177779965e-10,9.330618672851605e-08,6.350518408255182e-08,3.76,0.0,1.0488457999420205e-06,0.9540773703385939,0.012926808950860598,0.000602825184833997,0.97381371046655,0.8323441491648533,8.285867170392693e-07,2.8570712704434536e-09,0.0020359883690590085,3.3152278620603372e-06,1.3335667578009821e-08,1.358877534951111e-10,8.5675437929307e-09,0.0029198746710155316,2.9934555568340826e-09,0.00024409182099788463,0.00021100350240192686,0.0011970283177383293,0.02158447944937724,3.758462055777513e-06,5.298506589399499e-06,2.2049886658007208e-12,1.392323988159975e-12,1.0654296102185899e-07,1.1852863749083812e-07,7.091651046736956e-05,1.5739363928921906e-06,0.004082240269283304,4.4078484554562676e-08,2.01022087839219e-10,5.570830164098588e-09,0.00030405029041929174,3.970835423832956e-08,0.0002280112178852435,0.0027240474762444556,4.999779319868185e-09,7.93260925045724e-13,1.2943686674706359e-06,1.776718753367756e-07
3.259879102230663e-05,1.0245457354316856,0.0003500228393727748,0.00018047725975278866,0.00015039287903877632,0.011735065756300508,0.0,0.0,0.00046233976302855444,6.085628996068916e-06,0.047755692941385895,0.002094634924815769,3.093322532110859e-05,4.1779626106157633e-11,5.8441876470607914e-08,3.30357646971598e-06,0.0014487472943050656,0.0011863813996615272,8.115477369549905e-05,2.1503062181649065e-05,0.02856029241575157,3.4568336792247054e-07,2.786262700758734e-07,2.241310667223771e-06,8.065873684114456e-08,0.0184017005384783,3.976937915857295e-07,3.943047839833639e-05,7.793222842613809e-06,5.703883516568367e-08,1.3123085176656734e-07,1.6885168524253078e-10,9.5231529286333e-08,6.755536133469449e-08,3.76,0.0,1.0479641838675449e-06,0.9526897024685096,0.013358139038666316,0.0006330727151496374,0.9747812738406973,0.8302540025997261,8.265067348714402e-07,2.8498987422553803e-09,0.0020330271429498006,3.380804333951864e-06,1.3525771332309805e-08,1.382432023428673e-10,8.723387734683997e-09,0.0029889787932236185,2.9808678882962377e-09,0.0002487110231636466,0.00021475652087674246,0.0012128235727164266,0.022018328124319368,3.8222038278035395e-06,5.38832784902829e-06,2.2518965946244115e-12,1.4219143071605776e-12,1.0880876564687189e-07,1.222715932162979e-07,7.206703585969356e-05,1.602872364935902e-06,0.004287205785546026,4.52869146819814e-08,2.0458986440925313e-10,5.651609132621269e-09,0.00032896400380332674,4.3559043759036736e-08,0.00023732627459626345,0.002839541466141062,5.3058510464896764e-09,8.407464386710583e-13,1.372141823175416e-06,1.8833622232982215e-07
3.2904871264119745e-05,1.0247992967381447,0.00035679959284526787,0.00018370963521279206,0.00015347881419326516,0.01209375436765889,0.0,0.0,0.00047270228733763917,6.264723728882462e-06,0.04925612721050179,0.0021654885941010207,3.166602315764726e-05,4.4289614278292794e-11,6.068607188228599e-08,3.3781656251416775e-06,0.001490178761478751,0.0012172616839328213,8.403488576939983e-05,2.2026891084530418e-05,0.028770908885207704,3.4912327880254024e-07,2.8864596435415967e-07,2.3824962885232315e-06,8.397381583487053e-08,0.01900272386822835,4.043885900793034e-07,4.166226260410084e-05,8.31241448416072e-06,6.051767792879072e-08,1.3823000510417182e-07,1.777653072628498e-10,9.716190495081243e-08,7.184044154925028e-08,3.76,0.0,1.047058444473816e-06,0.9512772769962101,0.013797931030265371,0.0006646983722847336,0.975762039847948,0.8281350183564063,8.243980765731054e-07,2.842627234381883e-09,0.0020300130843931706,3.4457327284146904e-06,1.3712497789466386e-08,1.4056783590768825e-10,8.877473225445195e-09,0.0030581519665485424,2.9681176866463295e-09,0.0002533023850065903,0.00021847685643950688,0.0012282537507519202,0.02244841307853957,3.885252483025561e-06,5.4771699846575206e-06,2.2988139588786782e-12,1.4515102450194244e-12,1.1107506138971825e-07,1.2607755082264627e-07,7.320007595152014e-05,1.6313813581273358e-06,0.004497995777504749,4.6502387742561514e-08,2.0812481368981702e-10,5.7305486359189675e-09,0.00035535049834918016,4.777296273250811e-08,0.0002473550631962674,0.002958775355097632,5.635919465111264e-09,8.918714341910628e-13,1.455623671954299e-06,1.9978219983682436e-07
3.321095150593286e-05,1.0250562546997959,0.00036356452271308395,0.00018691889647496024,0.00015655647178683564,0.012458491762051504,0.0,0.0,0.00048303501234851656,6.445595311925704e-06,0.05078390582292594,0.002237885823053188,3.240352852299196e-05,4.6902396536752576e-11,6.29752140138721e-08,3.4531140905724453e-06,0.00153199193609353,0.0012489344400701346,8.697352863645691e-05,2.255139396774792e-05,0.028980299879518966,3.525842727694531e-07,2.989061534779789e-07,2.530192075707757e-06,8.736179368932944e-08,0.019613648273047554,4.1117391245008234e-07,4.3992990409589466e-05,8.857353851942295e-06,6.414341082082554e-08,1.4546867564831452e-07,1.8702411110957883e-10,9.90972380824925e-08,7.637074462348995e-08,3.76,0.0,1.0461286696058329e-06,0.9498403248388051,0.014246143176839534,0.0006977513515505607,0.9767559175443924,0.8259876175942851,8.222611628048637e-07,2.835258192304494e-09,0.0020269466861457855,3.509960908416432e-06,1.389582744880134e-08,1.4286112976290494e-10,9.029751746891351e-09,0.003127333971405612,2.955208563772415e-09,0.0002578654913822563,0.0002221643855289235,0.0012433242477273671,0.022874379734269715,3.947613625234102e-06,5.5650409963385135e-06,2.345733745160921e-12,1.48110744392283e-12,1.1334151843476765e-07,1.299448557907142e-07,7.431552030569222e-05,1.659436848491561e-06,0.004714531293255983,4.772396087931522e-08,2.1162630087378116e-10,5.807641330653125e-09,0.0003832442462836571,5.237382547571873e-08,0.000258155374682775,0.003081801184581896,5.992190729947508e-09,9.469637239496238e-13,1.5453347909392541e-06,2.120810865247249e-07
3.351703174774597e-05,1.0253165803035218,0.00037031904829094885,0.00019010504791655734,0.00015962537470426636,0.012829232123103794,0.0,0.0,0.000493332241944805,6.628156947806008e-06,0.05233894180878783,0.002311831068848497,3.31457916181756e-05,4.962041759307907e-11,6.53091940133222e-08,3.5284220660809786e-06,0.0015741621596797243,0.0012813907068044098,8.997085701977812e-05,2.307646146852805e-05,0.029188479839344215,3.5606714324379413e-07,3.094095189705696e-07,2.684538664378178e-06,9.082099794889332e-08,0.020234197297552475,4.1805294487174863e-07,4.6424994066505816e-05,9.428630204171036e-06,6.791789770919822e-08,1.5294829230646878e-07,1.9663410682299198e-10,1.010375583746167e-07,8.11568261394029e-08,3.76,0.0,1.0451750496898422e-06,0.9483790807063841,0.014702732363272498,0.0007322813786118102,0.9777628091828251,0.8238122233221616,8.200964161165406e-07,2.8277930679947645e-09,0.0020238284490633088,3.5734409137597475e-06,1.407575745324559e-08,1.451227426965793e-10,9.180186094455517e-09,0.0031964658473706852,2.9421441458996765e-09,0.00026240022808670467,0.00022581924861960427,0.0012580419883891992,0.023295894718279166,4.009298051549599e-06,5.651956208299706e-06,2.392651105754486e-12,1.5107029090174423e-12,1.1560791067750411e-07,1.3387177923082152e-07,7.541335410698102e-05,1.6870141223933918e-06,0.004936724518462301,4.895070778683271e-08,2.1509390996836928e-10,5.882887759100456e-09,0.0004126764518498894,5.738575530163706e-08,0.00026978861000080993,0.0032086682118294477,6.377052842965669e-09,1.0063770620898488e-12,1.6418423485618043e-06,2.2531055527104943e-07
3.382311198955908e-05,1.0255802452353042,0.0003770650259276747,0.0001932683019143876,0.00016268521793628965,0.013205931380589571,0.0,0.0,0.0005035887578904578,6.812325455911405e-06,0.05392115303741543,0.0023873287011948745,3.38928805025174e-05,5.244628333309758e-11,6.76879781029125e-08,3.60409270023103e-06,0.0016166652917550374,0.0013146199013733314,9.302707117739939e-05,2.360201017592984e-05,0.029395462307938193,3.595726742702114e-07,3.201589756272194e-07,2.845672541130361e-06,9.434970174118183e-08,0.02086408361413375,4.250292360912379e-07,4.8960576055121185e-05,1.0026804120076617e-05,7.184284768349653e-08,1.606701810512942e-07,2.0660119392065404e-10,1.0298299623806451e-07,8.620947646059561e-08,3.76,0.0,1.0441978727327403e-06,0.9468937814885963,0.015167654615634728,0.0007683386408983802,0.9787826108955784,0.8216092581502679,8.17904258707755e-07,2.820233312193351e-09,0.0020206588786570866,3.6361289561916363e-06,1.4252300257637827e-08,1.473525045390857e-10,9.328749767050102e-09,0.0032654900950976674,2.9289280589539236e-09,0.00026690676134348426,0.0002294418300923835,0.0012724152574259727,0.023712646512759724,4.070321291896623e-06,5.737937618807329e-06,2.4395632246253813e-12,1.540294923229535e-12,1.1787410915132467e-07,1.378565241550569e-07,7.649365075402697e-05,1.7140903136923138e-06,0.005164479449468691,5.0181723416675075e-08,2.1852742628330457e-10,5.95629569422306e-09,0.00044367483326512256,6.283318502205576e-08,0.00028231984065940836,0.0033394228027454186,6.79308498281078e-09,1.0704922826884824e-12,1.7457628732016177e-06,2.395550554415785e-07
