Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40)
5.093705520619966e-14,0.7863567871110344,5.495529327644424e-18,8.263423879763362e-18,3.6220047507908474e-23,7.495746598509327e-25,0.0,0.0,3.877030336968513e-13,1.4878422074728525e-22,8.852643121415965e-28,9.383469151673373e-28,2.596413323277721e-24,3.709268709520608e-39,1.3013132659468048e-26,1.3279234164867283e-20,1.0666896175853749e-14,2.222235227566408e-20,2.310495021586288e-36,4.749638116616555e-34,1.0388000545643267e-18,2.5346725249865364e-30,5.786948648502544e-15,6.758474988134011e-33,1.0128362058680215e-24,9.637300888205988e-30,4.039720323044366e-17,1.6240024479236442e-24,4.23037025489768e-36,1.3172195721026824e-35,1.2790352294060013e-32,1.1139319474972018e-34,1.796042902900222e-24,8.414202284014419e-33,3.76,0.0,0.503385231556541,0.9999997705293955,1.4578600545313358e-28,3.1242179940312515e-12,7.449057245972967e-08,7.135159642977776e-08,3.1389759844732676e-09,2.6846334959425885e-18,2.29470216998898e-07,3.0640875155749073e-22,4.0639753565169885e-23,1.9495587786937731e-25,1.4106466644128301e-30,2.2215212357120666e-20,2.0766508502948816e-20,1.3023581321004704e-19,9.551532557460714e-20,1.529714216075014e-23,6.741301323530239e-25,2.136741225012641e-16,4.467630880999892e-21,4.887770131051006e-33,9.67871882069428e-32,2.2637953190271144e-26,1.2611550835630416e-33,1.52654288170167e-24,4.429993338357278e-32,5.7869619568028155e-15,7.348512834850666e-33,1.1649368758198008e-24,1.0666867213752645e-14,2.4352714597133924e-33,8.802537932200317e-14,1.8291342533154314e-18,1.9268210140794247e-18,2.996792236214619e-13,1.967761381912131e-24,7.8896709056404745e-22,2.5402570300316565e-16,2.72666391240021e-28,2.350792523262583e-39,1.6881581302317194e-32,2.7124510740284904e-39,1.0057435435567697e-38,3.1242180229522674e-12,1.1054456685831208e-23,2.3663871404013084e-47,1.7550048379810393e-51,1.177363888806118e-44,6.298311677712911e-20,4.730825849258408e-34,1.0449239674385365e-26,5.002163765880202e-42,1.970193890824419e-37,5.111656875333709e-36,8.917461255414531e-32,1.1583454093854308e-51,7.390415820929462e-33,6.904310475451599e-24,8.003585608413307e-30,4.0176115799351687e-44,5.65293690324779e-46,3.722903128741189e-34,1.1624815980243418e-36,7.610104527382004e-26,5.691224563961512e-41,9.837344854583603e-43,1.9268224879865157e-18
1.0033056336424061e-13,0.7863567979032364,1.4737577134257135e-17,1.6277130609730194e-17,1.407916353905236e-22,3.793628470793482e-24,0.0,0.0,7.636573633324348e-13,5.772086120613202e-22,6.818209930899244e-27,7.225960895398817e-27,1.9976994351881374e-23,2.853969245617127e-38,5.0484078002464865e-26,5.151662203211524e-20,2.101060680304281e-14,8.623034433972645e-20,1.792772168117412e-35,3.654518661194022e-33,4.030074376057989e-18,1.9502645165323015e-29,1.139850904750122e-14,5.200117191878682e-32,3.9292975931914966e-24,7.74303026335153e-29,1.5671776271325244e-16,8.476702446270549e-24,3.255368204688198e-35,1.0152513388373952e-34,9.841259766466885e-32,1.1130882214119243e-33,1.3818881144585085e-23,1.2893373791679692e-31,3.76,0.0,0.5033851593198473,0.9999995480402272,1.121889279070919e-27,6.153762279143659e-12,1.467238444356813e-07,1.4054117275599536e-07,6.182671503254583e-09,1.0414750275548029e-17,4.5195900941189326e-07,1.1887636591038989e-21,1.5767302545779602e-22,7.564155775462423e-25,1.085453700045331e-29,8.619273913202415e-20,8.05592288199355e-20,5.052396683037067e-19,3.705443416551652e-19,5.948053275057787e-23,2.6152800267632408e-24,4.209601864541031e-16,1.7332142682927425e-20,3.6911572933947084e-32,7.446666599146527e-31,1.741747185972556e-25,1.9181724342632308e-32,5.949690528575968e-24,1.7254785004731163e-31,1.1398560676981624e-14,5.654292283759325e-32,4.5193763991235376e-24,2.1010494444828895e-14,1.8816445363906522e-32,1.7338147495344785e-13,7.096091747318965e-18,3.7952533048491816e-18,5.902753943725475e-13,7.634842621567893e-24,3.060766882648585e-21,5.775006370165808e-16,2.0979268592702395e-27,3.602411586479484e-38,1.2988998128432175e-31,4.1566518121971095e-38,1.5308203486544086e-37,6.15376239134248e-12,4.2886340356497056e-23,7.186992742314495e-46,5.330085641923426e-50,1.8042304634517814e-43,2.4434084455188314e-19,3.639918960947722e-33,4.0582770527092226e-26,4.0439357939296863e-41,3.0190669621441395e-36,4.425183897704157e-35,6.861279441664599e-31,3.5178764443607434e-50,5.686878816554007e-32,2.678472242673642e-23,6.15810520367622e-29,6.156988619377919e-43,8.605220262673627e-45,2.8658571965850412e-33,1.1856143289505901e-35,5.8553337535186425e-25,8.656289266092922e-40,1.4961841523778468e-41,3.795259022848888e-18
1.9911757968032253e-13,0.7863568194876359,4.478055168086808e-17,3.2306624219927664e-17,5.567016540733221e-22,2.191974271800691e-23,0.0,0.0,1.5155656448870962e-12,2.273417834154938e-21,5.359511519456812e-26,5.678325474998882e-26,1.567126291968153e-22,2.2388886404517313e-37,1.9883561534294115e-25,2.0290403392220705e-19,4.169818672036907e-14,3.3977769642502276e-19,1.430079193455425e-34,2.8670218196656565e-32,1.5873396438821507e-17,1.5300233579957517e-28,2.2621552516858756e-14,4.0794647836325895e-31,1.5476078948170237e-23,6.588846637666649e-28,6.172294973783348e-16,5.053336611379166e-23,2.553932334448694e-34,7.990378717196666e-34,7.720550884122564e-31,1.2748078496146344e-32,1.0840428408105284e-22,2.0187682705143377e-30,3.76,0.0,0.5033850148464911,0.9999991031439408,8.803989733973163e-27,1.2212849545979451e-11,2.911903572966484e-07,2.7892076661303405e-07,1.2269589988738947e-08,4.101768771331043e-17,8.968545437667998e-07,4.682511283020423e-21,6.211044871239299e-22,2.9799111602951608e-24,8.516450297164737e-29,3.395515393227651e-19,3.172586924823894e-19,1.9898762732498434e-18,1.4593821798112825e-18,2.3533803561388706e-22,1.0300581163084415e-23,8.357890442131459e-16,6.826479701967876e-20,2.868132320890727e-31,5.8413226609803756e-30,1.3662879884927567e-24,2.9913221561824413e-31,2.3650081940626127e-23,6.850107724110247e-31,2.2621755866160595e-14,4.436052406964714e-31,1.7800219568597e-23,4.1697744184013106e-14,1.4885266192924576e-31,3.4408820868860486e-13,2.794866742287647e-17,7.532117263979905e-18,1.17146222843862e-12,3.007807125193825e-23,1.205501036532618e-20,1.4523176616725637e-15,1.645769556200741e-26,5.6406548342551415e-37,1.018971293280135e-30,6.508565161725411e-37,2.38827817323955e-36,1.2212849987887998e-11,1.6891832487966364e-22,2.239988313171467e-44,1.6611989668566295e-48,2.825102610086273e-42,9.623532564224027e-19,2.855370284615996e-32,1.6019496130076424e-25,3.4794561249907065e-40,4.726921970978196e-35,4.243251141330956e-34,5.3826244151450694e-30,1.0963300316811638e-48,4.462159655411841e-31,1.0549100428482682e-22,4.830958864833878e-28,9.641550907538694e-42,1.3444002510770456e-43,2.2504024555204346e-32,1.386949782493194e-34,4.593407097986973e-24,1.3501248402985436e-38,2.3334013722564447e-40,7.532139784933512e-18
2.9790459599640444e-13,0.7863568410720295,9.023528458018019e-17,4.8338940150670226e-17,1.2501345085751751e-21,6.198309066266783e-23,0.0,0.0,2.2674734228795344e-12,5.088773607194315e-21,1.6959808008151093e-25,1.7965072481596726e-25,4.95233448332532e-22,7.075298089869306e-37,4.4506402858128815e-25,4.541736536359297e-19,6.238597818615462e-14,7.608243175220507e-19,4.5703696510504114e-34,9.060568613777414e-32,3.5531396983513724e-17,4.835313463798305e-28,3.3844492882039366e-14,1.2891992240686807e-30,3.4641320226097787e-23,2.1912339970093457e-27,1.3815469372287154e-15,1.4485508086276374e-22,8.071094822920842e-34,2.5305576245092212e-33,2.4398897563144682e-30,4.879599612924587e-32,3.4257228655702225e-22,8.51414380697249e-30,3.76,0.0,0.5033848703731764,0.9999986583570368,2.782850433408412e-26,1.8271935074964246e-11,4.3565682870304016e-07,4.173009486986714e-07,1.8355878449018485e-08,9.180896057981534e-17,1.3416406958030424e-06,1.0481976251685763e-20,1.3904289657002136e-21,6.671398433960655e-24,2.691620665524145e-28,7.601736163269617e-19,7.1008037266774e-19,4.453948552889761e-18,3.266542734412238e-18,5.28748544998541e-22,2.3056489443919192e-23,1.2509601956988695e-15,1.5280201760659413e-19,9.038441878804394e-31,1.8458682440102944e-29,4.3175463999729454e-24,1.312346821080985e-30,5.333844792916502e-23,1.5433241922670682e-30,3.384494805377751e-14,1.4019501056695066e-30,3.9843689413634246e-23,6.238498762590855e-14,4.730311709223399e-31,5.147876675764695e-13,6.255920035012611e-17,1.126898039332376e-17,1.7526417202970223e-12,6.733941840961374e-23,2.6983228315969195e-20,2.630933648941019e-15,5.2008969480757e-26,2.3789732411776875e-36,3.220151470965218e-30,2.7450373917472902e-36,1.043987820830433e-35,1.8271936064119188e-11,3.781115932805023e-22,1.2363746969100024e-43,9.168981832415962e-48,1.191515397584321e-41,2.1540796759440885e-18,9.023319409005958e-32,3.5923254589615876e-25,1.1648375458729176e-39,1.993525203051302e-34,1.5044732571386782e-33,1.7010230438452803e-29,6.0510251470771e-48,1.4103155457603567e-30,2.361208051603169e-22,1.5266786295396404e-27,4.0665873057916615e-41,5.907573389060049e-43,7.116319235286868e-32,5.350995285374757e-34,1.451600990088879e-23,5.926984323571655e-38,1.0243030404085763e-39,1.1269030803415905e-17
3.9669161231248635e-13,0.7863568626564167,1.5110166343608382e-16,6.437414656041201e-17,2.2236522062866718e-21,1.3220811037759064e-22,0.0,0.0,3.019380697393279e-12,9.023274924037115e-21,3.866235737769456e-25,4.094617173787642e-25,1.127493250278005e-21,1.610848621269128e-36,7.891656093525772e-25,8.053236526398822e-19,8.307398119740752e-14,1.3495435846825786e-18,1.0517444949860896e-33,2.0628962952211608e-31,6.300451439327548e-17,1.100901153247479e-27,4.5067330143990205e-14,2.935177848178079e-30,6.142499583883783e-23,5.226303385029699e-27,2.449639643410337e-15,3.1164814845972914e-22,1.8376016495768586e-33,5.77323030049354e-33,5.555068772337876e-30,1.2962777989194676e-31,7.799307154792405e-22,2.403297833808887e-29,3.76,0.0,0.503384725899903,0.9999982136794896,6.337145306965429e-26,2.4331018866099526e-11,5.801232586548664e-07,5.556817189511349e-07,2.444153694590476e-08,1.6278586310820292e-16,1.786317491100473e-06,1.85876244942891e-20,2.465748592827271e-21,1.1831655099347714e-23,6.128651917912617e-28,1.3481403776639633e-18,1.2589826177651808e-18,7.897359361755496e-18,5.791955635123219e-18,9.409676130614755e-22,4.0882919500628354e-23,1.6664736230975227e-15,2.7094341977385218e-19,2.0547312246810182e-30,4.2023181042353503e-29,9.829473860634227e-24,3.8208655716942145e-30,9.526977047364817e-23,2.7538608501708572e-30,4.5068137239845647e-14,3.1920167749457844e-30,7.064979668558004e-23,8.307222477051851e-14,1.0826870651663644e-30,6.854798542105959e-13,1.1092733120844908e-16,1.5005842693008628e-17,2.3338138714015074e-12,1.194273067137365e-22,4.7845116872211787e-20,4.113315183568203e-15,1.184091719208592e-25,6.715221522433937e-36,7.331423701608938e-30,7.74857570196768e-36,3.031182563901047e-35,2.433102062003452e-11,6.704712581937527e-22,4.3033823969964e-43,3.191363641702072e-47,3.363392043383038e-41,3.819498764811985e-18,2.054321119083882e-31,6.381126523204205e-25,2.79458885365566e-39,5.626996192827572e-34,3.78141628333332e-33,3.872789464263091e-29,2.1060705716577755e-47,3.211313099853e-30,4.1866887327592705e-22,3.475838295775619e-27,1.1479497172184266e-40,1.7226229046668623e-42,1.6211974170911934e-31,1.4290705761376565e-33,3.3048923199341524e-23,1.72650814102629e-37,2.983618084177053e-39,1.5005932078181327e-17
4.954786286285683e-13,0.786356884240798,2.2737957080323596e-16,8.041231390721177e-17,3.479903459204933e-21,2.4109749856546106e-22,0.0,0.0,3.771287468514713e-12,1.4076920646725032e-20,7.377037720528784e-25,7.811314463545533e-25,2.1485484795578122e-21,3.069671788332219e-36,1.2311365162142228e-24,1.2563521319167755e-18,1.0376219575101705e-13,2.1061146945186152e-18,2.025644753554251e-33,3.931215046499512e-31,9.82932011676094e-17,2.0979698288244095e-27,5.629006430369943e-14,5.5934019395052675e-30,9.582707867446191e-23,1.0411712476886839e-26,3.821476123598637e-15,5.718006923582876e-22,3.501845936258009e-33,1.102417434266765e-32,1.0586097672433236e-29,2.8232279981452104e-31,1.4862335051688896e-21,5.465263951078511e-29,3.76,0.0,0.5033845814266713,0.9999977691112727,1.207882342606486e-25,3.039010091938698e-11,7.245896471521407e-07,6.940630773065162e-07,3.052656554334971e-08,2.5394559650166055e-16,2.230884956108247e-06,2.8999937353997797e-20,3.847168886575144e-21,1.8461484796354292e-23,1.1680011040014655e-27,2.1035359471594798e-18,1.9639223637450014e-18,1.2320008191399295e-17,9.035548075986238e-18,1.4732931409779487e-21,6.377978324449284e-23,2.082329307963719e-15,4.2268860289074543e-19,3.911860249805173e-30,8.007637095102098e-29,1.8730559956762047e-23,8.885241496757414e-30,1.497076331895782e-22,4.323209437965205e-30,5.629132342437903e-14,6.083100381245845e-30,1.1021855174253361e-22,1.0375945561784696e-13,2.0741023886653543e-30,8.561647712725842e-13,1.7305268743903794e-16,1.8742704163166784e-17,2.914978683255489e-12,1.863504391610319e-22,7.464036140203799e-20,5.899427696431201e-15,2.256418567156211e-25,1.5271001435124576e-35,1.3971002757203475e-29,1.762105396669211e-35,7.03523676605762e-35,3.039010365563254e-11,1.0460025975883465e-21,1.1660844206075746e-42,8.64752210152442e-47,7.648802200828807e-41,5.958588427598436e-18,3.914691644789483e-31,9.97266517437395e-25,5.597843575043974e-39,1.2795814459083316e-33,7.884369268838346e-33,7.380143423150508e-29,5.706594973059413e-47,6.1203491714824774e-30,6.531297751610508e-22,6.623670570716212e-27,2.610669842605783e-40,4.0118726929295846e-42,3.0913152410322595e-31,3.124768824302918e-33,6.297883129372655e-23,4.016520563727768e-37,6.94071632567285e-39,1.874284360911048e-17
6.930526612607321e-13,0.7863569274095417,4.2616953410646284e-16,1.1249779263075158e-16,6.850428155325662e-21,6.063969501692409e-22,0.0,0.0,5.275099500900909e-12,2.754164094642687e-20,1.9654348794886562e-24,2.080343366073072e-24,5.709460862444681e-21,8.157441109115936e-36,2.4086720568207533e-24,2.4580374770953363e-18,1.4513925947374903e-13,4.123476685284352e-18,5.4978732373427103e-33,1.0447540764533361e-30,1.9231895941998147e-16,5.575563039481254e-27,7.873522332007011e-14,1.4864381619288946e-29,1.8748636450971783e-22,3.008094409546447e-26,7.476263610289208e-15,1.4496257821086338e-21,9.306267179725422e-33,2.941631548671305e-32,2.8133026019505517e-29,9.385216820207521e-31,3.9494500219126336e-21,1.9246200172315779e-28,3.76,0.0,0.5033842924803321,0.9999968803027317,3.211254639023785e-25,4.250825981242489e-11,1.0135222997830896e-06,9.708275580890195e-07,4.269473327709617e-08,4.968031769988538e-16,3.1196919933085928e-06,5.674634051651008e-20,7.528702434724827e-21,3.613284152898091e-23,3.1044714543600883e-27,4.116925277006787e-18,3.841754718287532e-18,2.4102647155795493e-17,1.7677001567803856e-17,2.903075414063316e-21,1.2478448805968946e-22,2.915067381663993e-15,8.269888219018728e-19,1.0384147838251238e-29,2.127760391698938e-28,4.977132396373477e-23,3.225555756492717e-29,2.970801917488517e-22,8.562775040064427e-30,7.873768678889374e-14,1.61671078846329e-29,2.1564404249673826e-22,1.4513389842067478e-13,5.5699582975316074e-30,1.197512806622402e-12,3.385736934460486e-16,2.621642461539353e-17,4.077286294786554e-12,3.6473468499975207e-22,1.4602975111980845e-19,1.0382717454294671e-14,5.996196539291155e-25,5.377841229321211e-35,3.7127332027243917e-29,6.205520245947653e-35,2.547428394878124e-34,4.250826516587151e-11,2.0465998569615593e-21,5.4866146925462784e-42,4.068704228256962e-46,2.6937528549351517e-40,1.1657697518740924e-17,1.0402639139152767e-30,1.9579945348873578e-24,1.6336030268427074e-38,4.505838461100299e-33,2.457054627206479e-32,1.9612557436277302e-28,2.684833094119669e-46,1.62686395963544e-29,1.2777699293171651e-21,1.7602106046005125e-26,9.194701879579646e-40,1.4608272234220984e-41,8.225208903681864e-31,1.0444914564988622e-32,1.6736195474256794e-22,1.459021441965117e-36,2.521004027833484e-38,2.6216697439017638e-17
1e-12,0.7863570137469559,8.57283861889846e-16,1.6237059207639612e-16,1.440172525528277e-20,1.7105096991289375e-21,0.0,0.0,7.61138988523796e-12,5.733987940468695e-20,5.8429600884925846e-24,6.1803619980321495e-24,1.6894958532060215e-20,2.414001956241734e-35,5.0144991944887935e-24,5.117377147719456e-18,2.0942357370695375e-13,8.59425566783333e-18,1.6884659821100939e-32,3.092044332950678e-30,4.004196448542992e-16,1.6501431945902116e-26,1.1360478646558861e-13,4.3989222684621005e-29,3.903332212053359e-22,1.0181302225024575e-25,1.5563444628965565e-14,4.118560190882365e-21,2.7541523918698115e-32,8.76887083120304e-32,8.325940899167935e-29,3.7757756723169946e-30,1.1686864067488694e-20,8.200238476177652e-28,3.76,0.0,0.5033838435790081,0.9999955003330848,9.510325574122699e-25,6.133479206866306e-11,1.4624023607561949e-06,1.4008083672492995e-06,6.159397598487858e-08,1.0341650607566844e-15,4.499659303846086e-06,1.1816761428301146e-19,1.5679835448708816e-20,7.526860067772279e-23,9.190070802700992e-27,8.575606962253273e-18,7.99601974682205e-18,5.017487818752463e-17,3.67985536568577e-17,6.112399820342325e-21,2.5978874120145135e-22,4.211508855793996e-15,1.721716854473395e-18,3.070380465511555e-29,6.295469356974474e-28,1.4726606281986125e-22,1.4057456450714468e-28,6.323893479380054e-22,1.817435167148319e-29,1.1360991519918766e-13,4.78516742572147e-29,4.489576847825934e-22,2.0941241250054308e-13,1.6791488653565976e-29,1.727767152069334e-12,7.048692056205518e-16,3.782745098887806e-17,5.8829675687912895e-12,7.59812716615696e-22,3.0400804828611094e-19,1.9756859515847862e-14,1.7743900436082025e-24,2.2914048020356874e-34,1.0987149680495294e-28,2.644141722610718e-34,1.108213612054986e-33,6.133480321403233e-11,4.261168415014131e-21,3.5918276369917817e-41,2.6634215758186575e-45,1.1479283868374334e-39,2.4269418615220783e-17,3.078211400223642e-30,4.0991429439400765e-24,5.615426313388331e-38,1.91954861558704e-32,9.19036472475062e-32,5.804050459326311e-28,1.7572574790649305e-45,4.816564370097506e-29,2.6599492018553617e-21,5.209011045337395e-26,3.918579098907803e-39,6.400622622621345e-41,2.439490788821537e-30,4.226090249431096e-32,4.952684149610438e-22,6.363905294881425e-36,1.0993708587230582e-37,3.7828018977016495e-17
1.0882007265250597e-12,0.7863570137469559,1.0086825424122311e-15,1.76707428851979e-16,1.710264482548603e-20,2.1809127742944475e-21,0.0,0.0,8.282717528823828e-12,6.79007617643155e-20,7.528817645698241e-24,7.962153874103524e-24,2.1743218972713934e-20,3.1067765218035923e-35,5.938003360157739e-24,6.059864914228532e-18,2.278959252882625e-13,1.0180425338180084e-17,2.1938748476272405e-32,3.9795220177773005e-30,4.741775099168451e-16,2.123767450578777e-26,1.2362430417023145e-13,5.66138677248116e-29,4.622245991556086e-22,1.3535793977362294e-25,1.8429356525799812e-14,5.258714734055388e-21,3.54460524423563e-32,1.1306950264791615e-31,1.0715549362134005e-28,5.1969382732026496e-30,1.5040578089354207e-20,1.1400472370251117e-27,3.76,0.0,0.5033837145881513,0.9999951039964319,1.2242109803135597e-24,6.674455674440487e-11,1.5913871075910416e-06,1.5243635740331226e-06,6.702351280923366e-08,1.2245872489396583e-15,4.8959952854811985e-06,1.399406058760934e-19,1.85696860279848e-20,8.914630407323909e-23,1.1828508594940384e-26,1.0156605064070299e-17,9.467946358102816e-18,5.941428974493808e-17,4.3574809592219847e-17,7.26189678574213e-21,3.0763524525517895e-22,4.5846497939833935e-15,2.038816668945408e-18,3.9509364853997397e-29,8.101770629287672e-28,1.8952183722996468e-22,1.9608504761360265e-28,7.536785398529767e-22,2.1642119695059212e-29,1.2363037750013602e-13,6.158725334715906e-29,5.316472462327765e-22,2.2788270845913954e-13,2.1714651183652842e-29,1.8801217622477552e-12,8.346857556121236e-16,4.116385557143828e-17,6.4018135140118355e-12,8.999145035419682e-22,3.599947367752289e-19,2.299252391952702e-14,2.283593216994042e-24,3.1856694561091472e-34,1.4140327075484644e-28,3.676091236112507e-34,1.5454342251191292e-33,6.67445699424796e-11,5.046090116491664e-21,5.357934713452923e-41,3.972993228541591e-45,1.595979456549268e-39,2.873897532518938e-17,3.961533017857795e-30,4.86200586299332e-24,7.491724441378712e-38,2.6685987996584065e-32,1.2476800530372793e-31,7.469767141367381e-28,2.6212208779615512e-45,6.199589534568678e-29,3.1497614333765708e-21,6.703930537784885e-26,5.4481346694926544e-39,8.937605225197007e-41,3.1414174343914545e-30,5.82268198508761e-32,6.374015062606877e-22,8.878270783255914e-36,1.533663245631776e-37,4.1164528167481286e-17
1.4833487917893873e-12,0.7863571000842716,1.837766690880722e-15,2.409724136236751e-16,3.2178496313374365e-20,5.3366898627327176e-21,0.0,0.0,1.1290327512242228e-11,1.2616605947581857e-19,1.9062957419281166e-23,2.014413463951146e-23,5.475495449932546e-20,7.82411470797026e-35,1.1032809007747329e-23,1.125953262169066e-17,3.106559754278214e-13,1.894327342344831e-17,5.763053587281128e-32,1.0023434638433462e-29,8.811363450149878e-16,5.349218052631017e-26,1.685117354968329e-13,1.425826319013784e-28,8.588542476959417e-22,3.899054458984976e-25,3.423878455579173e-14,1.2925419389424695e-20,8.927435486516975e-32,2.871987698347738e-31,2.6988505722715337e-28,1.6912647601573906e-29,3.7875932320654787e-20,3.83067227775128e-27,3.76,0.0,0.503383136696634,0.9999933294364248,3.0858824432782778e-24,9.098082587101783e-11,2.1692512521278875e-06,2.077908992388938e-06,9.134222119041472e-08,2.2749798037183674e-15,6.6705522849033025e-06,2.600959108355847e-19,3.452020264138705e-20,1.6576378026397968e-22,2.980089342303971e-26,1.888465658838472e-17,1.7585867411032345e-17,1.1038236199713402e-16,8.095524842614833e-17,1.368929796133606e-20,5.716032721281556e-22,6.259706236386227e-15,3.7882594883865e-18,9.946090124546521e-29,2.0399174182914497e-27,4.7721411293838915e-22,6.650034779844775e-28,1.4402100251857933e-21,4.120859207575563e-29,1.6852302018841872e-13,1.5513570257482126e-28,9.878539501242073e-22,3.106314177415755e-13,5.586802688574022e-29,2.5626147081682377e-12,1.5508712441877486e-15,5.611127327003354e-17,8.72622347538393e-12,1.6734417223505788e-21,6.688577846285024e-19,4.045811259062823e-14,5.750843754664802e-24,1.0704451943376334e-33,3.5611798882295797e-28,1.2352720273998136e-33,5.237639788719267e-33,9.098085039385368e-11,9.376924112616444e-21,2.374063090135403e-40,1.7603194170704246e-44,5.363867330480431e-39,5.3396481876132436e-17,9.975954026335061e-30,9.099220962861389e-24,2.189128233758062e-37,8.965564744678611e-32,3.8775098518884024e-31,1.8812561208345842e-27,1.1612512081494878e-44,1.5621661714944089e-28,5.851743165814652e-21,1.6883516805442948e-25,1.8310795944068273e-38,3.047103237217227e-40,7.93216369459171e-30,1.9011092043130425e-31,1.6052345983805806e-21,3.013020443602283e-35,5.203719661929463e-37,5.611252298113262e-17
1.8784968570537147e-12,0.7863571864214889,2.91341432745212e-15,3.052973436679323e-16,5.2250972758740904e-20,1.0628948130511148e-20,0.0,0.0,1.4297929456786458e-11,2.0233745684812386e-19,3.8831777610757545e-23,4.100242604093801e-23,1.109461370081009e-19,1.5854375631391153e-34,1.7692838458326446e-23,1.8056916344187593e-17,3.934194096892645e-13,3.042370081258648e-17,1.2156012856064544e-31,2.0313907619537546e-29,1.4132249653497129e-15,1.0840798513002641e-25,2.1339751736466373e-13,2.8893409558153797e-28,1.3773735201244437e-21,8.87586903138778e-25,5.4902492246669236e-14,2.581250069413919e-20,1.8091455945984152e-31,5.868259996809451e-31,5.469293325797892e-28,4.187770732475141e-29,7.674521891027485e-20,9.670917611311907e-27,3.76,0.0,0.50338255880578,0.9999915566209868,6.258692050749035e-24,1.1521706719237839e-10,2.747114733394629e-06,2.6314638089853557e-06,1.1565086259471631e-07,3.647798203367469e-15,8.443364715224911e-06,4.172435826897473e-19,5.538711394153481e-20,2.6603757885076584e-22,6.041070103644319e-26,3.0306557132372104e-17,2.819271231385215e-17,1.770003038723362e-16,1.298135669026697e-16,2.226995035527206e-20,9.166832062162297e-22,7.940235503944618e-15,6.075291003736012e-18,2.015075969367626e-28,4.1327167977471694e-27,9.66846034345994e-22,1.685618948111539e-27,2.37387026962617e-21,6.769267812203214e-29,2.1341561485466277e-13,3.1442676257977906e-28,1.5842648079088762e-21,3.9338002626825796e-13,1.1555845483322938e-28,3.2449918192877206e-12,2.487105867681286e-15,7.105867771981727e-17,1.1050516276988119e-11,2.6858824445641188e-21,1.072598349940863e-18,6.277722730358996e-14,1.1652881482223216e-23,2.7025137227887195e-33,7.216343144589128e-28,3.1187329413711886e-33,1.3272798590964014e-32,1.152171065199036e-10,1.5039445970782456e-20,7.367648670271171e-40,5.462711933640623e-44,1.3545236228936645e-38,8.562877697810033e-17,2.0213193261677753e-29,1.4697801016012862e-23,5.043498998226944e-37,2.263158308194122e-31,9.319973793476588e-31,3.8122134782807245e-27,3.603256421621298e-44,3.1672014138465903e-28,9.383360510343011e-21,3.4212505806757203e-25,4.6238305382392313e-38,7.762793232329675e-40,1.6114691183085464e-29,4.716697115904742e-31,3.252764680978357e-21,7.641851980153047e-35,1.3195456469469194e-36,7.106068187230018e-17
