Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40)
5.17690484214432e-06,0.8618671913937842,1.2143014572593326e-05,7.92246093607389e-06,5.643335797697083e-06,0.00014228294343528425,0.0,0.0,1.0659252805828427e-05,7.064824955398841e-08,0.0004607654199573839,2.0621595688841676e-05,1.7870768607219838e-07,1.2205954045194096e-15,4.4617518457546314e-11,5.8423551122423644e-08,2.477704951277671e-05,6.949591302985625e-05,1.360519877029849e-07,4.2621905496195476e-08,0.0015286788636991097,1.1066659382498013e-08,2.432323364184778e-09,9.801480462128487e-10,6.666962101390461e-10,0.00020268193245258692,1.5325508511406235e-07,8.941056656882627e-07,1.623936545220425e-09,1.8235189323602318e-11,8.863229012276127e-11,3.723120509199839e-11,1.3282878971022746e-08,4.8194841134873425e-09,3.76,0.0,5.737019324679495e-07,0.997644030496924,0.0001477298041443171,2.2821636482839436e-05,0.5050894480013859,0.5009936808681043,3.3190788874577733e-07,9.307758158153169e-10,0.001808971061105447,1.504953329639811e-07,9.326068059932072e-11,4.313402082916322e-12,2.478781359354972e-10,9.34791538597299e-05,1.7590207402218327e-09,4.634194954313795e-06,4.64917623422026e-06,4.0431082574695914e-05,0.00037900368069530626,1.231296003514419e-07,1.6888539727934565e-07,3.852631129180738e-15,7.932189725817754e-15,2.313546000767985e-09,1.2108685178090746e-09,2.508467337428978e-06,4.317183580506975e-08,1.113716937293744e-06,4.47082511293916e-12,1.174331704834329e-09,4.7943032995464425e-08,2.9336821490487304e-10,1.866889145731831e-09,5.069395239670789e-05,6.7213229872094645e-06,1.3041324537692754e-10,3.303242062306339e-11,3.055155254126436e-14,1.20668124875268e-07,2.5304279987441846e-06,5.3001638406785744e-11,2.5467659804043066e-09,3.351447430213242e-10,1.0858791354904703e-09,2.237162192603989e-05,2.6417959777284084e-08,4.93545026697156e-13,1.3927302382952838e-17,4.265032973611638e-10,2.6288587615398726e-09,1.0194065496665274e-15,4.614932447311287e-08,4.067036303578232e-12,3.607834698492088e-15,2.414750248630826e-10,7.85967302242722e-11,3.0322322125162568e-18,2.436412161157242e-08,1.04185396101554e-12,2.7846992211386178e-09,2.1443459323674826e-15,3.5048181519257214e-14,4.170417151148918e-12,1.273698671006177e-14,1.2247814119661456e-06,1.568418658347147e-08,3.625496414062676e-13,2.900289028285973e-07
5.203031638844623e-06,0.861868913240936,1.2169278219796787e-05,7.941799960301655e-06,5.661601343782674e-06,0.00014294206958123218,0.0,0.0,1.0692289273114699e-05,7.088678312963102e-08,0.0004638498665851647,2.0746019189545797e-05,1.795940119501892e-07,1.2325038565083848e-15,4.495483274254636e-11,5.8578277643191566e-08,2.4912310914082987e-05,6.985930730589762e-05,1.371477308457993e-07,4.2955805879574343e-08,0.00153689200865851,1.1126779486761613e-08,2.4392016785729878e-09,9.914426619437674e-10,6.704115873639742e-10,0.00020387801174046505,1.5325747199733523e-07,8.97529158039247e-07,1.6484294007009422e-09,1.8434036075830356e-11,8.937565414867552e-11,3.732182625552267e-11,1.3289231993863845e-08,4.821302135813331e-09,3.76,0.0,5.629137990832756e-07,0.9976408206432055,0.0001485985277705918,2.2837087047482403e-05,0.5050993063353182,0.500980870312765,3.3189813561231934e-07,9.307519052938638e-10,0.001808965239543528,1.5070296834505424e-07,9.337969131017519e-11,4.32562448336113e-12,2.4867322695017427e-10,9.395266430217117e-05,1.7589665887464596e-09,4.646488028615131e-06,4.6608785460468244e-06,4.051417009893529e-05,0.0003812398207419795,1.23391811409332e-07,1.6924567871718415e-07,3.862812010957447e-15,7.953153822397996e-15,2.3196846824796866e-09,1.217828738007038e-09,2.5144672755209877e-06,4.342673596481557e-08,1.1268455143214576e-06,4.48218578050357e-12,1.1807449563986183e-09,4.7866947122245576e-08,2.9406802469453227e-10,1.8668762217808088e-09,5.071009601898965e-05,6.785687926230424e-06,1.305279930235731e-10,3.311489367370175e-11,3.057949647783489e-14,1.208858672575071e-07,2.54644085336606e-06,5.333909660276109e-11,2.555467413645563e-09,3.3629724397202465e-10,1.089489839432675e-09,2.2372277998643208e-05,2.6559850882583727e-08,4.951824026207614e-13,1.39735191444053e-17,4.302421986018212e-10,2.6288903326165076e-09,1.022404562444865e-15,4.620381900576246e-08,4.103935653986085e-12,3.628402389989505e-15,2.4255821019878585e-10,7.892590505378452e-11,3.0422964353331097e-18,2.456723971151797e-08,1.0401947190524494e-12,2.7960250485652544e-09,2.162211913201228e-15,3.526063410851346e-14,4.179115303285361e-12,1.2785132550303739e-14,1.2282475758548206e-06,1.5932444165721436e-08,3.6828853456680165e-13,2.920641809959822e-07
5.229158435544926e-06,0.8618706361888014,1.2195850478318426e-05,7.961333947828292e-06,5.679995137719765e-06,0.00014360265776562967,0.0,0.0,1.0725419458051289e-05,7.112556603139043e-08,0.0004669424230273836,2.0870774707041226e-05,1.8048438304155173e-07,1.2445519113507353e-15,4.5294627271976056e-11,5.8734439078353816e-08,2.504792529122021e-05,7.022268022465615e-05,1.3825090723153947e-07,4.3291882055164745e-08,0.0015451048350441073,1.1186898622829669e-08,2.4461428283486063e-09,1.0028349099780504e-09,6.741374583646358e-10,0.0002050770673307508,1.53259921630924e-07,9.009578976855263e-07,1.673179968820033e-09,1.8634487310346744e-11,9.012467100573126e-11,3.7413357312433364e-11,1.3295634380780772e-08,4.823123089498703e-09,3.76,0.0,5.529141340664077e-07,0.9976376025325393,0.00014947005154995505,2.2852624308878456e-05,0.5051091688210533,0.5009680482322936,3.3188846746584545e-07,9.30727981623664e-10,0.0018089594030116702,1.5091125658036003e-07,9.349988780266527e-11,4.337946819810638e-12,2.4947390209798007e-10,9.442637258490502e-05,1.7589123805048578e-09,4.65889175358794e-06,4.672690546504394e-06,4.0598485259981794e-05,0.0003834794372497641,1.2365712553425537e-07,1.6961022515820947e-07,3.8730874306824945e-15,7.974312471067997e-15,2.325880091146578e-09,1.2248017464601512e-09,2.520530701448688e-06,4.368202689527432e-08,1.1400780555468017e-06,4.4936541118373874e-12,1.1871748321877237e-09,4.779152893838695e-08,2.947752546006563e-10,1.8668642128770705e-09,5.0726238096662403e-05,6.850394094232712e-06,1.3064754212166984e-10,3.319786242728358e-11,3.060855645673919e-14,1.2110562493499955e-07,2.5624978392144344e-06,5.367747654317986e-11,2.5642356486630674e-09,3.374586896577134e-10,1.0931304556990344e-09,2.237293556494631e-05,2.6701842067405955e-08,4.968333702153018e-13,1.402011926165363e-17,4.3401161330194404e-10,2.6289233435481044e-09,1.0254331800922813e-15,4.6257540891304536e-08,4.1410532254236e-12,3.649143759907357e-15,2.43642117230527e-10,7.92552347152697e-11,3.05244409060696e-18,2.4771737233728158e-08,1.0385499900575032e-12,2.807355076495744e-09,2.180199097004265e-15,3.547365907098063e-14,4.187938034701601e-12,1.2833360702970563e-14,1.2317120995463383e-06,1.6183389994060164e-08,3.7408957533136503e-13,2.941087834675566e-07
5.255285232245229e-06,0.8618723602581091,1.2222728374122329e-05,7.981061125948704e-06,5.698516392597686e-06,0.0001442647242766872,0.0,0.0,1.0758644499597926e-05,7.136461234509368e-08,0.0004700431683382594,2.0995865280658954e-05,1.8137881270744436e-07,1.256740738608387e-15,4.5636913532620315e-11,5.8892023469282894e-08,2.5183895762361295e-05,7.058603206825154e-05,1.3936155668086248e-07,4.363014126373905e-08,0.0015533173431289621,1.1247016799329812e-08,2.453146344457085e-09,1.0143256004734825e-09,6.778739164961161e-10,0.00020627912814924964,1.5326243344737665e-07,9.043919444464323e-07,1.6981902385619407e-09,1.8836556157573734e-11,9.087937981974194e-11,3.75057899326694e-11,1.3302085801387673e-08,4.824946999971383e-09,3.76,0.0,5.436452930185848e-07,0.9976343761004945,0.00015034439501968822,2.2868248515052675e-05,0.5051190355472096,0.5009552145857838,3.318788775079397e-07,9.30704044126073e-10,0.0018089535513930311,1.5112020792020905e-07,9.3621259454722e-11,4.350368345410032e-12,2.502801262236596e-10,9.490028657971756e-05,1.7588581152088292e-09,4.6714052202511696e-06,4.684611304489239e-06,4.0684016153476735e-05,0.00038572260110903014,1.2392551236941126e-07,1.6997899487147982e-07,3.883456596183297e-15,7.995664043266033e-15,2.332131754683717e-09,1.231787667391151e-09,2.5266570308208216e-06,4.3937716705085414e-08,1.1534153861669347e-06,4.505229155318883e-12,1.1936214804013299e-09,4.7716782202167355e-08,2.9548983602016414e-10,1.8668531000916803e-09,5.074237865216051e-05,6.915442509507646e-06,1.307716561658022e-10,3.328132510538242e-11,3.063867769075249e-14,1.213273821302613e-07,2.578599304766813e-06,5.401678564568272e-11,2.5730703122436836e-09,3.3862903041005134e-10,1.096800800578238e-09,2.2373594624386545e-05,2.6843935574607095e-08,4.984978453847716e-13,1.406710036461454e-17,4.378117915410673e-10,2.6289577782364824e-09,1.0284924065077089e-15,4.631050171157103e-08,4.178390167269956e-12,3.670059395132631e-15,2.447267824344835e-10,7.958473043199571e-11,3.062674662832092e-18,2.4977620887085243e-08,1.0369198553795127e-12,2.81868969304548e-09,2.1983080716347284e-15,3.5687261650459606e-14,4.196884141880267e-12,1.2881671905341631e-14,1.2351749959926166e-06,1.6437042033375927e-08,3.7995317904930994e-13,2.9616279008481895e-07
5.281412028945532e-06,0.8618740854688479,1.2249908993308327e-05,8.000979758288446e-06,5.717164340071994e-06,0.00014492828524507957,0.0,0.0,1.0791965524554665e-05,7.160393599213428e-08,0.00047315218089220466,2.1121293924729567e-05,1.8227731428777742e-07,1.2690715167089647e-15,4.598170296620301e-11,5.905101910852358e-08,2.5320225419641488e-05,7.094936312014179e-05,1.404797186338643e-07,4.39705907334103e-08,0.0015615295331698302,1.1307134024767337e-08,2.4602117682738498e-09,1.0259155490958498e-09,6.816210544901954e-10,0.00020748422286625024,1.5326500690110053e-07,9.078313576754746e-07,1.7234622152900786e-09,1.9040255832333978e-11,9.163981990324672e-11,3.7599115956405674e-11,1.3308585933677521e-08,4.8267738926057935e-09,3.76,0.0,5.350538452397408e-07,0.9976311412831088,0.00015122157759611562,2.2883959915949914e-05,0.5051289065979554,0.5009423693289462,3.3186935943291465e-07,9.306800921602044e-10,0.0018089476845716183,1.5132983232642682e-07,9.374379585826856e-11,4.3628883293454e-12,2.5109186498938814e-10,9.53744141214084e-05,1.7588037925490388e-09,4.684027538808413e-06,4.696639908318038e-06,4.077075103690333e-05,0.0003879693824228402,1.2419694216808907e-07,1.7035194696451814e-07,3.893918731886096e-15,8.017206944578246e-15,2.33843921091672e-09,1.2387866239267153e-09,2.532845691088487e-06,4.419381341232053e-08,1.1668583375467119e-06,4.516909978945717e-12,1.2000850479848849e-09,4.7642710715788705e-08,2.9621170173768554e-10,1.8668428654901037e-09,5.0758517707093406e-05,6.980834197398908e-06,1.3090011480137838e-10,3.336527998064728e-11,3.066980913814156e-14,1.2155112340222174e-07,2.594745597484632e-06,5.435703130484629e-11,2.5819710398096434e-09,3.3980821770764375e-10,1.1005006943397202e-09,2.2374255176310085e-05,2.6986133652593686e-08,5.001757458471028e-13,1.4114460134354794e-17,4.416429831067849e-10,2.628993621167982e-09,1.0315822515418273e-15,4.636271287631999e-08,4.2159476316957e-12,3.691149892869534e-15,2.458122420613689e-10,7.991440336954183e-11,3.0729876476323514e-18,2.5184897423436595e-08,1.0353043973205913e-12,2.830029284515615e-09,2.2165394287082387e-15,3.590144704814784e-14,4.205952438210503e-12,1.2930066886600941e-14,1.2386362780953348e-06,1.669341833527715e-08,3.858797630751289e-13,2.9822628068818457e-07
5.307538825645835e-06,0.8618758118403185,1.227738948108547e-05,8.021088144191061e-06,5.735938230044127e-06,0.00014559335664712862,0.0,0.0,1.082538364779694e-05,7.184355073179839e-08,0.00047626953839426334,2.124706362911032e-05,1.8317990110467298e-07,1.281545433065046e-15,4.632900697272148e-11,5.921141453562563e-08,2.5456917329703628e-05,7.131267366512862e-05,1.416054321654215e-07,4.4313237681686684e-08,0.0015697414054073812,1.1367250307527447e-08,2.4673386514344998e-09,1.0376055770500817e-09,6.853789644701467e-10,0.0002086923799017905,1.5326764146726997e-07,9.112761962709819e-07,1.7489979208450778e-09,1.9245599634282295e-11,9.240603075934775e-11,3.7693327391187375e-11,1.3315134463818464e-08,4.82860379272649e-09,3.76,0.0,5.270902661105889e-07,0.9976278980168772,0.00015210161857745095,2.2899758763435006e-05,0.5051387820533225,0.5009295124143965,3.318599073918686e-07,9.30656125120253e-10,0.0018089418024322703,1.5154013948364138e-07,9.386748681577592e-11,4.375506056869523e-12,2.5190908486053716e-10,9.584876300848965e-05,1.7587494122096116e-09,4.6967578383237345e-06,4.708775465401357e-06,4.085867833052998e-05,0.00039021985051811457,1.2447138578325719e-07,1.707290413690155e-07,3.9044730785406945e-15,8.03893961415965e-15,2.3448020074172667e-09,1.245798738120047e-09,2.5390961213504486e-06,4.445032494575758e-08,1.1804077472001037e-06,4.528695670005645e-12,1.2065656806556904e-09,4.756931832599214e-08,2.9694078590271993e-10,1.866833492068892e-09,5.077465528230394e-05,7.0465701902795735e-06,1.3103271268901286e-10,3.344972537599348e-11,3.0701903239088597e-14,1.2177683364077878e-07,2.6109370638553243e-06,5.4698220893093765e-11,2.590937475306454e-09,3.409962041615445e-10,1.104229961189211e-09,2.237491721998531e-05,2.7128438555477563e-08,5.018669911139335e-13,1.4162196302519802e-17,4.4550543755300526e-10,2.6290308573848487e-09,1.03470273096251e-15,4.6414185625794483e-08,4.253726773744211e-12,3.71241586066489e-15,2.4689853213124234e-10,8.024426463347473e-11,3.0833825516372442e-18,2.539357363857543e-08,1.033703699149414e-12,2.8413742353011413e-09,2.2348937636843934e-15,3.611622042355252e-14,4.2151417540366175e-12,1.2978546371939992e-14,1.2420959587080548e-06,1.6952537038478683e-08,3.918697467773912e-13,3.002993351250105e-07
5.333665622346138e-06,0.8618775393911782,1.2305167040761795e-05,8.041384618114306e-06,5.754837330346621e-06,0.00014625995430793252,0.0,0.0,1.085889997250683e-05,7.208347016357229e-08,0.0004793953178905664,2.1373177359703675e-05,1.8408658646583798e-07,1.2941636841931758e-15,4.6678836913719144e-11,5.9373198533034103e-08,2.55939745342341e-05,7.167596398936314e-05,1.4273873600020857e-07,4.465808931746803e-08,0.001577952960066413,1.1427365655877509e-08,2.474526555667411e-09,1.0493965111119097e-09,6.891477379652964e-10,0.00020990362743083773,1.5327033664080583e-07,9.147265186865665e-07,1.7747993936433343e-09,1.9452600948346545e-11,9.317805208549017e-11,3.778841640910511e-11,1.3321731085958049e-08,4.830436725611701e-09,3.76,0.0,5.197086519762466e-07,0.997624646238744,0.00015298453714659443,2.291564531129222e-05,0.5051486619894967,0.500916643791926,3.318505159593716e-07,9.306321424330131e-10,0.0018089359048606385,1.5175113881014055e-07,9.399232233686026e-11,4.388220829027017e-12,2.527317530918291e-10,9.632334100387136e-05,1.7586949738678364e-09,4.7095952664023484e-06,4.721017101921909e-06,4.094778661814645e-05,0.00039247407395679714,1.2474881465731481e-07,1.7111023882675698e-07,3.915118892948589e-15,8.06086052417371e-15,2.3512197013409e-09,1.2528241309730928e-09,2.5454077721608906e-06,4.470725914615557e-08,1.1940644587737495e-06,4.540585334751678e-12,1.2130635229285452e-09,4.749660892467409e-08,2.976770240070835e-10,1.8668249636967534e-09,5.079079139792255e-05,7.112651527529383e-06,1.3116925845111843e-10,3.353465966380393e-11,3.073491567144122e-14,1.2200449806143145e-07,2.6271740494338573e-06,5.5040361761594185e-11,2.5999692710905275e-09,3.4219294350069355e-10,1.1079884292235095e-09,2.237558075461518e-05,2.72708525432308e-08,5.035715024700179e-13,1.4210306650752277e-17,4.4939940425724915e-10,2.6290694724585113e-09,1.0378538664218358e-15,4.646493103324522e-08,4.291728751412009e-12,3.733857916431672e-15,2.4798568842872283e-10,8.05743252671754e-11,3.093858892355265e-18,2.5603656373187197e-08,1.0321178451144795e-12,2.8527249278046034e-09,2.253371675949772e-15,3.6331586895388417e-14,4.224450936702091e-12,1.3027111082722231e-14,1.2455540506382865e-06,1.7214416369186518e-08,3.9792355154764303e-13,3.023820332575343e-07
5.359792419046441e-06,0.8618792681394815,1.233323893274964e-05,8.061867549035036e-06,5.7738609264336095e-06,0.00014692809390444222,0.0,0.0,1.0892515590400688e-05,7.232370772943228e-08,0.00048252959577879694,2.1499638058967473e-05,1.8499738366785598e-07,1.3069274758324314e-15,4.7031204115498604e-11,5.953636012203618e-08,2.5731400050489597e-05,7.20392343803515e-05,1.438796685274023e-07,4.500515284298528e-08,0.0015861641973560668,1.1487480077969257e-08,2.481775052628653e-09,1.0612891836600244e-09,6.929274659253558e-10,0.00021111799338838778,1.5327309193542008e-07,9.181823829414223e-07,1.8008686887760897e-09,1.9661273245178367e-11,9.395592377717942e-11,3.78843753440098e-11,1.3328375502034715e-08,4.832272716496792e-09,3.76,0.0,5.128664553691378e-07,0.9976213858860911,0.00015387035237388283,2.2931619815224056e-05,0.5051585464790875,0.5009037634087476,3.31841180102527e-07,9.306081435555717e-10,0.0018089299917431693,1.519628394683261e-07,9.411829263492134e-11,4.401031962328706e-12,2.535598377137472e-10,9.679815583553456e-05,1.7586404771931629e-09,4.7225389888759715e-06,4.7333639625173845e-06,4.103806464760992e-05,0.00039473212054701786,1.2502920081199912e-07,1.7149550087576137e-07,3.9258554476946355e-15,8.082968179243415e-15,2.3576918592670377e-09,1.2598629224584197e-09,2.5517801053395992e-06,4.4964623767529245e-08,1.2078293220325372e-06,4.552578098081544e-12,1.219578718140955e-09,4.74245864495028e-08,2.984203528626407e-10,1.8668172650596138e-09,5.08069260734177e-05,7.179079255512373e-06,1.3130957369063599e-10,3.362008126514022e-11,3.076880512314885e-14,1.2223410219998742e-07,2.6434568988837615e-06,5.5383461241150434e-11,2.60906608781668e-09,3.43398390557315e-10,1.111775930384615e-09,2.237624577934859e-05,2.7413377881840727e-08,5.052892029523374e-13,1.425878901010243e-17,4.533251324770279e-10,2.629109452464519e-09,1.0410356854246456e-15,4.651496000741805e-08,4.3299547257280345e-12,3.755476688470891e-15,2.4907374649858056e-10,8.090459624980813e-11,3.1044161980453665e-18,2.5815152513764044e-08,1.0305469204573922e-12,2.8640817423551476e-09,2.2719737688981225e-15,3.6547551542460894e-14,4.233878850577193e-12,1.3075761735848751e-14,1.2490105666495021e-06,1.747907464148133e-08,4.0404160080928004e-13,3.0447445497072764e-07
5.385919215746744e-06,0.861880998102718,1.2361602473586935e-05,8.082535339862975e-06,5.793008321076728e-06,0.00014759779096848623,0.0,0.0,1.0926231581953085e-05,7.256427671611552e-08,0.0004856724478186515,2.162644864641676e-05,1.8591230599939607e-07,1.3198380230624692e-15,4.738611987227428e-11,5.970088855876607e-08,2.5869196871814877e-05,7.240248512696113e-05,1.450282678150701e-07,4.535443545568053e-08,0.0015943751174700442,1.1547593581840986e-08,2.4890837237392905e-09,1.0732844327087271e-09,6.967182387345202e-10,0.00021233550547447962,1.532759068827222e-07,9.216438466304524e-07,1.8272078781090254e-09,1.987163008161371e-11,9.473968593162976e-11,3.798119668876864e-11,1.3335067421596235e-08,4.834111790577621e-09,3.76,0.0,5.065242393836231e-07,0.9976181168967289,0.00015475908321979184,2.294768253284944e-05,0.5051684355913788,0.5008908712097261,3.3183189515227076e-07,9.305841279731663e-10,0.001808924062967087,1.5217525037477084e-07,9.424538812382348e-11,4.4139387885106824e-12,2.543933075191369e-10,9.727321519719103e-05,1.7585859218489206e-09,4.73558818949299e-06,4.74581520996806e-06,4.112950133121104e-05,0.0003969940573542348,1.2531251683845231e-07,1.7188478983663782e-07,3.936682030882793e-15,8.105261115906527e-15,2.3642180570413114e-09,1.2669152315407273e-09,2.55821259378466e-06,4.522242647842197e-08,1.2217031928471776e-06,4.564673103221996e-12,1.2261114084779088e-09,4.7353254884535644e-08,2.9917071057933215e-10,1.8668103816094955e-09,5.082305932764299e-05,7.245854427554816e-06,1.3145349207873363e-10,3.3705988648964294e-11,3.0803533080555623e-14,1.2246563190734835e-07,2.6597859560176333e-06,5.5727526643076114e-11,2.618227594325685e-09,3.4461250125229554e-10,1.1155923004133365e-09,2.2376912293291008e-05,2.755601684346495e-08,5.070200173289717e-13,1.4307641260431543e-17,4.5728287140528206e-10,2.6291507839590315e-09,1.0442482212986704e-15,4.656428329500567e-08,4.368405860831847e-12,3.777272815492167e-15,2.5016274164169905e-10,8.123508849442818e-11,3.115054007587103e-18,2.6028068993488218e-08,1.0289910114261532e-12,2.875445057132762e-09,2.290700650007891e-15,3.676411940453384e-14,4.243424377066878e-12,1.3124499044203109e-14,1.2524655194630912e-06,1.7746530257700678e-08,4.1022432002639013e-13,3.0657668018006545e-07
5.412046012447047e-06,0.8618827292978493,1.2390255034974704e-05,8.10338642686362e-06,5.812278834066489e-06,0.00014826906088974165,0.0,0.0,1.0960049016617034e-05,7.280519025737056e-08,0.000488823949142286,2.1753612019117016e-05,1.8683136674433885e-07,1.3328965504212123e-15,4.774359544926346e-11,5.986677333027018e-08,2.600736796815117e-05,7.276571651942669e-05,1.4618457162423746e-07,4.570594435002798e-08,0.0016025857205868154,1.1607706175419697e-08,2.4964521600251654e-09,1.0853831019410453e-09,7.005201462253309e-10,0.00021355619115912653,1.5327878103138432e-07,9.251109669342243e-07,1.8538190503823492e-09,2.008368510114253e-11,9.552937885135018e-11,3.8078873092562824e-11,1.3341806561624905e-08,4.835953973013815e-09,3.76,0.0,5.006454501853649e-07,0.9976148392088862,0.00015565074853759076,2.296383372370148e-05,0.5051783293925611,0.5008779671375891,3.3182265677678857e-07,9.305600951972014e-10,0.0018089181184203728,1.5238838020988757e-07,9.437359941462083e-11,4.426940654270425e-12,2.55232132050058e-10,9.774852674893046e-05,1.7585313074928079e-09,4.748742069613573e-06,4.758370024889268e-06,4.122208574586905e-05,0.000399259950712346,1.2559873588745135e-07,1.7227806879916694e-07,3.947597945875737e-15,8.127737902080027e-15,2.3707978796202486e-09,1.273981176197999e-09,2.5647047212877717e-06,4.548067486317551e-08,1.2356869331837234e-06,4.5768695114179304e-12,1.232661734996209e-09,4.728261826083679e-08,2.9992803654350884e-10,1.8668042995170133e-09,5.08391911788808e-05,7.3129781039235175e-06,1.316008585090593e-10,3.379238033137107e-11,3.083906363222403e-14,1.226990733443741e-07,2.6761615638371056e-06,5.6072565260060816e-11,2.6274534675320243e-09,3.458352325805688e-10,1.1194373788024765e-09,2.2377580295514067e-05,2.7698771706586307e-08,5.087638720777682e-13,1.4356861329809898e-17,4.61272870224867e-10,2.6291934539568304e-09,1.0474915131662265e-15,4.661291148306295e-08,4.40708332405079e-12,3.799246946633004e-15,2.512527089113943e-10,8.15658128462249e-11,3.1257718703495217e-18,2.624241279308494e-08,1.0274502052884754e-12,2.886815248097595e-09,2.3095529309170213e-15,3.698129548318234e-14,4.253086414604162e-12,1.317332371673393e-14,1.255918921760272e-06,1.801680170881982e-08,4.164721367125626e-13,3.086887888392054e-07
5.43817280914735e-06,0.8618844617413404,1.241919404283049e-05,8.124419279090177e-06,5.83167180191897e-06,0.00014894191891865334,0.0,0.0,1.0993968953040543e-05,7.304646133618818e-08,0.0004919841742647396,2.1881131052169008e-05,1.8775457918481895e-07,1.3461042920223275e-15,4.810364208571639e-11,6.00340041506317e-08,2.6145916286535597e-05,7.31289288493564e-05,1.4734861742264328e-07,4.6059686719299845e-08,0.0016107960068698335,1.166781786652323e-08,2.503879961959127e-09,1.097586040742322e-09,7.043332776923111e-10,0.00021478007768716337,1.5328171394635995e-07,9.285838006287569e-07,1.8807043113113976e-09,2.0297452034387e-11,9.632504304767479e-11,3.817739735822713e-11,1.3348592646369102e-08,4.837799288931976e-09,3.76,0.0,4.951962063323775e-07,0.9976115527612014,0.0001565453670759497,2.2980073649224554e-05,0.5051882279459471,0.5008650511331215,3.3181346095689684e-07,9.305360447634066e-10,0.0018089121579917542,1.5260223742722464e-07,9.450291731232721e-11,4.440036921005862e-12,2.560762815848659e-10,9.822409811785511e-05,1.758476633777403e-09,4.761999847909622e-06,4.771027605428663e-06,4.131580713316696e-05,0.0004015298662347642,1.2588783165979707e-07,1.7267530160909891e-07,3.958602511038459e-15,8.150397136532981e-15,2.377430920918342e-09,1.281060873442301e-09,2.5712559823521777e-06,4.5739376423195935e-08,1.24978141109499e-06,4.5891665016262346e-12,1.2392298376483722e-09,4.721268065709597e-08,3.006922713965752e-10,1.866799005627161e-09,5.0855321644883e-05,7.380451351804511e-06,1.3175152831307947e-10,3.387925487483177e-11,3.087536328698854e-14,1.2293441297682494e-07,2.6925840645722975e-06,5.6418584367024026e-11,2.636743392311961e-09,3.4706654259651996e-10,1.1233110087496758e-09,2.237824978506454e-05,2.7841644756167754e-08,5.105206953648581e-13,1.4406447193910396e-17,4.652953781621046e-10,2.629237449910732e-09,1.0507656059174664e-15,4.6660855001386514e-08,4.445988285976117e-12,3.821399741476897e-15,2.5234368311007873e-10,8.189678008089448e-11,3.136569346059123e-18,2.6458190941646526e-08,1.0259245903451161e-12,2.8981926889241533e-09,2.328531227495236e-15,3.7199084742630484e-14,4.262863878628694e-12,1.3222236458509841e-14,1.2593707861839509e-06,1.828990757483121e-08,4.2278548043966766e-13,3.108108609475828e-07
