Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67)
1.4900395135171535e-07,0.7148084630563426,1.256858730087449e-07,6.703123488512351e-09,5.2808807786727554e-09,3.87154501665209e-08,0.0,0.0,1.847361630963212e-07,9.25746076058751e-11,1.8992784612822497e-09,2.7562573826751555e-10,2.9517752561854466e-09,8.199455696127915e-24,3.5274557590204726e-17,2.299469817710382e-11,4.339837328522977e-09,1.2568798700526368e-08,1.5890340884615192e-16,1.0974493598277075e-16,3.308867487716458e-08,1.764190310065805e-14,2.2518029939710786e-11,6.981680217186106e-16,5.854249723870784e-14,3.581818495338667e-10,1.1790079971613169e-08,5.829654110463418e-10,3.1665337684387602e-18,7.900539316259563e-18,4.9122220440637e-16,2.1599989474582903e-15,1.5503659922071272e-09,1.2342482006204909e-11,3.76,0.0,0.8066649604023002,0.999382099805121,5.162898341652505e-09,3.491150316555151e-07,0.016771584626418,0.01676478471529075,6.686532078880528e-06,1.1037959253052086e-10,0.0006176924836999108,1.4731422160272813e-11,1.542129148167671e-14,2.4649567440451295e-15,1.3990048700590673e-14,8.160955720467263e-09,1.4819457320718787e-11,2.12790330136319e-10,2.8903681316610635e-10,2.4186774061584866e-10,1.7093722086804178e-11,5.144757733542596e-10,3.230163850244565e-10,1.3852356728259295e-16,3.32908740060434e-17,1.0809186920799073e-12,1.3169389538213738e-15,8.675136236070942e-11,7.262900754462405e-15,3.288849509653876e-10,3.8343689335588065e-17,7.185963136694683e-13,1.2628831354927683e-09,3.897212252249521e-14,4.610529686414524e-09,1.7310018837077623e-07,5.202721970158057e-13,6.455753586407514e-08,2.6155564849551597e-15,9.252427545788114e-11,1.0449222058819689e-09,1.2945917516876183e-12,8.448483456512675e-19,1.932193238257832e-15,5.921324417955563e-17,3.2614149083848744e-16,3.5175180228942e-07,3.1626796074079365e-12,6.172887573991165e-19,1.648430751588358e-23,4.988323759900906e-21,1.8578430817443324e-09,2.016126588289195e-20,7.58331548720241e-13,1.6429796387061587e-21,3.552546935496525e-19,5.653055209267462e-20
1.527755319748492e-07,0.7148620813037099,1.2967458101809868e-07,7.009343679761942e-09,5.542289863361143e-09,4.1033540744758405e-08,0.0,0.0,1.89576497723479e-07,9.73394098318056e-11,2.0178030559374672e-09,2.8421700635804727e-10,3.0410639618711707e-09,8.78194973851631e-24,3.655996478133843e-17,2.30540007376901e-11,4.5077236250924066e-09,1.3165509654982442e-08,1.7754970057800652e-16,1.206884619870134e-16,3.4734518477359114e-08,1.8739832119929176e-14,2.2510015867271527e-11,7.4670248118450515e-16,6.102203297170762e-14,3.82466067335666e-10,1.1906896216524574e-08,6.066209603064936e-10,3.4977388517342536e-18,8.510920207955793e-18,5.171783886494462e-16,2.2732713659027942e-15,1.5973867750829331e-09,1.3106608589198778e-11,3.76,0.0,0.8062448859293314,0.9993820938060657,5.576086518367659e-09,3.5786298258436276e-07,0.017191644306326817,0.017184843231595696,6.683067066405248e-06,1.103399989317455e-10,0.0006176924798116171,1.552587827457601e-11,1.5861800294034434e-14,2.5795200364225116e-15,1.5018526947498523e-14,8.578238635780089e-09,1.5190466875048555e-11,2.2018305523248257e-10,3.0065226659497586e-10,2.554277758803093e-10,1.846807421446167e-11,5.364759344926922e-10,3.414487939298698e-10,1.390986651145942e-16,3.339235839044555e-17,1.085622560498132e-12,1.3842125331827694e-15,9.200881811584383e-11,7.911614296373885e-15,3.37267463860146e-10,4.1104263516284865e-17,7.512631038261782e-13,1.2942910958930148e-09,4.138606124413045e-14,4.6419075101107525e-09,1.7990654938560341e-07,5.714318298330284e-13,6.565109390102823e-08,2.7366665621717457e-15,9.412848494784701e-11,1.0448457531160093e-09,1.3748086928124537e-12,9.131491021086843e-19,2.087068583331976e-15,6.500020055481487e-17,3.6016836032835353e-16,3.6060847691122987e-07,3.324226212182819e-12,6.862995670582472e-19,1.8289768382364265e-23,5.60232341990381e-21,1.886544582114353e-09,2.1810340055132307e-20,8.1710550148931e-13,1.7857975600310853e-21,3.56802833127681e-19,6.361995581356049e-20
1.5654711259798304e-07,0.7149156716463065,1.336756408734932e-07,7.319735517182639e-09,5.807901737295683e-09,4.342309229432533e-08,0.0,0.0,1.9442411525751015e-07,1.0222425524641737e-10,2.139897110008175e-09,2.9284542646124316e-10,3.1294146817390633e-09,9.389082010807638e-24,3.785970871591917e-17,2.311633833622334e-11,4.67812070717216e-09,1.3774246842414898e-08,1.9782731674292466e-16,1.3242844958106555e-16,3.641841328606497e-08,1.9871323995043662e-14,2.2502080387063576e-11,7.972701708422701e-16,6.354165867675156e-14,4.0767939833680836e-10,1.2018838583678026e-08,6.304974763599128e-10,3.854719443133789e-18,9.150628293868735e-18,5.437346707918238e-16,2.389529628489133e-15,1.6439200328328682e-09,1.3892987085850653e-11,3.76,0.0,0.8058250301120138,0.999382087772327,6.009198547894629e-09,3.666066268877045e-07,0.01761148526951381,0.017604682943810245,6.679603860296785e-06,1.1030042598145944e-10,0.0006176924759020033,1.634316911952787e-11,1.630530343773407e-14,2.6969217071337624e-15,1.6090855865042053e-14,9.005857186510675e-09,1.5561227558393242e-11,2.2781789210655988e-10,3.1254639335813266e-10,2.695321006672354e-10,1.992074540383246e-11,5.589303496658267e-10,3.604194024203988e-10,1.3965034396642409e-16,3.349464871464467e-17,1.0904357513227895e-12,1.45313776477283e-15,9.746848069213485e-11,8.60098606135388e-15,3.456526860810391e-10,4.3977338132943626e-17,7.845071011957727e-13,1.325671846910616e-09,4.389423033676626e-14,4.6734057471394765e-09,1.868125802647223e-07,6.261386569217143e-13,6.674547918369749e-08,2.8607787989007536e-15,9.573247331439911e-11,1.0447699065382064e-09,1.4581494290048772e-12,9.851427846757934e-19,2.2505699375998728e-15,7.119476961046095e-17,3.9684328814898576e-16,3.694625161516756e-07,3.4897686362382955e-12,7.610689479502808e-19,2.0242847286244625e-23,6.2758651473606346e-21,1.91478007386659e-09,2.353818909865971e-20,8.788259157207203e-13,1.937355857751167e-21,3.5838757083564523e-19,7.142350335649867e-20
1.6031869322111688e-07,0.7149692340986668,1.376888762266926e-07,7.634166743758878e-09,6.077586042680247e-09,4.5884263378171184e-08,0.0,0.0,1.9927900820210357e-07,1.0722916680417795e-10,2.265528270776727e-09,3.0151187763649304e-10,3.2167841073188955e-09,1.0021301686661282e-23,3.917399707705378e-17,2.3181746799607763e-11,4.8510210775232975e-09,1.4394930933216647e-08,2.1983084623393922e-16,1.4500047460180397e-16,3.814027160141589e-08,2.1036231706688595e-14,2.2494225450251495e-11,8.499043737910595e-16,6.610121074210573e-14,4.338300416286649e-10,1.2126101541225234e-08,6.54585351711504e-10,4.2388419163458235e-18,9.820188977495107e-18,5.708888360204738e-16,2.5087829996583376e-15,1.6899427295173434e-09,1.4701349212372772e-11,3.76,0.0,0.805405392835929,0.9993820817039686,6.462531963648463e-09,3.7534596996741843e-07,0.018031107629852487,0.018024303965767614,6.676142459606397e-06,1.1026087366842769e-10,0.000617692471971109,1.7183443872210266e-11,1.6751827129102322e-14,2.817174627292913e-15,1.7207439531070574e-14,9.443807178369121e-09,1.5931739570601244e-11,2.357011274456103e-10,3.247237247380244e-10,2.8419940124573057e-10,2.1454811680297705e-11,5.818401373007013e-10,3.7992948326209263e-10,1.401832296502757e-16,3.359817512025268e-17,1.0953587528840807e-12,1.5237138327065054e-15,1.0313484989226534e-10,9.33269370339582e-15,3.5404060741495737e-10,4.696380826653035e-17,8.183244279546255e-13,1.3570254131892336e-09,4.649873059517232e-14,4.705023878963292e-09,1.9381840241067482e-07,6.845350343586763e-13,6.784108231769036e-08,2.9879057178455424e-15,9.733695312127428e-11,1.0446946939844896e-09,1.5446806096413674e-12,1.060940514457328e-18,2.422987445170027e-15,7.781529889067983e-17,4.3630778623214023e-16,3.783139231564713e-07,3.659304984008126e-12,8.4192656232937335e-19,2.2351828648145027e-23,7.013235720988136e-21,1.942581931285005e-09,2.5345721764370836e-20,9.435634362164108e-13,2.0979910575096682e-21,3.6000908962967646e-19,7.999700702913831e-20
1.6409027384425073e-07,0.715022768675321,1.417141448054966e-07,7.95251096604197e-09,6.351217330925159e-09,4.841720944491592e-08,0.0,0.0,2.0414117005737802e-07,1.1235416716258562e-10,2.394662690597173e-09,3.10217242990145e-10,3.3031330515541012e-09,1.0679072814125508e-23,4.050306431392211e-17,2.3250258838451518e-11,5.026417586951408e-09,1.5027485491889028e-08,2.43657521447897e-16,1.5844055017034457e-16,3.9900008684326464e-08,2.2234405020296403e-14,2.2486452676402003e-11,9.046382946410907e-16,6.870053669430607e-14,4.6092603834336286e-10,1.2228871797377983e-08,6.788753698960134e-10,4.6515145691357406e-18,1.0520116439936351e-17,5.986389176975487e-16,2.6310410314129063e-15,1.7354339920698409e-09,1.5531416499026383e-11,3.76,0.0,0.8049859739867353,0.999382075601049,6.936374137671422e-09,3.8408101720892774e-07,0.018450511501156855,0.018443706411241028,6.672682863385833e-06,1.1022134198173804e-10,0.0006176924680189718,1.8046851921315453e-11,1.7201396386086822e-14,2.9402914188404944e-15,1.8368662104383914e-14,9.892084460765605e-09,1.6302003111319728e-11,2.4383879944225097e-10,3.371887307957257e-10,2.9944868483338615e-10,2.307344115237337e-11,6.052064573084101e-10,3.9998035573371373e-10,1.407014667240327e-16,3.370332333144159e-17,1.100392015164943e-12,1.5959400222500161e-15,1.0901248871455082e-10,1.010846620775226e-14,3.624312176678157e-10,5.0064527548037215e-17,8.527114797917612e-13,1.3883518193443246e-09,4.9201693346715796e-14,4.736761281106644e-09,2.0092416716168263e-07,7.467646835198395e-13,6.893824775550699e-08,3.118059350988972e-15,9.894255489033364e-11,1.0446201418785603e-09,1.6344697956491793e-12,1.140654803083137e-18,2.604615325458767e-15,8.488052638638725e-17,4.7870778633009615e-16,3.8716270174327616e-07,3.8328333693503405e-12,9.29213066128703e-19,2.4625267898497022e-23,7.818929338451491e-21,1.9699805767264178e-09,2.7233801933221586e-20,1.0113886083405057e-12,2.268046790756872e-21,3.6166755421322897e-19,8.939954664830976e-20
1.6786185446738457e-07,0.7150762753907959,1.4575133424134016e-07,8.274647488953759e-09,6.628674993242781e-09,5.1022083413560265e-08,0.0,0.0,2.090105951980963e-07,1.1759927870718739e-10,2.52726518284139e-09,3.1896240940169384e-10,3.3884262130944297e-09,1.1362875291485202e-23,4.184717013883304e-17,2.332190461984118e-11,5.204303391065618e-09,1.5671836861853943e-08,2.6940720394834313e-16,1.7278510587801258e-16,4.1697542640295915e-08,2.346569143900353e-14,2.2478763438838443e-11,9.615050679253193e-16,7.13394938453974e-14,4.889752923293652e-10,1.2327328610534614e-08,7.033586897321976e-10,5.094188120399151e-18,1.1250914016861706e-17,6.269831763385573e-16,2.756313576306688e-15,1.7803749875559954e-09,1.6382901332049772e-11,3.76,0.0,0.804566773450168,0.9993820694636218,7.431002670355725e-09,3.9281177398166466e-07,0.018869696997181502,0.018862890393943763,6.669225070687499e-06,1.1018183091069961e-10,0.0006176924640456241,1.893354286149515e-11,1.7654035122513997e-14,3.0662844846664623e-15,1.957488921579301e-14,1.0350684925040067e-08,1.667201837999482e-11,2.522367107712693e-10,3.499458209831866e-10,3.1529926254087783e-10,2.477989545983926e-11,6.290305112534851e-10,4.2057338620933455e-10,1.4120876886146092e-16,3.381043958375546e-17,1.1055359699156201e-12,1.669815720316725e-15,1.1510602176770905e-10,1.0930085157332782e-14,3.708245066645207e-10,5.32803114774833e-17,8.876649002920516e-13,1.4196510899631715e-09,5.200527966823442e-14,4.768617245420189e-09,2.081300521702609e-07,8.129726542447703e-13,7.003727852599386e-08,3.251251277746697e-15,1.005498354317487e-10,1.0445462753324e-09,1.727585445652547e-12,1.2243995746471835e-18,2.7957518672316305e-15,9.240957974888336e-17,5.24193688654632e-16,3.960088563250126e-07,4.010351915446677e-12,1.0232802366403761e-18,2.707199456078637e-23,8.697653296297978e-21,1.997004588813078e-09,2.920325150985508e-20,1.0823718782731151e-12,2.4478738894873975e-21,3.633631193641634e-19,9.969361047133152e-20
1.7163343509051842e-07,0.7151297542596139,1.49800358342128e-07,8.600461145745835e-09,6.909843177871318e-09,5.369903618527801e-08,0.0,0.0,2.1388727876781453e-07,1.22964523573598e-10,2.663299368905006e-09,3.2774826740456654e-10,3.4726319521358395e-09,1.2073205770543887e-23,4.320659809475913e-17,2.339671219734652e-11,5.384671912896243e-09,1.6327914054871044e-08,2.971823703692881e-16,1.8807096827820975e-16,4.353279430593677e-08,2.4729937052136222e-14,2.247115892306017e-11,1.0205377654915302e-15,7.401794810313644e-14,5.17985589765088e-10,1.2421644086990693e-08,7.280268302129443e-10,5.5683562037468215e-18,1.2013074582115393e-17,6.559200799028879e-16,2.884610799108798e-15,1.8247488064047922e-09,1.7255507934604654e-11,3.76,0.0,0.8041477911120364,0.9993820632917362,7.946685773506987e-09,4.015382456394797e-07,0.01928866423162163,0.01928185602752921,6.665769080564525e-06,1.1014234044454131e-10,0.0006176924600510957,1.9843666488138485e-11,1.8109766237204024e-14,3.1951660356632937e-15,2.082646927509597e-14,1.0819604502821296e-08,1.7041785575871943e-11,2.609004409426516e-10,3.6299934484850985e-10,3.3177073328253115e-10,2.6577531152127533e-11,6.53313542048993e-10,4.4170998813493227e-10,1.4170846416859353e-16,3.391983496297285e-17,1.1107910446488704e-12,1.7453404158921952e-15,1.2142013371276845e-10,1.1799385943323423e-14,3.792204642489369e-10,5.661194048795691e-17,9.231815574477634e-13,1.4509232496049069e-09,5.491167961540218e-14,4.800590996639878e-09,2.1543625815842661e-07,8.833052918799686e-13,7.113844050539811e-08,3.387492661024549e-15,1.0215928536968412e-10,1.0444731182080392e-09,1.8240969021502824e-12,1.312290186024387e-18,2.996699424023703e-15,1.004219755174585e-16,5.729204101709172e-16,4.0485239184090347e-07,4.1918587547089364e-12,1.1244910989418934e-18,2.97011153062058e-23,9.654333747992425e-21,2.0236808056816224e-09,3.125485319919646e-20,1.1565835932633837e-12,2.6378304794645327e-21,3.6509593571945956e-19,1.1094524042549946e-19
1.7540501571365226e-07,0.7151832052962914,1.538611537651847e-07,8.929842124592307e-09,7.194610696167297e-09,5.6448217090099116e-08,0.0,0.0,2.1877121658720372e-07,1.2844992366691323e-10,2.802727816708181e-09,3.365757111752559e-10,3.555722077284946e-09,1.2810578492199907e-23,4.4581654196257393e-17,2.3474707836449285e-11,5.5675168107214035e-09,1.6995648644876238e-08,3.2708809863170163e-16,2.0433534266638147e-16,4.5405687140040764e-08,2.6026987288086714e-14,2.2463640167407763e-11,1.08176940300158e-15,7.673577292708213e-14,5.479646177588353e-10,1.2511983466728557e-08,7.528716560057111e-10,6.075555857568715e-18,1.2807080935391423e-17,6.854482854252607e-16,3.0159431871289605e-15,1.8685403513432867e-09,1.814893328975545e-11,3.76,0.0,0.8037290268582244,0.9993820570854363,8.48368264584209e-09,4.1026043752100316e-07,0.019707413318113046,0.019700603425590924,6.66231489207065e-06,1.1010287057233753e-10,0.0006176924560354158,2.077737279255431e-11,1.8568611697968873e-14,3.326948114204426e-15,2.212373472020999e-14,1.1298839164508819e-08,1.7411304897996124e-11,2.6983535805430316e-10,3.763535928198312e-10,3.488829686041078e-10,2.8469801000594046e-11,6.780568332667201e-10,4.633916215084354e-10,1.4220353588082996e-16,3.4031789233265195e-17,1.1161576721611297e-12,1.8225137003722877e-15,1.279595677332489e-10,1.2718258921729159e-14,3.876190802838537e-10,6.006016285766159e-17,9.592585221830139e-13,1.482168322800541e-09,5.792311146529285e-14,4.832681705183785e-09,2.2284300601196649e-07,9.57910207981498e-13,7.224196627300757e-08,3.526794281250558e-15,1.0377133593867154e-10,1.0444006931813002e-09,1.9240743777713895e-12,1.4044434456172927e-18,3.2077644108237628e-15,1.0893761836584047e-16,6.250474325702128e-16,4.136933136944916e-07,4.3773520286919665e-12,1.2332200511509452e-18,3.252201698159494e-23,1.0694121540910796e-20,2.050034423308367e-09,3.3389353163619355e-20,1.2340940018813895e-12,2.8382820719382463e-21,3.6686615371678487e-19,1.2322418166588024e-19
1.791765963367861e-07,0.7152366285153409,1.579336770486494e-07,9.262685793140364e-09,7.482870919596842e-09,5.9269774275665815e-08,0.0,0.0,2.236624050749252e-07,1.3405550067887386e-10,2.945512171111807e-09,3.4544563858580074e-10,3.6376716429416823e-09,1.357552605927091e-23,4.597266564086023e-17,2.3555916273214433e-11,5.752831950505448e-09,1.7674974666062663e-08,3.59232054536219e-16,2.216157961235378e-16,4.731614711899888e-08,2.7356687579926424e-14,2.245620809428488e-11,1.145232945653439e-15,7.949284841484874e-14,5.789199819815211e-10,1.2598505397766914e-08,7.778853635383864e-10,6.617368011591848e-18,1.3633406191695826e-17,7.155666219988264e-16,3.1503215591557303e-15,1.911736231774591e-09,1.906286800839395e-11,3.76,0.0,0.8033104805746882,0.9993820508447615,9.042243840150299e-09,4.189783549499667e-07,0.02012594437023225,0.020119132701662625,6.658862504260157e-06,1.1006342128314934e-10,0.0006176924519986084,2.173481195753458e-11,1.9030592620670645e-14,3.4616426148592793e-15,2.3467003210325776e-14,1.1788384917870974e-08,1.778057654521212e-11,2.7904662996800105e-10,3.900127970547016e-10,3.666560983804247e-10,3.0460255248164106e-11,7.032617081408266e-10,4.856197919608489e-10,1.426966588278375e-16,3.4146554229684575e-17,1.121636297137919e-12,1.901335267819251e-15,1.3472912403454239e-10,1.3688650517608468e-14,3.960203446509516e-10,6.362569750283897e-17,9.958930487755116e-13,1.513386334052993e-09,6.104182097272557e-14,4.864888498007769e-09,2.3035053417905895e-07,1.0369362544621708e-12,7.33480585911623e-08,3.66916656843876e-15,1.0538636512043838e-10,1.0443290218217274e-09,2.0275889416498985e-12,1.5009776305859763e-18,3.4292573019164852e-15,1.1797680037175813e-16,6.807388499435317e-16,4.225316276979633e-07,4.566829888012869e-12,1.3498529885849243e-18,3.5544369612419924e-23,1.1822398133015679e-20,2.0760890889448516e-09,3.560746355934236e-20,1.3149732542685485e-12,3.0496016538675525e-21,3.6867392640094366e-19,1.3660403648799064e-19
1.8294817695991995e-07,0.7152900239312688,1.6201790196466295e-07,9.598892522158313e-09,7.774521669404925e-09,6.216385504446651e-08,0.0,0.0,2.285608411796169e-07,1.3978127610309614e-10,3.091613276651391e-09,3.543589512941541e-10,3.7184587567155796e-09,1.4368600151540616e-23,4.737997958597233e-17,2.3640360928628275e-11,5.9406113824143e-09,1.8365828515032572e-08,3.9372447878772264e-16,2.3995024179285674e-16,4.9264102636399864e-08,2.871888395150005e-14,2.2448863535408397e-11,1.2109613132290586e-15,8.228906050433131e-14,6.108592233762907e-10,1.2681362199532715e-08,8.030604676466593e-10,7.195417969993466e-18,1.449251417061378e-17,7.46274075097328e-16,3.287757072997396e-15,1.9543246633499677e-09,1.999699714488941e-11,3.76,0.0,0.8028921521474565,0.9993820445697478,9.622611621498791e-09,4.276920032354891e-07,0.02054425750149643,0.02053744396921832,6.655411916187953e-06,1.1002399256612964e-10,0.0006176924479406947,2.2716134353276543e-11,1.9495729343585188e-14,3.599261303382416e-15,2.4856578741946945e-14,1.2288237806752888e-08,1.8149600716164714e-11,2.8853923493197864e-10,4.039811323435008e-10,3.851104973372368e-10,3.255254279967847e-11,7.289295283290445e-10,5.083960495189194e-10,1.4319023206731522e-16,3.426435687431302e-17,1.1272273810302524e-12,1.981804915161517e-15,1.4173365837318555e-10,1.4712564278853877e-14,4.0442424725076985e-10,6.730923654519482e-17,1.0330825570574314e-12,1.5445773078371198e-09,6.427008064084742e-14,4.897210468186653e-09,2.379590963427591e-07,1.1205335009755883e-12,7.44568935456439e-08,3.814619632348552e-15,1.0700470318444919e-10,1.0442581246736337e-09,2.1347125059534658e-12,1.6020125026159116e-18,3.661492629786697e-15,1.2756020031329927e-16,7.401634161766989e-16,4.3136734002216046e-07,4.760290492276153e-12,1.4747874268970915e-18,3.877812938243308e-23,1.3044781589824788e-20,2.10186698980535e-09,3.79098649520913e-20,1.399291402386268e-12,3.2721697766622275e-21,3.7051941149797545e-19,1.5116242261905688e-19
1.867197575830538e-07,0.7153433915585758,1.6611381716238633e-07,9.938367509242257e-09,8.069465100495784e-09,6.513060614518922e-08,0.0,0.0,2.3346652232171928e-07,1.456272712486432e-10,3.2409912929702436e-09,3.6331655486454147e-10,3.79806439641564e-09,1.519037218762956e-23,4.880396198962458e-17,2.3728064086599198e-11,6.130849320935093e-09,1.9068148856857146e-08,4.3067817449726266e-16,2.593769243542483e-16,5.124948440664006e-08,3.011342353111847e-14,2.244160725128886e-11,1.2789873845583548e-15,8.512430027928689e-14,6.437898339866421e-10,1.2760700115695806e-08,8.283897887601418e-10,7.811375891168656e-18,1.5384859783663334e-17,7.775697722019126e-16,3.4282612316731677e-15,1.9962953724984503e-09,2.095100096309694e-11,3.76,0.0,0.8024740414626288,0.9993820382604258,1.0225020316010556e-08,4.3640138767233406e-07,0.020962352825363517,0.020955537341672287,6.6519631269095815e-06,1.0998458441048817e-10,0.0006176924438616953,2.3721490533642645e-11,1.996404149723693e-14,3.7398158331087936e-15,2.629275270149111e-14,1.2798393909888113e-08,1.8518377609299095e-11,2.9831797167307723e-10,4.182627170570982e-10,4.042667723539152e-10,3.475041235608214e-11,7.550616924834255e-10,5.317219871144432e-10,1.4368640809207842e-16,3.438540185969819e-17,1.1329314056025029e-12,2.063922542324294e-15,1.4897808061649362e-10,1.5792061881436067e-14,4.1283077800267343e-10,7.111144770884928e-17,1.0708246162759485e-12,1.5757412685997456e-09,6.761018900628313e-14,4.929646683109647e-09,2.4566895934076145e-07,1.2088532153386955e-12,7.556862337861244e-08,3.9631632908185565e-15,1.086266376886333e-10,1.0441880213233545e-09,2.2455178125940262e-12,1.707669322279258e-18,3.904788984998331e-15,1.377088829951528e-16,8.034945920854722e-16,4.4020045715173515e-07,4.957732010004454e-12,1.6084326242567115e-18,4.223354159153616e-23,1.4367132662196006e-20,2.1273889372176203e-09,4.029720861326045e-20,1.4871184002626334e-12,3.506374643462744e-21,3.7240277290312134e-19,1.6698113590919104e-19
1.9426291882932148e-07,0.7154500435053007,1.7434073562455834e-07,1.0626766135432582e-08,8.668859559881194e-09,7.128270494495452e-08,0.0,0.0,2.4329961148880803e-07,1.576800050859366e-10,3.5494158999815165e-09,3.813682773228452e-10,3.953668503077152e-09,1.692239802924186e-23,5.1703483670040845e-17,2.3913330148109e-11,6.518678306917015e-09,2.0506954493182642e-08,5.124333347559467e-16,3.016615602268689e-16,5.533226062496944e-08,3.299892882749541e-14,2.2427362263301204e-11,1.4220639712912136e-15,9.091144962054227e-14,7.126549736747065e-10,1.2909375309413129e-08,8.794838196490453e-10,9.163923376436015e-18,1.7271041314099764e-17,8.41923043940994e-16,3.718523253665437e-15,2.0783495544915128e-09,2.2917333903889755e-11,3.76,0.0,0.8016384728649358,0.999382025538964,1.149686005284024e-08,4.538073861085902e-07,0.02179789050444201,0.02179107085463393,6.64507094095935e-06,1.0990582974006374e-10,0.000617692435640504,2.5804907362586298e-11,2.0910267465876482e-14,4.029778550961447e-15,2.930600431680392e-14,1.3849600242081978e-08,1.925519035489688e-11,3.1875219364903225e-10,4.477818321835063e-10,4.447684695743783e-10,3.947839757800567e-11,8.087248230377928e-10,5.800294786383716e-10,1.446940929857733e-16,3.4637939884378606e-17,1.144680315439285e-12,2.23310185096887e-15,1.6420649049168055e-10,1.8126351550552975e-14,4.2965168373412763e-10,7.9074448982256e-17,1.147957328981981e-12,1.6379882487078234e-09,7.463527199517109e-14,4.994858024894065e-09,2.6139371052218803e-07,1.4002710190433283e-12,7.78012718795154e-08,4.269560359483543e-15,1.1188225822188575e-10,1.0440502698827872e-09,2.4784686915565067e-12,1.9333414147580526e-18,4.4258594389379745e-15,1.5978828221084872e-16,9.425944314254143e-16,4.578589331080871e-07,5.364550504171823e-12,1.9035517662084586e-18,4.985176766691277e-23,1.7336431326134882e-20,2.177741801884197e-09,4.53291940733861e-20,1.6735782731990107e-12,4.011286190364499e-21,3.7628381568665493e-19,2.0274863613804712e-19
2.010517639509624e-07,0.7155459353656167,1.8178506461086772e-07,1.1256643951155523e-08,9.218678366233208e-09,7.706959533481908e-08,0.0,0.0,2.5217415196149387e-07,1.689388273852001e-10,3.837795071767611e-09,3.977754723946658e-10,4.089533536171686e-09,1.85855257105636e-23,5.437407836528758e-17,2.409141860459346e-11,6.876077279572291e-09,2.1840522995394864e-08,5.956142207924242e-16,3.4384319325569566e-16,5.9134106259534e-08,3.5705000923866735e-14,2.2414850266891002e-11,1.5590201791671702e-15,9.625235185707373e-14,7.780987534317818e-10,1.303249948225057e-08,9.259296771425049e-10,1.0528551525123688e-17,1.9086672165634453e-17,9.018465000663163e-16,3.9903764636967495e-15,2.150010466201815e-09,2.4751723723248394e-11,3.76,0.0,0.8008872046648173,0.9993820139725488,1.2719095711294149e-08,4.694582551696784e-07,0.02254913065131231,0.022542306951602784,6.63887411601605e-06,1.0983502074802156e-10,0.0006176924281694636,2.776369205450052e-11,2.1772915488492877e-14,4.30090065929745e-15,3.217999667792533e-14,1.4830884273446296e-08,1.9917478122518957e-11,3.3816635768533616e-10,4.754605446041785e-10,4.838314871646267e-10,4.413436209025109e-11,8.586244290969983e-10,6.254029242026854e-10,1.4562732261369838e-16,3.487799010531827e-17,1.155645900626481e-12,2.3910004254537145e-15,1.78782790541272e-10,2.0439214774928055e-14,4.4479938642792524e-10,8.66532861335346e-17,1.2192446831973532e-12,1.6939183909492852e-09,8.136393675428044e-14,5.053929284918186e-09,2.758953203151684e-07,1.5902394005074116e-12,7.982168006230546e-08,4.555980978699448e-15,1.1482677688672523e-10,1.043929187166864e-09,2.7014623194603535e-12,2.1535009652688433e-18,4.935930796693836e-15,1.818122124070847e-16,1.0829830756506992e-15,4.737427560504516e-07,5.744283680035409e-12,2.203300159446089e-18,5.757502626247622e-23,2.0414672892545643e-20,2.222367358317742e-09,5.015449192387435e-20,1.8540922073025377e-12,4.5095583692302764e-21,3.799080892573715e-19,2.401618348591444e-19
