Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67)
0.0011003673149279332,0.9239341909041663,0.000263668647177918,4.156155487926298e-05,7.650220611483437e-05,0.1251070189392383,0.0,0.0,0.00030924569992423124,9.527547982318522e-06,0.9663538297334096,0.04994719584244127,1.617820988590055e-05,1.104122550607254e-11,6.0488459565287345e-09,7.815686043269923e-07,0.003059467612021943,0.0037216888544038115,5.4920777029695045e-05,7.543513767109837e-07,0.01751336719474982,1.9979600865686389e-07,8.902971617733668e-08,0.0003578529220076024,1.7766563777709003e-07,0.0265032949544807,3.845463032540615e-06,0.01569791939098604,0.003548946313518605,2.900013592393438e-06,5.500077929340634e-07,4.145476676786151e-09,5.333237318962734e-07,0.00010534270180476503,3.76,0.0,1.827394979432205e-06,0.29331225629469954,0.30004258498046654,0.07421180270693908,1.361482513968993,0.1463723598889059,6.630930569475836e-09,6.129033561639167e-12,0.00018128874770337712,2.1828425435121974e-06,5.1093211032082465e-11,3.1028195327322794e-11,1.2807802242855425e-09,0.002923754283279982,2.944363027644993e-11,2.43309297609081e-05,1.9083868073806183e-05,9.130837359671311e-05,0.0045552523083754095,3.99741212084984e-06,4.629647312707333e-06,1.10976632591834e-12,2.6062900126317765e-13,7.956146853753339e-09,9.856013916161081e-09,1.6692665469775133e-05,6.724243580755816e-07,0.005556675779559404,2.49809796006685e-12,1.5308098846417813e-07,0.00032846391902269755,1.8167031285343977e-09,1.248900782260499e-06,0.026490701824872523,0.021644320681260452,4.418067757841479e-06,3.3280368952736774e-11,1.5013398367132897e-09,1.5657769768655483e-07,0.012584264234465178,2.959187276090731e-08,1.5177361965019593e-05,1.3616219571443608e-06,1.2770254114567137e-05,0.0036181146241696265,0.01215745984126174,7.586266722855179e-09,1.8499962008575778e-13,3.0621748747857794e-07,5.692883747250412e-07,3.3082276168586435e-09,0.000252851925197666,6.848126728088583e-08,9.808004025873328e-11,4.030080872800765e-06
0.0011078428749119785,0.9243125073493492,0.0002655130064815552,4.1482482539665425e-05,7.639767050514669e-05,0.12574871450399527,0.0,0.0,0.0003061187164420583,9.38640069944831e-06,0.9698833376732706,0.050266779726681005,1.6107258504363284e-05,1.1275644244222051e-11,6.083674846917246e-09,7.838773923403847e-07,0.0030556452926277238,0.003683957473432672,5.4815710868273374e-05,7.566977915866622e-07,0.01758430326350167,2.0126128178592373e-07,8.913481106670177e-08,0.00035665989909895675,1.75644723994742e-07,0.02605507796411447,3.874109748534816e-06,0.0157360657338381,0.0035377279955641607,2.8984103133879865e-06,5.4698499668336e-07,4.151931770765108e-09,5.323099069040834e-07,0.00010547889595032281,3.76,0.0,1.8241971794163193e-06,0.29081215381247694,0.30133365833565584,0.07435556079512759,1.363075173366518,0.1446941655622432,6.555157044902895e-09,6.0589166372955546e-12,0.00017974349852816675,2.1375071896124205e-06,5.0353107271625604e-11,3.061492934564835e-11,1.2638468828181178e-09,0.002890305080646809,2.8846149288451505e-11,2.4283784871817012e-05,1.9021802539073848e-05,9.028300208588905e-05,0.004541281941160408,3.977613353314144e-06,4.606730586673233e-06,1.1031041985602885e-12,2.590644383817595e-13,7.907148994997598e-09,9.691417567277894e-09,1.6488830071310537e-05,6.643761070601929e-07,0.005532268446959629,2.468522533401863e-12,1.5152452207008484e-07,0.00032950343157234614,1.7784950202479126e-09,1.2530708724659949e-06,0.02650042305886652,0.021570113807931918,4.446490883238838e-06,3.270090293532984e-11,1.4973241988554693e-09,1.565807494842638e-07,0.01266268430838031,2.9776308528868907e-08,1.5224458329212206e-05,1.365916065386873e-06,1.2696631631389995e-05,0.003623910373226119,0.012229730056184128,7.475180509020329e-09,1.8229065383365586e-13,3.064751322287495e-07,5.710840389093652e-07,3.3491279833038587e-09,0.0002532989283866957,6.907559413511577e-08,9.935737383583265e-11,4.022538721257825e-06
0.0011153184348960238,0.9246872491278456,0.0002673681812918216,4.140292805074103e-05,7.629328176627293e-05,0.12638945240443114,0.0,0.0,0.00030302570631473376,9.247539899708968e-06,0.9733750295339508,0.05058538493843756,1.6036012089973828e-05,1.1514874860304577e-11,6.118671737455568e-09,7.862072638359009e-07,0.0030517441900439033,0.003646503213186997,5.471013483158501e-05,7.590170278530137e-07,0.017655219295748658,2.0271724157694667e-07,8.923954643530219e-08,0.00035544560457160835,1.7364429471482307e-07,0.02561217486269673,3.902675554901042e-06,0.015772910456135446,0.0035262964392652925,2.896687877904807e-06,5.439721925424071e-07,4.158098859549132e-09,5.312613689333578e-07,0.00010560244888943683,3.76,0.0,1.8210736433219782e-06,0.2883338145939781,0.302615350916378,0.07449311208779755,1.3646508718550685,0.14303654285079537,6.4803125975481344e-09,5.989659947581795e-12,0.00017821170066857406,2.0931682638294133e-06,4.962401074404337e-11,3.0207569451917646e-11,1.2471540725792949e-09,0.002857262406261877,2.8261214346221668e-11,2.4237005771915405e-05,1.896020619694286e-05,8.927021719574128e-05,0.00452736691599634,3.957934950714505e-06,4.583953148801661e-06,1.0965081022249774e-12,2.5751538223235877e-13,7.85863987884139e-09,9.52876741667903e-09,1.6287795032624785e-05,6.5642967652724e-07,0.005508447169008358,2.4393514068983488e-12,1.499806151782882e-07,0.0003305666132086042,1.7411335711301843e-09,1.2572651444623995e-06,0.026508626100557226,0.02149524757121628,4.474839612795222e-06,3.2132338197984105e-11,1.4932433463017658e-09,1.5658590695492573e-07,0.012740799291452203,2.99600268412174e-08,1.527074447228049e-05,1.3701376665763456e-06,1.2622702716676986e-05,0.0036295195017291256,0.012301549725949773,7.36533566308548e-09,1.7961195977588662e-13,3.067202283206418e-07,5.72884947619983e-07,3.3903061187683203e-09,0.00025373540540368745,6.966816453359497e-08,1.0064501808485339e-10,4.0148207633756245e-06
0.0011227939948800691,0.9250584529837564,0.00026923388344054036,4.132285938188276e-05,7.618900016216397e-05,0.12702925748252858,0.0,0.0,0.00029996625820288034,9.110926624795423e-06,0.9768292459939222,0.050903017303373654,1.596447853496571e-05,1.1758994861065802e-11,6.153835006236405e-09,7.88558190439729e-07,0.003047765043248935,0.003609328541329955,5.460410343313693e-05,7.613085388240641e-07,0.01772611934023149,2.041637465630729e-07,8.93438870748909e-08,0.00035421057824065624,1.716641768391387e-07,0.025174610983532263,3.9311561008464715e-06,0.015808458283885784,0.003514656190531391,2.894846183256492e-06,5.409700165246945e-07,4.163979299341536e-09,5.301782496397967e-07,0.00010571346197195194,3.76,0.0,1.8180220314011215e-06,0.2858770155832806,0.30388773333581,0.07462450713791262,1.3662098190750025,0.141399220700316,6.406384966280268e-09,5.921252142517215e-12,0.00017669321625942306,2.049802252733208e-06,4.890570736320049e-11,2.980600534758687e-11,1.2306974489117131e-09,0.0028246197718177213,2.76885483913047e-11,2.4190572265251432e-05,1.8899061108666274e-05,8.826978205616651e-05,0.00451350497629659,3.938370898005518e-06,4.561308034236553e-06,1.0899769245192526e-12,2.5598157146870113e-13,7.810611572312314e-09,9.368072751015616e-09,1.6089503739368308e-05,6.48583331520588e-07,0.0054852020277627485,2.4105793483212988e-12,1.4844920541985407e-07,0.00033165303304666133,1.7045973059708606e-09,1.261481873309443e-06,0.02651533780210972,0.02141974721910579,4.503109589958836e-06,3.157443332640874e-11,1.4890974573930727e-09,1.5659306158290715e-07,0.012818608164871357,3.014302530270377e-08,1.5316227381420052e-05,1.3742873857291152e-06,1.2548488479467634e-05,0.003634945738880341,0.012372921550290695,7.256730554315293e-09,1.7696349823501487e-13,3.0695263386220897e-07,5.746904763777896e-07,3.4317591081975785e-09,0.0002541614839837064,7.025895004321817e-08,1.0194291167624201e-10,4.0069312254799405e-06
0.0011302695548641144,0.9254261550882035,0.0002711098124592355,4.1242244047465866e-05,7.608478464725221e-05,0.12766815291329472,0.0,0.0,0.00029693996015955654,8.97652230103355e-06,0.9802463244958136,0.05121968251429619,1.589266523244329e-05,1.2008081237900666e-11,6.189162690343422e-09,7.909301159907607e-07,0.0030437085872831253,0.003572435741527096,5.4497668950135394e-05,7.635717540388694e-07,0.017797007261481063,2.0560065655935013e-07,8.944779488119205e-08,0.0003529553555140204,1.6970419502425433e-07,0.024742408649177646,3.959546881947301e-06,0.01584271411929257,0.0035028118364047577,2.892885095811734e-06,5.379790707058374e-07,4.169574433131958e-09,5.29060673451106e-07,0.00010581203817584312,3.76,0.0,1.8150399878351521e-06,0.28344153772279623,0.3051508748013768,0.07474979717005559,1.3677522209850235,0.13978193318227933,6.333362121245666e-09,5.8536820858251484e-12,0.00017518790990681094,2.0073862137829442e-06,4.819798775052999e-11,2.9410129335249344e-11,1.2144727562958355e-09,0.0027923707920845097,2.7127880977912102e-11,2.4144463925189586e-05,1.8838349281470305e-05,8.728146428575465e-05,0.004499693854563193,3.918915314329276e-06,4.538788433333501e-06,1.0835095389144664e-12,2.544627412747903e-13,7.763056028906542e-09,9.20934175275599e-09,1.5893900826945616e-05,6.408353750672505e-07,0.005462523135946052,2.3822011656001994e-12,1.4693023073124232e-07,0.0003327622474629688,1.668865343174132e-09,1.265719293438957e-06,0.02652058458268126,0.02134363745162981,4.531296251043184e-06,3.1026952649236757e-11,1.4848866525576813e-09,1.566021018966193e-07,0.01289610988965985,3.032530147067708e-08,1.536091365487275e-05,1.3783658131336986e-06,1.2474009282026378e-05,0.003640192746254585,0.012443848228431816,7.149363031898959e-09,1.743452170066985e-13,3.0717215729937687e-07,5.764999845681407e-07,3.473483782241888e-09,0.0002545772903395405,7.084792291953072e-08,1.0325098543355793e-10,3.998874165384104e-06
0.0011377451148481597,0.9257903910456169,0.00027299565557567697,4.1161049209680304e-05,7.598059297305557e-05,0.12830616020564192,0.0,0.0,0.0002939464000584254,8.844288746169184e-06,0.9836265992884012,0.05153538612570897,1.582057905712933e-05,1.2262210395460944e-11,6.224652472183275e-09,7.933229568759424e-07,0.003039575553113964,0.003535826916465916,5.439088141065257e-05,7.658060838183106e-07,0.01786788674044568,2.070278326894943e-07,8.955122911946861e-08,0.0003516804674297699,1.6776416987098174e-07,0.02431558720363372,3.987843237522633e-06,0.015875683044135485,0.0034907680039044445,2.890804439045107e-06,5.349999244411736e-07,4.174885598568391e-09,5.27908762327787e-07,0.00010589828211726707,3.76,0.0,1.812125141648342e-06,0.28102716591724874,0.30640484312105454,0.07486903408734388,1.3692782799058298,0.1381844194195773,6.261232260709125e-09,5.786938851927247e-12,0.00017369564866582518,1.96589776044358e-06,4.750064770153302e-11,2.901983507437848e-11,1.1984757791433937e-09,0.002760509185037001,2.6578949876762708e-11,2.4098660152663944e-05,1.877805269833397e-05,8.630503638752274e-05,0.004485931273293358,3.899562328062142e-06,4.516387547402664e-06,1.0771048103959252e-12,2.529586254349951e-13,7.715965162202017e-09,9.052581510560295e-09,1.570093215475359e-05,6.331841370641218e-07,0.005440400637215076,2.3542117302845505e-12,1.454236288298805e-07,0.0003338938001741237,1.6339175664266157e-09,1.269975607490963e-06,0.026524392439392155,0.021266942432549358,4.559394833087106e-06,3.0489666428604633e-11,1.4806110714791029e-09,1.566129132738126e-07,0.012973303406074041,3.050685285372027e-08,1.5404809495206523e-05,1.3823735046364327e-06,1.2399284721270255e-05,0.0036452641177664425,0.012514332457032528,7.043229929266035e-09,1.717570384782601e-13,3.07378648170291e-07,5.783128103244292e-07,3.5154767444746036e-09,0.0002549829491063949,7.143505610113778e-08,1.045691632268973e-10,3.990653476168907e-06
0.0011444731188338005,0.9261152688301502,0.0002747011223995876,4.1087450964513536e-05,7.588680494757939e-05,0.1288796238450364,0.0,0.0,0.00029127984663035553,8.727103335496403e-06,0.9866376531422074,0.05181870168219247,1.5755473522812508e-05,1.2495300841122297e-11,6.2567296655093115e-09,7.954943047365206e-07,0.003035790948724861,0.003503123367588803,5.4294510354417193e-05,7.677917750727997e-07,0.01793167394840734,2.0830385565621597e-07,8.964387896361127e-08,0.00035051668968201537,1.660350617142355e-07,0.02393606218530416,4.01322525201552e-06,0.015904259115750885,0.003479761855815769,2.888829455097939e-06,5.323292248568107e-07,4.179423947123031e-09,5.268427811484376e-07,0.00010596544536835201,3.76,0.0,1.8095572626731695e-06,0.2788721023565234,0.3075256264879279,0.07497121534877427,1.3706379240038242,0.13676335198099684,6.1970693143317815e-09,5.727568011705152e-12,0.0001723636591957215,1.9293331741525394e-06,4.688175102030654e-11,2.8673257238583732e-11,1.1842698147403836e-09,0.0027321598336187162,2.609473368928396e-11,2.4057679980293403e-05,1.8724125920182168e-05,8.5436232944394e-05,0.004473584563746527,3.882227667030978e-06,4.496322815716229e-06,1.0713931775402175e-12,2.5161727891035386e-13,7.673973893424983e-09,8.913187281278579e-09,1.552946887998663e-05,6.263793696399083e-07,0.005420957984263194,2.3293494051925367e-12,1.440782149638629e-07,0.00033493090950346396,1.6031187627133954e-09,1.2738209228364324e-06,0.02652661038678268,0.02119743607574764,4.584604146237078e-06,3.001463942992356e-11,1.4767077132770357e-09,1.566240609794833e-07,0.013042513159531262,3.066962730756311e-08,1.544364475492628e-05,1.385920379845314e-06,1.2331838449796188e-05,0.003649681099123426,0.012577392193032916,6.948762772756741e-09,1.6945334767660427e-13,3.07553204481281e-07,5.799466317807675e-07,3.553496762011553e-09,0.0002553394674558764,7.19618812047574e-08,1.0576409223560487e-10,3.983118041622783e-06
0.0011512011228194412,0.9264373925962942,0.0002764141108871625,4.1013332081013785e-05,7.579296859693899e-05,0.1294523975001303,0.0,0.0,0.0002886391779291427,8.611618437098525e-06,0.9896194034169569,0.05210124656394841,1.5690156571379624e-05,1.2732591977139312e-11,6.288933796692519e-09,7.976824034412188e-07,0.003031945431901428,0.0034706526851537973,5.4197925487544683e-05,7.697531081173506e-07,0.017995459578640675,2.0957178467230766e-07,8.973607619169477e-08,0.00034933779067081346,1.6432184034602205e-07,0.023560918985520048,4.038523279580098e-06,0.015931801019650815,0.0034686013352192577,2.8867572994459775e-06,5.296688856021339e-07,4.183734311942621e-09,5.257491639418457e-07,0.0001060227841274241,3.76,0.0,1.8070401332034567e-06,0.2767338123503937,0.30863908086968206,0.07506857498508636,1.3719846337254962,0.13535791074455938,6.133612016540159e-09,5.668850539939401e-12,0.0001710420370297807,1.8934866819052159e-06,4.6270957734843535e-11,2.833104297257174e-11,1.1702420468910788e-09,0.0027041148159036373,2.5619632821018823e-11,2.401691441173927e-05,1.8670507779719618e-05,8.457672070123118e-05,0.004461273651920123,3.864967425262582e-06,4.476344186891597e-06,1.06573052375719e-12,2.502874344754862e-13,7.632346337294695e-09,8.775397901544833e-09,1.5360058765527518e-05,6.196504574103312e-07,0.005401950914369534,2.304794161138596e-12,1.4274272836102375e-07,0.0003359853823796619,1.5729252921268914e-09,1.2776786853577595e-06,0.026527701914988395,0.021127491705961544,4.609734337897801e-06,2.954752825966712e-11,1.472751973218743e-09,1.5663646101314977e-07,0.013111471585037886,3.083181073796472e-08,1.5481848475141217e-05,1.38941073963377e-06,1.2264222034097327e-05,0.0036539611955946666,0.012640097681443845,6.8552898181140375e-09,1.6717390168432927e-13,3.07716931719565e-07,5.81582088397972e-07,3.591728264907905e-09,0.0002556879542308662,7.24871760040415e-08,1.0696706975717879e-10,3.975455707332479e-06
0.0011579291268050819,0.9267567871585028,0.0002781343675316506,4.093866804461145e-05,7.569905081369058e-05,0.13002449339704064,0.0,0.0,0.0002860240953853904,8.497807140328175e-06,0.9925720872973068,0.05238302450151517,1.5624632333555924e-05,1.2974137867756145e-11,6.321262427730137e-09,7.998871341311214e-07,0.0030280395280146196,0.003438416045672257,5.410115877813625e-05,7.716896060715958e-07,0.01805924593818353,2.1083152230986088e-07,8.982778530123535e-08,0.00034814414861127356,1.6262437322187503e-07,0.023190165738252548,4.063733619674904e-06,0.015958312848638825,0.003457289891078138,2.884587796934192e-06,5.270192544499583e-07,4.1878176452461324e-09,5.246279901363639e-07,0.00010607037805201095,3.76,0.0,1.8045719969514155e-06,0.2746121471550917,0.30974525280896587,0.07516115225931973,1.3733185492315225,0.1339679156242284,6.070852219262717e-09,5.610778892644073e-12,0.00016973069023327656,1.858343077983546e-06,4.5668128507862337e-11,2.7993120171331468e-11,1.1563896146115459e-09,0.0026763697681938263,2.5153467911206378e-11,2.3976348104633855e-05,1.8617185177480044e-05,8.37263436455133e-05,0.004448996867495603,3.8477776303628945e-06,4.45644706081299e-06,1.060115999030812e-12,2.489688922245571e-13,7.59107640070907e-09,8.63921635122073e-09,1.5192664887814229e-05,6.129962593398952e-07,0.005383372314981152,2.280542344514088e-12,1.4141712464590402e-07,0.00033705685960247744,1.543323534205306e-09,1.2815475034029007e-06,0.026527685154108197,0.021057125890912094,4.6347815261688986e-06,2.90881765158761e-11,1.4687438444740245e-09,1.5665002451825454e-07,0.013180177863455347,3.099340121916982e-08,1.551942440956259e-05,1.3928449204462143e-06,1.2196448331441594e-05,0.0036581068854219362,0.012702450870558163,6.762807926766164e-09,1.6491862427616676e-13,3.0786970974683495e-07,5.832186664058814e-07,3.6301682193667366e-09,0.0002560284965121541,7.301092215839917e-08,1.0817802301909887e-10,3.967668988860551e-06
0.0011646571307907226,0.9270734769815585,0.00027986163086323433,4.0863434238805814e-05,7.560501786771849e-05,0.13059592267932424,0.0,0.0,0.00028343430150600245,8.385642846351287e-06,0.995495939990947,0.052664039112901656,1.5558904687380087e-05,1.321999191343647e-11,6.3537128812490146e-09,8.02108359922911e-07,0.0030240737613517767,0.003406414521252443,5.40042408305283e-05,7.73600782020337e-07,0.01812303521766847,2.1208297211454528e-07,8.991896939754944e-08,0.0003469361389787791,1.6094252539424049e-07,0.02282380878704208,4.08885247539453e-06,0.015983798823526796,0.003445830993331095,2.8823207514558608e-06,5.243806595052349e-07,4.19167490438206e-09,5.234793398043125e-07,0.00010610830786313872,3.76,0.0,1.8021510898763022e-06,0.2725069604935454,0.31084418794789814,0.0752489868886454,1.3746398084667404,0.13259318955010985,6.008781910720143e-09,5.553345651673041e-12,0.0001684295283960717,1.8238874936955842e-06,4.50731273973764e-11,2.765941719694179e-11,1.1427096571542055e-09,0.0026489203954987365,2.469606524503121e-11,2.3935965648386188e-05,1.8564145038202288e-05,8.288494885538795e-05,0.004436752540868357,3.830654296753647e-06,4.4366268228771e-06,1.0545487517949297e-12,2.476614526170957e-13,7.550158012428e-09,8.504644952225917e-09,1.5027251105543875e-05,6.06415649140084e-07,0.005365215099893908,2.256590352218477e-12,1.4010135918195752e-07,0.00033814497355216707,1.5143004051775031e-09,1.2854259716131376e-06,0.026526577997438065,0.020986354894920844,4.659741714976736e-06,2.8636431609169616e-11,1.4646833709942995e-09,1.5666466060456412e-07,0.013248631159715593,3.1154396788000325e-08,1.5556376077206792e-05,1.3962232385807983e-06,1.2128529790749202e-05,0.0036621206017415217,0.01276445369834273,6.671313338660596e-09,1.6268742322639223e-13,3.0801139909924956e-07,5.848558390573285e-07,3.668813441436536e-09,0.00025636118004497283,7.353310175101922e-08,1.093968745694686e-10,3.959760306695074e-06
0.0011713851347763633,0.9273874861645149,0.00028159563139181653,4.0787605965789544e-05,7.551083542636599e-05,0.131166695410013,0.0,0.0,0.00028086950002841434,8.275099271968202e-06,0.9983911947415932,0.05294429390302124,1.5492977279197444e-05,1.3470206781869209e-11,6.3862822324208774e-09,8.043459250582945e-07,0.0030200486545149284,0.0033746490801282655,5.39072008451492e-05,7.75486134267831e-07,0.01818682949142093,2.1332603893689038e-07,9.0009589676543e-08,0.00034571413451059776,1.5927616310032805e-07,0.02246185269102883,4.1138759610127555e-06,0.016008263293737134,0.003434228132474278,2.879955962483639e-06,5.217534086467156e-07,4.195307037642892e-09,5.223032907222212e-07,0.00010613665534882862,3.76,0.0,1.799775640508546e-06,0.2704181085440611,0.3119359310321387,0.07533211904533298,1.3759485471702841,0.13123355845199425,5.947393214368255e-09,5.496543523865846e-12,0.0001671384626256467,1.790105392776692e-06,4.4485821154531314e-11,2.7329864690167844e-11,1.1291994147905266e-09,0.0026217624714601133,2.4247253345519734e-11,2.3895751577476887e-05,1.851137433729938e-05,8.20523865376524e-05,0.004424539003415027,3.8135935996134085e-06,4.416879043874672e-06,1.0490279236097697e-12,2.463649138543714e-13,7.509585017849708e-09,8.371685373316435e-09,1.4863782061320228e-05,5.999075284062514e-07,0.00534747220913108,2.2329345971822138e-12,1.387953880520101e-07,0.0003392493482695923,1.4858429982566325e-09,1.2893126558405804e-06,0.026524398103453486,0.02091519468076391,4.684610783435918e-06,2.8192144013862518e-11,1.460570529963017e-09,1.5668027711781969e-07,0.013316830622892703,3.1314795443973593e-08,1.5592706766141494e-05,1.3995459891628338e-06,1.2060478461458123e-05,0.0036660047326941706,0.012826108092255893,6.580802307846332e-09,1.604802074058595e-13,3.081418652818413e-07,5.864930723900084e-07,3.707660549815967e-09,0.0002566860892346637,7.405369728807771e-08,1.1062354077254735e-10,3.9517319882848176e-06
0.001178113138762004,0.9276988384731034,0.0002833360919084969,4.0711158494183805e-05,7.541646862483384e-05,0.1317368205754979,0.0,0.0,0.0002783293961958963,8.166150458519827e-06,1.0012580828529023,0.05322379226057612,1.5426853532240746e-05,1.3724834313903781e-11,6.41896731289764e-09,8.06599655558668e-07,0.0030159647285160013,0.003343120589003073,5.3810066633206665e-05,7.773451509062601e-07,0.01825063071811845,2.1456062876975438e-07,9.009960576696236e-08,0.0003444785052199371,1.5762515183810363e-07,0.022104300252164633,4.138800103834889e-06,0.01603171073893113,0.0034224848184174913,2.8774932178370314e-06,5.191377902364721e-07,4.198714993651574e-09,5.210999208078764e-07,0.00010615550336328873,3.76,0.0,1.7974438709613824e-06,0.268345449914171,0.3130205259165051,0.07541058935749603,1.377244898905485,0.12988885120857885,5.886678386784687e-09,5.4403653390466976e-12,0.00016585740553092153,1.756982564939656e-06,4.3906079532754674e-11,2.700439462147972e-11,1.115856168915317e-09,0.0025948918383954115,2.3806864900863993e-11,2.385569039325093e-05,1.845886010599893e-05,8.12285099804356e-05,0.004412354589010074,3.796591776395508e-06,4.397199366825922e-06,1.0435526524844172e-12,2.450790734597102e-13,7.469351241969563e-09,8.240338638581611e-09,1.4702223174624825e-05,5.934708187359963e-07,0.0053301366098230454,2.2095715266480894e-12,1.3749916744504988e-07,0.0003403695994839464,1.457938786756672e-09,1.29320610355738e-06,0.0265211629022187,0.020843660917268855,4.7093844994901855e-06,2.7755167639767553e-11,1.4564052972731111e-09,1.5669678066601633e-07,0.013384775385981007,3.147459514881278e-08,1.562841954199881e-05,1.4028134476477317e-06,1.1992306007725044e-05,0.0036697616214408173,0.012887415968025479,6.49127074178288e-09,1.5829687704112355e-13,3.082609894082431e-07,5.881298226809121e-07,3.746705997848796e-09,0.00025700330710163466,7.457269169498122e-08,1.118579327796421e-10,3.9435862707606595e-06
0.0011848411427476447,0.928007557346211,0.00028508272751496535,4.063406707917851e-05,7.532188212647911e-05,0.1323063060936425,0.0,0.0,0.0002758136971857621,8.058770786137639e-06,1.004096833737103,0.05350253745160293,1.536053667208172e-05,1.3983925463705018e-11,6.45176471284927e-09,8.088693594655247e-07,0.003011822503568164,0.0033118298179624778,5.37128646742649e-05,7.791773084834679e-07,0.018314440742290005,2.1578664888255745e-07,9.01889757428203e-08,0.0003432296184280779,1.5598935751158612e-07,0.021751152572415194,4.163620848597652e-06,0.01605414577219165,0.0034106045781752384,2.8749322986502492e-06,5.165340738656505e-07,4.201899719743709e-09,5.198693079995472e-07,0.00010616493582459213,3.76,0.0,1.7951539989133143e-06,0.26628884558672433,0.31409801557649036,0.07548443890998223,1.378528995122261,0.12855889954139293,5.826629812854314e-09,5.384804045550851e-12,0.00016458627118894214,1.7245051171132477e-06,4.3333775148085126e-11,2.6682940426013744e-11,1.1026772651526492e-09,0.002568304407352047,2.3374735863118863e-11,2.3815766561453164e-05,1.8406589430319318e-05,8.041317551050646e-05,0.004400197636741233,3.7796451626652354e-06,4.377583548191197e-06,1.0381220734162484e-12,2.43803728098176e-13,7.429450478457551e-09,8.11060514902936e-09,1.4542540624563282e-05,5.871044644547494e-07,0.005313201298124834,2.1864976170903038e-12,1.3621265395758556e-07,0.0003415053346153542,1.4305755316108178e-09,1.2971048421069362e-06,0.02651688960885667,0.020771768995238214,4.734058521379307e-06,2.7325359602446888e-11,1.4521876325251948e-09,1.5671407615178618e-07,0.01345246456547216,3.163379382542196e-08,1.566351726012363e-05,1.4060258706624916e-06,1.1924023723954568e-05,0.003673393566141132,0.012948379227088677,6.4027143666485e-09,1.5613732813092305e-13,3.0836862345549746e-07,5.897655381673686e-07,3.78594605766426e-09,0.00025731291520132254,7.509006830824633e-08,1.1309995605816027e-10,3.935325304867548e-06
0.0011915691467332854,0.9283136658706748,0.0002868352455634244,4.055630702146783e-05,7.522704015208545e-05,0.13287515881880171,0.0,0.0,0.00027332211212196893,7.952934977907877e-06,1.0069076749398822,0.053780532616845754,1.5294029738842668e-05,1.4247530211093058e-11,6.484670769256064e-09,8.111548262231525e-07,0.0030076224994855056,0.003280777442599788,5.3615620117473736e-05,7.809820750734054e-07,0.018378261295017122,2.1700400768992065e-07,9.027765631888561e-08,0.00034196783877856824,1.5436864497886481e-07,0.021402409079618826,4.188334054323111e-06,0.016075573141335443,0.0033985909548253134,2.8722729756003764e-06,5.139425107610124e-07,4.204862169864244e-09,5.186115322868871e-07,0.00010616503771362434,3.76,0.0,1.7929042370440286e-06,0.26424815889311476,0.315168442114995,0.0755537092444728,1.3798009651865863,0.1272435379655529,5.767240003652552e-09,5.3298527082576745e-12,0.0001633249751283213,1.6926594697277694e-06,4.276878373675297e-11,2.6365436413362215e-11,1.0896600687444218e-09,0.0025419961581600466,2.2950706786454578e-11,2.377596455249654e-05,1.8354549480632152e-05,7.960624257240041e-05,0.0043880664920180265,3.7627501265319434e-06,4.358027382629366e-06,1.0327353210249456e-12,2.4253867480216155e-13,7.389876538632954e-09,7.982484691008536e-09,1.4384701351375254e-05,5.8080742660799e-07,0.0052966593000029275,2.1637093885477946e-12,1.3493580413631848e-07,0.0003426561528212979,1.4037414232929968e-09,1.3010073850883357e-06,0.02651159522959254,0.020699534034508176,4.758628404466381e-06,2.690258047225929e-11,1.4479175278306246e-09,1.5673206711244009e-07,0.013519897261214654,3.1792389357588676e-08,1.5698002560506983e-05,1.4091834960407065e-06,1.1855642558807702e-05,0.003676902819962216,0.013008999755534852,6.315128488279453e-09,1.5400144587842266e-13,3.0846462179871287e-07,5.913996567293526e-07,3.825376837315172e-09,0.00025761499360354913,7.560581087177771e-08,1.1434951087270319e-10,3.926951157924912e-06
