Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57)
1.0545531300351531e-05,1.0361730542345502,0.00018147119509993103,0.00011332627402943176,8.592878123478808e-05,0.0025527696805509557,0.0,0.0,0.0001904561608886266,1.5705846046792807e-06,0.009558035870299943,0.0003965444366102563,2.7314374301433e-05,1.3401428513639699e-11,3.819620975104889e-08,1.8185866111054504e-06,0.00026189268654933025,0.00035397939471453144,2.979194554006102e-05,2.0647236564865208e-05,0.024920419174694577,5.981225964177458e-07,1.0394887222947067e-07,5.214949962651823e-08,1.0903101070575004e-08,0.0030828106108895365,3.317913905963484e-07,2.6669248780788627e-06,5.976817811527578e-08,1.4747066071380185e-09,1.0699309078678475e-08,2.5402100373158404e-11,4.045337314524359e-08,5.870170403215705e-09,3.76,0.0,5.587596993121533e-07,0.9876547201689171,0.002724295021605421,4.617062431560931e-05,0.7997844502349565,0.7321955813204795,1.8970947338122195e-06,9.733909732161503e-09,0.0030906291946782996,8.78905029068196e-06,9.786230926366508e-09,5.227011864835659e-11,3.79604574112737e-09,0.0005969938668023087,4.7190641639896596e-09,0.0001583481418318743,0.00013635913452958502,0.0007244533388172207,0.006730223491215586,9.492560827976391e-07,1.4209038122129022e-06,7.238773010232231e-13,6.252473207098032e-13,6.296086586156344e-08,5.946320026977812e-08,2.5510267698107172e-05,2.93382159844095e-07,0.00022752851677510514,5.281365892865251e-09,1.8385891335799225e-10,1.3467696420586041e-09,2.2654090992399725e-06,8.234888810932125e-09,8.155915048358354e-05
1.0613306454458005e-05,1.0362312305993049,0.0001850656201701698,0.00011549718692597761,8.777168725264802e-05,0.0026056578102155643,0.0,0.0,0.00019472896700155264,1.6094199499787555e-06,0.009766108010744531,0.0004051899882718629,2.7942624275338073e-05,1.407810759944869e-11,3.933805716639455e-08,1.8550532701419944e-06,0.0002679328823322591,0.0003560977077078436,3.058106101393606e-05,2.115075709271648e-05,0.025062123061302892,6.017292725839135e-07,1.0641013547603447e-07,5.456574039479175e-08,1.1215925507023197e-08,0.0031486404721361477,3.340325378706787e-07,2.71222609837834e-06,6.261083061271899e-08,1.5427635276077955e-09,1.1153983276507869e-08,2.618959059609626e-11,4.1129869458659076e-08,6.000146899613068e-09,3.76,0.0,5.586287001466493e-07,0.9874582192562413,0.0027870367749463837,4.738337262868408e-05,0.8000185894079671,0.7317750287352759,1.896005276716663e-06,9.728321137914145e-09,0.0030900143053843574,8.85406940676426e-06,9.897992642626524e-09,5.3327933463872704e-11,3.875013068871895e-09,0.0006071844183968747,4.715150830668222e-09,0.00016150305510880214,0.00013903866362013984,0.000737808226665428,0.006865963653383534,9.674186760004788e-07,1.4481221081841919e-06,7.382035611979273e-13,6.376221846313278e-13,6.420699908900672e-08,6.052719361769339e-08,2.6004036154354606e-05,2.99224922772251e-07,0.00023701372922044054,5.4018168168599895e-09,1.8730011781460372e-10,1.3724879600079239e-09,2.407512238627828e-06,8.235164216222713e-09,8.227408484476613e-05
1.0681081608564478e-05,1.0362899874172349,0.0001887269108026975,0.00011770690666409458,8.965101497167749e-05,0.0026595484640563488,0.0,0.0,0.00019908650450009606,1.6491955145288874e-06,0.009978242599005272,0.00041400842994176974,2.858333501446884e-05,1.4788383983553603e-11,4.0513236344493285e-08,1.8922129990274116e-06,0.0002741047448883802,0.0003582211069704952,3.1389282016142705e-05,2.166464563743218e-05,0.025203310322512943,6.053291297524874e-07,1.089352718679056e-07,5.708972658279142e-08,1.1538302012492294e-08,0.003215808771299796,3.3632089033071563e-07,2.7588583515649652e-06,6.558335990301748e-08,1.6138811695016312e-09,1.1627579897206734e-08,2.7004033539738554e-11,4.181952040258318e-08,6.134184623117739e-09,3.76,0.0,5.584964472704306e-07,0.987257855679591,0.002851090787769214,4.8625616868235735e-05,0.8002539768167876,0.7313496546452395,1.8949033311045933e-06,9.722668489629584e-09,0.0030893873304588043,8.919328273274595e-06,1.0011616658377366e-08,5.440494714026311e-11,3.9554566766711655e-09,0.0006175622919163298,4.711186888853981e-09,0.00016471532414411258,0.0001417657810464264,0.0007513739348301066,0.007003991768495325,9.858994822225801e-07,1.4758170089156975e-06,7.527949679646257e-13,6.502259496210645e-13,6.547618055020044e-08,6.161102731649986e-08,2.650635235675247e-05,3.051630759673624e-07,0.0002468663787990066,5.524835817282499e-09,1.9080020877091656e-10,1.3986378583872112e-09,2.558430342032774e-06,8.235741613455552e-09,8.299904848674207e-05
1.0748856762670952e-05,1.0363493344922607,0.00019245598499850576,0.00011995593613303495,9.15673197530872e-05,0.002714458995133716,0.0,0.0,0.00020352998561491185,1.6899330457295122e-06,0.010194510352355848,0.0004230030291385947,2.923666471520476e-05,1.5533873842911055e-11,4.172268190430364e-08,1.930076520874823e-06,0.00028041100747706947,0.0003603499453187613,3.2217015676563204e-05,2.218904280243197e-05,0.025343972867956907,6.089220943380587e-07,1.1152605868075458e-07,5.9726085357134e-08,1.1870540444906792e-08,0.003284342709526318,3.386571940368539e-07,2.806872639313515e-06,6.869152420072975e-08,1.6881941962375254e-09,1.2120858514116498e-08,2.7846406753134683e-11,4.2522516691328096e-08,6.272436673936982e-09,3.76,0.0,5.583629464837403e-07,0.9870535604091847,0.002916481927650341,4.9898098971133456e-05,0.8004906349165778,0.7309193746785526,1.8937886784524988e-06,9.716950666334883e-09,0.00308874805391023,8.984831151733957e-06,1.0127122251046091e-08,5.550138862456753e-11,4.03739571943998e-09,0.0006281305329176586,4.707171487840905e-09,0.0001679856728752686,0.0001445410453279905,0.0007651520383802004,0.007144335856960349,1.0047020923567185e-06,1.5039938827673985e-06,7.676553291074496e-13,6.630618939180625e-13,6.676874020788549e-08,6.271510576568433e-08,2.701730824099298e-05,3.111976608791339e-07,0.00025709950038129586,5.65047385333439e-09,1.9435986882272497e-10,1.4252233739815967e-09,2.718688237622559e-06,8.236641864600954e-09,8.373442525693703e-05
1.0816631916777426e-05,1.0364092817240889,0.00019625375466247484,0.00012224477371924945,9.352115618464433e-05,0.0027704069465110085,0.0,0.0,0.00020806061417782227,1.731654663675728e-06,0.01041498275359505,0.0004321771031017298,2.990276895085718e-05,1.6316265707463258e-11,4.296735019090095e-08,1.9686545777223444e-06,0.00028685444871087874,0.0003624845880812298,3.3064674928596404e-05,2.272408747884962e-05,0.025484102559702713,6.12508093725026e-07,1.1418432069500435e-07,6.247963157179175e-08,1.2212960323485832e-08,0.003354269948941313,3.4104219550361854e-07,2.856321791287424e-06,7.194132825266364e-08,1.7658429775261414e-09,1.2634606734125927e-08,2.8717721182276303e-11,4.323904830144001e-08,6.415062109676562e-09,3.76,0.0,5.582282042739059e-07,0.9868452636197476,0.0029832354026254632,5.1201582103938104e-05,0.800728586441846,0.7304841035372261,1.892661097838752e-06,9.711166534744326e-09,0.0030880962572576846,9.05058234355765e-06,1.0244528229358018e-08,5.661748303856293e-11,4.120849138364778e-09,0.0006388922040237473,4.703103769224906e-09,0.00017131481683920974,0.00014736500596865693,0.0007791440323194526,0.007287023790652849,1.0238300272227038e-06,1.5326579926720106e-06,7.827884432312122e-13,6.761332873220079e-13,6.808500716797816e-08,6.383984026296147e-08,2.7536993686932185e-05,3.173297064052178e-07,0.0002677265251711276,5.778782625064808e-09,1.9797977010181645e-10,1.452248408213152e-09,2.8888404579177995e-06,8.237887338518846e-09,8.448061195351545e-05
1.08844070708839e-05,1.0364698391055427,0.00020012112446509425,0.0001245739126355025,9.551307752592226e-05,0.0028274100472214805,0.0,0.0,0.0002126795840374789,1.7743828576449591e-06,0.010639732034832483,0.00044153401883093057,3.058180039320181e-05,1.7137323185465875e-11,4.424821941581941e-08,2.007957922187396e-06,0.0002934378925853587,0.00036462541352212636,3.3932678436903254e-05,2.326991662622008e-05,0.025623691216692328,6.1608705638273e-07,1.1691193108309238e-07,6.535537455639176e-08,1.2565891056303762e-08,0.0034256186129227035,3.4347664107550996e-07,2.907260522166185e-06,7.533903323176975e-08,1.8469738114952732e-09,1.3169641032067843e-08,2.9619022040969216e-11,4.396930426230528e-08,6.562226170840796e-09,3.76,0.0,5.580922278106187e-07,0.9866328947051137,0.0030513767587569012,5.253685136225406e-05,0.8009678544032001,0.7300437550167407,1.8915203659945286e-06,9.705314949519853e-09,0.003087431719576344,9.11658618873007e-06,1.0363852893341969e-08,5.7753451277270227e-11,4.205835632367785e-09,0.0006498503833781763,4.698982867187707e-09,0.0001747034621100272,0.00015023820252393243,0.0007933513266378864,0.007432083265689384,1.0432867308644496e-06,1.5618144860850013e-06,7.981980959862381e-13,6.894433879178984e-13,6.942530934955936e-08,6.498564901058379e-08,2.8065496336984618e-05,3.2356022756046947e-07,0.00027876128857024136,5.909814567731645e-09,2.0166057317033088e-10,1.4797167170447389e-09,3.0694727906542874e-06,8.239502021057e-09,8.523801866915846e-05
1.0952182224990373e-05,1.0365310167196833,0.00020405899065746854,0.00012694384022327566,9.754363512773023e-05,0.0028854862078727425,0.0,0.0,0.0002173880774098945,1.8181404817434484e-06,0.010868831159875183,0.00045107719308451423,3.1273908525041464e-05,1.7998887745317484e-11,4.556628976929982e-08,2.047997308706756e-06,0.00030016420846109404,0.0003667728132744692,3.4821450515214656e-05,2.3826665045486656e-05,0.0257627306194235,6.196589119850088e-07,1.1971081227962592e-07,6.83585250878614e-08,1.2929672166850759e-08,0.003498417285842406,3.4596127627613796e-07,2.959745489861096e-06,7.889116697441382e-08,1.9317391537775774e-09,1.3726807594437536e-08,3.0551389683044424e-11,4.4713472437862105e-08,6.714100513696411e-09,3.76,0.0,5.579550249383668e-07,0.9864163822942499,0.0031209318772736144,5.390471449515208e-05,0.8012084620836933,0.7295982420274828,1.8903662573593843e-06,9.699394753555337e-09,0.0030867542175476233,9.182847064378771e-06,1.04851139930212e-08,5.89095095932761e-11,4.2923736284725415e-09,0.0006610081630047241,4.694807908801248e-09,0.00017815230419715688,0.0001531611636364507,0.0008077752412479155,0.007579541774214722,1.0630755636192332e-06,1.5914683845937252e-06,8.138880561260763e-13,7.0299543865652e-13,7.078997314034552e-08,6.61529571137983e-08,2.8602901408637052e-05,3.2989022410340426e-07,0.0002902180379162807,6.043622845040216e-09,2.0540292587593496e-10,1.5076319005895255e-09,3.261203899365022e-06,8.241511632953693e-09,8.600706913829893e-05
1.1019957379096846e-05,1.0365928247367269,0.00020806823983935918,0.00012935503722831206,9.961337782541654e-05,0.002944653515877128,0.0,0.0,0.00022218726316351902,1.8629507496599405e-06,0.011102353805174518,0.00046081009233415397,3.197923934394752e-05,1.8902881550728357e-11,4.69225835021659e-08,2.0887834843559733e-06,0.0003070363109951117,0.0003689271927829184,3.5731421033809183e-05,2.4394465144403653e-05,0.025901212514878678,6.232235915342003e-07,1.225829368312072e-07,7.149450254566237e-08,1.3304653518991598e-08,0.0035726950122448404,3.484968451306382e-07,3.013835354904069e-06,8.260453456867716e-08,2.0202978536397604e-09,1.4306983171224401e-08,3.151594047405232e-11,4.5471739299360096e-08,6.870863450639203e-09,3.76,0.0,5.578166041658273e-07,0.9861956542687446,0.0031919269712669656,5.530600265550006e-05,0.8014504330347415,0.7291474766180396,1.88919854414164e-06,9.693404778285506e-09,0.0030860635255138716,9.249369383244655e-06,1.060832868579888e-08,6.008586916692516e-11,4.380481251068908e-09,0.0006723686470690729,4.690578014353114e-09,0.00018166202690410294,0.0001561344060396473,0.0008224170008094454,0.007729426575194429,1.0831997949605963e-06,1.6216245731879004e-06,8.298620713963493e-13,7.167926637892499e-13,7.217932303749392e-08,6.734219657096187e-08,2.9149291501136294e-05,3.3632067912009335e-07,0.0003021114400701376,6.180261341202917e-09,2.0920746216789025e-10,1.5359973924313864e-09,3.464687015839698e-06,8.243943756056167e-09,8.678820108751492e-05
1.108773253320332e-05,1.036655273410745,0.00021214974768012917,0.00013180797704921926,0.00010172285130578837,0.0030049302302965694,0.0,0.0,0.0002270782950386925,1.9088372284728606e-06,0.011340374339293491,0.0004707362326742273,3.2697935057364723e-05,1.9851310345564367e-11,4.831814497496979e-08,2.130327179242423e-06,0.00031405716001873775,0.0003710889717561462,3.6663025316268055e-05,2.497344669543825e-05,0.026039128621704533,6.267810274896101e-07,1.255303282225023e-07,7.476894225043158e-08,1.3691195539675916e-08,0.0036484812954291563,3.510840894614385e-07,3.0695908409908774e-06,8.648622930114841e-08,2.1128153972192367e-09,1.4911075934524126e-08,3.251382766044107e-11,4.624428968913103e-08,7.0327001981968674e-09,3.76,0.0,5.57676974652e-07,0.9859706377818133,0.003264388581925294,5.674157117705409e-05,0.8016937910715997,0.7286913700004077,1.888016996383736e-06,9.687343844020297e-09,0.0030853594155378153,9.316157592045198e-06,1.0733513492551286e-08,6.128273566248509e-11,4.4701762900786556e-09,0.000683934950040277,4.686292297693652e-09,0.00018523330114781405,0.00015915843352995397,0.0008372777294489208,0.007881764664214738,1.1036625961171347e-06,1.6522877891948492e-06,8.461238642533302e-13,7.308382651560352e-13,7.359368127362665e-08,6.85538062548241e-08,2.970474639642636e-05,3.428525575658543e-07,0.00031445658882731315,6.319784651762111e-09,2.1307480087420986e-10,1.564816448662622e-09,3.6806117065978217e-06,8.24682796839508e-09,8.758186658876722e-05
1.1155507687309794e-05,1.036718373076146,0.0002163043775925859,0.0001343031249591167,0.00010387259744744945,0.0030663347762907448,0.0,0.0,0.00023206230980148468,1.955823831455901e-06,0.011582967800855543,0.0004808591796836528,3.34301337693031e-05,2.0846266384169034e-11,4.9754040671968234e-08,2.172639096467047e-06,0.00032122976035889035,0.0003732585846285184,3.761670402511446e-05,2.5563736586304506e-05,0.026176470635645044,6.303311539004551e-07,1.2855506167492126e-07,7.818770298538687e-08,1.408966943870637e-08,0.00372580609540117,3.537237481575286e-07,3.127074796656746e-06,9.054364396944741e-08,2.209464157920693e-09,1.5540026342470357e-08,3.3546242234075135e-11,4.703130657535672e-08,7.19980313279496e-09,3.76,0.0,5.575361461888844e-07,0.9857412592788606,0.0033383435742903177,5.821230037917436e-05,0.8019385602683817,0.7282298325771769,1.8868213820326994e-06,9.681210760305417e-09,0.003084641657466863,9.383216169727661e-06,1.0860684252446562e-08,6.250030877043283e-11,4.561476168025931e-09,0.0006957101947496225,4.6819498666052255e-09,0.00018886678373895716,0.00016223373590791202,0.0008523584453779127,0.008036582742292802,1.1244670324702151e-06,1.6834626108841044e-06,8.626771274111908e-13,7.451354183256854e-13,7.503336742798782e-08,6.978823188446443e-08,3.026934285443197e-05,3.49486804765224e-07,0.0003272690121266268,6.46224807311721e-09,2.1700554444022252e-10,1.594092136646697e-09,3.909705715479969e-06,8.250195988684218e-09,8.838853241515222e-05
1.1223282841416267e-05,1.0367821341439316,0.00022053297935985022,0.00013684093730039043,0.00010606315363441738,0.00312888573915749,0.0,0.0,0.00023714042533211737,2.0039348098256783e-06,0.01183020987493724,0.0004911825482381216,3.4175969158880824e-05,2.188993140239803e-11,5.123135917741379e-08,2.2157299016506866e-06,0.0003285571615997125,0.00037543648103083245,3.859290303594721e-05,2.6165458563293932e-05,0.026313230235230606,6.338739065432793e-07,1.316592649140638e-07,8.175687469935924e-08,1.4500457424822914e-08,0.003804699826160243,3.5641655641747746e-07,3.186352258058531e-06,9.478448256745781e-08,2.310423654009984e-09,1.619480800688931e-08,3.4614413789798355e-11,4.7832970797844684e-08,7.37237205440575e-09,3.76,0.0,5.57394129180479e-07,0.985507444519646,0.0034138191325184795,5.971909640004205e-05,0.8021847649526054,0.7277627739707491,1.8856114670158907e-06,9.67500432630992e-09,0.003083910019002437,9.450549625609332e-06,1.0989856076511687e-08,6.373878173606307e-11,4.654397906020462e-09,0.0007076975103446045,4.6775498231942546e-09,0.00019256311612346003,0.0001653607878887192,0.0008676600554174956,0.008193907183702899,1.14561605573454e-06,1.7151534457473091e-06,8.795255192172884e-13,7.596872685879968e-13,7.649869802268621e-08,7.104592598736269e-08,3.084315440280839e-05,3.5622434487083143e-07,0.0003405646790282668,6.60770759069578e-09,2.2100027762899427e-10,1.6238273235150106e-09,4.15273688441881e-06,8.254081830845656e-09,8.920868039882753e-05
1.1291057995522741e-05,1.036846567097724,0.0002248363877155291,0.0001394218606526944,0.00010829505204294955,0.0031926018579547214,0.0,0.0,0.0002423137386483653,2.053194743373964e-06,0.012082176867868392,0.0005017100022706146,3.493557015102466e-05,2.298457962399724e-11,5.275121111157399e-08,2.2596102120217727e-06,0.0003360424577813654,0.00037762312626982126,3.959207329968064e-05,2.6778732967599257e-05,0.026449399087725183,6.374092230638306e-07,1.3484511890187306e-07,8.54827863897802e-08,1.492395291731195e-08,0.0038851933522855583,3.5916324496653014e-07,3.2474905128338816e-06,9.921677234993595e-08,2.4158808134262224e-09,1.6876428562940154e-08,3.571961137359369e-11,4.864946080484794e-08,7.550614458191551e-09,3.76,0.0,5.572509346178946e-07,0.9852691186020991,0.0034908427546304246,6.126289205926345e-05,0.8024324296992493,0.7272901030546424,1.8843870153221534e-06,9.668723331241472e-09,0.003083164265774459,9.518162497401871e-06,1.112104329997563e-08,6.499834087467207e-11,4.748958088664914e-09,0.0007199000301358373,4.673091264306436e-09,0.00019632292308583094,0.00016854004798284996,0.0008831833494353437,0.008353764002827127,1.1671124959263808e-06,1.747364518460694e-06,8.96672658855265e-13,7.744969267975739e-13,7.798998610401025e-08,7.232734785107137e-08,3.142625112130171e-05,3.6306607928193364e-07,0.00035436000643183696,6.7562198657073285e-09,2.250595661841971e-10,1.654024664408142e-09,4.410515154396697e-06,8.258521969191487e-09,9.0042807790755e-05
1.1358833149629214e-05,1.0369116824895612,0.00022921542087762196,0.00014204633097442864,0.00011056881890157798,0.0032575020186934593,0.0,0.0,0.0002475833238645464,2.103628529926012e-06,0.012338945680404858,0.0005124452544780784,3.570906057967859e-05,2.4132580796320667e-11,5.43147290238243e-08,2.3042905850631507e-06,0.0003436887870327223,0.00037981900181607403,4.0614670692507995e-05,2.740367646486307e-05,0.026584968855332854,6.409370431233721e-07,1.381148585292211e-07,8.937201416338162e-08,1.5360560752298066e-08,0.003967317984785578,3.619645392482215e-07,3.3105591650037707e-06,1.038488762828103e-07,2.5260302458147654e-09,1.7585930538857523e-08,3.686314431873276e-11,4.948095238099357e-08,7.734745814245084e-09,3.76,0.0,5.571065740503647e-07,0.9850262059878222,0.0035694422467319356,6.284464775075445e-05,0.8026815793243046,0.726811727986945,1.8831477890885332e-06,9.662366554790138e-09,0.003082404161421123,9.586059349116892e-06,1.1254259433421976e-08,6.62791650736289e-11,4.845172827901875e-09,0.0007323208893348367,4.6685732819657255e-09,0.00020014681141490811,0.00017177195734751667,0.0008989289947031891,0.008516178820041824,1.1889590531252838e-06,1.780099858538879e-06,9.14122121376201e-13,7.895674650696272e-13,7.950754080884502e-08,7.363296346394197e-08,3.201869942088928e-05,3.700128850235229e-07,0.00036867186550371405,6.90784222041748e-09,2.2918395545616464e-10,1.684686590473447e-09,4.683894648528675e-06,8.263555514925903e-09,9.089142762189652e-05
1.1426608303735688e-05,1.0369774909354477,0.00023367087903676054,0.0001447147727180109,0.00011288497372443089,0.003323605247091905,0.0,0.0,0.0002529502300869368,2.1552613735656587e-06,0.01260059377924099,0.0005233920659721281,3.6496558843917334e-05,2.5336403248713656e-11,5.592306724009946e-08,2.349781506716903e-06,0.00035149933113462673,0.00038202460579998907,4.1661155853210904e-05,2.804040176821804e-05,0.026719931201664528,6.444573085493887e-07,1.414707732644328e-07,9.343138947175262e-08,1.5810697382824026e-08,0.004051105476173825,3.648211585910463e-07,3.3756302008806155e-06,1.0868950588507727e-07,2.6410745217638917e-09,1.832439222376099e-08,3.804636306715091e-11,5.03276183664141e-08,7.924989855519332e-09,3.76,0.0,5.569610595519381e-07,0.9847786305293247,0.00364964571668991,6.446535236680503e-05,0.8029322388778031,0.7263275562459638,1.8818935486926917e-06,9.655932767601333e-09,0.0030816294676740737,9.654244768850116e-06,1.1389517112790237e-08,6.758142528170547e-11,4.943057725820068e-09,0.0007449632226807411,4.663994963837504e-09,0.0002040353685328461,0.00017505693860987647,0.000914897530183007,0.00868117682665425,1.2111582890360685e-06,1.8133632876902831e-06,9.318774325585717e-13,8.049019123284683e-13,8.105166691626449e-08,7.496324544435594e-08,3.262056181789679e-05,3.770656130870723e-07,0.0003835175877817044,7.062632621879266e-09,2.3337396899203053e-10,1.7158152966324412e-09,4.973775839127974e-06,8.26922440466434e-09,9.175506906548763e-05
1.1494383457842162e-05,1.0370440031106698,0.00023820354279955607,0.00014742759791936045,0.0001152440285180018,0.0033909307008809443,0.0,0.0,0.00025841547924668716,2.208118771567247e-06,0.01286719916683051,0.0005345542458716328,3.7298177557409484e-05,2.659861696618373e-11,5.757740166193328e-08,2.3960933791471415e-06,0.00035947731501030585,0.0003842404535153111,4.273199400744494e-05,2.8689017355123495e-05,0.026854277798465092,6.479699634906408e-07,1.4491520775303406e-07,9.766800751824801e-08,1.6274791071771492e-08,0.004136588014733622,3.677338153508371e-07,3.442778055939867e-06,1.1374773446774272e-07,2.7612244592063352e-09,1.909292853133867e-08,3.927065997311936e-11,5.1189628367207494e-08,8.121578874028337e-09,3.76,0.0,5.568144036836417e-07,0.9845263154990295,0.0037314815672471646,6.612602425422616e-05,0.8031844336363144,0.7258374946681271,1.8806240528511597e-06,9.649420731778677e-09,0.0030808399444491414,9.722723366441412e-06,1.152682804827112e-08,6.890528398609981e-11,5.04262783644375e-09,0.0007578301619541763,4.659355393716357e-09,0.00020798916108830657,0.00017839539466303338,0.0009310893607510459,0.008848782748907082,1.2337126183590056e-06,1.8471584068860146e-06,9.499420635982708e-13,8.205032497098628e-13,8.262266438441683e-08,7.631867295789452e-08,3.323189670331667e-05,3.842250867341453e-07,0.00039891497092366644,7.220649664057552e-09,2.376301070910114e-10,1.7474127291329878e-09,5.281107800514138e-06,8.27557360170021e-09,9.26342778000082e-05
1.1562158611948635e-05,1.0371112297448597,0.0002428141715880173,0.0001501852052621132,0.00011764648696161393,0.003459497661651943,0.0,0.0,0.00026398006387156773,2.262226499973966e-06,0.013138840349487018,0.0005459356508350481,3.8114023191723344e-05,2.7921896670243966e-11,5.927892951427058e-08,2.4432365080620223e-06,0.0003676260061394586,0.00038646707792975535,4.382765477864057e-05,2.9349627178341515e-05,0.02698800033260028,6.514749545764964e-07,1.4845056236379587e-07,1.0208923583204708e-07,1.6753282076621067e-08,0.004223798217933923,3.7070321402961255e-07,3.5120796826083954e-06,1.1903301077474106e-07,2.8866994169232805e-09,1.989269185705116e-08,4.0537470086124116e-11,5.2067148457385086e-08,8.324754025388158e-09,3.76,0.0,5.56666619450904e-07,0.9842691836200842,0.0038149784885602705,6.782771220348183e-05,0.803438189094886,0.7253414494881865,1.879339058723551e-06,9.642829201417383e-09,0.0030800353499427177,9.791499771008293e-06,1.1666202972147363e-08,7.025089467765487e-11,5.143897626534005e-09,0.0007709248333766388,4.654653652038897e-09,0.00021200873351499114,0.00018178770743603286,0.0009475047513695914,0.00901902081107185,1.2566242999772032e-06,1.8814885831558404e-06,9.683194256305408e-13,8.363744058189125e-13,8.422082787287287e-08,7.769973162188058e-08,3.3852758107581445e-05,3.91492099764268e-07,0.0004148822840654808,7.3819525482818236e-09,2.41952845326072e-10,1.7794805729029554e-09,5.606890549210999e-06,8.282651310784429e-09,9.352961637246574e-05
1.1629933766055109e-05,1.0371791816168123,0.0002475035019961991,0.0001529879791171971,0.00012009284356192284,0.003529325526238262,0.0,0.0,0.0002696449447981387,2.317610597761992e-06,0.013415596303737435,0.0005575401845303618,3.8944195714020204e-05,2.9309024898050616e-11,6.102886903919694e-08,2.491221089597512e-06,0.0003759487138924757,0.00038870503020216633,4.494861198516906e-05,3.0022330371435746e-05,0.027121090513302207,6.549722310804596e-07,1.520792936759242e-07,1.0670272300442768e-07,1.724662282499541e-08,0.0043127691249580345,3.737300503717828e-07,3.5836146189184084e-06,1.2455517303018718e-07,3.0177275950629007e-09,2.0724872926334846e-08,4.184827190969678e-11,5.29603408725011e-08,8.534765641754084e-09,3.76,0.0,5.565177202560334e-07,0.9840071570990189,0.0039001654501449453,6.957149647170698e-05,0.8036935309584214,0.7248393263817677,1.8780383220228654e-06,9.63615692316883e-09,0.003079215440733909,9.860578628350457e-06,1.1807651585638385e-08,7.16184013048425e-11,5.24688093543542e-09,0.000784250354893944,4.64988881642196e-09,0.00021609460655683282,0.00018523423663920419,0.0009641438212171367,0.009191914697655828,1.279895427971381e-06,1.916356936126538e-06,9.870128640862403e-13,8.525182518456512e-13,8.584644625065767e-08,7.910691339671442e-08,3.4483195461076525e-05,3.988674147486323e-07,0.0004314382727524795,7.546601061962124e-09,2.4634263303339e-10,1.8120202387237326e-09,5.9521774730517625e-06,8.290509207217777e-09,9.444166456160448e-05
1.1697708920161583e-05,1.0372478695490464,0.0002522722461054501,0.00015583628855851263,0.00012258358278189886,0.0036004337976224938,0.0,0.0,0.0002754110488262144,2.374297349529889e-06,0.013697546440904582,0.0005693717970405369,3.978878821973106e-05,3.076289507015557e-11,6.282845913270317e-08,2.540057196766883e-06,0.00038444878878118996,0.0003909548802055885,4.6095343423436056e-05,3.070722094921778e-05,0.0272535400796713,6.58461745087804e-07,1.558039149020367e-07,1.115164075815398e-07,1.7755278079874114e-08,0.004403534188306767,3.7681501043872226e-07,3.6574650579707496e-06,1.3032446339567665e-07,3.1545463425580497e-09,2.1590701631113514e-08,4.320458813277752e-11,5.3869363695195446e-08,8.751873553195666e-09,3.76,0.0,5.563677198455498e-07,0.9837401576602781,0.00398707169221407,7.135848984050602e-05,0.8039504851324749,0.7243310305103158,1.8767215971319985e-06,9.629402636836934e-09,0.0030783799718925578,9.929964598223256e-06,1.1951182504814055e-08,7.300793771715725e-11,5.351590934006821e-09,0.0007978098333424783,4.645059962226541e-09,0.00022024727576134846,0.0001887353184863682,0.0009810065377884307,0.009367487514750663,1.3035279224734596e-06,1.9517663243198243e-06,1.0060256528855243e-12,8.689375965410896e-13,8.749980209024272e-08,8.054071646342775e-08,3.5123253350708565e-05,4.0635176123138687e-07,0.00044860216340722675,7.714655555502533e-09,2.50799891771233e-10,1.8450328502437681e-09,6.318077850560258e-06,8.299202681091692e-09,9.5371019740656e-05
