Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57)
1.9477116119344583e-09,0.9077316075722653,1.2112227101710683e-08,6.821778865304125e-11,2.0894572335665044e-11,6.939355516180642e-12,0.0,0.0,1.6366009700668002e-08,2.268207649957421e-14,6.239010751972749e-13,5.743094593515222e-12,8.48475960056048e-15,1.641459366558896e-24,3.79303997556491e-16,2.0167280373853144e-10,3.6001145334219643e-09,9.772974322139614e-10,3.377021069935968e-18,1.400863074657955e-17,5.5981533362561195e-08,1.2633717140767194e-14,2.7084547558515314e-09,7.03229013878901e-18,2.011450288510991e-14,2.983929087058332e-14,3.4691616891216103e-12,6.223779586727983e-16,8.177713282501638e-21,9.735516412295051e-21,1.4842628969845984e-17,2.061849892235835e-21,3.4969939432329687e-15,1.0151494977523192e-21,3.76,0.0,0.7504052125023172,0.996910605804783,1.2996507722447025e-13,8.974754376431736e-14,0.020089388941075287,0.019803912653547917,0.00028532923324042927,3.034449661011839e-08,0.003089376650278951,2.0940684220508578e-11,5.4983757607509446e-12,9.567091636111796e-15,6.076429612469355e-16,9.76895433835379e-10,1.2309054851179662e-10,1.7771529878468792e-09,1.1523794331765219e-09,1.7003505422151028e-11,5.403341925548001e-14,5.995746318932315e-10,6.39978852955308e-11,2.9641381249071975e-18,2.7456099946798767e-17,4.9377803397608355e-12,2.0497434935789473e-14,2.654835066815209e-12,3.0076394973616084e-19,2.921422651824982e-09,9.066917694272e-15,2.2061215618119462e-18,5.93741039224452e-17,3.600201545864361e-09,8.886021226350629e-09,8.664026741562362e-09
1.9861122244061693e-09,0.907795513069487,1.2504094587797176e-08,7.133864260498738e-11,2.2003823675012126e-11,7.330768758332299e-12,0.0,0.0,1.6684226934314145e-08,2.3715844730260887e-14,6.621519982198256e-13,6.137267411941351e-12,9.103295392258255e-15,1.7394702079120017e-24,3.9218466841954897e-16,2.0921994852618205e-10,3.6701424322816666e-09,1.0188668991655568e-09,3.627839685757935e-18,1.4872298537965058e-17,5.821594036830915e-08,1.3395150666588051e-14,2.757096654730789e-09,7.439723965911758e-18,2.086533987689406e-14,3.215056357272273e-14,3.6773986597185205e-12,6.731792909856332e-16,8.667180718322268e-21,1.0310990331373847e-20,1.5727708564762398e-17,2.262500717908795e-21,3.778867003861602e-15,1.1405984941735749e-21,3.76,0.0,0.7500144463605309,0.9969079712148506,1.3872115140031307e-13,9.33638643638826e-14,0.02048015682549123,0.020193564231360074,0.0002864402726740249,3.099290694693135e-08,0.003092010873739763,2.1796748380162382e-11,5.721286855219027e-12,9.914871044913962e-15,6.370314204918709e-16,1.0184421196517342e-09,1.2598721899195538e-10,1.8275342157572204e-09,1.1854708550031603e-09,1.785723450530204e-11,5.78094312555767e-14,6.168511472472121e-10,6.622993884941302e-11,3.146864517101976e-18,2.8886848359383326e-17,5.1676456728645884e-12,2.1527156059218054e-14,2.788241380183492e-12,3.251520805326704e-19,2.9782705480168176e-09,9.411918802220635e-15,2.3651768786359484e-18,6.324834584494366e-17,3.6702315824271333e-09,8.97007644079843e-09,8.945096348514321e-09
2.0245128368778803e-09,0.9078593852963418,1.2899702183450494e-08,7.45391262952456e-11,2.3147643601668396e-11,7.73581110712783e-12,0.0,0.0,1.7002280669418598e-08,2.47773495999277e-14,7.019282898483978e-13,6.54935164230389e-12,9.754094613839699e-15,1.8413979260932785e-24,4.0522561365776484e-16,2.1688747147384104e-10,3.740133934083593e-09,1.0613043059428532e-09,3.891177583820169e-18,1.5771768264094146e-17,6.049403325350129e-08,1.4186510948409083e-14,2.805565159884236e-09,7.861957606640944e-18,2.1628084668256836e-14,3.4586434562869496e-14,3.8937300195585315e-12,7.270335300617171e-16,9.175647381035143e-21,1.0908242471464734e-20,1.664635981545433e-17,2.4780583023278397e-21,4.077328532427351e-15,1.2786694794977787e-21,3.76,0.0,0.749623883706624,0.9969055669018335,1.478852826844577e-13,9.705325127122448e-14,0.020870721265055875,0.020583073137186624,0.00028749045772459293,3.163411603359812e-08,0.003094414819476646,2.2669698172308637e-11,5.948358940161329e-12,1.026560947715524e-14,6.669911379971121e-16,1.060855905336749e-09,1.288828962135503e-10,1.878096199493267e-09,1.2187037698337818e-09,1.8734388785715224e-11,6.176639026710369e-14,6.341947621547764e-10,6.848736145677822e-11,3.336949141967781e-18,3.035874363872475e-17,5.4026608843592764e-12,2.2582559397013672e-14,2.925310194971893e-12,3.5100263249030726e-19,3.035089734900858e-09,9.762758371693922e-15,2.532056084976675e-18,6.728095762000734e-17,3.740225190894965e-09,9.052246995782525e-09,9.228782273069904e-09
2.0629134493495913e-09,0.9079232242701467,1.3298977843469704e-08,7.781960052661263e-11,2.4326340277701862e-11,8.154668663863144e-12,0.0,0.0,1.7320171065528005e-08,2.5866872134411018e-14,7.432585729901457e-13,6.9797371379003694e-12,1.0438202612161417e-14,1.9473301180255387e-24,4.1842538810966836e-16,2.246744362237421e-10,3.8100890595862575e-09,1.1046088714020952e-09,4.167357083414462e-18,1.6707860155743525e-17,6.28158018927338e-08,1.5008367936140975e-14,2.853860840730801e-09,8.299209048544035e-18,2.240264466882545e-14,3.7150791962629583e-14,4.1183031867385756e-12,7.840608316199023e-16,9.703463519744282e-21,1.1527642815219018e-20,1.7599129029594758e-17,2.709293010901075e-21,4.393004514882143e-15,1.4303527947074357e-21,3.76,0.0,0.74923352443463,0.9969033727354272,1.574682688047322e-13,1.0081579596219378e-13,0.02126108236572722,0.020972436558767286,0.0002884827067703652,3.226800649944244e-08,0.0030966086177946217,2.3559515245051383e-11,6.1795761589302e-12,1.0619164463231646e-14,6.975092937195639e-16,1.1041359950023065e-09,1.3177748242178388e-10,1.9288284253750546e-09,1.2520715263199942e-09,1.9635044987720354e-11,6.590900186597808e-14,6.516014092551457e-10,7.076957108986339e-11,3.5345306455665335e-18,3.18719029167044e-17,5.6427971188767795e-12,2.3663613236856067e-14,3.066053589841656e-12,3.78373155607535e-19,3.0918802251969744e-09,1.011940492515039e-14,2.7069679287737244e-18,7.147426112778387e-17,3.810182389634773e-09,9.132590348733868e-09,9.515026093139264e-09
2.1013140618213023e-09,0.9079870300082091,1.3701851936708636e-08,8.118041560255157e-11,2.5540215881581168e-11,8.587526128272925e-12,0.0,0.0,1.7637898276470948e-08,2.6984692828367454e-14,7.861713753177115e-13,7.42881150208908e-12,1.1156679118998325e-14,2.0573551983369055e-24,4.317826008157023e-16,2.3257991142547086e-10,3.88000782951437e-09,1.1487798231377846e-09,4.456701204932055e-18,1.768140126158432e-17,6.518123584503466e-08,1.586129108858159e-14,2.901984264685854e-09,8.751694047906642e-18,2.318892792493417e-14,3.98475652711692e-14,4.351265136533754e-12,8.443836694511912e-16,1.0250978752480747e-20,1.216955953444087e-20,1.8586558184494556e-17,2.956997482128796e-21,4.726531512714078e-15,1.5966952263167837e-21,3.76,0.0,0.7488433684386362,0.9969013703450663,1.674809773924506e-13,1.0465158971150684e-13,0.021651240233407882,0.0213616518235391,0.00028941979842237885,3.289447503058218e-08,0.0030986106392585084,2.4466181784614014e-11,6.4149229137178126e-12,1.0975398504013651e-14,7.285732151749942e-16,1.1482816015330953e-09,1.346708912569205e-10,1.9797208899182256e-09,1.28556779275703e-09,2.0559275400713663e-11,7.024198448650806e-14,6.690671973518282e-10,7.307599639703595e-11,3.739746830413034e-18,3.342642986705153e-17,5.888024860942919e-12,2.4770287660630006e-14,3.2104829537585055e-12,4.073222759831762e-19,3.1486420315618044e-09,1.048182712973909e-14,2.890122091336076e-18,7.583051792215148e-17,3.880103196997924e-09,9.211162162946728e-09,9.803771167068005e-09
2.1397146742930134e-09,0.9080508025278278,1.4108257158672446e-08,8.462191174795421e-11,2.6789566803621937e-11,9.034566847874238e-12,0.0,0.0,1.795546245089207e-08,2.8131091644298148e-14,8.306951291585062e-13,7.896960042912264e-12,1.1910598199659858e-14,2.1715624045831412e-24,4.452959126244027e-16,2.4060297071328366e-10,3.949890264560402e-09,1.1938163979297543e-09,4.7595337049452895e-18,1.8693225554899607e-17,6.759032436902356e-08,1.6745849369648457e-14,2.94993599717667e-09,9.219626147191366e-18,2.3986843115531675e-14,4.268072561537501e-14,4.592762400640881e-12,9.081268342227602e-16,1.0818542067144977e-20,1.2834358996875017e-20,1.960918495814663e-17,3.221986714461982e-21,5.078556603977438e-15,1.778802038454037e-21,3.76,0.0,0.7484534156127862,0.9968995429660944,1.7793434474173014e-13,1.0856072359201389e-13,0.022041194973945043,0.02175071639194367,0.00029030437821811944,3.351343154303827e-08,0.003100437648525315,2.5389680494146707e-11,6.654383856058539e-12,1.1334178965449367e-14,7.601704044650561e-16,1.1932919470339182e-09,1.375630464661832e-10,2.030764075417586e-09,1.3191865417968782e-09,2.150714809638653e-11,7.477006863378872e-14,6.865884038929846e-10,7.540607669661227e-11,3.952734634539173e-18,3.5022415142398394e-17,6.138313996269174e-12,2.5902554604023357e-14,3.3586090194120583e-12,4.379096907515627e-19,3.205375166598187e-09,1.0849993796757309e-14,3.081729166658479e-18,8.035192993127027e-17,3.949987631321311e-09,9.28801636412958e-09,1.0094962578050632e-08
2.1781152867647244e-09,0.9081145418462936,1.4518128447442753e-08,8.814441950990358e-11,2.8074683834260906e-11,9.495972865656354e-12,0.0,0.0,1.8272863732738193e-08,2.9306348011722825e-14,8.768581714258058e-13,8.384565732037897e-12,1.2701048201680819e-14,2.290041802132818e-24,4.589640339112043e-16,2.487426926835289e-10,4.01973638538608e-09,1.2397178420361922e-09,5.076179111907563e-18,1.9744174040219337e-17,7.004305643734735e-08,1.7662611244812655e-14,2.997716601657074e-09,9.703216692370583e-18,2.4796299548118965e-14,4.5654285998166465e-14,4.842941066558622e-12,9.754174322424778e-16,1.1406501822447662e-20,1.3522405772971975e-20,2.066754276020117e-17,3.505098146350336e-21,5.4497373243950744e-15,1.977839035196942e-21,3.76,0.0,0.7480636658512783,0.9968978752993775,1.888393746122598e-13,1.1254328847405391e-13,0.022430946693130553,0.022139627851054864,0.0002911389649945947,3.412479839824462e-08,0.0031021049447286153,2.6329994571963364e-11,6.8979438771636636e-12,1.1695377967991605e-14,7.922885624591812e-16,1.239166263122934e-09,1.4045388075617438e-10,2.0819489266996455e-09,1.3529220358932893e-09,2.2478727135423336e-11,7.949799613468261e-14,7.041614677714885e-10,7.775926195745155e-11,4.173630111493586e-18,3.665993679872882e-17,6.393633868672788e-12,2.7060387883866378e-14,3.51044189500604e-12,4.7019616292000125e-19,3.2620796428637986e-09,1.1223873881111819e-14,3.2820006403285833e-18,8.504064020558726e-17,4.019835710928366e-09,9.363205195136838e-09,1.0388547080295523e-08
2.2165158992364354e-09,0.908178247980888,1.49314029027974e-08,9.174826013965859e-11,2.9395852345455814e-11,9.971924966174801e-12,0.0,0.0,1.8590102261700718e-08,3.051074082649326e-14,9.24688743587764e-13,8.892009167711668e-12,1.3529131703563552e-14,2.412884288741264e-24,4.727857224045087e-16,2.569981608721577e-10,4.089546212623763e-09,1.2864834113566901e-09,5.406962762155106e-18,2.0835094859877363e-17,7.253942075042576e-08,1.8612144677724503e-14,3.0453266396213165e-09,1.020267485013424e-17,2.5617207154714907e-14,4.8772301542819486e-14,5.101946777094907e-12,1.0463848841858537e-15,1.2015205748849197e-20,1.4234062642630847e-20,2.1762160762825698e-17,3.807191729692133e-21,5.840741608543983e-15,2.1950346528611372e-21,3.76,0.0,0.7476741190483657,0.9968963533831932,2.0020713707391878e-13,1.1659937502489072e-13,0.02282049549670093,0.022528383908511834,0.0002919259569561923,3.472850965887775e-08,0.003103626489590593,2.728710768947883e-11,7.145588098192556e-12,1.2058872271942951e-14,8.249156103095941e-16,1.2859037910949109e-09,1.4334333477099876e-10,2.133266828988174e-09,1.3867688134436117e-09,2.3474072764192873e-11,8.443051942550472e-14,7.217829824311578e-10,8.013501276729192e-11,4.402568411247957e-18,3.833906070757263e-17,6.653953332931927e-12,2.824376319810353e-14,3.665991094501999e-12,5.042435161154526e-19,3.318755472879078e-09,1.1603436480782494e-14,3.4911488680372946e-18,8.989873370800717e-17,4.08964745412996e-09,9.436779268942843e-09,1.0684473046885084e-08
2.2549165117081464e-09,0.9082419209488842,1.5348019708396566e-08,9.5433745956986e-11,3.075335246549357e-11,1.0462602720105481e-11,0.0,0.0,1.8907178173618192e-08,3.1744548450236436e-14,9.742149916708474e-13,9.41966854143225e-12,1.439596546355323e-14,2.5401815988372266e-24,4.8675978111390235e-16,2.653684637323181e-10,4.159319766877753e-09,1.3341123714863378e-09,5.75221083594285e-18,2.196684340049508e-17,7.507940574954003e-08,1.959501712702176e-14,3.0927666706172543e-09,1.0718207624973472e-17,2.6449476487847247e-14,5.203886973152144e-14,5.3699247299929035e-12,1.1211609237872264e-15,1.2645000949497736e-20,1.496969060191979e-20,2.2893563931411396e-17,4.129149996892415e-21,6.2522477311342165e-15,2.431682081942355e-21,3.76,0.0,0.7472847750983566,0.9968949644763181,2.120487673917094e-13,1.207290737082244e-13,0.0232098414903374,0.022916982386742467,0.0002926676374519398,3.532451038302433e-08,0.003105015024334892,2.826100396907383e-11,7.397301860547243e-12,1.2424543159687876e-14,8.580397084720324e-16,1.33350378197551e-09,1.462313561827831e-10,2.1847095868294693e-09,1.4207216755940827e-09,2.449324160192983e-11,8.957240087462745e-14,7.394496892662049e-10,8.253280028974375e-11,4.6396837619820706e-18,4.005984095628867e-17,6.919240803861104e-12,2.9452658102779114e-14,3.825265566394676e-12,5.4011462924697925e-19,3.3754026691344773e-09,1.198865083628742e-14,3.70938705371637e-18,9.492823814131254e-17,4.159422879225255e-09,9.50878761991727e-09,1.0982690419276717e-08
2.2933171241798575e-09,0.9083055607675464,1.5767920056912455e-08,9.920118069787388e-11,3.214745924747462e-11,1.0968184527312644e-11,0.0,0.0,1.9224091600842553e-08,3.300804870991792e-14,1.0254649662945743e-12,9.967919608083256e-12,1.5302680368431862e-14,2.6720263075444095e-24,5.008850563556632e-16,2.738526946120224e-10,4.2290570687255064e-09,1.3826039976791715e-09,6.11225039328993e-18,2.314028239939596e-17,7.766299962929627e-08,2.0611795543311637e-14,3.1400372522588787e-09,1.1250019876140936e-17,2.7293018716567003e-14,5.545813063669902e-14,5.647019677667328e-12,1.1998795964968935e-15,1.329623390116582e-20,1.5729648869774294e-20,2.406227305509372e-17,4.47187812173033e-21,6.684944248390343e-15,2.6891414184151036e-21,3.76,0.0,0.7468956338956146,0.9968936969513347,2.243754649495303e-13,1.2493247478377251e-13,0.02359898477966591,0.023305421217463474,0.00029336618047608463,3.591275595480196e-08,0.003106282176379436,2.9251667962076964e-11,7.653070716262572e-12,1.2792276315667448e-14,8.916492733986918e-16,1.3819654964849129e-09,1.4911789888265903e-10,2.2362694040265953e-09,1.4547756736768025e-09,2.5536286818876916e-11,9.4928412138309e-14,7.571584713014916e-10,8.495210621080242e-11,4.885109452720457e-18,4.1822320236769824e-17,7.189464301872021e-12,3.0687051969948104e-14,3.9882737210929385e-12,5.778734310902008e-19,3.432021244097074e-09,1.2379486330148637e-14,3.9369292273365056e-18,1.0013112480826596e-16,4.229162004502461e-09,9.579277753458901e-09,1.1283150658391987e-08
2.37011834912328e-09,0.9084327410258817,1.6617345775675626e-08,1.0698307091234611e-10,3.5046568587559185e-11,1.202476829199521e-11,0.0,0.0,1.985743151507993e-08,3.562523577009405e-14,1.1332478210769116e-12,1.1127687507066047e-11,1.7240347495489027e-14,2.94973244667678e-24,5.295848472524785e-16,2.9115933816315773e-10,4.368422997384504e-09,1.4821723965949211e-09,6.878016808068903e-18,2.561572011271816e-17,8.296096564500711e-08,2.274933552258115e-14,3.2340722883352666e-09,1.2363291618877546e-17,2.9013569595905214e-14,6.277150513872948e-14,6.229137339760826e-12,1.3696925732622342e-15,1.4664395838379578e-20,1.732398436123718e-20,2.651367162401244e-17,5.223378155193407e-21,7.616713748763722e-15,3.2722839087556675e-21,3.76,0.0,0.7461179593096606,0.9968914845518317,2.5052917380871863e-13,1.3356074412858294e-13,0.024376663667626766,0.02408181217914614,0.0002946420338584633,3.7065851114761984e-08,0.0031084938275780447,3.128323930667134e-11,8.17671691203835e-12,1.353349344850868e-14,9.602798294638173e-16,1.4814711867740378e-09,1.5488639075957526e-10,2.3397109165523178e-09,1.5231684641297044e-09,2.7694202814907342e-11,1.0630195360364633e-13,7.92690465821787e-10,8.985325219491425e-11,5.401420218111501e-18,4.54724919097133e-17,7.744589731952577e-12,3.323226273734018e-14,4.325522181998863e-12,6.593150321908994e-19,3.5451725799294514e-09,1.3177898969852723e-14,4.420785652058647e-18,1.1106465347014758e-16,4.368531428704661e-09,9.715886027890902e-09,1.1890612898775557e-08
2.43923945157236e-09,0.908547090060678,1.7392507329922622e-08,1.1426992016478906e-10,3.778362281254958e-11,1.302843271994114e-11,0.0,0.0,2.042688300774259e-08,3.808502914325197e-14,1.2364269883561441e-12,1.224562101253332e-11,1.913227394444624e-14,3.216166130293513e-24,5.559210679201343e-16,3.071159550870574e-10,4.493728555870494e-09,1.5747271952808388e-09,7.621093773170747e-18,2.79950046631979e-17,8.787815435589594e-08,2.479475706050409e-14,3.3181298588106696e-09,1.3422923814582534e-17,3.059974002143814e-14,6.991816414871874e-14,6.785666392629687e-12,1.5374000832248057e-15,1.5972521753716942e-20,1.8845663493051938e-20,2.885265681888346e-17,5.9803071818924676e-21,8.534893486743256e-15,3.883380951328113e-21,3.76,0.0,0.7454187445193352,0.9968898114163078,2.7584007082324304e-13,1.4157915001823087e-13,0.025075882476567585,0.0247799993591293,0.00029566252196461365,3.80768562496255e-08,0.0031101662868627867,3.316885213306498e-11,8.661725946355014e-12,1.420658083246764e-14,1.0235971315130122e-15,1.5739661795006584e-09,1.6007261726526126e-10,2.433137928445352e-09,1.5850229274071707e-09,2.971845303146576e-11,1.173185033079356e-13,8.247845800993564e-10,9.433288979322387e-11,5.895838629594729e-18,4.89004651775899e-17,8.26075636692411e-12,3.5609986756798836e-14,4.641889241867486e-12,7.397310019693472e-19,3.646911022149585e-09,1.3915390372795916e-14,4.890239332155204e-18,1.2151644978284762e-16,4.4938399483752095e-09,9.834088105616836e-09,1.244454204326628e-08
2.5083605540214403e-09,0.908661331959727,1.8177477481309678e-08,1.218266488710033e-10,4.0643344845244757e-11,1.4083111499483532e-11,0.0,0.0,2.0995809981156204e-08,4.0645322961201005e-14,1.3456229215339401e-12,1.3436001461452512e-11,2.117164319344083e-14,3.498811914746235e-24,5.827310776308888e-16,3.234278199182286e-10,4.6189169754672035e-09,1.670066184494148e-09,8.417225473718997e-18,3.052313079606414e-17,9.293644216396223e-08,2.6958827642270694e-14,3.401646998207765e-09,1.4538391202556455e-17,3.2221080891439425e-14,7.762590306646388e-14,7.373965336996757e-12,1.7200719090163415e-15,1.7355465858997674e-20,2.0451678876111872e-20,3.132042492064696e-17,6.819647837517041e-21,9.532902279808328e-15,4.586352373506308e-21,3.76,0.0,0.7447201849898074,0.9968883921997443,3.0289958305617907e-13,1.4983774602357726e-13,0.025774446163723052,0.02547764158277237,0.0002965725841451,3.906244909513381e-08,0.0031115848245673538,3.510856944114391e-11,9.159657436959632e-12,1.4884760433982285e-14,1.0883202293867335e-15,1.669242084878829e-09,1.652535517926627e-10,2.5268392895696724e-09,1.6471383391483289e-09,3.182074905895848e-11,1.291034052780855e-13,8.569724032732442e-10,9.887465953774652e-11,6.419210864633048e-18,5.2463725170161526e-17,8.792404517735414e-12,3.8070082284382425e-14,4.970462263265837e-12,8.273047012983993e-19,3.748556924782635e-09,1.4670624534851622e-14,5.393201877053368e-18,1.325581807360249e-16,4.619031140620283e-09,9.948044999052576e-09,1.3005047792004853e-08
2.5774816564705204e-09,0.9087754668233986,1.897197701923983e-08,1.296547585586467e-10,4.3627175388079765e-11,1.5189807899927483e-11,0.0,0.0,2.15642131186412e-08,4.330771815788012e-14,1.460995775909711e-12,1.4700929280610733e-11,2.336555469047249e-14,3.7982405457915065e-24,6.100094855269428e-16,3.400898191326463e-10,4.7439883753463515e-09,1.7681854607469723e-09,9.268355657630448e-18,3.320540978849508e-17,9.813575273932381e-08,2.924483501318315e-14,3.484626890061971e-09,1.5710813144575342e-17,3.387709591842746e-14,8.59204338319014e-14,7.99486226595278e-12,1.9185732034964948e-15,1.8815226280976728e-20,2.2144062091757243e-20,3.3919866101170954e-17,7.747503693961656e-21,1.0615119869258366e-14,5.391843482442121e-21,3.76,0.0,0.7440222801069915,0.9968871883360302,3.317752149334848e-13,1.5833705113013473e-13,0.026472355343109783,0.026174730104935328,0.0002973815797455971,4.0022666454570495e-08,0.003112788006802058,3.710231389650239e-11,9.670433549695966e-12,1.5567508661814955e-14,1.1543923055119163e-15,1.7672949159646378e-09,1.704290721425046e-10,2.6207816535193423e-09,1.709493435334356e-09,3.4001296815443104e-11,1.4168474957238516e-13,8.892401381765961e-10,1.0347590887614268e-10,6.972278307257395e-18,5.616215609546474e-17,9.339338336051986e-12,4.061248481874571e-14,5.311273995411794e-12,9.224461868474815e-19,3.850110360369741e-09,1.5443427958919557e-14,5.930948366263939e-18,1.4419942555277437e-16,4.744105111779297e-09,1.0057984461673961e-08,1.3571896098281068e-08
2.6466027589196006e-09,0.9088894947519698,1.977574275074607e-08,1.3775568355665354e-10,4.673651337204108e-11,1.6349515873218996e-11,0.0,0.0,2.21320930866208e-08,4.6073810052946856e-14,1.5827047162407708e-12,1.6042477889860923e-11,2.5721252113251347e-14,4.115031843295972e-24,6.377512268831592e-16,3.570968888303634e-10,4.868942874471498e-09,1.8690812019629355e-09,1.0176439951049788e-17,3.6047238551977356e-17,1.0347600797033938e-07,3.1656061396495454e-14,3.567072698433375e-09,1.6941287793640376e-17,3.5567294975765853e-14,9.482793052803855e-14,8.649180607236132e-12,2.133793269620697e-15,2.0353794645227465e-20,2.392482659244575e-20,3.66538290408157e-17,8.770218914525311e-21,1.1786029295085131e-14,6.311383453891983e-21,3.76,0.0,0.7433250292573773,0.996886167125754,3.6253507014209263e-13,1.6707758216811439e-13,0.027169610628166852,0.026871256971474775,0.00029809807646942715,4.095761094972264e-08,0.0031138085329785186,3.915001108364738e-11,1.0193977977505178e-11,1.6254338466574416e-14,1.2217599185401365e-15,1.868120767609418e-09,1.7559908166986857e-10,2.71493456519571e-09,1.772068764412291e-09,3.6260277540247624e-11,1.5509068225012001e-13,9.215750554820363e-10,1.0813408863621608e-10,7.555771365469427e-18,5.999554986699555e-17,9.901360491947616e-12,4.3237142195781845e-14,5.66435331008977e-12,1.0255760832912642e-18,3.951571401560766e-09,1.6233628595700598e-14,6.504760714663891e-18,1.5644924715843368e-16,4.869061968117717e-09,1.0164121643005707e-08,1.4144865462578738e-08
2.7157238613686808e-09,0.9090034158456272,2.0588526494143088e-08,1.4613079542135238e-10,4.9972718261368654e-11,1.7563220656190628e-11,0.0,0.0,2.269945053758329e-08,4.8945188357730956e-14,1.710907920856234e-12,1.746269354614312e-11,2.824612240104452e-14,4.449774746785185e-24,6.659515387741701e-16,3.7444401432353087e-10,4.993780591610687e-09,1.9727496609984045e-09,1.1143446408603736e-17,3.905410163399233e-17,1.0895712811577589e-07,3.419578345952751e-14,3.6489875680694725e-09,1.8230892394214328e-17,3.7291194025517275e-14,1.0437503199507036e-13,9.337739131358673e-12,2.366645530455816e-15,2.197315609361532e-20,2.5795967824619044e-20,3.952512146042932e-17,9.894378510912269e-21,1.3050215811734461e-14,7.357430705360926e-21,3.76,0.0,0.7426284318280298,0.9968853008400972,3.952478367818298e-13,1.7605985381284425e-13,0.027866212631756402,0.027567214952165426,0.0002987299174646752,4.186744319285041e-08,0.003114674131915342,4.125158918844294e-11,1.0730215804160546e-11,1.6944797159733336e-14,1.2903730460584211e-15,1.971715809982627e-09,1.8076350396700768e-10,2.8092702160365748e-09,1.8348465340418938e-09,3.85978499628184e-11,1.6934939761455575e-13,9.539654127291743e-10,1.1284675084249197e-10,8.170409266489823e-18,6.396361174609199e-17,1.0478272615638276e-11,4.5944012681306885e-14,6.02972553487271e-12,1.1371254722257182e-18,4.052940121164668e-09,1.7041055833421078e-14,7.115927236575686e-18,1.6931621096736632e-16,4.9939018158328946e-09,1.0266659791110377e-08,1.4723746237495447e-08
2.784844963817761e-09,0.9091172302044648,2.1410094139536814e-08,1.5478140703844784e-10,5.333711221372575e-11,1.8831899337145226e-11,0.0,0.0,2.3266286112565365e-08,5.192343718306586e-14,1.8457625862081603e-12,1.896359524221993e-11,3.09476947865517e-14,4.803067356965682e-24,6.946059377659544e-16,3.921262297263185e-10,5.118501645347623e-09,2.079187159219316e-09,1.2171356032696885e-17,4.2231573218141385e-17,1.1457903194399423e-07,3.6867272283382576e-14,3.730374624558446e-09,1.9580683578461514e-17,3.904831504685009e-14,1.1458884407980387e-13,1.0061351961473546e-11,2.6180674984477975e-15,2.3675289301727252e-20,2.775946335082815e-20,4.2536510643366047e-17,1.1126808448077741e-20,1.4412365809486906e-14,8.543419180267172e-21,3.76,0.0,0.7419324872065901,0.9968845659616136,4.299827734344718e-13,1.8528437858629498e-13,0.028562161966164297,0.028262597479359008,0.0002992842826732082,4.2752374702007756e-08,0.003115408321058077,4.340697870946488e-11,1.1279073380370633e-11,1.7638464307055136e-14,1.3601850929423157e-15,2.0780762821500355e-09,1.8592227861882457e-10,2.9037632201721195e-09,1.897810470943845e-09,4.101415228620874e-11,1.8448913114221255e-13,9.864003795338927e-10,1.1761154639603564e-10,8.816899873128117e-18,6.806596568693373e-17,1.1069875682097268e-11,4.87330632151043e-14,6.4074127579181465e-12,1.2575357800721224e-18,4.154216592189885e-09,1.7865540487491303e-14,7.765742216309612e-18,1.8280840371287433e-16,5.1186247610587676e-09,1.0365790915053909e-08,1.5308339971846054e-08
