Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81)
0.00016107666571209964,0.72548702654703,2.5356713143396965e-05,1.155095641536463e-05,2.1479159531617573e-05,0.0004657444622501284,0.0,0.0,0.00013541582555992154,1.847547578399165e-06,0.00431304290779561,0.00012480806114165455,1.6700582837296268e-07,1.2072015129871105e-15,2.3295796421737715e-11,5.778170343686791e-08,0.0005319041285194276,0.00047366949394331,2.4524362012222166e-07,8.254501166629456e-09,0.001131195109711891,6.340178118460752e-10,3.203547536855455e-09,1.2190099686760173e-06,2.504977553932638e-08,0.0016616725432194884,3.443318635768252e-09,4.430890268808955e-06,1.7014374787190794e-05,1.9476934370687034e-08,4.838528815422961e-09,4.21302101541844e-12,1.915869177725652e-08,4.046346417006112e-09,3.76,0.0,2.2002615845202763e-06,0.9943507113521923,0.0016006756378186967,7.404037119204644e-05,0.531115310684365,0.5198798331046763,1.5139849766745285e-08,1.1732379635154186e-11,0.0005153459598711082,2.277739781999652e-06,3.686118747443457e-10,4.74255083157014e-11,1.7168265986778466e-09,0.0015241766105838406,3.524451941358617e-10,4.814518436975833e-06,4.5594578055617364e-06,0.0001087939845498084,0.0011458541516563537,2.287278693358347e-06,2.5792778857069084e-06,4.53119187877037e-13,9.358556201625918e-14,2.4651063799984747e-09,4.3411236436625826e-10,2.249664765298353e-05,9.440289524702567e-07,5.998525676148185e-05,1.436612430699861e-07,1.6820035379410251e-12,1.2961268638563464e-08,6.918995020639227e-07
0.00016167339694400277,0.7255000431533162,2.5949730757457362e-05,1.1817192400616324e-05,2.1978220018209606e-05,0.0004774277441380545,0.0,0.0,0.00013829653206277824,1.8964902398344766e-06,0.004414850925269194,0.00012800748585630245,1.719428764176695e-07,1.2946810022318701e-15,2.4410238863550508e-11,5.9162890175151024e-08,0.0005437407505811036,0.00047786090764919857,2.546109218684129e-07,8.477298800974301e-09,0.001135591444621153,6.369968908441346e-10,3.3192279348431003e-09,1.2783637061933863e-06,2.5990636328393248e-08,0.0017038412453251764,3.539693236256509e-09,4.651059174096459e-06,1.7830448451005674e-05,2.0418039403848376e-08,5.063202634831721e-09,4.408315859141831e-12,1.9619502476244324e-08,4.2516526645379755e-09,3.76,0.0,2.1678899599776566e-06,0.9942310688321669,0.0016409395443198996,7.608895908363526e-05,0.5311897597116563,0.519735538401823,1.5135479872847593e-08,1.1729136233684271e-11,0.0005152839531219633,2.3242664348591154e-06,3.769561993917709e-10,4.851305673734534e-11,1.7562003861288047e-09,0.001559048452432545,3.522986572522167e-10,4.925540584722355e-06,4.6636398180759254e-06,0.00011118986332806282,0.0011717474575374204,2.340057250326325e-06,2.6387619279896624e-06,4.638883799270245e-13,9.580955080709128e-14,2.5236824059138497e-09,4.4453030350621286e-10,2.3010659573616368e-05,9.652321442135603e-07,6.285492613836819e-05,1.4683869601048692e-07,1.7203191443453103e-12,1.32555894886734e-08,7.42152710937254e-07
0.0001622701281759059,0.7255133375090552,2.6554509076378485e-05,1.2088550782760681e-05,2.248704761033128e-05,0.0004893870498036542,0.0,0.0,0.0001412253322955169,1.9466973943181485e-06,0.004518963006323483,0.00013128435409658524,1.7703346041274946e-07,1.3882690250176647e-15,2.5575708976993023e-11,6.057284933976165e-08,0.0005557839641336594,0.00048212975747598496,2.643372802260788e-07,8.705236519938621e-09,0.001139986713778059,6.39999764313637e-10,3.439020090568402e-09,1.340424481083695e-06,2.6964736037657443e-08,0.0017470105421162909,3.6386756855977846e-09,4.8816159694648125e-06,1.8682693816112186e-05,2.1401660699867957e-08,5.297697051800354e-09,4.612153946380374e-12,2.0090135750035088e-08,4.467861825772188e-09,3.76,0.0,2.1373588159681344e-06,0.9941087361150693,0.0016821341241247023,7.819274558008823e-05,0.5312658069814397,0.5195880988117744,1.513102816850094e-08,1.1725822615394106e-11,0.0005152205521316361,2.3718058084811e-06,3.854559035327758e-10,4.9621179814529435e-11,1.7963194776898353e-09,0.0015946663109178544,3.521489299787731e-10,5.0386955791680775e-06,4.769780735118273e-06,0.00011362679750831718,0.0011981161299278648,2.3938480125587173e-06,2.699385268431289e-06,4.748788396755981e-13,9.80792219192521e-14,2.583461350234713e-09,4.5519284003952656e-10,2.3534330697887272e-05,9.868181816655244e-07,6.585263080538687e-05,1.500706338868594e-07,1.7593496977241884e-12,1.355535083634371e-08,7.959810761662e-07
0.00016286685940780903,0.7255269147998755,2.71711729020913e-05,1.2365081124883691e-05,2.3005746369516353e-05,0.0005016280075432122,0.0,0.0,0.00014420240906378384,1.9981969708485114e-06,0.004625423364286801,0.0001346403263672489,1.822823136294994e-07,1.4883664015090842e-15,2.6794326276358844e-11,6.201196145643333e-08,0.0005680349616976346,0.00048647815266548034,2.7443584425386237e-07,8.938392372578876e-09,0.0011443810330452038,6.430275049758947e-10,3.5630513428400864e-09,1.4053032927677274e-06,2.7973026271938803e-08,0.0017912007251867147,3.7403361688544335e-09,5.123012635296296e-06,1.9572519038180276e-05,2.242951804688178e-08,5.542393257374363e-09,4.824870065468805e-12,2.057074356677544e-08,4.695560850565016e-09,3.76,0.0,2.108589255965554e-06,0.9939836629301948,0.001724277369112966,8.035316669220753e-05,0.5313434845249244,0.5194374560539856,1.5126492543281626e-08,1.172243748236694e-11,0.000515155730846296,2.4203766257825343e-06,3.941122206431088e-10,5.0750056821800616e-11,1.8371904822155962e-09,0.001631041871946479,3.519959544494353e-10,5.154003859984119e-06,4.877897227409116e-06,0.00011610495528088895,0.001224963945113075,2.448659897639732e-06,2.7611578723876493e-06,4.860933322139863e-13,1.0039514554531269e-13,2.6444582125366224e-09,4.661049372127933e-10,2.4067742543275513e-05,1.0087897606380277e-06,6.898343943992627e-05,1.5335731799718455e-07,1.7991009355779493e-12,1.3860593711090304e-08,8.536248049757105e-07
0.00016346359063971216,0.7255407802562917,2.779984252195411e-05,1.2646830965577102e-05,2.3534417070707294e-05,0.0005141563128686061,0.0,0.0,0.00014722791678097123,2.051017163046483e-06,0.004734276665683076,0.00013807708755346614,1.876943025075885e-07,1.5953975396408998e-15,2.8068280332949365e-11,6.348060031340747e-08,0.0005804948308824948,0.0004909082470529578,2.8492017109848026e-07,9.176843601295722e-09,0.0011487745258067668,6.46081226967426e-10,3.69145132885171e-09,1.4731148422522356e-06,2.901646955045558e-08,0.0018364323100324533,3.844746939248081e-09,5.375718168527553e-06,2.0501374314394973e-05,2.3503387107827463e-08,5.797683783459025e-09,5.046809402468741e-12,2.1061477609543625e-08,4.935367621875208e-09,3.76,0.0,2.0815065968825004e-06,0.9938557985865935,0.0017673874523278733,8.257169212286506e-05,0.5314228247460939,0.5192835513887143,1.5121870895716496e-08,1.1718979527114696e-11,0.0005150894629943031,2.4699977505924137e-06,4.0292630811135747e-10,5.1899857746776716e-11,1.878819683974792e-09,0.0016681867989601575,3.5183967240863913e-10,5.2714850118438144e-06,4.988005077846712e-06,0.00011862447863767586,0.0012522944704333936,2.5045013324738015e-06,2.824089149663614e-06,4.975345613239587e-13,1.0275787918154107e-13,2.706687657227359e-09,4.772716131649341e-10,2.4610972170953596e-05,1.031149390440859e-06,7.225257732794103e-05,1.5669897928948407e-07,1.839578248630344e-12,1.4171356368167418e-08,9.153389458903712e-07
0.0001640603218716153,0.7255549391517162,2.8440633349349978e-05,1.2933845675321023e-05,2.4073156946373864e-05,0.0005269777267305429,0.0,0.0,0.0001503019803363984,2.105186407705871e-06,0.004845568016188563,0.00014159634667134987,1.9327442901126991e-07,1.7098115478100332e-15,2.939983166154699e-11,6.497913220243124e-08,0.000593164549453147,0.0004954222390067396,2.9580423244460557e-07,9.420666523210212e-09,0.0011531673231998316,6.491620869994992e-10,3.824351903050977e-09,1.5439775980297226e-06,3.0096038283985066e-08,0.0018827260277394296,3.951982392965995e-09,5.640219041040921e-06,2.1470752306697328e-05,2.4625100299634652e-08,6.063972598564547e-09,5.27832768232305e-12,2.1562489137805453e-08,5.187932473028333e-09,3.76,0.0,2.0560401693460526e-06,0.9937250919956854,0.0018114827214270703,8.48498257841436e-05,0.531503860413311,0.5191263256460609,1.5117161133083197e-08,1.1715447433208792e-11,0.0005150217220979286,2.5206881780819987e-06,4.1189924250102605e-10,5.307074267571088e-11,1.9212130210717767e-09,0.001706112721321957,3.516800252431756e-10,5.3911577040708366e-06,5.100119124480659e-06,0.00012118548215352434,0.0012801110520772802,2.5613802195250004e-06,2.8881879164896773e-06,5.092051633333439e-13,1.0516796635839543e-13,2.7701639800969173e-09,4.886979388990834e-10,2.516409189790909e-05,1.0538993836056334e-06,7.566542821112395e-05,1.6009581700381758e-07,1.880786659117584e-12,1.4487674119670147e-08,9.813941865710136e-07
0.00016465705310351843,0.7255693968003482,2.90936555547143e-05,1.322616830970417e-05,2.4622059424327966e-05,0.0005400980735782481,0.0,0.0,0.00015342469397325897,2.1607333617010325e-06,0.004959342945595828,0.00014519983657900653,1.9902783289373985e-07,1.8320833724251444e-15,3.0791312494765966e-11,6.650791513324023e-08,0.0006060449803814375,0.0005000223712878361,3.0710242056210296e-07,9.669936407733837e-09,0.0011575595643430608,6.522712855203415e-10,3.961887045479017e-09,1.6180138590562205e-06,3.121271366886574e-08,0.0019301028159559044,4.062119146793258e-09,5.917019657751769e-06,2.2482188510129564e-05,2.5796547616889864e-08,6.341675185619548e-09,5.51979129914063e-12,2.20739288440268e-08,5.45393976721047e-09,3.76,0.0,2.0321231273394346e-06,0.993591491695289,0.0018565816916563688,8.718910630324252e-05,0.5315866246501464,0.5189657192567709,1.5112361171311582e-08,1.1711839875949239e-11,0.0005149524814858077,2.5724670246160426e-06,4.210320147265989e-10,5.426286116640458e-11,1.9643760634239057e-09,0.0017448312222165085,3.51516954015815e-10,5.513039628946419e-06,5.21425320241784e-06,0.0001237880517631652,0.001308416802703674,2.6193039022941542e-06,2.9534623566483144e-06,5.211077007689746e-13,1.0762593532924367e-13,2.834901073768521e-09,5.00389036079448e-10,2.5727169003370105e-05,1.0770418454849764e-06,7.92275359349048e-05,1.635479973128324e-07,1.9227307986799065e-12,1.4809579162616396e-08,1.0520776838672502e-06
0.00016525378433542156,0.7255841585549336,2.9759013687446905e-05,1.352383945968967e-05,2.5181213859548778e-05,0.0005535232392506467,0.0,0.0,0.0001565961201798037,2.2176868772154467e-06,0.005075647391766866,0.00014888931364656947,2.0495979385540462e-07,1.9627149578554286e-15,3.2245127433673977e-11,6.806729802200987e-08,0.0006191368668939827,0.000504710930824916,3.188295539037782e-07,9.924727350441421e-09,0.001161951396561913,6.554100678776432e-10,4.104192759144399e-09,1.6953498144562822e-06,3.236748449630307e-08,0.001978583809126896,4.175236118600712e-09,6.206642813344192e-06,2.3537261561954043e-05,2.701967739384017e-08,6.631218600397149e-09,5.7715774346106586e-12,2.259594670551608e-08,5.734109540573851e-09,3.76,0.0,2.0096922667107616e-06,0.9934549458750978,0.0019027030383352683,8.959110751561234e-05,0.5316711509254154,0.5188016722848309,1.510746893498443e-08,1.1708155523072546e-11,0.0005148817143061427,2.6253535170152302e-06,4.3032552515169435e-10,5.547635160941241e-11,2.00831399032701e-09,0.0017843538260629188,3.5135039950075835e-10,5.637147438761436e-06,5.330420084755573e-06,0.00012643224353681555,0.0013372145889151991,2.678279130085814e-06,3.019919981809386e-06,5.332446558117891e-13,1.1013229771829306e-13,2.900912392076729e-09,5.123500746475905e-10,2.630026542998602e-05,1.1005786637464326e-06,8.294460587967772e-05,1.6705565196404932e-07,1.9654148858926348e-12,1.5137100404295325e-08,1.1276939264307266e-06
0.0001658505155673247,0.7255992298044036,3.0436806289231597e-05,1.3826897099159494e-05,2.575070526037465e-05,0.0005672591686942467,0.0,0.0,0.00015981628859737748,2.2760759752587757e-06,0.005194527683558725,0.00015266655738367093,2.1107573358093581e-07,2.1022364259523826e-15,3.3763753962612054e-11,6.965761985439147e-08,0.0006324408275283084,0.0005094902483998535,3.310008822047296e-07,1.0185112143376879e-08,0.0011663429756095243,6.585797254788156e-10,4.2514069560103615e-09,1.7761155995909067e-06,3.3561345875708215e-08,0.0020281903279686583,4.291414610707593e-09,6.509630146539048e-06,2.4637593487133297e-05,2.8296496998345494e-08,6.9330415090628314e-09,6.034074163518445e-12,2.3128691831587532e-08,6.029199210253306e-09,3.76,0.0,1.988687852072839e-06,0.9933154024036176,0.0019498655888442573,9.205743894370943e-05,0.5317574730423968,0.5186341244618862,1.5102482357435833e-08,1.1704393035498905e-11,0.000514809393540664,2.6793669812210253e-06,4.3978057861825554e-10,5.671134057858845e-11,2.053031567645031e-09,0.0018246919854403637,3.511803022209381e-10,5.763496681709515e-06,5.448631422646632e-06,0.0001291180824577473,0.001366507018605695,2.7383120221237573e-06,3.0875675911412768e-06,5.456184235598945e-13,1.1268754712893609e-13,2.9682109134045205e-09,5.245862702527473e-10,2.6883437480265677e-05,1.124511497782113e-06,8.682250615719355e-05,1.7061887692734414e-07,2.008842703477496e-12,1.5470263285199133e-08,1.20856563014009e-06
0.00016644724679922782,0.7256146159713828,3.1127125499356406e-05,1.4135376429996472e-05,2.6330614009462422e-05,0.0005813118635031273,0.0,0.0,0.00016308519494906466,2.3359298174445343e-06,0.00531603052270668,0.00015653337002282766,2.1738121763911436e-07,2.2512072718707795e-15,3.53497428157193e-11,7.127920882388831e-08,0.0006459573512099044,0.000514362698239086,3.436320910323811e-07,1.045116214194214e-08,0.001170734465882353,6.617815969462971e-10,4.403669331191832e-09,1.8604453481112254e-06,3.479529787109539e-08,0.002078943868162136,4.410738396125464e-09,6.826542590709336e-06,2.5784849875689832e-05,2.9629073451143046e-08,7.2475942033240545e-09,6.307680545311104e-12,2.3672312306154734e-08,6.340005348495092e-09,3.76,0.0,1.969053451639765e-06,0.9931728088565941,0.0019980883141045417,9.458974625969477e-05,0.5318456251272227,0.5184630152235049,1.5097399380945578e-08,1.1700551068119091e-11,0.0005147354920193621,2.7345268303552727e-06,4.493978794165974e-10,5.796794217213703e-11,2.0985331246636923e-09,0.001865857067527753,3.510066024871861e-10,5.892101736728184e-06,5.568897684611131e-06,0.00013184556120532327,0.0013962964282073986,2.7994080310805124e-06,3.156411230272069e-06,5.582313051065436e-13,1.1529215771395549e-13,3.036809103017569e-09,5.371028814910052e-10,2.7476735508826477e-05,1.148841768056677e-06,9.086726855363813e-05,1.7423773105125643e-07,2.0530175752389997e-12,1.580908959988558e-08,1.2950346664848036e-06
0.00016704397803113096,0.7256303225095682,3.183005665270176e-05,1.4449309724989274e-05,2.692101557996029e-05,0.0005956873792766668,0.0,0.0,0.0001664027999928285,2.3972776760054352e-06,0.005440202964651816,0.00016049157605724506,2.238819572285732e-07,2.4102175725038615e-15,3.700571818227209e-11,7.293238144647603e-08,0.0006596867923634029,0.0005193306975060109,3.567393057343496e-07,1.0722947128540531e-08,0.0011751260406296252,6.650170692650283e-10,4.561121224979939e-09,1.948477239608597e-06,3.60703440498868e-08,0.002130866088245313,4.533293807676107e-09,7.157960819588549e-06,2.6980739987411407e-05,3.1019533963550326e-08,7.575338591636908e-09,6.592806700639932e-12,2.422695502588266e-08,6.667365523988143e-09,3.76,0.0,1.9507357795668087e-06,0.9930271125469423,0.002047390319541703,9.718971173032797e-05,0.5319356416164127,0.5182882837473081,1.509221795702783e-08,1.1696628270621352e-11,0.0005146599824359992,2.790852552168164e-06,4.5917802620702035e-10,5.924625734544418e-11,2.1448225306519858e-09,0.0019078603400603097,3.508292404392896e-10,6.02297574740613e-06,5.6912280952206646e-06,0.00013461463894720065,0.0014265848698649724,2.861571906093409e-06,3.226456149683e-06,5.710855004411912e-13,1.1794658270928308e-13,3.106718874440491e-09,5.499052069484019e-10,2.8080203611061377e-05,1.1735706454178236e-06,9.508508920055496e-05,1.7791223473192804e-07,2.0979423427747126e-12,1.615359731615045e-08,1.3874630239405308e-06
0.0001676407092630341,0.7256463549009841,3.2545677871139315e-05,1.4768726168872888e-05,2.7521980247386825e-05,0.0006103918227908959,0.0,0.0,0.00016976902850314714,2.4601489020290097e-06,0.005567092398301795,0.0001645430217315787,2.3058381075167024e-07,2.5798892033662564e-15,3.87343777375959e-11,7.461744165252432e-08,0.0006736293660716759,0.0005243967056896806,3.7033909472946585e-07,1.1000535173168663e-08,0.0011795178821555857,6.682875789190689e-10,4.723905472336989e-09,2.0403535424604075e-06,3.738748994382447e-08,0.002183978796685536,4.659169829960845e-09,7.504485686748382e-06,2.8227016779330884e-05,3.2470066386507765e-08,7.916748164905921e-09,6.8898738717882005e-12,2.479276553404633e-08,7.0121602113610444e-09,3.76,0.0,1.9336845453799866e-06,0.9928782605561915,0.0020977908355256604,9.985905464224114e-05,0.5320275572435478,0.5181098689929874,1.5086936046812567e-08,1.1692623288358696e-11,0.0005145828373644059,2.8483636958695143e-06,4.691215069045902e-10,6.054637323708304e-11,2.1919031711792094e-09,0.0019507129568074415,3.506481560889388e-10,6.156130555086082e-06,5.8156305732908784e-06,0.00013742524014459528,0.0014573740985654453,2.9248076553467836e-06,3.297706762624462e-06,5.841831011830344e-13,1.20651252933262e-13,3.1779515499265565e-09,5.629985820433001e-10,2.869387930888467e-05,1.1986990403950265e-06,9.94823289544759e-05,1.816423685986293e-07,2.143619342012379e-12,1.650380039292035e-08,1.4862338022436156e-06
0.00016823744049493722,0.7256627186531028,3.327405964916228e-05,1.5093651697844975e-05,2.8133572797756946e-05,0.0006254313489796744,0.0,0.0,0.00017318376828525682,2.5245728919020617e-06,0.005696746524715784,0.0001686895744842359,2.3749278519786121e-07,2.7608770592787245e-15,4.053849248598837e-11,7.633467985723856e-08,0.0006877851432972097,0.0005295632238851042,3.84448472085559e-07,1.1283992491173632e-08,0.0011839101820135187,6.715946130141414e-10,4.892166239534289e-09,2.1362206514605306e-06,3.874774142206683e-08,0.002238303938114223,4.788458194141782e-09,7.866738657453292e-06,2.952547685139194e-05,3.398291956365219e-08,8.272307935101335e-09,7.199314465879222e-12,2.5369887850263936e-08,7.375314769665428e-09,3.76,0.0,1.917852310100793e-06,0.9927261997674606,0.002149309207280295,0.00010259953170570893,0.5321214070250567,0.5179277097442172,1.5081551621517878e-08,1.168853476325649e-11,0.0005145040292755701,2.907079858339777e-06,4.792286935396138e-10,6.18683624895051e-11,2.2397779242393823e-09,0.0019944259425779334,3.5046328936457807e-10,6.2915766313043166e-06,5.942111669729306e-06,0.0001402772533746885,0.0014886655592550007,2.9891185083073464e-06,3.3701666026530668e-06,5.975260831577627e-13,1.2340657525363586e-13,3.250517820079676e-09,5.763883756637084e-10,2.9317793234272545e-05,1.2242275925138616e-06,0.00010406551346589459,1.8542807221999027e-07,2.190050379631064e-12,1.6859708597309324e-08,1.5917522393358524e-06
0.00016883417172684035,0.7256794192958396,3.401526443464761e-05,1.542410883792635e-05,2.8755852232544455e-05,0.0006408121577221997,0.0,0.0,0.00017664686922620697,2.5905790519590193e-06,0.005829213334706643,0.0001729331223398499,2.4461503731709523e-07,2.9538702736982564e-15,4.242090640185574e-11,7.808437201100981e-08,0.0007021540461806477,0.0005348327939605337,3.990848993260584e-07,1.157338329841491e-08,0.0011883031411904531,6.749397103827319e-10,5.066048847638917e-09,2.2362291198141547e-06,4.015210297695342e-08,0.0022938635787078444,4.921253475477092e-09,8.245362231431309e-06,3.087796030571339e-05,3.556040358091901e-08,8.642514345213316e-09,7.521572079748709e-12,2.5958464296293358e-08,7.757801490507042e-09,3.76,0.0,1.9031943486898517e-06,0.9925708768999666,0.0022019648842571985,0.00010541293743496602,0.5322172262451125,0.5177417446524751,1.507606266301157e-08,1.168436133476069e-11,0.0005144235305555228,2.967020669718802e-06,4.894998371072471e-10,6.321228256605038e-11,2.288449136238968e-09,0.0020390101777601984,3.502745801581608e-10,6.429323009719703e-06,6.070676505196269e-06,0.00014317053017444037,0.0015204603739754053,3.054506877707128e-06,3.4438382808966694e-06,6.111162988296095e-13,1.2621293102477042e-13,3.324427702694747e-09,5.900799865955849e-10,2.995196881137007e-05,1.2501566596547945e-06,0.0001088413329180693,1.8926924283519622e-07,2.237236709427672e-12,1.7221327321314647e-08,1.7044467706030497e-06
0.00016943090295874348,0.7256964623784179,3.476934620573143e-05,1.576011654256224e-05,2.9388871471120067e-05,0.0006565404904337368,0.0,0.0,0.0001801581423870086,2.6581967613362397e-06,0.005964541085356032,0.000177275573250622,2.519568745629391e-07,3.1595934310264523e-15,4.4384535855050467e-11,7.986677863123079e-08,0.000716735843431887,0.0005402079976072235,4.1426628640606536e-07,1.1868769664094501e-08,0.0011926969702814435,6.783244626682132e-10,5.245699582592984e-09,2.340533685068726e-06,4.160157592335095e-08,0.0023506798907007853,5.057653193532323e-09,8.641020355033666e-06,3.228635051488785e-05,3.720488990499719e-08,9.027875148964064e-09,7.857101505359771e-12,2.6558635318101724e-08,8.160641716309007e-09,3.76,0.0,1.8896685184507965e-06,0.9924122385450711,0.0022557774089691086,0.00010830110450305984,0.5323150504396164,0.517551912282767,1.507046716446004e-08,1.1680101640826413e-11,0.0005143413135240179,3.0282057783720216e-06,4.999350624205883e-10,6.457817506602849e-11,2.337918597907934e-09,0.0020844763824071255,3.500819683737986e-10,6.569377217696939e-06,6.201328707747486e-06,0.00014610488391024544,0.0015527593290546888,3.1209743213758567e-06,3.518723443162574e-06,6.249554696021631e-13,1.2907067449789423e-13,3.399690500890014e-09,6.040788397385729e-10,3.059642193799232e-05,1.2764863074868275e-06,0.00011381664141607563,1.9316573411454105e-07,2.285179008694399e-12,1.7588657398660248e-08,1.824770119871668e-06
0.00017002763419064662,0.7257138534661083,3.5536350044861064e-05,1.6101690029889236e-05,3.003267705135412e-05,0.0006726226264568574,0.0,0.0,0.00018371735914022368,2.7274553330417814e-06,0.006102778275440505,0.00018171885438529297,2.5952475578436514e-07,3.3788077656553937e-15,4.643236880627163e-11,8.168214381731987e-08,0.0007315301458295758,0.000545691455267272,4.3001099179734967e-07,1.2170211361542888e-08,0.0011970918896522754,6.817505153842909e-10,5.431265491672022e-09,2.449293288546176e-06,4.309715651295139e-08,0.0024087751360175225,5.197757914968059e-09,9.054398821190589e-06,3.3752573794796194e-05,3.891881140281058e-08,9.428909258711166e-09,8.206368714637469e-12,2.7170539304439074e-08,8.584908028996754e-09,3.76,0.0,1.8772351330526715e-06,0.9922502312038661,0.0023107664052799157,0.00011126590406916628,0.5324149153792705,0.5173581511612622,1.506476313106286e-08,1.1675754318946879e-11,0.0005142573504540127,3.090654835235572e-06,5.105343629825384e-10,6.596606503974654e-11,2.3881875201983702e-09,0.0021308350998769463,3.4988539397830355e-10,6.711745207720674e-06,6.334070350637738e-06,0.00014908008867803,0.0015855628623884879,3.1885215040322814e-06,3.5948227270127693e-06,6.390451780028798e-13,1.3198013120745483e-13,3.476314760613114e-09,6.183903821060753e-10,3.1251160667402935e-05,1.303216299007907e-06,0.00011899845600655786,1.9711735495385536e-07,2.3338773546769053e-12,1.796169492232819e-08,1.95320042145695e-06
0.00017062436542254975,0.7257315981368384,3.6316311711169296e-05,1.6448840620121027e-05,3.068730882912296e-05,0.00068906487925092,0.0,0.0,0.00018732425035738426,2.7983839732581515e-06,0.006243973619769461,0.00018626491136458656,2.673252916443988e-07,3.6123123409965444e-15,4.856746375836208e-11,8.353069425087276e-08,0.0007465364018452722,0.000551285824935318,4.463378216207387e-07,1.2477765717271565e-08,0.0012014881295894112,6.852195689459162e-10,5.622894166155303e-09,2.5626710878366342e-06,4.463983396537112e-08,0.002468171649013612,5.341671358780765e-09,9.486205655507821e-06,3.527859897748865e-05,4.0704662234074244e-08,9.846146559994394e-09,8.569850822603833e-12,2.7794312402168786e-08,9.031726509180437e-09,3.76,0.0,1.8658568418453965e-06,0.9920848013262886,0.0023669515661494138,0.00011430924607623887,0.5325168570517211,0.517160399824821,1.5058948580870697e-08,1.167131800722228e-11,0.0005141716135919387,3.1543874775437427e-06,5.212975958925856e-10,6.737596030547678e-11,2.4392565102389275e-09,0.002178096680043507,3.4968479705359807e-10,6.8564312888290124e-06,6.468901890475772e-06,0.0001520958782385388,0.0016188710508501902,3.2571481591513237e-06,3.6721357189382653e-06,6.533868597676668e-13,1.3494159633697613e-13,3.5543082276102083e-09,6.330200786070649e-10,3.1916184891309454e-05,1.3303460842254093e-06,0.00012439395530875467,2.0112386830743642e-07,2.3833312011870522e-12,1.8340431063351287e-08,2.0902423723734347e-06
0.00017122109665445288,0.7257497019776815,3.710925721239924e-05,1.680157557353418e-05,3.135279967750844e-05,0.0007058735923779957,0.0,0.0,0.00019097850565065903,2.8710117389039202e-06,0.006388176022438642,0.0001909157074420552,2.7536524474316576e-07,3.860945201155563e-15,5.0792948449317687e-11,8.541263818305238e-08,0.0007617538934088869,0.0005569938008300608,4.6326602776364015e-07,1.2791487458628411e-08,0.001205885930435982,6.887333796676687e-10,5.820733510093295e-09,2.680834461910515e-06,4.6230588418402916e-08,0.0025288918183172435,5.48950050384885e-09,9.937171486787949e-06,3.686643687977858e-05,4.256499760887847e-08,1.0280127691209311e-08,8.948036027703212e-12,2.8430088328629e-08,9.50227906567752e-09,3.76,0.0,1.8554985141586435e-06,0.9919158953517594,0.0024243526408323987,0.00011743307951680895,0.5326209116427704,0.5169585968724094,1.5053021545684945e-08,1.1666791345468294e-11,0.0005140840751787631,3.219423311944187e-06,5.322244768055773e-10,6.880785077047843e-11,2.491125547417465e-09,0.0022262712620913644,3.4948011785097643e-10,7.003438058266756e-06,6.605822105930919e-06,0.0001551519449926951,0.001652683597869695,3.326853051031444e-06,3.7506609117730956e-06,6.679817958434208e-13,1.3795533306812164e-13,3.633677803955943e-09,6.479734076075885e-10,3.25914860250691e-05,1.357874790011388e-06,0.0001300104777376067,2.0518499006419878e-07,2.433539355448163e-12,1.8724851891470628e-08,2.2364284136246024e-06
