Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285)
9.729370210758382e-19,0.7317613119221335,6.06437723466886e-51,6.4445899708490675e-24,1.9353785144821992e-60,2.414683937276416e-76,0.0,0.0,1.7152204487137912e-51,4.484876623716894e-114,6.778193391528475e-62,4.8401817270156317e-76,4.835999374070979e-57,8.375348227257008e-95,1.713555824936343e-75,2.6084111914176548e-64,1.3805239107368506e-98,2.1042997274740242e-76,1.9325897197561468e-60,7.779597683317919e-51,1.5541652837173342e-29,3.0333925568381517e-46,3.511080987657179e-76,7.180545491950169e-158,1.2135765344362059e-113,1.0930352532835894e-98,1.413305661570828e-78,5.185895826148149e-135,1.3575849273667066e-209,1.3061045637605646e-196,2.680397540243139e-126,9.45583324921879e-103,3.8829705944262645e-87,7.55530777966136e-157,3.76,0.0,0.6324984316065079,0.9999999999975893,6.8389741142904996e-77,1.395886127980969e-142,2.94645871221417e-13,2.819223903460228e-13,1.2723480875394087e-14,7.119422570081255e-29,2.4107351388995746e-12,2.5690202132780086e-33
1.945979624031337e-18,0.7317613119221735,4.851962445023168e-50,1.288987930546722e-23,3.097055417190269e-59,7.728149076668237e-75,0.0,0.0,1.3723066491487198e-50,5.742097282769807e-112,1.0846217813507642e-60,1.549090763682922e-74,7.738386169857716e-56,5.361040864371046e-93,5.4842021513695585e-74,4.1740644790757474e-63,1.7673618242861888e-96,6.734770437183798e-75,3.0925929602377363e-59,6.2242690940683055e-50,6.217167094496478e-29,2.4269444655445976e-45,1.1237146556837778e-74,1.4710111402403002e-154,3.1072699465558236e-111,1.3993710667337625e-96,4.523276845951262e-77,2.6560476957226097e-132,4.450718024178777e-205,1.0704543795571913e-192,1.3725910458508272e-123,1.2105939655079761e-100,2.4856049627495362e-85,7.739742149168194e-154,3.76,0.0,0.6324984316062132,0.9999999999951783,2.188800392084684e-75,1.4298102081555318e-139,5.893237170352957e-13,5.638753745622968e-13,2.544834247299856e-14,2.848000799563119e-28,4.821731879596997e-12,1.0276917213495633e-32
3.8920648299423346e-18,0.7317613119222535,3.8817542288839204e-49,2.5780457990057997e-23,4.9556485219759934e-58,2.473193398455721e-73,0.0,0.0,1.0978974382017529e-49,7.350815996969481e-110,1.735484308786059e-59,4.957462656871489e-73,1.2382047648133921e-54,3.4313279293982754e-91,1.7550764582417385e-72,6.678988467957933e-62,2.2624095244928046e-94,2.1552883646673896e-73,4.9485082825124444e-58,4.979651666919933e-49,2.48696803340359e-28,1.9416477454151944e-44,3.596156906857358e-73,3.0130767574453863e-151,7.955269040354511e-109,1.7913779878661943e-94,1.4475603976840494e-75,1.3601189395934764e-129,1.458769163733311e-200,8.771184313908692e-189,7.028248598004094e-121,1.549718570058332e-98,1.5909484030749909e-83,7.927316452022742e-151,3.76,0.0,0.6324984316056239,0.9999999999903563,7.0046871851686936e-74,1.4643421667412143e-136,1.1786794086625042e-12,1.1277813430352219e-12,5.089806562728069e-14,1.139246674746588e-27,9.643725336713242e-12,4.110934171960012e-32
7.78423524176433e-18,0.7317613119224134,3.10547709439506e-48,5.1561615420657435e-23,7.929325497873977e-57,7.914516006357622e-72,0.0,0.0,8.783387987161969e-49,9.40964066701343e-108,2.7768489660166266e-58,1.5864476086776411e-71,1.9811780073942347e-53,2.1961336377942515e-89,5.616455484206502e-71,1.0686769816820572e-60,2.896003473391934e-92,6.89718170488742e-72,7.917900868018666e-57,3.9838158928460654e-48,9.948074529039395e-28,1.5533550665518057e-43,1.1508134144790446e-71,6.171237856985693e-148,2.0366330901359737e-106,2.2930809568865075e-92,4.632372172398856e-74,6.964378686311203e-127,4.780681204182058e-196,7.186182515484382e-185,3.5986123782153257e-118,1.9837410748347282e-96,1.0182585696212283e-81,8.118973920015844e-148,3.76,0.0,0.6324984316044452,0.9999999999807123,2.2415840540882053e-72,1.4995972370081498e-133,2.3573907919147247e-12,2.2555932801425802e-12,1.0179751177213767e-13,4.557079402197125e-27,1.9287712153831327e-11,1.6444071335152894e-31
1.556857606540832e-17,0.7317613119227333,2.4844111607023553e-47,1.0312393052752788e-22,1.2687150987004836e-55,2.5326926691986963e-70,0.0,0.0,7.02679378418162e-48,1.204472163281661e-105,4.4430256132017477e-57,5.076727654767721e-70,3.1699251194583598e-52,1.4055523211701326e-87,1.7972994717538769e-69,1.7099142363075565e-59,3.7069607579581075e-90,2.207139581001429e-70,1.2668871381748407e-55,3.187090538696204e-47,3.97927029155064e-27,1.2426988015954606e-42,3.6826720611197244e-70,1.2639162664193647e-144,5.2138884655908366e-104,2.935218568198705e-90,1.4823877200595036e-72,3.5659077489658556e-124,1.5666296819942098e-191,5.887259989026566e-181,1.8425276914553202e-115,2.5392533889107493e-94,6.517019891100898e-80,8.315508994860834e-145,3.76,0.0,0.6324984316020877,0.9999999999614243,7.1732036382533266e-71,1.535644320297185e-130,4.714813558410381e-12,4.511217155003332e-12,2.035964034070226e-13,1.8228502950601128e-26,3.857568539960987e-11,6.5776955187061e-31
3.11372577126963e-17,0.731761311923373,1.9875407231590893e-46,2.0624856172395507e-22,2.029962539909129e-54,8.104692650459889e-69,0.0,0.0,5.621468386499897e-47,1.5417487910767925e-103,7.108920424736112e-56,1.6245681060723485e-68,5.071912437632091e-51,8.995620443228913e-86,5.751412162469902e-68,2.735887642146179e-58,4.744958533707005e-88,7.0629129851527e-69,2.0270377872323173e-54,2.5496875611301707e-46,1.5917162130349165e-26,9.941649407681449e-42,1.1784661253511184e-68,2.588548347403013e-141,1.3347692176994434e-101,3.757127671129299e-88,4.743686506232831e-71,1.825782115955199e-121,5.133689415565744e-187,4.822982297608629e-177,9.43383929614326e-113,3.2502857568916926e-92,4.1709454780556865e-78,8.51791123977994e-142,3.76,0.0,0.6324984315973728,0.9999999999228484,2.295446720173784e-69,1.5725288153954563e-127,9.429659091366555e-12,9.022464907308972e-12,4.071941840574764e-13,7.291438195760478e-26,7.715163033733656e-11,2.631091648140416e-30
6.227462100727226e-17,0.7317613119246529,1.5900372970922187e-45,4.1249782804755485e-22,3.2479546166316023e-53,2.5935138550200426e-67,0.0,0.0,4.497188054748098e-46,3.45458272402176e-101,1.1374418248196338e-54,5.198642413371958e-67,8.115085697976376e-50,5.757224225321325e-84,1.8404604227013743e-66,4.3774401696252377e-57,6.073916547115591e-86,2.2601427930473702e-67,3.243274999568292e-53,2.0397561014807603e-45,6.366881048138242e-26,7.953343125963631e-41,3.771109345003853e-67,8.421943477267228e-138,3.4172164701204205e-99,4.810550726215037e-86,1.519773140287285e-69,2.3112460248207895e-118,3.6500264843495803e-181,3.4368619841218875e-172,4.830418233758409e-110,4.1603939345594854e-90,2.669423073128664e-76,2.3330968784779045e-138,3.76,0.0,0.6324984315879432,0.9999999998456965,7.345464077398552e-68,2.5400930290848396e-124,1.8859350157138337e-11,1.8044960422256794e-11,8.143897348811198e-13,2.9165826390186624e-25,1.543035139974688e-10,1.0524393823292564e-29
1.2454934759642419e-16,0.7317613119272119,1.2720317262394207e-44,8.249963764177389e-22,5.196738645197412e-52,8.299264017156333e-66,0.0,0.0,3.5977557849736995e-45,4.4366904008705864e-99,1.8199448095205472e-53,1.6635695210608744e-65,1.2984157756504338e-48,3.684631904756185e-82,5.889486566286553e-65,7.00392035417335e-56,7.7746344218966515e-84,7.23247408903525e-66,5.189251247301475e-52,1.6318073029987238e-44,2.546755660965195e-25,6.362683943550212e-40,1.2067578485718329e-65,1.725133511363187e-134,8.748100018711389e-97,6.157538066225734e-84,4.863464397654948e-68,1.184738966666174e-115,1.1960825272222223e-176,2.815886697633923e-168,2.4731817210374868e-107,5.325320747824805e-88,1.708436041225864e-74,2.395620635081763e-135,3.76,0.0,0.6324984315690838,0.9999999996913927,2.3505540789329995e-66,2.6019957028210432e-121,3.7718732288119665e-11,3.608995149349865e-11,1.6287807946193524e-12,1.1666344938271806e-24,3.0860725645645294e-10,4.2097632549534333e-29
2.4909880077472803e-16,0.7317613119323304,1.0176261382368759e-43,1.6499935360500637e-21,8.31478956327043e-51,2.6557677336524585e-64,0.0,0.0,2.878206769166599e-44,5.67912034378222e-97,2.9120259889026372e-52,5.323429002601186e-64,2.077466892698451e-47,2.3581667412043065e-80,1.8846375271941084e-63,1.1206285861043618e-54,9.951541918363073e-82,2.3143945391371605e-64,8.302809716982069e-51,1.3054468123725147e-43,1.0187029147336823e-24,5.090150936492905e-39,3.861629815607366e-64,3.5330796765035103e-131,2.239515827505081e-94,7.881659875091096e-82,1.556312276417021e-66,6.065889195736421e-113,3.919331958491495e-172,2.3067799627405484e-164,1.2662703005865502e-104,6.816419866913773e-86,1.0934005788882636e-72,2.463485760774069e-132,3.76,0.0,0.6324984315313651,0.9999999993827854,7.521782252173651e-65,2.664449002107085e-118,7.543749654783337e-11,7.217993380136704e-11,3.2575627464596178e-12,4.666540580351195e-24,6.172146419293313e-10,1.6839066706965893e-28
4.981977071313358e-16,0.7317613119425672,8.141012163973584e-43,3.2999881068826984e-21,1.3303665398217468e-49,8.498462580548041e-63,0.0,0.0,2.3025662793555284e-43,7.269281023811127e-95,4.6596017590071455e-51,1.7034984656451366e-62,3.323948351170058e-46,1.5092269881877246e-78,6.0308411610293465e-62,1.7930069384731074e-53,1.2737976113562401e-79,7.406067608362197e-63,1.3284497632659518e-49,1.0443578398829174e-42,4.074812975672409e-24,4.072122269116626e-38,1.2357223745149405e-62,7.235751134282364e-128,5.7331615760171125e-92,1.0088528655134869e-79,4.980202509902907e-65,3.1057385518460024e-110,1.2842874502206588e-167,1.8897160053068973e-160,6.483305119787795e-102,8.725020357885501e-84,6.997766433147588e-71,2.543837548114881e-129,3.76,0.0,0.6324984314559275,0.9999999987655711,2.4069719727035557e-63,2.7283972955833e-115,1.5087502505826491e-10,1.4435989907864268e-10,6.515125979595487e-12,1.866616536030296e-23,1.2344290150949855e-09,6.735631208914876e-28
7.472966134879435e-16,0.7317613119528039,2.3278208937480687e-42,4.949982929283527e-21,5.071680699686615e-49,3.988634489482549e-62,0.0,0.0,6.583901098336773e-43,3.7506800303563606e-94,1.7153428319516463e-50,7.995118608130212e-62,1.2234338329682081e-45,8.481894369092035e-78,2.8304905023127848e-61,6.835840082031218e-53,8.48537381432699e-79,3.4759341956507255e-62,5.064714731184405e-49,2.986210987193273e-42,8.658978414323059e-24,1.164372573824991e-37,5.799690017755429e-62,5.802250398475116e-127,4.377530204110176e-91,6.719621052528028e-79,2.328744375965076e-64,1.7731089558373563e-109,6.66143018706666e-167,1.0352619076127364e-159,5.5889609503732767e-101,5.812320340012447e-83,3.9931003589984e-70,1.5348110503780783e-128,3.76,0.0,0.63249843138049,0.999999998148357,1.1296786135785547e-62,2.0209912490239475e-114,2.2631255355970066e-10,2.1653986501745685e-10,9.772688542186833e-12,3.966560084736908e-23,1.8516429904807933e-09,1.4313221674044993e-27
9.963955198445512e-16,0.731761311963041,4.910048713617279e-42,6.599978003252755e-21,1.3644256020969769e-48,1.2433777045024516e-61,0.0,0.0,1.388735499122398e-42,2.046126204322477e-93,4.351681632463998e-50,2.4923132924278294e-61,3.102893239145024e-45,3.021779688958206e-77,8.823490668480485e-61,1.8392334796644825e-52,3.669767795433759e-78,1.0835535551304678e-61,1.3626986285059598e-48,6.298784171133757e-42,1.4771199244733147e-23,2.4559991133640603e-37,1.8079383437180817e-61,4.932185898738038e-126,2.0830054818790425e-90,2.906507171321938e-78,7.516330285822153e-64,1.4742655169602464e-108,2.026897098287213e-165,2.0866378846721417e-158,2.909847384612294e-100,2.5136415988295697e-82,1.5620626044133869e-69,1.515387150042428e-127,3.76,0.0,0.6324984313050525,0.9999999975311435,3.5215490541450036e-62,1.5748759016896548e-113,3.017500820521405e-10,2.8871983161780954e-10,1.3030250434233792e-11,6.766484514176059e-23,2.4688565680870107e-09,2.4416680145180366e-27
1.4945933325577666e-15,0.7317613119835146,1.3410866621841395e-41,9.899968741607666e-21,5.517324662090925e-48,6.126261353525933e-61,0.0,0.0,3.793067568700641e-42,2.8417104840421543e-92,1.5228972715467531e-49,1.2279830366801678e-60,1.085096846383036e-44,1.7916073731903065e-76,4.3474299426893557e-60,7.439096299198152e-52,3.470579715062663e-77,5.338789850623273e-61,5.511664756832775e-48,1.7203934044656125e-41,3.0581893399211824e-23,6.708095659423072e-37,8.907914865765857e-61,2.1474043309394304e-124,2.2211041642780566e-89,2.7499728471171957e-77,4.1415220050164227e-63,4.655358260134638e-107,7.568023341455182e-163,3.5650924229475146e-156,3.4920195878074904e-99,2.376958201272178e-81,1.307793374387688e-68,8.730829597792379e-126,3.76,0.0,0.6324984311541774,0.9999999962967173,1.7351067014335136e-61,5.961801095886825e-112,4.5262513901590755e-10,4.330797663711048e-10,1.9545372644601518e-11,1.400914505483921e-22,3.7032827897358972e-09,5.055166278030855e-27
1.992791145270982e-15,0.7317613120039884,2.8060019828904446e-41,1.3199960405071382e-20,1.494313280218275e-47,1.9222610124761272e-60,0.0,0.0,7.936366389373143e-42,1.3062942079276284e-91,3.807045016887076e-49,3.853076778327704e-60,2.7113616416323693e-44,6.372479922940798e-76,1.3641094959316004e-59,2.0150469895863753e-51,1.5518095835845433e-76,1.6751729956425683e-60,1.4929578701236417e-47,3.5996385853142234e-41,5.2011792337526664e-23,1.4035580412037352e-36,2.795071312951583e-60,1.551676923619185e-123,1.0999518927838467e-88,1.2297005880547485e-76,1.3297145596140376e-62,2.8053460428272054e-106,1.0197949125122809e-161,3.6512775569743378e-155,1.8843103494946043e-98,1.0627958946905412e-80,5.139144351937931e-68,6.534349302013383e-125,3.76,0.0,0.6324984310033023,0.9999999950622924,5.4443122357681176e-61,4.0836529241801136e-111,6.035001959465937e-10,5.774397035571119e-10,2.6060492389139527e-11,2.3825883368828835e-22,4.93770754860949e-09,8.597518356173612e-27
