Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50)
3.836047267022192e-06,0.9123391732753431,1.0374658344211958e-05,4.907020655045893e-06,3.2827632798123165e-06,0.00016954288146758516,0.0,0.0,1.209171049068162e-05,1.1417873681558726e-07,0.0003155952622647825,1.4235639124042801e-05,1.0648612513125254e-07,3.303309313683421e-16,1.4582380662110576e-11,4.9099578595543466e-08,2.0557904102548073e-05,5.1302441191703814e-05,4.9653735497565014e-08,1.1403641882624414e-08,0.000901187145892158,4.6684359748947905e-09,1.8814182065211116e-09,5.04769295930858e-10,4.670857227927458e-10,0.00015178763515235905,1.4377159311947244e-07,9.321235740180593e-07,9.879474944947204e-10,1.2977954174443573e-11,4.712421654094734e-11,3.240593258204495e-11,1.4002110233536723e-08,7.767555357080375e-09,3.76,0.0,0.0012192963080403226,0.9981007161055576,0.00011435556580209562,3.059026426634239e-05,0.7667529760461924,0.7641875611837134,4.022651826030409e-07,7.255520936602613e-10,0.001490949703051327,2.1609054146247623e-07,5.711547947801698e-10,4.751808590673261e-12,2.2135560382406442e-10,7.605458287197035e-05,1.9032698166155725e-09,4.113380790754494e-06,4.2352578062822496e-06,4.284669582857994e-05,0.0002758744668665151,2.0598644422893471e-07,2.740529275391336e-07,2.7608901316080367e-15,5.0284244225285774e-15,1.8074764840690732e-09,5.505797687570939e-10,3.0642412788823706e-06,3.9082822715040143e-08,6.440717399719367e-07,1.1681226391740106e-09,3.0605946515951793e-12,4.207458468734324e-10,7.490200223723905e-08,3.1889541746179235e-09,0.00011133771780738124,4.325410670124019e-06,4.307087771850295e-09,1.290841922670738e-12,3.0189172149263183e-09,3.7259388718440987e-10,1.669399952142609e-06,2.343140804500014e-11,1.6563508917184018e-09,9.255181225360043e-13,3.1371235286131014e-05,2.3322488075874692e-08,2.3070585254644082e-17,4.761519931450258e-18,1.0761988457748269e-10,5.7849169432026165e-08,3.961150946642912e-09,8.756338449022037e-16,1.0212959155035436e-07,1.2622507202994994e-13,3.2559760005020374e-12,1.537083559444227e-06,1.3537162607118097e-12,2.9698202068719445e-14,6.719681843079628e-11,3.022704522101673e-09,1.5535071957088874e-08,4.1593564640671085e-09,1.383799864536125e-15,6.343279236174705e-14,9.651568998970985e-16,3.852825056234891e-12,4.134949983809507e-10,1.3720530847780528e-10,5.575903814374748e-09,7.177675658999148e-15,2.995769970370027e-08,2.6349500559627284e-13,8.63327078354397e-11,3.848430968136846e-16,1.7529962015392017e-07,3.012026121179614e-09
3.861613561356833e-06,0.9123480370049712,1.0332239909005226e-05,4.891848843629312e-06,3.279894800983356e-06,0.00017018827520195773,0.0,0.0,1.2111437544040312e-05,1.1459650757946875e-07,0.00031826840912347834,1.4331105358295446e-05,1.0673719988609875e-07,3.2947732047505383e-16,1.460356346409177e-11,4.89627903253788e-08,2.067307109280459e-05,5.168797134551757e-05,4.992521307527554e-08,1.1457021251895238e-08,0.0009082772524697388,4.705671022653164e-09,1.876344222956128e-09,5.106650914753344e-10,4.697430226523142e-10,0.0001527922387444474,1.437039825326436e-07,9.356430981170606e-07,1.0072343837340866e-09,1.3121709813898011e-11,4.7382403874803384e-11,3.2308143732597877e-11,1.3994029252688724e-08,7.769772063258443e-09,3.76,0.0,0.001168076290914942,0.9980980866534048,0.0001149764722356389,3.060623076810879e-05,0.7668125316109163,0.7642278375930355,3.98491087248245e-07,7.253433323681067e-10,0.0014909457741775203,2.1653261102912485e-07,5.700935426109484e-10,4.742055602141726e-12,2.2117008870158337e-10,7.659773895607211e-05,1.9033466827423504e-09,4.10281053089658e-06,4.223517064809728e-06,4.2681496878897876e-05,0.00027798443584306265,2.051530129078821e-07,2.7294393626099355e-07,2.7531492427929726e-15,5.0143492809124305e-15,1.8024407345758634e-09,5.543635579202054e-10,3.053499083431575e-06,3.938293183543624e-08,6.534939186320923e-07,1.1746793871473606e-09,3.0518685544211584e-12,4.192629243594476e-10,7.476569345595508e-08,3.180241800219853e-09,0.00011136789550099949,4.376052480656383e-06,4.131277545737511e-09,1.2381399203990819e-12,3.0153852348270235e-09,3.721314791828615e-10,1.6820332063467394e-06,2.361195500922619e-11,1.6535580722349687e-09,9.239356993657313e-13,3.13737358397543e-05,2.349955642067102e-08,2.3031236452819357e-17,4.7534136344109e-18,1.0812389885651861e-10,5.773376808395732e-08,3.957203566596831e-09,8.745459547971844e-16,1.0263387565681771e-07,1.2589301821487173e-13,3.2436254985716108e-12,1.5411858174265042e-06,1.3512360428804275e-12,2.9900392071425785e-14,6.768946267240686e-11,2.9958402411955507e-09,1.562970982178234e-08,4.248984942297369e-09,1.3922124697239822e-15,6.479965525150273e-14,9.729655616541618e-16,3.926237850229874e-12,4.157193577612764e-10,1.3788658954252534e-10,5.602814776089871e-09,7.202222617774337e-15,3.0141139052389523e-08,2.630427998276189e-13,8.807636882834708e-11,3.9261847086244357e-16,1.7654163675772153e-07,3.0342129072660568e-09
3.887179855691474e-06,0.9123565875790455,1.0291075892842305e-05,4.877176009780463e-06,3.277279499089338e-06,0.00017083104668156853,0.0,0.0,1.2130986093159243e-05,1.1500983342199682e-07,0.0003209345917842971,1.4426310303459935e-05,1.0699152138400196e-07,3.2868396941003196e-16,1.462584238260722e-11,4.883070031450376e-08,2.0788011970159772e-05,5.207349018534227e-05,5.019663498017736e-08,1.1511000853555324e-08,0.0009153675620788369,4.742907120241334e-09,1.8714531685793632e-09,5.165881506425734e-10,4.723952858243221e-10,0.0001537939633734874,1.4363908293682645e-07,9.391537356500284e-07,1.026730375966201e-09,1.3265989100218653e-11,4.7642399603770475e-11,3.221355532702935e-11,1.3986338519064421e-08,7.771980542427644e-09,3.76,0.0,0.0011190098329533933,0.9980954613860314,0.00011559676753732906,3.062217501652631e-05,0.7668699333447418,0.7642659690260667,3.9487549044549936e-07,7.251429232536839e-10,0.0014909418515623469,2.1696676229931148e-07,5.690660623371299e-10,4.732730966862643e-12,2.2100110625584577e-10,7.71401863240389e-05,1.9034188634490176e-09,4.09262748622567e-06,4.212179656409758e-06,4.25189278063769e-05,0.0002800836769067013,2.043439243997655e-07,2.7186729359269594e-07,2.745673830088112e-15,5.000757417106669e-15,1.7975784014271732e-09,5.581396330728797e-10,3.043063321150819e-06,3.9681512174228444e-08,6.629514288820077e-07,1.1812231848576087e-09,3.0434381260275877e-12,4.178222749715401e-10,7.462954346414541e-08,3.171916409114519e-09,0.00011139761443796564,4.426929951797e-06,3.963364739849609e-09,1.1878068473209657e-12,3.0120587154894773e-09,3.7169446468079516e-10,1.6946547807346756e-06,2.379231452136659e-11,1.6508761275521942e-09,9.224155155541385e-13,3.137614738398056e-05,2.3676480785186314e-08,2.299343977167875e-17,4.7456277799032104e-18,1.0862828802480839e-10,5.762255897199123e-08,3.953424983252588e-09,8.735229759877113e-16,1.0313350024551112e-07,1.2557286872384476e-13,3.231483670671578e-12,1.5452813703254333e-06,1.3487592163706016e-12,3.010197841147025e-14,6.818098395551313e-11,2.9692356903451457e-09,1.5725060215499872e-08,4.3398146427837714e-09,1.4006888072256753e-15,6.618483911351935e-14,9.807656116841243e-16,4.000856131315469e-12,4.179367823833683e-10,1.3856605714258723e-10,5.629658893393374e-09,7.226748143422908e-15,3.032368307832702e-08,2.626083767688819e-13,8.984326993646847e-11,4.0049749166583403e-16,1.777818206307616e-07,3.0564805620985884e-09
3.912746150026115e-06,0.9123648381487969,1.0251145356973869e-05,4.862995439350598e-06,3.274913384503268e-06,0.00017147127656803478,0.0,0.0,1.2150362041888308e-05,1.1541877444916856e-07,0.0003235939716565793,1.4521263073299106e-05,1.0724906408659677e-07,3.2795006191386153e-16,1.464921496589822e-11,4.8703252686441155e-08,2.090273677065587e-05,5.2458997156980994e-05,5.04681169241331e-08,1.1565593322426706e-08,0.0009224580575161407,4.780144189454762e-09,1.866742837281628e-09,5.225388198720351e-10,4.750427428768046e-10,0.00015479290544492857,1.435767863938698e-07,9.426557672206142e-07,1.0464361211975117e-09,1.3410799798354581e-11,4.790423535439246e-11,3.212212749816954e-11,1.3979025988771715e-08,7.774181175371642e-09,3.76,0.0,0.001072006385394391,0.9980928401087342,0.00011621650296777131,3.063810094332651e-05,0.7669252718501743,0.764302045714677,3.914117279574318e-07,7.249505151825251e-10,0.0014909379349147425,2.1739320124548887e-07,5.680719601123579e-10,4.723828115930111e-12,2.2084841342178627e-10,7.768193824111242e-05,1.9034865560846324e-09,4.082826571003238e-06,4.201240417354472e-06,4.2359039710431116e-05,0.00028217235976684524,2.0355879099405143e-07,2.7082248726130327e-07,2.7384606994798592e-15,4.987643005527153e-15,1.79288739507112e-09,5.619082557264118e-10,3.0329312506956566e-06,3.99785875109237e-08,6.724440209019577e-07,1.1877545990904024e-09,3.0352997171166784e-12,4.1642351453083643e-10,7.449356595229113e-08,3.163960064234079e-09,0.00011142689515814105,4.4780435435434015e-06,3.802979891386686e-09,1.1397317791417826e-12,3.008937120273947e-09,3.712828047921579e-10,1.7072653677356722e-06,2.397249663406559e-11,1.6483055315705194e-09,9.209578317221078e-13,3.1378473828686035e-05,2.3853263338677796e-08,2.2957201586729665e-17,4.738163665264494e-18,1.0913335077122117e-10,5.7515478638061114e-08,3.9498076905264135e-09,8.725640437865219e-16,1.0362850258422401e-07,1.252644848506737e-13,3.2195538223780747e-12,1.5493704325294208e-06,1.346286006545021e-12,3.0302981861110764e-14,6.867142680610952e-11,2.9428896859979865e-09,1.5821139868954436e-08,4.4318523338337935e-09,1.4092303541287632e-15,6.758844720910095e-14,9.885571941290466e-16,4.076697137864559e-12,4.201472540479166e-10,1.3924369269871136e-10,5.6564352245959526e-09,7.25125327654173e-15,3.0505354524568935e-08,2.621918067017503e-13,9.163366003405831e-11,4.0848126903073987e-16,1.7902028773683643e-07,3.0788298698139558e-09
3.9383124443607554e-06,0.9123728013268592,1.021242755774777e-05,4.849300384242039e-06,3.272792501478599e-06,0.00017210904403715997,0.0,0.0,1.2169571173517752e-05,1.1582339064586747e-07,0.0003262467120859023,1.4615972670539562e-05,1.0750980279811888e-07,3.272748029447468e-16,1.4673678826895293e-11,4.858039075705181e-08,2.1017255368635e-05,5.284449173735028e-05,5.073977236580862e-08,1.1620810686423886e-08,0.0009295487223899353,4.817382156406744e-09,1.8622109951374527e-09,5.285174484704505e-10,4.77685620912778e-10,0.00015578916018340022,1.435169893999306e-07,9.461494683904321e-07,1.0663522812933351e-09,1.3556149761104662e-11,4.816794142046302e-11,3.203381992595402e-11,1.3972080036304264e-08,7.77637432780588e-09,3.76,0.0,0.0010269792203762547,0.9980902226295314,0.00011683572885564744,3.065401232067157e-05,0.766978633909583,0.7643361540741586,3.8809341675572256e-07,7.247657718285337e-10,0.0014909340239477602,2.1781212976326696e-07,5.671108355217418e-10,4.715340517795484e-12,2.207117680925363e-10,7.82230078215388e-05,1.903549949528168e-09,4.07340266690419e-06,4.190694139119059e-06,4.2201879123539575e-05,0.00028425065587619434,2.0279722733920116e-07,2.6980900793923397e-07,2.7315066137576974e-15,4.975000143115987e-15,1.7883655980704504e-09,5.656696841871446e-10,3.0231000134312705e-06,4.02741818901602e-08,6.819714763115641e-07,1.1942741876735786e-09,3.0274496333390798e-12,4.1506624308255136e-10,7.435777411316388e-08,3.156355698707366e-09,0.00011145575723650874,4.529393708642035e-06,3.649771608493561e-09,1.0938092252794977e-12,3.006019762803519e-09,3.7089644036896375e-10,1.7198656532068934e-06,2.415251131240612e-11,1.645846628013801e-09,9.195628357393594e-13,3.138071891627436e-05,2.4029906262192912e-08,2.2922526467116726e-17,4.731022216009697e-18,1.0963937781721958e-10,5.741246385649229e-08,3.946344533223667e-09,8.716682952603975e-16,1.0411891992524813e-07,1.2496772580861458e-13,3.2078389341954966e-12,1.5534532097037031e-06,1.3438166307158393e-12,3.050342292320136e-14,6.916083525867009e-11,2.9168009797724285e-09,1.5917964831172754e-08,4.525104802610835e-09,1.4178385271959912e-15,6.90105830863897e-14,9.963404530015142e-16,4.153778338452301e-12,4.2235075776406175e-10,1.3991947871932504e-10,5.6831428727438855e-09,7.275739121252386e-15,3.068617585424622e-08,2.6179313937534884e-13,9.344779118669818e-11,4.1657092701171893e-16,1.8025715279627169e-07,3.101261628699573e-09
3.963878738695396e-06,0.9123804891275673,1.0174901955865857e-05,4.836084073520007e-06,3.270912930500349e-06,0.0001727444268052458,0.0,0.0,1.2188619153369888e-05,1.1622374185549235e-07,0.0003288929780970703,1.471044798527755e-05,1.0777371265080544e-07,3.26657418369905e-16,1.46992316416037e-11,4.846205717076771e-08,2.113157747836449e-05,5.3229973432853145e-05,5.101171248872205e-08,1.1676664389465155e-08,0.000936639541077645,4.854620951276594e-09,1.8578553854724604e-09,5.345243884203416e-10,4.803241435966767e-10,0.00015678282161662814,1.4345959267187785e-07,9.496351097599191e-07,1.086479530112757e-09,1.3702046923068501e-11,4.8433546827398335e-11,3.194859192427931e-11,1.3965489436780134e-08,7.778560351131956e-09,3.76,0.0,0.0009838452440449979,0.9980876087591665,0.00011745449461558333,3.066991276886556e-05,0.7670301026719704,0.7643683768901312,3.8491444126627337e-07,7.245883709498705e-10,0.0014909301183785215,2.18223745726368e-07,5.661822826114637e-10,4.7072616800738266e-12,2.2059092935873052e-10,7.876340802789701e-05,1.903609224724755e-09,4.064350632101943e-06,4.180535578539137e-06,4.204748823383639e-05,0.000286318738173935,2.0205885072060926e-07,2.688263496252309e-07,2.724808300101934e-15,4.962822861974517e-15,1.7840108700042861e-09,5.69424173512377e-10,3.0135666461973165e-06,4.056831958466069e-08,6.915336072270333e-07,1.2007824995602853e-09,3.0198841454817034e-12,4.137500466319694e-10,7.422218066475652e-08,3.1490870665089706e-09,0.00011148421933783391,4.580980892900967e-06,3.5034055145850246e-09,1.0499388080157337e-12,3.003305819245707e-09,3.705352936154563e-10,1.732456316250898e-06,2.433236843061198e-11,1.643499639634707e-09,9.18230647870873e-13,3.1382886230026985e-05,2.420641174675041e-08,2.288941730358655e-17,4.724204012330165e-18,1.1014665198364423e-10,5.731345169549199e-08,3.9430286872374545e-09,8.708348702218037e-16,1.0460478948831765e-07,1.2468244907268265e-13,3.1963416780799697e-12,1.557529899239474e-06,1.3413512985129573e-12,3.070332182766312e-14,6.96492528450088e-11,2.8909682637133276e-09,1.601555049190682e-08,4.619578855922309e-09,1.4265146848571924e-15,7.045135059240238e-14,1.0041155320693418e-15,4.232117434436612e-12,4.2454728172811573e-10,1.4059339880927152e-10,5.709780986200122e-09,7.300206754158264e-15,3.0866169246023946e-08,2.614124054647314e-13,9.528591861492506e-11,4.2476760374858117e-16,1.814925292661103e-07,3.123776650544973e-09
3.989445033030037e-06,0.9123879131591643,1.0138548223314113e-05,4.823339722016762e-06,3.2692707900583588e-06,0.0001733775011510963,0.0,0.0,1.2207511530939775e-05,1.1661988776354625e-07,0.00033153293619002806,1.4804697793889672e-05,1.0804076909408747e-07,3.2609715470272973e-16,1.472587114708659e-11,4.834819400577912e-08,2.124571265548727e-05,5.36154417780848e-05,5.128404618801747e-08,1.1733165310860026e-08,0.0009437304986922315,4.891860508113576e-09,1.8536737327828394e-09,5.405599942289428e-10,4.829585311780431e-10,0.00015777398256448954,1.4340450097681366e-07,9.531129570367316e-07,1.1068185536131841e-09,1.3848499295996438e-11,4.870107938482842e-11,3.1866402508080136e-11,1.3959243351693677e-08,7.780739583036817e-09,3.76,0.0,0.0009425248474669226,0.9980849983111056,0.00011807284876306403,3.0685805762512094e-05,0.7670797578019672,0.7643987934676354,3.818689423964652e-07,7.244180038113199e-10,0.0014909262179281968,2.186282430344542e-07,5.652858906857583e-10,4.699585152987838e-12,2.2048565769187816e-10,7.930315167083126e-05,1.9036645550117246e-09,4.055665308293659e-06,4.170759465680675e-06,4.189590506597325e-05,0.00028837678088198393,2.013432812691615e-07,2.678740099300792e-07,2.7183624558506423e-15,4.951105141762636e-15,1.7798210512454402e-09,5.731719754803311e-10,3.0043280913102564e-06,4.086102506565207e-08,7.011302554733177e-07,1.2072800749004341e-09,3.0125994969847667e-12,4.124744985046058e-10,7.408679786863125e-08,3.1421387040806045e-09,0.0001115122992598384,4.632805535456432e-06,3.3635634400958995e-09,1.0080250189527813e-12,3.000794338012678e-09,3.7019926936452116e-10,1.7450380290827577e-06,2.451207776960445e-11,1.6412646755368502e-09,9.169613248701675e-13,3.13849792007546e-05,2.4382781991924293e-08,2.285787541027783e-17,4.717709310048321e-18,1.1065544825970814e-10,5.72183795631272e-08,3.939853644296805e-09,8.70062911990776e-16,1.05086148447192e-07,1.2440851064477136e-13,3.185064430681922e-12,1.561600690610157e-06,1.338890212185025e-12,3.0902698529895584e-14,7.01367225863239e-11,2.865390174425849e-09,1.6113911600289946e-08,4.71528132085634e-09,1.4352601288524008e-15,7.191085388276629e-14,1.0118825747702653e-15,4.311732362075725e-12,4.2673681730037884e-10,1.4126543767431553e-10,5.736348758996653e-09,7.324657207139548e-15,3.104535659095341e-08,2.6104961773048976e-13,9.714830066447806e-11,4.330724513334057e-16,1.827265293264363e-07,3.1463757601205204e-09
4.015011327364678e-06,0.9123950844683874,1.0103346249331339e-05,4.811060538023593e-06,3.2678622381704164e-06,0.00017400834193735519,0.0,0.0,1.2226253741946445e-05,1.1701188788233239e-07,0.0003341667541523203,1.4898730758205975e-05,1.083109478852014e-07,3.255932788337813e-16,1.47535951394535e-11,4.823874286880681e-08,2.135967029851141e-05,5.400089633463974e-05,5.155688006205414e-08,1.1790323783364902e-08,0.0009508215810510926,4.9291007646566525e-09,1.8496637462358647e-09,5.466246227899979e-10,4.855890005172481e-10,0.00015876273463076123,1.4335162297444598e-07,9.565832711027867e-07,1.1273700499439927e-09,1.3995514964602955e-11,4.897056573469233e-11,3.178721045476599e-11,1.39533313156701e-08,7.782912348043948e-09,3.76,0.0,0.0009029417688600889,0.9980823911015358,0.00011869083892887308,3.070169463621444e-05,0.7671276756175157,0.7644274797688998,3.7895130739607485e-07,7.24254374650482e-10,0.0014909223223220607,2.1902581166125673e-07,5.644212450239032e-10,4.692304536449136e-12,2.2039571510033354e-10,7.984225140905861e-05,1.9037161063367806e-09,4.047341526976956e-06,4.161360510884551e-06,4.174716365138951e-05,0.0002904249593179249,2.0065014215268836e-07,2.669514903381016e-07,2.7121657537814178e-15,4.939840917343483e-15,1.7757939663754472e-09,5.769133385709712e-10,2.9953812056258977e-06,4.115232297576989e-08,7.107612918173742e-07,1.2137674451164332e-09,3.0055919066310774e-12,4.112391605770239e-10,7.395163754693017e-08,3.1354958930858563e-09,0.00011154001397271732,4.6848680690417044e-06,3.2299426727225105e-09,9.679769964864308e-13,2.9984842486255425e-09,3.6988825624543987e-10,1.757611456919385e-06,2.4691649014929863e-11,1.639141737915678e-09,9.15754863747713e-13,3.138700111293538e-05,2.4559019204569532e-08,2.2827900618300646e-17,4.71153805979445e-18,1.1116603388081217e-10,5.7127185248038314e-08,3.936813198126842e-09,8.693515680768576e-16,1.0556303391742761e-07,1.2414576529160328e-13,3.1740092856213308e-12,1.5656657656990138e-06,1.3364335668651694e-12,3.1101572709389495e-14,7.062328698676755e-11,2.8400652968412386e-09,1.6213062282839426e-08,4.812219045378539e-09,1.4440761058255598e-15,7.338919743083973e-14,1.0196417241369038e-15,4.392641294539709e-12,4.2891935897697145e-10,1.4193558112260965e-10,5.762845431049396e-09,7.349091552564187e-15,3.122375949003038e-08,2.6070477208642146e-13,9.903519877795283e-11,4.4148663568397733e-16,1.839592638698324e-07,3.1690597946906326e-09
4.040577621699319e-06,0.9124020136844575,1.006927614589937e-05,4.799239730578986e-06,3.2666834737756353e-06,0.00017463702263191327,0.0,0.0,1.2244851110376634e-05,1.1739980153601515e-07,0.00033679460087779843,1.499255542483121e-05,1.0858422508067652e-07,3.251450776794912e-16,1.478240147062844e-11,4.813364498672004e-08,2.1473459650359288e-05,5.4386336689955224e-05,5.183031840714303e-08,1.1848149611173194e-08,0.0009579127746459739,4.966341662158329e-09,1.8458231230332597e-09,5.52718633251282e-10,4.882157651126044e-10,0.00015974916819640853,1.4330087106391385e-07,9.600463080821346e-07,1.1481347295343929e-09,1.4143102082071026e-11,4.9242031401053265e-11,3.171097436304448e-11,1.3947743223552189e-08,7.785078958046652e-09,3.76,0.0,0.0008650229597449772,0.9980797869493565,0.00011930851187356089,3.0717582590122524e-05,0.7671739292236395,0.7644545085471862,3.761561600062608e-07,7.240972001591596e-10,0.001490918431289437,2.1941663770404925e-07,5.635879275701967e-10,4.685413480566655e-12,2.203208652846996e-10,8.038071974955648e-05,1.9037640376497374e-09,4.039374115418727e-06,4.1523334114680766e-06,4.160129419573748e-05,0.00029246344971428856,1.9997905975945305e-07,2.6605829645926333e-07,2.706214847165695e-15,4.9290240879365756e-15,1.7719274274675202e-09,5.806485079477138e-10,2.986722769216375e-06,4.144223810302801e-08,7.204266151966913e-07,1.2202451329855008e-09,2.9988575758826056e-12,4.100435844544242e-10,7.381671109894228e-08,3.129144622630549e-09,0.00011156737965723229,4.737168920268235e-06,3.1022551797348353e-09,9.297082927687153e-13,2.9963743702591626e-09,3.696021278098692e-10,1.7701772578807493e-06,2.487109175487604e-11,1.6371307285838691e-09,9.146112054179488e-13,3.138895511067191e-05,2.4735125597608187e-08,2.279949136640622e-17,4.705689925793255e-18,1.1167866841483851e-10,5.7039806959606204e-08,3.9339014303299816e-09,8.686999908414027e-16,1.0603548294463132e-07,1.2389406677527132e-13,3.163178065876453e-12,1.5697252991163528e-06,1.3339815508359242e-12,3.12999637679855e-14,7.110898802784663e-11,2.814992167835487e-09,1.6313016061469645e-08,4.910398898914979e-09,1.452963808929207e-15,7.488648603661497e-14,1.0273931227252716e-15,4.474862643900235e-12,4.3109490435734435e-10,1.4260381606416777e-10,5.78927028828953e-09,7.373510827825915e-15,3.1401399252149455e-08,2.603778486329542e-13,1.0094687746666842e-10,4.500113364181913e-16,1.851908424926398e-07,3.1918296035408393e-09
4.06614391603396e-06,0.9124087109707839,1.0036318253133968e-05,4.787870516822669e-06,3.2657307381009526e-06,0.0001752636153304272,0.0,0.0,1.2263308850623171e-05,1.1778368784523073e-07,0.0003394166461811819,1.508618022454297e-05,1.0886057702787477e-07,3.247518578084143e-16,1.481228804482777e-11,4.803284129868461e-08,2.158708980003403e-05,5.4771762456124754e-05,5.210446321419636e-08,1.1906652088435584e-08,0.0009650040666120323,5.0035831452028115e-09,1.8421495518374156e-09,5.58842386879666e-10,4.908390351298842e-10,0.00016073337241367274,1.432521612263746e-07,9.635023194127892e-07,1.169113315181519e-09,1.4291268865402409e-11,4.951550084142358e-11,3.1637652710555185e-11,1.394246931709321e-08,7.787239712854654e-09,3.76,0.0,0.000828698447423741,0.998077185676172,0.0001199259135026463,3.073347269563927e-05,0.7672185886498823,0.7644799494843036,3.734783503380705e-07,7.23946208950528e-10,0.0014909145445636566,2.198009034365305e-07,5.627855176316654e-10,4.678905688098826e-12,2.2026087378659572e-10,8.091856904788451e-05,1.903808501203491e-09,4.031757902683718e-06,4.143672858501049e-06,4.1458323252275243e-05,0.0002944924290337931,1.9932966386822512e-07,2.6519393826444167e-07,2.7005063748114118e-15,4.918648528724531e-15,1.7682192373954329e-09,5.843777254406275e-10,2.978349494187495e-06,4.173079535412093e-08,7.301261519062981e-07,1.2267136527277665e-09,2.9923926958498045e-12,4.088873126694119e-10,7.368202951815538e-08,3.123071554352629e-09,0.00011159441174358396,4.789708509929636e-06,2.9802268390388746e-09,8.931366378553987e-13,2.9944634204647257e-09,3.69340743681787e-10,1.7827360828948345e-06,2.505041547863512e-11,1.635231455653396e-09,9.135302384350049e-13,3.1390844203805795e-05,2.4911103388800352e-08,2.2772644793894933e-17,4.700164304988908e-18,1.1219360385815171e-10,5.695618336774688e-08,3.931112695788913e-09,8.681073381374452e-16,1.0650353249248857e-07,1.2365326808634824e-13,3.1525723364347787e-12,1.5737794585242699e-06,1.3315343458102904e-12,3.1497890828584034e-14,7.159386716315595e-11,2.790169279913367e-09,1.6413785872378593e-08,5.0098277729540895e-09,1.4619243794872423e-15,7.64028248359236e-14,1.0351369125420055e-15,4.558415063202837e-12,4.3326345410711353e-10,1.4327013050904656e-10,5.815622662739003e-09,7.397916012570147e-15,3.1578296892251624e-08,2.6006881271496325e-13,1.0288360428131225e-10,4.586477467228336e-16,1.8642137348710176e-07,3.214686047491237e-09
