Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286)
0.00010310166405766778,0.7337515000143976,0.0001031476941573416,3.5394745026928124e-05,7.851299294012553e-05,0.017579289488641268,0.0,0.0,0.0011047249389879606,7.146270791828851e-05,0.015419962431039642,0.0006797044569282807,2.0820043791196466e-05,4.75568971391981e-14,2.200791856684131e-10,1.7915116045276096e-07,7.173371555304286e-05,0.0011642374209662443,4.649421423368693e-12,4.3531331596623245e-11,1.1285665200422768e-09,2.3452382889367746e-13,4.818907028536234e-09,1.212206801897486e-06,2.188921355608183e-08,4.540721349410707e-09,9.957320998847802e-12,1.1769611786986455e-07,5.130322162003488e-07,5.210475439763908e-10,1.4698888892309923e-08,4.169625007511169e-12,1.1564972987213688e-11,2.083420287649569e-08,3.76,0.0,0.3575187741416811,0.9746107290519163,0.016707859879965047,0.0006173861094585442,0.39755788224594757,0.2595224347176215,0.11413382456359476,9.358048935593506e-07,0.0004453089588449541,0.0038822991682069263,4.90782729036031e-09,5.802367619761327e-11,1.7133039235282145e-14,0.002102834041782669,3.3393378819080412e-09,6.983832733664118e-10,0.0011086706778208203,3.07876111182984e-09,1.5792159299989577e-09,4.550479776378058e-15,1.3782333975392638e-09,6.637893686896835e-12,2.8043328133490745e-10,1.6210817063863969e-09,2.4963347856269424e-16,2.7882395202165504e-15,3.048029098670271e-07,3.736914047354841e-12,0.005750997847655784,0.003189226460532118,8.40596889205195e-05,1.527263991907411e-05,0.0007982320819802229,0.010569622936218161,0.016360366265398624,4.834816808700406e-05,1.3692853211543658e-05,1.3156829939199978e-05,3.364818763769615e-05,0.00018758391982252266,0.008993759144300886,0.0033117425546297045,0.0009004264513423484,8.711712339894155e-08,0.005154538756887991,2.2769840210822824e-07,6.482828763451372e-07,6.832934976092723e-12,1.8755725449283134e-08,1.6212097550138638e-05,0.00014303478742044216,7.927281782962033e-07,8.726497865526177e-13,9.168923264964637e-09,0.0002334712434855203,0.0008905575914557311,1.7263717449890337e-07,2.5652869695714703e-08,0.002393898679758857,5.188855415995519e-07,2.4429487153517184e-11,4.343277518315164e-07,2.2489991010607208e-11,1.4144173591469012e-07,6.805055701290665e-10,1.0280388337025932e-06,5.8648781436684394e-09,3.4318061049446102e-09,2.5306814759259268e-05
0.00010378510537242641,0.7340286259247285,0.00010385599242401035,3.575956881906129e-05,7.910123255417603e-05,0.017776458150402144,0.0,0.0,0.001109073834832445,7.208500582146288e-05,0.015733529198109754,0.0006933008344948962,2.111618227770527e-05,4.9103707990975957e-14,2.2558836208269525e-10,1.8243379670809758e-07,7.26508252001927e-05,0.0011876132981506681,4.857447326498679e-12,4.4227285774722507e-11,1.1749820989413898e-09,2.436093353009989e-13,4.907280099182361e-09,1.2455831833094693e-06,2.2244918509734163e-08,4.748472222767744e-09,1.0413929384431507e-11,1.2218064005616376e-07,5.297713794400916e-07,5.373793398076476e-10,1.497340497053366e-08,4.293004266197103e-12,1.2028058866118198e-11,2.1546297629278298e-08,3.76,0.0,0.3553640704986873,0.9741832622913112,0.016962159315186433,0.0006279645079141132,0.39939291102721003,0.26005221111979165,0.11499606636067289,9.31301313775146e-07,0.00044511363963439256,0.003929026311142514,4.967001639755887e-09,5.8094506046908915e-11,1.7154008061875567e-14,0.0021237932860387705,3.421310401337442e-09,7.153605212099177e-10,0.0011236706823354414,3.1536529533435487e-09,1.5891113792675134e-09,4.658378956193459e-15,1.4115035041684975e-09,6.798128568481617e-12,2.87202773028415e-10,1.660198777562814e-09,2.5555268457652876e-16,2.8543531736580712e-15,3.140821073164722e-07,3.762072905945375e-12,0.005878306830048348,0.003244439938429605,8.413922287798002e-05,1.528658047766953e-05,0.0007981562882099241,0.010623725527776648,0.016510234333057556,4.876260406587787e-05,1.382497317758431e-05,1.3286615259151169e-05,3.4072275974594246e-05,0.0001898749471369791,0.009124682146860718,0.003352202791201464,0.0009063669873356489,8.703780713612853e-08,0.005236125423854058,2.3141071726268078e-07,6.55667033168102e-07,6.910757033787869e-12,1.8758183456563484e-08,1.642811676795235e-05,0.00014464737596251858,8.039434875785956e-07,8.825880605784544e-13,9.274118615884509e-09,0.0002361059104829319,0.0009023311849855251,1.7444302819340043e-07,2.565632103234464e-08,0.0024403189513363217,5.282819914461239e-07,2.468475085578914e-11,4.397120967245439e-07,2.279889575792546e-11,1.432452587271072e-07,6.949779902205086e-10,1.0422250947164714e-06,5.945742074401385e-09,3.4632565616326493e-09,2.5852924727266924e-05
0.00010440020255570917,0.7342774391757921,0.00010449340676740244,3.608845928110419e-05,7.963026740535622e-05,0.01795427388508235,0.0,0.0,0.001112944083543679,7.264348044850122e-05,0.016019065389028038,0.0007056773293941889,2.1384433515191952e-05,5.052917856254227e-14,2.3062889266357392e-10,1.854183321264969e-07,7.347920082589302e-05,0.001208908223077585,5.051414637764668e-12,4.485823892491537e-11,1.2181380829126405e-09,2.5203147669169147e-13,4.987601961590598e-09,1.2761647742541021e-06,2.256673534619933e-08,4.942228935700037e-09,1.0839839136611729e-11,1.2633445268180127e-07,5.451785064295752e-07,5.524142307788053e-10,1.5223304081864667e-08,4.4063153767642574e-12,1.2458179062291853e-11,2.2203032187668743e-08,3.76,0.0,0.35343302789060627,0.9737948395493086,0.017192681194110195,0.0006375588188662045,0.4010377101282526,0.2605169742150911,0.11577291809642827,9.272598737757388e-07,0.00044493616059326893,0.003971277212485201,5.020507806681502e-09,5.815674502812185e-11,1.7171995679593325e-14,0.0021426906231750546,3.496310276931232e-09,7.308888934415304e-10,0.0011371680733183863,3.2221541732678463e-09,1.5979084749338605e-09,4.756986848202023e-15,1.4419275678408958e-09,6.944656303609175e-12,2.9339317432038183e-10,1.6959691738480418e-09,2.609621827907402e-16,2.9147737269407942e-15,3.2261283903797596e-07,3.784694453839647e-12,0.005994475435253266,0.0032944818428902356,8.420700946266306e-05,1.5298428806924307e-05,0.0007980495394185712,0.01067172355285596,0.0166447469396769,4.913437547893765e-05,1.3943883980175958e-05,1.3403250419955697e-05,3.445549777476367e-05,0.00019194301137545695,0.009243331102475556,0.003388608852864631,0.0009117101292455456,8.696202079560075e-08,0.005310028930686446,2.347748909818113e-07,6.623212991085724e-07,6.980886680662507e-12,1.8759479580825113e-08,1.6623698638042654e-05,0.00014609594638581894,8.140599703415496e-07,8.915439707832725e-13,9.368933171575468e-09,0.00023847757616185026,0.0009129866297945436,1.7606549002612958e-07,2.5658163598694834e-08,0.002482457258050452,5.368282226049018e-07,2.4913572138017e-11,4.4457775462726737e-07,2.3078415074630744e-11,1.4486720206459382e-07,7.081767784157068e-10,1.0550635804713161e-06,6.018922929715194e-09,3.4914847316164e-09,2.6350547229547433e-05
0.00010501529973899194,0.734525687214436,0.0001051307800318123,3.641785928181044e-05,8.015894911140176e-05,0.018132427033021363,0.0,0.0,0.0011167734901894014,7.320048121172527e-05,0.01630776226758854,0.0007181865813867672,2.165431923484913e-05,5.1986756520076846e-14,2.357480427940857e-10,1.8843147377827277e-07,7.43103482239622e-05,0.0012304469081872568,5.251957660068147e-12,4.5493533419721834e-11,1.2626388706486885e-09,2.6069114572309993e-13,5.0686685043549545e-09,1.3072651254559364e-06,2.2890123359212615e-08,5.1425921878198515e-09,1.1280330748267085e-11,1.306022044815685e-07,5.609136658440317e-07,5.677724857088028e-10,1.5475901250011374e-08,4.5218018549750195e-12,1.2901259386722619e-11,2.2875024789188438e-08,3.76,0.0,0.35150973564351473,0.973402902439685,0.01742476705982026,0.0006472226565241372,0.40267617284056323,0.26097038151979074,0.1165505358366616,9.232296000113881e-07,0.0004447570758305414,0.0040137138630241915,5.074249619617635e-09,5.821756060567319e-11,1.7189149893753312e-14,0.0021616194545825414,3.5724819830962386e-09,7.466552737150277e-10,0.001150661295882865,3.291706106493968e-09,1.6066024760553228e-09,4.857025955046327e-15,1.472811481045727e-09,7.09339867247371e-12,2.9967713749558685e-10,1.7322797812482974e-09,2.664501954929335e-16,2.97607123762997e-15,3.3131585567259035e-07,3.807294630162872e-12,0.006112159352797677,0.003344851803368335,8.427124332961445e-05,1.5309624053030377e-05,0.0007979068421313848,0.010719064312346874,0.016778900266695915,4.950496621450373e-05,1.4062792376626725e-05,1.3519715448823207e-05,3.484016977280933e-05,0.0001940168003183236,0.009362754101418805,0.003425003758185803,0.0009170497167501357,8.688213343979783e-08,0.005384379542992208,2.3816086874662244e-07,6.689832197458724e-07,7.051096954731218e-12,1.875991862992545e-08,1.6820382287692447e-05,0.00014754172404677355,8.241967174006871e-07,9.005101739757418e-13,9.463873323675107e-09,0.00024084949293349116,0.0009236980149402015,1.776851377273572e-07,2.5658825033544135e-08,0.00252493402835895,5.454593233359893e-07,2.5141494096944585e-11,4.4946194078960115e-07,2.3359351744541134e-11,1.4648781168058783e-07,7.21540881012995e-10,1.0679687457998195e-06,6.092483351674831e-09,3.519637620698506e-09,2.685398476943259e-05
0.0001056303969222747,0.7347733731850196,0.00010576812145080832,3.674775832107557e-05,8.068728451870575e-05,0.018310910557844843,0.0,0.0,0.0011205626290450466,7.375604254971942e-05,0.016599628973694196,0.0007308289290826084,2.1925838100621463e-05,5.347699826699826e-14,2.409464948215698e-10,1.91473250611076e-07,7.514422023822137e-05,0.0012522299333013393,5.459260586109924e-12,4.6133158436151425e-11,1.3085195309548147e-09,2.695935142803318e-13,5.150479690310288e-09,1.3388885364722528e-06,2.3215060453262814e-08,5.349741574615583e-09,1.1735805169239016e-11,1.3498623363338536e-07,5.769808459639795e-07,5.834587423149341e-10,1.5731208810390296e-08,4.639487828798971e-12,1.3357613420390723e-11,2.3562511154578315e-08,3.76,0.0,0.3495941846744889,0.9730074447633013,0.01765841553624868,0.0006569556841959459,0.4043083341199657,0.2614124781237065,0.11732889602027383,9.192104965890454e-07,0.00044457638251380873,0.00405633590067834,5.1282266170610765e-09,5.82769577438276e-11,1.720547495254237e-14,0.0021805790680267056,3.6498368402671238e-09,7.626618476044267e-10,0.0011641487354227557,3.362318410817345e-09,1.6151933742444267e-09,4.958507338561684e-15,1.5041593053502124e-09,7.2443752328258366e-12,3.0605548879682257e-10,1.769135359505162e-09,2.7201732951979864e-16,3.0382524837636873e-15,3.4019336138976067e-07,3.829872393608314e-12,0.006231366731144579,0.0033955465933069575,8.43319633984225e-05,1.532017416349772e-05,0.0007977287291028112,0.010765748405396415,0.01691268476390945,4.987435348500231e-05,1.4181693538383153e-05,1.363600315000509e-05,3.5226281527523066e-05,0.00019609622445302945,0.00948294999492458,0.0034613842452898926,0.0009223853705323885,8.679821103904474e-08,0.005459173971726625,2.415685802317137e-07,6.756523856542319e-07,7.121383540656197e-12,1.875951077027348e-08,1.701816630301306e-05,0.00014898453763945293,8.343522944699833e-07,9.094861190398266e-13,9.558933394867147e-09,0.00024322147801561074,0.0009344651871407432,1.7930182205459296e-07,2.565832053820814e-08,0.002567746667755419,5.541754309277779e-07,2.5368486633750094e-11,4.5436447905367843e-07,2.3641697414300094e-11,1.4810692363267247e-07,7.350710965953883e-10,1.080940157739268e-06,6.166420869716339e-09,3.547713224036053e-09,2.7363250151360518e-05
0.0001061839843872292,0.7349958125796671,0.00010634170876413721,3.7045085603706715e-05,8.116249576282027e-05,0.01847182244259795,0.0,0.0,0.0011239388869308834,7.42548454147514e-05,0.016865026639176776,0.0007423211138308409,2.217160018543721e-05,5.484655849701253e-14,2.45693435277502e-10,1.9423535169983982e-07,7.589699531228567e-05,0.001272044022474901,5.6517684777496875e-12,4.671251447851739e-11,1.3510215098785941e-09,2.778174591803346e-13,5.224746226768941e-09,1.3678003567408246e-06,2.3508809812936884e-08,5.542129462497884e-09,1.2158880337405849e-11,1.3903323314193905e-07,5.917284734856274e-07,5.978606595981185e-10,1.5963312741043608e-08,4.74730563795331e-12,1.3779944589611715e-11,2.41946919966241e-08,3.76,0.0,0.3478767999416817,0.972648517766726,0.01787003406323809,0.0006657742843788685,0.4057719203449314,0.26180073194015163,0.11803003533790438,9.156028573513003e-07,0.0004444123809290917,0.0040948539467716575,5.1770066230544355e-09,5.832920652776045e-11,1.7219462108501166e-14,0.0021976684456396344,3.7204772111788603e-09,7.772749438907625e-10,0.0011762811659214052,3.4267841190351705e-09,1.6228370266032382e-09,5.0510828817904684e-15,1.5327723603953363e-09,7.382180594518255e-12,3.118773922050122e-10,1.8027752781830152e-09,2.770959009155772e-16,3.094976806594541e-15,3.483341338731257e-07,3.850172353036989e-12,0.006339962625053986,0.0034414469391366924,8.438363957486289e-05,1.5329124204399443e-05,0.0007975385823175642,0.010807203224611166,0.017032767661561157,5.020575408007949e-05,1.4288694309728649e-05,1.3740504494497858e-05,3.5575004114591904e-05,0.00019797244974232905,0.009591786138099353,0.0034941116989432347,0.0009271837792594687,8.671928474049874e-08,0.005526865675026777,2.446540438733953e-07,6.816604900128498e-07,7.184703135052675e-12,1.8758427959197912e-08,1.7197111340739445e-05,0.00015028039479615584,8.435073149948469e-07,9.175723417800068e-13,9.644585278630685e-09,0.00024535617206416024,0.0009442032093335537,1.8075418130847323e-07,2.565688212300345e-08,0.0026065630352301045,5.620927162635955e-07,2.557196059640396e-11,4.587923067975795e-07,2.3897006176257118e-11,1.4956270930518672e-07,7.473909669627551e-10,1.0926707063810426e-06,6.233284982009472e-09,3.572913550176681e-09,2.782658198941446e-05
0.0001067375718521837,0.7352178015120739,0.00010691528355704826,3.7342801193935234e-05,8.163743649444382e-05,0.0186329912560347,0.0,0.0,0.0011272833765116393,7.475253502332552e-05,0.017133005581320526,0.0007539216137593727,2.2418682731230286e-05,5.624334445501587e-14,2.5050559325521756e-10,1.9702068062103683e-07,7.665190388216296e-05,0.0012920568548351599,5.85004440683426e-12,4.729536130681686e-11,1.3946968454486934e-09,2.862460521571025e-13,5.2996154918157395e-09,1.3971424183649088e-06,2.380377930718515e-08,5.740298417325609e-09,1.2594726641224819e-11,1.4317808078645494e-07,6.067511509255484e-07,6.125354295447371e-10,1.619763002933827e-08,4.856941990818016e-12,1.421352206699712e-11,2.483978862215917e-08,3.76,0.0,0.3461656712666719,0.9722867299036116,0.018082916195303805,0.000674648399578256,0.40723045595103896,0.2621798941837489,0.11873173932600331,9.120042718844295e-07,0.00044424707220874505,0.004133521614173687,5.225976437330884e-09,5.838031407790935e-11,1.723278424090022e-14,0.002214781648278096,3.79209349188385e-09,7.920859823360031e-10,0.0011884064653707848,3.4921236874754074e-09,1.630397162497406e-09,5.144843717810649e-15,1.5617674681242534e-09,7.521825914025884e-12,3.177770284825441e-10,1.8368639877935021e-09,2.822394958513221e-16,3.152427401565034e-15,3.5661965506142793e-07,3.8704525445118786e-12,0.006449804951146692,0.0034876053556404966,8.443252941676594e-05,1.533756373600912e-05,0.0007973205549853527,0.01084812731171229,0.017152537364274398,5.053614456075236e-05,1.4395681598425358e-05,1.3844851097565398e-05,3.592487608538755e-05,0.00019985310025800738,0.009701246457101633,0.003526822560417732,0.0009319784101269524,8.663718972357195e-08,0.005594911733172879,2.4775700384738475e-07,6.876738290801245e-07,7.248077860855542e-12,1.8756674628373075e-08,1.7376944983244668e-05,0.0001515735896523956,8.526756191473596e-07,9.256656022213319e-13,9.730325501866604e-09,0.000247490640508319,0.0009539861717991078,1.8220391160981777e-07,2.565452238791852e-08,0.002645647376894048,5.700790522939487e-07,2.577463599327517e-11,4.6323472257116266e-07,2.4153442995883712e-11,1.510170320017728e-07,7.598465892607646e-10,1.1044542343067267e-06,6.3004506592513955e-09,3.5980482428574727e-09,2.8294653001142763e-05
0.00010729115931713819,0.7354393422478652,0.0001074888515652866,3.764089720558698e-05,8.211211115373139e-05,0.01879441201040524,0.0,0.0,0.0011305964834565604,7.524913610865679e-05,0.0174035721343575,0.0007656306630570295,2.266708446035438e-05,5.76677902719123e-14,2.5538346622728346e-10,1.9982925127250232e-07,7.74089107355184e-05,0.001312268792294595,6.0542312454209204e-12,4.788169091136801e-11,1.4395726964930363e-09,2.948832195795997e-13,5.3750872637979e-09,1.4269178042449065e-06,2.4099952258068908e-08,5.944386798846808e-09,1.304365347303752e-11,1.4742254195411208e-07,6.220517613168856e-07,6.274864651718311e-10,1.6434169296875652e-08,4.968414366344014e-12,1.4658585701010306e-11,2.5497975707759204e-08,3.76,0.0,0.3444607916579011,0.9719220769683604,0.01829706093616599,0.0006835777743429617,0.40868396618131553,0.2625499983799553,0.11943399039084879,9.084147426953097e-07,0.0004440804544312184,0.004172338652878372,5.275135741219504e-09,5.84302840728174e-11,1.7245444497416192e-14,0.002231918145224423,3.8646940624616044e-09,8.07096576705394e-10,0.001200523492264591,3.558344247315734e-09,1.6378737822045558e-09,5.239797933306392e-15,1.591147621345458e-09,7.663325602557941e-12,3.237550064490598e-10,1.8714049951351257e-09,2.874485579511192e-16,3.210609223719161e-15,3.6505155071136354e-07,3.8907121988728094e-12,0.006560899544575885,0.0035340194203832003,8.447866031286637e-05,1.5345498301846844e-05,0.0007970750234158073,0.010888521330931149,0.017271987148223217,5.0865508462250556e-05,1.4502651865679588e-05,1.3949037759317521e-05,3.627588946529759e-05,0.00020173810906450395,0.009811330019482622,0.0035595145514592,0.0009367689794364253,8.655197259833552e-08,0.005663309678896122,2.508774077318909e-07,6.936920996346328e-07,7.31150452145423e-12,1.875425801230548e-08,1.755766592970652e-05,0.00015286399944935668,8.618561843896481e-07,9.337654920720637e-13,9.816149853115854e-09,0.0002496247503818751,0.0009638139519139927,1.8365090512969904e-07,2.565125197719584e-08,0.0026849977205056315,5.78134523798104e-07,2.597649142328431e-11,4.6769159209724397e-07,2.4411001403610084e-11,1.5246977425057288e-07,7.724385181744897e-10,1.1162904126027526e-06,6.367916024671738e-09,3.6231158905703934e-09,2.876747150413186e-05
0.00010784474678209269,0.7356604370463912,0.0001080624182374153,3.7939365872398605e-05,8.25865238496441e-05,0.018956079761907645,0.0,0.0,0.001133878583133871,7.574467319032122e-05,0.01767673252735787,0.0007774484918490885,2.2916803970080267e-05,5.91202757089672e-14,2.60327517014154e-10,2.026610732481532e-07,7.816798038992834e-05,0.0013326801771407141,6.264474663083965e-12,4.8471495182599343e-11,1.4856767423271543e-09,3.037329153587218e-13,5.451161165021993e-09,1.4571295798604216e-06,2.4397311775311547e-08,6.154535362295816e-09,1.3505975669933483e-11,1.5176840119193773e-07,6.376331782996993e-07,6.427171873658178e-10,1.6672938747663466e-08,5.08174013357049e-12,1.511537891882448e-11,2.616942878260132e-08,3.76,0.0,0.3427621540114782,0.9715545548561352,0.018512467290556688,0.0006925621501268098,0.4101324762017124,0.2629110782583282,0.12013677081119645,9.048342721452816e-07,0.0004439125257210184,0.004211304817164841,5.324484221495701e-09,5.847912020868111e-11,1.725744604152269e-14,0.0022490774021670782,3.938287343955478e-09,8.223083473382736e-10,0.0012126311161552669,3.6254529589148078e-09,1.645266888927824e-09,5.33595362287094e-15,1.6209158231439983e-09,7.806694120785998e-12,3.2981193701371186e-10,1.906401818908345e-09,2.927235312729557e-16,3.269527232947941e-15,3.736314523806477e-07,3.910950543948189e-12,0.006673252206440445,0.003580686689343449,8.452205969891054e-05,1.5352933466822758e-05,0.0007968023600727101,0.010928386014739689,0.01739111036363294,5.1193829209383716e-05,1.4609601480711061e-05,1.4053059256482463e-05,3.662803602996038e-05,0.00020362740871485794,0.009922035861936242,0.003592185425031049,0.0009415552012175059,8.646367936839632e-08,0.005732057023443703,2.540152019652307e-07,6.997149972865753e-07,7.374979909261693e-12,1.8751185191672055e-08,1.7739272718435285e-05,0.00015415150207291853,8.710479946272959e-07,9.41871601736049e-13,9.902054106012854e-09,0.00025175836876215583,0.0009736864232636853,1.8509505432495806e-07,2.5647081538869233e-08,0.002724612068961817,5.862592104861133e-07,2.6177505668072688e-11,4.7216277914114357e-07,2.4669674814865505e-11,1.5392081926237174e-07,7.851672997347555e-10,1.1281789080948268e-06,6.435679177161814e-09,3.6481150972825794e-09,2.9245045492767968e-05
0.00010839833424704718,0.7358810881574649,0.00010863598873405527,3.823819943031442e-05,8.306067835613497e-05,0.019117989609764494,0.0,0.0,0.0011371300405657234,7.623917051117811e-05,0.01795249288289888,0.0007893753261227861,2.3167839754092517e-05,6.060115463256328e-14,2.6533819704505906e-10,2.0551615454255774e-07,7.892907707565939e-05,0.001353291331734995,6.480923082268728e-12,4.906476595767656e-11,1.5330371953977694e-09,3.12799128947431e-13,5.527836754980456e-09,1.4877807923567194e-06,2.4695840768073926e-08,6.370887290265498e-09,1.3982013573349532e-11,1.5621746214789794e-07,6.534982648821862e-07,6.582310257354808e-10,1.6913946299979578e-08,5.196936607450692e-12,1.558414879546314e-11,2.6854324195937614e-08,3.76,0.0,0.3410697511153113,0.9711841595649897,0.01872913426287614,0.0007016012653276123,0.4115760111000056,0.2632631677513806,0.12084006274064597,9.012628624587142e-07,0.0004437432842496649,0.004250419865489518,5.374021570260169e-09,5.852682620043188e-11,1.7268792052435905e-14,0.0022662588812096267,4.0128817987111555e-09,8.377229212044651e-10,0.0012247282175272723,3.693457012004956e-09,1.6525764875992698e-09,5.433318888474518e-15,1.6510750869406147e-09,7.951945979115184e-12,3.3594843318650005e-10,1.9418579897769058e-09,2.9806486027950364e-16,3.32918639366332e-15,3.823609973020149e-07,3.931166804729319e-12,0.006786868703060261,0.003627604697241799,8.456275448400287e-05,1.5359874693931824e-05,0.0007965029334814496,0.010967722161344945,0.017509900434045798,5.152109021894205e-05,1.4716526786002946e-05,1.415691035362755e-05,3.6981307424957124e-05,0.00020552093105921247,0.010033362989596154,0.00362483296513937,0.0009463367872239078,8.63723555413162e-08,0.005801151256927246,2.5717033418137475e-07,7.057422154972453e-07,7.438500794023576e-12,1.8747463110751617e-08,1.7921763777500897e-05,0.00015543597604752597,8.802501163349471e-07,9.499835187194264e-13,9.988034002790063e-09,0.00025389136266856707,0.0009836034553571164,1.8653625184492673e-07,2.564202153951772e-08,0.002764488400729547,5.944531868600693e-07,2.6377657675931e-11,4.766481453287383e-07,2.4929456511282567e-11,1.5537005083287367e-07,7.98033470838883e-10,1.140119383283859e-06,6.503738190948351e-09,3.6730444823546007e-09,2.972738263647652e-05
0.00010895192171200168,0.7361012978207473,0.00010920956790133988,3.8537389910954896e-05,8.353457834964139e-05,0.019280136696042238,0.0,0.0,0.001140351210543131,7.673265204718779e-05,0.018230859217446615,0.0008014113877559395,2.342019021451051e-05,6.211084840610105e-14,2.7041598800671373e-10,2.0839450273396027e-07,7.969216475018461e-05,0.0013741025585655793,6.703727841492105e-12,4.9661495094270934e-11,1.581682799115364e-09,3.2208591997024717e-13,5.6051136156279045e-09,1.51887447069726e-06,2.4995521951777604e-08,6.593588191631565e-09,1.4472093171078324e-11,1.6077154757878482e-07,6.696498736419026e-07,6.740314168857475e-10,1.7157199979951706e-08,5.314021108279633e-12,1.6065146015306724e-11,2.755283912203561e-08,3.76,0.0,0.33938357564860777,0.9708108871951237,0.018947060857585234,0.0007106948552716699,0.41301459588605965,0.2636063009940936,0.12154384820680704,8.977005157214909e-07,0.00044357272823532907,0.004289683560515099,5.4237474849756315e-09,5.85734057829325e-11,1.7279485725058616e-14,0.002283462040834114,4.0884859306723e-09,8.53341931950449e-10,0.0012368136878122176,3.7623636257984515e-09,1.6598025827411036e-09,5.531901838487476e-15,1.6816284365114592e-09,8.099095737758151e-12,3.421651100812154e-10,1.977777050378205e-09,3.0347298978449847e-16,3.3895916741995476e-15,3.912418284050759e-07,3.951360203471237e-12,0.006901754766095767,0.003674770957508013,8.460077082046174e-05,1.536632727987171e-05,0.0007961771085326079,0.011006530635164921,0.017628350856443528,5.184727508456816e-05,1.4823424189895712e-05,1.4260585855024928e-05,3.733569533346215e-05,0.00020741860733269443,0.010145310376286645,0.003657454986831071,0.0009511134470331526,8.627804631018415e-08,0.005870589848213914,2.6034275170451874e-07,7.117734458433441e-07,7.502063923940012e-12,1.8743098732033725e-08,1.8105137504452157e-05,0.00015671730061982196,8.894616337669516e-07,9.581008276522638e-13,1.0074085253719574e-08,0.00025602359913607595,0.0009935649137853741,1.8797439060554226e-07,2.563608220309419e-08,0.002804624669736879,6.027165222209961e-07,2.6576926561399565e-11,4.811475502103696e-07,2.5190339624780016e-11,1.5681735316532956e-07,8.110375585997968e-10,1.1521114963972501e-06,6.572091115960112e-09,3.697902680630371e-09,3.0214490280595855e-05
0.00010950550917695618,0.7363210682691799,0.00010978316004153886,3.8836929177340666e-05,8.400822725150796e-05,0.01944251620550006,0.0,0.0,0.001143542437598671,7.722514144397165e-05,0.018511837439845562,0.0008135568944294648,2.3673853591761668e-05,6.36498155660174e-14,2.755613677894412e-10,2.112961203966285e-07,8.045720706895845e-05,0.0013951141398797948,6.933043268887469e-12,5.0261674412555206e-11,1.6316428414677278e-09,3.315974110014733e-13,5.6829912052053475e-09,1.5504136247446257e-06,2.5296337808173956e-08,6.822786136181465e-09,1.4976546212590054e-11,1.6543249927378768e-07,6.860908454003842e-07,6.901218026098227e-10,1.7402707795440508e-08,5.433010847729626e-12,1.6558624836755554e-11,2.8265151524128775e-08,3.76,0.0,0.3377036201843744,0.9704347339512752,0.019166246077824592,0.0007198426522705199,0.41444825549097447,0.2639405123232847,0.12224810911465478,8.941472338859003e-07,0.00044340085594395356,0.004329095668998744,5.47366166831242e-09,5.861886270945958e-11,1.728953026990132e-14,0.0023006863359673604,4.165108285746563e-09,8.69167019954866e-10,0.0012488864292495958,3.832180049311881e-09,1.6669451794543205e-09,5.631710588845461e-15,1.7125789061179781e-09,8.248158007381098e-12,3.4846258494291243e-10,2.0141625554837326e-09,3.089483650167355e-16,3.450748047527458e-15,4.0027559418086487e-07,3.9715299597508314e-12,0.007017916091748022,0.003722182962666016,8.463613507826294e-05,1.5372296561541567e-05,0.000795825246358525,0.011044812364180255,0.0177464552004742,5.2172367378418154e-05,1.4930290053309863e-05,1.4364080577065057e-05,3.76911911869895e-05,0.00020932036796105275,0.010257876963652128,0.003690049335982327,0.0009558848879437061,8.618079633060455e-08,0.0059403702453287525,2.6353239915733774e-07,7.178083777560394e-07,7.565666025518343e-12,1.8738098982666113e-08,1.828939219012758e-05,0.00015799535562637733,8.986814417129355e-07,9.66223110466087e-13,1.0160203539296725e-08,0.00025815494505524464,0.001003570659778091,1.8940936369379134e-07,2.562927378519953e-08,0.002845018805835963,6.110492804451589e-07,2.6775291607967494e-11,4.85660851108937e-07,2.5452317147633386e-11,1.5826261094370832e-07,8.241800807480583e-10,1.1641549013105337e-06,6.640735977288177e-09,3.72268834214854e-09,3.070637544358757e-05
