Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286)
8.077946424347478e-11,0.6809675349582544,1.1152793077319369e-14,1.3693637384138685e-17,7.98191193569457e-16,6.840048375519013e-16,0.0,0.0,7.725747963362425e-11,1.3778162300093623e-17,5.027469037029514e-21,4.727215386242916e-21,2.3939875459422258e-24,1.4534495173654615e-36,6.835917716233634e-24,4.56845122518996e-17,4.521603157656779e-19,1.4775961153447037e-16,5.34925578724643e-41,7.541867256814732e-32,2.3445073724531256e-37,1.3532929033415551e-36,1.104520473803508e-14,7.943451992989875e-38,9.275933794330475e-27,2.9883826864337406e-42,2.2621925182386746e-45,2.4994719610685226e-36,1.8346672094223495e-41,3.369835488044972e-42,7.442335673886983e-28,2.7365717267541913e-47,5.396070799126892e-48,1.0417640242925832e-47,3.76,0.0,0.7932226869284305,0.9999114481117859,9.690701105157323e-20,5.247758861318411e-24,4.3036066564910557e-07,2.7473839621192297e-07,8.709569061678588e-08,6.852645038273665e-08,8.855181095395399e-05,2.3625897204194386e-15,4.746230288009248e-25,1.1992711387856624e-13,1.7930800820863207e-21,1.3399801331501465e-15,1.37920750761224e-39,7.191357296132097e-38,4.408134651075307e-19,8.26578620669471e-40,5.045955773155651e-21,9.04922291727656e-47,5.288683844940828e-38,4.554523226522885e-41,9.337796496747087e-40,3.2412629614374646e-38,6.421649766468146e-48,6.463074971769908e-47,8.464476810939149e-44,6.004568296444546e-20,1.4999728384483367e-16,2.9662749600973646e-22,5.922953178701434e-11,1.797853719395164e-11,4.0989085837844376e-14,4.405007897706995e-19,9.782449888596521e-15,2.727373048894521e-15,1.3391530046643688e-13,6.942696324307863e-17,9.4965206689581e-16,1.334158402740383e-19,1.6027521211441061e-15,6.638860546951151e-21,3.2096541435210926e-10,2.951554497781827e-20,6.253899174960358e-16,2.7471174778288317e-30,5.860353922533416e-25,3.6665469405676605e-29,1.5983156217904567e-16,2.463240732851852e-17,7.461940698250848e-23,1.3435075917552978e-13,2.6986414468600077e-29,2.06870061570825e-25,2.7738500606939765e-20,3.2096315783221057e-10,1.1826416101009368e-25,2.322724765390459e-16,1.1062210554920143e-14,1.2436964593965872e-19,7.841570731514857e-31,8.511196167170367e-16,3.351583437625647e-20,1.494991553877819e-25,3.827757195324081e-30,1.3170268683582602e-24,1.2611725751859231e-23,6.813359182251399e-16,1.943815634275529e-26
9.117192217603234e-11,0.6809675417527143,1.4116498620123927e-14,1.5662655922448895e-17,1.0171660979578943e-15,7.724751498566198e-16,0.0,0.0,8.719642317285236e-11,1.755132796479187e-17,7.229236321270046e-21,6.795575915350471e-21,3.7699806547654384e-24,2.086608614796614e-36,8.692837066170349e-24,5.81853863923768e-17,5.772222955933288e-19,1.8969192215240967e-16,9.782023934064613e-41,1.101880275835652e-31,4.286449703610782e-37,2.474052126471676e-36,1.246369340131679e-14,1.4548582177988395e-37,1.3356130192303624e-26,5.5457602737690185e-42,4.138336568639596e-45,4.0725229004797236e-36,3.3669946916246504e-41,6.17967748141898e-42,1.0845150225261347e-27,5.800169604974587e-47,1.2072781092530197e-47,2.338027825134095e-47,3.76,0.0,0.7932226315103386,0.9999013796423107,1.3936637071588464e-19,7.557090959843087e-24,4.857275069799301e-07,3.1027439020689587e-07,9.830579958966531e-08,7.71471555209047e-08,9.862027048946802e-05,3.010817574507056e-15,6.825824960608284e-25,1.5081805475737838e-13,2.270583155014761e-21,1.7097241231498811e-15,2.539617821083304e-39,1.315620838206042e-37,5.65688862100781e-19,1.5302473995962016e-39,6.461789086305508e-21,1.861507575007163e-46,9.676179038476098e-38,8.381433200614537e-41,1.725225638649301e-39,5.931933552629427e-38,1.3192009359905214e-47,1.3285059035477052e-46,1.7491476919071586e-43,8.395566487907482e-20,1.9291351347437703e-16,3.867746604314869e-22,6.684747971685596e-11,2.0285924819745872e-11,5.220613417844734e-14,6.332523555752332e-19,1.2460163664477625e-14,3.1766704520989525e-15,1.5127154590410852e-13,8.829141714123886e-17,1.2076700795963753e-15,1.9157126730215902e-19,2.0414896720196007e-15,8.456040720906146e-21,3.622584296878427e-10,4.240595958731099e-20,7.966562452527148e-16,3.968706395793188e-30,9.49872977482816e-25,5.935053384061786e-29,2.0340507697326923e-16,3.1380050053517804e-17,1.0774551766347493e-22,1.5152852907854991e-13,4.3453820625375404e-29,3.339877055211009e-25,3.79227956660963e-20,3.6225555542020273e-10,1.8090613404458657e-25,2.9564773909155113e-16,1.2485409430388639e-14,1.6097349846616993e-19,1.2697114859976054e-30,1.083737457229318e-15,4.272426567179825e-20,2.1567000920164492e-25,6.187911208135545e-30,1.996166740344287e-24,1.8013563240715896e-23,7.68835279727002e-16,2.808664768707785e-26
9.999999999999999e-11,0.6809675485471738,1.6907200843869646e-14,1.7385428554516136e-17,1.224078988992685e-15,8.477595473147495e-16,0.0,0.0,9.563918939674319e-11,2.111477303068631e-17,9.540278382776738e-21,8.9658678761944e-21,5.3414926933976485e-24,2.7498947963570374e-36,1.0442336055245813e-23,6.998863765090759e-17,6.956806687819484e-19,2.2967757327501537e-16,1.5513471161772016e-40,1.4736563903599206e-31,6.796773803500201e-37,3.9227367779801205e-36,1.3668198262119e-14,2.3103502364106626e-37,1.764584255781053e-26,8.903811109050493e-42,6.565133527376514e-45,5.9146110627602326e-36,5.356031631942366e-41,9.823980326476927e-42,1.4471964791837018e-27,1.0322357450174015e-46,2.2397823871360344e-47,4.348502726621084e-47,3.76,0.0,0.7932225844343532,0.9998930433866798,1.8394100659179448e-19,9.985401810698984e-24,5.327599565288432e-07,3.404946625252418e-07,1.0782933790627304e-07,8.44357635716982e-08,0.00010695651767709363,3.623357544118278e-15,9.009040360648475e-25,1.7947622372188274e-13,2.717807023621921e-21,2.0596527381253002e-15,4.051274045643558e-39,2.0872236828977914e-37,6.8471797908066785e-19,2.452122223239327e-39,7.807098411437501e-21,3.231929126996013e-46,1.535229206247466e-37,1.336327524069449e-40,2.75988575656848e-39,9.41396280054222e-38,2.2877613285957963e-47,2.3050615002531887e-46,3.048564545239352e-43,1.0834361897121717e-19,2.339323011499839e-16,4.744181472877841e-22,7.331833173114355e-11,2.2244982959898552e-11,6.27975119707207e-14,8.355082894898669e-19,1.49887021352603e-14,3.576006648848161e-15,1.6603808885171528e-13,1.060661011131691e-16,1.450777717226752e-15,2.5250724714010158e-19,2.4557914897215117e-15,1.0171971800154224e-20,3.9733561176239534e-10,5.592232014069831e-20,9.584039097605023e-16,5.258158367517784e-30,1.3734016576032587e-24,8.571732412876543e-29,2.44501833278211e-16,3.775321072260559e-17,1.4267491679931206e-22,1.661014937220229e-13,6.247957993101742e-29,4.812961365901912e-25,4.8258912092183973e-20,3.973321541396096e-10,2.508556983329527e-25,3.554354048266013e-16,1.3694377448531741e-14,1.962081800603615e-19,1.8341510912143377e-30,1.3032965909070882e-15,5.1419845382350686e-20,2.8538100967266773e-25,8.927044652390902e-30,2.747886840759745e-24,2.363740305754735e-23,8.431354293765318e-16,3.721314864989432e-26
1.015643801085899e-10,0.6809675485471738,1.742788332091352e-14,1.769577338008652e-17,1.262749051305822e-15,8.611138645227788e-16,0.0,0.0,9.713528425812341e-11,2.1780559192941677e-17,9.995267218491669e-21,9.393071606102862e-21,5.664161020443578e-24,2.8803450576692374e-36,1.0768787916227419e-23,7.219365014016243e-17,7.178479837288336e-19,2.3718615911016772e-16,1.6762422275179153e-40,1.5475645139052708e-31,7.343743115652175e-37,4.238375973353225e-36,1.38815985181441e-14,2.4969336258778876e-37,1.8491118701023159e-26,9.641198254675605e-42,7.094071141260329e-45,6.297354761230829e-36,5.790322886642054e-41,1.06193561312783e-41,1.519173128556509e-27,1.1370908666257543e-46,2.4841962469848098e-47,4.825052068595886e-47,3.76,0.0,0.7932225760922504,0.9998915865329354,1.9271753538609692e-19,1.046393528634376e-23,5.410943445460635e-07,3.45853048954449e-07,1.0951704219728466e-07,8.572405515306195e-08,0.0001084133699251348,3.7378373148952374e-15,9.438906577934255e-25,1.8477980056664894e-13,2.8009926382817817e-21,2.1251051282033303e-15,4.3819214824643646e-39,2.2554052993376345e-37,7.070649086449864e-19,2.6543340560295404e-39,8.059237461569269e-21,3.545253553707538e-46,1.6589537918603235e-37,1.4452581391824056e-40,2.986596196198049e-39,1.017307612276732e-37,2.5090564739555554e-47,2.528250161715161e-46,3.346335686746723e-43,1.1307416548850977e-19,2.416443135575388e-16,4.910444062143704e-22,7.446496474481205e-11,2.2592042464979954e-11,6.47761609516849e-14,8.753212286430556e-19,1.5461094390018827e-14,3.648465168912374e-15,1.686569941356796e-13,1.0938296288026592e-16,1.4961425403159017e-15,2.6449306717926995e-19,2.5331937430142113e-15,1.0492547897589842e-20,4.035514678233e-10,5.858192987651457e-20,9.886245517735278e-16,5.512777004243964e-30,1.4611284764889307e-24,9.117444967684445e-29,2.521747757679582e-16,3.894401453220721e-17,1.4956787914923792e-22,1.686820752882224e-13,6.640508409584686e-29,5.117371893201674e-25,5.0261755625462064e-20,4.0354790121342585e-10,2.6506474099737767e-25,3.6659949160710316e-16,1.3908613063430286e-14,2.0285675396401032e-19,1.9509780789191353e-30,1.3443055943801982e-15,5.3044348277926826e-20,2.9913171876035597e-25,9.493525093959108e-30,2.8999129432680406e-24,2.473982439768144e-23,8.56299119369926e-16,3.901491557831883e-26
1.1195683804114746e-10,0.680967555341633,2.1086684049363895e-14,1.9798075971676453e-17,1.5349700198117663e-15,9.499396368697065e-16,0.0,0.0,1.0707406558501615e-10,2.646585163298858e-17,1.3390030117692185e-20,1.2579855438966398e-20,8.19151447034511e-24,3.85244724991697e-36,1.306261513975001e-23,8.770849751776806e-17,8.741340851732493e-19,2.9033410071219716e-16,2.7260334730415157e-40,2.10548004240006e-31,1.1940553129951283e-36,6.890920518685909e-36,1.5298916088565093e-14,4.067076702784182e-37,2.4804554879743765e-26,1.5902612277946226e-41,1.154124076787932e-44,9.33614406327851e-36,9.450462504728664e-41,1.731889985831011e-41,2.0613633565925124e-27,2.093395424465411e-46,4.777503147178799e-47,9.305321081839584e-47,3.76,0.0,0.7932225206741662,0.999882061252833,2.5820883052200307e-19,1.4038516782745462e-23,5.964611783475627e-07,3.8147415564715903e-07,1.2072941278097442e-07,9.425737187155307e-08,0.000117938640087828,4.543741503166156e-15,1.2646623667415309e-24,2.2168595107448444e-13,3.3833048695948627e-21,2.586302208074869e-15,7.175282369109495e-39,3.6694921966681087e-37,8.652070718367287e-19,4.369113959951399e-39,9.839850750951767e-21,6.3468945311965586e-46,2.6993078920487793e-37,2.3650719869287045e-40,4.906378263824641e-39,1.655755727732133e-37,4.485844560049196e-47,4.522821914861584e-46,6.017876807004208e-43,1.477553692728603e-19,2.9631020684955173e-16,6.101363362209201e-22,8.208198899642581e-11,2.489689151332876e-11,7.869854226625495e-14,1.1723162937932186e-18,1.8785144106295525e-14,4.142775684237663e-15,1.8607166926938775e-13,1.3269030801424547e-16,1.814913616311797e-15,3.5382240520223825e-19,3.0778500943150018e-15,1.2748311752643894e-20,4.448445287492745e-10,7.84128624267457e-20,1.2012948091193482e-15,7.419384112275724e-30,2.1548986116755973e-24,1.3428792529393283e-28,3.061255312976805e-16,4.7324448646761075e-17,2.0113944160671077e-22,1.8581143255345422e-13,9.729684532739158e-29,7.517629498181031e-25,6.495028336381534e-20,4.448401952191559e-10,3.750277534478061e-25,4.451097246981497e-16,1.5331821454854506e-14,2.5017826641888153e-19,2.8739533903187483e-30,1.63278803724575e-15,6.447465059135634e-20,4.0196111054155037e-25,1.3964604616766325e-29,4.07031663752243e-24,3.292241644804404e-23,9.437274516001932e-16,5.250198244080384e-26
1.2234929597370502e-10,0.6809675621360919,2.5092638646844313e-14,2.1974620685585805e-17,1.8338589485868594e-15,1.0389711081125874e-15,0.0,0.0,1.1701276977495487e-10,3.1607201055989055e-17,1.7478017018517627e-20,1.6416047115760026e-20,1.1478267486636088e-23,5.020602093032797e-36,1.5573168502394973e-23,1.0472911890257449e-16,1.0461773825908845e-18,3.492236268626225e-16,4.246138821686167e-40,2.790503667292832e-31,1.8595216149267744e-36,1.073062088317935e-35,1.6715642138945002e-14,6.344916815754726e-37,3.2420795880576066e-26,2.51151063683374e-41,1.798366493205253e-44,1.3370273992195196e-35,1.4772992629735899e-40,2.7052590293254537e-41,2.7247070278045897e-27,3.656556855214842e-46,8.678792320509692e-47,1.6948878906199933e-46,3.76,0.0,0.7932224652560859,0.9998727964781052,3.370899719938094e-19,1.8351495475855966e-23,6.518280083844845e-07,4.1713749458006077e-07,1.3194290570720219e-07,1.0274732713666273e-07,0.00012720340487598134,5.428622230151581e-15,1.6510192724381993e-24,2.6141457788804215e-13,4.016527487487345e-21,3.0934878675123387e-15,1.12528061292983e-38,5.718159211759611e-37,1.040370691320954e-18,6.887083313470016e-39,1.1804994909766961e-20,1.079278932529738e-45,4.206680403846687e-37,3.706687921011117e-40,7.719041024752157e-39,2.581123948188926e-37,7.618070132827714e-47,7.685320630964361e-46,1.0279078576210094e-42,1.8831712449500945e-19,3.5702778067390243e-16,7.447509103898394e-22,8.969855453993603e-11,2.7200473330346645e-11,9.397265494982463e-14,1.5298438482440118e-18,2.2432215007932988e-14,4.659620371526901e-15,2.0351559520454196e-13,1.582022152384865e-16,2.1638282376651344e-15,4.611919834028967e-19,3.675444527523763e-15,1.5223262085701275e-20,4.861376124565584e-10,1.0226712786883659e-19,1.4346669893556754e-15,9.729256087514986e-30,3.069957185590879e-24,1.910593167185934e-28,3.6524226455048835e-16,5.652150002358718e-17,2.635217607793677e-22,2.0291663557333655e-13,1.3771291386635334e-28,1.0668065179426875e-24,8.218200472804278e-20,4.861324374446391e-10,5.154475374589241e-25,5.311604717993522e-16,1.6755034605470634e-14,3.0309008682291886e-19,4.089219354548109e-30,1.9491488613872635e-15,7.701374428437824e-20,5.262522561553721e-25,1.9842676050494256e-29,5.5524959168414716e-24,4.26896889138382e-23,1.0311202908582099e-15,6.882969237868778e-26
1.327417539062626e-10,0.68096756893055,2.944548591890304e-14,2.4230436218675988e-17,2.1594457607919674e-15,1.1282269054332398e-15,0.0,0.0,1.2695139937797622e-10,3.7204603351031344e-17,2.2323740979756432e-20,2.0961733000830425e-20,1.5661799194485766e-23,6.4023966335195e-36,1.829930267511186e-23,1.2325470103944471e-16,1.234074735598196e-18,4.1393891556284035e-16,6.379759472813894e-40,3.6181509794103178e-31,2.7933542074650424e-36,1.6118341628688502e-35,1.813177272185069e-14,9.548149223032887e-37,4.1464900412880964e-26,3.825057474225371e-41,2.7030361903067665e-44,1.8600819322826436e-35,2.227585562155701e-40,4.0761273472322875e-41,3.523282124899794e-27,6.11563201240235e-46,1.504532502661854e-46,2.9457973847661194e-46,3.76,0.0,0.7932224098380094,0.9998637850840613,4.306120647219465e-19,2.3473966958398376e-23,7.071948346568849e-07,4.528428511430114e-07,1.4315751536756855e-07,1.1119414128446555e-07,0.00013621478898039608,6.392571119195905e-15,2.1090897709151945e-24,3.038480143958024e-13,4.699679811783754e-21,3.646828374246501e-15,1.702245305324036e-38,8.595175080268412e-37,1.2328014727517052e-18,1.0470912800436809e-38,1.395586350252892e-20,1.7586414913494235e-45,6.3237552109990336e-37,5.60351918594704e-40,1.1713376174870648e-38,3.881236598685435e-37,1.2397038499922794e-46,1.2513710256644791e-45,1.6824497332667072e-42,2.3504391498762e-19,4.2390988351369937e-16,8.95589425143409e-22,9.731466338840662e-11,2.950278926412692e-11,1.1059787653499207e-13,1.9535076056309345e-18,2.6402209439073678e-14,5.199017493551157e-15,2.2098879563304138e-13,1.8590750211391686e-16,2.5427320933849093e-15,5.882261002937331e-19,4.325962885020437e-15,1.7917328818140184e-20,5.274307189359441e-10,1.3051206509773392e-19,1.6887410645526057e-15,1.2483793936342223e-29,4.248725991918357e-24,2.6407083275344124e-28,4.295099443279727e-16,6.653531603425692e-17,3.377835861487953e-22,2.199977189972371e-13,1.893570832325027e-28,1.4706662784876279e-24,1.0214929103505288e-19,5.274246278970929e-10,6.913365340734032e-25,6.247338086842463e-16,1.8178252516087922e-14,3.6173780814892703e-19,5.6518183284013424e-30,2.293352207679269e-15,9.066020305841425e-20,6.741149148078694e-25,2.7390220760160357e-29,7.39452261826909e-24,5.416656335014382e-23,1.1184776515785085e-15,8.828232477621365e-26
1.4313421183882016e-10,0.6809675757250081,3.414496563116576e-14,2.657052346764995e-17,2.5117603571881206e-15,1.21772564201889e-15,0.0,0.0,1.3688995687420217e-10,4.3258054522797304e-17,2.79917347689185e-20,2.6276966084341445e-20,2.0890593378241992e-23,8.015318960501066e-36,2.1239877240179355e-23,1.4328442704830645e-16,1.4379230803749106e-18,4.845605457362031e-16,9.296417741714054e-40,4.604577755391862e-31,4.0696109963576333e-36,2.3481070451363896e-35,1.9547303915985467e-14,1.3935289434323793e-36,5.206262872221661e-26,5.648504233543577e-41,3.940283867326081e-44,2.5248815337549197e-35,3.2576490915870646e-40,5.9564924432667e-41,4.471618467774329e-27,9.8566233497791e-46,2.505873057262223e-46,4.918709099149278e-46,3.76,0.0,0.7932223544199368,0.9998550201411067,5.400276018988716e-19,2.947746264946987e-23,7.6256165716482e-07,4.885900118165084e-07,1.5437323617880104e-07,1.1959803353112404e-07,0.00014497972199525492,7.435679327942486e-15,2.645008977190015e-24,3.4887274486956914e-13,5.431793025010353e-21,4.246483925722024e-15,2.4973264002281325e-38,1.2530127093145433e-36,1.4427357465121156e-18,1.5438060062975097e-38,1.6293483721116113e-20,2.7633933444075968e-45,9.219620643284543e-37,8.215265928816341e-40,1.723730147561915e-38,5.660228856820564e-37,1.9454277777468773e-46,1.9648669640541105e-45,2.6555380210282063e-42,2.881883937297181e-19,4.97065727886971e-16,1.063354002539726e-21,1.0493031750086069e-10,3.180384064565304e-11,1.2857358525180395e-13,2.4489086982044754e-18,3.069502989123535e-14,5.760985202821953e-15,2.384912940402064e-13,2.1579504091377304e-16,2.951471629243523e-15,7.365406834847833e-19,5.029391049621256e-15,2.0830441991886194e-20,5.687238481782228e-10,1.6351398355957984e-19,1.963517006784817e-15,1.572507078767794e-29,5.737258906704692e-24,3.5611647173119893e-28,4.989135870101921e-16,7.736604379602362e-17,4.250001263138507e-22,2.3705471742485134e-13,2.540493440121009e-28,1.9781759079949895e-24,1.250432710150381e-19,5.687167665837071e-10,9.0806480732302e-25,7.258118532092564e-16,1.9601475187515547e-14,4.262607458334296e-19,7.621181784186693e-30,2.6653622816940583e-15,1.0541260239695315e-19,8.476737402733546e-25,3.689037112633245e-29,9.647362007887982e-24,6.747460247106531e-23,1.2057995481897515e-15,1.1114639392235904e-25
1.5352666977137774e-10,0.6809675825194655,3.9190818502607e-14,2.899985633076251e-17,2.890832615400775e-15,1.3074859171258648e-15,0.0,0.0,1.4682844467620777e-10,4.9767550687643645e-17,3.454654870818029e-20,3.2421765920393467e-20,2.732415983480243e-23,9.876759687677171e-36,2.4393756699698674e-23,1.6481747643687362e-16,1.6578194290244214e-18,5.611656649791771e-16,1.3194740247953491e-39,5.766582273452811e-31,5.775033316067737e-36,3.3318850542726836e-35,2.0962231826080068e-14,1.981023718963549e-36,6.43404425691528e-26,8.122754239669991e-41,5.594715213143171e-44,3.355570318568554e-35,4.6403681152277045e-40,8.478349372018233e-41,5.584690064589792e-27,1.5388948965455517e-45,4.032608045083024e-46,7.934997458663405e-46,3.76,0.0,0.7932222990018679,0.9998464949081369,6.665904636703309e-19,3.643395022399162e-23,8.17928475908345e-07,5.243787641648167e-07,1.6559006258273903e-07,1.279592219799551e-07,0.00015350494502525575,8.55803755127107e-15,3.2649186800172594e-24,3.9637922756497457e-13,6.21191045337457e-21,4.892608920898587e-15,3.568595175034811e-38,1.7792266901492752e-36,1.670400889528654e-18,2.216872525955027e-38,1.8818726090867846e-20,4.2090460778448127e-45,1.3092614392454833e-36,1.1731262838107976e-39,2.4706097562456364e-38,8.040323423190584e-37,2.9592948579386846e-46,2.990582723007099e-45,4.063000614925556e-42,3.4797380926942534e-19,5.766010581775883e-16,1.2487475730641401e-21,1.1254551878410319e-10,3.4103628789362966e-11,1.4789916001572454e-13,3.0216456803986126e-18,3.5310578999859065e-14,6.3455415422843336e-15,2.5602311370614544e-13,2.4785375836822927e-16,3.3898940441749884e-15,9.077433433743042e-19,5.7857149440254016e-15,2.396253176748671e-20,6.100170001741869e-10,2.0163816701328548e-19,2.258994788131545e-15,1.949583104115892e-29,7.585215731409707e-24,4.701986444972225e-28,5.734382561719418e-16,8.901383017268542e-17,5.262518928674212e-22,2.5408766540628716e-13,3.337198515869861e-28,2.605169522831072e-24,1.5105385034331082e-19,6.100088535116442e-10,1.1713560391799986e-24,8.343767648967833e-16,2.1024702620562613e-14,4.967922320910417e-19,1.006100902079627e-29,3.0651433526980894e-15,1.2126952187008044e-19,1.0490669800673905e-24,4.8646417699770854e-29,1.2364775781244381e-23,8.273212132850927e-23,1.293085995114734e-15,1.3771033146168524e-25
1.639191277039353e-10,0.6809675893139228,4.45827862023816e-14,3.152338204790669e-17,3.296692389618815e-15,1.3975263161097223e-15,0.0,0.0,1.5676686513008533e-10,5.673308807184042e-17,4.205274971340872e-20,3.945611858893418e-20,3.513299737673914e-23,1.2004012643395029e-35,2.775981047817497e-23,1.8785302510797093e-16,1.8938608692709516e-18,6.438280597334995e-16,1.8303779689323217e-39,7.1216063793294185e-31,8.009617162634331e-36,4.620805978458275e-35,2.237655258283815e-14,2.7524526263590233e-36,7.842550520783795e-26,1.1413598111660248e-40,7.763969535816123e-44,4.378354667795783e-35,6.460361804914981e-40,1.1794744090978916e-40,6.877911759093877e-27,2.336492767303568e-45,6.29579693851126e-46,1.2418167907070075e-45,3.76,0.0,0.793222243583803,0.9998382028295669,8.115559164528229e-19,4.441583380914825e-23,8.732952908875153e-07,5.602088968327095e-07,1.7680798904632086e-07,1.362779236247767e-07,0.00016179701365566724,9.759736022688958e-15,3.9749673204473956e-24,4.4626181647402113e-13,7.039087653960123e-21,5.585352074705916e-15,4.983828652457871e-38,2.4692364432659234e-36,1.9160155028504705e-18,3.1109993757586314e-38,2.1532308582379393e-20,6.238609712985708e-45,1.8171696476184912e-36,1.6372166459883425e-39,3.4606652347458675e-38,1.1162690751672286e-36,4.380538687339009e-46,4.429382193715691e-45,6.049275740814017e-42,4.145950153494373e-19,6.626182208469511e-16,1.4524738680103182e-21,1.2016026909354003e-10,3.640215499340291e-11,1.685739804222184e-13,3.677314530501108e-18,4.0248759542774775e-14,6.952704445645194e-15,2.73584277706402e-13,2.8207263554019034e-16,3.85784728852627e-15,1.1034333983651825e-18,6.59492053056211e-15,2.7313528423241897e-20,6.513101749146288e-10,2.452488752696546e-19,2.575174380676565e-15,2.3839489938217163e-29,9.845849829258777e-24,6.095265962903281e-28,6.530690624116774e-16,1.0147882177500656e-16,6.426242035354188e-22,2.7109659744210504e-13,4.304062670830785e-28,3.368465829154864e-24,1.8036972015628915e-19,6.513008886880401e-10,1.4872856632790194e-24,9.504107447537552e-16,2.244793481603812e-14,5.734597390195332e-19,1.3039206480855568e-29,3.4926597532272433e-15,1.3822954412000898e-19,1.2804459783282525e-24,6.298158341598642e-29,1.5603278396859633e-23,1.0005423734622437e-22,1.3803370067703837e-15,1.6826435241319496e-25
1.7431158563649288e-10,0.6809675961083793,5.032061134254472e-14,3.414602204036383e-17,3.7293695098363605e-15,1.4878654104943039e-15,0.0,0.0,1.6670522051793068e-10,6.415466300745668e-17,5.057491905300318e-20,4.7439976621859254e-20,4.4498508813591033e-23,1.4414276478251865e-35,3.133691292956741e-23,2.123902453744014e-16,2.146144563764672e-18,7.32618330366373e-16,2.4886055877848167e-39,8.687737994217876e-31,1.0887930149705507e-35,6.280897293649503e-35,2.3790262342814314e-14,3.748237180301078e-36,9.444568136876686e-26,1.571501949775966e-40,1.0560041579743941e-43,5.621552279447144e-35,8.815317452043431e-40,1.6082098137682396e-40,8.367131353338873e-27,3.461437505512137e-45,9.57044559951597e-46,1.8921945385062185e-45,3.76,0.0,0.793222188165742,0.9998301375283933,9.7618061142734e-19,5.349595444773465e-23,9.286621021023853e-07,5.960801995380064e-07,1.8802701006156e-07,1.4455435435758192e-07,0.00016986230488946253,1.1040864517520882e-14,4.781309942661193e-24,4.984185775281216e-13,7.912392675961924e-21,6.324856701934946e-15,6.821718295694421e-38,3.358692340759385e-36,2.179789852246003e-18,4.2785081266942333e-38,2.4434806672177497e-20,9.02830265280751e-45,2.4719570287168844e-36,2.2393749217475776e-39,4.750695517709885e-38,1.518940294070514e-36,6.3311631445789956e-46,6.405394705120006e-45,8.793765225454546e-42,4.88220935663725e-19,7.552163396062921e-16,1.6752374016931494e-21,1.2777457023509197e-10,3.86994205402199e-11,1.9059742673410912e-13,4.421508654463036e-18,4.550947443657939e-14,7.582491738126017e-15,2.911748089134391e-13,3.1844070754303e-16,4.355180060081426e-15,1.3252019330980726e-18,7.45699381060355e-15,3.0883362353180705e-20,6.926033723903412e-10,2.9470934825208077e-19,2.912055756508178e-15,2.88001326185161e-29,1.257597973567873e-23,7.775127674503514e-28,7.377911629441074e-16,1.1476116496167142e-16,7.752060050237956e-22,2.880815479834113e-13,5.462475030640167e-28,4.285831241257172e-24,2.1317837769645767e-19,6.925928721200049e-10,1.8622765591077977e-24,1.0738960348326492e-15,2.3871171774751037e-14,6.563851856550765e-19,1.6627751091724193e-29,3.947875878036768e-15,1.562912508917955e-19,1.5439738358238002e-24,8.023849977944998e-29,1.9422035136493296e-23,1.195529871590985e-22,1.4675525975677666e-15,2.0310013114382838e-25
