Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207)
5.640966756212517e-20,0.8834016196682968,0.0,2.2729989481790844e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467669511,0.9999999999996994,0.0,0.0,2.245726020475642e-14,1.3701909981142078e-14,3.680449650689617e-15,5.074900572924728e-15,3.006907673753928e-13
1.1286834439233213e-19,0.8834016196683,0.0,4.547972699961236e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467669286,0.9999999999993984,0.0,0.0,4.493403149570222e-14,2.7415724315298286e-14,7.36409691186338e-15,1.0154210268540556e-14,6.016427777597895e-13
2.2578569805274606e-19,0.8834016196683072,0.0,9.097920203522797e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467668837,0.9999999999987965,0.0,0.0,8.988757407759177e-14,5.484335298449237e-14,1.4731391434254085e-14,2.0312829658845303e-14,1.203546798361668e-12
4.516204053735739e-19,0.8834016196683208,0.0,1.819781521063497e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467667937,0.9999999999975927,0.0,0.0,1.797946592413626e-13,1.0969861032640722e-13,2.946598047920822e-14,4.0630068435747143e-14,2.4073548388977662e-12
9.032898200152295e-19,0.8834016196683484,0.0,3.639760522481549e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467666139,0.9999999999951851,0.0,0.0,3.596088295688713e-13,2.194091250243437e-13,5.893515856980743e-14,8.126454597472024e-14,4.814970917299325e-12
1.8066286492985408e-18,0.883401619668404,0.0,7.279718525300126e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467662543,0.9999999999903698,0.0,0.0,7.192371702237572e-13,4.388301544766437e-13,1.1787351475376949e-13,1.6253350099334407e-13,9.630203063419898e-12
3.613306307865163e-18,0.8834016196685146,0.0,1.455963453086717e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467655351,0.9999999999807393,0.0,0.0,1.4384938515330026e-12,8.776722136069518e-13,2.357502271327484e-13,3.2507141079330234e-13,1.9260667312930863e-11
7.226661624998408e-18,0.883401619668736,0.0,2.9119466541720823e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467640966,0.9999999999614784,0.0,0.0,2.8770072141493865e-12,1.7553563327704008e-12,4.715036519349248e-13,6.501472294440611e-13,3.8521595641032046e-11
1.4453372259264898e-17,0.8834016196691783,0.0,5.8239130562306395e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467612195,0.9999999999229565,0.0,0.0,5.754033939373729e-12,3.510724574708629e-12,9.430105017161531e-13,1.300298862948948e-12,7.704345161355148e-11
2.890679352779788e-17,0.8834016196700635,0.0,1.1647845859899054e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467554655,0.9999999998459128,0.0,0.0,1.1508087389788716e-11,7.021461073030407e-12,1.8860242019861104e-12,2.6006021147722e-12,1.5408716082385865e-10
5.781363606486384e-17,0.8834016196718341,0.0,2.3295711465441092e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467439574,0.9999999996918254,0.0,0.0,2.3016194290483884e-11,1.4042934127455247e-11,3.772051605356027e-12,5.2012085576726165e-12,3.081745683055471e-10
1.1562732113899576e-16,0.8834016196753747,0.0,4.659144266934603e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554467209411,0.9999999993836506,0.0,0.0,4.603240809133502e-11,2.808588046743005e-11,7.544106423415867e-12,1.0402421200489106e-11,6.16349339513227e-10
2.312546912872596e-16,0.8834016196824562,0.0,9.318290504843925e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554466749087,0.9999999987673013,0.0,0.0,9.206483569088046e-11,5.617177407188006e-11,1.508821610481558e-11,2.0804845514184814e-11,1.2326987069058475e-09
3.468820614355234e-16,0.8834016196895376,0.0,1.3977436739881588e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554466288763,0.999999998150952,0.0,0.0,1.3809726328826908e-10,8.42576686008304e-11,2.2632325831495324e-11,3.120726885594335e-11,1.8490478992757784e-09
5.781368017320512e-16,0.8834016197037007,0.0,2.3295729198470277e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554465368115,0.9999999969182543,0.0,0.0,2.3016211847441903e-10,1.4042946135673171e-10,3.772054546597489e-11,5.201211165171243e-11,3.08174558392528e-09
7.862660679989261e-16,0.8834016197164475,0.0,3.168219240192169e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554464539531,0.9999999958088269,0.0,0.0,3.1302048813498527e-10,1.9098407782412544e-10,5.129994328330735e-11,7.073646702755246e-11,4.191172934607764e-09
9.94395334265801e-16,0.883401619729194,0.0,4.0068655595552127e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554463710947,0.9999999946994002,0.0,0.0,3.9587885778817516e-10,2.4153869745328427e-10,6.487934125549623e-11,8.946081907939463e-11,5.3005996867182334e-09
1.202524600532676e-15,0.8834016197419408,0.0,4.8455118779905595e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554462882363,0.9999999935899739,0.0,0.0,4.787372274343974e-10,2.920933200690649e-10,7.845873937396339e-11,1.0818516799136906e-10,6.410025873414272e-09
1.6187831330664259e-15,0.8834016197674341,0.0,6.5228045127456605e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554461225196,0.9999999913711229,0.0,0.0,6.444539667109521e-10,3.93202572111561e-10,1.0561753594448256e-10,1.4563385865490863e-10,8.62887695738994e-09
2.0350416656001758e-15,0.8834016197929274,0.0,8.200097144071624e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554459568028,0.9999999891522737,0.0,0.0,8.101707059617515e-10,4.943118351938227e-10,1.3277633305570563e-10,1.8308253771222317e-10,1.0847725951366102e-08
2.4513001981339256e-15,0.8834016198184207,0.0,9.87738977173586e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.982455445791086,0.9999999869334271,0.0,0.0,9.758874451850485e-10,5.95421110064649e-10,1.599351307443071e-10,2.2053120437609254e-10,1.3066572713584812e-08
3.2838172632014254e-15,0.8834016198694075,0.0,1.3231975015872843e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554454596526,0.9999999824957403,0.0,0.0,1.3073209235475861e-09,7.97639695836249e-10,2.1425272788617892e-10,2.954284998251583e-10,1.7504259417004817e-08
4.9488513933364246e-15,0.8834016199713809,0.0,1.994114545952119e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554447967856,0.9999999736203942,0.0,0.0,1.9701878799374873e-09,1.202077011047682e-09,3.2288792920648206e-10,4.452229396833234e-10,2.6379605625312268e-08
8.278919653606424e-15,0.8834016201753278,0.0,3.3359486168164156e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554434710516,0.9999999558698106,0.0,0.0,3.295921791375452e-09,2.010952216632549e-09,5.401583600172793e-10,7.448112147256236e-10,4.413018915562546e-08
1.4939056174146422e-14,0.8834016205832212,0.0,6.019616687093413e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554408195839,0.9999999203690789,0.0,0.0,5.947389608884712e-09,3.62870492814932e-09,9.746993343048953e-10,1.343985346430495e-09,7.963092073134404e-08
2.8259329215226415e-14,0.8834016213990086,0.0,1.1386952541836015e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554355166483,0.9999998493693578,0.0,0.0,1.1250325222435684e-08,6.864219552872729e-09,1.8437817335589726e-09,2.542323936003983e-09,1.5063064191260972e-07
5.48998752973864e-14,0.8834016230305829,0.0,2.2121623108133202e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554249107772,0.999999707376883,0.0,0.0,2.1856196363667872e-08,1.3335285608349498e-08,3.5819483347466376e-09,4.93896242057173e-09,2.926231167451721e-07
1.0818096746170639e-13,0.883401626293732,0.0,4.359095966838267e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824554036990352,0.999999423419801,0.0,0.0,4.3067938302652514e-08,2.627756493929679e-08,7.058288747636796e-09,9.73208461571892e-09,5.765801987722333e-07
1.6146205962602637e-13,0.8834016295568805,0.0,6.506029013271684e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824553824872937,0.9999991394998723,0.0,0.0,6.427967978366427e-08,3.922004055776428e-08,1.0534638774260946e-08,1.4525000451639036e-08,8.605001272675528e-07
2.6802424395466634e-13,0.8834016360831783,0.0,1.0799893277773628e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824553400638121,0.999998571771451,0.0,0.0,1.0670316137176909e-07,6.510558061383277e-08,1.7487367666573145e-08,2.411021309136315e-08,1.428228548633422e-06
3.745864282833063e-13,0.8834016426094754,0.0,1.5093755104880967e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824552976403323,0.9999980041915846,0.0,0.0,1.491266411279823e-07,9.099190571694368e-08,2.444013500874838e-08,3.3694600402290195e-08,1.995808415084516e-06
4.811486126119463e-13,0.8834016491357721,0.0,1.938761449520612e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824552552168545,0.9999974367602358,0.0,0.0,1.9155011905230394e-07,1.1687901580209479e-07,3.139294079758636e-08,4.327816245262275e-08,2.563239763946489e-06
5.877107969405863e-13,0.883401655662069,0.0,2.368147144937826e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824552127933783,0.9999968694773661,0.0,0.0,2.339735951447341e-07,1.4276691080249068e-07,3.8345785029798565e-08,5.286089931244483e-08,3.130522633566273e-06
8.008351655978662e-13,0.8834016687146613,0.0,3.2269178051589906e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824551279464317,0.9999957353569225,0.0,0.0,3.188205418339202e-07,1.9454505530196797e-07,5.2251588812182575e-08,7.20238977197697e-08,4.264643076870511e-06
1e-12,0.8834016817672523,0.0,4.029438557840298e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.982455048656922,0.9999946760572127,0.0,0.0,3.981100514368976e-07,2.4293459575164434e-07,6.524670870845492e-08,8.992874697679829e-08,5.3239427866734335e-06
1.0139595342551461e-12,0.8834016817672523,0.0,4.085687491654746e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824550430994923,0.9999946018299478,0.0,0.0,4.036674811955413e-07,2.4632633868100116e-07,6.615754632959144e-08,9.11835961849486e-08,5.398170051660721e-06
1.227083902912426e-12,0.8834016948198427,0.0,4.94445620495442e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824549582525602,0.9999934688961188,0.0,0.0,4.88514413229598e-07,2.981107603772377e-07,8.006365755433872e-08,1.1033999529802133e-07,6.531103880553583e-06
1.653332640226986e-12,0.8834017209250193,0.0,6.661990714022725e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824547885587182,0.9999912048066449,0.0,0.0,6.5820825531502e-07,4.01689016534083e-07,1.0787634101816387e-07,1.4864289776277293e-07,8.795193354473928e-06
2.079581377541546e-12,0.8834017470301919,0.0,8.379521336457875e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824546188649054,0.9999889430860054,0.0,0.0,8.279020680901915e-07,5.052798194189996e-07,1.35689638989321e-07,1.8693260968187064e-07,1.1056913993834368e-05
2.9320788521706656e-12,0.883401799240523,0.0,1.1814570937647389e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824542794773677,0.9999844267413452,0.0,0.0,1.1672896057098014e-06,7.124990481057974e-07,1.9131807760350916e-07,2.6347248000049473e-07,1.5573258653873844e-05
3.784576326799785e-12,0.8834018514508362,0.0,1.5249605041002366e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824539400899474,0.9999799198423425,0.0,0.0,1.506677026088466e-06,9.197684118390609e-07,2.469489716935045e-07,3.3995964255590027e-07,2.0080157656295016e-05
5.4895712760580245e-12,0.8834019558714081,0.0,2.21196268836458e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824532613154583,0.9999709343024207,0.0,0.0,2.185451515123112e-06,1.334457406240607e-06,3.582181194966716e-07,4.927759893858331e-07,2.906569757790252e-05
7.194566225316264e-12,0.8834020602919082,0.0,2.8989587122901227e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9824525825414382,0.9999619863086804,0.0,0.0,2.864225535194436e-06,1.7493465262871051e-06,4.694970687938878e-07,6.453819401134427e-07,3.801369131779949e-05
8.899561174574504e-12,0.8834021647123359,0.0,3.585948601622711e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.982451903767887,0.9999530757042054,0.0,0.0,3.5429990863027436e-06,2.1644354960095588e-06,5.807858059983135e-07,7.977777842948705e-07,4.692429579236972e-05
