Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826)
1.9169029220371912e-07,0.8648571169191729,3.860524637137075e-05,3.255732827912736e-06,6.756700422555521e-06,2.678230178306109e-05,0.0,0.0,5.753421436558886e-06,1.0575351173789272e-08,1.8074846730440167e-07,4.41298598471025e-08,6.14285659477331e-08,9.196495959193373e-17,1.695756091606079e-12,3.3226420931995756e-09,7.969237221683541e-07,6.516844389441766e-07,1.0538429987192689e-09,2.629519667935913e-10,1.6822833990427008e-14,5.3120445511250517e-17,3.169871888124342e-09,3.747450353284157e-13,2.749163772785403e-11,3.07814558715344e-11,3.942065113278463e-18,4.226628498132211e-14,2.5205334544322615e-14,8.360051516688534e-15,4.144958237321038e-10,6.01105764858563e-17,1.7753561414493626e-17,1.6884210110722504e-16,3.76,0.0,0.4236099872611488,0.9970311094450948,2.148515324328978e-06,6.647572357166759e-08,0.07768791741291382,0.06118019888488368,0.014718962518600179,8.839250195422178e-05,0.0029546214117330306,0.0008465913266388776,3.6601222844306927e-08,4.860347027501997e-08,1.0255421677241496e-14,2.667000532325866e-06,6.4960931733790954e-12,2.6580687139127613e-11,3.8302159816337614e-08,1.1035925795268844e-11,6.333641282151694e-11,4.295843448881127e-18,4.453646301091096e-11,5.4997455075037885e-14,1.3947837386538771e-12,3.4140797992379835e-12,2.734660969715709e-19,2.1519989704448508e-18,6.737427424829197e-12,1.758234176054633e-11,6.723477806627925e-07,8.116205707606282e-08,5.347983254459914e-06,9.439025903847262e-07,1.4174151276486047e-05,9.92084945610226e-07,3.828149639633022e-05,1.1408426291071803e-06,2.82864449207751e-07,6.176745904558447e-07,1.3407690375794738e-06,1.0940150187996733e-07,1.3237083540868004e-05,9.070565677949663e-10,4.083914783393703e-05,1.686585023999981e-10,5.586161823595976e-07,1.0599418324186269e-08,2.461010350728808e-11,1.0465619059448903e-15,9.057358370220806e-11,6.101798034935375e-08,1.0126038477600653e-07,6.621506825219302e-08,2.258491476068558e-16,1.4845868027429553e-10,1.7801812016213075e-07,2.805439263049686e-05,1.251516948788901e-11,9.367833701499147e-11,1.3202811050222847e-08,1.1819970304691561e-08,7.46226325740322e-15,6.345869469384514e-10,2.9486495938731027e-13,6.505840490097777e-12,5.67156724216337e-12,9.24711211088638e-10,5.319107104927206e-11,7.261075399222304e-10,1.9252853149172517e-09,2.1927454335011867e-10,2.870244369199386e-14,1.60177256122828e-15,2.2137248418482324e-15,1.8644561861355454e-15
1.9600816926468853e-07,0.8651211183831266,4.002403785575915e-05,3.4219405707600827e-06,7.149772250775218e-06,2.8392381255929925e-05,0.0,0.0,5.879397784039198e-06,1.0999804569898666e-08,1.9864651016820885e-07,4.5412615268856315e-08,6.75761253517059e-08,1.0260772608657914e-16,1.8200137233301212e-12,3.347937416020525e-09,8.336744813654636e-07,6.817273639525479e-07,1.1909348213432753e-09,2.8419110585453055e-10,1.9714359255829254e-14,5.437436120211821e-17,3.1643865578202373e-09,4.2480791868530366e-13,2.879741876696722e-11,3.5544258906926255e-11,4.527576295926214e-18,4.6460229088848105e-14,2.8190872192491494e-14,9.196499002600521e-15,4.510958156855137e-10,6.920744709127573e-17,2.06285250751885e-17,1.9792736140947055e-16,3.76,0.0,0.422018479478097,0.9970304871347321,2.335301438150848e-06,7.093218262764813e-08,0.07931278509218377,0.06241858063908166,0.015030484808709457,8.81064503558984e-05,0.002954619519744649,0.0008840180254689648,3.845910313041632e-08,4.860088999307364e-08,1.0460269616553698e-14,2.7831777098489835e-06,7.227822828131368e-12,2.944629933788543e-11,4.0036228508708144e-08,1.2275371164181099e-11,6.525819713735257e-11,4.779216947363188e-18,4.931355515412425e-11,6.090452780323888e-14,1.5446497383656107e-12,3.76224162091101e-12,3.04234248063831e-19,2.3941377143487332e-18,7.551130731048235e-12,1.7949619225839775e-11,7.02513854057969e-07,8.974753977636851e-08,5.49028740407573e-06,9.774195998055377e-07,1.4751812180419455e-05,1.0530995782752197e-06,4.029135828147984e-05,1.170270348764756e-06,2.8853265726939995e-07,6.622047877845177e-07,1.4486296195972374e-06,1.193549252873845e-07,1.394625918818821e-05,1.0018844645816908e-09,4.209485914295942e-05,1.7553530895706358e-10,5.828252753274352e-07,1.1848171822833123e-08,2.6861235275223967e-11,1.1419871806986554e-15,9.296993371696904e-11,6.311675576358366e-08,1.1076620910000838e-07,6.82152525815824e-08,2.463935287369677e-16,1.5060802897220094e-10,1.9370475790629724e-07,2.863037470510514e-05,1.3622245360304306e-11,9.699919997269963e-11,1.3631839313785052e-08,1.2328755108961811e-08,8.161643144018372e-15,6.475262760020515e-10,3.0088369941979757e-13,6.865575877167762e-12,6.098462336813407e-12,9.875427965056315e-10,5.657075847925316e-11,7.537733288076252e-10,2.1088581634037793e-09,2.383214662166641e-10,3.087634737969877e-14,1.7546160836508126e-15,2.2270171261022317e-15,1.877711181161568e-15
2.0032604632565793e-07,0.8653842929713906,4.145734041610875e-05,3.592206715223123e-06,7.554384535717436e-06,3.0057089587346937e-05,0.0,0.0,6.005445650138812e-06,1.1430476694143482e-08,2.1796982742641732e-07,4.671429465036754e-08,7.421402269703984e-08,1.1435180981088718e-16,1.953260437646429e-12,3.3748655034379965e-09,8.712892472750183e-07,7.124919503922102e-07,1.3418930349164301e-09,3.0656986824226653e-10,2.301802297394412e-14,5.570791035991652e-17,3.1590462827003846e-09,4.801391774367878e-13,3.013475269603521e-11,4.09034935352084e-11,5.187226342233127e-18,5.0996859178833475e-14,3.1453300835653635e-14,1.0095048874559495e-14,4.898218903407434e-10,7.946475895450475e-17,2.3900745428537885e-17,2.313424947968963e-16,3.76,0.0,0.4204328461566393,0.9970298470910627,2.533281031979415e-06,7.557571387582704e-08,0.08093244710824385,0.06365107638827326,0.015341156058188091,8.782141378533131e-05,0.0029546175755142917,0.0009222014137316737,4.0361745093691515e-08,4.859818094696615e-08,1.0664014118959592e-14,2.901603570901123e-06,8.021378886905146e-12,3.254300439430495e-11,4.180788715319248e-08,1.3619196673542768e-11,6.720110372495058e-11,5.303321485390203e-18,5.447357122653489e-11,6.728573048021404e-14,1.706549291194712e-12,4.136798207664568e-12,3.37594828235216e-19,2.6566794841737545e-18,8.441427816931712e-12,1.8315671478438377e-11,7.333271686360662e-07,9.900097726776479e-08,5.632940763780468e-06,1.011245763904283e-06,1.533757061828973e-05,1.1162474807346409e-06,4.2360482490830256e-05,1.1999197660368394e-06,2.941828228917384e-07,7.088347104261683e-07,1.562848193951274e-06,1.3001311492367956e-07,1.4677535122685315e-05,1.1042409775925203e-09,4.3369327724239915e-05,1.8250649170543906e-10,6.075133940408835e-07,1.3210045032832385e-08,2.9272788227078985e-11,1.244184319832398e-15,9.537100862332833e-11,6.525448658932616e-08,1.209058379700223e-07,7.029691418842104e-08,2.6839136574049206e-16,1.529116625375475e-10,2.103537574548419e-07,2.9204658503417004e-05,1.479736165544107e-11,1.0034946305197755e-10,1.4073138235398465e-08,1.2846977418516422e-08,8.907467661278744e-15,6.604193204564758e-10,3.068814028045317e-13,7.2369311299217285e-12,6.54712870273097e-12,1.0530813773501633e-09,6.008549598143435e-11,7.823053944594431e-10,2.3051024011433205e-09,2.586017543248906e-10,3.3162660867197805e-14,1.918000362925298e-15,2.24133009618697e-15,1.8918688431287382e-15
2.0464392338662734e-07,0.8656466437658268,4.29047346103206e-05,3.7665225307810292e-06,7.97045836596008e-06,3.1776760508882535e-05,0.0,0.0,6.131582530032578e-06,1.1867274337513332e-08,2.388036164239626e-07,4.803623497836201e-08,8.137034597531524e-08,1.2730398958563763e-16,2.096146024423131e-12,3.4034616335626327e-09,9.097726212557739e-07,7.439829168466808e-07,1.5077188775488205e-09,3.3011777365540515e-10,2.678071105087432e-14,5.712880053339187e-17,3.153854299193355e-09,5.411469554630091e-13,3.1503810617795244e-11,4.6916484816366626e-11,5.9289418914817e-18,5.5898699576301666e-14,3.501167358062114e-14,1.1058848534080591e-14,5.30727618021514e-10,9.100286036146097e-17,2.7615661949010475e-17,2.6963277942536137e-16,3.76,0.0,0.41885306507519077,0.9970291890462928,2.742813683461224e-06,8.040968161515736e-08,0.08254692225426231,0.06487770817894871,0.01565097900691624,8.753738839319987e-05,0.0029546155782473028,0.0009611382353338147,4.230896569251546e-08,4.8595343580057387e-08,1.0866660424687615e-14,3.0222652295340706e-06,8.88026510301562e-12,3.588323560259984e-11,4.36170804239594e-08,1.5073294617836154e-11,6.916517673979685e-11,5.870450189801431e-18,6.003695910095193e-11,7.41664158790707e-14,1.8811261117214254e-12,4.539070316003041e-12,3.736937759889265e-19,2.9407729203506313e-18,9.413521997432931e-12,1.8680503871900597e-11,7.647873331202703e-07,1.0895516598131851e-07,5.775909085209283e-06,1.045368086925023e-06,1.5931195727299948e-05,1.1815385135375045e-06,4.4489177816654745e-05,1.2297930135128317e-06,2.998155362249624e-07,7.576075521007909e-07,1.6836348795231003e-06,1.4140818559205957e-07,1.5431108511597662e-05,1.214532044708395e-09,4.466273398438769e-05,1.895691991566846e-10,6.326799889325499e-07,1.4692267384614908e-08,3.1852111608369293e-11,1.353461770648063e-15,9.777622350212012e-11,6.743136600013175e-08,1.3170400718654611e-07,7.246216844552014e-08,2.919085807299426e-16,1.553755706240875e-10,2.2799683507187714e-07,2.9777312818362403e-05,1.6042747022644986e-11,1.037277998062136e-10,1.4527203203314903e-08,1.33745634282052e-08,9.701528943257462e-15,6.732677180613988e-10,3.128588447756473e-13,7.620012590288427e-12,7.018151208883509e-12,1.1213748665135657e-09,6.373742410999557e-11,8.117086032944807e-10,2.51456176384171e-09,2.80169298527884e-10,3.556453216544425e-14,2.092375003496954e-15,2.2566885231850337e-15,1.906948350294173e-15
2.0896180044759675e-07,0.865908173833715,4.436581169566669e-05,3.94488010168113e-06,8.397908051568997e-06,3.355170838194162e-05,0.0,0.0,6.257826362048366e-06,1.2310107134907884e-08,2.6123630415054117e-07,4.9379824476694836e-08,8.907401621369965e-08,1.4158031696037148e-16,2.2493536322656665e-12,3.433760811353332e-09,9.491292944172149e-07,7.762051237295445e-07,1.689455520533518e-09,3.5486411845760507e-10,3.105331054617164e-14,5.864498587271048e-17,3.1488138285575603e-09,6.082596765626002e-13,3.29047675383852e-11,5.364437631931354e-11,6.761355597149756e-18,6.118939173464937e-14,3.8885941626802796e-14,1.2091141929463868e-14,5.738652367273254e-10,1.0395161308151335e-16,3.182278896772011e-17,3.1339954956109545e-16,3.76,0.0,0.4172791141188775,0.9970285127325506,2.9642585444348033e-06,8.543743520891463e-08,0.08415622924978466,0.06609849796977328,0.015959956384960394,8.725437034927055e-05,0.002954613527148839,0.001000825243498493,4.430058130909808e-08,4.859237833576883e-08,1.1068213743759282e-14,3.1451499209394718e-06,9.808083367761618e-12,3.9479751027025794e-11,4.546375352101648e-08,1.6643721399927062e-11,7.115046808674181e-11,6.482959014552049e-18,6.602469470490647e-11,8.15725925905732e-14,2.069040574057994e-12,4.9704097562107514e-12,4.1268102778543455e-19,3.2475981325960044e-18,1.04728340047521e-11,1.9044121729408026e-11,7.968940038123028e-07,1.1964345449802243e-07,5.919158930474788e-06,1.0797738281251954e-06,1.6532457888329737e-05,1.248981215852914e-06,4.6677735234998955e-05,1.2598920171539124e-06,3.05431365795172e-07,8.085657981774528e-07,1.8111996352560688e-06,1.5357265176481093e-07,1.6207172321410717e-05,1.333174382008928e-09,4.597525254143993e-05,1.9672059801219677e-10,6.583246551977726e-07,1.6302338221423622e-08,3.4606644060355626e-11,1.4701316695672325e-15,1.001850079810064e-10,6.96475674245445e-08,1.4318568200870158e-07,7.471315161116954e-08,3.170118744537515e-16,1.5800583639923715e-10,2.466656522243906e-07,3.034840815575451e-05,1.7360624292211378e-11,1.0713291110456542e-10,1.4994534714305148e-08,1.3911439875938978e-08,1.0545634262639535e-14,6.860731432488307e-10,3.1881681780129834e-13,8.01492405664375e-12,7.51211476537787e-12,1.1924704395717953e-09,6.752864857024069e-11,8.419875529917414e-10,2.737788933329345e-09,3.0307921316541863e-10,3.808511711969017e-14,2.278196720696722e-15,2.273116638868994e-15,1.9229686865509767e-15
2.1327967750856616e-07,0.8661688862278969,4.584017326208191e-05,4.127272336326137e-06,8.836641557837425e-06,3.5382228796109873e-05,0.0,0.0,6.384195548404346e-06,1.2758887570195547e-08,2.8535958352882557e-07,5.074650339962556e-08,9.735477487708455e-08,1.573066938481091e-16,2.4136002021176844e-12,3.4657978091217196e-09,9.893640398892322e-07,8.091635724281085e-07,1.888188271292881e-09,3.808379664053226e-10,3.589093601667889e-14,6.026469043891884e-17,3.1439280843204723e-09,6.819264540468614e-13,3.433780207744449e-11,6.115226260608781e-11,7.693856910478921e-18,6.689373087882006e-14,4.309698015958976e-14,1.3195271183300715e-14,6.192856185547618e-10,1.184508918653676e-16,3.6575971886795904e-17,3.6330460790382477e-16,3.76,0.0,0.4157109712784699,0.9970278178817834,3.1979741199325773e-06,9.066230956622492e-08,0.08576038674112539,0.06731346763221863,0.01626809091259765,8.69723558421981e-05,0.002954611421423546,0.0010412592007472132,4.633640790577626e-08,4.8589285657552154e-08,1.1268679256245319e-14,3.2702450004465886e-06,1.0808533015918376e-11,4.334563084984327e-11,4.734785226986009e-08,1.8336696351756717e-11,7.31570376839397e-11,7.143266205392259e-18,7.245827760637797e-11,8.953091955528973e-14,2.27096957305799e-12,5.432199087926141e-12,4.547104839700178e-19,3.5783664317620814e-18,1.1625005203017959e-11,1.940653034396124e-11,8.296468846907862e-07,1.3109971851250947e-07,6.062657661864274e-06,1.1144504994439056e-06,1.714112889030371e-05,1.3185828334642588e-06,4.8926428289667626e-05,1.290218504119316e-06,3.110308592071891e-07,8.617512100409085e-07,1.9457520980409097e-06,1.6653939694977626e-07,1.7005915432405536e-05,1.4605953675373271e-09,4.730705231904303e-05,2.0395787512975564e-10,6.844471339427905e-07,1.80480294114789e-08,3.7543906352055293e-11,1.5945095379722936e-15,1.0259680603229692e-10,7.190324527048414e-08,1.5537604789019599e-07,7.705202066286725e-08,3.437686614163731e-16,1.6080863521963504e-10,2.6639179522445197e-07,3.091801673198781e-05,1.875320901425334e-11,1.1056352484611828e-10,1.547563831466123e-08,1.445753403906562e-08,1.1441605333240249e-14,6.988373070329446e-10,3.247561315479342e-13,8.421766869408782e-12,8.029604153204114e-12,1.266414534460009e-09,7.146124035534545e-11,8.731465782037658e-10,2.975345437394488e-09,3.2738783286848767e-10,4.0727578570046523e-14,2.4759292449873346e-15,2.290638233963579e-15,1.9399486690088008e-15
2.1759755456953557e-07,0.8664287839869149,4.7327430886094514e-05,4.313692970884502e-06,9.286560924772726e-06,3.726859914668398e-05,0.0,0.0,6.510708975473401e-06,1.3213530982990187e-08,3.112684479150657e-07,5.213776481374547e-08,1.0624317012151805e-07,1.7461946258286906e-16,2.5896368653915545e-12,3.499607200451499e-09,1.0304817054119383e-06,8.428634044859459e-07,2.105044730194559e-09,4.0806814004435694e-10,4.135316160404163e-14,6.199643154760222e-17,3.139200278123289e-09,7.626174912773662e-13,3.5803096192209114e-11,6.950932044905397e-11,8.736645547397608e-18,7.303770330756053e-14,4.766661463954085e-14,1.4374678219283468e-14,6.670382407981417e-10,1.3465109426838208e-16,4.193365141062619e-17,4.200748697344041e-16,3.76,0.0,0.4141486146493352,0.9970271042256644,3.444318057162393e-06,9.608762557562253e-08,0.08735941330175544,0.06852263895118567,0.01657538530034019,8.66913410793302e-05,0.002954609260275287,0.0010824368788821053,4.841626115914065e-08,4.858606598885856e-08,1.1468062112518638e-14,3.397537942524005e-06,1.1885410086573588e-11,4.749427458900955e-11,4.92693232234285e-08,2.0158600481130906e-11,7.518495372883242e-11,7.853851736719284e-18,7.935972639288313e-11,9.806870033840833e-14,2.4876063789837714e-12,5.9258513057703015e-12,4.9993997293193e-19,3.934320047754451e-18,1.287590074659072e-11,1.9767734978574915e-11,8.630457275061848e-07,1.4335833577381923e-07,6.206373431409381e-06,1.149385863101059e-06,1.775698208306231e-05,1.390349347067551e-06,5.123551347198785e-05,1.3207740103074817e-06,3.1661454382336636e-07,9.172048106884633e-07,2.0875014252907342e-06,1.803416431670172e-07,1.7827522752427006e-05,1.597232918271392e-09,4.865829664166229e-05,2.112782393463414e-10,7.110473133353377e-07,1.9937387880525873e-08,4.0671494145725484e-11,1.7269139795344095e-15,1.0501107576910615e-10,7.419853562361989e-08,1.6830050168236218e-07,7.948095313872341e-08,3.7224700534876614e-16,1.6379023293275855e-10,2.8720675579584825e-07,3.148621247067106e-05,2.0222708067280252e-11,1.1401839566808364e-10,1.597102455169188e-08,1.501277373080298e-08,1.2391277649017826e-14,7.115619568959076e-10,3.3067761283374304e-13,8.840639998149217e-12,8.571203862185722e-12,1.3432528520902157e-09,7.553723591961027e-11,9.05189756207767e-10,3.227801555386054e-09,3.531527089852079e-10,4.349508554951375e-14,2.686043231226683e-15,2.3092767355006755e-15,1.957906970779117e-15
2.2191543163050498e-07,0.866687870135149,4.882720580404471e-05,4.50413656778623e-06,9.747562672336543e-06,3.92110791924483e-05,0.0,0.0,6.637386033557723e-06,1.3673955577068445e-08,3.390612238149983e-07,5.355515536534047e-08,1.1577054194943783e-07,1.936660074659232e-16,2.778249307122636e-12,3.535223389075502e-09,1.0724872062332425e-06,8.773099008216609e-07,2.3411949023912486e-09,4.3658321273758105e-10,4.750425874562502e-14,6.38490431632184e-17,3.13463362441633e-09,8.508244731092947e-13,3.730083491508428e-11,7.878893860296784e-11,9.900787710623154e-18,7.964852435748371e-14,5.2617647484651125e-14,1.563290638626199e-14,7.17171161491011e-10,1.5271366031258623e-16,4.795913562158519e-17,4.845072437740413e-16,3.76,0.0,0.4125920224304089,0.9970263714955039,3.7036469442737615e-06,1.0171669049324266e-07,0.0889533274326854,0.06972603362561827,0.016881842248960114,8.641132228651588e-05,0.0029546070429068935,0.0011243550589682635,5.05399565750775e-08,4.858271977310893e-08,1.1666367433503902e-14,3.527016339786512e-06,1.3042606542088258e-11,5.193939819402428e-11,5.1228113766408474e-08,2.2115975149227845e-11,7.723429296611101e-11,8.617256722119675e-18,8.675157385739143e-11,1.072138771639418e-13,2.719660486056647e-12,6.452809515722173e-12,5.48531213588136e-19,4.3167318342689005e-18,1.4231612684174601e-11,2.0127740866471465e-11,8.970903318719534e-07,1.5645416105519347e-07,6.350275170349775e-06,1.1845679291326202e-06,1.8379792519326974e-05,1.4642855008122193e-06,5.360523059626892e-05,1.3515598876293122e-06,3.2218292741983037e-07,9.7496687153453e-07,2.2366561422714517e-06,1.9501292058556484e-07,1.867217532973196e-05,1.743535360760775e-09,5.002914333066318e-05,2.1867892316485936e-10,7.381252297557941e-07,2.197873806716643e-08,4.399707080761539e-11,1.8676663795465025e-15,1.0742728924022906e-10,7.653355692128566e-08,1.8198464327616112e-07,8.200214699019116e-08,4.025155551257183e-16,1.6695698386479301e-10,3.091419125332599e-07,3.20530709982359e-05,2.1771318333985718e-11,1.174963046485778e-10,1.6481208935638705e-08,1.5577087296726582e-08,1.3396499857343218e-14,7.242488766507177e-10,3.3658210557281607e-13,9.271640130179033e-12,9.137497937216842e-12,1.4230303578624796e-09,7.975863738602477e-11,9.381209124952304e-10,3.4957362292379534e-09,3.804326056496549e-10,4.6390812518956145e-14,2.9090161726423744e-15,2.329055267858206e-15,1.9768621401117867e-15
2.2623330869147438e-07,0.8669461476829547,5.03391286033123e-05,4.698598509717358e-06,1.0219538191488467e-05,4.120991159470736e-05,0.0,0.0,6.764246636157479e-06,1.4140082430349595e-08,3.6883960181889276e-07,5.5000276030163927e-08,1.2596900631817922e-07,2.146053668509992e-16,2.9802580946337645e-12,3.5726806341758743e-09,1.115385518302401e-06,9.125084809811406e-07,2.5978512659055504e-09,4.664115012879264e-10,5.4413439383064473e-14,6.583169935913774e-17,3.130231344414434e-09,9.47060948216793e-13,3.883120610420242e-11,8.906884596142012e-11,1.1198275136046309e-17,8.675467703038776e-14,5.797388514251552e-14,1.6973602077597806e-14,7.697309991523233e-10,1.728116017083151e-16,5.472087970892698e-17,5.574737544064211e-16,3.76,0.0,0.41104117292318304,0.9970256194221662,3.976316118703402e-06,1.0755279828816468e-07,0.0905421475628446,0.0709236732691084,0.017187464449514276,8.613229570791709e-05,0.0029546047685198966,0.0011670105313162002,5.270730958748994e-08,4.857924745366491e-08,1.1863600310923862e-14,3.658667902008311e-06,1.4284109447863383e-11,5.669503102805677e-11,5.322417222193909e-08,2.4215520683278234e-11,7.930514095771935e-11,9.436082800077088e-18,9.465686200403168e-11,1.1699502472450335e-13,2.9678574553008957e-12,7.014546602919898e-12,6.006497762859596e-19,4.7269049610870235e-18,1.5698463010822818e-11,2.0486553211271586e-11,9.317805453515424e-07,1.704225012017016e-07,6.494332578511027e-06,1.2199849528666934e-06,1.900933708632968e-05,1.5403948310261912e-06,5.6035803170885995e-05,1.382577311027853e-06,3.2773649882126837e-07,1.0350769003981937e-06,2.393423994242416e-06,2.1058703736794363e-07,1.954005046478746e-05,1.899961295878684e-09,5.141974480111357e-05,2.2615718431193968e-10,7.656810689470457e-07,2.418068430311301e-08,4.752836027520681e-11,2.0170906066964526e-15,1.0984493222408618e-10,7.8908410603255e-08,1.9645426765528513e-07,8.461782044929017e-08,4.3464348119287554e-16,1.7031532853322038e-10,3.3222851322262166e-07,3.26186696385605e-05,2.3401225441844716e-11,1.2099605900425432e-10,1.7006711911931528e-08,1.6150403611309477e-08,1.4459133163401676e-14,7.368998862820091e-10,3.424704707091655e-13,9.714861760672788e-12,9.72906983266841e-12,1.505791284020782e-09,8.412741278607892e-11,9.719436262987345e-10,3.77973697956523e-09,4.0928749551475806e-10,4.94179386395732e-14,3.1453323192208738e-15,2.349996701722929e-15,1.9968326169123058e-15
2.305511857524438e-07,0.8672036196267964,5.186283893036081e-05,4.897074989669808e-06,1.0702374121126736e-05,4.326532243851914e-05,0.0,0.0,6.891311238718189e-06,1.4611835506360237e-08,4.0070866576024735e-07,5.647478284338238e-08,1.368714382537747e-07,2.3760885481793824e-16,3.1965189722302285e-12,3.6120130729640136e-09,1.1591816717483627e-06,9.484647024205625e-07,2.876268797232914e-09,4.975810591227973e-10,6.215510453870447e-14,6.795393786223712e-17,3.1259966695309406e-09,1.0518627022891897e-12,4.039440020650659e-11,1.0043123793572967e-10,1.264208703000538e-17,9.438595128422043e-14,6.376016554880674e-14,1.8400516344005688e-14,8.247629165072913e-10,1.9513004011668332e-16,6.229277314413358e-17,6.399269096865076e-16,3.76,0.0,0.4094960445307141,0.9970248477359924,4.262679484886766e-06,1.1359922994731165e-07,0.0921258920494559,0.07211557941049238,0.017492254583369365,8.585425760582394e-05,0.0029546024363143,0.0012104000954643967,5.491813564305613e-08,4.857564947380055e-08,1.2059765807542778e-14,3.7924804551435853e-06,1.5614000115468355e-11,6.17755127440977e-11,5.525744796074993e-08,2.6464094928663608e-11,8.139759235383379e-11,1.031299149722904e-17,1.0309913688597215e-10,1.2744134378205605e-13,3.2329387520736176e-12,7.612564891523516e-12,6.564650422800492e-19,5.1661725951341606e-18,1.728300666979048e-11,2.084417718718391e-11,9.67116263540931e-07,1.8529909030109473e-07,6.638516113612817e-06,1.2556254323449008e-06,1.9645394627649734e-05,1.6186796950710252e-06,5.852743876492454e-05,1.4138272852572927e-06,3.3327572851534505e-07,1.0975736306474673e-06,2.558011803451227e-06,2.2709804976758772e-07,2.043132182090058e-05,2.0669794581207597e-09,5.2830248159164605e-05,2.3371030717371446e-10,7.937151671612853e-07,2.6552113120209968e-08,5.127313999155822e-11,2.1755127177112313e-15,1.1226350402201676e-10,8.132318174063418e-08,2.1173535733303192e-07,8.733021191161215e-08,4.687004126291606e-16,1.7387179116223589e-10,3.5649765799221187e-07,3.3183087406647205e-05,2.511460256614858e-11,1.2451649178328792e-10,1.7548058843693657e-08,1.673265207451193e-08,1.5581050764394067e-14,7.495168417657616e-10,3.48343586141016e-13,1.0170397284290556e-11,1.0346502274434098e-11,1.591579132805866e-09,8.864549632977998e-11,1.0066612360548874e-09,4.080399826483866e-09,4.3977855516987413e-10,5.257964708092894e-14,3.395482600233687e-15,2.372123694163655e-15,2.0178367472790474e-15
2.348690628134132e-07,0.8674602889493807,5.33979852144946e-05,5.0995629975459066e-06,1.1195952711058943e-05,4.537752173700575e-05,0.0,0.0,7.018600856842302e-06,1.5089141667106856e-08,4.347769201031714e-07,5.798038760821253e-08,1.4851145402225085e-07,2.628606914864518e-16,3.427923122541172e-12,3.6532547408716742e-09,1.2038807446323508e-06,9.85184259817437e-07,3.1777449557746994e-09,5.301196700083367e-10,7.080909812735487e-14,7.022568370424146e-17,3.1219328443615373e-09,1.165788122098133e-12,4.1990610032927597e-11,1.1296290090343049e-10,1.424625496222796e-17,1.0257348398778315e-13,7.00023859681503e-14,1.9917506498198083e-14,8.823106079599285e-10,2.1986675381026503e-16,7.07544340818506e-17,7.329053193361113e-16,3.76,0.0,0.40795661575664705,0.9970240561667278,4.56308934111663e-06,1.198592537421885e-07,0.0937045791784071,0.07330177349443852,0.017796215322227017,8.557720426047303e-05,0.0029546000454883743,0.0012545205601619607,5.7172250273980024e-08,4.857192627667476e-08,1.225486895740667e-14,3.928441940355401e-06,1.7036453211550755e-11,6.719549006245935e-11,5.732789151276473e-08,2.8868711744452304e-11,8.351175116406427e-11,1.1250703570702742e-17,1.1210244328720026e-10,1.3858265457418382e-13,3.515661578650037e-12,8.24839579723418e-12,7.16150161877506e-19,5.635897571057384e-18,1.8992034506050802e-11,2.120061793919471e-11,1.0030974301463844e-06,2.011200650197624e-07,6.782796980520294e-06,1.2914781056935045e-06,2.0287746055770623e-05,1.699141300276969e-06,6.108032937033047e-05,1.445310651433951e-06,3.3880106924785397e-07,1.1624950114725043e-06,2.730625331016268e-06,2.4458023252153664e-07,2.134615953357277e-05,2.2450685698663657e-09,5.426079529987667e-05,2.4133560411619694e-10,8.222280123020261e-07,2.9102195485779216e-08,5.52392339167193e-11,2.3432606653155266e-15,1.1468251725114143e-10,8.377793964410523e-08,2.278540751463961e-07,9.014157983501491e-08,5.047563749445749e-16,1.77632977033239e-10,3.819802832651744e-07,3.374640500139108e-05,2.6913609293167256e-11,1.2805646155428513e-10,1.810578000440311e-08,1.7323762608418635e-08,1.6764137311922815e-14,7.621016348688245e-10,3.542023466374368e-13,1.0638337088317158e-11,1.099037712937287e-11,1.6804366803588834e-09,9.33147887038522e-11,1.0422768448024425e-09,4.398329214811313e-09,4.719681602627462e-10,5.5879124362408055e-14,3.659964550606868e-15,2.39545872180799e-15,2.039892796366402e-15
