Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73)
2.7766818773195357e-10,0.6165161078172283,4.2757950896947525e-15,1.0126788593485129e-18,2.0368159056543632e-19,1.3595202331171083e-18,0.0,0.0,4.74811942670353e-11,1.2744616567020322e-17,2.4310294074636892e-22,6.402809575546512e-34,3.423902748701584e-25,9.985922415359416e-56,4.4307974861190584e-42,2.5139063603525104e-43,1.9110444118550388e-43,1.0243186920929745e-16,1.9951276774905135e-56,8.591290410985018e-35,2.3220395419245867e-52,1.3023005863917267e-62,1.659827630320781e-45,2.4488202701845637e-43,5.301651513570517e-30,1.0073235889467646e-58,4.01284456366223e-59,9.436132317785924e-66,1.0305994031850405e-89,2.403578317120706e-75,1.4211274856674748e-28,1.6442075624241594e-72,5.829323066483715e-58,4.5073074616383716e-71,3.76,0.0,0.7962028815056588,0.9998920353144879,5.260162996379695e-23,2.1169703734806288e-57,1.5628075976612817e-07,1.0123057225253101e-07,3.525828777497854e-08,1.979187462675446e-08,0.00010796463803069806,1.813955741903368e-16,1.0148859041733614e-26,2.3879752806202477e-14,1.2970252278447491e-21,3.128433312354156e-16,3.4397693919447846e-41,1.013857634713664e-39,8.472746286237007e-20,1.5150536754747547e-41,3.878706847496563e-22,8.47774118358989e-48,6.904948605387958e-40,7.461744445150484e-43,1.8134648682548883e-41,4.519456912006447e-40,6.2780843950872086e-49,7.05603937283235e-48,9.622820273113577e-45,4.870486569560622e-20,1.0243186968996768e-16,2.8372747073351835e-25,3.6442975661457036e-11,1.099080255479243e-11,4.1183857111791524e-14,8.53336684385087e-19,5.365989725779397e-15,1.1958880400985532e-16,2.833660911249933e-16,1.209360892535386e-17,1.9528265815866186e-16
2.9932667708475143e-10,0.6165161091698421,4.951678909057055e-15,1.1336718456440327e-18,2.537001443752655e-19,1.694773280928937e-18,0.0,0.0,5.118472897882754e-11,1.4810331516752815e-17,3.0581043894383594e-22,8.677822803040255e-34,4.321466828306702e-25,1.5707214864027195e-55,6.474257493351069e-42,3.650679805935068e-43,2.7956946898120875e-43,1.200676719661015e-16,3.6156436308547985e-56,1.161073832497808e-34,3.915003010504384e-52,2.3642848953050105e-62,2.4518511754305914e-45,3.588941249091054e-43,6.690633138609472e-30,1.695591435355434e-58,6.392259424895239e-59,1.7272405153560335e-65,2.279369827315749e-89,4.433727754831552e-75,1.7934860787858565e-28,3.2609254368551755e-72,9.997427171713964e-58,8.94972504613964e-71,3.76,0.0,0.7962028693118488,0.9998865632678835,7.051380709363125e-23,3.593231971517603e-57,1.6847086640075105e-07,1.092062643446236e-07,3.800953778822492e-08,2.1255035771321452e-08,0.00011343668093154935,2.1090029330788991e-16,1.2718329539367253e-26,2.7063089119680694e-14,1.4885182092622033e-21,3.6533472792518183e-16,5.056024721619044e-41,1.476241635242283e-39,9.93581958719116e-20,2.2505645988051313e-41,4.522946167326073e-22,1.3304989300117757e-47,1.0053739268089506e-39,1.0966449030818833e-42,2.6846876935095667e-41,6.5871148896273284e-40,9.811025252754616e-49,1.1041655366840014e-47,1.522806914468256e-44,5.851943264547564e-20,1.2006767257280261e-16,3.568343421238466e-25,3.9284708180552515e-11,1.1844911774295031e-11,4.785166637069121e-14,1.0688747373392213e-18,6.23516505592783e-15,1.3902358223570725e-16,3.293892407870531e-16,1.4018970780388066e-17,2.26364308717756e-16
3.209851664375493e-10,0.616516110522456,5.676932788224562e-15,1.2634668809869911e-18,3.1129035418639026e-19,2.0809781913564568e-18,0.0,0.0,5.48882618444469e-11,1.7031123467701466e-17,3.7862989864857473e-22,1.151563859167019e-33,5.367493765020499e-25,2.3949317598386e-55,9.216782966462219e-42,5.169139558771132e-43,3.984963077898644e-43,1.3921076139674394e-16,6.2889658518837415e-56,1.5365289801044645e-34,6.366064182781375e-52,4.118831147210692e-62,3.528171438093289e-45,5.1224232966053524e-43,8.309096587554642e-30,2.756384683460619e-58,9.861112115938784e-59,3.0344143264285306e-65,4.7821978680564844e-89,7.843609822438275e-75,2.227375953163856e-28,6.171614779910403e-72,1.651999125254559e-57,1.6957323475277173e-70,3.76,0.0,0.7962028571180391,0.9998814046266659,9.264797385647043e-23,5.881662607832957e-57,1.8066097285091957e-07,1.1719303845736758e-07,4.0760935007328456e-08,2.2706967377202703e-08,0.00011859531844563699,2.4264271211178063e-16,1.5689283044866723e-26,3.035873994635133e-14,1.6904661087211924e-21,4.2209259259206046e-16,7.238548075168468e-41,2.0938161641978024e-39,1.1524968538815778e-19,3.255260443863844e-41,5.216255344732078e-22,2.0233800427660463e-47,1.4259220716588795e-39,1.5697475793123447e-42,3.8703384057137905e-41,9.351998944472948e-40,1.4858138280770696e-48,1.6743934978264315e-47,2.335004891153255e-44,6.927395558001943e-20,1.3921076215033002e-16,4.415946716815411e-25,4.212632054333159e-11,1.2698562566952003e-11,5.501835905551429e-14,1.3179348880032926e-18,7.169462754412735e-15,1.5992862343551184e-16,3.7888789288559503e-16,1.608118795882945e-17,2.596533935544863e-16
3.4264365579034715e-10,0.6165161118750698,6.451521888986644e-15,1.4026068677625878e-18,3.769837118414696e-19,2.5217243291031154e-18,0.0,0.0,5.859179398718867e-11,1.9406992261154494e-17,4.623538325121262e-22,1.500360974808791e-33,6.574199440245558e-25,3.553949505815269e-55,1.2826412216330918e-41,7.1594305687679484e-43,5.552942113281097e-43,1.5987559416256745e-16,1.0554823921634227e-55,1.996608761414705e-34,1.0030564133533413e-51,6.922276133996387e-62,4.9623437623076e-45,7.144605600270222e-43,1.0175864225086041e-29,4.3465780783233e-58,1.4793297784201466e-58,5.143134113139242e-65,9.580831143531842e-89,1.3378950289695698e-74,2.727846609271979e-28,1.1213207306445922e-71,2.6428319342750347e-57,3.084325773636633e-70,3.76,0.0,0.7962028449242295,0.9998765414408209,1.1961963417400862e-22,9.327969626514982e-57,1.928510791166366e-07,1.251908095371252e-07,4.351247831233924e-08,2.4147755629269915e-08,0.00012345850058686803,2.7662587633401726e-16,1.909106505522823e-26,3.375540338137613e-14,1.9024053049156773e-21,4.831452047935441e-16,1.012852730381887e-40,2.9027514083102737e-39,1.3241559594709867e-19,4.600516846362639e-41,5.958136092615177e-22,2.9940165805816735e-47,1.9767627223315444e-39,2.1959531646355025e-42,5.452157643173048e-41,1.2977870714787337e-39,2.1895848523390334e-48,2.470676716641431e-47,3.4835058063699553e-44,8.095183614090603e-20,1.5987559508561034e-16,5.388601049649577e-25,4.496781361946019e-11,1.3551755451874517e-11,6.268370041609483e-14,1.6029342278731555e-18,8.168864972984574e-15,1.8230543097930133e-16,4.3186473944421605e-16,1.827922691312187e-17,2.951329793507498e-16
3.64302145143145e-10,0.6165161132276836,7.275411533469681e-15,1.5516330150463255e-18,4.513113704178715e-19,3.0205985308148547e-18,0.0,0.0,6.2295326465802e-11,2.193793778407851e-17,5.577797700704012e-22,1.923569799929834e-33,7.953908358343985e-25,5.1496500172543335e-55,1.7496764765133978e-41,9.72519845798294e-43,7.585279948724734e-43,1.8207511842348533e-16,1.7166544411612998e-55,2.5532240312493245e-34,1.5373115333860563e-51,1.1272449289385877e-61,6.840656408960063e-45,9.765496831570922e-43,1.2309916946255756e-29,6.672979187972742e-58,2.1654135364442346e-58,8.446388871461174e-65,1.8429293509035898e-88,2.209989030418138e-74,3.299990459257311e-28,1.965461824024274e-71,4.109345723341593e-57,5.4119021933404536e-70,3.76,0.0,0.79620283273042,0.9998719567884967,1.520860188229247e-22,1.4388168518117934e-56,2.050411851979052e-07,1.3319949318301572e-07,4.6264166591127965e-08,2.557748605093575e-08,0.00012804314920764366,3.1285280833090796e-16,2.295305927091369e-26,3.724266144408451e-14,2.12388881287936e-21,5.485184888984995e-16,1.3890238982946306e-40,3.944452572411616e-39,1.508683608073985e-19,6.37052960111037e-41,6.748021730941227e-22,4.3251562933633337e-47,2.6860820228979665e-39,3.0106681391149804e-42,7.526128371974608e-41,1.76525566291367e-39,3.150379912192022e-48,3.559311900898823e-47,5.073273557958369e-44,9.35323505236216e-20,1.8207511954029008e-16,6.494731808703431e-25,4.7809188228959675e-11,1.4404490932892253e-11,7.084745597966748e-14,1.926288711336701e-18,9.233353903404848e-15,2.061554958191743e-16,4.883224427773864e-16,2.0612061878769944e-17,3.3278626051492355e-16
3.859606344959429e-10,0.6165161145802974,8.148567202447073e-15,1.7110849418355634e-18,5.348041461536234e-19,3.5811851166754925e-18,0.0,0.0,6.59988602781919e-11,2.4623959966490053e-17,6.657098384174478e-22,2.431251404591001e-33,9.519041932915661e-25,7.305876832791567e-55,2.3448942735025626e-41,1.2984578802416385e-42,1.0180100356632791e-42,2.0582089936722683e-16,2.715404705994062e-55,3.219084728769895e-34,2.2991133091531532e-51,1.785052745131001e-61,9.263400569561505e-45,1.3110895949291733e-42,1.4730375916002247e-29,1.0003782310790225e-57,3.101482972972926e-58,1.3488020627007044e-64,3.4191231398106997e-88,3.548123156376559e-74,3.9489379361982737e-28,3.33711507287701e-71,6.230611190455116e-57,9.198039534828786e-70,3.76,0.0,0.7962028205366108,0.9998676347170288,1.9074605901549186e-22,2.165360111586064e-56,2.1723129109472813e-07,1.4121900564190632e-07,4.901599873938523e-08,2.699624350923139e-08,0.00013236521697218738,3.5132650726248066e-16,2.730468728829927e-26,4.081091228899783e-14,2.354486086115807e-21,6.182362043562753e-16,1.871315384464677e-40,5.265915671995403e-39,1.7061928188495126e-19,8.663689050670678e-41,7.585285845258795e-22,6.116808450438268e-47,3.585870841138291e-39,4.054670684202902e-42,1.0203922473521158e-40,2.3589656816250244e-39,4.43784112257096e-48,5.020096964054589e-47,7.232823109096223e-44,1.0699138897750596e-19,2.0582090070384553e-16,7.742662187337448e-25,5.065044514505264e-11,1.5256769499421924e-11,7.950939154223326e-14,2.2904131569927302e-18,1.036291177536361e-14,2.3148029658433874e-16,5.482636357213501e-16,2.3078674825908914e-17,3.7259655837254855e-16
4.0761912384874074e-10,0.6165161159329111,9.07095453368804e-15,1.8815007726817586e-18,6.279925203204573e-19,4.207065901893526e-18,0.0,0.0,6.970239636490714e-11,2.746505877897913e-17,7.869503771999865e-22,3.0341354197384192e-33,1.1282107761938483e-24,1.0171466464718322e-54,3.093343386526629e-41,1.7071187414169632e-42,1.34489324789007e-42,2.3112323525222926e-16,4.189989585332338e-55,4.007702349388106e-34,3.364154478059837e-51,2.7571581252169274e-61,1.2346187506827023e-44,1.732351916519393e-42,1.7456485853100613e-29,1.4681761069674864e-57,4.3568100716212066e-58,2.1006565406123026e-64,6.141564336806476e-88,5.553561797139257e-74,4.679853016806796e-28,5.507225310973613e-71,9.236874441231685e-57,1.5194285881413215e-69,3.76,0.0,0.7962028083428019,0.9998635601873792,2.363403599129269e-22,3.187960738138941e-56,2.2942139680710845e-07,1.4924926380343875e-07,5.176797366061616e-08,2.8404112219847464e-08,0.00013643974291795103,3.920499492706135e-16,3.217540829436867e-26,4.445130765801989e-14,2.593782775766968e-21,6.923201217914697e-16,2.481411119277236e-40,6.920083430402909e-39,1.9167862224745452e-19,1.1594019032610088e-40,8.469250196603394e-22,8.488495360923447e-47,4.712166852881888e-39,5.374558285245272e-42,1.3614406654450335e-40,3.1030263876200586e-39,6.134721096111704e-48,6.94801871986496e-47,1.0117722932848164e-43,1.2130210800514996e-19,2.311232368364735e-16,9.140603507684029e-25,5.349158509684419e-11,1.610859162728545e-11,8.866927316042005e-14,2.6977212489362002e-18,1.155752085453461e-14,2.5828129967547884e-16,6.116909218633872e-16,2.567805541034113e-17,4.1454732034950067e-16
4.292776132015386e-10,0.6165161172855251,1.0042539320345071e-14,2.0634172261633045e-18,7.314066410455655e-19,4.901820208066967e-18,0.0,0.0,7.340593561242376e-11,3.04612342303779e-17,9.223115857689325e-22,3.743623386367166e-33,1.3255689828123234e-24,1.3923479554419994e-54,4.0232014110971425e-41,2.2135110587835304e-42,1.7517649493846883e-42,2.579912645244765e-16,6.3230111116488004e-55,4.933392385245765e-34,4.827088455495842e-51,4.164494976030078e-61,1.6221312179381747e-44,2.2564131873193106e-42,2.0507599759042672e-29,2.1139345377789577e-57,6.014498619959331e-58,3.1988210729992825e-64,1.0715413364040597e-87,8.496307463815895e-74,5.497929130950916e-28,8.859436789006399e-71,1.3420078374509966e-56,2.446595990528043e-69,3.76,0.0,0.7962027961489931,0.9998597190218335,2.896511742904172e-22,4.601812583444839e-56,2.4161150233504896e-07,1.5729018519509655e-07,5.452009026613084e-08,2.9801175752134016e-08,0.00014028090476011967,4.350260876557159e-16,3.7594718763917283e-26,4.815569523091777e-14,2.8413804525927133e-21,7.707901857482756e-16,3.2439562178168077e-40,8.966201212014811e-39,2.1405569160113406e-19,1.52926803896904e-40,9.399191930791944e-22,1.158164267328465e-46,6.105296660986059e-39,7.023206814765735e-42,1.7905207282552974e-40,4.024469122319806e-39,8.33839164521819e-48,9.455034262342763e-47,1.3914392363864686e-43,1.3643550294446262e-19,2.579912663859284e-16,1.0696646886828053e-24,5.6332608771846e-11,1.695995777948025e-11,9.832686714381637e-14,3.1506255380058873e-18,1.2817163440760868e-14,2.865599593583601e-16,6.786068757692359e-16,2.840920092415696e-17,4.586221191494996e-16
4.5093610255433646e-10,0.6165161186381388,1.1063287509378064e-14,2.2573696968232632e-18,8.455763250859921e-19,5.669024874424376e-18,0.0,0.0,7.710947885623959e-11,3.3612486365563563e-17,1.0726071994547608e-21,4.57179182469009e-33,1.5452439535989992e-24,1.877063894168812e-54,5.165964870242943e-41,2.8343894756693597e-42,2.2527415729766795e-42,2.864330647956846e-16,9.352155155291086e-55,6.011276737806641e-34,6.804897876869217e-51,6.16456500786007e-61,2.1039162855423729e-44,2.901268479578294e-42,2.3903164953589976e-29,2.99157302011639e-57,8.173282201560463e-58,4.7730085094201764e-64,1.8209988458877966e-87,1.2733058101846076e-73,6.40838542099505e-28,1.3927228965927321e-70,1.9145790286675518e-56,3.849600004109751e-69,3.76,0.0,0.7962027839551846,0.9998560978547031,3.5150237645492075e-22,6.525449753800515e-56,2.5380160767855255e-07,1.6534168797731186e-07,5.7272347475030946e-08,3.118751703405986e-08,0.00014390206818686287,4.802578530519769e-16,4.3592152159209554e-26,5.191656539561965e-14,3.0968962983007783e-21,8.536646652497621e-16,4.186788217657754e-40,1.1470173110987667e-38,2.377589253809272e-19,1.9909539071890086e-40,1.0374350152892947e-21,1.5562108211194566e-46,7.810118034414119e-39,9.06024097652802e-42,2.3244333837382724e-40,5.153421151164424e-39,1.1162427606209606e-47,1.2671945173282412e-46,1.8844202816270093e-43,1.5236091073899685e-19,2.864330669657064e-16,1.2418756099721468e-24,5.917351681835524e-11,1.78108684069052e-11,1.0848194004774199e-13,3.651537442992754e-18,1.4141821866359822e-14,3.1631771785668114e-16,7.490140432086898e-16,3.12711162460236e-17,5.048046519272094e-16
4.725945919071343e-10,0.6165161199907526,1.213316520001273e-14,2.4638923311262756e-18,9.710310595605718e-19,6.512254268950963e-18,0.0,0.0,8.081302688379361e-11,3.691881526338555e-17,1.2386541923302149e-21,5.5313950501911283e-33,1.788506750895369e-24,2.495697511377131e-54,6.556639058105604e-41,3.5883535018811806e-42,2.8635641761824144e-42,3.164557443798483e-16,1.3582778059155477e-54,7.257286102483983e-34,9.440642717482372e-51,8.959809808401477e-61,2.6969676190486545e-44,3.6869453632435354e-42,2.7662710297182567e-29,4.1676166129025447e-57,1.0949439951370078e-57,6.991517042268083e-64,3.021489325588256e-87,1.872856115013641e-73,7.4164633188881975e-28,2.1440424830030047e-70,2.686662977611373e-56,5.931516553996469e-69,3.76,0.0,0.7962027717613761,0.9998526840858224,4.227594363441681e-22,9.104874926397424e-56,2.6599171283762207e-07,1.7340369093861002e-07,6.002474421419303e-08,3.256321835713409e-08,0.0001473158333637685,5.277481536012772e-16,5.019727863191194e-26,5.572700202810263e-14,3.3599627717146695e-21,9.409602932034158e-16,5.341175240000361e-40,1.450491826278395e-38,2.627959579851517e-19,2.5614798842611803e-40,1.1393931924407035e-21,2.062284919328165e-46,9.876262317130149e-39,1.1552515977673993e-41,2.9821860638878312e-40,6.5232805433017e-39,1.473826506559231e-47,1.6750363851976653e-46,2.516789185533487e-43,1.6904645118428344e-19,3.1645574689159117e-16,1.4314761514561048e-24,6.201430984769867e-11,1.8661323949045437e-11,1.1913425866642492e-13,4.202867251812572e-18,1.5531478494538634e-14,3.4755600544422266e-16,8.229149413794985e-16,3.426281379118452e-17,5.530787394575328e-16
4.942530812599321e-10,0.6165161213433662,1.3252138642231838e-14,2.683518097830975e-18,1.1083000036432338e-18,7.435080299407085e-18,0.0,0.0,8.45165804372194e-11,4.0380221034710515e-17,1.4212725046084164e-21,6.635867754747856e-33,2.0566336092505165e-24,3.276567972375556e-54,8.233927492845509e-41,4.4959461884459765e-42,3.601694694901205e-42,3.4806552688735447e-16,1.9402544001542593e-54,8.68816232377566e-34,1.2907608679662808e-50,1.28073487259112e-60,3.4203837200364045e-44,4.635618139241478e-42,3.180583451598135e-29,5.723358504176765e-57,1.4478830109176886e-57,1.0070020480811503e-63,4.905084972419444e-87,2.7080783852046944e-73,8.527423418457844e-28,3.2382785957710345e-70,3.7137291435107003e-56,8.966344239318839e-69,3.76,0.0,0.7962027595675679,0.9998494658366872,5.0432939372237105e-22,1.2518163426104501e-55,2.781818178122604e-07,1.8147611349078957e-07,6.27772794182486e-08,3.392836138129106e-08,0.0001505340787952614,5.774998751258114e-16,5.743970472723663e-26,5.958063699925566e-14,3.630227253866046e-21,1.032692395389665e-15,6.742061064416918e-40,1.8150727329415345e-38,2.891736905411489e-19,3.260069858377319e-40,1.2457117724326372e-21,2.698672792487685e-46,1.2358376977130927e-38,1.4574610255094037e-41,3.785166646888289e-40,8.170892067541029e-39,1.9216933503848775e-47,2.186477151014606e-46,3.319029938618303e-43,1.8645941247041734e-19,3.4806552977576586e-16,1.63923550114499e-24,6.485498843634943e-11,1.9511324834618324e-11,1.3028359002656161e-13,4.807024122647331e-18,1.698611571791287e-14,3.802762405363182e-16,9.003120591296216e-16,3.738331346120661e-17,6.03428325301646e-16
5.1591157061273e-10,0.6165161226959801,1.44201742352984e-14,2.9167788531131604e-18,1.2579119902201994e-18,8.441072424240388e-18,0.0,0.0,8.822014021594045e-11,4.3996703820579726e-17,1.6212847931098347e-21,7.899327369359656e-33,2.3509052517826553e-24,4.252316790855541e-54,1.024042086373532e-40,5.579752566296821e-42,4.486412892188208e-42,3.812678292998077e-16,2.7298326287822043e-54,1.032146072058492e-33,1.7413876683970935e-50,1.8030224452069408e-60,4.295522359674999e-44,5.771722262594582e-42,3.635219555818352e-29,7.757271715663908e-57,1.891904133106764e-57,1.4281801949985927e-63,7.805055181389061e-87,3.855034588256677e-73,9.746542623810676e-28,4.806261382674547e-70,5.063125694283316e-56,1.3318809388865366e-68,3.76,0.0,0.79620274737376,0.9998464319091133,5.971608324697368e-22,1.698057123648899e-55,2.9037192260247003e-07,1.8955887566413922e-07,6.552995202956133e-08,3.5283027139738266e-08,0.00015356800266582736,6.295158812994006e-16,6.534907309033926e-26,6.347160817132391e-14,3.907351675554802e-21,1.1288750096582134e-15,8.428317102977118e-40,2.2495619086991866e-38,3.168983535296929e-19,4.108327419001196e-40,1.35630664091765e-21,3.4909456094028692e-46,1.5316368250685892e-38,1.8209329077754413e-41,4.757323169055272e-40,1.0136724074227433e-38,2.477086144329661e-47,2.82146674457578e-46,4.326543531604106e-43,2.0456658592717965e-19,3.812678326016381e-16,1.8659085807584396e-24,6.769555312792195e-11,2.036087148218224e-11,1.4192970138124333e-13,5.466416085057549e-18,1.850571595712299e-14,4.1447982978063436e-16,9.812078571778117e-16,4.0631642593526246e-17,6.558374749705474e-16
5.375700599655279e-10,0.6165161240485937,1.5637238526309835e-14,3.164205400800201e-18,1.4203955275133127e-18,9.533797663390963e-18,0.0,0.0,9.192370687911593e-11,4.776826379047249e-17,1.8395162030996857e-21,9.336576227085555e-33,2.6726062676404328e-24,5.460334999945837e-54,1.2622785393675488e-40,6.864497809562796e-42,5.538913967544748e-42,4.1606733397965995e-16,3.7875596561399813e-54,1.2175552382638975e-33,2.320733433201747e-50,2.503030540260466e-60,5.346159402728388e-44,7.12206889161246e-42,4.132150090434945e-29,1.0387685812897117e-56,2.4451661577078705e-57,1.996958296520667e-63,1.21928167744714e-86,5.4094686911517784e-73,1.1079111553161495e-27,7.019849466340202e-70,6.815929083832001e-56,1.946844185363279e-68,3.76,0.0,0.7962027351799522,0.9998435717462757,7.022438550039092e-22,2.2750175349782347e-55,3.025620272082541e-07,1.9765189810269147e-07,6.828276099820169e-08,3.6627296043766546e-08,0.0001564281617996444,6.837990138174725e-16,7.395506217500224e-26,6.739452062499949e-14,4.191012130950207e-21,1.229520996005134e-15,1.0443001268498887e-39,2.763569709350295e-38,3.459755646212198e-19,5.1304185043184434e-40,1.471091970969013e-21,4.4682677688799795e-46,1.8815643870484914e-38,2.2548218871359605e-41,5.9253492487839825e-40,1.246504635362391e-38,3.1595755145493624e-47,3.6026809151570715e-46,5.5801887937434215e-43,2.2333455515111483e-19,4.1606733773346867e-16,2.1122357107250068e-24,7.053600443505221e-11,2.1209964300710295e-11,1.5407236020422877e-13,6.183450041066073e-18,2.00902616595425e-14,4.501681681472509e-16,1.0656047683325012e-15,4.4006835910848373e-17,7.102903750869579e-16
