Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73)
4.158183908400966e-11,0.6165160930731856,1.2038784439782787e-16,1.1127788210102868e-19,9.836010395705504e-22,6.2676298485851615e-21,0.0,0.0,7.110650479844874e-12,2.8581877287293576e-19,7.717436785490127e-25,3.0734639454816474e-37,1.0338300578245061e-27,1.4040578428593206e-60,3.914808335958038e-46,3.0534712428815363e-47,1.7188724612042543e-47,2.014473970443623e-18,7.750755430376977e-63,4.2864041470682054e-38,5.0796637065629655e-58,4.4441131042457957e-69,1.2887342174470182e-49,1.68400574564691e-47,1.6029616703690957e-32,3.48142719572017e-64,3.670559983684369e-64,3.665920253812901e-72,4.3907886491656476e-98,6.829653779256117e-82,4.295830175462475e-31,7.330918618194517e-80,8.201218915372212e-64,1.9761092975054177e-78,3.76,0.0,0.7962030144231635,0.9999782129581188,4.1495439125647874e-26,4.5313832536245837e-63,2.3403624281221293e-08,1.5035427654395545e-08,5.278410528703905e-09,3.0897853538124412e-09,2.1787034770506376e-05,4.045867625718575e-18,3.394882130210356e-29,7.171444240662346e-16,3.332082945293007e-23,6.5405588919659486e-18,2.319752033871138e-45,7.626221067362117e-44,1.6588453974557408e-21,8.886310448213521e-46,7.977153535898544e-24,9.605410873992585e-53,5.195927902572942e-44,5.016297528922061e-47,1.1125280217675146e-45,3.3629291681956523e-44,7.494770688648741e-54,8.282345915952422e-53,9.909819996833908e-50,3.406614669026467e-22,2.014473971894322e-18,8.832859415999795e-28,5.458841045900864e-12,1.6507685141390406e-12,9.25192902421066e-16,2.869566556750895e-21,1.2046221620452943e-16,2.6709248967334255e-18,6.334570458236971e-18,2.787080497423845e-19,4.50225832814758e-18
4.80823241239981e-11,0.6165160934791534,1.558049986581098e-16,1.292902791191789e-19,1.4473678445445063e-21,9.273917198589916e-21,0.0,0.0,8.222250108883375e-12,3.8216768031594784e-19,1.1954498431205858e-24,5.502334320613305e-37,1.604328727229065e-27,3.230240581274368e-60,7.821972296580832e-46,5.8893768857019165e-47,3.4200625965715906e-47,2.7065200732764595e-18,2.368817689335314e-62,7.663996373485479e-38,1.3633044458157648e-57,1.398229468638201e-68,2.5852073615638194e-49,3.4942617306609854e-47,2.487432061645733e-32,8.822407204287674e-64,8.870990377794187e-64,1.1066710773533004e-71,1.9526760283441335e-97,2.1318145293420686e-81,6.666193409708076e-31,2.666513205099985e-79,2.3020616881696583e-63,7.192686468114442e-78,3.76,0.0,0.7962030107633657,0.9999750244929464,6.991546994688804e-26,1.2076653271948132e-62,2.7062310628845566e-08,1.738997807046798e-08,6.1036378549133444e-09,3.5686937163620986e-09,2.4975498831416634e-05,5.410556776446206e-18,5.249504943932028e-29,9.507581954295308e-16,4.4389010883555784e-23,8.766782332334547e-18,4.8141936618433925e-45,1.57754929277098e-43,2.228971801652959e-21,1.8528264187358455e-45,1.0708871977765333e-23,2.302564874147886e-52,1.074808856034462e-43,1.0412691120715397e-46,2.316150892526967e-45,6.958639079203756e-44,1.793564206426883e-53,1.983143425847365e-52,2.382520664201723e-49,4.981956414915831e-22,2.706520075527727e-18,1.3699308742122367e-27,6.31217565636221e-12,1.908677550646984e-12,1.2370153091894507e-15,4.4365566855895615e-21,1.6106528960876368e-16,3.571704236956626e-18,8.470713499860098e-18,3.7237888520431264e-19,6.015353983643605e-18
6.108329420397497e-11,0.6165160942910888,2.4009282727387495e-16,1.6596166919598436e-19,2.7625257034826096e-21,1.7850546918306886e-20,0.0,0.0,1.0445443721492915e-11,6.167758283603449e-19,2.46003119117232e-24,1.4373705335340922e-36,3.31310370881543e-27,1.2965270114098034e-59,2.4753924536311634e-45,1.763057575594817e-46,1.0758352258788114e-46,4.4090741434031084e-18,1.53065511393539e-61,1.996961620280266e-37,7.058068421527238e-57,9.402921520804642e-68,8.247113805775823e-49,1.1669099143244046e-46,5.136421561700425e-32,4.166195002094128e-63,3.8274181266281283e-63,7.019590436352464e-71,2.2911634450126527e-96,1.4267917855110192e-80,1.3765524793403745e-30,2.3014221152701774e-78,1.2754437239660075e-62,6.216122167241591e-77,3.76,0.0,0.7962030034437699,0.9999688144158851,1.669674740905519e-25,6.200547844250133e-62,3.4379683274236686e-08,2.2102351207468056e-08,7.75413591949254e-09,4.523194579930204e-09,3.11855736693862e-05,8.7347250757062e-18,1.0765296102925613e-28,1.5086221862778883e-15,7.111079461164296e-23,1.4216487816342003e-17,1.6084301258448081e-44,5.235823980837542e-43,3.631950980305387e-21,6.249028752733654e-45,1.7415284911036296e-23,9.791915370423647e-52,3.5671577824091358e-43,3.4803976362015246e-46,7.787880856084468e-45,2.3109968416531797e-43,7.600950765131156e-53,8.413923968114135e-52,1.0193157649501443e-48,9.367143757315729e-22,4.409074148052327e-18,2.825655386369541e-27,8.018808429782923e-12,2.424369732039635e-12,1.9962163930591436e-15,9.095486482800963e-21,2.5992686280042563e-16,5.765671240276672e-18,1.3673270417932396e-17,6.000720788636721e-19,9.693264154508176e-18
7.19125388803739e-11,0.6165160949673958,3.239898541381186e-16,1.9723917592911599e-19,4.321315879751177e-21,2.8069142996298055e-20,0.0,0.0,1.229726220070486e-11,8.548525159566699e-19,4.026162839706801e-24,2.767854290924047e-36,5.4378106509404926e-27,3.341609741887893e-59,5.455714362019782e-45,3.753104613920816e-46,2.3631108257393454e-46,6.157256337215321e-18,5.301038795864542e-61,3.837514165783608e-37,2.1325006678722394e-56,3.310962555752642e-67,1.8292346178433074e-48,2.6513451627249944e-46,8.429908928225606e-32,1.192899749309784e-62,1.0283260219059163e-62,2.4094325246354165e-70,1.1113435050706689e-95,5.048880324986426e-80,2.2592251435561517e-30,9.440786379495511e-78,4.004549423864047e-62,2.5521607287668693e-76,3.76,0.0,0.796202997346864,0.9999638069148645,3.0454777002678356e-25,1.8674067558522926e-61,4.047473753696528e-08,2.6030872575081603e-08,9.128973314237107e-09,5.314889504368976e-09,3.619307283819152e-05,1.210944774229911e-17,1.7569234337281466e-28,2.0618091686639552e-15,9.795279860292966e-23,1.9780736989152818e-17,3.6561397577204793e-44,1.1839113913326322e-42,5.072984773837964e-21,1.4310174063082362e-44,2.4283194642201107e-23,2.602789984312542e-51,8.065806072792245e-43,7.91385460507363e-46,1.7791597680411577e-44,5.228193252697263e-43,2.0151134596829996e-52,2.2325615762510707e-51,2.721896665828632e-48,1.4444394366901741e-21,6.157256344846266e-18,4.6328620934288605e-27,9.440322697465789e-12,2.853790933608117e-12,2.7665431364601516e-15,1.4840432234145343e-20,3.602424469845392e-16,7.992775807224505e-18,1.8954042881052316e-17,8.306575159126101e-19,1.3417781069811512e-17
8.274178355677283e-11,0.6165160956437027,4.203233790114728e-16,2.2925811104820496e-19,6.372610541220129e-21,4.1564749353050826e-20,0.0,0.0,1.4149076011419828e-11,1.131699761623732e-18,6.15081235617845e-24,4.862406358965438e-36,8.330485942604543e-27,7.541555487647182e-59,1.0790919097377177e-44,7.220297765350514e-46,4.662647998084663e-46,8.211241370849258e-18,1.5379870806112815e-60,6.728015056218446e-37,5.501944340938861e-56,9.658924147252253e-67,3.640473345955686e-48,5.364419644247725e-46,1.291345141123914e-31,2.9498854478710917e-62,2.3989840486767497e-62,6.937327589042413e-70,4.222903191386738e-95,1.4893977071520954e-79,3.460855562011817e-30,3.160700708767067e-77,1.0655576984652993e-61,8.551568787758698e-76,3.76,0.0,0.7962029912499577,0.9999589449279249,5.127856429762007e-25,4.803757923955149e-61,4.656979175357212e-08,2.996239787827031e-08,1.050385056705212e-08,6.10354050859939e-09,4.105505792601658e-05,1.6035236278727808e-17,2.67666369789532e-28,2.6916980775927427e-15,1.2887519720383078e-22,2.628627315551642e-17,7.400853823289383e-44,2.3842997496501763e-42,6.766589103367216e-21,2.9172949685797187e-44,3.2331656794349536e-23,6.004822448399354e-51,1.624355315521144e-42,1.6024071399354147e-45,3.6187501231984506e-44,1.0534303198415104e-42,4.6374656929545065e-52,5.1420678092102005e-51,6.307070879069555e-48,2.0975551148763314e-21,8.211241382539776e-18,7.08949769435851e-27,1.0861803675503604e-11,3.2830958685053765e-12,3.662211802144673e-15,2.2603798655738565e-20,4.768862436839114e-16,1.0583306419129997e-17,2.5096161585140044e-17,1.0982900811406974e-18,1.7740580909053904e-17
9.357102823317176e-11,0.6165160963200097,5.290888168574404e-16,2.62089750111492e-19,8.983319005077369e-21,5.878952940357726e-20,0.0,0.0,1.6000885418638722e-11,1.4473174572644195e-18,8.921517523041655e-24,7.971380735347181e-36,1.2115717282159226e-26,1.5444771031637349e-58,1.967959864279296e-44,1.2870461858701807e-45,8.488201712496679e-46,1.0576258239121465e-17,3.9455411391500026e-60,1.1008142446591384e-36,1.268729729102582e-55,2.4828548559844e-66,6.679999846006287e-48,9.95716903671404e-46,1.8779945853726402e-31,6.567170399789603e-62,5.052404723400303e-62,1.770531601733978e-69,1.3975713172776892e-94,3.8818773447666456e-79,5.0331512907229274e-30,9.244156599454166e-77,2.523279978258922e-61,2.503191082979094e-75,3.76,0.0,0.7962029851530519,0.9999542242266802,8.12335332194838e-25,1.1058172835557059e-60,5.266484592405761e-08,3.3896915567424643e-08,1.1878767527634214e-08,6.8891592958896676e-09,4.577575731885157e-05,2.051250427275097e-17,3.8718938881042877e-28,3.394925360887751e-15,1.6379845386931525e-22,3.374189910820411e-17,1.3744101816000519e-43,4.405485575657432e-42,8.717230896283421e-21,5.455476223335937e-44,4.15737012251176e-23,1.2502026678341844e-50,3.001274226940452e-42,2.976620784667774e-45,6.75210121477815e-44,1.9473801291223332e-42,9.631520286535604e-52,1.0688089443368343e-50,1.3188291398571511e-47,2.9094995673750534e-21,1.0576258256124316e-17,1.0298953204409557e-26,1.2283251568415617e-11,3.712284631035665e-12,4.6831925854514925e-15,3.268926224085583e-20,6.09855945941313e-16,1.353746845702248e-17,3.210000483268604e-17,1.4028297676768642e-18,2.2659369381231543e-17
9.999999999999999e-11,0.6165160969963167,5.995384343284647e-16,2.819943538808317e-19,1.082520154033845e-20,7.09642909392588e-20,0.0,0.0,1.7100242699507697e-11,1.6530299495834342e-18,1.0908108406112847e-23,1.0412788315955034e-35,1.4836819276797895e-26,2.279284781005101e-58,2.7261138142077526e-44,1.7619884311495233e-45,1.1748581885676492e-45,1.2129479960100414e-17,6.597725191747426e-60,1.4363021704734267e-36,1.9983072599775522e-55,4.156755060257759e-66,9.287216996139484e-48,1.3914074056331607e-45,2.299694304158502e-31,1.0156499336804351e-61,7.566963787000147e-62,2.955279443212503e-69,2.7190746151733213e-94,6.5538217599074e-79,6.163372739720186e-30,1.665749886244214e-76,4.031905321721279e-61,4.512949328530582e-75,3.76,0.0,0.7962029815335164,0.999951486850772,1.0427760548383243e-24,1.741221061328103e-60,5.6283282122887724e-08,3.623412212065099e-08,1.2695029911339885e-08,7.354126087214925e-09,4.851313212778044e-05,2.343156160529225e-17,4.726576676384155e-28,3.845774472847976e-15,1.8639166801697806e-22,3.8620976122163755e-17,1.92123128407758e-43,6.139670660031627e-42,9.998614704959161e-21,7.657327459864123e-44,4.7629830434029747e-23,1.859646625548039e-50,4.182655153926924e-42,4.161516993466646e-45,9.464770294820563e-44,2.7147436096357235e-42,1.4305635262050488e-51,1.588255430173132e-50,1.9668386972564457e-47,3.4716695405169325e-21,1.2129479980922245e-17,1.2603102031229828e-26,1.3127103567118013e-11,3.967025178458719e-12,5.3485830739571504e-15,3.989932526865504e-20,6.965178507573072e-16,1.5463359902242364e-17,3.66657562666926e-17,1.601027120483069e-18,2.5860494608975235e-17
1.044002729095707e-10,0.6165160969963167,6.502815940064482e-16,2.9580514981412793e-19,1.2220327770567236e-20,8.019548005643037e-20,0.0,0.0,1.7852690679672244e-11,1.8017055002323983e-18,1.2426611157595339e-23,1.238171729217586e-35,1.692013642876569e-26,2.9337410398365346e-58,3.3683479805807484e-44,2.1610189529143503e-45,1.4509383797834122e-45,1.3257302617023901e-17,9.192023175897947e-60,1.7065514989428156e-36,2.681048730786616e-55,5.796127914119066e-66,1.150352205038365e-47,1.7284441497192696e-45,2.6225409666786118e-31,1.3474384542706771e-61,9.830429378834871e-62,4.1138718769004736e-69,4.1528542021570544e-94,9.187129767452476e-79,7.02865836217597e-30,2.4295598749993516e-76,5.4584606305694076e-61,6.584399872491992e-75,3.76,0.0,0.796202979056146,0.9999496407052476,1.226477671250684e-24,2.336225133212624e-60,5.875990004842216e-08,3.7834414137319796e-08,1.3253724046142082e-08,7.6717575245298e-09,5.0359276899689345e-05,2.5541663722634733e-17,5.3787835674031225e-28,4.168259310123521e-15,2.0264388495908188e-22,4.215606124274377e-17,2.3871742528380896e-43,7.613048456716742e-42,1.0929190283854766e-20,9.540785351964606e-44,5.2020911194248585e-23,2.404949108965771e-50,5.186355139104633e-42,5.171286749694795e-45,1.1782301384200998e-43,3.366887760399666e-42,1.8482255967235545e-51,2.0526153529954825e-50,2.5480226071596493e-47,3.892388916107922e-21,1.3257302640769639e-17,1.4365678902104103e-26,1.3704666574807639e-11,4.141357313690405e-12,5.829455707565066e-15,4.5400427281911266e-20,7.591492514744912e-16,1.685546645777602e-17,3.996594890414511e-17,1.7441370845787865e-18,2.817186067929498e-17
1.1522951758596963e-10,0.6165160976726238,7.8389714808926815e-16,3.304751545359616e-19,1.6150500613812985e-20,1.0623443217193911e-19,0.0,0.0,1.97044920443392e-11,2.194863793191305e-18,1.6755192687396677e-23,1.8417209273547376e-35,2.2872338048973568e-26,5.2438831223249056e-58,5.477291851321932e-44,3.457054294944242e-45,2.3571536752010696e-45,1.6259144947094123e-17,1.9782150917327173e-59,2.5335754055977543e-36,5.27627596354448e-55,1.2507544443796688e-65,1.8820117220900094e-47,2.8430909325140056e-45,3.5448854212168744e-31,2.5869112637403533e-61,1.794103801629092e-61,8.846024668660031e-69,1.1230143160540424e-93,2.0075661923039483e-78,9.500727384605774e-30,5.839625166528088e-76,1.096922670323209e-60,1.5839103222869158e-74,3.76,0.0,0.7962029729592401,0.9999451903770874,1.7811183479587306e-24,4.6016011544379516e-60,6.485495412666617e-08,4.1774882126947327e-08,1.4628719973198645e-08,8.4513468080023e-09,5.4809603208131865e-05,3.112312504318593e-17,7.233528276690297e-28,5.008595546849875e-15,2.4533368369249124e-22,5.1536861672608243e-17,3.92914051820148e-43,1.2467191956919881e-41,1.3406566961146106e-20,1.5810535626259886e-43,6.368348431872005e-23,4.340848783065468e-50,8.493058601400049e-42,8.513549187226509e-45,1.9482472238067698e-43,5.516362632729665e-42,3.327816706332151e-51,3.698779845976084e-50,4.619233651045119e-47,5.0570877102203325e-21,1.625914497919386e-17,1.939507835149445e-26,1.512604888752455e-11,4.5703140071947205e-12,7.1009714150496545e-15,6.104082597288037e-20,9.247638625535924e-16,2.053750411730172e-17,4.8694368065666965e-17,2.1220730556187842e-18,3.427577745919957e-17
1.2605876226236856e-10,0.6165160983489307,9.299309279733202e-16,3.661704031238923e-19,2.08406786694812e-20,1.3735805091549383e-19,0.0,0.0,2.1556289755173158e-11,2.6267922439680245e-18,2.1997098428918632e-23,2.643881170619055e-35,3.010279474571794e-26,8.91265344985738e-58,8.537668079917168e-44,5.313299381150768e-45,3.671754118782175e-45,1.95863388425955e-17,3.983940140892312e-59,3.630258241029142e-36,9.786417695150753e-55,2.5266358000116315e-65,2.951359694665766e-47,4.473953648072271e-45,4.665215218484498e-31,4.699295648530553e-61,3.105513678070597e-61,1.7822647048576483e-68,2.7966952340746046e-93,4.102311133631033e-78,1.2503478036465313e-29,1.3016997041060857e-75,2.0733973673970408e-60,3.533520246901311e-74,3.76,0.0,0.7962029668623343,0.9999408693717114,2.5047877672464406e-24,8.548245881114162e-60,7.095000815879002e-08,4.5718308119363636e-08,1.6003755159893596e-08,9.227938715135786e-09,5.913060673234728e-05,3.725729707117864e-17,9.47234944183865e-28,5.912952307163059e-15,2.91790945370996e-22,6.189207081678984e-17,6.1873615204929965e-43,1.9533369723087153e-41,1.6153286795045463e-20,2.50647670432227e-43,7.657029616087595e-23,7.433799238641918e-50,1.3306521259549856e-41,1.3409368092891084e-44,3.08195248597953e-43,8.647210747905586e-42,5.685059828254993e-51,6.323810188964514e-50,7.945252345072568e-47,6.413282516881925e-21,1.958633888484356e-17,2.5493396763905548e-26,1.6547398693809142e-11,4.999154800555925e-12,8.497709979370963e-15,7.991391845122111e-20,1.106697485874129e-15,2.4583784293417925e-17,5.828563457606978e-17,2.5364992183133914e-18,4.0968850822900587e-17
1.4771725161516642e-10,0.6165160997015448,1.2592350163818483e-15,4.4091820241410555e-19,3.2768302266659744e-20,2.166651227564447e-19,0.0,0.0,2.5259875150363232e-11,3.606959275166371e-18,3.558372536480805e-23,5.007188335382859e-35,4.892921976972081e-26,2.2822014577698538e-57,1.8746354467368525e-43,1.140136393549078e-44,8.056529380228565e-45,2.7233964617137637e-17,1.3820072263828713e-58,6.850201116441972e-36,2.9240018730708864e-54,8.825825549154388e-65,6.558535073349076e-47,9.969469279579971e-45,7.581927297083607e-31,1.3590825999925342e-60,8.201785347996109e-61,6.207409063233243e-68,1.4533525752101843e-92,1.4636069369125638e-77,2.0321125300573785e-29,5.443722428844693e-75,6.406767117156451e-60,1.4801838986672162e-73,3.76,0.0,0.7962029546685229,0.9999326004066988,4.586455315923216e-24,2.565970235117858e-59,8.314011608467889e-08,5.36139886641006e-08,1.8753942718906702e-08,1.0772176453456908e-08,6.739956804117673e-05,5.118540074267686e-17,1.5247235636618834e-27,7.902383773437125e-15,3.95704897661404e-22,8.55552178620043e-17,1.380975734500133e-42,4.315915353427062e-41,2.246963194776416e-20,5.6681789247850384e-43,1.0604592734832432e-22,1.923279878863951e-49,2.939979401474286e-41,2.9939297204515176e-44,6.940237818165806e-43,1.9125059296881367e-41,1.463692735868144e-50,1.6307217574596905e-49,2.073822224472733e-46,9.733473071239503e-21,2.7233964685810702e-17,4.1325285994102695e-26,1.9390001509051525e-11,5.856489034597214e-12,1.1666736885856402e-14,1.2857166527129422e-19,1.519512617344678e-15,3.3769879455415163e-17,8.005818868875773e-17,3.4742708306244134e-18,5.611343382067634e-17
1.6937574096796428e-10,0.6165161010541588,1.6381576723071488e-15,5.206098107417579e-19,4.8537478085590645e-20,3.217267177738833e-19,0.0,0.0,2.896344866789358e-11,4.7422059539652225e-18,5.391877341358273e-23,8.692340909129996e-35,7.447747733766713e-26,5.153961243656348e-57,3.705933375541945e-43,2.2138036281102496e-44,1.5925071869908745e-44,3.623259760605301e-17,4.050474484613915e-58,1.1849926532702477e-35,7.532701172840819e-54,2.6023354909402584e-64,1.3119496240288189e-46,1.9923152929063994e-44,1.1539387142121014e-30,3.4205633677500083e-60,1.9000232513697658e-60,1.8307340189958796e-67,5.98873361233361e-92,4.399674863573634e-77,3.0928571163859795e-29,1.8710022199641103e-74,1.6989016593003928e-59,5.0952283216048176e-73,3.76,0.0,0.7962029424747118,0.9999248050384972,7.752195564240089e-24,6.647336001228403e-59,9.53302238260919e-08,6.152136531091027e-08,2.1504285541326653e-08,1.2304562403502769e-08,7.519493253940073e-05,6.732921409885554e-17,2.2993727315166016e-27,1.0114969989912916e-14,5.137894349768949e-22,1.132015195673989e-16,2.7648523251454915e-42,8.554856661472961e-41,2.990641215884406e-20,1.1493446700362698e-42,1.404948174987639e-22,4.3694104087652765e-49,5.827314905374278e-41,5.995785168359462e-44,1.4015473607974093e-42,3.794667209345544e-41,3.309412929364057e-50,3.692774575127898e-49,4.752893568911064e-46,1.39096816849257e-20,3.623259771058788e-17,6.272390285008289e-26,2.223247641265272e-11,6.713360695413813e-12,1.5336299078032437e-14,1.9379990949639066e-19,1.9975763830124707e-15,4.441535816520032e-17,1.0528654945944078e-16,4.556354452681134e-18,7.358762664724438e-17
1.9103423032076214e-10,0.6165161024067726,2.0666628842731694e-15,6.0580362841061725e-19,6.868212886998588e-20,4.561502325104153e-19,0.0,0.0,3.2667012007030366e-11,6.032531713756953e-18,7.774446423998162e-23,1.41248941505754e-34,1.0785040470868028e-25,1.0574176608417838e-56,6.762216914146238e-43,3.98175861635538e-44,2.906699500794121e-44,4.661171250375895e-17,1.0436563376548968e-57,1.9190529431070977e-35,1.7329305188117992e-53,6.737254764994454e-64,2.42191927367575e-46,3.66548575664141e-44,1.6708059592137512e-30,7.738799097757954e-60,3.983605812615574e-60,4.7535114680799056e-67,2.0766950037465982e-91,1.1602713494297276e-76,4.478288761470598e-29,5.5411764347036746e-74,4.009302384246852e-59,1.5111904800315113e-72,3.76,0.0,0.7962029302809008,0.9999174561422672,1.2324670377732706e-23,1.5385858706059056e-58,1.0752033138303221e-07,6.944034829339986e-08,2.4254782452908525e-08,1.3825187525782225e-08,8.254382506578567e-05,8.569195164021135e-17,3.300251713178458e-27,1.253079568115282e-14,6.4546402131051005e-22,1.44882475392086e-16,5.0972513051996706e-42,1.5616182654836188e-40,3.8489447009903054e-20,2.1451513615875565e-42,1.79946774002187e-22,8.99270006071966e-49,1.0636908004802683e-40,1.105595721500939e-43,2.60554955720727e-42,6.933721537412841e-41,6.779272964278316e-50,7.576010216837628e-49,9.86712990119188e-46,1.8984220236320124e-20,4.661171265514158e-17,9.055851082006924e-26,2.5074824717228783e-11,7.569770438212115e-12,1.9506159574740488e-14,2.7802374333484357e-19,2.540870582778675e-15,5.65218134396735e-17,1.3397362348578647e-16,5.781660758294799e-18,9.337358007857366e-17
2.1269271967356e-10,0.6165161037593866,2.5447148141827478e-15,6.970553794088952e-19,9.373582317266962e-20,6.235404507247465e-19,0.0,0.0,3.63705667695537e-11,7.477936057000228e-18,1.078121595768291e-22,2.1792493030097133e-34,1.501733361295155e-25,2.0114234171637175e-56,1.1583771628172654e-42,6.740766232166843e-44,4.982104991829626e-44,5.839807083250954e-17,2.431230427580778e-57,2.951092223660026e-35,3.647719858450205e-53,1.5752755849663035e-63,4.196598467375486e-46,6.319719539136541e-44,2.326180951717925e-30,1.609728308500439e-59,7.722144576205082e-60,1.117002998217052e-66,6.323765530945037e-91,2.7622608273489442e-76,6.235029743904379e-29,1.4623708530737325e-73,8.635428600677517e-59,3.99365921152752e-72,3.76,0.0,0.7962029180870901,0.9999105281460721,1.8668457306895925e-23,3.259505102052983e-58,1.197104387555029e-07,7.737084853404197e-08,2.700543228706923e-08,1.533414208274003e-08,8.947181755717719e-05,1.062768031981054e-16,4.5564701943146684e-27,1.513148712586427e-14,7.901643261980598e-22,1.806454123425516e-16,8.808016250229443e-42,2.6721349018237763e-40,4.824237052742864e-20,3.7512400250259917e-42,2.244161011681994e-22,1.7126777336329225e-48,1.820053125914717e-40,1.910705764537015e-43,4.5389353088654965e-42,1.187626589808322e-40,1.285215187871563e-49,1.4383788478576298e-48,1.8954108100176556e-45,2.49868236971235e-20,5.839807104330683e-17,1.2570227115521967e-25,2.7917047660428705e-11,8.42571889518931e-12,2.417608174892221e-14,3.836671112947461e-19,3.1493770757678934e-15,7.009082519288211e-17,1.6612228599275254e-16,7.149108522140134e-18,1.1545357797777758e-16
2.3435120902635784e-10,0.6165161051120004,3.0722777953226614e-15,7.949182831108681e-19,1.242317778014296e-19,8.274995558869178e-19,0.0,0.0,4.007411446527868e-11,9.07841855130001e-18,1.448816284662388e-22,3.224558976824232e-34,2.0259202388418853e-25,3.599226571694255e-56,1.8854559206213092e-42,1.0864266728858173e-43,8.115648654375055e-44,7.161593227323357e-17,5.223038174421319e-57,4.352810492256601e-35,7.147945123353997e-53,3.3941122548080034e-63,6.908310869259261e-46,1.0339846536234703e-43,3.13775774689047e-30,3.1283852153493094e-59,1.405175079331582e-59,2.4221759028549295e-66,1.7370725240205562e-90,6.05728163387008e-76,8.410530572581505e-29,3.519559544224916e-73,1.728136534101059e-58,9.624376145386875e-72,3.76,0.0,0.7962029058932794,0.9999039969429256,2.719002189757642e-23,6.429642126908163e-58,1.3190054594350714e-07,8.531277763892214e-08,2.9756233884930614e-08,1.683151564408224e-08,9.600301700021474e-05,1.2908693412293101e-16,6.0971779586707915e-27,1.7900095873915913e-14,9.47342535939629e-22,2.2053380285660382e-16,1.4446103299920038e-41,4.340240261549386e-40,5.918679808869616e-20,6.223909188264821e-42,2.7390315406756626e-22,3.0642835908085866e-48,2.9561400401688424e-40,3.1339529270499056e-43,7.502919463728176e-42,1.9309227678309943e-40,2.2891550639916905e-49,2.5656549416826845e-48,3.4201929830043325e-45,3.193627730668558e-20,7.161593255762237e-17,1.6902973697805521e-25,3.075914640917877e-11,9.281206676828654e-12,2.934582931477267e-14,5.131528118822956e-19,3.823077777034203e-15,8.512396033563171e-17,2.0173538107446873e-16,8.657624577344436e-18,1.3981003657304228e-16
2.560096983791557e-10,0.6165161064646143,3.6493163304134e-15,8.999432153445358e-19,1.6070286016771798e-19,1.0716271434577191e-18,0.0,0.0,4.37776565173097e-11,1.0833978825676797e-17,1.8972036298476666e-22,4.609811438022787e-34,2.6627070016671686e-25,6.123506175685226e-56,2.942049375582169e-42,1.6811883494580563e-43,1.267566389256463e-43,8.628725265115336e-17,1.049744344356421e-56,6.203743670241709e-35,1.3205422523215642e-52,6.838072080252567e-63,1.0900564060300037e-45,1.620277801204933e-43,4.1235077320243444e-30,5.747810492551376e-59,2.427089942110497e-59,4.915772546822689e-66,4.38441097079328e-90,1.2413832701870745e-75,1.1052989023085536e-28,7.852852854855719e-73,3.255424353459948e-58,2.1501075899753038e-71,3.76,0.0,0.796202893699469,0.9998978398070852,3.8337691779718973e-23,1.1958420509203705e-57,1.440906529470479e-07,9.326604789252598e-08,3.250718609535582e-08,1.8317397092060962e-08,0.00010216014913681715,1.541254854708448e-16,7.951564567934389e-27,2.0820990028276547e-14,1.116467572658857e-21,2.6458756290555884e-16,2.2696471723043001e-41,6.753736362851402e-40,7.134248294745524e-20,9.888624288427216e-42,3.283957846466846e-22,5.2078020906374716e-48,4.599824542695828e-40,4.923774079668564e-43,1.1877848919437377e-41,3.0076305237631413e-40,3.873320000592234e-49,4.347287887876433e-48,5.861928903237389e-45,3.9841896203307255e-20,8.628725302494656e-17,2.214145698530552e-25,3.3601122063721827e-11,1.0136234373132171e-11,3.501516631551783e-14,6.689024991795427e-19,4.5619546544513345e-15,1.0162277287434649e-16,2.4081572193434173e-16,1.0306143772162116e-17,1.6642550372234552e-16
