Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289)
1.9076863670924055e-19,0.7267114077104588,8.089473153551949e-24,1.3804163348910697e-24,1.7701171577428537e-32,4.7924857412031493e-23,0.0,0.0,6.915098763503559e-19,6.656357925237782e-34,2.0469434187112117e-45,1.7405104231771796e-45,8.558081836536407e-49,4.5120985867927713e-57,8.371247791720964e-39,4.2855141661224556e-33,2.7303787856386273e-34,1.1329546882161944e-32,1.0335746119633086e-74,1.0225391240378036e-53,1.457181675703166e-77,8.690461076008587e-77,3.4800525726140187e-22,2.5536354406260845e-78,5.530277506553867e-50,1.2484400513040178e-81,8.1819092784655965e-84,2.171564954031737e-67,1.993651157237792e-80,5.660573702283277e-81,1.6463898436557997e-51,3.713610368530805e-95,2.9191150697593543e-96,7.035215999789978e-96,3.76,0.0,0.581745316321631,0.9999999999995194,8.500357990879515e-45,1.8420571835343321e-47,5.729978112825224e-15,3.581008908653283e-15,1.0460478434594707e-15,1.1029213607124429e-15,4.806218131724172e-13,1.346791675083366e-30,1.1055274550809575e-47,2.4710267141622237e-29,1.1374752365444771e-37,6.689140048057114e-32,1.9557295736128167e-78,1.7302025736691788e-76,1.140620368799178e-34,1.705670847689068e-78,3.015070615673186e-36,7.415458566128587e-94,1.4088464434996437e-76,9.411969304637468e-80,1.7356793951786383e-78,8.717871063448485e-77,5.0185292789445086e-95,4.5438427062374134e-94,1.294596077610634e-63,2.7620120389392974e-37,1.1329546882161288e-32,6.442989758666661e-38,5.296505683668425e-19,1.6186739745208951e-19,2.2263841341889945e-30,1.3250369971206602e-43,1.1128487787258574e-30,1.2717644199515452e-22,5.63069034622028e-21,1.691325842430464e-32,1.8809155562670604e-31,8.72496860770106e-44,2.1632854235114703e-31,6.3149391426303586e-37,3.502359427115896e-18,6.564426615107683e-42,3.375911703770127e-32,5.901235534221749e-53,1.5390551239074355e-57,1.1330639460240257e-61,2.620342863581232e-33,4.9344891833917475e-33,2.0654513881764796e-46,5.757866787967248e-21,7.32433149658694e-62,4.1504343760152816e-44,4.347746395074199e-36,3.50235942711566e-18,5.57930389236797e-50,4.043955376004967e-33,3.4800525725268003e-22,2.807661920587817e-35,8.558885525842949e-63,1.7332044103057064e-32,3.732919523177424e-43,3.294629355734071e-49,2.0205218318386726e-61,1.2942259359575598e-48,1.667230294574192e-47,4.7924857411562553e-23,1.139557790301046e-49,4.12982881540742e-49,3.8562532862171255e-54,9.972199285038131e-58,2.0547862470861418e-46,2.3316311858531694e-49,2.0662978280659495e-52
3.8170301506636053e-19,0.72671140771046,1.618597737784907e-23,2.762031989218795e-24,7.085081689489262e-32,9.58913524065353e-23,0.0,0.0,1.3836205432097046e-18,2.664277867033162e-33,1.6387993642959151e-44,1.393466650172735e-44,6.851672132708603e-48,3.612422418295092e-56,3.350680726608536e-38,1.7153225036906134e-32,1.0928630715793474e-33,4.534771319186954e-32,3.312624718478814e-73,8.186530470818547e-53,4.6702927719076276e-76,2.785307983478858e-75,6.963128648941147e-22,8.184217263900491e-77,4.427584650971978e-49,4.001274025382334e-80,2.62231271847279e-82,3.4785473997544185e-66,6.389686833147419e-79,1.8142237762805415e-79,1.318112950879165e-50,2.380893935727655e-93,1.8713345279096308e-94,4.510464732649354e-94,3.76,0.0,0.5817453163216252,0.9999999999990383,6.805454974333327e-44,1.4747657965516056e-46,1.1464934486391319e-14,7.165129032867299e-15,2.0930045034732006e-15,2.2068009500507077e-15,9.616611949364745e-13,5.390676540843979e-30,8.85094172101808e-47,9.890546534116075e-29,4.552865291287566e-37,2.67739925969007e-31,6.268147512608353e-77,5.545329527905266e-75,4.565454018714622e-34,5.4667049208528616e-77,1.2068139965648404e-35,4.75345488357981e-92,4.515377506919861e-75,3.01655263469843e-78,5.5628828402449165e-77,2.7940929325085954e-75,3.216976036681213e-93,2.912692601433781e-92,2.073040782697174e-62,1.1055247324829415e-36,4.5347713191864297e-32,2.5788749974219898e-37,1.059761302299172e-18,3.2387542686958895e-19,8.911338661174355e-30,1.060835278493208e-42,4.4542952824891625e-30,2.5446337638460687e-22,1.126627269109637e-20,6.769711091596583e-32,7.528564031936421e-31,6.9852802864898806e-43,8.658779378492149e-31,2.5276213776636086e-36,7.007761738182695e-18,2.6292072274069633e-41,1.3512444694888202e-31,4.724576632889838e-52,2.4644935329639103e-56,1.8143786559933005e-60,1.0488200264359526e-32,1.9750816383558233e-32,1.6536170051480904e-45,1.1520736066487582e-20,1.1728473737522479e-60,3.322871141950301e-43,1.7402316192714662e-35,7.007761738181749e-18,4.46683558331059e-49,1.6186360355077896e-32,6.963128648592044e-22,1.1237964666793207e-34,1.3705368351269568e-61,6.937334502085e-32,2.988604814697893e-42,2.6377067605141744e-48,3.2365960592998644e-60,9.139684532444206e-48,1.3347979827509023e-46,9.589135240465835e-23,9.123392650985207e-49,3.3072124908899115e-48,3.0881301886753434e-53,7.983823115511448e-57,8.22486807527176e-46,1.866722680179572e-48,1.6542946620645042e-51
7.635717717806004e-19,0.7267114077104614,3.2378994403426596e-23,5.525263298752213e-24,2.8349555504800153e-31,1.918243423955785e-22,0.0,0.0,2.7678418769271e-18,1.0660581850756842e-32,1.3115375561253065e-43,1.1151968339541714e-43,5.483421468079007e-47,2.891035823161e-55,1.340708736846555e-37,6.86352432593474e-32,4.372875807003583e-33,1.8144992099477608e-31,1.0608703513654144e-71,6.551712435007789e-52,1.4956644822639344e-74,8.919968032956014e-74,1.3929280802119979e-21,2.6209645976057596e-75,3.5434133545397877e-48,1.2814119281751482e-78,8.397968935675095e-81,5.568912739958166e-65,2.0463016144243997e-77,5.8100641583434205e-78,1.0548909628523446e-49,1.525112122839843e-91,1.1986473042463179e-92,2.889236524938517e-92,3.76,0.0,0.5817453163216137,0.9999999999980762,5.446432296266915e-43,1.1802608488283705e-45,2.293484723352329e-14,1.4333369281821407e-14,4.186917823528021e-15,4.414560128173417e-15,1.9237399575149294e-12,2.156972784562249e-29,7.083443358946182e-46,3.9575069137912265e-28,1.8217391539553007e-36,1.0713084514881857e-30,2.0073785673073566e-75,1.7758956070676335e-73,1.826776286249952e-33,1.7507160249965442e-75,4.82882793601561e-35,3.044632847157332e-90,1.446052761828007e-73,9.66053063173313e-77,1.7815170697315786e-75,8.94810189310635e-74,2.0605036018513664e-91,1.8656071814877185e-90,3.318215573648865e-61,4.423539869253236e-36,1.8144992099473405e-31,1.0318859148859256e-36,2.1199827701573358e-18,6.478914856908582e-19,3.565696220015193e-29,8.489906329114616e-42,1.7822983117998235e-29,5.090372459557973e-22,2.2537437381126557e-20,2.7087662319605977e-31,3.0124062532212643e-30,5.590347296255405e-42,3.464639609583249e-30,1.0113777889766301e-35,1.4018566360317274e-17,1.0534064846447187e-40,5.406737955383592e-31,3.781097204276e-51,3.944794720533683e-55,2.9041875121493397e-59,4.196646256654291e-32,7.902899216432656e-32,1.3233961771119517e-44,2.3046474623107486e-20,1.8773196453477997e-59,2.6593068009017262e-42,6.963193280404708e-35,1.4018566360313486e-17,3.57482605125198e-48,6.476652512459698e-32,1.3929280800723112e-21,4.4966496844505e-34,2.1937515016585536e-60,2.775837430348205e-31,2.391791223464205e-41,2.110967061716618e-47,5.181564567216899e-59,6.825622272184869e-47,1.0682440580721535e-45,1.9182434238806822e-22,7.301487440044639e-48,2.647110422926128e-47,2.4717557870216426e-52,6.389485200777032e-56,3.2913131922466806e-45,1.4939454791419391e-47,1.3239385068884402e-50
1.5273092852090804e-18,0.7267114077104646,6.476506276251478e-23,1.1051725921330913e-23,1.1341668214568975e-30,3.8369032237380696e-22,0.0,0.0,5.536284544356682e-18,4.26492691569878e-32,1.049429313461238e-42,8.92326921923007e-43,4.387571186496215e-46,2.3132679073198356e-54,5.363707963104077e-37,2.74585665635234e-31,1.7494350678649458e-32,7.259178378360474e-31,3.396114381452788e-70,5.2423653895852355e-51,4.788000392049343e-73,2.8555074312792404e-72,2.7861585110575936e-21,8.390312156707754e-74,2.8352690526491104e-47,4.102131196783219e-77,2.6884014125153302e-79,8.912850756724661e-64,6.550729154886274e-76,1.8599485246846795e-76,8.440730462450448e-49,9.765007965602325e-90,7.674522666378889e-91,1.8499244167539986e-90,3.76,0.0,0.5817453163215908,0.9999999999961521,4.357973340669337e-42,9.443880021991547e-45,4.587467272778636e-14,2.866984978183392e-14,8.374744463747106e-15,8.830078482203548e-15,3.8478974788732e-12,8.629295675286424e-29,5.667830910270887e-45,1.5832604603294881e-27,7.288142855303144e-36,4.285931401790802e-30,6.4261266480510126e-74,5.685091117482831e-72,7.308294676996535e-33,5.6044849216806575e-74,1.9318456101829197e-34,1.9493403059109033e-88,4.629180724104765e-72,3.092580259448126e-75,5.703086856208228e-74,2.8645137917957985e-72,1.3192469904999655e-89,1.194463653313583e-88,5.310225447564432e-60,1.7697047327775656e-35,7.259178378357117e-31,4.1282155984451985e-36,4.24042570584768e-18,1.2959236032784783e-18,1.426510672145444e-28,6.793214979193764e-41,7.130353809964929e-29,1.0181849882673207e-21,4.5079766762298966e-20,1.0836828767423946e-30,1.2051586570589245e-29,4.47312724442177e-41,1.386081447570137e-29,4.046169725413452e-35,2.804017560459032e-17,4.225362663093229e-40,2.163047247785634e-30,3.0254522485668017e-50,6.312955925776474e-54,4.647645583129671e-58,1.6789317715037346e-31,3.161674292496252e-31,1.0589180143820266e-43,4.609795173466423e-20,3.004322659461264e-58,2.1278494807485434e-41,2.7857307654157394e-34,2.804017560457517e-17,2.860404017403053e-47,2.5910827387531546e-31,2.7861585104987568e-21,1.79895268206237e-33,3.510716631547944e-59,1.1105157236971592e-30,1.913794893109844e-40,1.6890943796733828e-46,8.292912788845339e-58,5.265952452797777e-46,8.547575493035437e-45,3.8369032234376085e-22,5.842299520497565e-47,2.1182246414142946e-46,1.977905407620907e-51,5.112559365359242e-55,1.3169753314818817e-44,1.195383365652916e-46,1.059351963367898e-49
3.0547843120660404e-18,0.7267114077104708,1.295373367124237e-22,2.2104651180535777e-23,4.537036514925046e-30,7.6742228233083215e-22,0.0,0.0,1.107316987919501e-17,1.7061096112429587e-31,8.396231668814012e-42,7.139293475302439e-42,3.5103911162084005e-45,1.8507900433855065e-53,2.1456577999903334e-36,1.098432054171091e-30,6.998309805092553e-32,2.9039076804723662e-30,1.0869693274194276e-68,4.1942905397074746e-50,1.5324600355532776e-71,9.139412408532945e-71,5.572619373588106e-21,2.685416068385802e-72,2.2684306134992477e-46,1.3129436901057056e-75,8.604567033484111e-78,1.4262633861362964e-62,2.0966436542530787e-74,5.953000314808142e-75,6.753225556026132e-48,6.250978665385497e-88,4.9127125765263456e-89,1.1842120265694557e-88,3.76,0.0,0.5817453163215448,0.9999999999923037,3.486709709556642e-41,7.555821389740989e-44,9.1754323716309e-14,5.734281079027616e-14,1.6750397744623052e-14,1.7661115181402653e-14,7.696212506395188e-12,3.45199919795332e-28,4.534695263940492e-44,6.3335572522791914e-27,2.915494403424229e-35,1.714512090821334e-29,2.0567630542196338e-72,1.819585259518717e-70,2.9235557981712123e-32,1.7937862384407625e-72,7.72801136538177e-34,1.2478259409910427e-86,1.4816277938825813e-70,9.89819398793257e-74,1.82534503245757e-72,9.168238404345114e-71,8.444860098025286e-88,7.646087896739341e-87,8.497225258085994e-59,7.079400991764953e-35,2.903907680469683e-30,1.6514206458180417e-35,8.481311577124437e-18,2.5919878382340464e-18,5.7065070896035765e-28,5.435088004546818e-40,2.852373652951077e-28,2.0364804855669378e-21,9.016442552909192e-20,4.3350842981721426e-30,4.821026965647812e-29,3.578841593353991e-40,5.544777029612554e-29,1.6185996133517558e-34,5.608339409315203e-17,1.6991239716441886e-39,8.652893172552338e-30,2.4205916225989712e-49,1.0101757102846023e-52,7.436989471576705e-57,6.716273660515431e-31,1.2647726455314359e-30,8.472148500260086e-43,9.220090595104546e-20,4.8074052868941865e-57,1.7024412158901247e-40,1.1143830256813239e-33,5.60833940930914e-17,2.288540550104653e-46,1.0365174479529742e-30,5.572619371352575e-21,7.1963964107577e-33,5.6177180599391914e-58,4.442424422926305e-30,1.5311789165716477e-39,1.3514038102808554e-45,1.3270588345563794e-56,4.1349248366111237e-45,6.838709665854757e-44,7.674222822106382e-22,4.67428349704798e-46,1.6947942605979984e-45,1.582524663814044e-50,4.0904365180075415e-54,5.270216118699051e-44,9.563974949029089e-46,8.475620488045342e-49
6.10973436577996e-18,0.7267114077104831,2.590824335391714e-22,4.4210501755135364e-23,1.8148884546379973e-29,1.5348862022471568e-21,0.0,0.0,2.214694054878834e-17,6.824716144759906e-31,6.717304219291801e-41,5.71170636824671e-41,2.8084474094024903e-44,1.4807023242622326e-52,8.582980435255663e-36,4.3939070068596824e-30,2.7994378351777257e-31,1.1616103433655666e-29,3.47864224464813e-67,3.3555917456796676e-49,4.904352020797692e-70,2.9248981814812174e-69,1.1145541102006403e-20,8.594157395687662e-71,1.8148306451790325e-45,4.201861428199789e-74,2.753730680868566e-76,2.2821872475806184e-61,6.709916290856517e-73,1.9051465284238778e-73,5.402836954899785e-47,4.0010663328210375e-86,3.144462205695572e-87,7.5797924296085955e-87,3.76,0.0,0.581745316321453,0.9999999999846071,2.7895001898405013e-40,6.044944080730587e-43,1.8351362569334042e-13,1.1468873284082946e-13,3.350170430812604e-14,3.532318854435626e-14,1.5392842500660947e-11,1.3808558670901655e-27,3.627928435419338e-43,2.5335259744784184e-26,1.1662452125280987e-34,6.858327441440978e-29,6.582285923235822e-71,5.823242653853524e-69,1.1694699096614511e-31,5.740677774859713e-71,3.091330342209449e-33,7.986880188840391e-85,4.741672930010689e-69,3.167732069398997e-72,5.8416757907269495e-71,2.934123403339388e-69,5.405247923352409e-86,4.893982880244627e-85,1.3596252123048467e-57,2.8318803725192056e-34,1.1616103433634243e-29,6.60595147843527e-35,1.6963083319262226e-17,5.184116307266491e-18,2.2826957190903276e-27,4.348276822671221e-39,1.1409958885316464e-27,4.073071530872453e-21,1.8033374308047034e-19,1.7341042785519883e-29,1.928489254880834e-28,2.8632091987498506e-39,2.2180010627042687e-28,6.474661908397028e-34,1.1216983107033783e-16,6.867506123140949e-39,3.4612981103165333e-29,1.9365652407070548e-48,1.6163633497672518e-51,1.1899788401737083e-55,2.6866187813131422e-30,5.059296446669234e-30,6.778040585087115e-42,1.8440681435687893e-19,7.6922396745154475e-56,1.3620176255044997e-39,4.457713727461598e-33,1.1216983107009538e-16,1.830919447056441e-45,4.146238500249183e-30,1.1145541093063924e-20,2.8786757243657926e-32,8.98880606836514e-57,1.7770420767937488e-29,1.224997490522043e-38,1.081174374728475e-44,2.1234483730820214e-55,3.276801331935728e-44,5.471227440221183e-43,1.534886201766361e-21,3.739604368732999e-45,1.35592123277509e-44,1.2660998743232376e-49,3.272505636734565e-53,2.1096811315646136e-43,7.651543184064908e-45,6.780818422010351e-48
1.2219634473207799e-17,0.7267114077105084,5.181748229003845e-22,8.842220312909395e-23,7.259701520270223e-29,3.0698140420889004e-21,0.0,0.0,4.429448188764164e-17,2.729941998829245e-30,5.3739709369517845e-40,4.56947426638513e-40,2.2468130835290326e-43,1.1845899740426454e-51,3.433262017094257e-35,1.7575985618548702e-29,1.1197979189915068e-30,4.6465359468429316e-29,1.1132199853123906e-65,2.684537146515124e-48,1.569469436511418e-68,9.36013214527368e-68,2.2291384572272117e-20,2.7502625340571577e-69,1.4518989807774878e-44,1.3446809409671406e-72,8.812368970214082e-75,3.6516322786034515e-60,2.147278280319491e-71,6.096767207669762e-72,4.3223722058178485e-46,2.560823757916375e-84,2.0125606192278961e-85,4.8513371767993527e-85,3.76,0.0,0.5817453163212694,0.9999999999692138,2.2316531226677615e-39,4.836070062828666e-42,3.6703222964734734e-13,2.2938057707661144e-13,6.700431744213642e-14,7.064733512848508e-14,3.078610224607959e-11,5.523535848903114e-27,2.902411641128623e-42,1.0134309950349411e-25,4.665075731784257e-34,2.743386799608651e-28,2.106434590388442e-69,1.8635288265383533e-67,4.67797484691915e-31,1.8371068158366673e-69,1.2365573018614402e-32,5.1118574893209915e-83,1.517409581108656e-67,1.0137238738950679e-70,1.8694277571846988e-69,9.389654302711588e-68,3.459530678154874e-84,3.1323047840146487e-83,2.175455688915656e-56,1.1327789922441143e-33,4.646535946825851e-29,2.6424344295338575e-34,3.39266268018749e-17,1.0368373241816612e-17,9.130968644065486e-27,3.478704027207277e-38,4.564076409723184e-27,8.14625382430861e-21,3.606723782543974e-19,6.936558223528772e-29,7.714113946323305e-28,2.2906217263667423e-38,8.872184753984536e-28,2.589917454684346e-33,2.2434270502495904e-16,2.803646428636655e-38,1.3845474128863748e-28,1.5492889837503223e-47,2.5862471274000985e-50,1.9040145587294107e-54,1.0746693749875181e-29,2.0237597524276107e-29,5.42256120723796e-41,3.6881863106082986e-19,1.2307896351602679e-54,1.0896399571274245e-38,1.7831219599761123e-32,2.2434270502398933e-16,1.4647704699350335e-44,1.6585291404093174e-29,2.2291384536501468e-20,1.1514937376883106e-31,1.4382455408842944e-55,7.108312920365157e-29,9.800151813130442e-38,8.649600327657033e-44,3.397640774597816e-54,2.608985087786269e-43,4.377085814118408e-42,3.0698140401656792e-21,2.99175454028177e-44,1.0847713171008803e-43,1.0129119630153642e-48,2.618068365967896e-52,8.45096767748984e-43,6.121379834539979e-44,5.424783716782193e-47
2.4439434688063477e-17,0.7267114077105583,1.0363683844536661e-21,1.768456067760491e-22,2.9039101501170548e-28,6.13966972180877e-21,0.0,0.0,8.858956456401485e-17,1.0919879077987618e-29,4.2992277819154596e-39,3.655623936305776e-39,1.7974746863229696e-42,9.476832221342213e-51,1.3733187713121598e-34,7.030465769792881e-29,4.4792372613060244e-30,1.858633317057201e-28,3.562391106977503e-64,2.147655253867958e-47,5.0224250686278514e-67,2.995315565029068e-66,4.4583071566520005e-20,8.801051610157258e-68,1.1615329737991848e-43,4.303209044829552e-71,2.820026999455121e-73,5.842717836262075e-59,6.871458648947114e-70,1.9510132492273606e-70,3.457938878164314e-45,1.6389730644920104e-82,1.2880728879774057e-83,3.104945605363835e-83,3.76,0.0,0.5817453163209021,0.9999999999384273,1.7853436875397547e-38,3.86890198233978e-41,7.340694375551384e-13,4.587642660868767e-13,1.3400954373817483e-13,1.4129562772962911e-13,6.157262076446541e-11,2.2094368180491673e-26,2.321956872382863e-41,4.0537651122993454e-25,1.866049251349368e-33,1.0973658896752815e-27,6.740755809661641e-68,5.963438137776319e-66,1.871209001226243e-30,5.878885912337794e-68,4.946279580396506e-32,3.2716701568821844e-81,4.855829460729456e-66,3.24399584248538e-69,5.982315422343371e-68,3.0047628884857063e-66,2.2141546913806622e-82,2.0047249153466875e-81,3.480773416560746e-55,4.531192437165994e-33,1.8586333170436333e-28,1.0569845860772551e-33,6.785371376044864e-17,2.0736887096857788e-17,3.652424609817147e-26,2.782996248637924e-37,1.8256491345667883e-26,1.629261922248143e-20,7.213496488869323e-19,2.774651502120683e-28,3.085676953578781e-27,1.8325191223916888e-37,3.548910001137096e-27,1.0359775197442469e-32,4.486884529352e-16,1.1667409121238546e-37,5.538245989559887e-28,1.2394459247129888e-46,4.1380480031139114e-49,3.046462004261884e-53,4.2987212144769053e-29,8.095121358909164e-29,4.3381004969924535e-40,7.376422640378676e-19,1.969288411312916e-53,8.717223003955449e-38,7.132561925720306e-32,4.486884529313211e-16,1.171830514765461e-43,6.634184027029158e-29,4.4583071423435935e-20,4.606021971153433e-31,2.3012221058573e-54,2.8433540873368765e-28,7.840117334751167e-37,6.919762424484475e-43,5.43632388713617e-53,2.0822058459665553e-42,3.501710158469659e-41,6.139669714115804e-21,2.3934320746600247e-43,8.678307864256354e-43,8.103424044621219e-48,2.09448229332135e-51,3.390078725843793e-42,4.897161972877545e-43,4.339878826752404e-46
4.887903511777483e-17,0.7267114077106581,2.07279063888353e-21,3.5369241766611333e-22,1.161569969596917e-27,1.2279381081394035e-20,0.0,0.0,1.7717972991142773e-16,4.367973847693107e-29,3.439402649914961e-38,2.9245183246847824e-38,1.437992887814216e-41,7.581510699323249e-50,5.493302980335584e-34,2.812200615267348e-28,1.7917040337058347e-29,7.434571332841953e-28,1.320693763769641e-62,1.7181344759479582e-46,1.8619758393269524e-65,1.110460606043844e-64,8.916644576988158e-20,3.22532520527659e-66,9.29231899770136e-43,1.5954312628420702e-69,1.044948947905607e-71,9.348433658293926e-58,2.547469943050163e-68,7.233036345155206e-69,2.766367637969679e-44,1.3860112144897619e-80,1.0076465277578215e-81,2.6257417400578337e-81,3.76,0.0,0.5817453163201675,0.9999999998768542,1.4282834271379158e-37,3.0951399782909615e-40,1.4681438533698282e-12,9.175316462622121e-13,2.6801999644232194e-13,2.8259221066346277e-13,1.231456539114315e-10,8.837792246807559e-26,1.8575765249634994e-40,1.621514208432668e-24,7.464234779896412e-33,4.389485939472189e-27,2.499016932054349e-66,2.21083990758427e-64,7.484874295067423e-30,2.1794938604108408e-66,1.9785219408315833e-31,2.4206425729386008e-79,1.800213456114825e-64,1.2026545205686218e-67,2.2178385097958768e-66,1.1139630460701212e-64,1.6382082603227604e-80,1.4832554119094503e-79,5.569273027725541e-54,1.8125104935877429e-32,7.434571332734966e-28,4.2279603452206045e-33,1.3570788765098978e-16,4.147391475070388e-17,1.4609772730536428e-25,2.226410207832172e-36,7.302633674930611e-26,3.25853532640291e-20,1.4427041912907245e-18,1.109866235890251e-27,1.2342770479973999e-26,1.4660239849885991e-36,1.4195712192663893e-26,4.1439311509045927e-32,8.97379948759676e-16,5.029156684637715e-37,2.2153096634716977e-27,9.915626685627019e-46,6.620918834284579e-48,4.874370105312868e-52,1.719497220105516e-28,3.2380650142334274e-28,3.470501065968062e-39,1.475289528268487e-18,3.1508813419056217e-52,6.973819612070182e-37,2.8530405052655296e-31,8.973799487441609e-16,9.374703453217489e-43,2.6536870912876322e-28,8.916644519754241e-20,1.8424182918624254e-30,3.6819787108036946e-53,1.1373474158349212e-27,6.27197563051813e-36,5.5358428516794986e-42,8.698196963808044e-52,1.6637722674921728e-41,2.801384668706245e-40,1.2279381050622012e-20,1.914757075077081e-42,6.942701225732914e-42,6.482790707190952e-47,1.6756001670751e-50,1.3637642412369956e-41,3.917752803842426e-42,3.471924220421127e-45
9.775823597719755e-17,0.7267114077108578,4.145775673035485e-21,7.073860538308715e-22,4.646291706491839e-27,2.455880380114673e-20,0.0,0.0,3.5436006058491905e-16,1.7471939822787866e-28,2.7515303077998234e-37,2.3396245160192618e-37,1.1504050872032323e-40,6.0652264489764165e-49,2.1973267439750033e-33,1.1248831098328295e-27,7.166834489829693e-29,2.9738362963200676e-27,4.244313852946577e-61,1.3745117829105167e-45,5.983832189940294e-64,3.5686875050856203e-63,1.7833319503606793e-19,1.0361990476119764e-64,7.43387736152746e-42,5.127833578382801e-68,3.358107211350193e-70,1.4957562411798231e-56,8.186804764865771e-67,2.324481102579241e-67,2.2131008684523418e-43,8.90424827740941e-79,6.482621003713557e-80,1.686880288803244e-79,3.76,0.0,0.5817453163186982,0.9999999997537079,1.142630134624147e-36,2.476119370770206e-39,2.9362926849956397e-12,1.8350664152321034e-12,5.360409022988978e-13,5.651853674573124e-13,2.462917046461433e-10,3.5351259076132003e-25,1.4860656359150225e-39,6.486072657147775e-24,2.985701352522173e-32,1.7557988847594642e-26,8.03109230833412e-65,7.104976730352145e-63,2.9939575081370723e-29,7.004241255495623e-65,7.914108253021368e-31,1.5590220748923106e-77,5.785346432973263e-63,3.8649715121216575e-66,7.1274693082552194e-65,3.5799433096862033e-63,1.055092907208496e-78,9.552950713430552e-78,8.910865643904796e-53,7.250254812130709e-32,2.973836296236955e-27,1.6911888361108937e-32,2.7141623532564643e-16,8.294796983345103e-17,5.84392393974539e-25,1.7811334467877847e-35,2.9210608934359623e-25,6.517083432793261e-20,2.8854132806532e-18,4.439476153470246e-27,4.9371206573737606e-26,1.1728226476291542e-35,5.678299305686872e-26,1.6575766716309648e-31,1.794762940424604e-15,2.301403960283949e-36,8.861261189190172e-27,7.93252560243644e-45,1.0593503597005737e-46,7.799016663445368e-51,6.878006280054204e-28,1.2952293004400289e-27,2.7764092093608216e-38,2.950584049835899e-18,5.0414256944873646e-51,5.5790719650419575e-36,1.1412200833078472e-30,1.7947629403625434e-15,7.49979094380987e-42,1.0614775224862704e-27,1.7833319274670543e-19,7.369692968527874e-30,5.891184446970823e-52,4.54940120145587e-27,5.017346679240813e-35,4.4286875213107423e-41,1.3917177565841217e-50,1.3302216616551603e-40,2.2411142540787203e-39,2.4558803678058256e-20,1.5318102874954035e-41,5.554182959087708e-41,5.1862533702739255e-46,1.340491134052914e-49,5.516877833369178e-41,3.1342115065802854e-41,2.777548508053622e-44
