Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289)
5.562760554615293e-09,0.7267341494416302,7.685283331534968e-10,2.5127037097117936e-12,1.597498742402221e-11,1.0319457807214537e-11,0.0,0.0,2.0148606673896006e-08,4.2359243338921196e-13,2.376068185711678e-14,3.507759758977235e-13,1.7274269674945992e-15,2.2941052905617576e-26,2.2961091898754147e-18,2.455547996137307e-12,3.972761642446415e-13,1.2017952922002838e-11,8.649213115527338e-23,1.2114282001203453e-21,6.915313756507501e-26,3.9667818196471645e-25,1.05642677942636e-11,3.620843203373087e-26,1.0514221161593106e-18,4.34416785688907e-26,4.310662485881361e-32,2.5718268490266e-25,4.584070738990132e-28,1.2368429542064585e-28,8.175889607888707e-20,3.1019178186175207e-31,2.0772705443684926e-32,2.222206501703679e-31,3.76,0.0,0.5815781330292239,0.9990253201187065,1.2113944066126514e-13,3.908477519446378e-16,0.00016706160755845955,0.00012681574798383767,3.1670901840544856e-05,8.57219558809309e-06,0.0009746596703703866,1.0058003649902077e-09,1.3492427242409529e-16,4.915199279503245e-10,1.2734529226964027e-17,5.774428889972342e-11,6.710115480090238e-26,1.0739916826500304e-24,1.2869897243220094e-13,8.25049711963011e-26,1.0536419090332655e-15,5.835875924364643e-32,1.026694407400097e-24,1.8419346149455425e-27,5.421523183885406e-26,5.779229805943971e-25,3.55849710777877e-33,3.437081193689701e-32,2.075927298503921e-22,4.419011765201813e-15,1.4971775708921713e-11,7.311500266557318e-16,1.4884424456303081e-08,3.562685430750995e-09,1.2245197024015668e-09,1.2831237559345871e-12,6.395356290876689e-10,9.264247011752478e-11,2.0178232650188882e-10,4.358775139800083e-12,4.7659412979165457e-11,4.590466099451079e-13,1.2513188446577624e-10,3.514962006801365e-16,1.0222327596215249e-07,2.6535265586135322e-14,2.1509780662238754e-11,5.882774164732999e-21,1.0710579482273312e-16,4.514016374092208e-21,8.10682255812778e-13,3.1992235310881105e-12,1.54315682360807e-15,1.3031710760731423e-10,1.1276155043404976e-21,9.267369179008313e-14,7.681653126407829e-14,1.0208132590377919e-07,9.593475855784007e-18,1.2092564436569222e-12,1.0154228176889406e-11,4.2534025661931296e-14,1.7589067890029312e-22,7.358233555898175e-12,7.639947442590328e-16,3.620282391534004e-18,1.375167858091413e-20,1.2325059621291673e-16,3.6034942656482937e-17,1.139917967585601e-12,1.253134912810069e-18,6.221082339299072e-18,1.4536598472828832e-22,7.049509091069139e-25,3.5564954508727066e-19,1.3041900400846153e-18,9.459833091251617e-21
5.683068970702356e-09,0.7267346412211046,8.001560332342998e-10,2.6623044629140033e-12,1.6756712711703793e-11,1.092111133246983e-11,0.0,0.0,2.058439005235131e-08,4.4210397752966874e-13,2.529912498703748e-14,3.7466916881627016e-13,1.8618762643667554e-15,2.414596814477476e-26,2.3644408697812604e-18,2.549533049571981e-12,4.1969115115882487e-13,1.2549217643120115e-11,9.683990063620694e-23,1.3195382039525514e-21,7.639786783877631e-26,4.378425866458096e-25,1.0756473306488946e-11,4.0925896712800214e-26,1.130713823059869e-18,4.9675569333789043e-26,4.7925458940773397e-32,2.8565747330962325e-25,5.218236229890481e-28,1.4068631071785885e-28,8.864344943304323e-20,3.587408671571505e-31,2.395028955871313e-32,2.585572103438379e-31,3.76,0.0,0.5815745178022419,0.9990253195317962,1.2971471649378762e-13,4.2122877907274845e-16,0.00017067422079450578,0.00012971774630056936,3.2364145852017845e-05,8.589463985840218e-06,0.0009746598187202421,1.05125404268906e-09,1.4402397586956066e-16,4.927979339965386e-10,1.3046991751964796e-17,6.034223140887814e-11,7.600185915676464e-26,1.1955132545207301e-24,1.3455931114213907e-13,9.35429933038819e-26,1.0830658775734073e-15,6.645086907637422e-32,1.1464992441270432e-24,2.0703706441710557e-27,6.108632575868687e-26,6.4417038750215505e-25,4.04968019688267e-33,3.9128153360928624e-32,2.251141963321713e-22,4.520982752961152e-15,1.5679992607416844e-11,7.789784747415683e-16,1.51947114694094e-08,3.6193980349328807e-09,1.2743208500125554e-09,1.365100178637126e-12,6.661501534030309e-10,9.657158278463383e-11,2.0694397889072566e-10,4.4846405114308174e-12,4.901599587472847e-11,4.835829993959489e-13,1.3040087078165637e-10,3.65942048458232e-16,1.0443605800253237e-07,2.7989940022313083e-14,2.24500316986536e-11,6.389389494176263e-21,1.1507963445709284e-16,4.811493911610661e-21,8.354842026024775e-13,3.339190240198116e-12,1.624902095350611e-15,1.3244435819487256e-10,1.1936247203472003e-21,9.660862657656365e-14,8.090361451154596e-14,1.0428807075355113e-07,1.0256284597232655e-17,1.2437146711484387e-12,1.0373989238687395e-11,4.441634606624236e-14,1.857981233817426e-22,7.620389170279007e-12,7.912170172478917e-16,3.8455101856652894e-18,1.4723657169862604e-20,1.3180748183534732e-16,3.771380808017553e-17,1.1596433255197824e-12,1.3301025644837611e-18,6.6366576455212246e-18,1.5548787953935808e-22,7.508387542304276e-25,3.8125363392730684e-19,1.3708010957383351e-18,1.0103960543792806e-20
5.80337738678942e-09,0.7267351329977582,8.323628419067128e-10,2.81739242421837e-12,1.755975526690564e-11,1.1546015475796305e-11,0.0,0.0,2.1020175203687758e-08,4.610110561796756e-13,2.6899926662097393e-14,3.995582670171997e-13,2.003372162067645e-15,2.538288407306956e-26,2.4329878172178203e-18,2.644606677354648e-12,4.429014764092058e-13,1.3091995536189801e-11,1.0817297259004639e-22,1.4347574432580788e-21,8.420487619254889e-26,4.821511035128342e-25,1.0946669335524919e-11,4.614590026032548e-26,1.2142111288495933e-18,5.664684302725274e-26,5.316318303726282e-32,3.166107583068397e-25,5.925213588960732e-28,1.5962499388527648e-28,9.595914388991954e-20,4.13574144395733e-31,2.752874848263915e-32,2.9987287184805045e-31,3.76,0.0,0.5815709025974356,0.9990253189845199,1.387035554895204e-13,4.533064974693523e-16,0.0001742868126263546,0.0001326209747960221,3.305745179747499e-05,8.6054167361946e-06,0.0009746599273722484,1.0977354123007197e-09,1.5352575535060166e-16,4.939791501893859e-10,1.3359628494400101e-17,6.299835244061336e-11,8.585952381811003e-26,1.3277275922897791e-24,1.4055363066207021e-13,1.0577799949333554e-25,1.1125623949649642e-15,7.545385872772893e-32,1.2773236021233688e-24,2.3213401262907087e-27,6.86516450543356e-26,7.163594898983644e-25,4.595881138842251e-33,4.441995594870849e-32,2.4370119823018685e-22,4.622964437210893e-15,1.6405947341683998e-11,8.288456271052579e-16,1.5504521246023735e-08,3.675436218055078e-09,1.324972257750259e-09,1.4503715443762833e-12,6.932559841272608e-10,1.005774723405267e-10,2.1213432101801463e-10,4.61077814195137e-12,5.037442094616546e-11,5.088043829152275e-13,1.3577179266960843e-10,3.8064646352208505e-16,1.0664891670802293e-07,2.948623443162214e-14,2.341038676528332e-11,6.92774101279527e-21,1.234363272925604e-16,5.12048859451954e-21,8.603623761294024e-13,3.482125059937057e-12,1.7089401845340081e-15,1.3454756195811562e-10,1.2617599809069828e-21,1.0059895228671052e-13,8.510531605448287e-14,1.0649477296581625e-07,1.0946861860180281e-17,1.2780919794959473e-12,1.0593757007413577e-11,4.6339395172165854e-14,1.960026070516376e-22,7.885114255724489e-12,8.187061504500659e-16,4.079283650539025e-18,1.5739946577619123e-20,1.407467398138428e-16,3.943050272795787e-17,1.1791895268839586e-12,1.4101056742697808e-18,7.070419453247272e-18,1.6606565221914485e-22,7.986218880021679e-25,4.080262114245314e-19,1.4389132097819426e-18,1.0777041361031307e-20
5.923685802876483e-09,0.7267356247715904,8.651462200220014e-10,2.978046632035642e-12,1.838425690872011e-11,1.2194590861657451e-11,0.0,0.0,2.145596211110934e-08,4.803136475612899e-13,2.856408964477157e-14,4.254568742562229e-13,2.152105273067072e-15,2.665174446759893e-26,2.5017372981794058e-18,2.740732673418395e-12,4.669194497431854e-13,1.3646287773528268e-11,1.2056211237496766e-22,1.5573916584764125e-21,9.260222079814488e-26,5.297552988072855e-25,1.1134865397397092e-11,5.191059075303276e-26,1.3020464364049122e-18,6.442492801681988e-26,5.884618555871508e-32,3.5020111954404487e-25,6.711727820789092e-28,1.8067739330945616e-28,1.0372420925249928e-19,4.753399186075242e-31,3.1548310470268866e-32,3.467230010183984e-31,3.76,0.0,0.5815672874148046,0.9990253184662821,1.4811702864794807e-13,4.871405064456751e-16,0.00017789938305427742,0.00013552533847124292,3.3750814700804195e-05,8.62015380753454e-06,0.0009746600069222349,1.1452448866157805e-09,1.6343830125903284e-16,4.950709308930187e-10,1.3672426078273957e-17,6.571267115821602e-11,9.675381161367226e-26,1.4713148106600693e-24,1.4668203625701437e-13,1.1931047397684771e-25,1.1421291087193218e-15,8.544727727084811e-32,1.4199190963020569e-24,2.5965119800722673e-27,7.696401335403675e-26,7.948801967657934e-25,5.2018789613258764e-33,5.029279547946027e-32,2.633953995998369e-22,4.7249560369564674e-15,1.7149700918926857e-11,8.807933814215669e-16,1.5813854546812007e-08,3.730809615176142e-09,1.3764667577981051e-09,1.538993351667206e-12,7.208504715850037e-10,1.0465977188475055e-10,2.1735299332530325e-10,4.737169626104599e-12,5.173448289294072e-11,5.347114097103956e-13,1.4124432323292423e-10,3.956079868722372e-16,1.0886185175302857e-07,3.102410731799917e-14,2.439084529385834e-11,7.499099860127353e-21,1.321837391782993e-16,5.4411161581119036e-21,8.853105085097764e-13,3.6280248418494446e-12,1.7952794154265347e-15,1.3662699816989293e-10,1.3320318369353339e-21,1.0464297294416253e-13,8.942183916441651e-14,1.0870143255589168e-07,1.1665556502227032e-17,1.3123761361251526e-12,1.0813531503286598e-11,4.8303175199343014e-14,2.0650527435964199e-22,8.152334155666876e-12,8.464543901842533e-16,4.321716752738209e-18,1.6801474223176875e-20,1.5007621692519323e-16,4.11850021965101e-17,1.198558205052402e-12,1.4932077353884656e-18,7.522762305596046e-18,1.7710877335744903e-22,8.483395872984493e-25,4.359870216572698e-19,1.5085012630716175e-18,1.1479736500296266e-20
6.0439942189635465e-09,0.726736116542601,8.985036700423389e-10,3.1443455244513885e-12,1.9230357359998196e-11,1.2867256267809739e-11,0.0,0.0,2.1891750758076043e-08,5.000117298821631e-13,3.029260331328747e-14,4.52378172730845e-13,2.3082661998965005e-15,2.7952488486671397e-26,2.570677296605731e-18,2.8378753801973173e-12,4.917573126349096e-13,1.421209544271016e-11,1.3408157631381129e-22,1.687752907949661e-21,1.0161849282181092e-25,5.808091691152696e-25,1.1321071956695807e-11,5.826473766128264e-26,1.3943534429880876e-18,7.308418319484795e-26,6.500190606463644e-32,3.8659362902468795e-25,7.584980262810065e-28,2.0403292215798207e-28,1.1195729259701808e-19,5.447366806764566e-31,3.605223938678609e-32,3.9971122759367074e-31,3.76,0.0,0.5815636722543484,0.999025317969356,1.5796627718049674e-13,5.227913173295242e-16,0.00018151193207851686,0.0001384307495457858,3.444422996404188e-05,8.633767572154315e-06,0.0009746600650967037,1.193782846589941e-09,1.7377029442102938e-16,4.960800716935323e-10,1.398537213075047e-17,6.8485205227291e-11,1.0876913600835093e-25,1.626982030954642e-24,1.52944628981028e-13,1.342469391933437e-25,1.171763854459579e-15,9.65156655354046e-32,1.5750713240313564e-24,2.8976386344096998e-27,8.607898176814852e-26,8.801388864970316e-25,5.872750783188557e-33,5.679616338659461e-32,2.8423933201290543e-22,4.826956810945734e-15,1.7911312525554502e-11,9.34863576438373e-16,1.6122712133295877e-08,3.785527724917279e-09,1.4287972772273956e-09,1.6310206304360509e-12,7.489309979251373e-10,1.0881811355027749e-10,2.22599639393001e-10,4.8637979543127525e-12,5.3095992083620356e-11,5.613046280352937e-13,1.4681813975933072e-10,4.1082519365907494e-16,1.1107486281513198e-07,3.2603504127248024e-14,2.5391406716259547e-11,8.104760583758178e-21,1.413296191406686e-16,5.773488407636662e-21,9.103226722872424e-13,3.7768863586349e-12,1.8839280170677435e-15,1.3868294285269664e-10,1.4044503955908644e-21,1.0873901462271664e-13,9.385337144925474e-14,1.1090804953867612e-07,1.2412704539660327e-17,1.3465556211105394e-12,1.1033312746550415e-11,5.030768809427992e-14,2.173072503784345e-22,8.421976376664324e-12,8.744542074270697e-16,4.572921340841635e-18,1.7909163540271077e-20,1.5980372898030567e-16,4.2977283293864853e-17,1.2177509785276273e-12,1.5794730233033712e-18,7.994080979963606e-18,1.8862667342236987e-22,9.000315662668232e-25,4.651551890158446e-19,1.5795396852266603e-18,1.2212708005093932e-20
6.16430263505061e-09,0.7267366083107896,9.324327343581984e-10,3.3163669553025648e-12,2.0098194304325216e-11,1.3564428655128375e-11,0.0,0.0,2.2327541128301966e-08,5.201052813357678e-13,3.2086443852778835e-14,4.803349286947956e-13,2.472045507534826e-15,2.928505110478457e-26,2.639796464762287e-18,2.9359996925043093e-12,5.174272382973601e-13,1.4789419552309715e-11,1.4880920795528085e-22,1.8261595536773828e-21,1.1128279712779557e-25,6.354690146903423e-25,1.1505300334432277e-11,6.525584009678045e-26,1.4912671112110222e-18,8.27041383800815e-26,7.165885324131784e-32,4.259599555518504e-25,8.552672391041681e-28,2.2989396300154745e-28,1.2067745959930894e-19,6.225157011137581e-31,4.108699081341942e-32,4.5949248097507984e-31,3.76,0.0,0.5815600571160665,0.9990253174880476,1.682625114824723e-13,5.603203483643118e-16,0.00018512445969928937,0.00014133712690914048,3.513769333863504e-05,8.64634338352934e-06,0.0009746601075895543,1.243349643763293e-09,1.8453040583465698e-16,4.970128518448127e-10,1.4298455208820406e-17,7.13159709288994e-11,1.2199483364469636e-25,1.7954638045879064e-24,1.59341505994402e-13,1.507001761312433e-25,1.2014646402594309e-15,1.087487479736272e-31,1.7436006359689136e-24,3.226558205992965e-27,9.605490290588763e-26,9.725587230958326e-25,6.6138831916197e-33,6.398257850867427e-32,3.0627640527685417e-22,4.928966059366387e-15,1.8690839583315643e-11,9.910979923180723e-16,1.6431094768202357e-08,3.8395999114256264e-09,1.4819568366801434e-09,1.72650794821775e-12,7.774949766824335e-10,1.130521287093591e-10,2.2787390614316744e-10,4.990647406831754e-12,5.445877336502611e-11,5.885844929234493e-13,1.5249292359714923e-10,4.262966927536323e-16,1.1328794957505228e-07,3.4224358010999406e-14,2.641207046451417e-11,8.74604113166301e-21,1.5088159929721144e-16,6.117713392297083e-21,9.353932621351778e-13,3.9287063061577466e-12,1.9748941378489054e-15,1.4071566881647805e-10,1.4790253450203052e-21,1.1288542595248322e-13,9.840008604643859e-14,1.1311462392866225e-07,1.3188629511244392e-17,1.3806195954124402e-12,1.1253100757473942e-11,5.2352935549670246e-14,2.284096432787141e-22,8.693970525725568e-12,9.026982913037143e-16,4.8330071781629374e-18,1.906393404847619e-20,1.699370612066768e-16,4.480732399320914e-17,1.236769451075883e-12,1.6689666121131947e-18,8.484770486752185e-18,2.0062874345427934e-22,9.537379895022126e-25,4.955492163688752e-19,1.652002511654789e-18,1.2976619000692327e-20
6.284611051137673e-09,0.7267371000761563,9.669309937161883e-10,3.494188209295267e-12,2.0987903441285255e-11,1.4286523196247902e-11,0.0,0.0,2.276333320575304e-08,5.405942801016275e-13,3.3946574449266845e-14,5.093394981867926e-13,2.6436336979559897e-15,3.0649363515568223e-26,2.709084077327194e-18,3.03507106033756e-12,5.43941331730689e-13,1.5378261037255643e-11,1.6482653492545842e-22,1.97293624711327e-21,1.2162473273683859e-25,6.938933119376888e-25,1.1687562623151427e-11,7.293423729933263e-26,1.5929236403184273e-18,9.336974126150534e-26,7.884662275461047e-32,4.684784666417872e-25,9.623030323335052e-28,2.5847648937672923e-28,1.299041958034712e-19,7.094836880541338e-31,4.6702372579955235e-32,5.267761454769521e-31,3.76,0.0,0.5815564419999586,0.9990253170181497,1.7901701013407333e-13,5.99789919610464e-16,0.00018873696591678742,0.00014424439561389255,3.583120089888955e-05,8.657960109667046e-06,0.000974660138607723,1.2939456024955744e-09,1.9572729642886762e-16,4.978750734967984e-10,1.4611664730856588e-17,7.420498326416805e-11,1.3652533901870753e-25,1.977522531791246e-24,1.6587276085704697e-13,1.6878944732130912e-25,1.2312296323700393e-15,1.22241627097602e-31,1.9263629065333125e-24,3.585196678171681e-27,1.06953004955208e-25,1.0725799709587457e-24,7.430983770144983e-33,7.19077003315608e-32,3.2955091837448205e-22,5.030983124010513e-15,1.9488337803582163e-11,1.0495383510610384e-15,1.673900321577818e-08,3.893035406307701e-09,1.535938549070164e-09,1.8255094162676942e-12,8.065398523458525e-10,1.1736144816358495e-10,2.331754440177123e-10,5.117703455956235e-12,5.582266496198126e-11,6.165513733328856e-13,1.5826836003841377e-10,4.4202112632463992e-16,1.1550111171660353e-07,3.5886590554735156e-14,2.7452835970791925e-11,9.424282851354369e-21,1.6084719492581434e-16,6.4738955707949016e-21,9.605169775448166e-13,4.083481305375999e-12,2.0681858589571915e-15,1.427254456960253e-10,1.5557659773726157e-21,1.1708057854901904e-13,1.0306214272554236e-13,1.1532115573994825e-07,1.3993642841687078e-17,1.4145578704357567e-12,1.147289555635073e-11,5.4438919022459556e-14,2.398135466019104e-22,8.96824824945106e-12,9.311795427672915e-16,5.102081975001742e-18,2.026670142272289e-20,1.8048396861902232e-16,4.667510338913303e-17,1.255615211861405e-12,1.7617543904574963e-18,8.995226068223786e-18,2.1312433574745073e-22,1.0094994846727244e-24,5.271869841544209e-19,1.725863437247821e-18,1.3772133691112157e-20
6.404919467224737e-09,0.7267375918387008,1.0019960657491465e-09,3.677886016233656e-12,2.1899618540071562e-11,1.5033953303094673e-11,0.0,0.0,2.3199126974644577e-08,5.614787043455461e-13,3.587394548595957e-14,5.394038328554794e-13,2.823221186674503e-15,3.204535350507507e-26,2.7785299889043716e-18,3.1350554907090468e-12,5.713116298036523e-13,1.5978620763855543e-11,1.8221886635903108e-22,2.1284139150115177e-21,1.326743730830674e-25,7.562425853221237e-25,1.1867871608748775e-11,8.135322135928594e-26,1.6994604377945396e-18,1.0517161092402184e-25,8.659591497869107e-32,5.143343278782946e-25,1.0804830025193426e-27,2.9001070437807827e-28,1.3965740783480053e-19,8.065055088798294e-31,5.295170975701255e-32,6.023293363286026e-31,3.76,0.0,0.5815528269060242,0.999025316556583,1.9024111892955496e-13,6.412632478517869e-16,0.00019234945073118135,0.00014715248640745373,3.6524749017438986e-05,8.668690625870085e-06,0.0009746601612309643,1.3455710220313152e-09,2.0736961684233325e-16,4.986720979436693e-10,1.4924990912964653e-17,7.715225605108282e-11,1.5246036125086608e-25,2.1739488757323495e-24,1.7253848380016635e-13,1.8864072244584125e-25,1.261057142214015e-15,1.3709498043967894e-31,2.124250303959572e-24,3.975570080706026e-27,1.1883746581378008e-25,1.1806603082689831e-24,8.330092774662674e-33,8.063044369383084e-32,3.541080706175282e-22,5.1330073877563595e-15,2.0303861239880345e-11,1.1102263170044606e-15,1.7046438242071782e-08,3.945843310533547e-09,1.5907356183021944e-09,1.928078695588509e-12,8.36063099933341e-10,1.2174570231932972e-10,2.385039071340661e-10,5.244952675665514e-12,5.718751746078614e-11,6.452055587470183e-13,1.6414413820845607e-10,4.579971694217193e-16,1.1771434892665419e-07,3.7590112471468986e-14,2.8513702667401276e-11,1.0140850495754882e-20,1.7123380467484142e-16,6.842135968684288e-21,9.856888064461997e-13,4.241207904194826e-12,2.1638112067833374e-15,1.447125399879065e-10,1.634681210210381e-21,1.213228673722226e-13,1.0783968890719262e-13,1.1752764498624952e-07,1.4828044203597436e-17,1.448360878856743e-12,1.1692697163498597e-11,5.656563975089264e-14,2.515200413494411e-22,9.24474317493802e-12,9.598910684613277e-16,5.380251420433211e-18,2.151837756112009e-20,1.9145217637865684e-16,4.8580601656251713e-17,1.2742898355794477e-12,1.8579030769812002e-18,9.525843197462674e-18,2.261227645177995e-22,1.067357154642138e-24,5.6008575033487765e-19,1.8010958668969848e-18,1.4599917357623432e-20
6.645536299398863e-09,0.726738575355322,1.0738172948630825e-09,4.063215511358183e-12,2.3789592354454e-11,1.6606465213645947e-11,0.0,0.0,2.4070719524841245e-08,6.044337418635575e-13,3.9934147592480853e-14,6.027576180152935e-13,3.207155165178773e-15,3.4932062311464784e-26,2.9178588016285668e-18,3.3376303549240604e-12,6.2866864745379e-13,1.721389809133964e-11,2.214892767319534e-22,2.4668271733861607e-21,1.5701931385451773e-25,8.93367627346289e-25,1.2222683869299338e-11,1.0064158045890371e-25,1.9277303417859994e-18,1.325765689055273e-25,1.0390749781604399e-31,6.168333247191878e-25,1.3540765886758812e-27,3.629301566324651e-28,1.6082499804961994e-19,1.034477844419375e-30,6.758417005393211e-32,7.816222502322725e-31,3.76,0.0,0.5815455967846747,0.9990253156502271,2.141438806328361e-13,7.304784955899582e-16,0.00019957435615123968,0.00015297088324613868,3.791195378174724e-05,8.687757174452782e-06,0.0009746601895080238,1.4519113258465236e-09,2.3202509707351477e-16,5.00089987976393e-10,1.5551957770767335e-17,8.322163284959391e-11,1.8897024614064362e-25,2.613210823310255e-24,1.8627367965213013e-13,2.3416807707465305e-25,1.3208936191181137e-15,1.7131490038686267e-31,2.5691552369096883e-24,4.8600491109102946e-27,1.4583736921830466e-25,1.422917900259222e-24,1.0400231889012749e-32,1.0072143308309924e-31,4.0725566033098126e-22,5.337075243270383e-15,2.19891919845831e-11,1.2385114431596794e-15,1.765989110543129e-08,4.04961210886504e-09,1.7027490903508325e-09,2.14413311614998e-12,8.965347611068906e-10,1.3073753531194104e-10,2.492402446828366e-10,5.499981952906292e-12,5.991956393587391e-11,7.045766400880731e-13,1.761954947961387e-10,4.906989463538854e-16,1.2214104731476154e-07,4.112061676645631e-14,3.0695737361522e-11,1.1694539696136018e-20,1.9329908041790362e-16,7.615179228396614e-21,1.0361581086462271e-12,4.565501737448852e-12,2.3620946799020144e-15,1.4861973132139876e-10,1.799069389341344e-21,1.299425518229291e-13,1.1774178311132978e-13,1.2194049583691023e-07,1.6586153094916353e-17,1.5155257693997418e-12,1.2132320883997982e-11,6.094129692714398e-14,2.758450774281026e-22,9.804128703759452e-12,1.017978362430834e-15,5.96428709367622e-18,2.4172085233121193e-20,2.1468324637383006e-16,5.250468067618521e-17,1.311131899035721e-12,2.0605542882052062e-18,1.0649145140421416e-17,2.5366520185485286e-22,1.18952787490589e-24,6.297322045890834e-19,1.9555676824350593e-18,1.6354958134767252e-20
6.862091448355576e-09,0.726739460510627,1.1403717089952347e-09,4.430868717592997e-12,2.5567133430569243e-11,1.811248578270212e-11,0.0,0.0,2.4855158451405345e-08,6.444454114512819e-13,4.38275709414851e-14,6.635122508940344e-13,3.581961096939401e-15,3.76376550192864e-26,3.043704883474639e-18,3.5227408092445443e-12,6.833375466588436e-13,1.8365047518005765e-11,2.6247188460440925e-22,2.8046042818430405e-21,1.8166081447947477e-25,1.0318513562052065e-24,1.2535474648794046e-11,1.2113311012530526e-25,2.1512659981620014e-18,1.6216162300169171e-25,1.2173955428076108e-31,7.224962895518515e-25,1.6484469791731192e-27,4.412767540580074e-28,1.818847410393286e-19,1.2840040365231622e-30,8.353457827100523e-32,9.802683606551252e-31,3.76,0.0,0.5815390897512895,0.9990253148461884,2.3737759725514283e-13,8.182774385173761e-16,0.00020607669783199883,0.00015820965921321389,3.91605457331339e-05,8.702509968890642e-06,0.0009746602030560468,1.5511409073645196e-09,2.558249649760278e-16,5.011890019670264e-10,1.6116543101246924e-17,8.888344013201124e-11,2.277472355488571e-25,3.0662088131523773e-24,1.9909608228871288e-13,2.825779269674895e-25,1.3749458937586384e-15,2.0789689896180855e-31,3.0310181362333688e-24,5.786759257433817e-27,1.742174788115115e-25,1.6734707870911757e-24,1.261165422445156e-32,1.2219301263600485e-31,4.599473964172966e-22,5.5207555451224275e-15,2.356814597604571e-11,1.3620716907868645e-15,1.821038731188982e-08,4.140946359228296e-09,1.8062833758844649e-09,2.3513133260147813e-12,9.525705679170263e-10,1.3908275128576463e-10,2.5899164253496283e-10,5.7300539975182446e-12,6.238041455638628e-11,7.603626789361261e-13,1.873818406563707e-10,5.209784170952367e-16,1.2612532951812667e-07,4.443818463028302e-14,3.272830896480341e-11,1.3238105641979298e-20,2.1466954661291004e-16,8.353105584751182e-21,1.0817001236311641e-12,4.8674245924664474e-12,2.5486105948602175e-15,1.5206123959371764e-10,1.954538350779124e-21,1.378458591061594e-13,1.2704989983408707e-13,1.2591191616039562e-07,1.8271736480592826e-17,1.5754273371201488e-12,1.2528005721046783e-11,6.501871828936697e-14,2.9878312521445644e-22,1.0314531214271043e-11,1.0709793152249415e-15,6.5220428851482496e-18,2.6736763249875102e-20,2.3710895625206357e-16,5.616517222529393e-17,1.3437199731083929e-12,2.2551215239991967e-18,1.1733041463009554e-17,2.8026577958564433e-22,1.3070729176989042e-24,6.968870581425429e-19,2.0990117357511855e-18,1.8051550915842268e-20
