Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822)
3.74742297767614e-08,0.8525479186471524,1.0526558257171246e-06,2.1299451380099294e-08,3.019423654713611e-08,1.6928247603550582e-07,0.0,0.0,9.173601189506364e-07,3.988037874014925e-10,2.7624083344203103e-10,1.198334794188851e-10,7.392465511564442e-11,5.6283785201475104e-21,8.475586443414307e-15,2.3728263799253817e-09,1.1165289642357556e-08,1.2329403443542417e-08,8.628917822457088e-22,4.02947016945592e-14,7.667614819124575e-19,3.584865008583514e-18,1.2763721507703784e-09,5.468294688494026e-18,2.2090066868076743e-13,2.492817215135567e-22,2.6187552463086635e-23,2.6970413481520177e-17,1.1501617946019377e-18,6.676088415602434e-19,8.169017563836214e-14,8.351369229020015e-22,9.934350656402254e-23,8.51089704334933e-22,3.76,0.0,0.7601994064267239,0.9978320938857942,2.137064977363586e-09,1.9675009720169126e-10,0.011591945280528494,0.009345715082210984,0.002152094735340839,7.739017025227055e-05,0.0021669197025819213,8.234589495564362e-06,6.612584177603525e-11,2.0713090420132548e-08,1.3354401612683799e-15,5.5025454380539746e-08,9.067176916472949e-17,5.107398438076919e-16,4.747729131521335e-10,1.4290723835282988e-16,2.062709069868074e-12,6.564240708829848e-23,8.639224534518244e-16,1.303504647722327e-18,3.53186978039453e-17,1.6379835335500674e-16,4.116068015677918e-24,3.4597822180231845e-23,9.74099816219017e-19,1.3543590206541315e-12,1.3634216787021557e-08,2.1839097838779437e-11,7.041252676659257e-07,6.648646922705414e-08,4.615443630658869e-07,8.247804723336194e-09,5.760849072795745e-07,1.3702910463218908e-07,5.082603020042132e-08,2.4670008845908467e-09,1.4151642681563147e-08,7.14018469855345e-10,1.6835473851493298e-07,7.307825715874409e-13,5.228479398982478e-06,7.253110099746033e-12,2.089911428769948e-08,1.8896849720729905e-13,2.2083551112111327e-13,8.138451095360489e-18,1.7379864609068483e-11,5.754110007724575e-09,4.237425138755333e-11,9.54028391251831e-09,1.6418936972825738e-18,3.93064427491323e-14,2.4615469189812725e-10,5.053753083517248e-06,2.320177368466992e-14,9.954695178111608e-12,1.4033380914842606e-09,1.4913195061193667e-10,3.446983171467105e-18,1.8341500335873842e-10,5.53646344793399e-14,4.5416675375716176e-14,1.5460856243090167e-15,2.4959633381415065e-12,2.0518375348560784e-13
3.8269782662748755e-08,0.8525855284189884,1.0956802595358229e-06,2.2534307758246812e-08,3.2070471358016484e-08,1.7996686388789918e-07,0.0,0.0,9.36698276722865e-07,4.156554852768996e-10,2.933221871712588e-10,1.2617366904110295e-10,7.870096935892087e-11,6.285595410669219e-21,9.021061350678962e-15,2.436970176579366e-09,1.1723938679435129e-08,1.2859672689605528e-08,9.533420460338164e-22,4.3737112535205074e-14,8.330076344548792e-19,3.8696038943156884e-18,1.282250377710934e-09,6.23188052352926e-18,2.3393786859439144e-13,2.7969973194812475e-22,2.9682155806235487e-23,2.974237470242973e-17,1.2976005682931412e-18,7.491859585509198e-19,8.988768076995376e-14,9.37258133992551e-22,1.1311671564389034e-22,9.728195412738847e-22,3.76,0.0,0.7599552121417049,0.9978320711374493,2.3167510985932183e-09,2.1127340233444745e-10,0.011836319772862822,0.009543808737962818,0.0021976795608015477,7.736856028810387e-05,0.002166919647978149,8.589532092837766e-06,7.012997458290311e-11,2.0714814992675932e-08,1.363977024584459e-15,5.739188173272309e-08,1.0184795392590275e-16,5.658651357948678e-16,4.95598036260654e-10,1.604386730027057e-16,2.1161114433434603e-12,7.380208475963032e-23,9.584054950616672e-16,1.4474528396434612e-18,3.923043305689528e-17,1.8026671665268006e-16,4.6274761785983385e-24,3.8898159152015873e-23,1.118197668437502e-18,1.383219925523818e-12,1.4222784874255183e-08,2.3515601896624244e-11,7.200507045252643e-07,6.817196742893064e-08,4.799036345173571e-07,8.746933316102855e-09,6.005935811610788e-07,1.406777043034518e-07,5.1967960487142955e-08,2.55896489468056e-09,1.4470124495512591e-08,7.438368885663023e-10,1.7576698902352253e-07,7.7965968894002e-13,5.342103424703071e-06,7.552863867502673e-12,2.1789016360882658e-08,2.0914766139372962e-13,2.3082607976314486e-13,8.495402611515873e-18,1.778448014188657e-11,5.9173929155641755e-09,4.5377584753001696e-11,9.566843713064721e-09,1.7123441623474418e-18,4.1112495393055695e-14,2.5920659039702445e-10,5.1597336808208835e-06,2.4465886454094718e-14,1.0210347965023991e-11,1.4332504581869175e-09,1.5550874981503813e-10,3.692319429185996e-18,1.8746955078228933e-10,5.65885513638294e-14,4.764704921609132e-14,1.6555650370556655e-15,2.6567217704028365e-12,2.1571997447936591e-13
3.906533554873611e-08,0.8526231274996732,1.1394828287257734e-06,2.3811521298045855e-08,3.402175927203803e-08,1.910805432917327e-07,0.0,0.0,9.560318859970401e-07,4.3284521782920574e-10,3.1107483428452116e-10,1.326836473048487e-10,8.367545029091134e-11,7.009911397080355e-21,9.596179060530086e-15,2.5009459526826146e-09,1.2296715683337525e-08,1.3401070515877573e-08,1.051791326989582e-21,4.739122866244967e-14,9.031565583419316e-19,4.1684769011832234e-18,1.287893718042698e-09,7.08240875116164e-18,2.473886188103414e-13,3.13177242670053e-22,3.357495741061904e-23,3.2724874503762976e-17,1.4599662172328678e-18,8.384596437312324e-19,9.87117181025193e-14,1.0491321648889401e-21,1.284280199897241e-22,1.1087219461064347e-21,3.76,0.0,0.7597110950604974,0.9978320482912527,2.5074958998254788e-09,2.2650971651860967e-10,0.012080623339212282,0.009741827509821738,0.0022432533695559732,7.734695696251101e-05,0.002166919593165332,8.951928195272431e-06,7.428001491955096e-11,2.071653859103829e-08,1.3925005768569316e-15,5.98076759844314e-08,1.1411531948867885e-16,6.25604163643252e-16,5.168826590368126e-10,1.7967058120818304e-16,2.1698574620993925e-12,8.276505641279504e-23,1.060873709107836e-15,1.6036843118558358e-18,4.347693161227324e-17,1.97996000936779e-16,5.189206980422996e-24,4.362181613413609e-23,1.2798349070691335e-18,1.4120713108149683e-12,1.4823738765968773e-08,2.5297213719206426e-11,7.360447629119283e-07,6.988593422262697e-08,4.986302332853911e-07,9.265497769829388e-09,6.256678946023429e-07,1.4432918511551632e-07,5.310944358135619e-08,2.6537319041806046e-09,1.4790389077806e-08,7.742290515234752e-10,1.8335608578951063e-07,8.31251709922675e-13,5.4558531198859164e-06,7.85880273257218e-12,2.2697186610830598e-08,2.3106025040726535e-13,2.4102379769904777e-13,8.859534843308935e-18,1.819077907574674e-11,6.081113659414003e-09,4.8555112586270367e-11,9.592613181798472e-09,1.784182662598767e-18,4.296222119801042e-14,2.7276113464502964e-10,5.265660457805195e-06,2.5779113953919445e-14,1.0470461122322792e-11,1.4631771188537772e-09,1.6201715492191407e-10,3.951935342368182e-18,1.9152167896315277e-10,5.781173852912492e-14,4.993767531016749e-14,1.7702809757130325e-15,2.8242375449161103e-12,2.265907715999143e-13
3.986088843472347e-08,0.8526607158934212,1.1840585865000818e-06,2.5131491875096988e-08,3.604945486878171e-08,2.026310295027796e-07,0.0,0.0,9.753610110814316e-07,4.50372364880815e-10,3.2951169478564766e-10,1.3936301214810742e-10,8.88521200918235e-11,7.807009626734958e-21,1.0201881371816006e-14,2.564740234522914e-09,1.2883613803056716e-08,1.3953594717731566e-08,1.1588777832440118e-21,5.1265132202076886e-14,9.773303410818324e-19,4.481714605115738e-18,1.2933168072173364e-09,8.027608978430228e-18,2.6125366327545165e-13,3.499599281442291e-22,3.79033403724797e-23,3.592827204992221e-17,1.6383775094771121e-18,9.359432302520906e-19,1.0819538921434305e-13,1.1714401083631635e-21,1.4540907810593197e-22,1.2600850798829367e-21,3.76,0.0,0.7594670551502753,0.9978320253460392,2.709739430730206e-09,2.424764890131287e-10,0.012324856002003958,0.009939771421797944,0.002288816164828195,7.732536027252132e-05,0.0021669195381409305,9.321775442623066e-06,7.857768002031374e-11,2.071826121530454e-08,1.4210108243713386e-15,6.227280878656212e-08,1.2755322473512406e-16,6.902355723984029e-16,5.386275333097555e-10,2.0072544808563024e-16,2.2239470171846804e-12,9.25902164861309e-23,1.1718106001865326e-15,1.7729499164664416e-18,4.807871574177203e-17,2.170538589877673e-16,5.804948093775057e-24,4.879982675010253e-23,1.460702099003154e-18,1.4409131809044475e-12,1.5437074981285084e-08,2.7189343129805906e-11,7.521082593649192e-07,7.16283197566348e-08,5.177255193165091e-07,9.803870941992328e-09,6.513121006008254e-07,1.4798333143236402e-07,5.4250457931207074e-08,2.7513881657249088e-09,1.511254961269781e-08,8.05195792803941e-10,1.9112324426453738e-07,8.856794497400696e-13,5.569729700944967e-06,8.170949079709451e-12,2.3623608149662534e-08,2.5481994391652784e-13,2.514285727961255e-13,9.230849240628327e-18,1.8598784596009305e-11,6.245261368781043e-09,5.1914873026864965e-11,9.617676606139159e-09,1.8574101408175614e-18,4.48559617957807e-14,2.8683503948515456e-10,5.371533447600205e-06,2.7143089118537456e-14,1.0735027457103094e-11,1.4931187807726027e-09,1.6865705134613047e-10,4.2264931142143866e-18,1.9557138962884276e-10,5.903419651043905e-14,5.2289065512954754e-14,1.8903722411290445e-15,2.998652600642874e-12,2.3780110393177785e-13
4.145199420669817e-08,0.8527358606369442,1.2755101192342888e-06,2.790123938466626e-08,4.0339439642477395e-08,2.2707221359753078e-07,0.0,0.0,1.0140060642990983e-06,4.864364320804402e-10,3.6849031221695e-10,1.5322812981010915e-10,9.982825001138724e-11,9.644055580886388e-21,1.1508781796692175e-14,2.691735625770462e-09,1.4099742337371543e-08,1.509201359428932e-08,1.4017683754149013e-21,5.970522679458379e-14,1.1382428970529622e-18,5.152152392536022e-18,1.3035559724860703e-09,1.0235460361209522e-17,2.9022910436928513e-13,4.344991094034825e-22,4.8029953565597585e-23,4.3040311156410835e-17,2.04808783229475e-18,1.1576923079200396e-18,1.292787905321135e-13,1.4502382990831747e-21,1.8494714520462676e-22,1.6147783852087983e-21,3.76,0.0,0.7589792067117112,0.9978319791539325,3.150523042040724e-09,2.766710736221087e-10,0.012813108706605887,0.010335434761976082,0.0023799087277579646,7.728218678753295e-05,0.0021669194274472918,1.0083813933272726e-05,8.762256669576856e-11,2.0721703541904105e-08,1.4779914302294523e-15,6.735097684761062e-08,1.5827730934774197e-16,8.353430325481184e-16,5.835010380927897e-10,2.488231916030048e-16,2.3331563200532455e-12,1.1507705205718605e-22,1.4211149155212977e-15,2.153728758392343e-18,5.843411725066296e-17,2.5943666951825314e-16,7.214111408733138e-24,6.065061605419236e-23,1.8875011206864263e-18,1.498568392932465e-12,1.6700880520199322e-08,3.132782994359312e-11,7.844465699406172e-07,7.51981345292159e-08,5.570275736400637e-07,1.0941539584128042e-08,7.043272829206946e-07,1.5529889402848784e-07,5.6531008061137205e-08,2.955716658280008e-09,1.5763022140616033e-08,8.68857760449033e-10,2.0719663954701823e-07,1.0035445674753054e-12,5.7978684223706e-06,8.81395362520913e-12,2.553113774207877e-08,3.083611416644831e-13,2.728594139296646e-13,9.995047574286086e-18,1.9420000879404004e-11,6.5748023682147446e-09,5.921443762215082e-11,9.665987256148128e-09,2.008039178914671e-18,4.8776932474114345e-14,3.1661032077518945e-10,5.583118198687423e-06,3.0030075238869516e-14,1.1277487998561965e-11,1.553049995982405e-09,1.8233086037097632e-10,4.823182078077987e-18,2.0366356534544345e-10,6.147692706879922e-14,5.717620790761688e-14,2.1472417675650844e-15,3.3687499423966093e-12,2.6126028247449135e-13
4.288398940147541e-08,0.8528034543990038,1.3604121648694783e-06,3.0543992853883197e-08,4.447513251995207e-08,2.5063745256520756e-07,0.0,0.0,1.0487719148322628e-06,5.200418706379198e-10,4.060431139452841e-10,1.6628136441144357e-10,1.1043917788069334e-10,1.1610695113945241e-20,1.2798930332733824e-14,2.8052961301205568e-09,1.52424697114118e-08,1.61546213605577e-08,1.6573876839062642e-21,6.813649174990868e-14,1.2980627563770448e-18,5.806766506511594e-18,1.3121458405717135e-09,1.2634370068943128e-17,3.1772937679415984e-13,5.246689621128148e-22,5.906553649999374e-23,5.030507489570736e-17,2.484069567204342e-18,1.3909005435080116e-18,1.5086133759478078e-13,1.7443212620273556e-21,2.2772989341066434e-22,2.001610820329469e-21,3.76,0.0,0.7585404067134006,0.9978319372308442,3.591132466950272e-09,3.101188664667926e-10,0.013252293875494611,0.010691275987543812,0.002461854400380674,7.72433533154041e-05,0.0021669193270742234,1.0795107821405673e-05,9.628431248536762e-11,2.0724798305405872e-08,1.529228536130372e-15,7.208978237582458e-08,1.9080802596173151e-16,9.856855503855308e-16,6.254687721562379e-10,2.9969540819270533e-16,2.432618572708275e-12,1.389142961595449e-22,1.6796755477071684e-15,2.549124244325196e-18,6.919097650215646e-17,3.028479332776571e-16,8.707796951903744e-24,7.321293652849915e-23,2.3569163120511774e-18,1.5504255854677747e-12,1.7880618382250038e-08,3.5488988980513334e-11,8.137956682229968e-07,7.850761022959464e-08,5.936738861263937e-07,1.2036946917529031e-08,7.540329585661883e-07,1.6189037955613656e-07,5.8581737562103234e-08,3.1503716774533853e-09,1.6356111563435212e-08,9.281327821700964e-10,2.222839846836892e-07,1.120612860784802e-12,6.0036395671306435e-06,9.414111096865725e-12,2.731016518305189e-08,3.6411261270572583e-13,2.9285639364751105e-13,1.0707474687279279e-17,2.016513559790177e-11,6.872772187357058e-09,6.649281670363408e-11,9.707760426523101e-09,2.148378989820733e-18,5.246008918480805e-14,3.4536234465225455e-10,5.773360857103667e-06,3.2819372000550794e-14,1.1780849320908044e-11,1.6070467292463149e-09,1.9508584160292545e-10,5.418352890624749e-18,2.1093827299931616e-10,6.367289615801582e-14,6.17876727983795e-14,2.398224253946674e-15,3.726863750456234e-12,2.8358479584664424e-13
4.422817731262883e-08,0.8528668719902758,1.4423201274493802e-06,3.315585096579668e-08,4.860111406759912e-08,2.7414880363229554e-07,0.0,0.0,1.0813936582244917e-06,5.525727880513899e-10,4.434967740876117e-10,1.790266973689856e-10,1.2105321045257584e-10,1.37661192502632e-20,1.4113129469304879e-14,2.9112085817846606e-09,1.6356635778061905e-08,1.7184843946444725e-08,1.934000477316035e-21,7.681703162206479e-14,1.4616811870655032e-18,6.4663887605933005e-18,1.3197287028561926e-09,1.5295358351159317e-17,3.447714496719782e-13,6.23151448008835e-22,7.135036631153249e-23,5.793008604035831e-17,2.9586481485032737e-18,1.6420371947282647e-18,1.7356890873329883e-13,2.0620104922613616e-21,2.750019342367206e-22,2.432102749953422e-21,3.76,0.0,0.7581287401629127,0.9978318975703989,4.0451299892115275e-09,3.439130633922563e-10,0.01366434031122259,0.011025077333158216,0.0025387428927975972,7.720692056077204e-05,0.0021669192321970127,1.148471997263969e-05,1.0487276535698909e-10,2.0727700433382673e-08,1.5772847423367916e-15,7.668307096786527e-08,2.260707330754802e-16,1.1455863527340326e-15,6.662304954709871e-10,3.547875136620354e-16,2.526993384693453e-12,1.6477947538754114e-22,1.954890742596597e-15,2.970424863886455e-18,8.065619922662911e-17,3.4855326347408763e-16,1.0328461012325718e-23,8.684384907965356e-23,2.8832584173434002e-18,1.5990750007859755e-12,1.902447267564925e-08,3.980541726609426e-11,8.415592586054407e-07,8.169714385428852e-08,6.291789323788708e-07,1.3128857796001856e-08,8.024311795565997e-07,1.6808351317220293e-07,6.050513717288703e-08,3.342844921534083e-09,1.6920101802976283e-08,9.85490521686109e-10,2.369884530577947e-07,1.2407200594086764e-12,6.197184635201118e-06,9.99608057120966e-12,2.903367681388948e-08,4.2370388325257783e-13,3.122403771791917e-13,1.1397554247018737e-17,2.086988002800429e-11,7.153637408622559e-09,7.398482812292122e-11,9.745812743512162e-09,2.2842495155022664e-18,5.6052616548170186e-14,3.7413796101000317e-10,5.951780089944845e-06,3.561231804798548e-14,1.2266352697021578e-11,1.6577871206791454e-09,2.074447542726313e-10,6.031192382067796e-18,2.1775980648051732e-10,6.573207037700163e-14,6.630286857876366e-14,2.651660767078403e-15,4.0853650626681454e-12,3.0561160925669956e-13
4.5572365223782247e-08,0.8529302591499329,1.5263471843173023e-06,3.5896318718246837e-08,5.2969644746583326e-08,2.99042696969253e-07,0.0,0.0,1.1140037692486993e-06,5.860556230013906e-10,4.831518260159902e-10,1.9224616236186182e-10,1.3232109541472673e-10,1.6260607646090815e-20,1.5531678548474495e-14,3.016418226976935e-09,1.7510948351792937e-08,1.8246792169386497e-08,2.2510751461169785e-21,8.628292235168177e-14,1.6390849918002732e-18,7.170549581131123e-18,1.3268939527733924e-09,1.8407341938389554e-17,3.7300394972566183e-13,7.367513373930899e-22,8.577551914338482e-23,6.63929212443908e-17,3.503759226255834e-18,1.927518668183626e-18,1.9883925810771143e-13,2.4243774370504235e-21,3.3007346780437846e-22,2.9370772151276963e-21,3.76,0.0,0.7577172933183408,0.9978318576061477,4.540662466363323e-09,3.80113947504085e-10,0.014076184743807252,0.01135866540843195,0.0026156000024514826,7.717050669530406e-05,0.002166919136669726,1.219556025703265e-05,1.1391195972858103e-10,2.0730599782159948e-08,1.6253030815202884e-15,8.141669087734196e-08,2.6642408999702723e-16,1.3253745797791671e-15,7.083200157096354e-10,4.177758770007997e-16,2.62234718085378e-12,1.9440562803498185e-22,2.264534082882291e-15,3.444874822152116e-18,9.357151039591815e-17,3.9945778768555817e-16,1.2184680937216497e-23,1.0245664569212941e-22,3.505054369978222e-18,1.6476973321569258e-12,2.0203612898407192e-08,4.4552442347884796e-11,8.695327995225333e-07,8.496673825705279e-08,6.657613432986855e-07,1.4284292247604861e-08,8.525361002670901e-07,1.742818715269505e-07,6.24269635812061e-08,3.5452065135602643e-09,1.7491753662769826e-08,1.0445241713567909e-09,2.5222417847614796e-07,1.3714382089804301e-12,6.391114932989964e-06,1.0596182109601603e-11,3.080898288962492e-08,4.910483739028218e-13,3.3222072401851455e-13,1.2108410219293542e-17,2.157983158746402e-11,7.4356179242131475e-09,8.216276727619803e-11,9.782985412797036e-09,2.424150897796786e-18,5.977826301757418e-14,4.0474138299373004e-10,6.130046390694685e-06,3.858405368870981e-14,1.276440396695598e-11,1.7085842623328518e-09,2.2017693873230647e-10,6.700347915617911e-18,2.2457447062248672e-10,6.778917289917932e-14,7.100130386730514e-14,2.923096113120544e-15,4.466215649095245e-12,3.2870060304261626e-13
4.6916553134935666e-08,0.8529936158982091,1.6124713410296412e-06,3.8766874755033667e-08,5.758688604086328e-08,3.2535341010817746e-07,0.0,0.0,1.1466025463110469e-06,6.204874607689783e-10,5.250756278578186e-10,2.0593687435915728e-10,1.4426349925340222e-10,1.913627689285259e-20,1.705886937085336e-14,3.1208917511710244e-09,1.8705357231463812e-08,1.934045679318558e-08,2.614096994697777e-21,9.657747425452563e-14,1.830884088807215e-18,7.919967529401722e-18,1.3336829048364688e-09,2.2029178760040826e-17,4.0242759338306685e-13,8.673055664116983e-22,1.0263967995949297e-22,7.5751674497997e-17,4.1270385902103785e-18,2.2505840730771363e-18,2.2686792914394193e-13,2.8359859761529835e-21,3.939189537245182e-22,3.526495626296073e-21,3.76,0.0,0.7573060660230986,0.9978318173327143,5.080150019642228e-09,4.188046085478703e-10,0.014487827281241872,0.011692040328099822,0.002692425744541968,7.71341117048557e-05,0.002166919040480652,1.2927617305981112e-05,1.234088599872164e-10,2.073349635215627e-08,1.6732835837354993e-15,8.629050690769615e-08,3.124069953824806e-16,1.5268143010364635e-15,7.517409183899211e-10,4.894878333875154e-16,2.7186795715293174e-12,2.2819361243608674e-22,2.6116532446485147e-15,3.977217760196613e-18,1.0806665405681107e-16,4.559719580507776e-16,1.4301552359732445e-23,1.2026254731428518e-22,4.235825429802755e-18,1.6962926003785473e-12,2.141802272896836e-08,4.9764399586881456e-11,8.9771850753294e-07,8.831608751875942e-08,7.034274300503655e-07,1.5505083413941774e-08,9.04368670889078e-07,1.8048516424838535e-07,6.43471893415117e-08,3.757893950038868e-09,1.8071695471194264e-08,1.1052488453227907e-09,2.6799722243643976e-07,1.5135046116194454e-12,6.585436551103897e-06,1.1214520565297689e-11,3.263600347559163e-08,5.669039807248346e-13,3.528008259326493e-13,1.284018500109107e-17,2.2295054365820336e-11,7.718707198572709e-09,9.107451925525264e-11,9.819483158201568e-09,2.5681141804147916e-18,6.36393096299994e-14,4.3727245172510914e-10,6.308159923651545e-06,4.174444159609739e-14,1.3274954262454135e-11,1.7594420116312353e-09,2.3328184657699755e-10,7.42976978371137e-18,2.3138227390995324e-10,6.984420635648181e-14,7.588558920891428e-14,3.213244149053239e-15,4.870112949285748e-12,3.5287622120945837e-13
4.8260741046089086e-08,0.853056942255326,1.7006710094805515e-06,4.1768911257252545e-08,6.245891619087262e-08,3.5311481590964034e-07,0.0,0.0,1.1791902853962027e-06,6.558654028458197e-10,5.693368260896613e-10,2.2009581954275088e-10,1.5690143739734623e-10,2.2438807036594348e-20,1.8698923858141753e-14,3.224600689070564e-09,1.993981096460038e-08,2.046582892328769e-08,3.0292476877412937e-21,1.0774487419263349e-13,2.0376953746262337e-18,8.715282210097519e-18,1.3401323717710895e-09,2.6225215224128774e-17,4.33042717734703e-13,1.016818476741521e-21,1.2227220407829658e-22,8.606610497188483e-17,4.836653343823559e-18,2.6146411818721447e-18,2.578581477027545e-13,3.3017082619961986e-21,4.675981227170427e-22,4.211289606336471e-21,3.76,0.0,0.7568950581209818,0.9978317767447725,5.666074963150511e-09,4.6006788904483294e-10,0.01489926803146444,0.012025202206706423,0.002769220134224586,7.70977355754409e-05,0.002166918943618186,1.3680879754352648e-05,1.333701734887474e-10,2.073639014384042e-08,1.721226278986683e-15,9.130438420270835e-08,3.645953653662844e-16,1.751766309260831e-15,7.96496780511812e-10,5.708066220647383e-16,2.8159901929904898e-12,2.6657198837789024e-22,2.9994598541175625e-15,4.572454517432439e-18,1.242784259271274e-16,5.185252185047274e-16,1.6705904374140475e-23,1.4048737026442296e-22,5.090496154317682e-18,1.7448608262020873e-12,2.2667685949182666e-08,5.547752513579862e-11,9.261183030177044e-07,9.174487875339519e-08,7.421834241834255e-07,1.679307150472914e-08,9.579498886699066e-07,1.8669319678500844e-07,6.626579679776584e-08,3.981348587433473e-09,1.8660573331642182e-08,1.1676821743155015e-09,2.8431367823177996e-07,1.6676928543136944e-12,6.780155614734631e-06,1.185119958932059e-11,3.4514658971288656e-08,6.520783785806485e-13,3.7398494754866885e-13,1.3593051754620592e-17,2.3015604201680218e-11,8.002904736671378e-09,1.0076995473030824e-10,9.85548285490227e-09,2.71617642132363e-18,6.76381860995806e-14,4.718351626257109e-10,6.486120854198358e-06,4.510377476388066e-14,1.3797953245673829e-11,1.8103643231893272e-09,2.4675893033402517e-10,8.223572978041783e-18,2.3818322486148994e-10,7.189717339202207e-14,8.095835821515379e-14,3.5228283809600216e-15,5.297757263730013e-12,3.781630141345652e-13
4.9604928957242505e-08,0.853120238241486,1.7909250040418512e-06,4.49037374923024e-08,6.759172940904197e-08,3.8236038994316205e-07,0.0,0.0,1.211767280107822e-06,6.921865668135387e-10,6.160054230656084e-10,2.347198760925844e-10,1.7025630107184978e-10,2.6217569347645072e-20,2.045598977419642e-14,3.3275208773794e-09,2.121425743493495e-08,2.1622900017936362e-08,3.503479681417024e-21,1.19830166345466e-13,2.260143922164428e-18,9.557056791258862e-18,1.3462751651286594e-09,3.106559899644735e-17,4.648493436970196e-13,1.1874720456913457e-21,1.4503502189720556e-22,9.739760857496698e-17,5.6413190098485326e-18,3.0232675794581584e-18,2.920207849971499e-13,3.82673726858719e-21,5.522605619656953e-22,5.003423951097963e-21,3.76,0.0,0.7564842694561675,0.9978317358370454,6.3009810780280285e-09,5.039863825426753e-10,0.015310507102353921,0.012358151158616904,0.0028459831866185148,7.706137829308684e-05,0.00216691884607083,1.4455336240471406e-05,1.438023596132579e-10,2.0739281157674943e-08,1.7691311972294187e-15,9.645818824847583e-08,4.2360330363424705e-16,2.0021902482889385e-15,8.425911706701426e-10,6.626730912472905e-16,2.9142787063656686e-12,3.099978949671018e-22,3.4313328198420404e-15,5.2358483973696266e-18,1.4235081811138326e-16,5.875662975287488e-16,1.942635443972079e-23,1.6337198871893598e-22,6.0854885043356e-18,1.7934020303372835e-12,2.3952586445032814e-08,6.17299976432854e-11,9.547338336266298e-07,9.525279363007328e-08,7.820354706890102e-07,1.8150103624790408e-08,1.013300784274633e-06,1.9290585433756674e-07,6.818277644609746e-08,4.216015409794805e-09,1.9259051097564723e-08,1.2318443487661328e-09,3.011796675049445e-07,1.834813882708091e-12,6.975278279604467e-06,1.2506321490005876e-11,3.6444870112043213e-08,7.47430638290559e-13,3.957782421280188e-13,1.4367214948438223e-17,2.374152932583314e-11,8.288215107363446e-09,1.1130093360849837e-10,9.891137518870192e-09,2.868380796457503e-18,7.177747505127796e-14,5.085376618777929e-10,6.663929348843369e-06,4.867277639338042e-14,1.4333349434161046e-11,1.8613552491288382e-09,2.606076434631608e-10,9.086037466887179e-18,2.4497733203191987e-10,7.394807666082133e-14,8.62222652845099e-14,3.85258197828459e-15,5.749851775619862e-12,4.045856362344596e-13
