Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949)
8.397825649629935e-15,0.7100358888402113,8.730761562809056e-20,1.5801430672278358e-21,1.1322210167818766e-23,1.0669767234648262e-19,0.0,0.0,1.0550483247964841e-14,2.494317725621997e-25,8.402391286836237e-33,7.846785355951763e-33,1.0585690858439716e-36,4.0638766679467016e-48,1.4970828991437827e-31,6.960726932418328e-25,7.658731849013385e-27,2.077620952506289e-24,4.704649817947287e-54,1.5581585809379942e-43,7.582524082305823e-57,4.385655918214642e-56,1.6739465051289158e-18,2.744290709637536e-57,1.79710387460007e-38,1.2262187733859577e-61,1.1504738228213255e-64,7.624260902020818e-52,7.10170677455002e-61,1.2909241924819842e-61,1.5363007486690283e-39,9.295295587133762e-71,6.662193656428159e-72,1.2994813856453433e-71,3.76,0.0,1.0038751230988296,0.9999999894138941,1.9195455447863128e-31,1.2698982511443007e-35,6.232382115856017e-11,3.957030280947539e-11,1.2548258741196843e-11,1.0205259605577695e-11,1.0586095178797758e-08,4.03374772212977e-23,1.0249179522799158e-36,2.1593236329979524e-21,2.79176043054717e-29,1.9288090859739853e-23,5.223494471381255e-59,2.9385670338153803e-57,6.582440201460673e-27,3.0425983098441397e-59,7.935805048303618e-29,5.437129420422267e-70,2.168360935130139e-57,1.7638884726752522e-60,3.4811671845638433e-59,1.3244254844090456e-57,3.89149960874151e-71,3.8788153250242746e-70,4.867374380983695e-67,7.94173992195638e-29,2.077620973002933e-24,3.855905001385796e-30,8.089764104886069e-15,2.460805557770218e-15,6.074838617229975e-22,9.2669686655427e-31,1.4912520699986628e-22,3.192919897966173e-19,2.0334432170386928e-17,1.1591754710600373e-24,1.5713859115278153e-23,2.3803910857536125e-31,2.4708641394932277e-23,1.2409825658913522e-28,4.616522686478708e-14,4.7878438254298076e-32,1.1872253473541223e-23,5.4931820091458416e-42,1.2592067807023818e-40,8.018029638367124e-45,2.1624329659132812e-24,4.9102306813338e-25,1.3556965860580583e-34,2.0653677867490622e-17,6.113531548694593e-45,4.651327189685801e-41,1.890809355148786e-28,4.616522682793342e-14,1.0101067840959636e-37,3.147881682143041e-24,1.6739467087886024e-18,1.7052576257319578e-27,1.8055555437562695e-46,1.2096247653167835e-23,3.761327336613644e-30,2.596091763954529e-37,1.609449150961777e-45,1.2893006297704516e-36,2.323453333710467e-35,1.0669765176567912e-19,3.6263204957580527e-38,8.78511256748182e-37
1.1451580548981734e-14,0.7100358888430053,1.1913580255745638e-19,2.154744821065249e-21,2.0974777486922474e-23,1.454968285800872e-19,0.0,0.0,1.4387022734373076e-14,4.620807967079922e-25,2.0852642184316275e-32,1.9473764630686105e-32,2.6274475751780756e-36,1.0085524856814941e-47,2.773395490126002e-31,1.2894981598235145e-24,1.4188071435716674e-26,3.848874723441623e-24,2.0282277358696348e-53,3.866986667300985e-43,3.268911431268087e-56,1.8907055642987867e-55,2.2826542504538398e-18,1.175005796632437e-56,4.4599664817736393e-38,5.345877923673056e-61,4.9595891663387064e-64,2.5161018134229786e-51,3.0616283885041125e-60,5.5653247436273245e-61,3.8127339493797934e-39,5.046243926795515e-70,3.6124461792938326e-71,7.055194909770196e-71,3.76,0.0,1.0038751230761458,0.9999999855644593,4.763833579634373e-31,3.151572896831588e-35,8.498702972492001e-11,5.395951459912924e-11,1.7111262375203314e-11,1.3916252746307704e-11,1.443552609541539e-08,7.472655071665405e-23,2.5435911158982828e-36,4.0002041298220034e-21,5.171821671748592e-29,3.5731862577036423e-23,2.251912370956525e-58,1.2668494894464938e-56,1.2194227344058725e-26,1.3117038852739808e-58,1.4701382651766795e-28,2.9029499634804673e-69,9.348049531784165e-57,7.604337781689152e-60,1.5007755937593881e-58,5.709748727787409e-57,2.0777183438533988e-70,2.0709464748602796e-69,2.5987546666190193e-66,1.4719470798654444e-28,3.848874792565267e-24,7.143269504557757e-30,1.1031496518369786e-14,3.355643697633689e-15,1.125384352410162e-21,2.2998305646963795e-30,2.762594823935199e-22,4.354047635969147e-19,2.772878038269739e-17,2.147410674943767e-24,2.9110440561516354e-23,5.907537541182441e-31,4.577359279171655e-23,2.2989621083292975e-28,6.295258274079286e-14,1.1829554837141135e-31,2.19937512120701e-23,1.363273562049915e-41,4.1021973041799794e-40,2.6120829553701533e-44,4.005979028942989e-24,9.09636863760496e-25,3.3645076431107495e-34,2.8164099387514144e-17,1.9916394405544287e-44,1.5152902630011772e-40,3.5029716921574843e-28,6.29525826725202e-14,2.5069338990658516e-37,5.8315558822394675e-24,2.2826546277407268e-18,3.159068679745618e-27,5.882069427998136e-46,2.240870501134398e-23,9.316390462870109e-30,6.4428607211155925e-37,5.3113626041329274e-45,3.1998230617945414e-36,5.766220047541463e-35,1.4549679045143612e-19,8.999677768695758e-38,2.1994748391933708e-36
1.7559090347685332e-14,0.7100358888485929,1.8292089858088796e-19,3.3039551760320995e-21,4.919077571665071e-23,2.230951429171834e-19,0.0,0.0,2.2060101668042153e-14,1.083687895942329e-24,7.573704758042411e-32,7.072892999510951e-32,9.545874708026352e-36,3.663070613581061e-47,6.504256984760697e-31,3.0241755034273293e-24,3.3274415622833195e-26,9.026572937534373e-24,1.8267057343135777e-52,1.4045154295866014e-42,2.944115437357114e-55,1.7028467038118733e-54,3.500069583057791e-18,1.064816360699002e-55,1.6198672345435188e-37,4.996987290941022e-60,4.467080320071886e-63,1.4384600406024554e-50,2.757439086305245e-59,5.012374927241525e-60,1.384805096977131e-38,7.412942083823725e-69,5.313950686793399e-70,1.0367116503426567e-69,3.76,0.0,1.003875123030778,0.9999999778656838,1.7302298236359777e-30,1.14465662289274e-34,1.3031344685614667e-10,8.273795462015458e-11,2.623727009325964e-11,2.1338222132695498e-11,2.2134293938196958e-08,1.7525134473359464e-22,9.238354112317071e-36,9.381336395194168e-21,1.2129089688272014e-28,8.37997119659885e-23,2.0281800418961918e-57,1.1409769742262124e-55,2.8598496838926783e-26,1.1813910392395734e-57,3.44783693356272e-28,4.326516473552471e-68,8.419240286189888e-56,6.848826763713206e-59,1.3516759269462114e-57,5.14243750677611e-56,3.0965972448523765e-69,3.086507004633076e-68,3.873170527109133e-65,3.4556526457799722e-28,9.026573347919868e-24,1.675302405003144e-29,1.691496118171059e-14,5.145319527808755e-15,2.6392901147776633e-21,8.353010239998963e-30,6.478932684360831e-22,6.676409217196367e-19,4.2517491225204105e-17,5.0361763468728056e-24,6.827073760393342e-23,2.1456230008483925e-30,1.0734980950541866e-22,5.391605208930621e-28,9.652729450180556e-14,4.276548629882929e-31,5.158050757432945e-23,4.951448045008832e-41,2.3486754980406707e-39,1.4955224287325736e-43,9.394954772715293e-24,2.1333119900780623e-24,1.221998559378259e-33,4.318493102245841e-17,1.1402881596296971e-43,8.6756252860411e-40,8.216220995090806e-28,9.652729434169015e-14,9.10609662052949e-37,1.36763596982379e-23,3.500070467886236e-18,7.408864346144322e-27,3.3677233826992314e-45,5.255365639971341e-23,3.367764435071273e-29,2.340061166937044e-36,3.036567457012981e-44,1.1622690490347946e-35,2.0942872024581274e-34,2.230950534863161e-19,3.268719023668508e-37,8.040095814072224e-36
2.977410994509253e-14,0.7100358888597686,3.1100597032503706e-19,5.6024032810913456e-21,1.4126563231685704e-22,3.782917790986704e-19,0.0,0.0,3.740625937879731e-14,3.112125139088243e-24,3.784708550195909e-31,3.5344425106347863e-31,4.773435377062906e-35,1.8304938932309697e-46,1.867882931762441e-30,8.684798393903993e-24,9.555752021068603e-26,2.5922780776442906e-23,2.8020620404594195e-51,7.018822225911203e-42,4.5161005083457384e-54,2.612066618538305e-53,5.934899616086791e-18,1.6483152762576757e-54,8.094773178429539e-37,8.303376931224374e-59,6.853315537931602e-62,1.263869712605885e-49,4.229784109033046e-58,7.688738150668359e-59,6.920270408019893e-38,2.0283490963361598e-67,1.4622744676662307e-68,2.8383474274676964e-68,3.76,0.0,1.0038751229400427,0.9999999624685088,8.646248618232628e-30,5.720059955215374e-34,2.2096628111262794e-10,1.4029490042769885e-10,4.448928732950832e-11,3.6182093326597225e-11,3.7531453676692334e-08,5.032855252325303e-22,4.616562629474824e-35,2.6940751811235583e-20,3.483193571855874e-28,2.406559137457484e-22,3.1111632836312615e-56,1.750193106894314e-54,8.212993540925376e-26,1.812243195162525e-56,9.901572748729354e-28,1.2632085907911663e-66,1.291463348034333e-54,1.0505868025063464e-57,2.0734472674264998e-56,7.888210520213399e-55,9.041066608430815e-68,9.011622841830917e-67,1.1308608390833636e-63,9.945366631449692e-28,2.592278454007234e-23,4.8113468518294837e-29,2.868188985389974e-14,8.724669389983317e-15,7.579487996251809e-21,4.1741384004724103e-29,1.8606137991125534e-21,1.1321556793739043e-18,7.209497058083357e-17,1.4462812413134616e-23,1.960588316131822e-22,1.0722016640493781e-29,3.082861776460363e-22,1.5483560941676382e-27,1.6367671805983487e-13,2.1293299384771287e-30,1.4812843785505916e-22,2.4743453832042547e-40,2.1105214491246957e-38,1.3438739611581046e-42,2.6980310166086816e-23,6.126426743707869e-24,6.1065905752626956e-33,7.32265486727645e-17,1.0246500189620072e-42,7.795861399145145e-39,2.3600849613120228e-27,1.6367671760001696e-13,4.5514331613600675e-36,3.927560325955483e-23,5.934902157142152e-18,2.1277349233438023e-26,3.0262370809203865e-44,1.5092302669189153e-22,1.6657712027587973e-28,1.1693748077703834e-35,2.668123041435584e-43,5.809039378925345e-35,1.0465389388380245e-33,3.7829152221052015e-19,1.6334535094933412e-36,4.030653908640838e-35
5.420414913990692e-14,0.7100358888821197,5.692355934581314e-19,1.0199409121644165e-20,4.679842974261787e-22,6.886850817156134e-19,0.0,0.0,6.809857417401889e-14,1.0309836211355158e-23,2.3461895355384826e-30,2.191043937142249e-30,2.9632140898672353e-34,1.1347408999451474e-45,6.1878900853745944e-30,2.8770956058283684e-23,3.1656498242253857e-25,8.587925897054831e-23,5.992621804585936e-50,4.351333332247391e-41,9.658327405233784e-53,5.5862765741573054e-52,1.0804557153426281e-17,3.5591739961268266e-53,5.018082614209719e-36,2.055386286572153e-57,1.4658987124219528e-60,1.4621997011755982e-48,9.046142925399896e-57,1.6443676069068794e-57,4.2901726795623026e-37,8.202276371040504e-66,5.940334488358839e-67,1.1491599578361468e-66,3.76,0.0,1.003875122758572,0.9999999316756623,5.359917251877727e-29,3.5459605118331724e-33,4.022719496017025e-10,2.554090550978828e-10,8.099332900236287e-11,6.58695654059737e-11,6.832426946031012e-08,1.6672843362469644e-21,2.861867361097252e-34,8.92459241888976e-20,1.1538923620154616e-27,7.972484293758382e-22,6.653904285905835e-55,3.743044103639548e-53,2.720867109893404e-25,3.875998005537019e-55,3.280260744716824e-27,5.327772194874333e-65,2.7619845750600362e-53,2.2469043162988047e-56,4.434607301955044e-55,1.6870122961425645e-53,3.813174261520137e-66,3.800770179301335e-65,4.769706285475696e-62,3.309229689382853e-27,8.587930363587227e-23,1.5940562008897433e-28,5.221574458037981e-14,1.5883361921772092e-14,2.5109287981982312e-20,2.5875991507015343e-28,6.163832527372996e-21,2.0613549575681195e-18,1.31250159970792e-16,4.7912122359346137e-23,6.494998382138353e-22,6.646682300628544e-29,1.0212890048629192e-21,5.1293865363038976e-27,2.979755653199065e-13,1.3169799484813708e-29,4.907193254236413e-22,1.5339071118228716e-39,2.5106960287381e-37,1.59867629663095e-41,8.938002136548675e-23,2.0295606961642273e-23,3.7856264063810247e-32,1.3330960149879553e-16,1.218899454204031e-41,9.273877966970445e-38,7.822266855251779e-27,2.9797556379662386e-13,2.822727009394558e-35,1.3011177354428716e-22,1.080456557151295e-17,7.049185172202444e-26,3.60003703570232e-43,4.999766097591759e-22,1.0112626130865294e-27,7.249186902312408e-35,3.086917186799274e-42,3.6023652128894117e-34,6.487477509931784e-33,6.886842302809175e-19,1.0126208556511682e-35,2.501613299881279e-34
1.0306422752953571e-13,0.7100358889268219,1.0939327207292608e-18,1.9393859737335472e-20,1.6916967442766966e-21,1.3094718097622415e-18,0.0,0.0,1.2948320125956848e-13,3.726858013503975e-23,1.643953861339644e-29,1.5352412645235163e-29,2.0820916001401402e-33,7.950944933202554e-45,2.2368151258315125e-29,1.040028041825034e-22,1.1443544946334172e-24,3.1045846825471857e-22,1.548872221263884e-48,3.049324811379486e-40,2.496312740060582e-51,1.4438405098151988e-50,2.0543862112870792e-17,9.262442273863753e-52,3.5161656254190194e-35,6.762185415491871e-56,3.7891815169078124e-59,1.9734891303784167e-47,2.3381596330544383e-55,4.250176832389069e-56,3.00637759361757e-36,4.130218464875825e-64,3.0030583495585948e-65,5.800573619570366e-65,3.76,0.0,1.0038751223956306,0.9999998700959835,3.755641106715383e-28,2.484653299410869e-32,7.648832864843003e-10,4.856384166388474e-10,1.5400144114897077e-10,1.2524342835134844e-10,1.2990388681036077e-07,6.0270083235949605e-21,2.0052857665060857e-33,3.225872212097727e-19,4.171019457726511e-27,2.881971141199635e-21,1.719905404078387e-53,9.674384118657321e-52,9.836052513270287e-25,1.0019320775357753e-53,1.1858192921709966e-26,2.738852368057699e-63,7.138714425796793e-52,5.807782834664277e-55,1.1463047346978516e-53,4.360318323169012e-52,1.9602092371761824e-64,1.953847356990365e-63,2.452101521940787e-60,1.2068179537035259e-26,3.104590654168038e-22,5.763414362325325e-28,9.928344356196898e-14,3.0200718215280845e-14,9.076639868069353e-20,1.813103216118794e-27,2.2281358541314057e-20,3.9204325662067375e-18,2.4956146146624086e-16,1.7319380055032157e-22,2.347826188126647e-21,4.657222135149991e-28,3.69181146575536e-21,1.8541985535569802e-26,5.665732604161004e-13,9.21616321286669e-29,1.773880062030356e-21,1.0748348352764518e-38,3.45893066296607e-36,2.202436962650857e-40,3.230941696555777e-22,7.336573898849969e-23,2.6526563136656414e-31,2.5347497725809733e-16,1.6791572605560347e-40,1.2775997156460075e-36,2.83039574254966e-26,5.665732549096539e-13,1.9796051573355378e-34,4.703332688908869e-22,2.0543892543690203e-17,2.5484946963339404e-25,4.959684099062254e-42,1.8073393100104363e-21,6.801144750474421e-27,5.079554384297279e-34,4.1662767734917296e-41,2.5259375510470998e-33,4.5455020929241866e-32,1.3094687289126832e-18,7.095646538798745e-35,1.7534902999601618e-33
2.0078438430879327e-13,0.7100358890162263,2.1762782888732673e-18,3.778452001470926e-20,6.4202248287299145e-21,2.551045771483487e-18,0.0,0.0,2.522524454131564e-13,1.4143929611447462e-22,1.229316245720069e-28,1.148017906936254e-28,1.5656297204503353e-32,5.945436375335471e-44,8.488875252304301e-29,3.9470409747089775e-22,4.34311270366886e-24,1.1783630537539103e-21,4.43887600217992e-47,2.280799713501767e-39,7.154065894898536e-50,4.137829614818418e-49,4.0022431567827733e-17,2.6653793672586486e-50,2.6293797428868052e-34,2.7693593929086684e-54,1.0859985058552973e-57,2.89334473081217e-46,6.701240791696026e-54,1.2181000511138711e-54,2.24854700907027e-35,2.339266621040207e-62,1.7096611848075654e-63,3.301226061279257e-63,3.76,0.0,1.0038751216697477,0.9999997469606786,2.8083884158734242e-27,1.8580207437138494e-31,1.490105959867291e-09,9.461013483763965e-10,3.000177806418559e-10,2.439868295393911e-10,2.5303906902581826e-07,2.287342052490963e-20,1.4995147628930346e-32,1.2240795224642765e-18,1.5828547382078005e-26,1.0937715759974907e-20,4.929699204848863e-52,2.772553300115258e-50,3.7333010478771e-24,2.8721532002533238e-52,4.5007401183543254e-26,1.5659134309878432e-61,2.0458667374259147e-50,1.6646455754056762e-53,3.285865373405111e-52,1.2496198204596127e-50,1.120694294006263e-62,1.1170737541116603e-61,1.402120214120673e-58,4.660468257190189e-26,1.1783713192326491e-21,2.1881529833968062e-27,1.934187996413236e-13,5.883531572308933e-14,3.444701486139734e-19,1.355796520686943e-26,8.456067013962175e-20,7.641304005578478e-18,4.86187755335241e-16,6.572812854019607e-22,8.910145395155042e-21,3.4825063714625814e-27,1.4010908778950596e-20,7.036925187849729e-26,1.1037686529126815e-12,6.886970286604354e-28,6.732114754832501e-21,8.037999479936111e-38,5.133699819961932e-35,3.268756353152581e-39,1.226172355727918e-21,2.784331101415278e-22,1.9837567753719855e-30,4.938028092421861e-16,2.491904893992619e-39,1.8960719028532164e-35,1.0762716898702697e-25,1.103768632014989e-12,1.4829258057228368e-33,1.784961990969147e-21,4.0022547061787316e-17,9.674279302721676e-25,7.361075467455575e-41,6.859062832128988e-21,4.7051068680204906e-26,3.798561371912364e-33,6.107678919669369e-40,1.8915332716999296e-32,3.3987146853229384e-31,2.5510340561541746e-18,5.3064371143303316e-34,1.311353144729175e-32
2.9850454108805084e-13,0.7100358891056306,3.3025587104444498e-18,5.617753000695513e-20,1.4190232670118012e-20,3.79262042614513e-18,0.0,0.0,3.750216762127422e-13,3.1261430533221833e-22,3.8301428308051272e-28,3.5768331246821243e-28,4.8962754209536843e-32,1.852375381819364e-43,1.8762164592157915e-28,8.723883405001807e-22,9.599550716158521e-24,2.6047023263255193e-21,2.6608417479793715e-46,7.107616232406102e-39,4.288417080816957e-49,2.480369940046506e-48,5.950094706691329e-17,1.5586157827761335e-49,8.192405058394371e-34,1.8597994737577608e-53,6.508245116669192e-57,1.2478879281071898e-45,4.017106676268965e-53,7.301949971225576e-54,7.006723292669836e-35,1.7759676145761537e-61,1.2942387259355053e-62,2.5109543272396197e-62,3.76,0.0,1.0038751209438648,0.999999623857438,8.749998697292187e-27,5.789075184430318e-31,2.215328632740675e-09,1.4065698914687096e-09,4.460342737293271e-10,3.62724464648343e-10,3.7614218695254437e-07,5.0555872427622385e-20,4.671995569699475e-32,2.705169745754101e-18,3.4982931646927434e-26,2.4175391522347712e-20,2.9552216161218385e-51,1.661979962797108e-49,8.252188483869234e-24,1.721863234341254e-51,9.948427646040572e-26,1.1262841053712128e-60,1.2263756641251545e-49,9.979059950981852e-53,1.969849055767288e-51,7.490745461820328e-50,8.060506731079946e-62,8.034508140719311e-61,1.0085143649273248e-57,1.0448551442691055e-25,2.6047354021341195e-21,4.837915737007064e-27,2.875540998776918e-13,8.746975979319292e-14,7.613594259855092e-19,4.2242003615462134e-26,1.868989104196969e-19,1.1365797095073496e-17,7.228189704007494e-16,1.452724001500707e-21,1.9693212743656733e-20,1.0850185440853382e-26,3.0967396459307403e-20,1.5553253240445374e-25,1.6409640484815133e-12,2.145303770506535e-27,1.4879566789666427e-20,2.5045202931686103e-37,2.1360838402390474e-34,1.3600819874747205e-38,2.7101058662421998e-21,6.154034478829397e-22,6.1810517116361926e-30,7.341267485574353e-16,1.0367939107551912e-38,7.889087827505614e-35,2.3826726112093326e-25,1.6409640022926965e-12,4.625817446182163e-33,3.945158308286169e-21,5.950120234487535e-17,2.1386853028547245e-24,3.062868419058227e-40,1.5160089039329586e-20,1.3925959838190811e-25,1.1835485499358291e-32,2.6338352761985006e-39,5.899052439200524e-32,1.0588592445289192e-30,3.792594490046495e-18,1.653408756706703e-33,4.0858111322267014e-32
3.962246978673084e-13,0.710035889195035,4.4727736619205175e-18,7.45728957498574e-20,2.500173517010885e-20,5.0341957999715025e-18,0.0,0.0,4.977908936620694e-13,5.507935921109243e-22,8.654052853507483e-28,8.081686167381318e-28,1.1102355081443721e-31,4.1853113670703675e-43,3.30565229506101e-28,1.5370548154171228e-21,1.6913818796217764e-23,4.589624992843737e-21,9.838603130653815e-46,1.606251522905172e-38,1.5856561169380467e-48,9.171243588440739e-48,7.897940860459247e-17,5.6965933763037695e-49,1.851068260272315e-33,7.601654575973423e-53,2.406060050853407e-56,3.5990911951907826e-45,1.48539635344833e-52,2.700006809710842e-53,1.5833601800077987e-34,8.197326345677196e-61,5.953683949697268e-62,1.1618112364226193e-61,3.76,0.0,1.0038751202179819,0.9999995007862534,1.9770247821274416e-26,1.308039055949115e-30,2.9405513051044527e-09,1.8670440456557995e-09,5.92050920404435e-10,4.814563339453469e-10,4.992132485403816e-07,8.90744860750327e-20,1.0556192711299276e-31,4.7656506565794e-18,6.163299587418261e-26,4.259527620686339e-20,1.0927673147193627e-50,6.1452578538426655e-49,1.4540705249378618e-23,6.367329342208257e-51,1.7529329927324173e-25,4.845413085654511e-60,4.534591275421452e-49,3.689992835579668e-52,7.284233970863953e-51,2.769750177217413e-49,3.467690672583067e-61,3.456523266776874e-60,4.338913536018961e-57,1.8662238187398158e-25,4.5897143187448805e-21,8.5266049034773e-27,3.816893442740242e-13,1.1610405042732542e-13,1.3414335164278582e-18,9.544381552120494e-26,3.292959616735084e-19,1.5093911863540243e-17,9.594551066986496e-16,2.559507593801971e-21,3.4696831863896645e-20,2.4515226402901687e-26,5.456125655455565e-20,2.7403171941529443e-25,2.178159447122585e-12,4.846665061201062e-27,2.621623575073111e-20,5.659189558220539e-37,5.982800407162625e-34,3.8093099042615144e-38,4.774879056963497e-21,1.0842769709556892e-21,1.3966529582352178e-29,9.744467952651283e-16,2.903710011880064e-38,2.209520425104124e-34,4.204623562424467e-25,2.178159365742786e-12,1.0463724224804091e-32,6.950903522118912e-21,7.897985839295528e-17,3.7688934195072515e-24,8.578549141938943e-40,2.6710378595212325e-20,3.0003361634863725e-25,2.67427604253032e-32,7.595391197344695e-39,1.3340868414762613e-31,2.392303454984045e-30,5.034150030608604e-18,3.736024524510022e-33,9.231774744050803e-32
4.93944854646566e-13,0.7100358892844393,5.6869228124513555e-18,9.297062348325917e-20,3.885475118900867e-20,6.275771920074219e-18,0.0,0.0,6.205600977650059e-13,8.559771457486352e-22,1.641148281164507e-27,1.5326006047620012e-27,2.112901937841132e-31,7.936888216836946e-43,5.1371785047654045e-28,2.3887027953955294e-21,2.6286072462908839e-23,7.133284783537158e-21,2.7781979188426737e-45,3.046685905913434e-38,4.477504559905142e-48,2.5897332273484447e-47,9.845781617513888e-17,1.6008757693357585e-48,3.51040434130011e-33,2.3586290761684557e-52,6.793459362031577e-56,8.319141345937735e-45,4.1945765565002484e-52,7.624427456370831e-53,3.003090702209089e-34,2.817967395218941e-60,2.042474375029495e-61,4.004788209080477e-61,3.76,0.0,1.003875119492099,0.9999993777471173,3.749211988645735e-26,2.480595344295542e-30,3.665773976958624e-09,2.3275238106693538e-09,7.380677206600085e-10,6.001824377061003e-10,6.222522620036407e-07,1.384293885248471e-19,2.00187014583117e-31,7.405308119260963e-18,9.577752455213104e-26,6.619765732650594e-20,3.085897469648003e-50,1.735280762528636e-48,2.259930384331665e-23,1.7981788410953137e-50,2.724391004949526e-25,1.567446483618509e-59,1.280466137073333e-48,1.0420234789499889e-51,2.0570813010474403e-50,7.821166238833954e-49,1.1217531723157779e-60,1.118146412338863e-59,1.4036516203715225e-56,2.9395721203772312e-25,7.133479785172676e-21,1.3255228786990276e-26,4.758245328333659e-13,1.4473818762726655e-13,2.084691694812906e-18,1.809984202977733e-25,5.117517055023616e-19,1.882564834109933e-17,1.1960961642664404e-15,3.977617247685067e-21,5.392080009624228e-20,4.64898744817638e-26,8.479247105103256e-20,4.258667043085972e-25,2.715354848835885e-12,9.190471827292812e-27,4.074212147013067e-20,1.073267278975976e-36,1.3534063799353431e-33,8.617177279028948e-38,7.420475802446281e-21,1.6850539163361899e-21,2.6487336393995805e-29,1.2147629494283018e-15,6.568279627542687e-38,4.998121338914488e-34,6.544586239179127e-25,2.7153547223652662e-12,1.9865805099501933e-32,1.0802178370879312e-20,9.845851520602827e-17,5.8583332480152405e-24,1.9406035952481052e-39,4.1509891104682546e-20,5.433321493393449e-25,5.071661662145254e-32,1.7554437095464184e-38,2.532260707151582e-31,4.536470222517167e-30,6.275700677859701e-18,7.08537634037866e-33,1.7507102905598791e-31
6.893851682050811e-13,0.7100358894632481,8.247022489330628e-18,1.2977318805687322e-19,7.568540848419316e-20,8.758926499637296e-18,0.0,0.0,8.660984659460432e-13,1.6673570221334136e-21,4.336122465080224e-27,4.049302009759591e-27,5.622049930688984e-31,2.0969708029377994e-42,1.0006440812382868e-27,4.652940598131176e-21,5.120511347785526e-23,1.389738550700304e-20,1.3818695415280553e-44,8.052956990384993e-38,2.227068241948651e-47,1.2881072130322057e-46,1.37414469393595e-16,7.941384526716283e-48,9.275209877200573e-33,1.405776978623739e-51,3.378621077650625e-55,2.9984338806603964e-44,2.0865466394015508e-51,3.792620752297875e-52,7.936774832725858e-34,1.9674083445691093e-59,1.4252823829883878e-60,2.813986447305796e-60,3.76,0.0,1.0038751180403331,0.9999991317649589,9.905880203181891e-26,6.554258070983134e-30,5.116219319138148e-09,3.2485001721817143e-09,1.0301017818859803e-09,8.376173496403629e-10,8.682341750000242e-07,2.6964853225521717e-19,5.289203181497561e-31,1.4421359127150045e-17,1.8654546935320348e-25,1.2895097505326608e-19,1.5351053472237797e-49,8.631240017099684e-48,4.402842370638293e-23,8.946178708814768e-50,5.307581939780646e-25,9.981203977844395e-59,6.369014213579223e-48,5.1835846512565166e-51,1.0233837309217587e-49,3.8902523398574644e-48,7.142929984871077e-60,7.120045565550691e-59,8.938947397031563e-56,5.877096795905791e-25,1.3898021221509854e-20,2.5836019686921344e-26,6.640947424523578e-13,2.020060017311537e-13,4.060757646670705e-18,4.782180052767763e-25,9.96838836779672e-19,2.6299986535615934e-17,1.6693930433513256e-15,7.747759849369074e-21,1.0502903300239624e-19,1.2282886551399433e-25,1.6516689727043348e-19,8.295436691377851e-25,3.789745661479131e-12,2.4280000164992562e-26,7.936154295187446e-20,2.8360444510996337e-36,4.7344954008402836e-33,3.014395496981519e-37,1.4454080238500438e-20,3.2823189688561967e-21,6.998985168068494e-29,1.695383580354347e-15,2.2974439274943047e-37,1.7483222717664928e-33,1.2787673902856433e-24,3.789745415127427e-12,5.260697461992973e-32,2.1041245657398548e-20,1.3741583112715768e-16,1.1415949316927337e-23,6.788609415932817e-39,8.085643562332652e-20,1.3148444611422003e-24,1.3400961884882345e-31,6.325779378093574e-38,6.702774053204601e-31,1.1984466777626777e-29,8.758787292499452e-18,1.8722623642445766e-32,4.625599423471872e-31
