Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949)
4.964049577546671e-05,0.749499455897773,5.7919085346349534e-05,1.171353200238856e-05,3.380597728887971e-05,0.007099041479395694,0.0,0.0,0.0006310001453670139,2.6497094419677484e-05,0.0022780706459117114,9.656604855642452e-05,6.433827552884033e-06,3.3030369375603454e-15,2.7810608707068056e-11,3.6766719507542354e-08,2.1861267631964258e-05,0.00019879026253773427,1.0994244758894229e-07,1.5515369210589076e-11,5.2739316415333385e-11,8.568883163243492e-15,9.750311181721922e-10,7.268154341081016e-08,3.764654385115395e-09,5.244426413272899e-07,1.663374261614156e-13,3.756405911417693e-09,2.221376887018151e-08,3.1732458288225437e-11,3.1105649294783943e-09,3.001940104063925e-13,8.586995842809417e-13,9.006601184286807e-10,3.76,0.0,0.6772266821613283,0.994194868966323,0.004059276073888815,0.0001396140049225684,0.3089996039536555,0.23190566814092498,0.07201280657866971,1.7849191709255617e-06,0.0004704678719352893,0.0015618634658664725,2.1143519843709485e-09,6.988201091656395e-11,1.5623812086712817e-14,0.0008682992379793743,5.226346004264933e-10,1.1420325022982087e-10,0.00024177832360689494,4.828052777091084e-10,7.965961840760969e-10,7.049880191675904e-16,2.2108041595027648e-10,1.0393547948269562e-12,4.34646730742349e-11,2.4613242208539386e-10,3.8822038835281365e-17,4.3129473924939415e-16,2.178482396937541e-08,2.5160699577217853e-12,0.0007350224000252345,0.000548098601008579,7.878481329800221e-05,1.3860369100490033e-05,0.0007270363623551102,0.006571826342219261,0.007080467207192735,2.3073370999436827e-05,6.200288322468539e-06,5.3542272468686715e-06,1.1908054293733636e-05,6.0243220969564524e-05,0.002651523995809079,0.0009186154073884742,0.0006114853579206451,7.613113226869673e-08,0.0012881898528529598,4.1713973341955704e-08,1.9797020298491565e-07,2.151212760013722e-12,1.6749258665502685e-08,5.633705560893282e-06,4.0505094615188743e-05,1.5714880754070596e-07,2.7712076778525343e-13,2.9465327623236525e-09,7.327852026990492e-05,0.00027279766946085624,5.1872253507553485e-08,2.2034949877215602e-08,0.0003431537451744872,1.0955164474269374e-07,6.809353444172908e-12,1.2602925435494205e-07,6.112127612419225e-12,3.348276848676037e-08,2.197967826426367e-10,3.0224457414558247e-07,1.796907574338257e-09,1.6079366019269543e-09,3.136347220671387e-06,1.2900010711117032e-05
5.027559635144267e-05,0.7499374132012119,5.866067762336506e-05,1.1962778373843202e-05,3.434127225071486e-05,0.007272144257801251,0.0,0.0,0.0006410826090554565,2.720894150119679e-05,0.002372987355828712,0.00010052155417602,6.614743022405394e-06,3.508133882180226e-15,2.915865341009571e-11,3.805684453820745e-08,2.2444999467749337e-05,0.0002058037353875226,1.1454261833836322e-07,1.6052196621607774e-11,5.6789818473148406e-11,9.190693236213044e-15,1.009998129720972e-09,7.681045781853107e-08,3.920098564452521e-09,5.515931049464346e-07,1.807578638374539e-13,4.027120435299689e-09,2.3716620384258447e-08,3.354904511482451e-11,3.213660534969887e-09,3.177307840944156e-13,9.147400286170486e-13,9.631605284423888e-10,3.76,0.0,0.6735700122535445,0.9940248757285572,0.004181959932001428,0.00014479481400366814,0.3122631037926149,0.23405379887507563,0.0729652929262836,1.7772651381842757e-06,0.000470387418606878,0.001599785826937827,2.165869801822884e-09,7.018963701909263e-11,1.575663390366842e-14,0.0008866577164440767,5.485444780753404e-10,1.198342075296836e-10,0.0002516390238803877,5.06639122328616e-10,8.167594461722065e-10,7.393798276476115e-16,2.319364783952532e-10,1.0903926682356343e-12,4.5599029220312006e-11,2.582161960693251e-10,4.071591228020543e-17,4.523348048915606e-16,2.3153019229511424e-08,2.5474247360958278e-12,0.0007652715859722068,0.0005696536570252641,7.935779606015122e-05,1.3967990508934844e-05,0.0007323286251744652,0.006697708917818803,0.007245142706757862,2.3560998696020188e-05,6.330112337926712e-06,5.484439733645942e-06,1.2222796174806282e-05,6.184302356024005e-05,0.002725573386693623,0.0009488067303070205,0.000617587311488634,7.662752433370414e-08,0.0013323901863175139,4.33089838901609e-08,2.0307616431562176e-07,2.20668737717722e-12,1.6858369052382082e-08,5.774403560674163e-06,4.174620322903076e-05,1.6251726011566843e-07,2.842663913722911e-13,3.0226985602405145e-09,7.525349060285665e-05,0.000279733092327703,5.323022869604854e-08,2.2189891604988045e-08,0.0003582023077168593,1.1289945677136356e-07,7.012701658270342e-12,1.2913676635351275e-07,6.27958660822414e-12,3.478788177671491e-08,2.2831297736941066e-10,3.1053215058489047e-07,1.846098819585083e-09,1.6453526749341708e-09,3.277731781800084e-06,1.3577151482164247e-05
5.078676906167666e-05,0.7502888192430098,5.925683336194309e-05,1.2164732205288648e-05,3.477227369111425e-05,0.007412538937594567,0.0,0.0,0.0006491160279671992,2.7783776519699265e-05,0.0024512325642822965,0.00010377989285907476,6.76215155415486e-06,3.680336503544974e-15,3.02776278651342e-11,3.911587267205709e-08,2.2920177520931854e-05,0.0002115748314252024,1.1833589383264934e-07,1.6491915907477564e-11,6.023100644603863e-11,9.717611437996651e-15,1.0387188449959599e-09,8.025853636229958e-08,4.047717444139004e-09,5.74158035804301e-07,1.9311672350319729e-13,4.256373733147117e-09,2.4983400235731285e-08,3.5069115811552826e-11,3.2981968346440415e-09,3.3240520959725486e-13,9.619304702171625e-13,1.0159197623665452e-09,3.76,0.0,0.6706367853292164,0.9938857193461835,0.00428213493871857,0.00014904569410231452,0.3148785871824746,0.23576758043569024,0.07373330650144466,1.7711199842842233e-06,0.00047032155972390877,0.001630596713135243,2.2077281929412807e-09,7.043509533268683e-11,1.586235393531539e-14,0.000901484118239897,5.700597427785041e-10,1.2450884023826056e-10,0.00025972267769836877,5.264259447225791e-10,8.330032267747631e-10,7.679129154548574e-16,2.4094705290578765e-10,1.1327543128189553e-12,4.7370553743496226e-11,2.6824566735168777e-10,4.228716011880287e-17,4.69790648478128e-16,2.4301898339422165e-08,2.572672472039238e-12,0.0007902757857490308,0.0005873732123410318,7.981140791006666e-05,1.4053271779491418e-05,0.0007365122423388245,0.006798839677078862,0.007378394825951685,2.3955137087612014e-05,6.4351510030246775e-06,5.589989452838557e-06,1.247875951616001e-05,6.314356717921533e-05,0.0027859060807744005,0.0009734155809204444,0.0006224874565605818,7.701848377526312e-08,0.0013685312549793468,4.461769669924072e-08,2.072223925605508e-07,2.2517346987464183e-12,1.6944444999863478e-08,5.888789609763434e-06,4.2757376073350586e-05,1.6691375028657676e-07,2.9006887845782257e-13,3.0845540978187187e-09,7.685876162555772e-05,0.0002853797878385641,5.4332760593821736e-08,2.231228916765829e-08,0.0003706303658902081,1.1564418627318835e-07,7.1781951526799705e-12,1.3166418322352015e-07,6.416127788003555e-12,3.5854261752433686e-08,2.353145973970597e-10,3.1727810282509473e-07,1.8861389665192583e-09,1.6756292487336629e-09,3.3946628428842977e-06,1.4140604615452334e-05
5.1297941771910647e-05,0.7506392552103409,5.9852317056845366e-05,1.2367864106878694e-05,3.520337240957358e-05,0.00755387669831657,0.0,0.0,0.0006570758399457461,2.836010266571573e-05,0.002531144232016835,0.00010710544527037428,6.911155219835745e-06,3.859077493849076e-15,3.142742835751249e-11,4.0193435947038294e-08,2.3400108784826524e-05,0.00021745987368067144,1.2221085826651346e-07,1.6938466792318118e-11,6.38402801871841e-11,1.0269041504777128e-14,1.0679574945518218e-09,8.382051588774502e-08,4.177564286994942e-09,5.973690879685878e-07,2.0618015678973237e-13,4.496154210683557e-09,2.630284400985539e-08,3.664228060678463e-11,3.384131785058903e-09,3.4759142755550034e-13,1.011041594489767e-12,1.0709427467662001e-09,3.76,0.0,0.6677124010375234,0.9937444682174251,0.0043835867898849926,0.00015336910756616793,0.3174841175529093,0.2374678311059736,0.07450256677642828,1.7649885202245018e-06,0.00047025470960732687,0.0016616636738830308,2.2499358547223345e-09,7.067864714572375e-11,1.596701991029556e-14,0.0009163547030679598,5.921753278305693e-10,1.2931276079742768e-10,0.00026793632141450154,5.467607011995857e-10,8.492554331432446e-10,7.97218720748428e-16,2.5020522042160193e-10,1.176279980226608e-12,4.91907567522588e-11,2.7855062918156155e-10,4.39009595656884e-17,4.877192214005388e-16,2.5494510629294718e-08,2.597930421951526e-12,0.0008158748569949397,0.0006054248314560645,8.0258294154566e-05,1.4137359661904897e-05,0.0007406282555684984,0.006899786166928109,0.0075122640943188395,2.4350701430547372e-05,6.54066608639635e-06,5.696188345432691e-06,1.2737053948824242e-05,6.44555007518669e-05,0.0028468925119561803,0.000998296599122651,0.0006273790495731346,7.740182593801594e-08,0.0014051766412254178,4.594865353072341e-08,2.114007662826593e-07,2.2971311754880178e-12,1.7028972656523218e-08,6.0041900956089525e-06,4.377931901779017e-05,1.7137757963951368e-07,2.959163325169953e-13,3.1468947469673606e-09,7.847781419116746e-05,0.0002910838213343783,5.54436366764266e-08,2.243263187928921e-08,0.0003833427711595284,1.1843408517304672e-07,7.345287244437617e-12,1.3421485540210705e-07,6.5542295802189206e-12,3.69346017654039e-08,2.4244850280174543e-10,3.2409130396994426e-07,1.9265776237318526e-09,1.7060462550250754e-09,3.514427048438816e-06,1.4720835687786471e-05
5.1757997211121234e-05,0.7509538212285943,6.038766088367221e-05,1.2551674733109348e-05,3.5591410523537445e-05,0.0076818786684612825,0.0,0.0,0.0006641762048554551,2.88799242894166e-05,0.0026045022507844256,0.00011015637270920267,7.046617534063686e-06,4.02567596994528e-15,3.2489005720175136e-11,4.117918080991097e-08,2.3836095852816915e-05,0.0002228549176423766,1.2576874058748657e-07,1.7346213923245493e-11,6.72375219615644e-11,1.0787014766333736e-14,1.0947176805474074e-09,8.712564891250268e-08,4.2963249132416464e-09,6.188196785567552e-07,2.1856627920530903e-13,4.721265050157738e-09,2.7536666685747395e-08,3.8104613058555046e-11,3.46267602208837e-09,3.61706390298432e-13,1.0569312677025817e-12,1.122457025452701e-09,3.76,0.0,0.6650880166084973,0.9936155413511384,0.004475985757339211,0.00015732240413086288,0.319820616848348,0.23898649581790726,0.07519597395740431,1.7594819145134132e-06,0.00047019369234005317,0.0016898420391253217,2.288220226827322e-09,7.089621566258341e-11,1.606031966176841e-14,0.000929775561668541,6.12600766155632e-10,1.337485484343217e-10,0.00027543879066799047,5.655377576674996e-10,8.638859364099033e-10,8.242643169116926e-16,2.587525055266596e-10,1.216463563371389e-12,5.087119701296244e-11,2.880642436475369e-10,4.5390294733608284e-17,5.042650535782748e-16,2.6606203517253876e-08,2.620671430946219e-12,0.000839429031366838,0.0006219563412696714,8.065475724152989e-05,1.421201969743701e-05,0.0007442749793537175,0.006990468130941833,0.007633261872509271,2.4707885452490503e-05,6.636028001402393e-06,5.79231013877708e-06,1.2971495628509171e-05,6.56458810824339e-05,0.002902339462129293,0.0010209196856151485,0.0006317751597974132,7.774034215171447e-08,0.0014385885649966805,4.7165530383750615e-08,2.1518840229722212e-07,2.338282352195377e-12,1.710372895503368e-08,6.108914290453215e-06,4.470815927500838e-05,1.754525415969818e-07,3.0121694949157454e-13,3.203410474540127e-09,7.994658721021232e-05,0.0002962662696715058,5.6450431919728975e-08,2.253918777631751e-08,0.000395028955574018,1.2098392701191142e-07,7.497014385727044e-12,1.3653020510810745e-07,6.679849372813732e-12,3.791864839295387e-08,2.489828783528486e-10,3.302805857958695e-07,1.96331256464758e-09,1.7335388516900986e-09,3.624665331141671e-06,1.5257641715865589e-05
5.221805265033182e-05,0.7512676071746393,6.092242892121889e-05,1.2736410995967716e-05,3.597946462234685e-05,0.007810628984606114,0.0,0.0,0.0006712160166130394,2.9400682892371008e-05,0.002679233651367567,0.00011326259989788962,7.1833627833138985e-06,4.1978352306026105e-15,3.357629797968719e-11,4.218010589350386e-08,2.4275904412500105e-05,0.00022834427089915948,1.2939384496179915e-07,1.7759513297269088e-11,7.07806798654115e-11,1.1326215329883809e-14,1.1219021251710987e-09,9.052671287693195e-08,4.416877766951975e-09,6.40808890083711e-07,2.315734687343066e-13,4.955482435279993e-09,2.8815578666961527e-08,3.961199184056465e-11,3.5423659970010662e-09,3.762542007875658e-13,1.1044658723434797e-12,1.1759140200390177e-09,3.76,0.0,0.6624707964955285,0.9934848994907219,0.004569419993619169,0.00016133483376018577,0.32214911337356844,0.24049421587985045,0.07589040364911401,1.7539864109916125e-06,0.00047013186353737967,0.0017182262573993453,2.326785370608839e-09,7.111224357841432e-11,1.6152768617716168e-14,0.0009432314038972265,6.335276458461729e-10,1.3829226344933463e-10,0.00028304474742281866,5.847722408834938e-10,8.785164828989558e-10,8.519538852504618e-16,2.6750638687760845e-10,1.2576184283267344e-12,5.2592255485875506e-11,2.978077264441534e-10,4.6915091827569623e-17,5.212048519173546e-16,2.7755100367001798e-08,2.6434209245938662e-12,0.000863476939156284,0.0006387588920586868,8.10458023406952e-05,1.4285715565440043e-05,0.0007478671587070007,0.007080978065984396,0.007754736801612239,2.5066144365399277e-05,6.731759064282495e-06,5.888934906754484e-06,1.3207794815922184e-05,6.684530299592913e-05,0.0029583163292434237,0.001043758466061022,0.0006361661340766114,7.807272788982521e-08,0.0014724087555988874,4.840041613986681e-08,2.1900135607263102e-07,2.3797085209394355e-12,1.717724084231313e-08,6.214453478133644e-06,4.5645503708060675e-05,1.7958189949809146e-07,3.065529819380784e-13,3.2603086093104123e-09,8.142622773413087e-05,0.00030149477810150215,5.746374709485039e-08,2.2644087476230188e-08,0.00040694895380072505,1.2357093523831896e-07,7.649994100960265e-12,1.3886413347705044e-07,6.8067217355821374e-12,3.89136372059546e-08,2.556258072412527e-10,3.365241565404857e-07,2.000369212582895e-09,1.7611400301847484e-09,3.7372507368858967e-06,1.5808510355703043e-05
5.267810808954241e-05,0.7515806157253365,6.14566064105421e-05,1.2922059269998798e-05,3.636750548481467e-05,0.007940120276582653,0.0,0.0,0.0006781949164116434,2.992225392531297e-05,0.0027553494597292146,0.00011642452593513405,7.321386465161935e-06,4.375682675502827e-15,3.468965755290988e-11,4.3196287822409296e-08,2.471952014725684e-05,0.0002339288842072178,1.3308665956958719e-07,1.8178372947988864e-11,7.44745494134318e-11,1.1887316366257613e-14,1.1495129925060801e-09,9.402546079081461e-08,4.5392163705641e-09,6.633439149793718e-07,2.4522672592458187e-13,5.199090424493452e-09,3.014075881536237e-08,4.116540179774992e-11,3.6232076792982588e-09,3.9124363347484113e-13,1.153688760196857e-12,1.2313667108288078e-09,3.76,0.0,0.659860741475375,0.9933525341048255,0.004663889854521169,0.00016540656685696452,0.3244696351208063,0.24199099919768868,0.07658586134538775,1.7485020162139262e-06,0.00047006921916204673,0.001746815590119929,2.3656302787754214e-09,7.132673269491499e-11,1.6244368230616457e-14,0.0009567218792602536,6.549631987633825e-10,1.429454308848213e-10,0.00029075329156303537,6.044706239511525e-10,8.931439809481429e-10,8.802960032122314e-16,2.764697402511413e-10,1.2997580948002122e-12,5.435449755337446e-11,3.077842743228097e-10,4.847582318515612e-17,5.385438638891261e-16,2.894206034410197e-08,2.666178982713564e-12,0.0008880241808917537,0.0006558333927204712,8.143144404697772e-05,1.4358448569086701e-05,0.0007514049019622537,0.00717130544548006,0.007876678147639883,2.5425440346530108e-05,6.827851351218817e-06,5.986051777156524e-06,1.3445936722411829e-05,6.80536776008062e-05,0.0030148232776516922,0.0010668106219775342,0.0006405527518153424,7.839900251974055e-08,0.001506637080821624,4.965330181390685e-08,2.228392818790358e-07,2.4214059254636856e-12,1.7249513009961563e-08,6.320804452474833e-06,4.659124547090701e-05,1.8376556097081286e-07,3.1192394601597223e-13,3.317584092581833e-09,8.291659274275176e-05,0.0003067691642658845,5.848346716884452e-08,2.274733507411028e-08,0.0004191043473159302,1.261953789391245e-07,7.80420593047105e-12,1.4121651800931237e-07,6.934841095726427e-12,3.9919392568463294e-08,2.623779438810964e-10,3.4282192669812307e-07,2.0377470353156828e-09,1.7888473507923564e-09,3.852207796632717e-06,1.6373667571312185e-05
5.3138163528752997e-05,0.7518928495465226,6.199017877434065e-05,1.3108605876210724e-05,3.675550425921067e-05,0.008070345172401449,0.0,0.0,0.0006851125957769649,3.0444515330123052e-05,0.0028328606175867586,0.00011964254560184245,7.460683976651992e-06,4.559347015878379e-15,3.5829436359090676e-11,4.422780166275125e-08,2.5166928291264643e-05,0.00023960970632275365,1.3684766574680617e-07,1.8602800408066226e-11,7.832403626102534e-11,1.2471005943032727e-14,1.1775523956445027e-09,9.762365412829438e-08,4.66333389321323e-09,6.86431919539214e-07,2.595518016073672e-13,5.452379268970692e-09,3.151340322829907e-08,4.276583961411577e-11,3.705206967007946e-09,4.066835309878489e-13,1.2046439987141767e-12,1.2888689160598307e-09,3.76,0.0,0.6572578522777183,0.9932184367375202,0.004759395614296245,0.0001695377673763514,0.3267822100572996,0.2434768540753307,0.0772823522124665,1.743028736852749e-06,0.00047000575521248555,0.001775609301159274,2.404753947385179e-09,7.153968485565177e-11,1.633511997602163e-14,0.0009702466548496575,6.769146820695143e-10,1.4770958028979165e-10,0.00029856349549957,6.246393991933759e-10,9.07765415743561e-10,9.092992584232232e-16,2.8564544877976884e-10,1.3428961170623123e-12,5.615849004312641e-11,3.1799709212784055e-10,5.007296170446145e-17,5.562873431923339e-16,3.016795276295273e-08,2.688945672265596e-12,0.0009130763366215796,0.0006731807065973125,8.181169735150913e-05,1.4430220115087865e-05,0.0007548883229680138,0.007261439908052819,0.007999075202239013,2.5785735704794555e-05,6.924296956977814e-06,6.083649860069908e-06,1.3685906419538294e-05,6.927091512748369e-05,0.003071860458364756,0.0010900737963197463,0.0006449357504127313,7.871918595261484e-08,0.0015412733926949435,5.092417529537299e-08,2.2670183151763394e-07,2.4633707826912742e-12,1.732055022500069e-08,6.4279639949208245e-06,4.754527605268426e-05,1.8800342415239774e-07,3.17329354430688e-13,3.375231828577419e-09,8.441753750751024e-05,0.00031208924553365096,5.9509476063829564e-08,2.2848934821779663e-08,0.0004314966703916856,1.2885752377018542e-07,7.959629165481115e-12,1.4358723611768563e-07,7.0642018146882316e-12,4.093573751235675e-08,2.692399363799864e-10,3.491738048148697e-07,2.075445489041657e-09,1.81665837960971e-09,3.969560887079462e-06,1.6953340689982887e-05
5.3598218967963584e-05,0.7522043112926352,6.252313166413753e-05,1.32960371235896e-05,3.714343249911842e-05,0.008201296299087541,0.0,0.0,0.0006919687948781041,3.096734760820586e-05,0.002911777981283717,0.00012291704932661338,7.601250619006525e-06,4.748958321823838e-15,3.6995985940152014e-11,4.527472107531679e-08,2.561811365587447e-05,0.00024538768380459244,1.4067733805031473e-07,1.9032802716572363e-11,8.233415766703589e-11,1.3077987294130227e-14,1.2060224010596499e-09,1.0132306246122977e-07,4.78922316855597e-09,7.100800423007691e-07,2.7457521140167837e-13,5.715645480066897e-09,3.293472518249903e-08,4.441431382833129e-11,3.788369690388494e-09,4.225828028148363e-13,1.2573763757294646e-12,1.3484752915455814e-09,3.76,0.0,0.6546621295826193,0.993082599010437,0.004855937466610406,0.00017372859283075871,0.3290868661248951,0.24495178921363608,0.07797988108998476,1.7375665796911042e-06,0.00046994146772383214,0.0018046066568465568,2.4441553758426354e-09,7.175110194585953e-11,1.642502535259502e-14,0.0009838054139570515,6.993893778309999e-10,1.5258624562632147e-10,0.0003064744052903934,6.45285077754263e-10,9.223778495304915e-10,9.389722479671344e-16,2.95036402762369e-10,1.3870460830554491e-12,5.80048011908263e-11,3.284493925849765e-10,5.170698080437239e-17,5.744405493118847e-16,3.143365704581557e-08,2.7117210474272266e-12,0.0009386389651906055,0.0006908016515010843,8.218657768627007e-05,1.4501031728203376e-05,0.0007583175419015817,0.007351371257027011,0.008121917283878831,2.614699291161444e-05,7.0210880023810554e-06,6.181718256416973e-06,1.3927688884308749e-05,7.049692499586422e-05,0.0031294280088142554,0.0011135455946786966,0.0006493158267417184,7.903329872919621e-08,0.0015763175267986167,5.221302155185987e-08,2.3058865453246936e-07,2.5055992851152506e-12,1.7390357339575846e-08,6.535928881973769e-06,4.850748536100043e-05,1.922953691430727e-07,3.227687167480355e-13,3.433246687785423e-09,8.592891572427319e-05,0.00031745483909431107,6.054165675429783e-08,2.2948891151502425e-08,0.00044412740970878925,1.3155763190436313e-07,8.116242862889801e-12,1.4597616517139243e-07,7.194798193976687e-12,4.196249389331985e-08,2.7621242650306515e-10,3.55579697454539e-07,2.1134640181792683e-09,1.8445706888144547e-09,4.089334226054936e-06,1.7547758391112422e-05
5.405827440717417e-05,0.7525150036071506,6.305545101963841e-05,1.3484339331691293e-05,3.7531262238906964e-05,0.008332966283519995,0.0,0.0,0.0006987633008403958,3.1490633884864105e-05,0.002992112320702847,0.0001262484231530152,7.743081609104784e-06,4.944647927189843e-15,3.818965733946761e-11,4.6337118397611405e-08,2.6073060655341185e-05,0.00025126376082421217,1.4457614438046195e-07,1.946838642551057e-11,8.651004396227505e-11,1.3708978934386849e-14,1.2349250303379395e-09,1.0512546309831385e-07,4.916876712847922e-09,7.34295392457532e-07,2.9032425044997126e-13,5.989191896796022e-09,3.4405955075288477e-08,4.6111844856129796e-11,3.872701622332445e-09,4.389504246664182e-13,1.3119314051507956e-12,1.4102413302047272e-09,3.76,0.0,0.6520735740179537,0.9929450126247619,0.004953515525555288,0.00017797919429805015,0.3313836312396248,0.24641581370914117,0.0786784524921051,1.732115551615585e-06,0.00046987635276887,0.0018338069259691862,2.483833566898926e-09,7.196098589221516e-11,1.651408588213369e-14,0.0009973978547332335,7.223945926298384e-10,1.5757696517771876e-10,0.0003144850417495364,6.664141892078499e-10,9.36978421473757e-10,9.693235776720558e-16,3.046454994777844e-10,1.4322216135173149e-12,5.989400060353408e-11,3.391443960930794e-10,5.3378354385300285e-17,5.930087470826053e-16,3.2740062680755014e-08,2.7345051496766845e-12,0.000964717603544622,0.0007086969997616016,8.255610103618681e-05,1.4570885065473689e-05,0.000761692685951432,0.007441089459925944,0.008245193739023143,2.6509174622564096e-05,7.118216639580831e-06,6.280246070960749e-06,1.4171269012099345e-05,7.173161593480561e-05,0.0031875260526231662,0.001137223586497625,0.0006536936386002736,7.934136209309174e-08,0.0016117693016054892,5.3519822878221403e-08,2.3449939861246504e-07,2.548087605136524e-12,1.7458939315164973e-08,6.64469588893058e-06,4.947776181966419e-05,1.9664126736137312e-07,3.2824153995046587e-13,3.491623512831019e-09,8.745057965590385e-05,0.0003228657620505877,6.15798913707959e-08,2.3047208697519954e-08,0.0004569980040039407,1.3429596198897348e-07,8.274025862273651e-12,1.4838318253500563e-07,7.326624480228325e-12,4.2999482567615176e-08,2.832960496355919e-10,3.620395091675864e-07,2.1518020551904378e-09,1.8725818569302452e-09,4.2115518681734935e-06,1.8157150694912616e-05
5.451832984638476e-05,0.7528249291227029,6.358712313110836e-05,1.3673498832622994e-05,3.791896603942173e-05,0.008465347753413285,0.0,0.0,0.0007054959460836599,3.201425996752792e-05,0.0030738743182722977,0.00012963704871262868,7.88617209358278e-06,5.146548461214365e-15,3.9410801084933826e-11,4.741506459593632e-08,2.6531753332910688e-05,0.00025723887898243737,1.485445462088984e-07,1.9909557607276335e-11,9.085694002634459e-11,1.4364714804022984e-14,1.2642622594170373e-09,1.0903264073171826e-07,5.046286742991511e-09,7.590850483299256e-07,3.0682700778008774e-13,6.273327753125781e-09,3.592834036091862e-08,4.785946501724898e-11,3.958208481718886e-09,4.557954379075471e-13,1.3683553331775838e-12,1.4742233614444323e-09,3.76,0.0,0.6494921861564057,0.9928056693629905,0.005052129826844842,0.00018228971643522964,0.333672533291285,0.24786893705238786,0.07937807060895966,1.7266756596080098e-06,0.0004698104064588614,0.0018632093797751764,2.523787526656189e-09,7.216933866255368e-11,1.6602303109559933e-14,0.00101102368891793,7.459376571883458e-10,1.62683281459234e-10,0.00032259440154500254,6.880332811791419e-10,9.515643473752876e-10,1.0003618614154957e-15,3.144756430025223e-10,1.4784363611235246e-12,6.182665922381881e-11,3.500853305204362e-10,5.5087556790911354e-17,6.119972062640828e-16,3.408806917795143e-08,2.757298007887495e-12,0.0009913177660761392,0.0007268674783246963,8.292028402935911e-05,1.4639781928603075e-05,0.0007650138899319215,0.007530584648088555,0.008368893943457995,2.6872243711013192e-05,7.2156750603786195e-06,6.3792224229855034e-06,1.4416631626821281e-05,7.29748961199586e-05,0.003246154699450021,0.001161105306349394,0.0006580698061695024,7.96433980524171e-08,0.0016476285178652693,5.4844558967219164e-08,2.384337100540252e-07,2.5908319000702882e-12,1.7526301241672483e-08,6.754261796099858e-06,5.045599247199854e-05,2.010409790130066e-07,3.3374732908074004e-13,3.5503571252959988e-09,8.898238029038569e-05,0.0003283218315196927,6.262406131382338e-08,2.3143892315708265e-08,0.00047010984376827527,1.3707276911261505e-07,8.432956803820267e-12,1.5080816561527994e-07,7.459674870566323e-12,4.4046523564848e-08,2.904914347511991e-10,3.685531424679601e-07,2.1904590204490413e-09,1.9006894691272094e-09,4.336237700768616e-06,1.878174895085109e-05
