Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55)
3.427356152662318e-08,0.7461283864438223,9.93851648053826e-09,1.1646891955032687e-10,1.3775484015082565e-10,9.795697615338366e-10,0.0,0.0,1.1386785580560359e-07,1.6871536533190128e-11,7.772908849260844e-13,3.6275525959024865e-21,1.4044993325560675e-15,4.462710408007981e-34,8.120377255639922e-26,1.5432878920769013e-26,3.018202960028621e-26,3.0648728796997694e-10,4.403924341142038e-30,2.699609150946292e-19,1.6777181722881135e-28,1.5731239735394424e-35,1.0824273726302132e-27,1.4459901326719497e-27,1.3665353782415854e-19,1.976128879300255e-35,1.0105988137697285e-38,4.430936300886447e-40,4.8107881010965263e-54,1.3869558778300068e-47,2.7141102916972027e-18,7.649647898186298e-44,7.42785002938364e-36,1.385107785192899e-42,3.76,0.0,0.8966967741878846,0.9992175011323358,7.2623101473385424e-12,1.019786831862055e-34,0.0008861144587376483,0.0007051853545567889,0.0001730353115323092,7.859683241892146e-06,0.000782383932859436,1.6443597646555034e-08,6.627238339310437e-15,3.008340954367473e-10,6.438746320743204e-17,1.2223726538470247e-09,3.3714588016530986e-22,9.944924895919475e-22,2.4985505154842907e-12,4.029413772240936e-22,5.994039694062692e-15,3.8336658148439838e-28,1.3734571321453508e-21,4.046530408371871e-24,1.4212281624180782e-22,7.635238363999118e-22,2.2358661530820458e-29,2.2801135796886683e-28,6.000233119033786e-24,1.5955210652666746e-14,3.0649118375493513e-10,3.73593398080299e-15,7.157203206618367e-08,9.490751101737396e-09,2.245335995566124e-08,1.9355910253831856e-10,1.1217692420445385e-08
3.559822772906056e-08,0.7461329002913316,1.0568530519254173e-08,1.282932531180983e-10,1.5283406345099904e-10,1.084798346653083e-09,0.0,0.0,1.182707935242108e-07,1.8198222639061725e-11,8.717997727905815e-13,4.227090153839518e-21,1.570115645262901e-15,5.788897133888863e-34,9.62815171377088e-26,1.8413373515519387e-26,3.6812787025988573e-26,3.306759443410968e-10,5.8969538056262656e-30,3.1333834769458057e-19,2.190342182243345e-28,2.128138571386317e-35,1.3098534442787229e-27,1.738537971630533e-27,1.5053127106011842e-19,2.621300167858055e-35,1.2969231427112133e-38,5.9327803543487e-40,7.442034425363361e-54,1.894903730851289e-47,3.0144956071554244e-18,1.0648774537363174e-43,9.586593231886836e-36,1.9635922546777567e-42,3.76,0.0,0.8966625397227541,0.9992174966448353,8.38076836213462e-12,1.3446870073731705e-34,0.0009203457092978164,0.000732716810922085,0.00017973266775692733,7.859431754935068e-06,0.0007823839291368178,1.7751744380467768e-08,7.409381217787442e-15,3.008543898686489e-10,6.692805844124912e-17,1.3195944265973351e-09,4.1612522716261716e-22,1.1880453895062014e-21,2.697568064991581e-12,4.970971129944009e-22,6.242011424848659e-15,4.740160659009839e-28,1.660140445122924e-21,4.911745527663295e-24,1.7270765694836774e-22,9.215286942187685e-22,2.7638050106596503e-29,2.818896885371834e-28,7.701537394163026e-24,1.6577798199556e-14,3.3068031035409475e-10,4.4095061245505576e-15,7.379914915335587e-08,9.613990944134135e-09,2.3844337931780026e-08,2.140149195863801e-10,1.1978713800426306e-08
3.692289393149794e-08,0.7461374139755962,1.1209924351743237e-08,1.4076080511047838e-10,1.6888282724783644e-10,1.1965470361090193e-09,0.0,0.0,1.226738154174261e-07,1.9574902298474872e-11,9.73678432665203e-13,4.898101694386069e-21,1.7479650482425329e-15,7.431295977736597e-34,1.133932080792896e-25,2.1822023721236902e-26,4.4562536564688304e-26,3.557828896825284e-10,7.80926215070585e-30,3.616452664518215e-19,2.8316736942068078e-28,2.846903787231915e-35,1.572847051649962e-27,2.0757968544014786e-27,1.6516842934453888e-19,3.440100506256186e-35,1.6536227012548605e-38,7.857292589328051e-40,1.1324088461309129e-53,2.5587484184703565e-47,3.3344087205289348e-18,1.4634732981921336e-43,1.225360188355485e-35,2.7474493627135416e-42,3.76,0.0,0.896628306556535,0.9992174921535522,9.619034633560173e-12,1.7548606983798202e-34,0.0009545757030828541,0.0007602471270073643,0.00018642980450397087,7.859180272600518e-06,0.0007823839254112413,1.910998179910278e-08,8.248981227284542e-15,3.0087468321981737e-10,6.94685176873327e-17,1.4205347750044921e-09,5.095250574110159e-22,1.4098837908525987e-21,2.9042144034614204e-12,6.083649939237539e-22,6.489991801826156e-15,5.813681012556215e-28,1.992468731834451e-21,5.918122034951724e-24,2.0831454530510075e-22,1.1044587983649348e-21,3.388883833909408e-29,3.4568872905011605e-28,9.792623503621664e-24,1.7200357805588297e-14,3.5578776231983363e-10,5.177942190728504e-15,7.599272364145035e-08,9.733327977914952e-09,2.52603930825013e-08,2.3570995498007e-10,1.2758825927091748e-08
3.824756013393532e-08,0.7461419274965787,1.1862242208142197e-08,1.5387467922813846e-10,1.8592074177422453e-10,1.3149296844275404e-09,0.0,0.0,1.2707691754817755e-07,2.1001552198936617e-11,1.083203495992214e-12,5.6460603198640325e-21,1.9384415846932673e-15,9.447704960755201e-34,1.327145306561292e-25,2.5700453946724287e-26,5.356640290247314e-26,3.8180808142466343e-10,1.0235969087094373e-29,4.152239393254836e-19,3.6275501347220145e-28,3.768993742121904e-35,1.8751340542151012e-27,2.4625269825476144e-27,1.80570804320037e-19,4.469997484682298e-35,2.0960009558921513e-38,1.0300946581571596e-39,1.6969094229792311e-53,3.4177612886310085e-47,3.674241140201715e-18,1.987446381270863e-43,1.5522431402641647e-35,3.797693664855961e-42,3.76,0.0,0.8965940746890226,0.9992174876584755,1.0984641188123124e-11,2.2682382547444178e-34,0.0009888044401410087,0.0007877763028558397,0.00019312672178165938,7.858928794847244e-06,0.0007823839216824955,2.05183082568316e-08,9.147822122549154e-15,3.008949754883381e-10,7.20088409537779e-17,1.5251932239666043e-09,6.192869545227357e-22,1.6628815478624142e-21,3.118489107270509e-12,7.390297075627934e-22,6.737981724574298e-15,7.076915937330906e-28,2.375604940075343e-21,7.082030551363066e-24,2.4952964260002366e-22,1.3151055179530932e-21,4.124280226387794e-29,4.207552425453107e-28,1.2343154063312307e-23,1.7822889472424377e-14,3.818134984396981e-10,6.0507896866719086e-15,7.815340281295823e-08,9.849248726760475e-09,2.6700855764100003e-08,2.586659325905043e-10,1.3557698033147831e-08
3.95722263363727e-08,0.7461464408542452,1.2525048970185446e-08,1.6763732498464528e-10,2.0396671544790105e-10,1.4400555609320859e-09,0.0,0.0,1.3148009616285483e-07,2.2478148993304552e-11,1.2006515630848288e-12,6.476641641222299e-21,2.1419353105593603e-15,1.1903373530206074e-33,1.5442780746202922e-25,3.009248059122176e-26,6.396958451901806e-26,4.0875147700032214e-10,1.328898136729967e-29,4.744257686311637e-19,4.607787812692447e-28,4.941585995122167e-35,2.2206371237843934e-27,2.9037850052198623e-27,1.9674372607476284e-19,5.754671434028605e-35,2.642368707143207e-38,1.3377465870705422e-39,2.506761869047235e-53,4.519089723531394e-47,4.034369500871704e-18,2.6692471774278804e-43,1.9499341517635424e-35,5.190178513728741e-42,3.76,0.0,0.8965598441200174,0.9992174831595947,1.2485267559054613e-11,2.905643374910906e-34,0.0010230319205205198,0.0008153043385074197,0.0001998234195980698,7.858677325072094e-06,0.0007823839179508351,2.1976722108076044e-08,1.0107663752843124e-14,3.009152668348335e-10,7.454902824830072e-17,1.6335692984294218e-09,7.475271140457106e-22,1.9500876932501596e-21,3.3403917541119967e-12,8.915780328233077e-22,6.985982090724505e-15,8.554612793483487e-28,2.8150723006351966e-21,8.421014248032218e-24,2.969813701975224e-22,1.556452839161694e-21,4.984365606611625e-29,5.08558087479769e-28,1.5431979568539703e-23,1.844539320172147e-14,4.08757477503728e-10,7.038162569915808e-15,8.028182311672409e-08,9.962182208707094e-09,2.8165104639097447e-08,2.8290400264763113e-10,1.4375014996512353e-08
4.089689253881008e-08,0.7461509540485621,1.3197928579178235e-08,1.8205057654719443e-10,2.2303897534290451e-10,1.5720295546746159e-09,0.0,0.0,1.358833476724496e-07,2.4004669301813967e-11,1.3262992030891634e-12,7.3957238354591e-21,2.3588323384203325e-15,1.4871555984629343e-33,1.7872184539782903e-25,3.504412554992643e-26,7.592763013814458e-26,4.366130338447182e-10,1.7099154924010798e-29,5.396110913077741e-19,5.80662005548579e-28,6.420568772757827e-35,2.6134739861785768e-27,3.404929391099422e-27,2.1369210937162492e-19,7.344750261307223e-35,3.314575616100329e-38,1.7220107037225943e-39,3.654061106411565e-53,5.918954383010067e-47,4.415156230262938e-18,3.5480246390263375e-43,2.430443515588539e-35,7.018452305588907e-42,3.76,0.0,0.8965256148493241,0.9992174786568991,1.4128735231379391e-11,3.691125466347284e-34,0.0010572581442696203,0.0008428312340029463,0.0002065198979613187,7.858425865692137e-06,0.0007823839142163322,2.3485221707298444e-08,1.1130242381259309e-14,3.009355573736043e-10,7.708907957872532e-17,1.7456625233856112e-09,8.965447092648898e-22,2.274730778672236e-21,3.569921922989471e-12,1.068708125156161e-21,7.233993795251553e-15,1.0273676699973087e-27,3.316764501843629e-21,9.953822960462658e-24,3.513416481164026e-22,1.8316826995330483e-21,5.984762815557749e-29,6.106941136759729e-28,1.9147947709156347e-23,1.9067868995157347e-14,4.3661965830442344e-10,8.15075030969224e-15,8.237861011714622e-08,1.0072506670354257e-08,2.965256155955583e-08,3.084447823945623e-10,1.521047596133457e-08
4.222155874124746e-08,0.7461554670794991,1.388048261769473e-08,1.9711568873069302e-10,2.431550861008469e-10,1.7109523632452969e-09,0.0,0.0,1.402866686359601e-07,2.5581089713890966e-11,1.4604229539466122e-12,8.409387705156434e-21,2.589514880777812e-15,1.8434070711144005e-33,2.0579177793581815e-25,4.060362740433664e-26,8.960670408213189e-26,4.6539270939544156e-10,2.181863833875956e-29,6.111489835336662e-19,7.263165683499486e-28,8.27176182862007e-35,3.0579553373693934e-27,3.9716255594149996e-27,2.3142049509175096e-19,9.298597961080226e-35,4.138622014395283e-38,2.1984146609493834e-39,5.260373188150546e-53,7.683974114353651e-47,4.816950185123626e-18,4.670676101913619e-43,3.007284835635246e-35,9.397030135409604e-42,3.76,0.0,0.8964913868767521,0.9992174741503793,1.592300244484413e-11,4.652315497537128e-34,0.0010914831114365363,0.0008703569893859722,0.0002132161568796384,7.858174416290479e-06,0.0007823839104787803,2.5043805408997323e-08,1.221727099969952e-14,3.0095584708498454e-10,7.96289949531816e-17,1.8614724238744478e-09,1.068830320971334e-21,2.6402231980084823e-21,3.8070791942101945e-12,1.2733388456055995e-21,7.482017730050105e-15,1.2263270763372926e-27,3.886955702702864e-21,1.1700446754425291e-23,4.1332711363696286e-22,2.1441802314253785e-21,7.142404168159419e-29,7.288941037629935e-28,2.3590751243808937e-23,1.9690316854394423e-14,4.6539999963673036e-10,9.399826476575368e-15,8.444437847760837e-08,1.0180555504195542e-08,3.1162687060032205e-08,3.35308392294219e-10,1.6063793116758093e-08
4.354622494368484e-08,0.7461599799470259,1.4572329038954847e-08,2.1283337050957283e-10,2.643319675220604e-10,1.856920667693141e-09,0.0,0.0,1.4469005574571398e-07,2.7207386789784112e-11,1.6032993223566192e-12,9.523916740107751e-21,2.834361292763021e-15,2.2681863026607253e-33,2.3583890362622715e-25,4.682145043287655e-26,1.0518384080164967e-25,4.95090461092473e-10,2.7623402288368633e-29,6.894170695250563e-19,9.0219282754805e-28,1.0572256557192014e-34,3.5585824791833874e-27,4.6098507857282204e-27,2.4993308751658183e-19,1.1683157441434587e-34,5.145359860596549e-38,2.7849578932193548e-39,7.4846326168922885e-53,9.892625074965917e-47,5.2400872585342054e-18,6.093010944051528e-43,3.6955990012327225e-35,1.2465119143997256e-41,3.76,0.0,0.8964571602021155,0.9992174696400261,1.787615913888378e-11,5.820805589781804e-34,0.0011257068220694865,0.0008978816047008826,0.00021991219636129658,7.857922975574434e-06,0.0007823839067381624,2.6652471567711293e-08,1.3370439639643855e-14,3.009761359079428e-10,8.216877437990793e-17,1.9809985249821362e-09,1.2670744263078283e-21,3.0501654941358598e-21,4.05186314937905e-12,1.5086191291154435e-21,7.730054782904239e-15,1.4554917015610286e-27,4.532310392445272e-21,1.3682148970076683e-23,4.837003209089593e-22,2.497538918890094e-21,8.475589914456917e-29,8.65028756595577e-28,2.887181416304541e-23,2.0312736781104595e-14,4.950984602980573e-10,1.07972568808211e-14,8.647973197224756e-08,1.0286622473833634e-08,3.269497636733932e-08,3.635144884566647e-10,1.6934690609561784e-08
4.487089114612222e-08,0.7461644926511147,1.5273101025082118e-08,2.2920381630760758e-10,2.865859110094828e-10,2.0100272951593294e-09,0.0,0.0,1.4909350581435958e-07,2.888353706203773e-11,1.7552047837398867e-12,1.0745797181046497e-20,3.093746114276447e-15,2.7715569728703528e-33,2.6907052144682735e-25,5.375029150795996e-26,1.2284718866937029e-25,5.257062463781995e-10,3.471596126591244e-29,7.748013344203859e-19,1.113332698821432e-27,1.3411882237206605e-34,4.1200447070572954e-27,5.3258988930390036e-27,2.6923378790315875e-19,1.4574848856531395e-34,6.371292613355284e-38,3.5024034105597233e-39,1.0532766979970382e-52,1.2636841750654583e-46,5.684890959920255e-18,7.881034586117702e-43,4.5122830968379174e-35,1.6390840525946553e-41,3.76,0.0,0.8964229348252322,0.9992174651258304,1.9996422028821837e-11,7.232552846841114e-34,0.0011599292762166842,0.0009254050799909752,0.00022660801641451376,7.857671543380518e-06,0.0007823839029946123,2.8311218538023047e-08,1.4591415678774276e-14,3.0099642383483054e-10,8.470841786702672e-17,2.1042403518421377e-09,1.4941759431642687e-21,3.508350649440561e-21,4.304273371391633e-12,1.7779373885889247e-21,7.978105836193331e-15,1.718259801855709e-27,5.259893101453483e-21,1.592149876113163e-23,5.632709221739441e-22,2.895565670682011e-21,1.0004047086163332e-28,1.0211147101628467e-27,3.5115216388010846e-23,2.093512877698309e-14,5.257149990882927e-10,1.2355507271816229e-14,8.848526352176245e-08,1.039096633723756e-08,3.4248955860026664e-08,3.9308229176961325e-10,1.7822903573444004e-08
4.61955573485596e-08,0.7461690051917387,1.598244595904992e-08,2.46226735279431e-10,3.0993259500390224e-10,2.170361370525904e-09,0.0,0.0,1.5349701576332472e-07,3.060951703682599e-11,1.9164157822020556e-12,1.2081718085476588e-20,3.368040111572589e-15,3.3646083557528285e-33,3.0569976362237465e-25,6.144508496527366e-26,1.427962432054645e-25,5.572400226974046e-10,4.332829336942856e-29,8.676959411521623e-19,1.3654259616997133e-27,1.6894804951529127e-34,4.747216479789892e-27,6.1263847388199056e-27,2.8932622473620976e-19,1.8060524450301837e-34,7.859484474485226e-38,4.374592465437928e-39,1.4669345282508691e-52,1.6023767416353404e-46,6.151672969097307e-18,1.0112359859972117e-42,5.476124186044234e-35,2.1375992664467437e-41,3.76,0.0,0.8963887107459243,0.999217460607783,2.229212980447132e-11,8.928307841373983e-34,0.0011941504739263356,0.000952927415298646,0.00023330361704747098,7.857420120477072e-06,0.0007823838992480982,3.002004467455865e-08,1.5881844143520396e-14,3.010167109020126e-10,8.724792542253732e-17,2.2311974296351205e-09,1.753250826782761e-21,4.018768360202766e-21,4.56430944442523e-12,2.0849309514788414e-21,8.226171765925918e-15,2.0182859095516922e-27,6.077177968394396e-21,1.8442403145639858e-23,6.528968312051304e-22,3.3422858121222404e-21,1.174898870551331e-28,1.1993206016189603e-27,4.24586571467962e-23,2.1557492843695108e-14,5.572495748097984e-10,1.4087650610687308e-14,9.046155524982397e-08,1.0493814940810226e-08,3.5824179923423796e-08,4.240306141219609e-10,1.87281772610305e-08
4.752022355099698e-08,0.7461735175688723,1.670002449931013e-08,2.639013787384472e-10,3.343870995102611e-10,2.338008458021599e-09,0.0,0.0,1.579005826125957e-07,3.2385303195161214e-11,2.0872087304978325e-12,1.3538571395615554e-20,3.657610318297431e-15,4.059511596584331e-33,3.4594542635980237e-25,6.996300550145053e-26,1.6524206983742851e-25,5.896917474972576e-10,5.37249644415146e-29,9.685030512397361e-19,1.6648698689483188e-27,2.114126619468024e-34,5.4451543944255936e-27,7.018248506045349e-27,3.1021378094290287e-19,2.2238481090017586e-34,9.660590185831266e-38,5.4287830267824866e-39,2.0231584236395675e-52,2.0177662006481607e-46,6.640733665355504e-18,1.2877752871344571e-42,6.607937937842296e-35,2.766140269661193e-41,3.76,0.0,0.8963544879640175,0.9992174560858765,2.477173844505883e-11,1.0954068258189345e-33,0.0012283704152466412,0.0009804486106665608,0.00023999899826836045,7.857168707346456e-06,0.000782383895498521,3.1778948331984604e-08,1.7243348007565158e-14,3.01036997132333e-10,8.978729705446306e-17,2.361869283588757e-09,2.047640715917403e-21,4.5856092948248216e-21,4.83197095392811e-12,2.4334955262804706e-21,8.474253441170398e-15,2.3594911157373108e-27,6.992058167028321e-21,2.1270138580189178e-23,7.5348536939576015e-22,3.841947997783926e-21,1.3733173337665764e-28,1.4019731625221783e-27,5.1054457375613294e-23,2.217982898288927e-14,5.897021462673985e-10,1.6007373924169965e-14,9.240917855758707e-08,1.0595368837007993e-08,3.742022816099652e-08,4.563778820027697e-10,1.9650266268519777e-08
4.884488975343436e-08,0.7461780297824908,1.742550974634832e-08,2.8222656588396394e-10,3.599639198121402e-10,2.513050693709593e-09,0.0,0.0,1.623042034716752e-07,3.421087199398989e-11,2.267860009995526e-12,1.5123452008454503e-20,3.962820075987963e-15,4.869575659918703e-33,3.900317989616221e-25,7.936346916670724e-26,1.9040751634595662e-25,6.230613782273114e-10,6.620646233512072e-29,1.07763264942633e-18,2.0188321305607984e-27,2.6289468065961223e-34,6.219093989617542e-27,8.008759806656661e-27,3.318996183521356e-19,2.721953149342665e-34,1.1834017210137054e-37,6.696012953695593e-39,2.7646086272627614e-52,2.524197521225179e-46,7.152362632645115e-18,1.6282820210759004e-42,7.930712047961012e-35,3.55329154126817e-41,3.76,0.0,0.8963202664793415,0.9992174515601024,2.7443816644387194e-11,1.3361558119563743e-33,0.001262589100225794,0.001007968666138039,0.000246694160085402,7.856917303781955e-06,0.0007823838917459122,3.35879278650067e-08,1.8677528486358537e-14,3.0105728251608963e-10,9.232653277092465e-17,2.4962554389776608e-09,2.3809216257617297e-21,5.213269335939148e-21,5.107257486608172e-12,2.827794696229253e-21,8.722351723554562e-15,2.7460734089863225e-27,8.012855196493598e-21,2.4431382070504936e-23,8.659943949686972e-22,4.399029047160879e-21,1.5980964967335025e-28,1.6315633472986676e-27,6.107060139366952e-23,2.2802137196254477e-14,6.230726722683815e-10,1.812898474856736e-14,9.432869421387914e-08,1.0695804476999122e-08,3.903670292369324e-08,4.901421577516401e-10,2.0588933843114227e-08
5.0169555955871743e-08,0.746182541832571,1.8158586490600412e-08,3.0120070797857067e-10,3.866769794696249e-10,2.6955669097680516e-09,0.0,0.0,1.6670787553157817e-07,3.608619986718947e-11,2.458645970641995e-12,1.6843657847935285e-20,4.284029074043469e-15,5.80930279132653e-33,4.3818849175143e-25,8.970813251861217e-26,2.185274151644291e-25,6.57348872339506e-10,8.111274677040727e-29,1.1955023720787692e-18,2.4353173391246853e-27,3.2497611997844063e-34,7.074446400217991e-27,9.105521605946787e-27,3.54386699675711e-19,3.3128135054511923e-34,1.4449232782827577e-37,8.211488744499093e-39,3.7448726345872475e-52,3.1381592599557266e-46,7.686839141944569e-18,2.0449844201045758e-42,9.469754400618336e-35,4.5328070357602583e-41,3.76,0.0,0.8962860462917294,0.9992174470304536,3.0317041340188357e-11,1.6208732976898118e-33,0.0012968065289119827,0.0010354875817565406,0.00025338910250682103,7.856665909425384e-06,0.0007823838879903227,3.544698162837084e-08,2.0185965327692736e-14,3.0107756703641896e-10,9.486563258006022e-17,2.6343554211234708e-09,2.7569126847905223e-21,5.906353806468544e-21,5.3901686304211825e-12,3.272269437471607e-21,8.970467466628654e-15,3.1825180667954636e-27,9.1483280390223e-21,2.79542418319408e-23,9.914334157990676e-22,5.0182387055626396e-21,1.8518393180022047e-28,1.8907524929180176e-27,7.269181805707759e-23,2.3424417485481507e-14,6.573611116225037e-10,2.046741717307934e-14,9.622065245869225e-08,1.0795277028906094e-08,4.067322711965736e-08,5.253411587314909e-10,2.154395126356279e-08
5.1494222158309123e-08,0.74618705371909,1.8898950531924895e-08,3.208218311174253e-10,4.145396426884952e-10,2.88563275141259e-09,0.0,0.0,1.711115960577363e-07,3.8011263226477966e-11,2.6598429309280102e-12,1.8706689939241274e-20,4.621593389179014e-15,6.894443340396505e-33,4.906502632418521e-25,1.0106089000855458e-25,2.4984877572852903e-25,6.925541872881676e-10,9.882701991095979e-29,1.3225373392645412e-18,2.9232368985746116e-27,3.9946097935662555e-34,8.016794885021393e-27,1.0316473976398819e-26,3.7767780827300995e-19,4.010358906135191e-34,1.7587229018921265e-37,1.0015000714283777e-38,5.030815095120602e-52,3.878526249212819e-46,8.244432611893512e-18,2.5519772882811573e-42,1.125284590829655e-34,5.744351988572217e-41,3.76,0.0,0.8962518274010177,0.9992174424969227,3.340019334197854e-11,1.9560311406892137e-33,0.0013310227013533897,0.0010630053575652063,0.0002600838255408288,7.85641452424328e-06,0.0007823838842317066,3.735610797686388e-08,2.1770217098397196e-14,3.0109785069178956e-10,9.740459648995051e-17,2.776168755394919e-09,3.1796849126563482e-21,6.6696816797127275e-21,5.68070397455825e-12,3.771647659011279e-21,9.218601515178108e-15,3.673608096287836e-27,1.0407682189133547e-20,3.186828751366473e-23,1.130864686353019e-21,5.704524332537896e-21,2.137321362783829e-28,2.1823785077364762e-27,8.612070154509346e-23,2.4046669852220988e-14,6.925674231419893e-10,2.303823749207066e-14,9.808559311779288e-08,1.0893922868496881e-08,4.232944226941515e-08,5.61992274675243e-10,2.251509728484072e-08
5.2818888360746504e-08,0.7461915654420269,1.9646308062410898e-08,3.4108759770968486e-10,4.435647261338108e-10,3.0833207871757825e-09,0.0,0.0,1.755153623837025e-07,3.99860384622468e-11,2.871727177854033e-12,2.0720252485197714e-20,4.9758655243707495e-15,8.142049802753925e-33,5.476568469311001e-25,1.1348786966952131e-25,2.84630967075749e-25,7.286772805300053e-10,1.1977972264526849e-28,1.4591699904260953e-18,3.492482517400362e-27,4.883989094081184e-34,9.051891247204573e-27,1.1649897688945508e-26,4.017755659248933e-19,4.830128106160763e-34,2.134215997632639e-37,1.2151365452716985e-38,6.705340247289773e-52,4.766821141749637e-46,8.825403048690787e-18,3.165437151789295e-42,1.33103979691927e-34,7.234324299864437e-41,3.76,0.0,0.8962176098070462,0.9992174379595027,3.670215305266716e-11,2.34883331372054e-33,0.0013652376175981912,0.0010905219936069562,0.0002667783291956264,7.856163148429292e-06,0.0007823838804700289,3.9315305265312967e-08,2.3431821467207284e-14,3.0111813349140987e-10,9.994342450865491e-17,2.9216949672078056e-09,3.6535700364599926e-21,7.508289773490895e-21,5.9788631094323046e-12,4.3309537619198455e-21,9.466754704641899e-15,4.224434720942239e-27,1.1800578558058701e-20,3.6204579999350004e-23,1.2854042892094727e-21,6.463075519977371e-21,2.4574968761179514e-28,2.509462087588033e-27,1.0157887194300969e-22,2.466889429813714e-14,7.286915656415311e-10,2.5857649475179896e-14,9.992404572662901e-08,1.0991861781571662e-08,4.400500677731668e-08,6.001125834171853e-10,2.350215763944722e-08
5.4143554563183884e-08,0.7461960770013607,2.0400375105683634e-08,3.6199532677358995e-10,4.737645102480548e-10,3.2887006131419286e-09,0.0,0.0,1.799191719055645e-07,4.2010501944325023e-11,3.0945749668964018e-12,2.2892252944776914e-20,5.347194447302027e-15,9.57052994870273e-33,6.094527780762412e-25,1.270574271715999e-25,3.2314589089877517e-25,7.657181095241105e-10,1.4445276138965664e-28,1.6058399235771807e-18,4.1540033260845675e-27,5.94110622207778e-34,1.0185652164863001e-26,1.3114417649069477e-26,4.2668244881049835e-19,5.789400308554556e-34,2.5823165297437735e-37,1.4670896408226155e-38,8.870623474233659e-52,5.82749559369216e-46,9.430001466179864e-18,3.903854237854729e-42,1.5675614483680505e-34,9.056761177980908e-41,3.76,0.0,0.8961833935096584,0.9992174334181874,4.02318962799829e-11,2.8072744110039028e-33,0.0013994512776945582,0.001118037489924788,0.000273472613479418,7.855911782087811e-06,0.0007823838767053181,4.132457184858475e-08,2.5172295483856856e-14,3.0113841544027766e-10,1.0248211664425905e-16,3.070933582024955e-09,4.183169342879689e-21,8.427436928343312e-21,6.284645626663756e-12,4.955518215472056e-21,9.714927860656263e-15,4.840407910338703e-27,1.3337142256880799e-20,4.099570079625592e-23,1.4562232015980284e-21,7.299328641903267e-21,2.8155048808926415e-28,2.875212957344103e-27,1.1930817579314642e-22,2.5291090824925895e-14,7.657334979382884e-10,2.894249926353965e-14,1.0173652966203292e-07,1.1089198910655615e-08,4.5699594394943374e-08,6.397188651843446e-10,2.4504924589069357e-08
5.5468220765621264e-08,0.7462005883970714,2.1160877006717147e-08,3.8354201313525524e-10,5.051507501260887e-10,3.5018389516636716e-09,0.0,0.0,1.8432302207698894e-07,4.408463002268261e-11,3.3286625219739156e-12,2.5230802113702304e-20,5.735925628318809e-15,1.1199698914525757e-32,6.762872207574228e-25,1.4184013830938988e-25,3.656781452601731e-25,8.036766317319548e-10,1.733839700158377e-28,1.762993737948683e-18,4.919886676479888e-27,7.192151161146617e-34,1.1424155447448424e-26,1.4719006184766226e-26,4.524008018597882e-19,6.907332838084319e-34,3.1156395759634476e-37,1.7629903434760333e-38,1.1651874168314894e-51,7.08823186745418e-46,1.0058470286993916e-17,4.788281949202652e-42,1.8384658371126041e-34,1.127433691535368e-40,3.76,0.0,0.8961491785087002,0.99921742887297,4.3998490134262035e-11,3.3402008770781485e-33,0.001433663681690655,0.001145551846561859,0.00028016667840041455,7.855660425151975e-06,0.000782383872937583,4.33839060815848e-08,2.699313585444324e-14,3.0115869653528925e-10,1.0502067290485752e-16,3.2238841253561905e-09,4.773362563746367e-21,9.432608169793716e-21,6.5980511190655344e-12,5.650987147977655e-21,9.96312179863986e-15,5.52726695003124e-27,1.5027971261708862e-20,4.627578102403083e-23,1.6445483473660603e-21,8.218971337862685e-21,3.214675299043005e-28,3.283036136229484e-27,1.3957192678160846e-22,2.5913259434257872e-14,8.03693178851887e-10,3.231027990006515e-14,1.0352355428041483e-07,1.1186026474532052e-08,4.7412892855229335e-08,6.808276156013931e-10,2.552319652113927e-08
