Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986)
0.0033254830247146294,0.48663158191425143,2.7856123940836546e-09,4.035268544047304e-10,1.9855155171702424e-08,3.3879046244804905e-06,0.0,0.0,3.684593406901079e-05,6.0437488569787496e-06,1.660347228878773e-05,2.73128255089382e-10,4.230639102313021e-11,1.559674272825584e-32,4.883656326695706e-24,4.672137542223021e-19,2.2731285780819206e-17,1.545466874440893e-05,1.0233723176939793e-26,2.1007986902002438e-20,1.5314671043160913e-21,2.9071767762584834e-30,4.0433900726232734e-20,2.835250566498683e-15,4.548306816880852e-16,1.2060472574271552e-20,2.536511576404067e-30,4.272945154931574e-23,2.0594640777615046e-30,3.1098601798166103e-30,1.7813132679006398e-13,2.3117311218924722e-27,1.649861122307058e-23,1.3634048581941338e-23,3.76,0.0,0.5187274970996507,0.99986364200277,3.300203535354945e-05,2.1223983240103936e-18,0.007517290970954795,0.005332705114632042,0.0021179766728329635,1.0889689679509745e-09,3.5008161151409004e-05,2.596410664205924e-07,1.7063569346355847e-15,2.432231091777714e-16,9.925660113427144e-17,2.0289219090090276e-05,2.4533764784132923e-18,2.5329039535041687e-19,1.5490412341976375e-05,1.9280466724511244e-17,2.7141153289034018e-14,8.811875267606737e-24,1.2695284702548909e-17,3.277054764315641e-19,3.01238471503837e-17,7.519175972917509e-16,3.296237125544012e-25,4.9000791599701544e-24,1.6261050956283773e-14,1.4458102055281547e-15,1.5581533775103956e-05,3.7345040633395406e-07,1.0374366063666734e-07,1.0328037153044017e-08,9.67246746218251e-07,5.4725538365083466e-05,5.966173734913576e-05,3.737253075175514e-09,1.3698325973472287e-09,4.437715293470235e-10,3.482555651682673e-11,5.593735860723925e-08,4.2474123250324154e-07,8.01896192986994e-08,1.056072535184732e-09,3.3435086044471254e-09,1.6609758465024694e-10,2.2067001938973052e-17,1.401414677685068e-08
0.0033845535475127767,0.4866438703169086,2.8847412214711066e-09,4.2233085439550645e-10,2.0776224198613032e-08,3.550442481590777e-06,0.0,0.0,3.80071623376814e-05,6.3064791406031356e-06,1.7391071764577662e-05,2.996298946859727e-10,4.5027547840764797e-11,-8.278216185237462e-32,5.236213418999727e-24,4.677554647634685e-19,2.5106596795955613e-17,1.6004075121176692e-05,1.1186236806137481e-26,2.2137245429489514e-20,1.721129638588787e-21,2.968430872067348e-30,4.0477464391195874e-20,3.169902594935087e-15,4.876549933826211e-16,1.3614118231674317e-20,2.9268813089597028e-30,4.5416678484637344e-23,2.5461258816233407e-30,3.4158561849561664e-30,1.9027817272330197e-13,2.6745291946883136e-27,1.8762444878898667e-23,1.6277286581325518e-23,3.76,0.0,0.5185894195415227,0.9998594677849018,3.501304705009973e-05,2.4564107021262608e-18,0.007650315683056614,0.005425446587022633,0.002155217119661732,1.088851731617277e-09,3.500801497451439e-05,2.6889411452864196e-07,1.7672234253139776e-15,2.446535690211624e-16,1.0097980883133177e-16,2.0831053226571938e-05,2.6319390104911363e-18,2.7172042714044874e-19,1.65031448701895e-05,2.068376187809251e-17,2.850861106287564e-14,9.452946281473239e-24,1.3627281910036863e-17,3.5176408138496823e-19,3.233540230364295e-17,8.07122959917209e-16,3.5360410050570117e-25,5.256563828046542e-24,1.7755947626202333e-14,1.4711886388669366e-15,1.6142071230354896e-05,4.034100558708679e-07,1.0781050931947256e-07,1.0746911970011596e-08,1.006135760966407e-06,5.753086381435404e-05,6.261250624624522e-05,3.9081984923854895e-09,1.422336169664825e-09,4.714666112382738e-10,3.701192496999597e-11,5.962901704302576e-08,4.488837168874156e-07,8.760756948360723e-08,1.0977289065522808e-09,3.4778356550306663e-09,1.8100981942680013e-10,2.388387817366818e-17,1.493872676558753e-08
0.003443624070310924,0.48665615984434574,2.986449657776684e-09,4.4185690595353475e-10,2.1728556813005106e-08,3.7187025679680458e-06,0.0,0.0,3.919036116091072e-05,6.5779760017214815e-06,1.8200254648866808e-05,3.2826317317154816e-10,4.788495126032474e-11,1.4438291872553047e-31,5.609060662245344e-24,4.683028751585412e-19,2.7684110348147176e-17,1.65628709342702e-05,1.2217478812114849e-26,2.3305797952112507e-20,1.9308290692306263e-21,3.28856502003317e-30,4.052136491357243e-20,3.538385430450162e-15,5.223644975197944e-16,1.534354911288713e-20,3.3712407306087284e-30,4.8256361359201625e-23,3.137644508862224e-30,3.749378134598239e-30,2.0305323433524358e-13,3.0864630803510635e-27,2.129846756436154e-23,1.9380371738846768e-23,3.76,0.0,0.518451147543801,0.9998551686998993,3.711660957616573e-05,2.8365742820225e-18,0.007783326040352534,0.005518089232534556,0.0021924484217204585,1.0887339094932748e-09,3.500786442567149e-05,2.783067984025863e-07,1.829140967513805e-15,2.4608270036286956e-16,1.0270106269341313e-16,2.137545926761508e-05,2.8200290909224914e-18,2.9113324333509735e-19,1.756551449403139e-05,2.216190914543461e-17,2.992442376290876e-14,1.0128196691657898e-23,1.4609422019048224e-17,3.7711711981103033e-19,3.466594668859923e-17,8.652987203468169e-16,3.788630287257726e-25,5.6320548610843775e-24,1.9358546883187628e-14,1.4965591457271414e-15,1.6712855422562854e-05,4.352858162321805e-07,1.1200235803648886e-07,1.1178649676357156e-08,1.0462144376185227e-06,6.044752901635322e-05,6.567803632612556e-05,4.084876981240803e-09,1.4763865226309713e-09,5.004963393924397e-10,3.930446960939423e-11,6.35083728231015e-08,4.74065183417604e-07,9.563036448141466e-08,1.1406626643239331e-09,3.616266473531493e-09,1.9709784469476605e-10,2.5825970965696302e-17,1.5910285089988327e-08
0.003502694593109071,0.4866684505779713,3.090785376857397e-09,4.6212721244018303e-10,2.2712903907612282e-08,3.892831710466496e-06,0.0,0.0,4.039566851333782e-05,6.858493779653668e-06,1.903118088149833e-05,3.591664417591356e-10,5.0883720801531905e-11,5.537553988470543e-32,6.003096353129685e-24,4.688563625779057e-19,3.0477029655836494e-17,1.7131042027658608e-05,1.3333249373829286e-26,2.4514277608809326e-20,2.162341242633783e-21,4.06170221981031e-30,4.056562951211489e-20,3.943576400593064e-15,5.590423340402965e-16,1.7265763969743956e-20,3.876241790240463e-30,5.12589486142439e-23,3.85439482496246e-30,4.1129009260375465e-30,2.1647904150147064e-13,3.553141545346e-27,2.4135023140206472e-23,2.301445069200422e-23,3.76,0.0,0.5183126742180704,0.9998507418582833,3.9315840044449765e-05,3.268398527995023e-18,0.007916322104459797,0.005610630929347645,0.0022296708868147284,1.088615483355068e-09,3.5007709403711744e-05,2.878789653440228e-07,1.892108556671281e-15,2.475104788101051e-16,1.0442032242574109e-16,2.1922334922003662e-05,3.0179750126641876e-18,3.1156265681775863e-19,1.8679203779129833e-05,2.3717484563892047e-17,3.138960166451753e-14,1.0838802213462305e-23,1.5643445870228107e-17,4.038095328275043e-19,3.7119611468840913e-17,9.26548012856234e-16,4.054444769034412e-25,6.027206046876616e-24,2.1074534265354605e-14,1.5219219225419411e-15,1.7293929665759274e-05,4.691721464710603e-07,1.1632200894646328e-07,1.1623532021358424e-08,1.087508620950174e-06,6.347887957439112e-05,6.886176977993222e-05,4.267411434116734e-09,1.5320169647449664e-09,5.309080655588238e-10,4.170700556575139e-11,6.758248711474448e-08,5.003115695388087e-07,1.0430121847251593e-07,1.1849020883234169e-09,3.758889963607498e-09,2.1444284385813046e-10,2.790039098010987e-17,1.6930586780470833e-08
0.0035617651159072184,0.48668074260072725,3.1977961325548062e-09,4.831644108021812e-10,2.3730024352679733e-08,4.072979376242789e-06,0.0,0.0,4.162321345379756e-05,7.148292201502261e-06,1.988400911360435e-05,3.924850242006466e-10,5.402910490919039e-11,-1.1261003390361365e-31,6.419247198200872e-24,4.694163252742437e-19,3.349913006098311e-17,1.7708573907467438e-05,1.4539735497210054e-26,2.5763314906157974e-20,2.4175714441935417e-21,4.147690608710551e-30,4.061028711086447e-20,4.388552823708805e-15,5.9777425272394575e-16,1.93991151856367e-20,4.449258222232468e-30,5.443580388412114e-23,4.7202735498745086e-30,4.509142136567742e-30,2.3057853784680706e-13,4.080692224242743e-27,2.730296512069005e-23,2.726033838278259e-23,3.76,0.0,0.5181739925290505,0.9998461843168043,4.1613929631873207e-05,3.7579470655380995e-18,0.008049303932018047,0.005703069511873392,0.0022668848304874894,1.0884964345929443e-09,3.500754980558288e-05,2.976104603694577e-07,1.9561251731743398e-15,2.4893687947938245e-16,1.0613754689809322e-16,2.2471581498467412e-05,3.2261102361915466e-18,3.3304300931599025e-19,1.9845927270042692e-05,2.535310447283491e-17,3.290515516552179e-14,1.158595694426778e-23,1.673112181002421e-17,4.3188697166205557e-19,3.97005930841421e-17,9.90975601437491e-16,4.33393112341339e-25,6.442681395060133e-24,2.290978877979047e-14,1.5472771706063766e-15,1.788534011290853e-05,5.051669196210026e-07,1.2077228899263638e-07,1.2081842961421352e-08,1.1300443289120724e-06,6.662833134720132e-05,7.2167220708404e-05,4.455924980112502e-09,1.5892608825154212e-09,5.627502022030118e-10,4.422343664564071e-11,7.18585970635819e-08,5.276484852500611e-07,1.1366601462728895e-07,1.2304756854586369e-09,3.905795611771605e-09,2.3313086949067403e-10,3.0114567313427507e-17,1.8001440716791988e-08
0.0036208356387053657,0.4866930359971342,3.3075297167725986e-09,5.049915717981695e-10,2.478068451371491e-08,4.259297673440403e-06,0.0,0.0,4.287311577873354e-05,7.447636317884674e-06,2.0758896900365412e-05,4.283714713671316e-10,5.732648132026152e-11,1.6883716031881223e-31,6.85846853464851e-24,4.6998318348342835e-19,3.676476680891578e-17,1.829545173304917e-05,1.5843535005747007e-26,2.705353766574297e-20,2.6985619558274597e-21,4.516535447549985e-30,4.0655368416888225e-20,4.876602693070429e-15,6.386486324434969e-16,2.1763392814827226e-20,5.098454051871597e-30,5.779927943166181e-23,5.7632307675601645e-30,4.941087222692808e-30,2.4537507212713983e-13,4.675798518714821e-27,3.083584114399381e-23,3.220965082531976e-23,3.76,0.0,0.5180350952936992,0.9998414930784384,4.401414432799158e-05,4.311882588610527e-18,0.008182271574794925,0.005795402770777094,0.002304090576137374,1.0883767442095735e-09,3.5007385526350494e-05,3.075011262249693e-07,2.0211897824567807e-15,2.503618769976125e-16,1.0785269414497257e-16,2.302310376616923e-05,3.4447733648486086e-18,3.5560916869159176e-19,2.1067431336141565e-05,2.7071425307243596e-17,3.4472093703462824e-14,1.2370873269231321e-23,1.7874245548979577e-17,4.613957939938037e-19,4.2413152914162145e-17,1.0586878714025837e-15,4.627542864282882e-25,6.879155084675312e-24,2.4870385879905045e-14,1.5726250961515205e-15,1.8487135867308165e-05,5.433714998060481e-07,1.253560481228787e-07,1.2553868464645835e-08,1.1738477326675056e-06,6.989937079792866e-05,7.559797544232887e-05,4.650540869395679e-09,1.6481517103442623e-09,5.960722141758487e-10,4.685775465715642e-11,7.634411635674693e-08,5.561011572927409e-07,1.2377344197675376e-07,1.277412170101348e-09,4.057073417994328e-09,2.5325308856109336e-10,3.2476280503463803e-17,1.9124699758924717e-08
0.003679906161503513,0.4867053308533354,3.420033917709765e-09,5.276321758458262e-10,2.5865657759009457e-08,4.451941349532964e-06,0.0,0.0,4.4145485676894825e-05,7.756796427358762e-06,2.165600088881291e-05,4.669858211512835e-10,6.078135715934629e-11,1.2257257776175278e-31,7.321744176732839e-24,4.705573801377015e-19,4.028888186269939e-17,1.8891660308042147e-05,1.7251681417403594e-26,2.8385570966476813e-20,3.007499954691779e-21,5.620818263784486e-30,4.070090598189154e-20,5.411235709673898e-15,6.817564689966894e-16,2.4379912225050105e-20,5.832856783900878e-30,6.13627937927112e-23,7.015869470241466e-30,5.412017178331269e-30,2.608923890217331e-13,5.345738061424803e-27,3.4770080795646916e-23,3.7966048628007075e-23,3.76,0.0,0.5178959751804277,0.9998366650924377,4.651982563668649e-05,4.937514414072741e-18,0.008315225079786378,0.005887628453042063,0.002341288455136337,1.0882563928183824e-09,3.5007216459199725e-05,3.1755080340499735e-07,2.087301335121724e-15,2.5178544550369955e-16,1.095657213665561e-16,2.3576809820044264e-05,3.6743081191008464e-18,3.792965261201326e-19,2.234549398170227e-05,2.887514338600739e-17,3.609142482621637e-14,1.3194781763150304e-23,1.9074640018761008e-17,4.9238306026279265e-19,4.526161693919948e-17,1.129792820915619e-15,4.935740309683561e-25,7.337311409595046e-24,2.69626004266105e-14,1.5979659104193207e-15,1.9099369094418485e-05,5.838908189575668e-07,1.3007615738898725e-07,1.3039896307173808e-08,1.2189451356663083e-06,7.329555528250317e-05,7.915769279900259e-05,4.851382318751113e-09,1.7087228915345858e-09,6.309245801101585e-10,4.961403622541189e-11,8.104663550266854e-08,5.856943727988323e-07,1.3467513737166525e-07,1.325740443603921e-09,4.2128138229724745e-09,2.749060367369407e-10,3.499363574001572e-17,2.0302260809793986e-08
0.0037389766843016602,0.4867176272571393,3.5353564809785478e-09,5.511101208580606e-10,2.698572397787133e-08,4.651067787208663e-06,0.0,0.0,4.544042338624506e-05,8.076047988951614e-06,2.2575477000776985e-05,5.084958637656337e-10,6.439936927915144e-11,-1.5387080308791586e-31,7.810087503390043e-24,4.711393821048965e-19,4.408701019355935e-17,1.9497184071421276e-05,1.877167311478837e-26,2.976003709852066e-20,3.346725760520533e-21,5.796890479621364e-30,4.07469343120755e-20,5.9961946809341005e-15,7.271914707528639e-16,2.727160552577459e-20,6.662436413507105e-30,6.514091372322645e-23,8.516120170655724e-30,5.925538972162445e-30,2.7715462121322737e-13,6.0984209843234784e-27,3.91451991985996e-23,4.464659993683539e-23,3.76,0.0,0.5177566247084431,0.9998316972544306,4.913439122791174e-05,5.642848762130439e-18,0.008448164489311925,0.005979744262076674,0.0023784788069464557,1.088135360642462e-09,3.500704249543683e-05,3.277593301761862e-07,2.1544587670967455e-15,2.5320755865096854e-16,1.112765849304021e-16,2.4132610950809066e-05,3.915063311254167e-18,4.041409933225907e-19,2.3681924619280357e-05,3.076699469781918e-17,3.776415337934219e-14,1.4058931093888564e-23,2.0334155227922536e-17,5.24896529946112e-19,4.8250375397876686e-17,1.204400052445874e-15,5.258990545683714e-25,7.817844724822669e-24,2.9192909633192004e-14,1.6232998297291456e-15,1.972209513381849e-05,6.268334532667436e-07,1.3493550687338331e-07,1.3540215853991912e-08,1.2653629514971308e-06,7.682051327443737e-05,8.285010427142896e-05,5.05857244757026e-09,1.771007861143886e-09,6.67358817918853e-10,5.249644572408429e-11,8.597392188720718e-08,6.164524226161139e-07,1.4642583256967367e-07,1.375489572173997e-09,4.3731076312685075e-09,2.9819188187037735e-10,3.76750764630933e-17,2.153606481605351e-08
0.0037980472070998075,0.4867299252980611,3.6535450628988127e-09,5.754497297883609e-10,2.8141669007395182e-08,4.8568369977228495e-06,0.0,0.0,4.675801885418947e-05,8.405671522224974e-06,2.3517480611063173e-05,5.530774123149773e-10,6.818628412882135e-11,1.89449852979159e-31,8.324541692346201e-24,4.717296812147193e-19,4.817528536544801e-17,2.0112007088555257e-05,2.04115026747543e-26,3.1177555512270656e-20,3.7187414562952256e-21,6.181741417082899e-30,4.079348995741976e-20,6.635467278867477e-15,7.750500779396734e-16,3.046311683910011e-20,7.598191263555841e-30,6.914944065858059e-23,1.030799824510751e-29,6.485618745588156e-30,2.9418627819982865e-13,6.942432047329866e-27,4.4004014670026987e-23,5.238327207567094e-23,3.76,0.0,0.5176170362472144,0.9998265864065787,5.186133553673187e-05,6.436641856656954e-18,0.008581089841105045,0.006071747857865784,0.002415661979235875,1.0880136275137996e-09,3.5006863524496676e-05,3.3812654260714885e-07,2.2226609998262533e-15,2.5462818960991305e-16,1.1298524037407203e-16,2.46904215194651e-05,4.167392820677856e-18,4.3017899982857136e-19,2.5078563805500875e-05,3.274975469164446e-17,3.9491280308110074e-14,1.4964587927128738e-23,2.1654668117076107e-17,5.589846578186249e-19,5.138388244341036e-17,1.282620764185109e-15,5.597767390750162e-25,8.321459393526872e-24,3.1567995993803244e-14,1.6486270755504506e-15,2.0355372610969322e-05,6.723116991132615e-07,1.3993700358937712e-07,1.405511783096231e-08,1.3131276807167207e-06,8.047794452305963e-05,8.66790141472229e-05,5.27223416241941e-09,1.8350400157728926e-09,7.054274801174814e-10,5.5509234934043883e-11,9.113391959543719e-08,6.48399044540316e-07,1.590835064788726e-07,1.426688763776396e-09,4.538045930840794e-09,3.2321869682080726e-10,4.052944779819521e-17,2.28280967112811e-08
0.0038571177298979548,0.4867422250673617,3.774647182880823e-09,6.006757123004773e-10,2.9334284037950866e-08,5.069411611637461e-06,0.0,0.0,4.8098351402122156e-05,8.745952494335322e-06,2.4482166720923312e-05,6.009145784711546e-10,7.214799715075269e-11,1.9144608047533788e-31,8.866179066713806e-24,4.723287948215811e-19,5.2570443939242896e-17,2.0736113042292313e-05,2.2179685828078054e-26,3.2638742758353533e-20,4.126219868951165e-21,7.713996236366251e-30,4.084061155991435e-20,7.333298132058483e-15,8.254314075003742e-16,3.398090136018956e-20,8.652239668699933e-30,7.340550173784033e-23,1.2442452013295217e-29,7.096618039306086e-30,3.1201223395020775e-13,7.887074152801628e-27,4.93928650737095e-23,6.132456079750598e-23,3.76,0.0,0.5174772020160744,0.9998213293377916,5.470423030664325e-05,7.32845589848666e-18,0.008714001168398853,0.006163636857168239,0.0024528383279936693,1.0878911728726447e-09,3.500667943395068e-05,3.4865227460272925e-07,2.2919069404973365e-15,2.560473110713901e-16,1.1469164240861522e-16,2.5250158836128587e-05,4.431655567662126e-18,4.574474901016293e-19,2.6537282938445043e-05,3.4826238062626016e-17,4.127380160781666e-14,1.591303682642656e-23,2.303808241345735e-17,5.946965901989854e-19,5.4666655798532766e-17,1.3645677414345404e-15,5.95255135836143e-25,8.848869731463787e-24,3.409475019552392e-14,1.6739478745784066e-15,2.099926354845246e-05,7.204416481391429e-07,1.4508356928207531e-07,1.4584894090173073e-08,1.3622658867794876e-06,8.42716201421818e-05,9.064829955422968e-05,5.492489963823916e-09,1.9008526649094724e-09,7.451840901821357e-10,5.865673749488611e-11,9.653474890205037e-08,6.815573666959955e-07,1.7270954259583825e-07,1.479367344407831e-09,4.707720009426902e-09,3.501007415793259e-10,4.3565946477873e-17,2.4180385281870554e-08
0.003916188252696102,0.4867545266580871,3.898710180568678e-09,6.268131676505176e-10,3.056436504556853e-08,5.28895686682238e-06,0.0,0.0,4.946148939518058e-05,9.097181193564523e-06,2.546969012689268e-05,6.522000533360163e-10,7.62905326291947e-11,-2.21565277472506e-31,9.436102413546937e-24,4.729372672198076e-19,5.728982936957088e-17,2.136948522407749e-05,2.4085297021698432e-26,3.4144212442676693e-20,4.572013928145086e-21,7.984102313053956e-30,4.0888339980225996e-20,8.094201272967661e-15,8.784373680972271e-16,3.7853328427889635e-20,9.837918163639346e-30,7.792764543431205e-23,1.497831019017196e-29,7.763333499238058e-30,3.306577169305484e-13,8.942410833861082e-27,5.536184224685583e-23,7.163726715232921e-23,3.76,0.0,0.5173371140839622,0.999815922783998,5.766672507368301e-05,8.328717974201598e-18,0.008846898500007305,0.00625540883376082,0.0024900082176434377,1.087767975767515e-09,3.50064901095134e-05,3.593363579437723e-07,2.362195482300183e-15,2.574648952508297e-16,1.1639574492283617e-16,2.5811743043024774e-05,4.708215487618903e-18,4.859839207112546e-19,2.8059983915861556e-05,3.6999298533124086e-17,4.3112707518762634e-14,1.6905580154479903e-23,2.4486328484575626e-17,6.320821611712725e-19,5.810327640816827e-17,1.4503553479331503e-15,6.323829620076129e-25,9.400799952075559e-24,3.678027401388776e-14,1.699262458795955e-15,2.165383347633589e-05,7.713432616531133e-07,1.503781379965213e-07,1.5129837354389723e-08,1.4128041707050295e-06,8.820538262623316e-05,9.476191042956027e-05,5.719461883385969e-09,1.9684790140488987e-09,7.86683167695047e-10,6.194337219339404e-11,1.0218470548895546e-07,7.159498513147767e-07,1.873688916393772e-07,1.533554732602882e-09,4.882221266708153e-09,3.789587547049702e-10,4.679411278542885e-17,2.5595002956841338e-08
0.003975258775494249,0.48676683016510475,4.0257811648169675e-09,6.538876073676282e-10,3.183271212637691e-08,5.515640593649241e-06,0.0,0.0,5.084748991831987e-05,9.459652588825604e-06,2.6480205585048118e-05,7.071353933522865e-10,8.062004303690015e-11,2.155505581576407e-31,1.0035445376043642e-23,4.73555670881848e-19,6.235139528540507e-17,2.2012106525114964e-05,2.6138005783799584e-26,3.569457518031183e-20,5.059166446490635e-21,8.400150816964005e-30,4.0936718406501964e-20,8.92297293550244e-15,9.341726910336701e-16,4.2110788683823944e-20,1.1169888436616841e-29,8.273594205532975e-23,1.7983338180971596e-29,8.49104005282986e-30,3.5014829640541996e-13,1.0119314047608217e-26,6.196504723428533e-23,8.350843297268888e-23,3.76,0.0,0.5171967643693124,0.9998103634284796,6.075254758846583e-05,9.448781997801343e-18,0.008979781860402047,0.00634706131873001,0.0025271720211556253,1.0876440148556084e-09,3.500629543505658e-05,3.7017862233411535e-07,2.433525504731918e-15,2.5888091389280237e-16,1.1809750098857432e-16,2.637509700149038e-05,4.997441506667186e-18,5.158262576184662e-19,2.9648598753492423e-05,3.9271828642920506e-17,4.5008981231913415e-14,1.7943537978621371e-23,2.6001363192092313e-17,6.711918888120292e-19,6.16983880926053e-17,1.5400995171964639e-15,6.71209597018089e-25,9.977984113937052e-24,3.963188319190228e-14,1.7245710655435365e-15,2.2319151541309704e-05,8.251404441207915e-07,1.5582365363843456e-07,1.569024095519895e-08,1.4647691446685898e-06,9.228314579090444e-05,9.902386940896793e-05,5.953271381244306e-09,2.0379521376135227e-09,8.299802347917377e-10,6.537364370855827e-11,1.0809225940737589e-07,7.5159823916876e-07,2.0313023935776955e-07,1.5892804127312156e-09,5.061641122682385e-09,4.0992025423162993e-10,5.022395087835357e-17,2.7074065532911737e-08
0.0040343292982923966,0.4867791356851386,4.155906960309725e-09,6.819249004876122e-10,3.314012879567693e-08,5.749633197314467e-06,0.0,0.0,5.225639845979463e-05,9.833666174683805e-06,2.751386797071776e-05,7.659313109909404e-10,8.514280758240479e-11,3.5325150609380184e-31,1.0665371053142877e-23,4.741846067256543e-19,6.777370732165435e-17,2.2663959427603956e-05,2.8348110060927107e-26,3.729043853276906e-20,5.590920254992616e-21,1.0441274339023322e-29,4.0985792376024576e-20,9.824704657725256e-15,9.927448117221253e-16,4.678580516342287e-20,1.2664251305889545e-29,8.785208913246889e-23,2.153541289881728e-29,9.285537780828268e-30,3.705098666118582e-13,1.1429512911686172e-26,6.926083617569871e-23,9.714744482481998e-23,3.76,0.0,0.5170561446400949,0.9998046479022655,6.396550417321061e-05,1.0700993716046179e-17,0.009112651269785138,0.006438591800813343,0.002564330120158339,1.0875192684032964e-09,3.500609529262422e-05,3.811788954523925e-07,2.505895873938588e-15,2.6029533827590614e-16,1.1979686286694591e-16,2.6940146182834388e-05,5.299707515638775e-18,5.470129732993672e-19,3.130508916287433e-05,4.1646759537179886e-17,4.696359770054212e-14,1.9028247970935733e-23,2.758516974606026e-17,7.120769714279482e-19,6.54566972016523e-17,1.6339177438847157e-15,7.117850788326927e-25,1.0581166065212723e-23,4.2657110302593526e-14,1.7498739375963703e-15,2.299529061422248e-05,8.819611152819698e-07,1.6142306749229145e-07,1.626639856950467e-08,1.5181874048156713e-06,9.650889463534797e-05,0.00010343827163372762,6.194039105826851e-09,2.109304918524105e-09,8.751317217085359e-10,6.895213395940315e-11,1.1426605366793137e-07,7.885234949262262e-07,2.200661795116175e-07,1.6465739080053502e-09,5.246070923258764e-09,4.431198479036847e-10,5.3865853782289126e-17,2.8619731816095437e-08
0.004093399821090544,0.48679144331680285,4.289134060845871e-09,7.109512622246257e-10,3.448742133132708e-08,5.991107637161498e-06,0.0,0.0,5.3688248602870635e-05,1.02195258014577e-05,2.8570832433685445e-05,8.288079703125809e-10,8.986523148066978e-11,-2.884057641116936e-31,1.132707355219363e-23,4.748247056888418e-19,7.357594446544412e-17,2.33250259960519e-05,3.0726579127877113e-26,3.8932406964379434e-20,6.170728792748161e-21,1.0946031939100273e-29,4.103560991742008e-20,1.0804796716257967e-14,1.0542640044139777e-15,5.191314858317959e-20,1.4338666978140378e-29,9.329952164783704e-23,2.572382642771968e-29,1.0153203027000921e-29,3.917686347737165e-13,1.2885639801784515e-26,7.731208490180579e-23,1.1278831765353564e-22,3.76,0.0,0.5169152465140133,0.9997987727845905,6.730948001005916e-05,1.2098758812159869e-17,0.009245506744157736,0.006529997726790374,0.002601482905046393,1.087393714287333e-09,3.500588956244447e-05,3.92337003009478e-07,2.5793054430932693e-15,2.6170813921887625e-16,1.2149378201535673e-16,2.7506818562913948e-05,5.6153923438775235e-18,5.795830438717477e-19,3.303144608803345e-05,4.4127060744446336e-17,4.8977522875417565e-14,2.0161065307855337e-23,2.923975755853754e-17,7.547892837768029e-19,6.938297226725084e-17,1.7319290751304629e-15,7.541601001972466e-25,1.1211099387824673e-23,4.5863707595030196e-14,1.7751713232205167e-15,2.3682327395640676e-05,9.419372811343375e-07,1.6717933542891987e-07,1.6858603926688288e-08,1.57308550283581e-06,0.00010088668512306384,0.00010800928447180373,6.441884827855864e-09,2.18257003053483e-09,9.221949857776038e-10,7.268350534623496e-11,1.2071490250349636e-07,8.267457536986577e-07,2.3825339198959508e-07,1.7054647517367204e-09,5.4356018417657656e-09,4.786995525950745e-10,5.773053575391247e-17,3.023420317223408e-08
