Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986)
3.4779052624394483e-09,0.48593945159127544,2.489460932586084e-16,8.070198954127324e-20,6.38478429359612e-20,2.866494850667991e-19,0.0,0.0,9.282632387998223e-12,3.921607259228209e-18,2.8613911897806235e-23,2.673262575778036e-24,1.3342578008764934e-25,5.614402015844977e-51,5.75734221714213e-36,6.062713085765417e-22,2.824193331984572e-39,1.7017887317365023e-17,4.137824244014966e-49,5.131068830561173e-40,5.444350350400127e-46,2.7706085681650056e-45,3.475421798330456e-21,6.179116144332026e-45,1.7372893302920472e-32,2.0225349349209347e-48,3.1611371411931375e-57,3.103719289086343e-44,3.361886450785516e-76,6.174620575287232e-62,9.644795056095862e-31,5.368208760889201e-66,1.6677729509129152e-59,5.922229921715036e-66,3.76,0.0,0.5263441008203308,0.999964990610617,9.478786860176043e-23,3.12269765234241e-45,7.901274414351717e-09,5.1772281950459654e-09,2.240032017538814e-09,4.840140926991629e-10,3.50093801000719e-05,2.6001780695836903e-19,6.605748389925983e-31,6.740103629178417e-17,8.335549297736363e-23,3.6288240538283445e-17,1.5781530127889602e-45,1.0971862492549818e-44,9.17816467702621e-22,6.343028370954365e-46,1.4455989186051893e-25,3.1013958520737564e-51,6.897560282157011e-45,1.3516084525945436e-47,7.246182049649024e-46,6.528906181219771e-45,1.6330703694782743e-52,2.3719358128521142e-51,8.647997562239373e-48,1.3697169297064287e-21,1.701788619021445e-17,1.2445522982576193e-24,7.13310455150005e-12,2.117484010513142e-12,1.732794896708984e-14,9.868254951554597e-19,7.471054669453182e-15,7.684413643578415e-19,3.2182513411665917e-18,7.255767111793161e-20,1.9000516948598924e-18,2.3145400697402633e-20,3.099416736426222e-17,1.971826498888085e-22,3.098196401840018e-17,2.186653302372822e-18,6.083033926181378e-28,4.8805967845631685e-36,8.534282414679285e-24
3.594324591726675e-09,0.485939451615588,2.65668863611178e-16,8.877359121401393e-20,7.041022789281221e-20,3.1606632294616113e-19,0.0,0.0,9.5936072724635e-12,4.188616752121394e-18,3.1677903135831e-23,3.028128986723211e-24,1.5053479174525771e-25,6.361398120053391e-51,6.305029224575232e-36,6.633340044957262e-22,3.351202626982952e-39,1.818280840079806e-17,5.006871907896906e-49,5.855154994353666e-40,6.752069932928915e-46,3.433976492763324e-45,3.670146827706816e-21,7.3590157443853e-45,1.9185903325749928e-32,2.534399363048739e-48,3.95631053984396e-57,3.7550456085210895e-44,4.677490432985358e-76,8.041187351838392e-62,1.064610578414562e-30,7.18705914321785e-66,2.1488667002925013e-59,8.191621528405633e-66,3.76,0.0,0.5263441005555332,0.9999649899693278,1.0800091743095716e-22,3.7632925291774334e-45,8.16576150968907e-09,5.354901610148672e-09,2.3150287707229663e-09,4.958310150901506e-10,3.501002107829766e-05,2.778832056779596e-19,7.2949797776950605e-31,6.921316555563334e-17,8.664869507426035e-23,3.87900580054329e-17,1.8832669812670573e-45,1.2910061135070288e-44,9.814599264353165e-22,7.658526589197933e-46,1.5027420637527082e-25,3.756836111028224e-51,8.113414341355614e-45,1.6119470436695638e-47,8.723034937772995e-46,7.715026059512675e-45,1.9632407284715386e-52,2.8534991223024917e-51,1.065517596590511e-47,1.4210750196247452e-21,1.818280712303486e-17,1.3741542204722753e-24,7.371655045802635e-12,2.187731609804468e-12,1.8503982554685794e-14,1.0891260387439127e-18,7.979002756772697e-15,8.21078376959008e-19,3.438162987290692e-18,7.705278372515304e-20,2.0166018041821614e-18,2.5426274674676888e-20,3.3101641700746387e-17,2.1068982689484735e-22,3.3088343700670815e-17,2.4111035471030076e-18,6.724756537188009e-28,5.389663941821581e-36,9.697714076448996e-24
3.7107439210139018e-09,0.48593945163990065,2.82931435455387e-16,9.73596751871839e-20,7.740692243617431e-20,3.474262061662734e-19,0.0,0.0,9.904598273400624e-12,4.464424101857971e-18,3.495708735363595e-23,3.41577223837448e-24,1.691923060693609e-25,7.178445885319565e-51,6.8836965939824e-36,7.234965960743406e-22,3.954890275001136e-39,1.9386095863807936e-17,6.020048211008973e-49,6.653372275874273e-40,8.312826839952767e-46,4.2251259957446875e-45,3.867730233591871e-21,8.718277198921247e-45,2.1120235126001245e-32,3.152359186201097e-48,4.9150196325134866e-57,4.514381662212054e-44,6.439298283514101e-76,1.0383436351033377e-61,1.1713726232029786e-30,9.531081674465364e-66,2.746344499749321e-59,1.1214547834416321e-65,3.76,0.0,0.5263441002907355,0.999964989504334,1.2254843381853195e-22,4.50720766988083e-45,8.430248604893961e-09,5.532802830915661e-09,2.390026251855855e-09,5.074194036768834e-10,3.501048576105957e-05,2.9635159390424783e-19,8.030765982087963e-31,7.099024967694566e-17,8.994659560201793e-23,4.1376373703548856e-17,2.2351736782758687e-45,1.5111109054678998e-44,1.0472693981957566e-21,9.192595616917812e-46,1.560095553279851e-25,4.522754506870546e-51,9.493677615276801e-45,1.9119056179242846e-47,1.0439979114529447e-45,9.068770893284454e-45,2.346388329160347e-52,3.412660785735975e-51,1.3043677435601907e-47,1.4724149463895561e-21,1.9386094421428738e-17,1.5124808215684825e-24,7.610191163362418e-12,2.257938477957266e-12,1.9718395111035696e-14,1.1982525603914089e-18,8.50361551150267e-15,8.754776084725192e-19,3.6653844538342055e-18,8.16563903469226e-20,2.1358519013167493e-18,2.7844446206041873e-20,3.5278279221793424e-17,2.246501132040653e-22,3.526382424856586e-17,2.6502353506128056e-18,7.410867418287545e-28,5.933095102727662e-36,1.097367674978769e-23
3.8271632503011285e-09,0.4859394516642132,3.0073347511980137e-16,1.0647519564130938e-19,8.48517683481581e-20,3.807908400717952e-19,0.0,0.0,1.0215605387358238e-11,4.74902976309893e-18,3.84591810772201e-23,3.837937425425005e-24,1.894830473044144e-25,8.069563320922928e-51,7.49395583498171e-36,7.867997503831945e-22,4.643448950185348e-39,2.062774901272531e-17,7.195211130881734e-49,7.530621922705608e-40,1.0164327292889522e-45,5.1629674084466306e-45,4.0680106606111135e-21,1.0277775662217236e-44,2.3179754201029181e-32,3.8938313647578144e-48,6.063842072113998e-57,5.395141714059209e-44,8.776975327323503e-76,1.3301522454726126e-61,1.2849702371489234e-30,1.2527312490487563e-65,3.4832938858548793e-59,1.5205243345020943e-65,3.76,0.0,0.5263441000259379,0.9999649891670597,1.3851722846092473e-22,5.366795916241843e-45,8.694735699966393e-09,5.710927451687406e-09,2.4650244468577886e-09,5.187836781979048e-10,3.5010822724470485e-05,3.1542372846731184e-19,8.814652291677998e-31,7.273296620624344e-17,9.3249076016213e-23,4.4047295259650716e-17,2.6393099281805954e-45,1.7600513812210474e-44,1.1152486465739579e-21,1.0973109325148102e-45,1.617660012181916e-25,5.41335327939465e-51,1.1054238292947843e-44,2.2560192166688755e-47,1.2426752103475681e-45,1.0607534230270273e-44,2.7889571786369685e-52,4.0589000702905407e-51,1.5871011360629028e-47,1.5237406109298661e-21,2.062774739097605e-17,1.659819341595046e-24,7.848712904824593e-12,2.328104639199632e-12,2.0971165155571893e-14,1.3144241826059115e-18,9.044889228950105e-15,9.316405346916935e-19,3.899918536782988e-18,8.636647196510323e-20,2.257743934667766e-18,3.0403021310887315e-20,3.7524065948689227e-17,2.3906404441215775e-22,3.750838998355206e-17,2.9044919568278928e-18,8.142951599294369e-28,6.51202893038018e-36,1.2368813359399616e-23
3.943582579588355e-09,0.4859394516885258,3.190746501924938e-16,1.1613502850738547e-19,9.275860075099545e-20,4.162218919367966e-19,0.0,0.0,1.0526628610873648e-11,5.042434190407414e-18,4.219192767182617e-23,4.296391646378192e-24,2.114933977881837e-25,9.038871488945002e-51,8.13641253613969e-36,8.532815009924199e-22,5.425645020210312e-39,2.1907767409802442e-17,8.551707332138871e-49,8.491962017033098e-40,1.234826946433652e-45,6.268388737262711e-45,4.2708315930537014e-21,1.206013694232371e-44,2.536832196322391e-32,4.7783794917229066e-48,7.432588570465271e-57,6.411870218033416e-44,1.1852007467340662e-75,1.6912536885816777e-61,1.4056073962234054e-30,1.6327934749693925e-65,4.386438804898507e-59,2.0429299383252282e-65,3.76,0.0,0.5263440997611403,0.9999649889224397,1.5599683009794805e-22,6.355386928758582e-45,8.959222794906365e-09,5.88927115200859e-09,2.540023341921371e-09,5.299281729152597e-10,3.5011067033315836e-05,3.3510035156033914e-19,9.648185856639108e-31,7.444197967251531e-17,9.65560283110273e-23,4.680292855553078e-17,3.10155598061574e-45,2.0405325204240287e-44,1.1854014010949091e-21,1.3030483165802842e-45,1.6754357356689168e-25,6.444127249819428e-51,1.2811938976451959e-44,2.6491817247983395e-47,1.471568651214967e-45,1.2349906848745366e-44,3.2979419794113148e-52,4.8025097440667684e-51,1.9201263637550355e-47,1.5750551400907434e-21,2.1907765593168754e-17,1.8164572587935445e-24,8.087220270824318e-12,2.39823011774224e-12,2.2262271222076852e-14,1.437859905259547e-18,9.602820206230117e-15,9.895686009750281e-19,4.141767903731868e-18,9.118104858929756e-20,2.3822209822415925e-18,3.310503886460985e-20,3.9838987911561345e-17,2.5393215603428783e-22,3.9822025234091575e-17,3.174314667958407e-18,8.922603656738552e-28,7.12760534926988e-36,1.3889913019199887e-23
4.060001908875582e-09,0.4859394517128384,3.3795462949941057e-16,1.2635397281503948e-19,1.0114124811520923e-19,4.5378099110685745e-19,0.0,0.0,1.0837667940476569e-11,5.344637838248422e-18,4.616309596708293e-23,4.792922552706308e-24,2.3531135882108355e-25,1.0090596355914935e-50,8.8116678574498e-36,9.22977329177123e-22,6.310837841223889e-39,2.3226150807644177e-17,1.0110435212899708e-48,9.542607353469308e-40,1.4910591864358874e-45,7.564375104882207e-45,4.476041233337452e-21,1.408983157936846e-44,2.7689795769395774e-32,5.827893392622753e-48,9.054568807055581e-57,7.580292200156508e-44,1.5864149983875912e-75,2.1352706516961135e-61,1.533487458524238e-30,2.1114203951858774e-65,5.4865712171904925e-59,2.7213797629121743e-65,3.76,0.0,0.5263440994963426,0.9999649887450434,1.750794840019633e-22,7.487324120819462e-45,9.223709889713877e-09,6.067829694979715e-09,2.615022923506238e-09,5.408571382681601e-10,3.501124411861379e-05,3.553821910227988e-19,1.0532915651493658e-30,7.611794179892132e-17,9.986735240319529e-23,4.9643377686277867e-17,3.628257292602163e-45,2.355417374073955e-44,1.2577313540691604e-21,1.539781810025083e-45,1.7334227498734964e-25,7.631935586021424e-51,1.4784600234578572e-44,3.096662268018619e-47,1.7341845330759915e-45,1.431572044203373e-44,3.880916527746738e-52,5.654638196994965e-51,2.310562449576353e-47,1.6263610252086012e-21,2.322614877984246e-17,1.982682284660427e-24,8.325713261989622e-12,2.4683149377792062e-12,2.359169185866686e-14,1.5687786056705125e-18,1.0177404742268039e-14,1.049263222834068e-18,4.3909350964085094e-18,9.609817850181993e-20,2.509227229784953e-18,3.595347190605636e-20,4.2223031149328876e-17,2.6925498350506443e-22,4.220471433563528e-17,3.4601428519710146e-18,9.751427711005986e-28,7.780965518898897e-36,1.5543907812093044e-23
4.176421238162809e-09,0.485939451737151,3.57373083083165e-16,1.3714675201560355e-19,1.1001353226767672e-19,4.9352972913873045e-19,0.0,0.0,1.1148723372691737e-11,5.655641160988644e-18,5.038047891822652e-23,5.329336943043106e-24,2.610265122956478e-25,1.1229070896153135e-50,9.520319995658085e-36,9.959202430526694e-22,7.308998876864416e-39,2.4582899100834516e-17,1.189390747403044e-48,1.0687929305793734e-39,1.7901724713811992e-45,9.076129194532243e-45,4.6834923832886084e-21,1.639327110870267e-44,3.0148028943842756e-32,7.066776648245561e-48,1.0966868828061893e-56,8.917363624831393e-44,2.105892690847977e-75,2.6779797783100632e-61,1.6688131672411437e-30,2.710083087881313e-65,6.819018083999937e-59,3.595904206175818e-65,3.76,0.0,0.526344099231545,0.9999649886163637,1.9586015047501805e-22,8.778001064553143e-45,9.488196984388935e-09,6.246598925640708e-09,2.690023178333887e-09,5.515747424945382e-10,3.50113724873588e-05,3.7626996061811426e-19,1.147039243858364e-30,7.776149173217471e-17,1.0318295427995093e-22,5.2568744939330736e-17,4.226246708041151e-45,2.7077308567818317e-44,1.3322421584995082e-21,1.811104785812239e-45,1.7916208654573832e-25,8.99507510775852e-51,1.6991043833219527e-44,3.6041218226317767e-47,2.0343159534188332e-45,1.6526091616186212e-44,4.546062662180211e-52,6.627332381203303e-51,2.766294193177989e-47,1.677660242379032e-21,2.4582896844803652e-17,2.1587823591098353e-24,8.564191878943404e-12,2.5383591234887095e-12,2.4959405627776128e-14,1.7073990386848956e-18,1.0768639137800708e-14,1.1107257865098645e-18,4.647422533148259e-18,1.011159575173294e-19,2.6387079493475082e-18,3.895122891956704e-20,4.46761817096539e-17,2.850330621785259e-22,4.465644163061702e-17,3.7624139500324065e-18,1.0631037423652874e-27,8.473251807941633e-36,1.733786963276359e-23
4.2928405674500355e-09,0.4859394517614636,3.773296821822494e-16,1.4852801527999675e-19,1.1938926839958874e-19,5.355296599375839e-19,0.0,0.0,1.1459794904040694e-11,5.975444612896333e-18,5.485189230412827e-23,5.9074594018313505e-24,2.887299830833708e-25,1.2458737446476834e-50,1.0262965622057537e-35,1.0721408546618943e-21,8.430730627404508e-39,2.5978012290167824e-17,1.392631312754378e-48,1.1933455682796344e-39,2.137684386448872e-45,1.0831192459406089e-44,4.893042328209436e-21,1.8998906474696905e-44,3.2746870796530747e-32,8.522142104374664e-48,1.3210640042633746e-56,1.0441321696798567e-43,2.7736319628317024e-75,3.3375738583806304e-61,1.8117866533372837e-30,3.4540861331868608e-65,8.424145668355233e-59,4.715209007338715e-65,3.76,0.0,0.5263440989667474,0.9999649885229674,2.1843650335386277e-22,1.0243897325518546e-44,9.752684078931533e-09,6.425574769386323e-09,2.765024093382615e-09,5.620850732207185e-10,3.50114655724965e-05,3.977643603058762e-19,1.2462168732260193e-30,7.937325627751193e-17,1.065027447126316e-22,5.557913078835802e-17,4.9028670325990814e-45,3.1006634834306017e-44,1.4089374267562811e-21,2.120908951736039e-45,1.8500297229343047e-25,1.0553355124724714e-50,1.945111564394083e-44,4.177630033466594e-47,2.3760567944131858e-45,1.9003466200078257e-44,5.3021997595512564e-52,7.733581566916516e-51,3.2960301476718524e-47,1.728954353076655e-21,2.59780097880614e-17,2.3450456457359398e-24,8.802656122304807e-12,2.6083626990334043e-12,2.6365391106141385e-14,1.853939836758399e-18,1.1376519695377177e-14,1.1739576495380977e-18,4.91123251132029e-18,1.0623251825701933e-19,2.7706094782659623e-18,4.210115509179902e-20,4.719842564889447e-17,3.0126692732812787e-22,4.717719146844825e-17,4.081563483924123e-18,1.1563055994876914e-27,9.205607768943415e-36,1.9279007093030915e-23
4.409259896737262e-09,0.4859394517857762,3.978240992106522e-16,1.6051233877194824e-19,1.2928226507430879e-19,5.798422998918996e-19,0.0,0.0,1.17708825310431e-11,6.304048648141262e-18,5.958517346202193e-23,6.529130980780349e-24,3.1851440215878045e-25,1.3784150306482664e-50,1.1040201292939151e-35,1.1516674550849602e-21,9.687285357504867e-39,2.7411490455386328e-17,1.6233578862515785e-48,1.3284870573676944e-39,2.5396126709617415e-45,1.2859566810381676e-44,5.104552723641214e-21,2.1937328507820824e-44,3.5490166637988454e-32,1.022401526241855e-47,1.583139968046405e-56,1.2171735045241695e-43,3.626078569249719e-75,4.13494689554652e-61,1.9626094380382914e-30,4.373108761475732e-65,1.0347902568212816e-58,6.1382284426001575e-65,3.76,0.0,0.5263440987019498,0.9999649884551499,2.42908928522576e-22,1.1902613691043042e-44,1.0017171173341677e-08,6.6047532304123434e-09,2.840025655882554e-09,5.723921390201694e-10,3.5011533078976056e-05,4.1986607650876176e-19,1.3509798763769633e-30,8.095385013123475e-17,1.09826638319369e-22,5.867463389694652e-17,5.665993992983181e-45,3.537575051308836e-44,1.487820729767723e-21,2.4733997321983787e-45,1.908648829681351e-25,1.2328173765396245e-50,2.218570823952147e-44,4.823682230289516e-47,2.7638159251856272e-45,2.177166386024825e-44,6.1588147633952416e-52,8.987361891341139e-51,3.9093632558360012e-47,1.7802445861637617e-21,2.7411487688565482e-17,2.5417605271711474e-24,9.041105992690225e-12,2.678325688560728e-12,2.7809626884786547e-14,2.008619510037977e-18,1.2001042719359015e-14,1.2389601413032117e-18,5.182367209706564e-18,1.1144602943692395e-19,2.904879198556933e-18,4.5406033544093765e-20,4.9789749032058696e-17,3.1795711414673295e-22,4.9766948205513153e-17,4.4180250634290575e-18,1.2549116161119903e-27,9.979178113540728e-36,2.1374662487875875e-23
4.525679226024489e-09,0.48593945181008874,4.188560077378675e-16,1.7311422689719664e-19,1.397063242351353e-19,6.26529128006095e-19,0.0,0.0,1.2081986250217703e-11,6.641453720794664e-18,6.458818005835543e-23,7.196207921524884e-24,3.504738704397826e-25,1.5209978579008565e-50,1.185262483292651e-35,1.2345260876412595e-21,1.1090583612310099e-38,2.888333373413841e-17,1.8843429693691475e-48,1.474801418344556e-39,3.00250095434072e-45,1.5193836504893238e-44,5.317889484731818e-21,2.5241370374976674e-44,3.838175779194058e-32,1.2205545429096934e-47,1.88793425534305e-56,1.4129553740445597e-43,4.707275900939245e-75,5.094003124063365e-61,2.1214824351870488e-30,5.5018027254716846e-65,1.264240286125995e-58,7.935900166128749e-65,3.76,0.0,0.5263440984371521,0.9999649884058969,2.693805224325361e-22,1.3772906761527092e-44,1.0281658267619364e-08,6.784130390191673e-09,2.915027853310798e-09,5.824998709422881e-10,3.501158202110007e-05,4.425757823743218e-19,1.4614838446814625e-30,8.250387610905223e-17,1.1315455285202592e-22,6.18553511293141e-17,6.524059569630729e-45,4.0219982688291163e-44,1.5688955965843865e-21,2.8731119653844047e-45,1.967477590041759e-25,1.4342595754752772e-50,2.5216783185154333e-44,5.549216633287874e-47,3.202331610454085e-45,2.4855923012784663e-44,7.12609272960094e-52,1.0403681678055838e-50,4.616834167974751e-47,1.831531904681461e-21,2.888333068316526e-17,2.749215600536481e-24,9.27954149071407e-12,2.7482481162031453e-12,2.929209156900762e-14,2.1716564464433925e-18,1.2642204515920293e-14,1.3057345635818924e-18,5.460828690835016e-18,1.16754695169907e-19,3.041465516706011e-18,4.8868586541141104e-20,5.245013793275977e-17,3.351041577466019e-22,5.2425696205164056e-17,4.772230393690091e-18,1.359086019277415e-27,1.0795108688186994e-35,2.363230882026955e-23
4.642098555311716e-09,0.48593945183440135,4.404250824692883e-16,1.863481135290413e-19,1.5067524121296995e-19,6.756515860309168e-19,0.0,0.0,1.2393106058083104e-11,6.987660284829226e-18,6.986878889521135e-23,7.9105604184651e-24,3.8470392333162554e-25,1.6741009248701718e-50,1.270083669117275e-35,1.3207406192263158e-21,1.2653232511745165e-38,3.039354230589521e-17,2.1785448824885194e-48,1.632888265862384e-39,3.533444590432642e-45,1.7869289995603646e-44,5.532922678152483e-21,2.8946211937114796e-44,4.142548160610223e-32,1.4503224572815642e-47,2.240966406646948e-56,1.6337159100135735e-43,6.070179961088312e-75,6.24199120191325e-61,2.288605953488273e-30,6.880450827147899e-65,1.536655099277067e-58,1.0193185598562852e-64,3.76,0.0,0.5263440981723545,0.999964988370112,2.979570906295763e-22,1.5874722875433244e-44,1.0546145361764594e-08,6.963702405979734e-09,2.9900306733866294e-09,5.924121240117781e-10,3.501161749457448e-05,4.658941380317321e-19,1.5778845343777857e-30,8.402392537208486e-17,1.164864086660091e-22,6.512137756647149e-17,7.486075696520206e-45,4.557642331330191e-44,1.6521655142376362e-21,3.32492591130832e-45,2.0265153299340734e-25,1.6621431617113628e-50,2.856739303011476e-44,6.361631741181328e-47,3.6966861189754434e-45,2.82829460281801e-44,8.214947880718795e-52,1.1998627514086196e-50,5.429997284462249e-47,1.88281706043437e-21,3.039353895052673e-17,2.9676996729817946e-24,9.517962616989351e-12,2.8181300060783213e-12,3.0812763778357776e-14,2.3432689117486747e-18,1.3300001393047324e-14,1.3742821910760962e-18,5.746618903267844e-18,1.2215675428107684e-19,3.1803178438455928e-18,5.249147667638315e-20,5.5179578433172074e-17,3.52708593159387e-22,5.515341983771672e-17,5.144609282540959e-18,1.4689939891971132e-27,1.165454645037454e-35,2.605954688370664e-23
4.7585178845989425e-09,0.4859394518587139,4.625309992269798e-16,2.0022836321049849e-19,1.6220280473389344e-19,7.272710785916301e-19,0.0,0.0,1.2704241951158289e-11,7.342668794119087e-18,7.54348947518483e-23,8.674071421027035e-24,4.213014959657508e-25,1.838215049820719e-50,1.3585441270297037e-35,1.4103328098149514e-21,1.4388543813093585e-38,3.1942116379854574e-17,2.5091136663711446e-48,1.803362790348057e-39,4.140116547361088e-45,2.0924041515282774e-44,5.749526416524106e-21,3.308948595830644e-44,4.462517146140861e-32,1.7157113862511861e-47,2.6482894466582976e-56,1.881841324612405e-43,7.778157758156882e-75,7.60986489770094e-61,2.4641796986584263e-30,8.555690303446808e-65,1.858671017430453e-58,1.3011361921594932e-64,3.76,0.0,0.5263440979075569,0.9999649883440855,3.2874714628820662e-22,1.8229231340155097e-44,1.0810632455777373e-08,7.1434655093487954e-09,3.0650341040668337e-09,6.021326786990051e-10,3.50116432099734e-05,4.89821790843576e-19,1.700337863259955e-30,8.551457765102965e-17,1.198221283467641e-22,6.84728065266187e-17,8.561658323889774e-45,5.148396444196066e-44,1.7376339278307143e-21,3.8340835679073217e-45,2.0857613168304053e-25,1.9191318288347065e-50,3.2261703003009804e-44,7.268803896815742e-47,4.252320526642978e-45,3.208094472671544e-44,9.43705516316761e-52,1.3789411076106006e-50,6.361489576121984e-47,1.9341006382361923e-21,3.1942112699037134e-17,3.1975017573142617e-24,9.756369372128065e-12,2.8879713822892547e-12,3.237162214663237e-14,2.523675049663508e-18,1.397442966053824e-14,1.4446042719357584e-18,6.039739683845486e-18,1.2765047963645353e-19,3.3213865763164246e-18,5.627730803446182e-20,5.797805662398811e-17,3.7077095533612515e-22,5.795010348044606e-17,5.5355896478093575e-18,1.5848016590437976e-27,1.2558639445346352e-35,2.8664102401689024e-23
4.874937213886169e-09,0.4859394518830264,4.851734349308236e-16,2.147692723334158e-19,1.7430279692665037e-19,7.814489733140424e-19,0.0,0.0,1.3015393925962934e-11,7.706479702439853e-18,8.12944092608584e-23,9.488635474424288e-24,4.6036488912231575e-25,2.0138435260843118e-50,1.4507048228042263e-35,1.5033223801692372e-21,1.631055173275514e-38,3.3529056186019575e-17,2.879396892733396e-48,1.986855738707041e-39,4.830793309110951e-45,2.4399152171799615e-44,5.967578755303567e-21,3.771138610148276e-44,4.7984656780057785e-32,2.0211077832954304e-47,3.1165244276124484e-56,2.159870837257717e-43,9.906688921050578e-75,9.23267157259349e-61,2.6484027755024616e-30,1.0581305333736718e-64,2.237741600068475e-58,1.651061340930817e-64,3.76,0.0,0.5263440976427592,0.9999649883251261,3.618619087527579e-22,2.0858856943877243e-44,1.1075119549657695e-08,7.32341600475074e-09,3.1400381335411077e-09,6.116652423618222e-10,3.501166185828088e-05,5.143593756527393e-19,1.8289999074297676e-30,8.697640146693414e-17,1.2316163645018747e-22,7.190972958879916e-17,9.761051838260762e-45,5.798333293721915e-44,1.8253042408127503e-21,4.406205291211503e-45,2.1452147757833127e-25,2.2080801116307215e-50,3.6325012414884306e-44,8.27910502430938e-47,4.875049708224287e-45,3.627968616092096e-44,1.0804882299656564e-51,1.57944166943311e-50,7.425102228771366e-47,1.985383091414898e-21,3.3529052157883805e-17,3.438911067713275e-24,9.994761756741486e-12,2.957772268924363e-12,3.396864532185427e-14,2.713092881914527e-18,1.466548563000236e-14,1.5167020282713633e-18,6.3401927598870345e-18,1.3323417748466e-19,3.4646230766062952e-18,6.022862733110256e-20,6.084555860437644e-17,3.8929177914723337e-22,6.081573151758205e-17,5.945597524592331e-18,1.7066761147410234e-27,1.3508536783289275e-35,3.145382322318575e-23
4.991356543173396e-09,0.4859394519073391,5.083520675800276e-16,2.2998507029500183e-19,1.8698899333004536e-19,8.382466009484098e-19,0.0,0.0,1.3326561979017712e-11,8.079093463468637e-18,8.745525981828985e-23,1.0356157597830361e-23,5.019937358222676e-25,2.2015025007897514e-50,1.546627375175177e-35,1.599727077797613e-21,1.8434030519065035e-38,3.5154361968696177e-17,3.292945378266377e-48,2.1840133941386215e-39,5.614380744201282e-45,2.8338750325464577e-44,6.186961592069883e-21,4.285477663620738e-44,5.150776303275885e-32,2.3713026084513627e-47,3.6528960807041254e-56,2.4705015688248112e-43,1.254529167133816e-74,1.1149969727321254e-60,2.8414736899397015e-30,1.301909295429059e-64,2.6822136905707282e-58,2.0832951456960758e-64,3.76,0.0,0.5263440973779616,0.9999649883112911,3.9741530208527313e-22,2.378731172687949e-44,1.1339606643405563e-08,7.503550268107646e-09,3.215042750227551e-09,6.210134506594887e-10,3.501167538203604e-05,5.395075150245302e-19,1.964026898111691e-30,8.840995434735425e-17,1.2650485931290416e-22,7.54322366189121e-17,1.109515383262732e-44,6.511712466374908e-44,1.915179815389909e-21,5.04730671433635e-45,2.2048749021889743e-25,2.532041722239286e-50,4.0783775775714663e-44,9.401420530999404e-47,5.571077510839269e-45,4.091053868050304e-44,1.2331722327013894e-51,1.8033249639503953e-50,8.635855149578266e-47,2.0366647701963533e-21,3.515435757055245e-17,3.692217015529587e-24,1.0233139771440351e-11,3.027532690057556e-12,3.5603811966259153e-14,2.911740308326522e-18,1.5373165614859485e-14,1.5905766566565926e-18,6.647979751348037e-18,1.38906186811357e-19,3.6099796546577074e-18,6.434792503092242e-20,6.378207048194013e-17,4.0827159938250404e-22,6.375028834030525e-17,6.375057072504091e-18,1.8347853947589812e-27,1.4505388616998176e-35,3.4436676572856555e-23
