Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456)
9.357588202714622e-06,0.8241560463183178,0.0003076725580816486,7.184527285658112e-05,0.000139700991262663,0.007628539749445191,0.0,0.0,0.0006679046254387614,1.129196153356743e-05,0.0019719909146978898,4.70813333230065e-05,4.640665000918125e-05,4.9446080328476537e-14,8.092846504949045e-11,2.654001674682263e-08,7.69419244417478e-05,5.0277789495115774e-05,1.185110970092872e-12,4.5446363619623335e-10,3.0881207229359147e-10,8.542078680708006e-14,2.732309614763837e-09,8.957488830060582e-08,8.755259193270869e-09,6.583440108846739e-11,1.2038869672046137e-12,6.4090931363648594e-09,2.2712737581885997e-08,2.0394837172284618e-10,2.2287325046913643e-09,4.964714067140012e-12,4.3500420966859274e-12,1.846284095038445e-09,3.76,0.0,0.5677548028270395,0.9948526268779642,0.00322990966553154,0.00011760515338615425,0.3562146794924545,0.27012769526378894,0.07478575242962889,9.217019954393449e-06,0.0009644022229376299,0.004204737137303206,2.4409114667941744e-08,1.1557395021376748e-09,2.5489287106280743e-14,0.0003783838659052542,2.493889899746761e-09,1.4414050054153967e-09,4.926590450080345e-05,2.660652773579098e-09,2.793712061442053e-09,2.5203485355266667e-15,2.3039337620483723e-09,6.5528783493374325e-12,2.2339872553396158e-10,8.273437678763028e-10,1.4872065021137531e-16,1.466264664162112e-15,1.5279462654328818e-08,9.540436593372128e-12,0.0001268356957301788,0.0004226226744148809,0.00013651100233859237,3.2549210696293775e-05,0.0011502123728103126,0.002216522534812977,0.007693292148879664,5.0103931592244235e-05,8.725302902657575e-06,3.631055588399692e-05,0.00012051411569928506,0.00016504279613879287,0.0034809671356708003,0.00029552018965706763,0.002106551018497677,4.884702233110591e-08,0.0008035209433125388,1.3555825978701308e-06,1.8352391913998945e-07,3.5974828160703762e-12,1.0220319877864466e-08,8.149651476910263e-06,0.0001145658370566662,1.3083902803732306e-06,5.553189725264055e-13,9.175318598034597e-09,0.0001455619464610968,0.000779668762818401,3.993704372638962e-08,1.6609800268363834e-08
9.420006735618654e-06,0.8244385783003946,0.0003109205081108348,7.295612313744577e-05,0.0001413449966004394,0.0077505868435884875,0.0,0.0,0.0006804118835382244,1.160898617927711e-05,0.002023699766372972,4.826872212815922e-05,4.721233557871169e-05,5.2018766858568855e-14,8.423484114327304e-11,2.7341573020299628e-08,7.839870105069492e-05,5.100212940998798e-05,1.2350422150350125e-12,4.6264350802026737e-10,3.2185492363433737e-10,8.952395036961731e-14,2.8146309169252764e-09,9.298078053877837e-08,9.058469152122893e-09,6.913529491965156e-11,1.2736446816774766e-12,6.7088479212711e-09,2.3738593806493343e-08,2.1191886168230247e-10,2.298604603657366e-09,5.146501323059366e-12,4.5206847438155094e-12,1.9282156026987037e-09,3.76,0.0,0.5657213976676642,0.9947648636034072,0.00329260029249077,0.0001203623406931039,0.3580767912745092,0.2713423480058091,0.07526253732660719,9.190163586236559e-06,0.0009643171397397915,0.004257627777120498,2.471885666612527e-08,1.1571625069183266e-09,2.559287802154726e-14,0.0003847768083016099,2.5584526439764232e-09,1.4785367717812592e-09,5.0734364843432706e-05,2.72938850286687e-09,2.8575218682257817e-09,2.5844843626168758e-15,2.363135454672071e-09,6.721269706754566e-12,2.291395679239713e-10,8.485828133389203e-10,1.5250515857855091e-16,1.5035769470390706e-15,1.580903786199421e-08,9.597124664272827e-12,0.00013014799397946227,0.0004325649288764034,0.0001375555031686981,3.280260082057201e-05,0.0011586512579867254,0.0022452159018092168,0.007815162819152873,5.082566642366014e-05,8.847998978037867e-06,3.6894230512165565e-05,0.0001225388810094382,0.0001678993261136019,0.0035463406617300404,0.00030293641376762315,0.0021331399144945548,4.918442718338924e-08,0.0008259927380978848,1.385866365962411e-06,1.8662328329497053e-07,3.658211383749581e-12,1.0294122504265455e-08,8.282449951517268e-06,0.00011689854882944194,1.337210380223682e-06,5.646906665714177e-13,9.330226722211554e-09,0.00014822795631322486,0.0007962121141635013,4.065125122313368e-08,1.6732191489131254e-08
9.482425268522686e-06,0.824720580506746,0.0003141751106128194,7.407554004137562e-05,0.00014299468590175346,0.007873608917503761,0.0,0.0,0.000693030229726101,1.1933088627694836e-05,0.0020763573590042218,4.9476411160428836e-05,4.8024191280616935e-05,5.470286614513156e-14,8.764804212804815e-11,2.8160711294101126e-08,7.987125065826333e-05,5.1733263322946585e-05,1.2868903244143315e-12,4.709065388369991e-10,3.3535152034508634e-10,9.379472567613065e-14,2.898750241622624e-09,9.64896200305334e-08,9.369817716235645e-09,7.2577109988979e-11,1.3469152776379048e-12,7.020399824822496e-09,2.4802738678065805e-08,2.2013791685381155e-10,2.370100371192595e-09,5.333301375945162e-12,4.696690818692682e-12,2.0130908995023735e-09,3.76,0.0,0.5636926344056401,0.9946758926214265,0.0033560559836083013,0.00012316257799175004,0.35993297116415707,0.2725491156333594,0.07573966015118302,9.163354356522041e-06,0.0009642308858781391,0.004310818526787091,2.503037096512102e-08,1.1585719940764923e-09,2.5695619687336053e-14,0.00039123433708661336,2.6242167456757703e-09,1.516355284983405e-09,5.223446912833556e-05,2.799399078086586e-09,2.922140970066796e-09,2.6497763653301652e-15,2.4234288559676484e-09,6.8927664364730895e-12,2.3498628113815203e-10,8.702131019080001e-10,1.5635788992367e-16,1.541561857219752e-15,1.635320214420745e-08,9.65380071980397e-12,0.00013353727703689031,0.00044266001526757143,0.00013859546896728865,3.3054760433344195e-05,0.0011670307649398178,0.002273955178663198,0.007937923182232062,5.1551172884068594e-05,8.971412167980569e-06,3.7482012229379914e-05,0.00012457991311250693,0.00017077891670408882,0.0036124448172068406,0.00031046451609615896,0.0021597881375353014,4.951898969532167e-08,0.0008489191333788908,1.4165194477510027e-06,1.8974554611971427e-07,3.719388302399738e-12,1.0367515862638275e-08,8.416383351446172e-06,0.00011925647187346775,1.3664176986562542e-06,5.741315187755143e-13,9.48626562871609e-09,0.00015091922367486334,0.0008130302218882189,4.137174686262119e-08,1.685384660796551e-08
9.544843801426718e-06,0.8250020550725032,0.0003174362328016847,7.52035032198635e-05,0.00014464999375416983,0.007997602458776485,0.0,0.0,0.0007057581227996709,1.2264366675525517e-05,0.002129972701576038,5.0704560066691904e-05,4.884216175363638e-05,5.750214660622928e-14,9.117048440083336e-11,2.899764206568849e-08,8.13595626960518e-05,5.247124694565014e-05,1.3407227776682544e-12,4.792528087801433e-10,3.4931425564390095e-10,9.823870487719245e-14,2.9846888290200556e-09,1.001036383934031e-07,9.689433563529637e-09,7.616478371794124e-11,1.4238476410097712e-12,7.34412062058095e-09,2.5906273184302493e-08,2.286111466734119e-10,2.443242245375382e-09,5.525200006858021e-12,4.8781868167565034e-12,2.10098853107857e-09,3.76,0.0,0.5616685062636528,0.9945857080639948,0.003420279842278353,0.00012600612105538692,0.36178323477669744,0.2737479973066223,0.07621712919229069,9.136592164727086e-06,0.0009641434556641611,0.00436430914750493,2.5343656105143918e-08,1.1599679633591694e-09,2.5797512661034027e-14,0.000397756453974551,2.691196035809859e-09,1.5548683778207073e-09,5.37665457675186e-05,2.8706990778859444e-09,2.9875641453932972e-09,2.7162368550342037e-15,2.484826366828656e-09,7.067403814046061e-12,2.4094006783340997e-10,8.922390718629716e-10,1.602795707061426e-16,1.5802265570875033e-15,1.6912249198678486e-08,9.710465622597975e-12,0.0001370049781568151,0.0004529087660038401,0.00013963084994496694,3.330567709797839e-05,0.0011753505595941444,0.0023027369329418432,0.00806156766807957,5.228039728768364e-05,9.095535762305958e-06,3.807386939329055e-05,0.00012663714073252833,0.00017368142847537085,0.0036792808231351256,0.0003181046483803227,0.0021864929955456667,4.985069816487495e-08,0.0008723046248239657,1.4475415084759109e-06,1.9289051490098967e-07,3.7810097968653685e-12,1.0440496584887704e-08,8.551450875676951e-06,0.00012163951835813485,1.3960127348389252e-06,5.836409465637308e-13,9.643425128293353e-09,0.0001536356656864458,0.0008301253740797143,4.2098497985479556e-08,1.69747600167929e-08
9.60726233433075e-06,0.8252830041142118,0.0003207037457019963,7.633999258623754e-05,0.00014631085594700636,0.008122563888753265,0.0,0.0,0.0007185939790801346,1.2602917487983673e-05,0.0021845547744917693,5.1953327495922486e-05,4.966619131406522e-05,6.042046468310269e-14,9.480461102607434e-11,2.985257532080786e-08,8.286362497400517e-05,5.321613659429712e-05,1.396609160726672e-12,4.87682394168786e-10,3.637557687065826e-10,1.0286162206568152e-13,3.072467858209991e-09,1.0382509286572382e-07,1.0017444616599929e-08,7.990338690796122e-11,1.5045957005785498e-12,7.680390601629942e-09,2.7050318896985673e-08,2.373442319392756e-10,2.5180526824442364e-09,5.722283168047684e-12,5.0653013122359385e-12,2.1919882759071874e-09,3.76,0.0,0.5596490065987707,0.994494304144885,0.0034852749422594038,0.00012889322148850697,0.3636275976947127,0.2749389923063558,0.07669495256997938,9.109876912690943e-06,0.0009640548434881159,0.004418099407033473,2.5658710665958802e-08,1.1613504147544227e-09,2.589855751158022e-14,0.0004043431524316594,2.75940441633017e-09,1.5940839222817598e-09,5.533091798411121e-05,2.9433031539369026e-09,3.0537858257742745e-09,2.783878186094313e-15,2.5473404495879364e-09,7.2452172897663785e-12,2.470021366238829e-10,9.146651834167822e-10,1.6427092992237415e-16,1.6195782340398923e-15,1.7486476093928686e-08,9.767120210729837e-12,0.0001405525448290963,0.0004633119990397794,0.00014066159847840633,3.3555339036680356e-05,0.001183610337885193,0.002331557757788252,0.008186090650189133,5.301328609540372e-05,9.22036307635938e-06,3.86697702955629e-05,0.00012871049251127108,0.00017660672139055574,0.003746849847609135,0.0003258569429788221,0.002213251829730234,5.0179542179431346e-08,0.0008961536690270065,1.4789322049185046e-06,1.960579963748978e-07,3.84307208107727e-12,1.0513061431341654e-08,8.687651746298621e-06,0.00012404759733296037,1.425996122975111e-06,5.932183657064492e-13,9.80169499961673e-09,0.00015637719776314188,0.0008474998431682205,4.283147146073317e-08,1.709492640015827e-08
9.669680867234782e-06,0.8255634297299174,0.0003239775240176735,7.748498832674653e-05,0.00014797720944507487,0.008248489564457914,0.0,0.0,0.0007315361731928873,1.2948837525773545e-05,0.002240112528979321,5.322287109679593e-05,5.049622398540526e-05,6.346176631180179e-14,9.855289154928203e-11,3.0725720506626364e-08,8.438342371878786e-05,5.39679891803435e-05,1.4546212177441088e-12,4.961953675603813e-10,3.786889478059692e-10,1.0766935564880994e-13,3.1621084485720405e-09,1.0765626619799868e-07,1.035397795098332e-08,8.37981261848878e-11,1.5893185517081067e-12,8.029598690940552e-09,2.8236018069335223e-08,2.4634292488290245e-10,2.5945541536673747e-09,5.9246366840660354e-12,5.2581649867387175e-12,2.2861711445622906e-09,3.76,0.0,0.5576341288979689,0.9944016751590871,0.00355104432810832,0.00013182412670050068,0.3654660754687144,0.27612210003476106,0.07717313823580763,9.08320850457024e-06,0.000963965043817462,0.00447218907957701,2.59755332662057e-08,1.1627193484897747e-09,2.5998754818652935e-14,0.00041099441775308037,2.8288558603713857e-09,1.634009829673587e-09,5.692790361806837e-05,3.0172260311190027e-09,3.1208001201932434e-09,2.8527127544415157e-15,2.6109836281620666e-09,7.426242488993896e-12,2.531737020913154e-10,9.374959187765752e-10,1.6833269902132326e-16,1.6596240996532982e-15,1.8076183261048918e-08,9.823765296497235e-12,0.00014418143863561354,0.00047387051780571377,0.00014168766938839792,3.380373539498594e-05,0.0011918098248343111,0.0023604142727753014,0.008311486447939257,5.374978593326096e-05,9.34588745144242e-06,3.9269683170192895e-05,0.00013079989703780387,0.00017955465489086531,0.003815153006534317,0.0003337215132073224,0.0022400620153900266,5.0505512545814954e-08,0.0009204706830124543,1.510691187099351e-06,1.992477967925405e-07,3.905571359464664e-12,1.0585207074573631e-08,8.824985209835875e-06,0.0001264806148164763,1.4563682864537438e-06,6.028631907668772e-13,9.961064996534508e-09,0.00015914373366730244,0.0008651558858178076,4.357063369628221e-08,1.7214340532885917e-08
9.72585754684841e-06,0.8258153669745656,0.0003269291808799553,7.85227412957314e-05,0.0001494815714779278,0.00836264404135541,0.0,0.0,0.0007432736904446268,1.3266545344747577e-05,0.0022909560900346163,5.438335345437441e-05,5.124833956916199e-05,6.630742229845488e-14,1.020260079026875e-10,3.1527295041367084e-08,8.576468463919061e-05,5.465065732770208e-05,1.508710598446352e-12,5.039283973386064e-10,3.925600388921853e-10,1.1215931057942266e-13,3.2443940125857977e-09,1.1120003897840128e-07,1.0664248794431111e-08,8.744130260081921e-11,1.6691033200815878e-12,8.355276540255548e-09,2.9339721835667883e-08,2.546736549419397e-10,2.664869893674945e-09,6.111332547806021e-12,5.4367675722837225e-12,2.373725243934085e-09,3.76,0.0,0.5558246854652031,0.9943172569895758,0.003610901282901646,0.00013449959556431244,0.3671156864940354,0.2771801529776935,0.07760382152809922,9.059246911362935e-06,0.0009638832042989337,0.004521125601480236,2.626218416925306e-08,1.1639398316314312e-09,2.6088208236080955e-14,0.00041703574254143427,2.8924365856517534e-09,1.6705570770333392e-09,5.839333336835118e-05,3.0848964248279386e-09,3.18178549018433e-09,2.9156943664356206e-15,2.6692382665913563e-09,7.591940777979701e-12,2.588227393556447e-10,9.583932562514088e-10,1.720490984081103e-16,1.696264892123504e-15,1.862040635181767e-08,9.87473840304458e-12,0.0001475181969878257,0.0004835066062804777,0.00014260709844323438,3.402620140161408e-05,0.0011991376097743522,0.0023864128792808257,0.008425084186512942,5.441567923370421e-05,9.459449898141508e-06,3.981300869534639e-05,0.0001326940271514183,0.00018222703620590896,0.0038772544153748735,0.0003408957006689461,0.0022642329466760875,5.079642234719432e-08,0.0009427597282580723,1.5395888618599805e-06,2.0213753945368025e-07,3.962191198074059e-12,1.064977749105094e-08,8.949553090518516e-06,0.0001286915729234269,1.4840358445408446e-06,6.116006804348641e-13,1.0105430113173723e-08,0.00016165492169687375,0.0008812889219620301,4.424114300844297e-08,1.7321166428896198e-08
9.782034226462038e-06,0.8260668834336988,0.0003298857281227762,7.95673545659618e-05,0.00015099028695471418,0.008477573813163265,0.0,0.0,0.0007550947498288421,1.3590368909590183e-05,0.0023426036628965445,5.556090491097665e-05,5.200523094750441e-05,6.925896748946449e-14,1.0559544789397415e-10,3.234394234869786e-08,8.715866749749878e-05,5.533905433061474e-05,1.5646371319217327e-12,5.117290748885213e-10,4.0684977644270026e-10,1.1680834072350453e-13,3.328219786649098e-09,1.1483625344407788e-07,1.0981616172698851e-08,9.121927080192077e-11,1.7523643437072755e-12,8.692052273448385e-09,3.047896895272529e-08,2.632285386240167e-10,2.736589977572859e-09,6.302430562643786e-12,5.6202328742914804e-12,2.4639850774113514e-09,3.76,0.0,0.5540189760773951,0.9942318379143353,0.003671390031169874,0.0001372109176957838,0.3687605544142834,0.27823181658236157,0.07803481013921038,9.035323119106181e-06,0.000963800394571313,0.004570304314409234,2.655026514269054e-08,1.1651493663452525e-09,2.6176976064754127e-14,0.00042312932597714914,2.9570458555863094e-09,1.7076919812747505e-09,5.988565666018217e-05,3.1536578720612843e-09,3.2434030018104133e-09,2.979661677021059e-15,2.7284268840732367e-09,7.760295780701898e-12,2.6456235147675116e-10,9.796252860536358e-10,1.7582366134474653e-16,1.733479133658013e-15,1.9177638257457248e-08,9.925705011899559e-12,0.0001509231104981578,0.0004932696802868176,0.00014352267414652884,3.424762656248387e-05,0.0012064161983726127,0.0024124352530295757,0.008539380049883223,5.508441569157768e-05,9.573566784880119e-06,4.035953491247446e-05,0.00013460104998877192,0.0001849175391137169,0.00393995207691595,0.00034816096455250804,0.0022884415107592274,5.108499312164923e-08,0.0009654345379903012,1.5687842988787636e-06,2.0504506154013709e-07,4.019159146634477e-12,1.071400415439598e-08,9.075037265949275e-06,0.0001309225800936686,1.5120188129912028e-06,6.203918653158631e-13,1.0250670512981939e-08,0.00016418622661980474,0.0008976534704877564,4.4916612606979045e-08,1.7427376230478434e-08
9.838210906075666e-06,0.8263179806002442,0.00033284708197090835,8.06188142877558e-05,0.00015250331221328752,0.00859327609761369,0.0,0.0,0.0007669980832098882,1.3920376776207551e-05,0.0023950617103263338,5.6755638310996176e-05,5.2766856804532274e-05,7.231946732825944e-14,1.0926306627322506e-10,3.317581393016199e-08,8.856535911464058e-05,5.603322287098792e-05,1.622457818059829e-12,5.195974455231883e-10,4.2156808640317436e-10,1.2162104085590427e-13,3.413601022551274e-09,1.185666262410098e-07,1.1306170660717453e-08,9.513611862382043e-11,1.839228844165914e-12,9.040227785126886e-09,3.1654635417994746e-08,2.7201191803831605e-10,2.8097308040648816e-09,6.497993803401466e-12,5.8086606586421015e-12,2.5570122544831795e-09,3.76,0.0,0.552216996241649,0.9941454139405719,0.0037325127332899256,0.00013995826465817694,0.37040069049990465,0.2792770906682207,0.07846610951819989,9.01143706246669e-06,0.0009637166107634768,0.0046197250667086125,2.6839775257650762e-08,1.1663479532898495e-09,2.6265058753397494e-14,0.00042927514070508394,3.0226940053099086e-09,1.7454203917673312e-09,6.140509326761508e-05,3.223521260143205e-09,3.3056476362459073e-09,3.0446238134517976e-15,2.788558739140715e-09,7.931333833882318e-12,2.7039343635751984e-10,1.0011953216105581e-09,1.7965692640541243e-16,1.7712721342219062e-15,1.9748104937750655e-08,9.976665666067353e-12,0.00015439727329659162,0.0005031602951167092,0.00014443436807978758,3.4468004184062394e-05,0.0012136454477454403,0.002438478987489647,0.008654369793549081,5.5755956761429594e-05,9.688233320602989e-06,4.090923856159585e-05,0.00013652091342960528,0.00018762606032233015,0.004003246699265564,0.00035551734930443316,0.0023126858676692863,5.1371220657907736e-08,0.0009884982485343274,1.5982772355001938e-06,2.0797022116336778e-07,4.076472425810898e-12,1.0777885095451882e-08,9.201437239167489e-06,0.00013317356183995105,1.5403174404141723e-06,6.292363166057252e-13,1.0396778686127186e-08,0.00016673758238021363,0.0009142511434229137,4.5597017150249586e-08,1.7532966901038922e-08
9.894387585689294e-06,0.8265686599560922,0.0003358131609551996,8.16771068042996e-05,0.0001540206042674925,0.008709748074662965,0.0,0.0,0.0007789823972141017,1.425663685087486e-05,0.002448336674642484,5.796766584026237e-05,5.353317569324184e-05,7.549204827521469e-14,1.1303073476186653e-10,3.4023060885895877e-08,8.998474536600774e-05,5.673320599406635e-05,1.682231207398547e-12,5.275335522251359e-10,4.367250662157465e-10,1.266021064662284e-13,3.5005529239878816e-09,1.2239289044910198e-07,1.16380020795008e-08,9.919602928898822e-11,1.929827752537477e-12,9.400110907312978e-09,3.2867611000663126e-08,2.810281823615798e-10,2.88430877311114e-09,6.698085536550433e-12,6.002152149683457e-12,2.65286918852265e-09,3.76,0.0,0.5504187415408511,0.9940579811271947,0.00379427153144194,0.00014274180521090885,0.3720361060010052,0.2803159751362823,0.07889772500506076,8.987588677471582e-06,0.0009636318490545693,0.004669387710675956,2.713071360913112e-08,1.167535593277803e-09,2.6352456759046007e-14,0.000435473154221726,3.089391417173759e-09,1.7837481839037268e-09,6.295185896752343e-05,3.2944975249165265e-09,3.3685141487665046e-09,3.1105899313289048e-15,2.849643131130713e-09,8.105081390326267e-12,2.763168958586709e-10,1.0231066909094393e-09,1.8354943383620322e-16,1.8096492202694176e-15,2.0332034533068043e-08,1.0027620893066877e-11,0.00015794178835520264,0.0005131789963840437,0.0001453421532827173,3.468732795019777e-05,0.001220825232198818,0.002464541695273758,0.008770049143125963,5.643026402393502e-05,9.803444736316922e-06,4.146209635595962e-05,0.00013845356535893252,0.00019035249635191023,0.004067138958175323,0.00036296488774647867,0.0023369642014192653,5.165510149317271e-08,0.0010119539693251016,1.6280674086941237e-06,2.1091287631506026e-07,4.134128254004619e-12,1.0841418537714493e-08,9.328752530207814e-06,0.00013544444188506917,1.5689318432583045e-06,6.381336051212211e-13,1.0543747114462549e-08,0.00016930892198669414,0.000931083542246032,4.628233105094375e-08,1.7637935736170663e-08
9.950564265302922e-06,0.8268189229722599,0.000338783885882573,8.27422186536171e-05,0.00015554212078028076,0.008826986887487325,0.0,0.0,0.0007910463737639164,1.4599216344933872e-05,0.002502434977446159,5.9197099026191045e-05,5.4304146047707044e-05,7.877989815580339e-14,1.1690034197063249e-10,3.488583390476038e-08,9.141681120277552e-05,5.743904710121844e-05,1.7440174341700407e-12,5.355374356780287e-10,4.5233098677516927e-10,1.3175633521451834e-13,3.589090643657224e-09,1.2631679550337887e-07,1.1977199452255172e-08,1.0340328292621203e-10,2.0242957878208033e-12,9.772015474674919e-09,3.411879928183703e-08,2.902817678912621e-10,2.9603402837867982e-09,6.902769094562639e-12,6.200810049327564e-12,2.7516190952213157e-09,3.76,0.0,0.5486242076316853,0.9939695355844136,0.003856668549814473,0.0001455617053001194,0.3736668121473867,0.2813484699695078,0.07932966183116898,8.963777901487902e-06,0.0009635461056733957,0.004719292102498095,2.742307931561213e-08,1.1687122872756718e-09,2.6439170546954724e-14,0.00044172332892963156,3.157148520862719e-09,1.8226812591673288e-09,6.45261654332195e-05,3.36659765085217e-09,3.4319970760805684e-09,3.1775692143707835e-15,2.9116894002707024e-09,8.281565019142521e-12,2.8233363580598825e-10,1.0453627365322138e-09,1.8750172554265606e-16,1.8486157346142325e-15,2.0929657357336204e-08,1.0078571204853909e-11,0.00016155776738362336,0.000523326319991101,0.0001462460041109283,3.490559183959151e-05,0.0012279554427733557,0.0024906210085052834,0.00888641379559888,5.7107299187141527e-05,9.919196284811517e-06,4.201808498192605e-05,0.00014039895365949346,0.00019309674356515777,0.004131629497484427,0.00037050360128753344,0.0023612747203029705,5.193663288182806e-08,0.0010358047827446232,1.6581545557367224e-06,2.138728849047364e-07,4.1921238479298564e-12,1.0904602795185661e-08,9.456982676175633e-06,0.00013773514220422154,1.5978621299003633e-06,6.470833014273517e-13,1.0691568273640282e-08,0.00017190017754180017,0.0009481522578496886,4.697252847913293e-08,1.7742280166873816e-08
9.999999999999997e-06,0.8270687711089774,0.0003414019193577106,8.368515240029353e-05,0.00015688452361996345,0.008930789613476021,0.0,0.0,0.0008017275602711871,1.4905968132518755e-05,0.0025507278852054506,6.0293491974464246e-05,5.4986418111969165e-05,8.17711515910156e-14,1.20391451070167e-10,3.565804069824754e-08,9.268751166760798e-05,5.806507099592316e-05,1.8001036266999354e-12,5.426369855980202e-10,4.664439261906448e-10,1.3643921141758146e-13,3.6683280344088416e-09,1.2985202079750797e-07,1.2281857896662293e-08,1.072310431164177e-10,2.1107386170320866e-12,1.0109491303234201e-08,3.5252188688342056e-08,2.986248383155507e-10,3.0284637598979692e-09,7.086740286495761e-12,6.379986304617163e-12,2.8409633669454784e-09,3.76,0.0,0.5470480840620291,0.9938908623168227,0.003912107823970062,0.00014807343670649484,0.3750979543002592,0.2822517846432436,0.07971003809627179,8.942855371528358e-06,0.0009634698361040189,0.004763408059377163,2.768154250778526e-08,1.1697387296631818e-09,2.65149134631273e-14,0.0004472666255530907,3.2176599843718453e-09,1.8574479439083558e-09,6.593450906456464e-05,3.4309845166169537e-09,3.4883677379865397e-09,3.2373567006879703e-15,2.9670935202271218e-09,8.439155903884538e-12,2.8770627901416884e-10,1.065235942458019e-09,1.9102964584615832e-16,1.8833982794959227e-15,2.1467079863593588e-08,1.0123404040770245e-11,0.00016479985037307348,0.0005323628263969386,0.0001470381230172841,3.50967838437916e-05,0.0012341889787476359,0.0025135827943276326,0.00898937866996477,5.770531945383436e-05,1.0021501224319642e-05,4.2509928822869795e-05,0.0001421213984738363,0.00019552634476968612,0.004188876855043087,0.00037721313263003667,0.0023826933077930003,5.218243666324039e-08,0.0010571228574625406,1.6848768335466552e-06,2.1649194797206618e-07,4.2434390806838e-12,1.095991510430678e-08,9.570582209877292e-06,0.00013976730112897837,1.6235823092809211e-06,6.550020859526583e-13,1.0822350974442783e-08,0.00017419691426963515,0.0009633695434687384,4.7583924360192886e-08,1.783358531901654e-08
1.000674094491655e-05,0.8270687711089774,0.00034175917976912804,8.381413656683941e-05,0.00015706782003635766,0.008944989643431754,0.0,0.0,0.0008031886706241453,1.4948181729163198e-05,0.002557363019359529,6.044404873818251e-05,5.507972619418661e-05,8.218626689004381e-14,1.208737933117188e-10,3.5764283250995506e-08,9.286154067284112e-05,5.8150789942367504e-05,1.8078782498514213e-12,5.436091342986178e-10,4.683962944070905e-10,1.3708862839782363e-13,3.679229283739901e-09,1.303401071121396e-07,1.2323850954812606e-08,1.0776225810573827e-10,2.1227715362637644e-12,1.0156261389767894e-08,3.540911769120122e-08,2.997771580982566e-10,3.037841732200051e-09,7.1121078691976055e-12,6.4047385564092115e-12,2.8533259907991965e-09,3.76,0.0,0.5468333902426559,0.9938800734733384,0.003919705894795279,0.000148418128050272,0.37529282014868404,0.2823745752331816,0.07976192511974944,8.940004673192816e-06,0.0009634593768981265,0.004769438102187463,2.7716871518680044e-08,1.1698780364034878e-09,2.652520059072961e-14,0.000448025622192881,3.22597579351273e-09,1.8622255451977235e-09,6.612822013002749e-05,3.4398326711589042e-09,3.496090737018814e-09,3.245570874432074e-15,2.9747069277667225e-09,8.460811405997588e-12,2.8844456599902827e-10,1.067966815687725e-09,1.9151434509049597e-16,1.8881770364391635e-15,2.154120589057686e-08,1.0129517097969778e-11,0.00016524633072033016,0.0005336027920950901,0.00014714589615483098,3.512279022641703e-05,0.0012350359866541546,0.002516714579157251,0.00900345942048708,5.7787024091411714e-05,1.0035483240480039e-05,4.2577181100301506e-05,0.0001423570262184686,0.00019585869819169116,0.004196718929555075,0.00037813350013637904,0.002385615657150311,5.221581276644453e-08,0.0010600537439826566,1.6885384151692619e-06,2.1685010477666833e-07,4.250456423090672e-12,1.0967436260301238e-08,9.586127231413103e-06,0.0001400455830657381,1.6271084193404041e-06,6.560849759064396e-13,1.0840234634573212e-08,0.00017451128026838583,0.0009654588705090665,4.766758336940346e-08,1.784599779082188e-08
