Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456)
3.923039111029765e-09,0.7740083632756546,5.980466496765579e-10,1.3387972693181258e-12,9.227233461683255e-12,7.277286595826428e-12,0.0,0.0,2.112456589716862e-08,4.688044631482205e-13,5.413407635288294e-15,1.5640354877368451e-15,7.239432838065342e-16,3.921918787940544e-28,1.7845549997109177e-18,4.0017110245680016e-13,3.2470956242717765e-13,8.721408649751937e-12,1.1798663065673115e-30,6.353859983173507e-22,9.27783878562019e-28,5.4126651462809024e-27,2.790912219024404e-12,1.1363291250138421e-26,5.788819192541123e-19,2.0389525970804704e-30,1.7847764798262188e-32,2.5921963121772454e-26,2.0170593748761483e-28,5.307117061713688e-29,2.163719387752087e-20,7.470075212202747e-32,2.4815460168418492e-33,4.977233387411176e-32,3.76,0.0,0.9342790950920331,0.9990315616041038,7.604742066908249e-14,3.348549157409816e-16,0.00018609744710739717,0.00013810788370857368,3.5135854209610145e-05,1.2851183755062494e-05,0.0009684172341137979,7.54462607783025e-10,7.039267658521243e-17,7.166789203850814e-10,1.2560615760440302e-17,4.149037744748916e-11,1.9742409499516158e-26,4.140492941213807e-25,9.077358333161075e-14,2.376318450916682e-26,9.67180582125893e-16,1.4627931554303275e-32,3.7783044990569166e-25,6.0757588179903925e-28,1.7156266868547278e-26,2.186340741076313e-25,9.005931074644868e-34,8.655934588258913e-33,3.4628112761818566e-29,4.440658299864747e-15,8.720778598328404e-12,5.442910888532019e-16,1.5870423124429734e-08,4.053160278377368e-09,9.548823897069756e-10,1.0468223124373432e-12,4.819008020152926e-10,1.0655301447676165e-10,2.513593030561413e-10,4.183278363542546e-12,4.6075943395504294e-11,2.823322791848139e-13,9.405100033204228e-11,4.011365761029391e-16,1.1407426760281902e-07,1.537666195732677e-14,2.5358057700050264e-11,3.0634500451181883e-21,4.456974792465507e-17,2.1215169594003177e-21,6.834971883165607e-13,3.638699049767686e-12,9.512747852732507e-16,1.4121555624725178e-10,5.978727175280929e-22,8.585892313656269e-18,4.737581943389022e-14,1.1396674664528444e-07,4.298634508669053e-18,1.041102766034729e-12
4.038789118748827e-09,0.7740091099722174,6.323190437748552e-10,1.4491971270789398e-12,9.805174739084896e-12,7.924059100024642e-12,0.0,0.0,2.1747833105062953e-08,4.968660272696852e-13,5.940430970703832e-15,1.7337334200102361e-15,8.039281881974198e-16,4.287571987076008e-28,1.857827060643001e-18,4.2956597690864137e-13,3.5019364897571017e-13,9.251457471388018e-12,1.3873018375773575e-30,7.139756914123753e-22,1.105056327421447e-27,6.442376525601387e-27,2.8974378228207553e-12,1.3385109616971966e-26,6.40095032558594e-19,2.328763235930301e-30,2.06436943222278e-32,3.033020947749584e-26,2.409808412095606e-28,6.338323080234085e-29,2.3627576895633743e-20,9.155901247016404e-32,3.0570987164152897e-33,6.137322404470754e-32,3.76,0.0,0.9342736008267426,0.999031551128314,8.315154985083739e-14,3.710386949082841e-16,0.00019158774965502098,0.0001424688580630912,3.61873751661052e-05,1.2928874993354656e-05,0.0009684270843536789,8.012619175020858e-10,7.69312173830157e-17,7.223318580349629e-10,1.2998369374616972e-17,4.405496921204979e-11,2.33686108612701e-26,4.794397127416777e-25,9.646710691393653e-14,2.8178428730024563e-26,1.0069514574318097e-15,1.7474874696410649e-32,4.389154933657025e-25,7.126531547409402e-28,2.0199681988411693e-26,2.535061471031241e-25,1.0749111152909817e-33,1.0336947143174045e-32,4.217307595778113e-29,4.5840922736443255e-15,9.250758912893e-12,5.934450256586763e-16,1.6329695513647446e-08,4.149691663505872e-09,1.0091956894311949e-09,1.1397618315350312e-12,5.097604234351785e-10,1.1284077036306716e-10,2.607815426664442e-10,4.362252809797366e-12,4.8028818227555174e-11,3.039931267744604e-13,9.952370707721852e-11,4.2404531065295355e-16,1.1744209128311111e-07,1.6594599223844542e-14,2.6876268057098073e-11,3.424763455317255e-21,4.934869626943925e-17,2.3265003431366648e-21,7.147371142289583e-13,3.857926093458428e-12,1.0235324987093623e-15,1.4428525232892845e-10,6.4880383111549795e-22,9.337766670138602e-18,5.0972651325859134e-14,1.1732824247993166e-07,4.731679635822092e-18,1.087131990373813e-12
4.15453912646789e-09,0.7740098566647341,6.674852233947214e-10,1.5652001360435002e-12,1.0402067361754155e-11,8.60733658840696e-12,0.0,0.0,2.2371102504138517e-08,5.257426802732531e-13,6.501368565185408e-15,1.915707555078704e-15,8.899125052279824e-16,4.6769438397979505e-28,1.931296726199015e-18,4.600425574095373e-13,3.769395072557188e-13,9.797146025014295e-12,1.6231104747697568e-30,7.997006117528738e-22,1.308927774953363e-27,7.625591794542415e-27,3.0036459923512666e-12,1.569766570926812e-26,7.058760075249085e-19,2.6492460233072317e-30,2.3777038628035332e-32,3.533445212696945e-26,2.865700984507226e-28,7.534836706856034e-29,2.573577574767276e-20,1.115604184826601e-31,3.74359493293648e-33,7.522982651970861e-32,3.76,0.0,0.9342681065931391,0.9990315431978227,9.069452935979278e-14,4.1002306054186865e-16,0.0001970780214213464,0.00014683520231168978,3.7239172203277286e-05,1.3000886582759685e-05,0.0009684343892231757,8.495153600360902e-10,8.386607643620768e-17,7.275724508379572e-10,1.3436818841649984e-17,4.6698317277295836e-11,2.75316722369269e-26,5.528289514898375e-25,1.0233977079112714e-13,3.325515326703209e-26,1.0469334883155893e-15,2.076942616622422e-32,5.077317974154936e-25,8.321229433962258e-28,2.3672065878963263e-26,2.927065524847448e-25,1.2764711680158082e-33,1.2281624672653706e-32,5.10823080713323e-29,4.72754568917641e-15,9.796374000191416e-12,6.454793543728713e-16,1.6788469184034195e-08,4.245111415746872e-09,1.0648572948354186e-09,1.2379052114034628e-12,5.383496615332418e-10,1.193045903019768e-10,2.703049748724736e-10,4.5423067402685416e-12,4.9992000710951744e-11,3.265524395631234e-13,1.051439433398091e-10,4.475334432585917e-16,1.2081002610692856e-07,1.7865861985502473e-14,2.8438600195407953e-11,3.816653464594764e-21,5.446590581537079e-17,2.543543536008337e-21,7.462613419723184e-13,4.083589524468718e-12,1.098738587090073e-15,1.4730416941653553e-10,7.021888636346383e-22,1.0126909499947928e-17,5.471777110549246e-14,1.2068967445137294e-07,5.1922673302378275e-18,1.1334045594628024e-12
4.270289134186952e-09,0.7740106033532042,7.035417699123185e-10,1.6869191816073622e-12,1.1018026650253871e-11,9.328056799232306e-12,0.0,0.0,2.2994374078964068e-08,5.554343790720923e-13,7.097319368937841e-15,2.110402706391474e-15,9.821375616357239e-16,5.090994705185534e-28,2.0049294837064357e-18,4.915958984570538e-13,4.0497538318039223e-13,1.0358478033918104e-11,1.8901007997111332e-30,8.929850404728098e-22,1.5423280941022296e-27,8.979035209751034e-27,3.1094827950232062e-12,1.8333485125056048e-26,7.764317434387765e-19,3.0026006426878036e-30,2.727692038232724e-32,4.0995638990767494e-26,3.3928773274616144e-28,8.917878653805903e-29,2.796512811550724e-20,1.3517357936161566e-31,4.5583011184351974e-33,9.169832167642237e-32,3.76,0.0,0.9342626123912217,0.9990315371572052,9.869056835449299e-14,4.519448293296876e-16,0.00020256826240740147,0.0001512065221262474,3.8291224784486634e-05,1.3067633359287814e-05,0.0009684398041471633,8.992246327516596e-10,9.120910291057652e-17,7.324307892688286e-10,1.3875915027735854e-17,4.9420496596588066e-11,3.229295181867963e-26,6.349244295594223e-25,1.0839188419544567e-13,3.9069882912302424e-26,1.0871167940635692e-15,2.4566072242168634e-32,5.850014087206625e-25,9.67464197950853e-28,2.7618977846352703e-26,3.3662732307023817e-25,1.5085671339286882e-33,1.452197667069001e-32,6.155473900229179e-29,4.87102100921565e-15,1.0357627404718796e-11,7.004757477846331e-16,1.7246744825952898e-08,4.3394348807227515e-09,1.1218561377921934e-09,1.3413794573116348e-12,5.676646391777669e-10,1.2594385426356905e-10,2.799282773307224e-10,4.723364876146239e-12,5.1964643776103126e-11,3.5001451532098096e-13,1.1091124082094389e-10,4.715971448607264e-16,1.2417807163474823e-07,1.9190769365254582e-14,3.004505287240578e-11,4.240736980896162e-21,5.993290185283268e-17,2.7728830769210586e-21,7.780531501760393e-13,4.3156879300249855e-12,1.1769111835024917e-15,1.5027316522610235e-10,7.580530077944787e-22,1.095368541587908e-17,5.861197507969657e-14,1.2405104256095045e-07,5.681085702990092e-18,1.1798879457518891e-12
4.386039141906014e-09,0.774011350037628,7.404853558795157e-10,1.8144660422693128e-12,1.1653167600510939e-11,1.0087153911311122e-11,0.0,0.0,2.36176478140516e-08,5.859410805619154e-13,7.72938155553296e-15,2.318261658641985e-15,1.0808455763742164e-15,5.530703277952525e-28,2.0786934355394723e-18,5.242205194778205e-13,4.3432938198319264e-13,1.093545701504964e-11,2.1912540203298967e-30,9.94265637709392e-22,1.8083929913782653e-27,1.0520578686500872e-26,3.2148990645856416e-12,2.1327759982017348e-26,8.51972619610782e-19,3.3911156421708184e-30,3.1174006130367115e-32,4.7379037680647387e-26,4.000282461239836e-28,1.0510753858040224e-28,3.031897030620339e-20,1.629201319814007e-31,5.5205597956903894e-33,1.1117874810597648e-31,3.76,0.0,0.93425711822099,0.9990315325175956,1.0715396147436415e-13,4.969438374779105e-16,0.0002080584726141041,0.00015558245197391882,3.934351387286495e-05,1.3129499866156995e-05,0.0009684438179914123,9.50391308500849e-10,9.897214277272363e-17,7.36934774108444e-10,1.431561202502971e-17,5.222157671628398e-11,3.771884284914302e-26,7.264730499122285e-25,1.1462374153947117e-13,4.5705498884882587e-26,1.1274923281131148e-15,2.892408160149419e-32,6.714910478458895e-25,1.1202592523313082e-27,3.208929052549618e-26,3.856834278822058e-25,1.77477978426904e-33,1.7092813579634119e-32,7.381169636320452e-29,5.014519674374573e-15,1.0934522465572486e-11,7.585157490742106e-16,1.770452311281464e-08,4.432677196474128e-09,1.180181293749226e-09,1.4503105306293506e-12,5.977015268899672e-10,1.3275792855540723e-10,2.896501318559171e-10,4.905357437266306e-12,5.3945962311051395e-11,3.7438327378976553e-13,1.168251399942619e-10,4.962326644121578e-16,1.2754622743172862e-07,2.0569606377353346e-14,3.1695624845631275e-11,4.698667139282646e-21,6.576110552738814e-17,3.014747003654229e-21,8.100966824255705e-13,4.554219617872075e-12,1.2580678432309971e-15,1.5319308295793574e-10,8.164202099518592e-22,1.1818436153696688e-17,6.265600147115796e-14,1.2741234681000415e-07,6.198803080097051e-18,1.2265511925630386e-12
4.5017891496250764e-09,0.7740120967180047,7.783127394534469e-10,1.9479514359217673e-12,1.2307604893608656e-11,1.08855586367391e-11,0.0,0.0,2.424092369393948e-08,6.172627416207523e-13,8.39865228708116e-15,2.539724956821402e-15,1.186279560535539e-15,5.9970662678527375e-28,2.1525591088551193e-18,5.579104535891094e-13,4.650294666553539e-13,1.1528086280871658e-11,2.529727693906208e-30,1.103991421946919e-21,2.1104696229465033e-27,1.2269269935623555e-26,3.3198500445910816e-12,2.4718492906187958e-26,9.327124317536454e-19,3.817169862141154e-30,3.550053660700119e-32,5.455440973045013e-26,4.697722776675316e-28,1.233899635537329e-28,3.2800637393316396e-20,1.9537888082973035e-31,6.651968744424841e-33,1.3411894434795942e-31,3.76,0.0,0.9342516240824426,0.9990315289152685,1.1609908857342233e-13,5.451629254564182e-16,0.00021354865204227126,0.00015996265301696985,4.039602182193066e-05,1.3186842563178887e-05,0.0009684467944806393,1.0030168447024787e-09,1.0716703777242409e-16,7.411102740759693e-10,1.475586697851304e-17,5.510162214348086e-11,4.3881029707389675e-26,8.282621255856246e-25,1.2103562338483972e-13,5.32515657278657e-26,1.1680517992906657e-15,3.390776755987962e-32,7.68013518484408e-25,1.2921977211753986e-27,3.713532151796991e-26,4.403133981352261e-25,2.078992381192357e-33,2.003189980967791e-32,8.809871737274473e-29,5.158042355174288e-15,1.1527062318387755e-11,8.196807670868263e-16,1.816180470349997e-08,4.524853296368788e-09,1.239821979860442e-09,1.5648233623585423e-12,6.284565421944936e-10,1.397461670185049e-10,2.994692258578639e-10,5.088219741472774e-12,5.5935228642556996e-11,3.996622843320757e-13,1.228851897309374e-10,5.214363279364299e-16,1.3091449306764531e-07,2.2002625617370794e-14,3.339031487272994e-11,5.1921330884130516e-21,7.196182868299189e-17,3.2693551748205692e-21,8.423769026395498e-13,4.799182624591497e-12,1.3422256029810654e-15,1.5606475154246175e-10,8.773132482341682e-22,1.2721482115072936e-17,6.6850534660121e-14,1.3077358719987226e-07,6.7460681476375595e-18,1.2733648493887284e-12
4.617539157344139e-09,0.7740128433943351,8.170207592356868e-10,2.087485062942601e-12,1.2981452904939598e-11,1.172419830790542e-11,0.0,0.0,2.4864201703251852e-08,6.493993191088494e-13,9.106227500013181e-15,2.775230714889238e-15,1.2986832247554981e-15,6.491098069064575e-28,2.226499279452291e-18,5.926592926339264e-13,4.971034565976279e-13,1.213636894393531e-11,2.9088592979958664e-30,1.2226237485548425e-21,2.4521219843382412e-27,1.424535912295153e-26,3.4242950584180953e-12,2.854664503693087e-26,1.0188683287205204e-18,4.283233912260058e-30,4.0290356449808476e-32,6.259618627067645e-26,5.49592504473328e-28,1.4430520204953336e-28,3.5413463354882545e-20,2.331901142226149e-31,7.976569780928816e-33,1.6101871831859746e-31,3.76,0.0,0.9342461299755787,0.9990315260816364,1.255404144638587e-13,5.967479225850961e-16,0.0002190388006926269,0.00016434681116849612,4.14487322743226e-05,1.323999187215367e-05,0.000968449002203011,1.0571025917494092e-09,1.1580562450236334e-16,7.449812724631922e-10,1.5196639916199685e-17,5.806069269215433e-11,5.085674901773456e-26,9.411202937754889e-25,1.2762779736282936e-13,6.180466461955952e-26,1.2087876020690627e-15,3.9586756021011676e-32,8.754291181709969e-25,1.485080412272477e-27,4.2812965672639824e-26,5.009799499932042e-25,2.4254066004585453e-33,2.3380110071374121e-32,1.0468745218492545e-28,5.30158914403961e-15,1.2135249899991496e-11,8.84052072104301e-16,1.8618590244565416e-08,4.615977911958943e-09,1.3007675531397012e-09,1.6850418664864442e-12,6.599259489811087e-10,1.4690791213581744e-10,3.0938425363568925e-10,5.271891833714852e-12,5.793176835259073e-11,4.258547915279832e-13,1.2909094694926028e-10,5.472045376006096e-16,1.3428286811682843e-07,2.349004887732695e-14,3.51291217114457e-11,5.722859799869131e-21,7.854626929339257e-17,3.5369195879171035e-21,8.748795527880647e-13,5.050574723514738e-12,1.4294010345923931e-15,1.5888898588185788e-10,9.407538050829235e-22,1.3663123804845358e-17,7.119620911253854e-14,1.3413476373189218e-07,7.323510142876504e-18,1.320300909769778e-12
4.733289165063201e-09,0.7740135900666181,8.566063294715704e-10,2.2331756464616597e-12,1.3674825712798058e-11,1.2603996959458288e-11,0.0,0.0,2.5487481826746766e-08,6.82350769868644e-13,9.853201709032618e-15,3.0252144416519273e-15,1.4183008932030133e-15,7.013830422596415e-28,2.3004888080590004e-18,6.284602289387257e-13,5.30579026458913e-13,1.2760307922716874e-11,3.332169656195757e-30,1.3506362877065316e-21,2.8371360778278612e-27,1.6470324086803492e-26,3.5281972026640485e-12,3.285628795604969e-26,1.1106607496439268e-18,4.791871696577919e-30,4.557894335777515e-32,7.158364499411903e-26,6.406597827748481e-28,1.6815776395779026e-28,3.816078120928433e-20,2.7706009226235427e-31,9.521047109775399e-33,1.9243424519953041e-31,3.76,0.0,0.9342406359003977,0.9990315238186546,1.3549248866839078e-13,6.518476314936795e-16,0.00022452891856580975,0.00016873463528530255,4.250163006767757e-05,1.3289254077970705e-05,0.0009684506392028938,1.1126498008227267e-09,1.2489973352595356e-16,7.485700035503029e-10,1.563789358064383e-17,6.109884380808491e-11,5.872905553237924e-26,1.0659184182985528e-24,1.3440051904338427e-13,7.146873276973562e-26,1.2496927537644248e-15,4.60362588535008e-32,9.946470501594809e-25,1.7008232522528694e-27,4.9181827920007653e-26,5.681706042149034e-25,2.818558772259313e-33,2.7181588857139376e-32,1.238776584220913e-28,5.4451597051653235e-15,1.2759087954309711e-11,9.517107920588845e-16,1.9074880372269096e-08,4.706065575792319e-09,1.3630075086363842e-09,1.8110889531678317e-12,6.92106056876771e-10,1.5424249606369236e-10,3.193939175475694e-10,5.4563181413078654e-12,5.993495638995532e-11,4.529637389655243e-13,1.3544197628586977e-10,5.7353377080131375e-16,1.3765135215810084e-07,2.5032068691815964e-14,3.6912044119614765e-11,6.292607899447586e-21,8.552550740686506e-17,3.817644691146776e-21,9.075911127385941e-13,5.3083934322758675e-12,1.5196102942633887e-15,1.616665870876724e-10,1.0067625348739677e-21,1.464364317252362e-17,7.569361303191084e-14,1.3749587640740112e-07,7.931739082656932e-18,1.36733275156141e-12
4.849039172782263e-09,0.7740143367348542,8.970664355873516e-10,2.385130969975488e-12,1.4387837106445996e-11,1.352587540553381e-11,0.0,0.0,2.6110764049353872e-08,7.161170507248028e-13,1.0640667828098466e-14,3.290108882754546e-15,1.5453774237486579e-15,7.566312073142118e-28,2.3745044882828638e-18,6.653060939962906e-13,5.654837051491895e-13,1.3399905948698305e-11,3.803366220920853e-30,1.4885150017760786e-21,3.2695248568521115e-27,1.8966894115490112e-26,3.631523062469752e-12,3.769475957001547e-26,1.2083133615057243e-18,5.345741986485937e-30,5.14034367134587e-32,8.16010883317793e-26,7.4424953351130405e-28,1.9527915831821852e-28,4.1045923149004387e-20,3.2776570752099568e-31,1.13149354708882e-32,2.2898270011883725e-31,3.76,0.0,0.9342351418568987,0.9990315219793027,1.4596994518089574e-13,7.106138124719917e-16,0.00023001900566237992,0.00017312585548950933,4.3554701147212274e-05,1.3334913094288628e-05,0.0009684518525005466,1.1696596311493034e-09,1.3446118856903977e-16,7.518970795203236e-10,1.6079593265931313e-17,6.421612687403586e-11,6.75870927258486e-26,1.203570480612283e-24,1.4135403275646344e-13,8.235540881344219e-26,1.2907608381161054e-15,5.333735262417385e-32,1.1266268362878943e-24,1.9414612244414807e-27,5.630535661722881e-26,6.423983027100204e-25,3.263336436023831e-33,3.148391303056097e-32,1.4599928894145957e-28,5.5887533953173526e-15,1.339857903951211e-11,1.0227379091633463e-15,1.9530675714426628e-08,4.79513062417795e-09,1.4265314776328542e-09,1.9430865417374047e-12,7.249932206279229e-10,1.617492415909691e-10,3.294969290642423e-10,5.641447153749003e-12,6.194421345888585e-11,4.809917913361434e-13,1.4193784978734661e-10,6.0042057926383145e-16,1.410199447747176e-07,2.662884981748704e-14,3.873908085516001e-11,6.903173520254833e-21,9.291050156993345e-17,4.1117276880804844e-21,9.404987621384712e-13,5.572636020022731e-12,1.6128691676455763e-15,1.6439834271447315e-10,1.0753591269160352e-21,1.566330486340229e-17,8.034329175184288e-14,1.4085692522773632e-07,8.571346024803102e-18,1.4144350795134328e-12
4.9647891805013255e-09,0.7740150833990433,9.383981300520091e-10,2.543457912412693e-12,1.5120600593672662e-11,1.4490751312428102e-11,0.0,0.0,2.6734048356199984e-08,7.506981184843285e-13,1.1469717007748595e-14,3.570343878131993e-15,1.6801581340727796e-15,8.149608421275686e-28,2.448524905772235e-18,7.031893941937586e-13,6.018448750191697e-13,1.4055165574693933e-11,4.326346214011829e-30,1.6367581222747465e-21,3.7535329456305176e-27,2.1759072277726987e-26,3.734242447925028e-12,4.3112824013639167e-26,1.3120529971651241e-18,5.947600041502299e-30,5.780266567884215e-32,9.273802278314131e-26,8.61748378695527e-28,2.2602958544501475e-28,4.4072220672104594e-20,3.8615932101049827e-31,1.339083838325131e-32,2.7134713373925165e-31,3.76,0.0,0.9342296478450811,0.9990315204538898,1.5698750223505203e-13,7.73201167722022e-16,0.00023550906198282576,0.0001775202216138948,4.4607932484749744e-05,1.3377232099043116e-05,0.000968452751786554,1.2281331567243129e-09,1.4450180577301952e-16,7.549816084197449e-10,1.6521706662649025e-17,6.741258949600703e-11,7.752636809969228e-26,1.3550344594357378e-24,1.4848857236781018e-13,9.458438419307008e-26,1.3319859549890067e-15,6.157726268536807e-32,1.272379730702885e-24,2.2091523181703742e-27,6.425097737616346e-26,7.242020219985486e-25,3.764995209066709e-33,3.633825752214055e-32,1.7141467561356511e-28,5.732369359187178e-15,1.405372553639648e-11,1.0972142569417679e-15,1.998597689210273e-08,4.883187199906379e-09,1.4913292258640274e-09,2.0811555735514107e-12,7.585838394929314e-10,1.694274630284976e-10,3.3969200971129246e-10,5.827231126135902e-12,6.395900267389107e-11,5.099413549008023e-13,1.4857814662140601e-10,6.278615881543685e-16,1.44388645554307e-07,2.8280530647084977e-14,4.061023067608625e-11,7.556388177650317e-21,1.0071208570935288e-16,4.419358834691652e-21,9.735903442832444e-13,5.843299514297741e-12,1.7091931109789414e-15,1.6708502698952052e-10,1.1465623640086624e-21,1.672235738288405e-17,8.514575087938429e-14,1.4421791019423606e-07,9.242903359814528e-18,1.461583870128742e-12
5.080539188220388e-09,0.7740158300591846,9.80598528542482e-10,2.70826248081113e-12,1.5873229407881227e-11,1.54995392670038e-11,0.0,0.0,2.7357334732625228e-08,7.860939299367297e-13,1.2341438487696921e-14,3.866346233879258e-15,1.8228887333278986e-15,8.764801172215093e-28,2.522530307860945e-18,7.42102343778501e-13,6.396897711947449e-13,1.472608918397685e-11,4.905199627874828e-30,1.795876126403306e-21,4.2936411348466e-27,2.487215631703105e-26,3.836328150187029e-12,4.916483559881358e-26,1.4221095938717047e-18,6.600299277300059e-30,6.481717678302638e-32,1.0508933932166274e-25,9.946610324296202e-28,2.6079969217278995e-28,4.724300471167513e-20,4.531737736724855e-31,1.5784656692032185e-32,3.2028159672289935e-31,3.76,0.0,0.9342241538649438,0.9990315191609067,1.6855996208052587e-13,8.397673255275604e-16,0.00024099908752756973,0.0001819175017629497,4.566131200377222e-05,1.3416455048225532e-05,0.000968453418570439,1.288071372533394e-09,1.5503339300538789e-16,7.578413036486635e-10,1.6964203709977247e-17,7.068827577105068e-11,8.864903312927038e-26,1.521313199182885e-24,1.558043620089894e-13,1.0828376043327887e-25,1.3733626754813509e-15,7.084965253795734e-32,1.432970134280099e-24,2.5061814885172306e-27,7.309022733343827e-26,8.141473836083631e-25,4.329175964490128e-33,4.17995640860594e-32,2.0052081104372618e-28,5.87600660152295e-15,1.472452965756681e-11,1.1752205176365188e-15,2.0440784521150922e-08,4.9702492549255976e-09,1.557390651758985e-09,2.2254160246598556e-12,7.92874356644449e-10,1.7727646703353888e-10,3.4997789190807057e-10,6.013625804657347e-12,6.59788264635692e-11,5.39814596432465e-13,1.5536245280645616e-10,6.558534952052396e-16,1.477574540888122e-07,2.998722456043219e-14,4.2525492340476125e-11,8.25411866579022e-21,1.0894096643978021e-16,4.740721728024301e-21,1.0068543318810978e-12,6.12038070760674e-12,1.8085972886369153e-15,1.697274010385129e-10,1.2203901768428434e-21,1.782103417894224e-17,9.010145920519794e-14,1.4757883130823955e-07,9.946965128948197e-18,1.5087563187248829e-12
5.19628919593945e-09,0.7740165767152789,1.0236648063851344e-09,2.8796498408143153e-12,1.6645836514745127e-11,1.6553150841205356e-11,0.0,0.0,2.7980623164194326e-08,8.223044418542194e-13,1.3256919463342788e-14,4.178539607211499e-15,1.9738152588609364e-15,9.41298798260376e-28,2.5965024827637813e-18,7.820368953090094e-13,6.790454810511136e-13,1.5412678999667157e-11,5.544212091455826e-30,1.9663917133082823e-21,4.8945706566622084e-27,2.833275813728044e-26,3.9377557155556435e-12,5.590890679309873e-26,1.5387161322889875e-18,7.306792979851155e-30,7.248926102642972e-32,1.1875549477672513e-25,1.1446174482226816e-27,3.0001239051223397e-28,5.056160576365464e-20,5.298275716972117e-31,1.8535827543033656e-32,3.7661651715431402e-31,3.76,0.0,0.9342186599164862,0.9990315180402113,1.8070221076609937e-13,9.104728243601025e-16,0.0002464890822969739,0.0001863174809793428,4.671482850996437e-05,1.3452808078768785e-05,0.0009684539129940631,1.3494752003190193e-09,1.6606774922259522e-16,7.604925855182627e-10,1.740705645361526e-17,7.404322653738829e-11,1.0106416772831409e-25,1.7034552675616165e-24,1.633016167620105e-13,1.2359041214104065e-25,1.414886001514239e-15,8.125491832790668e-32,1.609517009551106e-24,2.8349646251950874e-27,8.289888981159202e-26,9.128272614820461e-25,4.961922310003263e-33,4.7926713035450816e-32,2.3375172940341336e-28,6.0196640412966686e-15,1.5410993456867798e-11,1.2568372199599048e-15,2.0895099213617912e-08,5.056330552975158e-09,1.6247057847043237e-09,2.3759869183126015e-12,8.278612585813312e-10,1.8529555337478833e-10,3.6035331971323003e-10,6.200590172191543e-12,6.80032237012372e-11,5.706134607706068e-13,1.622903609579311e-10,6.843930698526658e-16,1.5112636997443426e-07,3.1749021215682135e-14,4.448486460648656e-11,8.998266975273887e-21,1.1760772075576818e-16,5.075993585644582e-21,1.0402797945924838e-12,6.403876163700114e-12,1.91109660756629e-15,1.7232621310750126e-10,1.2968596946065857e-21,1.895955464885151e-17,9.521085140117072e-14,1.5093968857108746e-07,1.068406736396695e-17,1.5559307885912308e-12
5.312039203658512e-09,0.7740173233673252,1.0675941952497174e-09,3.057724345169056e-12,1.7438534618471105e-11,1.7652494653009386e-11,0.0,0.0,2.8603913636705473e-08,8.5932961099194e-13,1.4217244964990636e-14,4.507344403354218e-15,2.1331840175637953e-15,1.0095282106518292e-27,2.670424647508446e-18,8.229847678064338e-13,7.199389438134088e-13,1.611493709403351e-11,6.2478676052491526e-30,2.148839780117588e-21,5.5612872425058145e-27,3.21688219071887e-26,4.038503235973945e-12,6.340708021880637e-26,1.6621085760505214e-18,8.070136064540848e-30,8.086298052476746e-32,1.338426940993901e-25,1.3133802245053762e-27,3.4412474006376805e-28,5.4031354013183525e-20,6.172302442383224e-31,2.1687573917369385e-32,4.412643352022048e-31,3.76,0.0,0.9342131659997075,0.999031517047418,1.9342921792921493e-13,9.85481096937278e-16,0.00025197904629134494,0.00019071996000680932,4.776847162677859e-05,1.348650080999542e-05,0.0009684542794425498,1.4123454939299102e-09,1.7761666388075276e-16,7.629506754626777e-10,1.785023890950588e-17,7.747747960768431e-11,1.1488806911942235e-25,1.9025558026653787e-24,1.7098054329967372e-13,1.4065035557941588e-25,1.4565513292148467e-15,9.290048834827204e-32,1.8031952959641232e-24,3.198052529468527e-27,9.375712932642312e-26,1.0208623864592028e-24,5.6696983601542215e-33,5.47826978818751e-32,2.7158098760534105e-28,6.163340553027316e-15,1.6113118838727747e-11,1.3421447371626153e-15,2.1348921579026302e-08,5.141444672180051e-09,1.693264783328958e-09,2.5329863373022493e-12,8.635410745497934e-10,1.9348401564302835e-10,3.708170494855814e-10,6.38808621229767e-12,7.003176704303688e-11,6.023396871061176e-13,1.6936147005001088e-10,7.134771523868885e-16,1.544953928115765e-07,3.3565987783849675e-14,4.648834623234575e-11,9.7907702314204e-21,1.267227940720365e-16,5.425345515338235e-21,1.0738563682368923e-12,6.693782223587319e-12,2.0167057489983486e-15,1.7488219878105845e-10,1.3759872921142599e-21,2.013812507589741e-17,1.004743305234867e-13,1.5430048198412205e-07,1.145472844453261e-17,1.6030867621446414e-12
