Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72)
2.198771807254025e-07,0.7438040369728055,6.423833899627789e-07,3.5156998299919816e-08,7.257481230153497e-08,3.7503758809920237e-07,0.0,0.0,9.60988859297037e-07,9.050789716870368e-10,5.544442139308912e-10,2.858669749465657e-17,8.421984882457057e-13,2.2634101860215266e-27,2.4103827375638897e-21,9.639237410477137e-22,3.8952363693937346e-21,2.3616161844537234e-08,1.6482542954452892e-22,2.8869798778516476e-15,2.4762630608559213e-21,1.729106093118621e-27,6.422692275799433e-23,4.350467133448329e-23,3.368286470929958e-17,2.772516597233203e-28,7.439792408789102e-30,1.7060825933517e-32,4.497612232312582e-43,1.882876687647726e-39,9.207327431182212e-16,1.0569117576490125e-35,1.0613822139911812e-29,5.9749616307717914e-34,3.76,0.0,0.6764579569983018,0.9990059293446107,2.1624340368960234e-08,9.837733103697633e-28,0.008116306408558671,0.006542907775452608,0.0015579971085047854,1.0735131070764729e-05,0.0009929711885666682,2.260989137864513e-06,7.398992713230856e-12,6.582673649626853e-10,6.959341475583663e-16,9.76104443453208e-08,8.454885391495322e-17,8.550703889718805e-17,2.8356697172545226e-10,9.921226990665081e-17,1.7694828088738244e-13,9.374063861713503e-23,1.5820625937509278e-16,4.364271465818509e-19,1.472290127376086e-17,5.963667439544513e-17,5.5478361970139235e-24,5.442342140367218e-23,9.343623452071893e-18,2.3209702639382416e-13,2.3619701261657103e-08,1.0381211831166146e-10,4.7224161012547254e-07,5.098963580791854e-08,7.836863267785436e-07,3.964983426847423e-08,6.152758984918656e-07,4.702672004444272e-08,2.1221464284665967e-08,1.8536601889901177e-09
2.2550589076035102e-07,0.7438322221370839,6.687251988380849e-07,3.709216424429279e-08,7.74582101529736e-08,4.0085616965062414e-07,0.0,0.0,9.858367357434746e-07,9.512325843405016e-10,5.980743646416497e-10,3.167743989037793e-17,9.020307973858495e-13,2.631284753659118e-27,2.6719908000056044e-21,1.078077712562327e-21,4.415622024337759e-21,2.4838436999801507e-08,1.9748029381165768e-22,3.156734465519171e-15,2.959496819781617e-21,2.1030570058020733e-27,7.161013870224754e-23,4.894528597557606e-23,3.573565056684132e-17,3.3213603054326633e-28,9.459065738654557e-30,2.061727981714913e-32,5.933041950673841e-43,2.300351568370378e-39,9.779695412105227e-16,1.2890287722936499e-35,1.2398271676230456e-29,7.447555811495808e-34,3.76,0.0,0.6762514250256496,0.9990058962494416,2.3720711963847666e-08,1.178880437727199e-27,0.008322870088722224,0.006709531616263257,0.001597699333533268,1.0732354740570567e-05,0.0009929711539491662,2.378186612896057e-06,7.886704083604907e-12,6.585196312770264e-10,7.136595793246709e-16,1.0265087748881657e-07,9.633990243821618e-17,9.638919297881012e-17,2.9826581176203123e-10,1.129010332037274e-16,1.8176047992928587e-13,1.068288774756893e-22,1.7820350725075831e-16,4.917680610714299e-19,1.6591458984037812e-17,6.707983549863139e-17,6.322292902431723e-24,6.202156624076318e-23,1.0930664682266911e-17,2.3801019466707246e-13,2.4842256967937762e-08,1.1672045938859505e-10,4.848520557325363e-07,5.2786972236135864e-08,8.20823418433567e-07,4.248934933311134e-08,6.464253715029416e-07,4.844906121603573e-08,2.1803120704667642e-08,2.008633937138053e-09
2.3113460079529953e-07,0.743860399319019,6.95409899367005e-07,3.907127056431705e-08,8.251806607799392e-08,4.277126383963849e-07,0.0,0.0,1.0107026841875694e-06,9.984978481662191e-10,6.439291651448537e-10,3.501641112935498e-17,9.643924779195195e-13,3.0465377177669037e-27,2.9541131167611496e-21,1.2021755220370578e-21,4.98951242022401e-21,2.6091408703647547e-08,2.354537763792249e-22,3.443471790741403e-15,3.520919175281287e-21,2.5447632372807714e-27,7.961210964517283e-23,5.4906176336395e-23,3.786356973096982e-17,3.961031632680859e-28,1.1951673700215229e-29,2.479420790117845e-32,7.771331859045825e-43,2.7964389180325795e-39,1.037199092790409e-15,1.5640930069452975e-35,1.4429668338551877e-29,9.23071188755771e-34,3.76,0.0,0.6760449539546212,0.9990058628603863,2.5956060466742924e-08,1.4062587657536553e-27,0.00852937369210535,0.006876099075910523,0.0016373918478695894,1.0729579208013252e-05,0.0009929711190403828,2.498333836958502e-06,8.391764384967305e-12,6.587718072439816e-10,7.31377667761391e-16,1.0781671773323636e-07,1.0940316437739191e-16,1.0833356141914878e-16,3.1333471618588754e-10,1.2804775165572355e-16,1.8659010176205962e-13,1.2133071028771547e-22,2.0012365396947895e-16,5.524468491911926e-19,1.8640399372333735e-17,7.522824678786304e-17,7.18037943858374e-24,7.044028858875277e-23,1.2735777998030644e-17,2.439214685657684e-13,2.6095523786704145e-08,1.308290706022092e-10,4.975986629274572e-07,5.4617455664309254e-08,8.588922003033869e-07,4.5460743163548086e-08,6.784691024062541e-07,4.987714520010613e-08,2.2385338678138704e-08,2.1737441207922655e-09
2.3676331083024804e-07,0.7438885685224896,7.224329218597951e-07,4.1093651079410975e-08,8.775464083733063e-08,4.556199084226616e-07,0.0,0.0,1.0355870829179226e-06,1.0468724326553782e-09,6.920633137576675e-10,3.861721518947137e-17,1.0293202337272814e-12,3.5137652417158654e-27,3.2577846124401752e-21,1.336781271636504e-21,5.620858585262041e-21,2.7375066736061232e-08,2.794305826406732e-22,3.747750981355258e-15,4.170688579966377e-21,3.064218863341483e-27,8.826644713074988e-23,6.142284701349004e-23,4.0067972493638975e-17,4.703829877470369e-28,1.5011861974185762e-29,2.967975662501694e-32,1.011091358949689e-42,3.3834846912378305e-39,1.098443735247379e-15,1.888653993882056e-35,1.673594447137468e-29,1.1379467895659332e-33,3.76,0.0,0.6758385437437037,0.999005829174804,2.8335323924002046e-08,1.6702427600390778e-27,0.008735817236571472,0.007042610169936282,0.0016770746548730058,1.0726804472480077e-05,0.0009929710838376888,2.6214299716950206e-06,8.914240626357813e-12,6.590238928655992e-10,7.490884159083366e-16,1.1310785785826612e-07,1.2383715034336137e-16,1.2141363437772016e-16,3.2877360823848895e-10,1.4476349221034102e-16,1.9143748780352372e-13,1.3735567011726952e-22,2.240960760716946e-16,6.18823708907558e-19,2.0881904513783004e-17,8.412850197076692e-17,8.128574709411379e-24,7.974316667382391e-23,1.4782145472720505e-17,2.4983084898940935e-13,2.7379491880079138e-08,1.462125888367702e-10,5.104822734397842e-07,5.648101023770824e-08,8.97899808034382e-07,4.8567215286565884e-08,7.114188557637181e-07,5.13110624306865e-08,2.296813238775069e-08,2.3494329483291377e-09
2.423920208651965e-07,0.7439167297513775,7.497899425079541e-07,4.315865816094017e-08,9.316810729203987e-08,4.845907095629455e-07,0.0,0.0,1.0604903072194137e-06,1.0963540316676594e-09,7.42531464003693e-10,4.2493902940451576e-17,1.0968504211995859e-12,4.0378739104615266e-27,3.584067069582806e-21,1.482474190696796e-21,6.3137974709495184e-21,2.8689400880490446e-08,3.3016062310322584e-22,4.070132055980099e-15,4.919972379624286e-21,3.672566741854977e-27,9.760766607639773e-23,6.853234795344872e-23,4.235022728878608e-17,5.563385517501095e-28,1.874945850628099e-29,3.537186699172663e-32,1.3070897298881544e-42,4.075415886036348e-39,1.1617259807996521e-15,2.2700616191990715e-35,1.9347698667006428e-29,1.395686285831669e-33,3.76,0.0,0.6756321943516107,0.9990057951900876,3.086344652873209e-08,1.9756223464064466e-27,0.00894220073997161,0.007209064913850322,0.0017167477579122835,1.0724030533361907e-05,0.00099297104833849,2.7474741788632863e-06,9.454194789352032e-12,6.592758881440772e-10,7.667918268004354e-16,1.1852419071191966e-07,1.3974505729217559e-16,1.3570595826758097e-16,3.445824128105764e-10,1.631644892559948e-16,1.9630297275339327e-13,1.550184998119622e-22,2.5025525812632456e-16,6.912730988666929e-19,2.3328639167106037e-17,9.382898813989031e-17,9.173665718552862e-24,8.99968024960493e-23,1.7094716818036042e-17,2.5573833683846627e-13,2.869415141486088e-08,1.629479481691032e-10,5.235035695148199e-07,5.8377563105700485e-08,9.37853274092775e-07,5.181198632988687e-08,7.452864209760483e-07,5.275090284830752e-08,2.355151596363298e-08,2.5361508767239813e-09
2.48020730900145e-07,0.7439448830095651,7.774768655310446e-07,4.526566297455735e-08,9.875855578443106e-08,5.146375968903576e-07,0.0,0.0,1.0854127294681982e-06,1.146940363210447e-09,7.953882246270119e-10,4.66609806267437e-17,1.1670190839734054e-12,4.624093580547021e-27,3.9340493911489655e-21,1.6398485813905124e-21,7.072656397068769e-21,3.003440092383118e-08,3.884630223196736e-22,4.41117581341713e-15,5.781017204094545e-21,4.3821940567548226e-27,1.0767118835252052e-22,7.62733108122739e-23,4.47117205456077e-17,6.554773435721572e-28,2.3291944355874785e-29,4.1979073172681756e-32,1.6794749184285664e-42,4.8879011949616864e-39,1.22706851734646e-15,2.716541851527305e-35,2.2298436970444153e-29,1.7034859829896568e-33,3.76,0.0,0.6754259057372729,0.9990057609036614,3.354537623929391e-08,2.3276783818049282e-27,0.009148524220144508,0.007375463323130647,0.0017564111603656854,1.0721257390052895e-05,0.0009929710125402263,2.8764656203347924e-06,1.0011684178147684e-11,6.595277930817487e-10,7.844879034677852e-16,1.2406560921047438e-07,1.5723484837511526e-16,1.512901776319417e-16,3.607610564115407e-10,1.8337222898834572e-16,2.011868849534598e-13,1.7443924026840712e-22,2.787408536110406e-16,7.7018390885476725e-19,2.599375654944217e-17,1.0437990594323392e-16,1.03227527878909e-23,1.0127087305365382e-22,1.9700292021552842e-17,2.616439330144228e-13,3.003949256252793e-08,1.8111436561284474e-10,5.366630931873466e-07,6.030704423929787e-08,9.787595239650023e-07,5.519829761317086e-08,7.800836055437905e-07,5.419675581443825e-08,2.413550346682592e-08,2.7343565396824883e-09
2.536494409350935e-07,0.7439730283009357,8.054898069345559e-07,4.7414055596055376e-08,1.0452599926728259e-07,5.457729595280981e-07,0.0,0.0,1.1103547192239815e-06,1.1986291692233902e-09,8.506881596077808e-10,5.113341854115437e-17,1.2398619859020854e-12,5.277990501897972e-27,4.3088478632097144e-21,1.8095137668203538e-21,7.901957543960282e-21,3.1410056656413674e-08,4.552302287675365e-22,4.771443731729951e-15,6.7672222463094744e-21,5.206832793533461e-27,1.1849334654380885e-22,8.4685985859009e-23,4.7153856549929515e-17,7.694633841004066e-28,2.878673490989808e-29,4.962134374881751e-32,2.1454511899946005e-42,5.8385242138634915e-39,1.2944942090433114e-15,3.237277856462107e-35,2.5624837288203167e-29,2.0695349620789148e-33,3.76,0.0,0.6752196778598321,0.9990057263129803,3.63860625446102e-08,2.73222001466043e-27,0.009354787694916716,0.007541805413223755,0.0017960648656209419,1.0718485041950477e-05,0.000992970976440363,3.0084034580941925e-06,1.0586761745265458e-11,6.597796076810778e-10,8.021766489356744e-16,1.2973200633840666e-07,1.7641933095035642e-16,1.682490760371147e-16,3.7730946714045216e-10,2.0551353181944907e-16,2.060895467342942e-13,1.9574331661819754e-22,3.0969774434063347e-16,8.5595962619340555e-19,2.8890903973481666e-17,1.15833289270895e-16,1.1583254653086444e-23,1.1363818036021237e-22,2.2627605348677926e-17,2.6754763841972766e-13,3.14155054992443e-08,2.0079332604143948e-10,5.499612633784382e-07,6.226938626303918e-08,1.0206253731488216e-06,5.8729410727680705e-08,8.158222291754126e-07,5.564871005646144e-08,2.4720108878084047e-08,2.9445166758641447e-09
2.5927815097004197e-07,0.7440011656293721,8.338250797211817e-07,4.960324501919645e-08,1.1047037819031039e-07,5.780090288386429e-07,0.0,0.0,1.1353166433195875e-06,1.2514182153681746e-09,9.08485788179299e-10,5.592665988589257e-17,1.3154146423452985e-12,6.005480713655292e-27,4.709606417556086e-21,1.992094041638042e-21,8.806422493042918e-21,3.2816357871988734e-08,5.314322228584234e-22,5.1514978761630845e-15,7.893215466524755e-21,6.161665240459392e-27,1.3011138788902678e-22,9.381227943080804e-23,4.9678057313031306e-17,9.00130133605208e-28,3.5403686421289976e-29,5.843096676240955e-32,2.7255632766387775e-42,6.946969940353603e-39,1.3640260966627321e-15,3.842496799275258e-35,2.9367039094186194e-29,2.5031240209573138e-33,3.76,0.0,0.6750135106786321,0.9990056914155269,3.939045436941583e-08,3.1956239965823815e-27,0.009560991182102681,0.0077080911995448895,0.0018357088770752064,1.071571348845529e-05,0.0009929709400363957,3.1432868542386774e-06,1.1179476394551218e-11,6.60031331944658e-10,8.198580662246084e-16,1.3552327514832834e-07,1.974162327928556e-16,1.866686160020987e-16,3.94227574658674e-10,2.297206328696163e-16,2.1101127474686752e-13,2.1906162237848655e-22,3.432760984744464e-16,9.490184981571442e-19,3.203422834983813e-17,1.282430244682151e-16,1.2962913438783595e-23,1.27174700280656e-22,2.5907410676879443e-17,2.734494539577844e-13,3.28221804058646e-08,2.2206856637845865e-10,5.633983910545762e-07,6.42645243001288e-08,1.0634575248383957e-06,6.240860710724711e-08,8.52514118646638e-07,5.710685363544587e-08,2.5305346090700204e-08,3.1671060572563586e-09
2.6490686100499046e-07,0.7440292949987571,8.624791804108962e-07,5.183265907219112e-08,1.1659156515285795e-07,6.113578860475393e-07,0.0,0.0,1.1602988659478618e-06,1.30530529082334e-09,9.688355848464714e-10,6.105662981767673e-17,1.3937123498630237e-12,6.812843716347263e-27,5.137496894014652e-21,2.1882286252722793e-21,9.790976816509677e-21,3.425329436771418e-08,6.181208202299902e-22,5.551900815113573e-15,9.174932757813553e-21,7.263434607335523e-27,1.4256347839682547e-22,1.0369579194649049e-22,5.228576244742174e-17,1.0494942608151004e-27,4.3337843440851766e-29,6.855347976144512e-32,3.444247074769298e-42,8.235225323492391e-39,1.4356873977961314e-15,4.5435626478392096e-35,3.3568960658045637e-29,3.0147637056001384e-33,3.76,0.0,0.6748074041532142,0.9990056562088118,4.256349811276309e-08,3.724876008380379e-27,0.009767134699504848,0.0078743206974783,0.0018753431981350071,1.071294272897102e-05,0.0009929709033258502,3.281114970977369e-06,1.1789873263075359e-11,6.602829658752051e-10,8.375321583503586e-16,1.4143930876092252e-07,2.2034827653910042e-16,2.0663797798502695e-16,4.11515310163992e-10,2.561312605819759e-16,2.1595238027882e-13,2.4453060162159374e-22,3.7963142713362105e-16,1.0497936904990572e-18,3.5438381557581007e-17,1.4166486908574303e-16,1.446979951676432e-23,1.4195963021790118e-22,2.95725681301874e-17,2.793493805329991e-13,3.425950746793902e-08,2.4502605913900353e-10,5.76974692667758e-07,6.629239582979277e-08,1.1072625682151692e-06,6.623918759290523e-08,8.901711033235043e-07,5.857127392969469e-08,2.5891228906145997e-08,3.4026074177594587e-09
2.7053557103993894e-07,0.7440574164129716,8.914487767389595e-07,5.410174425742946e-08,1.2288936933174482e-07,6.458314693521807e-07,0.0,0.0,1.1853017487459503e-06,1.3602882080840015e-09,1.0317919794055966e-09,6.6539744673613e-17,1.4747902143935262e-12,7.706736422843847e-27,5.593719302348371e-21,2.3985716178372993e-21,1.0860754717098366e-20,3.5720855944141426e-08,7.164340674798287e-22,5.973215543440719e-15,1.0629700108368966e-20,8.530560851646108e-27,1.558887071364518e-22,1.1438185648558545e-22,5.497842904921278e-17,1.2197703242615689e-27,5.281244333577083e-29,8.014864603170423e-32,4.330455969421083e-42,9.7277946578681e-39,1.5095015069393872e-15,5.353075302481482e-35,3.827864615813836e-29,3.616311973955347e-33,3.76,0.0,0.6746013582433082,0.9990056206903709,4.591013581333379e-08,4.3276140645944484e-27,0.009973218264913713,0.008040493922377453,0.0019149678322161932,1.0710172762904235e-05,0.0009929708663062747,3.4218869706307424e-06,1.2417993983413918e-11,6.605345094755459e-10,8.551989283239803e-16,1.474800003648802e-07,2.4534325240288956e-16,2.282495984463126e-16,4.2917260636618975e-10,2.848887134990119e-16,2.20913169556381e-13,2.722923291913962e-22,4.1892463965809266e-16,1.1587334421684334e-18,3.911852568577049e-17,1.56156470176037e-16,1.611231624853901e-23,1.5807543566563668e-22,3.3658131982570095e-17,2.8524741905073154e-13,3.57274768757184e-08,2.69753995400556e-10,5.906903020707763e-07,6.835294055578407e-08,1.152046977266781e-06,7.022447199326613e-08,9.288050112716479e-07,6.004205762933515e-08,2.647777103171224e-08,3.651511382044053e-09
2.761642810748874e-07,0.7440855298758946,9.207306964151763e-07,5.6409965526989945e-08,1.2936354069310005e-07,6.81441580560321e-07,0.0,0.0,1.2103256508769865e-06,1.4163648027663268e-09,1.0974093569654063e-09,7.239292137464375e-17,1.558683177990814e-12,8.694207390581005e-27,6.0795020836961994e-21,2.623791958780506e-21,1.2021103718813512e-20,3.721903240520208e-08,8.276007275331566e-22,6.416005412470826e-15,1.2276318795909319e-20,9.983261800380476e-27,1.7012709070284436e-22,1.2591757793994695e-22,5.775753158679432e-17,1.4133864184063437e-27,6.408219472010456e-29,9.339147822842386e-32,5.4183712324833206e-42,1.1451930647870742e-38,1.5854919954920367e-15,6.284976400476196e-35,4.35486451822362e-29,4.3211120568035555e-33,3.76,0.0,0.6743953729088291,0.9990055848577657,4.943530343539426e-08,5.012174062125983e-27,0.010179241896107928,0.008206610889565287,0.001954582782743879,1.070740358966439e-05,0.0009929708289752408,3.56560201563007e-06,1.3063876927678323e-11,6.607859627486152e-10,8.728583791518279e-16,1.5364524321683732e-07,2.725340891974566e-16,2.5159920700772913e-16,4.471993974639987e-10,3.1614193523925805e-16,2.2589394403234154e-13,3.024945890031617e-22,4.613220975321851e-16,1.2763012163013101e-18,4.309033814873243e-17,1.7177738214695492e-16,1.7899204614605313e-23,1.7560789564877145e-22,3.820143979968549e-17,2.9114357041725745e-13,3.722607882415912e-08,2.9634276727595917e-10,6.045452810770986e-07,7.04461002850096e-08,1.1978171100666814e-06,7.436779864237851e-08,9.68427665884381e-07,6.151929073929025e-08,2.7064986079685766e-08,3.914316394742496e-09
2.817929911098359e-07,0.7441136353914036,9.503219168406058e-07,5.8756806004725516e-08,1.360137739968268e-07,7.18199891298282e-07,0.0,0.0,1.2353709291092579e-06,1.473532933416624e-09,1.1657420579692977e-09,7.863358700345423e-17,1.6454260441929931e-12,9.782711337488037e-27,6.596102371552367e-21,2.8645733883163372e-21,1.3277589409456059e-20,3.874781355819476e-08,9.529448518704417e-22,6.880834066115292e-15,1.4135153649180593e-20,1.1643679654331928e-26,1.8531957785546149e-22,1.3835187274510882e-22,6.062456179548853e-17,1.6330008396546715e-27,7.743684725825415e-29,1.084733106363726e-31,6.748205687538414e-42,1.3437882001161937e-38,1.6636826116925168e-15,7.354662163163833e-35,4.943642726430408e-29,5.1441411025841736e-33,3.76,0.0,0.6741894481098694,0.9990055487085803,5.314392926949822e-08,5.787637539925231e-27,0.010385205610854365,0.008372671614334394,0.001994188053152384,1.0704635208663712e-05,0.000992970791330349,3.7122592685168816e-06,1.3727557434557226e-11,6.610373256974584e-10,8.905105138356065e-16,1.599349306413111e-07,3.020589236984463e-16,2.7678586272614903e-16,4.655956191233624e-10,3.500455877113343e-16,2.3089500065988394e-13,3.3529095048270843e-22,5.069956670067684e-16,1.402975847562187e-18,4.7370016677726906e-17,1.8858908418077529e-16,1.983954773381251e-23,1.9464614708448074e-22,4.3242202789298533e-17,2.9703783553984163e-13,3.8755303512928126e-08,3.2488494995594286e-10,6.185396288143428e-07,7.257181881536271e-08,1.244579208455571e-06,7.867252395658706e-08,1.0090508829703757e-06,6.300305858882003e-08,2.765288756774379e-08,4.191528650035273e-09
2.9305041117973293e-07,0.7441698225956755,1.0104208641982086e-06,6.356436588528354e-08,1.498409516059994e-07,7.952071805853725e-07,0.0,0.0,1.2855270294279576e-06,1.5911353503536362e-09,1.3107705689001055e-09,9.234970327583064e-17,1.827600146080115e-12,1.2294757492000042e-26,7.726929028037702e-21,3.395628274016106e-21,1.610235248893631e-20,4.189714918592699e-08,1.2519663691601644e-21,7.878863433771564e-15,1.8579308088332863e-20,1.5686668151621473e-26,2.1873534831200156e-22,1.6612114987038884e-22,6.662845793192693e-17,2.1621192366240723e-27,1.1175944012022234e-28,1.4500783225190885e-31,1.033046687264977e-41,1.8332857033776228e-38,1.826760103473905e-15,9.976984158023517e-35,6.332267732013133e-29,7.213965815623804e-33,3.76,0.0,0.6737777799597394,0.9990054754509199,6.113122178855099e-08,7.651637702995491e-27,0.010796953362012952,0.008704624397636331,0.002073369567394814,1.0699100821041977e-05,0.000992970715089487,4.014397048667322e-06,1.510843853988437e-11,6.615397806351277e-10,9.257928467546017e-16,1.7288721284491053e-07,3.686895735730132e-16,3.3308340849750664e-16,5.034961040078213e-10,4.264518469300498e-16,2.4095912720762117e-13,4.093096250721509e-22,6.088864332852849e-16,1.6856387281109442e-18,5.692039325167213e-17,2.260404995424254e-16,2.4218667493719885e-23,2.376136175888441e-22,5.498736054520763e-17,3.0882071068686447e-13,4.1905581933700366e-08,3.882106526370822e-10,6.469461599325987e-07,7.692071682953194e-08,1.3411036894312282e-06,8.77796840057206e-08,1.0933462160870018e-06,6.599053654569303e-08,2.88308034722049e-08,4.791237994986165e-09
3.0318208924264026e-07,0.7442203639382042,1.0655401510980822e-06,6.801842213196095e-08,1.6288348117688021e-07,8.685552055077067e-07,0.0,0.0,1.3307441587046509e-06,1.7006895585285375e-09,1.4511268645980931e-09,1.0620504232059922e-16,2.0016506416898043e-12,1.4984762941493816e-26,8.863277126046819e-21,3.9339577149606416e-21,1.9033896218346073e-20,4.4836117112587295e-08,1.5849729862986414e-21,8.85812102203332e-15,2.3544440809978387e-20,2.0302073586750163e-26,2.525026335490756e-22,1.9471587925856978e-22,7.234799231725097e-17,2.759274958393376e-27,1.5354901265591122e-28,1.8647276718630625e-31,1.4943505100655257e-41,2.4008326592089236e-38,1.981296141376628e-15,1.2996947296640402e-34,7.862734457548341e-29,9.670790846968828e-33,3.76,0.0,0.6734074852592162,0.9990054084125374,6.899644521590212e-08,9.748323320573316e-27,0.011167321601802971,0.009003189706337372,0.0021445998588449353,1.0694122575797194e-05,0.000992970645375654,4.296375002634086e-06,1.6412398759350787e-11,6.619916812026711e-10,9.575219551874784e-16,1.8496879848533424e-07,4.381342083338045e-16,3.9109706265129087e-16,5.388693768669192e-10,5.059530902451313e-16,2.5008910189399347e-13,4.864599212348032e-22,7.136310813545191e-16,1.9763041698227236e-18,6.674195251437212e-17,2.6447603476871957e-16,2.878297105866933e-23,2.823986279110908e-22,6.770954308651457e-17,3.194188564854973e-13,4.484546406399335e-08,4.5285720665519904e-10,6.729876594284212e-07,8.09455495812015e-08,1.4314284903543882e-06,9.656213766501995e-08,1.1727522394222367e-06,6.870245827651986e-08,2.9893409142075433e-08,5.385483521005681e-09
3.133137673055476e-07,0.7442708795912776,1.1216204889887966e-06,7.259035940300117e-08,1.764895635630683e-07,9.457995421247993e-07,0.0,0.0,1.3760359934020656e-06,1.813748068131646e-09,1.6011238719550914e-09,1.216112375831593e-16,2.1854721717656826e-12,1.8138210528587719e-26,1.01203638078119e-20,4.53401162044177e-21,2.2373958449516288e-20,4.7874085876724595e-08,1.9893623972392553e-21,9.917557784810007e-15,2.9595332676649653e-20,2.6037353275271074e-26,2.900411817828044e-22,2.2706986030637003e-22,7.83763910380816e-17,3.4945325745244065e-27,2.08648385253382e-28,2.377419577327908e-31,2.1350549875048234e-41,3.1169505239845927e-38,2.1433379944289726e-15,1.678282245082982e-34,9.710477438587742e-29,1.2836553006666285e-32,3.76,0.0,0.6730373860807503,0.9990053403118435,7.75322204905252e-08,1.2320402538025823e-26,0.011537495988081837,0.00930157302606679,0.0022157988405340995,1.0689146888383491e-05,0.000992970574608521,4.587872690988655e-06,1.7774454854243538e-11,6.624432891713345e-10,9.892274057855496e-16,1.9745192861955538e-07,5.175343248785765e-16,4.567591433782614e-16,5.754386692386455e-10,5.967157681204842e-16,2.5928922947152216e-13,5.746755462724567e-22,8.31920089925526e-16,2.304640060114265e-18,7.783718875550701e-17,3.0781557966814313e-16,3.4001821423783496e-23,3.336066015414788e-22,8.277935790563217e-17,3.300109050056286e-13,4.788441167397879e-08,5.253703523159749e-10,6.994786160494104e-07,8.507507959359129e-08,1.5250590529940719e-06,1.0592050186321013e-07,1.2555832684558841e-06,7.14368505012767e-08,3.095844497108576e-08,6.034627704877519e-09
3.2344544536845493e-07,0.7443213695773987,1.1786485850648857e-06,7.727777133562266e-08,1.9065588151738935e-07,1.0270042413750932e-06,0.0,0.0,1.4214045371533298e-06,1.930299195727939e-09,1.761076892723798e-09,1.386896940873478e-16,2.379265601029029e-12,2.181528171383911e-26,1.1506592417624372e-20,5.2003086973546236e-21,2.6163527276184628e-20,5.1010996154535965e-08,2.476934010811805e-21,1.1060464868041234e-14,3.692007176819249e-20,3.3109938352666127e-26,3.3162418608278116e-22,2.6353933127616506e-22,8.472296629417042e-17,4.3943417446268126e-27,2.806078729494256e-28,3.0068164860597643e-31,3.015382583576569e-41,4.0140624251196456e-38,2.313030538542838e-15,2.14948209509644e-34,1.1933807427133361e-28,1.6881770459814756e-32,3.76,0.0,0.6726674821974064,0.9990052711354787,8.676683841104507e-08,1.5454964645006905e-26,0.011907476624049226,0.009599774444939835,0.002286966532816593,1.0684173755462363e-05,0.0009929705027747965,4.888885233595601e-06,1.9194727896996196e-11,6.628946045620712e-10,1.0209092158893425e-15,2.103359835624155e-07,6.078924127349914e-16,5.3077222290322e-16,6.132036565391806e-10,6.998576691316707e-16,2.685611103554499e-13,6.750707348252331e-22,9.649613087434625e-16,2.6740129230968812e-18,9.031999587986381e-17,3.564894224340756e-16,3.994111962185996e-23,3.9188426950661693e-22,1.0052655367265379e-16,3.4059686157144305e-13,5.102236777907304e-08,6.063664509639562e-10,7.264176526890862e-07,8.930903903507964e-08,1.6220276415881067e-06,1.1587494726356385e-07,1.3419076821552255e-06,7.419418880251789e-08,3.20259866449665e-08,6.741893794529603e-09
