Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550)
1.7346494379294263e-05,0.4493169099058012,7.00641513399076e-13,4.456939853330065e-14,5.022562291800269e-11,6.538357038411286e-12,0.0,0.0,1.1733592181761136e-08,1.0586634395773191e-11,1.19878439461927e-12,3.9349600953710955e-16,4.364038341540587e-19,2.634538474778803e-41,1.6653646986795092e-29,7.386436430279297e-19,6.164939980137032e-17,1.1116081705921005e-11,9.138654049832283e-35,2.1809282486271101e-32,3.9981194415107744e-32,5.150257860538821e-34,6.039453111552014e-20,8.912879701502134e-25,1.9675643127460738e-22,1.3204128778170541e-30,4.4537077049943415e-42,2.39317448977924e-31,3.691767476397328e-31,1.2697166712131466e-33,1.8755033349630775e-23,7.3059149501002656e-34,1.671182891954145e-36,6.312426963409864e-34,3.76,0.0,0.5865428851617027,0.9999866160324048,1.0530370610594997e-09,9.058287762033346e-18,2.50588523502051e-06,1.706571010205171e-06,7.992110233168151e-07,8.003004193618035e-11,1.3371023490842344e-05,1.5382810951573655e-14,5.694765363736949e-24,2.3805181203838795e-18,1.737134052217514e-20,1.1216063162571332e-09,2.822570486779445e-33,3.2916813432792185e-34,7.711241210575237e-15,3.8534245045517065e-32,5.893237194081158e-22,1.3031672424090537e-38,8.181083832701756e-34,3.296157843113456e-35,4.092456419290183e-33,1.575593786003926e-31,4.014138150622449e-40,6.325202467992917e-39,1.0651108752449274e-31,1.7548574990670172e-19,1.1116402730433538e-11,2.7792864775681667e-15,5.377895436849908e-10,5.865867593859394e-11,1.2203170793504728e-09,3.087508411564682e-10,5.476799908412264e-09,3.3780575476616197e-14,1.6400136699081755e-14,1.1156632289107135e-17,6.6011180346032495e-18,2.7371830848972727e-16,1.7880419259077453e-12,1.8432350358347865e-15,2.396117216420394e-10,1.4603349299189755e-11,2.4284756827178016e-11,4.93168595531966e-29,2.0839087917107237e-16,6.88926612929514e-23,2.667701893487745e-11,2.68579614263641e-16,5.456923111447314e-18,1.0753094147114616e-17,3.924404384972583e-24,2.3367037406773755e-20,1.1531208583490288e-15,1.3148033668581835e-09,1.1716268590936555e-16,3.4465940513709954e-11,3.97760877548278e-15,6.3970891438465e-17,8.45056469229312e-24
1.78222367736017e-05,0.44931691568450643,7.047845686672114e-13,4.484114510113003e-14,5.02609605657296e-11,6.7715797264712194e-12,0.0,0.0,1.2082206880736188e-08,1.1207719545734108e-11,1.2769553108719942e-12,4.1608685068001057e-16,4.6034204279031e-19,2.6629412453394796e-41,1.6734209752143313e-29,7.386542298584797e-19,6.527570390931758e-17,1.173417437535554e-11,9.75152586120771e-35,2.671036677572509e-32,3.9601362018900325e-32,-2.298747729845033e-33,6.039460848845579e-20,9.747002103796627e-25,2.086507852992664e-22,1.4482211474122743e-30,4.8980714203474636e-42,2.6170481057395268e-31,4.267240309024367e-31,1.4488645510904063e-33,2.0343220295894363e-23,8.240806564658622e-34,1.927621275944059e-36,7.25617267639484e-34,3.76,0.0,0.5865428161702602,0.9999866156447074,1.089729194370103e-09,9.882392091197138e-18,2.5746111680216673e-06,1.7533769424870094e-06,8.211297251720498e-07,8.00300427174989e-11,1.337102348565379e-05,1.6238192390744083e-14,6.118068647358709e-24,2.3805411421078234e-18,1.7847797173413367e-20,1.1593791483335633e-09,3.158467496386519e-33,3.6834074500495978e-34,8.381358057352475e-15,4.368666980496559e-32,6.234352246721434e-22,1.4582555520528687e-38,9.305482229833494e-34,3.761898803399103e-35,4.671106656595529e-33,1.8036492478946533e-31,4.491842025124215e-40,7.077935099568413e-39,1.2245514757299327e-31,1.802986423459241e-19,1.1734517105994186e-11,2.9473741161567656e-15,5.390183336419399e-10,5.88554566072061e-11,1.2519693187608959e-09,3.265474951647911e-10,5.654170481524797e-09,3.486936774420425e-14,1.6861674167556683e-14,1.1472676447342618e-17,6.73700458255429e-18,2.8240242786751937e-16,1.84640443874241e-12,1.9793607007581444e-15,2.3974234655575374e-10,1.498413423362663e-11,2.5626532688464586e-11,5.261033316161673e-29,2.1575303580283728e-16,7.129432047198651e-23,2.6738166118554938e-11,2.811998435044417e-16,5.816753825665295e-18,1.0781784844729562e-17,4.0594876221012095e-24,2.4165187551590712e-20,1.2211178176441699e-15,1.3501869780875351e-09,1.2410520976924663e-16,3.458298560049938e-11,4.27102294141345e-15,6.752685178385972e-17,9.007828289519684e-24
1.8773721562216574e-05,0.4493169272419176,7.129797499786855e-13,4.537786759321739e-14,5.0317721148114615e-11,7.2421244670046055e-12,0.0,0.0,1.2780650779419642e-08,1.2504411897881826e-11,1.4410724131401128e-12,4.633741771365361e-16,5.101284749847304e-19,2.7195661997200434e-41,1.6893568617341684e-29,7.386756637815835e-19,7.280422701678351e-17,1.3020525894471274e-11,1.1040073551085878e-34,2.3287709381889748e-32,3.8239742618047745e-32,-5.817834718609871e-35,6.039476487896525e-20,1.1562778817088426e-24,2.3339959988230857e-22,1.7287345943950833e-30,5.882951280221408e-42,3.1103263736703524e-31,5.629488487908579e-31,1.863351424519411e-33,2.378541211156243e-23,1.0374191307639052e-33,2.5325632308926586e-36,9.478451618712498e-34,3.76,0.0,0.5865426781858044,0.9999866148679116,1.1631821506838382e-09,1.167488229938822e-17,2.712063017625353e-06,1.8469887391265111e-06,8.649670736390602e-07,8.003004427990616e-11,1.3371023475257951e-05,1.801838441462462e-14,7.018390540305064e-24,2.3805871855071797e-18,1.8800709746560392e-20,1.2350672786383909e-09,3.920482571120676e-33,4.572248131207714e-34,9.836820242375092e-15,5.557643042054419e-32,6.945990396063306e-22,1.8100901585139018e-38,1.1923368044842779e-33,4.850892485877533e-35,6.0242438531610226e-33,2.3388169659673255e-31,5.5755612727584275e-40,8.78558465901681e-39,1.6011607302908972e-31,1.8992441471118292e-19,1.302091442461506e-11,3.297777013695594e-15,5.414097229483805e-10,5.923841751263039e-11,1.314340212994836e-09,3.634966321024275e-10,6.01018152201573e-09,3.7050063163613543e-14,1.7784999324068468e-14,1.210373788845514e-17,7.008143800109513e-18,2.9983629367487967e-16,1.963619323670606e-12,2.2691509389040833e-15,2.39951041389004e-10,1.5734479904056902e-11,2.8416884931809927e-11,5.958337335296421e-29,2.305552894245048e-16,7.612220405301977e-23,2.6857133705671145e-11,3.0728465247494103e-16,6.575290675978993e-18,1.0837761070345405e-17,4.33098916097636e-24,2.576920848349843e-20,1.362717753274156e-15,1.42084734931527e-09,1.3856532898736988e-16,3.4810526678009634e-11,4.898049424355898e-15,7.492711875595629e-17,1.0182564152503449e-23
1.9630057871969962e-05,0.44931693764358815,7.202668864827497e-13,4.5854409598163655e-14,5.0356356853373104e-11,7.670237453740657e-12,0.0,0.0,1.3410595387652442e-08,1.3733695733619452e-11,1.5976586483696742e-12,5.08344816361216e-16,5.571135827482127e-19,2.770467951937222e-41,1.703553213520288e-29,7.386952537382334e-19,7.988857034697406e-17,1.4235431614388041e-11,1.2271507840845163e-34,3.1475195520145163e-32,3.671981288346508e-32,8.633909164578168e-34,6.03949075357586e-20,1.3371591625202225e-24,2.5675206184820017e-22,2.0110479825622926e-30,6.886922649235649e-42,3.6098976115353347e-31,7.12870505730279e-31,2.3069193675484964e-33,2.7199653852512794e-23,1.2622250121644933e-33,3.1954862711115215e-36,1.1910681545770017e-33,3.76,0.0,0.5865425539980447,0.9999866141672492,1.2293518186973923e-09,1.3459074234248788e-17,2.8357696635909344e-06,1.931239278661848e-06,9.044206242840534e-07,8.003004568581639e-11,1.3371023465881019e-05,1.9699706397171504e-14,7.890762751370785e-24,2.3806286245114462e-18,1.9658330230886803e-20,1.3033360970006034e-09,4.71873687479617e-33,5.503594199648118e-34,1.1283974872510475e-14,6.828122026997207e-32,7.620059223350946e-22,2.1786590103607935e-38,1.4752927428737904e-33,6.033746836036373e-35,7.494182565649673e-33,2.922522013750232e-31,6.7108208569626114e-40,1.0574447826659245e-38,2.0151402908674724e-31,1.9858759557534675e-19,1.4235864111469337e-11,3.62932101963909e-15,5.434957256213661e-10,5.957251478386333e-11,1.3694203700525462e-09,3.982721138952337e-10,6.331999785663606e-09,3.9016135697709033e-14,1.8616272670218812e-14,1.2670830802447792e-17,7.251605382109886e-18,3.155942172864392e-16,2.0696570403071673e-12,2.5502744288640414e-15,2.4009183320011274e-10,1.639712126275409e-11,3.1049758518284057e-11,6.630951841451593e-29,2.439562796670248e-16,8.049221778341378e-23,2.696087940837219e-11,3.317254690093767e-16,7.303011535152878e-18,1.0886713669262451e-17,4.57669656636767e-24,2.722067599565738e-20,1.4965310296700823e-15,1.484320067776737e-09,1.522331893417627e-16,3.5008813066449296e-11,5.50941561380746e-15,8.191604797453137e-17,1.1309578982770267e-23
2.048639418172335e-05,0.44931694804525957,7.274831788392068e-13,4.6325822555014656e-14,5.0386139075706556e-11,8.102681991628351e-12,0.0,0.0,1.4041775901666121e-08,1.5022076584176898e-11,1.7626757297016484e-12,5.556119862832505e-16,6.061614066135698e-19,2.804770015219103e-41,1.707106026233267e-29,7.387151295734563e-19,8.725897437685083e-17,1.5504516618549158e-11,1.3571055932235507e-34,5.054997380220492e-32,7.024427564061672e-32,2.561038028455186e-32,6.039505202383456e-20,1.5352806220207695e-24,2.8110892696034773e-22,2.323268334188426e-30,8.022649539892745e-42,4.166467965302916e-31,8.925200028784896e-31,2.8246952440095646e-33,3.092818670127522e-23,1.5212546154469589e-33,3.9866305844277495e-36,1.4812731999692932e-33,3.76,0.0,0.5865424298086682,0.9999866134651701,1.295566196780037e-09,1.541223266303784e-17,2.9594762918788914e-06,2.015489744825383e-06,9.438741152706066e-07,8.003004709148945e-11,1.3371023456485128e-05,2.1456011723760947e-14,8.822812965990238e-24,2.380670063463627e-18,2.0515949927392528e-20,1.3717354249632718e-09,5.634622254238819e-33,6.572448644740675e-34,1.286765569111782e-14,8.311532152172844e-32,8.326030124122591e-22,2.601542314973909e-38,1.8094044357833968e-33,7.436494441368043e-35,9.237564120675482e-33,3.617236155310842e-31,8.013374526449878e-40,1.2626921313376592e-38,2.5113510820050524e-31,2.0725076292620218e-19,1.5504995712607977e-11,3.976161330990844e-15,5.455269290715619e-10,5.989792749424027e-11,1.4235157762077546e-09,4.3446213672541083e-10,6.655113944680198e-09,4.0985395670255794e-14,1.944780848266679e-14,1.3237396623991283e-17,7.494682104891809e-18,3.3140912794978823e-16,2.1761965106268297e-12,2.850963104865559e-15,2.401991585765266e-10,1.704791957723751e-11,3.37975746581282e-11,7.347359250086235e-29,2.5742278002032963e-16,8.488293868558676e-23,2.7061878801498787e-11,3.5708213282952035e-16,8.074200084147025e-18,1.0934468441576877e-17,4.823532710097556e-24,2.867868402731207e-20,1.6363659828519376e-15,1.5476777863631032e-09,1.6651870200777755e-16,3.5201784384067326e-11,6.1666510732658226e-15,8.921633819407215e-17,1.2503914819886886e-23
2.134273049147674e-05,0.4493169584469315,7.346381432687941e-13,4.6792859645092386e-14,5.0409206010678524e-11,8.539418644678693e-12,0.0,0.0,1.4674159677638485e-08,1.6369660215746923e-11,1.93613926824593e-12,6.051854350200381e-16,6.572720289000176e-19,2.8626715013069325e-41,1.7277897087515216e-29,7.387352925719449e-19,9.490943611690552e-17,1.6827780808077416e-11,1.4938851011581235e-34,3.949875625305775e-32,1.0332201428141957e-31,1.215345451182482e-32,6.039519836064754e-20,1.7513019230421867e-24,3.064538092030825e-22,2.6669677722054097e-30,9.302446556145583e-42,4.784411596314026e-31,1.1059084741728748e-30,3.424040108930042e-33,3.4985195203172115e-23,1.8176580211794974e-33,4.9225284570554544e-36,1.8247895630284944e-33,3.76,0.0,0.5865423056177108,0.9999866127617141,1.361815082256013e-09,1.7540974376158403e-17,3.0831829025045225e-06,2.0997401376099635e-06,9.833275466009467e-07,8.00300484969303e-11,1.3371023447070856e-05,2.3287300325254717e-14,9.815300545741638e-24,2.3807115023638654e-18,2.1373568836002488e-20,1.4402571684925727e-09,6.67940315645925e-33,7.792034494286167e-34,1.4594155386533738e-14,1.0031520266980413e-31,9.063975155088206e-22,3.083941452824263e-38,2.201283727435115e-33,9.088383980601823e-35,1.1290784033142903e-32,4.4380588738473905e-31,9.499242659611103e-40,1.496824890392567e-38,3.1016282408665e-31,2.1591391676421436e-19,1.6828309154171575e-11,4.338273572773564e-15,5.475091940578578e-10,6.021564230316369e-11,1.4766407140410958e-09,4.720413654773557e-10,6.979491443026566e-09,4.2957793180555854e-14,2.027960462503823e-14,1.3803662586037107e-17,7.73749070027757e-18,3.472754821770805e-16,2.283225747087839e-12,3.1714971924337172e-15,2.402810839306496e-10,1.7687045346770055e-11,3.66601251650898e-11,8.108628179204345e-29,2.70947326076854e-16,8.929203837939796e-23,2.7160428898219108e-11,3.8335667231126694e-16,8.889632485428044e-18,1.098113908256415e-17,5.071372410164197e-24,3.014251395385319e-20,1.782209836642629e-15,1.6109207120007813e-09,1.8142053355808523e-16,3.539006680590546e-11,6.870968236389138e-15,9.682796191679006e-17,1.3766773766317416e-23
2.2199066801230128e-05,0.44931696884860395,7.417390585118057e-13,4.725609321646263e-14,5.0427176313056544e-11,8.980413039773717e-12,0.0,0.0,1.53077174046039e-08,1.7776549462336445e-11,2.118063992921297e-12,6.570738689350061e-16,7.104456041606945e-19,2.9421900364842853e-41,1.7530250540533427e-29,7.387557435136646e-19,1.0283408554079666e-16,1.8205224084091966e-11,1.637501564052587e-34,3.1505120601345395e-32,1.2473208839449324e-31,-1.0230894605950972e-32,6.039534655892252e-20,1.985870205820495e-24,3.327706749886261e-22,3.043721581637306e-30,1.0703306059235534e-41,5.468325821705828e-31,1.3573448824597293e-30,4.112521177886153e-33,3.938490110028099e-23,2.1546924627764478e-33,6.02080039297034e-36,2.2284536536712553e-33,3.76,0.0,0.5865421814252051,0.9999866120569151,1.4280907548201355e-09,1.9851777403090603e-17,3.206889495482264e-06,2.183990457008412e-06,1.022780918277232e-06,8.003004990214337e-11,1.3371023437638628e-05,2.5193572132509048e-14,1.0868920116160176e-23,2.3807529412122972e-18,2.223118695664063e-20,1.5088951954828295e-09,7.864883172154494e-33,9.176213017013765e-34,1.6469780630465063e-14,1.2013095522768173e-31,9.833965118338671e-22,3.631306763682034e-38,2.6580848337810972e-33,1.102113576719277e-34,1.3693315433200732e-32,5.4013940748759195e-31,1.118521241601598e-39,1.7624882622540705e-38,3.7989148071197173e-31,2.2457705708982905e-19,1.820580436126877e-11,4.715639680763071e-15,5.494470469826364e-10,6.052642732282048e-11,1.5288103665800123e-09,5.10984846157438e-10,7.30510305824172e-09,4.4933295778699106e-14,2.1111659795206508e-14,1.4369817055218194e-17,7.980127368777206e-18,3.6318862787338147e-16,2.3907338580040044e-12,3.5121290358442325e-15,2.403437157223501e-10,1.8314680234921168e-11,3.963720223014975e-11,8.915815112619693e-29,2.8452367023975467e-16,9.371756764469646e-23,2.7256758885483198e-11,4.105510917928339e-16,9.75008825963954e-18,1.102681426005743e-17,5.320110846776402e-24,3.1611563956406487e-20,1.934052103600794e-15,1.6740490512827817e-09,1.9693758943480423e-16,3.557414689413842e-11,7.623538107683652e-15,1.0475089165061447e-16,1.509936312641645e-23
2.3055403110983516e-05,0.4493169792502767,7.487915536021779e-13,4.771596309167053e-14,5.0441276680088004e-11,9.42563466827025e-12,0.0,0.0,1.5942422348073076e-08,1.9242844510010627e-11,2.308463966449708e-12,7.112851216929719e-16,7.656823438925148e-19,2.9668684746126175e-41,1.7556436821386964e-29,7.387764827066295e-19,1.1102718583208907e-16,1.9636846347707863e-11,1.7879666742361986e-34,6.587397596571912e-32,1.2794019560048874e-31,1.40009498818697e-32,6.039549662671825e-20,2.2396202895614543e-24,3.600438471376529e-22,3.455108069276473e-30,1.2259027186215803e-41,6.223037671036068e-31,1.651439276121631e-30,4.897890940659451e-33,4.414156297616804e-23,2.5357186748956524e-33,7.300150227489634e-36,2.6996229199829284e-33,3.76,0.0,0.5865420572311816,0.9999866113508038,1.494387367091835e-09,2.2350984115200648e-17,3.3305960708258947e-06,2.268240703013529e-06,1.0622342303015567e-06,8.003005130713293e-11,1.3371023428188812e-05,2.717482707637445e-14,1.1984307096612535e-23,2.380794380009045e-18,2.3088804289230537e-20,1.5776448540950617e-09,9.203406084130052e-33,1.0739485089832082e-33,1.8500851857511637e-14,1.428263539127603e-31,1.06360696776904e-21,4.2493380307631465e-38,3.187525225225913e-33,1.3269039939679198e-34,1.6487831413301806e-32,6.525003065625061e-31,1.3088839227454677e-39,2.0624485082409433e-38,4.617313566764821e-31,2.3324018390347395e-19,1.963748125814515e-11,5.108246714091265e-15,5.513440333868352e-10,6.083088552148414e-11,1.580040508632103e-09,5.512680257555145e-10,7.631922144546219e-09,4.6911882906409865e-14,2.1943973257021053e-14,1.4936012702550566e-17,8.222669755329237e-18,3.7914463687980627e-16,2.49871080497318e-12,3.87308454965075e-15,2.4039168166218477e-10,1.8931013273752576e-11,4.27285984205721e-11,9.769963937891354e-29,2.981465759125772e-16,9.815789174498946e-23,2.735104812258056e-11,4.3866736718917107e-16,1.0656349473590261e-17,1.10715641366248e-17,5.569660058044725e-24,3.308532880191876e-20,2.0918841540649115e-15,1.7370630104681395e-09,2.1306896915156937e-16,3.5754405705332335e-11,8.425491452815214e-15,1.129850999072574e-16,1.650289414920394e-23
2.3911739420736905e-05,0.44931698965195,7.558000363800935e-13,4.8172811588226955e-14,5.0452438779653363e-11,9.875055994085326e-12,0.0,0.0,1.657824978577996e-08,2.0768643118940787e-11,2.507352749484559e-12,7.67826293989131e-16,8.229825055941124e-19,2.998536226653881e-41,1.7656242011564892e-29,7.387975100205871e-19,1.194831325941695e-16,2.1122647500035702e-11,1.945291753370501e-34,7.760638282105331e-32,1.1482407159651138e-31,-4.734728528264282e-33,6.039564856780729e-20,2.513174931312881e-24,3.8825800509263927e-22,3.902708465063571e-30,1.398290029214548e-41,7.053610177840618e-31,1.993105485202521e-30,5.788067235317687e-33,4.926947557369162e-23,2.9641975134440677e-33,8.78035814001286e-36,3.246189232468548e-33,3.76,0.0,0.5865419330356691,0.9999866106434075,1.5607004815475047e-09,2.5044804320192622e-17,3.454302628548706e-06,2.352490875618095e-06,1.1016874826759531e-06,8.003005271190295e-11,1.337102341872185e-05,2.9231065087695606e-14,1.3162042753463916e-23,2.3808358187542202e-18,2.394642083369675e-20,1.6465026067631609e-09,1.070785679508208e-32,1.2496992408759874e-33,2.0693703022406727e-14,1.6867890916828088e-31,1.147035735848317e-21,4.943984909161399e-38,3.797906459147985e-33,1.5869054416039113e-34,1.9720327081201983e-32,7.828057407110557e-31,1.5228448117396506e-39,2.3995931564780973e-38,5.572138992535986e-31,2.419032972055757e-19,2.1123339768322662e-11,5.516085917606758e-15,5.532029744529512e-10,6.112949525173456e-11,1.6303472745518147e-09,5.928667651507511e-10,7.959924068206645e-09,4.889354201579008e-14,2.2776544653126124e-14,1.5502371938771072e-17,8.465179980718373e-18,3.9514017758338237e-16,2.607147221843478e-12,4.254564596668252e-15,2.4042849636032833e-10,1.953623800768101e-11,4.593410667902146e-11,1.067210687681972e-28,3.1181164274466687e-16,1.0261163599418609e-22,2.7443439191138933e-11,4.677074420212295e-16,1.1609200151967804e-17,1.1115445139073583e-17,5.8199460178949314e-24,3.45633830853428e-20,2.2556988738573217e-15,1.7999627954813747e-09,2.298139304956114e-16,3.5931144701070195e-11,9.277919960269448e-15,1.2153055920085037e-16,1.7978581117266518e-23
2.4768075730490293e-05,0.44931700005362346,7.62767997280394e-13,4.8626907920430496e-14,5.04613717494257e-11,1.0328651804088718e-11,0.0,0.0,1.7215176595616756e-08,2.2354040795943353e-11,2.714743523404538e-12,8.267038689795266e-16,8.823463848822824e-19,3.108809042962451e-41,1.7929601672525475e-29,7.388188250833059e-19,1.2819645226020447e-16,2.2662627442181378e-11,2.1094875537259038e-34,4.875675422876774e-32,1.0800328237915944e-31,-1.968040020419117e-32,6.03958023838014e-20,2.8071450055510724e-24,4.173981821782026e-22,4.38810684922338e-30,1.5856974889415396e-41,7.96534842072486e-31,2.3875633038906057e-30,6.79111426246985e-33,5.478296771722669e-23,3.4436869810388915e-33,1.0482271902728385e-35,3.876591792943154e-33,3.76,0.0,0.5865418088386953,0.9999866099347519,1.627026724106389e-09,2.793931833619919e-17,3.5780091686636157e-06,2.4367409748148767e-06,1.1411406754023979e-06,8.00300541164572e-11,1.3371023409238055e-05,3.136228609731122e-14,1.4402658824604604e-23,2.380877257447941e-18,2.480403658996295e-20,1.715465756380882e-09,1.2391662152125624e-32,1.44645185660618e-33,2.3054681350056916e-14,1.9797991312892648e-31,1.2336895221705495e-21,5.721447306595361e-38,4.498134963439521e-33,1.8860902617772774e-34,2.3440241326034508e-32,9.33119164197732e-31,1.762313487359268e-39,2.776931186666892e-38,6.67996926926212e-31,2.505663969965432e-19,2.2663379814714976e-11,5.939151924923847e-15,5.550261471688311e-10,6.142264049615082e-11,1.679746986864385e-09,6.357573465077263e-10,8.289085795194673e-09,5.087826600287577e-14,2.3609373881423603e-14,1.606899524729717e-17,8.707708462735961e-18,4.111724080227691e-16,2.716034282422185e-12,4.656746298109486e-15,2.4045683488472e-10,2.0130550385569133e-11,4.925352032272835e-11,1.1623264755406187e-28,3.255151591935641e-16,1.0707763985027866e-22,2.753404705052821e-11,4.97673224931494e-16,1.2609425766317717e-17,1.1158503347880887e-17,6.070906172843664e-24,3.604536710732047e-20,2.4254903706268902e-15,1.8627486119119778e-09,2.471718590380443e-16,3.610460512041947e-11,1.018187737070709e-14,1.3038724204682965e-16,1.952764055414529e-23
2.562441204024368e-05,0.44931701045529737,7.696982218524445e-13,4.907846503964667e-14,5.046861483080118e-11,1.0786398744260484e-11,0.0,0.0,1.7853180960614718e-08,2.3999130927831927e-11,2.930649179461757e-12,8.879238065913462e-16,9.437743087609902e-19,3.135119723992215e-41,1.800028868912133e-29,7.388404273443018e-19,1.3716179993237928e-16,2.4256786075245914e-11,2.2805646116436916e-34,6.362098025687514e-32,1.137664231230189e-31,2.691384635871198e-32,6.039595807427155e-20,3.1221296994860084e-24,4.474497607377155e-22,4.912890094092895e-30,1.7923868645970976e-41,8.96380531718359e-31,2.8403401804896755e-30,7.915224577905811e-33,6.069640152043676e-23,3.977839006160624e-33,1.2427796441261867e-35,4.599829570322325e-33,3.76,0.0,0.5865416846402854,0.9999866092248595,1.6933635326477938e-09,3.104048003046127e-17,3.7017156911832597e-06,2.520991000596622e-06,1.1805938084828083e-06,8.003005552079915e-11,1.3371023399737674e-05,3.356849003605394e-14,1.5706641737239433e-23,2.3809186960903076e-18,2.5661651557951894e-20,1.7845322475239458e-09,1.42687916779404e-32,1.665849000637815e-33,2.5590147075375265e-14,2.310344796587213e-31,1.3235749026819273e-21,6.58817572102903e-38,5.297742770035552e-33,2.2287170958867564e-34,2.7700578291424005e-32,1.1056555895494191e-30,2.029276708786394e-39,3.1975931939274027e-38,7.958698398215431e-31,2.592294832767604e-19,2.425760131972146e-11,6.377442124288079e-15,5.568154091817588e-10,6.171063280917739e-11,1.7282560340222777e-09,6.799164762425926e-10,8.619385595976823e-09,5.286605161578396e-14,2.444246101864828e-14,1.663596422271073e-17,8.95029574602268e-18,4.2723889248274196e-16,2.825363605642683e-12,5.079784277681131e-15,2.4047873135515315e-10,2.071414725668866e-11,5.268663304269909e-11,1.2624447453761277e-28,3.392539826547473e-16,1.1155491970807616e-22,2.762296537640091e-11,5.285665881851236e-16,1.3657812846056892e-17,1.1200776860618421e-17,6.3224874520007536e-24,3.753097548994369e-20,2.601253744054507e-15,1.9254206650139365e-09,2.651422440176793e-16,3.627498199248395e-11,1.1138380574996199e-14,1.3955512096113115e-16,2.115129062234977e-23
2.648074834999707e-05,0.44931702085697145,7.76592954362069e-13,4.952765271864016e-14,5.0474577219183715e-11,1.1248274963894701e-11,0.0,0.0,1.849224214220209e-08,2.5704004890610467e-11,3.155082386266426e-12,9.514916211822707e-16,1.0072666291617115e-18,3.1209135986661214e-41,1.8055305076443036e-29,7.388623160099909e-19,1.4637395698230424e-16,2.5905123300325276e-11,2.4585335739757e-34,9.760530160698997e-32,1.3026572856178973e-31,1.1857291341706716e-32,6.039611563613536e-20,3.458716682120581e-24,4.783984663483972e-22,5.4786478299817986e-30,2.021271739675511e-41,1.0054787181981976e-30,3.35727245983882e-30,9.168702054140451e-33,6.70241721877273e-23,4.570396347278649e-33,1.4639882002070362e-35,5.425473290195224e-33,3.76,0.0,0.5865415604404648,0.9999866085137529,1.7597089666409495e-09,3.435411980399356e-17,3.825422196120059e-06,2.605240952956064e-06,1.2200468819190501e-06,8.003005692493227e-11,1.3371023390221098e-05,3.5849676834750283e-14,1.70744364651698e-23,2.3809601346814148e-18,2.6519265737587968e-20,1.8537005159858513e-09,1.635375822558073e-32,1.9095976883934315e-33,2.8306473181172808e-14,2.681615795459156e-31,1.4166983378253837e-21,7.550871543038786e-38,6.206908199322188e-33,2.6193406103824535e-34,3.255802856084763e-32,1.3027868351954142e-30,2.3257985087317924e-39,3.664831535532938e-38,9.427588369169854e-31,2.678925560466219e-19,2.5906004205304743e-11,6.830956124006635e-15,5.585722951341683e-10,6.19937279392673e-11,1.775890779341129e-09,7.253212852170833e-10,8.950802818633205e-09,5.485689833584797e-14,2.5275806266732693e-14,1.7203342527515733e-17,9.192973399181552e-18,4.433375312309998e-16,2.9351271825513563e-12,5.523811845444079e-15,2.4049572926711296e-10,2.128722524984587e-11,5.623323890295446e-11,1.3676654440665266e-28,3.5302544106519585e-16,1.1604263829892312e-22,2.771027145346292e-11,5.60389366777191e-16,1.4755148643588577e-17,1.1242297609908661e-17,6.5746446270714124e-24,3.9019947782021344e-20,2.7829848938297363e-15,1.987979159705283e-09,2.837246582224377e-16,3.644243473632622e-11,1.2148410680122787e-14,1.4903416845952718e-16,2.2850750605163727e-23
