Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578)
6.40694203933102e-20,0.8222057726671055,0.0,2.558480660799032e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.468633822237816e-46,1.1012950170956657e-64,0.0,1.4084453750034422e-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.586231897735504,0.9999999999996592,0.0,0.0,1.515136424359901e-14,9.244903602027343e-15,2.4837074277034823e-15,3.422753213868038e-15,3.409539145579593e-13,1.8704860656929818e-29,5.575158905341702e-46,1.0488516472680583e-28,1.3076220445123168e-37,9.631240022019322e-32,9.584356079941308e-77,1.1542314519845228e-74,7.019831022833091e-34,1.3170489394511272e-76,4.42966760901221e-35,7.3726651098057215e-93,2.402743914398403e-77
1.2819450492249644e-19,0.8222057726671077,0.0,5.119184154640115e-23,0.0,0.0,0.0,0.0,0.0,0.0,5.979448307174389e-45,1.7635069096219526e-63,0.0,4.512589537548014e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977354888,0.9999999999993179,0.0,0.0,3.0315892139885276e-14,1.8497839266499798e-14,4.9695727246138395e-15,6.848480148771072e-15,6.822040531229624e-13,7.486818890222167e-29,4.463517059605613e-45,4.198139974793682e-28,5.2338959391370145e-37,3.855005982590473e-31,3.0718028971163294e-75,3.6993320031439083e-73,2.8097618301203895e-33,4.221164900620122e-75,1.7730214484682336e-34,4.726023435815655e-91,7.700836298184349e-76
2.5644467398086887e-19,0.8222057726671125,0.0,1.0240591142767137e-22,0.0,0.0,0.0,0.0,0.0,0.0,4.785375922600036e-44,2.822759534164723e-62,0.0,1.4449196012122733e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977354585,0.9999999999986354,0.0,0.0,6.064494793245637e-14,3.700371059615472e-14,9.941303318511237e-15,1.3699934017788124e-14,1.3647043300379735e-12,2.9957027594743375e-28,3.5721702017054907e-44,1.6798028225264407e-27,2.0942401219246888e-36,1.5425045309747309e-30,9.837469973489098e-74,1.184713626186833e-71,1.1242707206552869e-32,1.3518309721118271e-73,7.094395262603971e-34,3.0270627451473845e-89,2.4661981395733526e-74
5.129450120976137e-19,0.8222057726671219,0.0,2.0483405120800606e-22,0.0,0.0,0.0,0.0,0.0,0.0,3.829027804718608e-43,4.517334267395737e-61,0.0,4.6251687677272115e-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977353979,0.9999999999972704,0.0,0.0,1.213030595175927e-13,7.401545325830464e-14,1.9884764506612778e-14,2.740284175266617e-14,2.7297048830080167e-12,1.198476172290259e-27,2.8582788990181156e-43,6.72030510844648e-27,8.37832417299342e-36,6.1710225437768055e-30,3.1492230160060603e-72,3.792568035003407e-70,4.4978149651918595e-32,4.327552941050474e-72,2.8382200653949796e-33,1.9380909665030348e-87,7.894924176152215e-73
1.0259456883311035e-18,0.8222057726671405,0.0,4.096903308398524e-22,0.0,0.0,0.0,0.0,0.0,0.0,3.0635131023677924e-42,7.228470131624836e-60,0.0,1.4802822152169195e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977352765,0.9999999999945404,0.0,0.0,2.4261928268784207e-13,1.4803893859396472e-13,3.977168688404284e-14,5.4808657209798016e-14,5.459705985508186e-12,4.794294854256611e-27,2.2868402375947196e-42,2.6883408204854975e-26,3.3516024244938427e-35,2.4686099165414243e-29,1.0079486269004368e-70,1.2138593294890437e-68,1.79927241388393e-31,1.3850880117510129e-70,1.1353804254547878e-32,1.2406249316604412e-85,2.526870266626456e-71
2.0519470407980834e-18,0.8222057726671778,0.0,8.19402890388253e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.450926832932829e-41,1.156614049657884e-58,0.0,4.737268261258602e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977350339,0.9999999999890804,0.0,0.0,4.852517290282477e-13,2.9608590931072605e-13,7.95455316438109e-14,1.0962028807356472e-13,1.0919708176748854e-11,1.917795977748092e-26,1.8295590422672279e-41,1.075380083460643e-25,1.3406955218502263e-34,9.874841484522588e-29,3.225751264088124e-69,3.8847299876407494e-67,7.197382528502327e-31,4.4327154059704773e-69,4.541706512162059e-32,7.940789144804903e-84,8.08677622919256e-70
4.103949745732042e-18,0.8222057726672524,0.0,1.6388280106238856e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.9607880102243086e-40,1.850629545809898e-57,0.0,1.5159842762881819e-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977345486,0.9999999999781604,0.0,0.0,9.70516621708686e-13,5.921798509260133e-13,1.590932211829786e-13,2.1924354959911022e-13,2.1839712504191503e-11,7.671339987844631e-26,1.4636819759392295e-40,4.3016078322300165e-25,5.362891185856806e-34,3.9500169637022512e-28,1.0322909165504812e-67,1.2431744209380599e-65,2.8790115925768275e-30,1.418538343144864e-67,1.8167195717268938e-31,5.0823577526968155e-82,2.587895049266133e-68
8.20795515559996e-18,0.8222057726674016,0.0,3.2776782556504776e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.568649029530902e-39,2.961044933408854e-56,0.0,4.851243193864621e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977335781,0.9999999999563204,0.0,0.0,1.94104640706807e-12,1.1843677348836453e-12,3.1818860033984055e-13,4.384900718422494e-13,4.367972093892206e-11,3.0685672123724714e-25,1.1709594783009285e-39,1.7206606217625466e-24,2.1451782881546562e-33,1.5800228634355597e-27,3.303411780858413e-66,3.9782554720377705e-64,1.1516163578020499e-29,4.5394338050088014e-66,7.266952254373663e-31,3.25278985376156e-80,8.281466999328227e-67
1.64159659753358e-17,0.8222057726677002,0.0,6.5553787639249654e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2549266778976947e-38,4.737702042389394e-55,0.0,1.5524127935579208e-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.586231897731637,0.9999999999126403,0.0,0.0,3.8821059777808726e-12,2.3687435057071406e-12,6.363793589676705e-13,8.769831130967206e-13,8.735973692776426e-11,1.2274331296927516e-24,9.367731425197813e-39,6.882677377245078e-24,8.580756731848852e-33,6.320123640458225e-27,1.0571047226894541e-64,1.273057324979667e-62,4.6064889083100295e-29,1.4526366223973183e-64,2.906795721775644e-30,2.081811425313151e-78,2.65010201452288e-65
3.283198761480747e-17,0.8222057726682973,0.0,1.3110779853359168e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0039443331295736e-37,7.580347453017754e-54,0.0,4.967744974173827e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977277549,0.9999999998252803,0.0,0.0,7.76422511918261e-12,4.737495058987057e-12,1.272760877479755e-12,1.7539691826784353e-12,1.7471976538297313e-10,4.909745018438753e-24,7.494207392902411e-38,2.753077858791005e-23,3.432311369734712e-32,2.528055918071676e-26,3.9190029283915545e-63,4.71960353840559e-61,1.8426002871187394e-28,5.385357853095322e-63,1.1627212738958013e-29,1.540279331174268e-76,9.824720422241953e-64
6.566403089375081e-17,0.8222057726694912,0.0,2.6221582323768494e-20,0.0,0.0,0.0,0.0,0.0,0.0,8.031566773778714e-37,1.2128575484070345e-52,0.0,1.589682280399864e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977199906,0.9999999996505603,0.0,0.0,1.5528463401890617e-11,9.474998212078589e-12,2.5455239195296225e-12,3.507941270132954e-12,3.4943980820348977e-10,1.9639005154337797e-23,5.995374836480502e-37,1.1012324689672918e-22,1.3729262521986242e-31,1.0112236792324834e-25,1.25944682680173e-61,1.516735083240071e-59,7.370410822986298e-28,1.7306881586628025e-61,4.650891235350686e-29,9.920188574958185e-75,3.157363010199542e-62
1.313281174516375e-16,0.8222057726718796,0.0,5.2443188430751e-20,0.0,0.0,0.0,0.0,0.0,0.0,6.425258495286281e-36,1.9405737097276628e-51,0.0,5.086989803072506e-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318977044622,0.9999999993011204,0.0,0.0,3.1056939966924755e-11,1.8950004704388444e-11,5.0910500237321484e-12,7.015885238206364e-12,6.988798374849279e-10,7.855607142830051e-23,4.7963034717244975e-36,4.404932077738482e-22,5.491708168636036e-31,4.0448974979366094e-25,4.030772090604105e-60,4.854204522639966e-58,2.948166445626971e-27,5.538947409139528e-60,1.860357857606257e-28,6.350385642681487e-73,1.0104924145192806e-60
2.626562905674109e-16,0.8222057726766557,0.0,1.048864053093728e-19,0.0,0.0,0.0,0.0,0.0,0.0,5.140209199155015e-35,3.104919457499695e-50,0.0,1.6278379597020896e-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318976734052,0.9999999986022404,0.0,0.0,6.211389309546558e-11,3.7900018433515204e-11,1.0182102312548362e-11,1.4031772347010769e-11,1.397759670609496e-09,3.1422439253317565e-22,3.8370442722741407e-35,1.7619729122423234e-21,2.1966837004070432e-30,1.6179596809741827e-24,1.2898537278327984e-58,1.553352978766715e-56,1.1792671467606548e-26,1.7724724283748387e-58,7.441435241451906e-28,4.06428211166138e-71,3.2335944260123052e-59
3.939844636831843e-16,0.822205772681432,0.0,1.5732962685265318e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.4697787974220524e-34,1.1428167032176856e-49,0.0,7.615389662405486e-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318976423483,0.9999999979033608,0.0,0.0,9.317084622247892e-11,5.685003290714895e-11,1.5273154681775723e-11,2.104765862847286e-11,2.096639278295829e-09,6.677269067435298e-22,1.097154962909254e-34,3.7441920851014714e-21,4.6679529374162985e-30,3.438164918185083e-24,5.702314229589518e-58,6.867217136502538e-56,2.5059432418801936e-26,7.835923398902348e-58,1.5813053793899412e-27,2.175132233496903e-70,1.4295401042923458e-58
5.253126367989577e-16,0.8222057726862082,0.0,2.0977285306059388e-19,0.0,0.0,0.0,0.0,0.0,0.0,3.100189499938052e-34,2.8984308653710957e-49,0.0,2.4567802819186856e-77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318976112914,0.9999999972044814,0.0,0.0,1.242277993479648e-10,7.580004812528958e-11,2.0364207131414223e-11,2.806354408259273e-11,2.795518660543999e-09,1.1390636186078921e-21,2.314217716605723e-34,6.387150412027851e-21,7.962978381101217e-30,5.865105600016974e-24,1.948637565307917e-57,2.3467167305574273e-55,4.2748450933105214e-26,2.6777505264516493e-57,2.697521476784662e-27,8.219280204917501e-70,4.885132384509797e-58
7.879689830305045e-16,0.8222057726957608,0.0,3.1465931642415417e-19,0.0,0.0,0.0,0.0,0.0,0.0,8.467580348628322e-34,1.013595442974699e-48,0.0,1.352327201582375e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318975491775,0.9999999958067232,0.0,0.0,1.863417055953516e-10,1.1370008030888266e-10,3.054631221941122e-11,4.2095313049111236e-11,4.193276895951e-09,2.3582867040024423e-21,6.320846760661651e-34,1.3223780432015131e-20,1.648633428543806e-29,1.2142958428741062e-23,1.1981694400544117e-56,1.4429383419045614e-54,8.850526196618381e-26,1.6464831617941188e-56,5.584877380968752e-27,5.938284864841348e-69,3.003748947170915e-57
1.0506253292620513e-15,0.8222057727053136,0.0,4.195457969413515e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.7717012704205817e-33,2.5326992756671948e-48,0.0,4.3399790959609824e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318974870636,0.9999999944089657,0.0,0.0,2.484556118371214e-10,1.5160011523029238e-10,4.072841760310856e-11,5.6127078973198125e-11,5.591034302342076e-09,4.010828198342751e-21,1.3225326322361894e-33,2.2490181367605355e-20,2.80389345188749e-29,2.0651995221965884e-23,4.0222942062843087e-56,4.8439907807476905e-54,1.505243072267845e-25,5.527298259516039e-56,9.498416499229784e-27,2.275673931317225e-68,1.0083686765143079e-56
1.575938021725145e-15,0.8222057727244187,0.0,6.293188143023676e-19,0.0,0.0,0.0,0.0,0.0,0.0,5.5944880800787803e-33,1.17286294781208e-47,0.0,3.3166147384081387e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318973628358,0.9999999916134537,0.0,0.0,3.7268342430221634e-10,2.27400194063141e-10,6.109262934147952e-11,8.419060083109401e-11,8.386546392928724e-09,8.738777567331892e-21,4.1761505810541125e-33,4.900148860758046e-20,6.109110845967324e-29,4.499650281478326e-23,3.1069808171171122e-55,3.741689424587761e-53,3.279619585362272e-25,4.269506689711188e-55,2.0695126926794354e-26,2.8705544030779833e-67,7.789053690330207e-56
2.1012507141882387e-15,0.822205772743524,0.0,8.390919059133777e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2724872083728174e-32,3.4009939470613524e-47,0.0,1.2494970460882092e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318972386079,0.9999999888179454,0.0,0.0,4.969112367429977e-10,3.0320028474666893e-10,8.145684235979381e-11,1.122541095197801e-10,1.1182054895112256e-08,1.5342353793396624e-20,9.498808529006974e-33,8.603007202340322e-20,1.0725540610366135e-28,7.899874320487219e-23,1.1962111295190758e-54,1.4405781247127356e-52,5.757911375734708e-25,1.6437925256592226e-54,3.633370175280724e-26,1.3645747793759307e-66,2.998847182365302e-55
3.1518760991144257e-15,0.8222057727817342,0.0,1.2586383129121454e-18,0.0,0.0,0.0,0.0,0.0,0.0,4.2485743695378853e-32,1.7281893437443174e-46,0.0,9.993444866582517e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318969901523,0.9999999832269391,0.0,0.0,7.453668615512833e-10,4.5480050182951835e-10,1.2218527225393913e-10,1.683810872075476e-10,1.677306108469968e-08,3.4202310737602296e-20,3.171456223361721e-32,1.9178432015096113e-19,2.3910154282739934e-28,1.7610994428758672e-22,9.477110442400886e-54,1.1413118037672783e-51,1.2835974740282733e-24,1.3023125379863034e-53,8.099787533140847e-26,1.7489415004210222e-65,2.3758753044230854e-54
5.2531268689668005e-15,0.8222057728581551,0.0,2.09773202224847e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.9977876027983876e-31,1.430225302618058e-45,0.0,1.4350517046545795e-72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.586231896493241,0.9999999720449699,0.0,0.0,1.2422781108746726e-09,7.58001078894602e-10,2.0364214747620792e-10,2.8063488378442447e-10,2.7955030193889217e-08,9.453921277801267e-20,1.4912976938518382e-31,5.30112776459697e-19,6.609039416314517e-28,4.867891830144451e-22,1.3275460229300599e-52,1.598735223451345e-50,3.548021716565379e-24,1.824270088553126e-52,2.238882260569525e-25,4.612507177723214e-64,3.3281284036299533e-53
9.45562840867155e-15,0.8222057730109966,0.0,3.775923023269482e-18,0.0,0.0,0.0,0.0,0.0,0.0,1.1946839067207324e-30,1.6265899610612932e-44,0.0,2.9958125640969577e-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318954994186,0.9999999496812048,0.0,0.0,2.2361006083484063e-09,1.364402804774474e-09,3.665559596730964e-10,5.051418415744456e-10,5.0318795287041076e-08,3.057053697340546e-19,8.917992123852743e-31,1.7141805233110358e-18,2.1371167560733634e-27,1.5741026202149544e-21,2.690659826088853e-51,3.24028229518913e-49,1.1473057301895067e-23,3.697421010063493e-51,7.23976690217489e-25,1.8378358363884448e-62,6.745513585776583e-52
1.7860631488081046e-14,0.82220577331668,0.0,7.13231935536384e-18,0.0,0.0,0.0,0.0,0.0,0.0,8.21254659464948e-30,2.191104212415079e-43,0.0,7.684878977821623e-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5862318935117735,0.9999999049543671,0.0,0.0,4.223745598603559e-09,2.577208543587516e-09,6.923838310821868e-10,9.541532156389943e-10,9.50456329622441e-08,1.0900182426468618e-18,6.130416450621339e-30,6.1119753869388465e-18,7.62002795829636e-27,5.612622483881389e-21,6.752508540069139e-50,8.131737724481307e-48,4.0908495345335777e-23,9.279111111790729e-50,2.581426730729327e-24,9.163845798835052e-61,1.6929062028228744e-50
