Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435)
2.0578874104944797e-13,0.7351518917262272,4.6889216748754674e-18,1.448589348980666e-19,9.182352741033413e-25,3.525161301764206e-24,0.0,0.0,4.4979496679396007e-13,3.405469851337165e-22,3.8953191513766104e-29,2.3637929925855427e-33,6.547962949203207e-32,1.1856702388297928e-50,8.296506537716479e-36,9.955658498826268e-27,5.3913217166434495e-48,3.1330289107809924e-21,1.989218116253283e-58,2.3715660323947464e-41,3.1461891552455985e-59,1.8399642132046962e-58,1.3625057568792315e-21,1.948162060351992e-54,7.733443916625972e-36,2.060231190730725e-61,4.859949828922644e-70,2.810451418880659e-56,2.67219187977138e-98,8.178803542159483e-79,1.279016738400989e-34,3.8440809053486814e-84,1.3124625911647486e-73,1.0795345253687791e-85,3.76,0.0,1.0042223720661099,0.999999666521226,4.184703226531821e-31,9.252935690676812e-55,3.106412729738322e-09,1.962506042322912e-09,6.037336766229852e-10,5.401730060587664e-10,3.3347832418784057e-07,1.2019167111598652e-19,1.7081370534160765e-31,4.369443532353344e-18,3.815838686473774e-26,1.256970975025706e-20,1.09501727860417e-50,7.245285142243377e-49,1.5065679349218256e-23,7.366274544860255e-51,2.410925477899391e-25,2.649149820768332e-60,5.520775896432659e-49,4.217305526982647e-52,8.107966193697543e-51,3.3613382512892467e-49,1.851864925280847e-61,1.7850892420156465e-60,2.294599081810005e-57,1.0765735750027453e-25,3.1330289109285656e-21,7.167166887547816e-30,3.447504976502e-13,1.0504786241647112e-13,7.939400805220576e-19,3.708436354273464e-26,2.5027808729197444e-19,2.9357663644597205e-20,4.846327480726838e-20,2.5829809732745395e-21,3.263200827648983e-20,1.1475425507320359e-26,4.397465450731137e-20,2.138218674505009e-25,4.261213863285153e-20,1.3282437633876912e-27,3.066957995166537e-32,8.90393509375785e-37,1.4353385120810586e-34,1.0122911832796882e-38,1.8351410605978195e-21
3.4156687962215146e-13,0.7351518919876262,8.088140773856262e-18,2.404533315734957e-19,2.564254059176354e-24,9.999467943877213e-24,0.0,0.0,7.465668277338003e-13,9.38173009167334e-22,1.779301834217953e-28,1.7980191395383885e-32,3.0161389704442757e-31,9.018769265903118e-50,3.7891889815693657e-35,4.5469621527752305e-26,7.123197264422233e-47,8.632483965955854e-21,4.7288905142723613e-57,1.8313175113935925e-40,1.4260607372304752e-57,8.339925240472221e-57,3.75344674216319e-21,2.621145966990089e-53,3.532581531118492e-35,4.920410541362278e-60,2.005270755831638e-68,6.681657796632917e-55,8.984435605906441e-96,7.079541932355455e-77,5.842465529792645e-34,3.3510734070584095e-82,6.012488013959805e-72,2.097904415298392e-83,3.76,0.0,1.0042223700162212,0.999999446593162,1.9350444156230594e-30,1.2608911343134957e-53,5.156004631003815e-09,3.257387731630866e-09,1.0020745360798802e-09,8.965423502546088e-10,5.534060914160489e-07,3.311185047857263e-19,7.801696282478377e-31,1.2035078279002163e-17,1.0511374354923313e-25,3.4630846586608356e-20,1.4464929119345185e-49,9.569118676665045e-48,4.1510092307893314e-23,9.73200079308808e-50,6.642870118595223e-25,6.074429609853165e-59,7.291521206281388e-48,5.570845078951059e-51,1.0711337774017431e-49,4.439477282382841e-48,4.2461402896195673e-60,4.093096850760645e-59,5.262167431054126e-56,3.0601415393002556e-25,8.632483966626839e-21,3.273513446205266e-29,5.72214393846694e-13,1.7435695265722044e-13,2.187219580582759e-18,1.6937662366304531e-25,6.894898589250683e-19,8.087788709309936e-20,1.3351178149142293e-19,7.115662489482637e-21,8.98954379094101e-20,5.241094038275061e-26,1.2114555136672516e-19,5.890565403019203e-25,1.1739205841536839e-19,6.063956366535805e-27,1.400808185004247e-31,4.066758469210883e-36,1.0917912667563679e-33,7.699956962905798e-38,5.0555422592012875e-21
4.773450181948549e-13,0.7351518922490248,1.1730237722103565e-17,3.3606159130294058e-19,5.06881417911667e-24,2.003462199864283e-23,0.0,0.0,1.0433386280867734e-12,1.8322955283553967e-21,4.713992944914075e-28,6.250001525249181e-32,8.042881306996826e-31,3.1349605508372636e-49,1.003788364369432e-34,1.204529653844991e-25,3.3754638220063855e-46,1.686192522267379e-20,2.837893870012224e-56,6.501372183448e-40,1.0513641074355807e-56,6.148612123512055e-56,7.330444110223016e-21,1.1963570891015434e-52,9.359257359826403e-35,2.959387140567966e-59,1.426907776623663e-67,4.0099386789616495e-54,9.940940490975252e-95,5.994767241524815e-76,1.5479106363383368e-33,2.8442755693225104e-81,4.448658713553837e-71,2.0948541549254015e-82,3.76,0.0,1.0042223679663325,0.9999992267439101,5.1753615935710144e-30,6.0843818253870055e-53,7.205596528190186e-09,4.552295130613617e-09,1.4004162808351455e-09,1.2528850912807356e-09,7.73255046503922e-07,6.466941011447805e-19,2.066792606414857e-30,2.3501028303044e-17,2.0527657729138665e-25,6.764012425853084e-20,6.854072898779248e-49,4.533810705822499e-47,8.108104457067415e-23,4.611743305717217e-49,1.2975606643600822e-24,3.5119373459367904e-58,3.4547004747089077e-47,2.639663988849861e-50,5.075689514984475e-49,2.103414788783746e-47,2.454873969580086e-59,2.3664106788678343e-58,3.042516175039398e-55,6.14191490587837e-25,1.6861925224445038e-20,8.672058598972897e-29,7.996780118618453e-13,2.436653753387394e-13,4.271730662412604e-18,4.4870246260725475e-25,1.3466034316039319e-18,1.5795906364659442e-19,2.607552262096617e-19,1.389688182367798e-20,1.7556559865515073e-19,1.3884157025272638e-25,2.36602476550057e-19,1.1504523730799513e-24,2.292719100275972e-19,1.6061473231698075e-26,3.7109927420167225e-31,1.0773486991373004e-35,3.7951216523638284e-33,2.676533899254761e-37,9.873553973459622e-21
6.131231567675584e-13,0.7351518925104238,1.561520946818008e-17,4.3168376362103704e-19,8.460145418942459e-24,3.386554919792814e-23,0.0,0.0,1.3401103678753103e-12,3.0229144904680438e-21,9.769992888889376e-28,1.5881327490162733e-31,1.6771858661315975e-30,7.965954560619275e-49,2.08020539531681e-34,2.4962139669631416e-25,1.0916164097800019e-45,2.782241277912774e-20,1.1202095550023585e-55,1.6828311440575796e-39,5.118656346347494e-56,2.9935035361236933e-55,1.209339908614872e-20,3.774940395376947e-52,1.9397962141078743e-34,1.1714247812730027e-58,6.41098612318038e-67,1.582942048215865e-53,7.014153446119492e-94,3.261980384104718e-75,3.208197579212031e-33,1.5537548838826179e-80,2.1773301623520458e-70,1.5671367253279917e-81,3.76,0.0,1.0042223659164438,0.9999990069734432,1.0822235423066485e-29,2.0047156398201524e-52,9.255188421297439e-09,5.847228237429291e-09,1.79875891082682e-09,1.6092012310428577e-09,9.930252165680616e-07,1.0669204218656786e-18,4.28323928726047e-30,3.87654156828056e-17,3.386396965398537e-25,1.1159961804530162e-19,2.2163609713349648e-48,1.4659440185411008e-46,1.3378313587018248e-22,1.4913689369282763e-48,2.1409958024573987e-24,1.324541784173465e-57,1.117030810012705e-46,8.535637366693193e-50,1.641361597016553e-48,6.801120028373003e-47,9.258535276120092e-59,8.924957242478108e-58,1.1475625180793165e-54,1.0398656229178138e-24,2.7822412782786106e-20,1.7972059287224603e-28,1.0271413517141648e-12,3.1297313047280234e-13,7.047468125073242e-18,9.298890961090392e-25,2.2216176805547876e-18,2.606015551596158e-19,4.3019383690680306e-19,2.2926481405683666e-20,2.8964045200366764e-19,2.877300136046723e-25,3.903452277055171e-19,1.8980081929644394e-24,3.782515749375047e-19,3.328229138534326e-26,7.690754755595871e-31,2.2327072278600304e-35,9.643454443895882e-33,6.801084248326618e-37,1.6289103740785718e-20
7.489012953402619e-13,0.7351518927718228,1.9743052868414316e-17,5.273198994241124e-19,1.2767255708592548e-23,5.1733650593825574e-23,0.0,0.0,1.6368820471224553e-12,4.510029831769058e-21,1.7539748000262543e-27,3.371703623009599e-31,3.029234562206622e-30,1.691217647868924e-48,3.734173200286241e-34,4.48095205098533e-25,2.824326154680181e-45,4.1515035337332574e-20,3.4575832324420134e-55,3.6253271573422175e-39,1.9096924731658475e-55,1.1168299968663152e-54,1.804221013755275e-20,9.645774506871925e-52,3.482527164231348e-34,3.626758159881814e-58,2.217483403096176e-66,4.886132910219593e-53,3.85540767314682e-93,1.3748422014824842e-74,5.7597019730459336e-33,6.579181133741345e-80,8.170861832133071e-70,8.738216211999727e-81,3.76,0.0,1.004222363866555,0.9999987872817335,1.959955622423255e-29,5.288987417387996e-52,1.1304780310325574e-08,7.142187050184477e-09,2.1971024259912065e-09,1.9654907715000097e-09,1.2127166294664415e-06,1.5917994790194643e-18,7.689035144855329e-30,5.782631137245006e-17,5.0519571077851185e-25,1.665114591591546e-19,5.73356468272066e-48,3.791959955097531e-46,1.9962109022337275e-22,3.858314039418629e-48,3.1946769325294247e-24,3.916364166201714e-57,2.88943055287641e-46,2.2080845546780636e-49,4.246254064701877e-48,1.7592530563077468e-46,2.737498771663939e-58,2.6388864516720883e-57,3.393267186783503e-54,1.5909170673123546e-24,4.151503534387783e-20,3.226246515751155e-28,1.2546044134226788e-12,3.8228021807152907e-13,1.051442660078422e-17,1.6692752480483336e-24,3.314531442600863e-18,3.888057325661527e-19,6.41827846329513e-19,3.4204299254064373e-20,4.3211790239965535e-19,5.165055324862295e-25,5.823735956078589e-19,2.8317227884882248e-24,5.643309300858755e-19,5.974191448429347e-26,1.3806127099435315e-30,4.0080334269213474e-35,2.0473659363374112e-32,1.4439079002884541e-36,2.4302117049570755e-20
1e-12,0.7351518932946205,2.8016679858477574e-17,7.042197070992418e-19,2.323599113584092e-23,9.616896852638702e-23,0.0,0.0,2.1857109187964945e-12,8.041370370950311e-21,4.091131381779914e-27,1.0102281985963426e-30,7.144062631331049e-30,5.0671980160093834e-48,8.708417172090423e-34,1.0449981506232438e-24,1.1446179159089331e-44,7.403892108478674e-20,1.8778565876970397e-54,1.1088207255345212e-38,1.42345452642381e-54,8.324664880541582e-54,3.2167561370849246e-20,3.875381290552828e-51,8.123285605707184e-34,1.9827269894615284e-57,1.487028362527165e-65,2.654058447023845e-52,7.106492226488085e-92,1.3882997744586096e-73,1.343501465487312e-32,6.717230240867855e-79,6.170001715273564e-69,1.3274714622077001e-79,3.76,0.0,1.0042223600756326,0.9999983812064832,4.6449838921238894e-29,2.230497800457496e-51,1.5095153873896478e-08,9.5370620934946e-09,2.9337737218720106e-09,2.6243179468566174e-09,1.618791330973549e-06,2.8382070539632113e-18,1.7932357462614944e-29,1.0307276377370708e-16,9.006423716155601e-25,2.9692418627392736e-19,2.322880063225496e-47,1.5359942761657713e-45,3.560007756795056e-22,1.5633510390122133e-47,5.6974763334024945e-24,1.9860993049238785e-56,1.1704143283483677e-45,8.945585116666822e-49,1.7204546499881252e-47,7.12618717496426e-46,1.3882253065412294e-57,1.3382360628260353e-56,1.7210204567733475e-53,2.9649211037642173e-24,7.403892109995687e-20,7.524254059410303e-28,1.6752581450217042e-12,5.104501967540169e-13,1.874710781862061e-17,3.8930367150115744e-24,5.9097819764405576e-18,6.932456415059373e-19,1.1443811610784081e-18,6.098354039920724e-20,7.704309915363337e-19,1.2045439259402237e-24,1.0383671950772268e-18,5.048934621657975e-24,1.0061985717078798e-18,1.3931607623937072e-25,3.219909635045932e-30,9.347532086319651e-35,6.134314504722297e-32,4.326206158535259e-36,4.332939875056975e-20
1.020457572485669e-12,0.7351518932946205,2.8727342991821905e-17,7.186342497229075e-19,2.423610931347225e-23,1.0047427900588167e-22,0.0,0.0,2.230425224077768e-12,8.373749401174416e-21,4.3412864761442326e-27,1.0903540485621138e-30,7.587321687563218e-30,5.4690992893873956e-48,9.240775576695252e-34,1.1088805213138439e-24,1.2584966674470638e-44,7.710070912565499e-20,2.0969703959310847e-54,1.198324391696021e-38,1.611338206998616e-54,9.423448193167895e-54,3.3497024885827047e-20,4.2595856879553956e-51,8.620015870918415e-34,2.2148100664022942e-57,1.6765406733475447e-65,2.9637607089169447e-52,8.248641070496019e-92,1.5885637118158608e-73,1.425655383634043e-32,7.68879214880973e-79,6.987984457237721e-69,1.5343697472976156e-79,3.76,0.0,1.0042223597667777,0.9999983481344827,4.93502546410604e-29,2.458305339919447e-51,1.5403964076144502e-08,9.73218178650925e-09,2.993792111602484e-09,2.677990061746287e-09,1.6518632867621073e-06,2.955523238967665e-18,1.9028659326728212e-29,1.0733049664530515e-16,9.378590879579997e-25,3.0920006046560123e-19,2.5539316384688255e-47,1.6887580187116207e-45,3.7072204852754616e-22,1.7188677396151914e-47,5.933089424345286e-24,2.2104718556190456e-56,1.2868192504349325e-45,9.835369566242386e-49,1.8915937029457893e-47,7.834932130847005e-46,1.5450529322849035e-57,1.4894174940569835e-56,1.9154582903571395e-53,3.0982578411135825e-24,7.71007091417448e-20,7.984252860437573e-28,1.7095297024786414e-12,5.208923907078276e-13,1.9521986701723005e-17,4.131035402095581e-24,6.154053192534933e-18,7.219005156371099e-19,1.1916829198298714e-18,6.350399054063697e-20,8.022728423961958e-19,1.2781801341725033e-24,1.0812864058475437e-18,5.2576238160134354e-24,1.0477882540414903e-18,1.4783225526424407e-25,3.4167639217259535e-30,9.91899736425325e-35,6.620855741904923e-32,4.669335677080013e-36,4.512025861904543e-20
1.2920138496310759e-12,0.7351518938174182,3.8683082915596867e-17,9.10005049364536e-19,3.970747088296318e-23,1.6818797792930982e-22,0.0,0.0,2.8239681591369654e-12,1.3423453694705413e-20,8.707666707088865e-27,2.686244426876782e-30,1.5393400640168852e-29,1.3473862484212943e-47,1.8531596485624932e-33,2.2237688672910734e-24,3.8998046564845043e-44,1.2362764728646027e-19,7.934034266482457e-54,2.995451055269064e-38,7.398035567844998e-54,4.326525056259708e-53,5.369407595589675e-20,1.3078554214685652e-50,1.7290571980817784e-33,8.423696083222358e-57,7.304088697091504e-65,1.1214781769895959e-51,5.922415515457595e-91,8.391973547530946e-73,2.8596759329734794e-32,4.0901061627057294e-78,3.237527195738365e-68,1.0143941275753397e-78,3.76,0.0,1.0042223556670002,0.9999979093019349,1.0062341938729046e-28,7.87990269465385e-51,1.9503147825646983e-08,1.2322279324437709e-08,3.790485337159293e-09,3.3903829776948855e-09,2.0906952411349202e-06,4.737881466315434e-18,3.8162286201910605e-29,1.719981631706814e-16,1.5032075790462633e-24,4.957229622130841e-19,7.911770135933979e-47,5.2307516986838443e-45,5.9442167685661715e-22,5.3254628202925e-47,9.513473289349468e-24,8.056329177944516e-56,3.9858006647776835e-45,3.046821849969675e-48,5.860349262370049e-47,2.426803624786321e-45,5.631003293945027e-57,5.428299767253138e-56,6.981781474385926e-53,5.1991314944153074e-24,1.2362764731851733e-19,1.6012563050982858e-27,2.164453879181885e-12,6.595018933446483e-13,3.1294367942472946e-17,8.284758862079678e-24,9.865159351246465e-18,1.1572463774982909e-18,1.910322303515045e-18,1.0179465956462855e-19,1.28601365083047e-18,2.5633004354978393e-24,1.7333392291923328e-18,8.428145742583314e-24,1.679642893287699e-18,2.9645763708858477e-25,6.852479619566616e-30,1.9892715009386164e-34,1.6311450163448008e-31,1.1503520016311258e-35,7.232738238274442e-20
1.5635701267764829e-12,0.735151894340216,4.961024614053385e-17,1.1014327268348815e-18,5.942562019511891e-23,2.5690760311077885e-22,0.0,0.0,3.4175108524938548e-12,1.9659142138462673e-20,1.5352631477691207e-26,5.6203217030962754e-30,2.7450116310418544e-29,2.8190715014675147e-47,3.266739950926182e-33,3.920052252743007e-24,9.819612045826643e-44,1.8110499886442874e-19,2.359844418716363e-53,6.325083191069369e-38,2.601229991752499e-53,1.521252220442508e-52,7.863250838054053e-20,3.2697154449421814e-50,3.04865580499954e-33,2.5189901640016177e-56,2.457110963063644e-64,3.336024240019461e-51,3.053177708589212e-90,3.330426857769263e-72,5.042162368635342e-32,1.636056225063847e-77,1.1491488361226233e-67,4.978470571518971e-78,3.76,0.0,1.0042223515672228,0.9999974707838555,1.803113048288044e-28,2.0502191457113523e-50,2.3602331558833036e-08,1.4912479648025797e-08,4.587182102125231e-09,4.102669535842462e-09,2.529212726876365e-06,6.938891087466205e-18,6.727566493166252e-29,2.518130932668301e-16,2.2011789580262863e-24,7.260980781468597e-19,1.9915758986937185e-46,1.3164957192083854e-44,8.707596816385006e-22,1.3406985935258382e-46,1.393653828025484e-23,2.3327955529921856e-55,1.0031647665492828e-44,7.669414810901455e-48,1.4752920545383504e-46,6.10791104140624e-45,1.6304802605289258e-56,1.5718043927903787e-55,2.0218397013061914e-52,7.95963938945403e-24,1.8110499892056738e-19,2.8228307921479683e-27,2.6193769436924594e-12,7.981087260840771e-13,4.583152503333215e-17,1.4604887769703124e-23,1.444784009615666e-17,1.694846437650025e-18,2.7977479503347547e-18,1.490749422838968e-19,1.8833226811871944e-18,4.518604090752001e-24,2.53853029908468e-18,1.2343278343037625e-23,2.4598938068693123e-18,5.225886380454769e-25,1.2080307096929013e-29,3.506854678502693e-34,3.4127830219518444e-31,2.4068226597046935e-35,1.059228607642382e-19
2.106682681067297e-12,0.7351518953858116,7.437873939964677e-17,1.4844603818657272e-18,1.1255270181164152e-22,5.052737950709108e-22,0.0,0.0,4.604595514853603e-12,3.5688469226883373e-20,3.742447095486713e-26,1.8495365265026406e-29,6.859388999642156e-29,9.27691237916431e-47,7.95996191840458e-33,9.55189095247936e-24,4.537445281563985e-43,3.2894645897664926e-19,1.5318741159909726e-52,2.099965731035111e-37,2.4018339704481697e-52,1.404634481696517e-51,1.4273019168855916e-19,1.4995881868451497e-49,7.43226558105716e-33,1.6591505284369644e-55,2.4128837039327828e-63,2.166114620931475e-50,1.3481816271297064e-88,5.094405453677818e-71,1.229226214686347e-31,2.5650972231587597e-76,1.0929562317576084e-66,1.0646394848215194e-76,3.76,0.0,1.0042223433676685,0.9999965946901926,4.552691338298837e-28,1.0278668182814237e-49,3.180069897625592e-08,2.0093188590162848e-08,6.180586248197938e-09,5.526923642902006e-09,3.4053052026393357e-06,1.2596930341278457e-17,1.6394687430268786e-28,4.568217675130075e-16,3.994748352809135e-24,1.3184745127727682e-18,9.196308121622179e-46,6.075880085299602e-44,1.5815049939596501e-21,6.193225603800364e-46,2.5313465132337432e-23,1.547836258546171e-54,4.629845778119577e-44,3.5412123513881995e-47,6.813954781336795e-46,2.8189771154428535e-44,1.0817429178150054e-55,1.0428627407937513e-54,1.342033086501555e-51,1.5715609276428097e-23,3.2894645911142574e-19,6.879087483061898e-27,3.529219736757422e-12,1.0753143822677144e-12,8.319999051632703e-17,3.559030026006691e-23,2.6227887115477996e-17,3.0768212840654017e-18,5.0789656215630306e-18,2.705990429629761e-19,3.41857676647704e-18,1.1010511982049152e-23,4.608320303877166e-18,2.240733577244637e-23,4.46558040485413e-18,1.2733849496092901e-24,2.943999666374329e-29,8.546004661509065e-34,1.123082365132274e-30,7.920266762599554e-35,1.9227644000219806e-19
2.649795235358111e-12,0.7351518964314071,1.0303261757794257e-16,1.867720532068145e-18,1.8550922624188286e-22,8.613165229688512e-22,0.0,0.0,5.7916792126551826e-12,5.646172620707857e-20,7.443195848609155e-26,4.6149378448795405e-29,1.3970443440732635e-28,2.3147408064095304e-46,1.582491930795893e-32,1.8989823390765325e-23,1.427610198944909e-42,5.206957512761259e-19,5.993842554146107e-52,5.258015844478763e-37,1.1623405040066762e-51,6.797550901934388e-51,2.2578345545095715e-19,4.704146206784378e-49,1.4783054674872119e-32,6.566748540306712e-55,1.1699201833587892e-62,8.477310854009517e-50,1.1296986407098228e-87,3.007864988313198e-70,2.4449889441872957e-31,1.5385354249903134e-75,5.40237654675865e-66,7.866100054166289e-76,3.76,0.0,1.0042223351681139,0.999995719851683,9.36194050119072e-28,3.4479579569935635e-49,3.999906632841329e-08,2.5274308489478848e-08,7.774004545667456e-09,6.950752510644773e-09,4.280142525185254e-06,1.9929772037418232e-17,3.2597292378091805e-28,7.222312149384455e-16,6.31808553531125e-24,2.086467766213081e-18,2.891680259818842e-45,1.9096740389552083e-43,2.503264734447995e-21,1.9480167036139802e-45,4.0069347352001434e-23,6.084320051746871e-54,1.4551919693545863e-43,1.1134393380459522e-46,2.1429990618260638e-45,8.860313634305771e-44,4.2518893247190666e-55,4.0992063438511653e-54,5.2768330637807766e-51,2.687534190171281e-23,5.206957515401337e-19,1.3677604715240501e-26,4.439058082910894e-12,1.3525093600487422e-12,1.316270323593552e-16,7.076174398228492e-23,4.1494118166971556e-17,4.867849202586314e-18,8.03535103750899e-18,4.2806573170536937e-19,5.407898473317477e-18,2.18899469904779e-23,7.290642738580111e-18,3.544971690552419e-23,7.06483998422212e-18,2.5316287085702183e-24,5.853700296338458e-29,1.699189148160099e-33,2.8023066163731894e-30,1.9762287143642386e-34,3.0417613690492943e-19
3.736020343939739e-12,0.7351518985225982,1.7199571470518958e-16,2.6349514756296742e-18,3.9841810223868263e-22,1.9589061623091815e-21,0.0,0.0,8.16584372051511e-12,1.122400121810471e-19,2.0866410311311696e-25,1.842127288337676e-28,4.10862807703459e-28,9.239469728128933e-46,4.4326952627458035e-32,5.319239014294254e-23,8.264903353560052e-42,1.0361972647132274e-18,5.0257520417306096e-51,2.1039283110139055e-36,1.4180441136680047e-50,8.292868760897736e-50,4.487304676535115e-19,2.7154240754194106e-48,4.1450905738121613e-32,5.65535893989717e-54,1.5119746307248856e-61,7.111500993951373e-49,5.428421981215858e-86,5.805520162388548e-69,6.855690135526248e-31,3.0998670419005423e-74,6.948672470297175e-65,2.27272303340133e-74,3.76,0.0,1.0042223187690054,0.999993973932953,2.8045226706312553e-27,2.2793707986133774e-48,5.6395800836932007e-08,3.563778067000501e-08,1.0960883578321847e-08,9.797135034792858e-09,6.026058880949829e-06,3.9620382525452445e-17,9.13288526927188e-28,1.4337566547477843e-15,1.2552152485831429e-23,4.149852276722038e-18,1.6719059349252906e-44,1.1029538954162017e-42,4.981040941434886e-21,1.1271945424940363e-44,7.973961654420261e-23,5.264299012672044e-53,8.404804833238779e-43,6.436843476406526e-46,1.2396428995461143e-44,5.117593982104095e-43,3.678145937791627e-54,3.546402234263941e-53,4.569265056363127e-50,6.141291935049364e-23,1.036197265429675e-18,3.832112492408951e-26,6.258721439382789e-12,1.9068672835346137e-12,2.6165545315218767e-16,1.982444028308149e-22,8.248483047077003e-17,9.677160031373216e-18,1.597368495161143e-17,8.507849815459468e-19,1.0748202802439335e-17,6.131758730363134e-23,1.449283061783027e-17,7.04691360268134e-23,1.4044046091713073e-17,7.091800609572424e-24,1.640162290049174e-28,4.760676364897204e-33,1.1185925440725669e-29,7.888210040260734e-34,6.045946054261581e-19
4.822245452521367e-12,0.7351519006137894,2.5649790640819344e-16,3.4031519220788625e-18,7.131986983317563e-22,3.674886577419086e-21,0.0,0.0,1.054000438794792e-11,1.8699396471080727e-19,4.489647876153634e-25,5.090121334204477e-28,9.234900354098554e-28,2.552980993788686e-45,9.529864974726465e-32,1.14359036613471e-22,2.920076332182253e-41,1.7281686531943828e-18,2.2417145724071173e-50,5.8182037739486543e-36,7.95587557974337e-50,4.652654314108139e-49,7.474209319616824e-19,9.578174713911708e-48,8.920231592641339e-32,2.5775990701254935e-53,8.320540925028635e-61,3.173444163411248e-48,5.0745438966131057e-85,3.889980305300462e-68,1.4753583797241369e-30,2.1406373219630312e-73,4.047439925014625e-64,1.9890086090676948e-73,3.76,0.0,1.0042223023698968,0.9999922330133109,6.4040860455902476e-27,8.900931858798215e-48,7.279253508439019e-08,4.600289520846717e-08,1.4147819167074867e-08,1.2641818123428342e-08,7.766976148994723e-06,6.601176405981159e-17,1.9639145633236218e-27,2.385397174710163e-15,2.089955110316435e-23,6.9173474175553026e-18,5.900031877941719e-44,3.8890227184886615e-42,8.306516650064745e-21,3.98023035625239e-44,1.3299062198131218e-22,2.335381349063666e-52,2.963588626844576e-42,2.271289972079156e-45,4.3762690125228794e-44,1.8045270577999823e-42,1.6315129095743364e-53,1.573177451961381e-52,2.0281457562316533e-49,1.1558148286677045e-22,1.7281686546872572e-18,8.240517408322906e-26,8.078367022917282e-12,2.4611825028149284e-12,4.359139977347363e-16,4.2627760066811305e-22,1.374193719872035e-16,1.6122970830404048e-17,2.6612869557427367e-17,1.4171487486455012e-18,1.7903149707946854e-17,1.3183092448047377e-22,2.4144985163833457e-17,1.1740090591449852e-22,2.3397448010236336e-17,1.524785774929908e-23,3.527198267173464e-28,1.0237259160511289e-32,3.090883310240785e-29,2.1795957628472314e-33,1.0071396341502634e-18
6.994695669684623e-12,0.7351519047961713,4.721130558747619e-16,4.9425666447481795e-18,1.7085382256626232e-21,9.462657768121277e-21,0.0,0.0,1.5288314248792727e-11,3.9342872868725723e-19,1.3718998713708767e-24,2.279126366045888e-27,3.0754935922333284e-27,1.1430612790944646e-44,2.9071676837516463e-31,3.4886569595527672e-22,1.951850553603943e-40,3.643741327075859e-18,2.2323824808215137e-49,2.607257365728626e-35,1.1872453533041294e-48,6.94296522275139e-48,1.5718220157805777e-18,6.382728955520734e-47,2.7267674247133936e-31,2.700242851546736e-52,1.3103830251203692e-59,3.1631676742977845e-47,3.320356980390549e-83,9.552523481139279e-67,4.5100196582048486e-30,5.719765738257662e-72,6.654282414610051e-63,7.917019928049836e-72,3.76,0.0,1.004222269571681,0.9999887661141561,2.1945975492512852e-26,7.281646488755665e-47,1.0558600279612922e-07,6.673804743943959e-08,2.0521859880965234e-08,1.8326090049772348e-08,1.1233870555448969e-05,1.3890100121008784e-16,5.993873847963585e-27,5.005079105219361e-15,4.3919048609114787e-23,1.456902484464609e-17,3.9335544327651645e-43,2.587210904108873e-41,1.7510216024170618e-20,2.6578754876804264e-43,2.804063518105261e-22,2.3888459243489788e-51,1.97164189235634e-41,1.5138771777890883e-44,2.92054798011749e-43,1.2005840707935171e-41,1.66822758381556e-52,1.608889386333221e-51,2.077929454494841e-48,2.9862680264263296e-22,3.643741331325111e-18,2.515028500649337e-25,1.1717604910225687e-11,3.5696848537900597e-12,9.171103049673715e-16,1.3008554621228794e-21,2.891175239340238e-16,3.392485889573086e-17,5.599426872471009e-17,2.9804744539475204e-18,3.765263249597281e-17,4.021877185356808e-22,5.079875953782232e-17,2.469989802372766e-22,4.9226582970310447e-17,4.6523153545403926e-23,1.076649883312189e-27,3.12442207896366e-32,1.3839740506677779e-28,9.758673504347726e-33,2.1184549863485363e-18
