Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221)
0.0010210661620986216,0.5454388746259226,2.2706439443757715e-08,2.0428184031014265e-09,7.042933670494766e-08,1.8036530363465664e-05,0.0,0.0,8.606554111745007e-05,1.268195249885817e-05,2.0519669634175537e-05,2.3470925289903005e-07,3.914091391018547e-11,-1.835324888444164e-25,6.199484706805941e-20,1.388556848919014e-13,1.32165012984112e-09,1.5301948063595814e-05,1.7778487356334152e-22,7.943323542651195e-19,8.83614338452821e-20,2.645575389668541e-23,1.6631311662214054e-15,5.55622907316113e-13,1.911395645540937e-13,8.984413002208503e-17,7.371858289893578e-24,2.272979212239906e-16,5.717859957719078e-15,6.470193863881015e-19,6.40495908933502e-13,1.2047809628790053e-19,3.821609556306031e-21,2.7009760778531536e-17,3.76,0.0,0.8539103597136177,0.9997501525010988,7.237856521022936e-05,4.3275520668108224e-08,0.016337422385354506,0.011900919289218442,0.004352181501363053,7.167484035508899e-09,5.7459246647893265e-05,9.899999944223163e-07,1.7940686723295738e-14,3.565753835875777e-15,2.786667954710286e-16,3.516879105862398e-05,5.227626604021177e-17,4.7961901528690055e-18,2.628055191162159e-05,2.120464820522502e-16,2.4649879062693125e-13,1.529260025370687e-22,1.3776552813763256e-16,2.5997837391639567e-18,2.048543899588161e-16,3.8531728922181646e-15,6.256671413933748e-24,8.938571225099015e-23,9.116783526376012e-14,5.470912142888879e-15,1.585732337729262e-05,1.046008448679635e-06,8.687598659948461e-07,6.236336464182054e-08,5.024248143284228e-06,0.0002125390122328329,0.00013839895973106304,1.806237856298512e-08,1.1108025823522185e-08,2.0885190718781785e-10,1.201436703029006e-10,7.092887487268567e-09,2.2757489375651773e-06,7.445595322841504e-07,1.1410369245377262e-07,8.55343187731563e-09,1.1042965433499221e-05,5.351906972430654e-16,6.257792482100095e-10,9.256806897397043e-16,4.55801686892391e-09,1.1640522442729272e-08,3.9356353824482795e-08,7.407133847559555e-12,7.249930294617945e-17,4.615601192666631e-13,1.0129532047790516e-07,1.345061682148129e-06,1.333786450366234e-09,3.210762907282813e-09,6.343582493973415e-07,4.5933033524876443e-10
0.0010330573498057336,0.5454573861062254,2.31823116358829e-08,2.098094855108838e-09,7.233745089708935e-08,1.8558076954117318e-05,0.0,0.0,8.770700424770111e-05,1.3030339744816102e-05,2.1125487173894418e-05,2.458218619433307e-07,4.0640391580835144e-11,6.669901204104818e-25,6.573027697453389e-20,1.442151182106085e-13,1.3584993457089723e-09,1.5661342917071856e-05,1.8984889739315573e-22,8.224381544576945e-19,9.51508093322665e-20,-4.0399501673274674e-23,1.722562669644054e-15,5.911682157730961e-13,2.000626623234773e-13,9.683235013782142e-17,8.056333290877833e-24,2.41921977859984e-16,6.091408487779559e-15,6.840529652770917e-19,6.680470343986245e-13,1.2749030392719096e-19,4.0525501310741225e-21,2.906653858643826e-17,3.76,0.0,0.8537100378830099,0.9997453613718101,7.485102066456991e-05,4.487193469666567e-08,0.01652777998171292,0.012037907132980738,0.004402950342536155,7.166570097730218e-09,5.74589712253051e-05,1.0132633808053547e-06,1.8362961292234788e-14,3.578224201413959e-15,2.8186352781132757e-16,3.5770899223047394e-05,5.477279521021303e-17,5.025066461788883e-18,2.7374442823969194e-05,2.22170837068036e-16,2.5418826638344335e-13,1.602230039180382e-22,1.4439206601225925e-16,2.724838879926427e-18,2.1470834628126275e-16,4.038537658324231e-15,6.5552140304311376e-24,9.365083074248238e-23,9.666519660041045e-14,5.534516728624671e-15,1.6245383421736517e-05,1.0964237444366893e-06,8.878758175826848e-07,6.377378653343774e-08,5.136887161394355e-06,0.00021870744482085434,0.0001423523699594421,1.8558107973715838e-08,1.1358192719452069e-08,2.166634539670985e-10,1.2472501816353596e-10,7.3647793311298365e-09,2.3346108768226563e-06,7.825354222229e-07,1.1524104894727563e-07,8.744855163721392e-09,1.1190066531176057e-05,5.621678114188401e-16,6.497462426311852e-10,9.61132439608958e-16,4.658130988411545e-09,1.2000142454696955e-08,4.097575123744368e-08,7.707092970487033e-12,7.527580811489277e-17,4.792361497808305e-13,1.0521632959731048e-07,1.3465892054206714e-06,1.385362725363641e-09,3.283274445730453e-09,6.536495301822784e-07,4.684753356321523e-10
0.0010450485375128457,0.5454758970100646,2.3665105392060523e-08,2.154574715958885e-09,7.428308228254069e-08,1.9090412612991797e-05,0.0,0.0,8.936428139680442e-05,1.3385312688264231e-05,2.174248929573379e-05,2.57358456335887e-07,4.2184687847083284e-11,-4.1272034144931995e-25,6.967225503221313e-20,1.4974425667576346e-13,1.3960696456089407e-09,1.6024853670452688e-05,2.0266240664401059e-22,8.511578983884309e-19,1.0236830131946155e-19,8.069758132673197e-24,1.7838886155772104e-15,6.286896440076914e-13,2.0932402763559927e-13,1.0429675042370803e-16,8.797840829845448e-24,2.573435508166397e-16,6.4859717469930086e-15,7.228995191539739e-19,6.96474856082672e-13,1.3483950361943478e-19,4.295272870314364e-21,3.1260951052448747e-17,3.76,0.0,0.8535095295842388,0.9997404843639848,7.739004292809725e-05,4.651242911354903e-08,0.016718104459607752,0.012174809581623395,0.004453715885353959,7.16565414026318e-09,5.745869086677178e-05,1.0367932999119514e-06,1.8790082042737485e-14,3.590687443997538e-15,2.8505798998600187e-16,3.637652176391077e-05,5.735730972464141e-17,5.261998232512264e-18,2.850155631095527e-05,2.3265171552730173e-16,2.62036192161146e-13,1.6777679339002803e-22,1.5125368661162747e-16,2.8543306558838526e-18,2.249118964918866e-16,4.23047935954593e-15,6.864262629610964e-24,9.80660425855608e-23,1.0242492777327566e-13,5.598111907301691e-15,1.663877382667253e-05,1.1487936821232711e-06,9.073099892650148e-07,6.52079202765868e-08,5.2513970852030776e-06,0.00022501190517181804,0.00014639215504271257,1.9063663545829354e-08,1.1612508345611263e-08,2.246985718274671e-10,1.2944078334958727e-10,7.644691063243924e-09,2.3944441810711643e-06,8.222266888888519e-07,1.1640321450751428e-07,8.939447783863038e-09,1.1337416037565516e-05,5.902683263318866e-16,6.744190746452961e-10,9.976282202695062e-16,4.759906441202242e-09,1.2367151183877331e-08,4.2643319108317024e-08,8.01598320504309e-12,7.813407736572152e-17,4.974327066235418e-13,1.0925379127186912e-07,1.3482130223988696e-06,1.438468177733209e-09,3.3570021693645237e-09,6.734027033762378e-07,4.777057743086101e-10
0.0010570397252199577,0.5454944073863511,2.4154875889484015e-08,2.21227722793627e-09,7.626666685298773e-08,1.9633690837083377e-05,0.0,0.0,9.103736125923326e-05,1.3746964758723861e-05,2.2370777600081545e-05,2.693314805668329e-07,4.3774790805422545e-11,-4.170046526320861e-25,7.382016515690468e-20,1.5544682773964657e-13,1.434368997764301e-09,1.639247814013536e-05,2.1625624161165574e-22,8.805444817085534e-19,1.1008160268834632e-19,4.384633366950035e-23,1.8471512108103998e-15,6.682808281552826e-13,2.1893345385016492e-13,1.1226544293621368e-16,9.600651072586358e-24,2.7359888033298504e-16,6.902550428746321e-15,7.636333701129134e-19,7.257975029125222e-13,1.4253864051925017e-19,4.550278248580158e-21,3.360100338507564e-17,3.76,0.0,0.8533088310423013,0.9997355203101659,7.999693030820685e-05,4.81978552476168e-08,0.016908395870533298,0.012311625685542985,0.004504478361334571,7.164736126549141e-09,5.745840550570118e-05,1.0605895981031263e-06,1.9222046185468504e-14,3.603143494276952e-15,2.8825015720623315e-16,3.698565327936256e-05,6.003182732909835e-17,5.5071696487600096e-18,2.9662545411236836e-05,2.434972735490828e-16,2.700441207480393e-13,1.7559324081984952e-22,1.583558081938591e-16,2.9883613282812086e-18,2.3547309849728727e-16,4.429149605127399e-15,7.184057365538702e-24,1.0263477873289078e-22,1.0845635744166345e-13,5.661697750968992e-15,1.703753312807286e-05,1.2031760865940444e-06,9.270652810110583e-07,6.666598159720849e-08,5.367793996707527e-06,0.00023145459082137595,0.00015051972246099711,1.9579165591828332e-08,1.1871023456542902e-08,2.3296172894253664e-10,1.3429374494707188e-10,7.932789698011319e-09,2.4552526902925463e-06,8.637005654106563e-07,1.1759054263961494e-07,9.13723659228516e-09,1.1485026570662338e-05,6.19528991276524e-16,6.998123990095532e-10,1.0351897065523625e-15,4.863358182725691e-09,1.2741624916583388e-08,4.4359941526473036e-08,8.333972836470924e-12,8.10758080897325e-17,5.161605955159503e-13,1.1341013890185004e-07,1.3499355867961666e-06,1.4931346535699345e-09,3.431957088972075e-09,6.9362771735443e-07,4.870227930109678e-10
0.0010690309129270698,0.5455129172844673,2.4651677451424152e-08,2.2712217747396797e-09,7.828863976257056e-08,2.0188066266527442e-05,0.0,0.0,9.27262282918461e-05,1.4115390085277529e-05,2.3010454520817025e-05,2.8175363664691585e-07,4.5411702151464255e-11,9.351284980178732e-25,7.817827774016121e-20,1.613272059926878e-13,1.473405319699728e-09,1.676421412795397e-05,2.3065216138095177e-22,9.10624823040899e-19,1.1828300882977295e-19,-5.057488024745068e-23,1.912399620520907e-15,7.100390609151349e-13,2.2890092147805553e-13,1.2076789082529385e-16,1.0469197503650242e-23,2.9072553907267e-16,7.342184197841438e-15,8.063312876196174e-19,7.560333795707572e-13,1.5060103649342e-19,4.8180843045689864e-21,3.6095098144526956e-17,3.76,0.0,0.8531079384492157,0.9997304680340251,8.267299597368927e-05,4.992907358201549e-08,0.01709865426570668,0.012448354484951088,0.00455523800603098,7.163816019489389e-09,5.7458115074189345e-05,1.084652120173664e-06,1.9658850902623363e-14,3.615592282165645e-15,2.914400056462501e-16,3.759828921965839e-05,6.279838723149594e-17,5.760766831249914e-18,3.085806875334076e-05,2.5471575307123524e-16,2.7821378478461667e-13,1.8367827775688992e-22,1.657039064852492e-16,3.1270342430372285e-18,2.4640009567361015e-16,4.6347016125976044e-15,7.514840915900776e-24,1.0736050619076294e-22,1.147690380905828e-13,5.725274465821925e-15,1.7441700836386617e-05,1.259629962634806e-06,9.471445608607379e-07,6.814818384534838e-08,5.486093750119851e-06,0.00023803771650176888,0.00015473649136373037,2.0104734115831555e-08,1.2133788614873105e-08,2.414574483357324e-10,1.3928674809630037e-10,8.229244066835428e-09,2.517039917797029e-06,9.07026453889487e-07,1.188033875293698e-07,9.338248298432187e-09,1.1632911064972404e-05,6.499880408450724e-16,7.259410261386624e-10,1.0738388040290194e-15,4.9685010934124075e-09,1.3123639574796147e-08,4.612650669789152e-08,8.661230327819483e-12,8.4102715777952e-17,5.354307375498737e-13,1.1768783219467507e-07,1.351759343556052e-06,1.5493943387241412e-09,3.5081500590397153e-09,7.143347416292897e-07,4.964275860527641e-10
0.0010810221006341818,0.5455314267542674,2.5155563501158177e-08,2.3314277976471023e-09,8.034943516687056e-08,2.0753694663548993e-05,0.0,0.0,9.443086264069897e-05,1.4490683454279955e-05,2.3661623347108362e-05,2.946378868435907e-07,4.709643484916148e-11,-3.8022605167274876e-25,8.277589342470302e-20,1.6739014573390045e-13,1.5131864730907178e-09,1.7140059421115328e-05,2.4592852600597146e-22,9.413299369113825e-19,1.2697709745865652e-19,-3.2865005308610475e-24,1.979687585684988e-15,7.54065400271348e-13,2.392365934306739e-13,1.2983517334760014e-16,1.1408298737171282e-23,3.0876248869922626e-16,7.80595282425565e-15,8.510725248270191e-19,7.872010067590199e-13,1.5904039635081503e-19,5.099227065107456e-21,3.87520512612457e-17,3.76,0.0,0.8529068479644358,0.999725326350517,8.541956792401011e-05,5.17069536872227e-08,0.01728887969607857,0.012584995009950441,0.004605995059074048,7.16289378189689e-09,5.7457819503799845e-05,1.1089807093391688e-06,2.0100493347724435e-14,3.6280337366567026e-15,2.94627514070842e-16,3.8214425874359964e-05,6.56590500356923e-17,6.022977830920106e-18,3.2088790467792684e-05,2.663154815760189e-16,2.865465947381675e-13,1.9203789722130262e-22,1.7330351449261594e-16,3.2704538272051126e-18,2.5770111658767183e-16,4.847290202532454e-15,7.856858473338187e-24,1.1224672789528644e-22,1.2137274914440774e-13,5.7888426362913045e-15,1.7851317447782195e-05,1.3182155058043717e-06,9.675506630186933e-07,6.965473811928016e-08,5.606311958559396e-06,0.000244763513825137,0.0001590438923875396,2.0640488605501577e-08,1.2400854249723285e-08,2.501901961073774e-10,1.444226045909006e-10,8.534224772615806e-09,2.5798090430805043e-06,9.522759752628834e-07,1.2004210391224124e-07,9.54250899532969e-09,1.1781082772083339e-05,6.816858366424769e-16,7.52819915257748e-10,1.1135976392736577e-15,5.075349789806866e-09,1.3513270411387375e-08,4.794390666331727e-08,8.997924527215675e-12,8.72165332779417e-17,5.55254164549518e-13,1.2208935664094538e-07,1.3536867289215528e-06,1.6072797519939368e-09,3.5855918230629e-09,7.35534172104055e-07,5.059214003333153e-10
0.0010930132883412939,0.5455499358460782,2.56665865514335e-08,2.392914824107672e-09,8.244948624379177e-08,2.133073289034831e-05,0.0,0.0,9.615124006871554e-05,1.4872940265588745e-05,2.432438824483262e-05,3.0799745637188885e-07,4.8830014655382246e-11,-7.815524921303687e-25,8.761086956727035e-20,1.7363944330561967e-13,1.5537202596714805e-09,1.752001179207454e-05,2.6212648708053994e-22,9.727158416571707e-19,1.3625561091417076e-19,6.782397131382577e-23,2.0490582224134534e-15,8.004647795322922e-13,2.4995078053373586e-13,1.3949986073018925e-16,1.2423142921015553e-23,3.2775010324089474e-16,8.294977333074983e-15,8.979388649794843e-19,8.193188901930069e-13,1.6787081076736246e-19,5.394260681646956e-21,4.1581108404845725e-17,3.76,0.0,0.852705555715292,0.9997200940660445,8.82379889496094e-05,5.353237414872966e-08,0.01747907221234367,0.012721546280615417,0.004656749764214854,7.16196937628516e-09,5.745751872661738e-05,1.133575207224265e-06,2.0546970645415793e-14,3.640467786526892e-15,2.9781265671459836e-16,3.883406035948098e-05,6.86158976713989e-17,6.2939926224128934e-18,3.335538009498499e-05,2.783048717822179e-16,2.950440060226783e-13,2.0067815348141561e-22,1.8116022231074816e-16,3.4187255853372213e-18,2.6938447471052797e-16,5.067071793162306e-15,8.210357736339894e-24,1.1729698258227193e-22,1.282775001058492e-13,5.852402325948871e-15,1.826642445503989e-05,1.3789941137731016e-06,9.882863854939985e-07,7.118585277400186e-08,5.728463980146573e-06,0.0002516342309499306,0.00016344336746340905,2.1186548126203013e-08,1.2672270614352442e-08,2.591645550266078e-10,1.4970417076196854e-10,8.847904164396249e-09,2.643562904797911e-06,9.995230194583483e-07,1.2130704676309547e-07,9.750044225616626e-09,1.1929555261240647e-05,7.146619158444333e-16,7.804641836255025e-10,1.1544885711555868e-15,5.1839186583402115e-09,1.3910591898080382e-08,4.9813036860200255e-08,9.34422666095585e-12,9.04190115477947e-17,5.756420232665294e-13,1.2661722304202423e-07,1.3557201703192824e-06,1.6668237402337637e-09,3.66429301525293e-09,7.572366364084235e-07,5.155055351472687e-10
0.001105004476048406,0.5455684446106985,2.6184798128465137e-08,2.455702508414125e-09,8.458922457426741e-08,2.1919338885975805e-05,0.0,0.0,9.788733188392501e-05,1.5262256487282084e-05,2.499885427759877e-05,3.218458360384528e-07,5.061348110522407e-11,1.254592049967761e-24,9.267961828356983e-20,1.8007958162806285e-13,1.5950144171310065e-09,1.7904068998583323e-05,2.792524101119616e-22,1.004836341080675e-18,1.4611148681814918e-19,-5.936661819228664e-23,2.120561936006359e-15,8.493461196738407e-13,2.610539774324199e-13,1.4979599496926748e-16,1.3519050651222069e-23,3.4773020016214044e-16,8.810421172978945e-15,9.470147086120384e-19,8.524058292163061e-13,1.771067691336314e-19,5.703758370334645e-21,4.4591962583853676e-17,3.76,0.0,0.8525040577974596,0.9997147699786318,9.112961658370078e-05,5.540622248924858e-08,0.017669231864950893,0.012858007307078416,0.004707502369365914,7.1610427645364394e-09,5.745721267328706e-05,1.1584354538554638e-06,2.099827989127918e-14,3.652894359899348e-15,3.0099540830054566e-16,3.9457190604528565e-05,7.167103334175219e-17,6.574003098219649e-18,3.4658512488731085e-05,2.9069242137067245e-16,3.037077691854125e-13,2.0960516187143175e-22,1.8927967693117654e-16,3.571956095873962e-18,2.8145856813289103e-16,5.29420439500857e-15,8.575588901784934e-24,1.2251484468069351e-22,1.3549353375421471e-13,5.9159536633158604e-15,1.8687064358081072e-05,1.4420283970914962e-06,1.0093544874675762e-06,7.274173321066073e-08,5.8525649032611385e-06,0.00025865213223049397,0.00016793636961318277,2.1743031300631142e-08,1.2948087682481633e-08,2.6838519135067967e-10,1.5513439380077492e-10,9.170456321046519e-09,2.7083039941031003e-06,1.048843795683387e-06,1.225985713524631e-07,9.96087941562352e-09,1.2078342419925493e-05,7.489570838501521e-16,8.088890976869126e-10,1.1965341793915985e-15,5.294222014536287e-09,1.431567805556684e-08,5.1734796050253844e-08,9.700307996000447e-12,9.371191885314699e-17,5.966055706969873e-13,1.3127396718584395e-07,1.357862086070416e-06,1.72805947225767e-09,3.744264076777699e-09,7.794529993116994e-07,5.251813424541333e-10
0.001116995663755518,0.5455869530994012,2.6710248718218696e-08,2.5198105367644716e-09,8.676907992914583e-08,2.251967164227412e-05,0.0,0.0,9.963910486897185e-05,1.565872860883279e-05,2.5685127427354186e-05,3.3619678483382054e-07,5.244788411690981e-11,-2.326947074496809e-25,9.802531679395379e-20,1.8671578163825792e-13,1.6370766137297616e-09,1.829222878364877e-05,2.9740721776380703e-22,1.0375923490560531e-18,1.5652941166922936e-19,-2.412132742862609e-23,2.194257749426863e-15,9.008224434341641e-13,2.725568642635075e-13,1.607594880571224e-16,1.470179706943983e-23,3.687461097920933e-16,9.353491398649048e-15,9.983871141259062e-19,8.864807632991152e-13,1.867631652359125e-19,6.0283129168036244e-21,4.7794771627867806e-17,3.76,0.0,0.852302350275454,0.999709352878105,9.409582304571716e-05,5.7329395085577294e-08,0.017859358704113412,0.012994377089624459,0.004758253126641992,7.160113908499986e-09,5.745690127368606e-05,1.1835612876489097e-06,2.1454418151650992e-14,3.6653133838439636e-15,3.0417574781799434e-16,4.0083815339389986e-05,7.482658145693182e-17,6.86320306167026e-18,3.599886771546148e-05,3.034867127111984e-16,3.1253923105770844e-13,2.188250985781796e-22,1.9766758204925711e-16,3.730253007505863e-18,2.939318792784823e-16,5.528847605502164e-15,8.952804656216802e-24,1.2790392418804152e-22,1.4303132935818075e-13,5.979497365234237e-15,1.911328067411673e-05,1.5073821890242472e-06,1.030757687511559e-06,7.432258214737906e-08,5.978629532949625e-06,0.0002658194978496357,0.00017252436273542442,2.2310055962743988e-08,1.3228355192885567e-08,2.77856663344503e-10,1.6071616624598802e-10,9.502056994055931e-09,2.7740344480993723e-06,1.100316882913981e-06,1.2391703310169464e-07,1.0175039293997014e-08,1.2227458454426547e-05,7.846148942255635e-16,8.381100614321248e-10,1.2397572484925002e-15,5.4062738680881745e-09,1.4728602150749673e-08,5.3710086007058494e-08,1.0066339135455645e-11,9.70970395717845e-17,6.181561667642314e-13,1.3606214920308486e-07,1.3601148849421896e-06,1.7910204301560246e-09,3.825515307041393e-09,8.02194368210145e-07,5.349502268676266e-10
0.00112898685146263,0.5456054613639324,2.7242987765211745e-08,2.585258662366738e-09,8.898948038484991e-08,2.313189117869769e-05,0.0,0.0,0.0001014065212119429,1.606245359271228e-05,2.6383314614581675e-05,3.5106433246864037e-07,5.433428578425293e-11,-1.3226849381388737e-24,1.0364648400964221e-19,1.935519123308235e-13,1.6799144438666115e-09,1.8684488875424903e-05,3.166532887822305e-22,1.0710354939357088e-18,1.6763190416144268e-19,9.934231947691234e-23,2.270189752669962e-15,9.550109902467115e-13,2.844702558054733e-13,1.7242796516263883e-16,1.5977671875098222e-23,3.908426982694417e-16,9.925439866947024e-15,1.0521458296911442e-18,9.215625203128463e-13,1.9685529762974376e-19,6.368536621026386e-21,5.1200175825393724e-17,3.76,0.0,0.8521004291831552,0.9997038415462786,9.713799517489819e-05,5.93027970799273e-08,0.018049452779818433,0.013130654618789761,0.00480900229240016,7.159182769824681e-09,5.745658445869598e-05,1.2089525453983138e-06,2.1915382463431944e-14,3.6777247853401245e-15,3.073536486781722e-16,4.071393408116322e-05,7.80846875538566e-17,7.161788219717784e-18,3.737713094904371e-05,3.16696412530402e-16,3.215397130622749e-13,2.2834420039219825e-22,2.0632969786366465e-16,3.8937250353894955e-18,3.0681297460589397e-16,5.771162603376298e-15,9.342260165659775e-24,1.3346786652481199e-22,1.5090160590812006e-13,6.043033506215754e-15,1.9545117947381835e-05,1.5751205560816449e-06,1.0524986610589077e-06,7.592859906369878e-08,6.10667237669756e-06,0.0002731386234338187,0.0001772088213801962,2.288773933602493e-08,1.351312265914226e-08,2.8758364880319464e-10,1.664524096301897e-10,9.842883576701373e-09,2.8407560434406184e-06,1.1540232805576728e-06,1.2526278723704865e-07,1.0392547853709632e-08,1.2376917890357119e-05,8.216778629591667e-16,8.681426281071797e-10,1.2841807822477853e-15,5.520087919287967e-09,1.514943645432965e-08,5.5739811030355375e-08,1.0442493775500565e-11,1.0057617517080235e-16,6.403052798097301e-13,1.4098435298558921e-07,1.3624809655624362e-06,1.8557404037626657e-09,3.908056887456988e-09,8.254720986843305e-07,5.448136454211925e-10
0.001140978039169742,0.545623969456508,2.778306359163678e-08,2.6520667490709315e-09,9.125085162183415e-08,2.3756158516081328e-05,0.0,0.0,0.00010318953843805736,1.647352882439937e-05,2.7093523718063365e-05,3.6646278185089885e-07,5.627376231156876e-11,1.6033064743905636e-24,1.0952394417789018e-19,2.0059246951610624e-13,1.7235354239367102e-09,1.908084698730852e-05,3.3696847123398964e-22,1.1052611431771266e-18,1.7941882649558006e-19,-6.362166203649141e-23,2.348408526171298e-15,1.0120333333531826e-12,2.968051434588561e-13,1.8484062486117534e-16,1.7353034538592996e-23,4.1406638937200277e-16,1.0527564450438205e-14,1.1083833889819837e-18,9.576702325559359e-13,2.0739888587453963e-19,6.725062426281858e-21,5.4819317257057646e-17,3.76,0.0,0.8518982905243603,0.9996982347571519,0.00010025753435484755,6.132734228549444e-08,0.018239514141836704,0.013266838875466237,0.0048597501272782855,7.158249309407534e-09,5.7456262157670775e-05,1.2346090622707704e-06,2.2381169833925256e-14,3.690128490854511e-15,3.1052908378331025e-16,4.1347547120872854e-05,8.144751824675105e-17,7.46995617737253e-18,3.879399236118032e-05,3.303302716282427e-16,3.3071099125192756e-13,2.38168764530549e-22,2.1527184087895115e-16,4.062481957416743e-18,3.2011050431456694e-16,6.0213121431166116e-15,9.744213068370677e-24,1.3921035243096313e-22,1.5911532542741204e-13,6.106562088788729e-15,1.9982621758442894e-05,1.6453098079734514e-06,1.0745800374876101e-06,7.75599798531116e-08,6.236707629075125e-06,0.00028061181965116904,0.00018199123051284628,2.3476198098505768e-08,1.3802439234310278e-08,2.9757095868645525e-10,1.723461727070057e-10,1.0193115083901963e-08,2.9084701903729328e-06,1.210046459064857e-06,1.2663618887620713e-07,1.0613429019873524e-08,1.252673557312296e-05,8.601893920878149e-16,8.990024926669661e-10,1.3298279937398583e-15,5.635677809411684e-09,1.5578252682286366e-08,5.782487789563166e-08,1.0828945948691178e-11,1.0415114349278192e-16,6.630644823599619e-13,1.4604318579682098e-07,1.3649627157038285e-06,1.9222534832697757e-09,3.9918987682865664e-09,8.492978001204926e-07,5.547731078774966e-10
0.001152969226876854,0.5456424774298168,2.8330523335341794e-08,2.7202546642486226e-09,9.355361664187072e-08,2.4392635649502482e-05,0.0,0.0,0.00010498810934308665,1.689205206077028e-05,2.7815863594190114e-05,3.8240671150466935e-07,5.826739919197465e-11,1.0908011991946542e-25,1.15719841451969e-19,2.0784322422761543e-13,1.767946986905156e-09,1.94813008179203e-05,3.5847720849490515e-22,1.1401352223549633e-18,1.9184135307600597e-19,-5.868248012768509e-23,2.4289792991246997e-15,1.0720154989867027e-12,3.095727087657316e-13,1.980388194952605e-16,1.8834752229056416e-23,4.384652505610668e-16,1.1161210263246148e-14,1.1671951627068706e-18,9.948232273000993e-13,2.184100761054935e-19,7.098544558390728e-21,5.86638588308671e-17,3.76,0.0,0.8516959302733638,0.9996925312771149,0.00010345585642957735,6.340395308651776e-08,0.018429542839731815,0.013402928831015319,0.004910496896233173,7.157313488156954e-09,5.745593429879525e-05,1.2605306717955814e-06,2.2851777240678607e-14,3.702524425614507e-15,3.137020325860154e-16,4.198465551000355e-05,8.49172611649832e-17,7.787906430692954e-18,4.025014700734766e-05,3.4439712461593795e-16,3.400543574438897e-13,2.483051484322668e-22,2.244998837084874e-16,4.236634610498995e-18,3.3383320205199653e-16,6.27946054946452e-15,1.0158923466468868e-23,1.4513509784635604e-22,1.6768369629386378e-13,6.170083987350459e-15,2.042583873306231e-05,1.7180175062587468e-06,1.0970043985880843e-06,7.921691729017818e-08,6.368749157994097e-06,0.00028824141179217486,0.0001868730852668896,2.4075547839215185e-08,1.4096353716766118e-08,3.078232310232981e-10,1.7840042725261382e-10,1.055293208742186e-08,2.9771779269051625e-06,1.2684724105917117e-06,1.2803759286381868e-07,1.0837705964721432e-08,1.2676926668340756e-05,9.001962961622043e-16,9.307054745402381e-10,1.3767222819662457e-15,5.753056840886257e-09,1.6015121739276523e-08,5.996619550574532e-08,1.1225867226546499e-11,1.0782377703877363e-16,6.864454407307386e-13,1.5124127751497755e-07,1.367562511447553e-06,1.9905940485026487e-09,4.077050720760205e-09,8.736833413921053e-07,5.648301766873481e-10
