Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221)
3.415697351446128e-07,0.5438567342909597,1.6396354242383386e-11,3.665197731593139e-13,9.071738546906304e-11,4.132296434377135e-12,0.0,0.0,4.33886957817379e-09,4.4104491693659353e-13,2.084864333932153e-14,1.8215657425708205e-15,9.342393751020721e-18,1.7756429335183179e-35,5.478034719246311e-25,1.5974491118324646e-15,2.4874167110398404e-16,1.7310714091667025e-12,2.366909708474496e-33,2.2284140188087828e-29,2.4524954352525747e-30,1.7246698910693434e-30,1.4789030604509956e-16,4.424804593069847e-26,7.771691191541104e-22,5.156321316533404e-31,9.834449918876222e-40,7.838512877439002e-30,5.51918994382307e-32,1.08152540273045e-33,2.3061047405624785e-23,2.695271617037933e-35,1.0175332724644075e-35,4.290548216968707e-34,3.76,0.0,0.8705953608171082,0.9999425251930337,3.248211970303171e-11,2.233713976872688e-18,5.510487587107843e-06,4.03409183765845e-06,1.4691496042241344e-06,7.240932901280657e-09,5.7470307851857745e-05,1.1137277665585951e-13,1.3127780671977244e-22,2.4838861894638035e-15,9.463308056813178e-20,1.2696615020485814e-10,9.922009219734232e-32,2.197283405519179e-32,4.0235719238800804e-16,1.0639508168048232e-31,4.742956373541249e-21,2.8940620146242787e-37,2.579314754036659e-32,3.7294028991525804e-34,2.889007793980309e-32,2.420514557277597e-31,1.1879934293160992e-38,1.6967595460643423e-37,4.984925885832875e-32,1.8506941011683415e-18,1.7304222717409764e-12,1.8044348959659874e-16,2.902087303356031e-09,3.546143068424085e-10,6.728212419190651e-10,9.112879377612135e-12,2.196587614157854e-10,2.667592922326693e-13,7.224019016103975e-13,3.4342109950187656e-16,4.593270809203144e-15,8.988662974570146e-15,3.4077408385815425e-12,6.754958583478063e-17,4.1233581321604935e-09,1.0437571692078178e-12,6.501270938025049e-12,3.423516894265431e-27,3.139108941184653e-16,6.14777985978062e-22,1.4504027495592097e-11,8.182562753681329e-15,1.0504762540563865e-18,2.1247054897708854e-15,5.696774064970672e-23,4.019019181341904e-19,6.943620766141039e-16,4.23598101253776e-09,8.173765539288496e-18,1.72411350989143e-11,6.139093065246757e-15,8.519032918564204e-17
3.5113283352035934e-07,0.5438567492042352,1.7095922061108374e-11,3.8998906757445806e-13,9.507617119930993e-11,4.441181492706729e-12,0.0,0.0,4.465218935031271e-09,4.664501768543329e-13,2.2571098857412495e-14,1.8964327997119705e-15,9.872908620018631e-18,1.9339425517238023e-35,5.706702823805237e-25,1.6028868574725154e-15,2.6886877902322423e-16,1.82934852019177e-12,2.6238040048917845e-33,2.4410247584228202e-29,2.5746476000866597e-30,1.744749403698482e-30,1.479446976826236e-16,5.1500960453697304e-26,8.510655172670245e-22,5.767384153785781e-31,1.1353117534778693e-39,8.724135886379799e-30,6.633955686360821e-32,1.2818673583213216e-33,2.467877993016965e-23,3.1452969572736316e-35,1.1219447731263888e-35,5.0564612335363e-34,3.76,0.0,0.8705952062989829,0.9999425250580439,3.506534964609484e-11,2.483414573593178e-18,5.664766961308038e-06,4.147237628240726e-06,1.5102829019125415e-06,7.240932239219141e-09,5.747030865686325e-05,1.1770741921119614e-13,1.4243714374202118e-22,2.4838964965037293e-15,9.729066500694633e-20,1.3410640039226872e-10,1.1315310927551108e-31,2.462813091403574e-32,4.3064761344269923e-16,1.2228913693381543e-31,4.986852365341645e-21,3.301034986769639e-37,2.918373371160996e-32,4.236863480139326e-34,3.283066976985369e-32,2.7868997220809256e-31,1.3549316198831844e-38,1.935201783229455e-37,5.852057623914947e-32,1.902560274970927e-18,1.828677954810492e-12,1.9895739748657963e-16,2.976424165153982e-09,3.5793016746470906e-10,7.021541432332935e-10,9.796692215807274e-12,2.3113139461011477e-10,2.8095729272194334e-13,7.546914123476589e-13,3.530986050061646e-16,4.616315746312051e-15,9.336473181763723e-15,3.5883073623397957e-12,7.259589959331899e-17,4.235428590781514e-09,1.0925041754850328e-12,6.870215222418904e-12,3.859618471205896e-27,3.332332748672253e-16,6.469801424368104e-22,1.4898783973838834e-11,8.607019156765225e-15,1.1749109722386545e-18,2.150472736420089e-15,5.96972700845497e-23,4.20218027413612e-19,7.308035464232443e-16,4.354390567744259e-09,8.626434608915055e-18,1.7455428172258205e-11,6.333902343543563e-15,9.00269363387041e-17
3.6069593189610586e-07,0.5438567641175114,1.7801387778091145e-11,4.141090659947818e-13,9.949996043668853e-11,4.763024042782457e-12,0.0,0.0,4.591805022353588e-09,4.925849421926729e-13,2.438603452933238e-14,1.9718637767412706e-15,1.0412576300601812e-17,2.100768758288961e-35,5.937833063933313e-25,1.6078300800761867e-15,2.8999414341755237e-16,1.930338498671668e-12,2.9005398447618522e-33,2.666913027814425e-29,2.6977982397876935e-30,1.7631672293308267e-30,1.4799410935731388e-16,5.969060999447459e-26,9.294515270234408e-22,6.430381376364535e-31,1.3052379223045883e-39,9.679648431760273e-30,7.933508548107268e-32,1.5132074885595446e-33,2.6362283617801914e-23,3.6549428374603324e-35,1.2332477145425714e-35,5.9294768122533585e-34,3.76,0.0,0.8705950517807063,0.9999425249251012,3.777070190316187e-11,2.7530205565320176e-18,5.819046308437885e-06,4.2603833932564436e-06,1.5514161907197103e-06,7.240931574234458e-09,5.7470306994538565e-05,1.2421727148678384e-13,1.542005316053698e-22,2.4839067437219337e-15,9.994826674747701e-20,1.414381333488261e-10,1.2856079184635182e-31,2.7519366693189335e-32,4.601774867119821e-16,1.4001957166125237e-31,5.270593695595055e-21,3.751138914050453e-37,3.2912742100278193e-32,4.796992347611048e-34,3.718133497625836e-32,3.1964202717542067e-31,1.5395216783679129e-38,2.198870132802814e-37,6.83905546679133e-32,1.9544291454226097e-18,1.9296467563894097e-12,2.1878784936528813e-16,3.0504263180842124e-09,3.611417364927586e-10,7.318240215282712e-10,1.0509850239901795e-11,2.4286055532035595e-10,2.954683215755405e-13,7.873783409493696e-13,3.629762423404724e-16,4.637872541621089e-15,9.685266254582748e-15,3.773061769694527e-12,7.789140321935623e-17,4.347318646134828e-09,1.14186279589353e-12,7.249330651913758e-12,4.338505909761901e-27,3.530031461694868e-16,6.797308197401313e-22,1.5291729066776164e-11,9.040114418036274e-15,1.3101454664023135e-18,2.1760894410470822e-15,6.246294569507675e-23,4.38736242178962e-19,7.682676692157981e-16,4.472789930196055e-09,9.092055938451653e-18,1.7661269312978987e-11,6.5304599793901285e-15,9.499704963065138e-17
3.702590302718524e-07,0.5438567790307883,1.851243850932845e-11,4.3886692615770613e-13,1.0398671574318764e-10,5.0979300269642756e-12,0.0,0.0,4.718626389692053e-09,5.19450554348066e-13,2.6295873264513957e-14,2.047842477483357e-15,1.0960974506045556e-17,2.2762366024502318e-35,6.171253594336325e-25,1.6123240317365779e-15,3.1213632696001707e-16,2.0340413346149936e-12,3.198050507658383e-33,2.9064876017139973e-29,2.8218624032753597e-30,1.7800566304256118e-30,1.4803898191578563e-16,6.890638433262332e-26,1.0124435962778116e-21,7.148081444278278e-31,1.49472918903327e-39,1.0708275941520293e-29,9.442097325961275e-32,1.7794083896444863e-33,2.8112515092055695e-23,4.2301728513110734e-35,1.351667528769307e-35,6.920537719374602e-34,3.76,0.0,0.8705948972622768,0.9999425247895269,4.05999557355886e-11,3.043504338173001e-18,5.973325628499571e-06,4.373529132703169e-06,1.592549470662194e-06,7.240930909250491e-09,5.747030754461018e-05,1.3090233344559731e-13,1.6658273587607743e-22,2.4839170457850808e-15,1.0260585170283217e-19,1.489610495127805e-10,1.45550369907946e-31,3.066041119645214e-32,4.90972343731745e-16,1.5973958207619906e-31,5.531798002760406e-21,4.247519839610691e-37,3.700398619022431e-32,5.413671882942548e-34,4.19723949457995e-32,3.65278113389514e-31,1.7431025235527849e-38,2.489654503639145e-37,7.958411127719937e-32,2.0062955161885564e-18,2.033328678702823e-12,2.3998793395566014e-16,3.1240966298196544e-09,3.6425708173939566e-10,7.618229701400011e-10,1.1252684907912602e-11,2.5484458330963675e-10,3.102883210969046e-13,8.204495292496552e-13,3.730613113946068e-16,4.6580744728889494e-15,1.0034936124998446e-14,3.961980036328611e-12,8.344300414025395e-17,4.459028571265086e-09,1.1918170199729166e-12,7.638616379305479e-12,4.86309316655254e-27,3.732063578129556e-16,7.130105312359942e-22,1.5682886599253573e-11,9.481710580231648e-15,1.4567753756319873e-18,2.201559910708839e-15,6.526383802025624e-23,4.574479481716315e-19,8.067757680059722e-16,4.59117910073086e-09,9.57088499694533e-18,1.7859217565476597e-11,6.728805919712875e-15,1.0010066705664635e-16
3.798221286475989e-07,0.5438567939440657,1.9228776667286938e-11,4.642496312594156e-13,1.0853445488939788e-10,5.4459997084097335e-12,0.0,0.0,4.845681633028504e-09,5.47048346390512e-13,2.830303573494376e-14,2.124354411436787e-15,1.1517697280848503e-17,2.4604300631961964e-35,6.406796544297401e-25,1.6164096623887381e-15,3.3531355688515715e-16,2.140457019097422e-12,3.517285641718796e-33,3.160157469813394e-29,2.9467629671576586e-30,1.7955371521829112e-30,1.4807977533483938e-16,7.924321159606646e-26,1.1001563355137407e-21,7.923319232092203e-31,1.7053609281933205e-39,1.1813291104763454e-29,1.1186337531780635e-31,2.084695249258366e-33,2.9930422399328694e-23,4.877362227528404e-35,1.4774338652826318e-35,8.041293543008343e-34,3.76,0.0,0.8705947427436915,0.9999425246531256,4.3554834429721103e-11,3.3558561014592093e-18,6.1276049214952855e-06,4.486674846580003e-06,1.6336827417560075e-06,7.240930245639885e-09,5.747030850375481e-05,1.3776260505062305e-13,1.7959843763244654e-22,2.4839273574038487e-15,1.0526343115663182e-19,1.56674849776596e-10,1.6423341911494462e-31,3.4065559232792303e-32,5.230577039877626e-16,1.816104353690401e-31,5.7944299265315466e-21,4.793444121414188e-37,4.148230877969823e-32,6.090962762342422e-34,4.7235567859000635e-32,4.159893194757158e-31,1.966990958963366e-38,2.809445581306175e-37,9.223509046680968e-32,2.058161195938674e-18,2.1397237240652437e-12,2.626111734670146e-16,3.1974379239674195e-09,3.672836228788137e-10,7.921436446508275e-10,1.2025519946181737e-11,2.6708187423310054e-10,3.254132661086965e-13,8.538923437780532e-13,3.833606412720003e-16,4.677044025728861e-15,1.0385387327640247e-14,4.155038819776137e-12,8.925768663620906e-17,4.570558639449167e-09,1.24235169692267e-12,8.038071557393027e-12,5.436396461502894e-27,3.938289503846551e-16,7.468003142760095e-22,1.6072288382412685e-11,9.931671877086112e-15,1.6153974304648432e-18,2.226888161246694e-15,6.809836069443942e-23,4.763447374821652e-19,8.463499172950001e-16,4.709558080186311e-09,1.0063185942450908e-17,1.8049834333136907e-11,6.928980119251022e-15,1.0533778664786125e-16
3.8842891718577077e-07,0.5438568073660159,1.9877767474243438e-11,4.876174352071513e-13,1.1267796629793901e-10,5.77059587223657e-12,0.0,0.0,4.96023019083765e-09,5.725134682901884e-13,3.019469255808875e-14,2.1936603743787943e-15,1.2025542391006128e-17,2.6337196277637165e-35,6.6204643323364795e-25,1.619768281826298e-15,3.570728278927517e-16,2.238550614299921e-12,3.8239699754279106e-33,3.4008499838542483e-29,3.0598292221693306e-30,1.808352134549184e-30,1.4811332901869588e-16,8.9587902285973e-26,1.1832272434279145e-21,8.672623963080538e-31,1.9143624918166087e-39,1.2875857795575697e-29,1.298166434599156e-31,2.39667442040891e-33,3.162517979104709e-23,5.526973065507291e-35,1.5970984030506367e-35,9.171075424449386e-34,3.76,0.0,0.8705946036768304,0.9999425245313097,4.632301490575682e-11,3.656502262874932e-18,6.266456262051836e-06,4.5885059672081545e-06,1.6707026781876501e-06,7.240929648679331e-09,5.747030806548299e-05,1.4408665371207466e-13,1.918662757791619e-22,2.483936604580548e-15,1.0765526315904287e-19,1.6378022907356463e-10,1.8259182770871946e-31,3.7368159804586443e-32,5.530590493844045e-16,2.032731143093938e-31,6.054016212253251e-21,5.329938499592788e-37,4.586512909450876e-32,6.755849986595538e-34,5.240344436557783e-32,4.663089096464865e-31,2.186982707300572e-38,3.1236799541626014e-37,1.0498517305983275e-31,2.1048420463649473e-18,2.2377989873144e-12,2.8423345247714784e-16,3.2631660951730996e-09,3.699372294318237e-10,8.197016802457461e-10,1.274698349947415e-11,2.783106923063397e-10,3.3928314501737776e-13,8.842985809995249e-13,3.928185138443844e-16,4.693156024220821e-15,1.0701390537262774e-14,4.332313092064788e-12,9.472166764566477e-17,4.6707821491445564e-09,1.2883176915302134e-12,8.406275397808298e-12,5.9965960591629225e-27,4.127364815140539e-16,7.776319766258476e-22,1.642126369869622e-11,1.0343678776014019e-14,1.768912029784787e-18,2.249565094601322e-15,7.067690162304551e-23,4.935034527495329e-19,8.828969417642425e-16,4.8160904490156135e-09,1.0518003628558558e-17,1.8215583221935698e-11,7.110733090442115e-15,1.1016533705170419e-16
3.9703570572394265e-07,0.5438568207879663,2.0530614434952447e-11,5.114710466374723e-13,1.168679422111284e-10,6.1059970903570176e-12,0.0,0.0,5.07496612193775e-09,5.985736897286984e-13,3.2168901715560056e-14,2.2633793390347717e-15,1.2539541170470312e-17,2.814179269304816e-35,6.835607401988047e-25,1.6228508019865884e-15,3.796978116339596e-16,2.3388416052233716e-12,4.149748855616767e-33,3.6535893440677394e-29,3.173466004663312e-30,1.8201826196480545e-30,1.48144131392122e-16,1.0099946996432163e-25,1.2702942465282872e-21,9.473043156602448e-31,2.1430667091826596e-39,1.4005436103922004e-29,1.5014530402940352e-31,2.7476862798523147e-33,3.337620080619829e-23,6.245648657405692e-35,1.7230777362142812e-35,1.0425458730773967e-33,3.76,0.0,0.8705944646098399,0.9999425244084099,4.919548379311996e-11,3.9764238885983246e-18,6.4053075806883204e-06,4.6903370671270055e-06,1.7077226074753866e-06,7.240929051209494e-09,5.7470308374134717e-05,1.5055262213001879e-13,2.046696550069679e-22,2.4839458733861456e-15,1.1004708756772818e-19,1.7103976517346538e-10,2.0250340637340117e-31,4.090763293705171e-32,5.841451537660178e-16,2.269446085538091e-31,6.30943400306894e-21,5.911879070841674e-37,5.060205668233201e-32,7.4764878169704854e-34,5.800573064903302e-32,5.213885304638273e-31,2.425608457315698e-38,3.464526838610177e-37,1.191425968836574e-31,2.151521686275148e-18,2.338071883969812e-12,3.0709174981141364e-16,3.3286320579692827e-09,3.72529058137656e-10,8.475101343207813e-10,1.3493229883057039e-11,2.897422979538285e-10,3.5339390941239227e-13,9.149874931035364e-13,4.024594834741229e-16,4.708436568309271e-15,1.1017900978981813e-14,4.512906644297192e-12,1.0040965758266785e-16,4.770860395673587e-09,1.3347332913624857e-12,8.782715189454363e-12,6.601121257368888e-27,4.3196270975757015e-16,8.088487802738541e-22,1.6768836553714603e-11,1.0762257304975147e-14,1.933086712622229e-18,2.2721324564852315e-15,7.328073653815844e-23,5.108000899975676e-19,9.203429743851905e-16,4.922614564359596e-09,1.0984167603186535e-17,1.8376227691216746e-11,7.294028462693602e-15,1.1510102125189502e-16
4.056424942621145e-07,0.5438568342099168,2.118712837344226e-11,5.358007733196287e-13,1.2110304624952559e-10,6.452265782963586e-12,0.0,0.0,5.1898884863711295e-09,6.252299662800393e-13,3.422742264920125e-14,2.3335036078799717e-15,1.3059432377761056e-17,3.001861141356964e-35,7.052126185127506e-25,1.6256799241446458e-15,4.032011240677809e-16,2.4413299886802983e-12,4.495346990283515e-33,3.9186737174500023e-29,3.287628071945836e-30,1.8310989155945797e-30,1.4817239373486843e-16,1.1355924161814792e-25,1.3614370761169824e-21,1.0326781040737584e-30,2.3927679715582232e-39,1.5204506473537077e-29,1.7309908373703283e-31,3.141660106888697e-33,3.518416826142977e-23,7.038965788265222e-35,1.8555500735104385e-35,1.1814477118127427e-33,3.76,0.0,0.870594325542719,0.9999425242864336,5.217338722571089e-11,4.316378432547227e-18,6.5441588774063435e-06,4.792168146336605e-06,1.7447425296298471e-06,7.2409284534994575e-09,5.747030742314172e-05,1.571605102774961e-13,2.180191042741139e-22,2.48395510394097e-15,1.1243892491815754e-19,1.784532409741302e-10,2.240586725277256e-31,4.469529115100066e-32,6.163347437637957e-16,2.527600130971365e-31,6.586998724313291e-21,6.5419157059193736e-37,5.571342164986765e-32,8.256222060332647e-34,6.406857244856183e-32,5.815583663391172e-31,2.6839227194359044e-38,3.833508001135518e-37,1.348249608161663e-31,2.198203646915114e-18,2.440542417344559e-12,3.312258844839229e-16,3.393837812842544e-09,3.750634602306478e-10,8.755646264925153e-10,1.42644812827258e-11,3.0137562200388673e-10,3.6774269572897625e-13,9.459508692748523e-13,4.12287687721304e-16,4.722956021992372e-15,1.1334867517904819e-14,4.696803680538223e-12,1.0632690282411085e-16,4.870793578540196e-09,1.3815897586743614e-12,9.167390314731962e-12,7.252378608891773e-27,4.514979671010934e-16,8.404380186948041e-22,1.7115013874768143e-11,1.1187312977392051e-14,2.108376597401953e-18,2.2945927135341812e-15,7.590869788759897e-23,5.282292872062686e-19,9.5870546240719e-16,5.029130426828735e-09,1.1461894285275443e-17,1.8532109350367476e-11,7.478895382849353e-15,1.2014483800748712e-16
4.142492828002864e-07,0.543856847631868,2.1847127775928272e-11,5.605969055776943e-13,1.2538197451484148e-10,6.809461332870301e-12,0.0,0.0,5.304996367020701e-09,6.524832487068109e-13,3.637201296982695e-14,2.404026177579077e-15,1.358496618949363e-17,3.1968133116769344e-35,7.269930225003797e-25,1.6282765566249142e-15,4.275951767638089e-16,2.546015758690898e-12,4.861498461241482e-33,4.196401231797036e-29,3.402273915837936e-30,1.8411690481957147e-30,1.4819832711783064e-16,1.2735255802592377e-25,1.4567342522738085e-21,1.1236086044934308e-30,2.6648077100459423e-39,1.647557935703731e-29,1.9894748201603117e-31,3.582825162286989e-33,3.7049762872694856e-23,7.912814676214965e-35,1.9946977849248584e-35,1.3348672888293036e-33,3.76,0.0,0.870594186475466,0.999942524161729,5.525783842480767e-11,4.677134191023166e-18,6.6830101522074974e-06,4.893999204836847e-06,1.7817624446613616e-06,7.240927855972287e-09,5.747030886541143e-05,1.6391031812755395e-13,2.3192509835767847e-22,2.4839644094790815e-15,1.1483073582794803e-19,1.8602043966730784e-10,2.4735108875710306e-31,4.874273120796027e-32,6.496466510107557e-16,2.808601969664633e-31,6.838965328921995e-21,7.222790157004405e-37,6.122028064465519e-32,9.098525005977138e-34,7.061910835753787e-32,6.4716356205410524e-31,2.9631073680827693e-38,4.232281567973263e-37,1.5215666079649525e-31,2.2448810582722752e-18,2.5452105875297455e-12,3.5667589861456664e-16,3.4587853317979845e-09,3.7754451896249987e-10,9.038610323373727e-10,1.506095617120783e-11,3.1320962268067907e-10,3.8232666366561167e-13,9.7718078690833e-13,4.2230704151522455e-16,4.7367798469943094e-15,1.165224374920602e-14,4.8839887396780394e-12,1.124786997207199e-16,4.970581897287275e-09,1.4288787840582361e-12,9.560300156045922e-12,7.95283859845293e-27,4.713327819845835e-16,8.723873486296127e-22,1.7459807836068173e-11,1.1618752700483123e-14,2.295251548073469e-18,2.3169482122360738e-15,7.856042144337869e-23,5.457860408366071e-19,9.980022216049843e-16,5.135638037033459e-09,1.1951405006158907e-17,1.868354059915489e-11,7.665363004032951e-15,1.252967858107703e-16
4.228560713384583e-07,0.543856861053819,2.251043863904066e-11,5.858497233837799e-13,1.2970345489674797e-10,7.177640167075239e-12,0.0,0.0,5.4202888690460935e-09,6.803344830340123e-13,3.8604428449385664e-14,2.474940728423868e-15,1.4115903394622427e-17,3.3990726812559837e-35,7.488933453739526e-25,1.6306598578422388e-15,4.528921798420654e-16,2.6528989115525917e-12,5.24894700114128e-33,4.487070050214137e-29,3.517365367057141e-30,1.850455461660564e-30,1.482221314371638e-16,1.4246884877175232e-25,1.556263119376169e-21,1.220325054104255e-30,2.9605740065684484e-39,1.78211945216218e-29,2.2798072899014447e-31,4.075724528174779e-33,3.8973661743160126e-23,8.873409073967234e-35,2.140707643031474e-35,1.5039105551796545e-33,3.76,0.0,0.8705940474080799,0.9999425240385609,5.844991840496221e-11,5.059470145922412e-18,6.821861405093387e-06,4.995830242628122e-06,1.8187823525799635e-06,7.2409272585467635e-09,5.747030843673628e-05,1.708020456532459e-13,2.4639805810664455e-22,2.483973652392218e-15,1.1722256592132446e-19,1.937411447460961e-10,2.7247707774873454e-31,5.306183518012988e-32,6.8409965750588685e-16,3.113918990932066e-31,7.120903779113213e-21,7.957323489927092e-37,6.714442740324933e-32,1.0006997699133648e-33,7.76854855407621e-32,7.185645206210386e-31,3.264243714811429e-38,4.662430687139815e-37,1.7126909137580614e-31,2.2915621160812765e-18,2.6520763964733293e-12,3.8348204577746073e-16,3.5234765634386526e-09,3.7997603557130354e-10,9.323954802399623e-10,1.5882869417748368e-11,3.252432849713437e-10,3.9714299641287733e-13,1.008669602341196e-12,4.32521239333005e-16,4.7499687737387135e-15,1.1969987830651095e-14,5.074446691150089e-12,1.1887039361304906e-16,5.070225551492544e-09,1.4765925262491321e-12,9.96144409580531e-12,8.705034797320133e-27,4.914578747037121e-16,9.046847799432627e-22,1.7803231311687894e-11,1.205648476301242e-14,2.49417532965506e-18,2.339201171872789e-15,8.123445784092881e-23,5.634653850307709e-19,1.0382514257333405e-15,5.242137395584148e-09,1.2452926123887879e-17,1.8830822665646166e-11,7.853460485967395e-15,1.3055686333182041e-16
4.3146285987663015e-07,0.5438568744757704,2.3176894178733705e-11,6.115495068206422e-13,1.3406624652590887e-10,7.556855843871794e-12,0.0,0.0,5.535765118958254e-09,7.087846106294445e-13,4.092642298638138e-14,2.5462415828906426e-15,1.4652015242725505e-17,3.608671845056463e-35,7.709054716955766e-25,1.6328473493662755e-15,4.791041443007143e-16,2.761979443902571e-12,5.6584457816169656e-33,4.790978344722806e-29,3.63286710932803e-30,1.859015617147188e-30,1.4824398257648923e-16,1.5900168923728104e-25,1.6600998535445703e-21,1.3230610688228009e-30,3.281501633747384e-39,1.9243920540722887e-29,2.605105406025984e-31,4.625226030492271e-33,4.0956539005107764e-23,9.927296973129522e-35,2.2937709903606434e-35,1.6897358426694838e-33,3.76,0.0,0.8705939083405592,0.9999425239152638,6.175067653182003e-11,5.464175841481591e-18,6.960712636065608e-06,5.097661259710893e-06,1.8558022533953991e-06,7.240926661058541e-09,5.7470307803315934e-05,1.7783569282763133e-13,2.6144835063923715e-22,2.483982892137311e-15,1.1961439937021158e-19,2.0161514000209877e-10,2.9953603544792075e-31,5.766477128955279e-32,7.197126530537731e-16,3.44507803085552e-31,7.411314413617187e-21,8.748429450205129e-37,7.350840097455203e-32,1.0985371211592833e-33,8.529687203247951e-32,7.961371353284337e-31,3.5885587102376657e-38,5.1256898118657126e-37,1.9230080105594955e-31,2.3382436693036415e-18,2.761139846064303e-12,4.1168478316959617e-16,3.587913436208349e-09,3.8236154817241324e-10,9.611643379014714e-10,1.6730432447637888e-11,3.3747561950008237e-10,4.121889008662612e-13,1.0404099432325769e-12,4.4293376424179156e-16,4.762579036697636e-15,1.2288062244426695e-14,5.26816272106679e-12,1.2550737825710412e-16,5.169724740754645e-09,1.524723668224569e-12,1.0370821516423944e-11,9.511563186742526e-27,5.118641617553551e-16,9.373186739110971e-22,1.814529479024186e-11,1.250041882685076e-14,2.7056263567264163e-18,2.3613536950664774e-15,8.393026611052282e-23,5.812626913075505e-19,1.0794715925319186e-15,5.348628503091129e-09,1.2966689595194479e-17,1.897424177826202e-11,8.043216995593427e-15,1.3592506924867277e-16
4.4006964841480203e-07,0.5438568878977218,2.384633495154901e-11,6.376865563166882e-13,1.3846914160932228e-10,7.947158955394845e-12,0.0,0.0,5.651424264862719e-09,7.378345679342518e-13,4.333974836359965e-14,2.6179236764575565e-15,1.5193084337868366e-17,3.825642273872308e-35,7.93021940491306e-25,1.6348549733255877e-15,5.062428682551091e-16,2.8732573523622355e-12,6.090757910678975e-33,5.108424265815021e-29,3.748746691324575e-30,1.866903015374597e-30,1.4826403596135918e-16,1.770492742458062e-25,1.768319363957059e-21,1.4320550736996794e-30,3.6290765677058617e-39,2.074635740523103e-29,2.968734008081625e-31,5.2365709616720856e-33,4.2999066148999846e-23,1.1081397889197003e-34,2.4540845321325175e-35,1.893559750473744e-33,3.76,0.0,0.8705937692729023,0.9999425237907895,6.516112866908581e-11,5.892052115034504e-18,7.0995638451257605e-06,5.199492256085447e-06,1.8928221471171132e-06,7.240926063517097e-09,5.747030801429768e-05,1.850112596237764e-13,2.7708628485904215e-22,2.483992159343647e-15,1.2200622166599112e-19,2.0964220955187628e-10,3.286306240552267e-31,6.256401715344859e-32,7.565045643656899e-16,3.803672066237642e-31,7.696433531099857e-21,9.599117190345996e-37,8.033556511431052e-32,1.2037521308305292e-33,9.348357095363847e-32,8.802745980466693e-31,3.9372998375795333e-38,5.623833449290264e-37,2.153984128874732e-31,2.384923354112483e-18,2.872400937785837e-12,4.4132477368137375e-16,3.6520978554866154e-09,3.8470434039771094e-10,9.901642095418176e-10,1.7603853230772838e-11,3.4990566279632215e-10,4.2746161014885144e-13,1.0723947192330661e-12,4.535478871506655e-16,4.774662439124844e-15,1.2606433709007627e-14,5.465122336292954e-12,1.3239510024399886e-16,5.269079664670491e-09,1.573265407324125e-12,1.0788431800321392e-11,1.0375086603765017e-26,5.325427851955052e-16,9.702777748519883e-22,1.8486007457250858e-11,1.2950466035141547e-14,2.930088055840188e-18,2.3834077715564117e-15,8.664720943334448e-23,5.991735457654792e-19,1.121681586103529e-15,5.4551113601646714e-09,1.3492933034474017e-17,1.9114062901512518e-11,8.234661708052847e-15,1.4140140221863203e-16
