Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234)
2.2374258829396488e-07,0.8027930510072374,5.3482281517146705e-06,3.2192532243967034e-07,7.415144658098985e-07,4.120013256864803e-06,0.0,0.0,2.576502704198526e-06,4.041099273854963e-09,5.533084318914448e-09,7.464692515496028e-16,1.185490413296696e-11,3.4574739433238895e-24,4.753942196920617e-19,1.704023771103822e-19,5.936072229158817e-19,1.2450144404969546e-07,3.268691720050274e-19,5.966681074572866e-13,5.6888938954475045e-18,9.65153921232987e-24,1.1740948800222564e-20,3.3822180795069933e-21,7.059327649674392e-16,3.3666450679639305e-25,1.0294163109301364e-25,2.0610323472331466e-29,6.744119783048845e-39,6.785497954784681e-36,1.7971610057866878e-14,2.1358447671746412e-32,6.779267739984186e-27,7.650227840047074e-31,3.76,0.0,0.6912934561589447,0.9984466515618179,2.723748445842152e-07,6.978827367396828e-25,0.0272428949868583,0.022026086471081095,0.005110502957642206,3.2304999951560174e-05,0.001549698325053867,3.655538514809547e-05,3.6474585848572395e-10,4.74897419008866e-09,2.8008641312935555e-15,5.296308958523666e-07,2.0375980117413434e-14,3.382426520706452e-14,2.959024754834318e-09,2.7103373264702612e-14,4.383406477144647e-12,1.8239334848448488e-20,5.808058833200875e-14,1.1652962256283594e-16,3.4844766122864948e-15,1.1347028966315173e-14,1.1168428645551866e-21,1.0071549791875013e-20,1.77405529799608e-15,1.7261256822316234e-12,1.2456010352866272e-07,3.556502433561582e-09,2.074133795332587e-06,2.921278691575365e-07,4.494272871545107e-06,3.0532275224336777e-07,5.449442349947622e-06,2.9180414087262477e-07,9.849620654140344e-08,2.679177204982523e-08,5.0525009561524356e-08,1.2563241702320912e-08
2.299773186789839e-07,0.8029018043826284,5.604814147538511e-06,3.417672539520054e-07,7.966004735576842e-07,4.439625904569689e-06,0.0,0.0,2.6494172147209288e-06,4.26065806507115e-09,6.005958632133225e-09,8.385302291324838e-16,1.284478316072498e-11,4.190810696470348e-24,5.454111518461219e-19,1.9298724563029454e-19,6.8215322967894955e-19,1.3149006004778947e-07,3.983167692423054e-19,6.576774349483209e-13,6.937865267382164e-18,1.2002752606606523e-23,1.3267960668268498e-20,3.870030943534885e-21,7.542735006627419e-16,4.292072893068281e-25,1.3464101103933146e-25,2.54060300141219e-29,9.158008651107815e-39,8.471096814369288e-36,1.9195434057997595e-14,2.702306734241242e-32,8.649801668623162e-27,9.788653296425874e-31,3.76,0.0,0.6905495276896877,0.9984465036796996,3.0163760404130544e-07,8.576808241476437e-25,0.027988126781551825,0.022626889647153585,0.005250807372196127,3.227513100148617e-05,0.0015496980852260272,3.86105648979621e-05,3.8945187664684775e-10,4.751932250579038e-09,2.8770017943291165e-15,5.591611730954698e-07,2.339900441362523e-14,3.851832183795e-14,3.1252813640689586e-09,3.109411399520016e-14,4.517128953646186e-12,2.0946628912779832e-20,6.606327708218831e-14,1.3257827714725475e-16,3.964663521704974e-15,1.2866559030747073e-14,1.2825980622588636e-21,1.1566446006298464e-20,2.097045291153928e-15,1.7733373230916946e-12,1.3155385617831398e-07,4.0422832550316735e-09,2.1538015636149017e-06,3.065228548790686e-07,4.764577529935322e-06,3.316181404973792e-07,5.811127463327383e-06,3.0168248151513874e-07,1.0137640866443705e-07,2.9199060397388606e-08,5.4759574950266926e-08,1.3709518983083154e-08
2.362120490640029e-07,0.8030104524401619,5.8660518295663424e-06,3.6217505381187857e-07,8.538888641606805e-07,4.7740916666197204e-06,0.0,0.0,2.72245185496423e-06,4.4856083017855046e-09,6.504846374136999e-09,9.39375638581826e-16,1.3889187001938448e-11,5.054627400596613e-24,6.236852405620575e-19,2.1779425927856644e-19,7.809552994468902e-19,1.3866673352266792e-07,4.825710673889746e-19,7.228780242043743e-13,8.414253574076657e-18,1.4833988447444854e-23,1.494211576676644e-20,4.412904320596953e-21,8.047349738987583e-16,5.444729381354178e-25,1.7477282788504288e-25,3.1140632040904465e-29,1.2332572640517624e-38,1.0515256213174825e-35,2.046751090078564e-14,3.4022052539597906e-32,1.1000709326746266e-26,1.244255960295228e-30,3.76,0.0,0.6898063717896743,0.9984463525509554,3.3305564575724054e-07,1.048271592362911e-24,0.028732614386875056,0.023226952494409397,0.005390995623021033,3.224529217590605e-05,0.0015496978403783674,4.072120914734911e-05,4.1501050427044647e-10,4.75488597654407e-09,2.9530249148751307e-15,5.894682852090286e-07,2.6764120549299547e-14,4.3707030770532986e-14,3.2960216994334025e-09,3.553254249342755e-14,4.6517300701020035e-12,2.396025642973456e-20,7.48761173857617e-14,1.5029915970471388e-16,4.494914859943473e-15,1.4539655094860757e-14,1.4671064416672802e-21,1.3230486913805771e-20,2.4671284588834425e-15,1.8204971161457514e-12,1.3873596531602446e-07,4.577483286882793e-09,2.2347170384300286e-06,3.2126259957438e-07,5.043920688252361e-06,3.5943499806252846e-07,6.1877714029688495e-06,3.116639604039479e-07,1.0426366257837565e-07,3.175769836735129e-08,5.9310103983428416e-08,1.4951290801639048e-08
2.424467794490219e-07,0.8031189953285317,6.131898811802563e-06,3.8314702071537446e-07,9.133848550214847e-07,5.123657362550757e-06,0.0,0.0,2.7956107984772704e-06,4.715923538998653e-09,7.030424076010484e-09,1.0496365068655143e-15,1.498980492169825e-11,6.067928501742705e-24,7.10959433398871e-19,2.449692496008977e-19,8.90884187681569e-19,1.4603124824098126e-07,5.814420937716936e-19,7.924193017457569e-13,1.0151358491366527e-17,1.8225159120673638e-23,1.6772965317519607e-20,5.015483088467881e-21,8.573730831431281e-16,6.874084344273002e-25,2.252449897020263e-25,3.7965739421463104e-29,1.647706474532459e-38,1.298255839398728e-35,2.1788643953647204e-14,4.2637889093093584e-32,1.3944455207827145e-26,1.571772949655096e-30,3.76,0.0,0.6890639872483071,0.9984461981222491,3.6671525183985055e-07,1.2745438945645047e-24,0.029476358578457415,0.02382627574237555,0.005531067838678027,3.221548342418943e-05,0.001549697590428073,4.288725976962951e-05,4.4142199062161825e-10,4.757835369403855e-09,3.028933660805272e-15,6.205503567375174e-07,3.0498436995458635e-14,4.942664700934995e-14,3.471241940538606e-09,4.0453770748721034e-14,4.787236412535144e-12,2.730446088524001e-20,8.457885568862583e-14,1.698128486271825e-16,5.0788427281974195e-15,1.6377013674125706e-14,1.6718519672711874e-21,1.5077058401240126e-20,2.889538935838073e-15,1.8676051435609995e-12,1.4610622414525606e-07,5.165444447161405e-09,2.3168738580318358e-06,3.3634626232521995e-07,5.332363014064817e-06,3.888203040584587e-07,6.579651235548771e-06,3.217508385874495e-07,1.071582605841549e-07,3.447281755284264e-08,6.419252977893382e-08,1.6295585859479546e-08
2.4868150983404094e-07,0.803227433196114,6.402315273675468e-06,4.0468173557582416e-07,9.750925044243403e-07,5.488566836242071e-06,0.0,0.0,2.868898185005089e-06,4.951577860028971e-09,7.58336675447368e-09,1.1699780725383744e-15,1.614835436439522e-11,7.251899311114081e-24,8.080229907942148e-19,2.746630060717597e-19,1.0128602490524806e-18,1.5358338819878893e-07,6.969286834932975e-19,8.664508018876135e-13,1.2186219795264923e-17,2.2266584056593233e-23,1.8770408620449876e-20,5.682688489010996e-21,9.122447819238465e-16,8.63902700217691e-25,2.883248979080248e-25,4.6052712450663467e-29,2.1850472816689204e-38,1.5947331074008412e-35,2.3159649734069952e-14,5.320775342047669e-32,1.7616733971414208e-26,1.973813794440823e-30,3.76,0.0,0.6883223728596642,0.9984460403403325,4.0270301023677836e-07,1.5420084891959947e-24,0.03021936013067959,0.02442486011831952,0.005671024148011226,3.218570469590702e-05,0.0015496973352924657,4.510865866919551e-05,4.686864533814312e-10,4.760780430583209e-09,3.104728199455557e-15,6.524055156053471e-07,3.463030640671303e-14,5.5714943040856043e-14,3.6509383594644977e-09,4.5894500877760813e-14,4.923674549550548e-12,3.100459294274095e-20,9.523367252293428e-14,1.9124484403713163e-16,5.720206755019749e-15,1.8389749442720095e-14,1.8983863659968085e-21,1.7120157658301023e-20,3.369917475135943e-15,1.9146614874718043e-12,1.5366442619740545e-07,5.809618937229055e-09,2.4002658432095543e-06,3.517730295150229e-07,5.629962496087514e-06,4.1982116211424054e-07,6.987042975307473e-06,3.3194535383405686e-07,1.1006049232463815e-07,3.734955969930886e-08,6.942301039971966e-08,1.7749779468430534e-08
2.5491624021905995e-07,0.8033357661909739,6.67726380986111e-06,4.2677806063171417e-07,1.0390148076512832e-06,5.869061109477647e-06,0.0,0.0,2.9423181222313786e-06,5.192545869678974e-09,8.164347916296478e-09,1.301101239114201e-15,1.7366581406946932e-11,8.630090805427563e-24,9.15713063753099e-19,3.0703129692397735e-19,1.1478551175200602e-18,1.6132293761945547e-07,8.312311817246074e-19,9.451221251657065e-13,1.4559914564763828e-17,2.705997842745634e-23,2.0944698326763157e-20,6.419729223355266e-21,9.694080736394913e-16,1.0809399077934264e-24,3.666941874369762e-25,5.559470830387385e-29,2.877160736084584e-38,1.949487239439175e-35,2.4581357903785516e-14,6.613332004338901e-32,2.2180536437085842e-26,2.4648525689957013e-30,3.76,0.0,0.687581527422363,0.998445879152017,4.4110577233889203e-07,1.8568591369872767e-24,0.03096161981667922,0.02502270634726177,0.005810864680146452,3.215595594082427e-05,0.0015496970748889655,4.738534778137666e-05,4.968038938102483e-10,4.76372116151089e-09,3.180408697626896e-15,6.850318931083143e-07,3.918933927704563e-14,6.261122243820959e-14,3.8351073207246235e-09,5.189304201684828e-14,5.061071057035675e-12,3.5087122058401974e-20,1.0690520263268364e-13,2.147256086236411e-16,6.422915321806371e-15,2.058939832565373e-14,2.1483298379153215e-21,1.9374399590255225e-20,3.914329623670526e-15,1.961666229979666e-12,1.61410365331673e-07,6.513568450494825e-09,2.484886999420336e-06,3.6754211386910256e-07,5.936774557698314e-06,4.5248478416287764e-07,7.410221615811703e-06,3.422497222442851e-07,1.1297064497027036e-07,4.039307543490474e-08,7.501791909165161e-08,1.932159815943813e-08
2.6115097060407897e-07,0.8034439944608686,6.956709290439943e-06,4.494351372827541e-07,1.1051537879676659e-06,6.265378526508222e-06,0.0,0.0,3.015874687426599e-06,5.438802687608256e-09,8.774039562725097e-09,1.4437440663891094e-15,1.864626117571415e-11,1.0228614694201102e-23,1.0349162857627577e-18,3.422348910913211e-19,1.2968934226149551e-18,1.6924968095155582e-07,9.867645020965648e-19,1.0285829004944532e-12,1.731786849050245e-17,3.27195012847141e-23,2.3306445901136586e-20,7.232112872320738e-21,1.0289220069610688e-15,1.3467733613031789e-24,4.635099008246375e-25,6.680890191313936e-29,3.763090990837468e-38,2.3722805243143875e-35,2.6054611265710778e-14,8.189218203109465e-32,2.783079021017373e-26,3.0617266008069007e-30,3.76,0.0,0.6868414497394281,0.9984457145041445,4.820106140396586e-07,2.2260381240811576e-24,0.03170313840835637,0.02561981515198799,0.005950589564490092,3.212623710889528e-05,0.0015496968091350454,4.971726907236039e-05,5.257742101713718e-10,4.766657563618816e-09,3.255975321587521e-15,7.184276239050813e-07,4.420641688134191e-14,7.015633271016099e-14,4.0237452813054006e-09,5.848932632067617e-14,5.1994525417457766e-12,3.9579647441344804e-20,1.1966055395155266e-13,2.403906061522652e-16,7.191026718497968e-15,2.2987920407706705e-14,2.4233717268605624e-21,2.18550228690122e-20,4.529284077194403e-15,2.0086194531530825e-12,1.693438357349307e-07,7.280963354461751e-09,2.570731517126333e-06,3.8365275355213414e-07,6.2528521664170504e-06,4.868584749765466e-07,7.84946116147313e-06,3.5266613974518054e-07,1.1588900339115801e-07,4.360852309225224e-08,8.099383479758647e-08,2.101912407914547e-08
2.67385700989098e-07,0.8035521181532536,7.240618730469038e-06,4.7265238287540956e-07,1.1735105826339128e-06,6.677754890246673e-06,0.0,0.0,3.089571929007483e-06,5.6903239419026106e-09,9.413112193918824e-09,1.598683299337587e-15,1.9989198230263123e-11,1.2076349074930689e-23,1.1665703803808576e-18,3.8043958138133416e-19,1.4610545427651513e-18,1.773634028667889e-07,1.1661715321581897e-18,1.11698275072292e-12,2.0510181506682416e-17,3.937286455780253e-23,2.586662727973079e-20,8.12565764957099e-21,1.0908466717849053e-15,1.671122100732208e-24,5.824726363615441e-25,7.993889558602987e-29,4.890422463078836e-38,2.874257294421192e-35,2.758026576426993e-14,1.0105111633164312e-31,3.479963633648638e-26,3.783955101857613e-30,3.76,0.0,0.6861021386181687,0.9984455463435608,5.255048000663953e-07,2.657306437319636e-24,0.03244391667637888,0.02621618725306083,0.006090198930728142,3.209654815025718e-05,0.0015496965379481814,5.210436453911474e-05,5.5559720962086e-10,4.769589638341454e-09,3.3314282370753283e-15,7.525908460086932e-07,4.971370352864479e-14,7.839267742163363e-14,4.216848790776467e-09,6.572492410012693e-14,5.338845663714679e-12,4.451090838495262e-20,1.3356932547494114e-13,2.6838033773367477e-16,8.028750232048387e-15,2.5597702665890923e-14,2.7252711525598597e-21,2.4577895636960297e-20,5.2217512044393485e-15,2.0555212390273406e-12,1.774646319215906e-07,8.115581852327459e-09,2.657793770805002e-06,4.001042113185275e-07,6.57824593938032e-06,5.229896174137608e-07,8.305034658646805e-06,3.631967834783479e-07,1.1881585031687277e-07,4.700106761794097e-08,8.736753295286786e-08,2.28507991806282e-08
2.73620431374117e-07,0.8036601374152862,7.528961168245563e-06,4.964294866149974e-07,1.2440855241084478e-06,7.1064235906413645e-06,0.0,0.0,3.163413868013141e-06,5.947085762829841e-09,1.0082234813395642e-08,1.7667359342604432e-15,2.1397226916776044e-11,1.420515500977076e-23,1.3116657859344355e-18,4.218162089823612e-19,1.641474396520801e-18,1.8566388825789925e-07,1.3723368773234819e-18,1.2104712612969774e-12,2.419196796522248e-17,4.716250432035488e-23,2.863658873046541e-20,9.106504495162069e-21,1.1552431956915506e-15,2.0653925380854064e-24,7.27902238882634e-25,9.525733304568197e-29,6.316880370391525e-38,3.4681089408372404e-35,2.9159190489162777e-14,1.2428145452408643e-31,4.336240780902406e-26,4.6540925774276855e-30,3.76,0.0,0.6853635928700557,0.9984453746170897,5.716757514088859e-07,3.159318827011134e-24,0.03318395539018747,0.026811823368831436,0.006229692908825366,3.206688901522453e-05,0.0015496962612458185,5.454657620931322e-05,5.862726187350146e-10,4.772517387115201e-09,3.4067676093002638e-15,7.875197007781227e-07,5.574465815133693e-14,8.73642276117e-14,4.414414491468569e-09,7.364305812940639e-14,5.479277157522763e-12,4.991079399758266e-20,1.4870362406527746e-13,2.988403759302979e-16,8.940447170036317e-15,2.8431561531684716e-14,3.055857606032093e-21,2.75595208792502e-20,5.999181730224644e-15,2.1023716696046537e-12,1.8577254873347246e-07,9.021309129705099e-09,2.7460683169076747e-06,4.1689577371210356e-07,6.913004244901912e-06,5.609256583503886e-07,8.777214226224283e-06,3.7384381309161496e-07,1.217514664851664e-07,5.057587956638444e-08,9.415597656612984e-08,2.4825429214594325e-08
2.79855161759136e-07,0.8037680523938314,7.82170755161588e-06,5.207664047569536e-07,1.3168782166106854e-06,7.5516157257265e-06,0.0,0.0,3.2374044995026374e-06,6.209064776773493e-09,1.0782074932485605e-08,1.9487608219059988e-15,2.287221169365728e-11,1.6650104359563662e-23,1.4712472987406442e-18,4.665406893979228e-19,1.839347272517323e-18,1.9415092223660535e-07,1.6084009350305113e-18,1.3091979517637346e-12,2.842371156936996e-17,5.624681571064552e-23,3.162805292130554e-20,1.0181129517275886e-20,1.2221737408587848e-15,2.5429276007797603e-24,9.048216298554359e-25,1.1306873502231287e-28,8.112184725445769e-38,4.168255802570767e-35,3.0792267682563895e-14,1.5237684960793384e-31,5.384438035338203e-26,5.698120028959257e-30,3.76,0.0,0.6846258113106071,0.9984451992715107,6.206110156779404e-07,3.7417040013878676e-24,0.033923255318000695,0.02740672421545045,0.006369071629024613,3.20372596542839e-05,0.001549695978945342,5.704384614126152e-05,6.178000928258468e-10,4.7754408113776704e-09,3.481993602946599e-15,8.232123329098498e-07,6.23340452533576e-14,9.711653253349133e-14,4.6164391187155776e-09,8.228861715145123e-14,5.620773852491006e-12,5.581035234715478e-20,1.6513808022790556e-13,3.3192139677654076e-16,9.930631821687656e-15,3.1502745289004825e-14,3.417031509103118e-21,3.081704147244383e-20,6.8695255679507865e-15,2.1491708268542848e-12,1.9426738133967155e-07,1.000213649148747e-08,2.835549890990537e-06,4.340267503119971e-07,7.257173300217e-06,6.007140952676418e-07,9.266271085658203e-06,3.846093719408145e-07,1.2469613078034352e-07,5.4338134174627095e-08,1.0137630758818948e-07,2.6952187527356882e-08
2.86089892144155e-07,0.803875863235466,8.118830631704871e-06,5.456633552169945e-07,1.391887608216179e-06,8.01356021582816e-06,0.0,0.0,3.3115477938786536e-06,6.476238100336081e-09,1.1513298574790716e-08,2.1456603073056126e-15,2.4416047431731648e-11,1.944971921566353e-23,1.6464157362118413e-18,5.147940398949613e-19,2.0559276990030047e-18,2.0282429013153547e-07,1.8777742909473753e-18,1.4133122498713129e-12,3.32716352780716e-17,6.680145286171413e-23,3.4853125202051614e-20,1.1356356789943648e-20,1.2917015013830171e-15,3.1192860286704267e-24,1.119049401895214e-24,1.3371257507703394e-28,1.0360191177954544e-37,4.991047487294036e-35,3.248039274984588e-14,1.8627376121762948e-31,6.662837067431339e-26,6.945877171249947e-30,3.76,0.0,0.6838887927592769,0.9984450202535347,6.723982402305575e-07,4.415150205392745e-24,0.03466181722681983,0.02800089050687877,0.006508335221846217,3.200766001808873e-05,0.001549695690964026,5.959611642382599e-05,6.501792241826713e-10,4.7783599125671e-09,3.55710638217506e-15,8.596668904294708e-07,6.9517945240144e-14,1.0769672974013587e-13,4.822919501157232e-09,9.170816861002889e-14,5.76336269182419e-12,6.224179903989754e-20,1.8294986289418818e-13,3.6777920978682683e-16,1.1003972358535253e-14,3.4824936313770824e-14,3.810764739288703e-21,3.4368244920743845e-20,7.841250792092796e-15,2.1959187927123113e-12,2.029489252364268e-07,1.1062160493472435e-08,2.92623340424867e-06,4.514964730218509e-07,7.610797265500629e-06,6.424024634710208e-07,9.77247559035061e-06,3.9549558820668027e-07,1.2765012036184024e-07,5.8293010514638294e-08,1.0904583857089072e-07,2.9240618671996895e-08
2.9232462252917404e-07,0.8039835700864824,8.420304863478918e-06,5.711208117257258e-07,1.4691120586585403e-06,8.492483911379174e-06,0.0,0.0,3.385847698141662e-06,6.748583334603663e-09,1.227657028065029e-08,2.3583819060866562e-15,2.6030659691288954e-11,2.2646223281700554e-23,1.8383296211481467e-18,5.66762408546901e-19,2.292532353746918e-18,2.1168377748616847e-07,2.18415242922354e-18,1.5229634680340622e-12,3.880808638727505e-17,7.902069516630311e-23,3.832430010527649e-20,1.2639371514599548e-20,1.3638907009753512e-15,3.812554649721556e-24,1.3773018320003749e-24,1.5756661602182638e-28,1.3161355694040345e-37,5.954983323690428e-35,3.422447427391525e-14,2.270750165471566e-31,8.216326225915534e-26,8.431539099476177e-30,3.76,0.0,0.6831525360393476,0.9984448375097837,7.271251479027125e-07,5.1914964452633e-24,0.03539964188243346,0.028594322954897947,0.006647483818087508,3.197809005745462e-05,0.0015496953972190081,6.220332917636352e-05,6.834095493657534e-10,4.781274692121882e-09,3.632106110625014e-15,8.968815246833379e-07,7.733376415251779e-14,1.1915355454032282e-13,5.0338525610993865e-09,1.0194997063636063e-13,5.90707075070305e-12,6.923852526196834e-20,2.0221869324770217e-13,4.0657478602420123e-16,1.2165291676898304e-14,3.841225316079843e-14,4.23910112183796e-21,3.8231567795729325e-20,8.923362741540586e-15,2.242615649081792e-12,2.1181697624698916e-07,1.2205582072988759e-08,3.0181139396597538e-06,4.6930429539942613e-07,7.973918334254676e-06,6.860383239148059e-07,1.029609725434759e-05,4.0650457593261416e-07,1.3061371078365727e-07,6.244569071965758e-08,1.171820446168535e-07,3.170064183921737e-08
2.9855935291419305e-07,0.8040911730928937,8.726106312624681e-06,5.971394976349697e-07,1.5485494030142505e-06,8.988611694759148e-06,0.0,0.0,3.460308137078768e-06,7.026078559564223e-09,1.307255311161084e-08,2.5879200170568618e-15,2.7718004978059985e-11,2.6285805571994937e-23,2.0482068884598613e-18,6.226371049468624e-19,2.5505420151380127e-18,2.2072917005678088e-07,2.5315307490684196e-18,1.6383007819536856e-12,4.511193699128416e-17,9.311888117612623e-23,4.2054468072217655e-20,1.40377335533845e-20,1.4388065910050333e-15,4.643696645291891e-24,1.687304997792334e-24,1.850505291283377e-28,1.663556398017741e-37,7.080954803455289e-35,3.602543403311568e-14,2.760768425367121e-31,1.0097354390537834e-25,1.0194141069122932e-29,3.76,0.0,0.6824170399778263,0.9984446509867702,7.848795151966453e-07,6.0838296297990036e-24,0.03613673004942197,0.02918702226912022,0.006786517548822413,3.194854972335428e-05,0.0015496950976272648,6.486542654865313e-05,7.17490555663046e-10,4.784185151479915e-09,3.706992951416654e-15,9.348543903302297e-07,8.582024282598565e-14,1.3153734884628949e-13,5.249235314928526e-09,1.1306398331715313e-13,6.051925253355813e-12,7.683510529798618e-20,2.230268576281824e-13,4.484742842997267e-16,1.3419568184288475e-14,4.227925250356377e-14,4.7041568897511165e-21,4.2426099887259513e-20,1.0125423244962799e-14,2.289261477833206e-12,2.2087133052149007e-07,1.3436705682361393e-08,3.1111867478840087e-06,4.874495920239681e-07,8.346576820172414e-06,7.316692516073103e-07,1.0837404780310198e-05,4.1763843598988216e-07,1.3358717610541385e-07,6.680135928125799e-08,1.2580255562016227e-07,3.434255411440337e-08
3.0479408329921207e-07,0.8041986724004381,9.036212568295219e-06,6.23720379465073e-07,1.630197011446323e-06,9.502166576537887e-06,0.0,0.0,3.5349330143910865e-06,7.3087023286727184e-09,1.3901908654899579e-08,2.8353176708910335e-15,2.948007098002683e-11,3.041889680551806e-23,2.2773266155047695e-18,6.826146326605243e-19,2.8314035552840047e-18,2.299602538103985e-07,2.9242198802998795e-18,1.759473211207677e-12,5.226900002561273e-17,1.093319114143462e-22,4.6056922409362495e-20,1.555939134223167e-20,1.5165154488620106e-15,5.636939008998628e-24,2.057917711579384e-24,2.166298202960898e-28,2.0925370812575097e-37,8.392512044661435e-35,3.788420702252253e-14,3.3479980584697756e-31,1.2366995137467384e-25,1.2278155291824255e-29,3.76,0.0,0.6816823034053473,0.9984444606308787,8.457491527763586e-07,7.106587909075964e-24,0.03687308249116196,0.029778989156998184,0.006925436545401099,3.1919038966913074e-05,0.0015496947921055716,6.758235072082856e-05,7.524216868061159e-10,4.787091292078026e-09,3.781767067152923e-15,9.73583645333049e-07,9.501746549601497e-14,1.4490006943606234e-13,5.469064873577468e-09,1.2510187926978474e-13,6.1979535891655915e-12,8.506730354143542e-20,2.4545921954640655e-13,4.936490755699137e-16,1.4771936531759456e-14,4.6440930932144556e-14,5.208121112684641e-21,4.697158807379854e-20,1.1457569959748396e-14,2.335856360804177e-12,2.301117845368109e-07,1.475993842864971e-08,3.2054472430112217e-06,5.059317578989969e-07,8.728811240601913e-06,7.793428245729265e-07,1.1396666086756632e-05,4.288992569762961e-07,1.3657078899573332e-07,7.13652024138804e-08,1.3492514879716407e-07,3.7177033567360605e-08
3.110288136842311e-07,0.8043060681545817,9.350602661321445e-06,6.508646602686953e-07,1.7140518451810844e-06,1.0033369786470627e-05,0.0,0.0,3.6097262137632835e-06,7.59643366355612e-09,1.4765297027900803e-08,3.101668314786096e-15,3.131887678680695e-11,3.510045888379138e-23,2.5270307771680207e-18,7.468967234829724e-19,3.136631975916073e-18,2.3937681492275256e-07,3.3668612908592234e-18,1.886629601634353e-12,6.037246109088097e-17,1.2791882136049358e-22,5.034536648128299e-20,1.7212696191870868e-20,1.5970845766091245e-15,6.820202602973503e-24,2.4992660180209718e-24,2.528200894773621e-28,2.619969904558411e-37,9.916156498695415e-35,3.9801741478414724e-14,4.050241408719274e-31,1.5096130797368562e-25,1.4734123902168835e-29,3.76,0.0,0.6809483251560746,0.9984442663883464,9.098218881316648e-07,8.275670501450546e-24,0.03760869996983045,0.03037022432383421,0.007064240939449728,3.1889557739404715e-05,0.0015496944805704729,7.035404390331235e-05,7.882023480292388e-10,4.789993115351599e-09,3.856428619921501e-15,1.013067450950551e-06,1.0496686786902717e-13,1.5929529565091398e-13,5.693338443039325e-09,1.3811705354936848e-13,6.345183327860288e-12,9.397208102485244e-20,2.6960323084188934e-13,5.422757655967971e-16,1.6227688294138196e-14,5.0912726614432396e-14,5.7532560965098166e-21,5.18884399276862e-20,1.2930535816423632e-14,2.38240037979951e-12,2.395381350964524e-07,1.6179789222719242e-08,3.3008909982190734e-06,5.247502078884602e-07,9.120658396731612e-06,8.291066133479708e-07,1.1974148334581395e-05,4.402891160532963e-07,1.3956482082852697e-07,7.614240748363988e-08,1.4456774150579174e-07,4.0215142181151944e-08
3.172635440692501e-07,0.804413360500525,9.669256987514268e-06,6.785737728767176e-07,1.8001105088897456e-06,1.058244085957151e-05,0.0,0.0,3.684691599878667e-06,7.88925204885219e-09,1.5663376882634397e-08,3.388117632981374e-15,3.323647309321607e-11,4.0390287850573533e-23,2.7987260267511685e-18,8.156903735599367e-19,3.4678124879023695e-18,2.4897863977623966e-07,3.864443179613646e-18,2.0199186093581743e-12,6.95233262547936e-17,1.491634258468191e-22,5.49339211451877e-20,1.9006416984977887e-20,1.6805822998976433e-15,8.22557842213766e-24,3.0228900325659108e-24,2.941916519381399e-28,3.2658053069594925e-37,1.1681662331988892e-34,4.1778998905736874e-14,4.888299931606372e-31,1.8366766541832286e-25,1.7619352515152264e-29,3.76,0.0,0.6802151040676118,0.9984440682052473,9.771855502771433e-07,9.608554309927554e-24,0.038343583246408984,0.03096072847278943,0.0072029308628702125,3.1860105992246945e-05,0.0015496941629382693,7.318044833675088e-05,8.248319105464847e-10,4.792890622734018e-09,3.930977771296875e-15,1.053303971729097e-06,1.1571124467818293e-13,1.7477823654828878e-13,5.9220533249269005e-09,1.5216463291157727e-13,6.493642233816167e-12,1.0358760148399552e-19,2.95548942014176e-13,5.945362159330733e-16,1.7792272600010353e-14,5.571052082553889e-14,6.341897754343273e-21,5.719772706309754e-20,1.4555668560731937e-14,2.4288936165919484e-12,2.4915017933040505e-07,1.770086794037889e-08,3.397513741400585e-06,5.439043761842978e-07,9.522153450617565e-06,8.810081709882781e-07,1.2570117952858897e-05,4.5181007972565793e-07,1.4256954177265902e-07,8.113816249825244e-08,1.5474838435115997e-07,4.3468328626403226e-08
