Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234)
8.520778465017324e-10,0.7988347006030325,1.4820960949951876e-10,1.8652226348728453e-13,6.595140087504228e-14,4.097317956038489e-13,0.0,0.0,9.8333412078892e-09,6.378666578174186e-14,2.280618615787169e-16,1.0295887707969688e-25,6.6266665816262745e-19,5.884128560043124e-41,8.153118735836446e-31,2.511177572737336e-31,1.1044720629352528e-31,1.5155472973825245e-12,2.5485797019164637e-38,1.4560721883870298e-22,1.2645525289379795e-35,1.2033159753329627e-43,3.7120988960621004e-33,2.59639485406506e-33,2.3496295577335773e-22,6.418740862727862e-44,5.88231514633751e-45,1.239995133579483e-48,1.0022276407409778e-66,7.031244993677224e-56,2.595966026070988e-21,5.990351681513624e-54,9.06817566188296e-44,2.931611688318402e-53,3.76,0.0,0.7184067801932016,0.998631968650812,8.489815675447847e-17,8.293850053472205e-43,0.00010561555182844935,7.075632899805677e-05,1.8557003404316473e-05,1.629973866698728e-05,0.001368021511110999,4.3461617495445576e-10,3.6639797765124196e-17,1.518886560644179e-09,5.25432311831649e-18,5.995169135322648e-12,6.064706810011544e-28,4.060296446304914e-26,3.071042689250073e-14,7.833061683831941e-28,1.3557200491250504e-15,1.7288023354452847e-34,3.7436931913079224e-26,3.1016289175848336e-29,6.6926106149732174e-28,2.2999464781654144e-26,1.120288271234101e-35,9.667250402518772e-35,1.909353431166947e-31,3.4042604021418707e-15,1.5155497769541098e-12,1.5577492610595572e-18,7.478269335430047e-09,2.1484714476350635e-09,1.5318582926144478e-10,4.2140296269020603e-14,1.1736264316201452e-10,2.8200940174539617e-11,3.188860057213856e-11,2.3688283227551958e-12,2.560586717841432e-11,2.6917815759290078e-14
8.795821707418433e-10,0.7988351976594403,1.5773209666703956e-10,1.9972926027070354e-13,7.245307642013813e-14,4.5023972932168963e-13,0.0,0.0,1.0150583397824846e-08,6.796936865311903e-14,2.5181119677216214e-16,1.1732582264765254e-25,7.32766513812325e-19,7.162213334166873e-41,9.5951184216624e-31,2.951081871940925e-31,1.3023289350139764e-31,1.6230712232441031e-12,3.290280805637088e-38,1.6579964812692546e-22,1.5834899698243677e-35,1.554982717763795e-43,4.386541879205545e-33,3.0598395070461222e-33,2.5963632529055965e-22,8.121518062842848e-44,7.192938468161139e-45,1.6113247625579224e-48,1.4325676390922537e-66,9.166768968043754e-56,2.8700184602567914e-21,8.055740388953763e-54,1.1445449749317617e-43,3.945943754478783e-53,3.76,0.0,0.7184033709671533,0.9986198223620113,9.62789346980995e-17,1.042333967339169e-42,0.00010902448554966764,7.318884691466376e-05,1.9167839885228027e-05,1.6665195243331584e-05,0.0013801674823363727,4.6383336475735e-10,4.034818053511308e-17,1.5773117743422993e-09,5.526785651858858e-18,6.413268298780742e-12,7.221403196976916e-28,4.768464038766884e-26,3.289971728396601e-14,9.34636802959437e-28,1.449953044928365e-15,2.103095202388565e-34,4.4026743877123976e-26,3.677937024310962e-29,7.965230761438166e-28,2.700120589438186e-26,1.3620690733320496e-35,1.1758818809110692e-34,2.3438065325159638e-31,3.609554650879468e-15,1.6230739652973168e-12,1.7213867788443112e-18,7.718040056105655e-09,2.2127725586409028e-09,1.6305789841673524e-10,4.6315952142549546e-14,1.2495879950131094e-10,3.007691500876006e-11,3.393476950604928e-11,2.5085478632283416e-12,2.7110113723771292e-11,2.9464342226270856e-14
9.070864949819542e-10,0.7988356947136757,1.6754045982388165e-10,2.135653886929929e-13,7.936501610742673e-14,4.933074060421988e-13,0.0,0.0,1.0467820453735814e-08,7.22848042535289e-14,2.7719001799703307e-16,1.331639878134569e-25,8.077498363385049e-19,8.665756480400909e-41,1.1234836056176316e-30,3.4507658913157877e-31,1.5278473531733395e-31,1.7344394864716777e-12,4.214761659625774e-38,1.8804888064835966e-22,1.9693033367669317e-35,1.9937363560325386e-43,5.1571314872478e-33,3.587781784991752e-33,2.86003830769486e-22,1.0205675424310846e-43,8.74069088624413e-45,2.0769156060921065e-48,2.0255178639421906e-66,1.1853088388616487e-55,3.1630843236319706e-21,1.0734524687741538e-53,1.4342156466574397e-43,5.262780803529163e-53,3.76,0.0,0.7183999617571415,0.9986084880630106,1.0876308452969538e-16,1.3007910837097771e-42,0.00011243340408153235,7.562859123803618e-05,1.9779252597198957e-05,1.702283246505652e-05,0.0013915014637545593,4.940384363105894e-10,4.430118183940677e-17,1.6351192030615187e-09,5.802517272140023e-18,6.8462530993491555e-12,8.554860629189591e-28,5.572680532963173e-26,3.5169400551064185e-14,1.1094473199220039e-27,1.5473395287216672e-15,2.543190750892606e-34,5.152240001124076e-26,4.3392239166963176e-29,9.430985414193443e-28,3.1543785622454084e-26,1.6461876262279918e-35,1.4217779528907174e-34,2.85974946945625e-31,3.817450031266511e-15,1.7344425093152186e-12,1.89626724588562e-18,7.957718810975539e-09,2.276777029148799e-09,1.7322720961204238e-10,5.075624799954567e-14,1.327867894825184e-10,3.2014463792377957e-11,3.604128940219654e-11,2.651376249860039e-12,2.8647265771213728e-11,3.215776723800206e-14
9.34590819222065e-10,0.7988361917657386,1.7763391767967517e-10,2.2804564248729045e-13,8.669938615481247e-14,5.390104169490858e-13,0.0,0.0,1.0785052624630385e-08,7.673296645898258e-14,3.0425540312252286e-16,1.5057268745731454e-25,8.877876040427711e-19,1.042594968764687e-40,1.3091948453100464e-30,4.016131315985677e-31,1.7838711337612022e-31,1.849653400638653e-12,5.359452007981034e-38,2.124937207821578e-22,2.4333606729022406e-35,2.5375179151253963e-43,6.0340467774155646e-33,4.1868078657460266e-33,3.1412229807455806e-22,1.2741866860751575e-43,1.0559099332663011e-44,2.656653743096278e-48,2.834696863002122e-66,1.5208596668755098e-55,3.475821169655386e-21,1.418140956876755e-53,1.785045401959201e-43,6.958808134197859e-53,3.76,0.0,0.7183965525631656,0.9985979114702926,1.2241911542613441e-16,1.612646323228938e-42,0.00011584230742696811,7.807540709287513e-05,2.0391229206458784e-05,1.7372817573996702e-05,0.001402077738883004,5.252342405301654e-10,4.850688175851311e-17,1.6922743028143055e-09,6.081344458894262e-18,7.294162520624636e-12,1.0085869228552243e-27,6.482488003053405e-26,3.7519697608401626e-14,1.3105501856327253e-27,1.6478638706011962e-15,3.0581506229275752e-34,6.001583969470871e-26,5.094979261637805e-29,1.111226036985771e-27,3.668062744613625e-26,1.978444158013591e-35,1.7094669067770196e-34,3.4694390009752147e-31,4.02770057083222e-15,1.849656723224411e-12,2.0827683296847986e-18,8.197306188753112e-09,2.3404864689515306e-09,1.8369281347301029e-10,5.5469018558259535e-14,1.4084606752916444e-10,3.401365407391225e-11,3.820784647286757e-11,2.797249765644213e-12,3.021661086707561e-11,3.500123353286829e-14
9.62095143462176e-10,0.7988366888156294,1.880117058212718e-10,2.4318489363931277e-13,9.446832546699222e-14,5.874241477481578e-13,0.0,0.0,1.1102280142855735e-08,8.131384924825944e-14,3.330645742863333e-16,1.6965466017730108e-25,9.73050801996525e-19,1.247719652104998e-40,1.5187384674335014e-30,4.653453109348762e-31,2.07343715147206e-31,1.968713669892745e-12,6.767986867761602e-38,2.3927788354239136e-22,2.988540659445822e-35,3.207266143304833e-43,7.028193884517187e-33,4.8639447793631575e-33,3.440483844354989e-22,1.5811260686730628e-43,1.2685170371484154e-44,3.37381548739454e-48,3.9289866485453335e-66,1.9372345877958233e-55,3.808885997831893e-21,1.8583606754973201e-53,2.207526972414771e-43,9.126928568828558e-53,3.76,0.0,0.7183931433852245,0.9985880419290722,1.3731753652639904e-16,1.9868586685626178e-42,0.00011925119558883862,8.052914291600164e-05,2.1003757639832835e-05,1.7715314234972972e-05,0.0014119469625065671,5.574235672518848e-10,5.2973379432700525e-17,1.748746879493638e-09,6.363103452780569e-18,7.757033509416746e-12,1.1836985446265781e-27,7.508051807193676e-26,3.995081538119269e-14,1.5410021951599135e-27,1.7515098015970887e-15,3.6579600706889285e-34,6.960525136098813e-26,5.955434961097845e-29,1.3033284105237535e-27,4.246860658295405e-26,2.3652259133936055e-35,2.044516692212544e-34,4.18655189489216e-31,4.240075475264278e-15,1.9687173118159675e-12,2.2812666115221815e-18,8.436802757582706e-09,2.4039024756223855e-09,1.9445376540551e-10,6.046207337507371e-14,1.4913609106484363e-10,3.607454939790336e-11,4.043412556674294e-11,2.9461060437840487e-12,3.181745169817191e-11,3.7997815840634785e-14
9.895994677022867e-10,0.7988371858633487,1.9867307631808467e-10,2.5899789604691113e-13,1.0268394627599945e-13,6.386237830856416e-13,0.0,0.0,1.1419503225209303e-08,8.602744669612168e-14,3.6367489047278836e-16,1.9051607674750753e-25,1.0637103967935023e-18,1.4857339145860156e-40,1.754336211946212e-30,5.369390287734406e-31,2.399782081536379e-31,2.0916204699592177e-12,8.491008738518263e-38,2.6855002015651697e-22,3.6493810626044065e-35,4.027309674592812e-43,8.151234542688482e-33,5.6266749672497164e-33,3.75838569859978e-22,1.950674265512184e-43,1.515962579639692e-44,4.2555154391056443e-48,5.396232192702249e-66,2.4506863470489975e-55,4.162935154811186e-21,2.4166376123409894e-53,2.7135597205804525e-43,1.1879050945248565e-52,3.76,0.0,0.7183897342233176,0.998578832171279,1.5353085251320503e-16,2.4335629059964844e-42,0.000122660068569948,8.298965038558896e-05,2.1616826079413863e-05,1.8050482612252e-05,0.0014211564026948282,5.906091465366254e-10,5.770879255052843e-17,1.80451072380244e-09,6.64763977001505e-18,8.234901154539151e-12,1.3832628727774373e-27,8.66018131323002e-26,4.246294818553717e-14,1.8041182207178007e-27,1.858260498572639e-15,4.353590924668264e-34,8.039530250279912e-26,6.931599884623273e-29,1.5220221074666714e-27,4.896816138340393e-26,2.813546752564894e-35,2.4330445393622883e-34,5.026303977489778e-31,4.454358766532403e-15,2.091624451458587e-12,2.49213753424223e-18,8.676209066071185e-09,2.4670266348396766e-09,2.05509125560119e-10,6.574319697086232e-14,1.5765632048250492e-10,3.819720939168122e-11,4.2719810272667115e-11,3.0978840396127797e-12,3.344910577594373e-11,4.115052232546859e-14
9.999999999999999e-10,0.7988376829088966,2.0277832559727396e-10,2.651560362531203e-13,1.0590950269199167e-13,6.587259094607187e-13,0.0,0.0,1.1539457391530471e-08,8.784443428924174e-14,3.757311164148364e-16,1.9889084191058347e-25,1.0994339985313336e-18,1.5851521936044148e-40,1.850696309007497e-30,5.662044612074264e-31,2.5334745011223063e-31,2.1390988900150954e-12,9.2363168317467e-38,2.8029888800287965e-22,3.9301203406869034e-35,4.382246355117185e-43,8.612033387289605e-33,5.939025001085946e-33,3.883571208494982e-22,2.1088724662550952e-43,1.6195194362844099e-44,4.638141222624213e-48,6.07037099758346e-66,2.673952729692659e-55,4.302419165743858e-21,2.663919582726614e-53,2.929406785661293e-43,1.3098828297372521e-52,3.76,0.0,0.7183884450811702,0.9985755122877802,1.600197247013773e-16,2.6236852375542474e-42,0.000123949101685212,8.392180527834998e-05,2.18487911398477e-05,1.8175346735473532e-05,0.001424476166092073,6.03418142004955e-10,5.957120002479627e-17,1.8254079172974759e-09,6.755928134543931e-18,8.419517418421056e-12,1.4656364321922014e-27,9.131176552878605e-26,4.343403831492007e-14,1.91285638936875e-27,1.8994328279920966e-15,4.644054143418659e-34,8.481110246073307e-26,7.33329336077298e-29,1.6122237860847161e-27,5.1624449313285455e-26,3.0006748894465674e-35,2.5952625999945027e-34,5.379235437411299e-31,4.535843387000506e-15,2.1391030053287962e-12,2.575177865339597e-18,8.766715169036267e-09,2.4908207924220906e-09,2.097661379855921e-10,6.781687473216672e-14,1.6093804761516828e-10,3.901598112472692e-11,4.3599536551952026e-11,3.1560265499590706e-12,3.407399271014233e-11,4.238398283252695e-14
1.0171037919423976e-09,0.7988376829088966,2.0961729733578258e-10,2.7549928899545463e-13,1.1135833476786456e-13,6.926843108689563e-13,0.0,0.0,1.173672207398104e-08,9.087375296694817e-14,3.9614384067086655e-16,2.1326654817955783e-25,1.1599373143511323e-18,1.7607894420607785e-40,2.0183422380607156e-30,6.1709966337028426e-31,2.7663491720413764e-31,2.2183735210551676e-12,1.0587045159070873e-37,3.004637428480484e-22,4.43223676846582e-35,5.02579630198736e-43,9.41561488255474e-33,6.482950836834813e-33,4.095491496748035e-22,2.3934215911423455e-43,1.8027145546859401e-44,5.3331969133576936e-48,7.347690432655424e-66,3.0801248782964375e-55,4.538624247600059e-21,3.1199301112675204e-53,3.316587757912136e-43,1.5349252386140432e-52,3.76,0.0,0.7183863250774443,0.9985702380885827,1.711335592930444e-16,2.964183372101645e-42,0.00012606892637304185,8.545678435181816e-05,2.2230422957323962e-05,1.8378479444466515e-05,0.001429750167778523,6.247936499493368e-10,6.272125684770903e-17,1.859543272474575e-09,6.934807731092326e-18,8.727798849172669e-12,1.6099180653860001e-27,9.95035066845027e-26,4.5056278978125765e-14,2.10348532517341e-27,1.96809866088839e-15,5.157066731647176e-34,9.249737144304834e-26,8.035295156152999e-29,1.7701266791355148e-27,5.624340477565658e-26,3.331088088568119e-35,2.881753140709081e-34,6.005575408383024e-31,4.670348855017362e-15,2.218377863012791e-12,2.7157553581101998e-18,8.915525644262527e-09,2.5298605206935595e-09,2.1685795879765232e-10,7.132014895648671e-14,1.6640621911472242e-10,4.038168985042689e-11,4.506458302066083e-11,3.2525240030261618e-12,3.5110905126421614e-11,4.446229600060536e-14
1.0446081161825084e-09,0.7988381799522737,2.2084365275913588e-10,2.9270360046147627e-13,1.2050355169279564e-13,7.496805264809736e-13,0.0,0.0,1.205393687792143e-08,9.585276230882001e-14,4.3052903770058336e-16,2.380191333623874e-25,1.2619024211587333e-18,2.077430004978846e-40,2.3132466880893917e-30,7.06573135383789e-31,3.1767950524783014e-31,2.348972153443193e-12,1.312346766752095e-37,3.351776487311338e-22,5.355448086615354e-35,6.235163210650451e-43,1.0834594534065177e-32,7.441209290227611e-33,4.45236228346321e-22,2.9214004971100055e-43,2.133661847602904e-44,6.643168053642461e-48,9.923352635516604e-66,3.8474571789992946e-55,4.936608070523748e-21,4.000337353870553e-53,4.031746982418277e-43,1.9697353689963785e-52,3.76,0.0,0.7183829159476037,0.9985622185215903,1.9020213978322861e-16,3.591555120186847e-42,0.00012947776900080864,8.793040276909304e-05,2.284453695057632e-05,1.8699458117847732e-05,0.0014377694171500283,6.599796918092522e-10,6.801892561732695e-17,1.9138252977544225e-09,7.224470007879922e-18,9.235758438989502e-12,1.8665086731286155e-27,1.1390719612781748e-25,4.7730980493183244e-14,2.442977266245107e-27,2.081006579789193e-15,6.08153022115296e-34,1.0602978096126305e-25,9.279190027611448e-29,2.0506744801469736e-27,6.436223574199577e-26,3.926241260467824e-35,3.3979681207872455e-34,7.143042719701557e-31,4.887858052788106e-15,2.3489768773845236e-12,2.9524931259375835e-18,9.154753004551024e-09,2.5924056959738125e-09,2.28499334655829e-10,7.720066415733574e-14,1.7538525320503005e-10,4.262804282036229e-11,4.7468125179922946e-11,3.4099674514774577e-12,3.6802195986583963e-11,4.79360161113246e-14
1.0721124404226192e-09,0.7988386769934793,2.3235144182296957e-10,3.106252502532222e-13,1.301316329620272e-13,8.096870368999015e-13,0.0,0.0,1.2371147813148474e-08,1.0096446904797693e-13,4.66888212521738e-16,2.648903463654976e-25,1.3697765080034788e-18,2.4406170633640678e-40,2.6416792300504893e-30,8.061469681792669e-31,3.634996574956811e-31,2.4834153660856475e-12,1.6177535893583255e-37,3.728553429400082e-22,6.439519379100056e-35,7.69264942472886e-43,1.2422276009832685e-32,8.510386246652327e-33,4.829557142154207e-22,3.5482366817296586e-43,2.5141400463062805e-44,8.227185638575499e-48,1.3298280091415085e-65,4.777958986781289e-55,5.3575405420206346e-21,5.095896047160679e-53,4.876021070138638e-43,2.51129454965637e-52,3.76,0.0,0.7183795068337954,0.9985547350623312,2.1081505979391812e-16,4.3300525667031376e-42,0.000132886596455881,9.04103666296358e-05,2.3459156976026975e-05,1.9013568737964597e-05,0.0014452525587800775,6.961698304146297e-10,7.360996923008283e-17,1.967340619643139e-09,7.516497185590888e-18,9.758810356132452e-12,2.156096067640829e-27,1.2994154328726642e-25,5.048721626708231e-14,2.8267693683110793e-27,2.196966200732993e-15,7.141312971893165e-34,1.2111803362372365e-25,1.0676838291746343e-28,2.366920540257543e-27,7.339645080290877e-26,4.6081512621570264e-35,3.98967672258273e-34,8.459317454807535e-31,5.106712045993618e-15,2.4834204941793455e-12,3.2027226348266167e-18,9.393891642543851e-09,2.6546637124419486e-09,2.4043232731687125e-10,8.339245273704246e-14,1.8459289188014008e-10,4.493631668028332e-11,4.993011715416972e-11,3.5701571434764855e-12,3.8522338506436805e-11,5.157449949040508e-14
1.09961676466273e-09,0.7988391740325148,2.441399787517993e-10,3.2927855300456925e-13,1.4025459022928817e-13,8.727782647183783e-13,0.0,0.0,1.2688355043990719e-08,1.0620886758366239e-13,5.052792090926318e-16,2.9400016339611327e-25,1.4837302764605789e-18,2.8557564220789375e-40,3.006412580549464e-30,9.166513431439458e-31,4.145057692784358e-31,2.621701879334861e-12,1.9837532866972315e-37,4.136654609250786e-22,7.707308632115993e-35,9.440854263947387e-43,1.419363439162583e-32,9.69993113941698e-33,5.227633152554625e-22,4.289311594011743e-43,2.9499580274326066e-44,1.0133089870902764e-47,1.7690110568099454e-65,5.900680541744328e-55,5.802074652453198e-21,6.451473677131118e-53,5.8684068790399675e-43,3.1819909000826706e-52,3.76,0.0,0.7183760977360185,0.9985477518706668,2.330527640110397e-16,5.1957260341789666e-42,0.00013629540874083665,9.289653989856193e-05,2.4074272185423828e-05,1.932095819986256e-05,0.001452235432806404,7.333665692401912e-10,7.95025746653056e-17,2.0200758419716565e-09,7.810767343408904e-18,1.0296983741540542e-11,2.4819691326415333e-27,1.4774248326871616e-25,5.3325141570818466e-14,3.2593537817233524e-27,2.3159591797806123e-15,8.352007403003059e-34,1.3789504887950967e-25,1.2242715256955743e-28,2.722352618362404e-27,8.342185549181496e-26,5.3867619032736e-35,4.665567779547438e-34,9.977091876154702e-31,5.326749336896528e-15,2.621707434392601e-12,3.466814415433878e-18,9.632942037870399e-09,2.7166361110868985e-09,2.52656015576086e-10,8.99032003203114e-14,1.9402860712309322e-10,4.730655622131639e-11,5.2450238474131796e-11,3.7330370526305e-12,4.027070645724258e-11,5.538050188356341e-14
1.127121088902841e-09,0.7988396710693803,2.5620859240730017e-10,3.4867772102540825e-13,1.5088441145950974e-13,9.390284520716625e-13,0.0,0.0,1.300555872377687e-08,1.1158595238329386e-13,5.457599796236133e-16,3.2547202947335496e-25,1.6039343273524132e-18,3.328725929668887e-40,3.410366008597565e-30,1.0389601501706465e-30,4.711316374043425e-31,2.7638301818098682e-12,2.420399579992354e-37,4.577816900171052e-22,9.1842280902295e-35,1.1528343438399225e-42,1.6164547301394854e-32,1.1019821405564664e-32,5.647145355544189e-22,5.161936702207581e-43,3.4474252779465606e-44,1.2415492428069792e-47,2.336791260700315e-65,7.248888213969213e-55,6.270862419721901e-21,8.119766622591676e-53,7.0300893472537664e-43,4.008147443025171e-52,3.76,0.0,0.7183726886542725,0.9985412355023445,2.5699767207048265e-16,6.20644629641575e-42,0.00013970420585819997,9.538878945028866e-05,2.4689871960544818e-05,1.9621770256760207e-05,0.0014587514834821045,7.715723581099573e-10,8.57049450516491e-17,2.0720201080054338e-09,8.107165650355679e-18,1.0850306555225356e-11,2.8476552051382777e-27,1.6745343360949817e-25,5.624490424689685e-14,3.745555110937217e-27,2.4379669340045883e-15,9.730540986578173e-34,1.5650140179367984e-25,1.3992255244664849e-28,3.120701426350583e-27,9.451837579768818e-26,6.272862337574214e-35,5.43507291579256e-34,1.1721291635963595e-30,5.547820665412743e-15,2.763836187286109e-12,3.745137716554598e-18,9.871904654947016e-09,2.778324422366937e-09,2.651694828112689e-10,9.674056811496168e-14,2.0369187374719898e-10,4.9738802725073316e-11,5.502816788749234e-11,3.898552342178864e-12,4.204668694534519e-11,5.935671924829174e-14
1.1546254131429517e-09,0.7988401681040758,2.685566259440223e-10,3.688368670262107e-13,1.6203306148312767e-13,1.0085116644703093e-12,0.0,0.0,1.3322758995570154e-08,1.1709571797796864e-13,5.883885802832794e-16,3.5943286481720213e-25,1.73055915141817e-18,3.865904275614644e-40,3.856608821436086e-30,1.173992033657037e-30,5.33835155359538e-31,2.9097985724491434e-12,2.9391048521473815e-37,5.053827902087502e-22,1.0898456524293806e-34,1.4010306562914537e-42,1.8351825173266728e-32,1.2480576951249773e-32,6.088646726122601e-22,6.185540192376712e-43,4.013379983207183e-44,1.5136521081056116e-47,3.0662585401482218e-65,8.860544341800855e-55,6.764554853678837e-21,1.0162412388144304e-52,8.384626296730911e-43,5.02058659522903e-52,3.76,0.0,0.7183692795885567,0.9985351547490652,2.8273417472762787e-16,7.382057509835835e-42,0.0001431129878104426,9.788698500634896e-05,2.5305945908430694e-05,1.9916145587225737e-05,0.0014648319191059678,8.10789594344147e-10,9.222529921801571e-17,2.1231648761864585e-09,8.405583979553558e-18,1.1418805677013223e-11,3.256931277368424e-27,1.8922550371144802e-25,5.92466454709814e-14,4.290546427187945e-27,2.562970687055301e-15,1.1295252781208763e-33,1.770855634620867e-25,1.5941889625450267e-28,3.5659510283698616e-27,1.0677016956016094e-25,7.278135019757604e-35,6.308409029513279e-34,1.3719235824741151e-30,5.769788420062634e-15,2.9098050524408634e-12,4.0380604957937345e-18,1.0110779943695423e-08,2.8397301664374016e-09,2.7797181695296044e-10,1.03912193033137e-13,2.1358216937079514e-10,5.223309404011753e-11,5.7663583446137845e-11,4.066649340049442e-12,4.3849680131906465e-11,6.350578902420524e-14
1.1821297373830626e-09,0.7988406651366013,2.8118343647266666e-10,3.8977000671592303e-13,1.737124825381393e-13,1.0813017945453538e-12,0.0,0.0,1.3639955992855753e-08,1.227381589582554e-13,6.332231672285234e-16,3.9601307099719695e-25,1.863775121545371e-18,4.474200887614066e-40,4.348363833425256e-30,1.3227114343001208e-30,6.0309901223737855e-31,3.059605197665792e-12,3.5527840311905236e-37,5.566526142368696e-22,1.2881163306632434e-34,1.6949268071097943e-42,2.0773241814133652e-32,1.4093274609437492e-32,6.552688152104978e-22,7.381866521110226e-43,4.655217851889674e-44,1.8366623407753782e-47,3.997902550050968e-65,1.0778827252459401e-54,7.283801926721086e-21,1.2651225318764707e-52,9.95814326361431e-43,6.2552582042929784e-52,3.76,0.0,0.7183658705388705,0.9985294804887846,3.1034863011456933e-16,8.744538674521953e-42,0.00014652175459998524,0.0001003909990744926,2.5922483856705624e-05,2.0204221860961553e-05,0.0014705058617218232,8.510206238823309e-10,9.907187125382845e-17,2.1735037127041367e-09,8.705920537647594e-18,1.2002506997030525e-11,3.713835449338773e-27,2.1321770450360414e-25,6.233050043227403e-14,4.8998656507744685e-27,2.690951509662789e-15,1.3065972204192738e-33,1.9980414300004339e-25,1.8109085361468693e-28,4.062349405383193e-27,1.2026573779643453e-25,8.415205039299523e-35,7.2966220139674655e-34,1.6000804341539236e-30,5.992526042197541e-15,3.059612176912182e-12,4.345949414510231e-18,1.0349568340221692e-08,2.9008548533662784e-09,2.910621104554299e-10,1.114256878117655e-13,2.2369897439271607e-10,5.478946465688315e-11,6.035616259095177e-11,4.237275514397271e-12,4.5679098958101416e-11,6.783029137768187e-14
1.2096340616231734e-09,0.7988411621669577,2.940883947312084e-10,4.1149106129112e-13,1.8593459479860382e-13,1.1574725657027912e-12,0.0,0.0,1.3957149840180418e-08,1.2851326997027694e-13,6.803219930082599e-16,4.353465368443461e-25,2.0037524867687413e-18,5.161086979349993e-40,4.889010818532948e-30,1.4861296268708773e-30,6.7943139561676705e-31,3.2132480845950713e-12,4.2760097450914044e-37,6.117801269286213e-22,1.5166744828594296e-34,2.0415855328366336e-42,2.344756526366262e-32,1.5869562574921853e-32,7.039818419309714e-22,8.775189478512486e-43,5.380921701046418e-44,2.2185432949838415e-47,5.181030597875351e-65,1.3052693888013585e-54,7.829252551410575e-21,1.5669566027963118e-52,1.1779538728391722e-42,7.753936530622788e-52,3.76,0.0,0.7183624615052133,0.9985241855464236,3.3992936008765694e-16,1.0318173984662496e-41,0.00014993050622919807,0.00010290070688912541,2.653947584898966e-05,2.048613380314188e-05,0.0014758004864087219,8.922677423818919e-10,1.0625291007903698e-16,2.2230321011567614e-09,9.008079512006855e-18,1.2601435498373636e-11,4.222678640354486e-27,2.39597158320228e-25,6.549659895235702e-14,5.579432315330096e-27,2.821890356184121e-15,1.5064100121891735e-33,2.2482213113507074e-25,2.0512384066214344e-28,4.614419188858814e-27,1.3509803594583286e-25,9.697690879807386e-35,8.411631759859147e-34,1.859861295616203e-30,6.215917432910188e-15,3.2132555884772277e-12,4.669169837690802e-18,1.0588270267454829e-08,2.9616999833374655e-09,3.044394602684031e-10,1.1928864113223386e-13,2.3404177196848536e-10,5.740794578098514e-11,6.310558223406206e-11,4.410379449645748e-12,4.7534368876000034e-11,7.233275041938586e-14
1.2371383858632842e-09,0.7988416591951449,3.072708847633014e-10,4.340138598134015e-13,1.9871129689138623e-13,1.2370975356939774e-12,0.0,0.0,1.4274340653750873e-08,1.3442104571204297e-13,7.297434032309411e-16,4.77570644158762e-25,2.150661367489583e-18,5.9346277569869205e-40,5.482089947890601e-30,1.665305754372546e-30,7.633666983818755e-31,3.370725170238002e-12,5.125179267582578e-37,6.709594238808242e-22,1.7793073476630637e-34,2.4489626250648584e-42,2.6394588946460393e-32,1.7821674831724158e-32,7.550584201194697e-22,1.0392539231394311e-42,6.199091779365993e-44,2.6682700561040065e-47,6.675414144958948e-65,1.5737487187902943e-54,8.401554562913435e-21,1.931385500925728e-52,1.388069989696528e-42,9.564991684975673e-52,3.76,0.0,0.7183590524875847,0.9985192445635537,3.7156664665917057e-16,1.2129732241029294e-41,0.00015333924270040237,0.00010541598635298909,2.7156912140397527e-05,2.076201325740897e-05,0.0014807411515956207,9.345331962935992e-10,1.1377667902313498e-16,2.271747266678148e-09,9.311970732744969e-18,1.3215615331091972e-11,4.7880565513038115e-27,2.6853930894672703e-25,6.874506603530473e-14,6.33556470194511e-27,2.955768096886516e-15,1.731269219191404e-33,2.523131453113725e-25,2.31714415542803e-28,5.226968555078784e-27,1.5136458501274612e-25,1.1140256562422305e-34,9.666278402323004e-34,2.1548196047251393e-30,6.43985636343051e-15,3.370733224778579e-12,5.008085837214412e-18,1.082688613575043e-08,3.0222670468433523e-09,3.18102967809433e-10,1.275086177393422e-13,2.446100479871446e-10,6.008856540503738e-11,6.591151883873315e-11,4.58591082299758e-12,4.941492758475981e-11,7.701563539697443e-14
