Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251)
3.929617796835681e-05,0.7613753886790511,0.00015989211366906488,4.62645841575042e-05,9.906791608238147e-05,0.012772844491607633,0.0,0.0,0.0011601764852677018,4.920999842664697e-05,0.007141995077080864,0.0002442428617455837,2.831477528436847e-05,2.8653269242279405e-14,8.746512588599581e-11,2.0846348530119308e-08,8.054585171654478e-05,0.000492983820641815,8.392291848085132e-07,1.0149986290342006e-10,6.437370349608747e-10,1.2648731254306536e-13,2.4307325595986542e-09,5.030693590474809e-07,2.0657109743652072e-08,2.6347541891102993e-06,4.327769919205306e-12,3.6440076311715336e-08,1.876404887060508e-07,3.92238957754565e-10,1.6413193042189207e-08,4.282061406888373e-12,1.0781768448526535e-11,9.148832104313212e-09,3.76,0.0,0.42826749307537854,0.9870133028065624,0.00864061061588978,0.0003464231734104404,0.36729469637925666,0.2617068536774357,0.09055921624181709,2.3090563475767263e-06,0.0006065915312383874,0.00380120608661966,8.784375647472934e-09,1.8146354053833438e-10,2.0216651436732716e-14,0.0013179176530105272,3.0388622122025517e-09,9.202443222477561e-10,0.00040390553643719184,2.8890402563581104e-09,2.4981961967503523e-09,3.744216555602854e-15,1.5815752822621658e-09,6.204175445370101e-12,2.406117545122796e-10,1.166720439871831e-09,2.118456149735351e-16,2.2582159629187512e-15,5.777645730743259e-06,5.093881093331167e-12,0.001708755325873607,0.0014468424743533837,0.00010145537953545913,2.0754069524456936e-05,0.0009310044254223939,0.005834265130931763,0.012432898900937052,4.99358052059045e-05,1.1437902607129394e-05,1.9336928835334017e-05,5.400361475776278e-05,0.00017236854153277118,0.006414849231889858,0.0013590012968798468,0.0014483351714876327,7.081719292758296e-08,0.003030826916938948,2.0238341347858114e-07,3.856025890806309e-07,5.23171182458422e-12,1.488293668618517e-08,1.2048244804307267e-05,0.00013448662310176676,9.898948789406298e-07,7.187984314112132e-13,9.588084703063209e-09,0.00019236933627393094,0.0009311973130248331,9.731510263144547e-08,2.2035343723531363e-08,0.0010288658076913011,2.8763959916022817e-07,1.9869973185802074e-11,2.8353471066705e-07,2.080524276940624e-11,9.028030867665349e-08,8.96437336573373e-10,7.602684053230172e-07,6.077388684820027e-09,5.119556014756873e-09,6.305914857787567e-06,3.345175541133506e-05,1.6834709155333833e-11,3.1009715468876137e-12,1.30609576848274e-13,3.059358436893675e-14,1.0209547387109514e-06,5.896630168447769e-10,7.278244381162428e-12,9.607136686042875e-13,1.1648236995692956e-09
3.9728359366748005e-05,0.7618193693427142,0.0001618431972434267,4.7124528580812656e-05,0.00010042720504795484,0.01304084621679927,0.0,0.0,0.00117581397485117,5.0553483551962884e-05,0.00740293333702138,0.00025292778016475285,2.8982665866484222e-05,3.03811611399663e-14,9.158607439701446e-11,2.1521651285969662e-08,8.244364509486335e-05,0.0005102045229037518,8.693615617326284e-07,1.0432412573687304e-10,6.876184190803096e-10,1.349061060551951e-13,2.517862549362065e-09,5.28324431183663e-07,2.1400166525254352e-08,2.7479871381326313e-06,4.669062352412436e-12,3.880750236060038e-08,1.9886424106314207e-07,4.1292469771470263e-10,1.6915834939676505e-08,4.494866929826498e-12,1.1414453742538514e-11,9.70031626215587e-09,3.76,0.0,0.4248777599051584,0.9866460954543824,0.008874750392473135,0.00035740598756496116,0.37025273146256793,0.26316125614223257,0.0916295915197574,2.294447945159603e-06,0.0006063658449025157,0.0038786319252015716,8.963910884939936e-09,1.819103069065663e-10,2.0309603980558803e-14,0.0013451570712263862,3.1651029970842e-09,9.582595075018641e-10,0.0004173826991903189,3.0085228366810756e-09,2.545798327105437e-09,3.896037769427558e-15,1.6466711187062327e-09,6.459534538851198e-12,2.5051518387803335e-10,1.214722198037465e-09,2.2043555838819015e-16,2.3497843587764378e-15,6.02747976801748e-06,5.149168952629627e-12,0.0017775902472600546,0.0014935059753524045,0.0001019269537296102,2.0846738448132486e-05,0.0009336856825510872,0.005907223483215224,0.012667886564616667,5.079031060731293e-05,1.1643098881629696e-05,1.971098223176218e-05,5.518368088772576e-05,0.0001761133121301327,0.0065806339056290195,0.001393482796804263,0.001464048316623406,7.095346448103184e-08,0.003123979214200762,2.09420103104006e-07,3.9360776143567803e-07,5.3403028985769204e-12,1.493789317785563e-08,1.2321278257866646e-05,0.00013764820225649503,1.0172518685674605e-06,7.337163635835423e-13,9.797361177659386e-09,0.0001965959410474437,0.0009533225633565569,9.93586108835665e-08,2.2113847603607047e-08,0.0010682249066396251,2.961210003357585e-07,2.0317679291551638e-11,2.8999747635877603e-07,2.1352482310757653e-11,9.317142034071635e-08,9.268620742828626e-10,7.793647988224949e-07,6.229781177790401e-09,5.216385472385517e-09,6.505721499597869e-06,3.497875186840579e-05,1.7468897332593697e-11,3.1961247323351507e-12,1.3471708478716257e-13,3.1555119968514524e-14,1.057539790973122e-06,6.102315134100704e-10,7.55218150738708e-12,1.0018680399636752e-12,1.2185577350140328e-09
4.01605407651392e-05,0.762261598236129,0.00016379024435744723,4.798744457380251e-05,0.00010178234614296338,0.013310526668004172,0.0,0.0,0.0011911967714862395,5.1902849514049044e-05,0.00766989288773609,0.0002618052787775443,2.9656593814246813e-05,3.21896586227025e-14,9.584663260983488e-11,2.221029442647025e-08,8.435852330323939e-05,0.0005278374943089093,9.001596286620343e-07,1.0718853270445065e-10,7.339583426099924e-10,1.437809402919465e-13,2.606904273307059e-09,5.544848912271988e-07,2.2154797179546732e-08,2.8644470167110184e-06,5.032596361984989e-12,4.1298473474511165e-08,2.105971709744785e-07,4.3443487641743196e-10,1.7427913569889307e-08,4.715183623321748e-12,1.2076506460400743e-11,1.0277206290577441e-08,3.76,0.0,0.4215072341085698,0.9862724765123521,0.009112213469982899,0.0003685752597005792,0.3731919093237643,0.2645858217152966,0.09270257832262514,2.279900221892562e-06,0.0006061362182714603,0.003956720604294404,9.144988756614317e-09,1.8234662817265704e-10,2.0399978652920372e-14,0.0013725800605644612,3.295049354671665e-09,9.973799464470648e-10,0.0004310298481714642,3.1314834181854746e-09,2.5929467247734055e-09,4.052106535914887e-15,1.713648162814181e-09,6.722273235553944e-12,2.607048121277897e-10,1.264110235239687e-09,2.2926582512848374e-16,2.4439147033112833e-15,6.284417545734879e-06,5.204472404315972e-12,0.0018483876727820683,0.001540958091712572,0.00010238200283898553,2.0935895918687574e-05,0.0009361960641666567,0.005979227869034549,0.012903254263019352,5.164380800787613e-05,1.1848690575067192e-05,2.0085441124151318e-05,5.637105514494023e-05,0.00017987827905869454,0.0067486026143563005,0.0014281714456453173,0.0014797423171883151,7.107615283964204e-08,0.0032185157435153976,2.1659413361141233e-07,4.0164088793063005e-07,5.4492727590821546e-12,1.4990252199377436e-08,1.2596963205814348e-05,0.0001408238339641762,1.0448923690469467e-06,7.486862978053371e-13,1.0007818787350062e-08,0.0002008416417447811,0.000975674332749966,1.0140737323371956e-07,2.2188392939268402e-08,0.0011084402663396515,3.047668521344361e-07,2.0766501874370946e-11,2.965153990360138e-07,2.1906357692912916e-11,9.60876556188672e-08,9.579073859674747e-10,7.986848759702543e-07,6.383954590004306e-09,5.313372697505065e-09,6.708695968976586e-06,3.6555555603211454e-05,1.811907997391675e-11,3.2926318276249883e-12,1.3889977984388547e-13,3.253423869948293e-14,1.0948727549496634e-06,6.311904006051002e-10,7.83206568425244e-12,1.0441909173408689e-12,1.2740828425639791e-09
4.059272216353039e-05,0.76270208749282,0.00016573294891089073,4.8853106008173785e-05,0.00010313300997987786,0.013581846046449486,0.0,0.0,0.001206322012316397,5.325726534120157e-05,0.007942918057814908,0.0002708766378286079,3.033642718371775e-05,3.408118754076106e-14,1.0024913087830347e-10,2.2912292307490768e-08,8.629009815777157e-05,0.0005458866600367108,9.316260307623048e-07,1.100929537740026e-10,7.828657557486559e-10,1.531308406501437e-13,2.697859029347774e-09,5.815680965409405e-07,2.2920692969505042e-08,2.984170096795414e-06,5.419499794072714e-12,4.391782171249024e-08,2.2285424535848042e-07,4.567901099090342e-10,1.7949434095652327e-08,4.9431430183950375e-12,1.276890580852077e-11,1.0880278075701081e-08,3.76,0.0,0.41815590151004045,0.9858924242354027,0.009352991222368498,0.00037993052099284777,0.3761123730230411,0.2659806682092126,0.0937781396275862,2.2654132329022964e-06,0.0006059026379805552,0.004035469477890575,9.327603099764813e-09,1.8277254778931622e-10,2.048778932654477e-14,0.0014001846910967632,3.4287654424851325e-09,1.0376243356424463e-09,0.0004448409833698903,3.2579809173926063e-09,2.6396168852306185e-09,4.2124869155122915e-15,1.7825377799118136e-09,6.992514569068355e-12,2.711854107750405e-10,1.3149076270859496e-09,2.3834003967976382e-16,2.540645639931823e-15,6.548534345483654e-06,5.259788185554741e-12,0.0019211740982421454,0.0015891935247507357,0.00010282054426702367,2.1021552470330288e-05,0.0009385369824750318,0.0060502651035564915,0.013138947474662504,5.2496013131222956e-05,1.2054622428141175e-05,2.0460170011158557e-05,5.756542374960012e-05,0.00018366232596492036,0.006918751117701467,0.0014630554896601442,0.0014954180040234728,7.118539784624609e-08,0.0033144277150228526,2.2390512468182425e-07,4.09699253130971e-07,5.558584571684533e-12,1.504002202350209e-08,1.2875261387923355e-05,0.0001440121509313487,1.0728059725447946e-06,7.637031739334048e-13,1.0219395774861497e-08,0.00020510490284976363,0.0009982501500259628,1.0346056332493335e-07,2.225899900275931e-08,0.0011495094014271703,3.1357786498509345e-07,2.1216228361683966e-11,3.0308745482714543e-07,2.246677353747722e-11,9.902733133671769e-08,9.89575959483418e-10,8.182271975978136e-07,6.539897387631207e-09,5.410495218407135e-09,6.9148043582078655e-06,3.818312182316551e-05,1.8785448638302708e-11,3.3904705913473e-12,1.4315747139667246e-13,3.353089547680471e-14,1.1329523512785051e-06,6.525375222663846e-10,8.117885052741642e-12,1.0876953444076973e-12,1.3314349098796719e-09
4.1024903561921585e-05,0.7631408490210011,0.00016767101065727136,4.97212873327297e-05,0.00010447887468964166,0.013854764374943436,0.0,0.0,0.0012211872030807199,5.461590686186578e-05,0.008222051566028416,0.00028014308681469807,3.102203224460741e-05,3.605818484303398e-14,1.0479585216582738e-10,2.3627652533025475e-08,8.823797281648408e-05,0.000564355810773918,9.637631848597122e-07,1.1303725282786166e-10,8.344531672779148e-10,1.629753574803683e-13,2.790726918546527e-09,6.095912132607488e-07,2.369753559847378e-08,3.107191650262749e-06,5.830938665480067e-12,4.6670493798779666e-08,2.356505290232028e-07,4.800110340480569e-10,1.848039711560088e-08,5.178874157035874e-12,1.3492647727708751e-11,1.1510314732301024e-08,3.76,0.0,0.41482374808541556,0.985505918378836,0.00959707414073641,0.00039147123973749223,0.379014265083741,0.2673459175464535,0.09485623563243452,2.2509870382125937e-06,0.0006056650915872343,0.004114875915765592,9.511747789830637e-09,1.8318811052235135e-10,2.057305022096061e-14,0.0014279689878214218,3.5663157551970774e-09,1.0790114552564805e-09,0.00045881000668296937,3.3880745155106027e-09,2.6857854161035045e-09,4.377242975201086e-15,1.853371460323682e-09,7.270382062997274e-12,2.81961770335314e-10,1.3671375398599071e-09,2.476618268969854e-16,2.6400158161133496e-15,6.819902864677033e-06,5.3151128838368145e-12,0.0019959755780084246,0.0016382065526139716,0.0001032426045317356,2.110372061307532e-05,0.0009407099394024436,0.006120322735287106,0.01337491195159229,5.334664476076502e-05,1.2260839487621985e-05,2.083503439775712e-05,5.8766471774529097e-05,0.00018746433163586475,0.007091074676232861,0.0014981231604711996,0.001511075970139238,7.128134608046416e-08,0.003411705964193421,2.313526348081321e-07,4.177801389184011e-07,5.668201466191622e-12,1.508721230668231e-08,1.3156133739133116e-05,0.00014721178291294076,1.1009820050651641e-06,7.787619269618749e-13,1.0432030006820471e-08,0.00020938418264986595,0.001021047490521132,1.0551735434789507e-07,2.2325687203087475e-08,0.0011914292334554303,3.2255467277177766e-07,2.166664645475804e-11,3.0971260471784693e-07,2.3033631574140767e-11,1.01988760381395e-07,1.021870309075218e-09,8.379902594948303e-07,6.697597519183063e-09,5.507730675409908e-09,7.124010681907603e-06,3.986240801585352e-05,1.946819293865728e-11,3.489617792276162e-12,1.4748992460846278e-13,3.454503484397612e-14,1.1717769448969697e-06,6.742705100960035e-10,8.409624243370016e-12,1.1323940034612208e-12,1.390649933838631e-09
4.145708496031278e-05,0.7635778945066842,0.00016960413591161024,5.0591763905984466e-05,0.00010581962651923865,0.014129241523572441,0.0,0.0,0.0012357902067469976,5.597795824254969e-05,0.008507334504822647,0.0002896058040850165,3.171327371632974e-05,3.8123095771905625e-14,1.0948903011210086e-10,2.435637613096231e-08,9.020174240830276e-05,0.0005832485991163835,9.96573285452443e-07,1.1602128783134301e-10,8.888367134037866e-10,1.7333456936753212e-13,2.885506867338865e-09,6.385711993738079e-07,2.4484997924655314e-08,3.2335459316177957e-06,6.268117529226272e-12,4.9561550831461325e-08,2.490011720418875e-07,5.04118286909471e-10,1.9020798775893e-08,5.4225034685230885e-12,1.424874467217763e-11,1.2168106082417213e-08,3.76,0.0,0.4115107598966394,0.9851129402066588,0.009844451850789419,0.0004031968219973534,0.3818977274807741,0.2686816957167258,0.09593682381043069,2.236621702386266e-06,0.0006054235675761503,0.0041949373012867,9.697416735324756e-09,1.8359336243448726e-10,2.0655775899210925e-14,0.001455930925327874,3.707765118692237e-09,1.1215601670613587e-09,0.00047293073189626716,3.5218236521560075e-09,2.731430036763662e-09,4.5464387765571885e-15,1.926180815721078e-09,7.555999716626757e-12,2.930386997704197e-10,1.4208232278105737e-09,2.572348113291992e-16,2.742063876193366e-15,7.0985931451835225e-06,5.370442941379646e-12,0.0020728177121037672,0.0016879910376547634,0.00010364821940247414,2.1182414850320124e-05,0.0009427165269263096,0.006189389040868908,0.013611093750785118,5.419542511145808e-05,1.2467287183860302e-05,2.1209900994721553e-05,5.9973883629361674e-05,0.0001912831717943016,0.007265568054420314,0.0015333626889374283,0.0015267165808420524,7.136415085376786e-08,0.0035103409534444274,2.389361634943675e-07,4.258808286879937e-07,5.778086593518617e-12,1.513183410664123e-08,1.3439540454868333e-05,0.00015042135870178505,1.1294095929412222e-06,7.938574948329252e-13,1.0645659074473046e-08,0.00021367793570889078,0.001044063777482122,1.0757692034234392e-07,2.2388481101993586e-08,0.001234196095120799,3.316978321288905e-07,2.2117544432729616e-11,3.163897951173794e-07,2.3606830772403348e-11,1.0497025462373962e-07,1.054792774175016e-09,8.579724930814374e-07,6.857042420990801e-09,5.605056833804872e-09,7.33627692589333e-06,4.1594373577179826e-05,2.0167500453816353e-11,3.5900492393043515e-12,1.51896861006874e-13,3.557659118064001e-14,1.2113445560437035e-06,6.963867909853602e-10,8.707264467892917e-12,1.1782992093291739e-12,1.4517640076864292e-09
4.188926635870397e-05,0.7640132354170288,0.00017153203820846039,5.146431234364959e-05,0.00010715496036071513,0.014405237235932724,0.0,0.0,0.0012501292319380777,5.7342613455840455e-05,0.008798806326276663,0.00029926591652471333,3.241001499681112e-05,4.02783723409178e-14,1.1433084811406658e-10,2.5098457720552662e-08,9.21809946572709e-05,0.0006025685361641851,1.0300583112612253e-06,1.190449110111841e-10,9.461362263447928e-10,1.8422908613881356e-13,2.9821966506285957e-09,6.685247882603936e-07,2.5282744672450824e-08,3.363266162606904e-06,6.732279818720139e-12,5.2596167881240995e-08,2.6292139691173865e-07,5.291324914003058e-10,1.9570630866027682e-08,5.674154646053779e-12,1.5038225391298742e-11,1.2854448125208425e-08,3.76,0.0,0.40821692302610096,0.9847134724972482,0.01009511313170294,0.00041510661233754817,0.38476290162914545,0.2699881327284044,0.09701985896892663,2.2223172941592694e-06,0.0006051780553626617,0.004275651029244138,9.884603872776033e-09,1.8398835086734152e-10,2.073598126400593e-14,0.001484068422954681,3.853178683783394e-09,1.1652894123297282e-09,0.0004871968945143814,3.6592880187599938e-09,2.776529576869798e-09,4.720138363473141e-15,2.0009975753040903e-09,7.849491989943972e-12,3.0442102590737576e-10,1.4759880303190623e-09,2.67062616524866e-16,2.8468284539625316e-15,7.384672505299038e-06,5.425774659734669e-12,0.00215172563421208,0.0017385404343995747,0.0001040374338951545,2.125765168665959e-05,0.0009445584265437597,0.006257453019544188,0.013847439265539096,5.504208021474941e-05,1.2673911413340451e-05,2.1584637917767054e-05,6.118734361462935e-05,0.00019511772084337148,0.007442225524372504,0.0015687623189705219,0.0015423399838866683,7.143397213711667e-08,0.0036103227744945124,2.466551538808778e-07,4.339986114110528e-07,5.888203180840348e-12,1.5173899880100407e-08,1.3725441065301346e-05,0.00015363950806252452,1.158077682675271e-06,8.089848260166343e-13,1.0860220392482788e-08,0.00021798461527349543,0.001067296383581695,1.0963843746005147e-07,2.2447406414336505e-08,0.001277805735514492,3.410078218780684e-07,2.2568711448468892e-11,3.231179584648379e-07,2.4186267474914698e-11,1.0797012774409338e-07,1.0883455182973262e-09,8.781722661886785e-07,7.018219023535888e-09,5.702451596803151e-09,7.551563099694614e-06,4.3379979433633466e-05,2.088355664093311e-11,3.691739813217708e-12,1.563779597843828e-13,3.662548899742725e-14,1.2516528717508556e-06,7.18883594673166e-10,9.010783615001856e-12,1.2254229039664842e-12,1.5148133080671801e-09
4.2321447757095165e-05,0.764446883004052,0.00017345443873938087,5.233871086064212e-05,0.00010848458015393427,0.014682711156142633,0.0,0.0,0.0012642028211890869,5.8709077675630796e-05,0.009096504830468593,0.0003091244993170109,3.3112118387931895e-05,4.2526471962723104e-14,1.1932343715367888e-10,2.585388531434452e-08,9.41753104946271e-05,0.00062231898832428,1.064220031753663e-06,1.2210796901004462e-10,1.006475302613793e-09,1.956800512987536e-13,3.080792903810464e-09,6.994684727188451e-07,2.6090433136976877e-08,3.496384518741244e-06,7.224708131825123e-12,5.5779633479116854e-08,2.77426485523243e-07,5.550742378381792e-10,2.0129880856154354e-08,5.933948538273892e-12,1.5862134698442427e-11,1.3570142499350068e-08,3.76,0.0,0.40494222351023373,0.9843074995464786,0.010349045936326406,0.00042719989465059174,0.387609928372633,0.27126536255456707,0.09810529331171235,2.2080738860661728e-06,0.000604928545294756,0.004357014503707888,1.0073303161724147e-08,1.8437312442147383e-10,2.081368155334908e-14,0.001512379340449147,4.002621919590424e-09,1.2102182096353609e-09,0.0005016021614248213,3.800527551667586e-09,2.821063972785611e-09,4.898405749531206e-15,2.0778535818272586e-09,8.150983788041802e-12,3.1611359283355405e-10,1.532655368950649e-09,2.7714886431743414e-16,2.954348165045145e-15,7.67820547519387e-06,5.481104204550642e-12,0.0022327240005985834,0.0017898477980707213,0.00010441030258638432,2.1329449647452175e-05,0.0009462374081530848,0.006324504387230627,0.014083895256775681,5.588634022582839e-05,1.288065860317707e-05,2.1959114846449327e-05,6.240653632007206e-05,0.00019896685354062012,0.007621040870294633,0.0016043103212290352,0.0015579461196170983,7.149097644707654e-08,0.0037116411514637885,2.545089943792048e-07,4.4213078552625966e-07,5.99851458431486e-12,1.521342351529324e-08,1.401379449166911e-05,0.00015686486359582866,1.1869749810448472e-06,8.241388867485959e-13,1.1075651281360306e-08,0.00022230267560362717,0.001090742632514342,1.1170108518206916e-07,2.250249101511053e-08,0.0013222533263741781,3.504850426141347e-07,2.3019937811952154e-11,3.2989601385312507e-07,2.4771835530652142e-11,1.1098669795644926e-07,1.122530528179375e-09,8.985878839368513e-07,7.181113758533613e-09,5.799893018408379e-09,7.769827292579578e-06,4.522018765911784e-05,2.161654475089035e-11,3.794663499944272e-12,1.6093285785014551e-13,3.7691642844636043e-14,1.2926992573427653e-06,7.417579613477635e-10,9.320156347785917e-12,1.2737766517422996e-12,1.5798340823358643e-09
4.275362915548636e-05,0.764878848308842,0.00017537106677671942,5.32147395404496e-05,0.00010980819927458594,0.014961622856287975,0.0,0.0,0.001278009839059257,6.0076568596513506e-05,0.009400466156174701,0.00031918257578066446,3.381944530610262e-05,4.486985355692717e-14,1.2446887338571254e-10,2.662264047722515e-08,9.618426465430761e-05,0.0006425031743123252,1.0990600136216581e-06,1.2521030302359365e-10,1.069981370913557e-09,2.0770914404373552e-13,3.1812911470250233e-09,7.314184894961329e-07,2.6907713898929653e-08,3.6329321176999947e-06,7.746724474312788e-12,5.9117348992604656e-08,2.9253176596579404e-07,5.819640661413697e-10,2.0698532002229876e-08,6.202003044884659e-12,1.672153320509651e-11,1.4315995939090476e-08,3.76,0.0,0.4016866472732568,0.9838950071685018,0.010606237412513897,0.0004394758930635363,0.39043894797240913,0.27251352307410187,0.09919307650462719,2.1938915540614327e-06,0.0006046750286535222,0.0044390251358960905,1.026350857976321e-08,1.8474773293485995e-10,2.0888892335614464e-14,0.0015408614741050342,4.156160606574531e-09,1.2563656525491605e-09,0.0005161401403781268,3.945602424921655e-09,2.8650142592570923e-09,5.081304905072324e-15,2.1567807874499755e-09,8.460600444838133e-12,3.2812126126526175e-10,1.5908487443781662e-09,2.8749717409371666e-16,3.0646615990959754e-15,7.979253735950507e-06,5.53642761049861e-12,0.0023158369799371878,0.001841905793611486,0.00010476688966036502,2.139782925673703e-05,0.00094775532846493,0.006390533570149844,0.014320408884138679,5.672793967907099e-05,1.3087475764235932e-05,2.2333203172506743e-05,6.363114697209346e-05,0.0002028294465710079,0.007802007393588868,0.0016399950066301623,0.0015735347310384517,7.153533669242115e-08,0.00381428544469444,2.624970206846891e-07,4.50274662587189e-07,6.108984338466079e-12,1.5250420332628938e-08,1.4304559091316365e-05,0.0001600960625274113,1.21609002866801e-06,8.393146678062682e-13,1.1291889055495268e-08,0.00022663057419724638,0.0011143998006362872,1.1376404747584033e-07,2.255376491385911e-08,0.0013675334693092885,3.601298164238911e-07,2.3471015259920358e-11,3.3672286766764067e-07,2.536342643232534e-11,1.1401829063933455e-07,1.15734961314217e-09,9.192175897020682e-07,7.34571256672155e-09,5.897359316241758e-09,7.991025732631571e-06,4.711596108680589e-05,2.236664574555363e-11,3.898793425225212e-12,1.655611500630641e-13,3.877495747707434e-14,1.3344807679382788e-06,7.650067492038216e-10,9.635354207753458e-12,1.323371635392492e-12,1.6468626356652278e-09
4.318581055387755e-05,0.7653091421655352,0.00017728166021074035,5.409218061329073e-05,0.00011112554093738167,0.01524193186354784,0.0,0.0,0.001291549460108724,6.144431767401425e-05,0.009710724773825173,0.00032944111728329395,3.4531856482094874e-05,4.7310976754958665e-14,1.2976917922085914e-10,2.7404698868451177e-08,9.820742626097311e-05,0.0006631241623426095,1.1345796279309949e-06,1.2835174898222593e-10,1.1367857596292385e-09,2.2033858133448335e-13,3.283685826281208e-09,7.643908043676528e-07,2.7734231531648746e-08,3.7729390095509465e-06,8.299690520734417e-12,6.261482789513508e-08,3.08252599195256e-07,6.098224485513132e-10,2.127656349939749e-08,6.478433006906584e-12,1.7617497070746e-11,1.5092819724813687e-08,3.76,0.0,0.3984501800624572,0.9834759826942332,0.010866673925431291,0.00045193377291145344,0.39325010009572786,0.27373275600785146,0.10028315574378706,2.179770377142659e-06,0.000604417497652229,0.0045216803420776875,1.0455214117644299e-08,1.851122274601231e-10,2.096162950415709e-14,0.0015695125533343945,4.313860829206225e-09,1.3037509072305688e-09,0.0005308043892686145,4.09457304271199e-09,2.908362560544571e-09,5.268899743923495e-15,2.2378112494053685e-09,8.778467706080962e-12,3.404489078886107e-10,1.6505917331711487e-09,2.981111620429283e-16,3.1778073117908116e-15,8.287876062292131e-06,5.591740786346718e-12,0.0024010882440337277,0.0018947067051763046,0.00010510726841662411,2.1462812984145813e-05,0.0009491141286308808,0.006455531697957062,0.014556927736482568,5.756661783191967e-05,1.3294310568595247e-05,2.2706776182613492e-05,6.48608620172986e-05,0.00020670438006933082,0.007985117918486363,0.0016758047396135396,0.0015891053737534773,7.156723196120742e-08,0.0039182446552066385,2.706185193509428e-07,4.5842757076592894e-07,6.219576203794442e-12,1.528490702195397e-08,1.4597692736685251e-05,0.00016333174844642543,1.2454112944072427e-06,8.545071910568643e-13,1.150887112180675e-08,0.00023096677393262378,0.0011382651186836643,1.158265139065203e-07,2.2601260195988146e-08,0.0014136402039321987,3.699423867272486e-07,2.3921737218574778e-11,3.435974142519108e-07,2.5960929453453332e-11,1.1706324085156397e-07,1.1928044044844664e-09,9.40059566160665e-07,7.512000906266932e-09,5.994828884161623e-09,8.21511284848983e-06,4.906826291643598e-05,2.3134038214669505e-11,4.004101890685611e-12,1.702623918284351e-13,3.987532853611331e-14,1.3769941605403042e-06,7.886266423827464e-10,9.956345721852344e-12,1.3742186526241002e-12,1.715935317933143e-09
