Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065)
5.694362711967068e-09,0.4757853882584246,2.0755702644119973e-17,5.517374519265539e-21,5.430921972407146e-21,4.03660531327881e-20,0.0,0.0,3.2627941802895624e-12,1.5123630597583726e-18,1.173981312121261e-24,8.417136653785573e-26,2.648365140021533e-27,2.141368108237901e-55,3.242537433183305e-39,1.167225395935687e-23,7.935087667396679e-42,2.061758367345971e-18,1.4033535574737526e-52,1.232033753194588e-43,2.2189334030231716e-49,1.07520496659661e-48,3.9525445140673905e-23,6.265225963048213e-47,2.269005453233965e-34,3.183220613063434e-51,1.1708642208582688e-60,7.73696977675687e-47,1.3668915370420545e-79,4.6897434138809845e-65,1.8147458164034564e-32,3.9591713366020636e-69,8.500640304504018e-63,6.507716298152673e-70,3.76,0.0,0.8761219607208162,0.9999859390433664,1.7156847402193184e-23,8.156422310778022e-48,1.4283948139490456e-09,9.114229867507482e-10,4.527484256558039e-10,6.422339527328685e-11,1.4060953371488543e-05,3.188910325300851e-21,6.765753604138634e-34,2.0094439105008668e-18,8.202845779768552e-24,3.747730399252459e-18,3.59512922499706e-49,1.5374303157542672e-48,2.677824966733028e-23,1.2341579814535926e-49,8.448767021724545e-28,9.330446993247444e-55,9.709240921390101e-49,1.9530533967886918e-51,1.4256080667908674e-49,1.1135423219178306e-48,4.097822604177584e-56,6.417083091145159e-55,3.4419034857660816e-51,9.17069283387219e-23,2.061758332030433e-18,7.550797247331153e-26,2.506400986336973e-12,7.415437769442052e-13,3.749475357496545e-15,3.1470826468163063e-19,5.560349941682104e-15,3.8749641490104794e-20,2.168060797275455e-19,1.820691312476986e-21,5.955204152415724e-20,1.3084099320245902e-21,2.186630453579341e-18,3.430961727376918e-23,2.1853358143058696e-18,1.1133760696247964e-18,1.9366425476335574e-29,5.030815381396122e-39,8.953437700907147e-25,2.1319715508401352e-29
5.8729472028717755e-09,0.4757853882622062,2.2057502211055335e-17,6.0375137824757495e-21,5.952397355666841e-21,4.423016888366473e-20,0.0,0.0,3.365299389804428e-12,1.6087678535310181e-18,1.2903617442464033e-24,9.440761231011622e-26,2.9467167374351984e-27,2.4096034747017584e-55,3.5349153493995396e-39,1.2665845033858835e-23,9.312892575808988e-42,2.19335493916365e-18,1.6718459257862227e-52,1.3935182569826379e-43,2.7029798156582234e-49,1.3085367131433894e-48,4.146152626817958e-23,7.33812483295931e-47,2.4894364097063983e-34,3.920697764679398e-51,1.4414415215496178e-60,9.226280267562259e-47,1.8537514224491937e-79,5.97577143282672e-65,1.9894468497453789e-32,5.188093385461595e-69,1.0714628339464242e-62,8.763679750188441e-70,3.76,0.0,0.8761219606759172,0.9999859390424974,1.9389230148818138e-23,9.686433172514884e-48,1.473191602167254e-09,9.405853970263624e-10,4.669482810908845e-10,6.565791746097267e-11,1.4060954137988932e-05,3.393608109817166e-21,7.425146846465536e-34,2.056988437706358e-18,8.492601520092808e-24,3.988620860840967e-18,4.236629441665228e-49,1.7883817636003508e-48,2.851343468603606e-23,1.4730908072178877e-49,8.761629090442431e-28,1.1132883637690693e-54,1.1290506699395208e-48,2.303521301657257e-51,1.6971655256704697e-49,1.3021133902452569e-48,4.850789218255966e-56,7.598061206457275e-55,4.180170703032151e-51,9.482433231822697e-23,2.1933548995222706e-18,8.285525742551832e-26,2.584871031876117e-12,7.646342591324517e-13,3.987741056742525e-15,3.452167743579796e-19,5.914192558653664e-15,4.1229704223868116e-20,2.3061008252493854e-19,1.925683657026977e-21,6.292895833900105e-20,1.4282400455983151e-21,2.325781039713804e-18,3.651520413334029e-23,2.3243628549228813e-18,1.220503219667419e-18,2.1292380409859248e-29,5.5204767170866584e-39,1.0089550489243486e-24,2.3879461137868954e-29
6.230116184681191e-09,0.4757853882697694,2.4778983334743848e-17,7.172327697907449e-21,7.093224850043679e-21,5.268121172343346e-20,0.0,0.0,3.5703423486238215e-12,1.8105237795996336e-18,1.5459940482753602e-24,1.174867061869724e-25,3.6148313881388924e-27,3.02073467300743e-55,4.1704920582295015e-39,1.4793745748152875e-23,1.264626067640681e-41,2.468739289680698e-18,2.334233067699204e-52,1.763429449604595e-43,3.935790753164141e-49,1.9017898178921434e-48,4.5379518674768653e-23,9.93059106498817e-47,2.9720681324245184e-34,5.835435512717379e-51,2.143490400109164e-60,1.290797114650207e-46,3.320001766920847e-79,9.494577924693048e-65,2.3713357201876574e-32,8.695191280723568e-69,1.6681753893868865e-62,1.5492574145292823e-69,3.76,0.0,0.8761219605861194,0.9999859390415619,2.4499615530785897e-23,1.3444072548821658e-47,1.5627851785968022e-09,9.989932739866017e-10,4.953481250420344e-10,6.844377231687964e-11,1.4060954868636425e-05,3.822354927932875e-21,8.870201305164898e-34,2.1493203337383458e-18,9.072996428047281e-24,4.4931903631326654e-18,5.801287833547618e-49,2.3872026708216628e-48,3.215134712978751e-23,2.066561022567451e-49,9.393839282117642e-28,1.5600972570276998e-54,1.5061784412837836e-48,3.159028784082451e-51,2.368877071340266e-49,1.7563405664360556e-48,6.69756443867466e-56,1.04953275476309e-54,6.063738176149176e-51,1.0105912709923894e-22,2.4687392402780696e-18,9.895255178338824e-26,2.7417865765913168e-12,8.10785179747004e-13,4.486173788116899e-15,4.120156627595265e-19,6.654544949321055e-15,4.642243570932447e-20,2.5949244410494865e-19,2.142615900984343e-21,6.989043999122267e-20,1.6880536208274926e-21,2.616928907150409e-18,4.1136291345081364e-23,2.615240557554433e-18,1.4547477064495856e-18,2.552842498794988e-29,6.593314096628166e-39,1.2674171337643406e-24,2.9636137470567964e-29
6.587285166490606e-09,0.4757853882773326,2.7657477526951103e-17,8.43887796583772e-21,8.370983820163571e-21,6.214326986197151e-20,0.0,0.0,3.775428679616188e-12,2.024210259415502e-18,1.8337590315402934e-24,1.4430575146993825e-25,4.385478887809891e-27,3.741805383679484e-55,4.877576140668017e-39,1.7110938615776242e-23,1.6878712579601501e-41,2.7603786633545168e-18,3.1951462198815723e-52,2.2022941185640144e-43,5.601299499315378e-49,2.7014769685148102e-48,4.9348086993513636e-23,1.3219536113411824e-46,3.513148861060332e-34,8.486797760548848e-51,3.1148892722202234e-60,1.7706203683812298e-46,5.753278063468105e-79,1.4692893501286191e-64,2.798562483144282e-32,1.4146720850381578e-68,2.5340186691963872e-62,2.6535869356048176e-69,3.76,0.0,0.8761219604963215,0.9999859390410167,3.055847011107126e-23,1.8300928651608375e-47,1.6523787550171931e-09,1.0575083308852545e-09,5.237481407265846e-10,7.112227546155398e-11,1.406095520873882e-05,4.276943112534327e-21,1.0492233408186966e-33,2.2380942614889854e-18,9.654529846646009e-24,5.028193293109823e-18,7.809482727523958e-49,3.1345886589990295e-48,3.601345287566613e-23,2.8453881215128658e-49,1.0034681897664174e-27,2.144823204611596e-54,1.9765650512802435e-48,4.2579814223983176e-51,3.2457788367917123e-49,2.330228218466415e-48,9.083607061337482e-56,1.4239670713018622e-54,8.619777651585097e-51,1.072939294271152e-22,2.7603786025978146e-18,1.1701516706635686e-25,2.8986693985046027e-12,8.568960714368752e-13,5.013786297233537e-15,4.869074282551587e-19,7.438439234159512e-15,5.192559609607614e-20,2.9007289780315687e-19,2.368528438225204e-21,7.711811019891952e-20,1.9756190933341678e-21,2.9252000942512417e-18,4.603799097306741e-23,2.923209299130514e-18,1.716910587465274e-18,3.0306018898276405e-29,7.79717179169074e-39,1.5713160769651641e-24,3.630369906505141e-29
6.9444541483000214e-09,0.4757853882848958,3.0692789857384e-17,9.843936899603731e-21,9.793381942653007e-21,7.26730018440918e-20,0.0,0.0,3.980558365734813e-12,2.249829814969842e-18,2.1556266003567984e-24,1.751846611078085e-25,5.267656240470622e-27,4.586293765511118e-55,5.66098974247273e-39,1.9618881682785981e-23,2.2181646895627048e-41,3.068273155651484e-18,4.2968056735169835e-52,2.7181214477113863e-43,7.81022186571657e-49,3.759698520830471e-48,5.335546585912732e-23,1.7340401141397246e-46,4.115981188649277e-34,1.2089938609586792e-50,4.4341291324107187e-60,2.3863608276320955e-46,9.676815522481357e-79,2.220545041456281e-64,3.2735365838342075e-32,2.2408947380193603e-68,3.7649950317162367e-62,4.4167595067515453e-69,3.76,0.0,0.8761219604065237,0.9999859390406571,3.7676257376779693e-23,2.4483794591007267e-47,1.7419723314284267e-09,1.116126437810673e-09,5.521483215264589e-10,7.369756342456805e-11,1.4060955363057501e-05,4.757418695216828e-21,1.2301603631348278e-33,2.3234473183755843e-18,1.0237156954502857e-23,5.593686127751375e-18,1.0353305261392291e-48,4.055912034043213e-48,4.0100703760497173e-23,3.8525415141003065e-49,1.0684138387012213e-27,2.8987304595448273e-54,2.556064543570699e-48,5.650918112617256e-51,4.374035610175793e-49,3.0462951385007156e-48,1.2124189843959672e-55,1.9012318589130982e-54,1.2032760073287896e-50,1.1352875364742714e-22,3.0682730818106977e-18,1.3715723816542342e-25,3.0555195044332555e-12,9.029669694842181e-13,5.570552212183352e-15,5.703521686850093e-19,8.265858244823138e-15,5.77395178288803e-20,3.2235011596341676e-19,2.6030930070421038e-21,8.459959858853428e-20,2.291950096793434e-21,3.2505878763485706e-18,5.1221175658626833e-23,3.2482605366168824e-18,2.008501246538654e-18,3.5660845127169914e-29,9.139656525523776e-39,1.925342693858937e-24,4.395582577947955e-29
7.301623130109437e-09,0.4757853882924591,3.38847260314579e-17,1.1394216175475119e-20,1.136811849618507e-20,8.432699594589154e-20,0.0,0.0,4.185731389943589e-12,2.487384967262237e-18,2.513571457824663e-24,2.1044531218861914e-25,6.2705947823027106e-27,5.568950450582911e-55,6.52596834978954e-39,2.2318460022981672e-23,2.874671111951916e-41,3.3924228589664336e-18,5.6870054707215275e-52,3.319343584154299e-43,1.0691848883113744e-48,5.137065064321142e-48,5.73908272982966e-23,2.2446134883649507e-46,4.7838625567260695e-34,1.6904996777604434e-50,6.196096419813233e-60,3.165644544372293e-46,1.5844700693199988e-78,3.2851851749785896e-64,3.7986480343644913e-32,3.4652550745380542e-68,5.483419956666398e-62,7.164022541431617e-69,3.76,0.0,0.8761219603167258,0.999985939040437,4.596948292798359e-23,3.224809316126649e-47,1.8315659078305026e-09,1.1748436240047613e-09,5.8054866107862e-10,7.617361332690921e-11,1.4060955378092519e-05,5.263825933665187e-21,1.4308690135237348e-33,2.405511318516053e-18,1.082083510782142e-23,6.189723237707461e-18,1.3537771598773405e-48,5.179103243310787e-48,4.441403805536762e-23,5.137862763175574e-49,1.1342190649240299e-27,3.857894907790986e-54,3.2621184276587876e-48,7.395398170685985e-51,5.806862039029435e-49,3.9298030874455315e-48,1.5951239925997706e-55,2.5020693482555632e-54,1.6524337159984713e-50,1.19763606117291e-22,3.3924227701735105e-18,1.594930196253942e-25,3.21233690119309e-12,9.48997909139998e-13,6.156445192318727e-15,6.628095661221475e-19,9.136784823709987e-15,6.38645194565509e-20,3.563226955398213e-19,2.8459939907338414e-21,9.232301987102269e-20,2.638012593493698e-21,3.593085533333309e-18,5.668671727801241e-23,3.590385732082414e-18,2.331019527092448e-18,4.1629088343950024e-29,1.062838124610511e-38,2.3343515351313467e-24,5.26661144266451e-29
7.658792111918851e-09,0.47578538830002237,3.7233092372040106e-17,1.3096368823041587e-20,1.310288433910476e-20,9.71617704064521e-20,0.0,0.0,4.390947735217037e-12,2.7368782363012754e-18,2.9095721687339367e-24,2.5041059448729697e-25,7.403746925133926e-27,6.705946689304293e-55,7.478202809280114e-39,2.5210035022541204e-23,3.6786782010751027e-41,3.7328278622813134e-18,7.419405467139276e-52,4.014812517641297e-43,1.4395559190952948e-48,6.903331837993679e-48,6.144421903186987e-23,2.8708457904256027e-46,5.520085268839195e-34,2.324313269718914e-50,8.514288635662058e-60,4.139674634759283e-46,2.5324021680308697e-78,4.767653210171634e-64,4.3762675844216204e-32,5.243472924687751e-68,7.843253688081804e-62,1.1352389588165625e-68,3.76,0.0,0.876121960226928,0.9999859390402747,5.556068759175554e-23,4.1879214128104796e-47,1.9211594842234214e-09,1.2336560715662666e-09,6.089491532649807e-10,7.855424918777722e-11,1.4060955335122067e-05,5.7962073818362115e-21,1.65238880486205e-33,2.4844130017484122e-18,1.1405523493037226e-23,6.8163569701023385e-18,1.7481874240034943e-48,6.534742413097768e-48,4.8954380983328456e-23,6.758727751260707e-49,1.2008821114429382e-27,5.0636369296150966e-54,4.1138119274836276e-48,9.556547538895972e-51,7.605142113148836e-49,5.008933723357728e-48,2.071473487599256e-55,3.250060750776384e-54,2.23585139554691e-50,1.2599849018350542e-22,3.7328277565297205e-18,1.841368805052493e-25,3.3691215955984926e-12,9.949889256240278e-13,6.771438928179881e-15,7.647388873770066e-19,1.0051201823953347e-14,7.030090618035301e-20,3.919891613384733e-19,3.096927917338159e-21,1.0027695461607107e-19,3.0147267955289447e-21,3.952686349636987e-18,6.243548694311977e-23,3.949576352695122e-18,2.685955786030911e-18,4.824743445371454e-29,1.2270964600729582e-38,2.8033528830869912e-24,6.25078667826469e-29
8.015961093728267e-09,0.4757853883075856,4.073769580249713e-17,1.4956991073265763e-20,1.5005361888922444e-20,1.1123377364569052e-19,0.0,0.0,4.59620738454029e-12,2.998312141105156e-18,3.345610333662668e-24,2.95403576320278e-25,8.676773874167061e-27,8.01503449806075e-55,8.523877476555191e-39,2.8293488651525957e-23,4.653686756684107e-41,4.089488251296627e-18,9.553793425286499e-52,4.813796990752486e-43,1.9092228920848504e-48,9.137976389344179e-48,6.550650856892039e-23,3.6319106923000825e-46,6.32793650351878e-34,3.1472749819606317e-50,1.1523107661124752e-59,5.3434318966280814e-46,3.9598464615594815e-78,6.799362992093119e-64,5.008746885310471e-32,7.779548846022716e-68,1.1036030740587205e-61,1.7613055748066851e-68,3.76,0.0,0.8761219601371302,0.9999859390401009,6.657844072892819e-23,5.369369859363622e-47,2.010753060607183e-09,1.2925601096061268e-09,6.373497922030363e-10,8.084314777860425e-11,1.4060955303789722e-05,6.354603955102678e-21,1.895760880329416e-33,2.560274227662809e-18,1.1991182996624597e-23,7.473637725869213e-18,2.2319629139185772e-48,8.15614383034812e-48,5.372264520779661e-23,8.780713354159972e-49,1.26840127261818e-27,6.56295435934515e-54,5.131926041873608e-48,1.220759829672559e-50,9.838044821405822e-49,6.314962699427276e-48,2.658409474663272e-55,4.171845161987084e-54,2.984711306822982e-50,1.3223340712120477e-22,4.0894881264412784e-18,2.1120329960708097e-25,3.5258735944624114e-12,1.0409400541249959e-12,7.415507141423725e-15,8.76598984485948e-19,1.100909210941321e-14,7.704897036303048e-20,4.293479690259478e-19,3.3556029952795287e-21,1.084504314067206e-19,3.4229689479102796e-21,4.329383614214879e-18,6.846835500218547e-23,4.325823870718298e-18,3.074790945742884e-18,5.55530701633957e-29,1.4075030449295441e-38,3.3375053292600724e-24,7.35539092914427e-29
8.730299057347097e-09,0.475785388322712,4.821484449919939e-17,1.9179759459636634e-20,1.9344139420920525e-20,1.4331491274034302e-19,0.0,0.0,5.006856527329726e-12,3.557011929133303e-18,4.3457346904940734e-24,4.0175989134566157e-25,1.1682047229652725e-26,1.1229853407377266e-54,1.0923036660230196e-38,3.503348722664368e-23,7.22246278517653e-41,4.851575513061209e-18,1.530023805797848e-51,6.761445811041864e-43,3.226622681364679e-48,1.5383193672276067e-47,7.362493529631012e-23,5.646261980242146e-46,8.171647734671795e-34,5.541984377713528e-50,2.027480901795327e-59,8.600497408172933e-46,9.17064193825281e-78,1.3213796790299974e-63,6.447597167340083e-32,1.627966628179039e-67,2.093049246563777e-61,4.020297871121518e-68,3.76,0.0,0.8761219599575344,0.9999859390397047,9.343795813821394e-23,8.530320165382661e-47,2.1899402133472342e-09,1.4106289639018253e-09,6.941514879104632e-10,8.515974879247881e-11,1.4060955289294786e-05,7.549598443980004e-21,2.4522340989090812e-33,2.703339829346804e-18,1.316526665924147e-23,8.880332771216028e-18,3.5296030194937e-48,1.234380190052995e-47,6.394652912759075e-23,1.4337005843391637e-48,1.4060013543662344e-27,1.0662331464367287e-53,7.759415690918855e-48,1.9317321435395733e-50,1.5930942856273728e-48,9.749724363313192e-48,4.242695494872764e-55,6.66047120429806e-54,5.132327534381969e-50,1.4470333783120462e-22,4.851575343011018e-18,2.7306223988725466e-25,3.839279532810432e-12,1.1327227877770853e-12,8.790762041696663e-15,1.1319448444931709e-18,1.3055224044987038e-14,9.148124025854306e-20,5.091361100510181e-19,3.8950642875421994e-21,1.2541422897101274e-19,4.3373358912443295e-21,5.134040666502496e-18,8.138986388250669e-23,5.129455513494404e-18,3.960034903135797e-18,7.23774576995759e-29,1.8198127416926066e-38,4.622582702315496e-24,9.954656655554815e-29
9.444637020965928e-09,0.4757853883378386,5.631463891471744e-17,2.4114221013765002e-20,2.4445740901448704e-20,1.8102061212806015e-19,0.0,0.0,5.417678682404871e-12,4.1635044637080615e-18,5.529830945438152e-24,5.320753534066881e-25,1.5367444604038598e-26,1.539421264751863e-54,1.378408873320401e-38,4.2529418538465595e-23,1.0816402447820148e-40,5.678685266852113e-18,2.353584819477611e-51,9.244653888654865e-43,5.2059908975899125e-48,2.4722170718824962e-47,8.168752779108827e-23,8.485917219233018e-46,1.0341191673879107e-33,9.309621231185274e-50,3.4040537794730952e-59,1.3299414994850014e-45,1.9842214762075794e-77,2.433326592185514e-63,8.133636302744717e-32,3.205592664572563e-67,3.7729759163170765e-61,8.588772116098843e-68,3.76,0.0,0.8761219597779386,0.9999859390392635,1.2769690414168003e-22,1.302702379929054e-46,2.3691273660506573e-09,1.5290235520168804e-09,7.509537055192079e-10,8.915009392422664e-11,1.4060955319739996e-05,8.849106270017098e-21,3.108648053560488e-33,2.8355923004086168e-18,1.434280355776613e-23,1.0410175407486814e-17,5.388111415956785e-48,1.8066252435250457e-47,7.50927573125871e-23,2.2522250956137925e-48,1.5470066543072116e-27,1.666283674263502e-53,1.1346597660519206e-47,2.949364559694742e-50,2.4828888243651273e-48,1.4552972879309981e-47,6.527934696118073e-55,1.0250916055411761e-53,8.464215575067067e-50,1.5717338876260696e-22,5.678685041376401e-18,3.459876959199647e-25,4.152554770712145e-12,1.2243463909842938e-12,1.028200028602461e-14,1.432509685572821e-18,1.5275043755520344e-14,1.0716342939070654e-19,5.956734881909645e-19,4.462260616748441e-21,1.4313496640261826e-19,5.3873074920280895e-21,6.007003091704012e-18,9.545819145839417e-23,6.001212540275384e-18,4.998412058359979e-18,9.240974405249737e-29,2.305875001816875e-38,6.233554821362092e-24,1.3121163316654548e-28
9.999999999999999e-09,0.475785388352965,6.304107047767331e-17,2.847484799737404e-20,2.897817778812567e-20,2.1450851424112595e-19,0.0,0.0,5.737192355701248e-12,4.668057706396001e-18,6.587688356479428e-24,6.515587490953178e-25,1.875602223090374e-26,1.9426404894653726e-54,1.637232487361624e-38,4.8870432474648166e-23,1.4493743596726975e-40,6.366649890907378e-18,3.2115503456664895e-51,1.1601861438514525e-42,7.34564171976425e-48,3.4774985027310633e-47,8.788586720512825e-23,1.1414781875237963e-45,1.2269745350069736e-33,1.3547172270258821e-49,4.952330145506273e-59,1.8224058316665674e-45,3.471182314979675e-77,3.7876798899681844e-63,9.626858104929432e-32,5.2343106092365794e-67,5.786515476773411e-61,1.4894343005609617e-67,3.76,0.0,0.8761219596383116,0.9999859390389333,1.6023706450993337e-22,1.76837738390912e-46,2.508436650983228e-09,1.6212788253431261e-09,7.951149987462599e-10,9.204281078004281e-11,1.4060955330352267e-05,9.931799144362054e-21,3.693391944288663e-33,2.931465954120737e-18,1.526049948500958e-23,1.1684859871943876e-17,7.329661443456629e-48,2.3812268161653206e-47,8.44001085635032e-23,3.1266251733328023e-48,1.6589765964618006e-27,2.3037841454231148e-53,1.4945929022236832e-47,4.011531429863988e-50,3.4264442621775045e-48,1.947344638376065e-47,8.928337664346381e-55,1.4022847681363469e-53,1.2179733216186272e-49,1.668683226412426e-22,6.366649614579756e-18,4.1091803155413776e-25,4.396020740478089e-12,1.2954695101278785e-12,1.1521369252126497e-14,1.6997667368235895e-18,1.712076601338608e-14,1.202204248120572e-19,6.676061244176959e-19,4.921134121201567e-21,1.573878794998253e-19,6.300902088715222e-21,6.732849598449119e-18,1.0719245187031012e-22,6.725988263438908e-18,5.918875610149851e-18,1.1040186255021294e-28,2.7386338494420954e-38,7.740490138845772e-24,1.601024148417585e-28
1.0158974984584759e-08,0.475785388352965,6.503555449002078e-17,2.981127127693611e-20,3.037131996126104e-20,2.24799966305756e-19,0.0,0.0,5.828673714028036e-12,4.817809861383036e-18,6.913792363622591e-24,6.888725447673383e-25,1.9816644548418167e-26,2.072682636798145e-54,1.7177573528779916e-38,5.076690426016777e-23,1.571117925347695e-40,6.570818088583674e-18,3.498126906076596e-51,1.2352252665150857e-42,8.073870017485294e-48,3.818858021317936e-47,8.964582177559381e-23,1.2389078485450012e-45,1.2862682555895034e-33,1.5020298757190217e-49,5.490603779001027e-59,1.987446978154048e-45,4.0459777686611505e-77,4.278065979205659e-63,1.008500618469987e-31,5.988698757765719e-67,6.509872405912094e-61,1.7321270849356285e-67,3.76,0.0,0.8761219595983428,0.999985939038849,1.70600184323705e-22,1.923442364188832e-46,2.5483145187174525e-09,1.6477192605731925e-09,8.077564055869753e-10,9.283883599334489e-11,1.4060955323061427e-05,1.0253401771519996e-20,3.873384449947186e-33,2.9578487116613036e-18,1.552353280016457e-23,1.206350590355195e-17,7.979821838702143e-48,2.569613726203143e-47,8.716822402466278e-23,3.42279581755617e-48,1.6914053100806027e-27,2.5190802127941966e-53,1.612555172469985e-47,4.367009672372558e-50,3.744787575198278e-48,2.1104307699458559e-47,9.734356746456279e-55,1.5289491908820573e-53,1.3466788095889963e-49,1.6964354978025745e-22,6.570817796370233e-18,4.308990090367443e-25,4.46569936261983e-12,1.3158111441383636e-12,1.188901276075574e-14,1.7819494411738205e-18,1.7668414537197335e-14,1.2409746139276355e-19,6.889455369341177e-19,5.055235344649862e-21,1.61539356059512e-19,6.578475215372385e-21,6.948217362732947e-18,1.1068027309440727e-22,6.941026912209535e-18,6.201435328138932e-18,1.1596540802484503e-28,2.8718032118057155e-38,8.216346743481586e-24,1.691007088492427e-28
1.087331294820359e-08,0.4757853883680914,7.437607484458981e-17,3.6321052782667326e-20,3.7181893520934113e-20,2.7510097176555533e-19,0.0,0.0,6.239841486630593e-12,5.519948222924642e-18,8.513500987859607e-24,8.746180138127133e-25,2.5115638121852085e-26,2.7492573664039465e-54,2.118481725604222e-38,5.972728169992154e-23,2.2224956829421455e-40,7.527974510027791e-18,5.047356557596688e-51,1.617943068105452e-42,1.2102050296375903e-47,5.701160356989077e-47,9.746007753676989e-23,1.7638174402532086e-45,1.5762153862023195e-33,2.3404652027077102e-49,8.554862767555697e-59,2.883703929310228e-45,7.84179155446363e-77,7.226714288845136e-63,1.2319558464560593e-31,1.0693281749562166e-66,1.0814733324300476e-60,3.324577115730325e-67,3.76,0.0,0.876121959418747,0.9999859390384573,2.234885147664036e-22,2.7585272407056334e-46,2.7275016713476192e-09,1.7666933362214657e-09,8.645595516521206e-10,9.624876480994527e-11,1.4060955303653983e-05,1.1762738555088714e-20,4.754845477530031e-33,3.0708643880098272e-18,1.6707213117213144e-23,1.3840639898798339e-17,1.151183120788385e-47,3.5656840942854815e-47,1.0017966386617412e-22,5.0547091599452e-48,1.839186208676365e-27,3.700819637509682e-53,2.235986030487538e-47,6.296369545123436e-50,5.489873387766948e-48,2.9850215575871e-47,1.4127597457468732e-54,2.2193919221561946e-53,2.0769459680812365e-49,1.8211381312080773e-22,7.527974138707258e-18,5.287168745790409e-25,4.778713362963172e-12,1.40711732713568e-12,1.3611590843355739e-14,2.1839134550140027e-18,2.0235199857012287e-14,1.4228509734680633e-19,7.889368367172214e-19,5.672179617029741e-21,1.8055977583152994e-19,7.915877163563593e-21,7.957630023422874e-18,1.2706303200372178e-22,7.94883067159963e-18,7.580471589095941e-18,1.4336789956577695e-28,3.523715026440961e-38,1.0618633266110894e-23,2.1374619602325508e-28
1.158765091182242e-08,0.4757853883832179,8.433469135533066e-17,4.369300091947441e-20,4.493834133026592e-20,3.3237053290288484e-19,0.0,0.0,6.651181864812702e-12,6.26993963333223e-18,1.034481335825233e-23,1.0917088021761543e-24,3.135242886307556e-26,3.601186929728743e-54,2.589864511210072e-38,6.938848381602307e-23,3.072022802867104e-40,8.550155023220688e-18,7.097007887210428e-51,2.082762368566402e-42,1.7610105087157497e-47,8.262316933338752e-47,1.0509809534231818e-22,2.4564035127077817e-45,1.906555874594689e-33,3.538007185176164e-49,1.2933687631322277e-58,4.078024136005842e-45,1.4549060143760323e-76,1.1791318386510234e-62,1.4854859633175544e-31,1.8360197512991064e-66,1.7383500311932096e-60,6.11380532136957e-67,3.76,0.0,0.8761219592391513,0.9999859390380564,2.87798200261209e-22,3.857169245918807e-46,2.906688823941158e-09,1.8859247409164103e-09,9.2136311000173e-10,9.940095213146701e-11,1.406095529296968e-05,1.3377351108706267e-20,5.7614521625482084e-33,3.1753377127705416e-18,1.7893621408736501e-23,1.574187031948948e-17,1.6229878067264387e-47,4.842450168114143e-47,1.141336640193139e-22,7.280013353184999e-48,1.9903389489737998e-27,5.302896572969753e-53,3.034589195134957e-47,8.86938584501176e-50,7.850927596980825e-48,4.1310238531154584e-47,2.0023881589076276e-54,3.1461475461936233e-53,3.117282229106648e-49,1.9458417217525438e-22,8.550154559396753e-18,6.403632236768539e-25,5.0915968261493485e-12,1.4982652193781676e-12,1.5449526400133816e-14,2.642044496913897e-18,2.2975263352490424e-14,1.6172794838896224e-19,8.956311893152583e-19,6.311420865442985e-21,2.0013382728203178e-19,9.40404220117721e-21,9.035187688083197e-18,1.4461337927111846e-22,9.024555941776673e-18,9.146743324954462e-18,1.7494862553330184e-28,4.2677311817209683e-38,1.3489656362511702e-23,2.6565904989274786e-28
