Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065)
0.008138489895831174,0.4759580663082376,1.2464768810159509e-10,7.909350600344068e-12,1.8279537126053921e-09,4.1018739706463494e-07,0.0,0.0,1.5415706095971373e-05,5.8495288344772275e-06,2.621592685687349e-06,1.4463041312691557e-11,8.00693504395277e-13,-1.0528315625223761e-32,6.963768935493666e-27,3.3178721860539327e-21,1.1764836031358139e-19,4.192757313755799e-06,1.4393776203603688e-30,9.60151875612828e-24,2.139799860785181e-25,8.057852570116561e-32,2.721518219449822e-22,1.5738558688543284e-16,1.2656759550666807e-17,7.284824856526787e-23,1.1338550257270046e-34,1.2653843580196426e-25,2.5167633423132684e-34,2.556609582155349e-33,8.992332614574538e-15,2.8394804780307262e-30,2.044725017517369e-26,3.885923992296134e-27,3.76,0.0,0.8740467361986094,0.9999496798540795,1.0081815324223118e-05,1.127624063242211e-20,0.0020417070853480596,0.0013845320095799702,0.0006429818275621692,1.3796272325405442e-10,1.4060445317237835e-05,6.988439136020076e-09,7.071699608644021e-18,5.267817235526016e-18,1.3794403308933402e-17,5.625347687246192e-06,9.172953482839107e-22,1.0364719820564672e-22,3.2261041420739925e-06,2.1255269634673887e-20,6.975676301085848e-16,3.963140163694031e-27,1.0880150842603679e-20,4.949705013232217e-22,6.068956397822153e-20,2.5501032563306353e-18,1.2338842091589852e-28,1.9395115701897374e-27,1.5745073083680633e-17,1.4110120682390148e-16,4.202609165919387e-06,2.029670722017956e-08,1.0249997009842794e-08,2.2421169009921617e-09,8.869590511328278e-08,1.204747259204268e-05,2.3971537776559454e-05,6.061003855689498e-10,7.554373834006603e-11,2.264223724978543e-11,5.5163439846305e-13,3.6841729879191713e-09,1.267067990932286e-08,1.8985333822487677e-09,1.030987848428548e-11,9.460146655253862e-10,9.074133525025112e-13,3.4280060041211566e-21,3.655503593882087e-09,3.070527297353443e-15
0.008309794227973344,0.47596171923429986,1.2935208694399116e-10,8.288673161379515e-12,1.9222208341065905e-09,4.321388454994438e-07,0.0,0.0,1.5962059878512058e-05,6.134987411557605e-06,2.775420224281782e-06,1.6123740280387233e-11,8.585843705929101e-13,2.1805508442579644e-32,7.532309100923602e-27,3.3194144254335686e-21,1.3148430042728312e-19,4.370402848488327e-06,1.5597212397113304e-30,1.0217637870007774e-23,2.4574152010311456e-25,4.96440844330487e-32,2.7227770473054265e-22,1.7882434133063837e-16,1.368768958068826e-17,8.446299287229556e-23,1.308836018749242e-34,1.3539832905253512e-25,3.128042390793772e-34,2.8336344553866922e-33,9.705527983564455e-15,3.359880054958446e-30,2.3669576359329243e-26,4.740615336755446e-27,3.76,0.0,0.8740018989139537,0.9999480191581692,1.0786199835032109e-05,1.3287367411198322e-20,0.0020847281845665,0.0014133454170441025,0.0006564371564047329,1.37962675544869e-10,1.4060421963114356e-05,7.28482354338197e-09,7.3719533418248e-18,5.28479617910423e-18,1.4081346318121067e-17,5.821948552006993e-06,9.971470659332432e-22,1.1267360772495455e-22,3.469720711567439e-06,2.3106953828110108e-20,7.37804224635552e-16,4.308096326415181e-27,1.185812135074386e-20,5.394647348851389e-22,6.614512192718005e-20,2.779351761143041e-18,1.3412828675731013e-28,2.108328821409106e-27,1.7477965717616543e-17,1.4405260987618596e-16,4.381136593257573e-06,2.2152487255654477e-08,1.0672727692466724e-08,2.338530205096703e-09,9.248514933378875e-08,1.273067576418704e-05,2.5252257577480607e-05,6.388873863325448e-10,7.90213789172102e-11,2.4211039668481542e-11,5.9020253818217e-13,3.98006328272141e-09,1.3448631403787252e-08,2.0882239767961057e-09,1.0739886851989965e-11,9.864210254924522e-10,9.939602451915804e-13,3.725144421680718e-21,3.949121361481988e-09,3.3171539834367313e-15
0.008481098560115514,0.4759653734246504,1.341794413412751e-10,8.682649796326175e-12,2.019929564942266e-09,4.5491326680598926e-07,0.0,0.0,1.6520589328368885e-05,6.430251129707592e-06,2.9345992223473476e-06,1.794137311678062e-11,9.197354440772784e-13,-5.521216975030799e-33,8.137049351739812e-27,3.3209696100931005e-21,1.4663391866851616e-19,4.551696713588857e-06,1.690059478630592e-30,1.0859390716578181e-23,2.814938497801321e-25,-1.3346390619361628e-31,2.7240460718976896e-22,2.027630924570153e-16,1.4784068874543247e-17,9.768236947480203e-23,1.507503213269873e-34,1.4475735355577194e-25,3.8781389808758755e-34,3.136691566167694e-33,1.0461819878987249e-14,3.962226324563566e-30,2.7336782561115677e-26,5.763193741777768e-27,3.76,0.0,0.8739569820675003,0.9999463041500185,1.1526629515345389e-05,1.5611769993990307e-20,0.002127752381177429,0.001442137877630549,0.0006698900090520318,1.3796261020463156e-10,1.4060397845299666e-05,7.587310788312851e-09,7.678396536956822e-18,5.301765294844822e-18,1.436807445625388e-17,6.020477981452319e-06,1.0820890780044069e-21,1.222756277401476e-22,3.7271025405697217e-06,2.5076757021089517e-20,7.79684070769026e-16,4.675037801257289e-27,1.2900498927282426e-20,5.868894879463807e-22,7.195999937975963e-20,3.023700072870483e-18,1.4555264330892309e-28,2.2879054100197457e-27,1.9360027353513855e-17,1.4700340605620296e-16,4.563378243330237e-06,2.41415621098958e-08,1.1109323771467782e-08,2.4380170506325348e-09,9.639492387015148e-08,1.3442869647829065e-05,2.6585534509869502e-05,6.729478972052306e-10,8.261935552217126e-11,2.5862296918150772e-11,6.308186395639146e-13,4.293994661368149e-09,1.4263331536364497e-08,2.2943561856990547e-09,1.1183887631666239e-11,1.0281121124761323e-09,1.0873204254385054e-12,4.0430389791195276e-21,4.260641383897834e-09,3.578817576407654e-15
0.008652402892257684,0.47596902891689397,1.3913187608284507e-10,9.09173797662349e-12,2.1211720148123508e-09,4.785320409978395e-07,0.0,0.0,1.7091418620635182e-05,6.735598862392717e-06,3.0991848633582845e-06,1.992778591968816e-11,9.842856198197818e-13,-1.8440213010901264e-32,8.77971042853053e-27,3.3225388200036936e-21,1.631919987686414e-19,4.736635999513195e-06,1.8313982758168936e-30,1.1527280017916365e-23,3.2164344689139795e-25,6.543830776666947e-32,2.7253261606861697e-22,2.2944816704353254e-16,1.5948996356379672e-17,1.1269406281654157e-22,1.7361359431620346e-34,1.5464570074372697e-25,4.796049235829165e-34,3.468060950164726e-33,1.1263055213609032e-14,4.6573503648432185e-30,3.150216780254181e-26,6.982868372967122e-27,3.76,0.0,0.873911983077068,0.9999445334945163,1.2304413236907293e-05,1.8291463042728537e-20,0.0021707797228136846,0.0014709087714394246,0.0006833404492609311,1.3796252667572612e-10,1.4060372945019674e-05,7.89589658820007e-09,7.991024856554616e-18,5.318724348636574e-18,1.465458148356955e-17,6.220880533875377e-06,1.1723314720117617e-21,1.3247701823089981e-22,3.998796182611244e-06,2.716955645914477e-20,8.232489759449146e-16,5.064871548691805e-27,1.4010032125887426e-20,6.373698291335505e-22,7.814953138920187e-20,3.2837926562023297e-18,1.5768972787650738e-28,2.478685191131917e-27,2.1400661522337487e-17,1.4995360865460206e-16,4.749335379835511e-06,2.6271207058844157e-08,1.1560135899307229e-08,2.5406500110472638e-09,1.0042809042566443e-07,1.418497060945167e-05,2.7973030946647823e-05,7.083131870984258e-10,8.634066003195232e-11,2.7599188943861262e-11,6.735628254025682e-13,4.626768982077858e-09,1.5115815708733314e-08,2.518167695943735e-09,1.1642228326567086e-11,1.0711184035589006e-09,1.1879334518371081e-12,4.3828362220367066e-21,4.590859158962025e-09,3.85618624192099e-15
0.008823707224399855,0.4759726857494315,1.4421149430530203e-10,9.516404056087739e-12,2.226041697024132e-09,5.030169115405829e-07,0.0,0.0,1.7674665011559333e-05,7.0513162531851116e-06,3.269231058153641e-06,2.2095507087704174e-11,1.0523778930063951e-12,2.449572807039132e-32,9.462068751337432e-27,3.3241232059630417e-21,1.8125776830452227e-19,4.925217726509578e-06,1.9848683161749832e-30,1.2221809697553584e-23,3.6664100568498156e-25,6.771951197339105e-32,2.7266182386539788e-22,2.591459513146061e-16,1.7185670408549074e-17,1.297037605651368e-22,1.9957703002145684e-34,1.6509623668422822e-25,5.916227480017485e-34,3.830235164623152e-33,1.2111125240209873e-14,5.457237394496984e-30,3.6224488981835486e-26,8.433296685421527e-27,3.76,0.0,0.8738668993006765,0.9999427058324505,1.3120894680334822e-05,2.137320059970536e-20,0.0022138102555463346,0.0014996574634662534,0.0006967885423259551,1.379624243874523e-10,1.4060347243163052e-05,8.210576551965383e-09,8.309833853215355e-18,5.335673100674718e-18,1.4940861008134382e-17,6.423102089010141e-06,1.2680883896423917e-21,1.4330199718857666e-22,4.285361356818131e-06,2.9390323434021683e-20,8.685408779354393e-16,5.478521999961591e-27,1.518952450002964e-20,6.910333299594272e-22,8.472935989596514e-20,3.560286873691878e-18,1.7056832170076849e-28,2.6811205698323793e-27,2.3609655415051875e-17,1.5290323127907316e-16,4.939009418893816e-06,2.854898917117768e-08,1.2025519661178262e-08,2.646502393370051e-09,1.0458754025833455e-07,1.4957916547134686e-05,2.9416447413448193e-05,7.450145573662378e-10,9.018829079128836e-11,2.942497798548963e-11,7.185173680877363e-13,4.979213116690557e-09,1.600710423876061e-08,2.7609769458028574e-09,1.2115260966189227e-11,1.11547068917368e-09,1.296262372930785e-12,4.745732299138853e-21,4.940594982811112e-09,4.149948974288356e-15
0.008995011556542025,0.4759763439614826,1.4942037488832157e-10,9.957122955339663e-12,2.334633461883882e-09,5.28389981342876e-07,0.0,0.0,1.8270438587729512e-05,7.377695639483674e-06,3.44479048518806e-06,2.4457774557303357e-11,1.1241593861987754e-12,-9.01736302244438e-34,1.0185955952232125e-26,3.3257239931162892e-21,2.00934947246745e-19,5.117438842655738e-06,2.151740053872719e-30,1.2943481204265487e-23,4.169878757854684e-25,-1.4876482499278408e-31,2.7279232911867264e-22,2.921441748429826e-16,1.8497388047482356e-17,1.4893650135998868e-22,2.2893420724636353e-34,1.7614474252458127e-25,7.279488868254378e-34,4.22593859245155e-33,1.3007964950340993e-14,6.37512091312988e-30,4.156843171232387e-26,1.0153166712482264e-26,3.76,0.0,0.8738217280360335,0.9999408197805721,1.397745284872376e-05,2.4908906335876325e-20,0.0022568440239171305,0.0015283833035935738,0.0007102343550818574,1.379623027559306e-10,1.4060320720280128e-05,8.53134617854258e-09,8.634818968068768e-18,5.352611305455341e-18,1.5226906485734216e-17,6.627089809705216e-06,1.3695780100986673e-21,1.547752386839967e-22,4.587370945677264e-06,3.174412288783693e-20,9.156017895606078e-16,5.916930983321075e-27,1.644183438011044e-20,7.480100546816238e-22,9.171543248426415e-20,3.853852933499522e-18,1.8421774766090724e-28,2.8956724650872296e-27,2.5997187179956214e-17,1.5585228785428995e-16,5.132401935639533e-06,3.098277513511523e-08,1.2505835408946264e-08,2.7556481891773537e-09,1.0887619236039333e-07,1.5762667100945e-05,3.091752288688769e-05,7.830832986636298e-10,9.41652486093286e-11,3.1343006915572786e-11,7.657666401436161e-13,5.352179342599799e-09,1.6938199568071407e-08,3.0241875790257012e-09,1.2603341930228928e-11,1.161200053625981e-09,1.4127947864546132e-12,5.1329741981915466e-21,5.310694337858365e-09,4.4608159222845015e-15
0.009166315888684195,0.47598000359310855,1.547605705389081e-10,1.0414377898405036e-11,2.447043435664547e-09,5.546737083855169e-07,0.0,0.0,1.8878842021879147e-05,7.715035965702616e-06,3.6259146298156846e-06,2.7028563540487005e-11,1.1997813762025675e-12,-2.6251003655361294e-32,1.0953258203343159e-26,3.327342483363525e-21,2.2233178440075066e-19,5.313296221901104e-06,2.3334267874133082e-30,1.3692792040100541e-23,4.732114499832205e-25,8.026740896287796e-32,2.7292423660390603e-22,3.287532479646655e-16,1.9887543749139756e-17,1.706380925334622e-22,2.6256911711735064e-34,1.8783017747976012e-25,8.934038466867843e-34,4.658154090444394e-33,1.3955552337967788e-14,7.425579320732406e-30,4.760508590181759e-26,1.2186842688905802e-26,3.76,0.0,0.8737764665200647,0.9999388739316818,1.4875502557838063e-05,2.8956131999138625e-20,0.002299881070969927,0.0015570856266016618,0.0007236779559043751,1.3796216118401972e-10,1.406029335658277e-05,8.85820085543667e-09,8.965975529315409e-18,5.3695387117763016e-18,1.5512711219930536e-17,6.832792104597358e-06,1.4770225323811225e-21,1.669218708182363e-22,4.905410975655197e-06,3.4236112999060694e-20,9.644737536939597e-16,6.381057645708409e-27,1.7769874644338094e-20,8.084325498777842e-22,9.912400110385503e-20,4.165173835679014e-18,1.9866786783595364e-28,3.122810271409104e-27,2.8573833188146443e-17,1.588007926202012e-16,5.3295146708544085e-06,3.358073909833685e-08,1.3001448096714972e-08,2.8681620276628122e-09,1.1329699156854558e-07,1.6600203849163403e-05,3.247803506168002e-05,8.225506490482239e-10,9.827453314439506e-11,3.3356697701668654e-11,8.153970825713189e-13,5.7465457111439915e-09,1.791008346666238e-08,3.3092930873384915e-09,1.3106831762872593e-11,1.2083378548796908e-09,1.5380439355418196e-12,5.545856413851085e-21,5.702028257262951e-09,4.789518695221882e-15
0.009337620220826365,0.4759836646852361,1.6023410612736723e-10,1.088866082551182e-11,2.5633689578498622e-09,5.818909009857204e-07,0.0,0.0,1.949997033692889e-05,8.063642685325047e-06,3.812653822628081e-06,2.982261475351256e-11,1.2793993311598171e-12,3.1413445028643103e-32,1.1765919371909191e-26,3.3289800600704416e-21,2.455610883432682e-19,5.5127866621163545e-06,2.5315166647578746e-30,1.4470241213663112e-23,5.35878845315009e-25,1.0022830494423692e-31,2.730576577203011e-22,3.6930765514118427e-16,2.1359634841454416e-17,1.950766010130304e-22,3.0067696776097315e-34,2.0019494869832276e-25,1.093664185638321e-33,5.130151248710797e-33,1.4955907800400248e-14,8.624633709356008e-30,5.441247857924983e-26,1.4585079561243296e-26,3.76,0.0,0.8737311119284935,0.9999368668547424,1.5816494901670994e-05,3.357854495009113e-20,0.002342921438281112,0.0015857637521987209,0.0007371194147091456,1.3796199906128377e-10,1.4060265131949775e-05,9.191135857397199e-09,9.303298750872248e-18,5.3864550627490835e-18,1.5798268362373885e-17,7.04015859176282e-06,1.590648157799861e-21,1.7976747369470608e-22,5.240080580310946e-06,3.687154475890966e-20,1.0151987976781148e-15,6.871878375360143e-27,1.9176612483433968e-20,8.724358337385032e-22,1.0697162075720545e-19,4.494945317003625e-18,2.139490810954611e-28,3.363011820985924e-27,3.1350575266263705e-17,1.6174876013324205e-16,5.53034953762242e-06,3.6351370539323835e-08,1.3512727109841327e-08,2.9841191271728206e-09,1.1785290660274996e-07,1.7471530489866894e-05,3.4099800585577934e-05,8.634477589385199e-10,1.0251913975390902e-10,3.546955467463216e-11,8.674973088866595e-13,6.163216397240195e-09,1.8923714251180377e-08,3.617881645106799e-09,1.3626094983126682e-11,1.2569157035873672e-09,1.672549844061776e-12,5.985727476711154e-21,6.115493669338407e-09,5.13681065227889e-15
0.009508924552968536,0.47598732727967935,1.6584297595009418e-10,1.1380472002262434e-11,2.683708503147192e-09,6.100647127001044e-07,0.0,0.0,2.0133910679894327e-05,8.423827651270302e-06,4.005057276864167e-06,3.285546310601845e-11,1.3631729207847304e-12,5.786548145168726e-33,1.2625940021993947e-26,3.330638192159852e-21,2.7074025008691436e-19,5.715906883154714e-06,2.7477961573182864e-30,1.5276325691439947e-23,6.055977119180525e-25,-2.798751009384014e-31,2.7319271082552326e-22,4.1416740487892677e-16,2.2917259747926993e-17,2.2254391944581646e-22,3.4361012798318724e-34,2.1328519811045557e-25,1.3353951523607926e-33,5.645510367239908e-33,1.601109327367314e-14,9.989857058914189e-30,6.207614892520185e-26,1.740581226929859e-26,3.76,0.0,0.8736856613754661,0.9999347970950129,1.6801917692222513e-05,3.884644596049167e-20,0.0023859651659890535,0.0016144169850709769,0.0007505588029487516,1.3796181576393338e-10,1.4060236025926621e-05,9.530146345211759e-09,9.646783731139237e-18,5.40336009581517e-18,1.6083570913286958e-17,7.249140063325257e-06,1.7106850721852643e-21,1.9333807735332622e-22,5.591991945594377e-06,3.965576154616583e-20,1.0678188722014448e-15,7.390386722990274e-27,2.0665069159342762e-20,9.401573850875316e-22,1.152751481532281e-19,4.843875794387431e-18,2.300923206454955e-28,3.61676334510691e-27,3.433880789575296e-17,1.6469620526541779e-16,5.734908627984795e-06,3.930348212187844e-08,1.4040046075984752e-08,3.1035952409147776e-09,1.2254692806216343e-07,1.8377673007414955e-05,3.5784675261249885e-05,9.058056450892061e-10,1.0690205516240005e-10,3.768516232153171e-11,9.221580355107856e-13,6.603122022397554e-09,1.998002403430104e-08,3.951641139780168e-09,1.4161499888396513e-11,1.306965441652173e-09,1.816880491527322e-12,6.4539926313986674e-21,6.5520137169498174e-09,5.503467170700478e-15
0.009680228885110706,0.47599099141916185,1.715891418229158e-10,1.1890319490628792e-11,2.8081616103168353e-09,6.392186368725667e-07,0.0,0.0,2.078074210717955e-05,8.795908994075765e-06,4.203173124910234e-06,3.614346682822399e-11,1.451266023435675e-12,-4.546430930593214e-32,1.3535375295987396e-26,3.332318435844195e-21,2.9799125116549905e-19,5.9226535249282656e-06,2.9842480883992304e-30,1.611153659011977e-23,6.830546343585165e-25,6.870384294150962e-32,2.7332952137662373e-22,4.637195329349307e-16,2.4564114330616344e-17,2.5335740686634486e-22,3.925757757155975e-34,2.271511165670505e-25,1.6264005346508567e-33,6.208158444611322e-33,1.7123211164992795e-14,1.1540483672180427e-29,7.068970839099192e-26,2.0715025400617402e-26,3.76,0.0,0.8736401119132269,0.9999326631742091,1.783329587228459e-05,4.483731770261002e-20,0.0024290122928226137,0.0016430446149529902,0.0007639961936078617,1.3796161065477176e-10,1.4060206017725165e-05,9.875227364593606e-09,9.996425451873455e-18,5.4202535427682064e-18,1.636861172209683e-17,7.459688450999557e-06,1.8373674267145172e-21,2.076601595534813e-22,5.961770237073175e-06,4.2594198682531793e-20,1.1223758030889017e-15,7.937593317027463e-27,2.223831975780211e-20,1.0117371321242442e-21,1.2405174032696263e-19,5.212686306881641e-18,2.4712905138961875e-28,3.8845594326805385e-27,3.75503453778177e-17,1.6764314320026943e-16,5.9431942195729555e-06,4.24462175174832e-08,1.45837826790161e-08,3.2266666055814567e-09,1.2738206636482942e-07,1.931967982341698e-05,3.753455421416512e-05,9.496551441746627e-10,1.1142625348020671e-10,4.0007181803776236e-11,9.794719973692953e-13,7.0672199477346024e-09,2.1079916023285227e-08,4.3123644018916805e-09,1.4713418347049302e-11,1.3585191201909234e-09,1.97163302623808e-12,6.95210564907733e-21,7.012538047402814e-09,5.890285889196102e-15
0.009851533217252876,0.475994657147338,1.7747453173705843e-10,1.2418719783004453e-11,2.9368288128604174e-09,6.693765008286882e-07,0.0,0.0,2.1440535382807245e-05,9.180210987449363e-06,4.4070484539093185e-06,3.9703837029718675e-11,1.5438467550567214e-12,3.428514902501402e-32,1.449633977536866e-26,3.3340224400370054e-21,3.2744066778724975e-19,6.133023145500972e-06,3.243096414216999e-30,1.6976367671205e-23,7.689956378465816e-25,3.4605534811390384e-31,2.7346822237537117e-22,5.183796613920331e-16,2.6304000167457428e-17,2.878616073817948e-22,4.480028743625394e-34,2.4184726474950215e-25,1.9757916916783014e-33,6.822408472631124e-33,1.8294403517717405e-14,1.3297517656941614e-29,8.035547455488862e-26,2.4587709802762652e-26,3.76,0.0,0.8735944605318441,0.9999304635906838,1.8912191900044606e-05,5.16364045850841e-20,0.0024720628561287405,0.0016716459167183235,0.0007774316611964546,1.3796138308320792e-10,1.4060175086231308e-05,1.0226373845210638e-08,1.0352218777193347e-17,5.4371351297891015e-18,1.6653383488365392e-17,7.671756792551727e-06,1.9709333190476523e-21,2.227606435872862e-22,6.350053508885314e-06,4.5692382975113186e-20,1.1789112468283146e-15,8.514525780157707e-27,2.389949293485555e-20,1.0873174408886604e-21,1.3331885322523477e-19,5.602110456234567e-18,2.6509126733054033e-28,4.166902989391766e-27,4.099742896324548e-17,1.7058958943352789e-16,6.155208782196555e-06,4.578905923101987e-08,1.5144318470248038e-08,3.3534098897941574e-09,1.3236134962098121e-07,2.029862193178756e-05,3.9351372025635134e-05,9.950268791577421e-10,1.1609469322408673e-10,4.2439355496492486e-11,1.0395340983339824e-12,7.556494545145442e-09,2.2224261886353866e-08,4.70195463783953e-09,1.528222558812023e-11,1.4116089768014568e-09,2.137435019467626e-12,7.48157836081815e-21,7.498043078242567e-09,6.298086931277236e-15
0.009999999999999998,0.47599832450881346,1.8268939015076146e-10,1.2892088886881635e-11,3.0518298870957014e-09,6.963446121581276e-07,0.0,0.0,2.202290125929655e-05,9.523420087774249e-06,4.588438570016529e-06,4.3023837605127566e-11,1.627848236095023e-12,5.476518550349298e-32,1.5372553193760806e-26,3.3355198414504158e-21,3.54843613713822e-19,6.31827515392478e-06,3.487480689090368e-30,1.775024423592878e-23,8.509182347066434e-25,-1.8684167628670097e-31,2.73590070309501e-22,5.702284641209055e-16,2.78902018732552e-17,3.2103926605920233e-22,5.015055202584296e-34,2.553014512726191e-25,2.333990454233019e-33,7.400154208549478e-33,1.9358928237134655e-14,1.500492647813366e-29,8.966988817766295e-26,2.8465363021223526e-26,3.76,0.0,0.8735548103773917,0.9999285029526155,1.988692802059889e-05,5.825497860294468e-20,0.0025093769130138687,0.0016964123485011748,0.000789074473741635,1.379611671674608e-10,1.4060147514963231e-05,1.0535609426693537e-08,1.066555133683176e-17,5.451756327492228e-18,1.6899967333651626e-17,7.856747117071425e-06,2.092447947011247e-21,2.364987981988449e-22,6.7020442067125775e-06,4.851109241971383e-20,1.2295421001825381e-15,9.03939671218593e-27,2.541278562597388e-20,1.156169674915106e-21,1.4176101865601863e-19,5.956869301533161e-18,2.8143259946670843e-28,4.4237682810579144e-27,4.418528490600838e-17,1.7314284272078658e-16,6.341976955091579e-06,4.885570490484996e-08,1.564401281168468e-08,3.466286115935097e-09,1.367957694796951e-07,2.1177777965372452e-05,4.098165221337509e-05,1.0356046845428999e-09,1.2025970752106606e-10,4.463933924899901e-11,1.0938869058756514e-12,8.001688160845898e-09,2.3252656200617235e-08,5.064514955858911e-09,1.5789155870966563e-11,1.4588888000223278e-09,2.2905798285346365e-12,7.967048142241137e-21,7.939804814965751e-09,6.66914545855149e-15
0.010022837549395047,0.47599832450881346,1.8350103707399297e-10,1.2966197399933236e-11,3.069811549907019e-09,7.005624597268921e-07,0.0,0.0,2.2113352791150917e-05,9.577063900816003e-06,4.616729340495359e-06,4.355466765207355e-11,1.6410874615812117e-12,1.990563329931414e-32,1.5511006090984804e-26,3.3357519513728793e-21,3.592196684955139e-19,6.347012219203046e-06,3.5268454510342355e-30,1.7871311514805956e-23,8.641642098102475e-25,-3.287568393964927e-31,2.7360895477927377e-22,5.78593614767604e-16,2.8140822094880925e-17,3.264300494575602e-22,5.102131734131886e-34,2.5743290674499735e-25,2.3941774492106745e-33,7.492988517002007e-33,1.9526850907891823e-14,1.5283858722315698e-29,9.118517018091786e-26,2.910891323037121e-26,3.76,0.0,0.8735487041589871,0.9999281968196307,2.0040206104429894e-05,5.93373252383289e-20,0.0025151168918991647,0.0017002201504908371,0.0007908652817411232,1.379611323852397e-10,1.4060143210005955e-05,1.0583580599871412e-08,1.071415845273694e-17,5.4540045774857104e-18,1.6937878762900326e-17,7.88529919915554e-06,2.1116247745861557e-21,2.386668960992428e-22,6.757492594278067e-06,4.895593226408397e-20,1.237466624558725e-15,9.122228646192106e-27,2.5651770657748127e-20,1.1670431034703955e-21,1.4309424026091716e-19,6.012894346130262e-18,2.840114889818819e-28,4.464305197018205e-27,4.4692733946404166e-17,1.7353555977173843e-16,6.370954984363191e-06,4.9341836371523745e-08,1.5722038659872212e-08,3.4839021354915385e-09,1.3748782148210726e-07,2.131559301753719e-05,4.123710283033587e-05,1.0419512121319754e-09,1.2091031278831238e-10,4.4985504651433064e-11,1.102441330451129e-12,8.071957437800628e-09,2.3413899205923306e-08,5.122431068342777e-09,1.5868299988582352e-11,1.4662674125564124e-09,2.3149457615745407e-12,8.043987297406276e-21,8.00953223442785e-09,6.727713104398496e-15
0.010194141881537217,0.4760019935491665,1.8967051073199896e-10,1.3533283942449511e-11,3.207212084644499e-09,7.32800990078021e-07,0.0,0.0,2.2799247965562874e-05,9.98680383854747e-06,4.8322608846676215e-06,4.771496578487948e-11,1.7431647011006184e-12,-6.287195523265588e-32,1.6581600268973777e-26,3.3375088146533792e-21,3.9346399401779034e-19,6.5646171347704725e-06,3.838266230693481e-30,1.879685242210139e-23,9.693847164703813e-25,-5.154756905577833e-32,2.7375186753599046e-22,6.448390874146967e-16,3.007858023603504e-17,3.69467123372139e-22,5.807743633871509e-34,2.7397238147596604e-25,2.893876795611856e-33,8.225088246808112e-33,2.0822771035940266e-14,1.75244239428005e-29,1.0330056983645808e-25,3.4374891141966135e-26,3.76,0.0,0.8735028396597552,0.9999258613133118,2.1218977010074374e-05,6.804271766573729e-20,0.0025581744347962397,0.0017287665617767478,0.0008042971327744324,1.3796085788342525e-10,1.4060110367283791e-05,1.094684232381222e-08,1.1082239104946176e-17,5.470861600936678e-18,1.722208994897472e-17,8.100270823626978e-06,2.2596877259215344e-21,2.5540672470976684e-22,7.1847509776570745e-06,5.2390554950438267e-20,1.2980830711242473e-15,9.761763269190665e-27,2.749838793999843e-20,1.2510613259552595e-21,1.5339595083502903e-19,6.4457965200850174e-18,3.0392276053881944e-28,4.7772854689561474e-27,4.864937672264178e-17,1.7648107032527774e-16,6.590435699705876e-06,5.311473233775222e-08,1.6317331912184117e-08,3.618220702975202e-09,1.427645389542852e-07,2.2371709558988164e-05,4.31937603776092e-05,1.09045819302451e-09,1.2587602606560716e-10,4.764952299736745e-11,1.168292605797194e-12,8.614647703694528e-09,2.464962903789681e-08,5.575934775827089e-09,1.647202284850774e-11,1.5225269686136236e-09,2.504857597017563e-12,8.640956783309954e-21,8.548036149926562e-09,7.180030069140385e-15
