Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215)
5.281233442542449e-10,0.7974454540112178,9.920273465334172e-11,1.3638352644392394e-13,3.1120296762199055e-14,1.5633066693524685e-13,0.0,0.0,6.845186976754591e-09,2.714487155500436e-14,9.663905449591266e-17,1.4547891939410213e-17,7.74635868618826e-18,1.6459202648640923e-31,1.5117866236231567e-21,3.0883688536733755e-14,6.642064890713085e-14,7.232210518600049e-13,3.2194540155194546e-33,1.7393901868281483e-22,8.493334729709666e-31,5.181382075984458e-30,1.904211957634137e-12,6.17125648872669e-31,3.9972130640894316e-20,2.118458637108067e-35,6.33312745212395e-37,2.929536613126499e-28,8.035908453207853e-31,4.5826793761938325e-31,9.76871890426237e-22,3.19396269176109e-35,8.935567501275714e-37,8.724596076644169e-36,3.76,0.0,0.5943929728084847,0.9987014926000888,2.4249347250313675e-17,1.213088313956716e-17,7.648877619779418e-05,4.9877462279856576e-05,1.314037855357241e-05,1.3469063445147732e-05,0.0012985005523516709,3.055869765815335e-10,2.3963582448445026e-17,1.223371501053425e-09,2.9660729164413065e-18,2.9836205311697985e-12,1.5638988012339582e-28,1.3568385459377028e-26,1.8099485350775617e-14,2.0905242604207216e-28,8.401980580636631e-16,2.988693342151868e-35,1.2686026288698438e-26,8.897527124837106e-30,1.8031301619962809e-28,8.044975417846817e-27,1.9516459414080992e-36,1.6374734688357812e-35,2.9129652613580316e-32,1.931121253444473e-15,7.232156896024507e-13,2.143167672566056e-17,5.206329370203843e-09,1.524600043193992e-09,7.397055966940859e-11,1.1944751034689425e-14,6.422865239674086e-11,2.095284498271557e-11,1.8194490286910447e-10,1.5219864033722251e-12,1.4248053598146613e-11,8.869641409357862e-15,1.5041816285199773e-11,4.278545928456026e-17,1.3040282933323158e-11,1.4943317331281532e-16,1.68527976582369e-19,3.991435059361214e-22,1.5767764474426317e-19,1.2075552336813295e-23,2.9276125948896347e-14,5.797217908381085e-13,9.603557540497979e-17,1.8612298997182163e-10,5.568096902931678e-24,8.695438413122326e-20,2.6869317234928258e-15
5.389756051075573e-10,0.7974456880762687,1.0324302156787714e-10,1.4130201712091561e-13,3.3033501177490416e-14,1.6606743480921045e-13,0.0,0.0,6.9857648747494945e-09,2.8271506451509246e-14,1.0316516775306297e-16,1.575114239254018e-17,8.384096560926577e-18,1.7826347275895837e-31,1.603190182229151e-21,3.274924660071385e-14,6.936099481311224e-14,7.560445819087309e-13,3.642144205446351e-33,1.8665650333665513e-22,9.752651751526838e-31,5.949286239768162e-30,1.9771379133456126e-12,6.9770757502621254e-31,4.25588093961885e-20,2.4155477602573533e-35,7.163538338121274e-37,3.247142207858168e-28,8.936047315933939e-31,5.095738949127267e-31,1.0419514024893828e-21,3.679939064628549e-35,1.0312680680951487e-36,1.0061777669137312e-35,3.76,0.0,0.5943914010252542,0.9986887987807682,2.6264390201882595e-17,1.292025715127481e-17,7.806042648220138e-05,5.095472519088075e-05,1.3415114279841828e-05,1.3688651202289414e-05,0.0013111942309893133,3.1850962209558927e-10,2.5484748110358864e-17,1.2598874405561074e-09,3.072712910085116e-18,3.115135002617756e-12,1.744597135480783e-28,1.5035390305357654e-26,1.8917354498703743e-14,2.3345100142620174e-28,8.760132748101852e-16,3.386444698359287e-35,1.4066684872643987e-26,9.907452019956158e-30,2.0116742690033332e-28,8.912532471405124e-27,2.210856230045998e-36,1.8553182744795732e-35,3.313773379441276e-32,2.0197357384806807e-15,7.560387629922496e-13,2.2628660748646235e-17,5.312615136429807e-09,1.5542405918340804e-09,7.700202308417707e-11,1.2691352840744011e-14,6.686840545675643e-11,2.1710684927885677e-11,1.8563579788878147e-10,1.5808507389797957e-12,1.4798377853800464e-11,9.407616986027275e-15,1.565759032964037e-11,4.453464836506019e-17,1.3578323377046874e-11,1.5854731831736762e-16,1.792130572277218e-19,4.306078072333382e-22,1.70646395519998e-19,1.3048958855864109e-23,3.0418552978037784e-14,6.037868043070146e-13,1.0223206512452153e-16,1.898541983393522e-10,5.99839417023442e-24,9.38125469719935e-20,2.836418835838309e-15
5.498278659608696e-10,0.7974459221407549,1.0736106165197827e-10,1.4633919026261454e-13,3.50228214607008e-14,1.7619660110578776e-13,0.0,0.0,7.126340638966571e-09,2.9421034662776995e-14,1.0999277317207458e-16,1.7026307971222566e-17,9.059818215106347e-18,1.9275965936378591e-31,1.6980585448593357e-21,3.468536286365972e-14,7.23724591271305e-14,7.896569788882606e-13,4.110162462915689e-33,2.0004601580376213e-22,1.1166995358776178e-30,6.811664252583509e-30,2.0511997637532233e-12,7.869272264652481e-31,4.5257695552242326e-20,2.747313742990478e-35,8.08313843592459e-37,3.591886491139813e-28,9.916829442228153e-31,5.65472819434927e-31,1.109949163222884e-21,4.2279478052642353e-35,1.1868434701128764e-36,1.1571240982737196e-35,3.76,0.0,0.5943898292461487,0.9986764437330888,2.840184151355655e-17,1.3744232719227453e-17,7.963207289052174e-05,5.203378838902925e-05,1.3690012492181171e-05,1.3906271644541862e-05,0.001323549137985368,3.31708385326993e-10,2.706946151123761e-17,1.296487083883198e-09,3.180629456174941e-18,3.2496855534789184e-12,1.9421317788012973e-28,1.6627177102420248e-26,1.975493533366556e-14,2.6015165504903625e-28,9.125479423220927e-16,3.827712629904035e-35,1.5565919305817706e-26,1.1009169398555596e-29,2.2396392927142777e-28,9.853599603150329e-27,2.4983512571961724e-36,2.0969854712312432e-35,3.76041532807849e-32,2.109975798385225e-15,7.896506752042028e-13,2.3868868304777312e-17,5.418874582051882e-09,1.5838162338293214e-09,8.009277194925274e-11,1.3468230046015383e-14,6.956024354349533e-11,2.2481830645753957e-11,1.8932542852580757e-10,1.6406671127777692e-12,1.5357558596677198e-11,9.966120480181975e-15,1.62853845450001e-11,4.6317795813156264e-17,1.4127106291296523e-11,1.680130952438397e-16,1.9034054209482544e-19,4.638920885581521e-22,1.8438291341290976e-19,1.407805256810419e-23,3.1580037690491796e-14,6.283405567345119e-13,1.0868990392534492e-16,1.935817095949799e-10,6.451608469101019e-24,1.0104867175848312e-19,2.9910580920279714e-15
5.606801268141819e-10,0.7974461562046774,1.1155670121501632e-10,1.5149689130433413e-13,3.70896897994004e-14,1.867256373384359e-13,0.0,0.0,7.266914316322535e-09,3.0593455498384714e-14,1.1712966430528166e-16,1.837608068369827e-17,9.774945045586071e-18,2.081122698393478e-31,1.79644529362385e-21,3.669311665173634e-14,7.545550503648466e-14,8.240601353136996e-13,4.627317143541558e-33,2.1413046789824455e-22,1.2751674605888945e-30,7.777837220742818e-30,2.1263856760523023e-12,8.855174899993914e-31,4.807140858572325e-20,3.1170238428377327e-35,9.099480957882653e-37,3.9654926644794723e-28,1.0983770887512087e-30,6.2627849054663755e-31,1.1809342541182557e-21,4.844447397161988e-35,1.3621826232320765e-36,1.3271149433385553e-35,3.76,0.0,0.5943882574711682,0.9986644184210441,3.066650157236353e-17,1.4603639317288274e-17,8.120371542321338e-05,5.311463571889802e-05,1.396507174087687e-05,1.4121942389680468e-05,0.001335574309346404,3.451837175644538e-10,2.871905968407697e-17,1.3331573857457087e-09,3.2897961262018637e-18,3.387280136022892e-12,2.157713730510924e-28,1.8351601792125955e-26,2.061229099152055e-14,2.893226690467691e-28,9.497980581976577e-16,4.3162685178722097e-35,1.7191311345649247e-26,1.2209042585271888e-29,2.4884164834461205e-28,1.0872775902660611e-26,2.8165735952786306e-36,2.3645383131005054e-35,4.2571152833022165e-32,2.2018052600566365e-15,8.240533176673267e-13,2.5153060055437373e-17,5.525107789546395e-09,1.613327140090927e-09,8.324271565141937e-11,1.4275968389690617e-14,7.23041056431356e-11,2.3266287072871167e-11,1.9301382883218855e-10,1.7014271533062986e-12,1.5925516086561204e-11,1.0545476975149122e-14,1.6925181040792412e-11,4.813484033633397e-17,1.4686624069635075e-11,1.7783628000440931e-16,2.0191927305138844e-19,4.990653193042951e-22,1.9891536294516186e-19,1.5164730977912637e-23,3.276043442971615e-14,6.533829857129577e-13,1.154142837423049e-16,1.9730552744333016e-10,6.928405512096374e-24,1.0867460438195336e-19,3.150919308388453e-15
5.715323876674943e-10,0.7974463902680353,1.1582978765722431e-10,1.5677695709760252e-13,3.9235535786520343e-14,1.9766200039349387e-13,0.0,0.0,7.407485952535395e-09,3.178876827523331e-14,1.2458368268231416e-16,1.9803192774326926e-17,1.0530920102195731e-17,2.243535294940503e-31,1.8984034824024933e-21,3.877357594699929e-14,7.861059627788779e-14,8.592558559701132e-13,5.1976531349322966e-33,2.2893316933636672e-22,1.452315081913206e-30,8.857826815574153e-30,2.202683922195121e-12,9.94258196416066e-31,5.1002582361441817e-20,3.5281838106893533e-35,1.0220602734108312e-36,4.369758829010178e-28,1.2142660193104494e-30,6.923201527681833e-31,1.2549758902905848e-21,5.536425046613667e-35,1.5593453220009316e-36,1.5181180799798935e-35,3.76,0.0,0.5943866857003123,0.9986527140390287,3.306325858620214e-17,1.5499311811120805e-17,8.277535408073052e-05,5.419725116816445e-05,1.4240290588757539e-05,1.4335680899402832e-05,0.0013472785506774387,3.589360660918257e-10,3.0434881514107505e-17,1.3698857588124344e-09,3.40018698653818e-18,3.5279264866310378e-12,2.392618354428076e-28,2.0216855175380864e-26,2.148948265586827e-14,3.2114146820331537e-28,9.877595389480293e-16,4.85613530296205e-35,1.8950775667427184e-26,1.3513752922378914e-29,2.759470068905308e-28,1.1974854089866485e-26,3.168127900100823e-36,2.66017754962933e-35,4.808406184564974e-32,2.2951881085945197e-15,8.592484940635988e-13,2.6481996872713553e-17,5.631314840089345e-09,1.6427734808310693e-09,8.645176379682219e-11,1.5115152712069665e-14,7.509993090440457e-11,2.406405897202666e-11,1.9670103250424592e-10,1.763122562087562e-12,1.650217127979498e-11,1.1146008624907303e-14,1.757696204188689e-11,4.9985720821987886e-17,1.525686912687214e-11,1.8802260318790162e-16,2.1395807385961973e-19,5.361977820979247e-22,2.142722953261681e-19,1.6310909618490398e-23,3.395959862326404e-14,6.78914027114977e-13,1.224103660039716e-16,2.010256555854071e-10,7.429451966636315e-24,1.1670224958442448e-19,3.3160716202780577e-15
5.823846485208066e-10,0.797446624330829,1.2018016948332446e-10,1.6218121561363938e-13,4.146178636442451e-14,2.0901313237587183e-13,0.0,0.0,7.54805559204227e-09,3.300697231804579e-14,1.3236271942187968e-16,2.131041736587778e-17,1.1329208389181174e-17,2.4151621455948494e-31,2.0039856288805875e-21,4.092779722667173e-14,8.183819715317828e-14,8.952458444205375e-13,5.8254567570712836e-33,2.444778247035895e-22,1.649909079840652e-30,1.0062387550826515e-29,2.280082880131216e-12,1.1139774930067073e-30,5.4053865094971575e-20,3.9845484614248415e-35,1.145503015075055e-36,4.8065569153038125e-28,1.3399558911690002e-30,7.639425460792235e-31,1.3321434409124153e-21,6.311424085191365e-35,1.7805602348594918e-36,1.7322607947112722e-35,3.76,0.0,0.5943851139335813,0.9986413220276288,3.5597088885534755e-17,1.6432090445760395e-17,8.434698886352318e-05,5.528161886950763e-05,1.4515667611331583e-05,1.4547504477229545e-05,0.0013586704213928026,3.72965874134318e-10,3.2218267768763875e-17,1.4066601152784982e-09,3.5117765997751565e-18,3.671632107082998e-12,2.648184620687329e-28,2.223145788305653e-26,2.2386569380255158e-14,3.5579451470500794e-28,1.0264282036993947e-15,5.451585646478319e-35,2.085255500770135e-26,1.4930295364233046e-29,3.054336292471794e-28,1.3164817573268005e-26,3.555779670624001e-36,2.9862404121762384e-35,5.419129862058931e-32,2.3900881678029045e-15,8.952379068357121e-13,2.7856439863679854e-17,5.737495813487209e-09,1.672155425540543e-09,8.971982621281568e-11,1.5986366951711035e-14,7.794765864039866e-11,2.4875150929716988e-11,2.0038707287750505e-10,1.8257451144908722e-12,1.7087445837614628e-11,1.1768034608651479e-14,1.824070988993991e-11,5.187037633875672e-17,1.5837833899400327e-11,1.9857774955368907e-16,2.2646575173450014e-19,5.753610682142477e-22,2.3048265684936643e-19,1.7518523073034467e-23,3.5177386797766437e-14,7.049336150737386e-13,1.296832844073925e-16,2.0474209771859237e-10,7.955416152782524e-24,1.2514358066453897e-19,3.486583464023159e-15
5.93236909374119e-10,0.7974468583930582,1.2460769626927837e-10,1.677114865119432e-13,4.3769865930161915e-14,2.2078646098659768e-13,0.0,0.0,7.688623278152311e-09,3.424806695843971e-14,1.4047471198444696e-16,2.2900566909476974e-17,1.2171296130689262e-17,2.5963363968821043e-31,2.113243733932901e-21,4.315682584271065e-14,8.513877249164541e-14,9.320317244458468e-13,6.51526977357722e-33,2.6078853918802e-22,1.8698434320505985e-30,1.1403047687526177e-29,2.358571030677134e-12,1.245554611567734e-30,5.722791939534204e-20,4.4901363462047466e-35,1.2811815187961485e-36,5.277837309440762e-28,1.4760818234018776e-30,8.415068444247964e-31,1.4125063918042533e-21,7.177581142423954e-35,2.028236621021957e-36,1.971840871411112e-35,3.76,0.0,0.5943835421709746,0.9986302340442388,3.8273056176263996e-17,1.740282087163083e-17,8.591861977203751e-05,5.636772309594966e-05,1.4791201396430153e-05,1.4757430273593726e-05,0.001369758264097452,3.8727358098896295e-10,3.4070561025027645e-17,1.4434687927987372e-09,3.6245400100818904e-18,3.818404298808709e-12,2.925820284277164e-28,2.4404280336927426e-26,2.3303608412802553e-14,3.9347806044582553e-28,1.0657998024463605e-15,6.107166696953185e-35,2.290524103164537e-26,1.6466002261115747e-29,3.3746291812255486e-28,1.444785174036185e-26,3.982471138996477e-36,3.345214140372201e-35,6.094469731769493e-32,2.486469532069494e-15,9.320231786275714e-13,2.927715031749138e-17,5.843650788308571e-09,1.7014731430314193e-09,9.304681294407257e-11,1.6890194152921053e-14,8.084722832477392e-11,2.5699567362282543e-11,2.0407198293903895e-10,1.8892866575482727e-12,1.7681262105165034e-11,1.2411871232541413e-14,1.891640703992043e-11,5.37887461335983e-17,1.6429510844509533e-11,2.095073591784345e-16,2.39451095048572e-19,6.166280855653535e-22,2.475757689367504e-19,1.878952281280013e-23,3.641365654500883e-14,7.314416820325939e-13,1.3723814080278635e-16,2.0845485753665164e-10,8.506966883775085e-24,1.3401062126445216e-19,3.662522613682343e-15
6.040891702274313e-10,0.7974470924547234,1.2911221867844577e-10,1.7336958081601862e-13,4.616119627134107e-14,2.3298939933982334e-13,0.0,0.0,7.829189052953369e-09,3.551205153549319e-14,1.4892764602193715e-16,2.457649394434897e-17,1.305869112715742e-17,2.787396683487076e-31,2.2262292721757578e-21,4.5461695831653846e-14,8.851278766860728e-14,9.69615025515476e-13,7.271894021550963e-33,2.7788981503664036e-22,2.114145012512459e-30,1.2892143189435713e-29,2.4381369589968887e-12,1.389921268361198e-30,6.052742222297667e-20,5.049240952126755e-35,1.4300540287445437e-36,5.785627484642863e-28,1.6233078892073257e-30,9.253906509774633e-31,1.496134367958153e-21,8.14365532632258e-35,2.3049737122872506e-36,2.239335227613959e-35,3.76,0.0,0.5943819704124924,0.9986194419809954,4.109631189626034e-17,1.8412354130099868e-17,8.749024680671572e-05,5.745554826312996e-05,1.5066890544372153e-05,1.4965475283354999e-05,0.0013805501866550483,4.018596219609118e-10,3.599310570491792e-17,1.4803006013505894e-09,3.738452747679788e-18,3.9682501432127e-12,3.227000803252456e-28,2.674453640336077e-26,2.424065500958362e-14,4.343979949162392e-28,1.1058699987288285e-15,6.827696793687992e-35,2.51177681111531e-26,1.8128537401786108e-29,3.7220392112592313e-28,1.582934026837667e-26,4.451319089288781e-36,3.7397341714729247e-35,6.839949340000284e-32,2.5842962305650028e-15,9.696058377547092e-13,3.0744889733036875e-17,5.949779841805273e-09,1.7307268014115906e-09,9.643263425471747e-11,1.7827216462339835e-14,8.379857959384676e-11,2.6537312512909448e-11,2.0775579532141809e-10,1.9537391109867793e-12,1.8283543121440202e-11,1.3077831876185222e-14,1.9604036061804795e-11,5.574076963334149e-17,1.7031892440773857e-11,2.2081702685828645e-16,2.529228750468711e-19,6.600730534029517e-22,2.655813380414629e-19,2.0125878381404688e-23,3.766826653939226e-14,7.584381587215678e-13,1.4508000824960224e-16,2.1216393872973267e-10,9.084774243978686e-24,1.4331545641894084e-19,3.843956160968164e-15
6.149414310807436e-10,0.7974473265158247,1.33693588426002e-10,1.7915730149709401e-13,4.863719667861796e-14,2.4562934636689407e-13,0.0,0.0,7.969752957472966e-09,3.679892539476835e-14,1.577295519490904e-16,2.6341089439871867e-17,1.399292197083975e-17,2.98868699364679e-31,2.3429932127255313e-21,4.7843430321472275e-14,9.196070856513227e-14,1.0079972047126157e-12,8.100406341705283e-33,2.958065577615822e-22,2.384980725920426e-30,1.4542860935520596e-29,2.5187693512450944e-12,1.5480646110029108e-30,6.395506493554532e-20,5.666446370547455e-35,1.593135748604158e-36,6.332036980350886e-28,1.782328899640125e-30,1.0159890044954916e-30,1.5830970953003578e-21,9.219068662489229e-35,2.6135735211070348e-36,2.5374119158270915e-35,3.76,0.0,0.5943803986581346,0.9986089379338493,4.4072094418264016e-17,1.9461546681116027e-17,8.906186996799614e-05,5.8545078924321705e-05,1.5342733667581026e-05,1.517165635124378e-05,0.0013910540931145274,4.1672442850299745e-10,3.798724799777292e-17,1.5171447455310367e-09,3.853490810377107e-18,4.121176535778287e-12,3.553275002069632e-28,2.926180481104946e-26,2.5197762757443758e-14,4.787706689045459e-28,1.1466343979542151e-15,7.618292884923771e-35,2.7499435794579604e-26,1.9925921869912138e-29,4.098339598718671e-28,1.7314877219355984e-26,4.965632440113406e-36,4.1725991136444444e-35,7.661468927123922e-32,2.6835326595541815e-15,1.0079873401301592e-12,3.2260419763836323e-17,6.0558830500511815e-09,1.7599165681297453e-09,9.987720062419935e-11,1.8798015136981295e-14,8.680165224255335e-11,2.7388390458194227e-11,2.1143854231591203e-10,2.0190944648866432e-12,1.8894212596790624e-11,1.3766227101901619e-14,2.0303579636860136e-11,5.772638644157564e-17,1.7644971187325503e-11,2.325123033433995e-16,2.668898434814141e-19,7.05771510943908e-22,2.8452943433396447e-19,2.1529575100242224e-23,3.8941076501806404e-14,7.859229742105543e-13,1.5321392677247805e-16,2.1586934498437275e-10,9.68950837981824e-24,1.530702133764855e-19,4.0309505533636055e-15
6.25793691934056e-10,0.7974475605763619,1.3835165829787067e-10,1.8507644312340182e-13,5.11992838727129e-14,2.5871368660191215e-13,0.0,0.0,8.110315031573139e-09,3.810868788894925e-14,1.6688850705045892e-16,2.81972836838539e-17,1.497553846223515e-17,3.200556786557041e-31,2.463586008123216e-21,5.03030413091193e-14,9.548300158975254e-14,1.047179631249843e-12,9.00616285044185e-33,3.1456407203281347e-22,2.684663382746656e-30,1.636927434070143e-29,2.600456996311579e-12,1.7210286393949004e-30,6.751355324085518e-20,6.346639131032227e-35,1.7714991951928253e-36,6.91925569921941e-28,1.953870321843602e-30,1.1137143340328357e-30,1.6734644253426926e-21,1.0413937020048928e-34,2.9570508574577934e-36,2.8689393199924135e-35,3.76,0.0,0.5943788269079011,0.9985987142227698,4.720572946626308e-17,2.0551260386588282e-17,9.063348925631321e-05,5.963629977309384e-05,1.561872939077995e-05,1.537599016895173e-05,0.001401277663506892,4.318684281411726e-10,4.0054335901786665e-17,1.5539908769934674e-09,3.9696306718402286e-18,4.277190165731504e-12,3.9062636144396732e-28,3.1966021336679075e-26,2.6174983381502754e-14,5.26822687884742e-28,1.188088529231462e-15,8.484365489267392e-35,3.005990105200199e-26,2.1866526311674068e-29,4.505384535553685e-28,1.8910262520297856e-26,5.52890894035193e-36,4.646767983011828e-35,8.565302005934739e-32,2.7841432327039644e-15,1.0471690537797228e-12,3.3824502249249853e-17,6.161960487853096e-09,1.789042609946596e-09,1.0338042274973291e-10,1.9803170540201423e-14,8.985638622685283e-11,2.8252805104634683e-11,2.1512025586541213e-10,2.0853447808973608e-12,1.951319492462772e-11,1.4477364592325497e-14,2.1015020559628404e-11,5.974553634043726e-17,1.8268739604295993e-11,2.445986946389691e-16,2.8136073448932887e-19,7.538003112916027e-22,3.044505032482821e-19,2.3002615428579983e-23,4.0231947219775947e-14,8.138960558816495e-13,1.6164490671061138e-16,2.1957107998349596e-10,1.0321840360986733e-23,1.632870740727005e-19,4.223571572034234e-15
6.366459527873683e-10,0.7974477946363349,1.4308628211254886e-10,1.911287924581596e-13,5.384887212488446e-14,2.7224979061528896e-13,0.0,0.0,8.250875314120311e-09,3.944133837681094e-14,1.7641263184594848e-16,3.0148044504793246e-17,1.600811077015147e-17,3.423360846982415e-31,2.588057616621284e-21,5.284153009774686e-14,9.908013363529166e-14,1.087163608819063e-12,9.994814865905324e-33,3.3418806841413e-22,3.015659218951111e-30,1.8386388880180606e-29,2.6831887822125784e-12,1.9099173417336694e-30,7.120560724629481e-20,7.095024901346991e-35,1.966278451448073e-36,7.549559277566489e-28,2.138690195075362e-30,1.2189975394134019e-30,1.767306295980779e-21,1.1739114039384715e-34,3.338647305616211e-36,3.2369992421985446e-35,3.76,0.0,0.5943772551617917,0.9985887633591022,5.0502629262968004e-17,2.168236253981927e-17,9.220510467209756e-05,6.07291956379665e-05,1.589487635057947e-05,1.557849328097026e-05,0.0014112283864865995,4.4729204462418333e-10,4.219571914066523e-17,1.5908290127079047e-09,4.0868492586863e-18,4.4362975497220784e-12,4.287665486672782e-28,3.486750183571676e-26,2.7172367063460214e-14,5.7879181526666155e-28,1.230227873618072e-15,9.431649078270419e-35,3.280920252148639e-26,2.395909909501557e-29,4.945116062200546e-28,2.0621514948660848e-26,6.144854643659623e-36,5.165376794422781e-35,9.558136274044163e-32,2.8860928127961465e-15,1.0871522811926406e-12,3.543789915690668e-17,6.268012228897424e-09,1.8181050929824314e-09,1.0694221154190789e-10,2.0843262150351287e-14,9.296272165942997e-11,2.9130560195670104e-11,2.1880096757858625e-10,2.1524821897210403e-12,2.0140415157255143e-11,1.5211549268044085e-14,2.173834173394027e-11,6.179815928729331e-17,1.8903190232045155e-11,2.570816633377302e-16,2.96344262142601e-19,8.042376307730192e-22,3.253753426609894e-19,2.45470165219415e-23,4.1540740508900725e-14,8.423573294862987e-13,1.7037792431899383e-16,2.232691474064216e-10,1.0982440916399456e-23,1.739782548817398e-19,4.4218843713158144e-15
6.474982136406807e-10,0.797448028695744,1.4789731474308125e-10,1.9731612808417684e-13,5.6587373174366137e-14,2.862450147648197e-13,0.0,0.0,8.391433842867601e-09,4.079687622393365e-14,1.8631009247753773e-16,3.2196378300913107e-17,1.7092229913790457e-17,3.657459417273788e-31,2.7164574893218502e-21,5.54598870387848e-14,1.0275257210401093e-13,1.1279503592577348e-12,1.1072312723797332e-32,3.547046586336317e-22,3.380594045626701e-30,2.061017936351646e-29,2.7669536981260314e-12,2.1158961290580337e-30,7.503396140627072e-20,7.917140959218828e-35,2.178669357281394e-36,8.225307007076183e-28,2.3375789658128924e-30,1.3322878992137413e-30,1.864692758331376e-21,1.3206223748942352e-34,3.7618418693365755e-36,3.6448966493288424e-35,3.76,0.0,0.5943756834198064,0.9985790780681844,5.3968293011572973e-17,2.2855725846534368e-17,9.3776716215776e-05,6.18237514854979e-05,1.6171173195706042e-05,1.577918208121685e-05,0.001420913536715801,4.629956978371059e-10,4.441274921178872e-17,1.6276495932801205e-09,4.2051239632950924e-18,4.598505011194586e-12,4.699255686704716e-28,3.797693279249915e-26,2.8189962246818208e-14,6.349267026512431e-28,1.2730478453310788e-15,1.0466194970676647e-34,3.575775103497196e-26,2.6212756552377745e-29,5.419561810188507e-28,2.2454866689917896e-26,6.817379273540514e-36,5.731734668795547e-35,1.0647067779632561e-31,2.989346350843861e-15,1.1279382429873974e-12,3.7101372617686474e-17,6.374038345650187e-09,1.847104182684807e-09,1.1056247812746314e-10,2.1918868556063273e-14,9.612059881242462e-11,3.0021659307612286e-11,2.2248070872167645e-10,2.2204988925305533e-12,2.07757990195131e-11,1.59690832154414e-14,2.247352617521626e-11,6.388419541678242e-17,1.954831563166069e-11,2.699666278093119e-16,3.118491224981192e-19,8.571629620041571e-22,3.4733511623287734e-19,2.6164811781868366e-23,4.286731923591377e-14,8.713067191130585e-13,1.794179254270043e-16,2.269635509288604e-10,1.1671981382094644e-23,1.8515602060258408e-19,4.625953454639928e-15
6.58350474493993e-10,0.7974482627545889,1.5278461207600664e-10,2.0364022101468007e-13,5.9416196357638e-14,3.0070670166198013e-13,0.0,0.0,8.531990654634582e-09,4.2175300801611937e-14,1.9658909684143527e-16,3.434532812953274e-17,1.8229506861300015e-17,3.9032180398804086e-31,2.848834594161511e-21,5.815909200291778e-14,1.0650078486122385e-13,1.1695410452353158e-12,1.2244922788309135e-32,3.761403629125747e-22,3.7822611539331944e-30,2.3057637767487762e-29,2.8517408305028624e-12,2.3401951715480746e-30,7.900136457571805e-20,8.818873960705715e-35,2.40993413604694e-36,8.948947639415941e-28,2.551361548553125e-30,1.4540542323133895e-30,1.9656939364130445e-21,1.4827708226367947e-34,4.2303662021115287e-36,4.096173925104353e-35,3.76,0.0,0.594374111681945,0.9985696512548089,5.760830598181511e-17,2.407222845630311e-17,9.534832388777162e-05,6.291995241453882e-05,1.644761858655725e-05,1.5978072819311404e-05,0.0014303402094015358,4.78979803962248e-10,4.670677929662107e-17,1.6644433967515475e-09,4.3244326157447945e-18,4.763818713296325e-12,5.142892309763252e-28,4.1305396137768375e-26,2.922781594723992e-14,6.95487881836826e-28,1.3165438197310893e-15,1.1594405034796129e-34,3.89163558353316e-26,2.863701370152445e-29,5.930842522502675e-28,2.441677730865087e-26,7.550617816069949e-36,6.349342235197006e-35,1.183964673003866e-31,3.0938693157258314e-15,1.1695281005989507e-12,3.8815684865380475e-17,6.480038909512422e-09,1.876040043878949e-09,1.1424113384460398e-10,2.303056746558601e-14,9.932995811285006e-11,3.092610585721376e-11,2.261595102337124e-10,2.2893871582586183e-12,2.141927288274779e-11,1.675026581365872e-14,2.3220557006181404e-11,6.60035850372691e-17,2.020410838413749e-11,2.83258963642023e-16,3.278839910463062e-19,9.126571240198789e-22,3.7036132891741868e-19,2.7858048251659464e-23,4.421154727743941e-14,9.007441472491357e-13,1.8876982085546484e-16,2.306542942229239e-10,1.2391132376631007e-23,1.9683266303002406e-19,4.83584271538979e-15
