Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149)
2.6824842894162493e-05,0.5032837985554955,5.496136445671563e-12,4.030083217558604e-13,1.8671398922791212e-12,9.022499763188703e-11,0.0,0.0,1.1658102311732598e-07,5.10932998683249e-10,3.6769346969700074e-11,3.9564372594039264e-19,5.978597455133952e-16,2.2528871686086966e-41,1.890179204517694e-30,5.363035759554437e-31,5.233915046469037e-28,2.1548438515927197e-09,5.71124120230426e-36,5.361755535437489e-26,-5.7753642220213e-26,8.238034416267086e-26,4.2514049396431876e-32,4.8926496346025204e-26,4.8324508897058665e-22,1.331561103709041e-34,-1.5350121170184226e-37,3.1959681863192944e-36,-1.269965831379632e-52,9.464976211016971e-46,9.682944712752801e-20,1.085400905219922e-43,4.4106366499990205e-35,4.306345207578156e-41,3.76,0.0,0.6342680713732851,0.9999591637191889,4.269963857662783e-11,1.4500973922937662e-33,0.00011462032808584725,8.270379733162058e-05,3.190961295849045e-05,2.0153223547846223e-09,4.071440961776369e-05,5.4455725864061565e-11,4.059525669080404e-19,3.8522895411431893e-16,1.6538349937866255e-18,5.166835848624013e-09,8.619732793847588e-26,8.53727797207434e-27,1.6232625349188367e-13,4.8849112870583525e-25,4.534715810152499e-21,2.912687436548919e-31,9.012530358937657e-26,2.086527989207509e-27,1.828608334003625e-25,4.0801926620701215e-24,1.1205852809357743e-32,1.6469778099630157e-31,4.282598197655548e-24,2.608596383397365e-17,2.1548887858653613e-09,4.96289393563763e-15,3.629677931703004e-08,9.597451196297437e-10,8.061948795639408e-08,6.197223918517658e-08
2.721085981359067e-05,0.5032839524256236,5.5763397590480145e-12,4.089715272306706e-13,1.9064868608176125e-12,9.28856060872003e-11,0.0,0.0,1.182493444769083e-07,5.256073849904627e-10,3.8376748127529955e-11,4.1904645298184223e-19,6.153376136503079e-16,2.402458475188733e-41,1.973477308435533e-30,5.67238035630067e-31,5.61418607914387e-28,2.2173032675598053e-09,8.479485454922646e-36,6.68021973098631e-26,-3.1618807144880627e-26,5.448962536067827e-26,4.505138747761466e-32,5.24764313307529e-26,4.989148081702707e-22,1.4394719329105602e-34,-7.154408922494422e-38,-1.7602293921166244e-35,-1.2623060576866742e-52,1.8302968660668295e-45,1.0095796758460473e-19,1.2135730200489543e-43,4.7336652596839075e-35,4.822245998445358e-41,3.76,0.0,0.634266418405141,0.9999591618982191,4.419544773177441e-11,1.600257502298456e-33,0.00011626959686195704,8.389380743393642e-05,3.236872898807683e-05,2.015320152925891e-09,4.0714408939660106e-05,5.603424800117941e-11,4.188028701336865e-19,3.8526042901885025e-16,1.677631961621552e-18,5.316065554581011e-09,9.14485548490091e-26,9.056315528607502e-27,1.6703170224800916e-13,5.190730780267838e-25,4.595523917177818e-21,3.090133534775435e-31,9.655238467659657e-26,2.2357657038018176e-27,1.9594162630296037e-25,4.373707237355128e-24,1.1888525838192176e-32,1.7473135930335731e-31,4.609512810491833e-24,2.6461323582420705e-17,2.217350173212739e-09,5.21088138480272e-15,3.665583571520822e-08,9.707267862127149e-10,8.195554848406224e-08,6.396869252460581e-08
2.7558275041076024e-05,0.5032840909084062,5.648512435829213e-12,4.1433768026948e-13,1.9421794991879714e-12,9.531310135136902e-11,0.0,0.0,1.1975060848153167e-07,5.389886390576394e-10,3.98627976713861e-11,4.409862014204862e-19,6.312845916180314e-16,2.535809040500893e-41,2.050502408714905e-30,5.9623207983668065e-31,5.974993367238161e-28,2.2742795716209234e-09,7.521991890708569e-36,1.1421637305396487e-25,-1.1444498594875937e-26,-4.62724529456201e-27,4.7420014374277967e-32,5.58445798405222e-26,5.132686042433567e-22,1.5758141212795673e-34,2.117225626097319e-38,-1.5344700697383548e-35,-4.279042546811918e-53,1.3552384401174845e-45,1.047722612620167e-19,1.3404954566488867e-43,5.05578672787307e-35,5.331977500350705e-41,3.76,0.0,0.6342649307091861,0.9999591602573498,4.556844643295629e-11,1.7465940052744645e-33,0.00011775393514679642,8.4964812902098e-05,3.2781931662952125e-05,2.0153181696733922e-09,4.0714408679391784e-05,5.74741991341427e-11,4.3054110200796395e-19,3.852887533335262e-16,1.6990489659229655e-18,5.4521752927488415e-09,9.637822686689138e-26,9.543539256624327e-27,1.7132408389198398e-13,5.478162028795846e-25,4.65418892941599e-21,3.25671392408929e-31,1.0264088713851074e-25,2.3771627484761173e-27,2.0833526379472286e-25,4.651881625246432e-24,1.252939588467459e-32,1.8415053902977312e-31,4.9206137405494546e-24,2.679912583759279e-17,2.274328300171517e-09,5.4415839850881186e-15,3.6978817094582684e-08,9.806115876083634e-10,8.315841403945883e-08,6.579355497793432e-08
2.790569026856138e-05,0.5032842293908735,5.7206753527081275e-12,4.197031401449845e-13,1.9781375521887297e-12,9.777180567095095e-11,0.0,0.0,1.2125165914535261e-07,5.525349039189185e-10,4.13866515331929e-11,4.637795974539468e-19,6.474371107486002e-16,2.669091614735402e-41,2.1295033276567327e-30,6.26344012690782e-31,6.354075313075799e-28,2.33197855260819e-09,5.841216608443723e-36,1.578738915975247e-25,-2.744618303424295e-27,3.1132318312559456e-27,4.98754268880783e-32,5.938324786685421e-26,5.278617000280704e-22,1.728817506893091e-34,-2.1592864773635214e-38,-8.248664278025789e-36,-7.87339767645446e-54,8.64885565885739e-46,1.086811818317301e-19,1.4797797192586652e-43,5.40280361610383e-35,5.888200972563331e-41,3.76,0.0,0.6342634429898933,0.9999591586148495,4.696700296958244e-11,1.9042362473601445e-33,0.00011923827000864129,8.603581493703142e-05,3.319513267830055e-05,2.0153161856367263e-09,4.071440848994858e-05,5.893241662255091e-11,4.424431896950848e-19,3.8531707686630705e-16,1.7204658361675588e-18,5.5899926440501156e-09,1.0150620196328085e-25,1.0050332541139188e-26,1.7567091806355757e-13,5.777480927346854e-25,4.713695872596955e-21,3.4299953073777577e-31,1.0902817241966291e-25,2.5255191304863977e-27,2.213389786937897e-25,4.943825339816323e-24,1.319604580166386e-32,1.9394861831425125e-31,5.248373328909963e-24,2.713692081008123e-17,2.332029150768053e-09,5.6795497556288616e-15,3.7301653367232204e-08,9.90497641690324e-10,8.436165382589889e-08,6.764500395700904e-08
2.8253105496046735e-05,0.5032843678730257,5.792828512547129e-12,4.2506790701426503e-13,2.014360831006559e-12,1.0026171469667207e-10,0.0,0.0,1.2275249649206024e-07,5.662460624212809e-10,4.294878099358636e-11,4.874487043865463e-19,6.637952285726043e-16,2.802047285596549e-41,2.210503948007485e-30,6.57605767430409e-31,6.752114858491581e-28,2.3904002060864177e-09,5.2759486424047576e-36,1.2776616860088328e-25,3.219227399583694e-27,-2.557675241116771e-27,5.241730038106365e-32,6.309881463042428e-26,5.426955065682891e-22,1.9103922718651046e-34,-5.559003737048535e-38,1.185616561327956e-35,3.71793469209427e-53,5.677966331212796e-46,1.1268587849841857e-19,1.631637134554347e-43,5.768017126902906e-35,6.494503768383626e-41,3.76,0.0,0.6342619552472546,0.9999591569704642,4.8391306515256036e-11,2.0739016936379048e-33,0.00012072260144794693,8.710681353870144e-05,3.360833203414992e-05,2.0153142002200903e-09,4.0714408625624626e-05,6.04089004147086e-11,4.545091330773184e-19,3.8534539753101173e-16,1.741882437744873e-18,5.729517130480817e-09,1.06837813534588e-25,1.05772211463548e-26,1.800722046057969e-13,6.089016771803319e-25,4.7768604940823876e-21,3.6101579131643108e-31,1.1572478250192276e-25,2.681081144874156e-27,2.3497436499086212e-25,5.250028527574359e-24,1.388916895297806e-32,2.0413578787384935e-31,5.593457319029136e-24,2.7474693659935916e-17,2.3904527211623355e-09,5.924919648512492e-15,3.762435810251444e-08,1.000384965952302e-09,8.556525441418655e-08,6.952304740827666e-08
2.860052072353209e-05,0.5032845063548628,5.864971918208242e-12,4.304319811060957e-13,2.050849146932077e-12,1.0278282408059302e-10,0.0,0.0,1.242531205453436e-07,5.80121997484365e-10,4.45496571949063e-11,5.120158920459984e-19,6.803590026026235e-16,2.9439704219723804e-41,2.2935288325257142e-30,6.900297312692429e-31,7.169812422698099e-28,2.449544528218467e-09,3.5129099911731955e-36,1.2596194107945857e-25,1.3576584485666726e-27,-3.0118676309693343e-27,5.506375442571082e-32,6.699782334020184e-26,5.57771434414918e-22,2.081686548294925e-34,1.776163987150819e-38,1.5954539308272012e-35,9.438127540122042e-53,1.0373853484193453e-45,1.1678750015532792e-19,1.7970571485417685e-43,6.15540373143499e-35,7.154711570159356e-41,3.76,0.0,0.6342604674812623,0.9999591553248329,4.9841546100398207e-11,2.256345456637826e-33,0.00012220692946516852,8.817780870706958e-05,3.402152973052747e-05,2.015312215807161e-09,4.0714408447106056e-05,6.190365045891968e-11,4.667389319883512e-19,3.8537372071741674e-16,1.763299142921639e-18,5.870748275018288e-09,1.1237847206499741e-25,1.1124739180380767e-26,1.8452794342353318e-13,6.413103783781728e-25,4.83659910246174e-21,3.7973845605135835e-31,1.2274149792906828e-25,2.8441006719273406e-27,2.4926350641301596e-25,5.570992506788496e-24,1.460946866443796e-32,2.1472238484668635e-31,5.956550125828343e-24,2.781248514420483e-17,2.449599008112559e-09,6.177835852371951e-15,3.79469438557917e-08,1.0102735766490066e-09,8.676920339022158e-08,7.142769297318428e-08
2.8947935951017446e-05,0.5032846448363846,5.937105572550145e-12,4.3579536261911367e-13,2.0876023113784928e-12,1.053351294760159e-10,0.0,0.0,1.257535313288915e-07,5.941625920954038e-10,4.6189751150850217e-11,5.375038160924899e-19,6.971284908424867e-16,3.0891355890728825e-41,2.3786035212630965e-30,7.236580535234181e-31,7.607884939612816e-28,2.509411514867594e-09,4.275320513293696e-36,1.243046269970687e-25,2.458831289725476e-27,9.01015637589075e-27,5.780591612246156e-32,7.108697220235131e-26,5.730908939588683e-22,2.2563189654182996e-34,-1.8658779378808974e-38,1.348802241775096e-35,2.241084727352902e-52,1.1628658160606446e-45,1.2098719550541465e-19,1.9765186665150506e-43,6.566894413557152e-35,7.872883342277753e-41,3.76,0.0,0.6342589796919086,0.9999591536773611,5.131791062222875e-11,2.4523591705238806e-33,0.00012369125406076105,8.924880044210165e-05,3.443472576746072e-05,2.0153102305227344e-09,4.071440854918738e-05,6.341666670348741e-11,4.791325862246291e-19,3.8540204146425737e-16,1.7847155948769378e-18,6.013685600346463e-09,1.1813366227259638e-25,1.1693427336758953e-26,1.8903813438192317e-13,6.75008079188749e-25,4.899499635391148e-21,3.991860596313099e-31,1.300893225849492e-25,3.0148348335406518e-27,2.6422894633825817e-25,5.907229095307314e-24,1.535765799316674e-32,2.257188893899991e-31,6.33835385174201e-24,2.815025611981241e-17,2.5094680080774727e-09,6.4384417055574575e-15,3.826942232562158e-08,1.0201634889886224e-09,8.797348919762595e-08,7.335894803570634e-08
2.9295351178502802e-05,0.5032847833175915,6.0092294784321686e-12,4.411580517964939e-13,2.1246201358798512e-12,1.0791862653747858e-10,0.0,0.0,1.2725372886639273e-07,6.083677293089236e-10,4.786953374708647e-11,5.63935417297291e-19,7.141037508731629e-16,3.2429564315811545e-41,2.4657516425443207e-30,7.585090010319026e-31,8.067065994650973e-28,2.570001162571292e-09,5.0264358967464966e-36,1.4424061425837816e-25,3.645698957427473e-27,-6.120587029042836e-27,6.065734708494149e-32,7.537311573637523e-26,5.886552950899434e-22,2.450021955658822e-34,4.0684503394832153e-38,1.5599801712558864e-35,3.1383406817323705e-52,1.1529296122666095e-45,1.2528611272889516e-19,2.171811643353543e-43,7.002896913831272e-35,8.653324938698425e-41,3.76,0.0,0.6342574918791862,0.9999591520286961,5.2820588845371137e-11,2.6627721738729345e-33,0.00012517557523517942,9.031978874375934e-05,3.484792014497654e-05,2.015308246233769e-09,4.071440828441045e-05,6.494794909671445e-11,4.9169009555052535e-19,3.8543036514675477e-16,1.806132202717115e-18,6.158328630227753e-09,1.2410894201841974e-25,1.2283834189840342e-26,1.9360277741835364e-13,7.100291245711349e-25,4.9583924893405785e-21,4.193773819630085e-31,1.3777948537196542e-25,3.1935460184987588e-27,2.798936899625e-25,6.2592606516560334e-24,1.6134459422613932e-32,2.37135920212237e-31,6.739588468404219e-24,2.848805148604228e-17,2.570059718190214e-09,6.706881690616319e-15,3.859180441932431e-08,1.0300547172124918e-09,8.91781010720973e-08,7.531681974224034e-08
2.9642766405988157e-05,0.5032849217984834,6.081343638709029e-12,4.465200488104668e-13,2.161902432081145e-12,1.1053331092077582e-10,0.0,0.0,1.2875371318153582e-07,6.227372922479086e-10,4.958947573901206e-11,5.913339269658459e-19,7.312848403659484e-16,3.3992029790017106e-41,2.5549990695658968e-30,7.946271913614873e-31,8.548106295112633e-28,2.6313134671024815e-09,6.062535969485517e-36,1.3343251444855847e-25,-6.137820844201642e-27,-1.6853071272059804e-26,6.360774299588284e-32,7.986326922186637e-26,6.044660474430859e-22,2.6465387554621715e-34,2.939295548476993e-38,9.463496746539642e-36,3.868447853320263e-52,1.4393531833899298e-45,1.2968539992582901e-19,2.3834748022530208e-43,7.465668959380211e-35,9.500603940575189e-41,3.76,0.0,0.6342560040430882,0.9999591503780616,5.434976939956448e-11,2.8884534792903765e-33,0.00012665989298887834,9.139077361200886e-05,3.52611128631026e-05,2.0153062607462286e-09,4.07144084292211e-05,6.649749758690278e-11,5.044114597013254e-19,3.8545868532315337e-16,1.82754845535235e-18,6.3046768874775745e-09,1.3030994382552567e-25,1.289651492655319e-26,1.9822187238807729e-13,7.464083326031721e-25,5.021874690268672e-21,4.403314574622961e-31,1.4582344484030723e-25,3.380502006990719e-27,2.962812152750039e-25,6.62762033508231e-24,1.694060523615596e-32,2.4898424004742106e-31,7.160992358164664e-24,2.882581515828297e-17,2.6313741348195056e-09,6.9833014535813215e-15,3.8914100288366615e-08,1.039947274638027e-09,9.038302900598013e-08,7.730131501239497e-08
2.9990181633473513e-05,0.5032850602790603,6.1534480562366376e-12,4.518813538997452e-13,2.1994490117318494e-12,1.1317917828297114e-10,0.0,0.0,1.302534842980093e-07,6.37271164104451e-10,5.135004775045819e-11,6.197228701940655e-19,7.486718172040677e-16,3.5640613468501107e-41,2.646369520962586e-30,8.320295976521684e-31,9.05177402463637e-28,2.6933484249863833e-09,5.307613673591648e-36,1.495116867591399e-25,-2.1096934534571218e-26,-1.5967708902675313e-26,6.667269999528507e-32,8.456461205901595e-26,6.205245600488166e-22,2.858478624236689e-34,-1.1798533957472496e-37,4.056106894343681e-36,5.11133821158097e-52,1.3896330117479765e-45,1.3418620450335276e-19,2.6131556015266695e-43,7.948658861763483e-35,1.0419563156905222e-40,3.76,0.0,0.634254516183608,0.9999591487263237,5.5905640778386056e-11,3.1303135396572355e-33,0.00012814420732231238,9.246175504681147e-05,3.5674303921865747e-05,2.0153042763231076e-09,4.0714408117360575e-05,6.806531212235378e-11,5.172966783863074e-19,3.8548700915483476e-16,1.8489649471348297e-18,6.452729896103417e-09,1.3674237460865157e-25,1.3532032899697367e-26,2.028954192297717e-13,7.841809991470207e-25,5.080356741039056e-21,4.620675693633756e-31,1.5423289380590642e-25,3.5759760615904975e-27,3.134154809757323e-25,7.012852282960999e-24,1.7776837278779352e-32,2.6127475217237004e-31,7.60332273015578e-24,2.916361239066797e-17,2.6934112550865277e-09,7.267847814678244e-15,3.9236319369709586e-08,1.0498411737092086e-09,9.158826370686601e-08,7.931244055156858e-08
3.033759686095887e-05,0.5032851987593222,6.225542733865729e-12,4.572419672259249e-13,2.2372596866899647e-12,1.1585622428239686e-10,0.0,0.0,1.3175304223950142e-07,6.519692281397523e-10,5.3151720273627227e-11,6.491260664134598e-19,7.662647391685229e-16,3.731651749217281e-41,2.7398890911677174e-30,8.707621363397872e-31,9.57885504217034e-28,2.756106031808186e-09,5.978211859813549e-36,1.2895637275573591e-25,-2.663385845821322e-26,6.394002022061611e-27,6.984157817174444e-32,8.948448967273481e-26,6.368322417705961e-22,3.0914786571369382e-34,-1.9071909106466984e-37,2.724729344116313e-36,6.124155327652443e-52,1.2475950875121785e-45,1.387896739757542e-19,2.8618009403457787e-43,8.449988243937572e-35,1.1415335658313923e-40,3.76,0.0,0.6342530283007384,0.9999591470725039,5.74883913392458e-11,3.389305722942016e-33,0.00012962851823593608,9.35327330481337e-05,3.608749332129384e-05,2.0153022905749016e-09,4.071440832751059e-05,6.96513926513682e-11,5.30345751292074e-19,3.855153285728099e-16,1.870380978074453e-18,6.602487178919829e-09,1.4341201672565593e-25,1.4190958077087748e-26,2.0762341778010287e-13,8.233828990434988e-25,5.1446705960614465e-21,4.846052586850564e-31,1.6301976017836807e-25,3.7802469660333266e-27,3.313209299432282e-25,7.41551169158008e-24,1.8643907325342616e-32,2.7401850579544237e-31,8.067355878498854e-24,2.950136630353975e-17,2.7561710751725837e-09,7.560668767784868e-15,3.955847043527742e-08,1.0597364260570876e-09,9.279379654806447e-08,8.135020286596812e-08
3.068501208844423e-05,0.5032853372392695,6.297627674449375e-12,4.626018890438773e-13,2.275334268923659e-12,1.1856444457865038e-10,0.0,0.0,1.3325238702970045e-07,6.668313676839306e-10,5.499496366942114e-11,6.795676291145617e-19,7.840636639022903e-16,3.9082642410067023e-41,2.835580963618881e-30,9.10841469908741e-31,1.0130153043601236e-27,2.819586284231434e-09,5.1331842204229814e-36,1.7385208863204517e-25,-2.6555548341077653e-26,-7.188657594468663e-27,7.313112316564718e-32,9.463041506675863e-26,6.53390500826423e-22,3.352281376697185e-34,-1.1352133167144634e-37,1.0161013737722113e-35,7.015569182762067e-52,1.212541698698875e-45,1.434969549931585e-19,3.1310575082895156e-43,8.979184064829557e-35,1.2493357114244345e-40,3.76,0.0,0.6342515403944732,0.9999591454177156,5.909820930376914e-11,3.666427716108765e-33,0.00013111282573020374,9.460370761593639e-05,3.6500681061413645e-05,2.0153003060618537e-09,4.0714407946185455e-05,7.125573912224607e-11,5.435586780856511e-19,3.855436527380753e-16,1.8917973763770293e-18,6.753948260392681e-09,1.5032472702692952e-25,1.4873868691810833e-26,2.1240586799242546e-13,8.640502847344385e-25,5.202494455719714e-21,5.079643149238358e-31,1.721962088901873e-25,3.9935990495359564e-27,3.500224912947946e-25,7.83616486527313e-24,1.9542576694833313e-32,2.8722669041521704e-31,8.553887392847273e-24,2.9839167887967756e-17,2.819653592337493e-09,7.861913476818739e-15,3.988056164135772e-08,1.0696330425601425e-09,9.399961951914262e-08,8.341460827759958e-08
3.1032427315929586e-05,0.5032854757189019,6.369702880834352e-12,4.679611195039325e-13,2.313672570514304e-12,1.2130383483259212e-10,0.0,0.0,1.3475151869229433e-07,6.818574661358928e-10,5.6880248167647243e-11,7.110719658494814e-19,8.020686492245961e-16,4.087871960890561e-41,2.9334718804394805e-30,9.523156387177756e-31,1.0706489728447183e-27,2.8837891777046806e-09,7.489742506166358e-36,1.5142018559647162e-25,-1.5569295025044588e-26,3.38024702152501e-26,7.652958617795984e-32,1.0001007042777511e-25,6.702007453459709e-22,3.6119949781164197e-34,-1.1296392995412437e-37,3.317311946014259e-36,8.04806729242605e-52,1.5225660105698065e-45,1.4830919449911699e-19,3.42207532369576e-43,9.541193530001707e-35,1.3659379711046397e-40,3.76,0.0,0.6342500524648064,0.999959143760698,6.073528275805081e-11,3.9627229954133917e-33,0.00013259712980556954,9.567467875018645e-05,3.691386714225314e-05,2.0152983200693788e-09,4.071440823416554e-05,7.287835148328685e-11,5.569354584171168e-19,3.855719712999576e-16,1.9132131674605683e-18,6.907112663406851e-09,1.5748643789178392e-25,1.5581349492516133e-26,2.172427696883754e-13,9.062198870955366e-25,5.26777746704972e-21,5.3216478645400185e-31,1.8177464222783667e-25,4.216322217732652e-27,3.695455831792469e-25,8.275389276422494e-24,2.0473616683339573e-32,3.009106421508002e-31,9.063732385260319e-24,3.017691003117439e-17,2.883858802626241e-09,8.171732272954985e-15,4.020260057340443e-08,1.0795310333989744e-09,9.520572518106778e-08,8.55056629378652e-08
3.1379842543414945e-05,0.5032856141982196,6.441768355870989e-12,4.733196588760325e-13,2.352274403653221e-12,1.240743907063444e-10,0.0,0.0,1.3625043725097103e-07,6.970474069632913e-10,5.880804386706798e-11,7.436637785836446e-19,8.202797528636505e-16,4.2768075107293083e-41,3.0335839207690507e-30,9.952010171251535e-31,1.1308704997888325e-27,2.9487147090833316e-09,6.302089653720442e-36,1.9325376083735124e-25,1.4346748183651512e-26,3.1992194259304887e-26,8.005484849971425e-32,1.0563130902170174e-25,6.872643827146467e-22,3.921083300925756e-34,8.037112225442787e-39,2.042558703963563e-35,9.555658769773004e-52,1.2156728205300268e-45,1.532275383556655e-19,3.736455306986343e-43,1.0137918092796068e-34,1.4919485402355375e-40,3.76,0.0,0.6342485645117312,0.9999591421028795,6.239979965274449e-11,4.279282373791764e-33,0.00013408143046248755,9.674564645084424e-05,3.732705156383889e-05,2.015296335479703e-09,4.0714407762988336e-05,7.45192296827893e-11,5.704760919218047e-19,3.8560029596361775e-16,1.934629497851633e-18,7.061979912961256e-09,1.6490315625518576e-25,1.631399360742284e-26,2.2213412284137866e-13,9.499289152859345e-25,5.3247181676866384e-21,5.572269694343859e-31,1.917677022807079e-25,4.448711985089213e-27,3.8991611553353036e-25,8.733773635880423e-24,2.1437808098373267e-32,3.1508183693685025e-31,9.597725737857093e-24,3.051471879105448e-17,2.948786703490822e-09,8.490276653607752e-15,4.052459428624783e-08,1.0894304081053875e-09,9.641210662594858e-08,8.762337283976959e-08
3.1727257770900304e-05,0.5032857526772228,6.51382410240182e-12,4.786775072916598e-13,2.391139580643674e-12,1.268761078632912e-10,0.0,0.0,1.3774914272941833e-07,7.124010737025049e-10,6.077882073539595e-11,7.773680641515304e-19,8.386970323626481e-16,4.4689583169493774e-41,3.1359451287599483e-30,1.0395477688161451e-30,1.1937657143528949e-27,3.014362873607503e-09,8.453845045189977e-36,1.4277126808424153e-25,4.269211027980722e-26,2.8531542835011693e-26,8.369407544897098e-32,1.115021570062507e-25,7.045828203335092e-22,4.233562424835028e-34,2.7662035153722157e-37,2.509217260368223e-35,1.0340262502962941e-51,1.9952985810220858e-45,1.5825313296036718e-19,4.0760535030527506e-43,1.0780046553137778e-34,1.628010479180206e-40,3.76,0.0,0.6342470765352423,0.9999591404426408,6.409194780310321e-11,4.617245596293972e-33,0.00013556572770141161,9.781661071787712e-05,3.774023432619912e-05,2.01529434922797e-09,4.071440815205504e-05,7.617837366905162e-11,5.841805782221944e-19,3.8562861348121494e-16,1.9560450193934534e-18,7.218549531909593e-09,1.7258096483793637e-25,1.707240059304174e-26,2.2707992725096462e-13,9.952150584358528e-25,5.391226846553468e-21,5.831714207913219e-31,2.0218827149085453e-25,4.691069515362777e-27,4.111604937249396e-25,9.211917967393616e-24,2.243594180425206e-32,3.2975189849303204e-31,1.0156722356732774e-23,3.0852445885482316e-17,3.0144372907681e-09,8.817699281445733e-15,4.084654934104465e-08,1.099331175607505e-09,9.761875744003969e-08,8.976774382913651e-08
3.207467299838566e-05,0.503285891155911,6.585870123274598e-12,4.840346650405134e-13,2.4302679138974464e-12,1.297089819680776e-10,0.0,0.0,1.3924763515132382e-07,7.279183499586118e-10,6.279304860931044e-11,8.122101146737514e-19,8.573205456205536e-16,4.670768529661244e-41,3.240576360244234e-30,1.0853717972759893e-30,1.2594223051293076e-27,3.0807336683666913e-09,6.039176975887099e-36,2.1834577104205914e-25,4.971557259909771e-26,-1.7784424792678725e-26,8.746644266218129e-32,1.1763081538469572e-25,7.221574647381258e-22,4.5653392724279675e-34,3.3897812414772684e-37,2.906378333009461e-35,1.2592014879416648e-51,2.424579958423904e-45,1.6338712335607636e-19,4.4418847247314415e-43,1.1467448967666316e-34,1.774802720084911e-40,3.76,0.0,0.6342455885353333,0.9999591387818174,6.581191488903707e-11,4.977802964535455e-33,0.00013705002152279561,9.888757155124492e-05,3.815341542936016e-05,2.015292364570225e-09,4.071440756613089e-05,7.78557833903713e-11,5.98048916929568e-19,3.8565693884400757e-16,1.9774613154558108e-18,7.376821045843301e-09,1.8052602105685e-25,1.7857178522158866e-26,2.3208018291530765e-13,1.0421164854196203e-24,5.44700986815799e-21,6.100189445469304e-31,2.130494752209632e-25,4.943701652087886e-27,4.333056211233045e-25,9.710433678684337e-24,2.34688181420667e-32,3.449325898534279e-31,1.0741597424112802e-23,3.119026553466319e-17,3.080810562144472e-09,9.154153983694612e-15,4.1168471839786894e-08,1.109233344271912e-09,9.882567166919089e-08,9.193878161508479e-08
3.242208822587102e-05,0.5032860296342848,6.6579064213274265e-12,4.893911322305753e-13,2.4696592159386675e-12,1.3257300868660896e-10,0.0,0.0,1.4074591454037498e-07,7.435991194053492e-10,6.485119719448917e-11,8.482155179288492e-19,8.761503504919838e-16,4.876020346218343e-41,3.347507147781224e-30,1.1327254836683717e-30,1.3279298381859566e-27,3.1478270883264258e-09,1.025121205735718e-35,1.2407707206496853e-25,3.91109655050562e-26,-4.0004005654025466e-27,9.135794277961477e-32,1.240256617422857e-25,7.399897226244315e-22,4.89320962238639e-34,1.904151815637567e-37,1.3093108986145144e-35,1.4834881725948856e-51,2.8304478060373904e-45,1.6863065543763266e-19,4.836580037207891e-43,1.2185701463570724e-34,1.93304213131294e-40,3.76,0.0,0.634244100511999,0.9999591371183288,6.755988845519219e-11,5.362196990668797e-33,0.00013853431192709318,9.995852895091561e-05,3.856659487335054e-05,2.0152903780469344e-09,4.0714408085118544e-05,7.95514587950452e-11,6.120811076454608e-19,3.856852550842299e-16,1.998876527897077e-18,7.536793977491617e-09,1.8874455837208352e-25,1.866894179394213e-26,2.3713488960496657e-13,1.090671846448842e-24,5.515062075492225e-21,6.3779060767834836e-31,2.2436468208014707e-25,5.206920958861343e-27,4.563789027443752e-25,1.0229943631037488e-23,2.45372476033427e-32,3.606358232037663e-31,1.135324664801618e-23,3.152797320544143e-17,3.147906513182531e-09,9.49979575075607e-15,4.1490367457575706e-08,1.119136921943067e-09,1.00032843786534e-07,9.413649177982453e-08
