Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339)
1.4292764516006027e-09,0.8086110025891806,5.475913821599005e-10,7.542124257162798e-13,4.1317827831821435e-13,2.741682927961778e-12,0.0,0.0,1.8265267205893656e-08,2.1542233614376336e-13,1.7376183916802072e-15,4.505191905758164e-16,2.3765832049478693e-16,2.5154756105668473e-30,1.1402871095025698e-20,3.4746643547303207e-13,4.2598437492750817e-13,5.23089594451846e-12,5.605931548051569e-31,2.598512058972763e-21,2.8418144923410015e-28,1.716988852675949e-27,7.61721171765164e-12,1.469698202588081e-28,5.471587396561645e-19,6.491129810180122e-33,8.814053033823186e-35,2.2760894635502374e-26,9.002186093213913e-29,4.407486821739503e-29,1.714390236797586e-20,1.48949855732078e-32,4.50063750679806e-34,4.985733994928667e-33,3.76,0.0,0.7661849258247521,0.9984591724799377,1.0158161615430781e-15,2.2389364103812193e-16,0.00020002247025016745,0.00013908465833704917,3.5480939533726174e-05,2.5450492676024376e-05,0.0015408092381694067,1.535073778931264e-09,2.3006762097191637e-16,3.0507914022992387e-09,1.2961472439357038e-17,2.0548481406383416e-11,1.5812672109197374e-26,8.30940245718773e-25,1.1094148449406265e-13,2.130476639916645e-26,3.761890678481784e-15,6.090062096214196e-33,7.925115213801305e-25,7.525188645372713e-28,1.7232995922157225e-26,4.696754443198009e-25,3.908988846194596e-34,3.386458851543593e-33,7.986763498097129e-30,9.326598114540491e-15,5.2307171251597764e-12,2.774674029738778e-16,1.382339928859244e-08,3.786263615809734e-09,4.765900234669509e-10,2.3832416247299634e-13,3.7285293510330545e-10,1.1693626305660734e-10,4.275680479839047e-10,6.929277656852923e-12,6.656707711387234e-11,1.188480164080335e-13,8.336116549161333e-11,2.952187798078176e-16,7.496924673065526e-11,2.46608128236985e-15,2.416124699072905e-18,8.421369201556034e-21,5.7498704183022654e-18,3.841510830607336e-22,1.9031228846294393e-13,3.855108374809946e-12,1.2190694400978675e-15,3.872345535269495e-10,1.4591268605536863e-22,2.3606616894931297e-18
1.4766430416249439e-09,0.8086119723533152,5.832258846157304e-10,8.179748326392908e-13,4.54841931898924e-13,3.018088711412957e-12,0.0,0.0,1.8870272620344302e-08,2.299292314173118e-13,1.9328052156996084e-15,5.095200289712068e-16,2.6887219382827075e-16,2.859164980218744e-30,1.2467802533862503e-20,3.7968254506332023e-13,4.599490169409904e-13,5.603813189254832e-12,6.804256121713631e-31,2.9431443462072936e-21,3.5137972999159877e-28,2.1224293008420472e-27,8.034674312959914e-12,1.8027148196324185e-28,6.082952432948485e-19,8.067693371684871e-33,1.0793848457920216e-34,2.696766603143622e-26,1.0814263618868273e-28,5.29353660914553e-29,1.8986013418154143e-20,1.872810175242993e-32,5.6844931601027465e-34,6.289853154771593e-33,3.76,0.0,0.7661782973367696,0.9984542679275485,1.1550735261581289e-15,2.4922360528863664e-16,0.00020665042966838966,0.00014406123060516847,3.668666389473674e-05,2.58958399858411e-05,0.0015457131843585202,1.6419184131441588e-09,2.540983697102105e-16,3.1357927559871643e-09,1.3575465107701935e-17,2.2013798317834882e-11,1.9002115094921053e-26,9.805447911233226e-25,1.1897416260410897e-13,2.5652327794413006e-26,3.990706027484214e-15,7.453302231399618e-33,9.373236548818035e-25,8.987728440037905e-28,2.0665098113991874e-26,5.5387248274037e-25,4.780860429172175e-34,4.143930099194119e-33,9.902781892402522e-30,9.779177235612269e-15,5.603610664915601e-12,3.047544476026686e-16,1.4276412924475332e-08,3.8961620282620245e-09,5.077445410460635e-10,2.62433892661791e-13,3.974099314923941e-10,1.2447874281833519e-10,4.4256606901837083e-10,7.322173246768607e-12,7.031867374019023e-11,1.3001020402824241e-13,8.8829370003331e-11,3.1442456532586775e-16,7.995363750565117e-11,2.7008128863727423e-15,2.6622510694918273e-18,9.561992893258259e-21,6.493067897095367e-18,4.313872379547948e-22,2.0135658041606533e-13,4.114839902444847e-12,1.3404328208483223e-15,3.99000231140643e-10,1.6234705461912817e-22,2.636086813855558e-18
1.524009631649285e-09,0.808612942109792,6.199178334927329e-10,8.852201454294839e-13,4.991777120837697e-13,3.312175082062439e-12,0.0,0.0,1.9475270360449548e-08,2.449084037507996e-13,2.1427390448501373e-15,5.738956344409111e-16,3.0295087904765316e-16,3.237004140805307e-30,1.3590970556680546e-20,4.136225685147188e-13,4.955406729439066e-13,5.989675025136952e-12,8.206330931908306e-31,3.3212890175838394e-21,4.31376516390381e-28,2.6049385865168156e-27,8.458075681574169e-12,2.1974391251537853e-28,6.741283231484784e-19,9.959034609497321e-33,1.3136193268919835e-34,3.178580193926081e-26,1.2922057695067751e-28,6.323917539242405e-29,2.095654840253128e-20,2.3377692173185342e-32,7.127337762681306e-34,7.877704761964306e-33,3.76,0.0,0.7661716689054854,0.9984499134877196,1.3080659816566745e-15,2.765424749971076e-16,0.000213278335569024,0.00014905293902817493,3.7893619902697165e-05,2.6324760704048297e-05,0.0015500670179516886,1.7525199387145028e-09,2.797663488472198e-16,3.218065003605374e-09,1.4193131051118018e-17,2.3531676044087515e-11,2.270866347808759e-26,1.1510788020146596e-24,1.2729963998466668e-13,3.07139998473219e-26,4.223998169318305e-15,9.0639051319351e-33,1.1028307259747559e-24,1.0675915573805477e-27,2.464244637495704e-26,6.4977448927116805e-25,5.810250015835353e-34,5.038719693233792e-33,1.2198655174910109e-29,1.023150639082605e-14,5.989446608570025e-12,3.3377281390213245e-16,1.4729131392139458e-08,4.005163380660851e-09,5.39825659188757e-10,2.880924440796897e-13,4.227151762518957e-10,1.3225682314014968e-10,4.5762345462414206e-10,7.72192775764762e-12,7.413360895734232e-11,1.4178818452211936e-13,9.446319562734603e-11,3.341934852834216e-16,8.509434324854039e-11,2.9488254853348922e-15,2.924260687189425e-18,1.0814845386143031e-20,7.302417840046734e-18,4.8247806712393765e-22,2.1261294667230253e-13,4.382998404481679e-12,1.4690440412145854e-15,4.107014565182631e-10,1.7993800456987624e-22,2.932009089336368e-18
1.5713762216736262e-09,0.8086139118586116,6.576626060512524e-10,9.560323389504728e-13,5.462645453028786e-13,3.624457778910625e-12,0.0,0.0,2.008026073636689e-08,2.603598217679606e-13,2.368019894061206e-15,6.439285632684268e-16,3.40048347357713e-16,3.6512404068936114e-30,1.477331639940889e-20,4.493095655875404e-13,5.32792421740423e-13,6.38847071531441e-12,9.838335455461386e-31,3.735100933441676e-21,5.26049432660437e-28,3.17578941084646e-27,8.88710928518726e-12,2.6629402681660433e-28,7.448695886942166e-19,1.221521149531792e-32,1.5893512802931528e-34,3.72817269886246e-26,1.5363492782888027e-28,7.517088707643276e-29,2.305983256653507e-20,2.898376274927509e-32,8.875104095647735e-34,9.799366594530689e-33,3.76,0.0,0.7661650405308968,0.9984460474500696,1.4756518789334848e-15,3.059442243620198e-16,0.00021990618796322036,0.0001540592237025963,3.9101761890991286e-05,2.6737860343390593e-05,0.001553932449329814,1.866889379840157e-09,3.0712745387464894e-16,3.297657836150617e-09,1.4814203260804493e-17,2.5102221416359156e-11,2.69970917867435e-26,1.3446834345778683e-24,1.359184698531959e-13,3.658055417286664e-26,4.4616001361356605e-15,1.095692631387244e-32,1.2912218519772472e-24,1.2616099178785665e-27,2.9231057152610054e-26,7.585668298151156e-25,7.019360952522359e-34,6.090265732237213e-33,1.4934962143478473e-29,1.0683393822463084e-14,6.3882141026059354e-12,3.6457541957058434e-16,1.518155644979838e-08,4.113276297069767e-09,5.728282955352805e-10,3.153450529743427e-13,4.48765707431079e-10,1.402702630770939e-10,4.727403855835628e-10,8.128300411624453e-12,7.800949901391391e-11,1.5419195895622176e-13,1.0026204401918405e-10,3.545220427590303e-16,9.039101505858597e-11,3.210355822858685e-15,3.202614064816252e-18,1.2187066454358971e-20,8.181212070328065e-18,5.375788188612628e-22,2.240748325074675e-13,4.659577210260481e-12,1.605042320362605e-15,4.223385878295718e-10,1.987172763496476e-22,3.249071047870656e-18
1.6187428116979673e-09,0.8086148815997757,6.96455707536041e-10,1.0304945936733679e-12,5.961810779840709e-13,3.955450304539316e-12,0.0,0.0,2.068524402306519e-08,2.7628345433260386e-13,2.6092516707731563e-15,7.199050574682138e-16,3.803209395453049e-16,4.104206341622093e-30,1.601575046296333e-20,4.867653395885058e-13,5.717373144386242e-13,6.8001902088847825e-12,1.1728763861480193e-30,4.18680689190512e-21,6.3747220364758685e-28,3.847425614031549e-27,9.3214802339297e-12,3.2092977301927147e-28,8.207342374779003e-19,1.4892315637374978e-32,1.9123940127088465e-34,4.352682243735647e-26,1.818014771679092e-28,8.893280056894975e-29,2.5300185051543395e-20,3.570485237812953e-32,1.0980084669563981e-33,1.2111829669858362e-32,3.76,0.0,0.7661584122130016,0.9984426150280863,1.6587138765173996e-15,3.3752471636262444e-16,0.00022653398686172372,0.00015907954536361653,4.03110458707119e-05,2.7135722096008784e-05,0.001557364265004423,1.9850373531241094e-09,3.3623769257861964e-16,3.3746255438498813e-09,1.5438440905736375e-17,2.6725537743823548e-11,3.193805695587795e-26,1.5636430745609255e-24,1.4483119046323513e-13,4.3351143324910907e-26,4.703351784266033e-15,1.3171076669365504e-32,1.5048417694351596e-24,1.4836774243947314e-27,3.4502583379965683e-26,8.815126433287355e-25,8.432695837610987e-34,7.320030200020249e-33,1.817975140407168e-29,1.1134688877121174e-14,6.799902977892768e-12,3.972151100075713e-16,1.5633689777581946e-08,4.220509312179981e-09,6.0674741272708e-10,3.442367060956316e-13,4.755585905170841e-10,1.485187975360064e-10,4.879170090661444e-10,8.541059274918725e-12,8.194404791230314e-11,1.6723114334574086e-13,1.0622533038208445e-10,3.7540678071838507e-16,9.584330720121895e-11,3.4856320518462708e-15,3.4977691670818495e-18,1.3686015143690197e-20,9.132769390895905e-18,5.968435400325741e-22,2.357358769355619e-13,4.944569362580743e-12,1.7485618315674069e-15,4.3391198125947976e-10,2.1871572706582863e-22,3.587899735070374e-18
1.6661094017223085e-09,0.8086158513332845,7.362927666682094e-10,1.1086893213711631e-12,6.490056848234743e-13,4.30566398657272e-12,0.0,0.0,2.129022046429403e-08,2.926792705219988e-13,2.8670419815769915e-15,8.021148438517343e-16,4.2392727115191995e-16,4.598321728457656e-30,1.7319154052050486e-20,5.260104853446943e-13,6.124083700619141e-13,7.2248241923669105e-12,1.390853701435137e-30,4.6787058537185876e-21,7.6792685206422555e-28,4.6335341184530486e-27,9.760904858499393e-12,3.8476805394349186e-28,9.019410304688918e-19,1.8052976077303578e-32,2.2891748719839467e-34,5.059763980664476e-26,2.141750207619918e-28,1.047461081888104e-28,2.7681919246502766e-20,4.371979632183168e-32,1.3501577922970227e-33,1.4879702115188905e-32,3.76,0.0,0.7661517839517974,0.9984395675796557,1.8581588295533154e-15,3.713817009859503e-16,0.00023316173227488888,0.00016411338462391775,4.152142946950401e-05,2.7518907656727335e-05,0.0015604111070893984,2.106974082607098e-09,3.671531788218797e-16,3.4490260295230414e-09,1.606562658348811e-17,2.8401725116489623e-11,3.760844182596578e-26,1.810390072084381e-24,1.540383270973645e-13,5.1133799478747325e-26,4.9490995974599515e-15,1.5748973274215423e-32,1.7461968277103854e-24,1.736868399092467e-27,4.0534602649884556e-26,1.0199552750991996e-24,1.0077212779093785e-33,8.75163754507973e-33,2.200920911649092e-29,1.1585276278023641e-14,7.224503801245199e-12,4.3174465463173487e-16,1.608553298264326e-08,4.32687087311084e-09,6.415780179842611e-10,3.7481214290149477e-13,5.030909180983609e-10,1.570021382779602e-10,5.031534402732762e-10,8.959980934192305e-12,8.593504419372134e-11,1.809149828250427e-13,1.1235248303406668e-10,3.9684428162209314e-16,1.014508770601484e-10,3.7748739631698015e-15,3.810181529778411e-18,1.531926944213708e-20,1.0160432828182672e-17,6.604249617794203e-22,2.475899069405849e-13,5.23796762636216e-12,1.899731912008125e-15,4.454219910188653e-10,2.399633470790753e-22,3.9491066720541025e-18
1.7134759917466496e-09,0.8086168210591396,7.771695313076602e-10,1.1906981894858556e-12,7.048164767642985e-13,4.6756080369323645e-12,0.0,0.0,2.1895190276090157e-08,3.0954723960333254e-13,3.1420019474944364e-15,8.908509408596218e-16,4.710281412147071e-16,5.136095601021349e-30,1.8684381051252512e-20,5.670644353824635e-13,6.548385713571579e-13,7.662364117942096e-12,1.6411114880049084e-30,5.2131691499259755e-21,9.199160912267882e-28,5.549117921136762e-27,1.0205110297943124e-11,4.590430333066177e-28,9.887122669297179e-19,2.1766887005403953e-32,2.726780512547604e-34,5.857611751511448e-26,2.512519285557229e-28,1.2285212823379797e-28,3.0209343154433565e-20,5.32295951494694e-32,1.6506577833402786e-33,1.8175961087789023e-32,3.76,0.0,0.7661451557472819,0.9984368619184814,2.074917682383126e-15,4.076148132031963e-16,0.00023978942421269513,0.00016916024124114272,4.2732871872612054e-05,2.7887958015372082e-05,0.0015631161618807482,2.2327094142348925e-09,3.999301265618814e-16,3.520919967724262e-09,1.6695563847869134e-17,3.0130880652347435e-11,4.409170818551817e-26,2.0875094695212754e-24,1.6354039361824074e-13,6.004594726576485e-26,5.198696473175966e-15,1.8737398838285177e-32,2.0179610267005353e-24,2.0244923722579465e-27,4.7410910297315356e-26,1.1753206981434211e-24,1.1982486951942244e-33,1.0411018018973383e-32,2.6508365611925405e-29,1.203507100292211e-14,7.662007903746498e-12,4.682167433890571e-16,1.6537087603828208e-08,4.432369341083709e-09,6.773151626918541e-10,4.071158577427453e-13,5.313598095381853e-10,1.6571997488293943e-10,5.184497640142432e-10,9.384850184763533e-12,8.998035784123025e-11,1.9525236529087144e-13,1.1864294299097956e-10,4.1883116704188326e-16,1.0721338509137387e-10,4.078293208662441e-15,4.140304375361903e-18,1.7094625936381634e-20,1.1267566999223788e-17,7.284743971093904e-22,2.596309318902608e-13,5.539764497024872e-12,2.0586772663073522e-15,4.5686896935534667e-10,2.6248927786150693e-22,4.333287873108407e-18
1.7608425817709908e-09,0.8086177907773413,8.190818642762783e-10,1.2766021443069723e-12,7.636913087005926e-13,5.065789609011243e-12,0.0,0.0,2.250015364988876e-08,3.2688733101279244e-13,3.434746027068429e-15,9.864094727321035e-16,5.217864443739072e-16,5.720128327372504e-30,2.0112259541845087e-20,6.099455044106925e-13,6.990608607881413e-13,8.112802213461933e-12,1.9272609192844434e-30,5.792640673637457e-21,1.0961758902100507e-27,6.610569994965807e-27,1.0653834102272312e-11,5.451148297409171e-28,1.0812737588424177e-18,2.611135922584119e-32,3.233004170815347e-34,6.754980041036707e-26,2.9357281477642725e-28,1.4351358688152215e-28,3.2886759764568296e-20,6.44593903879369e-32,2.007050785482966e-33,2.2082753883171006e-32,3.76,0.0,0.7661385275994529,0.9984344597030974,2.3099453645292043e-15,4.463255707115285e-16,0.00024641706268475986,0.0001742196334123612,4.394533376602124e-05,2.824339421986958e-05,0.0015655177708441264,2.3622528297922083e-09,4.34624844091393e-16,3.5903700850138484e-09,1.7328074981866366e-17,3.1913098699089944e-11,5.147825916550515e-26,2.39774372131632e-24,1.733378936616868e-13,7.021493047213874e-26,5.4520014976774625e-15,2.2187569646705566e-32,2.322982096226033e-24,2.3501046069867268e-27,5.522181715223846e-26,1.3491199223252326e-24,1.4180877360190542e-33,1.2326555689528177e-32,3.177184147611628e-29,1.2484013714460575e-14,8.112407390835361e-12,5.066839834355404e-16,1.6988355115964495e-08,4.537012992986736e-09,7.139539419938545e-10,4.411921020277143e-13,5.603624106572299e-10,1.7467197567887807e-10,5.338060362175569e-10,9.81545973005582e-12,9.40779372945791e-11,2.1025183454752975e-13,1.2509616356460115e-10,4.4136409728443694e-16,1.1313049477889775e-10,4.396093518674898e-15,4.488588724821258e-18,1.9020099456259203e-20,1.2457555595100449e-17,8.0114164926414125e-22,2.7185313812152984e-13,5.849952208603764e-12,2.225518163296256e-15,4.682532665640042e-10,2.8632183075926796e-22,4.741023910484435e-18
1.808209171795332e-09,0.8086187604878907,8.620257393354847e-10,1.3664814330728202e-12,8.257077869158159e-13,5.4767138528492606e-12,0.0,0.0,2.3105110755288595e-08,3.44699514336949e-13,3.745891846692924e-15,1.089089490735858e-15,5.763670862144009e-16,6.353113746496999e-30,2.160359336159111e-20,6.546709321728554e-13,7.451081367067703e-13,8.576131478564177e-12,2.2531896263301693e-30,6.4196370567237e-21,1.2996881936256621e-27,7.835747988592235e-27,1.1106823849384766e-11,6.444786059926603e-28,1.1798548049207521e-18,3.117189548612456e-32,3.8163949869388305e-34,7.7612062139684e-26,3.4172531313517367e-28,1.67015949621398e-28,3.571846742343387e-20,7.76605490310487e-32,2.4278000534093838e-33,2.6692249856299677e-32,3.76,0.0,0.7661318995083082,0.9984323268938227,2.5642206899528557e-15,4.876173714524016e-16,0.0002530446477003523,0.0001792910970944814,4.515877728162219e-05,2.858571811127456e-05,0.0015676499736601152,2.495613460324138e-09,4.712937284929128e-16,3.6574405435995927e-09,1.796299899445652e-17,3.37484709996611e-11,5.986581092496479e-26,2.743997404667543e-24,1.834313215475414e-13,8.177855250830154e-26,5.708879715012493e-15,2.615541195605682e-32,2.664287615381965e-24,2.7175167586968615e-27,6.406445180590954e-26,1.542951390703717e-24,1.6707698780181755e-33,1.452924110882713e-32,3.790463415368298e-29,1.2932066710182044e-14,8.575695138497785e-12,5.471988959828586e-16,1.743933693381133e-08,4.64081002284312e-09,7.514894943943293e-10,4.770848863671162e-13,5.900958934244646e-10,1.8385778863644836e-10,5.492222853802512e-10,1.0251609891877728e-11,9.82258065728018e-11,2.259216029729096e-13,1.31711609975175e-10,4.644397710222934e-16,1.192018725919952e-10,4.728470914330063e-15,4.85548350563904e-18,2.110392270887494e-20,1.3733798975941165e-17,8.785749300519375e-22,2.8425088369122126e-13,6.16852274160607e-12,2.4003706256282546e-15,4.795752309980545e-10,3.1148850639101475e-22,5.1728800198129336e-18
1.8555757618196731e-09,0.8086197301907884,9.059972373119185e-10,1.4604156250828045e-12,8.909432762666254e-13,5.908883968390062e-12,0.0,0.0,2.371006174251145e-08,3.629837592961727e-13,4.076060037706394e-15,1.1991928011723952e-15,6.349369017124568e-16,7.037841354878443e-30,2.3159163609716954e-20,7.012569247315382e-13,7.930132496946414e-13,9.052345670034457e-12,2.6230729814551767e-30,7.096747832285424e-21,1.533693777968839e-27,9.244049614045525e-27,1.1563836775762889e-11,7.587740598430948e-28,1.2846881642376955e-18,3.704278971033765e-32,4.486309404677859e-34,8.886233029536995e-26,3.9634695849636065e-28,1.9366880282211244e-28,3.870876020042883e-20,9.311285887105272e-32,2.922372406820822e-33,3.21075446878333e-32,3.76,0.0,0.766125271473846,0.9984304332697338,2.838746259463222e-15,5.315954909171587e-16,0.00025967217926840596,0.00018437418534957405,4.6373165944327146e-05,2.8915413031845152e-05,0.0015695429912522465,2.6328000990655455e-09,5.099932602983587e-16,3.7221964143014035e-09,1.8600189820772755e-17,3.563708682824918e-11,6.935977354455321e-26,3.1293419200411715e-24,1.9382116296227372e-13,9.488563052259102e-26,5.969201893298265e-15,3.070184678780151e-32,3.0450911700880047e-24,3.130807664403586e-27,7.404306723012766e-26,1.7585033626677454e-24,1.9601398848200883e-33,1.7052828603905347e-32,4.5022946003806884e-29,1.3379210350271634e-14,9.051864778701868e-12,5.898139132977124e-16,1.7890034415703932e-08,4.743768543193238e-09,7.899170013650046e-10,5.148379826995062e-13,6.205574556557912e-10,1.932770422309597e-10,5.646985139577332e-10,1.0693108331131369e-11,1.024220625005413e-10,2.4226956372406104e-13,1.3848875897778784e-10,4.880549249313648e-16,1.2542718794392057e-10,5.075613914616525e-15,5.2414356557747175e-18,2.335454590395153e-20,1.509971187286777e-17,9.609207874019643e-22,2.9681869328568404e-13,6.495467830621562e-12,2.583346612104597e-15,4.908352090794742e-10,3.3801601448267185e-22,5.629406240649397e-18
1.9029423518440143e-09,0.8086206998860352,9.509925423665124e-10,1.5584836318893958e-12,9.59474907119269e-13,6.362801256879788e-12,0.0,0.0,2.431500674458562e-08,3.8174003572988824e-13,4.425874079922534e-15,1.3170237999586325e-15,6.976645766903018e-16,7.777198541761407e-30,2.4779730098738106e-20,7.497186942334479e-13,8.428089990693652e-13,9.54143927883833e-12,3.0413853750492185e-30,7.826635583554211e-21,1.8017052293077065e-27,1.0856488627761972e-26,1.2024639420545474e-11,8.897953250490735e-28,1.3960100294911026e-18,4.382775028097492e-32,5.252964690830859e-34,1.0140631429147057e-25,4.581281768917904e-28,2.2380728626373374e-28,4.186192824540164e-20,1.111268369763075e-31,3.5013257226652645e-33,3.8443618710776644e-32,3.76,0.0,0.7661186434960643,0.9984287519998198,3.134548366182605e-15,5.783670792482592e-16,0.00026629965739753133,0.00018946846771432605,4.75884646210827e-05,2.9232944507012865e-05,0.001571223654631127,2.7738212138938676e-09,5.507799983475811e-16,3.784703228785486e-09,1.923951470970822e-17,3.757903310200697e-11,8.007364110198056e-26,3.55702018063596e-24,2.0450789545653982e-13,1.0969656311704044e-25,6.232844290880283e-15,3.5893083110126007e-32,3.4687985475133694e-24,3.594334257955182e-27,8.526935162944022e-26,1.9975562834441797e-24,2.2903740285897905e-33,1.993399818504345e-32,5.325505491155289e-29,1.3825439926411418e-14,9.54091067650017e-12,6.345813758482226e-16,1.8340448866918145e-08,4.845896586398296e-09,8.292316869589235e-10,5.544949263975391e-13,6.517443207199646e-10,2.0292934627239222e-10,5.802346996961497e-10,1.113976977864261e-11,1.0666487203503542e-10,2.5930330249633416e-13,1.4542709850213898e-10,5.122063333347301e-16,1.3180611315196203e-10,5.437703738415968e-15,5.646890223676301e-18,2.578063637172319e-20,1.6558721193351745e-17,1.0483240415543957e-21,3.095512532848011e-13,6.830778971692291e-12,2.774554192717517e-15,5.02033545309573e-10,3.659302939987882e-22,6.111137587949114e-18
1.9503089418683556e-09,0.8086216695736322,9.970079384018688e-10,1.660763726630731e-12,1.0313795820468534e-12,6.838965170473094e-12,0.0,0.0,2.4919945879282386e-08,4.009683135834752e-13,4.7959601512700904e-15,1.4428893135536947e-15,7.647205721734748e-16,8.574172871702735e-30,2.646603275493911e-20,8.000704972070126e-13,8.945281295496215e-13,1.0043407500724826e-11,3.5129114763110925e-30,8.612036079908248e-21,2.1075200268405268e-27,1.2695771309700235e-26,1.2489007282533748e-11,1.039501289828783e-27,1.5140599999314817e-18,5.164054744630443e-32,6.127494611824845e-34,1.1535623592273592e-25,5.27815385537738e-28,2.577935773586287e-28,4.5182258136122455e-20,1.3204615338087349e-31,4.17640139801299e-33,4.582835092998779e-32,3.76,0.0,0.7661120155749609,0.9984272592626383,3.4526769039663458e-15,6.280411581449403e-16,0.000272927082096028,0.0001945735295927796,4.8804639471719035e-05,2.9538760902161138e-05,0.001572715785238712,2.918684959321995e-09,5.93710574838741e-16,3.8450266013572645e-09,1.988085278219443e-17,3.957439447267659e-11,9.212939088128092e-26,4.030451289998748e-24,2.1549198879167235e-13,1.2638391159040022e-25,6.499688424307264e-15,4.1800919378497885e-32,3.939013966006301e-24,4.1127426071754116e-27,9.786274339698318e-26,2.2619851396351013e-24,2.6659988244184158e-33,2.3212522055079034e-32,6.274222848320507e-29,1.427076293051298e-14,1.0042827900700823e-11,6.815535295906997e-16,1.8790581542779872e-08,4.9472021058729355e-09,8.694288174297601e-10,5.960990183552883e-13,6.836537372513582e-10,2.1281429270467546e-10,5.958307969093905e-10,1.1591415775778861e-11,1.1095246969042509e-10,2.77030108851349e-13,1.5252612730521988e-10,5.368908078523707e-16,1.383383233987556e-10,5.8149145015760696e-15,6.0722904643543544e-18,2.839107817467881e-20,1.8114263926191812e-17,1.1409277292920905e-21,3.224434069755043e-13,7.174447429449488e-12,2.9740977164690692e-15,5.131705822795158e-10,3.9525653343976925e-22,6.618594250396282e-18
1.997675531892697e-09,0.8086226392535798,1.0440398056027112e-09,1.7673335625637441e-12,1.106733982295865e-12,7.337873360113378e-12,0.0,0.0,2.552487925083367e-08,4.20668562896627e-13,5.186946983214904e-15,1.5770984459993716e-15,8.362770515432194e-16,9.43185441306889e-30,2.821879296935995e-20,8.523256714460393e-13,9.482033280727755e-13,1.0558246202192013e-11,4.042757468944673e-30,9.455758400682415e-21,2.455233717027902e-27,1.4786373346552003e-26,1.295672448967899e-11,1.2100263401032075e-27,1.63908105397564e-18,6.060568489371002e-32,7.122007303741755e-34,1.3083106255383907e-25,6.0621420441635085e-28,2.9601842773652553e-28,4.8674033213694963e-20,1.5625017188746934e-31,4.9606219141746645e-33,5.440359033582588e-32,3.76,0.0,0.7661053877105343,0.9984259339089212,3.794205278672349e-15,6.807286175822659e-16,0.00027955445337189585,0.0001996889716714927,5.002165790157312e-05,2.9833294055149588e-05,0.0015740405323430907,3.0673991880483437e-09,6.388416905634144e-16,3.9032319108418726e-09,2.0524093743838902e-17,4.1623253402117354e-11,1.0565789165801137e-25,4.5532352070546584e-24,2.2677390516760303e-13,1.4513299461861414e-25,6.769620839944902e-15,4.8503053395633963e-32,4.459546339150984e-24,4.6909790687488266e-27,1.1195075004049702e-25,2.55376180048395e-24,3.091910274042464e-33,2.693143569787149e-32,7.363968283525152e-29,1.4715196684335308e-14,1.055761218989809e-11,7.307825233900095e-16,1.924043365154379e-08,5.0476929772541094e-09,9.105037008563894e-10,6.396933270569098e-13,7.162829788691407e-10,2.2293145637534808e-10,6.11486737702883e-10,1.2047874424510546e-11,1.1528315505594951e-10,2.95456987129437e-13,1.5978535463640874e-10,5.621051970565131e-16,1.4502349669477152e-10,6.207413409145381e-15,6.518077931562692e-18,3.119497171442615e-20,1.976978514222554e-17,1.2388730556216378e-21,3.354901499097794e-13,7.526464244025521e-12,3.1820779720431827e-15,5.242466606807946e-10,4.260191911788037e-22,7.152281811620538e-18
