Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195)
1.1818687476049968e-08,0.5531682920721357,1.7429709548342936e-13,2.9823687802535293e-16,4.0594670622527533e-13,1.4280778124143456e-15,0.0,0.0,2.9806767850073363e-10,1.3515544324218563e-15,1.225639721795564e-17,9.866776652668392e-18,7.417996072117836e-21,1.6096071248530453e-37,9.732111704477371e-25,5.074924894192503e-16,3.1259660660529316e-19,8.499719985703007e-15,5.520817604885072e-30,9.188523209772352e-33,2.7742597421572302e-33,1.37583791490891e-32,5.932736327940608e-16,3.20807183737162e-32,1.1991416658741706e-25,1.7645469919735743e-33,4.021925073145225e-44,1.6101936190916024e-34,2.8908086012191458e-39,2.222001973720399e-39,6.713577503151655e-25,5.982486872085167e-42,4.379798788813143e-41,1.0092104780642468e-41,3.76,0.0,0.7264525071301539,0.9999133934058091,4.27378034120995e-15,1.2328924421259554e-22,5.252436189843174e-07,3.745882107327515e-07,1.3283669219431294e-07,1.781866447565927e-08,8.660629471603973e-05,1.4539249770480843e-15,2.286168051795386e-25,1.241492752600253e-14,1.102587599978231e-20,3.9165856122477194e-13,3.474630187451944e-37,1.3945161121203798e-36,2.0446150585151754e-18,2.4718078914026244e-37,3.4911181231385904e-22,7.779597856260367e-43,9.023182861557013e-37,3.718303843606127e-39,2.1488291317785102e-37,1.0159998449502213e-36,3.709906855884928e-44,5.048355399909906e-43,4.953325023267491e-39,3.0550054760768724e-19,4.90775755317104e-14,1.7584075698933058e-20,2.2753753910659924e-10,6.41759507317367e-11,4.598979154577863e-12,2.1262521392231008e-15,7.084213793937757e-13,2.2551319120911212e-15,1.7925333183162938e-14,9.302150501693791e-17,1.9508656831710162e-15,7.445092750966198e-17,2.5327010959503058e-14,1.5251356783426763e-19,4.2410224892387903e-10,1.0387069328833738e-15,2.675450423572666e-14,1.689174218517781e-30,8.355236212516583e-20,1.5312020843447925e-24,2.264815637616241e-13,7.399267275377928e-17,6.820663633289609e-22,5.7563737427599e-15,2.820917748910586e-25,2.3077736983960948e-21,4.743084154416936e-18,4.239390914907768e-10,6.790354965585526e-21,3.08936945744866e-13,1.113869215945472e-15,7.695816453394464e-19,3.049981598192067e-28,4.3991250365995843e-13,2.454350649102064e-18,6.169417132599316e-23,2.6009007650812478e-28,4.1638608777620174e-21,3.196196985611021e-22,2.112050320559865e-17,6.569936307190451e-26,2.694853985760758e-23,1.1019964853603256e-29
1.2194034627239141e-08,0.5531682937553511,1.852868979440134e-13,3.2561112756012044e-16,4.332522537419602e-13,1.5652090852005827e-15,0.0,0.0,3.0755114153464524e-10,1.438817858760746e-15,1.3366450378931877e-17,1.072630410492332e-17,8.281572441902238e-21,1.77923946867776e-37,1.0174579440962687e-24,5.329965036824284e-16,3.3829939887483372e-19,9.048789361775491e-15,6.476869005439528e-30,1.0399498285007849e-32,3.174238379884632e-33,1.569854781489575e-32,6.016162826671689e-16,3.727049849913177e-32,1.333857786331617e-25,2.1352466159696403e-33,4.700551290494966e-44,1.8686046984373303e-34,3.483687987175922e-39,2.6084870449303286e-39,7.597058289115437e-25,7.271458367525811e-42,5.314000087429093e-41,1.2581693029667467e-41,3.76,0.0,0.7264524904261284,0.9999133933962554,4.7036409861203385e-15,1.3734278570091097e-22,5.41924711941657e-07,3.869593370311207e-07,1.3705853361391273e-07,1.7906787226818993e-08,8.660629469920584e-05,1.5497318595319029e-15,2.5138991665036045e-25,1.2480734592608662e-14,1.1403409123789943e-20,4.169551847921494e-13,4.14288880651203e-37,1.620836156293466e-36,2.1809473202226653e-18,2.9603070677684574e-37,3.626305263851298e-22,9.323342645572602e-43,1.0498321441499852e-36,4.401688922580565e-39,2.5554846262418654e-37,1.1951690737882153e-36,4.4354581382926494e-44,6.037551061096563e-43,6.093567481626222e-39,3.1547931767764345e-19,5.35096467378539e-14,1.9374137408241035e-20,2.347272996260701e-10,6.60707197558855e-11,4.8892297918376394e-12,2.3329916916255865e-15,7.536992372342181e-13,2.4001243785076685e-15,1.8700919122083085e-14,9.705158822119966e-17,2.0348200595188483e-15,8.045152400669774e-17,2.6948826036533235e-14,1.6247846438703491e-19,4.375599353393737e-10,1.1333395665003687e-15,2.848015580317937e-14,1.8611630407536816e-30,9.334194056933832e-20,1.6770606045685284e-24,2.391121151492861e-13,7.876938552763102e-17,7.313672368803509e-22,5.828520736941006e-15,3.0571934197034743e-25,2.504395596191649e-21,5.12586081329531e-18,4.3738648592186605e-10,7.552405830598138e-21,3.270880567578549e-13,1.14929044072853e-15,8.193048753095017e-19,3.2794499162243676e-28,4.668038663759461e-13,2.604385683129353e-18,6.769268326236946e-23,2.861219732930804e-28,4.580842838108116e-21,3.406975872922367e-22,2.175989977182159e-17,7.189497778522494e-26,2.960032628637335e-23,1.2125769325132914e-29
1.2569381778428315e-08,0.5531682954385665,1.965991913875704e-13,3.545314309864193e-16,4.615084809565867e-13,1.7107978354039282e-15,0.0,0.0,3.170356474331532e-10,1.5288142638683527e-15,1.4536540061330803e-17,1.1628256410579597e-17,9.212272874571185e-21,1.9615265904350294e-37,1.0618651176352438e-24,5.587693996285688e-16,3.65327477227993e-19,9.615043524068277e-15,7.562134695549892e-30,1.1725888528987455e-32,3.615196932015894e-33,1.782987256739257e-32,6.095953296950378e-16,4.310332052151085e-32,1.4792269936768059e-25,2.5690504403531248e-33,5.467349686655995e-44,2.158592781154886e-34,4.1765246901341806e-39,3.047300490031096e-39,8.564976938273998e-25,8.785566423798003e-42,6.406267206459797e-41,1.558061260135215e-41,3.76,0.0,0.726452473722103,0.9999133933866861,5.161964760053268e-15,1.5253511037394634e-22,5.58605804522426e-07,3.993382885653267e-07,1.4128042621675085e-07,1.7987033119810575e-08,8.660629469503989e-05,1.6486509871158937e-15,2.7563677969663014e-25,1.254065994620813e-14,1.1781208667821577e-20,4.4304381028789526e-13,4.913198113395328e-37,1.8749417874120357e-36,2.321852129096194e-18,3.5255956732247555e-37,3.7626126922743345e-22,1.1110416605472945e-42,1.2157136325753215e-36,5.1833460873808255e-39,3.0224682873731463e-37,1.3991114757654946e-36,5.273675575581593e-44,7.180647082743648e-43,7.44932569573984e-39,3.254582194838686e-19,5.819230456374886e-14,2.1287144251112808e-20,2.419149114670099e-10,6.795719044668213e-11,5.1879634443523234e-12,2.552566714923207e-15,8.003529833492053e-13,2.5496733191671578e-15,1.9489126536225127e-14,1.0109190364801194e-16,2.1189379871717613e-15,8.670470434423486e-17,2.862021843263878e-14,1.7276686042961652e-19,4.5101692667276084e-10,1.2331061839976044e-15,3.0259688777746336e-14,2.0446730318277088e-30,1.0389768695762115e-19,1.8307936685253974e-24,2.519786979292988e-13,8.369559359211212e-17,7.826065497504552e-22,5.897295089561505e-15,3.304078279947686e-25,2.7099538002739017e-21,5.524844991568945e-18,4.508328844721112e-10,8.369412780077145e-21,3.456522061920823e-13,1.1847146396423486e-15,8.70583665377652e-19,3.518283666844448e-28,4.94403492688824e-13,2.7583724278225053e-18,7.406354653192095e-23,3.138299605240819e-28,5.0246747870159235e-21,3.6244615639869287e-22,2.2397428173336095e-17,7.854433013521431e-26,3.242069556352839e-23,1.3302913077819177e-29
1.2944728929617489e-08,0.5531682971217816,2.0823289821496041e-13,3.8503339430724794e-16,4.907204504793653e-13,1.8650878488002054e-15,0.0,0.0,3.265211947039885e-10,1.6215439413375699e-15,1.5767765667094096e-17,1.257306895442976e-17,1.0212759260254687e-20,2.1570460391193156e-37,1.1064021223375592e-24,5.847935700204332e-16,3.937125730288986e-19,1.0198482857438526e-14,8.789480073596139e-30,1.3174688227833128e-32,4.099633845427767e-33,2.016296126109937e-32,6.172271946462331e-16,4.963648757582366e-32,1.63576506635999e-25,3.0743475140717615e-33,6.330544719529874e-44,2.482869631063039e-34,4.9827902979245665e-39,3.543624200073879e-39,9.622539525102634e-25,1.0555469586531421e-41,7.67664792849036e-41,1.917290475162101e-41,3.76,0.0,0.7264524570180778,0.999913393377101,5.649728158826439e-15,1.6892415146373516e-22,5.752868967264467e-07,4.117243658484113e-07,1.4550236541781187e-07,1.8060106226122964e-08,8.660629470303822e-05,1.750684216010346e-15,3.01404248257892e-25,1.2595229322624777e-14,1.215925081564513e-20,4.69924427316428e-13,5.797306915845184e-37,2.1591945530606853e-36,2.467341089513466e-18,4.176800098231345e-37,3.900034022070142e-22,1.3169756357844694e-42,1.4015721771410145e-36,6.07366118714256e-39,3.556375257242782e-37,1.6303678625141364e-36,6.237750578694724e-44,8.49569786693858e-43,9.052957726527552e-39,3.35437240856608e-19,6.31315864718545e-14,2.332782733685435e-20,2.4910038172598766e-10,6.983540735384594e-11,5.495146480976867e-12,2.785346204512209e-15,8.483803410681621e-13,2.7037785690775295e-15,2.0289937172462355e-14,1.0514064671226491e-16,2.203181077140914e-15,9.321086239303954e-17,3.0341124475660715e-14,1.8337952539403698e-19,4.6447322289897514e-10,1.338095051361606e-15,3.2093099180237844e-14,2.240099135138143e-30,1.152502495442214e-19,1.9924893385273726e-24,2.6507451277732096e-13,8.877130242597108e-17,8.358053427877446e-22,5.962876558963885e-15,3.5616252687408133e-25,2.924485854724782e-21,5.940072171300989e-18,4.642782882525833e-10,9.243092621867786e-21,3.64621477844306e-13,1.2201418250151586e-15,9.234180309489665e-19,3.7665852605558904e-28,5.227042382897875e-13,2.9162710219776544e-18,8.081745486062263e-23,3.4326540941034223e-28,5.496181235412155e-21,3.848651925293543e-22,2.303309388927209e-17,8.567514666939889e-26,3.541485256804691e-23,1.4553586073032576e-29
1.3320076080806662e-08,0.5531682988049968,2.2018694918791049e-13,4.1715231208810876e-16,5.208931587778304e-13,2.0283220849346336e-15,0.0,0.0,3.36007781861239e-10,1.7170071843314266e-15,1.706120222879055e-17,1.3561148797297893e-17,1.1285689660439429e-20,2.3663823171014645e-37,1.1510403086199217e-24,6.110522262921439e-16,4.234864002323984e-19,1.0799107716536787e-14,1.0172622335358791e-29,1.4753079674446588e-32,4.63008712017615e-33,2.270848085314565e-32,6.24527562799302e-16,5.69306454330759e-32,1.803998204446099e-25,3.6603489374691325e-33,7.298841853300032e-44,2.8442852767445076e-34,5.917349662775708e-39,4.102973967346362e-39,1.0775105333951221e-24,1.261488073357249e-41,9.146899697331423e-41,2.3453335945285215e-41,3.76,0.0,0.7264524403140529,0.9999133933675168,6.167912826224294e-15,1.86569212514736e-22,5.919679885535507e-07,4.2411693191652014e-07,1.4972434704191057e-07,1.8126647684357174e-08,8.660629470650325e-05,1.855833236502659e-15,3.287391863157909e-25,1.2644921465189762e-14,1.2537513879908476e-20,4.975970229079292e-13,6.807892833044129e-37,2.4760696186102342e-36,2.6174255754814188e-18,4.923795960703391e-37,4.0385634232200384e-22,1.553266536145161e-42,1.6091014814301386e-36,7.083734391231353e-39,4.164272058275496e-37,1.891654322458524e-36,7.341935761676387e-44,1.0002213177501281e-42,1.0940485110907588e-38,3.4541637085037223e-19,6.833346900591356e-14,2.5500977740090084e-20,2.562837173202115e-10,7.170541472591999e-11,5.810745452182823e-12,3.0316976939136983e-15,8.977790440394226e-13,2.8624397717673487e-15,2.1103332232927435e-14,1.0919617774539854e-16,2.2875144458578566e-15,9.9970281567224e-17,3.211148083031011e-14,1.9431723238868598e-19,4.779288239932717e-10,1.4483914158881958e-15,3.3980383035901373e-14,2.4478379039727213e-30,1.2743023876217408e-19,2.162230418728015e-24,2.783929517360583e-13,9.399651722749845e-17,8.909847887349923e-22,6.025435292766447e-15,3.8298827141562316e-25,3.148025013411867e-21,6.371570957143304e-18,4.777226983638338e-10,1.0175126630781207e-20,3.8398806867845e-13,1.2555720091855035e-15,9.778079858030246e-19,4.0244576697246918e-28,5.516990302861923e-13,3.0780420028527337e-18,8.796505845439671e-23,3.744795989954511e-28,5.996185517280055e-21,4.0795448590303924e-22,2.3666902382714094e-17,9.331652241833761e-26,3.8588002923857935e-23,1.587997452365687e-29
1.3695423231995836e-08,0.5531683004882116,2.324602830763263e-13,4.509231802182349e-16,5.520315368544489e-13,2.2007426839697617e-15,0.0,0.0,3.4549540742530963e-10,1.8152042855849124e-15,1.841790154085943e-17,1.459287599218103e-17,1.2433717153507245e-20,2.5901261549069983e-37,1.1957528279257618e-24,6.375293617346628e-16,4.546806541144311e-19,1.141691842815448e-14,1.1726160207494994e-29,1.6468431445899965e-32,5.2091312034261254e-33,2.5477139957862764e-32,6.315114161096905e-16,6.504989960134809e-32,1.984462953180192e-25,4.3371414570850455e-33,8.381439845071145e-44,3.245830265293867e-34,6.99656447408228e-39,4.7312098621417613e-39,1.2028186459657692e-24,1.5000764090411863e-41,1.0840562304198315e-40,2.8528385288617277e-41,3.76,0.0,0.7264524236100284,0.9999133933579379,6.717505486778281e-15,2.0553096660373286e-22,6.08649080003579e-07,4.3651540674105505e-07,1.539463672870648e-07,1.8187241324696356e-08,8.66062947014392e-05,1.964099587786287e-15,3.576884654798764e-25,1.2690172324564675e-14,1.291597811354331e-20,5.260615817485837e-13,7.958602769515964e-37,2.8281568806907455e-36,2.7721167511812025e-18,5.777242627578332e-37,4.1781955764635903e-22,1.8232921133116913e-42,1.840081039515255e-36,8.225402838807778e-39,4.853712336377397e-37,2.1858687489857326e-36,8.601592098266419e-44,1.1721222959853646e-42,1.3151877625243957e-38,3.5539559995058994e-19,7.380386840150085e-14,2.781144670777082e-20,2.634649249925394e-10,7.356725651293696e-11,6.1347270887581154e-12,3.2919872626611112e-15,9.485468361605218e-13,3.025656396206125e-15,2.1929292428479335e-14,1.1325700724620366e-16,2.3719064016578024e-15,1.069831449377251e-16,3.393122449371443e-14,2.055807581812416e-19,4.913837299312232e-10,1.5640775849507226e-15,3.592153637437959e-14,2.6682875266003328e-30,1.4046821370831615e-19,2.3400948773935122e-24,2.9192759283096495e-13,9.937124292050976e-17,9.481662041302725e-22,6.0851323418175836e-15,4.1088947357089686e-25,3.3806006215041e-21,6.819363709094408e-18,4.911661158959993e-10,1.1167160177853778e-20,4.037442873208432e-13,1.2910052045021894e-15,1.0337535422667864e-18,4.292004491688265e-28,5.813808664877017e-13,3.2436463021845783e-18,9.551696419433767e-23,4.075237169947586e-28,6.52550979546291e-21,4.317138302524685e-22,2.4298859100748273e-17,1.014989518347109e-25,4.1945352996326636e-23,1.7284260921817224e-29
1.407077038318501e-08,0.5531683021714265,2.4505184633455526e-13,4.863807076271898e-16,5.841404509173953e-13,2.3825909732484785e-15,0.0,0.0,3.5498406992288245e-10,1.916135537406796e-15,1.983889324009195e-17,1.5668604841334387e-17,1.3659488790346025e-20,2.82887379537717e-37,1.240514522562537e-24,6.642097162967021e-16,4.873270101186911e-19,1.2051915293211135e-14,1.3465603842856535e-29,1.8328296691537462e-32,5.839373986214655e-33,2.8479672201250277e-32,6.381930640420109e-16,7.406193589559787e-32,2.177706126530526e-25,5.115742903354854e-33,9.588043024078691e-44,3.6906378565496817e-34,8.238401724725184e-39,5.4345465918498364e-39,1.3387447391578156e-24,1.775353812525474e-41,1.278302982491833e-40,3.451728905923592e-41,3.76,0.0,0.726452406906004,0.9999133933483552,7.299497879229188e-15,2.2587145550753026e-22,6.253301710763805e-07,4.489192621395143e-07,1.5816842269113623e-07,1.824241879142124e-08,8.66062946969135e-05,2.075484671466279e-15,3.8829896278940917e-25,1.2731378883778892e-14,1.3294625534987308e-20,5.553180863899975e-13,9.264093625135516e-37,3.218162014360246e-36,2.9314255896515793e-18,6.7486180236290315e-37,4.31892562898436e-22,2.1306883169800726e-42,2.096377619650617e-36,9.511263029576514e-39,5.6327524325631025e-37,2.5160974131454808e-36,1.0033236369665718e-43,1.3675342563766147e-42,1.5731350228611734e-38,3.653749194994908e-19,7.954864119015396e-14,3.0264145872450157e-20,2.7064401131635505e-10,7.5420976369059e-11,6.467058300520008e-12,3.566579544131328e-15,1.0006814715093374e-12,3.193427752215656e-15,2.2767798027387518e-14,1.1732178244797014e-16,2.456328159243357e-15,1.1424954444244363e-16,3.5800292791151234e-14,2.171708831816881e-19,5.048379406887168e-10,1.6852330028004296e-15,3.791655522966889e-14,2.9018478558765078e-30,1.5439466991041635e-19,2.5261562363005e-24,3.0567219483738683e-13,1.0489548415984295e-16,1.0073710605821996e-21,6.142120146681018e-15,4.398701610962357e-25,3.622238462961975e-21,7.28346711865646e-18,5.046085419289055e-10,1.2220802481715763e-20,4.2388255257501437e-13,1.3264414233242297e-15,1.091254711344348e-18,4.569330008308301e-28,6.117428146995738e-13,3.4130452422458672e-18,1.0348373582882905e-22,4.424488606634602e-28,7.084975067391653e-21,4.561430227708819e-22,2.4928969474509315e-17,1.1025435943899431e-25,4.549210988914597e-23,1.8768624066993064e-29
1.4446117534374184e-08,0.5531683038546412,2.5796059280405675e-13,5.235593270478164e-16,6.172247030445631e-13,2.5741074735941355e-15,0.0,0.0,3.6447376788687787e-10,2.019801231681426e-15,2.132518583756163e-17,1.6788665096872675e-17,1.4965644650251944e-20,3.0832262895291607e-37,1.285301822907219e-24,6.910787429337301e-16,5.214571228092793e-19,1.2704098588462019e-14,1.540740487331276e-29,2.03404114329017e-32,6.523453905488373e-33,3.1726820376866875e-32,6.445861731162143e-16,8.403814454472714e-32,2.384284730757242e-25,6.0081594811547334e-33,1.0928873579371416e-43,4.181986160238923e-34,9.662547177190584e-39,6.219563845117423e-39,1.4858704581469886e-24,2.0917284276730247e-41,1.5001621732498623e-40,4.1553143694072636e-41,3.76,0.0,0.7264523902019798,0.9999133933387637,7.914886690664974e-15,2.476540888231965e-22,6.420112617718126e-07,4.613280171408374e-07,1.6239051010145108e-07,1.829266420794111e-08,8.660629469768039e-05,2.1899897638586575e-15,4.206175587120326e-25,1.2768902641656315e-14,1.36734397687439e-20,5.853665174397135e-13,1.0740073218344813e-36,3.6489074580786565e-36,3.095362889787475e-18,7.850253708000218e-37,4.4607491534708505e-22,2.4793601505984515e-42,2.379946720373086e-36,1.0954692952978037e-38,6.5099667801057316e-37,2.885621579653372e-36,1.1654588875731633e-43,1.5888838330676693e-42,1.8727672253402753e-38,3.7535432127395987e-19,8.5573584797226e-14,3.286404747093168e-20,2.778209827003119e-10,7.726661765519184e-11,6.807706175041096e-12,3.8558377333199814e-15,1.054180714276057e-12,3.3657530045060648e-15,2.3618828899657282e-14,1.2138927508536093e-16,2.5407535796497843e-15,1.2176948927307591e-16,3.77186233719558e-14,2.2908839142542945e-19,5.182914562419516e-10,1.811934325447434e-15,3.996543564007816e-14,3.1489204429038194e-30,1.6924002826257084e-19,2.7204839294029604e-24,3.196206921948994e-13,1.1056924533641235e-16,1.06862099544214e-21,6.19654299811373e-15,4.6993401094500765e-25,3.8729610770183864e-21,7.763892733408418e-18,5.180499775321702e-10,1.333762646909223e-20,4.443953919557906e-13,1.3618806780207904e-15,1.1503115028153665e-18,4.856539242330341e-28,6.427780120230121e-13,3.5862005319414765e-18,1.1187589416328284e-22,4.79306037681784e-28,7.675401170739861e-21,4.8124186406096175e-22,2.5557238919227222e-17,1.1961613018267985e-25,4.9233481441583915e-23,2.033523909433691e-29
1.4821464685563357e-08,0.5531683055378558,2.7118548344017973e-13,5.62493204908015e-16,6.512890318408767e-13,2.775531905367793e-15,0.0,0.0,3.7396449985641526e-10,2.1262016598705257e-15,2.2877767704110225e-17,1.7953363107338464e-17,1.6354816988268614e-20,3.35378880607322e-37,1.3300926514438231e-24,7.181225754406263e-16,5.571026249200116e-19,1.3373468568164912e-14,1.7568986615899108e-29,2.2512692876376855e-32,7.264037152901448e-33,3.522932139960048e-32,6.507037952148476e-16,9.505374789687064e-32,2.6047658880498714e-25,7.027444923071163e-33,1.2414683871803488e-43,4.723300218349528e-34,1.1290523935681425e-38,7.093216624085967e-39,1.6447925995651086e-24,2.4539961467552753e-41,1.7525653118198717e-40,4.978406857817421e-41,3.76,0.0,0.7264523734979559,0.999913393329168,8.564673491327763e-15,2.7094364304515897e-22,6.586923520897403e-07,4.7374123376526126e-07,1.6661262664713762e-07,1.833841842459725e-08,8.66062946994845e-05,2.307616027189774e-15,4.546911353219852e-25,1.2803072784677423e-14,1.4052405902396526e-20,6.162068537348304e-13,1.2403341401259322e-36,4.1233333403588875e-36,3.2639392918579597e-18,9.095370200271968e-37,4.603662112470546e-22,2.8734925845256474e-42,2.6928340002524915e-36,1.2569873954087361e-38,7.494463125045594e-37,3.2979241650408255e-36,1.3484621383774158e-43,1.8387693509913943e-42,2.219448890532298e-38,3.8533379769661613e-19,9.188443813375681e-14,3.561618456746018e-20,2.8499584539294765e-10,7.910422344157313e-11,7.156637976388182e-12,4.160123594561513e-15,1.1090423386959604e-12,3.542631185457565e-15,2.4482364557379673e-14,1.254583702554399e-16,2.625158933467789e-15,1.295429135110882e-16,3.9686154205590024e-14,2.4133407055650137e-19,5.317442765674359e-10,1.944255493669216e-15,4.2068173648188116e-14,3.409908574330845e-30,1.850346250257629e-19,2.9231436328401887e-24,3.3376719006475007e-13,1.163925305818591e-16,1.131937821912607e-21,6.248537472912243e-15,5.010843796788764e-25,4.132788046374241e-21,8.26064743453776e-18,5.314904237653061e-10,1.4519168732739703e-20,4.652754402424562e-13,1.3973229809711363e-15,1.2109239253386387e-18,5.153738010752427e-28,6.744796641625091e-13,3.763074262943849e-18,1.2070391724996176e-22,5.18146167044273e-28,8.29760678900895e-21,5.070101580858568e-22,2.6183672834273925e-17,1.2961913954051816e-25,5.317467622603804e-23,2.198627750296125e-29
1.519681183675253e-08,0.5531683072210701,2.8472548606091754e-13,6.032162504276142e-16,6.863381130889742e-13,2.9871031943011767e-15,0.0,0.0,3.834562643767751e-10,2.2353371130149746e-15,2.449760801142568e-17,1.9162982912606568e-17,1.7829629465774122e-20,3.6411699562692126e-37,1.3748663331325347e-24,7.453279977054773e-16,5.942951264917525e-19,1.406002546573523e-14,1.9968774428191127e-29,2.4853237739276696e-32,8.06381499112032e-33,3.899789204987273e-32,6.565583946976854e-16,1.0718793177709718e-31,2.839726760273324e-25,8.187761514836775e-33,1.4056768786100948e-43,5.318154034949017e-34,1.3145816229686844e-38,8.06284556792543e-39,1.816123065185704e-24,2.8673626356077834e-41,2.0386503961697482e-40,5.937442995267506e-41,3.76,0.0,0.7264523567939324,0.9999133933195717,9.249864670083442e-15,2.958062606031287e-22,6.753734420300352e-07,4.861585131816934e-07,1.7083476971393828e-07,1.8380082886474784e-08,8.66062946983556e-05,2.428364519793816e-15,4.905665746418305e-25,1.283418907509747e-14,1.4431510357189853e-20,6.478390725002735e-13,1.4271831346556049e-36,4.6444983517894526e-36,3.4371652916814424e-18,1.0498112538845986e-36,4.747660826491717e-22,3.317561520841939e-42,3.037176682470227e-36,1.4371812335289412e-38,8.595897568532945e-37,3.756696436837253e-36,1.5543605290585706e-43,2.1199674470175353e-42,2.619065512780779e-38,3.953133420953502e-19,9.848688218245015e-14,3.852565128068339e-20,2.921686054871759e-10,8.093383651033548e-11,7.513821143873851e-12,4.479797469194533e-15,1.1652641289829906e-12,3.724061206759881e-15,2.5358384191460984e-14,1.2952805627520412e-16,2.709522685248145e-15,1.3756968307984643e-16,4.170282357786107e-14,2.5390871181088277e-19,5.451964016419846e-10,2.0822678041928294e-15,4.422476530081094e-14,3.685217312906431e-30,2.018087027982262e-19,3.134197568204532e-24,3.481059595263838e-13,1.223653437728334e-16,1.1973435386568096e-21,6.298232846442012e-15,5.333243311642286e-25,4.401736259630546e-21,8.773733871531449e-18,5.449298816778204e-10,1.5766929576047723e-20,4.865154380507248e-13,1.4327683445645775e-15,1.2730919865644678e-18,5.461032975373724e-28,7.068410447401108e-13,3.943628905866974e-18,1.299782405780753e-22,5.590200799463355e-28,8.952409457046282e-21,5.334477121222514e-22,2.6808276603209784e-17,1.402997833436227e-25,5.732090354585404e-23,2.3723907184033512e-29
1.5572158987941705e-08,0.5531683089042845,2.985795751156801e-13,6.457621239905023e-16,7.223765603933344e-13,3.209059477122514e-15,0.0,0.0,3.9294905999936123e-10,2.3472078817365796e-15,2.6185657630677045e-17,2.041778728941e-17,1.939269645677964e-20,3.945981135560395e-37,1.4196035116451734e-24,7.726824143239843e-16,6.330662140898351e-19,1.4763769495246124e-14,2.262622620886702e-29,2.7370320589967997e-32,8.925501177739737e-33,4.3043215497483786e-32,6.621618743691072e-16,1.205239805454042e-31,3.089754472858574e-25,9.504443001950157e-33,1.586697813873797e-43,5.9702725555710595e-34,1.52539985137602e-38,9.136187271077153e-39,2.0004888141207184e-24,3.3374659276839175e-41,2.361768739810109e-40,7.050612723663932e-41,3.76,0.0,0.726452340089909,0.9999133933099736,9.971471370547483e-15,3.223094488645193e-22,6.920545315925767e-07,4.985794922085564e-07,1.750569369212731e-07,1.8418023155491986e-08,8.660629469584332e-05,2.5522362053988135e-15,5.282907571329594e-25,1.2862524480921549e-14,1.4810740768767076e-20,6.802631494928757e-13,1.6364650987224162e-36,5.215580565933759e-36,3.615051253539419e-18,1.2073586055431847e-36,4.892741943648988e-22,3.8163448043830217e-42,3.415204935335437e-36,1.6376360693563224e-38,9.824489430093089e-37,4.265844752707085e-36,1.7853159974771843e-43,2.4354397174592322e-42,3.078058187910367e-38,4.052929485173649e-19,1.05386540577672e-13,4.1597603013667714e-20,2.9933926892465406e-10,8.27554993580438e-11,7.879223290820607e-12,4.815218283173054e-15,1.222843879264116e-12,3.910041870012341e-15,2.6246866705058174e-14,1.3359741544575164e-16,2.79382529717793e-15,1.458496020745767e-16,4.3768570087279285e-14,2.66813109999908e-19,5.586478314427159e-10,2.226039979096276e-15,4.6435206648950404e-14,3.975253540936906e-30,2.19592402367853e-19,3.3537047809133644e-24,3.6263143290912414e-13,1.2848768853494154e-16,1.264860338962261e-21,6.345751483103638e-15,5.666566617986223e-25,4.679820150282055e-21,9.303150857891397e-18,5.583683523093161e-10,1.7082373134442058e-20,5.081082304232854e-13,1.4682167812004128e-15,1.336815693232518e-18,5.778531690781578e-28,7.398554946165385e-13,4.1278273064786335e-18,1.3970925726244622e-22,6.019785206646937e-28,9.640625566498716e-21,5.605543367153943e-22,2.74310555938299e-17,1.516960073633063e-25,6.167737343336993e-23,2.555029244862087e-29
