Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125)
1.9638159116562595e-06,0.9523565071598457,0.0010343970067873364,0.0005403909018061116,0.000559326412734669,0.0048435693039126405,0.0,0.0,0.0009628133146019753,7.667961697653996e-06,0.0048280346146861615,7.660302606127759e-05,0.00040443935018415113,7.668621837931871e-11,4.000272833290241e-08,5.730235630156322e-06,0.00014692755214155875,0.00031566877207492446,1.5354512837685315e-09,3.9944032595465097e-07,6.84993901991536e-08,1.5871959635184042e-10,2.885944370624134e-07,5.961889448891132e-08,1.344584538345331e-08,1.153260105151878e-09,3.014748436870161e-11,3.879093421494352e-08,6.536253069117707e-09,3.2312270819719883e-10,3.4780584250340136e-07,6.381061011651154e-11,3.3622849465623624e-11,2.300983525260029e-09,3.76,0.0,0.05718841490305093,0.9897754493357926,0.0037131167775814626,4.7079408142818134e-05,0.5147554313857476,0.24750453523615967,0.1042811060899615,2.3557267557369115e-05,0.0032053420879471265,0.07611148213559606,5.15407606564843e-06,5.119112102982477e-08,3.925628149720626e-14,0.00022352201215908811,1.4540090010189386e-07,5.707817897796132e-07,1.709467785728984e-05,2.5317175783714776e-07,1.8884437234798753e-08,8.44570018166669e-14,9.359950708206112e-07,1.0839668514158437e-09,2.6947575796951583e-08,4.966646221319637e-08,5.3982946612830755e-15,4.1646154124931595e-14,7.566044816189542e-08,1.3562271759576753e-10,0.00015160814981536838,0.0003916130247480031,2.334966190452289e-05,6.386884644696432e-06,0.00011808762845233349,3.624073685278748e-05,0.004524046249497178,2.2146082872182604e-05,2.5667442555716384e-06,0.0003392984015545062,0.0016480615022602151,0.00025261331566451916,0.004531046909662208,7.545452709799926e-06,0.0026612301975663254,1.1687308614046547e-09,0.0003426724383836151,0.0005562058332094965,4.744246251369874e-08,2.088992010455054e-12,3.21331105286971e-10,3.6142886694472064e-06,0.00031846561302838693,7.019338484525298e-05,4.593328578725145e-13,5.531307580062937e-08,0.00022522779470183257,0.0019534582466131088,1.323632227507838e-08,5.121666087507122e-10,5.61851542935474e-05,7.719819818217594e-07,2.0682705144854542e-11,3.474801382706916e-08,2.459817568726604e-11,9.888091611545138e-09,3.405687645656833e-09,6.565204970289543e-07,3.4751588337757505e-08,8.09992116115784e-08
1.992482421526857e-06,0.952951688673158,0.0010593702742937147,0.0005569924319678099,0.0005744152980834941,0.004953601465685713,0.0,0.0,0.0010030678750147337,8.210859002028972e-06,0.005064074306115022,8.049427715157912e-05,0.0004171282306705578,8.385026816195616e-11,4.268661662264349e-08,5.969764454335666e-06,0.00015143833178839832,0.0003297746715594295,1.640430166830743e-09,4.0981921659212575e-07,7.316965891422977e-08,1.7256266469325708e-10,3.007815456688524e-07,6.371347371985817e-08,1.4208194090140189e-08,1.27260618362018e-09,3.337914554952955e-11,4.207990353953367e-08,7.02053599453968e-09,3.43434222426642e-10,3.598071799963668e-07,6.780270795299067e-11,3.5873425631587567e-11,2.483338588355779e-09,3.76,0.0,0.055338771561125925,0.9894892157034473,0.0038515259270802916,4.8615773699423466e-05,0.517995971863886,0.24673628150709037,0.10493084111672872,2.307012163040514e-05,0.003204415462468023,0.07757135062264535,5.25483718142081e-06,5.084642416738872e-08,3.909880536017544e-14,0.00023027286429259635,1.5132076183081985e-07,5.938772642346423e-07,1.7943463181979415e-05,2.634727266323913e-07,1.9582988599670127e-08,8.781614831683105e-14,9.738330157120124e-07,1.127793008126144e-09,2.8037143774539362e-08,5.165515783684293e-08,5.613001182043441e-15,4.33025701210136e-14,7.987718564800956e-08,1.363433629076538e-10,0.0001584641871471402,0.00040553007024052924,2.3214210185985978e-05,6.352526599271108e-06,0.00011731537394217326,3.595230804702664e-05,0.004607507064942412,2.2565075641150825e-05,2.61939981308854e-06,0.0003486451691100968,0.0016962923925797025,0.00026011761054289166,0.004696889316290522,7.826615926270755e-06,0.0027278054758307813,1.160039806470155e-09,0.0003623464990353696,0.0005793952445378811,4.880890263894491e-08,2.1491329916049563e-12,3.191835093733363e-10,3.7181798475528776e-06,0.00032810675445945275,7.278907089339918e-05,4.725525992583758e-13,5.697731581151427e-08,0.0002316154020333725,0.0020327758056720977,1.3599560236469493e-08,5.090655954916322e-10,6.038669706431594e-05,7.858924645216127e-07,2.1289538252011175e-11,3.612815268929885e-08,2.5824944040826467e-11,1.0453682094286817e-08,3.5451521284277733e-09,6.808229835328237e-07,3.603037954414061e-08,8.24967266483312e-08
2.0211489313974547e-06,0.9535384391999959,0.0010849277427012465,0.0005739480350323268,0.0005898658704120056,0.005064223033825631,0.0,0.0,0.0010441369426021987,8.783666270484722e-06,0.005307417388423117,8.451578090321419e-05,0.000429969905638859,9.163555658821373e-11,4.552726162626234e-08,6.216239365008476e-06,0.00015602668305655977,0.00034431339383666706,1.7513447811489256e-09,4.2024924549305193e-07,7.806806463424291e-08,1.8741893355146395e-10,3.133384205281194e-07,6.804127316463524e-08,1.5006000919557095e-08,1.4027591013184229e-09,3.692146430241863e-11,4.5598803341647454e-08,7.533075828196191e-09,3.6474617692990954e-10,3.721321196830994e-07,7.197604560894249e-11,3.824281828532846e-11,2.6768820159803463e-09,3.76,0.0,0.0535461975381401,0.9891955351039305,0.003993351133423562,5.017798214792266e-05,0.5211784300000458,0.24592019960109468,0.10556412292879415,2.259530884936599e-05,0.003203464726841437,0.07902900896372732,5.3554602218646955e-06,5.050152265486793e-08,3.89340733300773e-14,0.0002372127092401259,1.5735089597996964e-07,6.173988013164657e-07,1.8815803811442366e-05,2.739653130358037e-07,2.0287743875857045e-08,9.123321002688315e-14,1.0123679883422176e-06,1.1724266780646986e-09,2.9146788620403675e-08,5.367995863352194e-08,5.831409405698e-15,4.498754520135258e-14,8.423917913723808e-08,1.3704143844611046e-10,0.0001655817127287423,0.00041970547476504887,2.3073964358290767e-05,6.317001700975035e-06,0.00011651962672193703,3.565274930538253e-05,0.004690794154388546,2.2988863767486858e-05,2.6731600126524727e-06,0.00035809459281191836,0.0017450912387614907,0.00026771053756885797,0.00486675455897809,8.11205924800133e-06,0.002795003155821929,1.1511331363906731e-09,0.00038288810106645415,0.0006029518101257527,5.018956463043778e-08,2.2098992940726702e-12,3.169744055056476e-10,3.8243892166450935e-06,0.000337826679752461,7.541281107754713e-05,4.85909694004038e-13,5.8659122932793314e-08,0.00023807287784895673,0.0021139361050285187,1.3966253619741996e-08,5.058816692982335e-10,6.483190307722582e-05,7.998105061198896e-07,2.1900392358230026e-11,3.753874284301559e-08,2.7098276612244828e-11,1.1040432986740458e-08,3.688121169204494e-09,7.057031673529126e-07,3.7339425810561106e-08,8.39911718641753e-08
2.0498154412680523e-06,0.9541170158899133,0.0011110770111682857,0.0005912623646242712,0.0006056841256100256,0.005175419480357629,0.0,0.0,0.0010860068820896032,9.387440638941974e-06,0.005558163292593065,8.866989931818631e-05,0.00044296105772218,1.000915728031344e-10,4.853243134019222e-08,6.469766194447002e-06,0.00016069276639239758,0.0003592921437663131,1.8684840063605385e-09,4.307293040462171e-07,8.320135666881269e-08,2.033489742085705e-10,3.2627176882816654e-07,7.261341339373766e-08,1.5840329426941776e-08,1.5445871643707263e-09,4.080110177672381e-11,4.9360556484190706e-08,8.07508858264196e-09,3.870946875818998e-10,3.8478679572213366e-07,7.633545292596136e-11,4.073599520689273e-11,2.8821074962440224e-09,3.76,0.0,0.051808977973512735,0.9888943255710102,0.004138653632663274,5.176622098210371e-05,0.5243043007325051,0.2450579914248407,0.10618111274315122,2.2132468476547473e-05,0.003202489615402899,0.08048424881029698,5.455930087058903e-06,5.015644721500571e-08,3.8762359758478295e-14,0.00024434956927859734,1.6348981638041717e-07,6.413405899876033e-07,1.971140874385063e-05,2.8464692464187385e-07,2.099800449333781e-08,9.470714015033788e-14,1.0515904671312938e-06,1.2178568325690738e-09,3.027623614794834e-08,5.5740364327728785e-08,6.053452422877461e-15,4.6700563227921055e-14,8.874770468755352e-08,1.3771716516840855e-10,0.00017296938090420326,0.00043413945669480453,2.2929038063906018e-05,6.280341574321704e-06,0.00011570123978158343,3.534290263205649e-05,0.004773903070199721,2.3417333945587e-05,2.7280237480127785e-06,0.00036764362633924866,0.0017944428353051935,0.0002753899559377775,0.00504070064566668,8.401666614938955e-06,0.002862813747297248,1.1420194221465137e-09,0.00040432323237913877,0.0006268608711622089,5.158399477264067e-08,2.271270911484232e-12,3.1470540060500944e-10,3.932937406902388e-06,0.000347622105707597,7.806261924248461e-05,4.993997395849621e-13,6.035797532673509e-08,0.00024459869803321294,0.0021969355368083522,1.4336299556182358e-08,5.026174391265328e-10,6.953019519600524e-05,8.13737173365386e-07,2.2515036857792632e-11,3.8979637397235174e-08,2.841937045987523e-11,1.16485567764554e-08,3.834623513422913e-09,7.311686635206659e-07,3.867912234542465e-08,8.548246490919553e-08
2.07848195113865e-06,0.9546876686545523,0.0011378248672212642,0.0006089397028303723,0.0006218757821630617,0.005287175965897735,0.0,0.0,0.001128662925931033,1.0023237980276467e-05,0.005816410358055454,9.29590018391234e-05,0.0004560980534603836,1.0927111908388416e-10,5.1710122508883786e-08,6.730444660237893e-06,0.00016543666226254142,0.0003747180296735103,1.9921487233646544e-09,4.4125840722631176e-07,8.857635975929883e-08,2.2041586309106904e-10,3.3958804856684445e-07,7.74414303239295e-08,1.67122318782782e-08,1.6990213922009671e-09,4.5046688644719145e-11,5.3378625627777345e-08,8.647820601197843e-09,4.105163932628674e-10,3.9777714523285187e-07,8.088568243522257e-11,4.335807512760903e-11,3.099520953405621e-09,3.76,0.0,0.050125449867262487,0.9885855073271053,0.004287494982702698,5.338068356346779e-05,0.5273750371276528,0.24415130676286725,0.10678196500626198,2.1681250659168146e-05,0.0032014898696715623,0.08193687288823819,5.556232463759588e-06,4.981122744714653e-08,3.858393034537177e-14,0.0002516917312871612,1.6973601221200935e-07,6.65696727373627e-07,2.062994584039321e-05,2.955149262683727e-07,2.1713055218569664e-08,9.82368776267397e-14,1.0914907811528365e-06,1.2640722697970344e-09,3.142520786385693e-08,5.7835867391703825e-08,6.27906241515411e-15,4.8441101037356335e-14,9.340395267924691e-08,1.3837075508522438e-10,0.00018063604200456573,0.0004488320650385617,2.2779545429148647e-05,6.242576564835376e-06,0.00011486104002733358,3.5023580197714966e-05,0.004856829859374297,2.3850349894848423e-05,2.783987236501979e-06,0.0003772889341612457,0.0018443305712372777,0.0002831535059018298,0.005218785222718014,8.695316074336414e-06,0.0029312272251420623,1.1327069676683758e-09,0.0004266781126393113,0.0006511073254948057,5.299169845960855e-08,2.333226036144737e-12,3.1237810802531093e-10,4.043841125455376e-06,0.0003574895963976502,8.073647636467708e-05,5.130179353660332e-13,6.207330717533421e-08,0.0002511911521307225,0.0022817689414358594,1.4709584236683388e-08,4.992754054869865e-10,7.449107614089691e-05,8.276735934985091e-07,2.3133231520657343e-11,4.045066102872314e-08,2.978940042195686e-11,1.2278242922807117e-08,3.984686344662513e-09,7.572270250883765e-07,4.0049860713704455e-08,8.69705324240048e-08
2.1071484610092475e-06,0.9552506403408424,0.0011651772509798668,0.0006269839335108836,0.0006384462709219213,0.005399477322541603,0.0,0.0,0.0011720891457903317,1.0692109551897675e-05,0.006082255652887196,9.738546257439067e-05,0.0004693769338762647,1.1923044415793996e-10,5.506854983419201e-08,6.998367682805053e-06,0.00017025836516033432,0.00039059804281122817,2.122652089203281e-09,4.5183568512954296e-07,9.419997453812285e-08,2.386851663585927e-10,3.532934331541624e-07,8.253728036578777e-08,1.7622745274923786e-08,1.867059425596283e-09,4.968893421261556e-11,5.7667021652449435e-08,9.252547809299616e-09,4.3504838733190497e-10,4.1110889041080455e-07,8.563138873534036e-11,4.611432756192748e-11,3.329640262367947e-09,3.76,0.0,0.04849400050476212,0.9882690030119462,0.004439936967334437,5.5021568378059625e-05,0.5303920516694862,0.2432017452212628,0.10736682767862002,2.1241316112295735e-05,0.003200465238992224,0.08338669463552854,5.656353800281229e-06,4.946589192197435e-08,3.8399042514935887e-14,0.0002592477423592442,1.7608795152241532e-07,6.904612322570184e-07,2.15710419068028e-05,3.06566646074159e-07,2.2432164752564965e-08,1.0182134885806026e-13,1.132059132176828e-06,1.3110616402688685e-09,3.2593421603123045e-08,5.996595417206634e-08,6.508170762133582e-15,5.020862928180318e-14,9.820902755889164e-08,1.3900241139909925e-10,0.00018859073820992362,0.00046378316543582156,2.262560152744154e-05,6.2037359829079624e-06,0.00011399983256533088,3.469556484616406e-05,0.004939571037235637,2.4287752201514373e-05,2.841043958775013e-06,0.000387026889614128,0.0018947364177447877,0.0002909986048975628,0.005401065457806471,8.992879718892772e-06,0.0030002330037249953,1.1232038554861598e-09,0.00044997915653068027,0.0006756756476045551,5.441213964552465e-08,2.3957410358333286e-12,3.0999415346073117e-10,4.15711295160653e-06,0.00036742554900087173,8.343233308957401e-05,5.267590799355091e-13,6.380450762594023e-08,0.00025784833723527814,0.0023684295487000477,1.5085982600887424e-08,4.95857979100107e-10,7.972410788130014e-05,8.416209428758067e-07,2.3754725536210348e-11,4.195160901105079e-08,3.1209555073668876e-11,1.2929656760341795e-08,4.1383351501524044e-09,7.838857254523243e-07,4.1452027905498104e-08,8.845530956453053e-08
2.135814970879845e-06,0.9558061668971951,0.001193139220735495,0.0006453985164308478,0.0006554007249707821,0.005512308038360548,0.0,0.0,0.0012162684260461998,1.1395098420532956e-05,0.0063557947854668805,0.0001019516573445331,0.00048279340690542225,1.3002937061381878e-10,5.861613321031412e-08,7.273620701897429e-06,0.00017515777769516928,0.0004069390358725818,2.260319797940437e-09,4.624603742831903e-07,1.0007917799743488e-07,2.58224909526306e-10,3.673937756038434e-07,8.79133446541502e-08,1.8572887143558298e-08,2.049769594440602e-09,5.476073732003625e-11,6.224031073540219e-08,9.890574798129562e-09,4.607281415682736e-10,4.247875205360824e-07,9.057710642085221e-11,4.901017226885425e-11,3.5729949048784106e-09,3.76,0.0,0.04691306592628735,0.9879447379129704,0.004596041498590039,5.6689078262926087e-05,0.5333567175072831,0.24221085812048437,0.10793584251872441,2.08123358109355e-05,0.0031994154811455966,0.08483353784149514,5.756281281514617e-06,4.9120468274916973e-08,3.8207945730284423e-14,0.0002670264044631005,1.8254408458667287e-07,7.156280579450776e-07,2.2534282821834384e-05,3.177993813995578e-07,2.3154586495494284e-08,1.0545946933028396e-13,1.1732856156949461e-06,1.3588134712310112e-09,3.378059213477875e-08,6.213010595988071e-08,6.74070814330792e-15,5.200261322262601e-14,1.031639475774315e-07,1.3961232833011214e-10,0.00019684269866426237,0.0004789924264023973,2.2467322802938595e-05,6.163848339136964e-06,0.00011311840470487552,3.4359610638182774e-05,0.005022123561665038,2.472935824245003e-05,2.89918460428117e-06,0.0003968535742380476,0.0019456409222756439,0.0002989224447049055,0.005587597920082844,9.294223648084364e-06,0.0030698199124232954,1.1135179840798444e-09,0.0004742529340015226,0.0007005499097939968,5.58447405174557e-08,2.458790442466674e-12,3.075551815904342e-10,4.2727611402139004e-06,0.000377426180866514,8.614811229938448e-05,5.406175706427967e-13,6.555091990505121e-08,0.0002645681527771233,0.0024569089203080384,1.5465358099690145e-08,4.923675062449524e-10,8.52388893935746e-05,8.555804354840825e-07,2.437925660762395e-11,4.348224627679197e-08,3.268103684817898e-11,1.3602938401213493e-08,4.295593583775018e-09,8.111521402107224e-07,4.288600538159215e-08,8.993673953709062e-08
2.1644814807504427e-06,0.9563544775330147,0.0012217149201245844,0.0006641864623220673,0.0006727439696314974,0.005625652243471759,0.0,0.0,0.0012611824397209374,1.2133235669001504e-05,0.00663712170842349,0.00010665996055914043,0.0004963428417085544,1.4173141470247382e-10,6.236148290338768e-08,7.5562809949767e-06,0.000180134704796908,0.00042374770061239604,2.4054903257097415e-09,4.731318087634777e-07,1.0622102395129221e-07,2.7910553092398134e-10,3.8189457244514467e-07,9.358243227944642e-08,1.9563651099263232e-08,2.2482951402392554e-09,6.029729852624347e-11,6.711361993214987e-08,1.0563233730564825e-08,4.875934224512143e-10,4.3881827390198203e-07,9.572722803882424e-11,5.205117832990195e-11,3.830125565136686e-09,3.76,0.0,0.045381129440172474,0.9876126401959415,0.004755870517547304,5.83834196030897e-05,0.5362703696625483,0.24118015033758844,0.10848914536654278,2.0393990691081152e-05,0.0031983403633369925,0.08627723628730354,5.8560028040538975e-06,4.8774983292698643e-08,3.801088185812396e-14,0.0002750367681240402,1.8910284710317107e-07,7.411911045002677e-07,2.3519213715581053e-05,3.292104043222745e-07,2.387955929592509e-08,1.0915014622186854e-13,1.2151602408976002e-06,1.4073161898063759e-09,3.498643173762977e-08,6.432780000701744e-08,6.976604710402757e-15,5.382251403465896e-14,1.082696445149632e-07,1.4020069276362086e-10,0.0002054013338220091,0.0004944593058786749,2.230482745623102e-05,6.12294156699123e-06,0.00011221752968704142,3.4016443424657725e-05,0.005104484807756003,2.5174962196446878e-05,2.958397022538556e-06,0.00040676477839209665,0.0019970232091870103,0.0003069219896548329,0.0057784384579809825,9.599207954581698e-06,0.003139976172472459,1.1036571067423132e-09,0.0004995261275062572,0.0007257138046690673,5.728888137065778e-08,2.522346943383676e-12,3.0506286131182827e-10,4.3907894346789655e-06,0.00038748751790958577,8.888171172746642e-05,5.545873969804788e-13,6.731184110970369e-08,0.0002713482962352507,0.0025471968944355506,1.5847562498823893e-08,4.88806282646627e-10,9.104503279127141e-05,8.695533113632083e-07,2.500655051733888e-11,4.5042306522686905e-08,3.42050087123695e-11,1.429820164407342e-08,4.456483327053526e-09,8.39033528616676e-07,4.4352168097766256e-08,9.141477314140547e-08
2.1931479906210404e-06,0.9568957948718508,0.0012509075471342356,0.0006833503089913552,0.0006904805126423341,0.005739493697653098,0.0,0.0,0.0013068116272225384,1.2907536391939892e-05,0.006926328515752869,0.00011151274193500757,0.0005100202648883437,1.5440389669873335e-10,6.631338260541503e-08,7.846417000650672e-06,0.0001851888480684776,0.0004410305446444798,2.5585151580361085e-09,4.838494111564113e-07,1.1263264347499121e-07,3.013998178241918e-10,3.968009274976926e-07,9.955778243708261e-08,2.0596002192391952e-08,2.4638585867933425e-09,6.63362330160406e-11,7.230264110562795e-08,1.1271883059848778e-08,5.156821996912865e-10,4.532061196940298e-07,1.0108598101527155e-10,5.524306283031431e-11,4.101583662766536e-09,3.76,0.0,0.04389672017842185,0.9872726411353712,0.004919485893748472,6.010480149995068e-05,0.5391343061963223,0.24011108209808793,0.10902686642650028,1.9985971359371982e-05,0.0031972396628771713,0.08771763338737877,5.9555069514085065e-06,4.842946300249544e-08,3.7808085520687946e-14,0.00028328812510559166,1.9576266322240674e-07,7.671442303204421e-07,2.4525339200816235e-05,3.4079696692245354e-07,2.460630822288122e-08,1.128922799334735e-13,1.257672949579827e-06,1.4565581449036151e-09,3.621065074497718e-08,6.655851048818829e-08,7.215790181924023e-15,5.566778955019846e-14,1.1352696338597444e-07,1.4076768454166054e-10,0.00021427622900802474,0.0005101830381325118,2.2138235794694866e-05,6.081043227029641e-06,0.00011129797014447749,3.366676144198887e-05,0.005186652542784014,2.5624335147028416e-05,3.01866618436522e-06,0.00041675600316125875,0.002048860986999796,0.0003149939759002518,0.005973642075054558,9.907686737400031e-06,0.0032106893752942046,1.0936288694957433e-09,0.0005258254862621539,0.0007511506689761411,5.8743900671034404e-08,2.5863813840944164e-12,3.0251888967217666e-10,4.511196890799027e-06,0.0003976053844220525,9.163100663435477e-05,5.68662143302744e-13,6.908652198798279e-08,0.00027818625979973856,0.0026392815327788174,1.623243573456964e-08,4.851765663530697e-10,9.715213784812611e-05,8.835408249570071e-07,2.5636320477270066e-11,4.663149137388446e-08,3.5782636723931135e-11,1.501553289682437e-08,4.621023948705005e-09,8.675370146852019e-07,4.585088351424676e-08,9.288936831945451e-08
2.221814500491638e-06,0.9574303350985173,0.001280719325176831,0.0007028920985942306,0.000708614534550048,0.005853815779474344,0.0,0.0,0.0013531351782774294,1.3718995489721963e-05,0.007223505234012549,0.00011651236306633286,0.0005238203586259367,1.6811803987765344e-10,7.048077030515039e-08,8.144087650500695e-06,0.0001903198003205871,0.0004587938674882567,2.7197589974811683e-09,4.946126833966467e-07,1.1932124530469718e-07,3.2518282411775814e-10,4.121175156642078e-07,1.0585306541179448e-07,2.1670872053228174e-08,2.6977662504574502e-09,7.291768359191744e-11,7.782363304587835e-08,1.2017906051885142e-08,5.450325469854008e-10,4.6795573985238907e-07,1.0665740307706383e-10,5.85916891299772e-11,4.387930821390148e-09,3.76,0.0,0.042458411693661796,0.9869246753434724,0.005086949323389708,6.185343491206732e-05,0.5419497893378988,0.23900507071760144,0.10954913055000147,1.9587977811058252e-05,0.003196113167699912,0.08915458183151836,6.0547829692795924e-06,4.808393276099563e-08,3.759978436345822e-14,0.0002917900000713141,2.025219484054731e-07,7.934812630524724e-07,2.5552123660803018e-05,3.5255630625164986e-07,2.5334045547419485e-08,1.1668476518160144e-13,1.3008136339639202e-06,1.5065276278709146e-09,3.745295805807309e-08,6.8821709402762e-08,7.45819390936688e-15,5.753789478626829e-14,1.1893666212002334e-07,1.413134758002267e-10,0.0002234771371763294,0.0005261626210682276,2.1967670547483504e-05,6.038180700658142e-06,0.00011036048129199853,3.331123592364273e-05,0.005268624901395222,2.607722527694123e-05,3.0799741513953375e-06,0.00042682246356390676,0.0021011305622910975,0.00032313491176161455,0.006173262804245278,1.0219508143304029e-05,0.0032819464624546384,1.083440839548727e-09,0.0005531777775604266,0.0007768435088358939,6.020909534172195e-08,2.6508627853295228e-12,2.9992499687324366e-10,4.633977712650922e-06,0.0004077753943782836,9.43938525588419e-05,5.828349962995428e-13,7.087416675085987e-08,0.00028507932800669335,0.0027331490706035775,1.6619805851376933e-08,4.81480600606523e-10,0.00010356976494783677,8.975442334110283e-07,2.6268266426441198e-11,4.824946960975238e-08,3.741510307375988e-11,1.5754990117658453e-08,4.789232763444125e-09,8.966695680200677e-07,4.738251059254712e-08,9.436048970861733e-08
2.2504810103622356e-06,0.9579583081004984,0.0013111514764659158,0.0007228133561947938,0.0007271498793540363,0.0059686014769174105,0.0,0.0,0.0014001310174156444,1.4568583272181371e-05,0.0075287396085389965,0.00012166117385756216,0.0005377374607446348,1.8294905606931908e-10,7.487271693428132e-08,8.449341712844795e-06,0.00019552704032283643,0.00047704373594582844,2.889599949618015e-09,5.054211975206252e-07,1.2629411618008358e-07,3.5053176847972595e-10,4.278485469079082e-07,1.1248238231419427e-07,2.2789153850873324e-08,2.9514128793647342e-09,8.008443305248059e-11,8.369342162233093e-08,1.280270910266712e-08,5.756825350270495e-10,4.830715109554948e-07,1.1244531802097978e-10,6.210306471088788e-11,4.689738271375525e-09,3.76,0.0,0.04106482059635416,0.9865686809958547,0.005258322226449392,6.362953176931898e-05,0.5447180465759832,0.23786349229340953,0.11005605751745291,1.9199719156124253e-05,0.003194960677378157,0.09058794322751923,6.153820740884834e-06,4.773841733430088e-08,3.738619937940004e-14,0.00030055214121373227,2.0937911210933093e-07,8.201960098311531e-07,2.659899159726829e-05,3.6448564900060414e-07,2.6061971746689195e-08,1.2052649349983662e-13,1.3445721534160926e-06,1.5572128918698588e-09,3.8713061627991915e-08,7.111686741914345e-08,7.70374504449379e-15,5.943228320169385e-14,1.244994112140811e-07,1.4183823283203612e-10,0.0002330139708566247,0.0005423968039925008,2.179325714500376e-05,5.9943813730733275e-06,0.00010940581385033707,3.295051172254895e-05,0.00535040036093598,2.6533358156650423e-05,3.1423000525345593e-06,0.0004369590930629837,0.0021538068602280722,0.0003313410791547136,0.006377353580997499,1.0534514437840797e-05,0.0033537337074024424,1.0731005341553714e-09,0.0005816097351907376,0.000802775026395029,6.168372126485859e-08,2.7157583618038916e-12,2.972829502505616e-10,4.759121101852365e-06,0.00041799294430329664,9.716808815571663e-05,5.970987432058087e-13,7.26739336826937e-08,0.00029202457636548604,0.0028287838702748883,1.7009488987584056e-08,4.777206257409344e-10,0.00011030740650891614,9.11564784844076e-07,2.690207495229745e-11,4.9895876456834706e-08,3.910353023567651e-11,1.651660178124439e-08,4.961124690640149e-09,9.264379844287286e-07,4.894739878058936e-08,9.582810819765725e-08
2.279147520232833e-06,0.9584799176039658,0.0013422041979152595,0.0007431150697336525,0.0007460900454412594,0.00608383337945833,0.0,0.0,0.0014477757933522286,1.5457240886173345e-05,0.007842116885662533,0.00012696150883162297,0.0005517655667001163,1.9897621567297586e-10,7.949840276369661e-08,8.762217152144975e-06,0.00020080992780557294,0.0004957859588976567,3.068429685308723e-09,5.162745863705543e-07,1.3355862111232391e-07,3.7752591205344627e-10,4.4399773059181115e-07,1.1946026348763455e-07,2.3951697085412868e-08,3.2262864088096982e-09,8.78820151902291e-11,8.992939781138665e-08,1.3627719843086329e-08,6.07670116857836e-10,4.98557486165504e-07,1.1845331113891412e-10,6.578333858796947e-11,5.0075861856857476e-09,3.76,0.0,0.0397146052312266,0.9862046000536346,0.005433665642929664,6.543330406152958e-05,0.5474402717132981,0.23668768334599516,0.11054776231971052,1.8820913353245662e-05,0.0031937820038416337,0.09201758774420703,6.252610762319796e-06,4.739294097991457e-08,3.716754524334439e-14,0.0003095845098420047,2.1633256029629813e-07,8.472822668370819e-07,2.766532804235894e-05,3.765822158613581e-07,2.6789276493865728e-08,1.244163546450328e-13,1.3889383500388686e-06,1.6086021699471311e-09,3.999066890497306e-08,7.344345466342302e-08,7.952372626567842e-15,6.135040738211037e-14,1.302157933540695e-07,1.4234211670879117e-10,0.00024289679328132741,0.0005588840758871694,2.1615123964041996e-05,5.9496727974814885e-06,0.00010843471670830296,3.258520793961281e-05,0.005431977716862083,2.699243713004792e-05,3.205620071901659e-06,0.000447160549377891,0.002206863451715491,0.0003396085361040739,0.006585966115646382,1.0852542107068734e-05,0.003426036699132946,1.0626154511451228e-09,0.0006111480050586735,0.0008289276478962037,6.316699396820359e-08,2.781033550919506e-12,2.9459455638650917e-10,4.886611121452508e-06,0.0004282532077624657,9.995153812987957e-05,6.114457793411832e-13,7.448493579709903e-08,0.00029901887099471484,0.0029261683787364006,1.7401289407165344e-08,4.738988859798158e-10,0.00011737445694771563,9.256037066210273e-07,2.75374190180135e-11,5.157031296613593e-08,4.0849028197961246e-11,1.7300365878791845e-08,5.136712113425945e-09,9.568488663903436e-07,5.0545886993416114e-08,9.72922004842067e-08
