Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104)
9.50899205779557e-13,0.742533375209668,7.702122071070626e-17,6.338093120169281e-18,3.8299809130617557e-19,2.6965814683523423e-16,0.0,0.0,3.97292189682253e-12,1.6749077628810527e-20,1.280261126726662e-25,1.1002478077476782e-25,5.525717590023463e-29,2.650897445220876e-37,1.7006525223427424e-25,8.991824063985452e-20,5.624395154322144e-21,2.3813425585689287e-19,1.1841719625351548e-41,5.862901037398128e-34,1.6420751491381064e-44,9.78625463244195e-44,1.9970692121534618e-15,2.9690461852235536e-45,3.3236803522213074e-30,2.973138213783323e-48,8.821701413588397e-51,6.493295644889456e-41,2.2438834167468423e-47,6.15849700304252e-48,1.1959659023698723e-31,1.249098901315701e-55,7.910422270864998e-57,2.441988243502397e-56,3.76,0.0,0.7109765710463745,0.999997644200899,6.603576499467917e-25,1.3580957761159973e-27,3.3427117316908185e-08,2.0901388906982486e-08,6.116026292340583e-09,6.409701528863978e-09,2.3557951278372723e-06,2.7748132353190463e-17,6.594285242589458e-28,5.209558534252467e-16,2.4046090839602503e-24,1.4134738091126272e-18,2.147431117936285e-45,1.8783101233482523e-43,2.3350009547530706e-21,1.856427915911594e-45,6.062652201643768e-23,1.6724376964195298e-54,1.5255683106095539e-43,1.0253716457621992e-46,1.8944180541676354e-45,9.429535983416167e-44,1.13279301151904e-55,1.0280693794496295e-54,1.983911427729323e-37,8.291945552053373e-24,2.3814267507369856e-19,1.3234029625984672e-24,3.042943862814745e-12,9.299604587423556e-13,4.7373814544226254e-17,1.010159447368906e-23,2.3187908369238844e-17,7.212289054695074e-16,3.204440331383418e-14,3.552188282438105e-19,3.969098450246775e-18,5.4995208568143205e-24,4.4967753642736935e-18,1.5660711989652535e-23,2.0543996888472548e-11,2.752969674496069e-25,8.687965405769187e-19,3.449307468513371e-33,2.489286806255499e-31,1.8263908294841912e-35,5.56388816307677e-20,1.2162160371355792e-19,1.2605948863060914e-26,3.2758840624974375e-14,1.1849305925424213e-35,2.5893400612158867e-24,8.928344579586699e-23,2.054399180537353e-11,3.433235155787452e-30,8.577803681840557e-20,1.99688966506117e-15,5.761260884155515e-22,1.3413023043936339e-36,3.756821302319365e-19,1.576360965582367e-23,1.9721303282249413e-29,6.071023959321425e-35,6.045330633875886e-29,1.0119598484248782e-27,2.696483208056949e-16,6.834534952436888e-30,4.145430109263406e-29,3.7322368222884584e-34,6.059293159736329e-38,5.768296100690825e-31,1.4573759175754286e-29,1.216315823924651e-32,4.35435337103673e-39,1.0635435646065545e-40,1.841249624210799e-52,1.4225015764846078e-42,3.67683915698613e-36,2.5783204181127915e-35,9.650230580036041e-61,2.578452532742866e-36
1e-12,0.7425333761148373,8.26156971357816e-17,6.665532778016788e-18,4.2357373204494813e-19,2.835822772253323e-16,0.0,0.0,4.1780681237523555e-12,1.8523449519467458e-20,1.486936870687895e-25,1.2786385790511589e-25,6.437182685701567e-29,3.0787962969758478e-37,1.8807987811356077e-25,9.944419543421607e-20,6.2203169600937885e-21,2.6337582197388604e-19,1.5265938880067413e-41,6.809910292629704e-34,2.116900539192232e-44,1.2616060790566667e-43,2.1001999815913972e-15,3.826783809398195e-45,3.860245551014773e-30,3.927772383882037e-48,1.1372416058982546e-50,7.932733629339331e-41,2.8927948614587714e-47,7.9394732805306e-48,1.38911312384935e-31,1.7045717266207656e-55,1.0743973590087892e-56,3.339293649423078e-56,3.76,0.0,0.7109765693190584,0.9999975227137251,7.66958732109225e-25,1.5773446112044728e-27,3.515316562960618e-08,2.198075927948443e-08,6.431839735121964e-09,6.740565963945795e-09,2.477282096507173e-06,3.068782419843352e-17,7.6587952552305605e-28,5.761095896416487e-16,2.6592794982353834e-24,1.56324449258193e-18,2.768519612722519e-45,2.421449045836412e-43,2.5824849808621105e-21,2.3934090319311728e-45,6.705199265981917e-23,2.2553785425401757e-54,1.966710402325729e-43,1.3219225828403978e-46,2.4423647228905988e-45,1.2156223817202062e-43,1.5276300035052483e-55,1.3864085320960655e-54,2.4166298810058694e-37,9.304899402732383e-24,2.633859231805163e-19,1.4638412195634461e-24,3.2000686779628044e-12,9.779774437907701e-13,5.23924524978614e-17,1.1732246961288657e-23,2.56443751000572e-17,7.586478843419573e-16,3.3699147861107766e-14,3.92845983983346e-19,4.389531340720433e-18,6.38723467707913e-24,4.973151046052694e-18,1.731976081780791e-23,2.1604810411914735e-11,3.197279037271078e-25,9.60835571390746e-19,4.006474908153313e-33,3.0321008282390936e-31,2.2246364682794027e-35,6.153269786547544e-20,1.3450607570010251e-19,1.4641357816871264e-26,3.4450284647465906e-14,1.4432698246111615e-35,3.0072534735238958e-24,9.879367575905112e-23,2.1604804790322982e-11,3.9890598260954356e-30,9.486452615659661e-20,2.100001417048405e-15,6.372322709123888e-22,1.6337767872216673e-36,4.1547964362442266e-19,1.798437498547963e-23,2.2905319084722768e-29,7.416394865437691e-35,7.024062543465882e-29,1.1752829067645554e-27,2.835714063285254e-16,7.938141752365048e-30,4.8146171891372244e-29,4.3349014888819295e-34,7.055128862671734e-38,6.697481562458557e-31,1.6926253411353006e-29,1.4130435870431555e-32,5.304946927722659e-39,1.2957236818476994e-40,2.4829550402227507e-52,1.8338160641113937e-42,4.491806988129611e-36,3.140686237855426e-35,1.3567624417032165e-60,3.149964334052659e-36
1.1405029937949549e-12,0.7425333761148373,9.950190697368481e-17,7.602598450931768e-18,5.509671811301107e-19,3.2342649061646803e-16,0.0,0.0,4.765098392674845e-12,2.4094314947128258e-20,2.1865778302245423e-25,1.8831534428183676e-25,9.538345589738957e-29,4.527290163606965e-37,2.4463777258929283e-25,1.2935224685080293e-19,8.09134750929105e-21,3.426349026500786e-19,2.829858396772482e-41,1.0016181409168693e-33,3.924089471669624e-44,2.338631990344283e-43,2.3953162227834e-15,7.090926433346587e-45,5.676644104120679e-30,7.640442251354776e-48,2.1080318505148198e-50,1.312427423591493e-40,5.362613698917647e-47,1.471803265579524e-47,2.0430214711402512e-31,3.5197703246266176e-55,2.1996087281434984e-56,6.920957888832203e-56,3.76,0.0,0.7109765643763057,0.9999971751607938,1.1278242527181012e-24,2.3195546241395763e-27,4.009229050781498e-08,2.506945684396404e-08,7.3355496454414604e-09,7.687283171678787e-09,2.824834440833329e-06,3.99174284371763e-17,1.1262368414157067e-27,7.492463581639585e-16,3.458799374702591e-24,2.033489536110244e-18,5.1324987848151847e-45,4.488642845547811e-43,3.3595763936160193e-21,4.4373079851270584e-45,8.722756272609901e-23,4.557075029504427e-54,3.645705664809612e-43,2.450641738167532e-46,4.5279821527235357e-45,2.253404087753666e-43,3.0866077751270185e-55,2.801280949700387e-54,3.972116547835488e-37,1.258119950493681e-23,3.4265092897134577e-19,1.9049356312609533e-24,3.649684137499448e-12,1.1153776766701333e-12,6.814905086507779e-17,1.7252290487957672e-23,3.3356745775064525e-17,8.658194043962927e-16,3.843428662157488e-14,5.109782163308764e-19,5.709499838928207e-18,9.392262545834346e-24,6.468788670787685e-18,2.252853826152459e-23,2.4640351549718768e-11,4.701296691244383e-25,1.249803803641779e-18,5.892878879021514e-33,4.983233911686567e-31,3.656107196278371e-35,8.003673621011651e-20,1.7495855391618391e-19,2.153196775538834e-26,3.9290335946185984e-14,2.371825248225522e-35,4.4219057823534584e-24,1.2868916019819285e-22,2.4640344237462994e-11,5.871923907686484e-30,1.2339220682012976e-19,2.3950579530410003e-15,8.291344681963136e-22,2.6850615166752833e-36,5.404277794207609e-19,2.5270072725609878e-23,3.368417555353408e-29,1.2268289744518947e-34,1.0339547909900098e-28,1.728133542308226e-27,3.234123364314612e-16,1.167431877844964e-29,7.079939731183776e-29,6.3751795734669365e-34,1.0440482015527798e-37,9.842121785033436e-31,2.488979400173633e-29,2.079313828058226e-32,8.722750931346984e-39,2.1305132378112116e-40,5.016617796094449e-52,3.399266422817817e-42,7.431006623627102e-36,5.162210332969037e-35,2.948036576231519e-60,5.2111344458694916e-36
1.5197105698257505e-12,0.742533377925176,1.5156793187560076e-16,1.0132340980624784e-17,9.782858369338296e-19,4.3096327513022206e-16,0.0,0.0,6.349450294412143e-12,4.278023970293031e-20,5.087956740040383e-25,4.400383865228229e-25,2.2657955252814708e-28,1.0533565900047657e-36,4.343312861119634e-25,2.2967171090436303e-19,1.4367840526770586e-20,6.085965526489698e-19,1.1367535068929601e-40,2.3319917498817195e-33,1.5762706779098995e-43,9.394047419976126e-43,3.1918531032118935e-15,2.847136948788794e-44,1.3209368311807207e-29,3.515806535487316e-47,8.467131407101912e-50,4.000958207452818e-40,2.1544439093590095e-46,5.912971986889579e-47,4.755819097138163e-31,1.8915978582714525e-54,1.1551815547317657e-55,3.768272778533992e-55,3.76,0.0,0.7109765510361685,0.9999962377705583,2.6242921375908084e-24,5.397572938531008e-27,5.342263670909485e-08,3.340604361765271e-08,9.774619459176964e-09,1.0241972129466937e-08,3.7622230919465472e-06,7.087633414620944e-17,2.6205929215939668e-27,1.3297085676653158e-15,6.140019212781592e-24,3.611025592099695e-18,2.0623083593025757e-44,1.8030649339848534e-42,5.967030926250563e-21,1.7832427312999733e-44,1.5492264892726988e-22,2.298071627072823e-53,1.4644767226602006e-42,9.846492181318483e-46,1.8195728068256934e-44,9.051852735355606e-43,1.5564944149768795e-54,1.4126346788457668e-53,1.1923812602285815e-36,2.4618188137843933e-23,6.086402873387732e-19,3.386329911432749e-24,4.863159613312137e-12,1.4862006372036028e-12,1.2099963192949087e-16,4.014268319149229e-23,5.922556049315036e-17,1.1557801087859961e-15,5.121446733529939e-14,9.07187376610189e-19,1.0136598718374667e-17,2.1852807559716186e-23,1.1485444828229017e-17,3.9999757662114706e-23,3.283306167250204e-11,1.0937565563522858e-24,2.2190680160088796e-18,1.3720326936227674e-32,1.4954673951432916e-30,1.0971405792209432e-34,1.4209964074282289e-19,3.106456823093165e-19,5.0112328931706797e-26,5.235290013853977e-14,7.11631290380552e-35,1.0287201010785243e-23,2.2936853377452428e-22,3.283304868940609e-11,1.3701266428240583e-29,2.1907489973412826e-19,3.1913945962016177e-15,1.4733805478697349e-21,8.057537028158039e-36,9.595185627444759e-19,5.233442564558634e-23,7.83885264345803e-29,3.7385159990035465e-34,2.412630419872625e-28,4.0202444649922055e-27,4.3093807752584985e-16,2.717199196677419e-29,1.6473848645139363e-28,1.4838344982943497e-33,2.471510866962982e-37,2.2875606503687465e-30,5.791177653762709e-29,4.847431243357027e-32,2.6212878020341776e-38,6.4024181395915155e-40,2.5293519248727343e-51,1.3653658944561466e-41,2.2649552592006264e-35,1.5496095287983524e-34,1.8249410537069754e-59,1.5883429755106927e-35
1.8989181458565464e-12,0.7425333797355148,2.1310641477292506e-16,1.2663065868407078e-17,1.5274549467999622e-18,5.385002103783795e-16,0.0,0.0,7.933800744075277e-12,6.679342638001895e-20,9.829675165120326e-25,8.536070968044562e-25,4.464572739526961e-28,2.034842772735408e-36,6.780793802972717e-25,3.5859391791603502e-19,2.243489766175764e-20,9.505815316240383e-19,3.320548506412129e-40,4.5078021897335967e-33,4.604320480853509e-43,2.7440158446882505e-42,3.988447110035583e-15,8.312816937100627e-44,2.552051401098037e-29,1.1382336194681636e-46,2.4731446203619613e-49,9.529262280122696e-40,6.294008019053748e-46,1.7274110152410696e-46,9.191597714618545e-31,6.735683364855859e-54,4.064066259560077e-55,1.3549884316108332e-54,3.76,0.0,0.7109765376960315,0.9999953012995361,5.0699171516532605e-24,1.0428199529053703e-26,6.675298266966358e-08,4.174323146670528e-08,1.2213720076729288e-08,1.2796028780825067e-08,4.698692529899262e-06,1.106628454490138e-16,5.062755013352758e-27,2.075151659882535e-15,9.584640051322189e-24,5.638727819410327e-18,6.025618747838721e-44,5.2668377943291396e-42,9.319530948330561e-21,5.210925507205898e-44,2.419569041023538e-22,7.877284258881898e-53,4.277843885227507e-42,2.876801861561447e-45,5.316814981483886e-44,2.6440997422075367e-42,5.335210212967442e-54,4.842163830793593e-53,2.808488009959824e-36,4.199804702222257e-23,9.506762093884105e-19,5.293469451247379e-24,6.076628325442947e-12,1.8570082981642946e-12,1.8891661586570167e-16,7.755035867950702e-23,9.246908422188626e-17,1.4467804597462691e-15,6.399520022914624e-14,1.4162940486377015e-18,1.5825165552674996e-17,4.2214593595532385e-23,1.7932240231761562e-17,6.245160110541878e-23,4.1025772862323544e-11,2.1127975353409435e-24,3.4646651209390365e-18,2.6522489954695383e-32,3.521407732968824e-30,2.583336786323707e-34,2.218494847729018e-19,4.850174271571614e-19,9.683236544408911e-26,6.541489575176527e-14,1.6753602181339902e-34,1.9870307501628243e-23,3.594875749221091e-22,4.102575259170344e-11,2.654141306024614e-29,3.420261789635335e-19,3.987731328964292e-15,2.3023262348411016e-21,1.8972535856525413e-35,1.4980660245267852e-18,9.088388146372476e-23,1.5145921468306567e-28,8.900998981804704e-34,4.673719799175182e-28,7.76510924782909e-27,5.384607651499353e-16,5.250808341267442e-29,3.1825706533406057e-28,2.867440808238517e-33,4.854102661491462e-37,4.416786201846633e-30,1.1187437121580375e-28,9.382206713009532e-32,6.180294093447248e-38,1.509514592060314e-39,8.668807605624479e-51,3.988043295741346e-41,5.393662667262766e-35,3.649803427161977e-34,7.180865231143672e-59,3.782404058467284e-35
2.278125721887342e-12,0.7425333815458534,2.841168433497072e-16,1.5194781241368807e-17,2.198487191396298e-18,6.460373230672785e-16,0.0,0.0,9.518149743175441e-12,9.61338688795756e-20,1.6895378533514913e-24,1.4731778288494861e-24,7.823952108259982e-28,3.4971898389704675e-36,9.75869553470537e-25,5.161198717672405e-19,3.2293074305441054e-20,1.3686845186039332e-18,8.031372470483675e-40,7.752392803533416e-33,1.1136182032767876e-42,6.636766158643211e-42,4.785098219417307e-15,2.0098963396646393e-43,4.3866180696921266e-29,3.020300565663439e-46,5.981440688839887e-49,1.9475633607136025e-39,1.5224928214601814e-45,4.178509748722476e-46,1.5804831967158888e-30,1.924255201560662e-53,1.1519131861207629e-54,3.90809247437726e-54,3.76,0.0,0.7109765243558948,0.9999943657467903,8.714107335753394e-24,1.7924753458183875e-26,8.008332838952177e-08,5.008102023653975e-08,1.465285149035093e-08,1.5349453288323288e-08,5.634243691212762e-06,1.5927761026545025e-16,8.701762967147904e-27,2.9853344455082074e-15,1.3792183367774835e-23,8.116795129427479e-18,1.4577564714216956e-43,1.2738683647204586e-41,1.3417872665308203e-20,1.2608230491423488e-43,3.483491569761119e-22,2.1850717438548708e-52,1.0346736693919758e-41,6.959431633893997e-45,1.2863782432528405e-43,6.395201151451061e-42,1.4798984226880748e-53,1.3431526925863168e-52,5.6975343250451976e-36,6.562885440894358e-23,1.3688620194736492e-18,7.627980075727796e-24,7.29009027521022e-12,2.22780066061773e-12,2.718994946296431e-16,1.3328896243553582e-22,1.330871375643188e-16,1.738820504362301e-15,7.67764853642218e-14,2.03826962149357e-18,2.2774876694334162e-17,7.255225129448648e-23,2.5809133232558876e-17,8.98839046609679e-23,4.921848511916314e-11,3.6310831445383394e-24,4.98659509046929e-18,4.5613895801238515e-32,7.141904260073025e-30,5.239120495725196e-34,3.192829663727796e-19,6.980741771474126e-19,1.6646755864734328e-25,7.8476322811945e-14,3.3971976416701363e-34,3.414638578728495e-23,5.193975474977585e-22,4.921845594435761e-11,4.574250122348464e-29,4.922412124839293e-19,4.784068151329995e-15,3.316460961692433e-21,3.847751135562485e-35,2.1560585942905613e-18,1.4138554910961488e-22,2.6035855662277074e-28,1.8185368351704805e-33,8.055025397055738e-28,1.3343674551832755e-26,6.459803993939877e-16,9.02742582195774e-29,5.470083247872831e-28,4.929879223401305e-33,8.479884160980048e-37,7.589157601744507e-30,1.9227696401646943e-28,1.6155853715060956e-31,1.2550371395852219e-37,3.065375394319452e-39,2.4042920702964705e-50,9.645102730830815e-41,1.102163429638808e-34,7.404044445570888e-34,2.2435188978537102e-58,7.72910436169696e-35
3.0365408739489333e-12,0.7425333851665307,4.545515451996659e-16,2.0261215039750746e-17,3.906192262135144e-18,8.611121846589047e-16,0.0,0.0,1.2686843395553617e-11,1.7079649765488723e-19,3.988102249280387e-24,3.5084474687815164e-24,1.9247609002614237e-27,8.253320726905035e-36,1.7335275181378377e-24,9.169869183248423e-19,5.738494715860766e-20,2.4336117414273988e-18,3.496593866120209e-39,1.8321478541374312e-32,4.8480446579983376e-42,2.889242480783733e-41,6.378571653164317e-15,8.748011710370603e-43,1.0355088665054974e-28,1.6890459330704187e-45,2.6039396336943325e-48,6.188047655709359e-39,6.630315224215221e-45,1.8196768088369647e-45,3.7338792825747355e-30,1.1816662705749828e-52,7.183235903576222e-54,2.467376812178061e-53,3.76,0.0,0.7109764976756221,0.9999924973924932,2.0568741038122258e-23,4.2314067704810164e-26,1.0674401910710911e-07,6.675839993746486e-08,1.953120667567426e-08,2.045440650389112e-08,7.502594819704511e-06,2.829944198504344e-16,2.0539369301552085e-26,5.2989832031318655e-15,2.4494176511336355e-23,1.4424796835275755e-17,6.351438488567385e-43,5.545775219373726e-41,2.385517039560081e-20,5.495673417896081e-43,6.192805419708814e-22,1.3431613273705933e-51,4.5045717540617494e-41,3.031783116285156e-44,5.60614478424584e-43,2.784181854193221e-41,9.096199563303663e-53,8.256102470661432e-52,1.7970649403199525e-35,1.3515479194265767e-22,2.4340860056096006e-18,1.358544100490977e-23,9.71699389277324e-12,2.9693394941449855e-12,4.830609603287908e-16,3.1459523497819797e-22,2.3644613524730457e-16,2.3260198576100507e-15,1.023407125955759e-13,3.6207162134696215e-18,4.04564733689214e-17,1.7122227532299306e-22,4.585305004781572e-17,1.5968925443141123e-22,6.560391283381828e-11,8.569196468874498e-24,8.859453514196453e-18,1.0780713740282695e-31,2.2511010930532718e-29,1.6511540313212026e-33,5.671880012547719e-19,1.2402442040063712e-18,3.931010048177287e-25,1.0459747137463422e-13,1.070250381897536e-33,8.05653527536478e-23,9.299558815927469e-22,6.560386100074627e-11,1.0861075490512208e-28,8.744437495367345e-19,6.3767420648742705e-15,5.90219577958507e-21,1.2126813712550313e-34,3.830334057660673e-18,2.7820881979573163e-22,6.147132563395236e-28,5.7733960000814535e-33,1.912658090462174e-27,3.1481253202361386e-26,8.610105080931787e-16,2.1320642175918774e-28,1.2911117559001278e-27,1.1643354033376813e-32,2.072554725219279e-36,1.7911121684220832e-29,4.537901073126673e-28,3.8287075460751703e-31,3.9684626942268995e-37,9.692727186395411e-39,1.477104576606266e-49,4.1981926185943675e-40,3.5005879428558593e-34,2.3350372580361067e-33,1.9826873919364816e-57,2.4548267874937317e-34
3.794956026010525e-12,0.7425333887872075,6.628680717691713e-16,2.5331705264115137e-17,6.101502117502706e-18,1.0761880667119349e-15,0.0,0.0,1.5855531263219727e-11,2.6676807889308316e-19,7.779213464207195e-24,6.903256093609937e-24,3.9042262383945905e-27,1.6095727038393004e-35,2.7072084064446298e-24,1.432280607568299e-18,8.964776107686748e-20,3.8041087166978906e-18,1.065619394705891e-38,3.578035292148902e-32,1.4774102603487376e-41,8.804731660043084e-41,7.972273219960756e-15,2.6659591709636423e-42,2.019986742749776e-28,6.106030635626817e-45,7.935327230623546e-48,1.510965254517907e-38,2.0211389795279427e-44,5.546909333821182e-45,7.289450145793733e-30,4.521786785089825e-52,2.770159072114157e-53,9.638519780162607e-53,3.76,0.0,0.7109764709953504,0.9999906327004328,4.012033704812382e-23,8.254427289609075e-26,1.3340470886186163e-07,8.343818152401416e-08,2.4409684955179358e-08,2.555683303440938e-08,9.36728371150019e-06,4.420317775709674e-16,4.0062522927095865e-26,8.268792905511344e-15,3.824229451477851e-23,2.2536566229778642e-17,1.9368978805768415e-42,1.6900648065298222e-40,3.7285069752367023e-20,1.6765105973020786e-42,9.678617262906475e-22,5.097657917543509e-51,1.3727929211445702e-40,9.244427004571676e-44,1.7099757297103344e-42,8.484836313110933e-41,3.452046122901334e-52,3.133343120478578e-51,4.375284357798198e-35,2.401764177301273e-22,3.80511255529563e-18,2.1271306869226054e-23,1.214387047618698e-11,3.7108171460294435e-12,7.5448009502558815e-16,6.135949143723225e-22,3.6930116444347785e-16,2.9173785328537323e-15,1.2790714950207678e-13,5.654305705811045e-18,6.317888373699479e-17,3.339196715740039e-22,7.161687286025828e-17,2.4941453763596323e-22,8.198934481631151e-11,1.671186955318478e-23,1.3837643070244639e-17,2.1055054526920695e-31,5.477256775622743e-29,4.017052575247353e-33,8.857891858233446e-19,1.9371587713781017e-18,7.670907700676656e-25,1.3071634602858846e-13,2.602868111192452e-33,1.5708177847146904e-22,1.4637614953999757e-21,8.198926385859178e-11,2.1308059113796106e-28,1.3656451038243508e-18,7.96941633684198e-15,9.234361013345536e-21,2.9503683514300296e-34,5.982255376934823e-18,4.635386296565918e-22,1.199338143291716e-27,1.4086774650378774e-32,3.7525349366692525e-27,6.137661179489327e-26,1.0760284043224994e-15,4.16105021837825e-28,2.518286517550421e-27,2.2723971115616656e-32,4.179026274536699e-36,3.4942207447416596e-29,8.850236772294543e-28,7.497210142676973e-31,9.684242902405595e-37,2.365297103882089e-38,5.6036999158275555e-49,1.2791865244434996e-39,8.54453367198014e-34,5.684383225663009e-33,9.248556778785077e-57,5.9919044639970775e-34
5.311786330133708e-12,0.7425333960285613,1.1931308717275503e-15,3.5485104296111393e-17,1.1955340183923683e-17,1.5063437127874022e-15,0.0,0.0,2.219288969058835e-11,5.226379122189352e-19,2.1326941623465152e-23,1.9266317946476785e-23,1.1559819076540862e-26,4.4108367119320465e-35,5.302255146672859e-24,2.8061786097984774e-18,1.7570328780662174e-19,7.464697063061605e-18,5.929826842508509e-38,9.83341208209565e-32,8.220309821016688e-41,4.898886407757576e-40,1.116036002113817e-14,1.4837839261593892e-41,5.538527120962981e-28,4.712107432477471e-44,4.415293133637824e-47,5.873927516205707e-38,1.1253145495364185e-43,3.0882805000809675e-44,2.0019159073062817e-29,3.7414674734457607e-51,2.3519884296393262e-52,8.359802107851286e-52,3.76,0.0,0.7109764176348099,0.9999869142744074,1.0998490559913153e-22,2.263332184841501e-25,1.8672608548288154e-07,1.1680494560987646e-07,3.4167010558925246e-08,3.575411102955727e-08,1.3085703399387363e-05,8.660880219452793e-16,1.098229951215944e-25,1.616953576178947e-14,7.486221429307807e-23,4.417747684416499e-17,1.0795164471849316e-41,9.403801075870246e-40,7.314695855835519e-20,9.351886812136056e-42,1.898544125015722e-21,4.214707853131061e-50,7.638899578886758e-40,5.150773025772761e-43,9.535331963162433e-42,4.7212316355498876e-40,2.85365739884643e-51,2.5904674672556906e-50,1.6979247783117572e-34,5.8414849002461835e-22,7.467738442332973e-18,4.187824646536832e-23,1.6997542580868084e-11,5.193588937546541e-12,1.4780757626383576e-15,1.6818672893331098e-21,7.234938061594669e-16,4.112575293489574e-15,1.7904665421383862e-13,1.1074035257188709e-17,1.237362121287121e-16,9.150653635658358e-22,1.4030295769500961e-16,4.886198682778828e-22,1.1476022158419331e-10,4.579886487038198e-23,2.711001471830001e-17,5.7871754283255815e-31,2.1225716289857618e-28,1.556319074252319e-32,1.73497863491744e-18,3.795233458295335e-18,2.1047444166830824e-24,1.8294727441175125e-13,1.0076270171372617e-32,4.302476961330705e-22,2.9118884725519357e-21,1.1476006297873141e-10,5.911612112517758e-28,2.674895891371817e-18,1.1154765956077579e-14,1.8152895315494282e-20,1.1431099439308138e-33,1.1718680245283082e-17,9.796395446183692e-22,3.2895772549411e-27,5.467449963488406e-32,1.0411598089544595e-26,1.6808935437426604e-25,1.5060275621456024e-15,1.1420348770244472e-27,6.903024389774853e-27,6.236854350808455e-32,1.223647665131699e-35,9.586370135503147e-29,2.425508478682217e-27,2.071788963246626e-30,3.777325040095629e-36,9.225592704606683e-38,4.627841137785798e-48,7.114869385369068e-39,3.3191674758599985e-33,2.205322386899531e-32,1.1579431970625994e-55,2.327544615260454e-33
6.82861663425689e-12,0.7425334032699145,1.8748737315777953e-15,4.565547775440731e-17,1.9760810400977886e-17,1.9365059058280858e-15,0.0,0.0,2.8530225117679287e-11,8.637429954816941e-19,4.531549895505992e-23,4.163060380452451e-23,2.6305789170451245e-26,9.368375130186028e-35,8.760240756155905e-24,4.63787531697201e-18,2.904938814850369e-19,1.2356219029029162e-17,2.053190857462706e-37,2.0943085264747084e-31,2.8459621425172736e-40,1.696030764400149e-39,1.4349357157277123e-14,5.138649926448974e-41,1.1769642394841514e-27,1.988719563707399e-43,1.5286268337893204e-46,1.6004993113749854e-37,3.898195069031921e-43,1.0697843971087176e-43,4.260769148601917e-29,1.673859869592349e-50,1.0603304069763233e-51,3.8663792322334924e-51,3.76,0.0,0.7109763642742735,0.9999832104114529,2.336840079734404e-22,4.809857613523984e-25,2.400474582526198e-07,1.5018130298941595e-07,4.392482782512212e-08,4.594129726963056e-08,1.6789560016383694e-05,1.431486181570615e-15,2.3333249399890647e-25,2.667284101366974e-14,1.236225073520989e-22,7.305166670295538e-17,3.7423935013772954e-41,3.2557979928441526e-39,1.2105211468643185e-19,3.24421064016626e-41,3.1415358033897677e-21,1.8340004585805337e-49,2.6448739843838714e-39,1.7852148488575803e-42,3.3069716096567306e-41,1.6346265888581957e-39,1.241607205833146e-50,1.127175847912586e-49,4.624862073616139e-34,1.1523005248625324e-21,1.2363069539180266e-17,6.954900967648586e-23,2.1851106669913528e-11,6.676116100623133e-12,2.4426552167774344e-15,3.572979384052565e-21,1.1956540182264929e-15,5.324413679152946e-15,2.301950032515946e-13,1.8295698918580793e-17,2.0442696011438696e-16,1.943547499120542e-21,2.31864825420867e-16,8.074898042911712e-22,1.475311154215685e-10,9.727984016721961e-23,4.4803708309184674e-17,1.2326815660218537e-30,5.774338565962548e-28,4.232946760125998e-32,2.8666482055719695e-18,6.272322141764647e-18,4.475698240144553e-24,2.35169109567658e-13,2.7386719890705534e-32,9.133836712698241e-22,4.8853604113712336e-21,1.4753085330493295e-10,1.270336823540458e-27,4.41969627265587e-18,1.4340117009096683e-14,3.0101883924189774e-20,3.10920747970952e-33,1.9364621143114467e-17,1.6901736411162704e-21,6.992843521590221e-27,1.4876084647192713e-31,2.2374652018002303e-26,3.567974684780548e-25,1.9359778784230197e-15,2.429173445076219e-27,1.466565436181853e-26,1.3266284097701628e-31,2.7588142164592653e-35,2.038746771011013e-28,5.1520736447272846e-27,4.4353855635932055e-30,1.0334498683711674e-35,2.5239995595793783e-37,2.0121947479843517e-47,2.4625556655214407e-38,9.03766470367212e-33,6.005406634218121e-32,6.2233953754082864e-55,6.337503489498236e-33
