Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206),CFO3(444),C2H2O(907),S(5104)
3.064512635421337e-05,0.8328496839574155,0.0007374352136356768,0.00030260834056595456,0.000375633305801457,0.042787099171849426,0.0,0.0,0.002429866373688206,0.00017798905389707342,0.06543013618827231,0.0015031473019509285,0.00023053247184784265,1.6840630039752548e-11,1.0252478051806131e-08,4.3998830224739666e-07,0.0005555707012991007,0.004630426689404391,2.409102356893784e-05,3.73904287029108e-09,1.636946673931073e-07,4.866189786878701e-11,8.576290235460715e-08,1.0372833853929832e-05,2.0208315004510134e-07,5.061028232445739e-05,1.5692737782532007e-09,3.11524551314021e-06,6.158369399959996e-06,1.9006921478511134e-08,2.5650048395544613e-07,2.159574568641393e-10,8.811314350640529e-10,3.9678952768182417e-07,3.76,0.0,0.11435735032110862,0.9260211723393127,0.04005378699597876,0.0018319731418981974,0.5699172660831722,0.2758818203264325,0.16323700688807843,2.4272738183277477e-06,0.0008887176997407595,0.025306771365035556,1.4565395214353317e-07,8.295862940536562e-10,2.384012844006921e-14,0.004319652902484251,1.0060701274633316e-07,5.636135265325824e-08,0.0009770989482800825,1.0605875302734488e-07,1.0532668719968965e-08,9.393445816402173e-14,8.942401871161502e-08,2.562023102823675e-10,8.759191320790034e-09,3.253425896734284e-08,5.538089055425636e-15,5.470940762766858e-14,5.046289087939513e-05,1.880432515471252e-11,0.013177010459044458,0.006338364430533068,9.17303587988265e-05,2.14619015529349e-05,0.0006413974671620761,0.0031228499919579004,0.0341087615568865,0.0001227721191326089,2.5014246834876846e-05,0.00010916234716878592,0.00045005967366855534,0.0005976441045457174,0.037008758783262895,0.0019963823007008654,0.0059640278605121826,2.5382198000254625e-08,0.016393756251248934,1.0203675250614677e-05,6.218181086415567e-07,1.2085218728013882e-11,6.416904664207326e-09,3.935911620819582e-05,0.0006170779717461489,1.1380598357672105e-05,1.8597131936640944e-12,4.834664001602301e-08,0.0005945696326794405,0.006848826668759162,1.5215847953851914e-07,1.0365277088727761e-08,0.005439715613065117,1.6650761504019168e-06,6.574364220259927e-11,9.04497831734517e-07,1.5718067538443284e-10,3.651667551097358e-07,1.4087634967199296e-08,4.287128684572426e-06,5.6652110666654434e-08,3.873810844298744e-08,7.075277498407139e-05,0.00024047129236112107,2.5091827164490406e-10,3.597874529783135e-11,1.3163424328779654e-12,4.3290537072438235e-13,4.085055056003158e-05,2.204640997574895e-08,7.520324213025735e-10,7.300414985338645e-11,4.4944018559333284e-08,0.00021763223003171155,4.213288459992696e-08,3.6637668860603096e-13,1.534157926039546e-05
3.091698828709927e-05,0.8333299047089856,0.0007393281808288482,0.00030365371818755806,0.0003758874873145344,0.04320752884364637,0.0,0.0,0.0024214528258910055,0.00017797761164597232,0.06674151173781825,0.0015336557417034672,0.00023177750771499167,1.7208794298679894e-11,1.0435646281744294e-08,4.4502274970842587e-07,0.0005594902381213794,0.004709853375550055,2.4497126546146703e-05,3.7953278016397595e-09,1.7111183217519283e-07,5.053052487033594e-11,8.684379768431826e-08,1.0608376219664415e-05,2.027375756261402e-07,5.1750239938753766e-05,1.628455888165984e-09,3.2278471582003775e-06,6.329726795570009e-06,1.94104850908977e-08,2.591756554142575e-07,2.1921450051416218e-10,9.071409609059328e-10,4.079267610467621e-07,3.76,0.0,0.1122695367096508,0.924765459119858,0.040663487940257245,0.0018611878769283648,0.5723095227131915,0.27493207659053276,0.16424243005636882,2.394382367376837e-06,0.000887512567459489,0.025661313440974626,1.4770282961700865e-07,8.266640349725886e-10,2.371218191940284e-14,0.004371907865484329,1.034821822501005e-07,5.796043769288745e-08,0.0009828287972739823,1.090718911560963e-07,1.0463524384162558e-08,9.643235649280413e-14,9.195350869919345e-08,2.6344941695200954e-10,9.006960619488774e-09,3.345371090681879e-08,5.6853572304936505e-15,5.616432305155307e-14,5.157344362192404e-05,1.888360398363603e-11,0.013506042867144689,0.006410744041874031,9.077063762881115e-05,2.124040949131619e-05,0.0006342575418668293,0.003106904916451821,0.03430593641044069,0.00012262819706468028,2.5063897192313356e-05,0.00010915106949932963,0.00045136323499800823,0.0005985928786510396,0.03754501296700202,0.002008474803429475,0.005976857449105169,2.505115115662347e-08,0.01665005847368017,1.0340194836544943e-05,6.216048386469139e-07,1.2081054638287491e-11,6.337563509672525e-09,3.9647321431793036e-05,0.0006178276633299884,1.1406034666771771e-05,1.859070529768644e-12,4.851378154519984e-08,0.0005945478982081536,0.0069163344802941305,1.518592984542896e-07,1.0240357381730916e-08,0.005499588183757989,1.6861758839191708e-06,6.56964883552547e-11,9.11654930521076e-07,1.585863057721676e-10,3.6580397731665907e-07,1.4312638273710256e-08,4.341696471247165e-06,5.7371313953283114e-08,3.8962377716521257e-08,7.155794057364453e-05,0.00024683836944199656,2.5606958609240314e-10,3.631703635127932e-11,1.3288813372829645e-12,4.3702063208448064e-13,4.1431896501357996e-05,2.2317407668652892e-08,7.625700910991765e-10,7.456615746185995e-11,4.6207464711308544e-08,0.000225513918568315,4.210291561194558e-08,3.73310383323128e-13,1.5872841687972998e-05
3.1188850219985175e-05,0.8338061259086033,0.0007411753468796132,0.00030466594684490204,0.0003761184477649384,0.043624310938931626,0.0,0.0,0.0024128603306967666,0.0001779176130250491,0.06805838485826324,0.0015643188689548817,0.00023299368656918242,1.7577888601239037e-11,1.0618521460366955e-08,4.4999624501493797e-07,0.0005633178145497429,0.004788982077099043,2.490345573735392e-05,3.851528472095907e-09,1.7875884584312867e-07,5.244054067639023e-11,8.791510488977327e-08,1.0844604512928213e-05,2.0333554985019296e-07,5.289773140666745e-05,1.6888150567342073e-09,3.3426180691652157e-06,6.502307004565897e-06,1.9813619396124724e-08,2.618138655263003e-07,2.2244120245299442e-10,9.334823185577735e-10,4.1916800494229273e-07,3.76,0.0,0.11021883855489405,0.9235069975939157,0.04127306807024018,0.0018903567834999797,0.5746782040079225,0.27396359944739357,0.16523493643842976,2.361977227087415e-06,0.0008863047976896768,0.026015941307931584,1.4975229422091721e-07,8.237203343021694e-10,2.3583034766133386e-14,0.0044235003366245315,1.0639936505082096e-07,5.9582465554440665e-08,0.0009882346635745965,1.1212836431180203e-07,1.0393144583461279e-08,9.89593625178135e-14,9.451902026156669e-08,2.7079972609123455e-10,9.258258291499517e-09,3.43862284626862e-08,5.8343414962450866e-15,5.763619441020242e-14,5.268606995692488e-05,1.8961030020763747e-11,0.013838060611829253,0.006482093185663827,8.982154851810039e-05,2.1021577235943297e-05,0.0006272383671531794,0.0030906626410023117,0.03449821479770332,0.0001224670716839272,2.5110340487535666e-05,0.00010912479520740224,0.0004526084112406286,0.0005994550687773759,0.03808025011889067,0.002020270802549414,0.005988707411152747,2.4726055662573894e-08,0.016905440399790063,1.0475949824518268e-05,6.213004272992932e-07,1.207512000834927e-11,6.259245966974941e-09,3.993090701115606e-05,0.000618459599605056,1.1429015642151059e-05,1.8581554898094774e-12,4.867338248046849e-08,0.0005944218637189213,0.006982933186031427,1.5153415314446707e-07,1.0117114707299547e-08,0.005558057728064505,1.7070416057800743e-06,6.563679066746824e-11,9.186616290307374e-07,1.5996293152028903e-10,3.6634842739430607e-07,1.4536923813584094e-08,4.395926515137543e-06,5.808605014330234e-08,3.918108001286608e-08,7.234948449860878e-05,0.0002532699889922118,2.6124202616189454e-10,3.6646994493065504e-11,1.3411855083566569e-12,4.410588155024938e-13,4.201017259521545e-05,2.2585640712384698e-08,7.730173979531523e-10,7.613606026064318e-11,4.748680068597024e-08,0.00023356789719486482,4.206489843811437e-08,3.802501714463873e-13,1.6414275481845542e-05
3.146071215287108e-05,0.8342783896981281,0.0007429789909859442,0.00030564622597720957,0.00037632779577404717,0.044037468564237285,0.0,0.0,0.0024041055931830553,0.00017781158126238466,0.06938054351389418,0.001595132427698086,0.000234181766961716,1.7947903662343577e-11,1.0801100067488896e-08,4.549093740427141e-07,0.0005670546080368,0.004867791810397162,2.530999096875043e-05,3.907635326954269e-09,1.866389801411063e-07,5.4391971941923016e-11,8.897699826274067e-08,1.1081451561999194e-05,2.038789685050976e-07,5.4052582376489735e-05,1.7503470899101195e-09,3.459546337417906e-06,6.676037065995257e-06,2.021618787131697e-08,2.6441556198164244e-07,2.2563728909356063e-10,9.601511797785552e-10,4.305100381655434e-07,3.76,0.0,0.10820466158508792,0.9222459394989897,0.041882478229810796,0.0019194756687378211,0.5770236627713071,0.2729770835000698,0.16621456818552302,2.3300516658552253e-06,0.0008850945360574973,0.02637060268391126,1.518020417791802e-07,8.207562559063613e-10,2.3452756881325655e-14,0.0044744207363852295,1.0935818316069009e-07,6.122721527783941e-08,0.0009933208788590463,1.1522775721786074e-07,1.0321638265619894e-08,1.0151493956740082e-13,9.712019741600586e-08,2.7825221767081336e-10,9.51304946274348e-09,3.5331681617716256e-08,5.985010212190041e-15,5.912470909846723e-14,5.380035077919604e-05,1.9036619590076586e-11,0.014173010110790184,0.006552405735678786,8.888336728441047e-05,2.0805453815364697e-05,0.0006203396945333948,0.00307414169190284,0.034685668257962744,0.00012228944788405613,2.515368679846864e-05,0.00010908415539974856,0.0004537972583833328,0.0006002339278301168,0.03861440371574744,0.002031776847592267,0.005999592150835197,2.4406872752150818e-08,0.017159862846499885,1.061093383289365e-05,6.209088239423635e-07,1.2067491568602629e-11,6.1819666547455315e-09,4.020996391942031e-05,0.0006189775385780149,1.1449614923160509e-05,1.8569798787326767e-12,4.8825669828639045e-08,0.0005941955620253365,0.007048624561223897,1.5118423595871346e-07,9.99556582982753e-09,0.0056151264006028545,1.7276708335323318e-06,6.556502585950261e-11,9.255190355746921e-07,1.613108571572815e-10,3.668036543771713e-07,1.4760442982146602e-08,4.449812563226252e-06,5.8796237440370264e-08,3.93942965906314e-08,7.312735312079131e-05,0.0002597645479178082,2.6643435529886976e-10,3.696864116088886e-11,1.3532580099995686e-12,4.450209312447269e-13,4.258533644444161e-05,2.285110125458965e-08,7.833735604252561e-10,7.771367338789477e-11,4.87817892130268e-08,0.00024179448812219014,4.201913882441397e-08,3.8719586599462916e-13,1.6965839820606007e-05
3.173257408575698e-05,0.8347467382037241,0.0007447413093827053,0.00030659572003303195,0.00037651706541286326,0.04444702651893339,0.0,0.0,0.002395204384837411,0.0001776619687874257,0.07070778103353338,0.001626092283977807,0.00023534249112743325,1.8318835155889247e-11,1.0983380430090037e-08,4.597627699903069e-07,0.0005707018309564585,0.004946262414825106,2.5716714127701054e-05,3.963639101824081e-09,1.9475547295347425e-07,5.638483243965055e-11,9.002966042962143e-08,1.1318852163113333e-05,2.0436970129140482e-07,5.521462346896663e-05,1.813047592592188e-09,3.57861925952989e-06,6.850844466268347e-06,2.061805950934925e-08,2.6698121146175326e-07,2.288025348464036e-10,9.87143234528466e-10,4.4194966552463046e-07,3.76,0.0,0.10622641692336154,0.9209824317029063,0.04249167220474384,0.00194854050550809,0.5793462455984111,0.2719732049742654,0.16718137173260336,2.2985989814650464e-06,0.0008838819235154858,0.026725246457445284,1.5385177488239437e-07,8.177728316791911e-10,2.3321415947672195e-14,0.004524660311440754,1.1235824430763248e-07,6.28944581689773e-08,0.0009980919627844698,1.183696399385041e-07,1.0249108856170358e-08,1.0409854176274386e-13,9.975667208870846e-08,2.858058370184744e-10,9.7712980747146e-09,3.6289935975504206e-08,6.137331195019011e-15,6.062954914569952e-14,5.4915874009708606e-05,1.9110389372604067e-11,0.014510838603053813,0.006621676484361988,8.795633625297438e-05,2.059208121159672e-05,0.0006135611077911789,0.003057359929824925,0.034868368631390444,0.00012209600815629975,2.519404324531458e-05,0.00010902975982057162,0.00045493177308053475,0.0006009326136556022,0.03914740986810032,0.0020429994144384087,0.006009526235068424,2.4093557055160925e-08,0.017413288454239447,1.0745141258436044e-05,6.204338487838835e-07,1.2058243539585546e-11,6.105737685614558e-09,4.048458265525608e-05,0.0006193851563786115,1.1467904936439808e-05,1.8555551152510462e-12,4.8970866072724633e-08,0.0005938729157681146,0.007113410978593307,1.508107019301476e-07,9.875723917980896e-09,0.005670798046100413,1.7480614304709187e-06,6.548165830982403e-11,9.322283302408043e-07,1.626303999609365e-10,3.6717312261503493e-07,1.4983148803546335e-08,4.503348732655698e-06,5.9501798908886086e-08,3.960210905789934e-08,7.389150749244646e-05,0.00026632042866865717,2.7164534851392325e-10,3.728200515118214e-11,1.3651020287210605e-12,4.489080294288749e-13,4.315734999611161e-05,2.3113783887297778e-08,7.936379214051809e-10,7.929882049213464e-11,5.0092189427994e-08,0.0002501939403552248,4.1965934611489276e-08,3.941473386898536e-13,1.752748934123586e-05
3.200443601864288e-05,0.8352112135090259,0.0007464644158168139,0.00030751555804806713,0.0003766877176651608,0.04485301115163364,0.0,0.0,0.002386171577801508,0.00017747115430878738,0.07203989602097598,0.0016571944238679115,0.000236476584111223,1.869068324107328e-11,1.1165362539109213e-08,4.6455710753434233e-07,0.0005742607263703097,0.005024374535614996,2.6123608968785267e-05,4.0195308175795186e-09,2.0311152835267282e-07,5.841912352385089e-11,9.107328102571831e-08,1.1556743065554194e-05,2.0480958832629033e-07,5.6383690228976485e-05,1.8769119834357815e-09,3.699823375437208e-06,7.026657220882088e-06,2.1019108714273783e-08,2.695112964201897e-07,2.3193675876974882e-10,1.0144541929262552e-09,4.5348372037067036e-07,3.76,0.0,0.10428352130692183,0.919716616337589,0.04310060659098877,0.001977547427590738,0.5816462930009635,0.2709526221642409,0.16813539751484882,2.267612505447955e-06,0.0008826670964709263,0.027079822685038488,1.5590120287660187e-07,8.147710624517117e-10,2.3189077490713484e-14,0.004574211109840977,1.1539914256717702e-07,6.458395815622159e-08,0.0010025526038183706,1.215535685523698e-07,1.0175654438628332e-08,1.0670961469654801e-13,1.0242806468122069e-07,2.934594964419368e-10,1.0032966939970612e-08,3.72608529665206e-08,6.2912717586167236e-15,6.215039161116069e-14,5.603223483701804e-05,1.918235636939781e-11,0.014851494157772082,0.006689901096040582,8.704066617298505e-05,2.0381494788754226e-05,0.0006069020368740945,0.0030403345657699604,0.03504638793492512,0.00012188741268151187,2.5231513948949692e-05,0.00010896219696414388,0.00045601389187998806,0.0006015541879339785,0.03967920725157073,0.0020539448981372775,0.006018524375381198,2.378605721994724e-08,0.017665681622506806,1.0878567195475537e-05,6.198791928639786e-07,1.204744763146744e-11,6.030568825555557e-09,4.075485301439288e-05,0.0006196860447165959,1.1483956811536456e-05,1.8538922317778323e-12,4.910918892607639e-08,0.0005934577358321059,0.007177295370235378,1.50414668696989e-07,9.757598784663673e-09,0.005725078099357928,1.7682115886949992e-06,6.538713988865227e-11,9.387907590289289e-07,1.6392188828704325e-10,3.674602084697235e-07,1.520499590392155e-08,4.556529498611398e-06,6.02026623144685e-08,3.980459923062595e-08,7.464192261184367e-05,0.0002729360009008431,2.7687379284513784e-10,3.7587122164483335e-11,1.3767208549554368e-12,4.5272119390317073e-13,4.372617922391787e-05,2.3373685446161986e-08,8.038099396004484e-10,8.089133333396671e-11,5.141775717096485e-08,0.0002587664304759685,4.190557562669915e-08,4.0110451421764317e-13,1.8099174262672703e-05
3.2276297951528786e-05,0.8356718576291805,0.0007481503422473345,0.0003084068334064558,0.00037684114204617717,0.045255450223528844,0.0,0.0,0.002377021179243393,0.00017724144050562914,0.07337669225894812,0.0016884349512722755,0.00023758475304626342,1.9063452053748437e-11,1.1347047876785344e-08,4.692930974897775e-07,0.0005777325640129714,0.005102109606034745,2.653066092781236e-05,4.07530177528492e-09,2.1171031667152424e-07,6.049483458158279e-11,9.210805546907795e-08,1.1795062952303734e-05,2.0520043709564104e-07,5.7559623066456884e-05,1.9419355083775184e-09,3.823144505675531e-06,7.203403950817312e-06,2.141921518684805e-08,2.720063120948612e-07,2.3503982134599845e-10,1.0420797867923444e-09,4.651090668712107e-07,3.76,0.0,0.10237539728697055,0.918448630934088,0.04370924066538787,0.002006492724879317,0.5839241395298371,0.2699159758777103,0.16907669969539524,2.237085607155273e-06,0.0008814501869154387,0.027434282586597133,1.5795004184031396e-07,8.117519188908057e-10,2.3055804939503225e-14,0.0046230659558512445,1.1848045898458008e-07,6.629547214117345e-08,0.0010067076410160364,1.2477908581512127e-07,1.0101367938594423e-08,1.0934759609525723e-13,1.051339846275695e-07,3.012120768252953e-10,1.0298017796712863e-08,3.824429005077661e-08,6.446798753103844e-15,6.36869089698278e-14,5.714903593335741e-05,1.9252537866406078e-11,0.015194925679878511,0.00675707606157282,8.613653807574428e-05,2.0173723706221488e-05,0.0006003617710803386,0.003023082177271898,0.0352197982472855,0.0001216642994900378,2.5266200005119164e-05,0.00010888203426151491,0.00045704549075837876,0.0006021016155611466,0.04020973703855178,0.0020646196065986465,0.006026601410290778,2.348431650095444e-08,0.017917008446466435,1.1011207399774726e-05,6.192484185457944e-07,1.2035173053686348e-11,5.956467647122033e-09,4.102086388897584e-05,0.0006198837089103973,1.1497840309285918e-05,1.852001875919665e-12,4.9240851127643616e-08,0.000592953720363291,0.007240281190887037,1.499972165823495e-07,9.641197116531529e-09,0.005777973487013909,1.7881198122529363e-06,6.528190985598324e-11,9.452076282456967e-07,1.6518566000735126e-10,3.6766819770082906e-07,1.542594048386123e-08,4.609349682398687e-06,6.089875996702405e-08,4.000184900144462e-08,7.537858669288692e-05,0.00027960962309235023,2.821184877882337e-10,3.788403436363459e-11,1.3881178655540463e-12,4.564615365246383e-13,4.429179383676615e-05,2.3630804835583966e-08,8.138891815783997e-10,8.249105140246549e-11,5.2758245276703095e-08,0.00026751206348693025,4.183834361752618e-08,4.080673649030513e-13,1.8680840510642688e-05
3.254815988441469e-05,0.8361287124858197,0.000749801039843061,0.00030927060375146435,0.0003769786583453188,0.045654372778431096,0.0,0.0,0.002367766365687354,0.00017697505228420158,0.07471797860758578,0.0017198100855739585,0.00023866768656877888,1.943714950375273e-11,1.1528439253603565e-08,4.739714817961072e-07,0.0005811186364952208,0.005179449829074686,2.6937856944710017e-05,4.130943550832013e-09,2.2055497459522084e-07,6.261194347498255e-11,9.313418379814624e-08,1.2033752416753942e-05,2.0554401982545218e-07,5.874226718776196e-05,2.008113252852998e-09,3.9485677876294945e-06,7.381013953734795e-06,2.1818263800247845e-08,2.744667637421626e-07,2.3811162139666225e-10,1.0700157706763332e-09,4.7682260203954164e-07,3.76,0.0,0.10050147341003701,0.917178608558259,0.04431753625911963,0.0020353728386203473,0.586180113894532,0.26886388987831494,0.17000533590436048,2.207011697555652e-06,0.0008802313225551969,0.02778857853916037,1.5999801455105806e-07,8.087163423873189e-10,2.2921659686564815e-14,0.004671218424566116,1.2160176218583134e-07,6.802875034259744e-08,0.001010562046730987,1.2804572180959655e-07,1.0026337310284249e-08,1.1201191646298056e-13,1.0787403094021015e-07,3.090624291934005e-10,1.056641136227227e-08,3.9240100916367357e-08,6.603878602800597e-15,6.523876948755175e-14,5.826588764644184e-05,1.932095140121819e-11,0.015541082912890419,0.0068231986544734875,8.52441050788249e-05,1.9968791318593394e-05,0.0005939394715591613,0.0030056187247746017,0.035388671602729356,0.00012142728470591591,2.529819947145195e-05,0.00010878981833308767,0.00045802838493962653,0.0006025777644740321,0.04073894283035379,0.0020750297550947297,0.006033772288198969,2.318827331268173e-08,0.018167236654722127,1.114305818810784e-05,6.185449604735043e-07,1.2021486533658767e-11,5.883439677661791e-09,4.128270308138725e-05,0.0006199815664325889,1.1509623763106372e-05,1.849894313364595e-12,4.936606027657021e-08,0.0005923644543256391,0.007302372382580328,1.4955938881329557e-07,9.526522695931807e-09,0.005829492531370167,1.8077849004494593e-06,6.51663948164732e-11,9.514802991579959e-07,1.6642206105436197e-10,3.6780028348395663e-07,1.5645940290291086e-08,4.661804439731574e-06,6.159002856664575e-08,4.019394021843041e-08,7.610150045048845e-05,0.00028633964411151855,2.873782456959012e-10,3.8172789945488595e-11,1.3992965076003591e-12,4.601301918735396e-13,4.4854166978767416e-05,2.388514283600731e-08,8.23875313739046e-10,8.409782151828382e-11,5.411340385381498e-08,0.0002764308737110507,4.176451222166918e-08,4.1503590532293655e-13,1.927242984341965e-05
3.282002181730059e-05,0.8365818198830068,0.0007514183800879948,0.00031010789106104055,0.00037710151848524163,0.04604980901956739,0.0,0.0,0.0023584195171558534,0.00017667413555250312,0.07606356889836988,0.0017513161591558694,0.0002397260543651708,1.9811786939541868e-11,1.1709540649769157e-08,4.785930286646515e-07,0.0005844202557216398,0.005256378158735909,2.734518529482537e-05,4.186447989808155e-09,2.2964860526882858e-07,6.477041696934536e-11,9.415186962246625e-08,1.2272753935920348e-05,2.0584207124488569e-07,5.993147251843246e-05,2.0754401529173437e-09,4.0760777107526934e-06,7.55941727010191e-06,2.2216144470311432e-08,2.76893164077071e-07,2.411520931321311e-10,1.0982579226929474e-09,4.886212575333661e-07,3.76,0.0,0.098661184381541,0.9159066779464679,0.04492545763411625,0.002064184356702704,0.5884145390797182,0.26779697132452174,0.1709213669890987,2.177384232764139e-06,0.0008790106269411675,0.028142664068858667,1.6204485044201052e-07,8.056652459316938e-10,2.2786701147021093e-14,0.004718662816397614,1.2476260897793612e-07,6.978353663434227e-08,0.0010141209102413383,1.3135299458410842e-07,9.950645724452063e-09,1.147019997090939e-13,1.106477927464173e-07,3.1700937624878457e-10,1.0838107385655949e-08,4.024813567456939e-08,6.7624773432280684e-15,6.680563758670916e-14,5.938240816802775e-05,1.9387614731632333e-11,0.01588991643912145,0.0068882668885511976,8.43634941198146e-05,1.9766715557250846e-05,0.000587634183121257,0.002987959568114204,0.03555307989312508,0.00012117696282575568,2.5327607368625253e-05,0.00010868607529964858,0.00045896432896931795,0.0006029854058756113,0.041266770589963316,0.0020851814615140715,0.0060400520508309885,2.289786174961764e-08,0.01841633554837685,1.1274116454134717e-05,6.177721269441269e-07,1.2006452343520786e-11,5.811488540326161e-09,4.1540457151533045e-05,0.0006199829459370784,1.1519374030256155e-05,1.8475794320049214e-12,4.948501870311268e-08,0.0005916934095515299,0.007363573340697374,1.4910219186742218e-07,9.413576610198106e-09,0.005879644856511818,1.8272059313761536e-06,6.504100872813197e-11,9.576101829030646e-07,1.6763144406856573e-10,3.678595650034676e-07,1.5864954587897992e-08,4.713889249249805e-06,6.22764090525505e-08,4.038095457334291e-08,7.681067640316885e-05,0.0002931244047378501,2.926518921477662e-10,3.845344272668366e-11,1.4102602835230423e-12,4.637283123836486e-13,4.541327497989152e-05,2.4136701966739376e-08,8.337680952845628e-10,8.571149747431515e-11,5.548298055675269e-08,0.0002855228257443875,4.168434697151876e-08,4.22010187675e-13,1.9873879978217773e-05
3.3091883750186494e-05,0.8370312214841733,0.0007530041562416578,0.0003109196818293761,0.0003772109084493216,0.0464417901926795,0.0,0.0,0.0023489922509840598,0.0001763407564675511,0.07741328182436903,0.0017829496148142803,0.00024076050683343947,2.0187378519749275e-11,1.189035706683828e-08,4.831585282129135e-07,0.000587638749520053,0.00533287828105573,2.7752635429572514e-05,4.241807201787322e-09,2.3899427841594374e-07,6.69702111382262e-11,9.516131909501008e-08,1.2512011840615377e-05,2.0609628671220603e-07,6.112709361855628e-05,2.143911004504177e-09,4.205658150725278e-06,7.738544744403753e-06,2.2612752017270237e-08,2.7928603092082233e-07,2.44161203357407e-10,1.1268020447979423e-09,5.005020012379832e-07,3.76,0.0,0.09685397121225843,0.9146329636408945,0.04553297136266035,0.002092924009006839,0.5906277324589108,0.26671581120374555,0.17182485677569717,2.1481967173099347e-06,0.0008777882195989655,0.028496493841667917,1.6409028555036094e-07,8.02599514974904e-10,2.2650986816767897e-14,0.0047653941315370695,1.2796254493621345e-07,7.155956887503065e-08,0.00101738942227219,1.3470041077623506e-07,9.874371756329816e-09,1.174172637554275e-13,1.1345484981108654e-07,3.2505171386976447e-10,1.1113064698767685e-08,4.12682410498886e-08,6.922560656905737e-15,6.838717419996373e-14,6.04982236802775e-05,1.945254580601327e-11,0.01624137767756027,0.006952279477083195,8.349480763907153e-05,1.956750930104961e-05,0.0005814448453968517,0.0029701194830443175,0.03571309477798005,0.00012091390709545489,2.535451569030548e-05,0.00010857131114296079,0.00045985501701693453,0.0006033272148203263,0.04179316857555792,0.0020950807423126376,0.006045455817224749,2.261301207524647e-08,0.01866427594148497,1.140437949851987e-05,6.169331016467985e-07,1.1990132334003181e-11,5.740616091096575e-09,4.179421126265861e-05,0.0006198910867031744,1.1527156455416214e-05,1.845066747157054e-12,4.959792336905098e-08,0.0005909439452231009,0.007423888881437093,1.4862659592528162e-07,9.302357456323632e-09,0.005928441296910129,1.8463822457328754e-06,6.490615295449949e-11,9.63598735652111e-07,1.6881416714620776e-10,3.678490465708005e-07,1.608294413020639e-08,4.7655999012766004e-06,6.295784645521209e-08,4.056297349892596e-08,7.750613819414184e-05,0.0002999622391349989,2.979382662922521e-10,3.872605174387927e-11,1.4210127371666044e-12,4.672570637802147e-13,4.5969097057449825e-05,2.43854862801811e-08,8.435673704134852e-10,8.733193963211179e-11,5.6866720844504474e-08,0.0002947878154576264,4.159810532696703e-08,4.289902965385357e-13,2.048512471790589e-05
