Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964),S(1465),S(335),S(923),S(304),S(220),CF2O(49)
3.788206597967433e-10,0.6085951453486489,1.523118705782082e-26,5.052071378391398e-18,8.605447073129807e-31,1.7982454967745807e-24,0.0,0.0,3.3876202523060685e-24,1.739140934742379e-44,2.130978092614876e-21,1.4530783703085402e-32,3.397875997818105e-24,6.657555929534141e-63,1.5089263629523687e-52,5.822066833998289e-45,3.3165429822327413e-53,4.1726340915096747e-16,3.067554753617817e-75,1.0305733903597496e-71,2.3117320662808142e-61,4.1923322486442835e-64,8.748823425142567e-49,2.093871416941703e-68,8.11062918775297e-43,5.150036675476663e-57,6.920902266151422e-57,1.619237893697043e-66,5.4074074019124256e-104,5.9394320032516345e-84,2.176468048558797e-40,3.538875226316236e-81,8.051561926590472e-61,8.368562505627073e-80,3.76,0.0,0.5324890662136504,0.9998241899834431,7.5215186663858e-49,2.204814409576906e-73,3.296533535078077e-07,2.1427831000394444e-07,7.149466459226839e-08,4.3880264257077733e-08,0.00017581001655605496,1.4680951099682626e-15,2.841327653297064e-25,1.106412498248101e-13,4.369044329004132e-21,1.31797078149979e-15,3.258642482562627e-39,1.0803261449052083e-37,5.537007755473961e-19,1.733914756882196e-39,3.485462012586006e-21,1.0283480621360445e-45,7.548656724560295e-38,8.140017473577542e-41,7.294752620923574e-47,7.958586129226021e-46,1.1647106088498597e-42,1.9322959179950047e-39,4.822309031243188e-38,2.635349719781518e-19,4.17263414349577e-16
3.9536113339107664e-10,0.6085951470038095,1.742388900852696e-26,5.3015120657734075e-18,1.0266924678214866e-30,2.0545055456809634e-24,0.0,0.0,3.870459781109008e-24,2.270166893066618e-44,2.4294247323697425e-21,1.7283501638886812e-32,3.881953907388177e-24,8.300782843268476e-63,1.9716439317269782e-52,6.954466272072659e-45,4.3301953791213995e-53,4.570045649637296e-16,4.554555817549312e-75,1.400227083192451e-71,3.1475457287080034e-61,5.707781782372216e-64,1.0924885424017486e-48,3.122196969129755e-68,1.0147863961613155e-42,6.722263289104258e-57,9.033505744468767e-57,2.2095266412752318e-66,9.213143251885167e-104,8.859046429452168e-84,2.7232030857762615e-40,5.501422569223031e-81,1.0962569813192677e-60,1.3019889159271627e-79,3.76,0.0,0.5324890518199771,0.9998198848714193,9.953346609154394e-49,3.288639570916542e-73,3.4404702690462825e-07,2.237795621323434e-07,7.461882523610917e-08,4.56485168110521e-08,0.00018011512857969296,1.5997988309179786e-15,3.231034612283996e-25,1.1834747932554076e-13,4.7138166392771674e-21,1.4402646290455264e-15,4.066964305380942e-39,1.338059912484966e-37,6.065771502196011e-19,2.178206458146473e-39,3.804064278674449e-21,1.3297546217740741e-45,9.349999844932755e-38,1.0149127028404386e-40,9.409404141876002e-47,1.027459948271704e-45,1.515657107670621e-42,2.419952818281115e-39,5.976988558316958e-38,2.910391396624118e-19,4.570045709031541e-16
4.1190160698541e-10,0.6085951486589699,1.982483913893661e-26,5.553564272608339e-18,1.2162271231906527e-30,2.334638599593946e-24,0.0,0.0,4.398296098922329e-24,2.931495387798494e-44,2.7549616136912663e-21,2.0413091610973297e-32,4.411103945827953e-24,1.0258882845456933e-62,2.5485727431963092e-52,8.247851059089996e-45,5.592907979867642e-53,4.986811462548965e-16,6.655545769749252e-75,1.878943264334695e-71,4.232274456556315e-61,7.674418550827128e-64,1.3521504661543332e-48,4.580831043262249e-68,1.2581930169341726e-42,8.680766749907737e-57,1.1664291352884205e-56,2.9773567199933806e-66,1.5362460076773684e-103,1.3001591892104526e-83,3.3764498885361525e-40,8.400843747542421e-81,1.4740488894242776e-60,1.9897267504790103e-79,3.76,0.0,0.5324890374263043,0.9998157682313423,1.304448929253622e-48,4.8264521832397715e-73,3.584406999180873e-07,2.332923052929047e-07,7.774318256462584e-08,4.7405081136864016e-08,0.00018423176865659823,1.7372177046322552e-15,3.654930007102077e-25,1.2616545605521836e-13,5.068104315923623e-21,1.5682498087071335e-15,5.0312244923554686e-39,1.642825094902283e-37,6.620522827291666e-19,2.7119331046139422e-39,4.1362544736822844e-21,1.701514226053074e-45,1.1480183179860242e-37,1.2542790493013266e-40,1.2010515136193905e-46,1.3126104357265652e-45,1.9516374161753673e-42,3.003829386845528e-39,7.343526424813069e-38,3.1981454876716447e-19,4.986811530041482e-16
4.284420805797433e-10,0.6085951503141303,2.244448319221497e-26,5.808242259315177e-18,1.4313229233159289e-30,2.639782280858753e-24,0.0,0.0,4.9732756219358945e-24,3.7479446972656125e-44,3.108823148686619e-21,2.395303190162938e-32,4.987470865693464e-24,1.257643397717448e-62,3.2616531250297163e-52,9.717405240100677e-45,7.152210519373033e-53,5.423019011373192e-16,9.58396879785469e-75,2.49256368459947e-71,5.625556395815433e-61,1.020029879129409e-63,1.659874187049806e-48,6.621349759762565e-68,1.5469546711275242e-42,1.109943872503678e-56,1.4911898038896951e-56,3.9657892458932875e-66,2.5111499979438145e-103,1.8798301983778387e-83,4.1514352710925734e-40,1.2618615267328473e-80,1.959301828182214e-60,2.990972303818848e-79,3.76,0.0,0.5324890230326317,0.9998118318121669,1.694174348259709e-48,6.978342465713904e-73,3.728343725481915e-07,2.42816463527834e-07,8.086773528618612e-08,4.9150034493952846e-08,0.00018816818783180914,1.880358501439873e-15,4.114465767946049e-25,1.3408514148990345e-13,5.431571313270349e-21,1.7019471641946624e-15,6.173717047621362e-39,2.000791395391643e-37,7.201405179479901e-19,3.3486483243914874e-39,4.481911964524311e-21,2.156214016007378e-45,1.398237471212217e-37,1.5375247471569449e-40,1.5183375291062354e-46,1.6607647445089862e-45,2.4886983632790046e-42,3.69810922599499e-39,8.94996567032421e-38,3.498267407198632e-19,5.423019087686975e-16
4.4498255417407666e-10,0.6085951519692905,2.5293358157148775e-26,6.065559279624747e-18,1.6742609739678937e-30,2.971079110868138e-24,0.0,0.0,5.597554215521608e-24,4.747803194013935e-44,3.492248122134745e-21,2.7938294892738467e-32,5.613208395966678e-24,1.5302309312457815e-62,4.135935214038359e-52,1.1379077903801835e-44,9.062299033232834e-53,5.878747980391117e-16,1.3614767216753003e-74,3.2716760994646846e-71,7.398130067297127e-61,1.3413578872720866e-63,2.0222476852213353e-48,9.439529995148867e-68,1.8872803197124956e-42,1.4062621499987086e-56,1.888874351133504e-56,5.226028408456248e-66,4.0298312977618955e-103,2.6806307026206313e-83,5.064828441941503e-40,1.8667074480918654e-80,2.576651439986957e-60,4.42791567219621e-79,3.76,0.0,0.5324890086389596,0.9998080677240675,2.1817879763172248e-48,9.951139723346424e-73,3.872280447949475e-07,2.5235196138140324e-07,8.399248211718186e-08,5.088345363107073e-08,0.00019193227593110069,2.0292279469169612e-15,4.611095457856786e-25,1.420970950898239e-13,5.803891824859876e-21,1.841376250924001e-15,7.518918363208082e-39,2.418647434903251e-37,7.808552026473483e-19,4.103350292354591e-39,4.84090911440701e-21,2.708064457199738e-45,1.6903378545854581e-37,1.8705907575247075e-40,1.90239443779577e-46,2.082572761527741e-45,3.145134280819414e-42,4.518426463530274e-39,1.0826749925025745e-37,3.8103986523329886e-19,5.878748066282195e-16
4.6152302776841e-10,0.6085951536244508,2.8382088837304565e-26,6.3255276449167955e-18,1.94743014844063e-30,3.329676068079636e-24,0.0,0.0,6.273296363879332e-24,5.963150591909107e-44,3.906479421273775e-21,3.2405352185889307e-32,6.2904784060260604e-24,1.8489917241192604e-62,5.199874278716789e-52,1.3249590497441247e-44,1.1384656638226293e-52,6.354070772287639e-16,1.9098752093061165e-74,4.252252531460755e-71,9.633351658757281e-61,1.7465260065683713e-63,2.446472952750243e-48,1.3285769259700524e-67,2.2859421264244232e-42,1.766610599813779e-56,2.3722297532730513e-56,6.818559558575372e-66,6.357365582042002e-103,3.773835197147041e-83,6.1348112623730925e-40,2.722660168425282e-80,3.355127471725453e-60,6.462959575330889e-79,3.76,0.0,0.5324889942452878,0.9998044684226238,2.787510155259336e-48,1.4009445573062813e-72,4.01621716658362e-07,2.6189872389663304e-07,8.711742178200564e-08,5.260541478965827e-08,0.00019553157737464978,2.183832722182783e-15,5.146274261288215e-25,1.5019243995588544e-13,6.1847501091969474e-21,1.9865554172988536e-15,9.093613278045408e-39,2.9036219177116523e-37,8.442087490497321e-19,4.992577369820514e-39,5.2131119987340544e-21,3.373034160711928e-45,2.029378393874402e-37,2.259962988495165e-40,2.363969349687639e-46,2.5899754992303854e-45,3.941702913101625e-42,5.481955275647379e-39,1.3006826384450701e-37,4.134169787686415e-19,6.354070868545193e-16
4.780635013627433e-10,0.6085951552796109,3.172138464216925e-26,6.588158784863302e-18,2.253327965402319e-30,3.7167241753720085e-24,0.0,0.0,7.00267439477036e-24,7.430194417714182e-44,4.35276378269746e-21,3.739217940660909e-32,7.021450125138697e-24,2.219744683184405e-62,6.485641020446759e-52,1.5346443893463597e-44,1.418870421384538e-52,6.849052993287326e-16,2.6479613867091522e-74,5.476344138185012e-71,1.2428849543951101e-60,2.2532181094850763e-63,2.9403986641084484e-48,1.8477421813601487e-67,2.7503016015233943e-42,2.201818255802554e-56,2.955641525124533e-56,8.814394027862641e-66,9.870917638031347e-103,5.249798835663115e-83,7.381148544704473e-40,3.919134451346384e-80,4.3287299314750177e-60,9.309704747339158e-79,3.76,0.0,0.5324889798516166,0.9998010266937002,3.534881786786862e-48,1.9488699623874476e-72,4.1601538813844144e-07,2.7145667661199685e-07,9.024255301302534e-08,5.431599370719782e-08,0.00019897330629814952,2.3441794641935694e-15,5.721458972749727e-25,1.583628304514123e-13,6.573840307635362e-21,2.1375018813313694e-15,1.0927024111736592e-38,3.463504815246656e-37,9.102126947367606e-19,6.03450666809531e-39,5.5983810742112265e-21,4.168990196291897e-45,2.420811452944328e-37,2.7127007344913343e-40,2.9150476729645615e-46,3.1963046110941413e-45,4.9018535964379006e-42,6.607501731819268e-39,1.552574926457479e-37,4.469203133277658e-19,6.849053100733809e-16
5.1114444855141e-10,0.6085951585899313,3.919491499793309e-26,7.121451029324605e-18,2.9738478003014432e-30,4.5807959364277066e-24,0.0,0.0,8.631062466698787e-24,1.1287005846024468e-43,5.346496517910974e-21,4.908459231314533e-32,8.653208213085591e-24,3.14304514695313e-62,9.871924505916244e-52,2.029311391013764e-44,2.1563433940998904e-52,7.898226804030339e-16,4.9302888616479766e-74,8.85841667700488e-71,2.0173883870524468e-60,3.6568755906126476e-63,4.172180873669085e-48,3.459667855755041e-67,3.908663085694768e-42,3.3470590230227194e-56,4.489226664445797e-56,1.4361206041656346e-65,2.281253207918039e-102,9.834097888707409e-83,1.049028207440552e-39,7.835666722017472e-80,7.026112731056182e-60,1.863886724224283e-78,3.76,0.0,0.5324889510642751,0.9997945886638105,5.567923078817854e-48,3.6507249227001444e-72,4.4480272994862143e-07,2.906058572547178e-07,9.649338514283688e-08,5.7703305269179175e-08,0.00020541133618746775,2.682125177204218e-15,6.9976812806514255e-25,1.7489784519388315e-13,7.375541271548218e-21,2.456760340028796e-15,1.5499873045408362e-38,4.842089346964615e-37,1.0502138875767177e-18,8.657993649904294e-39,6.407535127483785e-21,6.235716669017822e-45,3.3847214972033e-37,3.8395521879904106e-40,4.340399806963678e-46,4.7666534953142096e-45,7.421647525291217e-42,9.428604582352004e-39,2.173601157596613e-37,5.171518087888515e-19,7.898226936455642e-16
5.4091730102121e-10,0.6085951615692194,4.6887092325371276e-26,7.610619295293252e-18,3.761556445631058e-30,5.46738027609717e-24,0.0,0.0,1.0301975319386142e-23,1.6079468005004067e-43,6.3630554796551225e-21,6.179729592688132e-32,1.0327338057255555e-23,4.2208891069213896e-62,1.40888882832446e-51,2.571096650627982e-44,3.0731770030443606e-52,8.910253034114243e-16,8.347212098933458e-74,1.330951075608662e-70,3.039925388313286e-60,5.50980516896352e-63,5.612325997960424e-48,5.883115247978335e-67,5.262715205885024e-42,4.772050611188633e-56,6.39457268888401e-56,2.1711220919919865e-65,4.634932911068132e-102,1.6729175529738022e-82,1.412480893082169e-39,1.408539702475462e-79,1.0587297172634104e-59,3.3545065831281247e-78,3.76,0.0,0.5324889251556689,0.9997892672278067,8.201547807164466e-48,6.210450059543538e-72,4.7071133626684263e-07,3.078776533484051e-07,1.0211977666149366e-07,6.071370800805364e-08,0.00021073277219121937,3.005979533192799e-15,8.297748693396063e-25,1.8996212721897722e-13,8.122352460443688e-21,2.7639691576129593e-15,2.084804521200847e-38,6.4293928681930706e-37,1.1853790872071813e-18,1.1760933849789317e-38,7.178966385040784e-21,8.767137209906699e-45,4.494705252282399e-37,5.15402089427965e-40,6.078167396171059e-46,6.684239209617685e-45,1.0548073270586573e-41,1.274715349341688e-38,2.8897845334572425e-37,5.838240549472829e-19,8.91025319216907e-16
5.7069015349101e-10,0.6085951645485075,5.556122346645494e-26,8.108558103944931e-18,4.6991994573940826e-30,6.464193867730601e-24,0.0,0.0,1.2180739501758393e-23,2.2478022849159698e-43,7.503008056390476e-21,7.68538416336565e-32,1.2209461742713137e-23,5.582235848510002e-62,1.9730758711536663e-51,3.217066218039423e-44,4.29784278964742e-52,9.986730966435463e-16,1.3745016767714488e-73,1.9568018151364606e-70,4.481743946701057e-60,8.12217526248206e-63,7.433492233609182e-48,9.724427129896494e-67,6.973810615404141e-42,6.677393547682336e-56,8.938096047408842e-56,3.2109988404299496e-65,9.064433634822732e-102,2.766227742599786e-82,1.8717879924505266e-39,2.4538846072311396e-79,1.5608671212435731e-59,5.850729386222485e-78,3.76,0.0,0.5324888992470641,0.9997843577656168,1.185920520685907e-47,1.0269290148543775e-71,4.966199413431585e-07,3.251845699659637e-07,1.077467695019813e-07,6.368838747140774e-08,0.00021564223438087012,3.348539091537128e-15,9.750163719963013e-25,2.051610000582456e-13,8.891509540219152e-21,3.090087328597006e-15,2.761460895479734e-38,8.408445876464867e-37,1.3292766663536746e-18,1.572726738455277e-38,7.990366881112025e-21,1.2103606759092477e-44,5.878800176246605e-37,6.812897386439716e-40,8.358783956314178e-46,9.204532139139815e-45,1.4719078625301237e-41,1.6967901907529484e-38,3.784067675693927e-37,6.5354319338023865e-19,9.986731153306238e-16
6.004630059608099e-10,0.6085951675277954,6.528247258776731e-26,8.615309037288048e-18,5.805375944871792e-30,7.57805064571572e-24,0.0,0.0,1.4280222950645995e-23,3.089299865150289e-43,8.773736490408036e-21,9.453062047069483e-32,1.4312411092823908e-23,7.2817252025571685e-62,2.716595341986195e-51,3.9803304809738825e-44,5.9092014622191e-52,1.1127851748715596e-15,2.2074244401999615e-73,2.8213508014291263e-70,6.478763922553633e-60,1.1740033991446074e-62,9.70934200928439e-48,1.566836785491847e-66,9.109627650197312e-42,9.187274426374874e-56,1.2282704940458107e-55,4.656005347378633e-65,1.7127335406168137e-101,4.4585700659532376e-82,2.4451242856899976e-39,4.1559862335037234e-79,2.2563573535030073e-59,9.919900365925641e-78,3.76,0.0,0.5324888733384607,0.9997798283820065,1.686079429087129e-47,1.6552059640119114e-71,5.22528545177606e-07,3.4252619033602457e-07,1.1337435655605347e-07,6.662776757186898e-08,0.0002201716179908253,3.7098410001266045e-15,1.1363479133197086e-24,2.2046136068155904e-13,9.681560143667883e-21,3.4351829953143774e-15,3.6076219412425537e-38,1.0847772179760227e-36,1.4819490108786507e-18,2.0736319080602855e-38,8.840792900021111e-21,1.643848093948599e-44,7.58500424594377e-37,8.882008407992935e-40,1.1309517253449569e-45,1.2469997018016172e-44,2.0203556204767602e-41,2.2272478889101443e-38,4.887993275057067e-37,7.26085637283877e-19,1.1127851967785715e-15
6.302358584306099e-10,0.6085951705070831,7.61167000429168e-26,9.130908179821016e-18,7.099886051188835e-30,8.815782523330964e-24,0.0,0.0,1.6613329942974878e-23,4.181018853758904e-43,1.0182648181687735e-20,1.1512010598733032e-31,1.664904889887584e-23,9.381147440920377e-62,3.6831959924110363e-51,4.874867707456425e-44,8.000681641368084e-52,1.2333765109133707e-15,3.4658816716321147e-73,3.9967399140390336e-70,9.200576603756615e-60,1.6670332479166637e-62,1.2523121050270167e-47,2.466912514208443e-66,1.1746104378508213e-41,1.244929377685436e-55,1.6621228057327367e-55,6.631705000271977e-65,3.137444802898751e-101,7.022080279589995e-82,3.1528839586377575e-39,6.861515442448245e-79,3.2042598097108304e-59,1.6395061700927837e-77,3.76,0.0,0.5324888474298585,0.9997756496518113,2.3603840491931716e-47,2.6069109147599545e-71,5.484371477702213e-07,3.5990210263279263e-07,1.1900253079675319e-07,6.95322671916477e-08,0.00022435034818564273,4.089921966021774e-15,1.3146263727287587e-24,2.3583366864098676e-13,1.0491139537694955e-20,3.799317183803085e-15,4.654644960006043e-38,1.3823483193620267e-36,1.6434330391016697e-18,2.6993499326144444e-38,9.729281589591237e-21,2.1998160102248957e-44,9.666642544778847e-37,1.1435634696143777e-39,1.5078638498873815e-45,1.6646886481772783e-44,2.732145316875257e-41,2.886776832921978e-38,6.236682560412944e-37,8.012326382594823e-19,1.2333765363984046e-15
6.600087109004099e-10,0.6085951734863708,8.81304297807324e-26,9.655386787180993e-18,8.603743433930426e-30,1.0184235287763228e-23,0.0,0.0,1.9192993379108364e-23,5.579977261970822e-43,1.1737173070685068e-20,1.389309063141397e-31,1.9232261157938825e-23,1.1949991074763885e-61,4.924380395009091e-51,5.915534563633981e-44,1.0682017019565106e-51,1.3604584650721649e-15,5.33130864945252e-73,5.5717874289936e-70,1.2856435570664626e-59,2.329174643703646e-62,1.596836520818966e-47,3.80341723454638e-66,1.496792305192033e-41,1.6637399239407646e-55,2.2179942688910838e-55,9.29359810142248e-65,5.588266336019567e-101,1.082978460901156e-81,4.017811001906804e-39,1.1069201850901886e-78,4.477445514387744e-59,2.647603222392243e-77,3.76,0.0,0.5324888215212574,0.9997717944282942,3.257727221065882e-47,4.020538017888555e-71,5.743457491210404e-07,3.773118999173537e-07,1.2463128527775682e-07,7.24023002422463e-08,0.00022820557170254795,4.488818260686498e-15,1.5107102115540943e-24,2.512515840022064e-13,1.131896665949938e-20,4.182544649333019e-15,5.937873232838152e-38,1.7419680713319e-36,1.813760862906137e-18,3.473266248026821e-38,1.0654857662901592e-20,2.9045677347183835e-44,1.2182652229320891e-36,1.4557127579325719e-39,1.9837578335463803e-45,2.1927728213540155e-44,3.6450406724519906e-41,3.6988028492416116e-38,7.869038678304816e-37,8.787720263252035e-19,1.3604584945130972e-15
6.897815633702099e-10,0.6085951764656582,1.0139082082253786e-25,1.0188771883352457e-17,1.0339187180829345e-29,1.1690265028171467e-23,0.0,0.0,2.2032168067084255e-23,7.352575632821188e-43,1.3444761336091205e-20,1.6628781083495595e-31,2.207495031914495e-23,1.5066007450857758e-61,6.50030598572085e-51,7.118076285206458e-44,1.4081086584253927e-51,1.494039256887093e-15,8.048770666721521e-73,7.654765517243526e-70,1.7701946340514315e-59,3.206675154105837e-62,2.0149624465699037e-47,5.752831246693186e-66,1.8868991387639832e-41,2.1955022558774225e-55,2.9222305335898225e-55,1.2832314447722702e-64,9.702432890758055e-101,1.6385357680193187e-81,5.065128785579369e-39,1.748427501252107e-78,6.164926524622864e-59,4.186130790672866e-77,3.76,0.0,0.5324887956126578,0.9997682376665155,4.43768376145085e-47,6.083089911839953e-71,6.002543492300986e-07,3.9475518007968876e-07,1.302606131326945e-07,7.523827572344981e-08,0.00023176233348107706,4.9065657251571675e-15,1.72545945305891e-24,2.6669164208784724e-13,1.2163840168787615e-20,4.584914631776584e-15,7.496940472519025e-38,2.1728860069787598e-36,1.9929603783397166e-18,4.421856648414396e-38,1.1616539231972751e-20,3.788447859780276e-44,1.519786804033549e-36,1.8339540895631785e-39,2.578318559442873e-45,2.8533935050161317e-44,4.803290603252788e-41,4.6897087874627027e-38,9.82795163103029e-37,9.584995369957674e-19,1.4940392906816177e-15
7.195544158400099e-10,0.6085951794449457,1.1596564232750373e-25,1.073108679493069e-17,1.2329693237173407e-29,1.334073503293669e-23,0.0,0.0,2.5143824887928126e-23,9.575591043130446e-43,1.53128813704148e-20,1.9753183217026505e-31,2.5190029417603844e-23,1.8815791678070735e-61,8.480739468032017e-51,8.499136556811848e-44,1.8345855337713522e-51,1.6341243862174538e-15,1.1944927967912154e-72,1.0376474755065476e-69,2.4046476265540546e-59,4.3554999908213066e-62,2.518320347659956e-47,8.550116078986711e-66,2.3552920322037334e-41,2.8638419680754753e-55,3.805287891619828e-55,1.7479396072747057e-64,1.6456126773311441e-100,2.4359609213023936e-81,6.322668712136762e-39,2.708843891321867e-78,8.37443610909101e-59,6.491779583703883e-77,3.76,0.0,0.5324887697040593,0.9997649562603067,5.9722232751788e-47,9.04362581417746e-71,6.261629480974309e-07,4.1223154578136865e-07,1.3589050757445075e-07,7.804059778162109e-08,0.00023504373968933102,5.343199775151034e-15,1.959735662695251e-24,2.8213296084434497e-13,1.3024634541270673e-20,5.006471531543186e-15,9.376085303764944e-38,2.685231361662069e-36,2.1810557940899216e-18,5.57494314476375e-38,1.2613342880873946e-20,4.886239076462518e-44,1.87833083219323e-36,2.2886277653831904e-39,3.314008633962885e-45,3.671853516511949e-44,6.258398608880326e-41,5.889061503807527e-38,1.216050472034808e-36,1.0402197940025232e-18,1.634124424783105e-15
7.493272683098098e-10,0.6085951824242327,1.3192325199659047e-25,1.1282351626079239e-17,1.4599985387210595e-29,1.5142513122748797e-23,0.0,0.0,2.854094577942866e-23,1.2337222183716242e-42,1.734901801420882e-20,2.3302024385573467e-31,2.859041703281755e-23,2.329538018749988e-61,1.0946066052444765e-50,1.0076267137350533e-43,2.3646417586106237e-51,1.780717006610685e-15,1.7449972863372146e-72,1.3893635132804756e-69,3.2261334377615707e-59,5.842808184374845e-62,3.1197918821139367e-47,1.2504195738186267e-65,2.9133498266915197e-41,3.696022145383686e-55,4.902145997290556e-55,2.3513713105259173e-64,2.7317336781849225e-100,3.563481054108904e-81,7.820997956435942e-39,4.122877976954003e-78,1.1235277001331772e-58,9.889672082588205e-77,3.76,0.0,0.5324887437954623,0.9997619288922454,7.94760627352661e-47,1.3229720964756828e-70,6.520715457230722e-07,4.2974060439894193e-07,1.4152096189444774e-07,8.080966576729289e-08,0.00023807110775033705,5.7987554061129396e-15,2.2144019285987276e-24,2.9755697874743763e-13,1.3900296221985416e-20,5.447255510669132e-15,1.1624475998851304e-37,3.290053452370319e-36,2.3780681014212334e-18,6.965959950182809e-38,1.3644288028254754e-20,6.237578255810695e-44,2.301646154397437e-36,2.831175157122497e-39,4.216314532941681e-45,4.676902495133392e-44,8.069948136193843e-41,7.329846355291724e-38,1.4918182518185385e-36,1.1237469858738847e-18,1.7807170503848486e-15
7.791001207796098e-10,0.6085951854035198,1.4933257734760417e-25,1.1842583681551111e-17,1.7176045864090733e-29,1.7102469357459217e-23,0.0,0.0,3.2236519421872826e-23,1.5738184423594292e-42,1.95606710128614e-20,2.7312661440354466e-31,3.228903295415243e-23,2.8610864583008275e-61,1.3988353048219928e-50,1.1867937281358442e-43,3.017714094118566e-51,1.9338182570002297e-15,2.51241805143284e-72,1.8392606272375032e-69,4.278875113908929e-59,7.748572721707434e-62,3.833587245449546e-47,1.8016582075073885e-65,3.5735161739000957e-41,4.72331956031345e-55,6.252740138182152e-55,3.1268542976724304e-64,4.445641049771702e-100,5.13580543392354e-81,9.593546257349597e-39,6.172951166682748e-78,1.490144815446211e-58,1.4820529247304274e-76,3.76,0.0,0.5324887178868664,0.9997591358952745,1.0466471986747707e-46,1.9067280664240413e-70,6.779801421070566e-07,4.472819679679917e-07,1.4715196946191384e-07,8.354587429207596e-08,0.00024086410472072905,6.273267198202118e-15,2.4903228423148774e-24,3.1294721919885737e-13,1.478983986014365e-20,5.90730302836252e-15,1.4296545305961988e-37,3.999362082849655e-36,2.5840154928412156e-18,8.63222943752807e-38,1.470840067568635e-20,7.887391528795882e-44,2.7981573296505084e-36,3.474206299913963e-39,5.3140028097049677e-45,5.901034254249151e-44,1.0306485022776668e-40,9.048709016593035e-38,1.8157080322500225e-36,1.2089053001853555e-18,1.9338183064401502e-15
8.088729732494098e-10,0.6085951883828066,1.6826309951249561e-25,1.2411797843360957e-17,2.0085125643449246e-29,1.9227474070408276e-23,0.0,0.0,3.624353753883862e-23,1.989285453537527e-42,2.1955353669072483e-20,3.1824083825319127e-31,3.629879446576768e-23,3.487902169474422e-61,1.7712468081730132e-50,1.3893543000278969e-43,3.815891069339374e-51,2.0934275562779056e-15,3.568980127383701e-72,2.409345229235967e-69,5.61516962195136e-59,1.0167351236130001e-61,4.675324112691884e-47,2.5603605781977914e-65,4.34934624237044e-41,5.981422331166092e-55,7.902412909826063e-55,4.1139349108350185e-64,7.10321368904422e-100,7.300497618086546e-81,1.1676731777181797e-38,9.103107439126381e-78,1.9555063265548624e-58,2.1874523288906954e-76,3.76,0.0,0.5324886919782716,0.9997565591249873,1.365012796204199e-46,2.7104202399748376e-70,7.038887372494178e-07,4.648552531278567e-07,1.5278352372314177e-07,8.624961328489237e-08,0.00024344087500762155,6.766769321219927e-15,2.7883644797541357e-24,3.2828907846401327e-13,1.5692344642536655e-20,6.386647318053408e-15,1.7452335355844458e-37,4.82616797058155e-36,2.7989137350056994e-18,1.061524806082144e-37,1.5804716614663764e-20,9.88634837153305e-44,3.376993373535268e-36,4.231568899216481e-39,6.639386337706488e-45,7.380796171635767e-44,1.3046458806736987e-40,1.108620454535858e-37,2.1938115080692508e-36,1.2955291622142347e-18,2.093427611860687e-15
8.386458257192098e-10,0.6085951913620935,1.8878483926374972e-25,1.2990006905997506e-17,2.3355754465899932e-29,2.1524396191418475e-23,0.0,0.0,4.057499174020848e-23,2.4930464661629186e-42,2.4540591668378345e-20,3.6876916402894577e-31,4.063261317758429e-23,4.2227959729465895e-61,2.2237252109408324e-50,1.617341619615143e-43,4.7841474018091707e-51,2.25954286473479e-15,5.006909875789465e-72,3.125436625166676e-69,7.296456932148741e-59,1.3210213592143244e-61,5.662108155909336e-47,3.592275484610766e-65,5.255553070609833e-41,7.510849332688271e-55,9.902385110402561e-55,5.3592294432183236e-64,1.1157568353811835e-99,1.0245529242212724e-80,1.4110086037387555e-38,1.3236174226611561e-77,2.541007325924994e-58,3.1833086379794766e-76,3.76,0.0,0.5324886660696784,0.9997541818417008,1.764105127116753e-46,3.803842631688627e-70,7.297973311501897e-07,4.82460081067004e-07,1.5841561820073664e-07,8.892126804754453e-08,0.0002458181582937285,7.27929553947935e-15,3.109394382371993e-24,3.4356963467749023e-13,1.6606950737030865e-20,6.8853188121188566e-15,2.1157852611254374e-37,5.784523191693288e-36,3.0227765006858523e-18,1.2960982210943375e-37,1.6932284154921628e-20,1.2291334660106164e-43,4.048016545714308e-36,5.118418726746111e-39,8.228600544130014e-45,9.15711057073747e-44,1.63792245188249e-40,1.3487053609254353e-37,2.632723776007751e-36,1.3834633144326007e-18,2.2595429269573938e-15
