Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41)
7.828433566788698e-09,0.8837368463591441,9.929524499272452e-08,5.880782445799104e-10,5.236687972409509e-10,3.842806552098515e-09,0.0,0.0,2.8718350584868685e-07,3.404298171648734e-11,4.626400390807434e-12,2.0694179582136485e-12,1.6090092019730212e-12,1.4347431887166462e-24,6.670252698374926e-17,2.6300867597441374e-10,5.955743062200816e-19,9.891814461599912e-10,1.6721461249478127e-24,5.133909844269679e-16,1.3103233855954103e-21,7.750436416764946e-21,8.881161689387326e-10,2.7181867821114054e-24,7.112479623927218e-18,5.005175845026493e-26,6.3018097102634675e-31,1.6403909630109406e-23,1.4205807528050968e-40,5.1533057462562945e-34,7.405165701721541e-17,5.3514806018819965e-34,6.26850638983807e-32,1.823506732085696e-33,3.76,0.0,0.8256705782814083,0.9974503139604015,8.523623245906373e-12,1.343466094767264e-23,0.003919856632788247,0.0030785079694362933,0.0007179556836163657,0.00012133955791026833,0.0025493951150256794,9.765545212734065e-07,3.0901472831997794e-12,4.3726661223498953e-08,4.445040382061341e-16,4.191384979226408e-09,9.29483401439681e-20,1.928593214590693e-18,4.6583270689902135e-11,1.570279222078742e-19,2.625548875846439e-12,5.1459378903038583e-26,2.736517690748615e-18,3.1719897698980775e-21,7.909629486097895e-20,9.291603086012114e-19,3.2805519805438724e-27,2.6481239047521393e-26,1.7768314094394296e-22,5.920147298385231e-13,9.883351512351077e-10,4.985318462271204e-13,2.2415851717461167e-07,2.9230934894343517e-08,4.8922789491056614e-08,2.2608659079536854e-10,5.789261817720313e-08,3.0223405590265165e-08,1.4783449073923237e-08,7.245117010064798e-10,6.490350803376475e-09,6.264597502069024e-11,1.5551784556695543e-08,4.9080358319431095e-14,1.4393562096778496e-08,4.811600806154853e-13,9.5322733625759e-15
8.014279903496322e-09,0.8837515180119606,1.0412522070761795e-07,6.278044469147616e-10,5.623575698447074e-10,4.12395314032844e-09,0.0,0.0,2.939796695510026e-07,3.567088150784681e-11,4.9768180801120686e-12,2.229006097131882e-12,1.7375846171748938e-12,1.6122141707888166e-24,7.098293093811985e-17,2.7588396911067247e-10,6.68662699174605e-19,1.0374962900590899e-09,1.8850469563459347e-24,5.649471218326004e-16,1.4826452667073555e-21,8.758354255826621e-21,9.064819215943349e-10,3.1235772457528756e-24,7.592305269961771e-18,5.773974866038811e-26,7.310601343941251e-31,1.851406397757282e-23,1.8357780308343682e-40,6.2433241613079105e-34,7.936535525238124e-17,6.613023560788031e-34,7.435908716538823e-32,2.2670161594231623e-33,3.76,0.0,0.825577758535557,0.997450306982843,9.361854967684251e-12,1.5092845481623997e-23,0.004012713302121428,0.003153929640405887,0.0007352932843543986,0.0001213385843409568,0.0025493951001907614,1.0246761675987445e-06,3.315694742168429e-12,4.373342528132047e-08,4.559619091638797e-16,4.398085601976503e-09,1.0652482333202435e-19,2.1693997944837473e-18,4.891565433810774e-11,1.7997952945623503e-19,2.7343429720525313e-12,5.925685858942624e-26,3.0912717676639147e-18,3.5971599341365234e-21,8.980595063265038e-20,1.0381294199078817e-18,3.77691725783312e-27,3.0492575058361134e-26,2.0851338753581412e-22,6.068955892191078e-13,1.0365845527165785e-09,5.333642596493809e-13,2.296466140254664e-07,2.956472311890603e-08,5.102474813873786e-08,2.415024985424703e-10,6.047663230586222e-08,3.1482493781849817e-08,1.525961252774911e-08,7.460039179754932e-10,6.6648499418332125e-09,6.597896578953581e-11,1.6258816606020447e-08,5.116351274083496e-14,1.506880435903524e-08,5.057307499635803e-13,1.0222979869986649e-14
8.200126240203945e-09,0.8837661882238678,1.0907299419970515e-07,6.69246946526e-10,6.029364420612526e-10,4.4185910640591125e-09,0.0,0.0,3.0077490554374546e-07,3.733644923300203e-11,5.3443219880090775e-12,2.396291148197944e-12,1.87282997159287e-12,1.8081305112763537e-24,7.547079915316355e-17,2.8900581720162137e-10,7.485929272962451e-19,1.0869650390343217e-09,2.118599441301012e-24,6.202876851205079e-16,1.6721693988772992e-21,9.865101548720587e-21,9.245836710156619e-10,3.577322158719042e-24,8.091280300005286e-18,6.638216163272857e-26,8.450935299394218e-31,2.0832699433656723e-23,2.3575576285204937e-40,7.529040096958224e-34,8.491967309233093e-17,8.128650292033734e-34,8.784235189405687e-32,2.8033967269343968e-33,3.76,0.0,0.8254849491110152,0.9974503000025312,1.0260796229949996e-11,1.6906996484251684e-23,0.0041055607029258845,0.0032293427290591556,0.0007526296327988844,0.00012133582651351098,0.002549395083422181,1.0739625239896887e-06,3.551792941016567e-12,4.3739187927507326e-08,4.674182326172657e-16,4.60978125366172e-09,1.216974686005389e-19,2.433572061326016e-18,5.1306558627965664e-11,2.0562977359429644e-19,2.844556411496709e-12,6.800614777107969e-26,3.482031870708082e-18,4.0670435533712815e-21,1.016539733644821e-19,1.1567774357620368e-18,4.3337777360502296e-27,3.499339299484432e-26,2.4378868473014506e-22,6.217749499315963e-13,1.0859847016308226e-09,5.69710779667228e-13,2.3514289998998655e-07,2.9895474603662365e-08,5.316476136698141e-08,2.575702299092197e-10,6.311331229550893e-08,3.275800820828087e-08,1.5737465416868387e-08,7.6759553601815e-10,6.839217864849024e-09,6.939689059212215e-11,1.6981280099311835e-08,5.32893705213595e-14,1.5759468586717987e-08,5.308542247191264e-13,1.0946352208758485e-14
8.385972576911569e-09,0.8837808569951133,1.1413868226584506e-07,7.124398991983365e-10,6.454528704245159e-10,4.727043886293888e-09,0.0,0.0,3.0756921592224064e-07,3.903966138386051e-11,5.729292244394869e-12,2.5714175904530107e-12,2.014906897040116e-12,2.0241068312309153e-24,8.017544745493669e-17,3.0236981263214893e-10,8.358123817495017e-19,1.1375876291567446e-09,2.3741979174042255e-24,6.795922215404737e-16,1.8800751106414556e-21,1.107722579014099e-20,9.424250663060938e-10,4.083801179658885e-24,8.609627180031959e-18,7.607053220290561e-26,9.736263365567792e-31,2.3374366647616126e-23,3.0096608189073254e-40,9.039589317983382e-34,9.071924709813053e-17,9.941148579875025e-34,1.033610034898191e-31,3.4490911424744115e-33,3.76,0.0,0.8253921500063124,0.9974502930187252,1.1223353823524285e-11,1.8887341430634474e-23,0.004198398836257944,0.003304746978157479,0.0007699646963880923,0.00012133157586639733,0.0025493950654169495,1.1244134826557545e-06,3.7986647590600565e-12,4.3744112583584816e-08,4.788729472629624e-16,4.826471003179858e-09,1.3861021635389371e-19,2.722755273922073e-18,5.375605286221387e-11,2.3422177968761257e-19,2.9561539908789694e-12,7.779646011075622e-26,3.911476069901943e-18,4.585095479397463e-21,1.1472932525337763e-19,1.2856989026816474e-18,4.9567941956048015e-27,4.002955545852382e-26,2.8402496995499367e-22,6.366527728859305e-13,1.1365354755873186e-09,6.075992495263475e-13,2.4064738717433836e-07,3.022359049277773e-08,5.534269620085266e-08,2.7430129671200553e-10,6.58026499966456e-08,3.404949559439642e-08,1.6216930901627278e-08,7.892873248922718e-10,7.013454531639099e-09,7.289950498665293e-11,1.7719198666288115e-08,5.5458523069215627e-14,1.64655786097047e-08,5.56527041167179e-13,1.1703185128343768e-14
8.571818913619192e-09,0.8837955243259418,1.1932239472514436e-07,7.574173432981965e-10,6.899544297543475e-10,5.049635403450707e-09,0.0,0.0,3.143626027895902e-07,4.078049447428258e-11,6.132106971336445e-12,2.754527304213381e-12,2.1639762531773814e-12,2.2618786518156673e-24,8.510656961184461e-17,3.1597161126567777e-10,9.307852312480398e-19,1.1893639934012173e-09,2.6532904633369934e-24,7.430442866411669e-16,2.1075848979667127e-21,1.2401491463445352e-20,9.600097688420709e-10,4.647668806778494e-24,9.147561797172875e-18,8.690269733285238e-26,1.1181057070109655e-30,2.615421381057978e-23,3.8203454195522026e-40,1.0807585410535518e-33,9.67686717309987e-17,1.2099145764124803e-33,1.2116291605327912e-31,4.2229425726487606e-33,3.76,0.0,0.8252993612199767,0.9974502860309596,1.2252506325918579e-11,2.1044490288665186e-23,0.004291227703170155,0.003380142172709354,0.0007872984479274746,0.00012132607623627296,0.0025493950465965156,1.1760289322037525e-06,4.0565317776714764e-12,4.374833597919074e-08,4.903260018518983e-16,5.0481539039871745e-09,1.5741617518405103e-19,3.038668593145152e-18,5.62642050709728e-11,2.6601410791205224e-19,3.069101600159497e-12,8.872292470506235e-26,4.382411055483926e-18,5.154943519399212e-21,1.291254772361654e-19,1.4255091689215065e-18,5.652002079156671e-27,4.5649964815119877e-26,3.297841167531608e-22,6.515290253556529e-13,1.1882367502247173e-09,6.470575186521105e-13,2.461600888306076e-07,3.054944821220531e-08,5.755843088307815e-08,2.9170716609837483e-10,6.854464749767705e-08,3.5356514614529134e-08,1.6697937281085228e-08,8.110801330107799e-10,7.187560311235578e-09,7.64865651199238e-11,1.8472597252231364e-08,5.767159594518118e-14,1.7187159504051517e-08,5.827459334142246e-13,1.249427942055086e-14
8.757665250326815e-09,0.8838101902165977,1.2462423458275583e-07,8.042131981693559e-10,7.364888098962297e-10,5.3866896262514445e-09,0.0,0.0,3.2115506825612985e-07,4.255892504013816e-11,6.553142313667086e-12,2.9457596088294142e-12,2.320198130266204e-12,2.5233102101352082e-24,9.027423892452868e-17,3.2980693241314945e-10,1.0339925563343588e-18,1.2422940619896865e-09,2.9573794397168123e-24,8.108314335202993e-16,2.35596440461339e-21,1.3844878205403325e-20,9.773414407899069e-10,5.27386406217028e-24,9.705293651227553e-18,9.898306823698428e-26,1.2800860205465874e-30,2.918799316979102e-23,4.823103793016587e-40,1.2869435327102729e-33,1.0307249973125773e-16,1.4657723635354675e-33,1.4151916923117294e-31,5.146473117403896e-33,3.76,0.0,0.8252065827505377,0.9974502790389164,1.3351304306326652e-11,2.338943839274013e-23,0.004384047304711889,0.003455528133051489,0.0008046308647099583,0.00012131953165247424,0.0025493950272347083,1.228808758229724e-06,4.325614286879229e-12,4.375197252245363e-08,5.017773535500601e-16,5.274828996677081e-09,1.7827796807441292e-19,3.3831065942839085e-18,5.883108207341195e-11,3.0128133060139026e-19,3.183366190393292e-12,1.0088681931723093e-25,4.897774960234468e-18,5.780392416277867e-21,1.4494051423153519e-19,1.576844585158228e-18,6.425826233115264e-27,5.190668299107983e-26,3.8167682261891436e-22,6.664036799722914e-13,1.241088399537742e-09,6.881134672083336e-13,2.5168101929367864e-07,3.087340288053656e-08,5.981185421331358e-08,3.097992639320949e-10,7.133931653451644e-08,3.667863561875229e-08,1.718041751102252e-08,8.329748808199792e-10,7.3615359169388194e-09,8.015782792457214e-11,1.9241502038625326e-08,5.992924785104489e-14,1.7924237524052616e-08,6.095078278034927e-13,1.3320442169623369e-14
8.943511587034439e-09,0.8838248546673241,1.3004429818081114e-07,8.528612625554545e-10,7.851038125146081e-10,5.738530761052716e-09,0.0,0.0,3.279466144389005e-07,4.437492963935702e-11,6.992772469640253e-12,3.1452513003760696e-12,2.483731852284946e-12,2.810402676897305e-24,9.56889095976591e-17,3.438715586459995e-10,1.1459324764925441e-18,1.2963777626814205e-09,3.288022031785555e-24,8.831452021065813e-16,2.6265223744237142e-21,1.5414578805831778e-20,9.944237356463622e-10,5.9676202333959534e-24,1.0283026040866566e-17,1.1242290802944103e-25,1.4612342977157783e-30,3.2492067280410615e-23,6.0574733064142336e-40,1.526567467904277e-33,1.096352424957282e-16,1.76790790500408e-33,1.6472558436195658e-31,6.244186474621524e-33,3.76,0.0,0.8251138145965239,0.9974502720423595,1.4522870525812224e-11,2.5933569151304636e-23,0.004476857641929832,0.0035309047090606766,0.0008219619277800494,0.00012131211285766034,0.002549395007523322,1.2827528438141155e-06,4.606131292060922e-12,4.375511795627144e-08,5.132269665645239e-16,5.506495311138732e-09,2.0136808253692903e-19,3.757940774557813e-18,6.145674953389766e-11,3.40314615454857e-19,3.2989157422033605e-12,1.1439580642228966e-25,5.460640165548217e-18,6.465427805575023e-21,1.622772397601167e-19,1.7403627031293394e-18,7.285095826324999e-27,5.885505271365461e-26,4.403656043399409e-22,6.812767138689032e-13,1.2950902961510618e-09,7.307950303811966e-13,2.5721019391689773e-07,3.119578863552761e-08,6.210286492632052e-08,3.2858897797799474e-10,7.418667793530911e-08,3.801544035988694e-08,1.7664308772531996e-08,8.549725552168607e-10,7.535382351530932e-09,8.391305128430882e-11,2.0025940369708293e-08,6.223216968741487e-14,1.8676840038347135e-08,6.368098369456429e-13,1.4182486998287177e-14
9.129357923742062e-09,0.8838395176783622,1.3558267533812914e-07,9.03395213050576e-10,8.358473479358277e-10,6.105483191586772e-09,0.0,0.0,3.347372434611353e-07,4.622848485197333e-11,7.451369721560508e-12,3.3531366891995687e-12,2.654735980353394e-12,3.1253027869970312e-24,1.0136141790311268e-16,3.581613354783401e-10,1.2671202703009821e-18,1.3516150210178907e-09,3.64683079644001e-24,9.601811084721655e-16,2.920610576988598e-21,1.7117997052109093e-20,1.0112602905030186e-09,6.734474668671617e-24,1.0880956244639523e-17,1.2734061495543345e-25,1.663335780488714e-30,3.6083415001291014e-23,7.5699484223147e-40,1.8041323452569553e-33,1.1646137045331561e-16,2.123323221662432e-33,1.911043206079727e-31,7.543896201202589e-33,3.76,0.0,0.8250210567564648,0.997450265041115,1.5770400132748952e-11,2.8688656593447815e-23,0.004569658715868395,0.0036062717753299963,0.0008392916213205713,0.00012130396274212815,0.002549394987592193,1.3378610699344466e-06,4.89830052071113e-12,4.375785240557593e-08,5.246748109959766e-16,5.743151868357246e-09,2.2686922458841746e-19,4.165121055849285e-18,6.414127201330423e-11,3.834223147407922e-19,3.415719234927817e-12,1.293641719970459e-25,6.0742160914087854e-18,7.21422014920371e-21,1.8124327994825608e-19,1.916742472324603e-18,8.237059441678609e-27,6.655382015980694e-26,5.06567902099189e-22,6.961481079532656e-13,1.35024231154788e-09,7.751302223889951e-13,2.627476290073026e-07,3.1516919881096014e-08,6.44313711068786e-08,3.4808766089782386e-10,7.708676109824636e-08,3.936652172209892e-08,1.814955208616352e-08,8.770742048524028e-10,7.7091008616668e-09,8.775199417186851e-11,2.0825940684425893e-08,6.458108367701666e-14,1.944499546983333e-08,6.646492534632329e-13,1.5081234309908057e-14
9.315204260449686e-09,0.8838541792499521,1.4123944948020587e-07,9.558486025793176e-10,8.887674320369414e-10,6.487871461083271e-09,0.0,0.0,3.415269574517642e-07,4.811956728016456e-11,7.929304466311785e-12,3.569547637246252e-12,2.833368316412241e-12,3.470311893724799e-24,1.0730298314412287e-16,3.726721709433114e-10,1.3980884888203196e-18,1.4080057605298432e-09,4.0354742160639594e-24,1.0421386341732531e-15,3.239623708152752e-21,1.8962745428569012e-20,1.027854719737404e-09,7.58027862187591e-24,1.1499275696908796e-17,1.4386201126947207e-25,1.888299680624776e-30,3.9979637241400403e-23,9.415004229659546e-40,2.1246262816709253e-33,1.235553134385488e-16,2.539878458516886e-33,2.2100553170392815e-31,9.077081012000233e-33,3.76,0.0,0.8249283092288892,0.9974502580350604,1.7097160853571723e-11,3.1666867759409265e-23,0.0046624505275700626,0.0036816292271444956,0.0008566199321410783,0.00012129520087749512,0.002549394967519287,1.3941333158095714e-06,5.202338429263841e-12,4.376024291957773e-08,5.36120861880398e-16,5.9847976819163705e-09,2.5497467646791253e-19,4.6066772827078805e-18,6.68847130161618e-11,4.3093056032613576e-19,3.533746616474069e-12,1.4591306698437203e-25,6.741851970443089e-18,8.031128646230995e-21,2.019511869218346e-19,2.1066844348291684e-18,9.289400336214636e-27,7.506525897775481e-26,5.810592935061942e-22,7.110178462976906e-13,1.4065443162608055e-09,8.211471602187969e-13,2.6829334176118534e-07,3.183709245957371e-08,6.679728963926393e-08,3.6830663306835304e-10,8.003960350044588e-08,4.0731483451886976e-08,1.8636091966755663e-08,8.992809361693129e-10,7.882692899873354e-09,9.167441676436853e-11,2.1641532453271893e-08,6.697674254961014e-14,2.0228733239150177e-08,6.930235435431706e-13,1.601751152690506e-14
9.50105059715731e-09,0.883868839382334,1.4701469776090974e-07,1.0102548589074783e-09,9.439121831770168e-10,6.886020254745289e-09,0.0,0.0,3.4831575854493664e-07,5.0048153548285545e-11,8.426945245713711e-12,3.794613595109683e-12,3.019785907109822e-12,3.847895456840676e-24,1.1352520842961954e-16,3.8740003508571253e-10,1.5393870624339396e-18,1.4655499029131826e-09,4.455677261696718e-24,1.1292212156177765e-15,3.5849992668087345e-21,2.0956642680650257e-20,1.0442106098671954e-09,8.511207143736991e-24,1.2138170158836718e-17,1.6212063782068314e-25,2.1381650991823553e-30,4.4198962463721166e-23,1.1656241876281651e-39,2.4935633680833736e-33,1.3092146106286052e-16,3.0263728262932243e-33,2.548090838796807e-31,1.087926858881655e-32,3.76,0.0,0.8248355720123258,0.9974502510241082,1.8506493178901703e-11,3.4880764940412933e-23,0.004755233078075684,0.0037569769771099927,0.0008739468492493234,0.00012128592731462213,0.0025493949473479965,1.4515694591880526e-06,5.518460209952161e-12,4.3762345601390354e-08,5.475650983861749e-16,6.231431759257522e-09,2.858886579932075e-19,5.084720715681005e-18,6.968713503424083e-11,4.831838643561576e-19,3.6529687739050605e-12,1.6417075135863623e-25,7.467039606251198e-18,8.920705120986313e-21,2.245185415973287e-19,2.3109109184112922e-18,1.0450251865088358e-26,8.445529564359936e-26,6.646768186037628e-22,7.258859156286785e-13,1.463996180031662e-09,8.68874087092048e-13,2.7384735020063977e-07,3.2156584753904865e-08,6.920054568916313e-08,3.892571852327108e-10,8.304525023592138e-08,4.210993989215734e-08,1.9123876114388292e-08,9.215939100396775e-10,8.056160092763653e-09,9.568008054024057e-11,2.2472746119542267e-08,6.941992878472958e-14,2.1028083711493572e-08,7.219303403809904e-13,1.699215332556843e-14
9.686896933864933e-09,0.8838834980757462,1.5290849117717162e-07,1.0666472831839738e-09,1.001329819168177e-09,7.300254382557539e-09,0.0,0.0,3.5510364887956277e-07,5.2014220302897846e-11,8.944658776654924e-12,4.0284616387493276e-12,3.214145047859951e-12,4.260692974692174e-24,1.200400812666348e-16,4.0234095938767155e-10,1.6915834013473845e-18,1.5242473681789065e-09,4.9092219680356186e-24,1.2216362334592562e-15,3.958217409345207e-21,2.3107711253061184e-20,1.0603315153670819e-09,9.533769015779116e-24,1.2797819884551657e-17,1.8225805441178466e-25,2.4151071201545175e-30,4.876025195307316e-23,1.4367667069618556e-39,2.9170257665964466e-33,1.385641630834536e-16,3.5926308901035846e-33,2.929263355228095e-31,1.2990449416788726e-32,3.76,0.0,0.8247428451053038,0.9974502440081873,2.00018105451007e-11,3.834330777297413e-23,0.004848006368424706,0.0038323149523237523,0.0008912723634916305,0.00012127622577111263,0.0025493949271055555,1.5101693765901747e-06,5.8468797976920874e-12,4.376420739535169e-08,5.590075031401649e-16,6.483053102736557e-09,3.1982669146041286e-19,5.601445520018263e-18,7.254859958704231e-11,5.405457254185813e-19,3.773357504771124e-12,1.8427284072316669e-25,8.253416116201941e-18,9.887697888763862e-21,2.4906805587717714e-19,2.5301662279343766e-18,1.172821306506012e-26,9.479363611756045e-26,7.5832241691848485e-22,7.407523048980509e-13,1.5225977719454896e-09,9.183393956619169e-13,2.794096731115289e-07,3.247565872406394e-08,7.164107221607132e-08,4.109505809950069e-10,8.610375358084497e-08,4.350151571990122e-08,1.961285513749633e-08,9.440143389002535e-10,8.229504214406691e-09,9.97687483609001e-11,2.3319613044608175e-08,7.191145390878791e-14,2.1843078146556487e-08,7.513674375831129e-13,1.800600186742396e-14
9.872743270572556e-09,0.8838981553304255,1.5892089467780454e-07,1.125059048514237e-09,1.0610686542841916e-09,7.7308987624091e-09,0.0,0.0,3.6189063059887366e-07,5.401774421279494e-11,9.482809980966846e-12,4.271216505847797e-12,3.416601287043941e-12,4.711528370429801e-24,1.268599739775571e-16,4.174910361398325e-10,1.8552624899448895e-18,1.5840980747811064e-09,5.397948022739817e-24,1.3195950020163098e-15,4.360800783031667e-21,2.542417461061709e-20,1.0762209552985355e-09,1.0654816723835698e-23,1.3478399782614945e-17,2.0442414600375423e-25,2.7214430813053172e-30,5.368300485395286e-23,1.763511353340647e-39,3.401708115795623e-33,1.464877297696382e-16,4.249594401274888e-33,3.3580197914798386e-31,1.545552220745463e-32,3.76,0.0,0.8246501285063524,0.997450236987232,2.1586599511304426e-11,4.206785519262227e-23,0.004940770399655385,0.003907643092003851,0.0009085964672515976,0.00012126616630207225,0.0025493949068127525,1.569932943510709e-06,6.187809876980519e-12,4.3765867584617995e-08,5.704480616626333e-16,6.739660710509457e-09,3.570159699955425e-19,6.159130249789803e-18,7.546916725955328e-11,6.033992400352567e-19,3.894885489191981e-12,2.063625553744076e-25,9.104766658877966e-18,1.0937055599380135e-20,2.757276742563458e-19,2.7652168351615195e-18,1.3132364393382735e-26,1.06153893766279e-25,8.62966477634352e-22,7.556170049210618e-13,1.5823489605427663e-09,9.695716509457498e-13,2.84980329983148e-07,3.2794560881585594e-08,7.411880951439223e-08,4.3339805916739263e-10,8.92151725844734e-08,4.4905845687846994e-08,2.010298230474328e-08,9.665434843089741e-10,8.402727164061062e-09,1.0394018453951874e-10,2.418216545688092e-08,7.445215784339718e-14,2.267374865140347e-08,7.813327825780611e-13,1.9059907027278808e-14
9.999999999999999e-09,0.8839128111466089,1.6310628359444836e-07,1.1662378488073985e-09,1.1033381900254135e-09,8.035412213094219e-09,0.0,0.0,3.6653743675267953e-07,5.541123399840163e-11,9.863280641101416e-12,4.442641682496237e-12,3.559981906458628e-12,5.043724856314345e-24,1.317123456497927e-16,4.2798357682974984e-10,1.974274064953436e-18,1.6257455012784797e-09,5.7538692572103045e-24,1.3899800674501382e-15,4.6542105448017955e-21,2.71100935822603e-20,1.0869694044571439e-09,1.148295714798115e-23,1.3956581664830878e-17,2.208538122958633e-25,2.9494253976951903e-30,5.727268402172382e-23,2.0243822290624072e-39,3.77267017154514e-33,1.5207753683869773e-16,4.757986917863471e-33,3.6815163563604555e-31,1.7373310891457992e-32,3.76,0.0,0.8245866475333161,0.9974502321767569,2.2725212914804657e-11,4.4776420361777684e-23,0.0050042844563676706,0.003959217707851995,0.000920458185960586,0.00012125910237041156,0.0025493948928965123,1.6115266834477893e-06,6.428584232176903e-12,4.3766905290783364e-08,5.782808174894718e-16,6.918246220632143e-09,3.8447934782737726e-19,6.565843123942018e-18,7.750312352360099e-11,6.498126261223593e-19,3.978744197198068e-12,2.227124355959438e-25,9.727224754345642e-18,1.1705754585481123e-20,2.9526832428579435e-19,2.9356828784595998e-18,1.417155584033416e-26,1.1456209801900493e-25,9.414996973585346e-22,7.657945059575623e-13,1.6239261153662917e-09,1.0056865338380306e-12,2.8879960827703885e-07,3.3012947681885814e-08,7.583685535647207e-08,4.492095328159904e-10,9.137624642407918e-08,4.5874621733630304e-08,2.0439232096145277e-08,9.820335108094437e-10,8.521271273323593e-09,1.0684416105557429e-10,2.4781855545568588e-08,7.622069712459204e-14,2.32516023672553e-08,8.021550101235905e-13,1.9805107178030183e-14
1.005858960728018e-08,0.8839128111466089,1.6505196726743506e-07,1.1855231985653469e-09,1.1231770963048735e-09,8.178278403516312e-09,0.0,0.0,3.6867670584999857e-07,5.6058701969023325e-11,1.0041762015008608e-11,4.523000631780435e-12,3.6273094303344642e-12,5.2034208421688265e-24,1.339976439484562e-16,4.3284641776839697e-10,2.0310269751892615e-18,1.6451019397263877e-09,5.923753372460807e-24,1.42331275871705e-15,4.794314339564496e-21,2.791445444998147e-20,1.0918824106280385e-09,1.1881556468047744e-23,1.4180079572908464e-17,2.287774348420336e-25,3.0596390253199766e-30,5.898736298428588e-23,2.1557824050120746e-39,3.954964311088701e-33,1.5469643226655102e-16,5.0094198686553974e-33,3.8391594622725496e-31,1.832477250691075e-32,3.76,0.0,0.8245574222140002,0.9974502299611832,2.3264419931980952e-11,4.6068167251671904e-23,0.005033525172804951,0.003982961345508136,0.0009259191541983323,0.00012125580753200518,0.0025493948864849865,1.6308600345883391e-06,6.541461888799381e-12,4.376735904269659e-08,5.818867618946766e-16,7.001253577272909e-09,3.9769572927004535e-19,6.7601393274568044e-18,7.844889773757307e-11,6.721477193297524e-19,4.017526262688838e-12,2.305909717695614e-25,1.0025027146352917e-17,1.2073931058846202e-20,3.0463067484695375e-19,3.016851567014524e-18,1.4672283618104386e-26,1.1861371851874179e-25,9.796515039584417e-22,7.704800080721538e-13,1.6432496139132296e-09,1.0225996129962804e-12,2.905593409497787e-07,3.311352320583099e-08,7.663370478157715e-08,4.566108359780898e-10,9.237957268422323e-08,4.6322574370379986e-08,2.0594213322644383e-08,9.891826548591465e-10,8.57583094761445e-09,1.0819415489886504e-10,2.5060436404178583e-08,7.704290830197203e-14,2.3520128136103536e-08,8.118244700783453e-13,2.0154726618077924e-14
1.0244435943987803e-08,0.8839274655245314,1.7130176210640303e-07,1.2480726462031924e-09,1.187703643594803e-09,8.642718390133561e-09,0.0,0.0,3.754618767835623e-07,5.813707028490006e-11,1.0621876298937172e-11,4.783934185174285e-12,3.846423545120888e-12,5.739596186630894e-24,1.414662337145136e-16,4.4840331612742924e-10,2.219497249249072e-18,1.7072588786676866e-09,6.48859484801871e-24,1.533008653567726e-15,5.260365129963875e-21,3.058716781026513e-20,1.107319322120256e-09,1.3221558206358256e-23,1.4903023939062214e-17,2.5548539858130267e-25,3.432316334362013e-30,6.46941154309335e-23,2.6250202480432466e-39,4.584856726435838e-33,1.6319450295617834e-16,5.885582064916015e-33,4.377853754029821e-31,2.1654386122715395e-32,3.76,0.0,0.8244647262267761,0.997450222929987,2.503890512506051e-11,5.035840680560854e-23,0.005126270688909757,0.004058269670679661,0.0009432404190762068,0.00012124519851889045,0.002549394866131345,1.6929505237471584e-06,6.908046037518438e-12,4.376870927872678e-08,5.933235938033997e-16,7.267830694883263e-09,4.4211762249254755e-19,7.4069245189321e-18,8.148784984088525e-11,7.472153107202397e-19,4.141254189764163e-12,2.571172763347835e-25,1.1018286941487627e-17,1.3303685029421521e-20,3.3591576982801307e-19,3.2858817923456783e-18,1.6358061855820425e-26,1.3225492722352378e-25,1.1094958927012557e-21,7.853413080307896e-13,1.7052995997742585e-09,1.0774522593154565e-12,2.961467267343031e-07,3.3432764005456795e-08,7.918571171171135e-08,4.806001071485416e-10,9.559702534344821e-08,4.7751355913981934e-08,2.1086506136182344e-08,1.0119332043933951e-09,8.748817662128536e-09,1.1253042682000718e-10,2.5954459709222605e-08,7.968460023181106e-14,2.438225027195369e-08,8.428407356292912e-13,2.129132661269784e-14
