Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642)
3.331891489284179e-05,0.8232798904475116,0.00098373184872569,0.0005557482176920502,0.000690689372296653,0.04974718898264791,0.0,0.0,0.0019821051834561076,0.0001485127872299085,0.09833459319115051,0.0023666086811408725,0.00026783472682117247,1.3820124441764648e-10,6.262859787473644e-08,6.688614292623199e-06,0.0006316680837971267,0.005875211346977917,7.84192222130683e-09,5.251445198683889e-09,5.762729125867601e-07,3.6789077095917933e-10,2.5300563458678536e-07,2.5323487850127203e-05,1.899797292032861e-07,7.521477608126223e-07,9.748336544570427e-09,1.1912353233019458e-05,9.369816718136632e-06,3.524813478637987e-08,4.4832817528211305e-07,3.1367439204895096e-10,3.1533650098533476e-09,7.369329151894057e-07,3.76,0.0,0.057058326986927484,0.8888766957691112,0.07209242673588553,0.002124362471174391,0.5234260392570579,0.18369237466134827,0.15997604733641071,1.4618024923039938e-06,0.0008842811137691291,0.034411868020778225,2.1326023444293658e-07,6.597339853711844e-10,1.5741519329264514e-14,0.003476148730899283,1.838511612808923e-07,1.084385607147315e-07,0.0007706461866088046,1.958003592081876e-07,6.609970235702327e-09,1.6494727806295473e-13,1.7161348128748207e-07,4.792200088037559e-10,1.6220772575914218e-08,5.896066928828965e-08,9.754424635051668e-15,9.572460650906086e-14,3.315437410308187e-06,1.9215660368474413e-11,0.01829056806240219,0.008926971589286731,8.255733599080608e-05,1.963001046688948e-05,0.0005486339025222038,0.002206751163269224,0.038542415763843284,0.00010628523090009618,2.4615274900906757e-05,0.00012740266053510273,0.0005917429889398209,0.0008028053304041123,0.06558628253621265,0.0025320958983262756,0.007302407442462242,2.0256496241544192e-08,0.022236880119027396,3.0336037001149752e-05,7.722756948882669e-07,1.5432253642804038e-11,5.349811092776415e-09,4.728010213961257e-05,0.0005965388738653922,1.3239119418808758e-05,2.397153321382902e-12,4.161844075776881e-08,0.0007611685871940041,0.009191866786087119,1.8133502458954574e-07,8.74928436565693e-09,0.0075399023767771,2.7010637076459054e-06,6.088390524907389e-11,1.1152831884308161e-06,2.1637693084848548e-10,1.9700036851846e-07,1.6672130337106395e-08,9.517211997201867e-11
3.339166206616857e-05,0.8233894267658779,0.0009837549266936386,0.0005559830202401444,0.0006907862970270231,0.04983046153718265,0.0,0.0,0.001977384769811335,0.00014809054297630213,0.09872676744975245,0.002376547607850061,0.0002678840784849632,1.384635364722566e-10,6.271852359364517e-08,6.697724560825536e-06,0.0006318443925602384,0.005894128051110116,7.91241801337395e-09,5.268722123533129e-09,5.820863129290367e-07,3.699324048986545e-10,2.5325097057093583e-07,2.5426992151149394e-05,1.8960166487909556e-07,7.58859004114791e-07,9.813040752850328e-09,1.198938793973197e-05,9.406861013478484e-06,3.534588017468454e-08,4.4898126248344015e-07,3.1412374921570395e-10,3.1718954995219897e-09,7.405417462619697e-07,3.76,0.0,0.056717064185274675,0.8884866881880575,0.07234626782621738,0.0021303568842993624,0.5238707117697197,0.18331664789699859,0.1601305142179604,1.4552753116539545e-06,0.0008838931218977561,0.03452736968124655,2.1397903703225545e-07,6.586263782858562e-10,1.570033905444054e-14,0.0034794988076158767,1.8510813202532048e-07,1.0917407706493018e-07,0.0007698572331223971,1.9713027217804402e-07,6.5831074744788366e-09,1.6598007124897494e-13,1.72773833055374e-07,4.824602355914337e-10,1.6330449133319008e-08,5.935892657578214e-08,9.815500405628035e-15,9.632397561912459e-14,3.3398111345431503e-06,1.9223217909581516e-11,0.018382351971032815,0.00894074543787036,8.229954687227143e-05,1.956961170695549e-05,0.0005470322662174836,0.0022016082536539263,0.038566467690294794,0.00010607007127160752,2.45968430487394e-05,0.000127249384001485,0.0005916588045113104,0.0008023125424383432,0.06581440912556165,0.0025343856189730153,0.007298003962709482,2.018580437086235e-08,0.022295689311450793,3.0417956749285893e-05,7.713605422719447e-07,1.541396504380663e-11,5.330062535299093e-09,4.731250475617922e-05,0.0005954945076223249,1.3223132862280653e-05,2.3943123546806575e-12,4.1576191724808494e-08,0.0007603049866579743,0.009209562577464466,1.8102576009346508e-07,8.717584688210908e-09,0.007550834301246437,2.7068582638737392e-06,6.074256807906329e-11,1.1167914529852092e-06,2.1663079980781966e-10,1.9663115700072892e-07,1.673915864762886e-08,9.576104578201786e-11
3.346440923949535e-05,0.8234986853803034,0.0009837784304435376,0.0005562163434982823,0.0006908840380477584,0.049913371316568325,0.0,0.0,0.0019726798742135824,0.00014766893410966808,0.0991187669098227,0.002386489235784559,0.0002679325608790192,1.38725164039425e-10,6.280803110797229e-08,6.706780328933359e-06,0.0006320155045561163,0.005912986084646799,7.983271656690587e-09,5.285981790752098e-09,5.879339164986791e-07,3.719761447494145e-10,2.5349433095369e-07,2.5530314848889816e-05,1.892233507374434e-07,7.655982086614557e-07,9.877856515166709e-09,1.2066518027498457e-05,9.443767495871984e-06,3.544310875092156e-08,4.49631311071439e-07,3.14569989553862e-10,3.1904405452234875e-09,7.441488961455699e-07,3.76,0.0,0.056377849261583596,0.8880969012522663,0.07260000403657722,0.0021363338493658535,0.5243140396995896,0.182940970563462,0.16028389558628356,1.4487806004228108e-06,0.0008835053495429443,0.03464280698088798,2.1469744477117914e-07,6.575198081537683e-10,1.5659211370904143e-14,0.0034827935538471254,1.863687680674068e-07,1.0991168784480594e-07,0.0007690549615526634,1.9846398236268737e-07,6.556343473930642e-09,1.6701498294122598e-13,1.739374587018754e-07,4.857096043115523e-10,1.64404351312461e-08,5.97583043957453e-08,9.876701456605227e-15,9.692457422640713e-14,3.3642859709010582e-06,1.9230638185533155e-11,0.01847419387091447,0.008954396769848631,8.204326909266848e-05,1.9509569696297084e-05,0.0005454418069908424,0.002196466101284522,0.03859017983839082,0.00010585502442298772,2.4578363168745423e-05,0.0001270960275088504,0.0005915732583484675,0.0008018180298454954,0.06604240887429179,0.0025366560673798747,0.0072935168475464895,2.0115607230928217e-08,0.022354264985872865,3.0499776520976098e-05,7.704448362924103e-07,1.5395665436642216e-11,5.3104347170351996e-09,4.7344637941946284e-05,0.0005944484708249426,1.3207096160286708e-05,2.3914696829781747e-12,4.153389534718716e-08,0.0007594384143159723,0.009227168396368581,1.8071615622732334e-07,8.686077960186415e-09,0.007561633629855629,2.712618991302517e-06,6.060122713289309e-11,1.1182871807401558e-06,2.1688230703928154e-10,1.9626132795452673e-07,1.6806118174726763e-08,9.635162366699615e-11
3.353715641282213e-05,0.8236076673639234,0.0009838024097293756,0.0005564482264893686,0.0006909826336386612,0.049995920004116255,0.0,0.0,0.0019679905656197223,0.0001472479918109996,0.09951058949918888,0.00239643354119001,0.0002679801927354606,1.3898615272000952e-10,6.289712922323364e-08,6.715782203433077e-06,0.0006321814796922637,0.005931785342257136,8.054483698014164e-09,5.303224164127376e-09,5.938157464524201e-07,3.7402198159362073e-10,2.5373574280474256e-07,2.563345525361371e-05,1.8884482079122452e-07,7.723652981571413e-07,9.942783295317348e-09,1.2143741894519067e-05,9.480535507228102e-06,3.553982234083273e-08,4.5027836231906965e-07,3.150131479558411e-10,3.2089999558257623e-09,7.477543231175545e-07,3.76,0.0,0.056040669981724446,0.8877073358029055,0.07285363538959894,0.002142293356337128,0.5247560288407626,0.18256534903874802,0.1604361953347897,1.4423181841862437e-06,0.0008831177975415389,0.03475817911893155,2.1541545260256148e-07,6.564142828686225e-10,1.561813672958994e-14,0.0034860331639471522,1.876330540036681e-07,1.1065138383945948e-07,0.0007682395328010575,1.9980147307611208e-07,6.529678426090329e-09,1.6805199601514723e-13,1.7510434358179742e-07,4.889680740624981e-10,1.65507291851981e-08,6.015879771305925e-08,9.93802677530086e-15,9.752639239325443e-14,3.3888619022591954e-06,1.923792190306785e-11,0.018566092980327156,0.008967926016906406,8.178849651350819e-05,1.944988297364934e-05,0.0005438624510186873,0.0021913248855552135,0.03861355453910416,0.00010564009871515801,2.4559837132207826e-05,0.00012694260104373977,0.0005914863939943855,0.0008013218606542691,0.06627028108132177,0.002538907408128498,0.007288946832285737,2.004590125371211e-08,0.022412607268435775,3.058149684855111e-05,7.695286436403489e-07,1.5377356153433704e-11,5.290927055063282e-09,4.7376505292524776e-05,0.0005934008296567722,1.3191010702856906e-05,2.388625513144424e-12,4.149155511558333e-08,0.0007585689529740967,0.00924468457429592,1.804062333347206e-07,8.654763274473052e-09,0.007572301246552793,2.7183460587069696e-06,6.045988918585581e-11,1.1197704338942866e-06,2.1713147083504453e-10,1.9589091418641808e-07,1.6873008116763774e-08,9.694385022699651e-11
3.360990358614891e-05,0.8237163738022276,0.0009838269127711405,0.0005566787075120307,0.0006910821213268842,0.050078109277830865,0.0,0.0,0.001963316908613689,0.00014682774639059065,0.09990223318583719,0.002406380501181074,0.0002680269924434151,1.3924652747084483e-10,6.298582668549915e-08,6.724730784873811e-06,0.0006323423773000816,0.005950525722549131,8.12605468806667e-09,5.320449210563847e-09,5.99731825533771e-07,3.7606990638368743e-10,2.5397523303719557e-07,2.573641269884412e-05,1.8846610889616722e-07,7.791601962559451e-07,1.0007820571777818e-08,1.222105794976561e-05,9.517164405917796e-06,3.5636022806440186e-08,4.5092245713677373e-07,3.1545325941231726e-10,3.2275735447144314e-09,7.513579861849889e-07,3.76,0.0,0.05570551418149762,0.8873179926528104,0.07310716192434631,0.0021482353958962403,0.5251966849557188,0.18218978961267232,0.160587417348731,1.4358878893790482e-06,0.0008827304667021943,0.03487348530573966,2.1613305554208932e-07,6.553098101648969e-10,1.5577115571212393e-14,0.0034892178334346804,1.8890097441969462e-07,1.1139315582500795e-07,0.0007674111067251444,2.0114272762146432e-07,6.5031125000685475e-09,1.690910933454691e-13,1.7627447303252975e-07,4.922356038940151e-10,1.6661329909031764e-08,6.056040148620613e-08,9.99947534898854e-15,9.812942018159156e-14,3.4135389088349497e-06,1.924506976556579e-11,0.01865804852755675,0.008981333611568627,8.15352227601026e-05,1.9390549998139262e-05,0.0005422941241761326,0.002186184782895948,0.038636594107253765,0.00010542530226638856,2.4541266797986696e-05,0.00012678911437147484,0.0005913982541867641,0.0008008241015097215,0.06649802506281828,0.002541139804250097,0.007284294649505067,1.997668284059436e-08,0.022470716293154877,3.066311885793724e-05,7.686120292154974e-07,1.5359038490886295e-11,5.271538909516898e-09,4.7408110429654594e-05,0.000592351648952716,1.3174877860510743e-05,2.385780046598975e-12,4.144917443140161e-08,0.0007576966839575848,0.009262111443901759,1.800960113054988e-07,8.62363959512708e-09,0.007582838037695002,2.7240396358398005e-06,6.031856082344115e-11,1.1212412746279334e-06,2.1737830962233836e-10,1.9551994837429766e-07,1.6939827681778562e-08,9.75377220614891e-11
3.3682650759475685e-05,0.8238248057702567,0.0009838519875060225,0.0005569078243907709,0.0006911825377998941,0.05015994081003437,0.0,0.0,0.0019586589642659447,0.00014640822735300833,0.10029369597405749,0.0024163300936583206,0.00026807297806736403,1.3950631321846936e-10,6.307413210481435e-08,6.733626667427353e-06,0.0006324982561820616,0.0059692071277141516,8.197985182727203e-09,5.337656897068449e-09,6.056821761118547e-07,3.7811991023671127e-10,2.5421282830227444e-07,2.583918653889094e-05,1.8808724841248152e-07,7.85982826624277e-07,1.0072967831229299e-08,1.2298464612095033e-05,9.553653565170363e-06,3.573171201641048e-08,4.5156363628747023e-07,3.158903593552748e-10,3.2461611270761227e-09,7.549598450085833e-07,3.76,0.0,0.05537236975983291,0.8869288725889282,0.07336058369463207,0.002154159959391949,0.5256360137779085,0.18181429849446867,0.16073756550566637,1.4294895432039828e-06,0.0008823433578078096,0.0349887247632731,2.1685024867473966e-07,6.542063976310543e-10,1.553614832501407e-14,0.003492347758864372,1.901725139181648e-07,1.1213699458440396e-07,0.0007665698422156536,2.0248772932466855e-07,6.476645848869067e-09,1.7013225788116512e-13,1.7744783240533072e-07,4.955121528974248e-10,1.67722359180364e-08,6.096311067751053e-08,1.0061046169332335e-14,9.873364769642855e-14,3.4383169683793415e-06,1.9252082474335715e-11,0.018750059749738746,0.00899461998710675,8.12834414613441e-05,1.933156921407523e-05,0.0005407367529059924,0.002181045967100156,0.03865930084329446,0.00010521064309508786,2.4522653987410098e-05,0.00012663557704773828,0.0005913088808814226,0.000800324817787515,0.06672564015094751,0.002543353417389538,0.007279561029505589,1.9907948441276943e-08,0.022528592200962823,3.0744642688577544e-05,7.676950562799024e-07,1.5340713711161446e-11,5.252269662878086e-09,4.743945689088319e-05,0.0005913009924371171,1.3158698984213768e-05,2.382933479188891e-12,4.1406756602288657e-08,0.0007568216871936346,0.009279449339257666,1.7978550953090576e-07,8.5927059328284e-09,0.007593244891195621,2.7296998932530513e-06,6.017724846317577e-11,1.1226997652954014e-06,2.176228420348255e-10,1.9514846275296137e-07,1.700657608291063e-08,9.813323576949848e-11
3.3755397932802464e-05,0.823932964342434,0.000983877680300364,0.0005571356141936218,0.0006912839191900898,0.05024141626883704,0.0,0.0,0.0019540167902705003,0.0001459894634604503,0.10068497590184766,0.002426282297250592,0.0002681181674016047,1.39765535021203e-10,6.316205404803938e-08,6.742470438936494e-06,0.0006326491746417092,0.005987829463225173,8.270275741524314e-09,5.3548471933478515e-09,6.116668202083475e-07,3.801719843730353e-10,2.5444855485083173e-07,2.5941776147258786e-05,1.8770827166904113e-07,7.928331129120535e-07,1.013822457096264e-08,1.2375960309597343e-05,9.590002372033335e-06,3.5826891860017945e-08,4.522019400184969e-07,3.163244821916504e-10,3.264762521686008e-09,7.585598598557184e-07,3.76,0.0,0.05504122467543678,0.8865399763743582,0.0736139007679219,0.0021600670387890994,0.5260740210137014,0.18143888181903928,0.1608866436758108,1.4231229735978593e-06,0.0008819564716175582,0.03510389672232359,2.1756702714627062e-07,6.531040527210022e-10,1.549523541517321e-14,0.003495423137749103,1.9144765711384277e-07,1.1288289091529372e-07,0.0007657158972511133,2.038364615277649e-07,6.450278610040898e-09,1.7117547261098155e-13,1.7862440707663975e-07,4.987976802324663e-10,1.6883445829799787e-08,6.136692025902214e-08,1.0122738230349542e-14,9.933906506585911e-14,3.4631960563310266e-06,1.9258960727301074e-11,0.018842125892327834,0.009007785577424775,8.103314618353822e-05,1.927293906046647e-05,0.0005391902636648256,0.002175908609462642,0.038681677033915174,0.00010499612894537611,2.4504000486231272e-05,0.00012648199843816497,0.0005912183152828198,0.0007998240737013284,0.06695312569261906,0.0025455484078760757,0.007274746700225872,1.983969450433188e-08,0.022586235139289697,3.082606952407517e-05,7.667777871208953e-07,1.5322383058022617e-11,5.233118704525197e-09,4.747054820187574e-05,0.0005902489227336211,1.3142475395090802e-05,2.3800860040178654e-12,4.1364304892326396e-08,0.0007559440413262451,0.009296698595456988,1.7947474714994597e-07,8.56196131870322e-09,0.007603522696566701,2.7353270022251407e-06,6.003595843273722e-11,1.1241459680700687e-06,2.1786508627372294e-10,1.9477648865052164e-07,1.7073252544337694e-08,9.87303879497209e-11
3.382814510612924e-05,0.8240408505992489,0.0009839040363517253,0.0005573621133967287,0.0006913863004774418,0.05032253731486206,0.0,0.0,0.0019493904393678824,0.00014557148248141706,0.10107607105314269,0.002436237091577508,0.00026816257782991853,1.4002421778569238e-10,6.324960108832322e-08,6.751262684017578e-06,0.0006327951902997823,0.0060063926390774396,8.34292693104201e-09,5.372020071986146e-09,6.176857793734366e-07,3.8222612031405863e-10,2.546824389005467e-07,2.604418092411902e-05,1.8732921117373156e-07,7.997109787703767e-07,1.0203590305467068e-08,1.2453543483251981e-05,9.626210232738105e-06,3.592156426977608e-08,4.528374088012529e-07,3.167556631127726e-10,3.283377552744474e-09,7.621579918390727e-07,3.76,0.0,0.05471206697091644,0.8861513047401455,0.07386711323002323,0.002165956626862221,0.5265107123322874,0.18106354561985732,0.1610346557182713,1.416788009537647e-06,0.0008815698088587207,0.03521900042734813,2.1828338618647385e-07,6.520027827075375e-10,1.545437725175361e-14,0.0034984441688738154,1.9272638860099484e-07,1.136308355927085e-07,0.0007648494285398825,2.0518890755136496e-07,6.424010896963731e-09,1.7222072053700417e-13,1.7980418237925338e-07,5.02092144938661e-10,1.699495825785643e-08,6.177182518609606e-08,1.0184550526843455e-14,9.994566242570681e-14,3.488176144959051e-06,1.9265705219286033e-11,0.01893424621234933,0.009020830817168746,8.078433004980932e-05,1.9214657870919605e-05,0.0005376545826422646,0.002170772877891036,0.038703724946413165,0.00010478176735959604,2.448530805156992e-05,0.00012632838767209623,0.0005911265977563922,0.0007993219318399319,0.06718048105458765,0.002547724934225032,0.007269852386263165,1.9771917474148196e-08,0.02264364526430475,3.090740057280047e-05,7.65860281654255e-07,1.5304047727594482e-11,5.214085370255331e-09,4.750138787124864e-05,0.0005891955009140598,1.3126208402059233e-05,2.3772378067754857e-12,4.132182244309767e-08,0.0007550638232894116,0.009313859548891558,1.7916374267532944e-07,8.531404680133296e-09,0.007613672345321538,2.7409211350242717e-06,5.989469681809689e-11,1.1255799452908314e-06,2.1810506088912633e-10,1.9440405758355845e-07,1.7139856296853715e-08,9.932917520067812e-11
3.390089227945602e-05,0.824148465601581,0.0009839311006250918,0.0005575873580318969,0.0006914897160386322,0.05040330560416651,0.0,0.0,0.001944779961910801,0.0001451543115526772,0.10146697953984155,0.0024461944568624516,0.00026820622649120166,1.4028238576160156e-10,6.333678150611917e-08,6.760003978772871e-06,0.0006329363603461931,0.006024896568006307,8.41593932102092e-09,5.389175504228538e-09,6.237390748688258e-07,3.842823096708899e-10,2.549145059402444e-07,2.6146400285260765e-05,1.8695009734503842e-07,8.066163478816936e-07,1.0269064548676388e-08,1.2531212581948927e-05,9.662276565011596e-06,3.6015731147288514e-08,4.5347008168274866e-07,3.1718393512954464e-10,3.302006044544194e-09,7.657542025698237e-07,3.76,0.0,0.054384884739060606,0.885762858397336,0.07412022117786453,0.002171828716914076,0.5269460933797119,0.18068829586789031,0.1611816054855434,1.4104844806121157e-06,0.0008811833702386848,0.03533403513177978,2.189993210789981e-07,6.509025947470893e-10,1.541357424477165e-14,0.00350141105179658,1.9400869300616177e-07,1.1438081943008912e-07,0.0007639705919925287,2.0654505075757467e-07,6.3978428152405314e-09,1.7326798474210537e-13,1.8098714371761224e-07,5.053955062524401e-10,1.710677182237631e-08,6.217782044140275e-08,1.0246482058398353e-14,1.0055342995868849e-13,3.5132572045174055e-06,1.9272316641317634e-11,0.01902641997359281,0.009033756141448003,8.05369866155357e-05,1.9156724127203513e-05,0.0005361296366546034,0.002165638938234872,0.03872544683660136,0.00010456756576006498,2.4466578382689608e-05,0.00012617475369558817,0.0005910337679365914,0.000798818453837539,0.06740770561620109,0.0025498831538518143,0.00726487881030543,1.970461384483761e-08,0.022700822737394398,3.0988636301777126e-05,7.649425996544284e-07,1.5285708914280605e-11,5.1951690567365156e-09,4.753197926053559e-05,0.0005881407872428265,1.3109899276771384e-05,2.3743890729923472e-12,4.127931239388173e-08,0.00075418110890431,0.009330932537008693,1.7885251456886384e-07,8.50103506830005e-09,0.007623694729644711,2.7464824643981866e-06,5.975346972065885e-11,1.1270017589768458e-06,2.1834278344178598e-10,1.940311991608931e-07,1.720638658501602e-08,9.992959412080228e-11
3.39736394527828e-05,0.8242558104241277,0.0009839589164678444,0.0005578113834114821,0.000691594199556004,0.050483722787099054,0.0,0.0,0.0019401854043299975,0.00014473797700621403,0.10185769951098826,0.002456154374129025,0.00026824913020700335,1.4054006234674642e-10,6.342360353435872e-08,6.768694893517744e-06,0.0006330727414005747,0.006043341166366583,8.489313484999566e-09,5.406313464532689e-09,6.298267275739732e-07,3.8634054388897994e-10,2.551447813441912e-07,2.624843366784644e-05,1.8657096056281993e-07,8.135491439082911e-07,1.0334646828637697e-08,1.2608966065189419e-05,9.69820080217995e-06,3.610939442857425e-08,4.540999973693597e-07,3.176093317710434e-10,3.3206478257744696e-09,7.693484543418745e-07,3.76,0.0,0.05405966614207848,0.8853746380311446,0.07437322472300054,0.0021776833029080634,0.5273801697713826,0.18031313845205182,0.1613274968204816,1.4042122172783511e-06,0.0008807971564391355,0.03544900009931522,2.1971482717579527e-07,6.49803495851393e-10,1.5372826792806126e-14,0.0035043239870853607,1.952945549515938e-07,1.1513283323438167e-07,0.000763079542450232,2.0790487450501372e-07,6.371774449517273e-09,1.7431724831337402e-13,1.8217327648554263e-07,5.087077233822029e-10,1.7218885142595072e-08,6.258490100321142e-08,1.0308531824846017e-14,1.0116235784995992e-13,3.5384392026135004e-06,1.927879568153633e-11,0.019118646449257756,0.009046561985857323,8.029110920098835e-05,1.9099136216942156e-05,0.000534615352288605,0.0021605069535640476,0.03874684494421061,0.00010435353131907554,2.444781316886438e-05,0.00012602110524923108,0.0005909398647077133,0.0007983137000392796,0.06763479877293221,0.0025520232226680572,0.007259826692120215,1.963778008205113e-08,0.022757767726980686,3.1069778039878215e-05,7.64024799120442e-07,1.526736777593866e-11,5.176369114221292e-09,4.756232576586235e-05,0.0005870848407240441,1.3093549272836978e-05,2.371539982402334e-12,4.123677778786201e-08,0.0007532959726045131,0.009347917898096726,1.7854108080908967e-07,8.470851438830969e-09,0.007633590743111201,2.7520111637954504e-06,5.961228303482993e-11,1.1284114711543687e-06,2.1857827186179393e-10,1.9365794296582008e-07,1.7272842660565974e-08,1.0053164130861878e-10
3.404638662610958e-05,0.82436288612993,0.0009839875273106363,0.0005580342244743842,0.0006916997838972334,0.05056379050751797,0.0,0.0,0.001935606809914397,0.00014432250443085403,0.102248229149184,0.0024661168251239106,0.00026829130548356475,1.4079727095186176e-10,6.351007524872715e-08,6.777335992035038e-06,0.0006332043895616804,0.0060617263538155445,8.56305000150852e-09,5.423433926825888e-09,6.359487580220088e-07,3.8840081455048383e-10,2.5537329020663127e-07,2.6350280528151456e-05,1.8619183072885348e-07,8.20509290555743e-07,1.040033667982399e-08,1.2686802402202827e-05,9.733982391651448e-06,3.620255604746359e-08,4.5472719445652814e-07,3.1803188679785784e-10,3.3393027262402617e-09,7.729407100613269e-07,3.76,0.0,0.053736399404621035,0.8849866443031575,0.07462612399009212,0.0021835203794195192,0.5278129470945719,0.17993807918611315,0.16147233355705015,1.3979710507666337e-06,0.000880411168118251,0.03556389460517114,2.204298998956154e-07,6.48705492897231e-10,1.533213528479173e-14,0.0035071831762056114,1.9658395907937249e-07,1.158868678209959e-07,0.0007621764337654714,2.0926836217763044e-07,6.345805870556772e-09,1.7536849441359808e-13,1.833625660915529e-07,5.120287555794002e-10,1.7331296839224015e-08,6.299306185400428e-08,1.0370698830494975e-14,1.017724363286073e-13,3.56372210440349e-06,1.9285143025531462e-11,0.01921092492087053,0.009059248786425238,8.004669117308471e-05,1.904189253212336e-05,0.000533111656769234,0.0021553770844741143,0.038767921494745984,0.00010413967116144138,2.442901406380503e-05,0.00012586745087735972,0.0005908449262217529,0.0007978077296065502,0.06786175993520345,0.0025541452952412545,0.007254696749033515,1.9571412703441175e-08,0.02281448040767317,3.115082566083498e-05,7.631069365548321e-07,1.5249025439761828e-11,5.157684919417668e-09,4.7592430688038396e-05,0.0005860277193412192,1.3077159627116967e-05,2.3686907099034462e-12,4.11942215868255e-08,0.0007524084875152807,0.009364815971533389,1.7822945893264508e-07,8.440852805349675e-09,0.0076433612799644,2.7575074072070383e-06,5.947114251677354e-11,1.1298091439427947e-06,2.1881154411611034e-10,1.9328431816210994e-07,1.7339223781266277e-08,1.0113531336282061e-10
3.411913379943636e-05,0.8244696937813114,0.0009840169747821197,0.0005582559153674289,0.0006918065014672544,0.05064351040487937,0.0,0.0,0.0019310442189306432,0.00014390791873090147,0.10263856666818419,0.002476081792263604,0.0002683327685822002,1.4105403539615319e-10,6.359620471999825e-08,6.78592783211487e-06,0.0006333313604352946,0.006080052053021256,8.637149452519781e-09,5.440536868235133e-09,6.421051864243989e-07,3.9046311332793084e-10,2.5560005723775954e-07,2.645194034004868e-05,1.8581273674234295e-07,8.274967115359864e-07,1.0466133647446061e-08,1.2764720071294626e-05,9.76962079390809e-06,3.629521796011645e-08,4.553517110348065e-07,3.1845163271363837e-10,3.3579705795006574e-09,7.765309332008699e-07,3.76,0.0,0.053415072810682085,0.8845988778532414,0.07487891911593295,0.002189339941589631,0.5282444309103121,0.1795631238147141,0.16161611952066185,1.3917608130480037e-06,0.0008800254059126009,0.0356787179324498,2.2114453471419353e-07,6.476085926377542e-10,1.5291500106178938e-14,0.0035099888214513283,1.978768900484001e-07,1.1664291402432323e-07,0.0007612614188593008,2.1063549718050816e-07,6.319937135726273e-09,1.7642170625041005e-13,1.8455499797492446e-07,5.153585621784994e-10,1.7444005535758248e-08,6.340229798820598e-08,1.0432982082306859e-14,1.0238365564974318e-13,3.589105872746801e-06,1.9291359355205567e-11,0.01930325467778118,0.009071816979517474,7.980372581530664e-05,1.8984991451755404e-05,0.0005316184773413572,0.002150249489215152,0.03878867870000575,0.00010392599211839684,2.4410182691181846e-05,0.0001257137989521237,0.0005907489899256993,0.0007973006006196607,0.06808858852721186,0.002556249524862894,0.007249489695842204,1.950550822541644e-08,0.022870960959889986,3.123178051547208e-05,7.621890676290665e-07,1.5230683018165887e-11,5.139115845365893e-09,4.7622297337723615e-05,0.0005849694800490727,1.3060731546096771e-05,2.365841428300986e-12,4.1151646720912583e-08,0.0007515187255632694,0.009381627097427318,1.7791766627819807e-07,8.411038161898793e-09,0.0076530072352226025,2.7629713691223656e-06,5.933005385534947e-11,1.1311948392278293e-06,2.190426176231172e-10,1.9291035302704318e-07,1.740552921641241e-08,1.0174060688233353e-10
