Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(964)
1.1289602981256563e-19,0.7720147042096204,0.0,2.37148388014613e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.9450071799910585e-46,2.348286607293178e-65,0.0,2.5529912869984388e-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281279409,0.9999999999996526,0.0,0.0,7.527482216599947e-15,4.6774504637093875e-15,1.3353744726358853e-15,1.5146572802546395e-15,3.474755131092283e-13,2.1710927670508558e-30,1.9938633224618882e-47,2.910818564121583e-29,9.282844323586026e-38,4.5875364950406725e-32,2.6497571617593383e-78,2.3433868441346325e-76,1.4401909763595472e-34,2.5905400290631083e-78,4.793560373111561e-36,5.20275090623767e-94,2.834342012226448e-79,1.0585555397763076e-82,2.7995444017317122e-95
2.2589014479438633e-19,0.7720147042096216,0.0,4.745028128860239e-24,0.0,0.0,0.0,0.0,0.0,0.0,2.3577964346147832e-45,3.7603181650359225e-64,0.0,8.179658207703609e-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281279334,0.9999999999993048,0.0,0.0,1.5061504382997017e-14,9.35896474204931e-15,2.6719091316173173e-15,3.030630509330255e-15,6.95252916191596e-13,8.690029099365204e-30,1.5963030122474147e-46,1.1650860065827482e-28,3.715556908055255e-37,1.8362101446793673e-31,8.4925180775508e-77,7.510595845682917e-75,5.764517152232514e-34,8.302726131806215e-77,1.9186733874298943e-35,3.33506572588532e-92,9.084115787300783e-78,3.392689047057538e-81,1.794563059408694e-93
4.518783747580277e-19,0.7720147042096236,0.0,9.492116627179194e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.8869537304475082e-44,6.018957960708332e-63,0.0,2.6191055885746896e-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281279183,0.9999999999986092,0.0,0.0,3.012954871579086e-14,1.8721993299188166e-14,5.344978449609094e-15,6.062576966993059e-15,1.3908077219547e-12,3.477143568550001e-29,1.2775275589017306e-45,4.661861618920216e-28,1.4867067365793304e-36,7.347232354382341e-31,2.7197347747916547e-75,2.4052735011497755e-73,2.3065577246564516e-33,2.6589537737870885e-75,7.677192739932756e-35,2.136141166172541e-90,2.9091943710630586e-76,1.0865110187768394e-79,1.1494346266803185e-91
9.038548346853106e-19,0.7720147042096279,0.0,1.898629362738006e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.5098496790611193e-43,9.632292345074329e-62,0.0,8.383722775971852e-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281278882,0.9999999999972181,0.0,0.0,6.026563738137736e-14,3.744805041530196e-14,1.0691117085708297e-14,1.2126469880364967e-14,2.781917331874381e-12,1.3910838454880789e-28,1.0222161482730008e-44,1.8650482079961745e-27,5.947795028867252e-36,2.9393713657453788e-30,8.706559081882158e-74,7.69988898090859e-72,9.227732843880559e-33,8.511983724414815e-74,3.0713770066560366e-34,1.367674292741594e-88,9.313067318590601e-75,3.47819671400767e-78,7.359308532075974e-90
1.8078077545398762e-18,0.7720147042096364,0.0,3.7974647642033576e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.2079944339301539e-42,1.5413235640616998e-60,0.0,2.6832049490275778e-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281278279,0.9999999999944359,0.0,0.0,1.2053781471254568e-13,7.490016465487385e-14,2.1383394358369308e-14,2.4254255699293965e-14,5.564136545287638e-12,5.56478825079687e-28,8.178505674320601e-44,7.460799985456264e-27,2.3793116402023673e-35,1.1758442384830663e-29,2.786644272212305e-72,2.46444677829137e-70,3.691393551034583e-32,2.724367972329265e-72,1.2286507930678602e-33,8.754856488688844e-87,2.9807649867672094e-73,1.113240859616349e-76,4.7108942874520445e-88
3.6157135942490075e-18,0.7720147042096531,0.0,7.595135572834785e-23,0.0,0.0,0.0,0.0,0.0,0.0,9.664414267444529e-42,2.46624314355181e-59,0.0,8.586917766900395e-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281277073,0.9999999999888715,0.0,0.0,2.410821693748636e-13,1.498043931633949e-13,4.2767948905541764e-14,4.850982730589269e-14,1.1128574946409727e-11,2.2260058776793834e-27,6.543115152233521e-43,2.984441420702476e-26,9.517633818761346e-35,4.703568349692358e-29,8.91813437694814e-71,7.887001458572745e-69,1.476617507680345e-31,8.71883072946228e-71,4.914803169389819e-33,5.603665355343485e-85,9.539382020608389e-72,3.5627196583885997e-75,3.0152721755677445e-86
7.23152527366727e-18,0.7720147042096871,0.0,1.5190477212900525e-22,0.0,0.0,0.0,0.0,0.0,0.0,7.73171495129784e-41,3.9460893925545186e-58,0.0,2.7479196067795345e-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281274662,0.9999999999777426,0.0,0.0,4.821708786994243e-13,2.996128502979456e-13,8.553705800728832e-14,9.702097039405309e-14,2.2257451645836212e-11,8.904204671597595e-27,5.234616371708365e-42,1.1938008472188453e-25,3.8071309699553747e-34,1.8814656233710568e-28,2.853942659925417e-69,2.5239639567209167e-67,5.906590226839631e-31,2.7901623815179567e-69,1.9659612752412517e-32,3.586524164983843e-83,3.0527519953399836e-70,1.1401262555625036e-73,1.9298701626870803e-84
1.4463148632503795e-17,0.7720147042097547,0.0,3.038116058424357e-22,0.0,0.0,0.0,0.0,0.0,0.0,6.185445399419746e-40,6.313823341723739e-57,0.0,8.793512269080462e-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.741191028126984,0.9999999999554848,0.0,0.0,9.643482973482456e-13,5.992297650370824e-13,1.7107527624038821e-13,1.940432560702257e-13,4.45152046334184e-11,3.561718103484585e-26,4.187742800387462e-41,4.77525189279531e-25,1.5228678681954573e-33,7.525939090439105e-28,9.132840094886159e-68,8.076882255053632e-66,2.3626601457301763e-30,8.928738270759873e-68,7.863925175444521e-32,2.295432564830961e-81,9.769047851284495e-69,3.648494439254105e-72,1.2351476398664155e-82
2.892639535017684e-17,0.77201470420989,0.0,6.076252769177585e-22,0.0,0.0,0.0,0.0,0.0,0.0,4.9483857310275526e-39,1.0102181668851027e-55,0.0,2.8139510823499045e-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281260197,0.9999999999109693,0.0,0.0,1.9287031346446863e-12,1.1984635963954968e-12,3.421517128250148e-13,3.88087825421978e-13,8.903070896349977e-11,1.4246944902728208e-25,3.3502141254727176e-40,1.910110414434821e-24,6.0915023660283434e-33,3.010390979062926e-27,2.922544682499537e-66,2.5846339398532416e-64,9.450688817577226e-30,2.8572313381546435e-66,3.1455861321823633e-31,1.4690951515022965e-79,3.126135139188851e-67,1.1675332483955977e-70,7.905043563448033e-81
5.785288878552294e-17,0.7720147042101607,0.0,1.2152526336622533e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.958720406966972e-38,1.6163542354223693e-54,0.0,9.004687184432448e-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.741191028124091,0.9999999998219383,0.0,0.0,3.857412809232763e-12,2.3969312666328903e-12,6.843045864679753e-13,7.761769561231114e-13,1.7806171104333084e-10,5.698792473902531e-25,2.6801792605845774e-39,7.64046062433173e-24,2.4366070712200367e-32,1.2041594789519709e-26,1.0834746316467746e-64,9.582009580618103e-63,3.7802852735467384e-29,1.059261053486576e-64,1.2582377029109315e-30,1.0869461713641394e-77,1.1589527872282732e-65,4.328399786037235e-69,5.84874107001766e-79
1.1570587565621514e-16,0.7720147042107021,0.0,2.4305074055266468e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.166981146453813e-37,2.5861709837887555e-53,0.0,2.8815070353039945e-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281202335,0.9999999996438763,0.0,0.0,7.714832158389695e-12,4.79386663718993e-12,1.3686103356487261e-12,1.5523551855158945e-12,3.561236888816702e-10,2.2795199041433047e-24,2.144146602339149e-38,3.056187764588203e-23,9.746440103676235e-32,4.8166442404085127e-26,3.481953932062257e-63,3.0793624860228996e-61,1.5121161383745133e-28,3.4041391395777583e-63,5.0329576127664054e-30,7.000490982520926e-76,3.724524542206587e-64,1.391017814138177e-67,3.766889583561339e-77
2.314118493975995e-16,0.7720147042117848,0.0,4.8610171827571104e-21,0.0,0.0,0.0,0.0,0.0,0.0,2.533586992739755e-36,4.137877171371518e-52,0.0,9.220834864898696e-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910281125187,0.9999999992877525,0.0,0.0,1.542967085662668e-11,9.587737498633018e-12,2.7372218415895464e-12,3.104711516263537e-12,7.122475392730893e-10,9.118085541875563e-24,1.715318575074762e-37,1.2224755860330484e-22,3.8985780605630686e-31,1.9266590810363537e-25,1.1143752996345187e-61,9.855284184782779e-60,6.048469248615734e-28,1.0894713367801903e-61,2.0131846461633938e-29,4.481348499657869e-74,1.1920128538026755e-62,4.4518779243398453e-66,2.411366215269012e-75
4.628237968803683e-16,0.77201470421395,0.0,9.722037671225205e-21,0.0,0.0,0.0,0.0,0.0,0.0,2.0268706599795492e-35,6.620607093213954e-51,0.0,2.9506697310626324e-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.741191028097089,0.9999999985755053,0.0,0.0,3.085934825279312e-11,1.917547970283513e-11,5.474444883788455e-12,6.20942366560721e-12,1.4244948189151376e-09,3.6472354787186326e-23,1.3722554023874526e-36,4.889901522339216e-22,1.5594313523095513e-30,7.7066400535086325e-25,3.5660201913671006e-60,3.153706218191198e-58,2.419389148232891e-27,3.486327873121117e-60,8.052743713419232e-29,2.8680885646835157e-72,3.8144905423543456e-61,1.4246223866680373e-64,1.5432885625734983e-73
6.94235744363137e-16,0.7720147042161155,0.0,1.458305909370107e-20,0.0,0.0,0.0,0.0,0.0,0.0,5.795584414596908e-35,2.436823467183059e-50,0.0,1.3803892660145919e-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910280816594,0.9999999978632584,0.0,0.0,4.6289025648652026e-11,2.876322238835311e-11,8.211667956304627e-12,9.314135302799356e-12,2.1367416774166445e-09,7.750376267529823e-23,3.923793219803186e-36,1.0391038216389036e-21,3.3137914268078e-30,1.637661375567388e-24,1.5765019843182672e-59,1.3942217642290327e-57,5.141203551628394e-27,1.5412709522968812e-59,1.7112086359394558e-28,1.534950621494681e-71,1.686353619128511e-60,6.298139213335201e-64,8.259410168984293e-73
9.256476918459057e-16,0.7720147042182808,0.0,1.944408145018531e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2224567818466474e-34,6.180312670174024e-50,0.0,4.453236823840881e-80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910280662297,0.9999999971510121,0.0,0.0,6.17187030442034e-11,3.835096555518688e-11,1.0948891059138058e-11,1.2418846427840058e-11,2.8489881147778595e-09,1.3221230987916608e-22,8.27641684092465e-36,1.7725884108769574e-21,5.652937821581883e-30,2.7936581258742777e-24,5.387341097869113e-59,4.764438757198949e-57,8.770290713748616e-27,5.2669472733741905e-59,2.919121486532373e-28,5.800194474537633e-71,5.762745520236656e-60,2.1522528064399745e-63,3.1210247451606735e-72
1.3884715868114431e-15,0.7720147042226114,0.0,2.9166128355216583e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.33890934269696e-34,2.1612856641709486e-49,0.0,2.4512710486148287e-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910280353704,0.9999999957265201,0.0,0.0,9.25780578345844e-11,5.752645301847284e-11,1.6423337335957652e-11,1.8628267475933648e-11,4.273480001110581e-09,2.737288149726809e-22,2.26054629425332e-35,3.669917427674453e-21,1.1703687765173267e-29,5.783915885621297e-24,3.312544283748347e-58,2.929536115849628e-56,1.8157780883725612e-26,3.238517410522659e-58,6.043673342633651e-28,4.190538531207452e-70,3.5433838328788156e-59,1.3233736054380998e-62,2.2548857766502025e-71
1.8512954817769805e-15,0.7720147042269421,0.0,3.8888178694935684e-20,0.0,0.0,0.0,0.0,0.0,0.0,6.9861164979060685e-34,5.4004651615782136e-49,0.0,7.866784200266474e-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910280045111,0.9999999943020298,0.0,0.0,1.2343741262383454e-10,7.670194225172795e-11,2.189778372426458e-11,2.4837686640664422e-11,5.697970338762316e-09,4.655410449673873e-22,4.7298192266817905e-35,6.2415654217934556e-21,1.9904904065843843e-29,9.836928480315594e-24,1.112032125586659e-57,9.83454770477514e-56,3.0881642244259107e-26,1.0871811682787809e-57,1.02787104451586e-27,1.6059014128761281e-69,1.1895297336783537e-58,4.442628293794474e-62,8.641191591011689e-71
2.314119376742518e-15,0.7720147042312727,0.0,4.861023271468159e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.271796043622493e-33,1.1457677097296051e-48,0.0,2.0555660208775506e-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910279736518,0.9999999928775412,0.0,0.0,1.54296767411873e-10,9.587743338137804e-11,2.7372230232022187e-11,3.104710378750703e-11,7.122459017114657e-09,7.112415561400855e-22,8.610455503932957e-35,9.53569699213726e-21,3.041019009632568e-29,1.5028607701629937e-23,3.005255360384988e-57,2.6577757282709602e-55,4.718019098315152e-26,2.9380962044431843e-57,1.5703554734858229e-27,4.882846114952322e-69,3.214702765276243e-58,1.2006209307032765e-61,2.6274099486915034e-70
3.2397671666735928e-15,0.7720147042399342,0.0,6.805435202543912e-20,0.0,0.0,0.0,0.0,0.0,0.0,3.357918193527925e-33,4.197738726397323e-48,0.0,1.1498871796362515e-77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.741191027911933,0.9999999900285689,0.0,0.0,2.1601547698423878e-10,1.3422842144898006e-10,3.8321123613392415e-11,4.346593190077957e-11,9.971431291704891e-09,1.3676924011496333e-21,2.2734143676485332e-34,1.833678601706511e-20,5.847769021165689e-29,2.889949530737661e-23,1.6850910535960925e-56,1.4902523360501754e-54,9.072591795876134e-26,1.6474347285290013e-56,3.0197412010075108e-27,4.194713357251107e-68,1.8025606017607883e-57,6.732198694748283e-61,2.2571340805045818e-69
5.0910627465357424e-15,0.7720147042572569,0.0,1.0694263545642741e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2984550608882622e-32,2.662085964692353e-47,0.0,1.2215526347514946e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910277884957,0.9999999843306445,0.0,0.0,3.394528961142166e-10,2.1093042067527396e-10,6.021891183060121e-11,6.83035635568964e-11,1.5669355636823246e-08,3.336755696324865e-21,8.790934264280035e-34,4.4736091661364315e-20,1.4266770483546647e-28,7.050609426113574e-23,1.758224531435285e-55,1.554925436604839e-53,2.213441869653633e-25,1.7189358880402708e-55,7.367270763418694e-27,7.955040546764505e-67,1.8808642507496028e-56,7.024721752754422e-60,4.280535602435247e-68
6.942358326397892e-15,0.7720147042745795,0.0,1.458309786849605e-19,0.0,0.0,0.0,0.0,0.0,0.0,3.222444299301449e-32,8.672448676114581e-47,0.0,5.1556400944470286e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7411910276650583,0.9999999786327471,0.0,0.0,4.62890315224506e-10,2.8763245071613086e-10,8.211670198876679e-11,9.314116242430483e-11,2.1367253020117965e-08,6.181453579071855e-21,2.181690934704427e-33,8.287493088752078e-20,2.6429649403836676e-28,1.3061505683270436e-22,7.57991608652885e-55,6.703459527662117e-53,4.1004831077009706e-25,7.410542569722614e-55,1.3648146636108903e-26,4.2472973285902743e-66,8.108795022560388e-56,3.0285200140652517e-59,2.285433957708576e-67
