Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367)
1.8005698375889446e-11,0.7615252503731661,2.7849225702276845e-14,3.8604881673749055e-16,1.8729251999416674e-16,1.452112781368313e-14,0.0,0.0,1.1514392001361182e-10,1.1162241222253755e-17,1.848828666014408e-21,1.7640598908637938e-21,2.4871786832021865e-24,1.1345645822615694e-32,2.7156825612459755e-22,6.751371717479183e-17,7.665417146382287e-18,1.8158952473982122e-16,1.3450154422594992e-34,5.263056581621118e-29,1.675539576833853e-37,1.0082423722591762e-36,8.112848967761037e-14,2.6443895902380545e-38,1.065163682584889e-25,3.4306557939828023e-40,3.1054999816202553e-43,6.049071826837141e-35,5.58365323807574e-40,2.0018754305799225e-40,3.103315878116703e-27,6.935443733776011e-47,4.664141456736872e-48,1.8423494125290923e-47,3.76,0.0,0.6646642599519451,0.9999457241942862,5.9884197929074675e-21,3.850173647865833e-23,1.082787994082818e-06,6.740949112958864e-07,1.9211216499096235e-07,2.165803398813017e-07,5.427569056862047e-05,3.767208927483151e-14,3.2367029766150384e-23,4.918558673148407e-13,1.6052053339597218e-21,9.961076854743079e-16,6.359738783892232e-38,6.335306343560041e-36,2.5663761428013192e-18,6.312272843140365e-38,8.550242158417923e-20,6.983312727444919e-46,5.347036001335405e-36,3.3650972974013326e-39,6.148297370523443e-38,3.367158742517322e-36,4.67152144540442e-47,4.10566136199368e-46,1.1217058444366872e-31,4.201189188372422e-20,1.8182233475765792e-16,1.492503330153004e-21,8.814931896259632e-11,2.6950826972821815e-11,3.154924214237437e-14,1.3819316719085016e-19,1.923875207009533e-14,4.0062320187971355e-14,1.470487278100774e-12,3.627735870205016e-16,3.799914120927005e-15,8.877830371016703e-20,3.969565299738754e-15,1.2818979580757612e-20,6.132093890885472e-10,2.8978676823249093e-21,5.827526098182341e-16,1.7308539712165613e-28,6.343498889762706e-26,4.857954534628558e-30,2.5520569813278003e-17,1.2244055587106928e-16,3.291926607181657e-22,1.505050958805002e-12,2.9453305872705592e-30,3.43507506827069e-20,1.2161102096716654e-19,6.132051863804878e-10,7.05840501642195e-26,3.998592924974756e-17,8.08625822127967e-14,6.3916182204287935e-19,5.334745760202944e-31,1.7815512172169584e-16,2.2971589173170518e-20,4.830776014656244e-25,3.7847712551528734e-29,1.4122445031997297e-24,2.0304025446542943e-23,1.4507947946980034e-14,2.3176560041280133e-25,8.73092640924564e-25,1.341001596194498e-29,4.208215584151765e-33,8.127360480982863e-27,1.9041945344020356e-25,6.078012617218915e-28,3.8470191906683715e-33,1.3529048882170606e-34
2.0381827137116828e-11,0.7615252704437898,3.545550387892073e-14,4.37598661381117e-16,2.400640989252169e-16,1.6437817250116582e-14,0.0,0.0,1.3033846617961753e-10,1.4302646241287984e-17,2.6826056807409783e-21,2.6167547383850982e-21,3.865777879703903e-24,1.6449164864784966e-32,3.4779504091904567e-22,8.652650976933034e-17,9.828262207049096e-18,2.332566263024162e-16,2.4831836207070447e-34,7.660877192161575e-29,3.093249454397756e-37,1.8613097537784234e-36,9.187412353691634e-14,4.883906754668995e-38,1.545583601405863e-25,7.012686849283142e-40,5.731635154921951e-43,9.918153502975826e-35,1.0315123436870888e-39,3.698145449037447e-40,4.5126729098491615e-27,1.50177610447566e-46,9.991542130586263e-48,4.080480766185045e-47,3.76,0.0,0.6646641169652264,0.9999387463459803,8.687889275914328e-21,5.587059610607931e-23,1.2256783931612188e-06,7.632468386533566e-07,2.1747661259125852e-07,2.4495420321345276e-07,6.125352367975855e-05,4.827903971168851e-14,4.695180056390556e-23,6.284170103836133e-13,2.0543071195646005e-21,1.2776227630891079e-15,1.17618242378769e-37,1.16940848217999e-35,3.2952763228903268e-18,1.1683066307289863e-37,1.097651478918548e-19,1.4396924692421064e-45,9.870762383067287e-36,6.221017076045422e-39,1.13760884956926e-37,6.21532766649011e-36,9.629752157565666e-47,8.464009988237925e-46,1.8394924802498279e-31,6.006657177705635e-20,2.3359789718180213e-16,1.926933314083398e-21,9.977973565832757e-11,3.050242277869704e-11,4.042211901496203e-14,2.0042836149939532e-19,2.4649963912002703e-14,4.5836933669632456e-14,1.6646617796551856e-12,4.64580910544197e-16,4.8662694414511146e-15,1.2871291692035078e-19,5.0859728552881255e-15,1.642410515383413e-20,6.941322360719637e-10,4.2018369749799164e-21,7.46707277883776e-16,2.5244472302458567e-28,1.0382465380138561e-25,7.948395868747019e-30,3.2686373194045606e-17,1.568915569109576e-16,4.781515645700808e-22,1.7034521545634678e-12,4.8143970943841126e-30,4.977344953507169e-20,1.586701918352718e-19,6.941268511419265e-10,1.0378660875684928e-25,5.1213418429118795e-17,9.153366631646477e-14,8.231849036739004e-19,8.732418371453851e-31,2.2822349621547565e-16,2.964569080176104e-20,7.0128418687549405e-25,6.192170916749485e-29,2.078533554624206e-24,2.9413040616742666e-23,1.6420723668154178e-14,3.368098611576268e-25,1.2664243854311522e-24,1.948063790599413e-29,6.446976608335263e-33,1.1807397836184025e-26,2.7614390535194634e-25,8.913031430123533e-28,6.347156783065846e-33,2.232039703543228e-34
2.513408465957159e-11,0.7615253105850252,5.341403289436842e-14,5.41177048918303e-16,3.6529868958370023e-16,2.0271656376509704e-14,0.0,0.0,1.6072724041941666e-10,2.1749723478345328e-17,5.034274057297701e-21,5.1244109051552225e-21,8.216838777741511e-24,3.082011386290774e-32,5.283474209882229e-22,1.3163469162964422e-16,1.4964616761428772e-17,3.564560645210709e-16,7.020793625709273e-34,1.446792216332994e-28,8.744769962589497e-37,5.261853872980641e-36,1.1339278330430638e-13,1.3818797270640498e-37,2.900718392973544e-25,2.373162370055939e-39,1.619512315024577e-42,2.290798668431859e-34,2.920172741237261e-39,1.0468867711354499e-39,8.505389367348382e-27,5.641505470128608e-46,3.6875713863041677e-47,1.5958538619342593e-46,3.76,0.0,0.6646638309918806,0.999924917085399,1.629969436309371e-20,1.0486969735299039e-22,1.5114591032007884e-06,9.41686097328706e-07,2.6821405663196465e-07,3.0155783136426565e-07,7.508275387143728e-05,7.34418460528036e-14,8.806673497404004e-23,9.501193511595087e-13,3.116313866468661e-21,1.9466897221458757e-15,3.337185394212911e-37,3.305025994010208e-35,5.031834850949147e-18,3.320018023522708e-37,1.6754151551442406e-19,4.936629960051877e-45,2.7902209454325253e-35,1.76367301423701e-38,3.2307746377802345e-37,1.7566141187812792e-35,3.301185424106901e-46,2.90205538599613e-45,4.250097979774382e-31,1.1006224625020367e-19,3.5710580372365743e-16,2.9744414157752777e-21,1.2303900776279336e-10,3.760213679326975e-11,6.145917563243229e-14,3.7580744227747514e-19,3.748024596558168e-14,5.772768923558604e-14,2.05309605352856e-12,7.057002706195089e-16,7.391769425607486e-15,2.4116477658160987e-19,7.732921740818566e-15,2.497155621391464e-20,8.559782371110344e-10,7.874494728640788e-21,1.1355075997552634e-15,4.786298314278544e-28,2.389524810490036e-25,1.828093596084509e-29,4.9662314992314127e-17,2.385917659494916e-16,8.991759163984705e-22,2.1001053954989627e-12,1.1051539786539199e-29,9.314996354276968e-20,2.499237189460786e-19,8.559700488984246e-10,1.9989837942015525e-25,7.78115996371463e-17,1.1287585062905894e-13,1.2644902226668627e-18,2.0101958788660703e-30,3.468900529353588e-16,4.5539979543901113e-20,1.3173523901053207e-24,1.4240193783238749e-28,4.010533737323695e-24,5.50196344955381e-23,2.024503720576258e-14,6.340157997874001e-25,2.3750790026677125e-24,3.664433271301128e-29,1.3377427484568078e-32,2.2214775969057686e-26,5.176599849039551e-25,1.7076408490342323e-27,1.4840592392267612e-32,5.218300798159991e-34
2.9886342182026355e-11,0.7615253507262445,7.503147304235819e-14,6.454285530410211e-16,5.168307399372302e-16,2.4106221298086337e-14,0.0,0.0,1.9111559477923817e-10,3.075180114180566e-17,8.47003326388849e-21,8.98042863264805e-21,1.5442548856574615e-23,5.177177928227254e-32,7.462689880932575e-22,1.861959897277469e-16,2.1185242729913044e-17,5.064409685113657e-16,1.65993697410973e-33,2.4495798114443923e-28,2.0673305505831152e-36,1.2439049016433642e-35,1.3494782465659378e-13,3.2696084083430306e-37,4.880770625398427e-25,6.521690813735273e-39,3.8266932361077215e-42,4.581344962762176e-34,6.91291571386347e-39,2.4781884127575397e-39,1.437168402657438e-26,1.691033658934737e-45,1.0908643567726515e-46,4.938290524502399e-46,3.76,0.0,0.6646635450186572,0.9999112547098058,2.741664772396546e-20,1.7647637467801354e-22,1.7972396957550139e-06,1.1203053851009575e-06,3.189628676125912e-07,3.5796987013877086e-07,8.874509907527505e-05,1.0387420595931445e-13,1.4809513020974848e-22,1.3356468379977483e-12,4.3953662774371196e-21,2.757797607456896e-15,7.917488556987118e-37,7.811131015237583e-35,7.143637627067054e-18,7.888788616129248e-37,2.3775600658094085e-19,1.3695208204979185e-44,6.595623224307866e-35,4.1810108597294615e-38,7.672046588842823e-37,4.151634046297345e-35,9.156018994609194e-46,8.050332979607198e-45,8.502344584489295e-31,1.816296320967407e-19,5.075446141076581e-16,4.268062505524802e-21,1.462962021816119e-10,4.469721776144268e-11,8.688281244192212e-14,6.317432983606315e-19,5.298684531584534e-14,7.007402753974546e-14,2.4416443762342587e-12,9.96687258948693e-16,1.0439516116351082e-14,4.0511110365343717e-19,1.0931826474455343e-14,3.530116126005163e-20,1.017824647482752e-09,1.3230484465636134e-20,1.6054957819929016e-15,8.13509229426527e-28,4.7618539199938605e-25,3.6405839792114067e-29,7.015632667271805e-17,3.3735779970912546e-16,1.5159304079050825e-21,2.4965598531504675e-12,2.1966411888003237e-29,1.5629169762146319e-19,3.655496546574817e-19,1.0178130709731026e-09,3.4493721330425725e-25,1.0992197008779524e-16,1.342180564192439e-13,1.8056413938089957e-18,4.0067142896742484e-30,4.902333868742079e-16,6.482498438031584e-20,2.218560810692186e-24,2.8355842837890306e-28,6.931913439682056e-24,9.227065856601444e-23,2.4067700798470414e-14,1.0699562359584425e-24,3.993429872607394e-24,6.17982539234194e-29,2.46618252411764e-32,3.747260815872084e-26,8.700062191008191e-25,2.9314494415638894e-27,3.0033794341355036e-32,1.0559379421339321e-33
3.463859970448112e-11,0.7615253908674479,1.0030496873689769e-13,7.503948350569759e-16,6.947108650544299e-16,2.794164646718931e-14,0.0,0.0,2.2150353429421666e-10,4.1308852463443135e-17,1.319674651768011e-20,1.4551044933045174e-20,2.658613662630264e-23,8.053485767173852e-32,1.0014449517837017e-21,2.5022191762043973e-16,2.849420555798419e-17,6.835637669043733e-16,3.4613252502775215e-33,3.8406708463731693e-28,4.310391400490378e-36,2.593467920500425e-35,1.5653907873328542e-13,6.822816159087237e-37,7.605124561593454e-25,1.5490561503473676e-38,7.97465510317384e-42,8.28077983599901e-34,1.443291927849856e-38,5.173795507066702e-39,2.2487666523798372e-26,4.334290044913552e-45,2.766875289698333e-46,1.2998730462398786e-45,3.76,0.0,0.6646632590455558,0.9998977572060851,4.270550075254518e-20,2.750163170375247e-22,2.0830201708290326e-06,1.2991040924445125e-06,3.697230078234412e-07,4.1419096789032924e-07,0.00010224257240717548,1.3958131878616653e-13,2.3062351664820804e-22,1.7838768815069307e-12,5.889837862849954e-21,3.71172592596407e-15,1.656639926542617e-36,1.628169055919799e-34,9.634904137140867e-18,1.6531227078449194e-36,3.205296040236643e-19,3.2765855081907844e-44,1.3750525555264913e-34,8.741377632140816e-38,1.6067292543911312e-36,8.65382841229213e-35,2.19008204071046e-45,1.925916348700129e-44,1.5372424259177366e-30,2.7831587423375264e-19,6.852947712398911e-16,5.817303119839226e-21,1.695513237049219e-10,5.178767016687014e-11,1.1669084302885096e-13,9.83443185745863e-19,7.116877036432654e-14,8.287620088196157e-14,2.830307171173777e-12,1.3373759794765657e-15,1.4007747845457408e-14,6.30182634860922e-19,1.4682420634256717e-14,4.74119861860512e-20,1.1796714670708466e-09,2.0585513835194423e-20,2.1566716798788646e-15,1.2803585151825754e-27,8.576556944618433e-25,6.552623791242359e-29,9.415917956479088e-17,4.531915086989257e-16,2.366665956012828e-21,2.8928156284612614e-12,3.9460789685456493e-29,2.4283964725277826e-19,5.073707610235817e-19,1.179655917373963e-09,5.508602955969941e-25,1.4753006392763747e-16,1.5556028369171048e-13,2.4491962771520627e-18,7.217782657724027e-30,6.582179954409571e-16,8.749556786476817e-20,3.4599402406994944e-24,5.103176898981838e-28,1.1087249913078272e-23,1.4329774220633768e-22,2.78887151596982e-14,1.6720583215032242e-24,6.217958323787927e-24,9.651152762336674e-29,4.1794731025483413e-32,5.853707126319103e-26,1.354044048773199e-24,4.657814825122697e-27,5.491677236960503e-32,1.9305397586513725e-33
4.4143114749390645e-11,0.7615254711498068,1.618087430159778e-13,9.626375412659867e-16,1.1297175617444558e-15,3.561561484850513e-14,0.0,0.0,2.8227818863816575e-10,6.708777024242464e-17,2.7353269619809415e-20,3.246713093624297e-20,6.555791668366911e-23,1.6639742776910151e-31,1.6231024051770883e-21,4.0671334111842643e-16,4.639341847784148e-17,1.1206032267116766e-15,1.1680165538599202e-32,8.060898711004058e-28,1.4542043308084247e-35,8.74903758282388e-35,1.9982955234269195e-13,2.3060123407063053e-36,1.576616297564363e-24,6.657894831680264e-38,2.687500346152232e-41,2.194559886630271e-33,4.883627320800421e-38,1.7504826275917685e-38,4.700534128575707e-26,2.1582452024453671e-44,1.3548122219871786e-45,6.799375086891647e-45,3.76,0.0,0.6646626870997194,0.9998712488784721,8.847205193890844e-20,5.702775263706344e-22,2.6545807685569268e-06,1.657237337738272e-06,4.712771256609565e-07,5.26062923100185e-07,0.00012875083924293007,2.2684051529297876e-13,4.775422053730186e-22,2.8640332089009853e-12,9.518554764479249e-21,6.051106742986722e-15,5.6332224714431254e-36,5.4896192845232485e-34,1.5772394892210297e-17,5.639986404086604e-36,5.242211680704044e-19,1.425106743621916e-43,4.638061914141797e-34,2.9671571264901446e-37,5.474271126356577e-36,2.9178245826092844e-34,9.520016301099686e-45,8.375097110550604e-44,4.0760798814436024e-30,5.60626233104556e-19,1.1242211641538987e-15,9.72071027495916e-21,2.160553669858332e-10,6.595470714024042e-11,1.8945135014790618e-13,2.0349270680695454e-18,1.1555463661001306e-13,1.0984905543651527e-13,3.607977860956435e-12,2.167197626335205e-15,2.2698647388833763e-14,1.302063895069892e-18,2.3837614705072287e-14,7.697356438114635e-20,1.5033663334317911e-09,4.255161108193455e-20,3.502586043869641e-15,2.7072649430253734e-27,2.2563795854719008e-24,1.7215078263503225e-28,1.5265461828712944e-16,7.360693119992189e-16,4.924803521034332e-21,3.684731535587899e-12,1.0326041386312815e-28,5.005748280775983e-19,8.768485902658147e-19,1.5033410831861239e-09,1.1972454698091473e-24,2.3918172502665586e-16,1.9824480270222416e-13,4.053530511407702e-18,1.8994889019156166e-29,1.0679693266980337e-15,1.429749137527022e-19,7.184882482174717e-24,1.340415646646578e-27,2.4163270469755544e-23,2.9510270067562503e-22,3.552579903989192e-14,3.486129860700306e-24,1.2871639487161657e-23,2.0098085523479806e-28,1.0061847660304722e-31,1.2197043802952234e-25,2.8004945407870687e-24,1.0024084735652068e-26,1.4888760514782377e-31,5.232402392305741e-33
5.197677626114492e-11,0.7615255373188188,2.2346967853802626e-13,1.1400764249627248e-15,1.5679193984066763e-15,4.1944282574537736e-14,0.0,0.0,3.3236771103554234e-10,9.301049384315558e-17,4.4706162100185974e-20,5.615230340019385e-20,1.2118535545446363e-22,2.7125050917717933e-31,2.2465105491112476e-21,5.642531726574434e-16,6.445398593071306e-17,1.565368017678281e-15,2.647556412297858e-32,1.3310099885218822e-27,3.295666787489798e-35,1.9826906307977125e-34,2.356171825672777e-13,5.233602283128711e-36,2.577224969623188e-24,1.7655715132323583e-37,6.085523861527947e-41,4.236949190352966e-33,1.1093444023975595e-37,3.9760364556504113e-38,7.735224059583719e-26,6.291052521607444e-44,3.911191683682489e-45,2.0383222221588742e-44,3.76,0.0,0.6646622156999086,0.9998498793400971,1.4453966303379405e-19,9.323989552137724e-22,3.1256630781424096e-06,1.9529465459697936e-06,5.550122017163123e-07,6.176996785422384e-07,0.00015012032752587372,3.1466604368207375e-13,7.798583697708408e-22,3.933399532043532e-12,1.314310978207149e-20,8.415262113412495e-15,1.2845766835151958e-35,1.2435172919221568e-33,2.2007475225614226e-17,1.2894453027139834e-35,7.308592146331998e-19,3.804400866292406e-43,1.0509550801066936e-33,6.756753610726503e-37,1.2502263785705955e-35,6.609601100646404e-34,2.540356607075336e-44,2.2355015322144197e-43,7.872311748232212e-30,8.974358450142832e-19,1.571304899321388e-15,1.3789126655364703e-20,2.5437800361608373e-10,7.761735927800068e-11,2.6258597073872727e-13,3.321226311932969e-18,1.6017387328116287e-13,1.3345307190606343e-13,4.249285189037885e-12,2.9991659947440964e-15,3.141166604260142e-14,2.1225553364158808e-18,3.304001473527972e-14,1.0668645105274028e-19,1.7701582412980176e-09,6.939027717615336e-20,4.8560272991190094e-15,4.496773096087972e-27,4.330395296596608e-24,3.3001122270887126e-28,2.1133844828828746e-16,1.020557360177734e-15,8.074508171714404e-21,4.336835406366915e-12,1.9730780898738317e-28,8.144397536730325e-19,1.2757995794805211e-18,1.770123238108861e-09,2.0310941408181405e-24,3.3112844097767866e-16,2.334256284990313e-13,5.7051615263077576e-18,3.64619229761317e-29,1.4794785531353462e-15,1.9884028376327067e-19,1.1760437138959229e-23,2.5691061594581778e-27,4.107285412228687e-23,4.797566201628529e-22,4.181536276943395e-14,5.7246441962933945e-24,2.1015383057133408e-23,3.2974464229330624e-28,1.83300588853955e-31,2.002137148709428e-25,4.5689923838769915e-24,1.6872980926555065e-26,2.9256456441167626e-31,1.0278859013935406e-32
5.981043777289918e-11,0.7615256034877878,2.9502924728619613e-13,1.3199776342860212e-15,2.0783531284069405e-15,4.827698232860076e-14,0.0,0.0,3.824561676568365e-10,1.231581412504804e-16,6.820013122032702e-20,9.033958824756449e-20,2.0619894973764477e-22,4.127226816742339e-31,2.969709318478515e-21,7.476534415190668e-16,8.552329680087656e-17,2.0881088808901334e-15,5.347051296212969e-32,2.0511549887462293e-27,6.654771733669723e-35,4.003333714086095e-34,2.715010989757628e-13,1.0582983729254916e-35,3.93226007407416e-24,4.080043687245584e-37,1.2277913237802894e-40,7.462441435947868e-33,2.2452014765719176e-37,8.046521852618398e-38,1.1879847781357765e-25,1.5837560840674913e-43,9.766105302139561e-45,5.251456371756844e-44,3.76,0.0,0.6646617443004296,0.9998289332262783,2.204101527225154e-19,1.4229211983888067e-21,3.5967450685690416e-06,2.249135656610259e-06,6.387775899607455e-07,7.088257106184208e-07,0.0001710663912532799,4.168894431677213e-13,1.1887298929586608e-21,5.159542316403653e-12,1.733263351489515e-20,1.1176939025675976e-14,2.609752609495198e-35,2.5097848220623604e-33,2.932467263428074e-17,2.6262660419078004e-35,9.73028299637946e-19,8.838031618957456e-43,2.121806886833591e-33,1.3708081132398828e-36,2.5437085410959465e-35,1.334032287997383e-33,5.89907401524075e-44,5.192673310189585e-43,1.3869248807776493e-29,1.3428776385010641e-18,2.0971884188595082e-15,1.8672503138965577e-20,2.9269506641911144e-10,8.926749047009177e-11,3.476065462748004e-13,5.059550033100452e-18,2.1205015509270291e-13,1.5829884582630945e-13,4.890908838444953e-12,3.964110038430192e-15,4.151692436145834e-14,3.2296073105594716e-18,4.3738151153432326e-14,1.4122759727764025e-19,2.0369512596441956e-09,1.056197964015701e-19,6.430074084906914e-15,6.969706898287068e-27,7.581949412946644e-24,5.771494713368354e-28,2.7944102201751825e-16,1.3514456189294393e-15,1.2355654118211774e-20,4.988400680663509e-12,3.4395671190953727e-28,1.23684400367207e-18,1.7686524475425777e-18,2.0369049157820715e-09,3.211155907818897e-24,4.378323545697346e-16,2.6860651272762437e-13,7.665763054443763e-18,6.384978418517672e-29,1.957498069815738e-15,2.6384416371658855e-19,1.7966670641682793e-23,4.492267181446542e-27,6.504828178271162e-23,7.280070211934545e-22,4.8100454124087245e-14,8.773284453353298e-24,3.2026129669821937e-23,5.049502674240642e-28,3.083482518030286e-31,3.067518365403709e-25,6.957756596169755e-24,2.6474609047387665e-26,5.239704318945944e-31,1.8403500682668723e-32
6.764409928465346e-11,0.7615256696567131,3.764748688601159e-13,1.502523271508989e-15,2.6612441696529646e-15,5.4614313570300245e-14,0.0,0.0,4.3254357948486775e-10,1.5753059920178383e-16,9.877672033871315e-20,1.3756778989055884e-19,3.2939857462381507e-22,5.962141400326868e-31,3.7921927466478914e-21,9.5696367126609e-16,1.0961964180341294e-16,2.690246421671103e-15,9.900291223601582e-32,3.000720993181674e-27,1.2319315100270165e-34,7.410583846749582e-34,3.074805600712082e-13,1.9618959999243902e-35,5.696229956629165e-24,8.495804632553152e-37,2.271011205044736e-40,1.2264408343787352e-32,4.165832519520156e-37,1.492876551487625e-37,1.7320206358311104e-25,3.5669947542241363e-43,2.1838780691475254e-44,1.2057759119844651e-43,3.76,0.0,0.6646612729012824,0.9998084021473855,3.1910356302186206e-19,2.061651344776647e-21,4.067826739859381e-06,2.5458019939340433e-06,7.225731245638877e-07,7.994438654702365e-07,0.00019159742005531277,5.335335377699667e-13,1.7203075304590217e-21,6.537856479459655e-12,2.207996869277232e-20,1.433933357819082e-14,4.860213848489788e-35,4.6439553582299105e-33,3.774121889283112e-17,4.903004100578559e-35,1.2511802552754321e-18,1.8483013793741954e-42,3.927289319803863e-33,2.5494102533124338e-36,4.743963303645774e-35,2.46844954745817e-33,1.2331787016076008e-43,1.0858165798383423e-42,2.2798756604266602e-29,1.909635672479519e-18,2.7034167337636004e-15,2.4413642772654734e-20,3.310065755605628e-10,1.00905120347495e-10,4.445033393088489e-13,7.317811650596273e-18,2.7117907009695627e-13,1.8438747219881532e-13,5.5328506490283424e-12,5.061300821095726e-15,5.300668224305864e-14,4.665484238378578e-18,5.59308478196347e-14,1.805928469555797e-19,2.3037453879533516e-09,1.526329474230135e-19,8.224725753808694e-15,1.0253308232440934e-26,1.2387618019181998e-23,9.418972187772392e-28,3.569216775712657e-16,1.7287421456881468e-15,1.794858343952995e-20,5.63942780927315e-12,5.595362161376872e-28,1.7833212405057663e-18,2.363349943721026e-18,2.30368611624098e-09,4.812973882515655e-24,5.592295782895827e-16,3.03787455408864e-13,9.945625864097518e-18,1.0433089740111424e-28,2.5018704896370972e-15,3.379653527572412e-19,2.6058188305775037e-23,7.330032171936433e-27,9.764420961865308e-23,1.0488413134403606e-21,5.4381076291150334e-14,1.2763717832813987e-23,4.6336939239790675e-23,7.341056301546135e-28,4.881108446828842e-31,4.461941708668537e-25,1.0059428415882e-23,3.93899589461984e-26,8.748942685391515e-31,3.0719275261245627e-32
7.547776079640773e-11,0.7615257358255954,4.67794020273868e-13,1.6878942460874329e-15,3.3168175823916505e-15,6.095687500075336e-14,0.0,0.0,4.826299670880791e-10,1.9612775618573927e-16,1.3738143350492849e-19,2.0061650620261707e-19,5.007101615321452e-22,8.270943961044493e-31,4.713457133399062e-21,1.1922328261878286e-15,1.3676133361979903e-16,3.37316017907449e-15,1.713475411238593e-31,4.215171424373857e-27,2.131743016346571e-34,1.2822656769220573e-33,3.4355482842444963e-13,3.3996906967798864e-35,7.923929692837074e-24,1.6327875709394725e-36,3.926549755469248e-40,1.9096196708089766e-32,7.225091772141874e-37,2.5890161015002805e-37,2.4246687934487133e-25,7.372213194626876e-43,4.485297802843159e-44,2.5334017955720304e-43,3.76,0.0,0.6646608015024671,0.9997882778793538,4.436491872216824e-19,2.8685162976558465e-21,4.538908092035859e-06,2.8429428970785284e-06,8.063986405399087e-07,8.89556973421089e-07,0.00021172163799698806,6.646210246269309e-13,2.3907655452363217e-21,8.06384768475399e-12,2.7377998239342396e-20,1.790556473401566e-14,8.460211348660413e-35,8.032233934165912e-33,4.7273910524170104e-17,8.555313598021743e-35,1.5657436663929118e-18,3.5653590360112174e-42,6.794793246538157e-33,4.4317517763071714e-36,8.269307561885454e-35,4.269518699020759e-33,2.3778461537444323e-43,2.0942853639814098e-42,3.5503685491075733e-29,2.6095930160381184e-18,3.3914934944602282e-15,3.1055407311528444e-20,3.6931255086496935e-10,1.1253026842118508e-10,5.532666275693677e-13,1.0163868904949177e-17,3.375562143523881e-13,2.117200364460046e-13,6.175112445197044e-12,6.2900132767237826e-15,6.587324082731373e-14,6.472212273559833e-18,6.961693328667486e-14,2.2477805158834165e-19,2.5705406257095397e-09,2.1181666795505707e-19,1.023998165861359e-14,1.44811952434264e-26,1.9175089837807832e-23,1.4563381112201058e-27,4.437399369291519e-16,2.1524549344904235e-15,2.5035843543839692e-20,6.289917242620061e-12,8.623866370845214e-28,2.4691976804061446e-18,3.067775221825757e-18,2.5704668395206452e-09,6.918013457879836e-24,6.95256472075129e-16,3.389684565635699e-13,1.2554737803582694e-17,1.6150631217773008e-28,3.1124388698740705e-15,4.2118222189795236e-19,3.629158602698316e-23,1.1331586623318012e-26,1.4053730346381833e-22,1.4510977438961014e-21,6.065723245565394e-14,1.7829803947896027e-23,6.43811190597032e-23,1.0248489265465892e-27,7.364975571937545e-31,6.232396895945153e-25,1.3966425627649508e-23,5.621407579447268e-26,1.3829331258183315e-30,4.854112756127035e-32
