Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206)
6.64139229847463e-10,0.45266321381585256,1.8813342356782147e-19,7.860870115696868e-24,5.5585470592054e-18,9.903018839056794e-23,0.0,0.0,2.475223756520773e-13,9.521931583471166e-21,4.150395194497851e-25,1.965016920956492e-24,1.10041896390615e-30,1.0218527664842388e-44,1.0148789130589772e-32,2.539372428209199e-22,7.979521260119335e-28,1.5040170349026478e-20,5.3233649554096005e-44,1.465723094329705e-47,1.6123101124304503e-47,7.976988422535845e-47,5.236320112757309e-21,1.3054773927802812e-44,2.4504024864176963e-36,3.590383488895076e-49,7.578950199754908e-62,1.6830852099162676e-48,2.5133094721419682e-57,2.4662034317707195e-55,2.217761689858495e-35,3.466882900826187e-59,3.02831347632599e-58,6.555850909554417e-61,3.76,0.0,0.6354648228001316,0.9999889664092916,2.020142530946162e-21,5.088837449402474e-33,9.82093661155936e-11,6.121698893368132e-11,3.138474760305459e-11,5.607629435959228e-12,1.1033590460884033e-05,1.978000318696683e-23,3.911885321485042e-37,1.0833939839902432e-19,2.475177000945575e-25,5.5789358005139865e-18,1.2043902580146242e-54,7.860583309702452e-54,1.6672729174369082e-25,1.7295607791222674e-55,2.3913851513041284e-29,7.85308488510642e-61,5.02795873304838e-54,5.710349088905618e-57,2.327490860239745e-55,4.930535223360525e-54,6.784534774774597e-62,1.0128688618282373e-60,2.7187737602353453e-40,2.677460017612925e-24,2.4091443756937833e-20,1.143710868172446e-28,1.9067476773402302e-13,5.6620724075664646e-14,3.091075520797818e-17,2.1991651405658203e-22,5.293008382732547e-17,3.9165129774847495e-22,9.191240383421235e-20,1.4290000594005738e-23,4.885147233615979e-22,1.260573419314384e-24,1.651523524981479e-20,2.0028801522244567e-25,5.2130385973273166e-14,1.1743542303264847e-21,3.879731522640818e-20,3.057528789370588e-42,1.0322166378788977e-28,2.915297368285378e-33,4.5440226162370885e-17,6.958038649182396e-24,1.0903831395539407e-30,8.705143286563588e-20,2.032043764117458e-33,5.163743478580493e-24,4.576818630278544e-26,5.212682400166087e-14,1.0386737276620831e-29,4.4907816529256475e-17,5.49763950100533e-21,7.792033652102026e-26,2.744125419794843e-37,9.04910737587455e-18,1.130253051465847e-23,5.606589726039194e-30,1.4279468530534412e-39,8.378004588490387e-30,9.215377611326798e-30,6.527982757260954e-23,1.8623321194933083e-35,9.13666564780598e-33,1.3841223087719154e-40,1.2744049326933256e-42,9.455363812569188e-30,4.201005222140724e-29,9.87071925613115e-41,1.902969457692537e-44,1.7475416823216714e-49,1.1418448240488995e-55,2.2048084071259456e-49,5.6103149366619606e-40
6.830989628249435e-10,0.45266321381608804,1.9807677617916638e-19,8.426506254205471e-24,5.880665616619081e-18,1.0362532106586092e-22,0.0,0.0,2.545901225400467e-13,1.0073392554653206e-20,4.512642720431545e-25,2.1767688092900644e-24,1.2038517353217774e-30,1.1104750302698664e-44,1.072552568961987e-32,2.6817219419000003e-22,8.446593767290815e-28,1.594740993261187e-20,6.128298355794725e-44,1.611697414749843e-47,1.8506297395257677e-47,9.154952685660932e-47,5.378395489683444e-21,1.501079849024225e-44,2.6676727863369106e-36,4.25114207873114e-49,8.730781023503368e-62,1.9381991586422232e-48,2.8959839217732834e-57,2.836153860514058e-55,2.454750250372953e-35,4.104629355254014e-59,3.598092101666629e-58,7.805096012012051e-61,3.76,0.0,0.6354648227973194,0.9999888597189761,2.1981966687719446e-21,5.539682166125255e-33,1.0101303027769954e-10,6.297034084315354e-11,3.2280722740133677e-11,5.761966545180394e-12,1.1140280769156419e-05,2.0926752024218393e-23,4.256762302709572e-37,1.126193089342017e-19,2.5973413348087287e-25,5.902043343418797e-18,1.388797708678828e-54,9.045266154441115e-54,1.7692827834601746e-25,2.009658547412408e-55,2.5023379558222522e-29,9.278844574661138e-61,5.785436227063052e-54,6.591620269240426e-57,2.700342574876941e-55,5.677100578364534e-54,7.95790989736731e-62,1.189158116408492e-60,3.0252533894515624e-40,2.8222865348663315e-24,2.5815939261804578e-20,1.224073862246857e-28,1.9611560950771691e-13,5.823449923118206e-14,3.2699824703838167e-17,2.3928828049550424e-22,5.599449590392772e-17,4.0865706100465097e-22,9.456442820375154e-20,1.5106445158740352e-23,5.1642308889127995e-22,1.3708804049898447e-24,1.7471387043214355e-20,2.1189659150894563e-25,5.3618432792141223e-14,1.2777140520774079e-21,4.104395613779553e-20,3.326802482883734e-42,1.1547129585984182e-28,3.255965659688311e-33,4.806696577822567e-17,7.360708570839737e-24,1.177881701532733e-30,8.942018321828399e-20,2.246855841469015e-33,5.569937221831647e-24,4.974085133906941e-26,5.3614664589162986e-14,1.1609269817281507e-29,4.7505830300009207e-17,5.654593231428673e-21,8.282703588632325e-26,3.0421449317005768e-37,9.572816631306412e-18,-7.695555520789329e-24,6.109098020541141e-30,1.5786116803057412e-39,9.248769904042405e-30,9.888401498565567e-30,6.714278218170778e-23,2.0109257592613664e-35,9.941684943660653e-33,1.532070063567309e-40,1.4008188022099185e-42,1.0495905368716804e-29,4.54243991455603e-29,1.0817047673824002e-40,2.1238772370190452e-44,1.946290209904433e-49,1.347761745585199e-55,2.537358716998542e-49,6.279297553664511e-40
7.02058695802424e-10,0.45266321381632335,2.082736829027942e-19,9.019683857912522e-24,6.211787487116401e-18,1.0836291954175263e-22,0.0,0.0,2.6165795460945295e-13,1.0640378373077158e-20,4.89517936779937e-25,2.4043699993138638e-24,1.3138511703610786e-30,1.2039967031176981e-44,1.1317583633573536e-32,2.827690540296458e-22,8.927232573818101e-28,1.6881926355717213e-20,7.027817295466399e-44,1.7679231300222564e-47,2.1160082379743636e-47,1.046646601184758e-46,5.520073681165526e-21,1.7193525529833336e-44,2.8974919882563248e-36,5.010277045373074e-49,1.001897539511565e-61,2.2232943784402503e-48,3.324088666624586e-57,3.2490559626293525e-55,2.7099355839199785e-35,4.837241942138735e-59,4.255028620024177e-58,9.248812346834086e-61,3.76,0.0,0.6354648227945072,0.999988758484184,2.386420652544714e-21,6.0165420238074155e-33,1.038166944397996e-10,6.4724003489552e-11,3.317669835032527e-11,5.9159924442841205e-12,1.1241515554242099e-05,2.2105883727772768e-23,4.62134704912064e-37,1.1691189957068178e-19,2.721372069389181e-25,6.234246066877382e-18,1.5952743317276812e-54,1.036846427696381e-53,1.8744328588511944e-25,2.325920549037008e-55,2.6143845259978377e-29,1.0912952414641502e-60,6.631428048489286e-54,7.579501110433138e-57,3.1206588998964144e-55,6.511566733296247e-54,9.292122800935214e-62,1.3898052616495805e-60,3.355813189494538e-40,2.9696700761977844e-24,2.7533838744903874e-20,1.3078960050277532e-28,2.015563129373602e-13,5.984812916905416e-14,3.4539165885283675e-17,2.597651775319865e-22,5.914509181723463e-17,4.259866049902831e-22,9.721801424869464e-20,1.5944944309846557e-23,5.450851365461666e-22,1.4873972317667623e-24,1.845442920019792e-20,2.2383272806573973e-25,5.5106470590558385e-14,1.386960668309958e-21,4.3353819667089496e-20,3.611431464819165e-42,1.2877705801948885e-28,3.6252565735559317e-33,5.076723930702813e-17,7.774688912082567e-24,1.2694360874556974e-30,9.178269120674201e-20,2.4769968995702972e-33,5.994410036696018e-24,5.393522499278522e-26,5.510249035536419e-14,1.2936287121016332e-29,5.017674676095503e-17,5.811547410038783e-21,8.789076762339767e-26,3.362063932628775e-37,1.011123839855449e-17,5.273814907080058e-23,6.640904510569488e-30,1.7400164714543578e-39,1.0180807085681735e-29,1.058771021384295e-29,6.900570112213802e-23,2.166304360448882e-35,1.079265204208519e-32,1.6908145465902162e-40,1.5351209558467572e-42,1.1617028794724556e-29,4.9003540267600073e-29,1.1823065691961244e-40,2.362908645992944e-44,2.1607543765020827e-49,1.5834844518817232e-55,2.908836880168199e-49,7.00641847889092e-40
7.210184287799045e-10,0.4526632138165587,2.1872412177807223e-19,9.641093054005132e-24,6.552063677091288e-18,1.1324657068834258e-22,0.0,0.0,2.687258718942592e-13,1.1222889225832225e-20,5.298536736114859e-25,2.6484954850287467e-24,1.4306465536150602e-30,1.302540827849271e-44,1.1924914773010697e-32,2.9772580639171977e-22,9.421460701356186e-28,1.7843724052639284e-20,8.030025422847161e-44,1.9348443643872973e-47,2.410634238261952e-47,1.1922302641915977e-46,5.661355803829008e-21,1.9621946217259935e-44,3.1402197498172425e-36,5.879178374124655e-49,1.1455365506177264e-61,2.540922218976232e-48,3.801584391398411e-57,3.708518148258421e-55,2.984202643473945e-35,5.6756828233608225e-59,5.009562374541597e-58,1.0910901127835758e-60,3.76,0.0,0.635464822791695,0.9999886624255595,2.58509724398968e-21,6.520162460813483e-33,1.066203586018938e-10,6.647797624629708e-11,3.407267443267692e-11,6.069707760804134e-12,1.1337574171479378e-05,2.3317403976833927e-23,5.006188365784518e-37,1.212154957238215e-19,2.847207565497541e-25,6.575543929014391e-18,1.825768530955234e-54,1.1841952911143578e-53,1.9827246464067835e-25,2.681907418877318e-55,2.7274570640782314e-29,1.2778879235017754e-60,7.573451636881139e-54,8.683552205787923e-57,3.5930243255494405e-55,7.441493247957453e-54,1.0803752314476415e-61,1.6173471168792944e-60,3.7115348322463215e-40,3.119508033872715e-24,2.939649017596158e-20,1.3952433400179456e-28,2.0699687807535853e-13,6.146161391658323e-14,3.642877418867946e-17,2.813778269714043e-22,6.238186791416995e-17,4.436399639409028e-22,9.987316200065186e-20,1.6805448670740055e-23,5.744991674518049e-22,1.6102891444591601e-24,1.9464360554949767e-20,2.3609646998538343e-25,5.659449936857841e-14,1.5022563868245008e-21,4.5726905184553567e-20,3.911840659274137e-42,1.431975509666096e-28,4.024676790954495e-33,5.3541025030211145e-17,8.199978406692796e-24,1.3650910507985358e-30,9.41389740279268e-20,2.7230430854401356e-33,6.437341320529316e-24,5.835714451660039e-26,5.659030130052242e-14,1.437352821643217e-29,5.292055384553477e-17,5.9685020368996735e-21,9.311157862820109e-26,3.7047126084832944e-37,1.0664371201690684e-17,4.2478689730319216e-23,7.202839723797398e-30,1.91256730790715e-39,1.1176414302236739e-29,1.1313405872449929e-29,7.086858439468731e-23,2.3285336169689088e-35,1.1690841982078741e-32,1.860785205985114e-40,1.677495394865346e-42,1.2822419455176364e-29,5.274988514670181e-29,1.2890609905083777e-40,2.6209445724151695e-44,2.391633958333096e-49,1.8523222433756266e-55,3.322558613422659e-49,7.794955325302992e-40
7.39978161757385e-10,0.4526632138167939,2.29428070852978e-19,1.0291423367335101e-23,6.901255532855981e-18,1.1827986097496632e-22,0.0,0.0,2.757938744263329e-13,1.182092530008761e-20,5.723244809380078e-25,2.90982636019938e-24,1.5544692265209805e-30,1.40622978250045e-44,1.254747105196599e-32,3.1304044347378073e-22,9.929301173304826e-28,1.8832804744631636e-20,9.143511845390175e-44,2.1129138262379306e-47,2.7368040267688557e-47,1.3533763675490835e-46,5.802242971151029e-21,2.231605918055411e-44,3.396216292609079e-36,6.870205034840635e-49,1.3052457010914244e-61,2.893771468586908e-48,4.332659380295118e-57,4.2183413163706266e-55,3.278461823438899e-35,6.63183714359567e-59,5.873054728672696e-58,1.2817462416175283e-60,3.76,0.0,0.6354648227888828,0.9999885712793262,2.794509334561945e-21,7.051290177137267e-33,1.0942402276398217e-10,6.82322584880695e-11,3.496865098623792e-11,6.2231131210118435e-12,1.1428720397942534e-05,2.4561318439182088e-23,5.411835152897199e-37,1.2552863135250492e-19,2.974787901167171e-25,6.925936885102925e-18,2.0823433519665715e-54,1.3478150726918833e-53,2.094159252970684e-25,3.081429383799982e-55,2.841489842618193e-29,1.4902006955700662e-60,8.619434410864102e-54,9.913911534416157e-57,4.122335788416329e-55,8.474862623529015e-54,1.251056402931354e-61,1.8745045827973465e-60,4.093509022819794e-40,3.271698868283817e-24,3.1165578806031423e-20,1.4861819592078307e-28,2.124373049724934e-13,6.30749535005871e-14,3.836864505129857e-17,3.0415684785880696e-22,6.570482054318088e-17,4.616171720196802e-22,1.0252987149081153e-19,1.7687908965046703e-23,6.046634861759623e-22,1.739721014438264e-24,2.0501179918868015e-20,2.4868786235545795e-25,5.808251912625504e-14,1.6237634573886155e-21,4.816321206046251e-20,4.228454919956648e-42,1.5879290886992472e-28,4.455766113000655e-33,5.638830123622272e-17,8.636575788593862e-24,1.4648897185809493e-30,9.64890488314609e-20,2.985573554196833e-33,6.89889961932235e-24,6.301243363242778e-26,5.807809742489555e-14,1.592688007641764e-29,5.573723948978422e-17,6.125457112075362e-21,9.84894862907977e-26,4.070917057052767e-37,1.1232213453704984e-17,2.0117232395345081e-22,7.795733591537712e-30,2.096673110967533e-39,1.2237904613515555e-29,1.2065574895808614e-29,7.273143200014271e-23,2.4976762871364324e-35,1.263752978896098e-32,2.0424145936977594e-40,1.8281203640259077e-42,1.4115811750755596e-29,5.66657583874214e-29,1.4021513316925836e-40,2.8988765791017924e-44,2.639631902616079e-49,2.1578479506745145e-55,3.782021546844438e-49,8.648275716025178e-40
7.589378947348655e-10,0.4526632138170294,2.403855081833289e-19,1.0971363714837893e-23,7.259783141233562e-18,1.2346637646629322e-22,0.0,0.0,2.8286196223580166e-13,1.2434486783077228e-20,6.1698319536125985e-25,3.1890492528523775e-24,1.6855524444741163e-30,1.5151852795173423e-44,1.31852045484484e-32,3.287109656301773e-22,1.045077701479189e-27,1.9849167286613178e-20,1.0377266165809735e-43,2.3025928383904423e-47,3.096923162538453e-47,1.5312684875952886e-46,5.9427362934541715e-21,2.529689036008574e-44,3.665842386853665e-36,7.996722106547373e-49,1.4823445161685894e-61,3.2846705616237524e-48,4.9217353994568674e-57,4.782522801865731e-55,3.593634015183845e-35,7.718557026421356e-59,6.857837876402367e-58,1.4996922948580097e-60,3.76,0.0,0.6354648227860706,0.9999884847946506,3.0149396737872595e-21,7.610673138513794e-33,1.1222768692606468e-10,6.998684959081387e-11,3.5864628010059417e-11,6.376209149912938e-12,1.1515205066372194e-05,2.583763277114236e-23,5.8388364055477195e-37,1.298498954128277e-19,3.1040549483758617e-25,7.285424887403378e-18,2.3671794220417575e-54,1.5290134476920002e-53,2.2087373668117654e-25,3.52855418318066e-55,2.956421418873611e-29,1.7309686732615257e-60,9.77772307501107e-54,1.128130911934412e-56,4.7138122039860404e-55,9.620090335213596e-54,1.4431511167062132e-61,2.1641834572366763e-60,4.5028378726740506e-40,3.42614376143053e-24,3.326152733220586e-20,1.5807779790074093e-28,2.1787759367819558e-13,6.468814794748049e-14,4.035877391127892e-17,3.2813285644432504e-22,6.911394605418678e-17,4.799182633172242e-22,1.0518814274993874e-19,1.8592276017185148e-23,6.355764007489386e-22,1.875857338626252e-24,2.1564886142721933e-20,2.616069502581903e-25,5.95705298636419e-14,1.7516440714091376e-21,5.066273966510183e-20,4.561699029467499e-42,1.7562480253512082e-28,4.9200973000907275e-33,5.930904622051584e-17,9.084479791852008e-24,1.5688725353349427e-30,9.883293271957569e-20,3.265166765042745e-33,7.379243188615938e-24,6.790690247710693e-26,5.956587872874129e-14,1.7602377815609222e-29,5.862679163230219e-17,6.28241263562986e-21,1.0402447684550671e-25,4.461501784932071e-37,1.1814763756004285e-17,1.0953664713273066e-22,8.42041518560372e-30,2.2927425448472305e-39,1.336759230337687e-29,1.2844302312392755e-29,7.45942439392912e-23,2.6737902806568457e-35,1.3633990473271113e-32,2.2361367902606023e-40,1.9871678269563532e-42,1.550098746900657e-29,6.075340130154178e-29,1.5217603082716798e-40,3.1976094680230795e-44,2.905457478562999e-49,2.5039046160992344e-55,4.290909378109393e-49,9.569837629467794e-40
7.77897627712346e-10,0.45266321381726476,2.5159641183214924e-19,1.1681602422829882e-23,7.62686955667125e-18,1.2880970282191713e-22,0.0,0.0,2.899301353512426e-13,1.3063573862091616e-20,6.638824922072682e-25,3.486855802899639e-24,1.8241313064206724e-30,1.6295283678438007e-44,1.3838067474205983e-32,3.447353813478091e-22,1.0985911252664852e-27,2.08928083223258e-20,1.1740851784486189e-43,2.504351344290324e-47,3.493508748786952e-47,1.7271447581022551e-46,6.0828368779133814e-21,2.8586520571005826e-44,3.949459344054809e-36,9.273153854684954e-49,1.6782236050035308e-61,3.7165909780096954e-48,5.573475160881789e-57,5.405261575836068e-55,3.930674708396407e-35,8.949713549730364e-59,7.977271034397461e-58,1.748018288694687e-60,3.76,0.0,0.6354648227832584,0.9999884027322266,3.24667134990165e-21,8.199060577556762e-33,1.1503135108814123e-10,7.174174893173703e-11,3.6760605503194515e-11,6.528996471248873e-12,1.1597267483417734e-05,2.714635261759805e-23,6.287741213497713e-37,1.3417789319632687e-19,3.234952409254229e-25,7.654007885845607e-18,2.68257884868815e-54,1.7291657650315327e-53,2.326459352585463e-25,4.0276181846973685e-55,3.07219512678118e-29,2.0031333320104761e-60,1.1057095453336607e-53,1.2797087342812072e-56,5.3730078316984434e-55,1.0886037791451645e-53,1.658678051258817e-61,2.4894816092932735e-60,4.940634322504912e-40,3.5827475070835165e-24,3.4907724159686893e-20,1.6790975787709317e-28,2.2331774424069227e-13,6.630119728331922e-14,4.239915620759829e-17,3.53336466175827e-22,7.260924079841221e-17,4.985432718516661e-22,1.0784797580837651e-19,1.9518500752327806e-23,6.672362226622807e-22,2.0188622399439977e-24,2.2655478006569842e-20,2.74853778770273e-25,6.105853158079258e-14,1.8860603618736587e-21,5.3225487368767515e-20,4.911997698983222e-42,1.9375643702766638e-28,5.419275677167805e-33,6.23032382854105e-17,9.543689150676546e-24,1.6770771992401584e-30,1.0117064274720598e-19,3.562399631296651e-33,7.878520532348745e-24,7.304634769857644e-26,6.105364521231734e-14,1.940620438262659e-29,6.158919821411062e-17,6.439368607627168e-21,1.0971651250885444e-25,4.8772889097238055e-37,1.2412020368260076e-17,5.456632268613898e-22,9.077712509255532e-30,2.5011834195616838e-39,1.4567789875679867e-29,1.364967490129068e-29,7.645702021291967e-23,2.8569285427045107e-35,1.4681499030523952e-32,2.442386913416089e-40,2.154802802829148e-42,1.698177356909249e-29,6.501497430483684e-29,1.6480698709543465e-40,3.5180611426681436e-44,3.1898261487305527e-49,2.894617604873346e-55,4.8530971949751e-49,1.0563189510036833e-39
7.968573606898264e-10,0.4526632138175001,2.6306075986956587e-19,1.2422827261750885e-23,8.00371593182872e-18,1.3431342530224817e-22,0.0,0.0,2.9699839379949975e-13,1.370818672448618e-20,7.130748873349012e-25,3.8039424481270316e-24,1.9704428660187855e-30,1.749379439753002e-44,1.4506012173253462e-32,3.6111170716394543e-22,1.153472691549835e-27,2.1963723465780262e-20,1.3244181321154697e-43,2.7186678685278674e-47,3.92919204369379e-47,1.9422991061036772e-46,6.222545828584837e-21,3.220811596125763e-44,4.247429029693664e-36,1.0715060461654243e-48,1.894347283726621e-61,4.1926519580619404e-48,6.292791206213676e-57,6.0909643794409464e-55,4.2905385666080583e-35,1.034025964198764e-58,9.245806584377136e-58,2.0300787168846673e-60,3.76,0.0,0.6354648227804462,0.9999883248656332,3.489986967601045e-21,8.817202989133309e-33,1.178350152502118e-10,7.349695588929818e-11,3.7656583464698017e-11,6.68147570750687e-12,1.1675134069758263e-05,2.8487483612081946e-23,6.759098761022469e-37,1.3851141322280044e-19,3.367425688329036e-25,8.031685829261974e-18,3.030970147159483e-54,1.94971720635455e-53,2.4473254232766474e-25,4.5832420314813204e-55,3.1887562358153287e-29,2.3098576512604757e-60,1.2466774139638506e-53,1.4473227977656148e-56,6.1058309580828416e-55,1.228202782874386e-53,1.8997903472526447e-61,2.853705542117977e-60,5.408017365096317e-40,3.741417128318098e-24,3.730565437245132e-20,1.7812069448123063e-28,2.2875775670686633e-13,6.791410153375776e-14,4.4489787380093147e-17,3.797982877419937e-22,7.619070112820387e-17,5.174922315692403e-22,1.1050937069604975e-19,2.0466534195258456e-23,6.996412668293728e-22,2.1688994702963977e-24,2.377295440809242e-20,2.8842839296311474e-25,6.254652427776067e-14,2.027174403789379e-21,5.585145454176685e-20,5.279775568724915e-42,2.132525397290438e-28,5.9549384267539096e-33,6.537085573989057e-17,1.0014202599418296e-23,1.789540261117667e-30,1.0350219592241136e-19,3.877851686738678e-33,8.396870667554903e-24,7.843655270636616e-26,6.254139687588129e-14,2.1344689420845167e-29,6.462444717848399e-17,6.596325028131291e-21,1.1556554431892783e-25,5.319093038977406e-37,1.3023982115395971e-17,3.0898059991614096e-22,9.76845265254085e-30,2.7224063463956493e-39,1.5840823630499737e-29,1.4481764893513642e-29,7.83197608218151e-23,3.047141950606977e-35,1.5781330442543185e-32,2.6616026587587926e-40,2.331183623213255e-42,1.8562039790104498e-29,6.945255974403741e-29,1.7812613375142572e-40,3.861158130251425e-44,3.4934543078623324e-49,3.3344148343854316e-55,5.472657690017183e-49,1.1631969910630873e-39
8.158170936673069e-10,0.4526632138177354,2.747785303726174e-19,1.319572544725383e-23,8.38813360717473e-18,1.399811287701337e-22,0.0,0.0,3.040667376056792e-13,1.4368325557681467e-20,7.646127379786562e-25,4.14101022450052e-24,2.1247261683997045e-30,1.8748582340287817e-44,1.5188991121323854e-32,3.7783796762864587e-22,1.2097247033592162e-27,2.3061907271974345e-20,1.4898032118468555e-43,2.9460295062022895e-47,4.406720027261681e-47,2.178081986871327e-46,6.361864246418268e-21,3.618595221212719e-44,4.560113867783769e-36,1.233920457197195e-48,2.1322554868238306e-61,4.716123520296427e-48,7.084852577017995e-57,6.844249991657757e-55,4.674252111793212e-35,1.1906283976206999e-58,1.0679048320346808e-57,2.349507763224735e-60,3.76,0.0,0.635464822777634,0.9999882509813672,3.745170038400374e-21,9.465852129279068e-33,1.2063867941227646e-10,7.525246984320485e-11,3.8552561893626374e-11,6.833647479923903e-12,1.1749018328760373e-05,2.986103137681267e-23,7.253458326740217e-37,1.4284945178003821e-19,3.501421794393583e-25,8.41845866535792e-18,3.414911871656061e-54,2.1921843537935584e-53,2.5713356361589972e-25,5.20034237043461e-55,3.30605120143561e-29,2.654536887122298e-60,1.4016436407763662e-53,1.6322371717981346e-56,6.918557823326489e-55,1.3817856030576082e-53,2.1687808010798402e-61,3.260378693144837e-60,5.906111241005822e-40,3.90206122190649e-24,3.8266990690313717e-20,1.8871723864525752e-28,2.341976311222536e-13,6.952686072404932e-14,4.6630662869457566e-17,4.0754892908241233e-22,7.985832339703638e-17,5.367651763445118e-22,1.1317232744246668e-19,2.143632747000815e-23,7.327898515727313e-22,2.3261324117603546e-24,2.4917314044214515e-20,3.023308379028654e-25,6.403450795459972e-14,2.175148214295407e-21,5.85406405544186e-20,5.6654572079525145e-42,2.341793552731684e-28,6.528754197259374e-33,6.851187689959728e-17,1.0496018872569218e-23,1.906297461905506e-30,1.0582760920655842e-19,4.212105689163372e-33,8.934423348075526e-24,8.408328771018396e-26,6.402913371969072e-14,2.342430876677554e-29,6.773252647095086e-17,6.753281897206234e-21,1.215715118096419e-25,5.787720696960358e-37,1.3650646854158006e-17,1.589697034873968e-21,1.0493461950414812e-29,2.956825238703324e-39,1.7189035882241652e-29,1.5340627651489368e-29,8.01824657667645e-23,3.2444799257532136e-35,1.6934759677755984e-32,2.894224530992499e-40,2.5164626968212393e-42,2.0245697196772145e-29,7.406816356633512e-29,1.921515527913642e-40,4.227834595235566e-44,3.81705830045192e-49,3.8280433341360706e-55,6.153865674266369e-49,1.2779907427170257e-39
8.347768266447874e-10,0.45266321381797076,2.8674970142468274e-19,1.4000983600812146e-23,8.783637910447478e-18,1.4581639768467903e-22,0.0,0.0,3.1113516679352793e-13,1.5043990549146715e-20,8.1854824191413985e-25,4.498764407888563e-24,2.2872221047976282e-30,2.00608383288505e-44,1.5886956926911145e-32,3.9491219534368046e-22,1.2673494638950466e-27,2.4187351817090716e-20,1.6713159902587725e-43,3.186931966822678e-47,4.928955736912429e-47,2.435900537178286e-46,6.500793229240637e-21,4.0545420063496065e-44,4.887876825371947e-36,1.4163583541058307e-48,2.3935647321081474e-61,5.290427019112553e-48,7.955088666158931e-57,7.669951180327518e-55,5.082786214710145e-35,1.3665052187109386e-58,1.2293799051675138e-57,2.710232126280607e-60,3.76,0.0,0.6354648227748219,0.9999881808760399,4.012502625078782e-21,1.0145761020905647e-32,1.2344234357433526e-10,7.700829017441967e-11,3.9448540789038016e-11,6.985512408479959e-12,1.1819123648985204e-05,3.126700152263255e-23,7.77136928339257e-37,1.4719098831840624e-19,3.636889376404429e-25,8.814326339231671e-18,3.8370944771767774e-54,2.4581560357385245e-53,2.6984896863818313e-25,5.8841375461394766e-55,3.424030828839822e-29,3.0408021576786866e-60,1.571621957603098e-53,1.8357827031128475e-56,7.817839295059217e-55,1.5503796725099006e-53,2.468078006113899e-61,3.713236845581704e-60,6.436050691435269e-40,4.064591379570334e-24,4.1307389126135074e-20,1.9970601320433498e-28,2.3963736753133225e-13,7.113947487913066e-14,4.882177811719935e-17,4.366189953364087e-22,8.36121039596953e-17,5.563621399799837e-22,1.1583684607671564e-19,2.242783180084624e-23,7.66680298658654e-22,2.4907240745667523e-24,2.6088555950445072e-20,3.165611586499794e-25,6.552248261136328e-14,2.3301437521692e-21,6.1293044777052e-20,6.069467114039249e-42,2.566046526672236e-28,7.142423194876643e-33,7.172628008703807e-17,1.0989136704764338e-23,2.027381926565158e-30,1.0814689951408287e-19,4.565742070727888e-33,9.491299401362526e-24,8.999230947473136e-26,6.551685574400309e-14,2.5651685042377524e-29,7.091342403946727e-17,6.910239214915992e-21,1.2773432757843116e-25,6.283976354552417e-37,1.429201407095306e-17,8.724051231308782e-22,1.1253565947208659e-29,3.204852477479785e-39,1.861476425719244e-29,1.6226323331494345e-29,8.204513504855479e-23,3.448987162720279e-35,1.8143061689564397e-32,3.140693684189144e-40,2.7107870044083128e-42,2.2036697740587914e-29,7.886371561434678e-29,2.0690127348097335e-40,4.619037130022839e-44,4.161360386996502e-49,4.380573186700884e-55,6.901200469240202e-49,1.4010821159315151e-39
