Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H3F3(1),O2(2),H2O(3),CH4(4),HF(38),C2H2F2(59),CH2CF2(57),S(126),O2(207),C2HF(58),C2HF(236),S(130),S(210),CHFO(47),S(307),S(577),S(211),S(863),S(208),S(939),S(578),S(864),S(923),S(304),S(964),S(1434),S(335),S(220),CF2O(49),S(879),C2H2F3(67),C2H2F3(68),S(133),S(149),CHFCF2(55),C2H3F2(66),C2H3F2(64),C2HF2(72),CF2CH(73),S(234),CF2(43),S(3455),CH2F(46),S(3466),CH2F2(41),C2F(235),S(3986),S(4065),S(3435),C2H3F2(65),CFO(51),F(37),S(4439),CHO2(339),S(215),CHF2(82),S(4798),S(3456),CHF3(42),S(221),CFO3(4550),S(2885),S(4664),S(3782),S(5203),S(2642),S(2822),C2HF3(125),C2HFO(286),S(2949),S(195),S(2224),S(2641),S(2826),C2FO(289),S(1665),C2FO(7367),S(3464),S(6251),S(5206)
0.09296430254119938,0.45869396268074414,1.7293758310475316e-08,9.664423184864034e-08,1.0106306232962063e-06,0.00044279177030023305,0.0,0.0,0.00013374672540490055,0.00028631446349126563,0.025374359091206933,0.00046733745356186175,1.6864783536682017e-09,1.5195830888878766e-26,3.624035125272622e-19,6.598026690830998e-13,2.6588996005097384e-10,0.0003033354695723712,3.194605485487479e-13,1.5881901135335021e-21,2.6091117480204763e-17,9.162328769889163e-25,1.390067517626191e-14,6.054237363516685e-10,3.53160875436542e-13,5.542815832787116e-10,1.4924078069016256e-20,5.3883155807214316e-14,7.10370369804263e-14,4.496756639811628e-18,5.87753032389639e-12,6.658124689261369e-17,2.3213727652807263e-17,5.270685187974901e-14,3.76,0.0,0.5150056479027731,0.932537253936408,0.06888375736837364,3.7732821259019776e-07,0.038926881235558965,0.004325101188414588,0.008240189004762314,6.747604507312098e-11,1.2235002245484984e-05,1.8682270361464402e-07,1.6436626062634198e-16,5.996080220916232e-18,3.967318734329393e-17,0.005500483556697871,6.854852864416864e-19,7.564167013697987e-20,0.0031811105842106083,1.6738904313463785e-17,3.772012553275953e-14,2.9012222709341404e-24,9.490792804091248e-18,4.506740688690921e-19,5.649354492483766e-17,2.4699423130705287e-15,8.899137539357579e-26,1.4042104937606311e-24,4.7342824325775483e-07,1.6179820058943138e-15,0.02868503453947377,0.0011554786143873064,3.1736461439038182e-06,5.845304698210328e-07,3.075729554194386e-05,0.032541479269933934,0.03543368337669909,2.2259493139033837e-08,4.268830735817362e-09,4.712810709837886e-10,9.8507410366094e-10,7.30314801153598e-08,0.00048116692240080384,0.004442768680905098,2.0033409150901616e-08,3.4540379711531275e-07,9.300294059317092e-06,1.0407946610308728e-16,5.890786602491391e-08,1.88027117788026e-14,1.4781944315402148e-07,2.1450293892428796e-08,3.892970190889841e-06,1.8042985311642394e-10,1.0514671280121974e-15,6.248462215363012e-12,2.589753692800557e-05,6.163154646901086e-08,2.485975224021717e-06,3.2668582666022054e-07,0.0006993171177704348,2.887669748284192e-07,5.562994878007873e-12,6.0394780444836794e-09,1.357509052682814e-14,1.0377849558462179e-06,2.1645638544133458e-14,6.584004519174784e-08,6.698902419420291e-12,2.2338533512089028e-12,2.7001183446596794e-10,0.00020702443777938668,4.289083510374008e-15,4.10306927481074e-17,9.012152368283064e-16,1.6173705371136568e-17,9.620393014397162e-15,6.087940622549527e-15,1.5925555688735134e-18,3.036552756957517e-20,4.834176122555271e-15,3.728128438535634e-07
0.09310437359527048,0.4587138615824462,1.729575027988403e-08,9.678104253922105e-08,1.0098760409662217e-06,0.00044407442102414315,0.0,0.0,0.00013339988097448875,0.0002848724603314335,0.025490159526939254,0.00047021625917576416,1.6928539455247999e-09,1.5264160449213218e-26,3.6387161266149046e-19,6.626085734421572e-13,2.659714057587133e-10,0.0003046319990695435,3.1956891250385423e-13,1.5931437438617061e-21,2.6303427626772147e-17,9.224543573998165e-25,1.395633238423388e-14,6.077961530375756e-10,3.5324345496588484e-13,5.565713831696071e-10,1.5007157883306404e-20,5.4210719738031587e-14,7.119276774119939e-14,4.504232607524063e-18,5.88886017162472e-12,6.690096198087374e-17,2.331673699098781e-17,5.301053737945158e-14,3.76,0.0,0.514663308020631,0.9323157957392276,0.06909350936276815,3.7812721300279067e-07,0.03906146327935468,0.0043280065222364005,0.008261592618217949,6.743238812996653e-11,1.2232096684422298e-05,1.8697873384553611e-07,1.6450355439092102e-16,6.002820066112259e-18,3.9688687640913675e-17,0.005500976099098941,6.867947293584602e-19,7.576499795981975e-20,0.003185879725446734,1.6766197015840604e-17,3.772128871617678e-14,2.905947947311047e-24,9.506326141194446e-18,4.514116828413478e-19,5.658600739303798e-17,2.473984871236423e-15,8.913632970178202e-26,1.4065012721226737e-24,4.7628592991598025e-07,1.6217290711203178e-15,0.02878937327820991,0.0011597296703436558,3.1720748850594976e-06,5.840528681981344e-07,3.0757617554267446e-05,0.032634053717341786,0.0355135438501437,2.2235865255752587e-08,4.2699980550443415e-09,4.713575720762744e-10,9.871520766172164e-10,7.318694440921565e-08,0.00048177776683162063,0.004461553615808876,2.0062802490293446e-08,3.45310406244513e-07,9.346914673560959e-06,1.0434686616161853e-16,5.90166921523641e-08,1.8837447580454012e-14,1.4770477753646418e-07,2.1456434670681134e-08,3.899199952023688e-06,1.809205822428131e-10,1.0534095768063956e-15,6.26009321278081e-12,2.5922323280862763e-05,6.172814542283663e-08,2.4876556892325665e-06,3.2632935745559725e-07,0.000704951159508782,2.903555609724264e-07,5.570332252084695e-12,6.047236241465826e-09,1.3567928600708547e-14,1.037381878694381e-06,2.1730640944164098e-14,6.590526883763314e-08,6.705537587849548e-12,2.2388881733931784e-12,2.7090985338306836e-10,0.00020849532047085973,4.311422877707208e-15,4.1153491849053256e-17,9.048529017379876e-16,1.6238988127017762e-17,9.638937204936035e-15,6.125172277870006e-15,1.5943492066781741e-18,3.049095142940361e-20,4.844145520132937e-15,3.748343427887989e-07
0.09324444464934158,0.45873375140715755,1.7297723226981425e-08,9.691712829745061e-08,1.0091219578937823e-06,0.0004453558500803284,0.0,0.0,0.00013305495122735027,0.00028344142476972807,0.025605982635791346,0.0004731026822899185,1.6992378991327408e-09,1.5333103992248212e-26,3.6533933801832136e-19,6.654143297299785e-13,2.660537185316742e-10,0.00030593173141348263,3.19676749535509e-13,1.598101434889403e-21,2.6516812934527323e-17,9.287202674315363e-25,1.4011961990150942e-14,6.101729858400056e-10,3.533308987916075e-13,5.588645542791697e-10,1.5090527305330284e-20,5.453965879657129e-14,7.134846701840174e-14,4.5116979562858174e-18,5.900209793474221e-12,6.722111153231204e-17,2.3419918273797406e-17,5.3315350897186936e-14,3.76,0.0,0.5143213120999921,0.9320944813174399,0.06930303013139334,3.7892565262210713e-07,0.03919604255001002,0.004330914126373473,0.008282980747851528,6.73887761397613e-11,1.2229193009713407e-05,1.8713459587554678e-07,1.646406998126498e-16,6.0095567453707815e-18,3.970420166065262e-17,0.005501421513683093,6.88104393062001e-19,7.588828417840131e-20,0.003190637586525798,1.6793480493698268e-17,3.7722560417404224e-14,2.910672022313925e-24,9.521852955303234e-18,4.52148986940202e-19,5.667843101720715e-17,2.478025730656023e-15,8.928123489026643e-26,1.4087912937255402e-24,4.791520900069372e-07,1.6254710596586896e-15,0.02889364893608964,0.0011639791709214865,3.17050070117585e-06,5.835752681404272e-07,3.075790832495686e-05,0.03272651159223187,0.03559322260015754,2.2212408815547606e-08,4.271169641148712e-09,4.714340577722344e-10,9.89225872679559e-10,7.334208957738176e-08,0.00048238463718595833,0.004480337764931322,2.009212517547481e-08,3.4521673120883403e-07,9.393603318762609e-06,1.0461377891862638e-16,5.912520222838013e-08,1.8872082502767516e-14,1.4759004611413424e-07,2.1462554216111197e-08,3.9053945857499495e-06,1.8141033903547544e-10,1.0553463843580243e-15,6.271690820629995e-12,2.5947003887162985e-05,6.18245478747671e-08,2.489325166732813e-06,3.2597309470617004e-07,0.0007106120699325168,2.9194634533632634e-07,5.577615563916951e-12,6.054971090442953e-09,1.3560747141834498e-14,1.0369763525299313e-06,2.1815591965788832e-14,6.596991430341814e-08,6.712113935129548e-12,2.243911538746114e-12,2.7180730549864717e-10,0.0002099716706296828,4.333800475527178e-15,4.1276139819716947e-17,9.084889631980097e-16,1.6304242099040005e-17,9.657439114933939e-15,6.1624447429896794e-15,1.5961353849442342e-18,3.0616559945330264e-20,4.8540800461746985e-15,3.7685990412701293e-07
0.09338451570341268,0.45875363208081377,1.729967698178268e-08,9.705249239670276e-08,1.0083683924221551e-06,0.00044663605811545373,0.0,0.0,0.00013271192147355863,0.0002820212761297262,0.025721827466932485,0.00047599670686999295,1.7056301374980475e-09,1.53986884039396e-26,3.668066983484634e-19,6.682199146408612e-13,2.66136891225051e-10,0.0003072346521954082,3.1978407495411723e-13,1.6030632491048973e-21,2.6731276405688337e-17,9.350098174027144e-25,1.4067563488969295e-14,6.125542630354167e-10,3.5342317239879474e-13,5.611611222965096e-10,1.5174187366611236e-20,5.486997808504212e-14,7.150413718863006e-14,4.519152916196453e-18,5.911578880893684e-12,6.754169441182274e-17,2.3523273483712483e-17,5.3621295222063805e-14,3.76,0.0,0.5139796599177211,0.9318733108878825,0.06951231997538959,3.7972353558260395e-07,0.03933061801776401,0.0043338239375242255,0.008304353353443861,6.734520906049557e-11,1.2226291224203277e-05,1.872902953524522e-07,1.647777018642412e-16,6.01629022492359e-18,3.971972883472785e-17,0.005501820463991068,6.894143155851443e-19,7.601153307515712e-20,0.003195384230761242,1.6820755694855954e-17,3.772393941392479e-14,2.915394660155819e-24,9.537373793229889e-18,4.528860071321993e-19,5.677081905234342e-17,2.4820650336438186e-15,8.942609599605869e-26,1.411080638031717e-24,4.820267112927328e-07,1.6292079692574055e-15,0.028997861247070295,0.0011682271068545833,3.168923671190728e-06,5.830976823283189e-07,3.075816838329214e-05,0.03281885300743894,0.035672720118592606,2.2189122175245155e-08,4.272345449341068e-09,4.715105287631297e-10,9.912955032117927e-10,7.34969167911848e-08,0.0004829875531054754,0.004499121085956953,2.0121377498700527e-08,3.451227783476929e-07,9.440359789661139e-06,1.0488020830929684e-16,5.923339760823888e-08,1.8906616978699378e-14,1.474752526283316e-07,2.1468652724554693e-08,3.911554311726432e-06,1.8189912767886217e-10,1.0572775748984069e-15,6.28325518047611e-12,2.5971579802154238e-05,6.192075556648911e-08,2.490983768537405e-06,3.256170453116023e-07,0.0007162998513348252,2.935393044910599e-07,5.58484517692338e-12,6.062682784193895e-09,1.3553546735825788e-14,1.0365684187133506e-06,2.190049090599073e-14,6.603398481084175e-08,6.718631789015304e-12,2.248923478276868e-12,2.7270418562737713e-10,0.0002114534811557344,4.356216157255906e-15,4.139863615101671e-17,9.121233870629102e-16,1.636946667432516e-17,9.675898896110645e-15,6.1997574396856966e-15,1.5979141316273268e-18,3.0742354524727293e-20,4.863979934762569e-15,3.788895137900984e-07
0.09352458675748378,0.45877350353050367,1.7301612091388407e-08,9.718713812119408e-08,1.007615362031075e-06,0.00044791504592109533,0.0,0.0,0.00013237077712212575,0.0002806119337137848,0.02583769308268554,0.0004788983169034018,1.7120305844329821e-09,1.5463720097356034e-26,3.682736710175285e-19,6.710253019726892e-13,2.6622091712509847e-10,0.00030854074703506694,3.198909040990791e-13,1.6080292213321089e-21,2.694682104856937e-17,9.413130608347031e-25,1.4123136364979679e-14,6.149400126977109e-10,3.535202338625495e-13,5.634611129511385e-10,1.5258139158022347e-20,5.5201682710574445e-14,7.165978060898992e-14,4.526597711550937e-18,5.92296712084938e-12,6.786270904028548e-17,2.3626802773927026e-17,5.392837312397919e-14,3.76,0.0,0.5136383512446467,0.9316522846612041,0.06972137919928847,3.805208659875559e-07,0.039465188666886704,0.0043367358930503815,0.00832571039563888,6.730168684951681e-11,1.2223391330655636e-05,1.8744583787120614e-07,1.6491456547192003e-16,6.02302047146534e-18,3.973526860171285e-17,0.005502173604712577,6.907245347150252e-19,7.613474890187834e-20,0.0032001197209186793,1.6848023560470892e-17,3.7725424491942e-14,2.92011602387187e-24,9.552889198422364e-18,4.536227692241815e-19,5.686317473342579e-17,2.4861029216392405e-15,8.957091802005781e-26,1.4133693839339068e-24,4.849097814925007e-07,1.6329397978267011e-15,0.029102009950025185,0.0011724734690151755,3.167343870209404e-06,5.826201227158313e-07,3.07583982338446e-05,0.0329110780771687,0.03575203689596343,2.216600384490102e-08,4.273525422653204e-09,4.715869858431285e-10,9.933609822547037e-10,7.365142718426168e-08,0.00048358653408899134,0.004517903537252026,2.015055974894704e-08,3.450285537107581e-07,9.487183881629078e-06,1.0514615819593045e-16,5.9341279524441364e-08,1.8941051401701074e-14,1.4736040068146176e-07,2.147473036728113e-08,3.917679346123819e-06,1.8238695272275405e-10,1.0592031704325513e-15,6.2947864206803365e-12,2.599605205204236e-05,6.201677016625316e-08,2.49263160361301e-06,3.252612160684942e-07,0.0007220145055680656,2.9513441507784206e-07,5.592021448882735e-12,6.070371509930672e-09,1.3546327951095953e-14,1.036158117471703e-06,2.1985337067162787e-14,6.609748355774261e-08,6.725091474831867e-12,2.2539240229102005e-12,2.7360048844201744e-10,0.000212940744898945,4.378669776603105e-15,4.152098033820074e-17,9.157561389042318e-16,1.6434661234986577e-17,9.694316615731415e-15,6.237109794736041e-15,1.5996854899234057e-18,3.0868336577166436e-20,4.873845418440272e-15,3.809231577580809e-07
0.09366465781155488,0.4587933656847743,1.730352834043659e-08,9.73210687135768e-08,1.006862883425266e-06,0.0004491928141624134,0.0,0.0,0.00013203150363432376,0.00027921331681472875,0.02595357855835324,0.000481807496399611,1.7184391699056112e-09,1.5532327130368424e-26,3.697402556884262e-19,6.738304639543203e-13,2.663057888693696e-10,0.0003098500015796888,3.199972529826335e-13,1.612999335800665e-21,2.7163449889446717e-17,9.476498074299752e-25,1.4178680128324619e-14,6.17330262683304e-10,3.5362204818658784e-13,5.657645519967664e-10,1.5342383904234252e-20,5.553477778540378e-14,7.181539961386894e-14,4.5340325699360116e-18,5.934374207833845e-12,6.818415443295513e-17,2.3730508087014607e-17,5.423658735847346e-14,3.76,0.0,0.5132973858461409,0.9314314028420813,0.06993020811077184,3.8131764790068594e-07,0.03959975349549754,0.004339649930989816,0.008347051835902008,6.725820946360656e-11,1.2220493331755865e-05,1.876012289755037e-07,1.650512955162425e-16,6.02974745216302e-18,3.975082040663381e-17,0.005502481581799207,6.92035087990832e-19,7.625793588475849e-20,0.0032048441192182053,1.6875285025888247e-17,3.772701444367038e-14,2.9248362755192052e-24,9.568399710934132e-18,4.5435929886177775e-19,5.695550127522469e-17,2.4901395351980944e-15,8.971570593316367e-26,1.4156576098518424e-24,4.87801288284027e-07,1.636666543421313e-15,0.029206094788666426,0.0011767182484077625,3.165761371107388e-06,5.82142601013782e-07,3.0758598365765464e-05,0.03300318691696845,0.035831173420992325,2.214305219503369e-08,4.274709524237529e-09,4.716634302871396e-10,9.954223298097333e-10,7.380562198425866e-08,0.00048418159950556393,0.004536685077844638,2.0179672212811232e-08,3.4493406321277994e-07,9.534075390673554e-06,1.0541163215297495e-16,5.944884919057785e-08,1.8975386158767152e-14,1.4724549383474817e-07,2.1480787340197185e-08,3.923769902435559e-06,1.8287381864183488e-10,1.0611231925815254e-15,6.3062846673594235e-12,2.6020421640148125e-05,6.211259329907916e-08,2.4942687788270955e-06,3.2490561366708163e-07,0.0007277560340460434,2.967316538147955e-07,5.599144733041664e-12,6.078037452118014e-09,1.353909134644202e-14,1.0357454885053214e-06,2.2070129757901642e-14,6.616041371992151e-08,6.731493315662918e-12,2.2589132034579614e-12,2.744962088425975e-10,0.0002144334546595873,4.401161187664848e-15,4.1643171898805535e-17,9.193871866792634e-16,1.6499825206088504e-17,9.712692559342674e-15,6.274501241138221e-15,1.6014495020821576e-18,3.0994507513524585e-20,4.8836767287306316e-15,3.829608220687998e-07
0.09380472886562598,0.45881321847326717,1.7305426291727953e-08,9.74542874314725e-08,1.006110972244252e-06,0.00045046936365620926,0.0,0.0,0.00013169408656839304,0.00027782534475227083,0.026069482982035118,0.0004847242293882744,1.7248558203077089e-09,1.5601362172376278e-26,3.7120642557997794e-19,6.766353756002436e-13,2.6639149970167996e-10,0.0003111624015068268,3.2010313682480955e-13,1.6179736055904981e-21,2.7381165962091494e-17,9.540294694927392e-25,1.4234194293334335e-14,6.197250406473369e-10,3.537285722665431e-13,5.680714652183613e-10,1.542692275095912e-20,5.586926842589626e-14,7.197099651835361e-14,4.5414577073374534e-18,5.9457998351250856e-12,6.85060292686443e-17,2.383438951034629e-17,5.454594066153074e-14,3.76,0.0,0.5129567634821154,0.9312106656294045,0.07013880702048655,3.821138853547885e-07,0.03973431151537535,0.004342565990034496,0.008368377636508195,6.721477685897639e-11,1.2217597230113434e-05,1.877564741575194e-07,1.6518789683245369e-16,6.036471134627571e-18,3.976638370085078e-17,0.005502745032472503,6.933460127930337e-19,7.63810982250622e-20,0.0032095574873390355,1.6902541020837444e-17,3.7728708068968405e-14,2.9295555761978945e-24,9.58390586740188e-18,4.5509562152833795e-19,5.704780187216812e-17,2.4941750139866773e-15,8.986046467691972e-26,1.4179453937424351e-24,4.90701219302927e-07,1.6403882042543881e-15,0.02931011551138267,0.0011809614361663605,3.1641762436868984e-06,5.816651283624366e-07,3.0758769245050734e-05,0.03309517964361276,0.035910130180977023,2.2120265750310603e-08,4.275897696052859e-09,4.717398626627327e-10,9.974795619168995e-10,7.395950236266846e-08,0.00048477276857886555,0.004555465667394345,2.020871517392624e-08,3.4483931247373304e-07,9.581034113389836e-06,1.0567663379897348e-16,5.955610784684954e-08,1.9009621645778997e-14,1.4713053543791688e-07,2.1486823793383497e-08,3.9298261910095205e-06,1.8335972931778784e-10,1.0630376634846974e-15,6.317750049745337e-12,2.604468954382261e-05,6.220822655272937e-08,2.495895398385309e-06,3.2455024415207255e-07,0.0007335244377470911,2.983309974910436e-07,5.606215377729577e-12,6.085680789000256e-09,1.3531837459283377e-14,1.0353305700139119e-06,2.2154868293073012e-14,6.622277844926091e-08,6.737837632155218e-12,2.2638910506421686e-12,2.7539134186518494e-10,0.0002159316031889395,4.423690244940458e-15,4.176521033953773e-17,9.23016498129255e-16,1.6564958008728527e-17,9.731027071950283e-15,6.311931214192773e-15,1.603206191026906e-18,3.11208687463922e-20,4.893474096212406e-15,3.8500249281755854e-07
0.09394479991969708,0.45883306182704264,1.730730565870279e-08,9.758679742934091e-08,1.005359643035445e-06,0.00045174469508041837,0.0,0.0,0.00013135851154442397,0.0002764479368812492,0.026185405454456724,0.00048764849991785384,1.7312804568812487e-09,1.5666854964857134e-26,3.726721927500845e-19,6.794400140383144e-13,2.664780422511883e-10,0.00031247793252333565,3.202085693663857e-13,1.622952093011058e-21,2.7599972316885773e-17,9.604327753351946e-25,1.4289678367785444e-14,6.221243740258864e-10,3.538397725873706e-13,5.703818784305138e-10,1.551175668791146e-20,5.620515975401365e-14,7.212657361489963e-14,4.5488733339306535e-18,5.9572436962997245e-12,6.882833245841698e-17,2.3938449132753995e-17,5.485643575460314e-14,3.76,0.0,0.5126164839075638,0.9309900732164684,0.07034717624183456,3.8290958234281e-07,0.03986886175177194,0.004345484009544949,0.008389687760500891,6.717138899134002e-11,1.2214703028264407e-05,1.8791157885568973e-07,1.6532437420911598e-16,6.043191486916026e-18,3.9781957942270554e-17,0.005502964585350002,6.946573463303109e-19,7.65042400932598e-20,0.003214259886421928,1.6929792468403078e-17,3.7730504172221694e-14,2.9342740858199897e-24,9.599408200979463e-18,4.558317625418723e-19,5.71400796979585e-17,2.4982094967653146e-15,9.000519915642798e-26,1.4202328129879261e-24,4.936095621437463e-07,1.6441047786936514e-15,0.029414071871172846,0.0011852030235485868,3.1625885561018883e-06,5.811877154130275e-07,3.075891132082377e-05,0.03318705637509913,0.03598890766134049,2.2097642881623585e-08,4.277089889073e-09,4.718162823410199e-10,9.99532687144234e-10,7.41130692957297e-08,0.00048536006040403963,0.004574245266173006,2.0237688905660642e-08,3.447443068982599e-07,9.628059846958508e-06,1.0594116696372209e-16,5.966305666025607e-08,1.9043758235496114e-14,1.4701552872242628e-07,2.1492839877645215e-08,3.9358484191336585e-06,1.8384468847288654e-10,1.0649466040016536e-15,6.329182689519601e-12,2.6068856714589588e-05,6.230367146781907e-08,2.497511563757681e-06,3.241951133358927e-07,0.0007393197172162175,2.9993242297114695e-07,5.613233726850276e-12,6.093301692860321e-09,1.3524566811039632e-14,1.034913399173694e-06,2.2239551991651422e-14,6.628458087617977e-08,6.7441247427745205e-12,2.2688575950667347e-12,2.762858823841098e-10,0.0002174351831895347,4.446256803063508e-15,4.1887095152884405e-17,9.266440399234176e-16,1.6630059044645e-17,9.749320277066182e-15,6.349399146233311e-15,1.6049555829237128e-18,3.124742168998878e-20,4.903237749968823e-15,3.8704815615678627e-07
0.09408487097376818,0.45885289567820137,1.7309167034586393e-08,9.771860187755558e-08,1.0046089097280599e-06,0.00045301880927665976,0.0,0.0,0.00013102476428814111,0.00027508101262623,0.026301345088788494,0.0004905802920543914,1.7377130011165661e-09,1.5731859805408447e-26,3.7413752903321556e-19,6.822443529109652e-13,2.665654097416277e-10,0.00031379658036770173,3.2031356441097125e-13,1.6279348350254246e-21,2.7819872009435377e-17,9.668513429780313e-25,1.434513184130658e-14,6.245282900500406e-10,3.539556062724257e-13,5.726958174759838e-10,1.5596886761855554e-20,5.654245689527242e-14,7.228213317702811e-14,4.556279652806938e-18,5.968705481036067e-12,6.915106244359726e-17,2.4042686845863815e-17,5.5168075338740924e-14,3.76,0.0,0.5122765468725082,0.9307696257911335,0.07055531609081209,3.837047428273334e-07,0.040003403243228076,0.004348403929526255,0.008410982171682707,6.712804581590209e-11,1.2211810728673533e-05,1.8806654845492553e-07,1.6546073238769904e-16,6.0499084775110225e-18,3.9797542594964875e-17,0.005503140860458873,6.959691255377883e-19,7.662736562786867e-20,0.003218951377074026,1.695704028468345e-17,3.773240156748342e-14,2.9389919630704192e-24,9.614907241268354e-18,4.565677470517556e-19,5.723233790515911e-17,2.5022431213702944e-15,9.01499142391502e-26,1.4225199443769532e-24,4.965263043583864e-07,1.6478162652467444e-15,0.029517963625489856,0.001189443001933574,3.1609983732486514e-06,5.807103722451053e-07,3.075902502059763e-05,0.03327881723053307,0.03606750634603038,2.207518214230147e-08,4.278286039347917e-09,4.718926888848004e-10,1.0015817167890627e-09,7.426632371996343e-08,0.0004859434939348478,0.004593023835035584,2.0266593678060546e-08,3.4464905164827196e-07,9.675152389089501e-06,1.0620523537424656e-16,5.976969670603615e-08,1.9077796270978124e-14,1.4690047680810324e-07,2.149883571868294e-08,3.941836790687878e-06,1.8432870025370477e-10,1.0668500333088151e-15,6.340582698323397e-12,2.6092924078071404e-05,6.239892951133801e-08,2.499117373835187e-06,3.238402269451236e-07,0.0007451418725682332,3.015359071872608e-07,5.6202001188908575e-12,6.10090033072145e-09,1.351727990822102e-14,1.0344940122633467e-06,2.232418017829342e-14,6.634582410745937e-08,6.750354963582266e-12,2.273812867242468e-12,2.771798250200114e-10,0.0002189441873158403,4.4688607170033474e-15,4.2008825820023314e-17,9.302697780280555e-16,1.6695127703056437e-17,9.767572229812757e-15,6.386904473012699e-15,1.6066977180915392e-18,3.1374167760064293e-20,4.912967917510447e-15,3.8909779829567275e-07
0.09422494202783928,0.4588727199602301,1.7311010060483958e-08,9.784970390572987e-08,1.0038587854818111e-06,0.0004542917069295972,0.0,0.0,0.00013069283057818762,0.00027372449148894246,0.026417301010478837,0.0004935195898818395,1.7441533821691176e-09,1.5800254075075936e-26,3.756024376371572e-19,6.850483649637734e-13,2.6665359466707014e-10,0.0003151183308086808,3.2041813656312546e-13,1.6329218161652798e-21,2.8040868113781165e-17,9.733040835802208e-25,1.4400554235100298e-14,6.269368157285368e-10,3.540760404029189e-13,5.750133082089082e-10,1.568231417194154e-20,5.688116497921401e-14,7.243767745560436e-14,4.563676874374243e-18,5.980184887307153e-12,6.94742182186323e-17,2.4147104836903787e-17,5.548086210052441e-14,3.76,0.0,0.5119369521226016,0.9305493235360324,0.07076322688578474,3.8449937073082005e-07,0.040137935041397864,0.0043513256906437155,0.008432260834573962,6.708474728743887e-11,1.2208920333736975e-05,1.8822138828843638e-07,1.655969760635914e-16,6.056622075334095e-18,3.9813137129351697e-17,0.005503274469360286,6.972813870918451e-19,7.675047894082221e-20,0.0032236320193711533,1.6984285379711417e-17,3.7734399074605754e-14,2.9437093656185866e-24,9.630403514297095e-18,4.573036000376686e-19,5.732457962506164e-17,2.506276024707772e-15,9.029461476139834e-26,1.4248068642070344e-24,4.994514334580235e-07,1.6515226625497925e-15,0.02962179053617988,0.0011936813628158354,3.1594057578848964e-06,5.802331086569251e-07,3.075911075906573e-05,0.03337046233011352,0.036145926717002785,2.205288191246653e-08,4.279486107338962e-09,4.719690824268996e-10,1.0036266689391976e-09,7.441926670459049e-08,0.0004865230879981845,0.004611801335403774,2.029542975924642e-08,3.445535517615132e-07,9.722311538032879e-06,1.0646884252424116e-16,5.987602908251876e-08,1.9111736102581718e-14,1.4678538275046858e-07,2.150481147244384e-08,3.94779150719672e-06,1.8481176884423053e-10,1.0687479709866875e-15,6.351950190289103e-12,2.611689254010888e-05,6.249400211984102e-08,2.5007129256155878e-06,3.2348559047708113e-07,0.0007509909034898552,3.031414271473158e-07,5.627114888407255e-12,6.1084768675285286e-09,1.350997724762412e-14,1.03407244493628e-06,2.240875218336398e-14,6.640651122856714e-08,6.75652860847124e-12,2.2787568975547435e-12,2.7807316466788583e-10,0.00022045860817447352,4.491501842068053e-15,4.21304018481599e-17,9.338936810987622e-16,1.67601634215625e-17,9.785783205399717e-15,6.4244466352515704e-15,1.6084326324372771e-18,3.150110837297535e-20,4.922664825287301e-15,3.9115140549983247e-07
